Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RKNE
33,0.0326716,0.0507937,0,0,0,0,0,0,0.0542823,0,0.0244537,0.0563588,0,0,0.013016,0,0,0.0323584,0.035785,0.040558,0.0238517,0.049324,0.0276159,0.0289764,0.020969,0.0271417,0.0374632,0.0336957,0.0470366,0.049922,0.0404543,0.0381797,0.0120019,0.0470307,0.00733682,0.0171514,0.068795,0,0.0248591,0.068795,0.0179392,0,0,0.0109034,0,0,0.0334469,0.0473023,0.0435756,0.0310928,0.0297063,0.0188353,0.0371328,0.0234016,0.059341,0.0598196,0.0556657,0.0568577,0.0577078,0.0318865,0.0361469,0.0199888,0.0193978,0.0450958,0.0158924,0,0,0,0,0,0,0,0,0,0,0
34,0.0326728,0.050841,0,0,0,0,0,0,0.0539679,0,0.0246401,0.0566564,0,0,0.0129314,0,0,0.0323557,0.0356218,0.0407565,0.0239344,0.0491616,0.0276851,0.0290007,0.0213475,0.0271077,0.0374487,0.0340359,0.0470377,0.0499554,0.0405432,0.0383265,0.0119392,0.0471218,0.0073953,0.0171187,0.0688985,0,0.0247685,0.0685989,0.017953,0,0,0.0109125,0,0,0.0334153,0.0472619,0.0437091,0.0307996,0.0296834,0.0187417,0.037259,0.0235145,0.0593789,0.0597018,0.055777,0.0568576,0.0575416,0.0324313,0.0361892,0.0199373,0.01929,0.045071,0.016037,0,0,0,0,0,0,0,0,0,0,0
35,0.0326321,0.0508743,0,0,0,0,0,0,0.0525611,0,0.0247469,0.0563771,0,0,0.0129537,0,0,0.0325148,0.0347453,0.0409094,0.0239458,0.048943,0.0278949,0.0292899,0.0213825,0.0277506,0.0371334,0.0334474,0.0470678,0.0499476,0.0406762,0.0384425,0.0117073,0.0470033,0.00741483,0.017324,0.0706079,0,0.02318,0.0675493,0.0178908,0,0,0.0109545,0,0,0.0335442,0.047568,0.0448405,0.0298379,0.0294811,0.01872,0.0374508,0.0218839,0.0580911,0.0596301,0.0573788,0.0586466,0.0584429,0.0335578,0.0361217,0.0200845,0.0192043,0.0449299,0.0163289,0,0,0,0,0,0,0,0,0,0,0.0262221
36,0.0325945,0.050939,0,0,0,0,0,0,0.0512016,0,0.0251884,0.05644,0,0,0.0128685,0,0,0.0324981,0.0343867,0.0405408,0.0240834,0.0486955,0.0281576,0.0292923,0.0214838,0.0282782,0.0368636,0.0329603,0.0469717,0.0498662,0.0406498,0.038414,0.0117927,0.047076,0.0073441,0.0173118,0.0717658,0,0.0228104,0.0673481,0.0178761,0,0,0.0109673,0,0,0.033458,0.0474356,0.0455012,0.0294309,0.0295028,0.0186698,0.0374198,0.0222138,0.0578727,0.0595148,0.0575469,0.0585494,0.0582367,0.0349226,0.0362129,0.0200482,0.019076,0.0450372,0.0164979,0,0,0,0,0,0,0,0,0,0,0.0254334
37,0.0324752,0.0509704,0,0,0,0,0,0,0.049237,0,0.0264418,0.0564046,0,0,0.0128798,0,0,0.0325434,0.0341728,0.0408156,0.0241364,0.0483686,0.0283675,0.0293868,0.0218358,0.0287599,0.0367246,0.032971,0.047138,0.050086,0.0408508,0.038468,0.0123813,0.0470116,0.00732587,0.0173352,0.0719536,0,0.0226568,0.0672621,0.0178767,0,0,0.0109273,0,0,0.0332662,0.0472692,0.0461179,0.0291116,0.0295493,0.0186365,0.0374876,0.0223923,0.0578995,0.0593992,0.0576464,0.0584209,0.0580531,0.0353819,0.0361558,0.0200803,0.0192784,0.0450879,0.0166959,0,0,0,0,0,0,0,0,0,0,0.0252765
38,0.0323554,0.0510483,0,0,0,0,0,0,0.0473331,0,0.0272545,0.0563515,0,0,0.0129692,0,0,0.0326831,0.033985,0.0414029,0.0240597,0.0480715,0.0284567,0.0295632,0.0222588,0.029379,0.036566,0.0328778,0.0471816,0.0502344,0.0408855,0.0382593,0.01327,0.0469174,0.0074218,0.0173624,0.0719677,0,0.022564,0.0671552,0.0178641,0,0,0.0109195,0,0,0.03314,0.0470449,0.0466606,0.0288423,0.0295366,0.0186421,0.037602,0.0226324,0.0580052,0.0592757,0.0577859,0.0582432,0.057859,0.035521,0.0360694,0.0201009,0.0193731,0.0451093,0.0168537,0,0,0,0,0,0,0,0,0,0,0.0253009
39,0.0317176,0.051452,0,0,0,0,0,0,0.0437111,0,0.0266825,0.0566712,0,0,0.0125858,0,0,0.0337497,0.0339346,0.0402955,0.0249798,0.0479848,0.0282156,0.0299289,0.0232061,0.0295779,0.0364806,0.0329851,0.0470627,0.0501152,0.0408027,0.0379232,0.0161448,0.046519,0.00683431,0.0174173,0.0615552,0,0.019441,0.0670188,0.0170298,0,0,0.0114004,0,0,0.0331477,0.0484733,0.0500631,0.0277657,0.0284463,0.0186187,0.0392888,0.0192165,0.0579876,0.0601866,0.05903,0.0605278,0.0593753,0.0245854,0.0355802,0.0202899,0.0195315,0.0452988,0.0167837,0,0,0,0,0,0,0,0,0,0,0.0221419
40,0.0315737,0.0515337,0,0,0,0,0,0,0.0426747,0,0.0265897,0.0567362,0,0,0.0126187,0,0,0.0338108,0.0334908,0.0384926,0.0252475,0.0479297,0.0282668,0.0301315,0.0235777,0.0301721,0.036162,0.0322653,0.0465203,0.0497593,0.0403054,0.0371665,0.0169906,0.0464791,0.00686581,0.0174276,0.0612607,0,0.019563,0.0671382,0.0168802,0,0,0.0115553,0,0,0.0331884,0.0482033,0.0507241,0.0274735,0.0283025,0.0187563,0.0394471,0.0191585,0.0579638,0.0600215,0.0588162,0.0602256,0.0590735,0.0247286,0.0355299,0.0201467,0.0192947,0.0454,0.0168411,0,0,0,0,0,0,0,0,0,0,0.0221863
41,0.0319998,0.0514622,0,0,0,0,0,0,0.0431258,0,0.0280721,0.0585772,0,0,0.0126817,0,0,0.0333834,0.0319288,0.0395764,0.0281333,0,0.028595,0.030453,0.0235609,0.0331512,0.037574,0.0311167,0.0442092,0.0473198,0.0383479,0.0351585,0.0157379,0.0467207,0.00727507,0.017429,0.0604716,0,0.0200042,0.0672145,0.0167276,0,0,0.0117822,0,0,0.0328727,0.0485571,0.0517117,0.0269994,0.0277731,0.0185331,0.0402196,0.0188437,0.0582086,0.0596202,0.0584468,0.060165,0.0587628,0.0250797,0.0361495,0.0196353,0.0188098,0.0455712,0.0166805,0,0,0,0,0,0,0,0,0,0,0.0218852
42,0.0311166,0.0517678,0,0,0,0,0,0,0.0419937,0,0.0261099,0.0566109,0,0,0.0126272,0,0,0.0338614,0.0324211,0.0386998,0.0259743,0.0471758,0.027993,0.0306188,0.0233984,0.0308546,0.034884,0.0303701,0.0456864,0.0489709,0.0397463,0.0363532,0.0167047,0.0464197,0.00689559,0.0174083,0.0608327,0,0.0198976,0.067004,0.0166774,0,0,0.0116635,0,0,0.033391,0.0481724,0.0525066,0.0269731,0.0282076,0.0192925,0.0396786,0.0186656,0.0577634,0.0597611,0.0585234,0.0600045,0.0586809,0.0260095,0.0354094,0.0199298,0.0190209,0.0454969,0.0170476,0,0,0,0,0,0,0,0,0,0,0.0218513
43,0.0308806,0.0519561,0,0,0,0,0,0,0.0417821,0,0.0249237,0.0568102,0,0,0.0125612,0,0,0.0338203,0.0320718,0.0371863,0.0262752,0.0457885,0.0278195,0.0307559,0.0228675,0.0308433,0.0346079,0.0295863,0.0449608,0.0481954,0.0392889,0.0361042,0.0166507,0.0464314,0.00690534,0.0173044,0.0602907,0,0.0201521,0.0667414,0.0165698,0,0,0.011708,0,0,0.0335501,0.0480797,0.0532891,0.0269061,0.0280863,0.0194468,0.0396775,0.0183168,0.0575776,0.0595577,0.0583653,0.059905,0.0584945,0.0264116,0.0354354,0.0197867,0.0188616,0.0455578,0.0171631,0,0,0,0,0,0,0,0,0,0,0.0216822
44,0.0312264,0.0518494,0,0,0,0,0,0,0.0425178,0,0.023195,0.0570585,0,0,0.0129746,0,0,0.0328937,0.0313226,0.0345349,0.0255578,0.0451912,0.0281287,0.0308407,0.0225214,0.0314791,0.0343928,0.0289656,0.0438608,0.0468842,0.0388575,0.0357349,0.0149657,0.0468367,0.00758255,0.0172412,0.0696219,0,0.0216541,0.0663259,0.0172894,0,0,0.0113801,0,0,0.033523,0.0463926,0.0510476,0.0274134,0.0288812,0.01969,0.0382093,0.0214864,0.057543,0.0586825,0.0570113,0.0572434,0.0571648,0.0365515,0.0359052,0.0194205,0.0185354,0.0457825,0.0175733,0,0,0,0,0,0,0,0,0,0,0.024984
45,0.0312175,0.0520194,0,0,0,0,0,0,0.0407651,0,0.0209479,0.0574987,0,0,0.0129331,0,0,0.0328625,0.0305201,0.0325196,0.0255565,0.046164,0.0285239,0.0311683,0.0225827,0.0313621,0.0344113,0.0290238,0.04305,0.0458474,0.0383768,0.0351538,0.016026,0.0469058,0.00758692,0.0171846,0.0685909,0,0.0213375,0.0657069,0.0172013,0,0,0.0114016,0,0,0.0334701,0.0463092,0.0517325,0.0274143,0.0287481,0.0198148,0.0382555,0.0213248,0.0573741,0.0586393,0.0569787,0.0573561,0.057316,0.0359495,0.0359777,0.0192079,0.018406,0.0460191,0.0178573,0,0,0,0,0,0,0,0,0,0,0.0248986
46,0.0312142,0.0519794,0,0,0,0,0,0,0.0383389,0,0.0212314,0.0575187,0,0,0.0128893,0,0,0.0329078,0.0293953,0.0321637,0.0252771,0.0481516,0.0291421,0.0314959,0.0216996,0.0304616,0.0339844,0.0281884,0.0432293,0.0465033,0.0376919,0.0344877,0.0178429,0.0469013,0.00766318,0.0171904,0.0663036,0,0.0210955,0.0652358,0.0168675,0,0,0.0115132,0,0,0.0334115,0.0460056,0.05248,0.0276618,0.0287608,0.0198019,0.0383417,0.0212329,0.0573622,0.0585503,0.05697,0.0578828,0.0577109,0.034176,0.0361302,0.018797,0.018298,0.0459812,0.0180132,0,0,0,0,0,0,0,0,0,0,0.0251021
47,0.0309792,0.0517259,0,0,0,0,0,0,0.0352676,0,0.023181,0.0569974,0,0,0.0129491,0,0,0.0330737,0.0284113,0.0331557,0.0248019,0.0502774,0.0293728,0.0318956,0.0201096,0.0294812,0.0334144,0.0267085,0.0438544,0.0479486,0.0369581,0.0343732,0.0205501,0.0467998,0.00784535,0.017348,0.0629013,0,0.0211533,0.0649589,0.0164708,0,0,0.0117386,0,0,0.0333295,0.0462161,0.0532886,0.0280595,0.0291305,0.0194964,0.0385976,0.0211929,0.0576397,0.0583667,0.0568644,0.0581042,0.0583435,0.0318162,0.0363358,0.0184609,0.0180091,0.0457977,0.0178872,0,0,0,0,0,0,0,0,0,0,0.0256031
48,0.0309711,0.0515731,0,0,0,0,0,0,0.0356338,0,0.0271554,0.0578511,0,0,0.0129145,0,0,0.0332443,0.0273413,0.0370301,0.0269866,0,0.0293653,0.0324645,0.0183574,0.0330868,0.0356629,0.0253504,0.0415634,0.046511,0.0336554,0.0319145,0.0204454,0.0468297,0.00784897,0.0175725,0.0595679,0,0.0217416,0.0648699,0.0158184,0,0,0.0121697,0,0,0.0331656,0.0470564,0.0542841,0.0281948,0.0290027,0.0182047,0.039274,0.0212035,0.0582865,0.0579076,0.0563383,0.0577212,0.058258,0.0300361,0.0370055,0.0177148,0.0171239,0.0460424,0.0172196,0,0,0,0,0,0,0,0,0,0,0.0260548
49,0.0308391,0.0514523,0,0,0,0,0,0,0.0336409,0,0.028723,0.0568501,0,0,0.0131442,0,0,0.0335577,0.0275293,0.0398197,0.0263239,0,0.0289322,0.0330178,0.0184451,0.0328842,0.0352837,0.0251107,0.0414013,0.0464192,0.0329676,0.0313911,0.0228149,0.0466163,0.00770971,0.0181424,0.056134,0,0.0221761,0.0642198,0.015633,0,0,0.0121614,0,0,0.0333252,0.0480532,0.0549702,0.0282071,0.0296632,0.0176112,0.0402094,0.0210295,0.0588328,0.0575315,0.0558226,0.0572858,0.0580091,0.0288976,0.0371245,0.0174977,0.0168579,0.0460577,0.0172085,0,0,0,0,0,0,0,0,0,0,0.0262037
50,0.0308798,0.0515018,0,0,0,0,0,0,0.0323284,0,0.0293325,0.0559701,0,0,0.0134569,0,0,0.0339174,0.0282912,0.0412943,0.026031,0,0.0288623,0.0336569,0.0191477,0.0326242,0.0346533,0.0249418,0.0406927,0.0455945,0.0324935,0.0309435,0.0245754,0.0463616,0.00763981,0.0187402,0.0530982,0,0.0224809,0.0635652,0.015501,0,0,0.012157,0,0,0.0334764,0.0491211,0.0552938,0.0281456,0.0301517,0.0170785,0.0413098,0.0209556,0.0594979,0.0570949,0.0552564,0.0568333,0.0578033,0.027615,0.0372924,0.0172547,0.0166851,0.0460749,0.0173646,0,0,0,0,0,0,0,0,0,0,0.0263473
51,0.0309934,0.0516627,0,0,0,0,0,0,0.0317446,0,0.0291722,0.0550036,0,0,0.0137279,0,0,0.0342274,0.0293214,0.0411674,0.0259979,0,0.0293286,0.0343549,0.0198146,0.0322862,0.0341707,0.024454,0.0398069,0.0447133,0.0322717,0.0305846,0.0255442,0.0458758,0.00775237,0.0192774,0.0504175,0,0.0224027,0.062923,0.0153564,0,0,0.0120527,0,0,0.0335237,0.0503207,0.0554544,0.0284484,0.0304136,0.0167013,0.0423898,0.0210816,0.0603151,0.0568266,0.0547232,0.0562823,0.0578353,0.026138,0.0374555,0.0170746,0.0166038,0.0460794,0.0177086,0,0,0,0,0,0,0,0,0,0,0.0271172
52,0.0307666,0.0516037,0,0,0,0,0,0,0.0280432,0,0.0269212,0.0519592,0,0,0.014281,0,0,0.0345636,0.0314067,0.0389926,0.0226245,0.055115,0.0294753,0.0350153,0.0209731,0.0273559,0.031408,0.0249515,0.0417384,0.0463169,0.0348161,0.0330456,0.0301499,0.045088,0.00783169,0.0198674,0.0474453,0,0.0218315,0.0621158,0.0156714,0,0,0.0116912,0,0,0.0337554,0.0513924,0.0552581,0.028715,0.031257,0.0177044,0.0433791,0.0210882,0.0612089,0.0570101,0.0545868,0.0559648,0.058228,0.0248166,0.0368441,0.0175328,0.0174138,0.0456202,0.0185215,0,0,0,0,0,0,0,0,0,0,0.0284184
53,0.0307966,0.0515842,0,0,0,0,0,0,0.0282899,0,0.0259275,0.0507439,0,0,0.0146144,0,0,0.0347882,0.0322871,0.0378892,0.0222809,0.0558664,0.0298191,0.0356476,0.0208613,0.0276882,0.0319054,0.0238597,0.0416701,0.0459965,0.0349606,0.0331755,0.0297544,0.0446183,0.00783182,0.0202284,0.0448116,0,0.0214351,0.0617393,0.0156896,0,0,0.011582,0,0,0.0337696,0.0528236,0.0549406,0.0290564,0.0313129,0.0181258,0.0444206,0.0217648,0.0623925,0.057243,0.0543,0.0557274,0.0583753,0.0242429,0.0365966,0.017745,0.0177911,0.0455658,0.0187353,0,0,0,0,0,0,0,0,0,0,0.030047
54,0.0308469,0.0515138,0,0,0,0,0,0,0.0286519,0,0.0251392,0.0497656,0,0,0.0150455,0,0,0.0349321,0.0323729,0.0369696,0.0221834,0.0554041,0.0302548,0.0363047,0.020326,0.0283706,0.0321136,0.0229546,0.0417054,0.0456256,0.0351204,0.0331591,0.0293898,0.0441934,0.00793009,0.0204692,0.0424936,0,0.0211056,0.0614216,0.0157295,0,0,0.0115347,0,0,0.0336806,0.0539468,0.054609,0.0293611,0.0313813,0.0188137,0.0457221,0.0230055,0.0638016,0.0576767,0.0542317,0.0558191,0.0586885,0.0240022,0.0361967,0.0179562,0.0182663,0.0455678,0.0188412,0,0,0,0,0,0,0,0,0,0,0.0316426
55,0.0308615,0.0514586,0,0,0,0,0,0,0.0288772,0,0.0249064,0.0490907,0,0,0.0155353,0,0,0.0350468,0.0314182,0.0368516,0.022491,0.0532415,0.0310237,0.0369828,0.0197922,0.029041,0.0319545,0.0223226,0.0416175,0.0453005,0.0352317,0.0331029,0.0291971,0.043727,0.00803294,0.0205987,0.040672,0,0.0210667,0.0613031,0.0157271,0,0,0.0116734,0,0,0.0336216,0.0546768,0.0540089,0.0297684,0.0315185,0.0194686,0.0470991,0.0243899,0.0654047,0.058133,0.0542917,0.0561529,0.0593476,0.0247114,0.0356873,0.0182042,0.0186568,0.0454908,0.0189029,0,0,0,0,0,0,0,0,0,0,0.0331605
56,0.0308711,0.0514041,0,0,0,0,0,0,0.0284302,0,0.0252392,0.0486009,0,0,0.0159477,0,0,0.0350901,0.0297176,0.0372907,0.0230489,0.0508813,0.0319171,0.0374867,0.0197524,0.029374,0.0316216,0.0220215,0.0415948,0.0450376,0.0353122,0.0331702,0.0294031,0.0433034,0.00805484,0.0207584,0.0391419,0,0.0212273,0.0612745,0.0156575,0,0,0.0118303,0,0,0.0335989,0.0550179,0.0532463,0.0301326,0.0318176,0.0199412,0.0483694,0.0255598,0.0665345,0.0586841,0.054385,0.0564187,0.0601297,0.0267791,0.0352234,0.0184475,0.0189244,0.0453455,0.0188992,0,0,0,0,0,0,0,0,0,0,0.0347456
57,0.0308846,0.0513393,0,0,0,0,0,0,0.028096,0,0.0257723,0.0484022,0,0,0.0162369,0,0,0.0351345,0.0277909,0.0381961,0.0237603,0.0475124,0.032718,0.0377946,0.0200692,0.0297825,0.031665,0.0220495,0.0416247,0.0447931,0.0353705,0.0333348,0.0296858,0.0430883,0.00804745,0.0207977,0.0378561,0,0.021626,0.0611441,0.0155918,0,0,0.0119684,0,0,0.0335367,0.0551616,0.0522805,0.0302945,0.0320528,0.0201854,0.04951,0.0263655,0.067192,0.0592175,0.0544562,0.0570783,0.0609931,0.0298826,0.0348852,0.0184622,0.0190519,0.0452656,0.0188674,0,0,0,0,0,0,0,0,0,0,0.0364347
58,0.030896,0.0512222,0,0,0,0,0,0,0.0277793,0,0.0262515,0.0483684,0,0,0.0162961,0,0,0.0350983,0.0263804,0.0387803,0.0242559,0.0464,0.0331243,0.0378499,0.0208211,0.0299447,0.0317652,0.022251,0.0417235,0.0447005,0.0354469,0.0334622,0.0298943,0.0431087,0.00805319,0.0206928,0.0365131,0,0.0219584,0.0611126,0.0155994,0,0,0.0120751,0,0,0.0335503,0.0551658,0.0515453,0.0302818,0.0321527,0.0201642,0.0504231,0.0270991,0.0679081,0.059844,0.0547101,0.0579998,0.0620732,0.0332523,0.0347478,0.0183669,0.0190666,0.0450709,0.0188941,0,0,0,0,0,0,0,0,0,0,0.0378187
59,0.0310194,0.0512239,0,0,0,0,0,0,0.0280068,0,0.0270523,0.0491014,0,0,0.0160377,0,0,0.034835,0.0254373,0.0393913,0.0262588,0.0494183,0.0334726,0.0376711,0.0214855,0.0312772,0,0.0211048,0.0406659,0.0436476,0.0345072,0.0325252,0.0296171,0.0435107,0.00807744,0.0202963,0.0351549,0,0.0220049,0.0614323,0.0153351,0,0,0.0121961,0,0,0.0334498,0.0548801,0.0512444,0.0303623,0.0317083,0.0194128,0.0513483,0.0280333,0.0684022,0.0603451,0.0549892,0.0585201,0.062979,0.0355486,0.0352313,0.0178811,0.0185543,0.0451509,0.0186572,0,0,0,0,0,0,0,0,0,0,0.0391843
60,0.0310137,0.051165,0,0,0,0,0,0,0.0280299,0,0.0271432,0.0481927,0,0,0.0158619,0,0,0.0346057,0.026101,0.0393681,0.0264515,0.0509597,0.0330985,0.0373553,0.0217094,0.0302116,0,0,0.0407842,0.0433882,0.0344323,0.0327709,0.0304118,0.0438039,0.00811604,0.0199447,0.0338538,0,0.0218256,0.0628686,0.0152362,0,0,0.0122166,0,0,0.0333862,0.0544622,0.0510288,0.0304603,0.0312494,0.0189376,0.0526468,0.0288433,0.0692057,0.0608752,0.0554761,0.0588817,0.0639305,0.0369764,0.0356121,0.017608,0.0181977,0.0449699,0.0186025,0,0,0,0,0,0,0,0,0,0,0.0400933
61,0.0309778,0.0511113,0,0,0,0,0,0,0.0283271,0,0.0271301,0.047776,0,0,0.0155748,0,0,0.0344071,0.0270212,0.039228,0.0260504,0.0521139,0.0323821,0.0367218,0.02184,0.0301496,0,0,0.0408126,0.0432122,0.0341751,0.03281,0.0297622,0.0441465,0.00806652,0.01961,0.0331141,0,0.0216497,0.0630354,0.0153483,0,0,0.0121384,0,0,0.0334175,0.054586,0.050976,0.0305527,0.0310074,0.0188357,0.0535909,0.0295998,0.0697239,0.0613181,0.0558585,0.0590447,0.0646852,0.0368776,0.035832,0.017538,0.0180691,0.0447151,0.0186067,0,0,0,0,0,0,0,0,0,0,0.040774
62,0.0308533,0.0510067,0,0,0,0,0,0,0.0282589,0,0.0261897,0.0462563,0,0,0.0154942,0,0,0.0343464,0.0288592,0.0381021,0.0234909,0.0505646,0.0313568,0.0360575,0.0221723,0.0283331,0.0315788,0,0.0419276,0.04434,0.0349291,0.0338909,0.0292024,0.0442931,0.00804672,0.019442,0.0324974,0,0.0213902,0.0628465,0.0158087,0,0,0.0120637,0,0,0.0335988,0.0550627,0.0507674,0.0305916,0.0312954,0.0194994,0.0542001,0.0300484,0.0700316,0.0615886,0.0560654,0.059332,0.0653331,0.03676,0.0355902,0.0177669,0.0184695,0.0441858,0.0190023,0,0,0,0,0,0,0,0,0,0,0.0414713
63,0.0310328,0.0511843,0,0,0,0,0,0,0.0285052,0,0.0271387,0.047187,0,0,0.0151606,0,0,0.034158,0.0287746,0.0387175,0.0253795,0.0510144,0.0312583,0.0356724,0.0217362,0.0296194,0,0,0.0401932,0.042396,0.0330503,0.0327193,0.0278676,0.0447561,0.00798636,0.0191974,0.0321498,0,0.0213541,0.0630431,0.0154446,0,0,0.0121247,0,0,0.0333467,0.0559423,0.050622,0.03066,0.0304781,0.0187106,0.0547476,0.0307122,0.0705435,0.061629,0.0558955,0.0594296,0.0655937,0.0367469,0.0362379,0.0173753,0.0179326,0.0443886,0.0186699,0,0,0,0,0,0,0,0,0,0,0.0425961
64,0.0306569,0.050787,0,0,0,0,0,0,0.0293815,0,0.0265294,0.0439059,0,0,0.0155656,0,0,0.0344048,0.0311274,0.0400805,0.0191994,0.0469815,0.0300125,0.0351473,0.0202661,0.0233415,0,0.0731605,0.0431247,0.0447199,0.0353336,0.0366159,0.0294671,0.0442809,0.00797031,0.0195505,0.0312581,0,0.0210602,0.0623311,0.0166331,0,0,0.012036,0,0,0.0337471,0.0569494,0.0502896,0.0302871,0.0319951,0.0208299,0.0547954,0.030247,0.0703497,0.0616889,0.0560795,0.0599735,0.0660533,0.0383748,0.0349214,0.0183085,0.0194679,0.043448,0.019856,0,0,0,0,0,0,0,0,0,0,0.0433834
65,0.0307138,0.0508833,0,0,0,0,0,0,0.030398,0,0.0265641,0.0444721,0,0,0.0154505,0,0,0.0342357,0.0302821,0.0394516,0.0203725,0.0477347,0.0299013,0.034896,0.0208273,0.0249177,0,0.05809,0.0426696,0.0442471,0.0353012,0.0359632,0.0278948,0.0444763,0.00794015,0.0194209,0.0303125,0,0.0210946,0.0621615,0.0163632,0,0,0.012076,0,0,0.0336375,0.057581,0.0501328,0.0300532,0.0314822,0.0204662,0.0547807,0.0305503,0.0702822,0.0615801,0.0559867,0.0599009,0.0659455,0.0395593,0.0351465,0.018194,0.0193,0.0436498,0.0195674,0,0,0,0,0,0,0,0,0,0,0.0440197
66,0.0309468,0.051097,0,0,0,0,0,0,0.031749,0,0.0268928,0.0465896,0,0,0.0150098,0,0,0.0340585,0.02775,0.0379562,0.0240917,0.050235,0.0304043,0.0347412,0.0223525,0.0293689,0,0.0207795,0.0412631,0.0436192,0.0347027,0.0335958,0.025103,0.0449077,0.00789843,0.0191898,0.0297125,0,0.0213521,0.0619075,0.0157576,0,0,0.0120704,0,0,0.0334809,0.0580675,0.0504164,0.029878,0.0304088,0.0193297,0.0547603,0.030998,0.0702818,0.0614676,0.0559133,0.0598164,0.0655472,0.0404535,0.0359066,0.0179315,0.0186269,0.0441583,0.0188708,0,0,0,0,0,0,0,0,0,0,0.0442501
67,0.0311417,0.0511933,0,0,0,0,0,0,0.0346199,0,0.0275273,0.0483278,0,0,0.0145937,0,0,0.0340648,0.025153,0.0369376,0.0268303,0,0.0310331,0.0346406,0.0229028,0.032584,0.0349834,0.0203,0.0400546,0.042718,0.0335265,0.0316968,0.0213025,0.0452147,0.00788098,0.0190994,0.0293502,0,0.0215818,0.0617947,0.0154968,0,0,0.0119759,0,0,0.0334047,0.0584709,0.0509815,0.0299121,0.02985,0.0186639,0.0549157,0.0311042,0.0705037,0.0614502,0.05584,0.0598672,0.065469,0.0415067,0.0363741,0.0177926,0.0183381,0.0444273,0.0184421,0,0,0,0,0,0,0,0,0,0,0.0441398
68,0.0309378,0.0509828,0,0,0,0,0,0,0.0332426,0,0.0259737,0.0467541,0,0,0.014781,0,0,0.0342936,0.0257264,0.0354547,0.0240699,0.0493641,0.0306852,0.0345999,0.0226728,0.0290858,0.0326219,0.02097,0.0425753,0.0450174,0.0358552,0.0341454,0.0230479,0.0449077,0.00786775,0.0193959,0.0286491,0,0.0216782,0.0614875,0.0160348,0,0,0.011762,0,0,0.0336291,0.0578971,0.0512721,0.0293498,0.0305537,0.019781,0.0543333,0.0303092,0.0699406,0.0611848,0.0558627,0.0600405,0.0657333,0.0443036,0.0356598,0.0183852,0.0192393,0.0439535,0.0188535,0,0,0,0,0,0,0,0,0,0,0.0438506
69,0.031145,0.0511002,0,0,0,0,0,0,0.0359539,0,0.0272654,0.0485712,0,0,0.0145271,0,0,0.034176,0.0234582,0.0367611,0.0268599,0,0.0314383,0.0345589,0.0219113,0.0316924,0.0355313,0.0192214,0.040405,0.0431016,0.0337887,0.0322113,0.0200572,0.0451321,0.007822,0.0192661,0.0282193,0,0.0218348,0.0616177,0.0157358,0,0,0.0117333,0,0,0.033496,0.0578468,0.0515445,0.0293036,0.0302443,0.0192589,0.0543106,0.0302364,0.0696914,0.0607015,0.055647,0.0598482,0.0659001,0.0458285,0.0360907,0.0179937,0.0188609,0.0443023,0.018268,0,0,0,0,0,0,0,0,0,0,0.043799
70,0.0311668,0.051066,0,0,0,0,0,0,0.0364804,0,0.0272614,0.0488511,0,0,0.014481,0,0,0.0341867,0.0231703,0.0367425,0.0269796,0,0.0316188,0.0345208,0.0218219,0.0314948,0.0355438,0.0190104,0.0403853,0.0432798,0.0338935,0.032127,0.0195069,0.0450567,0.00778046,0.0193094,0.0280401,0,0.0219035,0.0614188,0.0158212,0,0,0.0116382,0,0,0.0335242,0.0576616,0.0519127,0.0291056,0.0305703,0.0195033,0.0537772,0.0296858,0.0690102,0.0603309,0.0555684,0.059871,0.0662303,0.0477479,0.0359639,0.0180033,0.0190656,0.0442469,0.0181222,0,0,0,0,0,0,0,0,0,0,0.0437389
71,0.0309924,0.0508546,0,0,0,0,0,0,0.0356276,0,0.0259922,0.0475059,0,0,0.0146726,0,0,0.034273,0.0248228,0.035528,0.0243401,0.0472503,0.031259,0.0345224,0.02208,0.0289013,0.0322533,0.0189771,0.0424733,0.0458037,0.0359058,0.034082,0.0200912,0.0446721,0.00781586,0.0196372,0.0280371,0,0.0219208,0.0609608,0.0162735,0,0,0.0115521,0,0,0.033688,0.0572691,0.0525945,0.0287577,0.031434,0.0204613,0.0527282,0.0287324,0.0681847,0.0600447,0.055598,0.0600995,0.0666934,0.0498752,0.0353355,0.0184769,0.0198379,0.0437687,0.0184917,0,0,0,0,0,0,0,0,0,0,0.0431708
