Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75
44,0.0372609,0.0452695,0,0,0,0,0,0,0.0262618,0,0.0259609,0.048923,0,0,0.0128222,0,0,0.0319985,0.0255267,0.0349617,0.0226935,0.0462663,0.0327025,0.0328719,0.0225132,0.0315382,0.032461,0.0167721,0.0444347,0.0468894,0.0372584,0.0354595,0.0322882,0.0470687,0.00813137,0.0172763,0.0302198,0,0.0172341,0.0570646,0.0219404,0,0,0.0118253,0,0,0.0334594,0.0590745,0.0494635,0.0341485,0.04466,0.0336741,0.0197531,0.0506297,0.0289156,0.0675547,0.0618191,0.057633,0.0598737,0.068405,0.0720252,0.035541,0.017949,0.0181167,0.0399797,0.028222,0,0,0,0,0,0,0,0,0,0
45,0.0372308,0.0451372,0,0,0,0,0,0,0.0264496,0,0.0259594,0.0485365,0,0,0.0127823,0,0,0.0317712,0.0264867,0.0347252,0.0227247,0.0466658,0.0321279,0.0326721,0.0226872,0.0310146,0.0326006,0.0165366,0.0444419,0.0471395,0.0372627,0.0355261,0.031708,0.0474238,0.00817555,0.0169357,0.0293215,0,0.0174449,0.057572,0.0219973,0,0,0.0117675,0,0,0.0333891,0.0603835,0.0496735,0.0341567,0.0455936,0.0331928,0.0195573,0.0512929,0.0292045,0.0678387,0.0613372,0.0577749,0.0602743,0.0687967,0.0698833,0.035843,0.0178868,0.0179505,0.0396733,0.0283448,0,0,0,0,0,0,0,0,0,0
46,0.0372469,0.045078,0,0,0,0,0,0,0.0267595,0,0.0259205,0.0482174,0,0,0.0127885,0,0,0.0315929,0.0270453,0.0343948,0.0227603,0.0470226,0.0314561,0.0324828,0.0226499,0.0305441,0.0323696,0.0162716,0.0443651,0.0471581,0.0373199,0.0355434,0.0309623,0.0476721,0.00825126,0.0165548,0.0282392,0,0.0176095,0.0579978,0.021988,0,0,0.0116744,0,0,0.0332419,0.0613433,0.0497908,0.034184,0.0459235,0.0326735,0.0193606,0.051669,0.0294931,0.0681293,0.0612718,0.0575757,0.0604821,0.0693339,0.0669637,0.036078,0.0177052,0.0178793,0.0394334,0.0283757,0,0,0,0,0,0,0,0,0,0
47,0.0373745,0.045163,0,0,0,0,0,0,0.0268582,0,0.0268933,0.0493949,0,0,0.0120107,0,0,0.0317957,0.0251904,0.0348566,0.0254748,0.049997,0.0315144,0.0314671,0.0219805,0.0323159,0,0.0152363,0.0425671,0.0453216,0.0359409,0.0340962,0.0298438,0.0482415,0.00823304,0.0168898,0.0281196,0,0.021781,0.0581971,0.0215981,0,0,0.0116517,0,0,0.0329651,0.0602674,0.0568994,0.035198,0,0.0320544,0.0183876,0.0529215,0.0332335,0.0709495,0.0583317,0.0526581,0.0573236,0.0676426,0.0621646,0.0367479,0.0175951,0.017314,0.0395622,0.0278878,0,0,0,0,0,0,0,0,0,0
48,0.0375339,0.0452396,0,0,0,0,0,0,0.0296858,0,0.0283238,0.049858,0,0,0.0118638,0,0,0.0318206,0.0238849,0.0354487,0.028857,0,0.0318627,0.0318702,0.0224751,0.0352992,0,0.0146215,0.04042,0.0433339,0.0338579,0.0319851,0.0252382,0.0484614,0.00829609,0.0169173,0,0,0.0170824,0.0594836,0.0207462,0,0,0.0121306,0,0,0.0327779,0.0625669,0.0516203,0.0352941,0.0481146,0.0304864,0.0170042,0.0537101,0.0320211,0.0692176,0.0589239,0.0549758,0.0562833,0.0656045,0.0630847,0.0376515,0.0168591,0.0164988,0.0398689,0.0273806,0,0,0,0,0,0,0,0,0,0
49,0.0374211,0.0448317,0,0,0,0,0,0,0.0278714,0,0.0255065,0.0476562,0,0,0.0121567,0,0,0.0318474,0.0250746,0.0333856,0.0233452,0.0481799,0.0304137,0.0314182,0.02226,0.030072,0.0308451,0.0156279,0.0447191,0.0473903,0.0380211,0.0359151,0.0287041,0.0481447,0.00824333,0.0169593,0.0252703,0,0.0184077,0.0590574,0.0218586,0,0,0.0114514,0,0,0.0331351,0.0615092,0.0505164,0.0340206,0.0464848,0.0315324,0.0185422,0.0516821,0.0301601,0.0674926,0.0613298,0.0567096,0.0605672,0.0689222,0.0592827,0.036511,0.0178432,0.0178516,0.0392063,0.0284563,0,0,0,0,0,0,0,0,0,0
50,0.0373467,0.0449051,0,0,0,0,0,0,0.0287655,0,0.0251296,0.047772,0,0,0.0123778,0,0,0.0316272,0.0242384,0.0333454,0.0235484,0.0462049,0.0304646,0.0315912,0.0221137,0.0302858,0.030421,0.015178,0.0449886,0.0475228,0.0382805,0.0362731,0.027351,0.048104,0.00828378,0.0166247,0.0248878,0,0.0187128,0.0589942,0.0217906,0,0,0.011842,0,0,0.0330342,0.0612008,0.0506397,0.0336115,0.0480267,0.0314061,0.0185378,0.0514109,0.0299588,0.0668132,0.0617323,0.0567268,0.0606052,0.0683396,0.0577281,0.0366431,0.0176902,0.0176949,0.0392888,0.0283616,0,0,0,0,0,0,0,0,0,0
51,0.037445,0.0447387,0,0,0,0,0,0,0.0293168,0,0.024955,0.0482354,0,0,0.0119757,0,0,0.0317672,0.0232248,0.0331732,0.0238485,0.0453965,0.0306276,0.0310362,0.021841,0.0307684,0.030465,0.0146442,0.0449758,0.0475104,0.03839,0.0359779,0.0269596,0.0481345,0.00819401,0.0171025,0.02649,0,0.0233808,0.0585791,0.0218414,0,0,0.0114752,0,0,0.0331793,0.0594377,0.0581595,0.0339021,0,0.0316783,0.0184721,0.052418,0.0333614,0.0691616,0.0588787,0.0519274,0.0565616,0.0650531,0.0558775,0.0365979,0.017926,0.0180189,0.0391787,0.0282888,0,0,0,0,0,0,0,0,0,0
52,0.0374548,0.0446183,0,0,0,0,0,0,0.0293255,0,0.0249702,0.0483339,0,0,0.0118982,0,0,0.0318737,0.0229527,0.0331114,0.0239914,0.0450316,0.0308169,0.0311113,0.0218755,0.0307316,0.0304221,0.0145853,0.0450919,0.0476629,0.0386905,0.0361192,0.0258497,0.0479802,0.00822287,0.0173415,0.0266668,0,0.0237056,0.0583125,0.0218053,0,0,0.0114602,0,0,0.0332053,0.0595895,0.0586041,0.0337408,0,0.0317727,0.018507,0.0520788,0.0331455,0.0689881,0.0590122,0.0518481,0.0562521,0.0646104,0.0555985,0.0365521,0.017917,0.0181445,0.0390761,0.0282272,0,0,0,0,0,0,0,0,0,0
53,0.0374637,0.0445622,0,0,0,0,0,0,0.0299065,0,0.0249587,0.0485828,0,0,0.0118064,0,0,0.0319392,0.022914,0.0328284,0.0241567,0.0450263,0.0309591,0.0311418,0.0219528,0.0305929,0.0304799,0.0142756,0.0451904,0.0478218,0.0387318,0.0362228,0.0252014,0.0479086,0.00824851,0.0175009,0.0268237,0,0.0238974,0.0580016,0.0217642,0,0,0.0114277,0,0,0.0332196,0.0596801,0.0591232,0.0335004,0,0.0319332,0.0185495,0.051491,0.0327491,0.0685812,0.0589595,0.0519663,0.0560562,0.0641537,0.0554374,0.0365034,0.0179277,0.0181796,0.0390001,0.0280203,0,0,0,0,0,0,0,0,0,0
54,0.0374348,0.0446944,0,0,0,0,0,0,0.0306176,0,0.0259835,0.0496947,0,0,0.0124431,0,0,0.0313067,0.0216053,0.0337684,0.0263478,0.0467472,0.0312777,0.0322734,0.0214205,0.0313779,0,0.0137201,0.0436014,0.0464375,0.0373559,0.03506,0.0251551,0.0479484,0.00839252,0.0164818,0.0270684,0,0.0239902,0.0579638,0.0213627,0,0,0.0117556,0,0,0.0331012,0.0599858,0.0592904,0.033649,0,0.0315781,0.0181187,0.0509106,0.0324512,0.0678237,0.0587031,0.0521346,0.0558621,0.0635711,0.0552134,0.0369385,0.0175808,0.0176216,0.0391714,0.027394,0,0,0,0,0,0,0,0,0,0
55,0.0374414,0.0446201,0,0,0,0,0,0,0.0306087,0,0.0260481,0.0499373,0,0,0.0122781,0,0,0.031332,0.0216433,0.0337236,0.0263049,0.0466969,0.0313047,0.0321216,0.0212831,0.0316618,0,0.0136047,0.0435305,0.0468564,0.0374393,0.0350591,0.0242363,0.048063,0.00842936,0.0166196,0.0275886,0,0.024107,0.0577865,0.0213654,0,0,0.011761,0,0,0.0331677,0.0601585,0.0595434,0.0335083,0,0.0318953,0.0181813,0.0499064,0.0319613,0.0663539,0.0582739,0.0520596,0.0559639,0.0635541,0.0554003,0.0369321,0.0176475,0.0176368,0.0391104,0.0272464,0,0,0,0,0,0,0,0,0,0
56,0.0374601,0.044583,0,0,0,0,0,0,0.0314212,0,0.0260491,0.0502347,0,0,0.012184,0,0,0.0313223,0.0216159,0.0335182,0.0262153,0.0466577,0.0311361,0.0319384,0.0209761,0.0322078,0,0.013794,0.0434293,0.0471174,0.0372358,0.0349072,0.0241664,0.0482063,0.00841769,0.0166831,0.0284972,0,0.0242416,0.0575547,0.0213406,0,0,0.0117213,0,0,0.0332356,0.0603559,0.0601196,0.0333204,0,0.0321974,0.0183331,0.0488574,0.0314145,0.0647456,0.0582042,0.0520056,0.0562109,0.0639508,0.0556552,0.0369202,0.0176304,0.0176911,0.0390684,0.0270714,0,0,0,0,0,0,0,0,0,0
57,0.0373982,0.044441,0,0,0,0,0,0,0.0313013,0,0.0251944,0.0495561,0,0,0.012261,0,0,0.0313293,0.0227648,0.0323601,0.0241431,0.045042,0.0306284,0.0316759,0.0211181,0.0308606,0.0292961,0.0144779,0.0449349,0.0487439,0.038433,0.0359003,0.0245272,0.0482054,0.0083804,0.0167394,0.0290499,0,0.02423,0.0572255,0.0217017,0,0,0.0115713,0,0,0.0333369,0.0601414,0.0605721,0.0328764,0,0.0328791,0.0189593,0.0473534,0.0308386,0.063365,0.0581616,0.0520252,0.0568607,0.0645289,0.0566342,0.0364946,0.017988,0.0181173,0.0388143,0.0272501,0,0,0,0,0,0,0,0,0,0
58,0.0374545,0.0443539,0,0,0,0,0,0,0.0317387,0,0.0252451,0.0499713,0,0,0.0122275,0,0,0.0312053,0.0227342,0.0324521,0.0239521,0.0452076,0.0303725,0.0312747,0.0209893,0.0302753,0.0296753,0.0145015,0.0447311,0.0487706,0.0383266,0.0358494,0.0240319,0.0483838,0.0083461,0.0166072,0.0291691,0,0.0241059,0.0568608,0.0217497,0,0,0.0115378,0,0,0.0332339,0.0599974,0.0610677,0.0327193,0,0.0332132,0.0190212,0.0460932,0.0306257,0.0625588,0.0580819,0.0523751,0.0577722,0.0654046,0.0576468,0.0364332,0.0178979,0.0181993,0.0387995,0.0270461,0,0,0,0,0,0,0,0,0,0
59,0.0374826,0.0442749,0,0,0,0,0,0,0.0320899,0,0.0254388,0.050399,0,0,0.0121703,0,0,0.031074,0.0225804,0.0331678,0.0239277,0.045419,0.0301035,0.0308512,0.0208228,0.0299978,0.0298951,0.0143155,0.0449118,0.0487253,0.0383628,0.0359979,0.0236134,0.0485417,0.00834894,0.0163923,0.0295333,0,0.0238989,0.0566545,0.0217741,0,0,0.011533,0,0,0.0331686,0.0598279,0.061549,0.0327176,0,0.0334359,0.0190725,0.0448196,0.0305293,0.061694,0.0580805,0.0530482,0.0587119,0.0661394,0.0584538,0.0364244,0.017867,0.0181771,0.0387864,0.0268308,0,0,0,0,0,0,0,0,0,0
60,0.037504,0.0442115,0,0,0,0,0,0,0.0324603,0,0.0257681,0.0511189,0,0,0.0119951,0,0,0.0310851,0.0222144,0.0344785,0.0239465,0.0456327,0.0296364,0.0301212,0.0205386,0.0295622,0.0299125,0.0141029,0.0451524,0.0485939,0.0386011,0.0360419,0.0231912,0.0487951,0.00845134,0.0162327,0.0301934,0,0.023554,0.0562278,0.0218532,0,0,0.011655,0,0,0.033142,0.0595833,0.0617272,0.032731,0,0.0335444,0.0192465,0.0437659,0.0306764,0.0608584,0.058366,0.0536595,0.0596606,0.066965,0.0590963,0.0363811,0.0178524,0.0181559,0.0387334,0.0265168,0,0,0,0,0,0,0,0,0,0
61,0.0374796,0.0441752,0,0,0,0,0,0,0.0328699,0,0.0260675,0.0516841,0,0,0.0121,0,0,0.030906,0.0217654,0.0344759,0.0239959,0.0458153,0.0292635,0.0298312,0.0201239,0.0294773,0.0299315,0.0139939,0.0452005,0.0483337,0.0386701,0.0359814,0.0226486,0.0490666,0.00850035,0.0157884,0.0307693,0,0.0231513,0.0559258,0.0218484,0,0,0.0116355,0,0,0.0330878,0.0593004,0.0618564,0.032882,0,0.0335849,0.0192949,0.0427548,0.0310257,0.0600959,0.0587197,0.0543493,0.0603113,0.0676529,0.0594308,0.0364389,0.0178049,0.0181411,0.0387338,0.0262411,0,0,0,0,0,0,0,0,0,0
62,0.0374801,0.0441352,0,0,0,0,0,0,0.0333141,0,0.0261846,0.0522513,0,0,0.0121785,0,0,0.0307351,0.0213025,0.0335797,0.0241132,0.0459126,0.028878,0.0296077,0.0196414,0.029703,0.0298588,0.0139153,0.0449038,0.0480197,0.0385783,0.0359605,0.0220775,0.0493661,0.00856862,0.0153473,0.0312073,0,0.0227244,0.0556273,0.0218353,0,0,0.011699,0,0,0.0330175,0.0589552,0.0620652,0.0330373,0,0.0335833,0.0193025,0.0418092,0.0314368,0.0594766,0.0592952,0.0552652,0.0607774,0.0681048,0.059361,0.0365935,0.0177378,0.018094,0.0387694,0.0259187,0,0,0,0,0,0,0,0,0,0
63,0.03751,0.0440869,0,0,0,0,0,0,0.0334552,0,0.0262546,0.0526261,0,0,0.0121843,0,0,0.0305402,0.0209792,0.0336572,0.024127,0.0459141,0.0286597,0.0293964,0.0195118,0.0296728,0.0296792,0.0137611,0.0446981,0.047903,0.038542,0.0359536,0.0213353,0.0495891,0.00865716,0.0148812,0.0314231,0,0.0222636,0.0555026,0.0218364,0,0,0.0117732,0,0,0.0329536,0.0586123,0.0623705,0.0332635,0,0.0336762,0.0192423,0.0409466,0.0316851,0.0589298,0.0598908,0.0561362,0.0617317,0.0686424,0.0591522,0.0367479,0.0176431,0.018028,0.0388239,0.0256428,0,0,0,0,0,0,0,0,0,0
64,0.0377706,0.0438929,0,0,0,0,0,0,0.0336448,0,0.0263492,0.0535433,0,0,0.0111394,0,0,0.0312997,0.0205334,0.0331853,0.0242388,0.0461256,0.0281419,0.0274019,0.0192638,0.0293555,0.0300888,0.0137757,0.0447519,0.0476194,0.0383009,0.0354665,0.0208906,0.0499617,0.00846664,0.0161264,0.0313636,0,0.0213831,0.0549614,0.0219223,0,0,0.0119234,0,0,0.0328653,0.0582114,0.0621831,0.0332303,0,0.0338209,0.0193101,0.040461,0.0322231,0.0586906,0.060672,0.0571262,0.062773,0.0692285,0.0583653,0.0366302,0.017831,0.0180118,0.0387823,0.0253139,0,0,0,0,0,0,0,0,0,0
65,0.03798,0.0439891,0,0,0,0,0,0,0.0348966,0,0.0272755,0.0551231,0,0,0.0110394,0,0,0.0310646,0.0190253,0.0343449,0.026123,0.0478575,0.0281286,0.0271259,0.0184275,0.0302276,0,0.0135969,0.042972,0.0458641,0.0367038,0.0336582,0.0196651,0.0503266,0.00847599,0.015722,0.0310503,0,0.0202713,0.0548338,0.0216605,0,0,0.0119708,0,0,0.0328123,0.0579863,0.0619704,0.0335435,0,0.0336983,0.0188771,0.0401584,0.0329952,0.0586174,0.0612574,0.0580312,0.0634293,0.0693945,0.0563567,0.037078,0.0174922,0.0176783,0.0390727,0.0246839,0,0,0,0,0,0,0,0,0,0
66,0.0379149,0.0438757,0,0,0,0,0,0,0.0346443,0,0.0264584,0.0546864,0,0,0.0111623,0,0,0.0309531,0.020347,0.0333247,0.0241617,0.0460307,0.0273963,0.0268574,0.0188386,0.0284279,0.0327208,0.0148233,0.0443959,0.0474133,0.0382504,0.0348392,0.0199847,0.050272,0.0083333,0.0156151,0.0307551,0,0.0192191,0.0544401,0.0220165,0,0,0.011748,0,0,0.0329703,0.0570015,0.062001,0.0330695,0,0.0341852,0.0195424,0.0392738,0.0339066,0.0580961,0.0620388,0.0593711,0.0642637,0.0699566,0.054349,0.0366183,0.0178672,0.0182378,0.0389088,0.024694,0,0,0,0,0,0,0,0,0,0
67,0.0380698,0.0439893,0,0,0,0,0,0,0.0357681,0,0.0279792,0.056246,0,0,0.0110623,0,0,0.0308035,0.0189393,0.0348353,0.0260619,0.0480869,0.027503,0.0266947,0.0181299,0.0298114,0,0.0147301,0.042633,0.0454977,0.0366671,0.0338053,0.0188016,0.0505918,0.00834376,0.0153507,0.0309642,0,0.0184948,0.0545922,0.021794,0,0,0.0117704,0,0,0.0328945,0.0565045,0.0616488,0.0328564,0,0.0340065,0.0191966,0.0389714,0.034957,0.0580569,0.0628288,0.0604721,0.0645723,0.0700018,0.0499884,0.0369888,0.0175008,0.0179055,0.0392402,0.0239715,0,0,0,0,0,0,0,0,0,0
68,0.0381327,0.0440244,0,0,0,0,0,0,0.0361328,0,0.0281618,0.056328,0,0,0.0110264,0,0,0.0306969,0.0191722,0.0350419,0.0259763,0.048116,0.0274933,0.0265015,0.0181972,0.029549,0,0.014825,0.0426675,0.0454407,0.0365198,0.0340178,0.0182062,0.0507328,0.00842432,0.0151736,0.0316832,0,0.0179034,0.0548912,0.021843,0,0,0.0116526,0,0,0.032914,0.0561085,0.0608298,0.0328657,0,0.0342267,0.0192625,0.0383644,0.0359602,0.0577013,0.0637325,0.0615509,0.0649177,0.0695746,0.0453359,0.0370029,0.0174274,0.0178935,0.0394178,0.0236604,0,0,0,0,0,0,0,0,0,0
69,0.0380529,0.0439439,0,0,0,0,0,0,0.0358733,0,0.0271993,0.0552579,0,0,0.0111144,0,0,0.0305851,0.020908,0.0338574,0.0240882,0.0462952,0.027247,0.0262838,0.0192468,0.0284025,0.0316163,0.0150009,0.0444682,0.0471872,0.0379825,0.035333,0.0178343,0.0508165,0.00850544,0.0149685,0.0328947,0,0.0173152,0.0549343,0.0221621,0,0,0.0112973,0,0,0.0330962,0.0559768,0.0599345,0.0330199,0,0.0348115,0.019677,0.0374537,0.0370648,0.0570758,0.0645843,0.0626677,0.065439,0.0692896,0.0406418,0.0367242,0.0177677,0.0182817,0.039363,0.023747,0,0,0,0,0,0,0,0,0,0
70,0.0381204,0.0439545,0,0,0,0,0,0,0.0366991,0,0.0273848,0.0555605,0,0,0.0110953,0,0,0.0304116,0.0215422,0.034218,0.0237351,0.0461832,0.0267609,0.0258844,0.0193877,0.0279521,0.0312517,0.0154343,0.044154,0.0471736,0.0381109,0.0354744,0.0169158,0.0511629,0.00856256,0.0147423,0.0348611,0,0.0163754,0.0551917,0.0222571,0,0,0.0113701,0,0,0.0331478,0.0551988,0.059054,0.0330131,0,0.0349249,0.0198749,0.0370559,0.0383374,0.0570985,0.0655037,0.0639485,0.0658815,0.069173,0.0345359,0.0366983,0.017787,0.0182498,0.0394584,0.0234145,0,0,0,0,0,0,0,0,0,0
71,0.0381361,0.0439716,0,0,0,0,0,0,0.0378336,0,0.0277103,0.0558053,0,0,0.0113903,0,0,0.0299813,0.0221758,0.0341953,0.0233491,0.0460665,0.0261859,0.0260728,0.0194717,0.0275075,0.0310657,0.0159752,0.0433442,0.047211,0.0381283,0.0355938,0.0161544,0.0512881,0.00872445,0.0140702,0.0386237,0,0.0153104,0.0557116,0.022291,0,0,0.0115526,0,0,0.0331185,0.0542906,0.0579202,0.0329942,0,0.034768,0.0201811,0.036665,0.039333,0.0572399,0.0661804,0.0650588,0.0661944,0.0688652,0.0277564,0.0366848,0.0178801,0.018232,0.0395309,0.023026,0,0,0,0,0,0,0,0,0,0
72,0.0381796,0.044001,0,0,0,0,0,0,0.0386928,0,0.0278014,0.0557437,0,0,0.0112909,0,0,0.0300047,0.0228365,0.0341094,0.0230763,0.0459875,0.0258957,0.0258093,0.019648,0.0271803,0.0309097,0.0166229,0.0428191,0.047256,0.0380819,0.0356798,0.0153484,0.0514447,0.00873617,0.0139469,0.0435996,0,0.0143422,0.0563246,0.0222691,0,0,0.0115484,0,0,0.033052,0.0536972,0.0574544,0.0330456,0,0.0346297,0.0201704,0.0360558,0.0400185,0.0571252,0.0666315,0.0659842,0.0664631,0.0684284,0.0214304,0.0367613,0.0178598,0.0181982,0.0396537,0.0227387,0,0,0,0,0,0,0,0,0,0
73,0.0382079,0.0439977,0,0,0,0,0,0,0.0398385,0,0.0279772,0.0557299,0,0,0.0112266,0,0,0.0300649,0.02368,0.0340772,0.0227644,0.0458728,0.0253658,0.025589,0.0199684,0.0265171,0.0306044,0.0173781,0.0421774,0.0472587,0.038141,0.0357898,0.0143794,0.0515457,0.00874753,0.0138818,0.0487379,0,0.0136094,0.0570791,0.0222516,0,0,0.0113763,0,0,0.0329718,0.0530928,0.0564222,0.0331742,0,0.0344828,0.0202474,0.0356777,0.040362,0.057217,0.0668438,0.0666376,0.0666077,0.0681829,0.0173126,0.0367579,0.0178287,0.0181717,0.0397439,0.0223845,0,0,0,0,0,0,0,0,0,0
74,0.0382845,0.0440352,0,0,0,0,0,0,0.0412928,0,0.028072,0.0555419,0,0,0.0111602,0,0,0.0300812,0.0247171,0.0340442,0.0223564,0.0458682,0.024888,0.025388,0.0205308,0.0256,0.0302729,0.018204,0.0419591,0.0472761,0.0381364,0.0359623,0.0135564,0.05171,0.008746,0.013882,0.0539278,0,0.0133301,0.0581816,0.022225,0,0,0.0111655,0,0,0.0329511,0.0522659,0.0548276,0.033585,0,0.0343238,0.0203333,0.0356127,0.0400075,0.0575631,0.0668985,0.0670096,0.0666546,0.0680019,0.0166288,0.03678,0.017784,0.0181181,0.0398724,0.022037,0,0,0,0,0,0,0,0,0,0
75,0.0383909,0.0440639,0,0,0,0,0,0,0.0433788,0,0.0282455,0.0552137,0,0,0.0110455,0,0,0.030174,0.0259988,0.0339389,0.0218494,0.0458974,0.0243414,0.0251434,0.0211284,0.0245915,0.0301436,0.0192585,0.0425272,0.0473392,0.0380512,0.0361525,0.0128783,0.0518125,0.00872471,0.0140137,0.0592859,0,0.0133705,0.0595341,0.0222025,0,0,0.0110949,0,0,0.0329089,0.0506074,0.0526521,0.0342515,0,0.0341511,0.0203927,0.0359386,0.0387966,0.0583168,0.0668645,0.0670948,0.0665343,0.0677252,0.0195199,0.0367811,0.0177514,0.0180601,0.0399663,0.0216693,0,0,0,0,0,0,0,0,0,0
76,0.0383812,0.044089,0,0,0,0,0,0,0.0469799,0,0.0285754,0.0551183,0,0,0.0114566,0,0,0.0298622,0.027971,0.0336719,0.0210289,0.0458616,0.0229102,0.0256897,0.0217498,0.0243257,0.03021,0.0211055,0.0427799,0.0472807,0.0379099,0.0363487,0.0125892,0.0517113,0.00884526,0.0133855,0.0628334,0,0.0133999,0.0617064,0.0222397,0,0,0.0117156,0,0,0.0326747,0.0472157,0.0489663,0.0354149,0,0.0338104,0.0210791,0.0368763,0.0365112,0.059898,0.0670485,0.0670222,0.0666176,0.0678144,0.0223892,0.0365238,0.017701,0.0179028,0.0400184,0.0210926,0,0,0,0,0,0,0,0,0,0
77,0.0384666,0.044161,0,0,0,0,0,0,0.0500976,0,0.0286989,0.0545652,0,0,0.0114999,0,0,0.0298273,0.0295122,0.0334415,0.0206013,0.0454921,0.0224446,0.0258292,0.0224428,0.0242006,0.0300863,0.0223668,0.0429152,0.0474011,0.0379805,0.0366218,0.0127264,0.0517147,0.00888835,0.0132888,0.0656619,0,0.0142682,0.0634371,0.0221834,0,0,0.0118429,0,0,0.0326291,0.0457638,0.045997,0.0365972,0,0.0336868,0.0209601,0.0374455,0.0344849,0.0609871,0.0672169,0.0667957,0.0666126,0.067944,0.024152,0.0366896,0.0175724,0.0178203,0.040218,0.0208469,0,0,0,0,0,0,0,0,0,0
78,0.0385771,0.0442487,0,0,0,0,0,0,0.050641,0,0.0287358,0.0539252,0,0,0.0115101,0,0,0.0298231,0.0310213,0.0332384,0.020353,0.0451611,0.0221917,0.0260151,0.0231696,0.0236247,0.0299345,0.0235389,0.0429746,0.0474582,0.0380408,0.0367626,0.0135524,0.0518104,0.00893827,0.0132075,0.0671228,0,0.0155563,0.0651737,0.0221104,0,0,0.011881,0,0,0.0325936,0.0455574,0.0433379,0.0379413,0,0.0335777,0.0207964,0.0379943,0.0323325,0.0619894,0.067326,0.0663396,0.0664356,0.0679927,0.0248352,0.0369216,0.0174276,0.0176642,0.0404114,0.0206235,0,0,0,0,0,0,0,0,0,0
79,0.0386737,0.0443257,0,0,0,0,0,0,0.0514147,0,0.0286111,0.0532186,0,0,0.0114651,0,0,0.0297998,0.0323696,0.0330617,0.0202108,0.0448625,0.0220948,0.0262271,0.0239303,0.0226977,0.0297877,0.0244618,0.0431922,0.0473559,0.0381336,0.036923,0.0144409,0.0518385,0.00898061,0.0131714,0.0679756,0,0.0168997,0.0665391,0.0220218,0,0,0.0118467,0,0,0.0325268,0.0464499,0.0415065,0.0391681,0,0.0335295,0.0205519,0.0384596,0.0305798,0.0627165,0.0674355,0.0658312,0.0660594,0.0678245,0.0250795,0.0371749,0.0172471,0.0174246,0.0405961,0.0204653,0,0,0,0,0,0,0,0,0,0
80,0.03869,0.0443963,0,0,0,0,0,0,0.0527272,0,0.0285666,0.0527063,0,0,0.0114195,0,0,0.0297638,0.0332396,0.0329341,0.0201313,0.0443705,0.0220972,0.0264856,0.0244301,0.0214266,0.0295625,0.0250179,0.0434836,0.0471513,0.0383193,0.0371631,0.0152176,0.0518505,0.00900353,0.0131622,0.0693068,0,0.0181364,0.0672615,0.0219033,0,0,0.0119762,0,0,0.0324487,0.0469757,0.0407049,0.0397567,0,0.0335602,0.0202671,0.0387054,0.0294904,0.0629645,0.0674971,0.0655751,0.0657807,0.0676431,0.0255506,0.0374179,0.0170304,0.0171497,0.0407419,0.0203909,0,0,0,0,0,0,0,0,0,0
81,0.0389539,0.0441372,0,0,0,0,0,0,0.0548643,0,0.0287791,0.0526102,0,0,0.0104611,0,0,0.0307918,0.0347097,0.0331307,0.0197204,0.0442565,0.021516,0.0249968,0.0247643,0.0206461,0.0298804,0.0265965,0.043287,0.0467166,0.037893,0.0369893,0.0170616,0.0517906,0.00847033,0.0151069,0.0626194,0,0.0209209,0.0683672,0.0218518,0,0,0.0111434,0,0,0.0327879,0.0465758,0.0398772,0.040031,0,0.033233,0.0194788,0.0394164,0.0279304,0.0637691,0.068126,0.0640283,0.0648693,0.067861,0.0186898,0.0372888,0.0174287,0.0176718,0.0405665,0.0205235,0,0,0,0,0,0,0,0,0,0
82,0.0388471,0.0442429,0,0,0,0,0,0,0.0555126,0,0.028685,0.0524197,0,0,0.0105273,0,0,0.0307775,0.0350234,0.0331225,0.0195208,0.0438474,0.0215332,0.0254857,0.0247847,0.0206172,0.0297126,0.0268859,0.0435458,0.0468482,0.0377658,0.0368792,0.0176583,0.0516582,0.00847081,0.0150436,0.0626669,0,0.0219292,0.0684155,0.0217039,0,0,0.0113129,0,0,0.032647,0.046113,0.0401117,0.0398431,0,0.0331723,0.0193332,0.0395621,0.0277909,0.0635328,0.0681257,0.0636547,0.0646116,0.0678181,0.0179666,0.0374812,0.0172829,0.0174292,0.0406428,0.0205128,0,0,0,0,0,0,0,0,0,0
