Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75
83,0.0387881,0.044325,0,0,0,0,0,0,0.0559165,0,0.0286752,0.0522274,0,0,0.0105432,0,0,0.0309359,0.0352656,0.0331284,0.0192975,0.0435129,0.0215951,0.0256846,0.0249502,0.0204386,0.0295792,0.0269739,0.0439974,0.0468052,0.037777,0.0367045,0.0181073,0.0515423,0.00854043,0.0152147,0.0636776,0,0.0215583,0.0685209,0.0215803,0,0,0.0112057,0,0,0.0325842,0.0462547,0.042459,0.0399625,0,0.0331511,0.0191503,0.0396613,0.0278865,0.0633223,0.0682481,0.063773,0.0635344,0.0669054,0.01503,0.0376247,0.0172126,0.017382,0.0407563,0.0205271,0,0,0,0,0,0,0,0,0,0
84,0.0387062,0.0443834,0,0,0,0,0,0,0.0564064,0,0.0285663,0.0520638,0,0,0.0105886,0,0,0.0311718,0.035419,0.0332743,0.0190459,0.0431252,0.0214972,0.025902,0.024793,0.0206841,0.0294816,0.0269932,0.0440368,0.0468902,0.0376922,0.0364654,0.0186071,0.0514106,0.00870265,0.0153586,0.0633129,0,0.0216512,0.0687341,0.0214542,0,0,0.0113029,0,0,0.0327025,0.0466242,0.0424804,0.0401745,0,0.0331494,0.0190856,0.0397955,0.0280386,0.0632191,0.0682037,0.0636743,0.0633036,0.0667271,0.0150587,0.0377354,0.0172086,0.0174048,0.0408574,0.0204802,0,0,0,0,0,0,0,0,0,0
85,0.0385749,0.0444138,0,0,0,0,0,0,0.0565404,0,0.0285455,0.0518901,0,0,0.0106269,0,0,0.031301,0.0354284,0.0335521,0.0188287,0.0427145,0.0213215,0.026072,0.0245669,0.0214621,0.0293769,0.0269427,0.044073,0.0469274,0.03755,0.0362391,0.0188206,0.0512569,0.00875662,0.015423,0.0614539,0,0.0223087,0.0690336,0.0213596,0,0,0.0113421,0,0,0.0327487,0.046741,0.0393398,0.0404121,0,0.0333436,0.019038,0.0398513,0.028094,0.0630532,0.0678848,0.0632774,0.0640893,0.0673926,0.0180336,0.0377429,0.017205,0.0173202,0.0409507,0.0203947,0,0,0,0,0,0,0,0,0,0
86,0.0384481,0.0444654,0,0,0,0,0,0,0.0565056,0,0.0285779,0.0518618,0,0,0.0106237,0,0,0.0312767,0.0353306,0.0338435,0.0186292,0.0424187,0.0211465,0.0261883,0.0243604,0.0218808,0.0292692,0.0267333,0.0440714,0.0467937,0.0373693,0.0359284,0.0189916,0.0511459,0.00870234,0.0154343,0.0611547,0,0.0216045,0.069155,0.021282,0,0,0.0113241,0,0,0.0327044,0.0465267,0.0380398,0.0408812,0,0.0336345,0.0190621,0.0396811,0.0280176,0.0626471,0.0675026,0.0633089,0.0639972,0.0671432,0.0187744,0.0377535,0.0172154,0.0173089,0.041097,0.0203154,0,0,0,0,0,0,0,0,0,0
87,0.0383268,0.044586,0,0,0,0,0,0,0.0564203,0,0.0284046,0.0520886,0,0,0.0106189,0,0,0.0311923,0.0350917,0.034257,0.0185141,0.0421515,0.0209959,0.0263101,0.024129,0.0220091,0.0293058,0.026393,0.0440375,0.0465945,0.037219,0.0356381,0.0192783,0.0511492,0.00862535,0.0154384,0.0617442,0,0.0202826,0.0690518,0.0212027,0,0,0.0112959,0,0,0.0326139,0.0462313,0.0370108,0.0413526,0,0.0339799,0.0192106,0.039178,0.0278934,0.0618513,0.0669617,0.0634134,0.0640295,0.0669224,0.0204338,0.0377529,0.0172253,0.0172908,0.0412638,0.02023,0,0,0,0,0,0,0,0,0,0
88,0.0379256,0.0449177,0,0,0,0,0,0,0.0558699,0,0.028026,0.0525372,0,0,0.0114701,0,0,0.0304074,0.0343124,0.0346286,0.0185129,0.0419572,0.0209118,0.0281733,0.0237731,0.0222437,0.0290287,0.0256755,0.0440246,0.0465664,0.0371658,0.0353133,0.0191589,0.0509519,0.00885224,0.0139042,0.0661955,0,0.017995,0.0683708,0.0210791,0,0,0.0118371,0,0,0.0324742,0.0463174,0.0372248,0.0414526,0,0.0344665,0.0198492,0.0379636,0.0283426,0.0603901,0.0660695,0.0639214,0.0643213,0.066523,0.0249575,0.0378081,0.0170629,0.0170526,0.0415252,0.0200019,0,0,0,0,0,0,0,0,0,0
89,0.0377642,0.0451296,0,0,0,0,0,0,0.0555219,0,0.0279417,0.0529185,0,0,0.0115502,0,0,0.0305043,0.0339721,0.03507,0.0183962,0.0421687,0.0207332,0.0282257,0.0234596,0.0223366,0.0289993,0.0254129,0.0438263,0.0462483,0.036787,0.0349564,0.0193765,0.050876,0.00877878,0.0139685,0.0653063,0,0.0166837,0.0680726,0.021044,0,0,0.0117707,0,0,0.0326564,0.0464042,0.0363094,0.0415851,0,0.0350799,0.0199611,0.0368169,0.0288191,0.0592522,0.0656451,0.0637022,0.0643913,0.0665589,0.0249276,0.0377751,0.0173043,0.0170283,0.0417339,0.0199522,0,0,0,0,0,0,0,0,0,0
90,0.0374929,0.0452272,0,0,0,0,0,0,0.0544811,0,0.0276089,0.0532293,0,0,0.0116929,0,0,0.0306747,0.0326578,0.03573,0.0180375,0.0421426,0.0209928,0.0287313,0.0225923,0.0227489,0.0286563,0.0244028,0.0435361,0.0461232,0.0366724,0.0347073,0.0190484,0.0504643,0.00863363,0.0143791,0.0652512,0,0.0143544,0.0663985,0.0208077,0,0,0.0116933,0,0,0.0327236,0.0481404,0.0357161,0.0398594,0.0262392,0.0351817,0.0200339,0.0356432,0.0277512,0.057125,0.0659653,0.065177,0.0658658,0.0674802,0.0247711,0.0376294,0.0174759,0.0171103,0.0417224,0.0202706,0,0,0,0,0,0,0,0,0,0
91,0.0374057,0.0453839,0,0,0,0,0,0,0.0534525,0,0.0274997,0.0534218,0,0,0.0117801,0,0,0.0304233,0.0321946,0.0364743,0.0180795,0.0422751,0.0212048,0.0288099,0.0222512,0.0232844,0.0286469,0.0236041,0.0427798,0.0459519,0.0365292,0.0343109,0.019183,0.0504459,0.00849592,0.0142808,0.0651845,0,0.0135622,0.0659367,0.0207194,0,0,0.0116262,0,0,0.0326767,0.048446,0.0355059,0.0396149,0.0245341,0.035644,0.0200869,0.034618,0.0284444,0.0561472,0.0658094,0.0653432,0.0654512,0.0669878,0.0244982,0.0377298,0.0174064,0.0170797,0.0418738,0.0203536,0,0,0,0,0,0,0,0,0,0
92,0.0371774,0.045437,0,0,0,0,0,0,0.0526337,0,0.0273089,0.05333,0,0,0.011944,0,0,0.0302605,0.0319875,0.0371311,0.0180588,0.0425505,0.0214361,0.0288549,0.0218845,0.023786,0.0287338,0.0230394,0.0423047,0.0457308,0.0362863,0.0338398,0.019589,0.0504163,0.0083373,0.0142172,0.0639966,0,0.0132746,0.0655225,0.0206287,0,0,0.0116049,0,0,0.0327486,0.0485578,0.0359859,0.0393141,0.0231813,0.0360329,0.0201432,0.034115,0.0289162,0.0556524,0.0658515,0.0654578,0.0647026,0.0661557,0.02298,0.0377487,0.017446,0.0171946,0.0418452,0.0205234,0,0,0,0,0,0,0,0,0,0
93,0.0369232,0.0454213,0,0,0,0,0,0,0.0519866,0,0.027097,0.0530254,0,0,0.0121131,0,0,0.0301128,0.0322868,0.0379814,0.0180865,0.0427091,0.0213789,0.0285637,0.0216761,0.0243844,0.0290743,0.0227528,0.0419949,0.0454722,0.0359553,0.0332543,0.0201465,0.0505278,0.00825776,0.013905,0.0637372,0,0.0148311,0.0658099,0.0206193,0,0,0.0115854,0,0,0.0327787,0.0475792,0.0383856,0.0400924,0,0.0364769,0.0203075,0.0342278,0.0317879,0.0562404,0.0644803,0.0644382,0.0626024,0.0639277,0.0235983,0.0377728,0.0175105,0.0173734,0.0418422,0.0205164,0,0,0,0,0,0,0,0,0,0
94,0.0365443,0.0453608,0,0,0,0,0,0,0.0507437,0,0.0268877,0.0528276,0,0,0.0123175,0,0,0.0302869,0.0317605,0.0390658,0.0178085,0.0424942,0.0214909,0.028606,0.0210299,0.0249239,0.0292482,0.0220466,0.0419789,0.0453241,0.0358142,0.0327035,0.0207993,0.0502794,0.00815295,0.0139622,0.0607454,0,0.0155768,0.0647075,0.0204367,0,0,0.0115441,0,0,0.0327932,0.0481298,0.0402894,0.0392109,0,0.0363136,0.0204325,0.0340832,0.033106,0.0559165,0.0639709,0.0643532,0.0617887,0.0629927,0.0219819,0.037709,0.0175892,0.0174918,0.0417701,0.020756,0,0,0,0,0,0,0,0,0,0
95,0.0362175,0.0453897,0,0,0,0,0,0,0.0492376,0,0.0269825,0.0527433,0,0,0.0124698,0,0,0.0305997,0.0311465,0.040122,0.0174841,0.0423545,0.021559,0.0287337,0.0200799,0.0252889,0.029377,0.0212723,0.041979,0.0451925,0.0357785,0.0323243,0.0216158,0.0499679,0.00806708,0.0142065,0.0577931,0,0.0162691,0.0634838,0.020202,0,0,0.0115093,0,0,0.0327929,0.0488123,0.0420245,0.0382564,0,0.0359948,0.0205345,0.0336073,0.0343965,0.0552481,0.0633291,0.0639806,0.0612199,0.0624182,0.020028,0.0376764,0.0176459,0.0175052,0.0417637,0.0209277,0,0,0,0,0,0,0,0,0,0
96,0.0359988,0.0454837,0,0,0,0,0,0,0.0476758,0,0.0268114,0.0524893,0,0,0.0125567,0,0,0.0309139,0.0307967,0.0411403,0.0172045,0.0426202,0.0215554,0.0290295,0.0190315,0.0255982,0.029704,0.0205963,0.0420173,0.0452801,0.0357297,0.0318824,0.0224419,0.049652,0.00802483,0.0145809,0.0556199,0,0.016627,0.0625604,0.0199202,0,0,0.0115024,0,0,0.0328144,0.0492916,0.0432375,0.0375739,0,0.0356119,0.0206047,0.0330561,0.035175,0.0545128,0.0626455,0.0633879,0.060758,0.062015,0.0186685,0.0376941,0.0176811,0.0175662,0.0417901,0.0210149,0,0,0,0,0,0,0,0,0,0
97,0.0359859,0.0454815,0,0,0,0,0,0,0.0456714,0,0.0264591,0.0519844,0,0,0.0119429,0,0,0.0315577,0.0309338,0.0420987,0.0171411,0.0434036,0.021541,0.0287442,0.018052,0.0256693,0.0301261,0.019951,0.0420418,0.0453797,0.0355959,0.0313737,0.023093,0.0494642,0.00789887,0.0157292,0.0541388,0,0.0165294,0.0618712,0.0196927,0,0,0.0110203,0,0,0.0329077,0.0494799,0.0440532,0.0372657,0,0.0354946,0.0202896,0.0326534,0.0351792,0.0540633,0.0619829,0.0627477,0.0603254,0.0616078,0.0182048,0.0377093,0.0177932,0.0178868,0.0418503,0.0211368,0,0,0,0,0,0,0,0,0,0
98,0.0357233,0.0455705,0,0,0,0,0,0,0.0436527,0,0.0258699,0.0514191,0,0,0.0126438,0,0,0.0311762,0.0315293,0.0425395,0.0174943,0.0443108,0.0212992,0.0301141,0.0171568,0.0251745,0.0306431,0.0194088,0.0419002,0.0455758,0.0352012,0.0306691,0.0231314,0.0490796,0.00801753,0.0150933,0.0528875,0,0.0161077,0.0614944,0.0194318,0,0,0.0108765,0,0,0.0329834,0.0492175,0.0439811,0.0373817,0,0.0356122,0.0203709,0.0326462,0.034432,0.0541764,0.0615665,0.0622503,0.0601026,0.0613613,0.0183496,0.0377363,0.0178124,0.0180203,0.0420563,0.0210766,0,0,0,0,0,0,0,0,0,0
99,0.0355605,0.0455575,0,0,0,0,0,0,0.0412094,0,0.0252929,0.0510781,0,0,0.012626,0,0,0.0311965,0.0320604,0.0423938,0.0180516,0.0452194,0.0211295,0.0305914,0.0161604,0.02463,0.0313396,0.0196299,0.0415934,0.0457954,0.03496,0.0300375,0.0227044,0.0488664,0.00803214,0.0153038,0.0520761,0,0.0153061,0.0611313,0.0192744,0,0,0.0108752,0,0,0.0331077,0.0488605,0.0436491,0.0378812,0,0.0361278,0.0204875,0.0329684,0.0336848,0.0543797,0.0615436,0.0620912,0.0600635,0.0613622,0.0187084,0.0378023,0.0178993,0.0180731,0.0422194,0.0209757,0,0,0,0,0,0,0,0,0,0
100,0.0354474,0.0455524,0,0,0,0,0,0,0.0382098,0,0.0249054,0.0509473,0,0,0.0126168,0,0,0.0313431,0.0324207,0.0423962,0.0186166,0.0461698,0.0211428,0.0310399,0.0151761,0.0240519,0.0320861,0.0198505,0.0415738,0.0459401,0.034904,0.0295449,0.0228361,0.0486208,0.00806885,0.0155543,0.0513276,0,0.0141124,0.0607453,0.0191814,0,0,0.0108618,0,0,0.0332278,0.0484939,0.0435896,0.038413,0,0.0366493,0.0206397,0.033472,0.0330852,0.0549044,0.0618117,0.0622221,0.0601713,0.0615614,0.0189358,0.0378083,0.0179994,0.0181565,0.042264,0.02088,0,0,0,0,0,0,0,0,0,0
101,0.0356052,0.0454679,0,0,0,0,0,0,0.0348834,0,0.0247648,0.0509828,0,0,0.0117839,0,0,0.0322349,0.0324147,0.0423112,0.0190297,0.0471315,0.0214093,0.0302552,0.0140467,0.0236265,0.0330328,0.0199459,0.0418118,0.0460185,0.0348535,0.0289847,0.0239988,0.0485627,0.00794152,0.017191,0.0505449,0,0.0132815,0.0603215,0.0191865,0,0,0.0106024,0,0,0.0334055,0.0481407,0.043692,0.0388863,0,0.0372839,0.0205795,0.0337801,0.032689,0.055288,0.0620937,0.0624059,0.0603022,0.0617584,0.0187471,0.0376415,0.0182584,0.0184473,0.0421829,0.0208862,0,0,0,0,0,0,0,0,0,0
102,0.0355722,0.0455144,0,0,0,0,0,0,0.0316893,0,0.0248597,0.0510527,0,0,0.0118925,0,0,0.0323902,0.0323389,0.0417799,0.0197279,0.0481007,0.0218865,0.0306494,0.0131121,0.0232286,0.034363,0.0205435,0.0420295,0.0462203,0.0347019,0.0285456,0.0266766,0.0483563,0.00794864,0.0174138,0.0497832,0,0.0129565,0.0597946,0.0192082,0,0,0.0105963,0,0,0.0335904,0.0479175,0.0438769,0.0391622,0,0.0378648,0.0208445,0.033491,0.0324955,0.0551597,0.0621394,0.0624614,0.0603326,0.0617687,0.0184487,0.0374256,0.0183975,0.0186465,0.0421845,0.0208905,0,0,0,0,0,0,0,0,0,0
103,0.0353196,0.0456026,0,0,0,0,0,0,0.0290413,0,0.0250708,0.0510589,0,0,0.0128073,0,0,0.0318619,0.0321278,0.0407308,0.0205288,0.0495362,0.0223396,0.0319537,0.0123606,0.023211,0.0356283,0.0216316,0.0423477,0.0465257,0.0346996,0.0282923,0.0302223,0.0479749,0.00807089,0.0163045,0.049096,0,0.013121,0.0591621,0.0192984,0,0,0.0110762,0,0,0.0335225,0.0479966,0.0442573,0.0391847,0,0.0383177,0.0215875,0.0327011,0.032612,0.054533,0.0618231,0.0623859,0.0602776,0.061666,0.0182581,0.0372308,0.0183117,0.018606,0.0422083,0.0209194,0,0,0,0,0,0,0,0,0,0
104,0.0354565,0.0453406,0,0,0,0,0,0,0.027104,0,0.025253,0.0509434,0,0,0.0121775,0,0,0.0324414,0.0317554,0.0393798,0.0209835,0.051103,0.0228555,0.0309937,0.01181,0.0234103,0.0369036,0.0228528,0.0425695,0.0467534,0.0347925,0.0281599,0.0341038,0.0479582,0.00793064,0.0175994,0.0485234,0,0.0137141,0.0587043,0.0195301,0,0,0.0105689,0,0,0.033686,0.0482379,0.0446351,0.0390844,0,0.0385416,0.0215798,0.0319744,0.033159,0.0539779,0.0613019,0.0621351,0.0601395,0.0614776,0.0181501,0.0369519,0.0186393,0.0191185,0.042026,0.0212341,0,0,0,0,0,0,0,0,0,0
105,0.0352123,0.0452868,0,0,0,0,0,0,0.025745,0,0.0257155,0.0508771,0,0,0.0130308,0,0,0.0317176,0.0315472,0.03838,0.0214761,0.0522677,0.0232148,0.0320134,0.011752,0.0235935,0.0378714,0.0240045,0.0428344,0.0469577,0.0349896,0.0281433,0.0381657,0.0477018,0.00804968,0.0163053,0.048352,0,0.0143453,0.0582473,0.0197339,0,0,0.0113775,0,0,0.0335246,0.0485534,0.0449622,0.0388667,0,0.0384309,0.0222908,0.0313373,0.0340375,0.0535535,0.0609907,0.0619184,0.0600322,0.0613159,0.0181193,0.0367383,0.0184287,0.0189301,0.0419288,0.0214018,0,0,0,0,0,0,0,0,0,0
106,0.0352662,0.04506,0,0,0,0,0,0,0.0247919,0,0.0259431,0.0508309,0,0,0.0130007,0,0,0.0314541,0.0314156,0.0378091,0.0217094,0.0529957,0.0234285,0.0318183,0.011919,0.0234718,0.0388179,0.0247611,0.043113,0.0471604,0.0352039,0.0282001,0.0418628,0.0477343,0.00795372,0.016258,0.0486184,0,0.0149062,0.0580296,0.0199262,0,0,0.0113724,0,0,0.0335421,0.0486981,0.0451421,0.0386759,0,0.0380722,0.0222927,0.0309696,0.0346064,0.0533896,0.0607691,0.0616816,0.0599106,0.0611509,0.018016,0.0366388,0.0185825,0.0191339,0.0416801,0.0216973,0,0,0,0,0,0,0,0,0,0
107,0.0354584,0.0447943,0,0,0,0,0,0,0.0236829,0,0.0259742,0.0509723,0,0,0.0123759,0,0,0.0317847,0.0315923,0.0382765,0.0221653,0.0532796,0.0234877,0.030703,0.0121768,0.0230626,0.0395599,0.0246821,0.0433943,0.0473972,0.0355221,0.0285409,0.0444206,0.0480408,0.00795793,0.0169261,0.0489502,0,0.0153059,0.0576487,0.0201022,0,0,0.0106633,0,0,0.0336941,0.0485585,0.0451246,0.0385912,0,0.0377894,0.0215993,0.0308239,0.0347999,0.0533583,0.0606204,0.0615185,0.0598033,0.0610391,0.0179988,0.0367874,0.0190326,0.0195848,0.0413992,0.0220551,0,0,0,0,0,0,0,0,0,0
108,0.035489,0.0446853,0,0,0,0,0,0,0.0226125,0,0.0259342,0.051178,0,0,0.0123875,0,0,0.0316607,0.0319052,0.0389789,0.0225593,0.0533656,0.0232076,0.0304705,0.0123411,0.0227797,0.0401682,0.0249486,0.0438726,0.0478109,0.0360083,0.0288764,0.0460278,0.04819,0.00796428,0.0167071,0.0495481,0,0.0155039,0.0575124,0.0201901,0,0,0.0107786,0,0,0.0336026,0.0483709,0.0450182,0.038595,0,0.0372757,0.0213774,0.0307647,0.0345831,0.0532345,0.060533,0.0614128,0.0596916,0.0609155,0.0180214,0.0368822,0.0190297,0.0195101,0.0411591,0.0222402,0,0,0,0,0,0,0,0,0,0
109,0.0356129,0.0446173,0,0,0,0,0,0,0.0217671,0,0.0259403,0.0512865,0,0,0.0123278,0,0,0.0315492,0.0325827,0.0396205,0.0227385,0.0534203,0.0227386,0.0302377,0.0126126,0.0228449,0.0405236,0.0255195,0.0443705,0.0481436,0.0365504,0.0294294,0.0473291,0.0484043,0.00797925,0.016491,0.0503511,0,0.0155442,0.0576008,0.020232,0,0,0.0107669,0,0,0.033509,0.0481002,0.0448534,0.0386589,0,0.0367451,0.0211377,0.030714,0.0342049,0.0531068,0.0605106,0.0613975,0.0596093,0.0608548,0.0181758,0.0369319,0.0189903,0.0192555,0.0409643,0.0223135,0,0,0,0,0,0,0,0,0,0
110,0.0358818,0.0448859,0,0,0,0,0,0,0.0215601,0,0.0268934,0.0511432,0,0,0.0120356,0,0,0.0311977,0.0330999,0.0413531,0.0226879,0.0557644,0.0226334,0.0300821,0.0123451,0.0248888,0,0.0274725,0.043533,0.0467448,0.035834,0.0290559,0.0482384,0.0489893,0.00803363,0.0160414,0.0510329,0,0.0158398,0.0593381,0.0196641,0,0,0.0111133,0,0,0.0332009,0.0472858,0.0447701,0.0387724,0,0.0355054,0.0199292,0.0311569,0.0337312,0.0537777,0.06045,0.0608948,0.0592898,0.0605353,0.0185006,0.0377549,0.0181836,0.0182277,0.041342,0.0217242,0,0,0,0,0,0,0,0,0,0
111,0.035768,0.0446699,0,0,0,0,0,0,0.0215735,0,0.0281156,0.0511109,0,0,0.0119542,0,0,0.0318412,0.0349817,0.0409474,0.0238667,0.0550191,0.0219583,0.030249,0.0126045,0.0244388,0.0421979,0.0276511,0.0451103,0.0477316,0.0377869,0.0314635,0.0442658,0.0486138,0.00766397,0.0160496,0.0470191,0,0.0130702,0.0584008,0.0196383,0,0,0.011567,0,0,0.0332066,0.0482835,0.0459929,0.0381899,0,0.0348116,0.0204394,0.0309211,0.0309184,0.0530192,0.0614645,0.0616304,0.0609862,0.0618835,0.0165587,0.0371103,0.0187782,0.0189246,0.0406968,0.0223415,0,0,0,0,0,0,0,0,0,0
112,0.0358116,0.0446997,0,0,0,0,0,0,0.0211034,0,0.0281431,0.0511773,0,0,0.0118812,0,0,0.0317557,0.0360991,0.0413184,0.0238762,0.0552126,0.0216586,0.030173,0.0129463,0.0246066,0.0424623,0.0285991,0.0455371,0.0479159,0.0384039,0.0324092,0.0454815,0.0487348,0.00764741,0.0158637,0.047752,0,0.0127637,0.0587811,0.0196181,0,0,0.0117556,0,0,0.0332791,0.0481638,0.0458995,0.0384185,0,0.0341391,0.0202391,0.0310457,0.030437,0.0531839,0.0616788,0.0616561,0.0612823,0.0621751,0.0164389,0.0373919,0.0186201,0.0187467,0.0406401,0.0222709,0,0,0,0,0,0,0,0,0,0
113,0.0358431,0.0446722,0,0,0,0,0,0,0.0206552,0,0.0283123,0.0511143,0,0,0.0118143,0,0,0.0316912,0.0371212,0.0416922,0.0237674,0.055337,0.0215572,0.0301714,0.0132319,0.0244676,0.0422909,0.0292693,0.0457887,0.0481216,0.0387599,0.0329649,0.046939,0.0488081,0.00760749,0.015781,0.0485624,0,0.0122474,0.0591056,0.0195734,0,0,0.0117587,0,0,0.0333406,0.0480667,0.0457911,0.0384267,0,0.0338686,0.0201117,0.0312175,0.0300187,0.0533656,0.0618041,0.0616945,0.0615352,0.0623904,0.0163935,0.0375387,0.0185632,0.0186798,0.0406774,0.0222495,0,0,0,0,0,0,0,0,0,0
114,0.0358406,0.0446923,0,0,0,0,0,0,0.0202621,0,0.0285087,0.0509655,0,0,0.0117146,0,0,0.0317639,0.0378608,0.0418799,0.0236567,0.0554608,0.0216579,0.0301629,0.0133964,0.0243617,0.0422572,0.0296285,0.0460129,0.0483026,0.0389057,0.0332018,0.0485477,0.0487929,0.00755364,0.0158043,0.0495064,0,0.011989,0.0594105,0.0194385,0,0,0.011812,0,0,0.0334175,0.0478376,0.0457387,0.0382607,0,0.0336839,0.0200861,0.0314287,0.0296248,0.0535004,0.061795,0.0616507,0.0615888,0.062374,0.016387,0.03746,0.0184697,0.0186136,0.0408112,0.0221808,0,0,0,0,0,0,0,0,0,0
115,0.0359386,0.0445777,0,0,0,0,0,0,0.0199771,0,0.0289723,0.0507604,0,0,0.0117361,0,0,0.0318249,0.0381726,0.042038,0.0232229,0.0557876,0.0219305,0.0301816,0.0133774,0.024272,0.042297,0.0299301,0.0461064,0.0484026,0.0388388,0.0332562,0.0495126,0.0487392,0.00757819,0.0159734,0.0499709,0,0.0119854,0.0595602,0.019553,0,0,0.0119258,0,0,0.0333372,0.0475932,0.0457238,0.0381374,0,0.0336535,0.0201645,0.0317601,0.0283815,0.0536325,0.0617836,0.0616133,0.0616026,0.0623443,0.0166196,0.0374151,0.0185896,0.0187568,0.0407764,0.0222034,0,0,0,0,0,0,0,0,0,0
116,0.0359356,0.0445507,0,0,0,0,0,0,0.0199071,0,0.0293112,0.0505221,0,0,0.0116642,0,0,0.0319336,0.0383186,0.042369,0.0229818,0.0562131,0.0222021,0.0302462,0.0133832,0.02432,0.0425272,0.0300835,0.0461135,0.0485377,0.0387656,0.0332113,0.0502398,0.0486883,0.00754526,0.0161704,0.050678,0,0.0122413,0.0597664,0.0195758,0,0,0.0119159,0,0,0.0333577,0.0472904,0.0461863,0.0380013,0,0.0334504,0.0202413,0.0321259,0.0264892,0.0539318,0.0616693,0.0615157,0.0614133,0.0621326,0.016926,0.03725,0.0187271,0.0188757,0.0407407,0.0221773,0,0,0,0,0,0,0,0,0,0
117,0.0358498,0.0445794,0,0,0,0,0,0,0.0197191,0,0.0294046,0.0502792,0,0,0.0119995,0,0,0.0316631,0.038306,0.0428227,0.0228042,0.0567994,0.0224525,0.0308921,0.013511,0.0241417,0.0429206,0.0301551,0.0460457,0.0486205,0.0387277,0.0331874,0.0509128,0.0485324,0.00753929,0.0157607,0.0508892,0,0.0124242,0.0602007,0.0196013,0,0,0.012144,0,0,0.0332861,0.0470253,0.0458648,0.037832,0,0.03313,0.0206056,0.032492,0.0258036,0.0545073,0.0617359,0.0614296,0.0612978,0.0620459,0.0170541,0.0369858,0.0186735,0.0189176,0.0407118,0.0221118,0,0,0,0,0,0,0,0,0,0
118,0.0358478,0.044587,0,0,0,0,0,0,0.0193586,0,0.0293182,0.0500344,0,0,0.0120184,0,0,0.0316533,0.0380672,0.0433843,0.0225538,0.0569072,0.0229418,0.0309,0.0135795,0.0242213,0.042818,0.029843,0.0460142,0.048651,0.0387817,0.0333316,0.0512141,0.0484449,0.00754424,0.0157542,0.0509205,0,0.0125001,0.0605982,0.0196533,0,0,0.0122659,0,0,0.0332522,0.046909,0.0452163,0.037638,0,0.0329574,0.0207211,0.0326988,0.0266927,0.0547949,0.0619005,0.061435,0.0613672,0.0621205,0.0169393,0.0368915,0.0186587,0.0189877,0.0406852,0.0221092,0,0,0,0,0,0,0,0,0,0
119,0.0359401,0.0445246,0,0,0,0,0,0,0.0192054,0,0.0291702,0.0501228,0,0,0.011716,0,0,0.0320294,0.0371258,0.0438478,0.0220757,0.0565013,0.0237021,0.0304088,0.0132385,0.0244385,0.0423079,0.0290684,0.0460529,0.0486689,0.0389279,0.0336281,0.0512009,0.0483994,0.00747011,0.016445,0.0496663,0,0.0117812,0.0600013,0.0197278,0,0,0.0120185,0,0,0.0334068,0.047905,0.0437221,0.036663,0.0201243,0.0327766,0.0204015,0.0327826,0.025408,0.0542408,0.06289,0.0624149,0.0624472,0.063247,0.0157691,0.0367602,0.0188125,0.019267,0.0405632,0.0222865,0,0,0,0,0,0,0,0,0,0
120,0.0359535,0.0445689,0,0,0,0,0,0,0.0194107,0,0.0292023,0.049913,0,0,0.0116528,0,0,0.0319747,0.0370538,0.0440227,0.0218896,0.0561759,0.0241574,0.0303106,0.0131849,0.0243777,0.0407572,0.0285704,0.0459392,0.0485145,0.0389617,0.033809,0.0514446,0.0484216,0.0074146,0.0164232,0.0500295,0,0.0119052,0.0603537,0.019728,0,0,0.0120524,0,0,0.0334433,0.0476329,0.0436678,0.0366257,0.0205658,0.0325143,0.0203808,0.033019,0.0252419,0.0545545,0.0628615,0.0623624,0.0624097,0.0633891,0.0156898,0.0367196,0.0188056,0.0192808,0.040577,0.0222413,0,0,0,0,0,0,0,0,0,0
121,0.0359623,0.0445767,0,0,0,0,0,0,0.0195467,0,0.0292462,0.0496724,0,0,0.0116094,0,0,0.0319291,0.0372507,0.0444195,0.0217609,0.0557926,0.0245246,0.0301501,0.0130492,0.0244784,0.040188,0.0283241,0.0460163,0.0485437,0.0392078,0.0342921,0.0516903,0.048527,0.00739493,0.0163618,0.0505409,0,0.0120547,0.0608323,0.0197525,0,0,0.0119452,0,0,0.0334524,0.0477331,0.0436247,0.0364829,0.0202338,0.0321464,0.0204332,0.0330066,0.0253408,0.0547776,0.0628344,0.0622487,0.062353,0.0631743,0.0155801,0.0366338,0.0187844,0.0193591,0.0405388,0.0221859,0,0,0,0,0,0,0,0,0,0
