Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,,x74
39,0.0357702,0.047685,0,0,0,0,0,0,0.0539967,0,0.0254465,0.0563336,0,0,0.0103981,0,0,0.0335253,0.0332631,0.0384305,0.0221595,0.0483779,0.0246332,0.0265357,0.0175295,0.035961,0.0176724,0.0397571,0.0429148,0.0335035,0.0296837,0.0280814,0.0488183,0.00824162,0.0175668,0.0500719,0,0.013692,0.0636935,0.0235532,0,0,0.0148291,0,0,0.034134,0.0432633,0.0397629,0.0418139,0.0283618,0.0406675,0.0284891,0.0418788,0.0363562,0.0633144,0.0632189,0.0615567,0.0625549,0.0125443,0.0304114,0.019718,0.022876,0.0433309,0.0133649,0,0,0,0,0,0,0,0,0,0,0
40,0.0353769,0.0476037,0,0,0,0,0,0,0.0505741,0,0.0252013,0.0557806,0,0,0.0104881,0,0,0.0333843,0.0336752,0.0391869,0.0221167,0.0493229,0.0248494,0.026177,0.0163297,0.0373971,0.0179349,0.0397544,0.042877,0.0333405,0.0290837,0.0274812,0.0489194,0.00810154,0.0171729,0.0518157,0,0.0162338,0.0637494,0.0236236,0,0,0.0148907,0,0,0.0342516,0.0423842,0.0440195,0.042328,0,0.0405104,0.0287819,0.0420079,0.0390987,0.0613196,0.0616587,0.0593658,0.0602937,0.013617,0.0302363,0.0198593,0.0230398,0.0432448,0.0134007,0,0,0,0,0,0,0,0,0,0,0
41,0.0349816,0.0474904,0,0,0,0,0,0,0.0462023,0,0.0247247,0.0554652,0,0,0.0107122,0,0,0.0334928,0.0330455,0.0398393,0.0217928,0.0503193,0.0247711,0.0265441,0.014755,0.038465,0.0182166,0.0401077,0.0433654,0.0335699,0.02885,0.0260375,0.0486086,0.00812692,0.0171308,0.0472417,0,0.015348,0.0619742,0.0233861,0,0,0.0149151,0,0,0.0344741,0.0436136,0.0436145,0.0408064,0.0270349,0.0391514,0.0288764,0.0416322,0.0356712,0.0620202,0.0621156,0.0608128,0.0617113,0.0150047,0.0299861,0.0199253,0.0232819,0.0430482,0.0134697,0,0,0,0,0,0,0,0,0,0,0
42,0.0350588,0.0474745,0,0,0,0,0,0,0.0424614,0,0.0242552,0.0546588,0,0,0.0106979,0,0,0.0333357,0.033387,0.0401534,0.0215113,0.0514814,0.0240844,0.0263747,0.0140619,0.0395981,0.0191385,0.0403567,0.0438871,0.0337237,0.0284475,0.0246069,0.0487977,0.00808999,0.0168459,0.0499449,0,0.0168294,0.0621255,0.0235331,0,0,0.0148924,0,0,0.0345641,0.0427326,0.0468301,0.0418542,0,0.0383128,0.0291834,0.0415287,0.0384471,0.0601316,0.0600535,0.0595184,0.0605613,0.015222,0.0299347,0.0200239,0.0233601,0.0431785,0.0133632,0,0,0,0,0,0,0,0,0,0,0
43,0.0351355,0.0474216,0,0,0,0,0,0,0.0378117,0,0.0236847,0.0543645,0,0,0.0107716,0,0,0.0334354,0.0328898,0.0400537,0.0212287,0.0522874,0.0237336,0.0268412,0.0131042,0.0406458,0.020186,0.0407839,0.044673,0.0342195,0.0283585,0.0230053,0.0486549,0.00814445,0.0170844,0.0451569,0,0.0150515,0.0608256,0.0233869,0,0,0.0149486,0,0,0.0347015,0.0440999,0.0454858,0.0410229,0.0280467,0.0376705,0.02937,0.0413708,0.0352078,0.0608664,0.0604557,0.0613041,0.0623673,0.0172315,0.0298359,0.0200627,0.0235836,0.0432158,0.0132455,0,0,0,0,0,0,0,0,0,0,0
44,0.0354213,0.0473775,0,0,0,0,0,0,0.0335784,0,0.0233128,0.0539535,0,0,0.0108524,0,0,0.0335754,0.0330251,0.0397694,0.0210913,0.0531728,0.0235147,0.0272064,0.0127407,0.0420681,0.021585,0.0414778,0.0450832,0.0345922,0.0284317,0.0230767,0.048556,0.00823877,0.0174256,0.0441639,0,0.014386,0.0603236,0.0234182,0,0,0.0150449,0,0,0.0348116,0.0443924,0.0454553,0.0410581,0.0299352,0.0380584,0.0296325,0.0416232,0.0355914,0.0607119,0.0601818,0.061488,0.0625817,0.01814,0.0297026,0.0201655,0.0238104,0.0433849,0.0130973,0,0,0,0,0,0,0,0,0,0,0
45,0.0356657,0.0473046,0,0,0,0,0,0,0.0298155,0,0.0233031,0.0535421,0,0,0.0109749,0,0,0.0337955,0.0332939,0.0391833,0.021111,0.0543363,0.0236286,0.0276908,0.0126702,0.0434237,0.0230748,0.0420182,0.0454083,0.034966,0.0285486,0.0251224,0.048286,0.00832334,0.0178944,0.0434557,0,0.0138098,0.0599785,0.0234362,0,0,0.0152784,0,0,0.0349224,0.0445827,0.0448453,0.0410853,0.0316191,0.038755,0.0298713,0.0422368,0.036247,0.0608825,0.0603063,0.0613954,0.0625396,0.0182936,0.0294696,0.0202396,0.0240426,0.0435177,0.0131792,0,0,0,0,0,0,0,0,0,0,0
46,0.0356882,0.0472308,0,0,0,0,0,0,0.0269295,0,0.0236472,0.0530117,0,0,0.0111461,0,0,0.0339942,0.0336523,0.0379046,0.0212079,0.0559872,0.0240329,0.0281554,0.0128406,0.0446389,0.0246958,0.0422666,0.045781,0.0352205,0.0285274,0.0287793,0.0479008,0.00841764,0.0183902,0.0433381,0,0.0136125,0.0599299,0.0234092,0,0,0.0155101,0,0,0.0350518,0.0443512,0.0442841,0.0413208,0.0313776,0.0394442,0.0300826,0.0427725,0.0365047,0.0611344,0.0605179,0.06105,0.0622485,0.0176177,0.0291733,0.0203401,0.0243415,0.0435597,0.0134671,0,0,0,0,0,0,0,0,0,0,0
47,0.0354899,0.0471432,0,0,0,0,0,0,0.0248072,0,0.0243548,0.0527221,0,0,0.0113631,0,0,0.0341305,0.0340201,0.0366869,0.0214271,0.0576242,0.0247179,0.028546,0.012979,0.0456342,0.0263743,0.0426549,0.046217,0.0354701,0.0288078,0.0338803,0.0475416,0.00848016,0.0187983,0.0433373,0,0.0139543,0.0599126,0.0232861,0,0,0.0158536,0,0,0.0352083,0.0436829,0.0442652,0.0416423,0.0304018,0.0398705,0.0303334,0.0427893,0.0361947,0.0611398,0.0605505,0.060814,0.0619481,0.0174247,0.028899,0.0203446,0.0246409,0.0434297,0.0136275,0,0,0,0,0,0,0,0,0,0,0
48,0.0351709,0.0470817,0,0,0,0,0,0,0.0227448,0,0.024836,0.05265,0,0,0.0115816,0,0,0.0342312,0.0343561,0.0362514,0.0215988,0.0586915,0.025372,0.0288749,0.0131209,0.0463815,0.0276858,0.0433925,0.0467104,0.03576,0.0289298,0.0386714,0.047193,0.0084519,0.0190558,0.0435077,0,0.0146715,0.059831,0.0231006,0,0,0.0162267,0,0,0.0353795,0.0429335,0.0445869,0.0418015,0.0294231,0.0399856,0.030587,0.0423585,0.0358661,0.06078,0.0603418,0.0606743,0.0617635,0.0174862,0.0287217,0.0202759,0.0247836,0.0431605,0.0136015,0,0,0,0,0,0,0,0,0,0,0
49,0.0348294,0.0470357,0,0,0,0,0,0,0.0209311,0,0.0250291,0.0526306,0,0,0.0118061,0,0,0.0341611,0.0346848,0.0368673,0.0216754,0.0589126,0.0256275,0.0291941,0.0131913,0.0466994,0.0282954,0.0441153,0.0472727,0.0363649,0.029116,0.0424883,0.0469627,0.00826875,0.019051,0.0442784,0,0.0153108,0.0597756,0.0228937,0,0,0.0164638,0,0,0.0355532,0.0424058,0.044957,0.0417457,0.0286502,0.0398857,0.0307297,0.0417939,0.0358887,0.0602985,0.0600618,0.0605019,0.0615139,0.0171593,0.0287436,0.0201162,0.0247962,0.0428261,0.0134718,0,0,0,0,0,0,0,0,0,0,0
50,0.0345645,0.0469884,0,0,0,0,0,0,0.0199244,0,0.0250885,0.0526993,0,0,0.0119513,0,0,0.033972,0.0350127,0.0375738,0.0216968,0.058578,0.0254519,0.0295145,0.0133802,0.0469295,0.0289256,0.0446675,0.0478915,0.0373865,0.0297496,0.0454234,0.0468841,0.00811756,0.0186817,0.0453553,0,0.0156737,0.0597967,0.0227052,0,0,0.0163927,0,0,0.0356876,0.042308,0.0451107,0.0415968,0.0283277,0.0395459,0.0306369,0.041385,0.0361446,0.0599509,0.0597582,0.0604097,0.0613092,0.0166573,0.0290191,0.0199669,0.0247696,0.0425209,0.013364,0,0,0,0,0,0,0,0,0,0,0
51,0.0343779,0.0470408,0,0,0,0,0,0,0.019798,0,0.0250257,0.052718,0,0,0.0120569,0,0,0.0338062,0.03532,0.0379239,0.0216622,0.0579519,0.0251961,0.029624,0.0136299,0.0470595,0.0296221,0.0456128,0.0483853,0.038373,0.0308444,0.0478902,0.0469545,0.00805838,0.0181685,0.0466825,0,0.0158866,0.0600253,0.0225402,0,0,0.016156,0,0,0.0356391,0.0426018,0.0453591,0.0413776,0.0281612,0.038928,0.0303183,0.0411457,0.0364766,0.059924,0.059521,0.0604484,0.0612518,0.0161743,0.0294437,0.0198971,0.0246721,0.0423245,0.0132109,0,0,0,0,0,0,0,0,0,0,0
52,0.0342563,0.0471387,0,0,0,0,0,0,0.0202504,0,0.0247355,0.0527305,0,0,0.0121444,0,0,0.0335756,0.035721,0.0378709,0.0216906,0.0572593,0.0249048,0.0296396,0.0138662,0.0471388,0.0303173,0.0465425,0.0488109,0.0393935,0.0322124,0.0504057,0.0471292,0.00808033,0.0175528,0.0486345,0,0.0160143,0.0603174,0.0224041,0,0,0.0157481,0,0,0.0354479,0.0428793,0.0453559,0.0412127,0.0278529,0.0379659,0.0298973,0.0411492,0.0367248,0.0599092,0.0593836,0.0603745,0.0611089,0.0152383,0.0299459,0.0199288,0.0244131,0.0422873,0.0130044,0,0,0,0,0,0,0,0,0,0,0
53,0.034206,0.0472755,0,0,0,0,0,0,0.0196644,0,0.0242315,0.0527152,0,0,0.0121512,0,0,0.0333208,0.0363162,0.0380937,0.0217156,0.0566692,0.0245694,0.0295658,0.0141971,0.0469123,0.0311916,0.0472008,0.0492843,0.0402933,0.0335168,0.0521495,0.0473702,0.00808192,0.0170021,0.0504219,0,0.0160878,0.0605934,0.0223296,0,0,0.0152965,0,0,0.0352685,0.0430135,0.0455366,0.0410583,0.0275312,0.0368871,0.0294979,0.0413053,0.0367787,0.0599584,0.0593381,0.0603829,0.0611154,0.0150645,0.0303171,0.0199519,0.0241639,0.0423262,0.0128179,0,0,0,0,0,0,0,0,0,0,0
54,0.034418,0.0476352,0,0,0,0,0,0,0.0198786,0,0.0274906,0.0530762,0,0,0.0116069,0,0,0.033464,0.0366035,0.0405412,0.0231538,0.0602294,0.0248421,0.0297249,0.0145418,0,0.0335748,0.0460503,0.0472205,0.0393665,0.0337487,0.0471745,0.0478094,0.00776223,0.0163144,0.047381,0,0.0143961,0.062325,0.0215671,0,0,0.0151858,0,0,0.0345429,0.043192,0.0469848,0.0397651,0.0261326,0.0344746,0.0277084,0.0421542,0.0351902,0.0600266,0.0594505,0.061043,0.061317,0.0149863,0.0313874,0.0192488,0.0230531,0.0429841,0.0121315,0,0,0,0,0,0,0,0,0,0,0
55,0.034457,0.047726,0,0,0,0,0,0,0.0195704,0,0.0274703,0.05314,0,0,0.011598,0,0,0.0333646,0.0373494,0.0406739,0.023176,0.0598873,0.0245121,0.0296304,0.0150623,0,0.0342364,0.0464152,0.0475115,0.0399105,0.0347566,0.0479899,0.0479321,0.00774129,0.016077,0.0487527,0,0.0141602,0.0627536,0.021628,0,0,0.0150175,0,0,0.0344695,0.0430985,0.0464727,0.0394437,0.025878,0.0337311,0.0274617,0.0423571,0.0346988,0.0601154,0.0594537,0.061077,0.0612823,0.0140287,0.0314924,0.0193575,0.0230416,0.0431431,0.0121022,0,0,0,0,0,0,0,0,0,0,0
56,0.034469,0.0477829,0,0,0,0,0,0,0.0193672,0,0.0275735,0.0530681,0,0,0.011549,0,0,0.0333368,0.0379569,0.0408727,0.0231229,0.059619,0.0243456,0.0295477,0.0152146,0,0.0345658,0.0465826,0.047746,0.0401349,0.0352252,0.0486529,0.0480141,0.00775838,0.0159103,0.0501996,0,0.0141841,0.0631717,0.0217065,0,0,0.014942,0,0,0.0344434,0.0431723,0.04639,0.039171,0.025513,0.0332713,0.027321,0.0423798,0.034075,0.0602195,0.0595024,0.0610967,0.061272,0.0135397,0.0315368,0.0193855,0.0231026,0.043227,0.0121202,0,0,0,0,0,0,0,0,0,0,0
57,0.0341153,0.0476218,0,0,0,0,0,0,0.0190017,0,0.0262703,0.0521276,0,0,0.011701,0,0,0.033526,0.0389316,0.0392315,0.0221818,0.0571001,0.0239072,0.0293881,0.0147383,0.047777,0.0332049,0.0482653,0.0498021,0.0418034,0.0366767,0.0492064,0.0476606,0.00771074,0.0161565,0.0515986,0,0.0139547,0.0625569,0.0218119,0,0,0.0153173,0,0,0.0349109,0.0434116,0.0463014,0.0392217,0.024609,0.0337543,0.0284841,0.0419283,0.0331136,0.060697,0.0600106,0.0615223,0.0616259,0.0135301,0.0305689,0.019944,0.0240867,0.0427755,0.0124374,0,0,0,0,0,0,0,0,0,0,0
58,0.0344601,0.0473471,0,0,0,0,0,0,0.0187585,0,0.0263379,0.0515219,0,0,0.0117752,0,0,0.0333206,0.039449,0.0392785,0.0220542,0.05742,0.0243182,0.0295302,0.0149115,0.0473935,0.0334957,0.0480737,0.0496069,0.0415932,0.0365406,0.0494706,0.0477167,0.00795623,0.0162683,0.0524577,0,0.0144144,0.0631573,0.0216897,0,0,0.0155314,0,0,0.0346701,0.0433043,0.0464567,0.038812,0.0239307,0.0334895,0.0283225,0.0420562,0.0325056,0.0606438,0.0599972,0.0617091,0.061728,0.0137257,0.0306055,0.0199907,0.0243329,0.0425373,0.0126573,0,0,0,0,0,0,0,0,0,0,0
59,0.0345667,0.0473169,0,0,0,0,0,0,0.0186967,0,0.0262129,0.0514486,0,0,0.0116827,0,0,0.0333419,0.0395214,0.0394883,0.0220184,0.0581186,0.0245409,0.0293796,0.0147794,0.0469655,0.0334545,0.0481771,0.0496743,0.0414677,0.036402,0.0488538,0.0477057,0.00794051,0.0163323,0.0534583,0,0.0146219,0.0635067,0.0217582,0,0,0.0154667,0,0,0.0346528,0.0432624,0.0466621,0.0387816,0.0234938,0.0332426,0.0282804,0.0421411,0.0322571,0.060593,0.0599311,0.0616181,0.0616139,0.0139489,0.0306267,0.0198998,0.0243476,0.0425021,0.0126306,0,0,0,0,0,0,0,0,0,0,0
60,0.0347232,0.0472673,0,0,0,0,0,0,0.0187172,0,0.026198,0.0514781,0,0,0.011613,0,0,0.0333455,0.0396094,0.0396811,0.0220103,0.0577329,0.0248762,0.0292934,0.0143501,0.0465202,0.0328915,0.0481991,0.0497992,0.041452,0.0363474,0.0484461,0.0476726,0.00798845,0.0164707,0.0541866,0,0.0148296,0.0636984,0.0217632,0,0,0.0153823,0,0,0.0345265,0.043391,0.0466488,0.0387153,0.0235759,0.0329289,0.0282104,0.0422384,0.0320316,0.0605837,0.0598845,0.0616044,0.0615243,0.0142109,0.0306824,0.0199031,0.0243223,0.0423534,0.01269,0,0,0,0,0,0,0,0,0,0,0
61,0.0348895,0.0472372,0,0,0,0,0,0,0.0189905,0,0.0260655,0.0515418,0,0,0.0115531,0,0,0.0333151,0.0398237,0.0399977,0.0219615,0.0572207,0.0253412,0.029236,0.0137452,0.0459461,0.0319725,0.0482509,0.0500186,0.0414956,0.0363482,0.0482047,0.0476858,0.00799121,0.0165928,0.0547845,0,0.0150298,0.0639899,0.0217238,0,0,0.0153112,0,0,0.034435,0.0435447,0.0466652,0.0385069,0.0244245,0.0326193,0.0281077,0.0422213,0.0317873,0.0606098,0.0598729,0.0617013,0.0614596,0.0144975,0.0307464,0.0199268,0.0243272,0.0421864,0.0127377,0,0,0,0,0,0,0,0,0,0,0
62,0.0349734,0.0472535,0,0,0,0,0,0,0.0195103,0,0.0258293,0.0516185,0,0,0.0115574,0,0,0.0333104,0.0399885,0.040337,0.0217447,0.0568761,0.0256745,0.0291192,0.0130251,0.0453792,0.0309802,0.0484002,0.0502853,0.0416918,0.0365464,0.0477523,0.0476921,0.00793894,0.0166662,0.0552711,0,0.0150803,0.0642942,0.0218249,0,0,0.0152165,0,0,0.0344884,0.0436512,0.046675,0.0380546,0.0253516,0.0323612,0.0281044,0.0420768,0.031633,0.0606311,0.0598606,0.0617936,0.0614154,0.0146676,0.0307948,0.0199209,0.0243402,0.0420771,0.0126702,0,0,0,0,0,0,0,0,0,0,0
63,0.0350519,0.0472631,0,0,0,0,0,0,0.0203125,0,0.0256055,0.0516374,0,0,0.0115286,0,0,0.0332724,0.0401877,0.0403035,0.0215759,0.0564851,0.0260074,0.0289861,0.0124947,0.0445966,0.0299113,0.0484238,0.0500928,0.0418739,0.036783,0.0475314,0.0477278,0.0079008,0.0166217,0.055827,0,0.0153122,0.0646696,0.0219079,0,0,0.0152623,0,0,0.0344119,0.0436599,0.0467235,0.0376532,0.0252392,0.0320729,0.0279986,0.0422125,0.0317028,0.060468,0.0597418,0.0615721,0.0612836,0.0149357,0.0307989,0.0197642,0.0241878,0.042058,0.0125901,0,0,0,0,0,0,0,0,0,0,0
64,0.0351753,0.0472513,0,0,0,0,0,0,0.0209934,0,0.0255939,0.051711,0,0,0.0115482,0,0,0.0331253,0.0403054,0.0405861,0.021386,0.0560065,0.0263111,0.028848,0.0119005,0.043156,0.0289531,0.0483477,0.0500446,0.0419392,0.037038,0.0468217,0.0477413,0.0079517,0.0165644,0.0560535,0,0.0157065,0.0650253,0.0220431,0,0,0.0151911,0,0,0.0342183,0.043672,0.0466428,0.0372454,0.0250621,0.0317529,0.0279191,0.0427959,0.0317979,0.060296,0.059628,0.0613399,0.0611057,0.0150289,0.0308675,0.0196572,0.0240664,0.0420545,0.0126384,0,0,0,0,0,0,0,0,0,0,0
65,0.0349809,0.0475097,0,0,0,0,0,0,0.0212747,0,0.0252752,0.0518877,0,0,0.0112869,0,0,0.0332536,0.040295,0.0410008,0.0215569,0.0554079,0.0264812,0.0286304,0.0114874,0.0423074,0.0278536,0.0484023,0.0503763,0.0420544,0.0371869,0.0465648,0.04791,0.00766222,0.0161973,0.0565697,0,0.0160666,0.0655585,0.0220186,0,0,0.0152178,0,0,0.0343293,0.0434982,0.0468669,0.0371193,0.0252976,0.0312627,0.0276844,0.0429725,0.0319378,0.0602421,0.0594406,0.0610001,0.0607848,0.015326,0.0308315,0.0195326,0.0238834,0.0422409,0.0124567,0,0,0,0,0,0,0,0,0,0,0
66,0.0352932,0.0473158,0,0,0,0,0,0,0.0214581,0,0.0255761,0.0519642,0,0,0.0115667,0,0,0.0329609,0.0401859,0.041641,0.0214211,0.0549061,0.0268215,0.0286108,0.0108585,0.0418564,0.0270203,0.0484666,0.0504806,0.0421908,0.037597,0.0462181,0.0479932,0.00801937,0.0162324,0.0559663,0,0.016432,0.0658796,0.0220848,0,0,0.0151401,0,0,0.0339992,0.0436222,0.0475625,0.0367399,0.0252739,0.0310315,0.0275835,0.0433673,0.0314787,0.0601986,0.0593288,0.0611895,0.0607506,0.0153241,0.0310889,0.0196209,0.0238146,0.0420072,0.0127733,0,0,0,0,0,0,0,0,0,0,0
67,0.0351149,0.0475956,0,0,0,0,0,0,0.0217941,0,0.0248502,0.0521675,0,0,0.0113199,0,0,0.0331312,0.0399468,0.0424146,0.0216452,0.0544396,0.0268401,0.0283981,0.0105958,0.041616,0.0263392,0.0489786,0.0508027,0.0425633,0.0379823,0.0458697,0.0481893,0.00769309,0.0158252,0.0563578,0,0.0165605,0.0663483,0.0220187,0,0,0.0150548,0,0,0.0341195,0.0434839,0.0480561,0.0366231,0.0256841,0.0305861,0.0273676,0.0432355,0.0312446,0.0601191,0.0591164,0.0609502,0.0603747,0.0156527,0.0311074,0.0194521,0.0236073,0.0422008,0.0125284,0,0,0,0,0,0,0,0,0,0,0
68,0.0351991,0.0476383,0,0,0,0,0,0,0.0221728,0,0.0243807,0.0523999,0,0,0.0113356,0,0,0.0329793,0.0397142,0.0423066,0.0216886,0.0541373,0.0269424,0.0282383,0.0103102,0.0412943,0.0259761,0.0492386,0.0510398,0.0428507,0.0384524,0.0453242,0.0483155,0.00768022,0.0156338,0.0555572,0,0.0169,0.0666234,0.0220552,0,0,0.0149403,0,0,0.0340429,0.0435229,0.0481953,0.0363896,0.0258388,0.0302949,0.0271663,0.0433397,0.0310696,0.0598648,0.0588226,0.0605155,0.0601941,0.0159594,0.0312773,0.0193684,0.0236028,0.042209,0.0125354,0,0,0,0,0,0,0,0,0,0,0
69,0.0352529,0.0476745,0,0,0,0,0,0,0.0226956,0,0.0238466,0.0526116,0,0,0.0113587,0,0,0.0328543,0.039412,0.0419416,0.021753,0.0538531,0.0269613,0.0281017,0.0100841,0.0409343,0.0256168,0.049428,0.0513837,0.0431414,0.0388171,0.0447386,0.0484195,0.00773984,0.0154335,0.0541529,0,0.0173441,0.0668657,0.0220843,0,0,0.0148504,0,0,0.0339384,0.0435781,0.0482328,0.0361595,0.0259358,0.0299678,0.0269476,0.0434506,0.0311116,0.0594216,0.058511,0.0602041,0.0599801,0.0164149,0.0313933,0.0192937,0.0235287,0.0422112,0.0125755,0,0,0,0,0,0,0,0,0,0,0
70,0.0353262,0.0477534,0,0,0,0,0,0,0.0231301,0,0.0233599,0.0528685,0,0,0.011416,0,0,0.0328519,0.0390384,0.0415927,0.0217947,0.0537537,0.026959,0.0280175,0.00994429,0.0405618,0.0251712,0.0497839,0.0517586,0.0434153,0.0390485,0.0442032,0.0484681,0.00779112,0.0152461,0.0533122,0,0.0177254,0.0671073,0.0221112,0,0,0.0147425,0,0,0.0338394,0.0436861,0.0483068,0.0358496,0.0259131,0.0296421,0.0267148,0.04354,0.0314965,0.0589578,0.0582834,0.0598764,0.0597494,0.0163767,0.0314704,0.0192045,0.0233297,0.042239,0.0126052,0,0,0,0,0,0,0,0,0,0,0
71,0.0354541,0.0478394,0,0,0,0,0,0,0.0234927,0,0.0229027,0.0532212,0,0,0.0114663,0,0,0.0328686,0.0388022,0.0411596,0.0218439,0.0536862,0.0270062,0.0279541,0.00996341,0.0402399,0.0247052,0.0503055,0.0521307,0.0437492,0.0392213,0.0432515,0.0485308,0.00779823,0.0151314,0.0527791,0,0.0180294,0.0673042,0.0221524,0,0,0.0147183,0,0,0.0337192,0.0437333,0.0485916,0.0356129,0.0258492,0.0294052,0.0265034,0.0436164,0.0317092,0.0589382,0.0580587,0.059558,0.059502,0.0163147,0.0315916,0.019123,0.0230644,0.0422744,0.0126153,0,0,0,0,0,0,0,0,0,0,0
72,0.0356224,0.0478988,0,0,0,0,0,0,0.0237875,0,0.0223449,0.0536319,0,0,0.0114527,0,0,0.0328243,0.0387471,0.0403383,0.0219908,0.0535372,0.0271799,0.0279196,0.0102528,0.0399879,0.024249,0.0507185,0.0524893,0.044142,0.0394284,0.0419807,0.0485894,0.00778936,0.0150536,0.0520399,0,0.0183483,0.0675017,0.0221962,0,0,0.0147455,0,0,0.0336226,0.0437041,0.0487565,0.0354591,0.0260432,0.0292328,0.0262652,0.0437143,0.0317334,0.0589387,0.0578364,0.0592341,0.0592521,0.0165024,0.0317467,0.0190649,0.0228667,0.0423409,0.0126278,0,0,0,0,0,0,0,0,0,0,0
73,0.0363016,0.0477131,0,0,0,0,0,0,0.0236806,0,0.0206555,0.0541901,0,0,0.0117577,0,0,0.0320216,0.0394639,0.0397196,0.0209788,0.0517357,0.0267766,0.0271306,0.0109502,0.0388342,0.0253414,0.0509029,0.052969,0.0445805,0.0396616,0.0435969,0.0491312,0.00821076,0.0152427,0.0580259,0,0.022765,0.069906,0.0234275,0,0,0.0139401,0,0,0.0338686,0.041122,0.0463236,0.0384106,0,0.0302164,0.0263572,0.0437713,0.0359477,0.0580628,0.0550575,0.0553275,0.0567531,0.0236134,0.0319745,0.0191525,0.0227538,0.0424561,0.0128955,0,0,0,0,0,0,0,0,0,0,0
74,0.0361293,0.0476884,0,0,0,0,0,0,0.0244744,0,0.020491,0.0541351,0,0,0.0118434,0,0,0.0322901,0.0379435,0.0394533,0.0209552,0.051549,0.0273072,0.0276098,0.011027,0.0386225,0.0244411,0.0509885,0.0532349,0.0446213,0.0400468,0.0423334,0.0487182,0.00813133,0.0157401,0.0573383,0,0.0215558,0.068049,0.0231081,0,0,0.014096,0,0,0.0340518,0.0426204,0.0469563,0.0362349,0.0294258,0.030083,0.0262138,0.043404,0.0343402,0.0581201,0.0565444,0.0571363,0.0578972,0.0221162,0.0318897,0.0191996,0.0228603,0.0422421,0.0129956,0,0,0,0,0,0,0,0,0,0,0
75,0.0361913,0.0477175,0,0,0,0,0,0,0.0256919,0,0.0206179,0.0543402,0,0,0.011776,0,0,0.0322961,0.0373846,0.0391283,0.0210127,0.0514922,0.0277493,0.0276557,0.0115795,0.0386885,0.0241449,0.0509059,0.0533401,0.0445074,0.040072,0.0398422,0.0486732,0.00808234,0.0158773,0.0577825,0,0.0215061,0.0677897,0.0231308,0,0,0.0140803,0,0,0.0340677,0.0427205,0.0472323,0.0358705,0.0293163,0.0303124,0.0260794,0.043271,0.034363,0.0581431,0.0566888,0.0570899,0.0578942,0.0223793,0.0319863,0.0191588,0.0227642,0.0422616,0.0130798,0,0,0,0,0,0,0,0,0,0,0
76,0.0362625,0.0477342,0,0,0,0,0,0,0.0273786,0,0.0206289,0.0547281,0,0,0.0116671,0,0,0.0323367,0.0370421,0.0386699,0.0210256,0.0512336,0.0280975,0.027677,0.0121926,0.0388066,0.0241809,0.0507449,0.053276,0.0443237,0.0398501,0.0360219,0.0486499,0.00805089,0.0160583,0.0580051,0,0.0216662,0.0677376,0.02319,0,0,0.0140471,0,0,0.0340647,0.042812,0.0472549,0.035639,0.0293309,0.0304805,0.0260098,0.0432521,0.0342348,0.0581362,0.056707,0.0569767,0.0578409,0.0223086,0.0319236,0.019217,0.0227637,0.0422726,0.0132028,0,0,0,0,0,0,0,0,0,0,0
77,0.036317,0.0477159,0,0,0,0,0,0,0.0297567,0,0.0206154,0.0551963,0,0,0.0115644,0,0,0.0323461,0.0368665,0.038172,0.0210645,0.0509219,0.0283334,0.027671,0.012742,0.0391033,0.0244493,0.0502796,0.0531194,0.0439785,0.0395074,0.0311718,0.0486228,0.00806855,0.0161498,0.058081,0,0.0219118,0.0677,0.023251,0,0,0.0139674,0,0,0.034046,0.0429521,0.0470642,0.0353924,0.0292627,0.0306291,0.0259713,0.0432719,0.0341432,0.0581561,0.0566524,0.0568665,0.0577231,0.0222716,0.0318018,0.0191688,0.0227986,0.0422616,0.013339,0,0,0,0,0,0,0,0,0,0,0
78,0.0363881,0.0476945,0,0,0,0,0,0,0.0327916,0,0.0206526,0.0556733,0,0,0.0115489,0,0,0.0323537,0.0367849,0.0376601,0.0210832,0.0505859,0.0284694,0.0276912,0.0131645,0.0396729,0.0250246,0.0497255,0.0528804,0.0435491,0.0393097,0.0257034,0.0485994,0.00811531,0.0161732,0.0582167,0,0.0222282,0.06754,0.0232992,0,0,0.0139368,0,0,0.0339482,0.0432435,0.0471791,0.0350837,0.0290582,0.0306682,0.0259918,0.0432324,0.0341742,0.058214,0.056586,0.0567608,0.0575899,0.0224229,0.0317134,0.0191482,0.0227577,0.0422584,0.013445,0,0,0,0,0,0,0,0,0,0,0
