Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,IMUR_M,x75
77,0.0299235,0.0534908,0,0,0,0,0,0.0399782,0,0.0231918,0.0520722,0,0,0.0133262,0,0,0.034837,0.0301668,0.0368833,0.020269,0.0477368,0.0305826,0.0352097,0.0216646,0.029163,0.0311457,0.0218285,0.0442839,0.0482323,0.0371216,0.0348184,0.0157805,0.0453665,0.00870421,0.0195851,0.0327152,0,0.019736,0.0605759,0.0185801,0,0,0.0112614,0,0,0.0336582,0.0558265,0.0543717,0.0324481,0.030888,0.0346288,0.0171781,0.0446474,0.0223897,0.0622907,0.0584183,0.0551301,0.056687,0.0604624,0.0331046,0.0368267,0.0179079,0.0219408,0.0482658,0.0178268,0,0,0,0,0,0,0,0,0,0,0
78,0.0299162,0.0533897,0,0,0,0,0,0.0378074,0,0.0235312,0.050277,0,0,0.0136519,0,0,0.0349856,0.0298331,0.0377413,0.0203797,0.0462719,0.0313667,0.0356831,0.0223391,0.0286326,0.0309668,0,0.0447131,0.0484097,0.0375927,0.0359998,0.016989,0.0450435,0.00873644,0.0198905,0.030518,0,0.0194639,0.0621306,0.0183976,0,0,0.0113898,0,0,0.0336607,0.0560527,0.0539093,0.0324513,0.0323109,0.0344299,0.0171558,0.0465284,0.023676,0.0641026,0.0588025,0.0551844,0.056594,0.0608147,0.0360118,0.0365566,0.0180616,0.0221513,0.0481507,0.0179435,0,0,0,0,0,0,0,0,0,0,0
79,0.0298027,0.0533098,0,0,0,0,0,0.0372165,0,0.0240384,0.0504365,0,0,0.0138965,0,0,0.0349291,0.0282598,0.0383399,0.0209804,0.045858,0.0321753,0.0357651,0.0226595,0.030703,0.0312689,0.0223474,0.0449352,0.048535,0.037819,0.0360485,0.0175823,0.0449283,0.00868808,0.0197421,0.0294608,0,0.0192245,0.0607992,0.018548,0,0,0.0114129,0,0,0.0337265,0.0566478,0.0528428,0.0325701,0.0336208,0.0349145,0.0175214,0.0476663,0.0246511,0.0649374,0.0590897,0.055267,0.0566665,0.0611913,0.0379719,0.0361341,0.0182785,0.0225095,0.0478603,0.0181477,0,0,0,0,0,0,0,0,0,0,0
80,0.0297813,0.0531858,0,0,0,0,0,0.0366476,0,0.0243209,0.0501547,0,0,0.013951,0,0,0.0349215,0.0277458,0.0387947,0.0214038,0.045523,0.0325422,0.0357508,0.0226329,0.0312308,0.0305869,0.0223975,0.0449878,0.0484668,0.0384552,0.0362603,0.0184172,0.0448149,0.00862076,0.0196299,0.0282218,0,0.018962,0.0605926,0.0186734,0,0,0.0115102,0,0,0.0337558,0.056227,0.0513361,0.032807,0.0348641,0.0349053,0.0177337,0.0487383,0.0258077,0.0659889,0.0595136,0.0554254,0.0571051,0.0619085,0.0411686,0.0358499,0.0184005,0.0227277,0.047586,0.0182841,0,0,0,0,0,0,0,0,0,0,0
81,0.0297463,0.0530803,0,0,0,0,0,0.0360082,0,0.0245521,0.0498801,0,0,0.0139158,0,0,0.0348302,0.0277944,0.0389078,0.0216337,0.0456279,0.0327888,0.0355072,0.0228547,0.0314028,0.0301141,0.0220462,0.0448921,0.0481313,0.0385095,0.0363225,0.0190473,0.0449025,0.00856246,0.0194157,0.0280329,0,0.0189472,0.0604046,0.0188782,0,0,0.0115524,0,0,0.0337689,0.0558489,0.0501389,0.0330762,0.0360417,0.0348408,0.0180025,0.0498259,0.0266784,0.0669114,0.0600607,0.055762,0.0578559,0.063099,0.0450618,0.0357003,0.018392,0.022885,0.0473873,0.018388,0,0,0,0,0,0,0,0,0,0,0
82,0.0296882,0.0529848,0,0,0,0,0,0.0354818,0,0.0248421,0.049707,0,0,0.0138323,0,0,0.0346284,0.0282824,0.0385416,0.0217621,0.0459208,0.0327806,0.0350741,0.0229068,0.0311668,0.0296708,0.0217927,0.0446449,0.0475058,0.0381435,0.0362268,0.0193835,0.0451621,0.00851274,0.0191131,0.0285801,0,0.0190178,0.0602886,0.0191098,0,0,0.0115445,0,0,0.0338557,0.0556325,0.0494061,0.0332541,0.0371172,0.0347959,0.0182647,0.0508823,0.0273829,0.0672874,0.0607428,0.0562834,0.0587834,0.0644257,0.0488015,0.0356148,0.0184185,0.022994,0.0472528,0.018388,0,0,0,0,0,0,0,0,0,0,0
83,0.0296417,0.0529171,0,0,0,0,0,0.0352114,0,0.0249875,0.0494483,0,0,0.013711,0,0,0.0343919,0.0289542,0.0378162,0.0218237,0.0461242,0.0326463,0.0345322,0.022849,0.0306947,0.0294996,0.0217323,0.044316,0.0466342,0.0375807,0.0360544,0.0194498,0.0454946,0.00853455,0.0187794,0.0285149,0,0.0189893,0.0603173,0.0192656,0,0,0.01157,0,0,0.0339257,0.0556624,0.0491429,0.0334605,0.0381221,0.0348377,0.0184875,0.0519274,0.0279421,0.0678578,0.0613413,0.0568085,0.0594364,0.0654594,0.0515164,0.0355722,0.0184334,0.0230367,0.0471502,0.0183712,0,0,0,0,0,0,0,0,0,0,0
84,0.0296203,0.0528485,0,0,0,0,0,0.0353029,0,0.0249635,0.0492629,0,0,0.0136054,0,0,0.0342437,0.0294991,0.0376852,0.0217697,0.0462542,0.0323704,0.0340039,0.0228008,0.0300611,0.0296681,0.0217213,0.0440487,0.0459899,0.0369912,0.0359216,0.0193441,0.0457443,0.00855058,0.0185361,0.0284354,0,0.0191316,0.0603355,0.0193697,0,0,0.0116333,0,0,0.0339774,0.0559291,0.049213,0.033495,0.0389037,0.0349025,0.0187052,0.0529229,0.0283989,0.0684061,0.0619611,0.0573775,0.0598161,0.0664192,0.0530834,0.035515,0.0184893,0.0230623,0.0470648,0.0183497,0,0,0,0,0,0,0,0,0,0,0
85,0.0295802,0.0527732,0,0,0,0,0,0.0355871,0,0.0250397,0.0490322,0,0,0.0134914,0,0,0.0341534,0.0296884,0.0380084,0.0216985,0.046395,0.0320376,0.0335132,0.0226794,0.0295888,0.0299614,0.0216907,0.0439357,0.0460568,0.036711,0.0358982,0.0191032,0.0459104,0.00854928,0.0183861,0.0280867,0,0.0193112,0.0603707,0.0194842,0,0,0.0115871,0,0,0.0339976,0.0565312,0.0494378,0.0334651,0.0395,0.0348277,0.018843,0.0537023,0.0289853,0.0690337,0.0623959,0.0577461,0.0599615,0.0671399,0.0536615,0.0354578,0.0184397,0.0231177,0.0469865,0.0183536,0,0,0,0,0,0,0,0,0,0,0
86,0.0295599,0.0526945,0,0,0,0,0,0.0361045,0,0.0251433,0.0487388,0,0,0.0133941,0,0,0.0340698,0.0294273,0.037856,0.0217257,0.0465704,0.0317607,0.0330943,0.0223887,0.0292926,0.0301757,0.0215984,0.0439981,0.0466497,0.0371258,0.035929,0.0187753,0.0460021,0.00853846,0.0183339,0.0276005,0,0.0194876,0.0604856,0.0195135,0,0,0.0116057,0,0,0.0340187,0.0574788,0.0496184,0.0333339,0.0401705,0.0345451,0.0189122,0.0542514,0.0295693,0.0695172,0.0624477,0.0577272,0.0600923,0.0674754,0.0541818,0.035434,0.0183282,0.0230917,0.0468936,0.0183243,0,0,0,0,0,0,0,0,0,0,0
87,0.0295866,0.0526411,0,0,0,0,0,0.0368236,0,0.0251505,0.0483808,0,0,0.0132742,0,0,0.0340462,0.0288352,0.0368519,0.0218759,0.0465768,0.0316591,0.0327529,0.0225461,0.0289504,0.0304412,0.0209336,0.0441106,0.0469165,0.0375694,0.035959,0.0183484,0.0461224,0.00851673,0.0183063,0.0270042,0,0.0196161,0.0606485,0.0194994,0,0,0.0117876,0,0,0.034072,0.0583902,0.0496458,0.0331379,0.0409153,0.0341355,0.0189125,0.0545682,0.0300588,0.0697364,0.0623292,0.0574242,0.0601624,0.0677037,0.0549262,0.035487,0.018322,0.0230789,0.0468168,0.0182631,0,0,0,0,0,0,0,0,0,0,0
88,0.029611,0.0525878,0,0,0,0,0,0.0375175,0,0.024829,0.0480731,0,0,0.013152,0,0,0.034053,0.0280155,0.0356507,0.0220508,0.0462625,0.0315912,0.0325326,0.022671,0.0284844,0.0308406,0.0197213,0.0442154,0.0467779,0.0376909,0.0359689,0.0176993,0.0462731,0.00850926,0.0183497,0.0263555,0,0.0197042,0.0607524,0.0194547,0,0,0.0118944,0,0,0.0341031,0.0587351,0.049648,0.0329832,0.041472,0.0337049,0.0188968,0.0547022,0.0303778,0.0698672,0.0622427,0.0571947,0.0601914,0.0678884,0.0560055,0.0355497,0.0182852,0.0230038,0.0467299,0.0182284,0,0,0,0,0,0,0,0,0,0,0
89,0.0296318,0.0524899,0,0,0,0,0,0.037915,0,0.0244964,0.047929,0,0,0.013034,0,0,0.0340883,0.0270258,0.0349242,0.0219696,0.0458542,0.0315019,0.0324063,0.0230709,0.0283826,0.031173,0.0194496,0.0440136,0.046752,0.037673,0.0359575,0.0169659,0.0463182,0.00848777,0.0184202,0.0257035,0,0.0197933,0.0607039,0.0194496,0,0,0.0118584,0,0,0.0340283,0.0585331,0.0497471,0.0327911,0.0421773,0.0333989,0.0189279,0.0547336,0.0304712,0.0699287,0.0621986,0.0571856,0.0603369,0.0676774,0.0570735,0.0355228,0.0181943,0.0230817,0.0466308,0.0182183,0,0,0,0,0,0,0,0,0,0,0
90,0.029655,0.0523624,0,0,0,0,0,0.038124,0,0.0242501,0.0479388,0,0,0.0129396,0,0,0.0341727,0.0260931,0.0344583,0.0216195,0.0461069,0.0314591,0.0323828,0.0232945,0.0285025,0.0314583,0.0193777,0.0435846,0.046938,0.0376346,0.0360689,0.0165661,0.0462653,0.00850113,0.0185162,0.0258042,0,0.0198932,0.0605937,0.0194425,0,0,0.0118009,0,0,0.0339592,0.0580812,0.0498016,0.0324263,0.0430759,0.0333045,0.0190132,0.0546367,0.0302855,0.0698661,0.0622,0.0572111,0.0604952,0.0675925,0.0582485,0.0354423,0.0181467,0.0232869,0.0465088,0.0181716,0,0,0,0,0,0,0,0,0,0,0
91,0.0297076,0.0522808,0,0,0,0,0,0.0383591,0,0.0241365,0.0479806,0,0,0.0128669,0,0,0.0342027,0.0253266,0.034259,0.0216995,0.0464726,0.0314966,0.0323667,0.0234093,0.0286169,0.0316035,0.019268,0.0440456,0.0472509,0.0375147,0.0362365,0.0163657,0.0462285,0.0085077,0.0186153,0.0258115,0,0.0200231,0.0605569,0.0194388,0,0,0.0118337,0,0,0.0339546,0.0577367,0.0501252,0.0322252,0.0432888,0.0333541,0.0190754,0.0545079,0.0299626,0.069687,0.0621364,0.0571875,0.0604996,0.0675998,0.0593287,0.0353496,0.0182331,0.0233032,0.0464452,0.0180629,0,0,0,0,0,0,0,0,0,0,0
92,0.0297709,0.0522181,0,0,0,0,0,0.0388855,0,0.0243056,0.0481047,0,0,0.0128348,0,0,0.0341492,0.0247726,0.0340378,0.0218235,0.0453757,0.0315147,0.0322998,0.0235056,0.0287676,0.0316665,0.018961,0.0443402,0.0473358,0.0374506,0.0362012,0.0159548,0.0462318,0.00850739,0.0186682,0.0262332,0,0.0201141,0.0605023,0.0194409,0,0,0.0117678,0,0,0.0339684,0.0576453,0.0504562,0.0320716,0.0429899,0.0333671,0.0191639,0.054261,0.0294776,0.0693091,0.0620943,0.0572151,0.0605184,0.0677562,0.0605881,0.0353129,0.0183935,0.0233245,0.0463916,0.017925,0,0,0,0,0,0,0,0,0,0,0
93,0.0298319,0.0521599,0,0,0,0,0,0.0391367,0,0.0246355,0.0482351,0,0,0.012824,0,0,0.0340771,0.0245541,0.0336413,0.0218166,0.0448155,0.0314972,0.0321557,0.0232111,0.028706,0.0315825,0.01879,0.0442603,0.047116,0.0374062,0.0360695,0.0157595,0.0462313,0.00845765,0.0186672,0.0268541,0,0.0202267,0.0604645,0.0194907,0,0,0.0116904,0,0,0.0340246,0.0577469,0.0508124,0.0318807,0.0423225,0.0334712,0.0192822,0.0538035,0.0288479,0.0686379,0.0619657,0.0571807,0.0606564,0.0679856,0.0619579,0.0352851,0.0184996,0.023419,0.0463486,0.0177751,0,0,0,0,0,0,0,0,0,0,0
94,0.0298769,0.0521107,0,0,0,0,0,0.0392109,0,0.0248064,0.0483992,0,0,0.0128088,0,0,0.0340307,0.0247001,0.0333902,0.0218025,0.044942,0.0313987,0.0319976,0.0222472,0.028579,0.0314653,0.019014,0.0440797,0.0474346,0.0370527,0.0358635,0.0161857,0.0462459,0.00839285,0.0186857,0.0273862,0,0.0202991,0.0604215,0.0195518,0,0,0.0116874,0,0,0.0340625,0.057967,0.0512735,0.0316839,0.0415666,0.0336154,0.0193859,0.0531257,0.0280729,0.0679597,0.0617501,0.0570985,0.0608747,0.0680849,0.0632814,0.0352527,0.0184902,0.023587,0.0463177,0.0176045,0,0,0,0,0,0,0,0,0,0,0
95,0.0299584,0.0520515,0,0,0,0,0,0.0391152,0,0.0248686,0.0486439,0,0,0.0127698,0,0,0.03395,0.0251375,0.0331927,0.0217892,0.0451985,0.0312774,0.0317661,0.0218016,0.0283928,0.0313254,0.0191437,0.0439648,0.0474629,0.0369857,0.0357142,0.0165162,0.0463071,0.00837998,0.0185774,0.0277598,0,0.0201497,0.0603566,0.0196282,0,0,0.0116324,0,0,0.0340947,0.0582038,0.0515298,0.031541,0.0423559,0.0337346,0.0195195,0.0521574,0.0270756,0.067139,0.0616632,0.0572766,0.061183,0.0685617,0.0641644,0.0352515,0.0184004,0.0237903,0.0463084,0.0174226,0,0,0,0,0,0,0,0,0,0,0
96,0.0300834,0.0520304,0,0,0,0,0,0.0387552,0,0.0251151,0.0490912,0,0,0.0126384,0,0,0.0336165,0.0255433,0.0330687,0.0218062,0.0455724,0.0311206,0.0311852,0.0218211,0.0283549,0.0313219,0.0196604,0.0437106,0.0472219,0.0368835,0.0356402,0.0168677,0.0466362,0.00832637,0.0181121,0.029591,0,0.0236167,0.0603234,0.019814,0,0,0.0116015,0,0,0.0341319,0.0570682,0.0577143,0.0320321,0,0.034112,0.0197504,0.0523248,0.0289931,0.0680867,0.0574806,0.0528517,0.0581426,0.0658834,0.0637136,0.0352754,0.0183777,0.0237981,0.0463665,0.0171432,0,0,0,0,0,0,0,0,0,0,0
97,0.0301177,0.0519428,0,0,0,0,0,0.0385562,0,0.02533,0.0493331,0,0,0.0125937,0,0,0.0333938,0.0260567,0.0330658,0.0218026,0.0457956,0.0309164,0.0307905,0.0218892,0.0282047,0.0312247,0.0199781,0.0433686,0.0472167,0.0367755,0.0357927,0.0169137,0.046785,0.00824035,0.0178229,0.0300304,0,0.0234413,0.0602251,0.0199278,0,0,0.0115255,0,0,0.0341783,0.0571402,0.0580417,0.0319787,0,0.0341608,0.019867,0.0512022,0.0282219,0.0669065,0.0571419,0.0529872,0.0585359,0.0663644,0.0637988,0.035315,0.0184486,0.0236701,0.0462946,0.0169862,0,0,0,0,0,0,0,0,0,0,0
98,0.0301426,0.0518565,0,0,0,0,0,0.0381836,0,0.0254494,0.0495629,0,0,0.0126291,0,0,0.0331908,0.0264065,0.033248,0.0218393,0.045999,0.0306586,0.030417,0.0219216,0.0280815,0.0311999,0.0199403,0.0432275,0.047369,0.0366137,0.0359657,0.0172278,0.0469804,0.00818358,0.0174687,0.0303141,0,0.0232361,0.0601311,0.0200447,0,0,0.0114519,0,0,0.034185,0.0571219,0.0582669,0.0319864,0,0.0341656,0.0199862,0.050123,0.0275225,0.065745,0.0568083,0.053196,0.0590293,0.066925,0.0636319,0.0353693,0.0184208,0.0235974,0.0461914,0.0168328,0,0,0,0,0,0,0,0,0,0,0
99,0.0301435,0.0518191,0,0,0,0,0,0.0379875,0,0.0255567,0.049933,0,0,0.0126524,0,0,0.0330418,0.0265643,0.0332752,0.0218639,0.0460829,0.0304689,0.0300139,0.0219511,0.0279198,0.0311102,0.0198914,0.043284,0.0474466,0.0365802,0.0353952,0.0172129,0.0472267,0.00815647,0.0171765,0.030535,0,0.0230225,0.0600523,0.0201422,0,0,0.0114298,0,0,0.0341035,0.0570048,0.0585314,0.0319755,0,0.0342242,0.0201534,0.0490567,0.0269113,0.0649177,0.056755,0.0535122,0.059522,0.0673898,0.0631409,0.0354188,0.0184093,0.0236121,0.0461138,0.0167351,0,0,0,0,0,0,0,0,0,0,0
100,0.0301544,0.0518137,0,0,0,0,0,0.0379544,0,0.0258021,0.0503547,0,0,0.0126265,0,0,0.0329929,0.0264715,0.0328766,0.0219361,0.0460983,0.0303414,0.0295206,0.0220007,0.0277957,0.0312245,0.0197763,0.0433794,0.0469728,0.0366219,0.0353538,0.0169596,0.0474587,0.00815959,0.0169658,0.030624,0,0.0227683,0.0599432,0.0202551,0,0,0.0114503,0,0,0.0341264,0.0568488,0.0586778,0.0319493,0,0.0343324,0.0202908,0.0480669,0.0265181,0.0642629,0.0569261,0.0539689,0.059998,0.0677608,0.0626522,0.0354755,0.0184628,0.0236431,0.046091,0.0166554,0,0,0,0,0,0,0,0,0,0,0
101,0.030207,0.0518046,0,0,0,0,0,0.0382053,0,0.0259083,0.0507593,0,0,0.0125557,0,0,0.0329536,0.0261867,0.0325698,0.0220499,0.0460369,0.0301271,0.0290166,0.0218733,0.0280596,0.0317275,0.0195743,0.0434339,0.0463819,0.0367122,0.0355223,0.0164306,0.0477218,0.00815126,0.0167846,0.0308202,0,0.0225618,0.0597985,0.0203472,0,0,0.0114908,0,0,0.0342143,0.0565985,0.0585717,0.0320921,0,0.0344228,0.0203713,0.0471067,0.0264032,0.0636147,0.057219,0.054567,0.0604889,0.0681233,0.0621642,0.0355814,0.0183907,0.0236552,0.0461133,0.0166218,0,0,0,0,0,0,0,0,0,0,0
102,0.0302884,0.0517998,0,0,0,0,0,0.0384104,0,0.0260328,0.0511538,0,0,0.0124277,0,0,0.0329381,0.0257294,0.0330735,0.0221212,0.045917,0.0298686,0.0285067,0.0219302,0.0288562,0.0317714,0.019566,0.0433194,0.0461709,0.0368059,0.0356836,0.0162108,0.0480328,0.00817964,0.016636,0.0308945,0,0.0222819,0.0597634,0.0204085,0,0,0.011279,0,0,0.0341555,0.0562776,0.0585797,0.0322151,0,0.0344864,0.0204351,0.0462175,0.0264096,0.0630502,0.0576753,0.0551341,0.0610688,0.0683427,0.0611505,0.0356597,0.0183665,0.0235477,0.0461235,0.0165945,0,0,0,0,0,0,0,0,0,0,0
103,0.0303538,0.0517939,0,0,0,0,0,0.0387969,0,0.0262356,0.0516107,0,0,0.0122622,0,0,0.0329018,0.025141,0.0342994,0.022145,0.0459669,0.0296216,0.0280449,0.0219506,0.0295767,0.0317371,0.0195469,0.043511,0.0461396,0.0369541,0.0358095,0.0160211,0.0483183,0.00819761,0.0165252,0.0310231,0,0.0218,0.0597257,0.0204673,0,0,0.0111571,0,0,0.0340685,0.0559487,0.0585584,0.0322924,0,0.0346059,0.0204345,0.0454976,0.026501,0.0625961,0.0582609,0.0556638,0.0615973,0.0685402,0.0598634,0.0357572,0.0183345,0.023423,0.0461456,0.0165691,0,0,0,0,0,0,0,0,0,0,0
104,0.0304661,0.0517677,0,0,0,0,0,0.0398271,0,0.0263378,0.0520781,0,0,0.012088,0,0,0.0328805,0.0247041,0.0345249,0.0221486,0.0461604,0.0293914,0.0275847,0.0220351,0.0281998,0.0316485,0.0194382,0.0437422,0.0461413,0.0369685,0.0358811,0.0154868,0.0485566,0.0081649,0.016451,0.0311137,0,0.0212867,0.0595841,0.0205442,0,0,0.0111475,0,0,0.0339574,0.0555479,0.0583023,0.0324024,0,0.0347382,0.0204321,0.0448927,0.026748,0.0621627,0.0589041,0.0563208,0.0620765,0.0687002,0.0582113,0.0358896,0.0183196,0.0233565,0.0461515,0.0165154,0,0,0,0,0,0,0,0,0,0,0
105,0.0306351,0.051766,0,0,0,0,0,0.0410181,0,0.0265467,0.0525424,0,0,0.0119143,0,0,0.0328433,0.0243441,0.0341369,0.0222005,0.046409,0.0291426,0.0270648,0.0223792,0.027225,0.0315882,0.0193743,0.0437417,0.0460642,0.0369326,0.0359465,0.0151029,0.0487991,0.00813548,0.0164731,0.0310284,0,0.0208161,0.0595084,0.020628,0,0,0.0111896,0,0,0.0339182,0.0551362,0.0579839,0.0323515,0,0.0348368,0.0204211,0.0443921,0.0270106,0.0618824,0.0595362,0.0569966,0.062563,0.0688248,0.0559808,0.0359438,0.0183158,0.0233343,0.0461659,0.0164587,0,0,0,0,0,0,0,0,0,0,0
106,0.030832,0.051747,0,0,0,0,0,0.0419936,0,0.0269012,0.0529368,0,0,0.01178,0,0,0.0327976,0.0241128,0.0336061,0.0222114,0.0465344,0.0288927,0.0266278,0.0230854,0.0267659,0.0317241,0.0194687,0.0437453,0.045955,0.0369031,0.0359493,0.0148248,0.048972,0.00814742,0.016524,0.0310337,0,0.0203791,0.0594816,0.0206874,0,0,0.0113429,0,0,0.0338787,0.0546677,0.0575286,0.0321741,0,0.0350084,0.0204399,0.0439095,0.0273871,0.0616267,0.0601861,0.0576927,0.062945,0.0689498,0.0532746,0.0359559,0.0183034,0.0233291,0.046184,0.0163875,0,0,0,0,0,0,0,0,0,0,0
107,0.0309868,0.0517035,0,0,0,0,0,0.0423421,0,0.0271454,0.0532308,0,0,0.0116415,0,0,0.0329083,0.0241635,0.0334516,0.0221201,0.0466017,0.0286772,0.0262645,0.0238014,0.026626,0.0322046,0.019724,0.0438773,0.0459171,0.0368971,0.0358776,0.0145323,0.0491227,0.00814776,0.0166227,0.0311081,0,0.0198535,0.0595283,0.0207679,0,0,0.0115407,0,0,0.0338373,0.0540743,0.0571162,0.0323591,0,0.0352009,0.0204875,0.0434087,0.0279357,0.061321,0.0609219,0.0584783,0.0633327,0.0691715,0.050128,0.0359654,0.0183633,0.0232938,0.0462196,0.0162937,0,0,0,0,0,0,0,0,0,0,0
108,0.0311166,0.0516697,0,0,0,0,0,0.0433532,0,0.0272755,0.0535593,0,0,0.0114714,0,0,0.0329534,0.0243637,0.0332176,0.0220533,0.0466896,0.028535,0.025929,0.023718,0.0266186,0.0324572,0.0198896,0.0433896,0.0458457,0.0368742,0.0356164,0.0141436,0.0493184,0.00815209,0.0166433,0.0314311,0,0.0192014,0.0595722,0.0208704,0,0,0.011449,0,0,0.0339008,0.053418,0.0568061,0.0325883,0,0.0354073,0.0205565,0.0428452,0.0285794,0.0609994,0.0616981,0.0592935,0.0637911,0.0693229,0.046388,0.035968,0.0183691,0.0232672,0.0462685,0.0161607,0,0,0,0,0,0,0,0,0,0,0
109,0.0312342,0.0516123,0,0,0,0,0,0.0442081,0,0.0273784,0.0539734,0,0,0.0113329,0,0,0.0328805,0.0246475,0.0327519,0.0219783,0.0466816,0.0283864,0.0256068,0.0233433,0.0265373,0.0323851,0.0199693,0.0426386,0.0458152,0.036851,0.0352983,0.013478,0.0495048,0.00815476,0.0166279,0.0322821,0,0.0184231,0.0596195,0.0209701,0,0,0.0114178,0,0,0.0340142,0.0527806,0.0564908,0.0330137,0,0.0355134,0.0206422,0.0422367,0.0292012,0.0607122,0.0624478,0.0601547,0.0642806,0.0694602,0.0422775,0.0360329,0.0183503,0.023224,0.0462602,0.0160657,0,0,0,0,0,0,0,0,0,0,0
110,0.0313755,0.0515501,0,0,0,0,0,0.0442601,0,0.0275669,0.0544342,0,0,0.0112669,0,0,0.0327438,0.0249297,0.0328128,0.0219327,0.0467324,0.0281803,0.0253128,0.0231622,0.0260905,0.0322898,0.0201135,0.0424614,0.0457018,0.0367413,0.0355479,0.0130614,0.0496392,0.00814088,0.016565,0.033841,0,0.0174917,0.0597105,0.0210729,0,0,0.0114475,0,0,0.0339623,0.052183,0.0561244,0.0332839,0,0.0357595,0.0207021,0.0415916,0.0298804,0.0603564,0.0631061,0.060991,0.0647058,0.0693635,0.0375797,0.0360664,0.0183037,0.0231591,0.0462143,0.015932,0,0,0,0,0,0,0,0,0,0,0
111,0.0314789,0.051507,0,0,0,0,0,0.0446383,0,0.0277316,0.054816,0,0,0.0112147,0,0,0.0326712,0.0252696,0.0331337,0.0218511,0.0468007,0.0278908,0.0250948,0.0231341,0.0256336,0.0322339,0.0203705,0.0422782,0.045595,0.0366445,0.0358543,0.0130487,0.0498298,0.00812711,0.0164723,0.0358845,0,0.0167609,0.059821,0.021165,0,0,0.0115358,0,0,0.0338822,0.0516236,0.0561966,0.0334785,0,0.0359164,0.0207251,0.0407605,0.0306042,0.0599785,0.0637842,0.0618312,0.0650937,0.0692926,0.0325969,0.036104,0.0181843,0.0230947,0.0461656,0.0157993,0,0,0,0,0,0,0,0,0,0,0
112,0.0315539,0.0514832,0,0,0,0,0,0.0453857,0,0.0278922,0.0548883,0,0,0.0111866,0,0,0.0326047,0.025628,0.0333668,0.0217579,0.0468146,0.027638,0.0249944,0.0231431,0.0254301,0.0321276,0.0206619,0.0419723,0.0455631,0.0366815,0.0359552,0.0131432,0.049999,0.008157,0.016414,0.0384328,0,0.0162261,0.0600447,0.0212283,0,0,0.0117706,0,0,0.0338357,0.0511302,0.0560252,0.0337254,0,0.0359647,0.0207518,0.0399513,0.0311271,0.0595247,0.0642072,0.0624964,0.0653117,0.0691441,0.0275798,0.0361838,0.0180103,0.0229834,0.0461471,0.0157149,0,0,0,0,0,0,0,0,0,0,0
113,0.0316453,0.051452,0,0,0,0,0,0.046209,0,0.0281135,0.0549424,0,0,0.0111406,0,0,0.032538,0.0260783,0.0335868,0.0216039,0.0467599,0.0273327,0.0248515,0.0231957,0.0253622,0.0320199,0.020952,0.0418526,0.045518,0.036743,0.0359508,0.0133195,0.0502027,0.0081794,0.0163259,0.0410715,0,0.0157518,0.0603469,0.0212787,0,0,0.0119378,0,0,0.0339061,0.0506293,0.0552941,0.0340311,0,0.0359559,0.0207331,0.039241,0.0316571,0.0591959,0.0645269,0.0630464,0.0655388,0.0688456,0.0226419,0.0362963,0.0179028,0.0229295,0.0461413,0.0156014,0,0,0,0,0,0,0,0,0,0,0
114,0.031792,0.0514341,0,0,0,0,0,0.0468,0,0.0283484,0.0551105,0,0,0.0110847,0,0,0.0324922,0.0265987,0.0335109,0.0213744,0.0468282,0.0270076,0.024669,0.0233471,0.0247939,0.0319791,0.0212529,0.041832,0.0454817,0.0366114,0.0360178,0.0133161,0.0504192,0.00820846,0.0162331,0.0444157,0,0.0152944,0.0606659,0.021318,0,0,0.011967,0,0,0.0339587,0.0500946,0.0544948,0.0343882,0,0.0359174,0.0206765,0.0385776,0.0320879,0.0590379,0.0647125,0.0634759,0.0657961,0.0686306,0.0185543,0.0364214,0.0178222,0.0229311,0.0461447,0.0155036,0,0,0,0,0,0,0,0,0,0,0
115,0.0319579,0.0514191,0,0,0,0,0,0.0473062,0,0.0283851,0.0552499,0,0,0.0110423,0,0,0.0324917,0.0271773,0.0333416,0.0211815,0.0468873,0.0266775,0.0244969,0.0235449,0.0236236,0.0319856,0.0215574,0.0418461,0.0454439,0.0364673,0.0361419,0.0131465,0.0505843,0.00823293,0.0161957,0.0483553,0,0.0147694,0.0611761,0.0213541,0,0,0.0119353,0,0,0.0338683,0.0495604,0.0536828,0.0347091,0,0.0357684,0.0206217,0.037995,0.0324154,0.0590316,0.0648854,0.0638314,0.0659265,0.068467,0.0159802,0.0365132,0.0177731,0.0228384,0.0461392,0.0154339,0,0,0,0,0,0,0,0,0,0,0
