Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,IMUL_R,IMUL_M,IMUR_M,
124,0.0365314,0.0465874,0,0,0,0.0445481,0,0.0241274,0.0561906,0,0,0.0154923,0,0,0.0353027,0.0188781,0.0367635,0.0214207,0.0430154,0.0298857,0.0360535,0.0221542,0.0281447,0.0267648,0.016654,0.045211,0.048053,0.039729,0.0372506,0.0130251,0.0436125,0.00823017,0.0229777,0.0300704,0,0.0229546,0.0523514,0.0162987,0,0,0.0125269,0,0,0.0319216,0.0592468,0.0606827,0.0332324,0,0.0360531,0.0162,0.0397532,0.0220444,0.0546048,0.0554188,0.0583721,0.0545599,0.0596679,0.0657202,0.0507684,0.0386131,0.0150017,0.0185891,0.0433244,0.0269324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.0365784,0.0465243,0,0,0,0.0447108,0,0.0244664,0.056597,0,0,0.0154269,0,0,0.0351218,0.0187002,0.0363778,0.0215434,0.0430904,0.0297602,0.0356935,0.0222062,0.0278616,0.0266752,0.0167409,0.0451514,0.0480123,0.0397286,0.0369727,0.0127884,0.0438738,0.00815834,0.0227848,0.0302986,0,0.0224382,0.0522099,0.0163254,0,0,0.0125519,0,0,0.0318831,0.0591331,0.0603988,0.0333288,0,0.0361475,0.0162045,0.0393496,0.0221307,0.0546046,0.055001,0.0587125,0.0550735,0.0599297,0.0658281,0.0493214,0.0386141,0.0150161,0.0185967,0.0433375,0.0267095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.0365983,0.0464572,0,0,0,0.0448596,0,0.0249902,0.0570075,0,0,0.0153129,0,0,0.0348637,0.0186408,0.0358443,0.0216175,0.0432604,0.0296486,0.0354024,0.0222316,0.0276292,0.026593,0.0167292,0.0451002,0.0479254,0.0397086,0.036753,0.0126868,0.0441001,0.00809712,0.022596,0.0303997,0,0.0219527,0.0521075,0.0163834,0,0,0.0125767,0,0,0.0319377,0.0589859,0.0600489,0.033483,0,0.0363332,0.0162232,0.0389905,0.0222528,0.0545846,0.0546511,0.059051,0.0557832,0.0603344,0.065962,0.0477814,0.0386087,0.015096,0.0186489,0.0433182,0.0264375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.0365809,0.0463681,0,0,0,0.0454718,0,0.025232,0.0574738,0,0,0.0151657,0,0,0.0347092,0.0186344,0.0355574,0.0217225,0.0434779,0.0295558,0.0351306,0.0220603,0.0274196,0.0266175,0.016711,0.0450455,0.0478568,0.0396508,0.0366739,0.0124434,0.0442563,0.00807961,0.0224168,0.030705,0,0.0214839,0.0519647,0.0164505,0,0,0.0125248,0,0,0.0321123,0.058854,0.0598325,0.0336102,0,0.0366608,0.0162679,0.0386103,0.0223923,0.0545909,0.0543548,0.0595087,0.0566101,0.0609969,0.0661828,0.045911,0.0385631,0.0151283,0.0187607,0.0433346,0.0261163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.0365794,0.0463351,0,0,0,0.0462408,0,0.025291,0.0579438,0,0,0.015018,0,0,0.0346469,0.0186635,0.0351994,0.0218937,0.0435984,0.0294714,0.0348161,0.0218874,0.0270216,0.0266564,0.0166779,0.0449584,0.0477394,0.0395256,0.0365846,0.0120556,0.0444332,0.00807426,0.0222809,0.0315027,0,0.0210028,0.0518148,0.0165396,0,0,0.0125116,0,0,0.0322571,0.0586148,0.0598065,0.0337262,0,0.0369386,0.0163521,0.0381065,0.0226398,0.0546387,0.0539945,0.0600958,0.0575031,0.0618101,0.0665294,0.0436176,0.0385643,0.0150159,0.0188795,0.0434709,0.0257931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.0366554,0.0463558,0,0,0,0.0463999,0,0.0253448,0.0582238,0,0,0.014779,0,0,0.0346223,0.018712,0.0353388,0.0219627,0.0436282,0.0295598,0.0343784,0.0217722,0.0267177,0.0266034,0.0166311,0.0447983,0.0476144,0.0393906,0.0365261,0.0118903,0.0446071,0.00805582,0.0222553,0.0326667,0,0.0206415,0.0518094,0.0166299,0,0,0.0120784,0,0,0.0323292,0.0582172,0.0596996,0.0337919,0,0.037202,0.0161257,0.0374424,0.0228967,0.0545088,0.0534484,0.0606232,0.0584171,0.0624303,0.0668524,0.041256,0.0386153,0.0150365,0.0190643,0.0436193,0.0255783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.0366973,0.0463721,0,0,0,0.0465742,0,0.0255715,0.0585445,0,0,0.0146216,0,0,0.0344912,0.0187612,0.0356163,0.0219586,0.0437209,0.0294729,0.0339912,0.0216951,0.0262591,0.026526,0.0166122,0.0447188,0.0474975,0.0393373,0.0365661,0.0119016,0.0447697,0.00802142,0.0221267,0.0338628,0,0.020082,0.0517702,0.0167148,0,0,0.0119106,0,0,0.0321706,0.0577285,0.0593481,0.0338444,0,0.037374,0.0161882,0.0367969,0.0232558,0.0542073,0.0530482,0.0610488,0.059285,0.0628041,0.0671254,0.0383427,0.0385757,0.0150195,0.0190632,0.0436574,0.0253146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0.0367308,0.0463462,0,0,0,0.0468229,0,0.0257784,0.0589066,0,0,0.0144879,0,0,0.0342995,0.0188198,0.0358227,0.0218814,0.0438612,0.0292733,0.0336243,0.0215873,0.0257227,0.0265173,0.0166633,0.0446537,0.0474068,0.0393107,0.0366299,0.012127,0.0450103,0.00796962,0.0219481,0.0350981,0,0.0192387,0.0517468,0.0167813,0,0,0.0120249,0,0,0.032224,0.0570558,0.0590004,0.03387,0,0.0375303,0.0162771,0.0361965,0.0237237,0.053971,0.0525698,0.0614015,0.0599062,0.0632544,0.0673481,0.0348772,0.0385527,0.0150222,0.0190673,0.0436871,0.0250861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.0366349,0.0463352,0,0,0,0.0471359,0,0.0259733,0.0594526,0,0,0.0150722,0,0,0.0337606,0.0189572,0.0358827,0.021654,0.0439779,0.028715,0.0340436,0.021375,0.0256675,0.0265499,0.0170331,0.0445969,0.0473611,0.0392018,0.0364371,0.0123899,0.0451127,0.00799492,0.0210363,0.0367722,0,0.0183591,0.0517983,0.0168772,0,0,0.0126896,0,0,0.0320503,0.056184,0.0587945,0.0337357,0,0.0374967,0.0169352,0.035751,0.0241203,0.0538467,0.0523352,0.0618969,0.0606847,0.0637218,0.0672992,0.0309087,0.0384004,0.0148372,0.0188425,0.0436467,0.0247503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.0367007,0.0462962,0,0,0,0.0470351,0,0.0261277,0.0594647,0,0,0.0148787,0,0,0.0336126,0.0191392,0.0360739,0.0214513,0.0440061,0.0286544,0.0337031,0.021442,0.0255857,0.0265563,0.0172756,0.0445592,0.0473069,0.0390816,0.0363489,0.0125958,0.0453457,0.00787851,0.0208723,0.0392397,0,0.0178081,0.0521264,0.0169003,0,0,0.0126429,0,0,0.0320147,0.0559975,0.0586928,0.033765,0,0.0375468,0.0168818,0.0349342,0.024612,0.0537908,0.0519775,0.062455,0.061355,0.063969,0.067155,0.0270396,0.0384724,0.0148929,0.0188286,0.0436543,0.024585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.0367599,0.0462454,0,0,0,0.0467559,0,0.0262967,0.0595731,0,0,0.0146782,0,0,0.0335317,0.0195896,0.0363552,0.021194,0.0440886,0.0282719,0.033365,0.0215372,0.0251102,0.0266116,0.017586,0.0444597,0.0471148,0.0388348,0.0363343,0.0126928,0.0455059,0.00776892,0.0207291,0.0421928,0,0.0172398,0.0525991,0.0169296,0,0,0.0126118,0,0,0.0320129,0.0555278,0.0582705,0.0337202,0,0.0375134,0.016872,0.0340729,0.0252935,0.0538103,0.0516641,0.0629294,0.0620024,0.0642146,0.0670296,0.0231185,0.0384969,0.0149477,0.0188333,0.0436403,0.0243429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.0368093,0.0462251,0,0,0,0.046589,0,0.0265988,0.0594639,0,0,0.0144683,0,0,0.0334754,0.0202673,0.0361375,0.0209232,0.0442637,0.0278117,0.0331013,0.0215928,0.0247121,0.0266583,0.0178772,0.0443018,0.0469142,0.0385723,0.0361032,0.0126536,0.0456386,0.00772965,0.0206442,0.045648,0,0.0168905,0.0532532,0.0169269,0,0,0.0125176,0,0,0.0320467,0.05488,0.0576072,0.0336555,0,0.0373758,0.0168797,0.033266,0.0259757,0.0537574,0.0513549,0.0631901,0.0625627,0.064535,0.066811,0.019494,0.0384763,0.0149685,0.0188817,0.0436314,0.0241028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.0368637,0.0462453,0,0,0,0.0463441,0,0.0269937,0.0593112,0,0,0.0142662,0,0,0.0334276,0.0211234,0.0359952,0.0204667,0.0444523,0.0273744,0.0327646,0.0216617,0.0247817,0.0266124,0.0183971,0.0442093,0.0467585,0.0382832,0.0358573,0.0127092,0.0457641,0.00771505,0.0205418,0.0494188,0,0.0166248,0.0540528,0.0169781,0,0,0.0124061,0,0,0.0320752,0.054247,0.056718,0.0337182,0,0.0372316,0.016921,0.0325807,0.0266063,0.0536245,0.0512453,0.0634993,0.0631449,0.0647885,0.0667005,0.0164923,0.0383738,0.0149488,0.0189813,0.0436504,0.0238675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.0369355,0.0462898,0,0,0,0.0460919,0,0.0271337,0.0589613,0,0,0.0141475,0,0,0.0334037,0.0219997,0.0361746,0.020001,0.0445936,0.0271451,0.0324115,0.0219379,0.0247808,0.0264475,0.0190309,0.0440736,0.046689,0.0381457,0.0357971,0.0127873,0.0458874,0.00766703,0.0204645,0.0534316,0,0.0163292,0.055023,0.0170077,0,0,0.0122616,0,0,0.0321076,0.0537209,0.0558452,0.0339267,0,0.0370922,0.0169558,0.0319605,0.0270706,0.0533446,0.0511812,0.0637817,0.06373,0.0649734,0.0666026,0.0150245,0.0383285,0.0149372,0.0190497,0.0436971,0.0236575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.0370147,0.046325,0,0,0,0.0461191,0,0.0273683,0.0586235,0,0,0.0140709,0,0,0.0333868,0.022897,0.0361939,0.0195469,0.0447058,0.0269257,0.0321625,0.022272,0.0248214,0.0261051,0.0196241,0.0440495,0.0467574,0.0382857,0.0359726,0.0127428,0.0459881,0.0076193,0.0204009,0.0573905,0,0.0160856,0.0560869,0.0169915,0,0,0.0122721,0,0,0.0320976,0.0532343,0.0552562,0.0342545,0,0.0369162,0.0169633,0.0315886,0.0272098,0.0530212,0.0513189,0.064021,0.0643107,0.0651376,0.066561,0.015536,0.0383321,0.014936,0.0190892,0.0437775,0.0234573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0.0371106,0.0463032,0,0,0,0.0469914,0,0.0277613,0.0583925,0,0,0.013824,0,0,0.033485,0.0241606,0.0358855,0.0187363,0.0446791,0.0262571,0.0317237,0.0226473,0.024634,0.0260527,0.0205495,0.0441207,0.0467277,0.0384966,0.0361817,0.0126186,0.0461047,0.00758424,0.0205514,0.0607441,0,0.0160073,0.0576254,0.0170123,0,0,0.0126369,0,0,0.0320687,0.0522711,0.0535301,0.0350049,0,0.0368978,0.017259,0.0316955,0.0268179,0.0527698,0.05199,0.064281,0.0647673,0.0653144,0.0665773,0.016893,0.0382081,0.0149875,0.0190851,0.0438103,0.0231549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.0370939,0.0463552,0,0,0,0.0476171,0,0.0279825,0.0578977,0,0,0.0139498,0,0,0.0335293,0.0248481,0.0357012,0.0183234,0.044342,0.0262197,0.0319679,0.0230227,0.0245786,0.0258877,0.0210665,0.0443909,0.0468498,0.038572,0.0360917,0.0124862,0.0459255,0.00758913,0.0206747,0.0610784,0,0.0144995,0.0581244,0.0168991,0,0,0.0128191,0,0,0.0321095,0.0527441,0.0495263,0.0348562,0.0257921,0.0367445,0.0171044,0.0319148,0.0235796,0.0507566,0.0520181,0.065993,0.0664651,0.0668807,0.067994,0.0159695,0.0383179,0.0149128,0.0189746,0.0439166,0.0232234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.0372675,0.04633,0,0,0,0.0487994,0,0.0283302,0.0574714,0,0,0.0139399,0,0,0.033331,0.026311,0.0358011,0.0178073,0.0439093,0.0255302,0.0317779,0.0238205,0.0244702,0.0259165,0.0221069,0.0445114,0.046886,0.0385423,0.0358965,0.012643,0.0460959,0.00753832,0.0203227,0.0666581,0,0.0166376,0.0600099,0.0169143,0,0,0.0124892,0,0,0.0322789,0.0512468,0.0502375,0.0364964,0,0.0367818,0.0169998,0.031681,0.0254489,0.0519777,0.0532578,0.0648735,0.0654371,0.0656535,0.0666828,0.0210759,0.0383631,0.0149786,0.0191536,0.0439758,0.0228667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0.0372352,0.0463439,0,0,0,0.0496696,0,0.0284412,0.0570287,0,0,0.014079,0,0,0.033507,0.027051,0.0358549,0.0174346,0.0433981,0.0254385,0.0321759,0.0241918,0.0243592,0.0256792,0.0227489,0.0446954,0.0471424,0.0386696,0.0361532,0.0128874,0.0458882,0.00755431,0.020546,0.0666449,0,0.0157892,0.0603843,0.0167437,0,0,0.012609,0,0,0.0324005,0.051827,0.0471357,0.0362127,0.023784,0.0364341,0.0168085,0.0324877,0.0225117,0.0502349,0.0534374,0.066407,0.0668619,0.066977,0.0679553,0.020475,0.0384011,0.0149007,0.0190933,0.0440042,0.0229671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.0373004,0.0464229,0,0,0,0.050629,0,0.0285577,0.0564415,0,0,0.0140732,0,0,0.0334692,0.0282162,0.0357093,0.0171012,0.0430496,0.025295,0.0322703,0.0246841,0.0240356,0.0255135,0.0234532,0.0447108,0.0472952,0.0386566,0.0365142,0.0131124,0.0459267,0.00753545,0.0204626,0.0687997,0,0.0164999,0.0614978,0.0167008,0,0,0.0126019,0,0,0.0323441,0.0514708,0.0459905,0.0369272,0.0229118,0.0362952,0.0167329,0.0334162,0.0220362,0.0503138,0.0541833,0.066587,0.0669961,0.066978,0.0679927,0.0226789,0.0385553,0.0148023,0.0189798,0.0441248,0.0229005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0.0373464,0.0465101,0,0,0,0.0514671,0,0.0287251,0.0557571,0,0,0.0140978,0,0,0.0333973,0.0293929,0.0356349,0.0169236,0.0427423,0.0251894,0.0323618,0.0252636,0.0235543,0.0253772,0.0240473,0.0443835,0.0473605,0.0386609,0.036712,0.0134322,0.0459393,0.00756925,0.0204072,0.070551,0,0.0172042,0.0625138,0.0166926,0,0,0.0125283,0,0,0.0323099,0.0510807,0.0451016,0.0376165,0.0222957,0.0361783,0.016665,0.0341181,0.021492,0.0504442,0.0550455,0.0668436,0.0671158,0.067055,0.0681073,0.0243307,0.0387103,0.0147091,0.0188245,0.0442835,0.0229085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.0373757,0.0465521,0,0,0,0.0523141,0,0.0287813,0.0551005,0,0,0.0141557,0,0,0.0334216,0.0304617,0.0354866,0.0167063,0.0424249,0.0250234,0.0325075,0.0257727,0.0228484,0.0253259,0.0245101,0.0441319,0.0473942,0.0385556,0.0367462,0.0137492,0.045907,0.00770764,0.0204236,0.0718061,0,0.0181341,0.063331,0.0166655,0,0,0.0126576,0,0,0.0322949,0.0507464,0.0446889,0.0382234,0.0220154,0.0360331,0.0166316,0.0345876,0.0209327,0.0505297,0.0554276,0.0670886,0.0672181,0.0671567,0.0682552,0.0253714,0.038767,0.0146217,0.0186957,0.0444129,0.0229011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.0373955,0.0466109,0,0,0,0.0531054,0,0.0290547,0.0544922,0,0,0.0142333,0,0,0.0335172,0.0314293,0.0355099,0.0163866,0.0421648,0.0248902,0.032651,0.0261657,0.0228033,0.025313,0.0248284,0.0445579,0.047428,0.0382912,0.036835,0.0141108,0.0458386,0.00776677,0.0204821,0.07255,0,0.0194836,0.0639915,0.0166023,0,0,0.0128516,0,0,0.0322879,0.0504678,0.0441598,0.0387561,0.0218716,0.0358876,0.0166441,0.0349608,0.0204561,0.0507594,0.0555452,0.0672257,0.0672591,0.0672109,0.0683284,0.0257724,0.0387187,0.0145989,0.0186769,0.0445053,0.0228812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0.0374036,0.0466699,0,0,0,0.0538665,0,0.0291506,0.0539915,0,0,0.014304,0,0,0.0335854,0.0321857,0.0356595,0.0161446,0.041961,0.0249036,0.0327416,0.0264336,0.0231847,0.0253662,0.0251336,0.0449148,0.0473853,0.0381774,0.0369801,0.0144714,0.0457523,0.00776894,0.020486,0.0729906,0,0.0205374,0.0646396,0.0165741,0,0,0.01299,0,0,0.0322632,0.0502505,0.0436933,0.0388547,0.0220562,0.0358273,0.0167586,0.0351201,0.0201567,0.0510157,0.0554688,0.0672475,0.0672053,0.0672519,0.0683512,0.0258174,0.038625,0.0145833,0.0186881,0.0446275,0.0228531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0.0373975,0.04671,0,0,0,0.0541387,0,0.0290232,0.0534744,0,0,0.014328,0,0,0.0335645,0.032664,0.0358636,0.0161149,0.0418386,0.0249992,0.0328126,0.0265648,0.0233006,0.0253564,0.0252283,0.0449179,0.0472783,0.0384232,0.0371348,0.0147464,0.0457085,0.00776799,0.0204624,0.073196,0,0.0211419,0.0651598,0.0165802,0,0,0.0130103,0,0,0.032287,0.0501182,0.0432497,0.0389351,0.0221802,0.0358206,0.0169436,0.0350749,0.0201235,0.0510278,0.0552221,0.0672192,0.0671256,0.067237,0.0683193,0.025893,0.0385788,0.0145747,0.0187299,0.0447557,0.0228188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.0373559,0.0467535,0,0,0,0.0542648,0,0.0290364,0.053249,0,0,0.0143329,0,0,0.0335384,0.033047,0.0358645,0.0160025,0.0417208,0.0250386,0.0328907,0.026631,0.0233545,0.0253369,0.0252448,0.0446893,0.0472485,0.0385933,0.0370635,0.0149652,0.0457638,0.00783276,0.0203242,0.0729219,0,0.0213276,0.0655953,0.0165938,0,0,0.0127881,0,0,0.0321882,0.0498874,0.0422178,0.0391506,0.0221735,0.0358022,0.0172037,0.0348973,0.0201399,0.051086,0.0549487,0.0671334,0.0669769,0.0670887,0.068185,0.0258061,0.038522,0.0145834,0.0187662,0.0448676,0.0227801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.0373158,0.0468046,0,0,0,0.0544548,0,0.0289054,0.0530695,0,0,0.0142278,0,0,0.0335934,0.0332808,0.0359797,0.0160237,0.0416184,0.0251225,0.032751,0.02658,0.0233578,0.0253997,0.0250947,0.0445452,0.0471667,0.0384418,0.036947,0.0151527,0.0458683,0.00782929,0.0203342,0.072228,0,0.0210632,0.0658287,0.0166451,0,0,0.0125831,0,0,0.0322809,0.0495987,0.0407435,0.0393011,0.0219303,0.0358884,0.0173828,0.0346856,0.0201006,0.051393,0.0546855,0.0669616,0.0667547,0.0668418,0.0679268,0.0254578,0.038444,0.0147075,0.018951,0.0449447,0.022765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.0372448,0.0468308,0,0,0,0.0544286,0,0.0287849,0.0529574,0,0,0.0141732,0,0,0.0336162,0.0333667,0.0360987,0.0160601,0.0415338,0.0252166,0.0326507,0.0263154,0.0233613,0.0254968,0.0247842,0.0443799,0.0469729,0.0382357,0.0365872,0.0152699,0.0459093,0.00782284,0.0203216,0.0711796,0,0.0205503,0.0657809,0.0167162,0,0,0.0125592,0,0,0.0323381,0.0494677,0.0394318,0.0391741,0.0214385,0.0360514,0.0177012,0.034442,0.0199983,0.0523539,0.0543904,0.066734,0.066622,0.0665536,0.0676517,0.0250179,0.0383213,0.01486,0.0191734,0.0450365,0.0227367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.0371376,0.0468486,0,0,0,0.0542776,0,0.028738,0.0530729,0,0,0.0141456,0,0,0.033661,0.0333363,0.0362447,0.0160159,0.0414478,0.025321,0.0325716,0.0260293,0.0232185,0.0255194,0.0244439,0.044181,0.0466214,0.037976,0.0362362,0.015432,0.0458597,0.00782327,0.0203176,0.070168,0,0.0199132,0.0655195,0.016779,0,0,0.0123198,0,0,0.0322431,0.0495726,0.0387554,0.0388387,0.0211149,0.0362804,0.0181344,0.03397,0.0201448,0.0526328,0.0539568,0.066466,0.0664636,0.0662399,0.0673395,0.0246475,0.0380963,0.0149993,0.0194285,0.0450783,0.0226898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.0369932,0.0469011,0,0,0,0.0540303,0,0.0287131,0.0532943,0,0,0.0141414,0,0,0.0337135,0.0332307,0.0364369,0.0159531,0.041422,0.0254845,0.0325225,0.0257179,0.02297,0.0255416,0.024073,0.0438553,0.0460001,0.0377267,0.0359358,0.0156058,0.0458085,0.00780369,0.0203506,0.068995,0,0.0193505,0.0650402,0.0168563,0,0,0.0122506,0,0,0.0322696,0.0495624,0.0386039,0.0383745,0.0208796,0.0364939,0.0186604,0.0332743,0.0204378,0.0523474,0.053194,0.06614,0.0661696,0.0660999,0.0672149,0.0241612,0.0378502,0.0151739,0.0197428,0.0451281,0.0226542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0.036851,0.047002,0,0,0,0.0537502,0,0.0286435,0.0535177,0,0,0.014104,0,0,0.0337423,0.0331128,0.0366062,0.0159446,0.0416371,0.0256748,0.032424,0.025335,0.0229028,0.025616,0.0236166,0.0435185,0.0451764,0.0374175,0.0355727,0.0158001,0.045788,0.00778452,0.0203792,0.0677975,0,0.018801,0.0647252,0.0170096,0,0,0.0121856,0,0,0.0324605,0.0496478,0.037998,0.038043,0.0207469,0.0367202,0.019253,0.0323189,0.0209107,0.051949,0.0521042,0.0656307,0.0657217,0.0661083,0.0671825,0.0231128,0.0375589,0.0153599,0.0200847,0.0452444,0.0226296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0.0367812,0.0471468,0,0,0,0.0534674,0,0.0286859,0.0537633,0,0,0.0139984,0,0,0.0337563,0.0330097,0.0368697,0.0159888,0.0420298,0.0257854,0.0323015,0.0249753,0.023115,0.0257167,0.023211,0.0431614,0.044652,0.0370438,0.0351541,0.0160863,0.0458282,0.00780394,0.0202859,0.0663434,0,0.0181929,0.0645181,0.0172776,0,0,0.012105,0,0,0.0326088,0.0489812,0.0367259,0.037874,0.0206691,0.0370327,0.0199006,0.0312946,0.0211918,0.0514003,0.0512136,0.0652628,0.0654445,0.0661703,0.0672245,0.0214322,0.0372124,0.0155783,0.0203652,0.0454068,0.0226903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0.0367392,0.0472273,0,0,0,0.0532677,0,0.0285671,0.053881,0,0,0.0138362,0,0,0.0337024,0.0329714,0.0371594,0.0160951,0.0425188,0.0259097,0.0321245,0.0247161,0.0235013,0.0259597,0.0230435,0.0427245,0.0445057,0.0366341,0.0347186,0.0162545,0.0459612,0.00781365,0.0200526,0.06514,0,0.0175046,0.0646283,0.0175729,0,0,0.0118126,0,0,0.032652,0.0484991,0.0356214,0.0378392,0.0206019,0.0374653,0.0205954,0.0305281,0.0212522,0.0507177,0.0504354,0.0653295,0.0656576,0.066003,0.0671244,0.0197559,0.037016,0.0157867,0.0205695,0.0455461,0.0229674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.0365698,0.0471458,0,0,0,0.0530043,0,0.0281935,0.0537197,0,0,0.0137706,0,0,0.0334737,0.0330331,0.0377694,0.0162389,0.0427934,0.0260331,0.0320543,0.0245889,0.0240833,0.0262072,0.0229435,0.0423237,0.0445018,0.0362654,0.0343409,0.0162802,0.0461444,0.0077639,0.0195858,0.0643118,0,0.0169048,0.0648605,0.0179077,0,0,0.0119931,0,0,0.0327597,0.0487194,0.0358016,0.0377173,0.020268,0.0379345,0.0215673,0.0300949,0.0213246,0.0499047,0.0497635,0.0655322,0.0661515,0.0653609,0.0665149,0.0188541,0.0368771,0.0156547,0.0207185,0.0454689,0.0233652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.036266,0.0469824,0,0,0,0.0516637,0,0.028485,0.0533938,0,0,0.0135622,0,0,0.0333384,0.032922,0.0383597,0.0163101,0.042972,0.0263488,0.0317465,0.0243413,0.0246741,0.0266528,0.022524,0.0419225,0.0443972,0.0359751,0.0338015,0.0161613,0.0463798,0.0077265,0.0193215,0.0630108,0,0.0168175,0.0649136,0.0182836,0,0,0.0119172,0,0,0.0329117,0.0496124,0.0367446,0.0372248,0.0198062,0.038211,0.0221202,0.0300143,0.0213146,0.0492717,0.0493148,0.065553,0.0665181,0.0645533,0.0656179,0.0178899,0.0368609,0.0158299,0.0209146,0.0452621,0.0236902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.0359613,0.0468049,0,0,0,0.0502574,0,0.0284593,0.0531646,0,0,0.0134297,0,0,0.033247,0.0325632,0.0390925,0.016245,0.0429176,0.0265756,0.0314925,0.0238163,0.0251835,0.027085,0.0219422,0.0417733,0.0443446,0.035704,0.0333461,0.0165909,0.0464767,0.00767348,0.0191325,0.0615868,0,0.016992,0.0643541,0.0185961,0,0,0.0118862,0,0,0.0330375,0.0503528,0.0380692,0.0363154,0.019484,0.038028,0.0225572,0.0300178,0.0213961,0.0491087,0.0490088,0.0651924,0.066466,0.0638285,0.0647042,0.0168685,0.0367049,0.0159596,0.0211272,0.0450185,0.0240026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0.0357477,0.0466931,0,0,0,0.0492231,0,0.0279189,0.0530444,0,0,0.0133899,0,0,0.0332851,0.0321979,0.0399696,0.0160978,0.0429533,0.0265068,0.0313765,0.0230027,0.0255208,0.0274692,0.0213483,0.0417145,0.0443293,0.0356316,0.0329765,0.0172892,0.0464498,0.0076494,0.0190491,0.0600877,0,0.0171079,0.0634356,0.0187444,0,0,0.011887,0,0,0.0331004,0.0506956,0.0395494,0.0356177,0.0194702,0.0374386,0.0228352,0.0300542,0.0213615,0.0492594,0.0486478,0.06471,0.0660344,0.0635294,0.0642873,0.0158986,0.0364248,0.0159749,0.0212887,0.0448513,0.024248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.0356524,0.0466115,0,0,0,0.0482559,0,0.0273079,0.0528712,0,0,0.0134075,0,0,0.0333769,0.032002,0.0405772,0.0159119,0.0432635,0.0263339,0.0314338,0.0218693,0.0258569,0.0277509,0.0206876,0.0417414,0.0444676,0.0357052,0.0325872,0.0181478,0.0463476,0.00762653,0.0190904,0.0587805,0,0.0170179,0.0626027,0.0187708,0,0,0.0117756,0,0,0.0331074,0.0507176,0.0410823,0.0351524,0.0197958,0.0366798,0.022987,0.0299793,0.0210582,0.049561,0.0482508,0.0642418,0.0654079,0.0635608,0.0643139,0.0155012,0.0361604,0.0159239,0.0213571,0.0447718,0.0242959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
