Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,IMUL_R,IMUL_M,IMUR_M,
48,0.0369608,0.046404,0,0,0,0.0163489,0,0.0308717,0.0511388,0,0,0.0106642,0,0,0.0325628,0.0375395,0.0478437,0.0226739,0.0582389,0.022092,0.0322396,0.0134936,0.0248775,0,0.0269877,0.0442207,0.0458082,0.0376097,0.0332541,0.0562697,0.049196,0.00819091,0.0166681,0.0516597,0,0.0150754,0.0652306,0.0178707,0,0,0.0126842,0,0,0.0315015,0.0455633,0.0481591,0.0375505,0.0232638,0.031607,0.0206563,0.0300712,0.0191524,0,0.0489911,0.0613189,0.0602611,0.0612313,0.0616248,0.0163285,0.0396285,0.0156651,0.01863,0.0438179,0.0249665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.036958,0.046435,0,0,0,0.0167827,0,0.0309278,0.0509667,0,0,0.0106731,0,0,0.0325608,0.037732,0.0478986,0.0223595,0.0582084,0.0223323,0.032223,0.0136983,0.0254937,0,0.0261544,0.0440599,0.0457012,0.0374253,0.0333042,0.0571226,0.0490945,0.00814464,0.0166825,0.0523499,0,0.0151945,0.0656477,0.0178771,0,0,0.0127689,0,0,0.0314266,0.0457903,0.0480644,0.0373881,0.0231319,0.0314868,0.0207749,0.0301264,0.0191485,0,0.049104,0.0612496,0.0601633,0.0611874,0.061561,0.0164999,0.0394363,0.0157252,0.0187216,0.0438113,0.0248822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0369426,0.0464415,0,0,0,0.0171823,0,0.0308971,0.0508766,0,0,0.010684,0,0,0.0325804,0.0379315,0.0476025,0.0221645,0.0583259,0.0226204,0.0321809,0.0134828,0.0261855,0,0.0256366,0.0438214,0.0456741,0.0372741,0.0333673,0.0569065,0.0489374,0.0081476,0.0167152,0.0528566,0,0.0153207,0.0659838,0.0178759,0,0,0.0128667,0,0,0.031341,0.045816,0.0480338,0.0372344,0.0230377,0.0314387,0.020905,0.0301974,0.0190958,0,0.0493089,0.0611952,0.0600502,0.061177,0.0614827,0.0165953,0.0392624,0.0156671,0.0188178,0.043789,0.0248536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0369317,0.04645,0,0,0,0.0174705,0,0.0308302,0.0507803,0,0,0.0107725,0,0,0.0325989,0.0382446,0.0478387,0.0220429,0.0588191,0.0229871,0.0320672,0.0139879,0.0267849,0,0.0253986,0.0438508,0.0457075,0.0373335,0.0335543,0.0564591,0.048787,0.00819169,0.0166774,0.0531774,0,0.0155017,0.0661175,0.0178573,0,0,0.0129766,0,0,0.031342,0.0458041,0.0480155,0.0371971,0.0230624,0.0314498,0.0210383,0.0301965,0.0191384,0,0.0495985,0.0611355,0.0599455,0.0611113,0.0614271,0.0167198,0.0391343,0.0156565,0.0189181,0.0437704,0.0248648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.0367717,0.0462224,0,0,0,0.0179514,0,0.0298224,0.0498319,0,0,0.0110682,0,0,0.0327263,0.0390083,0.0466152,0.0210615,0.0572419,0.0232851,0.0319228,0.0149837,0.0254443,0.0361583,0.0254081,0.0446733,0.0467631,0.0381978,0.0343769,0.0565676,0.048494,0.00809112,0.0168616,0.05381,0,0.0153779,0.0654817,0.0184053,0,0,0.0126626,0,0,0.0317042,0.0462261,0.0476973,0.0371314,0.0229972,0.032127,0.0218039,0.0302743,0.0186649,0,0.0496803,0.0614036,0.0602059,0.0612499,0.0616525,0.0170081,0.0383065,0.0163553,0.0196792,0.0432939,0.0254912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.0368058,0.0461932,0,0,0,0.0181549,0,0.0293407,0.0497241,0,0,0.0111203,0,0,0.0327101,0.0392392,0.0460587,0.0210043,0.0561036,0.0235466,0.0318823,0.0146817,0.0261703,0.0358557,0.0253231,0.0446979,0.046876,0.0381061,0.0343011,0.0559998,0.0484618,0.00805921,0.0168706,0.0540267,0,0.0157286,0.0658089,0.0183814,0,0,0.0127549,0,0,0.0317894,0.0462344,0.0476909,0.0369651,0.0233689,0.0319571,0.0217563,0.030837,0.0184589,0,0.0498487,0.0613203,0.0600998,0.0611311,0.0614364,0.0171275,0.0382383,0.0162764,0.0196891,0.0432323,0.0254343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.036944,0.0461084,0,0,0,0.0186008,0,0.0289175,0.0496003,0,0,0.0106485,0,0,0.0329366,0.0394378,0.0458964,0.0210739,0.0552159,0.0237526,0.0312494,0.0142757,0.0268122,0.0355063,0.0251626,0.0447802,0.0470212,0.0379958,0.0342929,0.055167,0.0485362,0.00791203,0.0173571,0.0544513,0,0.0159576,0.0660653,0.0183881,0,0,0.0122491,0,0,0.0318808,0.0460753,0.0478388,0.0365918,0.0233118,0.0318533,0.0213891,0.0310886,0.018008,0,0.0498911,0.0612112,0.0600074,0.0610183,0.0612691,0.0171011,0.038281,0.0163603,0.0200677,0.0431643,0.0253878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0368487,0.0461145,0,0,0,0.0192202,0,0.0286562,0.0497154,0,0,0.0110694,0,0,0.0325565,0.0393618,0.0455276,0.0211029,0.0550487,0.0237236,0.0317874,0.0142909,0.0271317,0.0351073,0.025098,0.0450075,0.0472576,0.0380827,0.0344366,0.0541738,0.048359,0.00807902,0.016656,0.054925,0,0.0160554,0.0663434,0.018342,0,0,0.012897,0,0,0.031753,0.0460674,0.0479265,0.0362119,0.0232234,0.031419,0.0217118,0.0312291,0.0178338,0,0.0499723,0.0611994,0.0599227,0.0608919,0.0611894,0.0171851,0.0382422,0.0161366,0.0199289,0.0431009,0.0252348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.0370288,0.0460407,0,0,0,0.0196655,0,0.0282711,0.0496984,0,0,0.0105767,0,0,0.032814,0.0393033,0.045004,0.0210905,0.0551197,0.0238407,0.0310607,0.0143028,0.0273611,0.034779,0.0250282,0.0453006,0.0475715,0.038319,0.0347441,0.0525848,0.0484894,0.00800878,0.0171542,0.0547454,0,0.0162475,0.0666071,0.0182248,0,0,0.0120725,0,0,0.0319791,0.0460532,0.048102,0.0361174,0.023334,0.0311672,0.0210431,0.0312663,0.0177751,0,0.0501226,0.0611539,0.0597375,0.0607311,0.061051,0.0171011,0.0383571,0.0164295,0.020315,0.0430214,0.0252146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.0369247,0.0461362,0,0,0,0.0200462,0,0.0279521,0.0497214,0,0,0.0109605,0,0,0.0323468,0.0391912,0.0449467,0.0212433,0.0548838,0.0237975,0.0314593,0.0141396,0.0275809,0.0344147,0.0248393,0.04566,0.0479409,0.0386665,0.0352129,0.0508548,0.0484061,0.007955,0.0165834,0.0544051,0,0.0163912,0.06667,0.0181551,0,0,0.0128691,0,0,0.031841,0.0460135,0.0482953,0.0361933,0.0232928,0.0309604,0.02138,0.0312544,0.0177411,0,0.0502199,0.0610803,0.0596167,0.0606253,0.0609487,0.017281,0.0382501,0.0161974,0.0198927,0.0429582,0.0251041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.0369024,0.0461712,0,0,0,0.0207098,0,0.0275702,0.0497898,0,0,0.0109512,0,0,0.0323442,0.0390189,0.0445769,0.0213657,0.054566,0.02378,0.0312803,0.0137561,0.0278351,0.0341661,0.0246859,0.0460969,0.0482572,0.0388979,0.0355553,0.0489552,0.0484771,0.00795982,0.0165853,0.0542961,0,0.0165674,0.0668961,0.0181212,0,0,0.0128478,0,0,0.0318834,0.0459027,0.0482883,0.0363506,0.0233022,0.0307534,0.0212508,0.0313483,0.0175468,0,0.0503319,0.0609946,0.059472,0.0604883,0.0608066,0.0174322,0.0382496,0.0161894,0.0198093,0.0427522,0.025064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0368791,0.0461602,0,0,0,0.0212953,0,0.02681,0.049966,0,0,0.0108665,0,0,0.0324097,0.0387528,0.0439384,0.0214662,0.0546787,0.0237108,0.031073,0.0138863,0.0281047,0.0339269,0.02457,0.0463806,0.0485073,0.0390999,0.0357595,0.0468367,0.0485476,0.00798302,0.0165736,0.0544001,0,0.0167253,0.0670764,0.0181349,0,0,0.0127725,0,0,0.0319249,0.0455287,0.0482428,0.0362362,0.023283,0.0305857,0.0211321,0.0314582,0.0173408,0,0.0503801,0.0609282,0.0593781,0.0603228,0.0606644,0.0174448,0.0383188,0.0161052,0.0197983,0.042673,0.0250369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0369338,0.0461241,0,0,0,0.0223446,0,0.0260019,0.0502463,0,0,0.0108383,0,0,0.0324349,0.0384303,0.0429301,0.0215798,0.0547464,0.0236891,0.0309088,0.014072,0.0283619,0.0337074,0.0243348,0.0465009,0.0487566,0.039337,0.0360115,0.0445264,0.0485748,0.00804537,0.0165777,0.0546854,0,0.0169072,0.0671906,0.0181519,0,0,0.0127135,0,0,0.0319675,0.0449861,0.0480563,0.0360654,0.0232344,0.0304356,0.0209626,0.0314684,0.0173012,0,0.0503612,0.0608295,0.0593017,0.0601368,0.0605548,0.0172586,0.038422,0.015978,0.0198092,0.0426869,0.0250461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0369838,0.0461289,0,0,0,0.0235087,0,0.0253059,0.0505118,0,0,0.0108488,0,0,0.0324016,0.0382778,0.0421937,0.0216293,0.0544992,0.0236973,0.0307447,0.0141526,0.0285467,0.0334944,0.0241256,0.0466388,0.0489499,0.0394705,0.03633,0.0419742,0.0485244,0.00805465,0.016574,0.0550069,0,0.0170719,0.0672427,0.0181801,0,0,0.012627,0,0,0.0320464,0.0452148,0.0480091,0.0361089,0.0232085,0.0303082,0.0208018,0.0313444,0.0173406,0,0.050329,0.060716,0.0592308,0.060084,0.060479,0.0173338,0.0384993,0.0159618,0.0198009,0.0427453,0.0250275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.036894,0.0460787,0,0,0,0.0245844,0,0.0247959,0.0503364,0,0,0.0110583,0,0,0.0327725,0.0372034,0.0417809,0.0213248,0.0537092,0.0243711,0.0314056,0.0141799,0.028809,0.0329702,0.0233329,0.0468521,0.0493042,0.0397688,0.036191,0.0402753,0.0479596,0.00790812,0.0171537,0.0541116,0,0.0153009,0.0653281,0.0180519,0,0,0.0126377,0,0,0.0321772,0.0480368,0.0457997,0.0334497,0.0200825,0.0297083,0.0203455,0.0309414,0.0145061,0.046748,0.048344,0.06291,0.0618079,0.0623784,0.062653,0.0159603,0.0384227,0.015989,0.0197818,0.0426424,0.0256438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.0368447,0.0461508,0,0,0,0.0260065,0,0.0243344,0.0506269,0,0,0.0111008,0,0,0.0327398,0.0370067,0.0411985,0.0212247,0.0531306,0.0245439,0.0312882,0.0138752,0.0290235,0.0327305,0.0232127,0.0468967,0.0495183,0.0399096,0.0359425,0.0381684,0.0479428,0.0078551,0.0171289,0.0543907,0,0.0153424,0.0650775,0.0180191,0,0,0.0125654,0,0,0.0321935,0.0482684,0.0460966,0.0332565,0.0197408,0.0296116,0.0201593,0.0309981,0.0141728,0.0470946,0.0482425,0.0628283,0.0620059,0.0624705,0.0626917,0.0162599,0.0384683,0.015851,0.0197198,0.0427736,0.0256404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0370568,0.0460808,0,0,0,0.0263684,0,0.0231453,0.050776,0,0,0.011825,0,0,0.0319063,0.0363018,0.0408947,0.0195094,0.0511461,0.0246196,0.0311691,0.014125,0.0275437,0.0316524,0.0240583,0.0472431,0.049971,0.0402007,0.0365587,0.0394669,0.0480263,0.0083914,0.0172444,0.0629564,0,0.0184955,0.0649488,0.0187178,0,0,0.0120218,0,0,0.0323682,0.0473,0.043777,0.0339829,0.0217741,0.0305704,0.0202273,0.0293362,0.0173098,0.0492496,0.0479224,0.0619992,0.061411,0.0607712,0.0616085,0.0249043,0.0385096,0.0157432,0.0196516,0.0428075,0.0255869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.0369593,0.0461386,0,0,0,0.0296408,0,0.0231899,0.0512051,0,0,0.0108896,0,0,0.0333037,0.0366986,0.0401254,0.0207451,0.0519033,0.0246651,0.0310223,0.014456,0.0290979,0.0321951,0.0238471,0.0472444,0.0501482,0.0397032,0.0364917,0.0344192,0.0475978,0.00780159,0.017999,0.054919,0,0.0159257,0.0651522,0.0178022,0,0,0.0120439,0,0,0.0323173,0.0486143,0.0462026,0.0326598,0.0197832,0.0294292,0.0197841,0.0314043,0.0141399,0.048527,0.0484625,0.0625433,0.0618496,0.0622466,0.062536,0.0166462,0.0383292,0.016002,0.0200953,0.0427934,0.0255922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.0371745,0.0462606,0,0,0,0.0312538,0,0.0226244,0.0517642,0,0,0.0117626,0,0,0.0317377,0.0372876,0.0399268,0.0194197,0.0504419,0.0241613,0.030535,0.0153636,0.0277426,0.0315949,0.0255471,0.0473323,0.0503773,0.0400795,0.037059,0.0321517,0.0482425,0.00839276,0.0168016,0.0654541,0,0.0210581,0.0670672,0.0184936,0,0,0.0117446,0,0,0.0324592,0.0447838,0.046261,0.0362052,0.0252852,0.0310567,0.0203056,0.0297859,0.0206834,0,0.0500261,0.0596579,0.0583076,0.0578004,0.0587207,0.0287,0.0385238,0.0157762,0.0198548,0.0431958,0.0247631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.0370907,0.046302,0,0,0,0.0334748,0,0.0223474,0.0521558,0,0,0.0118115,0,0,0.0317867,0.0371464,0.0395727,0.0193319,0.0495917,0.0242187,0.0305548,0.0159646,0.0277937,0.0314765,0.0260472,0.0475271,0.0506287,0.0405897,0.0375186,0.0278507,0.0481501,0.00836788,0.0168185,0.0656111,0,0.0212925,0.0669175,0.0183606,0,0,0.0117154,0,0,0.0325483,0.0450068,0.0463561,0.0361067,0.0252208,0.0310373,0.0202293,0.0299893,0.0204146,0,0.0502964,0.0595161,0.0581696,0.0576623,0.0585451,0.0291426,0.0385032,0.0157652,0.0198971,0.0432688,0.0246332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.0371137,0.0464112,0,0,0,0.0381195,0,0.0236817,0.0532479,0,0,0.0118694,0,0,0.032135,0.0354971,0.0412438,0.0206982,0,0.0250019,0.0315775,0.0146457,0.0327198,0.033886,0.0244631,0.045869,0.0493105,0.038721,0.0361464,0.0195132,0.0477213,0.00834512,0.017383,0.0637462,0,0.0197082,0.0651526,0.0176268,0,0,0.012135,0,0,0.032482,0.0479761,0.0443419,0.0332861,0.0217224,0.0298064,0.0192591,0.0301372,0.0170874,0.050787,0.0485005,0.0614359,0.0605789,0.0601,0.0608665,0.0264853,0.0390671,0.015285,0.0193455,0.043381,0.0246441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.0370628,0.0464818,0,0,0,0.0377792,0,0.0220369,0.053389,0,0,0.0114527,0,0,0.0320255,0.0363826,0.0382232,0.0193095,0.0474339,0.0242318,0.0305265,0.0170264,0.0277922,0.0313989,0.0272756,0.047578,0.0511612,0.0401742,0.038054,0.0203176,0.0480986,0.00822846,0.017264,0.0665546,0,0.021633,0.0666115,0.0180905,0,0,0.0114751,0,0,0.0326052,0.0457513,0.046695,0.0356283,0.0250133,0.0308848,0.0199684,0.030338,0.0197398,0,0.0505159,0.0594574,0.0582265,0.0574972,0.0584521,0.030788,0.0386709,0.0157913,0.0200184,0.0433888,0.0243741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0.0369496,0.0466136,0,0,0,0.0405031,0,0.0219943,0.0539048,0,0,0.011685,0,0,0.0319018,0.0361825,0.038404,0.0194149,0.046351,0.0243084,0.0307497,0.0177294,0.0278187,0.0313792,0.0279961,0.04756,0.0513745,0.0403699,0.0381384,0.0180283,0.0480782,0.00826021,0.0170303,0.0668958,0,0.0217617,0.0664526,0.0179805,0,0,0.0115,0,0,0.0325805,0.0459956,0.0468772,0.0353743,0.0248936,0.0308752,0.0200595,0.0303215,0.0195775,0,0.0506122,0.0595496,0.0583743,0.0574853,0.0584126,0.0308971,0.0386649,0.0158064,0.0200011,0.0435815,0.0242956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.0367519,0.0466273,0,0,0,0.0420231,0,0.0218021,0.0539447,0,0,0.0119496,0,0,0.0323229,0.0349722,0.0393077,0.0193727,0.0451633,0.0251115,0.0315616,0.0181642,0.0281883,0.0309975,0.0277655,0.047923,0.0518954,0.0412045,0.0385352,0.0169307,0.0474606,0.00825859,0.0177104,0.0652255,0,0.0199291,0.0639647,0.0177588,0,0,0.0115464,0,0,0.0326589,0.0490633,0.0446072,0.032716,0.0212351,0.0305752,0.0199135,0.0303367,0.0162781,0.0489223,0.0488411,0.0617607,0.0611277,0.0601216,0.0608411,0.0278755,0.0384764,0.0158091,0.0200894,0.0435149,0.0249174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0.0366486,0.0468256,0,0,0,0.0437209,0,0.021765,0.054517,0,0,0.0121553,0,0,0.0323136,0.0345631,0.0385186,0.0196553,0.0445285,0.0253685,0.0318989,0.018508,0.0282017,0.0307298,0.0282479,0.0478361,0.0519919,0.0413222,0.0386078,0.015066,0.0473532,0.00832742,0.0175103,0.0663393,0,0.0198959,0.0633797,0.0176716,0,0,0.0119491,0,0,0.0325993,0.0494908,0.0444894,0.0323143,0.0207741,0.0306412,0.0201202,0.0303572,0.0162668,0.0491684,0.0487615,0.0618336,0.0613135,0.0601774,0.0608575,0.0290222,0.0384916,0.0155805,0.0198782,0.0437554,0.0247986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.0365724,0.0470166,0,0,0,0.0452258,0,0.0216845,0.0549023,0,0,0.0121976,0,0,0.0323649,0.0344243,0.0384331,0.0198872,0.0439028,0.0255367,0.0318613,0.0189331,0.0280737,0.0305322,0.028639,0.0480011,0.0521499,0.0411897,0.0387506,0.0133629,0.0473468,0.00828325,0.0174478,0.0665647,0,0.0199688,0.0629937,0.0176512,0,0,0.0116707,0,0,0.0326171,0.0494546,0.0446646,0.0320737,0.0206058,0.030727,0.0201683,0.0305063,0.016184,0.0495104,0.0487808,0.0619343,0.0612696,0.0601006,0.0608945,0.0292096,0.038422,0.0156826,0.020019,0.0439297,0.0247463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.0365262,0.0471803,0,0,0,0.0458866,0,0.0219845,0.0554796,0,0,0.0121889,0,0,0.0323296,0.034084,0.037077,0.0202978,0.0435671,0.0257386,0.0317685,0.019302,0.0277082,0.0306841,0.0289855,0.047959,0.0518455,0.0410891,0.0386613,0.012188,0.0473427,0.00825025,0.0173748,0.0669437,0,0.0199733,0.0627135,0.0176368,0,0,0.0115429,0,0,0.0326318,0.0496542,0.0448232,0.0318082,0.0204675,0.0307204,0.0201633,0.0307546,0.0160891,0.0495111,0.0488115,0.0621887,0.0613186,0.0599785,0.0608575,0.0295068,0.0383522,0.0157652,0.0201115,0.0441099,0.0246955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.0364798,0.0473023,0,0,0,0.0470625,0,0.0224395,0.0560245,0,0,0.0121675,0,0,0.0322889,0.0337982,0.0361623,0.0206186,0.0432603,0.0259413,0.0316305,0.0197257,0.027507,0.0309094,0.0292883,0.0479446,0.0512255,0.0412014,0.0386175,0.011873,0.0473363,0.00824377,0.017298,0.0670406,0,0.0200081,0.062438,0.0176738,0,0,0.0114636,0,0,0.0326221,0.0499073,0.0448981,0.0316146,0.020382,0.0307245,0.0201697,0.030993,0.0160797,0.0491433,0.0490925,0.062104,0.0613655,0.0599817,0.0607843,0.0296346,0.0382237,0.0158967,0.0202135,0.0442187,0.0246701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.0364463,0.0474107,0,0,0,0.0474657,0,0.0229771,0.056459,0,0,0.0121795,0,0,0.0322789,0.0335485,0.0365839,0.0208097,0.042953,0.0261386,0.0314983,0.0200875,0.0274409,0.0310749,0.029711,0.048008,0.0508536,0.0413516,0.0388791,0.0120975,0.0473493,0.00824675,0.0172275,0.0667402,0,0.0200733,0.0622144,0.0177544,0,0,0.0113449,0,0,0.0326274,0.0500938,0.0448864,0.0315412,0.0203466,0.030745,0.0202307,0.0312082,0.016041,0.0487542,0.0495234,0.0619686,0.0613322,0.0599583,0.0607045,0.0294289,0.0380927,0.0159501,0.0204123,0.0442942,0.0246861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.0364069,0.0475159,0,0,0,0.0470558,0,0.0232807,0.0566569,0,0,0.0122179,0,0,0.0323056,0.0333282,0.0377166,0.0208646,0.0426914,0.0263298,0.0314548,0.0204852,0.0275427,0.0310844,0.0301305,0.048072,0.0506723,0.0415477,0.0391171,0.012509,0.0473188,0.00827594,0.0172345,0.0663869,0,0.0201217,0.0620325,0.0178843,0,0,0.0112442,0,0,0.032663,0.0501669,0.0451352,0.0311279,0.020343,0.0307503,0.0203109,0.0314045,0.0160221,0.0492832,0.0494343,0.0618622,0.0612587,0.0599533,0.0606653,0.0288631,0.0379379,0.0160351,0.0205951,0.0443573,0.024807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.0363501,0.0476176,0,0,0,0.0461225,0,0.0235933,0.0568305,0,0,0.0122739,0,0,0.0323845,0.0330367,0.0374793,0.020918,0.0425785,0.0265115,0.0314846,0.0208068,0.027888,0.0311018,0.0301317,0.0479605,0.0505472,0.041617,0.0388556,0.0130068,0.0472826,0.00833719,0.01732,0.0661576,0,0.0200318,0.061905,0.0179594,0,0,0.0111784,0,0,0.0326566,0.0501338,0.0453393,0.0308058,0.0204591,0.0307605,0.0203422,0.031664,0.0159025,0.0493523,0.0492159,0.0617107,0.0611836,0.0598074,0.0605441,0.0285006,0.0377572,0.016119,0.0207115,0.0444391,0.0249281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.0363276,0.0477404,0,0,0,0.0448576,0,0.0236502,0.0569503,0,0,0.012318,0,0,0.0324746,0.0327005,0.0380923,0.0208745,0.0424987,0.0266718,0.0315218,0.0211259,0.0284199,0.0309097,0.0297859,0.0477629,0.0505115,0.0415129,0.0382432,0.0139541,0.0473106,0.0083268,0.017398,0.0659691,0,0.0198977,0.061752,0.0180315,0,0,0.0111149,0,0,0.0326262,0.0500974,0.0457161,0.0306013,0.0206829,0.0308131,0.0203475,0.0320129,0.0156748,0.0489881,0.0492439,0.0615767,0.061083,0.0595956,0.0603491,0.0283373,0.037625,0.016213,0.0207874,0.0445167,0.0250673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.0362618,0.04787,0,0,0,0.0432747,0,0.023647,0.0570078,0,0,0.0123353,0,0,0.0325968,0.0323068,0.0373584,0.0209115,0.0424413,0.0267445,0.0316241,0.0211858,0.0289743,0.0307133,0.0293368,0.0474373,0.0503183,0.0412211,0.0377877,0.0151148,0.0472524,0.00840819,0.0174572,0.0655837,0,0.0198583,0.0615953,0.0180623,0,0,0.011098,0,0,0.0325957,0.0500146,0.0462957,0.0302847,0.0209491,0.0308077,0.020316,0.0323389,0.015485,0.049312,0.0493848,0.0614894,0.0609671,0.0594732,0.0602112,0.0280241,0.0375648,0.0163093,0.0208134,0.0446249,0.0251875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.0360795,0.0480184,0,0,0,0.041172,0,0.0236893,0.0571123,0,0,0.0122361,0,0,0.0327916,0.0316986,0.0356287,0.0210133,0.0422896,0.0266908,0.0317023,0.0209191,0.0295418,0.0305984,0.0287621,0.0470197,0.0501357,0.040744,0.0373535,0.0164639,0.0471575,0.00829484,0.0178765,0.0648495,0,0.0198372,0.0617305,0.018077,0,0,0.0121129,0,0,0.0323897,0.0499403,0.0470212,0.0300641,0.0213049,0.0306859,0.0208059,0.0326848,0.0153931,0.0493244,0.0495207,0.0613724,0.0608232,0.0593141,0.0600464,0.0276032,0.0373478,0.0160221,0.0203463,0.0447646,0.0252281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.0359498,0.0481779,0,0,0,0.0393679,0,0.0235942,0.0570159,0,0,0.0123076,0,0,0.0329051,0.031094,0.0355374,0.0209947,0.0420354,0.0267169,0.031837,0.0208305,0.0300953,0.0303939,0.0280673,0.046742,0.0500627,0.0403681,0.0369823,0.0182322,0.0470537,0.00828603,0.0179429,0.0635104,0,0.0197641,0.0618685,0.0180784,0,0,0.0120502,0,0,0.0323779,0.0497875,0.0475914,0.0298596,0.0217843,0.0307032,0.0207694,0.0329718,0.0153277,0.0488793,0.0495022,0.0612141,0.0606394,0.0590983,0.0598895,0.0268256,0.0372664,0.015989,0.0203044,0.0449192,0.0253787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.0358226,0.0483411,0,0,0,0.0378426,0,0.0233345,0.0568246,0,0,0.012423,0,0,0.0330393,0.0304698,0.0349351,0.0209708,0.041911,0.0267865,0.0320275,0.0207686,0.03051,0.0302262,0.0272585,0.046395,0.0497819,0.0399466,0.0364679,0.019935,0.046921,0.00828502,0.0180238,0.0622174,0,0.0196488,0.0619712,0.0180273,0,0,0.0119704,0,0,0.0323833,0.0497112,0.0481571,0.0297171,0.0223228,0.0306647,0.0207209,0.033144,0.015312,0.0489398,0.0493913,0.0610177,0.0604567,0.0589169,0.0597159,0.0260111,0.037204,0.0160087,0.0203328,0.0450183,0.0254981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.0357261,0.0485455,0,0,0,0.0366606,0,0.0228439,0.0566926,0,0,0.0125231,0,0,0.0331597,0.0297833,0.0333133,0.0210326,0.0418578,0.0269525,0.0323044,0.0208111,0.0311564,0.0301755,0.0263521,0.0458555,0.0494339,0.0395334,0.0360284,0.0211794,0.0468728,0.00831973,0.0181242,0.0607006,0,0.0194212,0.0619832,0.0179342,0,0,0.0119712,0,0,0.0324087,0.0500018,0.0490433,0.0296474,0.0228875,0.0305701,0.0206937,0.0331906,0.0152518,0.0494749,0.0493668,0.0608449,0.0603034,0.0587553,0.0594177,0.0252418,0.037207,0.0160148,0.0203315,0.0451474,0.0255787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.0356986,0.0487308,0,0,0,0.0357881,0,0.0218013,0.0568147,0,0,0.01253,0,0,0.0332233,0.0289849,0.0308967,0.0211745,0.0420363,0.027136,0.0326092,0.021151,0.0315388,0.0301199,0.0254686,0.0452767,0.0481362,0.0394486,0.0360476,0.0220202,0.0468749,0.0083593,0.0182402,0.0589515,0,0.0191241,0.061917,0.0178282,0,0,0.0120219,0,0,0.0324619,0.050826,0.0497754,0.029877,0.0234638,0.0305637,0.0206731,0.0331237,0.0152108,0.0498219,0.0495341,0.0605907,0.060125,0.0586467,0.0592076,0.024339,0.0372922,0.0160194,0.0202457,0.0453395,0.0257068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
