Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHII,IMUL_R,RTHII,,IMUR_M
152,0.0370804,0.0455619,0,0,0,0,0.0208329,0,0.0273887,0.0457386,0,0,0.015673,0,0,0.0360254,0.0345937,0.0458626,0.0182605,0.0527882,0.0315833,0.0405628,0.0117717,0.032159,0.0200009,0.0468042,0.0489983,0.0404565,0.0371786,0.0501865,0.0430913,0.00976166,0.0224515,0.0442893,0,0.0107447,0.0564562,0.0177337,0,0,0.012746,0,0,0.0327801,0.0587153,0.025461,0.020798,0.090979,0.0312464,0.0163598,0.0247357,0.0156802,0.0377078,0,0.076144,0.074424,0.0765009,0.0112185,0.0373667,0.0184879,0.0211984,0.0403758,0.0264869,0,0,0,0,0,0,0,0,0,0.0360431,0,0.140992,0,0
153,0.0370145,0.0455302,0,0,0,0,0.0211554,0,0.0271326,0.045877,0,0,0.0155489,0,0,0.0360296,0.034851,0.0455871,0.0181043,0.0528063,0.031492,0.0402747,0.0120743,0.0330305,0.0195148,0.047137,0.0492131,0.0406173,0.0373014,0.0492808,0.0431068,0.00970554,0.0225163,0.0442821,0,0.0106342,0.0565613,0.0178414,0,0,0.0127864,0,0,0.0329032,0.0585713,0.025471,0.0210495,0.0909605,0.0311968,0.0162975,0.024881,0.0155818,0.0378048,0,0.0761007,0.0743786,0.0764906,0.0112854,0.0374638,0.0184409,0.0211914,0.0403849,0.026412,0,0,0,0,0,0,0,0,0,0.0358382,0,0.142136,0,0
154,0.0370533,0.0454689,0,0,0,0,0.0215895,0,0.0267278,0.0460053,0,0,0.0153916,0,0,0.0358787,0.0352503,0.0448792,0.0181086,0.0529237,0.0311763,0.0399296,0.0124542,0.033497,0.0193451,0.0473753,0.0494976,0.0407083,0.037256,0.0481823,0.0432529,0.00971235,0.0226271,0.0441437,0,0.010541,0.0569545,0.0178657,0,0,0.0128773,0,0,0.0329734,0.0577832,0.0258066,0.0214369,0.0915124,0.0310697,0.0163716,0.0248415,0.0154215,0.0386424,0,0.0754201,0.0738095,0.0759784,0.0113097,0.0374858,0.0183824,0.0212963,0.0404195,0.0262471,0,0,0,0,0,0,0,0,0,0.0355436,0,0.135857,0,0
155,0.0371887,0.045849,0,0,0,0,0.0225024,0,0.0260963,0.0472654,0,0,0.013849,0,0,0.0344203,0.0376258,0.0437951,0.0181479,0.0541519,0.0292333,0.0369825,0.0130498,0.0333671,0.0208534,0.0469652,0.0494267,0.0402631,0.0364978,0.0449539,0.0451896,0.00887084,0.0201743,0.0475217,0,0.0102288,0.0602096,0.0179384,0,0,0.0127806,0,0,0.0328455,0.0500128,0.0328098,0.0279198,0.0981967,0.0321122,0.0166325,0.0249468,0.0189592,0.0448492,0,0.0682471,0.0668045,0.0692184,0.0129341,0.0381249,0.0179441,0.0208414,0.0413142,0.0240105,0,0,0,0,0,0,0,0,0,0.0359257,0,0,0,0
156,0.0373246,0.0459133,0,0,0,0,0.0245054,0,0.0257435,0.0478676,0,0,0.0143336,0,0,0.0335598,0.0365631,0.0457074,0.0180803,0,0.0293384,0.0371711,0.0124852,0.0373672,0.0202524,0.0452645,0.0478899,0.0382396,0.034933,0.0423927,0.0453769,0.00906123,0.0194298,0.054425,0,0.0136934,0.0607689,0.0181589,0,0,0.0125777,0,0,0.0329904,0.0483096,0.0314071,0.0288993,0.098881,0.0320856,0.0160052,0.0235002,0.021731,0.0450384,0,0.0674479,0.0652358,0.0681886,0.0175248,0.0385563,0.0171528,0.0199864,0.041641,0.0234166,0,0,0,0,0,0,0,0,0,0.0376766,0,0,0,0
157,0.0370943,0.0456126,0,0,0,0,0.0232783,0,0.023802,0.0473857,0,0,0.0149934,0,0,0.0343009,0.0357869,0.0427394,0.0168869,0.0525157,0.0300813,0.0381287,0.0135756,0.031835,0.0211007,0.0476837,0.0505211,0.0411621,0.0375254,0.0478082,0.0443673,0.00928243,0.0203751,0.0524141,0,0.0128862,0.058242,0.0184825,0,0,0.0123055,0,0,0.0329916,0.0515061,0.0298575,0.0261561,0.0965873,0.0322038,0.0162508,0.0241667,0.0175958,0.0428152,0,0.0699269,0.067967,0.0704428,0.0147155,0.0378002,0.0177152,0.0206637,0.0410286,0.0246176,0,0,0,0,0,0,0,0,0,0.0337383,0,0.0517907,0,0
158,0.0373131,0.0457905,0,0,0,0,0.0241655,0,0.024525,0.0485089,0,0,0.0146729,0,0,0.034046,0.0347039,0.0431815,0.0185192,0.052422,0.0302774,0.0379832,0.0134067,0.0339553,0.0206254,0.0465871,0.0487398,0.0401373,0.0366721,0.0445689,0.0447834,0.00912933,0.0199861,0.0533203,0,0.0129193,0.0582765,0.0179897,0,0,0.0126193,0,0,0.0328341,0.051327,0.0304556,0.0264068,0.0971005,0.0315815,0.0154173,0.0244943,0.0176981,0.0431024,0,0.0694434,0.0674333,0.0697507,0.0151808,0.0385485,0.0170299,0.0199666,0.0415119,0.0240711,0,0,0,0,0,0,0,0,0,0,0,0.0465289,0,0
159,0.0373589,0.0457613,0,0,0,0,0.0273448,0,0.0245116,0.0486602,0,0,0.0147078,0,0,0.0341179,0.0340818,0.0434521,0.0185933,0,0.0304891,0.038134,0.0136208,0.0375902,0.0196902,0.046202,0.0477179,0.0393357,0.0359634,0.0368474,0.0447424,0.00916034,0.0200775,0.0538316,0,0.0126504,0.0581937,0.0179737,0,0,0.0126869,0,0,0.0328031,0.0516576,0.0304793,0.0264627,0.0970787,0.031454,0.0152328,0.0247363,0.0174435,0.0430002,0,0.0695005,0.0674673,0.0697808,0.0154529,0.0385792,0.0171571,0.0199092,0.0415368,0.0241023,0,0,0,0,0,0,0,0,0,0.0360327,0,0.048526,0,0
160,0.0371624,0.0456583,0,0,0,0,0.0259657,0,0.022619,0.0481984,0,0,0.0150202,0,0,0.0341789,0.0340297,0.0405974,0.0170283,0.0518295,0.0305171,0.0383126,0.0146143,0.0321871,0.0215364,0.0482853,0.0505347,0.041815,0.0380293,0.0399682,0.0443961,0.00914291,0.0202189,0.0543937,0,0.0124084,0.0579028,0.0184301,0,0,0.0130786,0,0,0.03284,0.0521131,0.0304698,0.0267327,0.0968097,0.0321283,0.0161211,0.0247834,0.0170642,0.0427467,0,0.0698,0.0678227,0.0700466,0.0161593,0.0379522,0.0173832,0.0203655,0.0412184,0.0244635,0,0,0,0,0,0,0,0,0,0.0327046,0,0.0494529,0,0
161,0.0373676,0.0458095,0,0,0,0,0.0279376,0,0.0236958,0.0492838,0,0,0.0147519,0,0,0.0339334,0.0334645,0.0411361,0.018855,0.0532553,0.0307417,0.0383318,0.0144628,0.0334933,0.0215651,0.0469298,0.0498625,0.0406902,0.037029,0.036331,0.0446903,0.00905959,0.0200518,0.0544076,0,0.0125258,0.0581523,0.0179732,0,0,0.0132919,0,0,0.0327209,0.0521703,0.0308216,0.0266003,0.0970376,0.0315163,0.0153008,0.02484,0.0168421,0.0427837,0,0.0696428,0.0676203,0.0699045,0.0166601,0.0385634,0.0167699,0.0197941,0.0415632,0.0240304,0,0,0,0,0,0,0,0,0,0,0,0.0498056,0,0
162,0.037245,0.0457112,0,0,0,0,0.0296596,0,0.0225633,0.0488419,0,0,0.0149189,0,0,0.0339403,0.0331216,0.0391369,0.0174372,0.0492253,0.0307272,0.038286,0.0152647,0.0321226,0.0221152,0.0482958,0.0514819,0.0420438,0.0380874,0.0334407,0.0444295,0.00906714,0.0202768,0.0551289,0,0.0123361,0.057802,0.0183691,0,0,0.0129917,0,0,0.0328677,0.0525737,0.0308735,0.0264446,0.0969135,0.0322032,0.0156591,0.0250098,0.0162862,0.0428644,0,0.069795,0.0676202,0.0699321,0.0173601,0.0380007,0.0172294,0.0203292,0.0412932,0.0243775,0,0,0,0,0,0,0,0,0,0.032392,0,0.0495703,0,0
163,0.0372905,0.0457449,0,0,0,0,0.0325645,0,0.0224594,0.0492138,0,0,0.0148891,0,0,0.0339716,0.032305,0.0385027,0.0175313,0.0464144,0.0308665,0.0382312,0.015577,0.0328497,0.0222589,0.0481958,0.0515403,0.0419033,0.0380405,0.0289664,0.0444329,0.00910675,0.0202997,0.0555925,0,0.0123079,0.0575889,0.0184302,0,0,0.0130269,0,0,0.0328643,0.0528783,0.0308553,0.0264585,0.0969826,0.0323205,0.0155283,0.0251766,0.0161767,0.0430024,0,0.0697214,0.0675014,0.0698253,0.0176468,0.0379553,0.0172372,0.0203636,0.0413537,0.0243065,0,0,0,0,0,0,0,0,0,0.0323747,0,0.0491506,0,0
164,0.037583,0.0459985,0,0,0,0,0.03574,0,0.0236648,0.0510794,0,0,0.014509,0,0,0.0339239,0.0314854,0.0386737,0.0203529,0,0.0311888,0.0381276,0.0162958,0.0357933,0.0217066,0.0464219,0.0499306,0.0399618,0.0365092,0.0240352,0.0448374,0.00915358,0.020014,0.0559149,0,0.0126098,0.0573748,0.0179406,0,0,0.0133198,0,0,0.0326617,0.0532236,0.0310495,0.0266182,0.0972353,0.0315074,0.0146808,0.0253792,0.0164731,0.0430595,0,0.0695104,0.0673274,0.0697237,0.0177346,0.038717,0.0166043,0.0195765,0.041926,0.023677,0,0,0,0,0,0,0,0,0,0.0345728,0,0.048638,0,0
165,0.0375371,0.0459785,0,0,0,0,0.0367406,0,0.0234866,0.0508584,0,0,0.014591,0,0,0.0341371,0.0318428,0.0386266,0.0199121,0.0470504,0.0311801,0.0382047,0.0162822,0.0337394,0.023242,0.0468513,0.0502745,0.0401829,0.0376646,0.0231472,0.0446866,0.00923741,0.0202415,0.0567684,0,0.0126861,0.0572508,0.0180046,0,0,0.0132413,0,0,0.0326849,0.0535496,0.0313641,0.0265839,0.0972712,0.0316175,0.0147724,0.0255049,0.016476,0.0430959,0,0.0695762,0.0672653,0.0696498,0.0184036,0.0385087,0.0168259,0.0197404,0.04191,0.0238355,0,0,0,0,0,0,0,0,0,0,0,0.0490028,0,0
166,0.037372,0.0458656,0,0,0,0,0.0384716,0,0.0224166,0.0505884,0,0,0.014767,0,0,0.0341793,0.0319709,0.036872,0.0181909,0.0454509,0.0310527,0.0381367,0.0172229,0.032388,0.0240403,0.0482931,0.0519117,0.0410735,0.0390215,0.0206189,0.0444648,0.00922923,0.0204761,0.0578166,0,0.0128056,0.0566487,0.0183832,0,0,0.0130063,0,0,0.0327785,0.0540362,0.0315087,0.0265314,0.097118,0.0323873,0.0153277,0.0256644,0.0162087,0.043107,0,0.0697357,0.0674124,0.0696992,0.0193458,0.037909,0.017252,0.0203792,0.0416226,0.024221,0,0,0,0,0,0,0,0,0,0.0322421,0,0.0489284,0,0
167,0.0373977,0.0459386,0,0,0,0,0.0405193,0,0.0225125,0.0510935,0,0,0.0147095,0,0,0.0339853,0.0314147,0.036496,0.0183705,0.0452187,0.0310858,0.0380891,0.0177899,0.032222,0.0245837,0.0483247,0.0521434,0.0413987,0.03907,0.0179818,0.0445108,0.00920256,0.0204485,0.0584274,0,0.0129368,0.0563625,0.0183834,0,0,0.0130208,0,0,0.0327736,0.0542466,0.0313892,0.0266231,0.0971285,0.0324241,0.0152717,0.0257603,0.0161282,0.0431126,0,0.069733,0.0674816,0.0697358,0.0197491,0.0378893,0.0171783,0.0204215,0.0416632,0.0242064,0,0,0,0,0,0,0,0,0,0.0323042,0,0.0486527,0,0
168,0.0374867,0.0462045,0,0,0,0,0.0416884,0,0.0238186,0.0524152,0,0,0.0152646,0,0,0.0333201,0.0303236,0.0371204,0.020784,0.0465158,0.0313099,0.0389416,0.0181444,0.0327061,0.0250298,0.0469623,0.0508702,0.0404882,0.0379875,0.0165082,0.0445526,0.009116,0.0194371,0.0586977,0,0.0130283,0.0564476,0.0179311,0,0,0.0134094,0,0,0.0326339,0.0543609,0.0313548,0.0267155,0.0973254,0.031555,0.0146739,0.0258182,0.0159944,0.0431238,0,0.0696616,0.0674663,0.0696485,0.0200002,0.0385867,0.0166161,0.0197122,0.0420921,0.0237177,0,0,0,0,0,0,0,0,0,0,0,0.0488874,0,0
169,0.0372869,0.0461318,0,0,0,0,0.0423875,0,0.0229861,0.0520755,0,0,0.0153447,0,0,0.0335339,0.0303825,0.0353536,0.0190336,0.0448946,0.0312562,0.0387302,0.0189127,0.031118,0.025686,0.0484381,0.0524468,0.041886,0.0389212,0.0155229,0.0443461,0.00911778,0.0196833,0.0594624,0,0.0129512,0.0558469,0.0183081,0,0,0.0129886,0,0,0.0327999,0.0549056,0.0313207,0.0266634,0.0972067,0.0324679,0.0151684,0.0260491,0.015543,0.043188,0,0.0699198,0.0674331,0.0696496,0.020993,0.0380377,0.017199,0.0203581,0.0418907,0.0240277,0,0,0,0,0,0,0,0,0,0.0326183,0,0.0487374,0,0
170,0.0372584,0.0462305,0,0,0,0,0.0426631,0,0.0231972,0.0523475,0,0,0.015338,0,0,0.0337824,0.030468,0.0352363,0.0192668,0.0447496,0.0314343,0.0386946,0.0192725,0.0308619,0.026086,0.0484465,0.0522553,0.042022,0.0389349,0.015293,0.0443703,0.00912454,0.0198205,0.0601348,0,0.0129484,0.0557237,0.0183081,0,0,0.0128938,0,0,0.0328158,0.0554181,0.0315395,0.0268604,0.097223,0.0326525,0.0150822,0.0261655,0.015886,0.04318,0,0.0699729,0.0674072,0.0695196,0.021623,0.0380123,0.0172315,0.0204075,0.0420137,0.0240211,0,0,0,0,0,0,0,0,0,0.032758,0,0.0486541,0,0
171,0.0372228,0.046335,0,0,0,0,0.0429896,0,0.0233779,0.052564,0,0,0.0153713,0,0,0.0339362,0.0305556,0.0351847,0.0193921,0.0444454,0.0315807,0.0387005,0.0194145,0.0307776,0.0262975,0.0484895,0.0515539,0.0422108,0.0391164,0.0148593,0.0443352,0.00915782,0.0199136,0.0605277,0,0.012955,0.0555692,0.0183122,0,0,0.0127986,0,0,0.03281,0.0556054,0.0316628,0.0270333,0.0972429,0.0327993,0.0150723,0.0263848,0.0160998,0.0432724,0,0.0697767,0.0674624,0.0694402,0.0219866,0.0379381,0.0172623,0.0204702,0.042175,0.0241258,0,0,0,0,0,0,0,0,0,0.0328124,0,0.0483137,0,0
172,0.0373983,0.0465633,0,0,0,0,0.0429747,0,0.0246681,0.0534294,0,0,0.015175,0,0,0.033918,0.0304433,0.0362748,0.021549,0.0457145,0.0319567,0.0388104,0.0194314,0.0316784,0.0262498,0.0470466,0.0496975,0.0411723,0.0383066,0.0150856,0.0444744,0.00918574,0.0198485,0.0601151,0,0.0131785,0.0559264,0.0179147,0,0,0.0130399,0,0,0.0326521,0.0552879,0.0318685,0.0272121,0.0974429,0.0321645,0.0143977,0.0265313,0.0162782,0.043469,0,0.0695426,0.0671866,0.0692774,0.0217907,0.0384506,0.0167438,0.0199079,0.0426253,0.0238397,0,0,0,0,0,0,0,0,0,0,0,0.0477233,0,0
173,0.0371712,0.0464677,0,0,0,0,0.04289,0,0.0239706,0.0528523,0,0,0.0153351,0,0,0.0340812,0.0303879,0.034954,0.0195852,0.0439891,0.0318877,0.038775,0.0195367,0.0306811,0.0261774,0.0485066,0.0511737,0.0425909,0.0393597,0.0150124,0.0442265,0.00920574,0.0200576,0.0608088,0,0.0131099,0.0554943,0.0183296,0,0,0.0128159,0,0,0.0327906,0.0554226,0.0320192,0.0272706,0.0973605,0.0328932,0.0149952,0.0269353,0.0157323,0.0437382,0,0.0699671,0.0671472,0.0693381,0.0226003,0.0378186,0.017351,0.0205227,0.0424199,0.0242344,0,0,0,0,0,0,0,0,0,0.0328444,0,0.0468816,0,0
174,0.0371617,0.0464791,0,0,0,0,0.0424838,0,0.0241253,0.0527526,0,0,0.0153307,0,0,0.0341124,0.0304316,0.0349269,0.0195704,0.0445976,0.0319965,0.0388066,0.0196818,0.030648,0.0259582,0.0487213,0.0516708,0.0427598,0.0390353,0.0153799,0.044278,0.0092252,0.0200788,0.0608446,0,0.0129753,0.0556757,0.0183762,0,0,0.0129049,0,0,0.0327885,0.0551944,0.0320265,0.0273786,0.0974316,0.0329171,0.0150162,0.0271106,0.0156102,0.0439033,0,0.0700764,0.0671049,0.069273,0.0226836,0.0378198,0.0174136,0.0205827,0.0424972,0.0243204,0,0,0,0,0,0,0,0,0,0.0327291,0,0.0465361,0,0
175,0.0371278,0.0464897,0,0,0,0,0.0417136,0,0.0241337,0.0526622,0,0,0.0153306,0,0,0.0341439,0.0303692,0.0350242,0.0196011,0.0458354,0.032063,0.03886,0.0197069,0.0306783,0.0255582,0.048871,0.0521689,0.0429361,0.0388689,0.0159432,0.0443503,0.00926257,0.0201041,0.0604934,0,0.0128181,0.055733,0.0184206,0,0,0.0128033,0,0,0.0328487,0.0551344,0.0322207,0.0274042,0.0974271,0.0329516,0.0150197,0.0274304,0.0155694,0.0441142,0,0.0700619,0.0669563,0.069181,0.0224291,0.03784,0.0174835,0.0206192,0.0425416,0.0244744,0,0,0,0,0,0,0,0,0,0.0326166,0,0.0473984,0,0
176,0.0370861,0.046528,0,0,0,0,0.0413642,0,0.0242793,0.052668,0,0,0.0153196,0,0,0.034095,0.0302026,0.0351552,0.019726,0.0448161,0.0320388,0.0388727,0.0197662,0.0309558,0.0251187,0.0488136,0.0522577,0.0429256,0.0387201,0.0163221,0.0444353,0.00922126,0.0200684,0.0601519,0,0.0125457,0.0558109,0.0184922,0,0,0.0126763,0,0,0.0329101,0.0551147,0.032578,0.027421,0.0974271,0.0329259,0.0150285,0.0276598,0.0154844,0.0442665,0,0.0700204,0.0668298,0.0691977,0.0224079,0.0379023,0.0175466,0.0206345,0.0426029,0.0245811,0,0,0,0,0,0,0,0,0,0.0326498,0,0.047102,0,0
177,0.0372338,0.0468341,0,0,0,0,0.0384475,0,0.0265563,0.0545711,0,0,0.0154246,0,0,0.0336758,0.028142,0.0358756,0.0232186,0,0.0324881,0.0392813,0.0206597,0.0330593,0.0235173,0.0464975,0.0493196,0.0406213,0.0357572,0.0190684,0.0446967,0.00910792,0.0194315,0.0606373,0,0.0124793,0.0561027,0.018002,0,0,0.0132943,0,0,0.0326246,0.0556887,0.0330004,0.0277311,0.0978444,0.0319071,0.0144081,0.0285085,0.0157433,0.0448538,0,0.0696711,0.0664471,0.0686746,0.0229787,0.0387647,0.0167486,0.0196581,0.0431154,0.0240558,0,0,0,0,0,0,0,0,0,0.0351564,0,0.0467727,0,0
178,0.0368795,0.0466492,0,0,0,0,0.040595,0,0.0241868,0.0520357,0,0,0.0151983,0,0,0.0343403,0.0306029,0.0353313,0.0193446,0.0456672,0.0319156,0.0386685,0.0204292,0.0310632,0.0249191,0.0490859,0.0525549,0.0431063,0.0390291,0.0173624,0.044353,0.00922276,0.0204452,0.0586356,0,0.0117447,0.0559865,0.0186635,0,0,0.012492,0,0,0.0329175,0.0547849,0.0329204,0.0274815,0.0976071,0.0328455,0.0151533,0.0276272,0.0159274,0.0443585,0,0.0699961,0.0667377,0.0687769,0.0212932,0.0377631,0.0177161,0.0207897,0.0426555,0.0249596,0,0,0,0,0,0,0,0,0,0.0321745,0,0.0468242,0,0
179,0.0366844,0.0468179,0,0,0,0,0.0398666,0,0.0245853,0.05222,0,0,0.0157854,0,0,0.0340806,0.0299713,0.0357683,0.0196381,0.0457769,0.0319341,0.039142,0.0204068,0.0313569,0.024654,0.0487226,0.052208,0.0428386,0.0390249,0.0184525,0.0442159,0.00910841,0.0199686,0.0578157,0,0.0115419,0.0558851,0.0186254,0,0,0.0125374,0,0,0.032961,0.0551381,0.0332955,0.0273146,0.0977609,0.0327393,0.0153444,0.0278329,0.0159685,0.0444081,0,0.0700214,0.0667292,0.0685406,0.0209813,0.0376984,0.0177562,0.0207588,0.0427606,0.0250025,0,0,0,0,0,0,0,0,0,0.032126,0,0.0468356,0,0
180,0.0365437,0.046976,0,0,0,0,0.039352,0,0.0250405,0.0521508,0,0,0.01596,0,0,0.0341709,0.0295745,0.0356632,0.0197207,0.045337,0.031962,0.0392251,0.0206907,0.0316471,0.0241632,0.0483457,0.0518634,0.0425358,0.0389274,0.0192917,0.0441458,0.00913128,0.0200435,0.0571527,0,0.0114102,0.0559751,0.0185692,0,0,0.012445,0,0,0.0329866,0.0554477,0.0338416,0.0272685,0.0977796,0.0326975,0.0154005,0.0278548,0.0163415,0.0442974,0,0.0700217,0.0665417,0.0683537,0.0206821,0.0375582,0.017867,0.0207922,0.0428434,0.0250942,0,0,0,0,0,0,0,0,0,0.0319305,0,0.0464434,0,0
181,0.0363902,0.047162,0,0,0,0,0.0388285,0,0.0250856,0.0518605,0,0,0.0161371,0,0,0.0343769,0.0293861,0.0348545,0.0196438,0.0448384,0.0319471,0.0393434,0.0212031,0.0318554,0.0235891,0.0479372,0.0514811,0.0421735,0.0386739,0.0196153,0.0440149,0.00921449,0.0201608,0.0563585,0,0.0113398,0.0561854,0.0185189,0,0,0.0123758,0,0,0.0329923,0.0556254,0.0343274,0.0274081,0.097904,0.032673,0.015514,0.0277462,0.0162056,0.044153,0,0.0699892,0.066416,0.0683183,0.0202055,0.0374272,0.0179337,0.0208578,0.042968,0.0251839,0,0,0,0,0,0,0,0,0,0.0316457,0,0.0463402,0,0
182,0.0362601,0.0473702,0,0,0,0,0.0378678,0,0.0246275,0.052213,0,0,0.0162621,0,0,0.0345646,0.0284937,0.0340212,0.0201317,0.0448883,0.0320623,0.0394729,0.0212559,0.0320553,0.0211282,0.0472128,0.0506555,0.0416071,0.0382323,0.0199857,0.0438959,0.00926291,0.0202455,0.0557786,0,0.0108084,0.0560076,0.0183607,0,0,0.0123767,0,0,0.0330696,0.0561277,0.0346023,0.0275483,0.0983324,0.0326945,0.0155731,0.0280822,0.0165716,0.0442866,0,0.0697623,0.0663106,0.068439,0.0199354,0.0374272,0.0178986,0.0208134,0.0431787,0.0252182,0,0,0,0,0,0,0,0,0,0.0317123,0,0.0463232,0,0
183,0.0361601,0.0475532,0,0,0,0,0.0375996,0,0.023883,0.0519345,0,0,0.0163222,0,0,0.0345744,0.0285521,0.0324757,0.0202219,0.0447994,0.03204,0.0395909,0.0216195,0.0319722,0.0202695,0.0469036,0.0502,0.0414008,0.0382478,0.0195196,0.0438392,0.00929614,0.0202939,0.0570663,0,0.00965685,0.0565898,0.0182434,0,0,0.0123605,0,0,0.0331331,0.0550072,0.0355622,0.0281208,0.0990556,0.0326659,0.015699,0.0266971,0,0.044174,0,0.0695621,0.0659756,0.0684228,0.0223062,0.0374655,0.0178675,0.0207289,0.0434338,0.0252016,0,0,0,0,0,0,0,0,0,0.0316962,0,0.0478554,0,0
184,0.0360673,0.0476947,0,0,0,0,0.0375327,0,0.0224298,0.0522227,0,0,0.0164945,0,0,0.0347393,0.0279067,0.030394,0.0205592,0.0448007,0.0321982,0.0400675,0.0214075,0.0319835,0.0193731,0.0467829,0.0498801,0.0412948,0.0384599,0.0191345,0.0435688,0.00943168,0.0206657,0.0529472,0,0.00997743,0.0560809,0.0181971,0,0,0.012335,0,0,0.0331919,0.0565099,0.035351,0.0278243,0.0992726,0.0325449,0.0158594,0.0284418,0.0164274,0.0445024,0,0.0691231,0.0662671,0.0686606,0.0190807,0.0374083,0.0178911,0.0207527,0.0435453,0.0255296,0,0,0,0,0,0,0,0,0,0.0316819,0,0.046784,0,0
185,0.0360433,0.0479437,0,0,0,0,0.0366291,0,0.0208815,0.053124,0,0,0.0168458,0,0,0.0346668,0.0267895,0.0285057,0.0213355,0.045527,0.0324367,0.040614,0.0213179,0.0319672,0.0185307,0.0467106,0.0490252,0.0407964,0.0381231,0.0201021,0.0434906,0.00941464,0.0205141,0.0515904,0,0.00958527,0.0554396,0.0181019,0,0,0.0126705,0,0,0.0331786,0.0572536,0.0357843,0.0282502,0.0994492,0.0324567,0.0161435,0.0287002,0.0161523,0.0445462,0,0.0690257,0.0661414,0.0686239,0.0191527,0.0374838,0.0176661,0.0204991,0.043773,0.0257285,0,0,0,0,0,0,0,0,0,0.0319151,0,0.0472055,0,0
186,0.0363716,0.0478771,0,0,0,0,0.0358974,0,0.0200832,0.0537393,0,0,0.0155778,0,0,0.0353819,0.0261459,0.0269968,0.0216417,0.0459781,0.0329483,0.0396174,0.0216788,0.0313969,0.0183863,0.0473691,0.0486632,0.0400628,0.0373165,0.0207763,0.0437778,0.00979722,0.0219431,0.0492731,0,0.00877593,0.0549298,0.0179748,0,0,0.0116123,0,0,0.0333658,0.0572022,0.0360773,0.0286538,0.0998504,0.0326204,0.0154,0.0288236,0.0161272,0.0446664,0,0.0690589,0.0659587,0.0686405,0.0192398,0.0378112,0.0179539,0.0205877,0.0438957,0.0261365,0,0,0,0,0,0,0,0,0,0.0314204,0,0.0474322,0,0
187,0.0363538,0.0476743,0,0,0,0,0.035179,0,0.0203786,0.0541063,0,0,0.0155808,0,0,0.0354453,0.0258059,0.0266284,0.0216384,0.0456853,0.0333161,0.0399218,0.0215179,0.0306826,0.0181851,0.0470155,0.0492968,0.0393772,0.0362836,0.0212329,0.0437195,0.00994897,0.0220564,0.0464918,0,0.00799697,0.0545387,0.017781,0,0,0.0114896,0,0,0.0332975,0.0568119,0.0365133,0.028979,0.100064,0.0328513,0.0154036,0.0289739,0.0160123,0.0447735,0,0.068986,0.0660776,0.068907,0.0199566,0.0381384,0.017741,0.020252,0.0438612,0.0260737,0,0,0,0,0,0,0,0,0,0.0306841,0,0.0479392,0,0
188,0.0361714,0.0473603,0,0,0,0,0.0341688,0,0.0213304,0.0538778,0,0,0.0156658,0,0,0.0355893,0.0262008,0.0276742,0.0211806,0.0448389,0.0334058,0.0402614,0.0208982,0.0305013,0.0179234,0.0450869,0.0505993,0.0389857,0.0356727,0.0221188,0.0436629,0.010092,0.0221592,0.0436217,0,0.00729652,0.0543425,0.0176216,0,0,0.0114629,0,0,0.0331876,0.0566631,0.0369055,0.0292636,0.100137,0.0333371,0.0154396,0.0290475,0.0158119,0.0450231,0,0.0687291,0.0663588,0.0691837,0.0213037,0.0383663,0.017496,0.0198953,0.0436608,0.0259455,0,0,0,0,0,0,0,0,0,0.0302385,0,0.0482618,0,0
189,0.0359763,0.0471519,0,0,0,0,0.0329673,0,0.0224812,0.0534639,0,0,0.0158496,0,0,0.035753,0.0269368,0.0297585,0.0207369,0.0438184,0.0331263,0.0406089,0.020413,0.0309008,0.0176444,0.0438175,0.0514718,0.0387115,0.0358143,0.0235922,0.0436471,0.0100908,0.0223432,0.0407632,0,0.00673141,0.0542178,0.0174621,0,0,0.01154,0,0,0.0332472,0.0567744,0.0371817,0.0294796,0.100146,0.0338547,0.0153521,0.0292632,0.0151491,0.045482,0,0.0685845,0.0665942,0.0695028,0.0233264,0.0386594,0.0172508,0.0195664,0.0435945,0.0259622,0,0,0,0,0,0,0,0,0,0.0300557,0,0.0489745,0,0
