Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,RTHIP,RKNE,IMUL_R,IMUR_M,x75
97,0.0376243,0.0457165,0,0,0,0,0.0431014,0,0.0263799,0.0549845,0,0,0.0120685,0,0,0.0334972,0.0191333,0.0347626,0.0231732,0.0461055,0.0298431,0.0309346,0.0199295,0.0277836,0.029273,0.0145399,0.0462688,0.0486471,0.0407053,0.0377069,0.0135011,0.0474686,0.00840215,0.0195972,0.0322609,0,0.0228995,0.0527106,0.0193802,0,0,0.012302,0,0,0.0326096,0.0571376,0.0621763,0.0317021,0.0365187,0.0178117,0.0412536,0.0327447,0.0586199,0.0551455,0.0603889,0.0657141,0.0416246,0.0367648,0.0177851,0.0185341,0.0396423,0.0228248,0,0,0,0,0,0,0,0,0,0.0598967,0,0,0,0
98,0.0376112,0.0457985,0,0,0,0,0.0435682,0,0.0264628,0.0552195,0,0,0.0122682,0,0,0.0331524,0.0191518,0.0342422,0.0232555,0.0462305,0.0298709,0.0312907,0.0198031,0.0274181,0.0288129,0.0145035,0.0462381,0.0486115,0.040532,0.0376138,0.0128576,0.0475493,0.00843776,0.0189736,0.033619,0,0.0221618,0.0527067,0.0194434,0,0,0.0122563,0,0,0.032672,0.0569554,0.0622904,0.0318032,0.0367203,0.0177725,0.0403027,0.0332726,0.0588677,0.0557324,0.0607726,0.0658924,0.0386101,0.0369398,0.0177529,0.0184541,0.0398309,0.022617,0,0,0,0,0,0,0,0,0,0.0591096,0,0,0,0
99,0.0376519,0.0458148,0,0,0,0,0.0441504,0,0.0266227,0.0555737,0,0,0.0121709,0,0,0.0331178,0.019294,0.0340793,0.0232127,0.0463385,0.0297949,0.0309801,0.0196167,0.0272271,0.0288705,0.0145443,0.0461641,0.0485069,0.0404931,0.037564,0.0126505,0.0476308,0.00843859,0.0188877,0.0356214,0,0.0216472,0.0526637,0.0195589,0,0,0.012234,0,0,0.0327178,0.0567465,0.0624391,0.0318198,0.0368645,0.0177427,0.0394493,0.0339097,0.0591327,0.0563608,0.061227,0.0660766,0.0349889,0.0369133,0.0176449,0.01845,0.0399554,0.0224271,0,0,0,0,0,0,0,0,0,0.0584654,0,0,0,0
100,0.0377087,0.0458634,0,0,0,0,0.0446472,0,0.0267865,0.0558158,0,0,0.012047,0,0,0.0330586,0.0195196,0.0343434,0.0230447,0.0463865,0.0296635,0.030641,0.0196341,0.0272605,0.0289023,0.0147978,0.0461208,0.0484325,0.0405899,0.0374371,0.012591,0.0477005,0.00840947,0.0187854,0.0379429,0,0.0211632,0.0527132,0.0197173,0,0,0.0121921,0,0,0.0327122,0.0565335,0.0624283,0.0317735,0.0369219,0.0177823,0.0385837,0.0346847,0.0595237,0.0571283,0.0616729,0.0660131,0.0307033,0.036799,0.0176248,0.0184845,0.0400735,0.0222108,0,0,0,0,0,0,0,0,0,0.0578323,0,0,0,0
101,0.0377875,0.0459204,0,0,0,0,0.0450835,0,0.027107,0.0559743,0,0,0.0119961,0,0,0.0329616,0.0198068,0.034736,0.0228214,0.0463315,0.029449,0.0303459,0.0197371,0.027193,0.0288522,0.0151429,0.0460299,0.0483784,0.0405926,0.0370776,0.0126892,0.0478243,0.00837868,0.0186028,0.0408599,0,0.0207808,0.0528717,0.0198393,0,0,0.0121815,0,0,0.0326896,0.0562048,0.0621716,0.0317303,0.0369854,0.0179147,0.037694,0.0354315,0.0599576,0.0580005,0.0620763,0.0657901,0.0261321,0.0367463,0.017737,0.0185838,0.0402131,0.0220449,0,0,0,0,0,0,0,0,0,0.057162,0,0,0,0
102,0.0379422,0.0459498,0,0,0,0,0.0456268,0,0.0272736,0.056092,0,0,0.0119462,0,0,0.0329029,0.0201942,0.0349129,0.0225231,0.0463076,0.0291638,0.0300966,0.0199418,0.0269413,0.0290839,0.0155832,0.0459402,0.0483234,0.0404714,0.0369094,0.0128343,0.0480017,0.00836091,0.0184016,0.0444894,0,0.0204798,0.0531931,0.0199193,0,0,0.0121653,0,0,0.0326669,0.0558185,0.0615664,0.0317178,0.0370536,0.0179946,0.0369136,0.0361116,0.0603474,0.0589132,0.0625073,0.0656062,0.0216711,0.036704,0.0177395,0.0186059,0.0403121,0.0218574,0,0,0,0,0,0,0,0,0,0.0565747,0,0,0,0
103,0.0380923,0.0459275,0,0,0,0,0.0462132,0,0.0274824,0.0564017,0,0,0.0120238,0,0,0.0327247,0.0208912,0.0350794,0.0220119,0.046326,0.0284437,0.0300625,0.0201743,0.0265452,0.029581,0.0163492,0.0459914,0.048289,0.0403472,0.0370106,0.0128083,0.0481584,0.00838248,0.0179734,0.0484237,0,0.0201003,0.0536758,0.0200485,0,0,0.0122524,0,0,0.0325625,0.0551922,0.0606004,0.031676,0.0369888,0.0182546,0.0363848,0.0367045,0.0607733,0.059874,0.062971,0.0655161,0.0179319,0.0366013,0.0177819,0.0186543,0.0403228,0.0215269,0,0,0,0,0,0,0,0,0,0.0563305,0,0,0,0
104,0.0382468,0.0459983,0,0,0,0,0.046727,0,0.0278848,0.0561617,0,0,0.011863,0,0,0.0326448,0.0215152,0.0350029,0.0216625,0.0463559,0.0283141,0.0298506,0.0203854,0.0264559,0.0294032,0.0168417,0.0461119,0.048283,0.0402039,0.0372456,0.0126604,0.0483337,0.00836508,0.0178332,0.0526915,0,0.0198983,0.0542955,0.0200801,0,0,0.0122421,0,0,0.0325273,0.0550287,0.0601988,0.031838,0.0369589,0.0181194,0.0356808,0.0368551,0.0610523,0.0605636,0.0633815,0.0654309,0.0166485,0.0367092,0.0177393,0.0185682,0.0403989,0.0213719,0,0,0,0,0,0,0,0,0,0.0561805,0,0,0,0
105,0.0384257,0.0460573,0,0,0,0,0.0476535,0,0.0280885,0.0559645,0,0,0.0117257,0,0,0.0325969,0.0224742,0.0350459,0.0211116,0.0463315,0.0278261,0.029591,0.0207013,0.026111,0.0297212,0.0176197,0.0462102,0.0484324,0.0401624,0.0375694,0.0126445,0.0485213,0.00834908,0.0176927,0.0578143,0,0.0193549,0.0552049,0.0201417,0,0,0.0122538,0,0,0.0324905,0.0546043,0.0597898,0.0320681,0.0367746,0.0180564,0.0352334,0.0367311,0.0615126,0.0614115,0.0638301,0.0654743,0.0179367,0.0368037,0.0178392,0.0184917,0.0404762,0.0211854,0,0,0,0,0,0,0,0,0,0.0568663,0,0,0,0
106,0.0385717,0.0460901,0,0,0,0,0.0485894,0,0.0282155,0.0556604,0,0,0.0116199,0,0,0.0324936,0.0234858,0.0350285,0.0206571,0.0462629,0.0273733,0.029327,0.0210144,0.0256775,0.0299151,0.018364,0.0462093,0.0485249,0.0403544,0.0378983,0.012674,0.0487697,0.0083733,0.0175616,0.0635795,0,0.0189033,0.0563185,0.0202165,0,0,0.0122366,0,0,0.0324598,0.0542474,0.0587844,0.0325738,0.036562,0.0179359,0.0349483,0.0363837,0.06188,0.0621973,0.0641555,0.0654684,0.0214377,0.0369302,0.0178127,0.0183969,0.0405936,0.0210127,0,0,0,0,0,0,0,0,0,0.0575515,0,0,0,0
107,0.038747,0.0460931,0,0,0,0,0.0499734,0,0.0284987,0.0553864,0,0,0.0113844,0,0,0.0324878,0.025011,0.0350218,0.0197978,0.046034,0.0264153,0.028625,0.0216167,0.0251573,0.0299158,0.0196194,0.0460372,0.0485196,0.0403764,0.0381298,0.013135,0.0490518,0.00835734,0.0176456,0.0683055,0,0.0184131,0.057943,0.0204152,0,0,0.0127276,0,0,0.0322819,0.0531739,0.0564476,0.0337323,0.0364599,0.018287,0.0352504,0.0355159,0.0624394,0.0628749,0.0645382,0.0655821,0.0256393,0.0368733,0.0176524,0.0183069,0.0406593,0.0206472,0,0,0,0,0,0,0,0,0,0.058577,0,0,0,0
108,0.0389671,0.0461362,0,0,0,0,0.0510729,0,0.0287287,0.0547133,0,0,0.0113336,0,0,0.0324288,0.0265599,0.0348933,0.0191005,0.0457737,0.0257554,0.0284448,0.0224022,0.0250181,0.0296429,0.0208241,0.0455409,0.0485938,0.0403065,0.0382699,0.0135222,0.0493188,0.00836152,0.0173656,0.0719479,0,0.0181107,0.0596297,0.0205482,0,0,0.0127221,0,0,0.0323001,0.0522109,0.053572,0.0352,0.0365084,0.0182186,0.0357814,0.0341667,0.0631406,0.0635219,0.0650719,0.0659228,0.0289354,0.0369835,0.0174969,0.0181882,0.0407623,0.020367,0,0,0,0,0,0,0,0,0,0.0595007,0,0,0,0
109,0.0387015,0.046363,0,0,0,0,0.0475906,0,0.0262964,0.0541473,0,0,0.0109813,0,0,0.0331452,0.028981,0.0344222,0.0191858,0.0449693,0.0244032,0.0285538,0.0242577,0.0236774,0.0288601,0.0230799,0.0463418,0.0500257,0.0418313,0.0401317,0.0111186,0.049028,0.00801214,0.0172903,0.0644717,0,0.0156299,0.0613994,0.0202192,0,0,0.012816,0,0,0.0325978,0.051713,0.0538729,0.0361775,0.0356055,0.0182189,0.0378983,0.0286286,0.0646808,0.0655537,0.0673212,0.0672455,0.0184694,0.0367586,0.017445,0.0180085,0.0408375,0.0198539,0,0,0,0,0,0,0,0,0,0.060626,0,0,0,0
110,0.0389,0.0464228,0,0,0,0,0.048436,0,0.0264748,0.053524,0,0,0.0108984,0,0,0.032958,0.0304754,0.0341911,0.0188638,0.044763,0.0239351,0.0284667,0.0249443,0.0233282,0.0289097,0.0241739,0.0472811,0.0500103,0.0419196,0.04044,0.011069,0.0491795,0.00814444,0.0169264,0.0649078,0,0.0146269,0.0632558,0.020378,0,0,0.0128295,0,0,0.0325349,0.0504985,0.0504857,0.0377528,0.0357298,0.0181319,0.0391194,0.026653,0.065869,0.0663875,0.0680008,0.0681505,0.0185332,0.0369545,0.0173404,0.0178184,0.0410369,0.0196523,0,0,0,0,0,0,0,0,0,0.0618024,0,0,0,0
111,0.0391506,0.0465102,0,0,0,0,0.0481519,0,0.0267816,0.053157,0,0,0.0108616,0,0,0.0328087,0.0318974,0.0348186,0.0192597,0.044296,0.0234919,0.0286175,0.0256986,0.0226229,0.028686,0.0248869,0.0477595,0.0501437,0.0421183,0.0406031,0.00977419,0.049321,0.00819406,0.0167424,0.0634524,0,0.0148996,0.0651041,0.0204193,0,0,0.0126957,0,0,0.0326029,0.0490883,0.0483078,0.0394118,0.0358566,0.0179247,0.0407209,0.0250214,0.0663576,0.0665643,0.068056,0.0683581,0.0151367,0.0370861,0.0171341,0.0174385,0.0412444,0.0194025,0,0,0,0,0,0,0,0,0,0.0629373,0,0,0,0
112,0.0397415,0.0465415,0,0,0,0,0.0547458,0,0.02935,0.0521853,0,0,0.0111266,0,0,0.0320489,0.0317636,0.0341015,0.01807,0.0446147,0.0245416,0.0285821,0.0249523,0.0238039,0.0291261,0.0242133,0.0457261,0.0488483,0.0403717,0.0387839,0.0151311,0.0499423,0.00863328,0.0164383,0.0767776,0,0.0191247,0.066088,0.0207903,0,0,0.0129282,0,0,0.031995,0.0485272,0.0430385,0.0402184,0.0370323,0.0175574,0.0396525,0.0276138,0.0661508,0.0651634,0.0662713,0.067653,0.0330231,0.037785,0.01685,0.0172427,0.0415193,0.0198736,0,0,0,0,0,0,0,0,0,0.0632952,0,0,0,0
113,0.0399716,0.0464408,0,0,0,0,0.057023,0,0.0296266,0.0516437,0,0,0.0107084,0,0,0.0325571,0.0337724,0.0339467,0.0175662,0.0445752,0.0237129,0.0278833,0.025749,0.0229348,0.0295125,0.0259889,0.0450472,0.0487307,0.0399003,0.0386511,0.0167992,0.0499533,0.00840442,0.0174386,0.0662156,0,0.0212097,0.0681294,0.0208008,0,0,0.012338,0,0,0.03223,0.0471208,0.040425,0.041443,0.036758,0.0171914,0.0410786,0.0268056,0.0674085,0.0635669,0.0652394,0.0682916,0.0226506,0.0377233,0.0170369,0.0175295,0.0414892,0.0198258,0,0,0,0,0,0,0,0,0,0.0648292,0,0,0,0
114,0.039892,0.0465023,0,0,0,0,0.0574208,0,0.0294751,0.0511356,0,0,0.0105884,0,0,0.0328582,0.034087,0.0337765,0.0174959,0.0440985,0.0239039,0.027836,0.0258831,0.0228048,0.0292631,0.0260558,0.045391,0.0488578,0.0399658,0.0386953,0.0169,0.0499003,0.00845342,0.0178573,0.0653749,0,0.0223663,0.068345,0.0206943,0,0,0.0125811,0,0,0.0321891,0.0471865,0.040775,0.0414989,0.0366883,0.0170431,0.0415405,0.0269409,0.0674977,0.0630618,0.0645078,0.067953,0.0212871,0.0378356,0.0168476,0.0173258,0.0415446,0.0198748,0,0,0,0,0,0,0,0,0,0.064897,0,0,0,0
115,0.0393389,0.0466286,0,0,0,0,0.0518399,0,0.0264671,0.0511297,0,0,0.0105528,0,0,0.0335227,0.034815,0.0334252,0.0175695,0.0428221,0.02315,0.0281901,0.02681,0.0212323,0.028527,0.0274598,0.0475498,0.0502943,0.0419264,0.0409691,0.0120122,0.0492611,0.00833986,0.0183224,0.0574305,0,0.0183228,0.0686287,0.0204676,0,0,0.0121842,0,0,0.0327349,0.0476262,0.0431462,0.0416983,0.0362044,0.0172626,0.0436167,0.0249857,0.0679561,0.0648655,0.0659989,0.0682308,0.00983523,0.0373752,0.0167355,0.0171104,0.0414121,0.0194703,0,0,0,0,0,0,0,0,0,0.0648987,0,0,0,0
116,0.0392176,0.0467087,0,0,0,0,0.0519032,0,0.0263919,0.0509541,0,0,0.0105241,0,0,0.0337258,0.0351288,0.0336182,0.0173384,0.0423154,0.0229308,0.0284084,0.0269006,0.0213527,0.0282418,0.0274486,0.0476999,0.0502548,0.0417889,0.0407808,0.0121299,0.049079,0.0083721,0.0184522,0.0576881,0,0.0190984,0.0691472,0.0203965,0,0,0.012048,0,0,0.0329696,0.0474999,0.0443619,0.041946,0.0363295,0.0172406,0.0440856,0.024657,0.0676409,0.0649738,0.0660854,0.0680304,0.00795809,0.0372136,0.0165986,0.0170075,0.0414068,0.0193372,0,0,0,0,0,0,0,0,0,0.0650444,0,0,0,0
117,0.0392469,0.0467239,0,0,0,0,0.0517663,0,0.0261339,0.0507626,0,0,0.0104733,0,0,0.0337898,0.0354744,0.0337436,0.0171449,0.0418084,0.0228545,0.0285562,0.0270024,0.0212915,0.0280934,0.0275048,0.047586,0.0500951,0.0415378,0.0405716,0.0123705,0.048991,0.00838205,0.0185712,0.0575306,0,0.0196812,0.0694185,0.0204121,0,0,0.012114,0,0,0.0329409,0.0476108,0.0443763,0.0419355,0.0364949,0.0172165,0.0437767,0.0247037,0.0675627,0.0649019,0.0660533,0.0679906,0.00768134,0.0372265,0.0165441,0.0168948,0.0413969,0.0193918,0,0,0,0,0,0,0,0,0,0.0650308,0,0,0,0
118,0.0393384,0.0467264,0,0,0,0,0.0516915,0,0.0261933,0.0506713,0,0,0.0104041,0,0,0.0337659,0.0357862,0.0338553,0.0169753,0.0413544,0.0228783,0.0286575,0.0270956,0.0211933,0.0281052,0.0276294,0.0474386,0.0499249,0.041278,0.0403577,0.012679,0.0489981,0.0083745,0.0186883,0.0568214,0,0.0200552,0.069423,0.0204588,0,0,0.0122938,0,0,0.0327037,0.0478566,0.0436403,0.0419675,0.0365638,0.0172251,0.042915,0.0249728,0.0676777,0.0647268,0.065944,0.068016,0.00826351,0.0373375,0.0165217,0.0167294,0.0413945,0.0195578,0,0,0,0,0,0,0,0,0,0.0648037,0,0,0,0
119,0.0395743,0.0466516,0,0,0,0,0.0508289,0,0.0267071,0.0510193,0,0,0.0103782,0,0,0.0336312,0.0358694,0.0346025,0.0170084,0.0409179,0.0227864,0.0286691,0.0269524,0.0209407,0.0280226,0.0274959,0.0472805,0.049698,0.0410367,0.039986,0.011592,0.0491364,0.00848169,0.01878,0.054495,0,0.02045,0.0693619,0.0206417,0,0,0.0124159,0,0,0.0324248,0.0479424,0.0432222,0.0421844,0.0367182,0.0174628,0.0417927,0.0257337,0.0675238,0.0642644,0.0656087,0.0679102,0.00861667,0.0374415,0.0165178,0.0168149,0.041382,0.0196984,0,0,0,0,0,0,0,0,0,0.0643186,0,0,0,0
120,0.0395076,0.0468656,0,0,0,0,0.0579314,0,0.0292467,0.0509401,0,0,0.010964,0,0,0.032499,0.0354882,0.0345281,0.0164138,0.0418314,0.0232163,0.0307699,0.0259458,0.0231865,0.0284093,0.0262826,0.0451657,0.0479512,0.038696,0.0373073,0.0185364,0.0493578,0.00884473,0.0169267,0.0639318,0,0.0232229,0.0693126,0.0205772,0,0,0.0130215,0,0,0.0319899,0.0472166,0.0410418,0.0418242,0.0369413,0.017791,0.0389723,0.0276359,0.0667166,0.0632163,0.064575,0.0673975,0.0184327,0.0377518,0.0163138,0.016801,0.0416948,0.019892,0,0,0,0,0,0,0,0,0,0.0633385,0,0,0,0
121,0.0393837,0.0469276,0,0,0,0,0.0575493,0,0.0292271,0.0514422,0,0,0.0107853,0,0,0.032603,0.0352262,0.035008,0.0161999,0.0420349,0.0231048,0.0306999,0.0255823,0.0233648,0.0285026,0.0262177,0.0447593,0.0474721,0.0382791,0.0368394,0.0186035,0.0493244,0.00894751,0.0170748,0.0626407,0,0.0221087,0.0688586,0.0206416,0,0,0.0128728,0,0,0.0320878,0.0461036,0.0400022,0.0418754,0.0370981,0.0181714,0.0374448,0.0279544,0.0662672,0.0632884,0.0647459,0.0673137,0.0183799,0.0376717,0.0164984,0.0169551,0.0418481,0.0198604,0,0,0,0,0,0,0,0,0,0.0620794,0,0,0,0
122,0.0392377,0.0469806,0,0,0,0,0.0571085,0,0.0290767,0.0520394,0,0,0.0106153,0,0,0.032642,0.0348568,0.0352974,0.016068,0.0421971,0.0230294,0.0306354,0.0250887,0.0235381,0.0285179,0.0259876,0.044406,0.0470649,0.0378559,0.0362496,0.0185243,0.0493312,0.00889941,0.0172743,0.0629205,0,0.0208456,0.068306,0.020695,0,0,0.0127361,0,0,0.0322013,0.0457163,0.0390107,0.0420959,0.0372762,0.0186453,0.0358246,0.0283185,0.0656013,0.0632648,0.0648347,0.0670296,0.0192521,0.0375455,0.0166697,0.0170583,0.042003,0.0198103,0,0,0,0,0,0,0,0,0,0.0604833,0,0,0,0
123,0.039087,0.0470416,0,0,0,0,0.0565332,0,0.0289702,0.0525584,0,0,0.0104156,0,0,0.0326647,0.034488,0.0357215,0.0160097,0.0422853,0.023002,0.0305934,0.0245954,0.0236516,0.0285048,0.0255641,0.0441144,0.0467195,0.0375637,0.0357735,0.0183962,0.0494535,0.00891313,0.0174084,0.0636652,0,0.0198021,0.0677209,0.0207594,0,0,0.012627,0,0,0.0323372,0.0460865,0.0377528,0.0424643,0.0375621,0.0191793,0.0344681,0.0291128,0.0648449,0.0630691,0.064862,0.0666631,0.0204253,0.0374588,0.0167926,0.0171493,0.042137,0.0197329,0,0,0,0,0,0,0,0,0,0.0588123,0,0,0,0
124,0.0389274,0.0471,0,0,0,0,0.0556765,0,0.0287473,0.0527371,0,0,0.0102305,0,0,0.0326952,0.0343047,0.0362547,0.016015,0.0422815,0.02302,0.0305834,0.0241473,0.0237057,0.0284742,0.0249122,0.0438457,0.0464461,0.0373965,0.0353192,0.0182987,0.049652,0.00897352,0.0174866,0.064589,0,0.0187103,0.0674305,0.020839,0,0,0.0124969,0,0,0.0323834,0.0467419,0.0360355,0.0426233,0.037838,0.0197514,0.0337678,0.0302334,0.0641784,0.0628996,0.064774,0.0662841,0.0213316,0.0374095,0.0168424,0.0171938,0.0422227,0.0196573,0,0,0,0,0,0,0,0,0,0.057879,0,0,0,0
125,0.0387006,0.0471404,0,0,0,0,0.0547829,0,0.0285918,0.0526253,0,0,0.0100434,0,0,0.0327293,0.0344327,0.0366989,0.0162033,0.0422688,0.0231186,0.0305915,0.0236989,0.0238373,0.0283969,0.0241257,0.0435685,0.0462646,0.0370923,0.034816,0.0182596,0.0499241,0.00905171,0.0174847,0.0657769,0,0.0175972,0.0674093,0.0209009,0,0,0.0124224,0,0,0.0325251,0.0466978,0.0349183,0.0425795,0.0380908,0.020265,0.0337657,0.0309208,0.0639683,0.0631953,0.0646438,0.0660136,0.02226,0.0374502,0.0168607,0.0172969,0.0422214,0.019717,0,0,0,0,0,0,0,0,0,0.0575117,0,0,0,0
126,0.0384099,0.0471101,0,0,0,0,0.0535323,0,0.0285247,0.0522105,0,0,0.00989033,0,0,0.0325798,0.0348143,0.0373191,0.0165163,0.0422791,0.0232081,0.0305575,0.023346,0.0243479,0.0283229,0.0232507,0.0433522,0.0461634,0.0367678,0.0343217,0.0183938,0.0501943,0.00912983,0.01733,0.0671889,0,0.0167253,0.0676009,0.0209367,0,0,0.0123871,0,0,0.0325413,0.0462345,0.0349801,0.0424476,0.0383333,0.0207302,0.0339048,0.0308761,0.0641635,0.0639007,0.0643775,0.0657232,0.0232468,0.0375493,0.0168479,0.0173962,0.042074,0.0199231,0,0,0,0,0,0,0,0,0,0.057173,0,0,0,0
127,0.0380217,0.0470285,0,0,0,0,0.0519229,0,0.0281155,0.0515368,0,0,0.00985006,0,0,0.0324085,0.0351735,0.0381547,0.01682,0.042363,0.0234037,0.0303975,0.0230613,0.0252803,0.0284759,0.022484,0.0430636,0.0458895,0.0363607,0.0337232,0.0186372,0.0503931,0.00921836,0.0171145,0.0683953,0,0.0164513,0.0677207,0.020929,0,0,0.0123914,0,0,0.0325611,0.0462738,0.0361113,0.0419389,0.0386485,0.0212046,0.0338071,0.0304174,0.0642799,0.0645305,0.0637863,0.0651185,0.0243858,0.0375413,0.0168736,0.0175041,0.0417476,0.0201508,0,0,0,0,0,0,0,0,0,0.0566084,0,0,0,0
128,0.0375358,0.0469129,0,0,0,0,0.0500504,0,0.0276802,0.0509899,0,0,0.00996657,0,0,0.0325828,0.0351288,0.039194,0.0169618,0.0424392,0.0235816,0.030126,0.0225156,0.0261432,0.0287887,0.0218192,0.0428059,0.0456154,0.0359532,0.0330639,0.0194491,0.0504569,0.00932634,0.0170525,0.0691092,0,0.0167234,0.0672576,0.0209135,0,0,0.0122839,0,0,0.0326444,0.0470616,0.037958,0.0408212,0.0386625,0.0217242,0.0333731,0.030231,0.0639611,0.0646768,0.0629536,0.0641382,0.0250821,0.0373796,0.0170387,0.0177346,0.0413979,0.0204005,0,0,0,0,0,0,0,0,0,0.0558641,0,0,0,0
129,0.0367333,0.0469584,0,0,0,0,0.0434896,0,0.0251295,0.0513366,0,0,0.0100478,0,0,0.0336457,0.0349423,0.0404888,0.018018,0.0412137,0.0231882,0.0295058,0.0226366,0.025899,0.0284617,0.0218177,0.0440296,0.0466416,0.0370704,0.0340479,0.0204803,0.0500826,0.00924847,0.0175601,0.0608885,0,0.0141414,0.0654624,0.0204297,0,0,0.0120832,0,0,0.0331716,0.0488943,0.0440997,0.0384447,0.0377324,0.0223042,0.0341715,0.027113,0.0638184,0.0653102,0.0639679,0.064265,0.0140798,0.0369495,0.0171162,0.0179489,0.0410574,0.0205303,0,0,0,0,0,0,0,0,0,0.0552002,0,0,0,0
130,0.0368193,0.0468481,0,0,0,0,0.0450721,0,0.027014,0.0505279,0,0,0.0102962,0,0,0.0332278,0.0342036,0.0419817,0.0167216,0.0425734,0.0238808,0.0293608,0.0207159,0.0270851,0.0301207,0.0204381,0.0424237,0.0455693,0.0354777,0.03199,0.0220556,0.0504291,0.00951619,0.0174876,0.0690004,0,0.0172648,0.0649689,0.0208372,0,0,0.0119536,0,0,0.0329452,0.0486513,0.0423789,0.0379419,0.0379423,0.0225778,0.0320042,0.0310848,0.0627338,0.0639563,0.0623028,0.0632242,0.0243738,0.0371483,0.0172939,0.018282,0.0410331,0.0211139,0,0,0,0,0,0,0,0,0,0.0539319,0,0,0,0
131,0.0366405,0.046855,0,0,0,0,0.0425119,0,0.0271143,0.0503237,0,0,0.010428,0,0,0.0334212,0.0340172,0.04322,0.016771,0.0434219,0.0237973,0.029317,0.0198186,0.0273312,0.0306321,0.019871,0.0422573,0.0456391,0.0353783,0.0314242,0.0236778,0.050274,0.00959557,0.0177031,0.0691569,0,0.0173397,0.0641542,0.0208352,0,0,0.0119169,0,0,0.0331781,0.0485682,0.0433196,0.0373998,0.0373018,0.0229802,0.0315329,0.0315577,0.0622514,0.0634889,0.0624509,0.063302,0.0238998,0.0369915,0.0174573,0.018539,0.0410043,0.0213442,0,0,0,0,0,0,0,0,0,0.05337,0,0,0,0
132,0.0365641,0.0468249,0,0,0,0,0.0397567,0,0.0270845,0.0498541,0,0,0.0105978,0,0,0.0335704,0.0342419,0.0442215,0.0169986,0.0444045,0.0237684,0.0292848,0.0188579,0.0273648,0.0312816,0.0195845,0.0423121,0.0457183,0.0352044,0.0308093,0.0253215,0.0500745,0.00966316,0.0179425,0.0698983,0,0.0173586,0.0636448,0.0208344,0,0,0.011867,0,0,0.033176,0.0483163,0.0436632,0.0374323,0.0370676,0.0232523,0.031189,0.0315276,0.0618623,0.0632043,0.0626166,0.0633275,0.0244724,0.0368179,0.0175741,0.0187874,0.0410899,0.0214004,0,0,0,0,0,0,0,0,0,0.052994,0,0,0,0
133,0.036752,0.0466211,0,0,0,0,0.036605,0,0.0267465,0.0492185,0,0,0.0121603,0,0,0.0342883,0.0348411,0.0449354,0.0174271,0.0452903,0.0239559,0.0262644,0.0180042,0.027294,0.0317097,0.0193644,0.0422443,0.0456756,0.0348818,0.0301413,0.0267606,0.0501339,0.0113309,0.0180307,0.0705832,0,0.0171786,0.0632566,0.0209234,0,0,0.0117256,0,0,0.0332304,0.0481262,0.0442173,0.0377085,0.0373721,0.0233218,0.0309544,0.0310291,0.0615558,0.0631,0.0627703,0.0633699,0.02576,0.0366505,0.0177641,0.0191174,0.0411886,0.0214187,0,0,0,0,0,0,0,0,0,0.0526407,0,0,0,0
134,0.0365926,0.0465638,0,0,0,0,0.0326457,0,0.025551,0.0491222,0,0,0.0126546,0,0,0.035084,0.0358502,0.0446366,0.0190365,0.045965,0.0238105,0.026097,0.017704,0.0275507,0.032243,0.0191619,0.0421385,0.0459573,0.0349092,0.029784,0.0288848,0.0496712,0.0123058,0.0175321,0.0612143,0,0.0144471,0.0626733,0.0205232,0,0,0.0121657,0,0,0.0333161,0.0489665,0.0474855,0.0372174,0.0370236,0.0238012,0.0322449,0.0264523,0.062446,0.0644937,0.0647955,0.0645512,0.0151623,0.0364739,0.0180122,0.0194435,0.0413342,0.021179,0,0,0,0,0,0,0,0,0,0.0524518,0,0,0,0
135,0.0368253,0.0464396,0,0,0,0,0.0302405,0,0.0260921,0.0483746,0,0,0.0129625,0,0,0.0345346,0.0360142,0.0451515,0.0183742,0.0471343,0.0244883,0.0260791,0.0163126,0.0268864,0.0335565,0.0194559,0.0412324,0.045479,0.0343163,0.0289553,0.0304439,0.0497893,0.0128781,0.0177521,0.0700645,0,0.01625,0.0627785,0.0212071,0,0,0.0118225,0,0,0.033575,0.04831,0.0446691,0.0386319,0.038435,0.0241772,0.0310787,0.0300849,0.0618789,0.0632167,0.0628882,0.0636077,0.0267348,0.036306,0.0182207,0.0196729,0.0415873,0.0211698,0,0,0,0,0,0,0,0,0,0.0523638,0,0,0,0
