Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,RTHIP,RKNE,IMUL_R,IMUR_M,x75
19,0.0375969,0.0472366,0,0,0,0,0.0298076,0,0.0256416,0.0478516,0,0,0.0112781,0,0,0.0323417,0.0396487,0.0399285,0.0206163,0.0563641,0.0257302,0.0287728,0.0176485,0.0224237,0.0402461,0,0.0441134,0.0464471,0.0363913,0.0293071,0.0276214,0.0486403,0.00776157,0.0164163,0.057839,0,0.013145,0.0637932,0.0215658,0,0,0.0119955,0,0,0.0333662,0.0445555,0.0429582,0.0374983,0.0341634,0.0227722,0.0342027,0.0225224,0.0626547,0.0607601,0.062723,0.0623815,0.0173257,0.0341775,0.0199333,0.020099,0.0415874,0.0230784,0,0,0,0,0,0,0,0,0,0.0545344,0,0,0,0
20,0.0383277,0.0470995,0,0,0,0,0.0305832,0,0.0280533,0.0479009,0,0,0.0115579,0,0,0.0310544,0.0393688,0.0423355,0.0201549,0.0572919,0.026143,0.0285044,0.0174651,0.0235464,0,0,0.0424586,0.0447581,0.0351203,0.02867,0.0303821,0.0494074,0.00826676,0.0160394,0.0677663,0,0.0180457,0.06554,0.0220476,0,0,0.011446,0,0,0.0331314,0.0426514,0.0409776,0.0382107,0.0339174,0.0217163,0.0329971,0.0259101,0.0613443,0.0589484,0.0602696,0.0609511,0.0288393,0.0353161,0.0192018,0.0192385,0.0419314,0.0225303,0,0,0,0,0,0,0,0,0,0.0551248,0,0,0,0
21,0.0379698,0.0471205,0,0,0,0,0.0293394,0,0.0272599,0.0489829,0,0,0.0112057,0,0,0.0319717,0.0381505,0.0412314,0.0218707,0.0569161,0.0260534,0.0285582,0.0155339,0.0252444,0,0.0276207,0.0437983,0.0462699,0.0365594,0.0300562,0.0316519,0.0490309,0.0078975,0.0161091,0.0581759,0,0.0126779,0.0634765,0.0214979,0,0,0.0120347,0,0,0.0329329,0.04563,0.0432944,0.0357386,0.0327765,0.021894,0.0340942,0.0208963,0.0632129,0.0617917,0.0641447,0.0638013,0.016976,0.0350714,0.0196083,0.0195824,0.0417279,0.0226425,0,0,0,0,0,0,0,0,0,0.0537988,0.0202155,0,0,0
22,0.0384106,0.0470209,0,0,0,0,0.0273869,0,0.0267124,0.0484232,0,0,0.01152,0,0,0.0308743,0.0396389,0.0420312,0.0211765,0.0555304,0.0260194,0.028011,0.0162109,0.024388,0,0.0287138,0.0439872,0.0468344,0.03717,0.0307304,0.0353682,0.0497194,0.00851753,0.0155918,0.0681052,0,0.0186099,0.0655064,0.0222961,0,0,0.0112671,0,0,0.033105,0.0427921,0.040152,0.0377708,0.0335012,0.0217466,0.0326045,0.0255817,0.0616386,0.0589705,0.0604328,0.0613079,0.029143,0.035339,0.0192735,0.0194659,0.0418606,0.0224861,0,0,0,0,0,0,0,0,0,0.0550446,0,0,0,0
23,0.0378355,0.046961,0,0,0,0,0.0270124,0,0.0261112,0.0478052,0,0,0.0113097,0,0,0.0320609,0.0399677,0.0409329,0.0212134,0.0539364,0.0258274,0.0283451,0.0154106,0.0240996,0.0408738,0.0281377,0.0458501,0.0486829,0.038999,0.0328984,0.0359297,0.0488913,0.00805851,0.0159983,0.058597,0,0.0132214,0.0642461,0.021847,0,0,0.0120343,0,0,0.0330453,0.0455047,0.0426569,0.0351713,0.0325919,0.0225834,0.0342018,0.0200515,0.0634065,0.0618903,0.0640504,0.0639965,0.0174039,0.0344006,0.0196981,0.0203949,0.0413128,0.0231265,0,0,0,0,0,0,0,0,0,0.0540824,0.0204877,0,0,0
24,0.0380174,0.0469936,0,0,0,0,0.0262707,0,0.0261216,0.0477229,0,0,0.0110951,0,0,0.0318391,0.0414307,0.0415297,0.0217096,0.0539837,0.0259597,0.0279978,0.01554,0.0245411,0.0397112,0.027874,0.0460962,0.0489631,0.0393189,0.0337864,0.0377917,0.0493089,0.00805849,0.0156878,0.0580011,0,0.0143299,0.0657039,0.0218741,0,0,0.0120647,0,0,0.0330082,0.0441185,0.0420287,0.0363058,0.0324392,0.0223804,0.0343195,0.0210876,0.0628686,0.0603357,0.0623642,0.0628634,0.0179415,0.0346493,0.019642,0.0202996,0.0414562,0.0228757,0,0,0,0,0,0,0,0,0,0.0555025,0,0,0,0
25,0.0379812,0.0469207,0,0,0,0,0.0253764,0,0.0262766,0.0474089,0,0,0.0112268,0,0,0.031934,0.0412198,0.0425328,0.0213433,0.0538504,0.0261732,0.0284509,0.015054,0.0253787,0.0392564,0.0275271,0.0465808,0.0494061,0.0400715,0.0349914,0.0406134,0.0490834,0.00785009,0.0158205,0.0586959,0,0.0136676,0.0653329,0.0216963,0,0,0.0121724,0,0,0.032981,0.0452799,0.0426799,0.0350112,0.0318026,0.0222651,0.0346785,0.0197897,0.063224,0.0615859,0.063824,0.0636495,0.0176136,0.0345915,0.0196043,0.0202827,0.0413653,0.0228342,0,0,0,0,0,0,0,0,0,0.0549777,0.0212621,0,0,0
26,0.0381182,0.0468915,0,0,0,0,0.0251451,0,0.0262118,0.0472327,0,0,0.0110857,0,0,0.0317576,0.0426067,0.0433373,0.0217751,0.0545175,0.0264489,0.0281952,0.0153413,0.0261286,0.0391019,0.0280106,0.0471605,0.0499257,0.0406093,0.0358952,0.0425609,0.0493069,0.00788281,0.0156161,0.0576312,0,0.0149443,0.0666972,0.0216202,0,0,0.0122546,0,0,0.0327828,0.0445969,0.0421161,0.0360637,0.0316839,0.0222136,0.0346073,0.0214149,0.0627314,0.0598632,0.0622159,0.062235,0.017861,0.034809,0.0194181,0.0202553,0.0414902,0.0226293,0,0,0,0,0,0,0,0,0,0.0563452,0,0,0,0
27,0.0380046,0.0468945,0,0,0,0,0.0250265,0,0.0263375,0.0469177,0,0,0.0112121,0,0,0.0318083,0.0417642,0.0444456,0.0212947,0.0557665,0.0267708,0.0286479,0.0149788,0.027921,0.0389829,0.0268399,0.0475071,0.0502837,0.041156,0.0369987,0.0456305,0.0491086,0.00779753,0.0155598,0.0603631,0,0.0136733,0.0657288,0.0215878,0,0,0.0126923,0,0,0.0327724,0.0453765,0.0437985,0.0343833,0.0310268,0.0221782,0.034722,0.0199567,0.0631983,0.0616772,0.0639739,0.0636562,0.0191226,0.0347698,0.0192872,0.0201104,0.041432,0.0227626,0,0,0,0,0,0,0,0,0,0.0549995,0.0207826,0,0,0
28,0.0380513,0.046809,0,0,0,0,0.0252585,0,0.0259032,0.0462534,0,0,0.011376,0,0,0.0317138,0.0422733,0.0445714,0.0214929,0.0565378,0.0270286,0.0290889,0.0151238,0.0294042,0.0390002,0.0262652,0.0479878,0.0508303,0.0418471,0.0380645,0.047096,0.049026,0.00778833,0.015415,0.0599579,0,0.0143622,0.0669264,0.0214713,0,0,0.0131072,0,0,0.0327766,0.04508,0.0438001,0.0341146,0.0303533,0.0220465,0.0350513,0.0195421,0.0629285,0.0612533,0.0636495,0.0635573,0.0187106,0.0346853,0.0191702,0.0199533,0.0413904,0.0227557,0,0,0,0,0,0,0,0,0,0.0553963,0.0215995,0,0,0
29,0.0381571,0.0466894,0,0,0,0,0.0249248,0,0.0258899,0.0460023,0,0,0.0113459,0,0,0.0316865,0.0422496,0.0449913,0.0214629,0.0566011,0.0272455,0.0291151,0.0153438,0.0309221,0.0390298,0.0254777,0.0488397,0.0512413,0.04259,0.0391951,0.0477674,0.0490604,0.00776811,0.0153782,0.0601321,0,0.0146655,0.067612,0.0213852,0,0,0.0133061,0,0,0.0326946,0.0447737,0.0440859,0.0337977,0.0300226,0.0219942,0.0353074,0.0191705,0.0627932,0.0611751,0.0635028,0.0633401,0.0190673,0.0347381,0.0189694,0.0198766,0.0413693,0.0227652,0,0,0,0,0,0,0,0,0,0.0558162,0.0219761,0,0,0
30,0.0382625,0.0466296,0,0,0,0,0.0251807,0,0.025926,0.0457641,0,0,0.0113817,0,0,0.0317001,0.0420947,0.045404,0.0213543,0.0565297,0.0273764,0.0291674,0.015796,0.0322705,0.0390975,0.0249768,0.0500212,0.0515674,0.0431711,0.0400678,0.0481182,0.049105,0.00778924,0.0153884,0.0604414,0,0.0149405,0.0681729,0.0212751,0,0,0.0135013,0,0,0.0326187,0.0450287,0.0444491,0.0335947,0.0296975,0.022068,0.0355736,0.0189573,0.0626424,0.0611066,0.0631974,0.0631299,0.0194938,0.03476,0.0187853,0.0198116,0.0413317,0.0227583,0,0,0,0,0,0,0,0,0,0.0560954,0.0222115,0,0,0
31,0.0383516,0.0466442,0,0,0,0,0.0254557,0,0.0257738,0.0456,0,0,0.0114168,0,0,0.0317104,0.0418317,0.0453995,0.0212532,0.0564554,0.0274655,0.0291761,0.0164026,0.0333941,0.0391017,0.0248649,0.0507371,0.0518175,0.0435935,0.0405833,0.0476805,0.0491527,0.00778261,0.0153834,0.0606986,0,0.0152113,0.0686001,0.0213339,0,0,0.0137191,0,0,0.0326198,0.0452854,0.0446857,0.0333705,0.0294227,0.0221089,0.035878,0.0189045,0.0624907,0.0610041,0.0628319,0.0630259,0.0199153,0.0346982,0.0187432,0.0197606,0.0413551,0.0227143,0,0,0,0,0,0,0,0,0,0.0562081,0.0224041,0,0,0
32,0.0384166,0.0466085,0,0,0,0,0.0258354,0,0.0255406,0.0455412,0,0,0.0115649,0,0,0.0316275,0.0415274,0.0446761,0.0210222,0.056202,0.0275593,0.0291674,0.0169536,0.0341974,0.0389436,0.0251129,0.0506705,0.0519287,0.0436646,0.0406313,0.0459462,0.0490821,0.0077995,0.0154182,0.0608485,0,0.0154453,0.0689084,0.0213686,0,0,0.013974,0,0,0.0325169,0.0455352,0.044938,0.0331077,0.029312,0.0222457,0.0362086,0.0187068,0.0623347,0.060917,0.062919,0.0629361,0.0202913,0.0345914,0.0188001,0.0198811,0.0413812,0.0227363,0,0,0,0,0,0,0,0,0,0.0565264,0.022605,0,0,0
33,0.0383535,0.0466532,0,0,0,0,0.0267605,0,0.0258708,0.0450169,0,0,0.0110907,0,0,0.0320748,0.0420853,0.0449545,0.021053,0.0550556,0.0281302,0.0282565,0.0177582,0.0334234,0.0385118,0,0.0496591,0.0514909,0.0430505,0.0400546,0.0438043,0.0490722,0.00769917,0.01606,0.0611454,0,0.0156489,0.0699078,0.0214455,0,0,0.013202,0,0,0.0325927,0.0449757,0.0458535,0.0333532,0.0295032,0.0215111,0.0361984,0.0189623,0.0620064,0.0606592,0.0627747,0.0625454,0.0208502,0.0347653,0.0188657,0.0200657,0.0416162,0.0227437,0,0,0,0,0,0,0,0,0,0.0569419,0.0231117,0,0,0
34,0.0383726,0.0465204,0,0,0,0,0.0279616,0,0.0251831,0.0462348,0,0,0.0112863,0,0,0.031988,0.0410325,0.0440851,0.0203175,0.053799,0.0279605,0.0280175,0.0184957,0.0349666,0.038242,0.0262318,0.0494875,0.0518125,0.0428708,0.0394888,0.0396716,0.0489622,0.00783475,0.0160473,0.0616066,0,0.0158321,0.0685817,0.0216268,0,0,0.0132415,0,0,0.0327182,0.0456409,0.0452546,0.0327239,0.0302303,0.0220466,0.0364909,0.0181379,0.0623867,0.0611482,0.0632273,0.0627405,0.0213145,0.0341417,0.0192508,0.020598,0.0415087,0.0229534,0,0,0,0,0,0,0,0,0,0.0567673,0.0224836,0,0,0
35,0.0379837,0.0467971,0,0,0,0,0.029818,0,0.0246434,0.0469597,0,0,0.0121515,0,0,0.0315021,0.0404255,0.044193,0.0200363,0.052361,0.0277212,0.0290644,0.0192807,0.0349593,0.0383204,0.0272393,0.0488878,0.0516304,0.0422967,0.0387488,0.035813,0.0486219,0.00777303,0.0151253,0.062352,0,0.0159368,0.0683387,0.0216538,0,0,0.0146499,0,0,0.0325639,0.0456632,0.0453299,0.0324991,0.030218,0.0231229,0.036533,0.0179147,0.062557,0.0613029,0.0632263,0.062318,0.022275,0.0337241,0.0187647,0.0200686,0.0416758,0.0226794,0,0,0,0,0,0,0,0,0,0.0566714,0.0222529,0,0,0
36,0.0382534,0.0465758,0,0,0,0,0.0321459,0,0.0242257,0.047391,0,0,0.0123985,0,0,0.0313189,0.0401119,0.0430593,0.0196771,0.0507066,0.027801,0.0289004,0.0199302,0.0339864,0.0381759,0.0289717,0.0484476,0.051463,0.0421931,0.0386278,0.0315389,0.0486169,0.00793101,0.0152069,0.0619949,0,0.0161143,0.0677226,0.0217271,0,0,0.0145826,0,0,0.0324269,0.0462857,0.0451257,0.0322574,0.0306105,0.0233435,0.0366967,0.0176946,0.0626035,0.0614187,0.0633173,0.0624751,0.0224987,0.0335385,0.0189764,0.0205421,0.041573,0.022946,0,0,0,0,0,0,0,0,0,0.056684,0.0220721,0,0,0
37,0.0382208,0.046531,0,0,0,0,0.0360303,0,0.0241523,0.0483936,0,0,0.0124375,0,0,0.0313345,0.039239,0.041965,0.0192767,0.049497,0.0276585,0.0286092,0.0198601,0.0330036,0.0359146,0.030467,0.0477928,0.0510435,0.0418854,0.0385207,0.0263654,0.0486976,0.00788571,0.0151969,0.062448,0,0.0162248,0.0670672,0.0217957,0,0,0.014307,0,0,0.0325679,0.0470491,0.0450415,0.0319318,0.0308487,0.0235454,0.0368688,0.0179686,0.0626245,0.0617626,0.0632582,0.0625914,0.0228939,0.0333574,0.0190586,0.0207464,0.0415984,0.0229348,0,0,0,0,0,0,0,0,0,0.0566171,0.0217582,0,0,0
38,0.0382719,0.0467874,0,0,0,0,0.0403488,0,0.0251822,0.0502925,0,0,0.0121061,0,0,0.0313938,0.0386187,0.0422528,0.0213295,0.0501706,0.0274114,0.0283389,0.0211897,0.0337227,0,0.0320281,0.0462292,0.0497316,0.040366,0.0374154,0.0213421,0.0490168,0.00772984,0.0149416,0.0626398,0,0.0165382,0.0671427,0.021578,0,0,0.0139156,0,0,0.0327181,0.0469064,0.0453567,0.0319549,0.0300951,0.0229117,0.0365528,0.0192494,0.0624086,0.061896,0.063389,0.0624716,0.0224435,0.0337724,0.0185162,0.0201152,0.0420822,0.0220955,0,0,0,0,0,0,0,0,0,0.0564016,0.0216825,0,0,0
39,0.0383039,0.0467909,0,0,0,0,0.0443333,0,0.0253636,0.0512506,0,0,0.0120573,0,0,0.0313916,0.0377692,0.0419836,0.0215434,0.0489136,0.0272472,0.0281159,0.0219931,0.0322235,0,0.0335646,0.0463053,0.0497448,0.0398978,0.0380541,0.0173349,0.0490477,0.00777317,0.0149439,0.0630204,0,0.0165873,0.0663695,0.0217314,0,0,0.0135795,0,0,0.032925,0.0472349,0.0454037,0.0317158,0.0303024,0.0230656,0.0365379,0.0187512,0.0626643,0.0621414,0.0637071,0.0625795,0.0227267,0.0336713,0.0187217,0.0202833,0.0420779,0.0220241,0,0,0,0,0,0,0,0,0,0.0562254,0.0212611,0,0,0
40,0.0380731,0.046571,0,0,0,0,0.0521415,0,0.0290429,0.0536015,0,0,0.0122152,0,0,0.0313172,0.0323812,0.049348,0.0183299,0.0484687,0.0273355,0.0275846,0.0148052,0.0291535,0.110941,0.0351676,0.0464402,0.0489185,0.0396901,0.0413125,0.0132913,0.048835,0.00785379,0.0150855,0.0657143,0,0.0166362,0.0639027,0.0224621,0,0,0.0132726,0,0,0.0333927,0.0505483,0.0449196,0.0300485,0.0323083,0.0244936,0.0391186,0.017043,0.0631652,0.0625749,0.0640004,0.0630113,0.0255514,0.0327423,0.0197009,0.0214774,0.0416574,0.0227973,0,0,0,0,0,0,0,0,0,0.0574678,0.0204308,0,0,0
41,0.0380517,0.0465796,0,0,0,0,0.0560758,0,0.0291183,0.0548107,0,0,0.0121515,0,0,0.0313412,0.0312928,0.0498972,0.0187145,0.0477563,0.0271521,0.0273717,0.015043,0.0276615,0.120226,0.0366239,0.0469897,0.0488348,0.0402354,0.042429,0.0111087,0.0487776,0.00779221,0.0152492,0.0661936,0,0.016646,0.06316,0.0226422,0,0,0.0131194,0,0,0.0335032,0.0509871,0.0448744,0.030011,0.0324547,0.0247295,0.0393542,0.0170317,0.0633923,0.062734,0.0640519,0.0634306,0.0259201,0.0325415,0.0197107,0.021597,0.0416678,0.0227745,0,0,0,0,0,0,0,0,0,0.0574331,0.0200167,0,0,0
42,0.0381733,0.0464885,0,0,0,0,0.0586773,0,0.0288449,0.0559901,0,0,0.0116727,0,0,0.0318601,0.030669,0.048444,0.0196174,0.0471008,0.0269632,0.0265144,0.0159077,0.0259556,0.120883,0.0378038,0.0474872,0.0492162,0.0407749,0.0429966,0.0104651,0.0487583,0.00765981,0.0162168,0.0653592,0,0.0171592,0.0628341,0.0227148,0,0,0.0128981,0,0,0.0336146,0.0513783,0.0444161,0.0298454,0.0323622,0.0245855,0.039636,0.0172963,0.063413,0.0624949,0.0638386,0.0640192,0.0249402,0.0323705,0.0197922,0.0216927,0.0416115,0.0227007,0,0,0,0,0,0,0,0,0,0.0577193,0.0207316,0,0,0
43,0.0383309,0.0465397,0,0,0,0,0.0602362,0,0.0295401,0.0575406,0,0,0.0116632,0,0,0.0317105,0.0306204,0.0481876,0.0209805,0.0474375,0.0265377,0.0263683,0.0176455,0.0242663,0.121346,0.0395244,0.047855,0.0495286,0.0410363,0.0434375,0.00929944,0.0490062,0.0077183,0.0158816,0.0617356,0,0.0191507,0.0633823,0.0226645,0,0,0.0129753,0,0,0.0338226,0.0515007,0.0438261,0.0303863,0.0321422,0.0244503,0.0399427,0.0188771,0.0628774,0.0609567,0.0623899,0.0631363,0.0203554,0.0323982,0.0195727,0.0213894,0.0416684,0.022325,0,0,0,0,0,0,0,0,0,0.0585144,0,0,0,0
44,0.0382536,0.046561,0,0,0,0,0.0605624,0,0.0303926,0.0577388,0,0,0.0120625,0,0,0.0314545,0.0290916,0.0480897,0.0216943,0.0476654,0.0269439,0.0271072,0.0183408,0.0238519,0.122307,0.039223,0.0485837,0.0503742,0.0417896,0.0440497,0.00923186,0.0488827,0.00772084,0.0154295,0.0657502,0,0.0177833,0.0613458,0.0225412,0,0,0.0133831,0,0,0.0336844,0.0519336,0.0457327,0.0294142,0.032229,0.024506,0.0396706,0.0175502,0.0634822,0.062931,0.064751,0.0644857,0.0235827,0.0324486,0.0193744,0.0212611,0.0415201,0.0224765,0,0,0,0,0,0,0,0,0,0.0570466,0.0177646,0,0,0
45,0.0384988,0.0464261,0,0,0,0,0.0616021,0,0.0305699,0.0588795,0,0,0.0112088,0,0,0.0320745,0.0294111,0.0489493,0.0220094,0.0477744,0.0267745,0.0255536,0.0198651,0.0226984,0.122665,0.040577,0.0494182,0.0513264,0.0424305,0.0447468,0.00972338,0.049111,0.00756801,0.0165322,0.0623054,0,0.0192495,0.0621944,0.0226801,0,0,0.0127509,0,0,0.0339809,0.0518256,0.0446526,0.0297243,0.0324554,0.0243508,0.0403651,0.0189421,0.0627322,0.0608991,0.0631308,0.0631039,0.0211668,0.0324009,0.0196564,0.0216005,0.0414336,0.0225134,0,0,0,0,0,0,0,0,0,0.0585168,0,0,0,0
46,0.0383135,0.0464964,0,0,0,0,0.0619164,0,0.0305275,0.0592805,0,0,0.0115839,0,0,0.0316702,0.0292219,0.0487636,0.0225791,0.047897,0.0268389,0.0264221,0.0201886,0.0225919,0.124135,0.0407713,0.0499444,0.0521294,0.042796,0.0448837,0.00950062,0.0490372,0.00765256,0.0157508,0.0619097,0,0.0195605,0.0621557,0.0226035,0,0,0.012938,0,0,0.0340127,0.051914,0.0449014,0.0295172,0.0324176,0.0245651,0.0404268,0.0189068,0.0626316,0.0607529,0.0630884,0.0629802,0.020792,0.0324574,0.0195592,0.0215311,0.0415593,0.0224436,0,0,0,0,0,0,0,0,0,0.0586616,0,0,0,0
47,0.038045,0.0465309,0,0,0,0,0.061942,0,0.0299151,0.0587849,0,0,0.0116366,0,0,0.0319076,0.0286447,0.0459319,0.0225851,0.0472931,0.0274023,0.0266244,0.0196495,0.0231231,0.124107,0.0399368,0.0504694,0.0529431,0.0432071,0.0445825,0.0104566,0.0488363,0.00752577,0.0159408,0.0656261,0,0.0182651,0.0611298,0.0224902,0,0,0.0128381,0,0,0.0338173,0.0520555,0.0460227,0.0286415,0.032608,0.0244809,0.0398607,0.0181111,0.0629957,0.0620513,0.0643224,0.0638741,0.025461,0.0324568,0.0195089,0.0217527,0.0415664,0.0227282,0,0,0,0,0,0,0,0,0,0.0576822,0.0189319,0,0,0
48,0.0380484,0.0465688,0,0,0,0,0.0585443,0,0.0299915,0.0596337,0,0,0.0112277,0,0,0.0323157,0.0275103,0.0444214,0.0240294,0.0469537,0.0278926,0.0261913,0.0196512,0.0235284,0.122503,0.0385719,0.0499553,0.052574,0.043067,0.0437214,0.00826886,0.0490024,0.00733795,0.0164287,0.0682111,0,0.0182907,0.0598948,0.0222095,0,0,0.0123467,0,0,0.0336937,0.052551,0.0474454,0.0277313,0.0324994,0.0239074,0.039899,0.0181537,0.0627666,0.0622743,0.0642643,0.0638119,0.0281435,0.032674,0.0193788,0.021664,0.0416543,0.0227998,0,0,0,0,0,0,0,0,0,0.0574337,0.0171757,0,0,0
49,0.0384573,0.0466606,0,0,0,0,0.0502164,0,0.0277282,0.0585131,0,0,0.0113927,0,0,0.0319681,0.031597,0.0379506,0.0267045,0.0479234,0.0279729,0.0271404,0.0279817,0.0274277,0,0.0356557,0.047228,0.049938,0.0412538,0.0386193,0.00915135,0.0491181,0.00772447,0.0161202,0.0632476,0,0.0188279,0.0617809,0.0216802,0,0,0.0127156,0,0,0.0332736,0.0499184,0.0481349,0.0285294,0.0304381,0.0228045,0.037966,0.0185202,0.0623846,0.0620385,0.0640934,0.063619,0.0216849,0.0335689,0.0186084,0.0202754,0.0419709,0.022164,0,0,0,0,0,0,0,0,0,0.0557309,0.0171592,0,0,0
50,0.0383943,0.0467225,0,0,0,0,0.048047,0,0.0278955,0.0584524,0,0,0.0113644,0,0,0.0320709,0.0314871,0.0374262,0.0267635,0.0476248,0.0281147,0.0273106,0.0278809,0.0281815,0,0.0351225,0.0470621,0.0498247,0.0410626,0.0385289,0.0103723,0.0489973,0.0077277,0.016168,0.0627425,0,0.0190773,0.0619283,0.0214855,0,0,0.0127476,0,0,0.033061,0.0497707,0.0485712,0.0282433,0.0303358,0.0227055,0.0381659,0.0185919,0.061994,0.0616121,0.063786,0.0631869,0.0212977,0.0336347,0.0187003,0.0200255,0.0420772,0.0222183,0,0,0,0,0,0,0,0,0,0.0559294,0.0174616,0,0,0
51,0.0382741,0.0468277,0,0,0,0,0.046069,0,0.0282612,0.0584379,0,0,0.0114271,0,0,0.0321771,0.0311284,0.0367118,0.0267048,0.0472287,0.0281944,0.0275746,0.0280855,0.0292125,0,0.0347931,0.0467291,0.0496322,0.0408261,0.0383865,0.0119795,0.0488098,0.00775909,0.0163805,0.0618117,0,0.0192563,0.0621574,0.0212746,0,0,0.0128046,0,0,0.0329965,0.0497168,0.0492136,0.0278752,0.0302677,0.0227087,0.0383995,0.0185729,0.0615877,0.0611496,0.0634933,0.0625316,0.021405,0.0337415,0.0186585,0.0198979,0.0421841,0.0222616,0,0,0,0,0,0,0,0,0,0.0561385,0.0176554,0,0,0
52,0.0384613,0.046831,0,0,0,0,0.0473758,0,0.0291399,0.0579776,0,0,0.0120931,0,0,0.0313677,0.0301122,0.0348422,0.0253255,0.0465065,0.0287966,0.0280699,0.0275607,0.0304516,0,0.0334921,0.0462198,0.0493049,0.0404348,0.0377949,0.0101327,0.0489226,0.00811877,0.0162173,0.0747155,0,0.0223501,0.0621378,0.0216238,0,0,0.012484,0,0,0.0326728,0.0479189,0.0473182,0.027919,0.0314196,0.0225747,0.0363183,0.0232346,0.0599535,0.0590383,0.0603615,0.059704,0.0378873,0.034271,0.0186308,0.0199106,0.0424129,0.0227476,0,0,0,0,0,0,0,0,0,0.0561496,0.0212439,0,0,0
53,0.0378796,0.0471054,0,0,0,0,0.0440731,0,0.0261376,0.0567459,0,0,0.0116179,0,0,0.0326463,0.031278,0.0333742,0.0261725,0.0456607,0.0287222,0.0290593,0.0284695,0.0300832,0,0,0.0465894,0.0496034,0.0407614,0.0388167,0.0113412,0.0483261,0.00754397,0.016869,0.061815,0,0.0198558,0.0647198,0.0203442,0,0,0.0129179,0,0,0.0327521,0.0480928,0.051299,0.0270664,0.0295946,0.021659,0.0381501,0.0197549,0.0602942,0.0596379,0.0622239,0.0603988,0.0250365,0.0341973,0.0185935,0.0196351,0.0425269,0.0223466,0,0,0,0,0,0,0,0,0,0.0566927,0.0192881,0,0,0
54,0.0377778,0.0472409,0,0,0,0,0.042155,0,0.026498,0.0587949,0,0,0.0114562,0,0,0.032643,0.028879,0.032842,0.0271983,0.0462434,0.0283233,0.0289266,0.0276968,0.0325763,0,0.0311156,0.0452635,0.0482562,0.0399304,0.0373103,0.0135306,0.0484974,0.00752354,0.0166655,0.0613998,0,0.0196423,0.0625168,0.0204048,0,0,0.0128514,0,0,0.0328436,0.0492638,0.0514111,0.0270793,0.0297465,0.0219284,0.0382401,0.019173,0.0603994,0.059864,0.0623681,0.0604989,0.0250289,0.034122,0.01869,0.0196411,0.0428006,0.0222016,0,0,0,0,0,0,0,0,0,0.0562318,0.018824,0,0,0
55,0.0379962,0.0472666,0,0,0,0,0.0440947,0,0.0250844,0.0571158,0,0,0.0120229,0,0,0.0321322,0.0296688,0.0307982,0.0258338,0.0449681,0.0291268,0.0295669,0.0266916,0.0322593,0,0,0.04524,0.0480281,0.0401845,0.0378723,0.0120514,0.0484661,0.00818507,0.0171018,0.069903,0,0.0223026,0.0647442,0.0207057,0,0,0.0125686,0,0,0.0326771,0.0465719,0.0499191,0.0273572,0.0301688,0.0214393,0.0366553,0.0235745,0.0586104,0.0574331,0.0591694,0.0582803,0.0348641,0.0349144,0.0184082,0.0189288,0.0430729,0.0226539,0,0,0,0,0,0,0,0,0,0.0569206,0.0233078,0,0,0
56,0.0378942,0.0473201,0,0,0,0,0.0415458,0,0.0243532,0.0593486,0,0,0.0119091,0,0,0.032131,0.0275842,0.0302119,0.0266351,0.0455267,0.0289764,0.0295564,0.0259587,0.0336391,0,0.0287167,0.0444066,0.0469049,0.0394445,0.0366653,0.0139527,0.0486111,0.00827499,0.0169024,0.0693563,0,0.0218389,0.0623812,0.0207131,0,0,0.0124314,0,0,0.0328043,0.0477929,0.0502092,0.0276081,0.0305346,0.0217245,0.0367966,0.0232246,0.0587329,0.0576084,0.0594545,0.05853,0.0340982,0.0350234,0.0188452,0.0186968,0.0431839,0.0227566,0,0,0,0,0,0,0,0,0,0.0564976,0.0226569,0,0,0
57,0.0376387,0.0472386,0,0,0,0,0.0399096,0,0.0238579,0.0596516,0,0,0.0118528,0,0,0.0323319,0.026638,0.0300147,0.0261033,0.0447888,0.0293652,0.0300542,0.0248124,0.0327585,0,0.0282387,0.0445544,0.0474851,0.0389487,0.0362013,0.0158209,0.048474,0.00835463,0.0170524,0.0681239,0,0.0215428,0.0615528,0.0203487,0,0,0.0125104,0,0,0.0326536,0.0479027,0.0512311,0.0279022,0.0308091,0.0214367,0.0369893,0.0232529,0.0585447,0.0574771,0.0595279,0.058502,0.032825,0.0353428,0.0188088,0.018447,0.0430311,0.0230439,0,0,0,0,0,0,0,0,0,0.056538,0.0231508,0,0,0
