Devices
1000
,,Impulse - Electric Potential,
Frame,Sub Frame,1
,,V
1,0,-0.0643539
1,1,-0.027771
1,2,-0.020256
1,3,-0.015564
1,4,-0.0267029
1,5,-0.013504
1,6,-0.0281906
1,7,-0.0227356
1,8,-0.0556183
1,9,-0.0875092
2,0,-0.146408
2,1,-0.1231
2,2,-0.176201
2,3,-0.112839
2,4,-0.152359
2,5,-0.0534821
2,6,-0.049057
2,7,-0.0284195
2,8,0.0189209
2,9,0.0149536
3,0,-0.0287628
3,1,0.0105667
3,2,-0.0153351
3,3,0.0100708
3,4,0.00801086
3,5,-0.0592041
3,6,-0.0590897
3,7,-0.125771
3,8,-0.137978
3,9,-0.12146
4,0,-0.0762558
4,1,-0.110054
4,2,-0.0381851
4,3,-0.0103378
4,4,0.0213623
4,5,0.0348663
4,6,0.0603867
4,7,0.018425
4,8,0.0416183
4,9,0.0268936
5,0,0.0432205
5,1,-0.000762939
5,2,-0.0159836
5,3,-0.0740051
5,4,-0.0915527
5,5,-0.112648
5,6,-0.0778961
5,7,-0.0254059
5,8,0.0118637
5,9,0.0128174
6,0,0.0591278
6,1,0.0720596
6,2,0.108414
6,3,0.0941849
6,4,0.0969696
6,5,0.0715256
6,6,0.0832367
6,7,0.0632477
6,8,0.07267
6,9,0.0347519
7,0,-0.0129318
7,1,-0.0257111
7,2,-0.0256348
7,3,-0.037384
7,4,0.019455
7,5,0.0574112
7,6,0.0635147
7,7,0.114212
7,8,0.126305
7,9,0.150528
8,0,0.135536
8,1,0.137939
8,2,0.130463
8,3,0.0761795
8,4,0.119209
8,5,0.0782776
8,6,0.0397873
8,7,-0.00576019
8,8,-0.0156021
8,9,-0.0186539
9,0,0.00679016
9,1,0.0386047
9,2,0.07061
9,3,0.0853348
9,4,0.105629
9,5,0.112839
9,6,0.15049
9,7,0.11795
9,8,0.12043
9,9,0.081749
10,0,0.0857925
10,1,0.0849152
10,2,0.00637054
10,3,-0.0337982
10,4,-0.0959015
10,5,-0.0524139
10,6,-0.0568771
10,7,-0.00297546
10,8,0.0172806
10,9,0.0694656
11,0,0.0567245
11,1,0.0634384
11,2,0.0551605
11,3,0.0854874
11,4,0.0714493
11,5,0.0753784
11,6,0.0708008
11,7,0.0409317
11,8,0.039978
11,9,-0.0280762
12,0,-0.0439453
12,1,-0.039711
12,2,-0.0812149
12,3,-0.0825119
12,4,-0.0248337
12,5,-0.0031662
12,6,0.0271988
12,7,0.04776
12,8,0.043869
12,9,0.0461197
13,0,0.071907
13,1,0.0157166
13,2,0.0218964
13,3,0.0583649
13,4,0.0236893
13,5,-0.0357819
13,6,-0.0551987
13,7,-0.114174
13,8,-0.108528
13,9,-0.0662613
14,0,-0.136223
14,1,-0.0567245
14,2,-0.0387573
14,3,-0.0336075
14,4,0.00419617
14,5,0.0491714
14,6,0.0291824
14,7,7.62939e-05
14,8,-0.00488281
14,9,-0.0151062
15,0,-0.0117111
15,1,-0.0069046
