Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
All Timesteps RMSE,0,0,0,0,0,0,0.0795403,0.0513751,0,0,0,0.0538034,0,0.0279047,0.0676872,0,0,0.0219937,0,0,0.0280444,0.0698778,0.0325932,0.0539263,0.0282546,0.109777,0.0689011,0.0608997,0.0757987,0.0749597,0.0675116,0.0395275,0.0361777,0.0394393,0.047406,0.0377901,0.0252943,0.00729251,0.0164475,0.0402866,0,0.035892,0.0633512,0.0328419,0,0,0.0238068,0,0,0.0308524,0.0592595,0.0439824,0.0573986,0.0300536,0.111509,0.0648197,0.0531562,0.0784436,0.0628359,0.0448179,0.0557486,0.0328746,0.0378213,0.0686879,0.0281879,0.0173106,0.00911099,0.0156779,0.0403295,0.0385347,0,0,0,0
0,0,0,0,0,0,0,0.0796111,0.0458506,0,0,0,0.034552,0,0.0275591,0.073055,0,0,0.0163276,0,0,0.0318793,0.0670211,0.0257357,0.0400735,0.0170961,0.0757666,0.0586097,0.0651034,0.0849707,0.0843346,0.0671997,0.0450699,0.044325,0.0427439,0.0454167,0.0356226,0.0195902,0.00981108,0.0228594,0.0453828,0,0.0222148,0.0741795,0.0315563,0,0,0.0144357,0,0,0.0357177,0.0579844,0.0208198,0.0502665,0.0205519,0.0816702,0.0610505,0.0593532,0.0919238,0.0711424,0.0413017,0.0696256,0.0427354,0.0495315,0.081928,0.0266123,0.0215034,0.0109836,0.0207541,0.027057,0.0410206,0,0,0,0
1,0,0,0,0,0,0,0.0797246,0.0457,0,0,0,0.0349612,0,0.0273537,0.0728769,0,0,0.0166706,0,0,0.0317565,0.0669461,0.0256139,0.0402258,0.0167144,0.0759877,0.0585277,0.0651503,0.0851809,0.0844907,0.0674144,0.0450985,0.0442684,0.0429706,0.0456012,0.0353559,0.0194793,0.00982176,0.022897,0.0452631,0,0.0220743,0.0741854,0.0316774,0,0,0.0144459,0,0,0.0356803,0.0583034,0.0207675,0.0501027,0.020567,0.0819318,0.0609414,0.0594352,0.0921102,0.071267,0.0414187,0.069639,0.0426825,0.0495038,0.0816893,0.0269293,0.021428,0.0108387,0.0207767,0.0269815,0.0411752,0,0,0,0
2,0,0,0,0,0,0,0.0798366,0.0458485,0,0,0,0.0353274,0,0.0271088,0.0727512,0,0,0.0169599,0,0,0.0315097,0.0668206,0.0253786,0.040392,0.0161436,0.0763369,0.0584843,0.0652196,0.0854851,0.0847428,0.067671,0.0450422,0.044191,0.0431367,0.0458471,0.0352205,0.0193838,0.00973229,0.0228989,0.0450992,0,0.0219677,0.0741817,0.0317953,0,0,0.0145064,0,0,0.0356267,0.0585762,0.0207519,0.049979,0.0206086,0.0821913,0.0609037,0.059321,0.0921936,0.0713981,0.0414773,0.0696172,0.0425412,0.0494331,0.0815799,0.0273279,0.0213602,0.0108678,0.0207748,0.0268509,0.0412704,0,0,0,0
3,0,0,0,0,0,0,0.0798734,0.0459668,0,0,0,0.0355353,0,0.0268486,0.0726862,0,0,0.0172137,0,0,0.0311742,0.0666461,0.0250812,0.0405747,0.0156349,0.076865,0.0584415,0.065336,0.0858231,0.0850877,0.0679738,0.0449378,0.0441188,0.04311,0.046068,0.0352087,0.0192901,0.00956435,0.0229149,0.0448047,0,0.0218925,0.0741506,0.0319196,0,0,0.0146109,0,0,0.0356186,0.0588972,0.0208036,0.0498579,0.0206831,0.0824684,0.0609021,0.0590179,0.0922263,0.0715275,0.0415136,0.0694423,0.0423463,0.0493181,0.0815106,0.0277985,0.0213004,0.0109498,0.020859,0.0267412,0.0413388,0,0,0,0
4,0,0,0,0,0,0,0.0799055,0.0459277,0,0,0,0.0358786,0,0.026423,0.0725959,0,0,0.0174821,0,0,0.0310096,0.0664088,0.024698,0.0407702,0.0149069,0.0773585,0.0584297,0.0654957,0.0863335,0.0855174,0.0682612,0.0449823,0.0440882,0.0431336,0.0462794,0.0351608,0.0192137,0.00957366,0.0230084,0.0445215,0,0.0218092,0.0740861,0.0320467,0,0,0.0147309,0,0,0.0356641,0.0592609,0.0209613,0.0496981,0.0208168,0.0827423,0.0609755,0.0586654,0.0922544,0.0716735,0.0414734,0.0691891,0.042096,0.0491315,0.0812999,0.0283283,0.0212802,0.0109799,0.021009,0.0265747,0.0414021,0,0,0,0
5,0,0,0,0,0,0,0.0799173,0.0459475,0,0,0,0.0361809,0,0.0259964,0.0725152,0,0,0.0177961,0,0,0.0309242,0.0661231,0.0243948,0.0409865,0.0140033,0.0778045,0.0584673,0.0657211,0.0868855,0.0859843,0.0684957,0.0450103,0.0440477,0.0433192,0.0465214,0.0352233,0.0192377,0.0095952,0.0232011,0.0441977,0,0.0217342,0.0739925,0.0321726,0,0,0.0148582,0,0,0.0357255,0.0596977,0.0212293,0.049479,0.0210193,0.0830547,0.0611263,0.0583606,0.0922299,0.0718776,0.041321,0.068864,0.0417413,0.0488604,0.0809107,0.0289204,0.0212861,0.011046,0.0211201,0.0263415,0.0414647,0,0,0,0
6,0,0,0,0,0,0,0.0799563,0.0460664,0,0,0,0.036499,0,0.0255927,0.0724784,0,0,0.0181039,0,0,0.0308669,0.0658418,0.0241618,0.0412897,0.0129791,0.0782568,0.0585628,0.065983,0.0872913,0.0864094,0.068696,0.04501,0.0440618,0.0434529,0.0468668,0.0354075,0.0192417,0.00966932,0.0233865,0.0438233,0,0.0216578,0.073805,0.0323227,0,0,0.0149848,0,0,0.0357587,0.0601917,0.0216004,0.0491645,0.0212974,0.0834018,0.0612964,0.0580331,0.0922207,0.0721289,0.0411526,0.0684311,0.0412698,0.0484644,0.0803813,0.0295804,0.0213025,0.0110859,0.0212391,0.0261213,0.0415507,0,0,0,0
7,0,0,0,0,0,0,0.080016,0.046191,0,0,0,0.0368895,0,0.0252242,0.0725475,0,0,0.0184276,0,0,0.0307654,0.0655266,0.0241458,0.0417109,0.0119686,0.0787584,0.0586819,0.0663401,0.0875092,0.0867299,0.0689397,0.0450225,0.0440918,0.0437108,0.0472783,0.0355845,0.0193688,0.00971849,0.0235688,0.0433926,0,0.0216655,0.0734706,0.0325194,0,0,0.0151249,0,0,0.0357695,0.0607033,0.0221924,0.0487521,0.0216087,0.0836893,0.0614969,0.0575365,0.0921211,0.0723905,0.0410883,0.0679116,0.0407052,0.0478902,0.0798275,0.0302997,0.0213202,0.01107,0.0214258,0.0259184,0.0416309,0,0,0,0
8,0,0,0,0,0,0,0.0800702,0.0462742,0,0,0,0.0373428,0,0.0249269,0.0727246,0,0,0.01874,0,0,0.0306685,0.065175,0.0243073,0.0422385,0.0115021,0.0793248,0.0588085,0.0666584,0.0875273,0.0869983,0.0692212,0.0450649,0.0441375,0.0440044,0.0476851,0.0355553,0.0196699,0.0097631,0.0237239,0.0428529,0,0.0216854,0.073016,0.0327525,0,0,0.0152902,0,0,0.0357627,0.0612291,0.0231083,0.0482394,0.0219193,0.0839013,0.0616762,0.0569413,0.0917986,0.0726621,0.041247,0.0672884,0.0401004,0.0471778,0.0790676,0.0309892,0.0213244,0.0110539,0.0215787,0.0256942,0.0417218,0,0,0,0
9,0,0,0,0,0,0,0.0801254,0.0463595,0,0,0,0.0378952,0,0.0246131,0.0728343,0,0,0.0190032,0,0,0.030617,0.064823,0.0244348,0.0428255,0.0113808,0.0800261,0.0589687,0.0668652,0.087424,0.0870624,0.0693485,0.0451698,0.0442609,0.0442226,0.0480856,0.0352126,0.0199609,0.00986407,0.0238759,0.0423408,0,0.0218111,0.0724412,0.032983,0,0,0.0154863,0,0,0.0357741,0.0619404,0.024369,0.0476068,0.0222726,0.0841768,0.0617809,0.0565162,0.0912533,0.0728908,0.0414735,0.0664644,0.039393,0.0462851,0.0780339,0.0318074,0.0212725,0.011071,0.0216892,0.0254742,0.0418688,0,0,0,0
10,0,0,0,0,0,0,0.0802099,0.0464122,0,0,0,0.0385309,0,0.0242631,0.0728708,0,0,0.0192388,0,0,0.0305914,0.0645595,0.0244977,0.0434256,0.0115428,0.080675,0.0591763,0.0669433,0.0872085,0.0868781,0.0692575,0.045348,0.0444153,0.0444283,0.0484524,0.0343556,0.0202159,0.00994918,0.0241022,0.0417155,0,0.0221578,0.0718287,0.033227,0,0,0.015717,0,0,0.0357682,0.0629968,0.0259977,0.0468852,0.022686,0.0845375,0.0617992,0.0563677,0.0910794,0.072967,0.0418009,0.0654793,0.0384854,0.0452712,0.0769231,0.0326707,0.0212881,0.0110512,0.0216926,0.0252791,0.0421039,0,0,0,0
11,0,0,0,0,0,0,0.0803155,0.0464332,0,0,0,0.039411,0,0.023859,0.072983,0,0,0.0194377,0,0,0.0305674,0.0644494,0.0243549,0.0439251,0.0119954,0.0813004,0.059383,0.0667604,0.0868992,0.0865461,0.0690303,0.04549,0.044472,0.0445519,0.0487338,0.0332738,0.0204834,0.00998077,0.02427,0.0412555,0,0.0226269,0.0712129,0.0335384,0,0,0.0159232,0,0,0.0357208,0.0637318,0.0278488,0.0461356,0.023097,0.0849105,0.0617214,0.0561725,0.0909504,0.072955,0.0422909,0.0645081,0.0375403,0.0442313,0.075869,0.0334642,0.0212728,0.0109349,0.0217347,0.0251406,0.0424327,0,0,0,0
12,0,0,0,0,0,0,0.0804324,0.0464215,0,0,0,0.0404616,0,0.0234881,0.0732528,0,0,0.0196094,0,0,0.0305665,0.0644503,0.0241496,0.0442256,0.0126387,0.0819138,0.0595811,0.0664128,0.0865296,0.0860667,0.0687384,0.0455834,0.0444511,0.0446791,0.0489614,0.0321853,0.0207561,0.0100421,0.0243689,0.0408838,0,0.0229826,0.0707123,0.0338442,0,0,0.0161272,0,0,0.0356974,0.0641449,0.0297007,0.0453902,0.0232106,0.0852405,0.0616048,0.0556504,0.0906356,0.0728372,0.042745,0.0635286,0.0365591,0.0431648,0.0747873,0.034064,0.0212149,0.0109641,0.0216853,0.0250162,0.0427899,0,0,0,0
13,0,0,0,0,0,0,0.0805206,0.0464691,0,0,0,0.0416057,0,0.0231457,0.0734544,0,0,0.0197447,0,0,0.0305837,0.0646286,0.0238447,0.0444754,0.0133952,0.0825352,0.05978,0.065972,0.0859672,0.0854871,0.068343,0.0456757,0.0443476,0.0446775,0.0491938,0.0310854,0.0210655,0.0100844,0.0244372,0.0406369,0,0.0233772,0.0702699,0.0341116,0,0,0.0163228,0,0,0.0356547,0.0644457,0.0315016,0.044802,0.0229659,0.0855372,0.0614891,0.0553989,0.090102,0.0726028,0.0429747,0.0624652,0.0355511,0.0421095,0.0737495,0.0343554,0.0210994,0.0109488,0.0216654,0.0249403,0.0431632,0,0,0,0
14,0,0,0,0,0,0,0.0806263,0.0465604,0,0,0,0.0427924,0,0.0228155,0.0734798,0,0,0.0198201,0,0,0.0305804,0.0649672,0.0234656,0.0447785,0.0141337,0.0830908,0.0599477,0.065425,0.085391,0.0848889,0.0679873,0.0457377,0.0442336,0.0446543,0.0494157,0.0300629,0.0213537,0.0100928,0.0244926,0.0407194,0,0.0238367,0.0699035,0.034345,0,0,0.0165304,0,0,0.0355904,0.0646435,0.0332046,0.0445761,0.0226182,0.0858241,0.0613448,0.0556011,0.0895153,0.0723374,0.043109,0.0614974,0.03452,0.0411634,0.0729131,0.0342382,0.020956,0.0108928,0.0215809,0.0249166,0.04352,0,0,0,0
15,0,0,0,0,0,0,0.0808134,0.046651,0,0,0,0.0440007,0,0.0224656,0.0734285,0,0,0.0198145,0,0,0.0305443,0.0653962,0.0230425,0.0450014,0.0148953,0.0835894,0.060061,0.064848,0.0848495,0.0842979,0.0677458,0.0457927,0.0441031,0.0446957,0.0496499,0.0291876,0.0215019,0.0101031,0.0244749,0.0410977,0,0.0242566,0.0695707,0.0345424,0,0,0.0167157,0,0,0.0354778,0.0646942,0.0345561,0.044491,0.0223624,0.0861599,0.0611561,0.0559378,0.0889586,0.0721614,0.0432431,0.0606775,0.0335498,0.0403577,0.072123,0.0336309,0.0208182,0.0108275,0.0212822,0.0249445,0.0438601,0,0,0,0
