Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
16,0,0,0,0,0,0,0.0810865,0.046759,0,0,0,0.0452277,0,0.0220559,0.0734441,0,0,0.0197593,0,0,0.0305358,0.0658366,0.0225508,0.0451192,0.0157344,0.084155,0.060103,0.0643216,0.0843271,0.0836959,0.0675684,0.0459074,0.0440453,0.0447461,0.0499465,0.0284977,0.0215112,0.0101256,0.0242949,0.0417421,0,0.0245615,0.0692361,0.0347655,0,0,0.0168512,0,0,0.0352864,0.0646216,0.0353804,0.0442722,0.0222178,0.0866189,0.0609096,0.0562058,0.0884219,0.0721205,0.043307,0.0600015,0.0327511,0.0396463,0.0713811,0.032536,0.0206453,0.0107167,0.0209896,0.0250289,0.0442717,0,0,0,0
17,0,0,0,0,0,0,0.0814413,0.0468847,0,0,0,0.0464715,0,0.0215845,0.0734667,0,0,0.0196812,0,0,0.0305025,0.0662549,0.0220805,0.0452201,0.0166589,0.0847436,0.0600773,0.0638079,0.0839172,0.082999,0.0673693,0.0461048,0.0441184,0.0448548,0.0503361,0.0279739,0.0216376,0.0100062,0.0241457,0.0424484,0,0.0247652,0.0689658,0.0349998,0,0,0.0169834,0,0,0.0350583,0.0644925,0.0357479,0.0440723,0.0221292,0.0871594,0.0605942,0.0564176,0.0880818,0.0722036,0.043229,0.0593473,0.032146,0.0390282,0.0707082,0.0312436,0.0203995,0.0105844,0.0206707,0.0251272,0.0447633,0,0,0,0
18,0,0,0,0,0,0,0.0818747,0.0469855,0,0,0,0.0477394,0,0.0210954,0.0733993,0,0,0.0195714,0,0,0.030369,0.066611,0.0217899,0.0453421,0.0177113,0.0852847,0.0600276,0.0633917,0.0835593,0.0823574,0.0672403,0.0463548,0.0442684,0.0450664,0.0508126,0.0275973,0.0218945,0.00984576,0.0238623,0.0431418,0,0.0247311,0.0687934,0.0352489,0,0,0.0171377,0,0,0.0347876,0.0643818,0.0357313,0.0439491,0.0221452,0.0877116,0.0602312,0.0566022,0.0877374,0.0723678,0.0429357,0.0587905,0.0317274,0.0385269,0.0701917,0.029899,0.0201431,0.0104574,0.0202962,0.0252179,0.0452963,0,0,0,0
19,0,0,0,0,0,0,0.0823764,0.047077,0,0,0,0.0489998,0,0.0206222,0.0732701,0,0,0.0193873,0,0,0.0301938,0.0669104,0.0217065,0.0454931,0.0188125,0.0858235,0.0599618,0.0630293,0.083267,0.0817186,0.067135,0.0466077,0.0443675,0.0453949,0.051325,0.0273591,0.022064,0.00972678,0.0233871,0.0438075,0,0.0245646,0.0686643,0.0354944,0,0,0.0173359,0,0,0.0344912,0.0643839,0.0354419,0.0438341,0.0223448,0.0882195,0.0598266,0.056676,0.0873138,0.0725288,0.0424957,0.0583391,0.0313481,0.0381276,0.0697065,0.0286811,0.0199035,0.0103474,0.0198567,0.0253008,0.0458338,0,0,0,0
20,0,0,0,0,0,0,0.082911,0.0471762,0,0,0,0.0502018,0,0.0201952,0.073127,0,0,0.0191953,0,0,0.0300956,0.0671858,0.0217799,0.0456854,0.0198739,0.0863706,0.059861,0.0626841,0.0830184,0.081022,0.066979,0.0467487,0.0443817,0.0456143,0.051813,0.02719,0.0221227,0.00955891,0.0228819,0.0443606,0,0.0243779,0.0685736,0.0357452,0,0,0.0175142,0,0,0.0342589,0.0646031,0.0351757,0.0436479,0.0227881,0.088662,0.0594108,0.0564012,0.0869167,0.072642,0.0420922,0.0579641,0.0310006,0.0377904,0.0693162,0.0276418,0.0195802,0.010215,0.0194182,0.025338,0.0462797,0,0,0,0
21,0,0,0,0,0,0,0.0833353,0.0472742,0,0,0,0.0513009,0,0.0198371,0.0730314,0,0,0.01902,0,0,0.0300189,0.0673891,0.0219339,0.0459671,0.0208834,0.0869411,0.0597012,0.0623474,0.0826987,0.0802659,0.0667019,0.0467623,0.0442366,0.0456697,0.0521803,0.027073,0.0220605,0.00932611,0.0223825,0.0447343,0,0.0242394,0.0684519,0.0360106,0,0,0.0177137,0,0,0.0340805,0.0650769,0.0351145,0.0433393,0.0234824,0.0890265,0.0590933,0.0560522,0.0865156,0.072568,0.0416627,0.0576701,0.0307324,0.0375246,0.0690367,0.0268254,0.0192112,0.0101538,0.0189544,0.0253696,0.0465835,0,0,0,0
22,0,0,0,0,0,0,0.0836221,0.0473769,0,0,0,0.0523366,0,0.0195791,0.0730199,0,0,0.0189127,0,0,0.0298515,0.0674981,0.0221159,0.046395,0.0217986,0.0875341,0.0595137,0.0619911,0.0823183,0.0794748,0.0663163,0.0466517,0.0439554,0.0456631,0.0524042,0.0269981,0.0219094,0.00921722,0.021566,0.0449257,0,0.0242831,0.068239,0.0363012,0,0,0.0180264,0,0,0.0338597,0.0657396,0.0354018,0.042899,0.0243513,0.0892921,0.0588962,0.0556203,0.0859912,0.0722262,0.0411896,0.0574261,0.0305116,0.0372625,0.0687763,0.0263451,0.0188683,0.0102036,0.0183728,0.0254406,0.0467446,0,0,0,0
23,0,0,0,0,0,0,0.0837902,0.0474894,0,0,0,0.0532967,0,0.0194685,0.0731127,0,0,0.0185584,0,0,0.0297569,0.0674202,0.0222199,0.0469768,0.0226539,0.0882311,0.0592435,0.0615248,0.081712,0.0786563,0.0659144,0.0464559,0.0435847,0.0456328,0.0525416,0.0268627,0.0218938,0.00885244,0.0210001,0.04497,0,0.0245043,0.0679565,0.0365742,0,0,0.0180576,0,0,0.0337498,0.066499,0.0359088,0.0424228,0.0251724,0.0895224,0.0587508,0.0550061,0.0852767,0.0715632,0.0407729,0.0571272,0.0302067,0.0369191,0.0684181,0.0261661,0.0186759,0.010125,0.0180249,0.0255508,0.0468029,0,0,0,0
24,0,0,0,0,0,0,0.0840095,0.047549,0,0,0,0.0544608,0,0.0192774,0.0732031,0,0,0.0183857,0,0,0.0297538,0.067192,0.0222413,0.047518,0.0235521,0.0889045,0.0590315,0.0609928,0.080923,0.0779008,0.0655327,0.0461319,0.0430064,0.045436,0.0526034,0.0268196,0.0218444,0.00848251,0.0205542,0.0448902,0,0.0249548,0.0676461,0.0368875,0,0,0.018186,0,0,0.0335689,0.0672136,0.036697,0.0419487,0.0258973,0.0896786,0.0587337,0.0543284,0.0844633,0.0705616,0.0405253,0.0565705,0.0297455,0.0363977,0.0678346,0.0262048,0.0186134,0.00998883,0.0177101,0.0256192,0.0468382,0,0,0,0
25,0,0,0,0,0,0,0.084253,0.0476384,0,0,0,0.0557494,0,0.0190402,0.0733315,0,0,0.0182167,0,0,0.0298176,0.0669928,0.0220732,0.0479587,0.0244283,0.0896162,0.0588967,0.0604816,0.0799658,0.0771755,0.0651089,0.0457398,0.0423968,0.0452231,0.0526083,0.0268887,0.021808,0.00816677,0.0200933,0.0447247,0,0.0255678,0.0672361,0.0372478,0,0,0.0183645,0,0,0.0333783,0.0678841,0.0376614,0.0416169,0.0265114,0.0898914,0.0587777,0.0536539,0.0835473,0.0695002,0.0405552,0.0559194,0.0292695,0.0357891,0.0671852,0.0262419,0.0185088,0.00993867,0.0173101,0.0257455,0.0469267,0,0,0,0
26,0,0,0,0,0,0,0.0845902,0.0476903,0,0,0,0.0571123,0,0.0187139,0.0733237,0,0,0.0180615,0,0,0.029788,0.0668785,0.0217058,0.0483206,0.02529,0.0903563,0.0588862,0.0600372,0.0792568,0.076513,0.0645447,0.0453523,0.0419017,0.0449676,0.0525778,0.0271492,0.0218057,0.00788362,0.019584,0.0445635,0,0.026244,0.0669218,0.0376154,0,0,0.0186445,0,0,0.0331777,0.0683891,0.0386779,0.0414246,0.0270216,0.0902455,0.0589008,0.05303,0.0826407,0.0684583,0.0408334,0.0552134,0.0288004,0.0350871,0.0665043,0.0261895,0.0183864,0.00974105,0.0170314,0.0258701,0.0470711,0,0,0,0
27,0,0,0,0,0,0,0.0850024,0.0477474,0,0,0,0.0584821,0,0.0182951,0.0731953,0,0,0.0179833,0,0,0.0297629,0.0667486,0.0212818,0.0486092,0.0260841,0.0911164,0.059051,0.0597102,0.078698,0.075986,0.0638017,0.0450814,0.0415165,0.044787,0.0525999,0.0276132,0.0218907,0.0076453,0.0191244,0.0444167,0,0.0268902,0.0667728,0.0379667,0,0,0.0190376,0,0,0.0329977,0.0686739,0.0396119,0.0413346,0.0274534,0.0907742,0.0590567,0.052494,0.0819079,0.067256,0.0411881,0.0544543,0.0282944,0.0343522,0.065792,0.0260268,0.0184172,0.00953426,0.0167091,0.0259712,0.0473099,0,0,0,0
28,0,0,0,0,0,0,0.0854026,0.0477945,0,0,0,0.0598648,0,0.0178581,0.0730985,0,0,0.017957,0,0,0.0297459,0.0668014,0.0210455,0.0487915,0.0267907,0.0918662,0.0593458,0.0594694,0.0781395,0.0755604,0.0632153,0.044953,0.0412177,0.0447784,0.0527056,0.028246,0.0220928,0.00740601,0.018734,0.0443824,0,0.0274035,0.0666459,0.0382978,0,0,0.0195151,0,0,0.0328689,0.0688094,0.0403194,0.0414408,0.0278406,0.0914659,0.0591997,0.0520808,0.0813133,0.0661579,0.0415168,0.0536505,0.0277218,0.0336281,0.0650394,0.0257267,0.0184505,0.00937513,0.0164227,0.0260253,0.0475855,0,0,0,0
29,0,0,0,0,0,0,0.0857421,0.0478196,0,0,0,0.0611354,0,0.0175492,0.0730575,0,0,0.0179653,0,0,0.0296946,0.0670005,0.0210859,0.0489243,0.0275012,0.0926114,0.0597509,0.0592863,0.0776968,0.0751837,0.0628685,0.044918,0.0410351,0.044823,0.0528936,0.0289633,0.0223731,0.00714656,0.0183853,0.0446122,0,0.0277877,0.0664905,0.0385472,0,0,0.0199356,0,0,0.0325777,0.0688372,0.040759,0.0417036,0.028175,0.0923863,0.0593593,0.0518933,0.080491,0.0653476,0.0417341,0.0528796,0.0270743,0.0329257,0.0643156,0.0251704,0.0185389,0.00923667,0.0159859,0.0260372,0.0478494,0,0,0,0
30,0,0,0,0,0,0,0.0860331,0.0477881,0,0,0,0.0622928,0,0.0174267,0.073063,0,0,0.0180282,0,0,0.0296433,0.067098,0.0213535,0.0491433,0.0283234,0.0933483,0.0602391,0.0590797,0.0772007,0.0746385,0.0626772,0.0448538,0.0408304,0.0448284,0.0530637,0.0297213,0.022687,0.00689426,0.0180482,0.045069,0,0.0280357,0.066312,0.0387014,0,0,0.0203224,0,0,0.03228,0.0688562,0.0409999,0.0420399,0.0284622,0.0934539,0.0595987,0.051923,0.0798104,0.0648753,0.041753,0.0522267,0.0264349,0.0323424,0.0637122,0.024394,0.0185108,0.00919654,0.0154085,0.0260446,0.0480399,0,0,0,0
31,0,0,0,0,0,0,0.0862818,0.0477692,0,0,0,0.0633686,0,0.0175,0.0731746,0,0,0.0181274,0,0,0.0295997,0.0670799,0.0217458,0.0494226,0.0293224,0.0940612,0.0607542,0.0588063,0.0766005,0.0738099,0.062553,0.0446623,0.0405152,0.0447391,0.053168,0.0305003,0.0229471,0.00667729,0.0176559,0.045698,0,0.028187,0.0661809,0.0388038,0,0,0.0207609,0,0,0.0321494,0.0688733,0.0411718,0.0423743,0.0287218,0.0945036,0.0598016,0.0520764,0.0794266,0.0646793,0.0415587,0.0517223,0.0258404,0.0319536,0.0632444,0.0235107,0.0183344,0.00916463,0.0148305,0.0260766,0.0481707,0,0,0,0
32,0,0,0,0,0,0,0.0864983,0.0477616,0,0,0,0.064375,0,0.0176877,0.0734163,0,0,0.0182477,0,0,0.029574,0.067099,0.0221633,0.0497285,0.0304205,0.0947901,0.0612207,0.0584546,0.0759707,0.072677,0.0625171,0.0444253,0.0400482,0.0445458,0.0532373,0.0313068,0.0231508,0.00649568,0.0172463,0.046433,0,0.0283532,0.0660823,0.0388955,0,0,0.0212826,0,0,0.0321136,0.0687398,0.0414507,0.0426487,0.0289567,0.0954708,0.0599349,0.0522873,0.0790556,0.0644726,0.0412902,0.0512506,0.0252812,0.0316253,0.0628545,0.022607,0.0180989,0.00901548,0.0144046,0.0261723,0.0482306,0,0,0,0
33,0,0,0,0,0,0,0.0866899,0.0477414,0,0,0,0.0653638,0,0.0179052,0.0736312,0,0,0.0183816,0,0,0.0295635,0.0673138,0.0225483,0.0499954,0.0315881,0.0954989,0.061633,0.0580599,0.0753057,0.0714965,0.0626175,0.0442091,0.039505,0.0443196,0.0533543,0.03215,0.0233363,0.006319,0.0168517,0.0470932,0,0.0286171,0.0659292,0.0389923,0,0,0.0218527,0,0,0.0319586,0.0685421,0.0418827,0.0428985,0.0291248,0.096383,0.0600015,0.0525063,0.0785595,0.0641835,0.0410539,0.050714,0.02474,0.0312405,0.0624325,0.0217678,0.0177511,0.00886705,0.0139742,0.0263262,0.048247,0,0,0,0
34,0,0,0,0,0,0,0.0868893,0.0476809,0,0,0,0.0663672,0,0.0181421,0.0737665,0,0,0.0185125,0,0,0.0295942,0.0676386,0.0229169,0.0502341,0.0327227,0.0961825,0.0620073,0.0576347,0.0746963,0.0704215,0.0627904,0.043877,0.0389199,0.0441312,0.0535113,0.0330368,0.0234872,0.00625272,0.0163604,0.0476234,0,0.028984,0.065717,0.0390569,0,0,0.0224176,0,0,0.0316664,0.0683518,0.0424185,0.0431613,0.0292534,0.0972483,0.0600771,0.0527026,0.0779717,0.0637944,0.0409297,0.0501174,0.0241977,0.0307848,0.061949,0.0210418,0.0174065,0.00867128,0.0134725,0.0264843,0.0482573,0,0,0,0
35,0,0,0,0,0,0,0.0871448,0.0475542,0,0,0,0.0673684,0,0.0183819,0.0739303,0,0,0.0186242,0,0,0.0296226,0.0679032,0.023338,0.0504383,0.0336699,0.0968156,0.0623517,0.0573205,0.0741905,0.0695962,0.063129,0.0435957,0.0383683,0.0439698,0.0536136,0.0339869,0.0235885,0.00624439,0.0158014,0.0480408,0,0.0294277,0.0655145,0.0391158,0,0,0.0229892,0,0,0.0314506,0.0681252,0.0430039,0.0434357,0.0295093,0.0980599,0.060229,0.0527988,0.0772409,0.0632541,0.0408577,0.0494373,0.0236258,0.0302754,0.0613725,0.0204689,0.0171211,0.00845526,0.0130088,0.0266237,0.0482664,0,0,0,0
36,0,0,0,0,0,0,0.0873993,0.0474348,0,0,0,0.0685282,0,0.0186272,0.0741101,0,0,0.0186818,0,0,0.029615,0.0681287,0.0238155,0.0507181,0.0344327,0.0974273,0.0626885,0.0570626,0.0737203,0.0690013,0.0635479,0.0433545,0.0380889,0.0439483,0.053713,0.0351555,0.0236386,0.00616486,0.0152854,0.0487469,0,0.0298962,0.0653596,0.039183,0,0,0.0235749,0,0,0.0313226,0.0679765,0.0437023,0.0436741,0.0301564,0.0987724,0.0604545,0.0528609,0.0767052,0.0625085,0.0405014,0.0485917,0.0231363,0.0295727,0.0605559,0.0198074,0.0168385,0.00828034,0.012572,0.0268046,0.048371,0,0,0,0
