Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
26,0,0,0,0,0,0,0.0735506,0.0511612,0,0,0,0.0401167,0,0.0257188,0.0748512,0,0,0.0250791,0,0,0.0314456,0.07514,0.0252925,0.0327265,0.0141486,0.0570765,0.0577232,0.0713387,0.0894509,0.0962578,0.0762781,0.0457848,0.0466387,0.0437014,0.0459976,0.0350235,0.0261863,0.0218958,0.0278835,0.0512932,0,0.0249123,0.0819594,0.0236069,0,0,0.0150977,0,0,0.0364468,0.0632489,0.00899002,0.0495035,0.0174491,0.0683238,0.0595284,0.0647087,0.0957089,0.0821832,0.0458497,0.0613482,0.0311611,0.0448974,0.0788237,0.0171975,0.020383,0.0102982,0.0209906,0.0258991,0.0379174,0,0,0,0
27,0,0,0,0,0,0,0.0735499,0.0511031,0,0,0,0.0400594,0,0.0257133,0.0748514,0,0,0.0256141,0,0,0.0316364,0.0751225,0.0254569,0.0327356,0.0141881,0.0571221,0.0572917,0.0713336,0.0894432,0.09626,0.076268,0.0457811,0.0466013,0.0436788,0.0459771,0.0351136,0.02648,0.0230027,0.0275696,0.0512661,0,0.0249216,0.0819443,0.0234725,0,0,0.0144084,0,0,0.0365626,0.0632422,0.0089912,0.0495179,0.0174536,0.068375,0.0594984,0.0647361,0.0957462,0.0822045,0.0458645,0.061342,0.0311298,0.0448767,0.0788181,0.0172327,0.0205591,0.0100609,0.02146,0.0258855,0.0379157,0,0,0,0
28,0,0,0,0,0,0,0.0735577,0.0510583,0,0,0,0.0399947,0,0.0256836,0.0748509,0,0,0.025566,0,0,0.0316594,0.0751409,0.0256759,0.0327247,0.0142661,0.0571373,0.0572968,0.0712921,0.0893745,0.0962448,0.0762251,0.045747,0.046557,0.0436342,0.045931,0.0354332,0.0264839,0.0230244,0.0275146,0.0512942,0,0.0249307,0.0819139,0.0232801,0,0,0.0143882,0,0,0.036574,0.0632638,0.00899002,0.0494856,0.0174426,0.0683669,0.0595513,0.0647133,0.0957365,0.0822219,0.0458847,0.061337,0.0311359,0.0448725,0.0788325,0.0172271,0.0205726,0.0100536,0.0214271,0.0258438,0.0379232,0,0,0,0
29,0,0,0,0,0,0,0.0735527,0.0510338,0,0,0,0.0399529,0,0.0256642,0.0748299,0,0,0.0255755,0,0,0.0316549,0.0751516,0.0256773,0.0327151,0.0142409,0.0571415,0.0572839,0.0712795,0.0893183,0.0962387,0.0761882,0.0457213,0.0465267,0.0436317,0.0459226,0.0355091,0.0264865,0.0230443,0.027497,0.0513063,0,0.0249331,0.0818831,0.0232161,0,0,0.0143821,0,0,0.0365789,0.0632745,0.008975,0.0494642,0.0174564,0.0683753,0.0595762,0.0647007,0.0957236,0.0822256,0.0458949,0.0613257,0.031147,0.0448788,0.0788363,0.0172097,0.0205856,0.0100469,0.0214143,0.025815,0.037923,0,0,0,0
30,0,0,0,0,0,0,0.0734943,0.0510722,0,0,0,0.0398733,0,0.0255827,0.0749077,0,0,0.0255593,0,0,0.0316737,0.0750983,0.0257481,0.0327935,0.0141794,0.0571542,0.0572262,0.0713074,0.0893082,0.0962752,0.0762581,0.0456798,0.0465585,0.0436209,0.0459052,0.0358173,0.0264914,0.0230626,0.0274585,0.051331,0,0.0249,0.081874,0.023242,0,0,0.0144109,0,0,0.0365802,0.0632936,0.00895878,0.0494444,0.0174345,0.0683576,0.0595152,0.0646683,0.0957415,0.0822456,0.0459413,0.0613081,0.0311221,0.0448592,0.0787999,0.0172051,0.0205491,0.0100215,0.0213874,0.0258689,0.0378941,0,0,0,0
31,0,0,0,0,0,0,0.0734789,0.0511053,0,0,0,0.0399405,0,0.0256153,0.07488,0,0,0.0255818,0,0,0.0316481,0.0751115,0.0258561,0.0327743,0.0142261,0.0571334,0.0571938,0.0713386,0.0892614,0.0962451,0.0762776,0.0456867,0.0465681,0.0436549,0.0459199,0.0357412,0.0264934,0.0231057,0.0274576,0.051362,0,0.024883,0.0818662,0.023425,0,0,0.0144276,0,0,0.0365828,0.0632774,0.0089396,0.0494704,0.0174253,0.0683631,0.0594736,0.0645961,0.0957425,0.082232,0.0459114,0.0612895,0.0311097,0.0448413,0.0787707,0.0172006,0.0205237,0.0100039,0.0214215,0.0259033,0.0379066,0,0,0,0
32,0,0,0,0,0,0,0.0734686,0.0511074,0,0,0,0.0399315,0,0.0256032,0.0749247,0,0,0.025624,0,0,0.031627,0.0750975,0.0259773,0.0327771,0.0142575,0.0571216,0.0571741,0.0713196,0.0892413,0.0962586,0.076288,0.045682,0.046623,0.043687,0.0459326,0.0358424,0.0264961,0.0231475,0.0274518,0.0513539,0,0.0248974,0.0818303,0.0234844,0,0,0.0144568,0,0,0.0365731,0.0633073,0.00892062,0.0494587,0.0174633,0.0683683,0.059431,0.064573,0.0957202,0.0822461,0.0459323,0.0612916,0.0311025,0.0448485,0.0787965,0.0171921,0.020505,0.0099868,0.021444,0.0259108,0.0378976,0,0,0,0
33,0,0,0,0,0,0,0.0734305,0.051115,0,0,0,0.0399711,0,0.0255117,0.0749853,0,0,0.0256592,0,0,0.0316315,0.0750322,0.0258739,0.0328057,0.0143066,0.057115,0.0571334,0.0713365,0.0892739,0.0963129,0.0763382,0.0456766,0.046686,0.0437177,0.0459497,0.0358038,0.0264991,0.0231905,0.0273906,0.0514062,0,0.0248701,0.0817936,0.0234495,0,0,0.0144704,0,0,0.0365461,0.0633458,0.00894573,0.04943,0.0175995,0.0683848,0.0593754,0.0646453,0.095711,0.0822547,0.0459641,0.0612982,0.0310978,0.0448391,0.0788128,0.0171832,0.0204642,0.00996616,0.0213769,0.0259375,0.0378442,0,0,0,0
34,0,0,0,0,0,0,0.0734233,0.0511417,0,0,0,0.0400406,0,0.0255141,0.074998,0,0,0.0257043,0,0,0.0316427,0.0750675,0.0261554,0.0326934,0.0142482,0.0570625,0.0571183,0.0712752,0.0891831,0.0962776,0.0762908,0.0456704,0.0467597,0.0437299,0.0459825,0.0359916,0.0265219,0.0232284,0.0273784,0.0513981,0,0.0248705,0.0817294,0.0234348,0,0,0.0144905,0,0,0.0365612,0.0633851,0.00894236,0.0494189,0.0175999,0.0683865,0.0593693,0.0646584,0.0956904,0.0822414,0.045945,0.0613273,0.0311338,0.0448625,0.0788379,0.0171942,0.0204304,0.00995721,0.0213809,0.025933,0.0378333,0,0,0,0
35,0,0,0,0,0,0,0.0734075,0.0511434,0,0,0,0.0400844,0,0.0255317,0.0750462,0,0,0.0257766,0,0,0.0316076,0.0750543,0.02606,0.032524,0.0140518,0.0570458,0.0571197,0.0713143,0.0891816,0.0962689,0.0762817,0.0457276,0.046902,0.0437827,0.0460449,0.0357399,0.0265735,0.0233315,0.0274016,0.0513769,0,0.0248963,0.0816409,0.0234131,0,0,0.0145003,0,0,0.0365431,0.0634313,0.00890953,0.0494201,0.0175278,0.0684152,0.0593112,0.064635,0.09566,0.0822285,0.0459348,0.0613229,0.0311813,0.0448827,0.0788525,0.0171646,0.0204018,0.00995421,0.0213843,0.0259056,0.0378238,0,0,0,0
