Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
All Timesteps RMSE,0,0,0,0,0,0,0.0783563,0.0516105,0,0,0,0.0573192,0,0.0251764,0.0686288,0,0,0.020205,0,0,0.0294037,0.0715966,0.0313394,0.0526083,0.0290974,0.109253,0.0692278,0.0609455,0.075555,0.0767856,0.067137,0.0408223,0.0378851,0.0405097,0.0483972,0.0392948,0.0259612,0.00820484,0.0174459,0.0398831,0,0.0321115,0.0650809,0.0317035,0,0,0.022713,0,0,0.031779,0.0607825,0.0381864,0.0557142,0.0273799,0.11148,0.0652559,0.0567082,0.0813919,0.0650772,0.0432071,0.0518065,0.0281774,0.0338108,0.0643354,0.0277071,0.0174704,0.00912174,0.0153727,0.0403944,0.0359591,0,0,0,0
0,0,0,0,0,0,0,0.0822537,0.051851,0,0,0,0.0725151,0,0.0300809,0.0622099,0,0,0.0230846,0,0,0.0268583,0.0711138,0.0383915,0.0559442,0.0371552,0.137023,0.0865231,0.0613668,0.0709167,0.0700929,0.0650103,0.0332912,0.0260566,0.0379831,0.0503975,0.0424731,0.0310243,0.00788771,0.00695966,0.029183,0,0.0404579,0.0582545,0.0344985,0,0,0.0302289,0,0,0.0274898,0.060933,0.0461839,0.0659429,0.0306728,0.142268,0.0657189,0.0565774,0.0716275,0.0563054,0.040982,0.0307341,0.0133042,0.0136878,0.0446963,0.0264378,0.0126535,0.00748844,0.00668093,0.0455843,0.0383123,0,0,0,0
1,0,0,0,0,0,0,0.0822186,0.0517756,0,0,0,0.0726212,0,0.029991,0.062897,0,0,0.0222753,0,0,0.0272755,0.0711818,0.0384411,0.0557669,0.0371105,0.136822,0.0866741,0.0614321,0.0710047,0.0701066,0.065029,0.0333998,0.0262254,0.0380635,0.0505235,0.0424554,0.0313263,0.00813562,0.0073128,0.0294456,0,0.0403348,0.0584199,0.0344421,0,0,0.0298809,0,0,0.0277203,0.0609426,0.0461658,0.0658236,0.0306329,0.142045,0.0656998,0.0563787,0.0717201,0.0564622,0.0411086,0.0307837,0.0131741,0.0137423,0.04477,0.0261925,0.0124556,0.00755335,0.0067918,0.0455863,0.0381359,0,0,0,0
2,0,0,0,0,0,0,0.0821962,0.0517164,0,0,0,0.0727638,0,0.0299658,0.0627264,0,0,0.0214907,0,0,0.0275881,0.071339,0.0385053,0.05575,0.0371424,0.136608,0.0866391,0.0614387,0.0710947,0.0700389,0.0650077,0.0335555,0.0264522,0.0382973,0.0505716,0.0425463,0.0316861,0.00832439,0.00762644,0.0297517,0,0.0401946,0.0586109,0.03438,0,0,0.0295543,0,0,0.0279957,0.060941,0.0460849,0.0657614,0.0306318,0.141811,0.0656613,0.0566064,0.0716649,0.0565068,0.041252,0.0308225,0.0130894,0.0138213,0.0448081,0.0259074,0.0123284,0.00770452,0.00678388,0.0455941,0.0380035,0,0,0,0
3,0,0,0,0,0,0,0.0822099,0.0516926,0,0,0,0.072977,0,0.0299559,0.062728,0,0,0.0207896,0,0,0.0278699,0.0715445,0.0385517,0.055739,0.0371433,0.13633,0.0865599,0.0614541,0.0712357,0.0699755,0.0650041,0.0337539,0.0267331,0.0386312,0.0506954,0.0427251,0.032101,0.00836064,0.00791756,0.0300388,0,0.0400508,0.0587755,0.0342963,0,0,0.0292544,0,0,0.0282673,0.0609248,0.0459737,0.0656789,0.0306262,0.141519,0.0654848,0.0567586,0.0716491,0.0565099,0.0413984,0.0308607,0.0130336,0.0139034,0.0448295,0.0256267,0.0123659,0.00787007,0.0067493,0.045627,0.0379395,0,0,0,0
4,0,0,0,0,0,0,0.0822312,0.0516752,0,0,0,0.073205,0,0.0298811,0.0629881,0,0,0.0202316,0,0,0.0280506,0.0716292,0.0385316,0.0557474,0.0371467,0.136019,0.0863955,0.0614519,0.0713347,0.0699273,0.065026,0.0340005,0.027064,0.0388805,0.0508547,0.0429072,0.0325683,0.00831651,0.00816266,0.0303306,0,0.039905,0.0589595,0.0342308,0,0,0.0289842,0,0,0.0285146,0.0609024,0.0458495,0.065517,0.0306186,0.141156,0.0654246,0.056784,0.0716522,0.0564973,0.0415278,0.0309184,0.0129903,0.0139735,0.0448553,0.0253754,0.0126047,0.00800288,0.00669116,0.0456734,0.0379269,0,0,0,0
5,0,0,0,0,0,0,0.0822917,0.0516584,0,0,0,0.073415,0,0.0297557,0.063316,0,0,0.0198345,0,0,0.0281018,0.0715726,0.038456,0.0558222,0.0372037,0.135688,0.0860259,0.0614387,0.0714447,0.0698554,0.0650324,0.0342458,0.0273683,0.0390647,0.0510061,0.043055,0.0330033,0.00818937,0.00841466,0.030663,0,0.0397365,0.0591556,0.0342231,0,0,0.0287898,0,0,0.0287094,0.0609356,0.0457414,0.0652415,0.0306018,0.140694,0.0654384,0.0567384,0.0716522,0.0564881,0.0416302,0.0310196,0.0129827,0.0140567,0.0448925,0.0251379,0.0131245,0.00812949,0.00658845,0.0456942,0.0379487,0,0,0,0
6,0,0,0,0,0,0,0.0824224,0.0516542,0,0,0,0.0735871,0,0.029565,0.0636369,0,0,0.0195772,0,0,0.0280988,0.0715858,0.0383282,0.0558932,0.0373154,0.135284,0.0855421,0.0613905,0.0715035,0.069766,0.0650338,0.0344591,0.0276139,0.0392221,0.0511375,0.0431375,0.0333298,0.00809905,0.00854785,0.0310121,0,0.039548,0.0592981,0.0342465,0,0,0.0287316,0,0,0.0289251,0.0610375,0.0456365,0.0648643,0.030572,0.14012,0.065249,0.0565836,0.0716957,0.0564813,0.0417405,0.0311092,0.0129783,0.0141618,0.0449498,0.0249538,0.0138342,0.00827674,0.00646512,0.0457084,0.0379845,0,0,0,0
7,0,0,0,0,0,0,0.0825765,0.0516418,0,0,0,0.0737279,0,0.0293187,0.0639163,0,0,0.0194934,0,0,0.0280331,0.0716886,0.0381399,0.05598,0.0374093,0.134861,0.0850482,0.0613393,0.0715021,0.0696796,0.0650568,0.0346467,0.0278114,0.0393362,0.0512454,0.0432018,0.0336214,0.00799927,0.00864639,0.0313667,0,0.0393305,0.0594447,0.0342869,0,0,0.0287216,0,0,0.0291719,0.0611901,0.0455474,0.0644445,0.0305637,0.139512,0.0650947,0.0566306,0.0717412,0.0564209,0.0418741,0.0311689,0.0129569,0.0143262,0.0450401,0.0248446,0.0146585,0.0084571,0.00635548,0.0457281,0.0380348,0,0,0,0
8,0,0,0,0,0,0,0.0827556,0.0516054,0,0,0,0.0738873,0,0.0290447,0.0641726,0,0,0.0195484,0,0,0.0279317,0.0718326,0.037835,0.0560793,0.0374765,0.134426,0.0844509,0.0612858,0.0714541,0.0695885,0.0650746,0.0348443,0.0280022,0.0393564,0.0513789,0.0433254,0.0341376,0.00788443,0.00871014,0.0317024,0,0.0391224,0.0596188,0.0343098,0,0,0.0287165,0,0,0.0293174,0.0613296,0.0454813,0.0640209,0.0305771,0.138882,0.0650118,0.0569158,0.0717788,0.0563079,0.0420118,0.0313004,0.0129098,0.0145347,0.0451722,0.0246343,0.0155306,0.00856289,0.00625494,0.0457101,0.038087,0,0,0,0
9,0,0,0,0,0,0,0.0829458,0.0515302,0,0,0,0.0740626,0,0.0287661,0.0644144,0,0,0.019642,0,0,0.027818,0.0719919,0.0374705,0.0562112,0.03755,0.133957,0.0838079,0.0612108,0.0714365,0.0694738,0.0650984,0.0350712,0.0282329,0.0392807,0.0515409,0.0435433,0.0348848,0.0077255,0.00880456,0.0321765,0,0.038961,0.059825,0.0343278,0,0,0.028642,0,0,0.0293915,0.061439,0.0454345,0.0636147,0.0305883,0.138237,0.0650059,0.0572953,0.0717924,0.0561954,0.0421541,0.0314694,0.0128734,0.0147824,0.0453364,0.0244859,0.0162521,0.00856644,0.00620506,0.0456002,0.0381627,0,0,0,0
10,0,0,0,0,0,0,0.0830913,0.0514362,0,0,0,0.0743115,0,0.0284812,0.0646408,0,0,0.0196299,0,0,0.0277427,0.0721444,0.0371168,0.056371,0.0376203,0.133506,0.083155,0.0611344,0.0714337,0.0693414,0.0651254,0.0352964,0.0285186,0.039361,0.0516714,0.0438691,0.0355373,0.00751833,0.00901924,0.0326285,0,0.0388722,0.0600427,0.0343032,0,0,0.0284517,0,0,0.0294918,0.0615453,0.0454249,0.0632177,0.0305487,0.137587,0.0650565,0.0574194,0.0717918,0.0562243,0.0422709,0.0316654,0.0128186,0.0150533,0.0455321,0.024315,0.016926,0.00855645,0.00633517,0.0454169,0.0382543,0,0,0,0
11,0,0,0,0,0,0,0.0831704,0.0514058,0,0,0,0.0746317,0,0.0281148,0.0648951,0,0,0.019354,0,0,0.0277777,0.0722839,0.0367305,0.0565473,0.0377354,0.133033,0.0824881,0.0610289,0.071404,0.0692185,0.0651392,0.0355589,0.0288575,0.0395704,0.0518172,0.0442895,0.0356196,0.00740834,0.0092309,0.0330101,0,0.0386392,0.0602496,0.0342612,0,0,0.0282907,0,0,0.029689,0.0616765,0.0454057,0.0627748,0.0304449,0.136884,0.0652029,0.0573857,0.0718141,0.0562044,0.042363,0.0318969,0.012786,0.0153625,0.0457736,0.0241332,0.017561,0.00858181,0.00659774,0.04523,0.0383132,0,0,0,0
12,0,0,0,0,0,0,0.0831648,0.0514506,0,0,0,0.0751148,0,0.02779,0.0651616,0,0,0.0188869,0,0,0.0279222,0.0724219,0.036389,0.0566999,0.0378157,0.132461,0.0818611,0.0608844,0.0713485,0.0690966,0.0650986,0.0358448,0.0291748,0.0399011,0.0519607,0.0448225,0.0351926,0.00743369,0.00940586,0.0333901,0,0.0382292,0.0604606,0.0342014,0,0,0.0280799,0,0,0.0297663,0.0618219,0.0453547,0.0623113,0.0303902,0.136142,0.0653657,0.0575188,0.0718632,0.0561302,0.0424332,0.0321757,0.0128286,0.015703,0.0460277,0.0240744,0.0181029,0.00866356,0.00681087,0.0450508,0.0382908,0,0,0,0
13,0,0,0,0,0,0,0.0831061,0.0515608,0,0,0,0.0756419,0,0.0276095,0.0654235,0,0,0.0183226,0,0,0.0282014,0.072621,0.0360134,0.0568228,0.0378936,0.131795,0.0813019,0.060778,0.0712057,0.0688893,0.0650746,0.0362017,0.0295299,0.0401669,0.0520881,0.0453508,0.0344856,0.00758391,0.00961452,0.0337471,0,0.0378731,0.0606937,0.0341331,0,0,0.0276881,0,0,0.029743,0.0619786,0.045302,0.0618586,0.0304589,0.135338,0.0652694,0.0577517,0.0719078,0.0561456,0.0424885,0.0324748,0.0129019,0.016023,0.0462932,0.0239436,0.018572,0.00874149,0.0071597,0.0449108,0.038203,0,0,0,0
14,0,0,0,0,0,0,0.0830335,0.0516926,0,0,0,0.076077,0,0.0273176,0.0657025,0,0,0.0178381,0,0,0.0285033,0.0728426,0.0355456,0.0568919,0.0380019,0.131078,0.0807421,0.060687,0.070979,0.0685581,0.0650289,0.0365453,0.029927,0.0403885,0.0521668,0.0458299,0.0338654,0.00776862,0.00985494,0.0341204,0,0.0375974,0.0608855,0.0341126,0,0,0.0273774,0,0,0.0299781,0.0621571,0.0452169,0.0613383,0.0305741,0.134475,0.0652224,0.0578276,0.0719578,0.0562003,0.0425847,0.0327791,0.0129934,0.0163699,0.0465825,0.0237141,0.0187532,0.00892834,0.00742697,0.044783,0.0381251,0,0,0,0
15,0,0,0,0,0,0,0.0830757,0.0517892,0,0,0,0.0764787,0,0.0268879,0.0659993,0,0,0.0174465,0,0,0.0287557,0.0730776,0.0349853,0.0569463,0.0381385,0.130341,0.0801743,0.0605432,0.0707197,0.0682744,0.06497,0.036913,0.030346,0.0405122,0.0522328,0.0462557,0.0335885,0.00797546,0.0100568,0.0345031,0,0.0373414,0.0610325,0.0341208,0,0,0.0270809,0,0,0.0303945,0.0623602,0.0451242,0.0608037,0.0306051,0.133584,0.0653097,0.0578091,0.071988,0.0562284,0.0426712,0.0331017,0.0130837,0.0167085,0.0468564,0.0235754,0.0188085,0.00917339,0.0076855,0.0447033,0.0380574,0,0,0,0
16,0,0,0,0,0,0,0.0831751,0.0518572,0,0,0,0.0768323,0,0.0263876,0.0663021,0,0,0.0171405,0,0,0.0289534,0.0733238,0.0343783,0.0570083,0.0382672,0.129561,0.0796308,0.0603181,0.0705801,0.0681059,0.0649005,0.0373008,0.0307457,0.0405334,0.0524431,0.046663,0.0335779,0.00810333,0.0102938,0.0350109,0,0.0370958,0.061194,0.034083,0,0,0.0267261,0,0,0.0307631,0.0625954,0.0450496,0.0602968,0.0305811,0.132669,0.0654173,0.0576506,0.0720272,0.0562507,0.0427582,0.0334514,0.0132136,0.0170633,0.0471525,0.0235161,0.0187807,0.00941578,0.00783062,0.0446069,0.0379967,0,0,0,0
17,0,0,0,0,0,0,0.0832309,0.051939,0,0,0,0.0771686,0,0.0258791,0.0665977,0,0,0.0168594,0,0,0.0291309,0.0736289,0.0337532,0.0570382,0.0384162,0.128696,0.0790901,0.0600565,0.0705059,0.068005,0.0648111,0.0376854,0.0311366,0.0407161,0.0526258,0.0470693,0.0337127,0.00815949,0.0105655,0.035481,0,0.0367103,0.0613835,0.0339914,0,0,0.026399,0,0,0.0310648,0.0628357,0.0449987,0.0598232,0.0305854,0.131733,0.0651848,0.0576517,0.0721159,0.0562716,0.0428239,0.0338426,0.0133674,0.0175025,0.0475255,0.0235034,0.0186851,0.00959779,0.00790523,0.044533,0.0379474,0,0,0,0
18,0,0,0,0,0,0,0.0831825,0.0519949,0,0,0,0.0774569,0,0.0253685,0.0668728,0,0,0.0165806,0,0,0.0292134,0.0739633,0.0332462,0.0571013,0.0385705,0.127832,0.0784913,0.0598229,0.0704914,0.0678711,0.0646929,0.0380503,0.0315561,0.0411207,0.0527692,0.0473121,0.0339178,0.00817351,0.0108636,0.0359638,0,0.0362716,0.0615802,0.0338486,0,0,0.0260405,0,0,0.0313138,0.0631471,0.0448836,0.0593379,0.0305883,0.130801,0.0649035,0.057543,0.0722614,0.0563393,0.0428945,0.034286,0.0135216,0.0179952,0.0479646,0.0233809,0.0186834,0.00982283,0.00789278,0.0444385,0.0379201,0,0,0,0
19,0,0,0,0,0,0,0.0831449,0.052044,0,0,0,0.0776326,0,0.0248892,0.0671724,0,0,0.0162355,0,0,0.0292937,0.0742831,0.0327546,0.0571311,0.0386849,0.126957,0.0778858,0.0596325,0.0704586,0.0677664,0.0645885,0.0384298,0.0320276,0.0414035,0.0529029,0.0474118,0.0341422,0.00813729,0.0112164,0.0364585,0,0.0359198,0.0617465,0.0336763,0,0,0.0256896,0,0,0.0314685,0.0634995,0.0447561,0.0589194,0.0305741,0.129858,0.0647638,0.0573835,0.072408,0.0564305,0.0429386,0.0347598,0.0136971,0.0184801,0.0483951,0.0232806,0.0187517,0.00998884,0.00782676,0.0443214,0.0378548,0,0,0,0
20,0,0,0,0,0,0,0.0831184,0.0521264,0,0,0,0.07775,0,0.0244519,0.0674913,0,0,0.0158868,0,0,0.0295585,0.0745951,0.0322829,0.0571237,0.0387655,0.126109,0.0773643,0.0594111,0.0704332,0.0677449,0.0644608,0.038924,0.032543,0.0415383,0.0530664,0.0474405,0.0343022,0.00840104,0.0111882,0.0369462,0,0.0355415,0.0618381,0.0335025,0,0,0.0254233,0,0,0.0315787,0.0638166,0.0446042,0.0585027,0.0305048,0.128885,0.0647721,0.0572159,0.0725152,0.0565559,0.0430363,0.0352643,0.0138792,0.0189705,0.0488353,0.0232331,0.0188185,0.0101974,0.0076351,0.0442337,0.0377912,0,0,0,0
21,0,0,0,0,0,0,0.0830422,0.0522432,0,0,0,0.0778572,0,0.0239374,0.0678231,0,0,0.0153478,0,0,0.0301028,0.0748972,0.0318706,0.0571558,0.0388042,0.125343,0.0767077,0.0591081,0.0703664,0.0678124,0.0642826,0.0394905,0.0330542,0.0416138,0.053217,0.0474303,0.0345576,0.00829285,0.0119658,0.0375027,0,0.0350489,0.0619472,0.0333388,0,0,0.0247571,0,0,0.0318421,0.0640875,0.0444012,0.0580922,0.0304523,0.127969,0.0647509,0.056959,0.0726633,0.056739,0.0432046,0.0357624,0.0140876,0.0194746,0.0492608,0.0231895,0.0193876,0.00995625,0.00853142,0.0441552,0.0377746,0,0,0,0
22,0,0,0,0,0,0,0.0829596,0.0524405,0,0,0,0.0779906,0,0.0234348,0.0681109,0,0,0.0149676,0,0,0.0304723,0.0752667,0.0314753,0.0570773,0.0388674,0.124428,0.0760871,0.0588018,0.0702189,0.0678088,0.0640565,0.0398354,0.0335936,0.0418681,0.0533407,0.0474272,0.034697,0.00842804,0.0123015,0.0380011,0,0.0345514,0.0620953,0.0332443,0,0,0.0244885,0,0,0.0319938,0.0642775,0.0441753,0.0576441,0.0304485,0.126977,0.0643699,0.0569069,0.0728666,0.0569838,0.0433235,0.0362601,0.0143284,0.0199402,0.0496813,0.0231405,0.0198959,0.00994438,0.0088307,0.0441364,0.0377774,0,0,0,0
23,0,0,0,0,0,0,0.0828146,0.052645,0,0,0,0.0781204,0,0.0229178,0.0683387,0,0,0.0146517,0,0,0.0306398,0.0756668,0.0310267,0.0569789,0.038902,0.123523,0.0754153,0.0585877,0.0700775,0.0676395,0.0638303,0.0402019,0.0341212,0.0422084,0.0535475,0.0474325,0.0348265,0.0083794,0.0128275,0.0384969,0,0.0341281,0.0622766,0.0331739,0,0,0.0241296,0,0,0.0320456,0.0644668,0.0440037,0.0572077,0.0302039,0.125968,0.0640963,0.0568009,0.0730888,0.057252,0.0431875,0.0368028,0.0146238,0.0204366,0.050181,0.0230718,0.0203373,0.00989548,0.00913187,0.0441813,0.0377852,0,0,0,0
24,0,0,0,0,0,0,0.0826369,0.0528806,0,0,0,0.0781725,0,0.0223542,0.068513,0,0,0.0144357,0,0,0.0308522,0.0761091,0.0304491,0.056837,0.0388956,0.122611,0.0748594,0.0583523,0.07009,0.0673324,0.0636544,0.0406467,0.0346585,0.0424255,0.0537424,0.0473296,0.0349185,0.0083058,0.013476,0.0390456,0,0.033663,0.0624582,0.0330887,0,0,0.0237147,0,0,0.0320748,0.0647669,0.0437146,0.0568167,0.0298427,0.12496,0.063677,0.0565891,0.0733128,0.0574993,0.0430381,0.0373397,0.0149001,0.0208931,0.0506597,0.0230501,0.0206298,0.00982234,0.00947729,0.0443654,0.0377794,0,0,0,0
25,0,0,0,0,0,0,0.0824997,0.0531452,0,0,0,0.0782055,0,0.0217827,0.0686753,0,0,0.0142998,0,0,0.0311566,0.0765811,0.0298547,0.0566827,0.038805,0.121737,0.0742482,0.0580983,0.070019,0.067176,0.0634342,0.041063,0.035158,0.0427285,0.0538762,0.0472168,0.034993,0.00827922,0.014098,0.0396647,0,0.0331886,0.0626091,0.0330118,0,0,0.0232755,0,0,0.0321187,0.0651347,0.0433958,0.0564289,0.0295715,0.12398,0.0633908,0.0564785,0.0735636,0.057738,0.0429213,0.0379324,0.0152139,0.0213861,0.051167,0.0230325,0.0207912,0.0097742,0.00984451,0.0447866,0.0377661,0,0,0,0
26,0,0,0,0,0,0,0.0823987,0.0534534,0,0,0,0.0781998,0,0.0212294,0.0688288,0,0,0.0142225,0,0,0.0314691,0.0770684,0.0292611,0.0564485,0.0387479,0.120798,0.0735612,0.0577846,0.0699615,0.0670965,0.0632028,0.0414917,0.0357246,0.0430018,0.0539809,0.0470442,0.0350278,0.00824134,0.0147009,0.0402365,0,0.0326735,0.062753,0.0329821,0,0,0.0229055,0,0,0.0322553,0.0654709,0.0431049,0.0560105,0.0294071,0.122966,0.0629875,0.0563357,0.0738645,0.0580135,0.0427984,0.0385549,0.0155687,0.02192,0.051698,0.0230256,0.0208643,0.00966431,0.0102903,0.0451188,0.0377361,0,0,0,0
27,0,0,0,0,0,0,0.082299,0.0537446,0,0,0,0.0781377,0,0.0207083,0.0689858,0,0,0.0142215,0,0,0.0317528,0.0775044,0.0286581,0.0563315,0.038729,0.119856,0.0729089,0.0573985,0.0699731,0.0670947,0.0630009,0.041999,0.0363542,0.0432412,0.0540893,0.0468165,0.0350314,0.00823419,0.0152702,0.0407592,0,0.032131,0.0629269,0.0329691,0,0,0.0225158,0,0,0.0324347,0.065787,0.0428115,0.0556135,0.0292769,0.121932,0.0628568,0.0562057,0.0742223,0.0583315,0.0426672,0.0391931,0.0159589,0.0224516,0.0522495,0.0230194,0.0209317,0.00951825,0.0108054,0.0452668,0.0376905,0,0,0,0
28,0,0,0,0,0,0,0.0822139,0.0541043,0,0,0,0.0786541,0,0.0200059,0.0699694,0,0,0.0142821,0,0,0.0320067,0.0784197,0.028084,0.0560968,0.0391749,0.118536,0.0725661,0.0565788,0.069527,0.066525,0.0625549,0.0426305,0.0369801,0.0435368,0.0543805,0.0472266,0.0350912,0.00833161,0.0157161,0.0447853,0,0.0310553,0.0638735,0.0329068,0,0,0.0221311,0,0,0.0326049,0.066642,0.0428477,0.056469,0.0307185,0.120606,0.0625171,0.0560921,0.0770617,0.0578303,0.0394377,0.0385214,0.0194675,0.0217256,0.0511686,0.0197252,0.0207904,0.00944588,0.0112141,0.0453615,0.0377115,0,0,0,0
29,0,0,0,0,0,0,0.0821443,0.0544644,0,0,0,0.078496,0,0.0194958,0.0700505,0,0,0.0143925,0,0,0.0322356,0.0788566,0.0274793,0.0559146,0.0389155,0.11751,0.072043,0.0563283,0.0698305,0.0666981,0.0623837,0.0430744,0.0374674,0.0437779,0.0544952,0.0468861,0.0350789,0.00834841,0.0162677,0.0452879,0,0.0306345,0.0639218,0.0329063,0,0,0.0217103,0,0,0.0327359,0.066872,0.0425261,0.0559974,0.0302818,0.11954,0.0619312,0.0560089,0.0775569,0.0584116,0.039472,0.0391819,0.0196538,0.0222536,0.0517703,0.0198708,0.0206319,0.00937194,0.0116661,0.0454496,0.0377303,0,0,0,0
30,0,0,0,0,0,0,0.0820784,0.0547813,0,0,0,0.0782882,0,0.0189623,0.0701063,0,0,0.0145414,0,0,0.0324327,0.0793445,0.0268405,0.0556762,0.0384948,0.116505,0.0715428,0.0561179,0.0700287,0.0669098,0.0621271,0.0435351,0.0380715,0.0440379,0.0545894,0.0464832,0.0350714,0.00831004,0.0168855,0.0456917,0,0.0302053,0.0639514,0.03288,0,0,0.0213055,0,0,0.0328925,0.0671023,0.0422119,0.0555382,0.0298987,0.118496,0.0614447,0.0560905,0.0780767,0.0590441,0.0395217,0.0398855,0.0198462,0.0227938,0.0523933,0.0200423,0.0205154,0.00929529,0.0121533,0.0455834,0.0377773,0,0,0,0
31,0,0,0,0,0,0,0.0819808,0.0550893,0,0,0,0.0779418,0,0.0184142,0.0701566,0,0,0.0147353,0,0,0.032612,0.079797,0.0261372,0.0554003,0.0381606,0.115536,0.070995,0.0559569,0.0702494,0.0672597,0.0619571,0.0439892,0.0386725,0.0442753,0.0546535,0.0459348,0.035051,0.00811962,0.0177002,0.0459579,0,0.029813,0.0639764,0.0328238,0,0,0.0208732,0,0,0.0332052,0.0673201,0.0418982,0.0550843,0.0295555,0.117483,0.0610701,0.0561684,0.0786161,0.0597448,0.039611,0.0406569,0.0200132,0.0233761,0.0530357,0.020277,0.0202711,0.00913509,0.0128131,0.0457338,0.0378028,0,0,0,0
32,0,0,0,0,0,0,0.0818458,0.0554457,0,0,0,0.0774713,0,0.0178829,0.0701474,0,0,0.0149506,0,0,0.0327828,0.0801886,0.0254092,0.0550976,0.0378169,0.114578,0.0704926,0.055875,0.0705151,0.0677495,0.0618855,0.0443677,0.0392577,0.0445234,0.054715,0.0452361,0.0349752,0.00818267,0.0182648,0.0460297,0,0.0294832,0.0639828,0.0327816,0,0,0.0205781,0,0,0.0336231,0.0675355,0.0415172,0.0545806,0.0293022,0.116507,0.0607646,0.0561708,0.0790261,0.0604845,0.0397442,0.0414137,0.0201553,0.0239941,0.0537404,0.0206259,0.0199941,0.00912084,0.0133221,0.0458616,0.037823,0,0,0,0
33,0,0,0,0,0,0,0.0815572,0.0557299,0,0,0,0.0767592,0,0.0174929,0.0698822,0,0,0.0152065,0,0,0.0329161,0.0803534,0.0247388,0.0547544,0.0372466,0.113759,0.069942,0.0559557,0.0710475,0.0683292,0.0619272,0.0446712,0.0397793,0.0447699,0.0547049,0.0443115,0.0349028,0.00826681,0.0188935,0.0446596,0,0.0292531,0.0637319,0.0327566,0,0,0.0201709,0,0,0.0338683,0.0676467,0.0410717,0.0537355,0.0284934,0.115595,0.0604694,0.0557755,0.0783225,0.0613925,0.0407741,0.042581,0.0193777,0.0250846,0.0550352,0.0223168,0.0198199,0.00903579,0.0138765,0.0459384,0.0378606,0,0,0,0
34,0,0,0,0,0,0,0.0812017,0.0560911,0,0,0,0.0758999,0,0.0171734,0.0696622,0,0,0.0155403,0,0,0.0329683,0.0804644,0.024069,0.0545085,0.0363726,0.112987,0.0692523,0.0560099,0.0716011,0.0688593,0.0620262,0.0450134,0.0403555,0.0449256,0.0546463,0.0432709,0.034823,0.00833313,0.019616,0.0433795,0,0.0286197,0.0634963,0.0326706,0,0,0.0196631,0,0,0.0338325,0.0677195,0.0401934,0.052975,0.0277541,0.114775,0.0599811,0.0557344,0.0781706,0.0622685,0.0417902,0.0439025,0.0191116,0.0262294,0.0564238,0.0239908,0.0197437,0.00889916,0.0144822,0.0461191,0.0378148,0,0,0,0
35,0,0,0,0,0,0,0.0809833,0.0563479,0,0,0,0.0751677,0,0.0168251,0.0696668,0,0,0.0157381,0,0,0.0328951,0.0807222,0.0234687,0.0542537,0.0355955,0.112109,0.0686819,0.0559359,0.0720678,0.0693275,0.0621886,0.0454381,0.0409541,0.0449285,0.0546486,0.0424056,0.03473,0.00844523,0.0202616,0.043372,0,0.0280736,0.0634816,0.032604,0,0,0.0192026,0,0,0.0338286,0.0679277,0.0396536,0.0525823,0.0274664,0.113871,0.0595338,0.055732,0.0788727,0.0630336,0.0418885,0.0446282,0.0195895,0.0268394,0.0571115,0.0245136,0.0196189,0.00878951,0.0149119,0.0462571,0.0378616,0,0,0,0
36,0,0,0,0,0,0,0.0807344,0.0565757,0,0,0,0.0743649,0,0.016544,0.0697114,0,0,0.0159584,0,0,0.0327967,0.0808441,0.0229033,0.053989,0.0348343,0.111275,0.0680463,0.0559094,0.0726106,0.0699238,0.0624009,0.0458138,0.0415026,0.0450605,0.0547024,0.0414772,0.0346021,0.00860901,0.0208948,0.0432651,0,0.027683,0.0635179,0.032524,0,0,0.0187353,0,0,0.0338492,0.0681331,0.0392148,0.0521747,0.0272639,0.112971,0.0592039,0.0557895,0.0795411,0.0637715,0.0419034,0.0454223,0.0200911,0.0274781,0.0578283,0.0251192,0.0194952,0.00874243,0.015249,0.0463793,0.0379026,0,0,0,0
37,0,0,0,0,0,0,0.0804552,0.0567539,0,0,0,0.0734615,0,0.0162911,0.0698038,0,0,0.0163201,0,0,0.0327367,0.0807832,0.0223157,0.0537501,0.0339984,0.110452,0.0673877,0.0559637,0.0731463,0.0705448,0.0622233,0.0461854,0.0420288,0.0451581,0.0547496,0.0404318,0.0344274,0.0088294,0.0215212,0.0429514,0,0.0273144,0.0635672,0.0324568,0,0,0.0183354,0,0,0.0340651,0.0683588,0.0388626,0.051773,0.0271129,0.11208,0.0589873,0.0558453,0.0801582,0.0644459,0.041875,0.0461827,0.020587,0.0281384,0.0586052,0.025815,0.0193971,0.00868582,0.0157855,0.0465057,0.0379157,0,0,0,0
