Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI,,RASI
53,0,0,0,0,0,0,0.0678664,0.0522266,0,0,0,0.0459802,0,0.0236342,0,0,0.0272849,0,0,0.0272985,0.0661591,0.0206022,0.0694419,0.0195482,0.111571,0.0645152,0.0541531,0.0777446,0.0760129,0.0690854,0.0430866,0.0394056,0.0394607,0.0472753,0.0267434,0.0202696,0.00692069,0.0181523,0.0417819,0,0.0301797,0.0281003,0,0,0.0214205,0,0,0.0327913,0.0640222,0.0428431,0.06301,0.0286594,0.108984,0.0718202,0.0497887,0.0814337,0.0688974,0.0499061,0.058705,0.0337337,0.0393176,0.0715403,0.0320345,0.0198059,0.00974398,0.0174453,0.040845,0.0299911,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0.0679205,0.0525905,0,0,0,0.0463153,0,0.0233166,0,0,0.0272665,0,0,0.0273175,0.0665402,0.0206257,0.0698807,0.0205179,0.112395,0.0646223,0.0537921,0.0770009,0.0751137,0.0683923,0.0434569,0.0393357,0.0395429,0.0475966,0.0268124,0.0203141,0.00689358,0.0180737,0.0418121,0,0.0307043,0.0280354,0,0,0.0213435,0,0,0.0329023,0.0639946,0.0436035,0.0630132,0.0287719,0.109324,0.0717797,0.0494572,0.0807852,0.0685477,0.0500225,0.0577409,0.0329334,0.0384191,0.070658,0.0314004,0.0194644,0.00985516,0.0172867,0.0409413,0.0301076,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0.0679593,0.0528888,0,0,0,0.0468341,0,0.0230118,0,0,0.027219,0,0,0.0273023,0.0670762,0.0208138,0.0702839,0.0215011,0.113242,0.0647422,0.0534262,0.0763045,0.0742258,0.0677346,0.0431771,0.0396108,0.0396701,0.0479751,0.0267356,0.0203754,0.00682017,0.0180226,0.0419242,0,0.031225,0.0279755,0,0,0.0212592,0,0,0.0329578,0.0638608,0.0442805,0.0630659,0.0289121,0.109656,0.0717191,0.0489944,0.0800674,0.0682068,0.0501775,0.0567705,0.0321349,0.0375648,0.0698108,0.0306352,0.0191644,0.00990491,0.017133,0.0409935,0.0300616,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0.0680134,0.0531472,0,0,0,0.0476604,0,0.0227341,0,0,0.0271369,0,0,0.0272741,0.0676378,0.0204,0.0705771,0.0225781,0.114037,0.0648834,0.0530895,0.0755338,0.0733865,0.0671342,0.0428094,0.0394053,0.0397597,0.0482677,0.0267431,0.020505,0.00677294,0.0179043,0.042137,0,0.031748,0.0279349,0,0,0.0211438,0,0,0.0329249,0.0636801,0.0448973,0.063117,0.0290984,0.109998,0.071641,0.0486469,0.079358,0.0677375,0.0502511,0.0557822,0.0313264,0.0366799,0.0689415,0.029811,0.0189298,0.00983561,0.0169901,0.0410168,0.0301058,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0.068057,0.0533755,0,0,0,0.0485281,0,0.0224804,0,0,0.0270301,0,0,0.0272773,0.0682585,0.0202073,0.0708451,0.0236308,0.114745,0.0650584,0.052818,0.074716,0.0725889,0.0666744,0.0426094,0.0389282,0.0398397,0.0484681,0.0267016,0.0207549,0.00679099,0.0177606,0.0424109,0,0.0322141,0.0279063,0,0,0.021026,0,0,0.0327992,0.0635445,0.0454457,0.063168,0.0293254,0.110435,0.0716006,0.048429,0.0786457,0.0671449,0.0502277,0.0548142,0.0305417,0.0357412,0.0680105,0.0289635,0.0187782,0.00970884,0.01687,0.041068,0.030228,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0.0680959,0.0535671,0,0,0,0.0491534,0,0.0222578,0,0,0.0269122,0,0,0.0272499,0.0687643,0.0203342,0.0710974,0.0246931,0.115391,0.0652806,0.0526018,0.0739359,0.0718615,0.0663199,0.0424375,0.0383885,0.039834,0.0486,0.0266675,0.0210876,0.00677664,0.0177304,0.0427317,0,0.0326016,0.0278945,0,0,0.0209684,0,0,0.0327438,0.0634628,0.0458867,0.0632529,0.0296063,0.111009,0.0716135,0.0481379,0.0778578,0.0664999,0.0501273,0.053918,0.0298387,0.0348238,0.0670702,0.0280801,0.0186776,0.00972959,0.0167241,0.0411834,0.0303147,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0.0681374,0.0536976,0,0,0,0.0496529,0,0.0221115,0,0,0.0267172,0,0,0.0271922,0.0691183,0.0206005,0.071367,0.0257662,0.116038,0.0655417,0.052518,0.0731925,0.0711593,0.0660087,0.0421747,0.0379148,0.0397463,0.048688,0.0266795,0.0213464,0.00674367,0.0176803,0.0430986,0,0.0330001,0.0278767,0,0,0.020929,0,0,0.0326783,0.063455,0.046374,0.0633763,0.0299729,0.111749,0.0716622,0.0476679,0.0770456,0.0658588,0.0499621,0.0529902,0.0292216,0.0339584,0.0661574,0.0271911,0.0186529,0.00971699,0.016573,0.0413137,0.030269,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0.068148,0.0537767,0,0,0,0.0501449,0,0.0220648,0,0,0.0264396,0,0,0.0271159,0.0692477,0.0209396,0.0716725,0.0268592,0.116735,0.0658019,0.0525024,0.0724826,0.0703002,0.0656643,0.0418295,0.0376821,0.0396113,0.0487883,0.0266882,0.0214886,0.00671649,0.0175432,0.0434797,0,0.0334479,0.0278238,0,0,0.0208959,0,0,0.0325459,0.0635397,0.0469426,0.0635746,0.0305034,0.112643,0.0717059,0.0474916,0.0761694,0.0652418,0.0497695,0.0521138,0.028668,0.0332067,0.0653894,0.026327,0.0186843,0.00970945,0.016462,0.0414656,0.0301477,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0.0682024,0.0537639,0,0,0,0.0512343,0,0.0220777,0,0,0.0261772,0,0,0.0270384,0.0691729,0.0212151,0.0720685,0.0279369,0.117471,0.0660471,0.0524459,0.0719242,0.0693532,0.0653944,0.0414639,0.0373979,0.0394408,0.0488875,0.0264995,0.0215472,0.00667246,0.0174709,0.0437496,0,0.0339236,0.0277665,0,0,0.0208684,0,0,0.0324172,0.0636512,0.0476091,0.0638215,0.0311517,0.113639,0.0717858,0.0473807,0.0752864,0.064683,0.049567,0.0512899,0.0281248,0.0324897,0.0647092,0.0255303,0.0187327,0.00966468,0.0163318,0.0416687,0.0300437,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0.0683121,0.0537186,0,0,0,0.052491,0,0.0231,0,0,0.0259461,0,0,0.0269662,0.0688786,0.0224114,0.0724568,0.0291271,0.118235,0.0662787,0.0520615,0.0712968,0.0684203,0.065092,0.0408746,0.0365555,0.0392424,0.0488761,0.0266779,0.0215729,0.00663522,0.017451,0.0439223,0,0.0344103,0.0277131,0,0,0.020833,0,0,0.0322952,0.0637732,0.048263,0.0641282,0.0317412,0.114652,0.0718945,0.0470138,0.0743234,0.0640825,0.0494224,0.0504966,0.0275616,0.0317468,0.0640037,0.0248147,0.0187867,0.00962342,0.0161902,0.041929,0.029971,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0.0684136,0.0536769,0,0,0,0.0533041,0,0.0240694,0,0,0.0257168,0,0,0.0268794,0.0685665,0.023471,0.0728532,0.0302119,0.119023,0.0664622,0.051685,0.0705592,0.0676434,0.0649733,0.0402731,0.035739,0.0390639,0.0488694,0.0269115,0.0216416,0.00656863,0.0173817,0.0440731,0,0.0349436,0.0276936,0,0,0.020795,0,0,0.032198,0.0638225,0.0489278,0.0644368,0.0323444,0.115622,0.0719148,0.0467344,0.0733229,0.0633751,0.0492438,0.0497203,0.0270385,0.0310494,0.0633166,0.024145,0.0188122,0.0095798,0.0160324,0.0422193,0.0298554,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0.0684719,0.0536392,0,0,0,0.0537318,0,0.0248797,0,0,0.0255034,0,0,0.0268266,0.068376,0.0245847,0.0733623,0.0311195,0.119962,0.0665661,0.0514398,0.0696288,0.0670411,0.0650027,0.0397544,0.0350861,0.038978,0.0489271,0.0272253,0.0217691,0.00654705,0.0172478,0.0441841,0,0.0355591,0.0276655,0,0,0.0207369,0,0,0.032107,0.0638194,0.0496308,0.0646749,0.0329958,0.116517,0.0721314,0.0465147,0.0723165,0.0625703,0.0490196,0.048903,0.0265895,0.0303798,0.0626974,0.0235843,0.0188039,0.00950122,0.0158887,0.0425666,0.0296994,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0.068497,0.0536182,0,0,0,0.0539657,0,0.0253746,0,0,0.0254022,0,0,0.0267856,0.0683596,0.0258098,0.0739685,0.0318331,0.121083,0.0666212,0.0512873,0.0691268,0.066549,0.065116,0.0394536,0.0346464,0.0390291,0.0491174,0.027431,0.0220213,0.00652853,0.0171936,0.0442393,0,0.0361472,0.027608,0,0,0.0206691,0,0,0.0319629,0.0637877,0.0501825,0.064876,0.0336519,0.117299,0.0725199,0.0461025,0.0713666,0.0617517,0.0487897,0.0480841,0.0261789,0.0296654,0.06208,0.0232035,0.0187676,0.00941309,0.0157722,0.0429748,0.0295009,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0.0684655,0.0535441,0,0,0,0.0542843,0,0.0254428,0,0,0.0254111,0,0,0.0267151,0.0684429,0.0262666,0.0745524,0.032453,0.122246,0.06673,0.0512648,0.0688651,0.0661194,0.0651792,0.0392609,0.0342945,0.0390806,0.0493357,0.0275193,0.0224205,0.0064955,0.0172447,0.0440933,0,0.0365591,0.0275354,0,0,0.0206368,0,0,0.0318003,0.063764,0.0503265,0.0650599,0.0343531,0.118065,0.0728444,0.0456703,0.0705,0.0609908,0.0485746,0.047274,0.0258121,0.0289124,0.0613018,0.0229675,0.0187393,0.0093972,0.0156152,0.0434423,0.0293002,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0.0684781,0.053314,0,0,0,0.0544791,0,0.0251946,0,0,0.0255722,0,0,0.0266405,0.0685798,0.0260295,0.0750135,0.0329375,0.123248,0.0668925,0.0512208,0.0685591,0.0656773,0.0651863,0.0390163,0.0338624,0.0389722,0.0494346,0.0274441,0.0227177,0.00649909,0.0171756,0.0437518,0,0.0367754,0.0274748,0,0,0.0208117,0,0,0.031477,0.0636506,0.0502442,0.0652764,0.0350531,0.11893,0.0730678,0.0455354,0.0698004,0.0603491,0.0483453,0.0464451,0.0254935,0.0281134,0.0604225,0.022898,0.0187079,0.00920713,0.0153824,0.0439096,0.0291485,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0.0683471,0.0533786,0,0,0,0.0538783,0,0.0249365,0,0,0.025582,0,0,0.0265404,0.0687332,0.0258799,0.0754393,0.0335008,0.124111,0.0671392,0.0510502,0.0679733,0.065036,0.0650836,0.0387741,0.0335373,0.0388384,0.0494696,0.0273999,0.0230279,0.00646285,0.0170831,0.0434101,0,0.0368549,0.0273592,0,0,0.0207565,0,0,0.0310976,0.063658,0.0500575,0.0656874,0.0357789,0.120009,0.0731318,0.0453976,0.0691802,0.0597613,0.0481693,0.0456799,0.0252515,0.0273474,0.0595762,0.0227741,0.0187567,0.00918632,0.015207,0.0445193,0.0290117,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0.0684054,0.0534193,0,0,0,0.0533207,0,0.0245328,0,0,0.0257086,0,0,0.0265226,0.0690694,0.025661,0.0757276,0.0342302,0.124743,0.06748,0.0507288,0.0673139,0.0641461,0.0649157,0.0384919,0.0332191,0.0387083,0.0494681,0.0273687,0.0231968,0.00634523,0.0170927,0.0442183,0,0.0371033,0.0272718,0,0,0.0209092,0,0,0.0307544,0.0637275,0.0507366,0.0665489,0.0369484,0.121149,0.0733424,0.0451029,0.0696275,0.0589945,0.0470577,0.0443915,0.0257713,0.0260421,0.0581013,0.021851,0.0187465,0.00900464,0.0150201,0.0449957,0.0290291,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0.0700296,0.0530825,0,0,0,0.0512042,0,0.0254672,0,0,0.0267366,0,0,0.0267151,0.073896,0.0275498,0.0692224,0.0347405,0.124553,0.0695427,0.0563779,0.0691051,0.0653346,0.0667899,0.0379286,0.0322425,0.0388238,0.0499407,0.0269292,0.0238813,0.00638945,0.017513,0.040426,0,0.0379274,0.027344,0,0,0.0210475,0,0,0.0307858,0.0571859,0.0521823,0.0639983,0.0383882,0.122565,0.0745184,0.0449424,0.0714819,0.0567625,0.0404826,0.0442361,0.0256643,0.0260191,0.0575688,0.0252979,0.0196129,0.00904578,0.0152183,0.0435806,0.0322783,0,0,0,0,0.0748131,0,0
71,0,0,0,0,0,0,0.0683386,0.0537385,0,0,0,0.0529392,0,0.0239202,0,0,0.0258593,0,0,0.0265362,0.069818,0.0253381,0.0762555,0.0356404,0.126342,0.0677806,0.050309,0.0662077,0.0625646,0.0646513,0.0379355,0.0326575,0.0385217,0.0496131,0.0267101,0.0229556,0.00626573,0.016763,0.0450005,0,0.0378976,0.0272019,0,0,0.0210079,0,0,0.0304665,0.0631496,0.052308,0.0678439,0.0385157,0.123532,0.0735125,0.0448967,0.0701484,0.0572792,0.0452929,0.0430268,0.0269033,0.0247334,0.0565571,0.0205096,0.0187194,0.00897286,0.0146953,0.0459715,0.0289104,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0.0698044,0.0551349,0,0,0,0.052512,0,0.0294189,0,0,0.0279135,0,0,0.0272677,0.0824384,0.0326249,0.0826359,0.0406724,0.127934,0.0763973,0.0595814,0.0594728,0.065235,0.0750122,0.0398695,0.0332664,0.0393485,0.0515564,0.0275176,0.027192,0.00598656,0.0175401,0.035873,0,0.0397077,0.0253071,0,0,0.0202672,0,0,0.031506,0.0487605,0.0551582,0.0559759,0.0391374,0.120772,0.0721264,0.0424573,0.0713726,0.0549554,0.0342576,0.0435996,0.0239057,0.02572,0.0569808,0.0311604,0.0177874,0.00817321,0.014004,0.0459566,0.0335415,0,0,0,0,0.166411,0,0
73,0,0,0,0,0,0,0.069839,0.0555665,0,0,0,0.0535359,0,0.0307573,0,0,0.0284584,0,0,0.0271626,0.0853584,0.0344445,0.0855908,0.0420865,0.129013,0.0772854,0.0608792,0.0580498,0.0652911,0.0767825,0.0400204,0.0330232,0.0393347,0.0518833,0.0281462,0.0274607,0.00594209,0.0172609,0.0346478,0,0.0406584,0.0253151,0,0,0.019807,0,0,0.0316841,0.0463204,0.0561392,0.0559083,0.0391356,0.121061,0.0724308,0.0419938,0.0711014,0.0544671,0.0330933,0.0429069,0.0232604,0.0251929,0.0564522,0.031956,0.0178032,0.00833665,0.0137366,0.0463846,0.0335535,0,0,0,0,0.174253,0,0
74,0,0,0,0,0,0,0.0697837,0.0557273,0,0,0,0.0534625,0,0.0303083,0,0,0.0286389,0,0,0.0270019,0.0858328,0.0337666,0.0858921,0.0415091,0.12999,0.0772812,0.0610554,0.0586277,0.0651247,0.076697,0.0396115,0.0326502,0.0393483,0.05191,0.0278452,0.0273383,0.0061107,0.0172485,0.0344687,0,0.0411233,0.0252544,0,0,0.0199153,0,0,0.0315021,0.0455657,0.0562922,0.0560718,0.0396018,0.121639,0.0728067,0.0420303,0.0705951,0.0538102,0.0330195,0.0422683,0.0230939,0.0246226,0.0559402,0.0312731,0.0176962,0.00842648,0.0137799,0.0463534,0.0333889,0,0,0,0,0.171715,0,0
75,0,0,0,0,0,0,0.0696265,0.0558937,0,0,0,0.0532945,0,0.0299404,0,0,0.0286053,0,0,0.0270056,0.0860649,0.0332352,0.0860435,0.0409263,0.130907,0.0773446,0.0611141,0.0591128,0.0650163,0.0765887,0.0391365,0.0321974,0.0392855,0.0518211,0.0275016,0.0271889,0.00608151,0.0172408,0.0343847,0,0.041382,0.0251367,0,0,0.0199956,0,0,0.0314107,0.0450026,0.0562486,0.0562235,0.0400576,0.122398,0.0730366,0.0418606,0.0700685,0.0532639,0.0329768,0.0417511,0.0230159,0.0241383,0.0555159,0.0305957,0.0176013,0.0084817,0.0137629,0.0464514,0.0332129,0,0,0,0,0.169766,0,0
76,0,0,0,0,0,0,0.0694776,0.0560545,0,0,0,0.0534905,0,0.0299359,0,0,0.0285699,0,0,0.027031,0.0863939,0.0330844,0.0863262,0.0406516,0.131653,0.0776478,0.0613525,0.059233,0.0649615,0.0767369,0.038648,0.0316418,0.0390726,0.0516386,0.0272063,0.0269373,0.00600193,0.0171687,0.0342113,0,0.0415355,0.0250449,0,0,0.0200945,0,0,0.0313411,0.0444472,0.0561309,0.0564649,0.0403075,0.123228,0.0732022,0.0417701,0.069623,0.0528321,0.0328512,0.0413231,0.0229168,0.0237625,0.0551701,0.0301935,0.0176379,0.00847009,0.0137365,0.0467441,0.0330465,0,0,0,0,0.16953,0,0
77,0,0,0,0,0,0,0.0693727,0.0562255,0,0,0,0.0537457,0,0.0300879,0,0,0.0284712,0,0,0.0270597,0.0866587,0.0331022,0.086581,0.0405906,0.132302,0.0780797,0.0618023,0.0592042,0.064989,0.0769833,0.0380518,0.0310103,0.0387036,0.0513621,0.0270049,0.026869,0.00590652,0.0170613,0.0340162,0,0.0416947,0.0249957,0,0,0.0202551,0,0,0.031298,0.0440722,0.0560495,0.0567583,0.040433,0.124121,0.0733817,0.0416438,0.0692379,0.0524248,0.0328193,0.0409118,0.0228061,0.0234089,0.0548101,0.0299042,0.0178175,0.00845639,0.0136851,0.0471087,0.0328746,0,0,0,0,0.16974,0,0
78,0,0,0,0,0,0,0.0693243,0.0563342,0,0,0,0.0539008,0,0.0304059,0,0,0.0284202,0,0,0.0269764,0.0867062,0.0331936,0.0867761,0.0407109,0.132963,0.0784317,0.0622987,0.0591519,0.06496,0.0771296,0.0374837,0.0303873,0.0384041,0.0511632,0.0267737,0.026943,0.0059081,0.0169471,0.0337302,0,0.0418829,0.0251612,0,0,0.0203885,0,0,0.031234,0.0439566,0.0560323,0.0570471,0.0404133,0.125103,0.0735803,0.0416703,0.068774,0.0519968,0.0329907,0.04049,0.0225147,0.023043,0.0544632,0.0298409,0.0180521,0.00836795,0.0137016,0.0474771,0.0326014,0,0,0,0,0.170147,0,0
79,0,0,0,0,0,0,0.0693094,0.0564405,0,0,0,0.0540511,0,0.0305825,0,0,0.0282484,0,0,0.0268692,0.0866181,0.033205,0.0870347,0.0406935,0.133704,0.0787237,0.0626654,0.0591519,0.0650377,0.0773154,0.0370758,0.0299328,0.0381549,0.0509953,0.0266549,0.0272524,0.00587534,0.0167888,0.0334997,0,0.0422307,0.0253439,0,0,0.0205191,0,0,0.0311637,0.0439377,0.0561305,0.0572074,0.0404598,0.125988,0.0738606,0.0416679,0.0683365,0.0515192,0.033145,0.0400772,0.022245,0.0226465,0.0541022,0.0297301,0.0182294,0.00831581,0.0136406,0.0478772,0.0323644,0,0,0,0,0.170294,0,0
80,0,0,0,0,0,0,0.0693479,0.0565464,0,0,0,0.0541324,0,0.0305873,0,0,0.0280583,0,0,0.0267407,0.0864876,0.0330586,0.0873391,0.0405206,0.134527,0.0788867,0.0626958,0.0592689,0.0651422,0.0774323,0.0367591,0.0296302,0.0380176,0.0509434,0.026521,0.0274733,0.00583213,0.0167238,0.0333208,0,0.0426046,0.0255441,0,0,0.0206097,0,0,0.0310218,0.043836,0.0562872,0.0572753,0.0407454,0.126743,0.0738709,0.0418963,0.0679539,0.0510323,0.0332997,0.0396901,0.0220077,0.0223004,0.0538242,0.0295381,0.0182698,0.00829227,0.0135982,0.0483373,0.0321906,0,0,0,0,0.170258,0,0
81,0,0,0,0,0,0,0.0694211,0.0566725,0,0,0,0.0540882,0,0.030434,0,0,0.0278453,0,0,0.0266117,0.0864039,0.0328368,0.087675,0.0401661,0.135439,0.0789669,0.0627,0.0595885,0.0652444,0.077474,0.0364479,0.0293673,0.0379509,0.0509177,0.0263331,0.0275873,0.00578404,0.0166316,0.0331106,0,0.0429417,0.0256653,0,0,0.0207121,0,0,0.0309156,0.0435856,0.0564465,0.0572638,0.0410305,0.127372,0.0739162,0.0420146,0.067671,0.0505691,0.0333893,0.0393664,0.0218751,0.0220251,0.0536436,0.0292137,0.0181213,0.00828599,0.0135745,0.0487888,0.0321055,0,0,0,0,0.170089,0,0
