Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LFHD,LWRA
1299,0.01165,0.00486035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322515,0.0158025,0.0115063,0.0107418,0,0,0.131979,0.0283478,0.0710136,0.0581458,0.0210704,0.00679773,0.0225652,0.0102609,0.0667514,0.0120192,0.0281356,0.0315436,0.0227713,0.0151875,0.0217263,0,0.0289453,0.0444683,0.0960974,0.031224,0.0102503,0.0232903,0.0184396,0.00867029,0.00701691,0,0,0.090285,0,0.0121978,0.0468077,0.0545136,0.0267384,0.00900447,0.00778008,0.00860105,0.02787,0.00893969,0.0266113,0.0066231,0.0160175,0.0175676,0.0308393,0.0162626,0.0185293,0.011688,0.0575988,0.0147064,0.0227115,0.00524279,0.00576517,0,0,0,0,0,0.0135698
1300,0.0107781,0.00415307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358736,0.0160121,0.0117876,0.011501,0,0,0.131121,0.0286073,0.0704351,0.0693275,0.0161979,0,0.0252944,0.0148445,0.0675412,0.0163986,0.0321572,0.0322956,0.0196333,0.0177117,0.0241673,0,0.0249369,0.0487068,0.0956545,0.0318493,0.0124718,0.0226263,0.0213937,0.00788374,0.0090836,0,0,0.0911866,0,0.0123475,0.0475036,0.0540767,0.0284937,0.0073298,0.00711403,0.0132402,0.0288909,0.00694069,0.0257785,0.00756291,0.0150132,0.0204389,0.0279239,0.0186636,0.021464,0.010818,0.0593121,0.0149099,0.0228859,0.00774335,0.00536673,0,0,0,0,0,0.0121613
1301,0.0102839,0.00483588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303806,0.0159519,0.0108935,0.0194911,0,0,0.130528,0.0278391,0.0705864,0.105016,0.012892,0,0.0249823,0.0200149,0.0690785,0.0200356,0.0337122,0.0356752,0.0231813,0.0198515,0.0223676,0,0.0190019,0.0431647,0.0958306,0.0310959,0.015686,0.0206533,0.028587,0.00560437,0.0155402,0,0,0.0945793,0,0.0133138,0.0500661,0.0536883,0.03673,0.00964001,0.00854588,0.0181344,0.0317278,0.00300406,0.024705,0.00964571,0.0138093,0.0256585,0.0230854,0.0240047,0.0279978,0.0103091,0.0636814,0.0142597,0.023042,0.0121221,0.00999867,0,0,0,0,0,0.0144444
1302,0.0100881,0.00494213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030465,0.0164259,0.0139802,0.0251031,0,0,0.129992,0.027309,0.0704078,0.121321,0.016168,0,0.0282233,0.0203559,0.0697097,0.0236352,0.0373351,0.0388092,0.0261525,0.0237731,0.0253164,0,0.0150515,0.0444056,0.0954106,0.0313416,0.0229635,0.0203197,0.0385832,0.00443006,0.0178692,0,0,0.0949839,0,0.0137781,0.0506881,0.0532455,0.0485121,0.0130225,0.0108089,0.0192961,0.0329178,0.00342349,0.024634,0.0112929,0.0134683,0.0318542,0.0190819,0.0310426,0.0360706,0.0124361,0.0649609,0.0144232,0.0232818,0.0140482,0.0122257,0,0,0,0,0,0.014799
1303,0.0101881,0.00481615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342181,0.0166384,0.0128495,0.0249585,0,0,0.13035,0.0269256,0.0704984,0.121037,0.0192266,0,0.0301777,0.0179288,0.069724,0.0248814,0.0400553,0.039518,0.0262482,0.0253489,0.027764,0,0.0141921,0.0490303,0.0952756,0.0316774,0.0257695,0.0202429,0.0415863,0.00405442,0.0173024,0,0,0.096754,0,0.0140566,0.0517959,0.0528508,0.0508439,0.0142256,0.0116268,0.0175009,0.0333683,0.00474154,0.0243023,0.0121116,0.0134268,0.0342486,0.0171564,0.0337072,0.0385079,0.015338,0.0660366,0.0144609,0.0232114,0.0143241,0.0119349,0,0,0,0,0,0.0141717
1304,0.0101343,0.00445094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365996,0.0169165,0.0118818,0.0242616,0,0,0.130303,0.0270452,0.070191,0.118875,0.020013,0,0.0302833,0.016389,0.0696737,0.0246491,0.0403122,0.0391972,0.0260286,0.0252231,0.0278791,0,0.0146586,0.0517545,0.0948506,0.0325918,0.0283584,0.0202435,0.0430491,0.0041769,0.0165895,0,0,0.0971636,0,0.013679,0.0518857,0.0525665,0.0506289,0.0146729,0.0124779,0.0160317,0.0335044,0.00623248,0.0236967,0.0128195,0.0135768,0.0360716,0.0155456,0.0351881,0.0399202,0.0184313,0.0661565,0.014979,0.0230857,0.0143784,0.0117262,0,0,0,0,0,0.0119477
1305,0.00992993,0.00398573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382416,0.0188874,0.0128854,0.0246104,0,0,0.128296,0.0266059,0.069623,0.118607,0.0194683,0,0.0295627,0.0153934,0.0701765,0.023974,0.0395817,0.0388297,0.0263546,0.0245284,0.026865,0,0.0149988,0.0535307,0.0947812,0.0326342,0.0301682,0.0204105,0.0430852,0.00488363,0.0161395,0,0,0.0968558,0,0.0132658,0.0516316,0.0524997,0.0490328,0.0150993,0.013313,0.0154079,0.0331353,0.00813721,0.022861,0.0138424,0.0141468,0.0373977,0.0141053,0.0365201,0.0406083,0.0217747,0.0656367,0.0155571,0.0230208,0.0151243,0.0118551,0,0,0,0,0,0.0177513
1306,0.00898389,0.00816354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396733,0.0229701,0.0160711,0.0240226,0,0,0.00870117,0.0202394,0.00771661,0.11882,0.0192436,0,0.0288461,0.0166166,0.0145692,0.0233323,0.038737,0.0386614,0.0270678,0.0241701,0.0259527,0,0.0146439,0.055145,0.00643417,0.0150384,0.0312942,0.0215925,0.0417362,0.00576266,0.0171582,0,0,0.0957573,0,0.0127388,0.0507226,0.0527185,0.0464255,0.014228,0.0143345,0.011036,0.0329566,0.0094293,0.021966,0.0151942,0.0147322,0.0383685,0.0128813,0.0378558,0.0408385,0.0257915,0.0653711,0.0163654,0.0224916,0.0137494,0.0174465,0,0,0,0,0,0
1307,0.0126573,0.00913676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416946,0.0268826,0.017836,0.0253541,0,0,0.072277,0.0607009,0.0499232,0.119469,0.0181345,0,0.0280119,0.0153311,0.0446642,0.0222111,0.037506,0.0379931,0.0273473,0.0238305,0.0256804,0,0.0144132,0.0572562,0.0700054,0.0263368,0.0327949,0.0209186,0.0404664,0.0068657,0.0169928,0,0,0.0972682,0,0.0131437,0.0519972,0.0533701,0.0441085,0.0160714,0.0149692,0.0134031,0.0363258,0.00976589,0.0221403,0.0153068,0.0143883,0.0384629,0.0125217,0.0384307,0.040743,0.0311968,0.0673934,0.0163988,0.0227819,0.0112606,0.0193787,0,0,0,0,0,0.0375414
1308,0.0127546,0.00888482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430179,0.0314959,0.0186625,0.0259955,0,0,0.077358,0.0679375,0.05589,0.119749,0.0169287,0,0.02721,0.0150267,0.0493114,0.0211782,0.0362323,0.0374005,0.0276814,0.0238767,0.0259929,0,0.0140687,0.0585269,0.0764135,0.0305346,0.0350555,0.0209847,0.0393797,0.00743808,0.016428,0,0,0.0970377,0,0.0130437,0.0521398,0.0536557,0.0408566,0.0164566,0.0152334,0.0139351,0.0367136,0.010515,0.021931,0.0157005,0.0141757,0.0383006,0.0125127,0.038262,0.0403016,0.0368989,0.0674431,0.0168891,0.0226605,0.0115358,0.0191721,0,0,0,0,0,0.0455957
1309,0.012718,0.00892134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439547,0.0303024,0.0194046,0.0262629,0,0,0.0777031,0.0678987,0.0557751,0.119923,0.0161323,0,0.0266092,0.0148652,0.0499247,0.020292,0.0352194,0.0369881,0.0280666,0.0241682,0.0266473,0,0.013763,0.0593434,0.0768415,0.029803,0.0376983,0.0210975,0.0388971,0.00763342,0.0165334,0,0,0.0969487,0,0.0129514,0.0521907,0.0538557,0.0383327,0.0160724,0.0158271,0.0136948,0.0373923,0.0111493,0.0214538,0.0160107,0.0140238,0.0380539,0.0127187,0.0379277,0.039777,0.0401572,0.0678763,0.0173522,0.0223732,0.0114592,0.0195123,0,0,0,0,0,0.0445066
1310,0.013332,0.00936219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034076,0.0294942,0.0169096,0.0227632,0,0,0.078042,0.0683431,0.0557679,0.123712,0.0236752,0,0.0191412,0.0143025,0.0500328,0.0134955,0.0241561,0.0302564,0.0258652,0.0182205,0.0180805,0,0,0.0502012,0.0771778,0.0292635,0.0395064,0.0215386,0.0391483,0.00741781,0.0150669,0,0,0.0967044,0,0.0128382,0.052077,0.0543203,0.0391364,0.0149279,0.0175563,0.0121231,0.0373911,0.0115069,0.0212561,0.0153743,0.0125265,0.0386923,0.0127444,0.0384453,0.0404517,0.0411789,0.0675635,0.0179564,0.0222289,0.0103354,0.0181827,0,0,0,0,0,0.0438833
1311,0.0129614,0.00927611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411062,0.0295596,0.0205551,0.0266491,0,0,0.0783395,0.0702351,0.0559333,0.120187,0.0152124,0,0.0239679,0.0151526,0.0510755,0.0176057,0.0304345,0.0351882,0.0288062,0.0236537,0.0252659,0,0.0146421,0.0556041,0.0779759,0.0288928,0.0396476,0.0211828,0.0395511,0.00820571,0.0167066,0,0,0.0972629,0,0.0131925,0.0525951,0.0538653,0.0413236,0.0159417,0.017808,0.0140397,0.037961,0.0114203,0.0206595,0.0157597,0.0126833,0.0384963,0.0124692,0.0384837,0.0402858,0.0406324,0.068259,0.0175987,0.022464,0.0111508,0.0195439,0,0,0,0,0,0.0456003
1312,0.0131835,0.00951862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428098,0.0303352,0.0210357,0.0267513,0,0,0.0785633,0.0725916,0.0563168,0.120253,0.015143,0,0.0242237,0.0145607,0.0516792,0.0176497,0.0310356,0.0353911,0.0294247,0.0239084,0.0256667,0,0.0140722,0.057462,0.0786251,0.0289322,0.0382813,0.0213351,0.0402909,0.00840171,0.0165664,0,0,0.0969703,0,0.0131865,0.0525653,0.0531647,0.0443938,0.0159896,0.0186084,0.0142017,0.0379074,0.011413,0.0203226,0.0156772,0.0123845,0.0387702,0.0122422,0.0385987,0.0404832,0.0389425,0.0681055,0.0178335,0.0224009,0.0110885,0.0190086,0,0,0,0,0,0.0476947
1313,0.0140001,0.0101553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365172,0.0314821,0.0172521,0.0236725,0,0,0.0787546,0.0750562,0.0566954,0.123556,0.022015,0,0.0188772,0.0130963,0.0520153,0.0133337,0.0250499,0.0309335,0.028128,0.0188327,0.018704,0,0,0.0532133,0.0791562,0.029411,0.0361283,0.0219777,0.0413737,0.0081934,0.0146998,0,0,0.096117,0,0.0130347,0.0521875,0.0524447,0.0476831,0.0152796,0.0198716,0.0119996,0.0374093,0.0116386,0.0204688,0.0151813,0.0116482,0.0393379,0.0120391,0.0390735,0.0411036,0.036582,0.0673928,0.0185272,0.0222203,0.0105507,0.0169944,0,0,0,0,0,0.049377
1314,0.0141307,0.0104748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411955,0.0318011,0.0211697,0.0266995,0,0,0.0784003,0.077357,0.0557186,0.120606,0.0148297,0,0.0224979,0.0140609,0.0529665,0.0162623,0.0283958,0.0340853,0.0297298,0.023007,0.0231705,0,0.0146741,0.0551476,0.0794467,0.0289922,0.0339134,0.0215203,0.0422922,0.00890703,0.0159232,0,0,0.0966635,0,0.0134209,0.0526603,0.0518323,0.0502583,0.016141,0.020237,0.0130798,0.0380648,0.0117482,0.0202592,0.0153854,0.0117552,0.0392176,0.0117918,0.0392669,0.0409994,0.0335372,0.0682354,0.0184085,0.0224202,0.011075,0.0178169,0,0,0,0,0,0.0516125
1315,0.0147232,0.0109593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042287,0.0331733,0.0214826,0.0269703,0,0,0.0786176,0.0800021,0.0554233,0.120434,0.0146267,0,0.022255,0.0137306,0.0541087,0.0164394,0.0288319,0.0341442,0.0299931,0.0229767,0.0227917,0,0.0143017,0.0562852,0.0803152,0.0297377,0.0327009,0.0216645,0.0431176,0.0090893,0.0154357,0,0,0.0967255,0,0.013552,0.0528098,0.0520262,0.0522759,0.0162306,0.0207791,0.0150871,0.0379911,0.0120329,0.0202886,0.015117,0.0113065,0.0393328,0.0114312,0.0396204,0.0411509,0.0302235,0.0683686,0.0189285,0.0223637,0.011501,0.0174413,0,0,0,0,0,0.0532447
1316,0.0153202,0.0115301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430049,0.0346027,0.0218903,0.0269716,0,0,0.0785444,0.0823697,0.0566818,0.120467,0.0144786,0,0.0217556,0.0134617,0.0552534,0.0161983,0.0285433,0.0339398,0.0301052,0.0228048,0.0223517,0,0.0142148,0.056917,0.0809853,0.0302555,0.0313796,0.0216464,0.0432594,0.00923177,0.0150571,0,0,0.0969565,0,0.0135389,0.0527951,0.0526291,0.0531547,0.0159808,0.0207499,0.0160154,0.038238,0.0125831,0.0204747,0.0148441,0.0106552,0.0391897,0.0110268,0.0397299,0.0411302,0.0266578,0.0685678,0.0193484,0.0222713,0.0119079,0.0172312,0,0,0,0,0,0.0553466
1317,0.015915,0.0121626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436867,0.0365308,0.0224337,0.0270618,0,0,0.0781909,0.0843515,0.0567112,0.120453,0.0146147,0,0.0213164,0.0132863,0.056159,0.0158729,0.0281264,0.0337538,0.0302063,0.0227255,0.0222571,0,0.0141082,0.0574488,0.0813667,0.0310545,0.0292283,0.0215723,0.0428996,0.00944844,0.0150514,0,0,0.0971226,0,0.0135242,0.0529529,0.0533103,0.0533293,0.0156944,0.0203045,0.0161958,0.0386482,0.0135001,0.0208453,0.0144366,0.00986384,0.0391395,0.0104123,0.0398954,0.0412517,0.0227833,0.0687655,0.019798,0.0221986,0.0124332,0.0172759,0,0,0,0,0,0.0577496
1318,0.0166254,0.0129017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044421,0.0388933,0.0231246,0.02722,0,0,0.0778737,0.087235,0.056037,0.120454,0.0149461,0,0.0209307,0.0130938,0.0571032,0.0154022,0.027588,0.0334806,0.030254,0.0227557,0.0223275,0,0.0140468,0.0580827,0.0817984,0.0323095,0.0267768,0.021582,0.0421988,0.00965694,0.0149591,0,0,0.097131,0,0.0135489,0.053201,0.0539606,0.0529338,0.0153863,0.0197728,0.0163133,0.0388489,0.0142026,0.0214448,0.0143755,0.00887083,0.0394383,0.00977486,0.0401606,0.0416144,0.0192471,0.0689018,0.0202567,0.0221398,0.0125924,0.0175086,0,0,0,0,0,0.0601198
1319,0.0172813,0.0135675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450405,0.0409979,0.0238834,0.0275697,0,0,0.0775823,0.0904781,0.0564063,0.120381,0.0154362,0,0.0205662,0.0130538,0.0582529,0.0149304,0.0270152,0.0331992,0.0303305,0.022867,0.0223744,0,0.0139455,0.0585449,0.0822639,0.0333223,0.0243731,0.0215906,0.0410908,0.00946854,0.0147707,0,0,0.0970694,0,0.0136537,0.0537713,0.0546553,0.0517065,0.0151164,0.0193013,0.0168857,0.0389356,0.0151303,0.0221833,0.0148014,0.00807357,0.0399092,0.00933843,0.0403375,0.0419299,0.0162082,0.0690032,0.0206864,0.0220717,0.0117963,0.0179101,0,0,0,0,0,0.0623769
1320,0.0202368,0.0149958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447477,0.0233365,0.0244439,0.0281395,0,0,0.0839409,0.0703245,0.0578737,0.119861,0.0154171,0,0.0203908,0.011341,0.0616792,0.0144377,0.0262907,0.0333785,0.0310972,0.0232865,0.0222846,0,0.0131413,0.0573357,0.0857096,0.028692,0.0224662,0.0211274,0.0395621,0,0.0140942,0,0,0.09273,0,0.0145828,0.0508697,0.0554019,0.0499158,0.0145521,0.0182848,0.0162942,0.0322465,0.01629,0.0230949,0.015492,0.00849338,0.040304,0.00844298,0.0403419,0.0422007,0.0137494,0.0637346,0.0211394,0.0200824,0,0.0185887,0,0,0,0,0,0.0841782
1321,0.0200036,0.015044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445798,0.0241993,0.0247392,0.0285251,0,0,0.0837759,0.0720721,0.0570568,0.119796,0.0156752,0,0.0197722,0.0109542,0.0616285,0.0136141,0.0251596,0.0330005,0.0313518,0.0231328,0.0217442,0,0.0133814,0.0570419,0.085832,0.0281204,0.0187693,0.0216002,0.0365886,0.00857987,0.0140872,0,0,0.0923763,0,0.0143633,0.0508892,0.055731,0.0453317,0.0143213,0.0185751,0.0156806,0.0316713,0.0170898,0.0235389,0.0159245,0.00850178,0.0406227,0.00889608,0.0399546,0.0418915,0.0109937,0.0633545,0.0213834,0.0203205,0,0.0185699,0,0,0,0,0,0.0881524
1322,0.0199112,0.015392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044405,0.0246207,0.025167,0.0286227,0,0,0.083433,0.0735504,0.0561299,0.119994,0.015995,0,0.0191112,0.011164,0.0612798,0.012711,0.023887,0.0324186,0.0313641,0.0228265,0.0210561,0,0.013764,0.0566937,0.0856053,0.0273179,0.0125296,0.0218344,0.0291696,0.00893034,0.0142924,0,0,0.0924852,0,0.0141304,0.0512917,0.0554216,0.0342953,0.0141135,0.0181635,0.0145448,0.0320588,0.0162824,0.0236292,0.017368,0.00795829,0.0375818,0.0136448,0.036596,0.0365284,0.0116888,0.0637466,0.0215642,0.0207667,0,0.0188423,0,0,0,0,0,0.0925968
1323,0.0204502,0.0160666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445922,0.0254438,0.0257256,0.0288346,0,0,0.0829277,0.0757845,0.0558236,0.120041,0.0163776,0,0.0188134,0.0105641,0.0610039,0.0120672,0.0228647,0.0320837,0.0316522,0.0227921,0.0206463,0,0.0138218,0.0566096,0.0853177,0.0266706,0.0145891,0.0218031,0.0297614,0.00876009,0.0142522,0,0,0.0917475,0,0.0142106,0.0511282,0.0560177,0.0358302,0.0140336,0.0188558,0.0133693,0.0319792,0.0172563,0.0242459,0.0182461,0.00888219,0.0374869,0.0149771,0.0364572,0.0360375,0.0144108,0.0633127,0.0219439,0.0206251,0,0.0189131,0,0,0,0,0,0.0964556
1324,0.0217013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446725,0.0262322,0.0261733,0.0289184,0,0,0.0822357,0.0778382,0.0558822,0.120092,0.0169219,0,0.0185104,0.00998703,0.0606649,0.0114643,0.0217111,0.0317774,0.0319613,0.0227506,0.0201531,0,0.0140472,0.0564907,0.0846567,0.0261904,0.0165907,0.0217514,0.0313596,0.00888561,0.0143646,0,0,0.0913518,0,0.0141973,0.0510071,0.0566378,0.0390134,0.0138472,0.019954,0.0126468,0.0313327,0.0184926,0.0247294,0.0188309,0.0101911,0.0378231,0.0159767,0.036756,0.0362707,0.0159113,0.0626733,0.0223203,0.0206104,0,0.0191132,0,0,0,0,0,0.100397
1325,0.0225779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448777,0.0270951,0.0268055,0.0289463,0,0,0.0816597,0.0800288,0.0553172,0.119898,0.0178596,0,0.0183219,0.00947171,0.0603421,0.0109409,0.0206558,0.0314338,0.0319798,0.0227718,0.0199031,0,0.0142191,0.0564341,0.0841192,0.0255659,0.0182545,0.0216146,0.0333062,0.00896803,0.0145189,0,0,0.0910307,0,0.0142873,0.050864,0.0570985,0.0429865,0.0136936,0.0211946,0.0119458,0.0307887,0.0198891,0.0250182,0.0197,0.0119147,0.0382507,0.0168058,0.0370745,0.0367071,0.0169147,0.0620365,0.02261,0.0204808,0,0.0192656,0,0,0,0,0,0.104349
1326,0.02328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443967,0.0281306,0.0270137,0.0289381,0,0,0.081712,0.0820541,0.0554755,0.119789,0.0185333,0,0.0180847,0.00919116,0.0604788,0.0103424,0.0194958,0.0312422,0.0323142,0.0226411,0.0193529,0,0.0145749,0.0557148,0.0841209,0.0254855,0.0195257,0.0217051,0.0356054,0.0095223,0.0145903,0,0,0.0908615,0,0.014183,0.0509091,0.0572116,0.0473356,0.0134302,0.0226902,0.0113351,0.0299058,0.0205433,0.024943,0.0195369,0.0129177,0.0389922,0.0182056,0.0375277,0.0376476,0.0179536,0.0614335,0.0225016,0.0206612,0,0.0192922,0,0,0,0,0,0.10845
1327,0.0243296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044011,0.0291912,0.027648,0.0288955,0,0,0.0815672,0.0841587,0.0548289,0.120026,0.0194681,0,0.0181446,0.00950487,0.0606192,0.00989865,0.0184127,0.0310634,0.0325873,0.0226938,0.0190533,0,0.0147706,0.055064,0.0838918,0.0253763,0.020111,0.0215687,0.0375517,0,0.0149592,0,0,0.0906824,0,0.0141366,0.0509529,0.0569569,0.0513459,0.0127788,0.0238605,0.010833,0.0290916,0.0206789,0.0247398,0.0190441,0.013535,0.0395661,0.0195146,0.0375661,0.0386354,0.0193341,0.0610333,0.0225986,0.0206847,0,0.0194322,0,0,0,0,0,0.112576
1328,0.0319212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227079,0.031548,0,0.00923767,0,0,0.0800901,0.0858729,0.0539456,0,0.0179663,0,0.0184125,0.0111456,0.0599764,0.0230873,0.0211951,0.0212255,0.0317817,0.0123417,0.0142252,0,0.0357422,0.027167,0.0815853,0.0250606,0.0206408,0.0272119,0.042577,0.0115025,0.0112253,0,0,0.0844388,0,0.0147962,0.0473548,0.0533443,0.0621998,0.00543884,0.0278931,0.00580781,0.0240605,0.020772,0.0256013,0.0171913,0.00944259,0.0418375,0.0214064,0.0385542,0.0424394,0.0254558,0.0534,0.0266202,0.0204793,0.0127657,0.0151367,0,0,0,0,0,0.116218
1329,0.0321041,0.0204904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188968,0.0325637,0.0143513,0.00788039,0,0,0.0802114,0.0891076,0.0541046,0,0.0177964,0.0171672,0.0177765,0.00719541,0.0599584,0.0235793,0.022024,0.0214358,0.031831,0.0119911,0.0148657,0,0.0351041,0.0232389,0.0818325,0.0248372,0.0212153,0.0256682,0.0443724,0,0.0113255,0,0,0.0833066,0,0.0142199,0.0454789,0.054382,0.066473,0.00648763,0.0284334,0.00494375,0.0236557,0.0213544,0.0248809,0.0179631,0.0109965,0.0418332,0.0219692,0.0382851,0.0431255,0.0284388,0.0523293,0.0249476,0.0199243,0.0121848,0.0137466,0,0,0,0,0,0.119759
1330,0.0307352,0.016121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197099,0.0330234,0.0151816,0.00862336,0,0,0.0829505,0.0915348,0.0568094,0,0.018519,0.0182111,0.018148,0.0103675,0.0658675,0.0253744,0.0230467,0.0214646,0.0329085,0.0120629,0.0161232,0,0.0366456,0.0241378,0.0861687,0.0253144,0.021233,0.0181647,0.0458807,0,0.0149056,0,0,0.0915709,0,0.0154297,0.0434262,0.0556997,0.0703284,0.00846147,0.030189,0.00152546,0.0220961,0.0220058,0.0246071,0.0169086,0.0116631,0.0423861,0.0239821,0.0377729,0.0442825,0.0312712,0.0509035,0.0175392,0.0254418,0.010545,0.0154547,0,0,0,0,0,0.12347
1331,0.030885,0.0155086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196636,0.0342085,0.0155057,0.00798088,0,0,0.083335,0.093693,0.0573377,0,0.0185951,0.0180984,0.0181658,0.011725,0.0666699,0.0258892,0.0231535,0.0214014,0.0333092,0.0121529,0.016535,0,0.0370142,0.024085,0.0867157,0.0254055,0.0211885,0.0168224,0.0462749,0.00874266,0.0159206,0,0,0.0964579,0,0.0164144,0.0455098,0.0559302,0.0731152,0.0103851,0.030983,0.00177745,0.0225735,0.0217507,0.0234392,0.0167206,0.0118533,0.0421976,0.0259804,0.0366747,0.044479,0.0345698,0.0526773,0.0159234,0.0261088,0.010889,0.0158911,0,0,0,0,0,0.127274
1332,0.0309734,0.0163704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198341,0.0352769,0.0150418,0.00544913,0,0,0.0835221,0.0957443,0.0572165,0,0.017245,0.017023,0.0171157,0.0136625,0.0666186,0.0255002,0.0219946,0.0216249,0.0339426,0.0117927,0.0157005,0,0.0359504,0.0241469,0.0869215,0.0255081,0.0407058,0.0163468,0.0306266,0.00828782,0.0162451,0,0,0.0985284,0,0.0166248,0.0465518,0.0580988,0.0397413,0.0105289,0.0350902,0.00251227,0.0225775,0.0272437,0.0259917,0.0118089,0.0177886,0.0422947,0.0330605,0.0365235,0.0402086,0.0501775,0.0537332,0.0145867,0.0259518,0.0111212,0.0156072,0,0,0,0,0,0.131011
1333,0.0309726,0.0168475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195938,0.0362844,0.0149956,0.00492988,0,0,0.0837612,0.0976808,0.0570575,0,0.0169667,0.0170742,0.0169978,0.0141595,0.066822,0.0256144,0.021732,0.0215946,0.0342064,0.0117337,0.015675,0,0.0358259,0.0240946,0.0872886,0.0254283,0.0410575,0.0163103,0.0280578,0.00849809,0.0165904,0,0,0.0998667,0,0.0167909,0.0472291,0.0575993,0.037961,0.0103931,0.0342637,0.00268862,0.0222911,0.0261428,0.025325,0.0112042,0.0170759,0.0401406,0.0351966,0.0336966,0.0375993,0.0517766,0.054512,0.0137815,0.0259469,0.0110379,0.0155777,0,0,0,0,0,0.134781
1334,0.0311779,0.0169689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192488,0.0373031,0.0148329,0.00520034,0,0,0.0839567,0.099354,0.0570859,0,0.0167135,0.0170182,0.0168837,0.0142697,0.0669977,0.0257721,0.0214982,0.0216218,0.0345413,0.0117248,0.0158073,0,0.0356383,0.0240432,0.087572,0.0255495,0.0410535,0.0164856,0.0246988,0.00841144,0.0170018,0,0,0.100977,0,0.0170459,0.0477688,0.0569535,0.0363563,0.0105232,0.0330497,0.00299045,0.0219726,0.0246438,0.0240589,0.0116588,0.0161227,0.0372365,0.0374539,0.0301344,0.034092,0.053409,0.0550457,0.0132551,0.0260105,0.0109001,0.0155683,0,0,0,0,0,0.138198
1335,0.0315396,0.016878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189976,0.0383756,0.0146452,0.00596408,0,0,0.0841136,0.100776,0.0571183,0,0.0164651,0.0168946,0.016699,0.0143545,0.0671409,0.0258215,0.0211347,0.0215873,0.0348053,0.0116664,0.0156752,0,0.0354361,0.0240959,0.0878266,0.0259241,0.0408799,0.0164636,0.0214743,0.00836478,0.0174397,0,0,0.101821,0,0.0172237,0.0481293,0.056211,0.0361282,0.0105442,0.0314972,0.00363071,0.0215102,0.0229865,0.0226722,0.012513,0.0150705,0.033984,0.0396948,0.0262891,0.0303423,0.0549169,0.0549348,0.0128647,0.0260125,0.0108372,0.0155771,0,0,0,0,0,0.141149
