Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LFHD,LWRA
All Timesteps RMSE,0.010193,0.00945993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317259,0.0240818,0.0196878,0.0225712,0,0,0.0481843,0.0350305,0.0463745,0.0677873,0.0327798,0.0138231,0.0296895,0.0133053,0.0387526,0.0259862,0.0273393,0.0354158,0.0270123,0.0406104,0.0218637,0.0170932,0.0305934,0.037189,0.0429099,0.0502907,0.0275588,0.0204486,0.0214384,0.0102335,0.0100185,0,0,0.0568642,0,0.0162216,0.0308701,0.0533141,0.0302582,0.0158724,0.0173094,0.0139281,0.0190397,0.0117492,0.0232042,0.0118219,0.0127033,0.0216005,0.0471532,0.0177201,0.0230117,0.0302872,0.0351877,0.0278819,0.0219944,0.00810595,0.00931582,0,0,0,0,0,0.0407901
0,0.00788685,0.00111827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236995,0.0174844,0.00772543,0.0797154,0,0,0.0196679,0.0221934,0.0116353,0.0563972,0.00656196,0.00654528,0.0161811,0.0170208,0.0107591,0.00695796,0.00448033,0.0214118,0.0281541,0.0175589,0.0133891,0.00932749,0.0262779,0.0296207,0.0139291,0.0159152,0.0160637,0.019572,0.0143651,0.0109509,0.00382667,0,0,0.0307532,0,0.0155284,0.0110657,0.058584,0.023615,0.0195478,0.0241918,0.0182677,0.0173088,0.018074,0.0276512,0.0063952,0.0101541,0.025389,0.0465359,0.0155026,0.0224247,0.01234,0.0209295,0.0298668,0.00912394,0.00510097,0.00772075,0,0,0,0,0,0
1,0.00682571,0.000414346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243928,0.0172273,0.00789662,0.0849312,0,0,0.019464,0.0223047,0.0117698,0.0564401,0.0070384,0.00697546,0.0159502,0.0173302,0.0116659,0.00711026,0.00452714,0.0209136,0.0283303,0.0177202,0.0132911,0.00938532,0.0261259,0.030279,0.0141155,0.0158804,0.0162085,0.0194965,0.0140806,0.0108306,0.00302747,0,0,0.030753,0,0.0156379,0.0110586,0.0589659,0.022167,0.0198357,0.0238646,0.0188119,0.0166224,0.0179634,0.027425,0.00693525,0.0110757,0.024333,0.0473228,0.0145279,0.021503,0.011876,0.0205842,0.0299743,0.00918321,0.00516353,0.00794825,0,0,0,0,0,0
2,0.00680117,0.000836012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244102,0.0171284,0.00773665,0.0850673,0,0,0,0.0220256,0.0124164,0.0568421,0.00709575,0.00689729,0.015826,0.0170661,0.012004,0.00731157,0.00460747,0.0199196,0.0283436,0.0175774,0.0130275,0.0090739,0.0261244,0.0301364,0.0151254,0.0161923,0.0165241,0.0195244,0.0134049,0.0102358,0.00276654,0,0,0.0308408,0,0.0155896,0.0111023,0.059076,0.0211593,0.0196015,0.0234781,0.0189249,0.0161771,0.017527,0.0267576,0.00742967,0.0113041,0.0232783,0.0481469,0.0133357,0.0201866,0.0125542,0.0204958,0.030105,0.00924569,0.00518157,0.00818609,0,0,0,0,0,0
3,0.00685691,0.000635833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221193,0.0176452,0.00696732,0.065129,0,0,0.0187031,0.0221722,0.0112136,0.0587367,0.00646989,0.00489015,0.0160533,0.0146607,0.0119186,0.00814985,0.00457679,0.0195077,0.0275346,0.0162817,0.011914,0.00713812,0.027083,0.027591,0.0135964,0.0154889,0.0167955,0.0192258,0.0137867,0.00804435,0.00316525,0,0,0.0316617,0,0.0157808,0.0113257,0.0584058,0.024743,0.018138,0.0228483,0.0168892,0.0163003,0.016425,0.024053,0.00754388,0.0108218,0.0226241,0.0495131,0.0120357,0.0189166,0.0159617,0.0211344,0.0298715,0.00928973,0.00601753,0.00789038,0,0,0,0,0,0
4,0.00719099,0.00154514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189971,0.0184188,0.00689296,0.0165934,0,0,0.0167276,0.0216167,0.0103551,0.0616716,0.00708077,0.00411609,0,0.0105967,0.011762,0.00964323,0.00573181,0.0177239,0.0259088,0.0163915,0.0128376,0.00671367,0.0284052,0.0233207,0.0129051,0.0150709,0.0190051,0.0189384,0.0161173,0.00928959,0.00457117,0,0,0.032645,0,0.0159514,0.011571,0.0575813,0.0290397,0.0174936,0.0235752,0.0135821,0.0164752,0.0164743,0.0221757,0.0075846,0.0111536,0.023743,0.0500334,0.0124602,0.0203085,0.0210144,0.0219185,0.0294751,0.00932689,0.00803488,0.00932648,0,0,0,0,0,0
5,0.00706431,0.00202736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181668,0.0139575,0.00905074,0.00697416,0,0,0.0135468,0.0286609,0.00757686,0.0629469,0.0102497,0.00535808,0.0170172,0.00907191,0.0119362,0.0102873,0.00659333,0.0175622,0.0262545,0.0138854,0.00948843,0.00319005,0.0294859,0.0227795,0.0102919,0.0101093,0.0204935,0.0188198,0.0173273,0.0111026,0.00516607,0,0,0.0331318,0,0.0159943,0.0117277,0.0574139,0.0311737,0.0178655,0.0236933,0.0124121,0.016501,0.0166245,0.0210359,0.00763243,0.0113897,0.0240317,0.0505635,0.0123352,0.0207862,0.0237933,0.0222458,0.0293318,0.00939079,0.00890799,0.0101401,0,0,0,0,0,0.0146659
6,0.00695168,0.00199231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183118,0.0138171,0.00947796,0.00671922,0,0,0.0135878,0.0285466,0.00757647,0.0633108,0.0107216,0.00555046,0.0162451,0.00883013,0.0120378,0.0103522,0.00661953,0.016782,0.0262695,0.013846,0.00927188,0.00302558,0.0296308,0.0231192,0.0102517,0.00995828,0.0216285,0.0188816,0.0182886,0.0115278,0.00519941,0,0,0.0332519,0,0.015927,0.0118244,0.0574822,0.0327265,0.0179903,0.023853,0.0122499,0.0166423,0.0166937,0.0207127,0.00777629,0.01142,0.0241231,0.0510692,0.0119649,0.0210211,0.0255972,0.0223568,0.0294366,0.00948566,0.00880981,0.00944393,0,0,0,0,0,0.0146283
7,0.00686925,0.00188756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185071,0.013852,0.0095831,0.00665211,0,0,0.0138391,0.0285177,0.00759644,0.0633932,0.0108078,0.00541687,0.0151366,0.00881386,0.0120945,0.0102603,0.00664111,0.015974,0.0263498,0.0139598,0.00939348,0.00309268,0.0296283,0.023655,0.0103377,0.00996496,0.022678,0.018967,0.0193362,0.0115095,0.00512276,0,0,0.0332508,0,0.0158319,0.0118553,0.0575903,0.0343762,0.017983,0.0241129,0.0122825,0.0167656,0.0167523,0.0208178,0.00766483,0.0113534,0.0243596,0.0514698,0.0117182,0.0216248,0.0274471,0.0223474,0.0296945,0.00957101,0.00844176,0.00970087,0,0,0,0,0,0.0145532
8,0.00677178,0.00191343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185076,0.0142036,0.00787616,0.00626194,0,0,0.0140392,0.0287213,0.00773753,0.0634941,0.00879062,0.00547414,0,0.00885388,0.0123361,0.0101317,0.00647403,0.0154789,0.0257086,0.0157581,0.0120261,0.00529012,0.0292754,0.0231822,0.0104895,0.0100158,0.023902,0.0190432,0.0205493,0.0114864,0.00515849,0,0,0.0331175,0,0.0157189,0.0118359,0.0577347,0.0360288,0.0179861,0.0243339,0.0123316,0.0169626,0.0168015,0.0211817,0.00731894,0.0111999,0.0247108,0.0518428,0.0116429,0.0223656,0.0297974,0.0222848,0.02974,0.0095653,0.00817861,0.0089414,0,0,0,0,0,0.0144197
9,0.0067341,0.0019501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193771,0.0144288,0.00999575,0.00621547,0,0,0.0142174,0.0289746,0.00780698,0.0632533,0.0113022,0.0055188,0.0152057,0.00883362,0.0125267,0.00992531,0.00538771,0.01837,0.0262727,0.0140937,0.00946727,0.00312214,0.0296601,0.0244674,0.0106328,0.0100715,0.0249002,0.0190619,0.0218259,0.0115224,0.00520723,0,0,0.0331723,0,0.0156476,0.0119235,0.0577771,0.0375571,0.0179709,0.0247733,0.0122629,0.0170004,0.0169117,0.021241,0.0070803,0.0109643,0.0252351,0.0521414,0.011654,0.0231436,0.0320296,0.0222996,0.029725,0.00958654,0.00810374,0.00855064,0,0,0,0,0,0.0143462
10,0.00675121,0.00194262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197944,0.014581,0.0103554,0.00622574,0,0,0.0146181,0.0289922,0.00808139,0.0630151,0.0117674,0.00544263,0.0162331,0.00903928,0.0125857,0.00975881,0.00403673,0.0195662,0.0262681,0.0141203,0.00921778,0.00307955,0.0296736,0.0251374,0.0107503,0.010196,0.026205,0.0191579,0.0231381,0.0114942,0.00524779,0,0,0.0330248,0,0.0156015,0.0119316,0.0578571,0.0390386,0.0180665,0.0250576,0.0121565,0.0171035,0.0169043,0.0217093,0.00691152,0.0108311,0.0257456,0.0524612,0.0116294,0.0239873,0.0349432,0.0222065,0.0297968,0.00957815,0.00794693,0.00840349,0,0,0,0,0,0.0142665
11,0.0068773,0.00190406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020769,0.0150048,0.0107942,0.0066266,0,0,0.0153384,0.0292751,0.00870812,0.0626472,0.0123959,0.00532641,0.0167569,0.00939844,0.0126265,0.00935712,0.0044998,0,0.0263096,0.014241,0.0094374,0.00310212,0.0295162,0.0265115,0.011032,0.0105079,0.0270178,0.0192188,0.023862,0.0113174,0.00535359,0,0,0.0329005,0,0.0155747,0.0118977,0.0578761,0.0409815,0.0181264,0.0251256,0.0121376,0.0171517,0.0168699,0.0221148,0.00692308,0.0106422,0.0260603,0.0528394,0.0116456,0.0246222,0.0372757,0.0221196,0.0298751,0.0095465,0.00782141,0.00844494,0,0,0,0,0,0.0141279
12,0.00702994,0.00193815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203375,0.0154343,0.0110704,0.00634333,0,0,0.0158295,0.0294577,0.00907773,0.0626089,0.012818,0.00536117,0.0168064,0.00934322,0.0121751,0.00945632,0.0054693,0.0190036,0.0260294,0.0141005,0.00955167,0.00300691,0.0299401,0.0260877,0.0112332,0.0106267,0.0278037,0.0192483,0.0244582,0.0114833,0.00545761,0,0,0.0327785,0,0.0155589,0.0118107,0.0580025,0.0424543,0.0180917,0.0252233,0.0127853,0.0170724,0.0167772,0.0221735,0.00694287,0.0104924,0.0263421,0.053095,0.0117162,0.0253154,0.039545,0.0220721,0.0299454,0.00950496,0.00780291,0.00883899,0,0,0,0,0,0.0140067
13,0.00713227,0.00202029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208026,0.0156169,0.0115497,0.00647039,0,0,0.0158529,0.0295488,0.00908485,0.0624534,0.0133942,0.00541506,0.0168513,0.00940581,0.0115386,0.00939348,0.00541979,0.0190486,0.0258648,0.0140401,0.00925189,0.00300881,0.0301486,0.0264908,0.0112574,0.0106953,0.0283258,0.0192741,0.0246186,0.0115181,0.00555949,0,0,0.0326688,0,0.0155956,0.0117777,0.0579256,0.0432397,0.0180722,0.0252466,0.0132889,0.0169429,0.0166261,0.0221452,0.00683846,0.0104252,0.0263644,0.0532618,0.011694,0.02565,0.0411925,0.0220698,0.0300019,0.00946135,0.00778381,0.00956791,0,0,0,0,0,0.0139739
14,0.00712403,0.00208554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218338,0.0155782,0.0121914,0.00667918,0,0,0.0159373,0.0294142,0.00892196,0.062159,0.0141416,0.00545313,0.0168422,0.00969491,0.0118465,0.00916425,0.00431285,0,0.0259129,0.0140898,0.0091393,0.00297098,0.0300819,0.0279395,0.011317,0.0107426,0.0285761,0.0192863,0.0245797,0.0113726,0.0057284,0,0,0.0326147,0,0.0156216,0.0117829,0.0577944,0.043578,0.0180511,0.0253117,0.0133717,0.0168713,0.0164349,0.0220898,0.00690683,0.0104498,0.0262423,0.0534442,0.011588,0.0257837,0.0420999,0.0221354,0.030037,0.00942123,0.00779015,0.00872629,0,0,0,0,0,0.01399
15,0.00703153,0.00210525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219169,0.0155973,0.0124891,0,0,0,0.0160275,0.0294228,0.00882662,0.0621572,0.0145717,0.00543749,0.0170164,0.00988276,0.0114795,0.00935049,0.00362832,0.0181187,0.0258855,0.0139907,0.00895928,0.00293542,0.0304233,0.0282261,0.0114639,0.0107512,0.0285428,0.0193076,0.0247944,0.0115135,0.00586328,0,0,0.0325264,0,0.0156159,0.0117799,0.0578921,0.0434373,0.0179447,0.0253817,0.0134901,0.0167957,0.016272,0.0217271,0.00723048,0.0103884,0.0260982,0.053646,0.0115158,0.0257584,0.0424604,0.0220792,0.0300202,0.00939416,0.00755966,0.00805131,0,0,0,0,0,0.0140233
16,0.00701243,0.00218208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225655,0.01562,0.012932,0.00635184,0,0,0.0159601,0.029382,0.00883192,0.0622422,0.0150611,0.00535694,0.0167968,0.00969181,0.0113239,0.00945458,0.00474127,0.0165603,0.0258608,0.0139436,0.00909644,0.00280564,0.0307455,0.0290272,0.0115458,0.0106999,0.028305,0.0193269,0.0247038,0.011584,0.00598609,0,0,0.0324063,0,0.0156319,0.0117654,0.0579214,0.0428401,0.0178157,0.025274,0.0133658,0.0166846,0.01589,0.0212248,0.00761691,0.0102791,0.0258511,0.0538352,0.0114351,0.0254842,0.0423586,0.0219985,0.0300019,0.0093704,0.00738696,0.00791235,0,0,0,0,0,0.0139596
17,0.00703083,0.00224414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231717,0.0156465,0.0130959,0.00635736,0,0,0.0158312,0.0290219,0.00881842,0.0622527,0.0152752,0.00536751,0.0154966,0.0096817,0.0113517,0.00954117,0.00571823,0.0162797,0.0258977,0.0140149,0.00961278,0.0027966,0.0309454,0.0297934,0.0116342,0.010883,0.0280065,0.0192937,0.0241939,0.0117811,0.00603918,0,0,0.032237,0,0.0156311,0.0116627,0.0579586,0.0422843,0.0177714,0.0250457,0.0134227,0.016576,0.0153287,0.0209625,0.00806766,0.0103529,0.0255671,0.0539979,0.0113208,0.0251087,0.041839,0.0218601,0.0301547,0.0093704,0.00721811,0.00782308,0,0,0,0,0,0.0136582
18,0.00706676,0.00234343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237621,0.0157194,0.0131362,0.00650381,0,0,0.0158921,0.0289983,0.00878547,0.0622722,0.0153556,0.00552814,0.0136887,0.00969508,0.0113744,0.0096113,0.00579383,0.0161836,0.0259362,0.0141426,0.00979959,0.00284537,0.0310853,0.030549,0.0116636,0.0110249,0.0274014,0.0192784,0.0233482,0.0119305,0.00603049,0,0,0.032064,0,0.0156789,0.0115825,0.0579563,0.0409466,0.0176818,0.0248377,0.0134295,0.0164047,0.0147693,0.0205673,0.0085997,0.0104391,0.0251289,0.0540418,0.0111684,0.0244495,0.0407218,0.0217076,0.0302331,0.00938088,0.00711201,0.0077931,0,0,0,0,0,0.0135865
19,0.00711557,0.00247548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246637,0.0158594,0.0135085,0.00643989,0,0,0.0158742,0.0290533,0.0086929,0.0623785,0.015816,0.00565122,0.0155887,0.00963386,0.0113116,0.00967832,0.00506879,0.0157856,0.0260501,0.0140615,0.00955247,0.00286497,0.0312888,0.0316012,0.0116528,0.0110017,0.0266786,0.0192559,0.0221873,0.0119998,0.00599263,0,0,0.0318357,0,0.0157498,0.01149,0.057977,0.0388163,0.0175154,0.0246282,0.0133702,0.0161493,0.014189,0.0200576,0.00916714,0.0104847,0.0246069,0.053973,0.011075,0.0236383,0.0394839,0.0214959,0.0302268,0.0093855,0.00705307,0.00831607,0,0,0,0,0,0.0135289
20,0.00722534,0.00269111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238865,0.015871,0.0109586,0.00634486,0,0,0.0159166,0.0289659,0.00860787,0.0624994,0.0132356,0.00604074,0,0.00930976,0.0112199,0.00957183,0.0043463,0.014776,0.0254717,0.0159133,0.0116314,0.00427158,0.0311284,0.0306702,0.0115859,0.0108107,0.025997,0.0192179,0.0204948,0.0118657,0.00599071,0,0,0.0314911,0,0.0158175,0.0114012,0.0580521,0.0362782,0.017264,0.024276,0.0130932,0.0158569,0.0136267,0.0196241,0.00970245,0.0104217,0.0238603,0.0539183,0.0110554,0.0225407,0.0383382,0.0212886,0.0302429,0.00934116,0.00705541,0.00978956,0,0,0,0,0,0.0135751
21,0.00742513,0.00293685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260796,0.015961,0.0131143,0.0066402,0,0,0.0158778,0.0288582,0.00873817,0.0621141,0.0156946,0.0069054,0.0162364,0.00889465,0.0113094,0.00947441,0.00477492,0.0150668,0.0261816,0.0138398,0.00948708,0.00299412,0.0315107,0.0333715,0.011644,0.010675,0.0258525,0.019125,0.0190216,0.0116679,0.006273,0,0,0.0313595,0,0.0158797,0.0113191,0.0581281,0.0336662,0.0171388,0.023787,0.0125724,0.0157403,0.0129736,0.0189373,0.0102114,0.0104389,0.0230833,0.0539779,0.0111136,0.0214543,0.0377767,0.0212476,0.0302588,0.00930002,0.00727655,0.0101862,0,0,0,0,0,0.0135369
22,0.00756631,0.00313088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273472,0.0159788,0.0126412,0.00670341,0,0,0.01562,0.028892,0.00881044,0.0618135,0.0152528,0.00738106,0.0159719,0.00881279,0.0116045,0,0.00435273,0,0.0260146,0.0138314,0.0098539,0.00311052,0.0316222,0.0347137,0.0116885,0.0104955,0.0259072,0.0190375,0.0182317,0.0116488,0.00662186,0,0,0.0311195,0,0.0159263,0.0112173,0.0581777,0.0317078,0.0171574,0.0235073,0.0125344,0.0156884,0.012292,0.0181967,0.0108741,0.0106214,0.0225366,0.0543265,0.0110866,0.020386,0.0377228,0.0211751,0.0303713,0.00924991,0.00735883,0.00956237,0,0,0,0,0,0.0134773
23,0.00789982,0.00360038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280301,0.0156561,0.0117961,0.00673326,0,0,0,0.0288631,0.0078195,0.0615554,0.0141912,0.00762678,0.0145587,0.00893626,0.0124808,0.00965189,0.00341897,0,0.0263196,0.0130473,0.00964293,0.00307654,0.0315651,0.0357094,0.0115664,0.0103244,0.0259831,0.0189783,0.0178799,0.0117737,0.00688928,0,0,0.0308314,0,0.0159553,0.0110595,0.0580307,0.0303198,0.0170738,0.0236536,0.0129289,0.0154588,0.0114611,0.0175857,0.0117336,0.0110922,0.022142,0.0548625,0.0106877,0.0195331,0.0379424,0.0209763,0.0304431,0.00916892,0.00755489,0.0105449,0,0,0,0,0,0.0130944
24,0.00781718,0.0035182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286558,0.0160357,0.0106789,0.00671194,0,0,0.0156832,0.0289756,0.00901041,0.0614907,0.0129601,0.00789541,0.0133369,0.00923314,0.0115418,0.0093765,0.00453305,0,0.0263304,0.0121918,0.00954255,0.00311136,0.0317084,0.0366278,0.0119237,0.0102705,0.025282,0.018866,0.0171358,0.0121699,0.00686993,0,0,0.0303577,0,0.0160622,0.0108706,0.0580856,0.0292862,0.0170473,0.0245961,0.0133534,0.0153157,0.0108873,0.0170233,0.0128402,0.0118979,0.0216848,0.0551335,0.0100127,0.0185819,0.0372417,0.0207355,0.0305649,0.00913784,0.00756909,0.0103606,0,0,0,0,0,0.0136519
25,0.00771241,0.00353703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293729,0.0160156,0.00965922,0.00646747,0,0,0.0156429,0.0289074,0.00912403,0.061572,0.0117625,0.00787024,0.0122206,0.00954138,0.0117921,0.00870205,0.00531882,0,0.0263499,0.0114395,0.00945983,0.00309701,0.0317022,0.0374847,0.0120233,0.0103389,0.0243496,0.0188398,0.0157895,0.0125211,0.00712907,0,0,0.0297734,0,0.016156,0.0106648,0.0582868,0.0281567,0.0169534,0.0253942,0.0137729,0.0152883,0.0105249,0.0163444,0.013957,0.0127149,0.0209473,0.0547793,0.00939278,0.0175522,0.0358248,0.0204349,0.0306944,0.00902765,0.00742856,0.0087711,0,0,0,0,0,0.0136639
26,0.00755341,0.00355721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299932,0.0159575,0.00869771,0.00632584,0,0,0.0153676,0.0288929,0.00935487,0.0611367,0.0106229,0.00776118,0.0109739,0.00984119,0.011926,0.00893706,0.0051984,0,0.0265205,0.0106757,0.00937532,0.00307442,0.0315677,0.0381536,0.0117501,0.0104201,0.0238097,0.0188158,0.0145513,0.0128411,0.00722906,0,0,0.0290812,0,0.0162152,0.0104359,0.0583437,0.027327,0.0168696,0.0253173,0.0141713,0.015137,0.0102629,0.0157574,0.0147501,0.0132812,0.0202441,0.054102,0.00910019,0.0170045,0.0345197,0.0200223,0.030914,0.00894106,0.00716258,0.00786923,0,0,0,0,0,0.0136901
27,0.00750985,0.00360991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301918,0.0161558,0.00769888,0.00634112,0,0,0.0149466,0.0288973,0.00946483,0.0606146,0.00969559,0.00839577,0.00887453,0.00964028,0.0119049,0.00889433,0.00513087,0,0.0264719,0.0099102,0.00915341,0.00310689,0.0313302,0.0382414,0.0113043,0.0104779,0.0236094,0.0188026,0.0137435,0.0127667,0.00730332,0,0,0.0284321,0,0.0162662,0.0102666,0.0584221,0.0268643,0.0166593,0.02459,0.0140064,0.0148753,0.0101993,0.0154297,0.0147255,0.0134343,0.0198973,0.0534122,0.00905497,0.0166638,0.0335924,0.0195972,0.0311246,0.00881573,0.00708813,0.00791169,0,0,0,0,0,0.0135903
28,0.0075715,0.00360172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303303,0.0164398,0.00662066,0.006078,0,0,0.0146676,0.0290007,0.0094196,0.0603375,0.00897967,0.00890784,0.00659647,0.00958488,0.0118069,0.00857603,0.00568434,0,0.0262698,0.00936044,0.00916721,0.00332778,0.0311072,0.0382202,0.0112511,0.0105083,0.0238823,0.0188202,0.0132744,0.0129993,0.00729269,0,0,0.0277175,0,0.016291,0.0101072,0.0584299,0.0270109,0.0164814,0.0240442,0.0140376,0.0145259,0.010333,0.015368,0.0147403,0.0133345,0.0200715,0.0527173,0.00908902,0.0166586,0.0337889,0.0191078,0.0314997,0.00867425,0.00702202,0.00806156,0,0,0,0,0,0.0135998
29,0.00772096,0.0035018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304556,0.0165479,0.00591267,0.00599381,0,0,0.0146895,0.028933,0.0094606,0.0603144,0.00838496,0.00880857,0.00713304,0.00985816,0.0116431,0.00815429,0.00606668,0,0.0261555,0.00897025,0.00956862,0.00340869,0.0309986,0.0383739,0.0108579,0.0104573,0.024646,0.018879,0.0127669,0.0136119,0.00716074,0,0,0.0269439,0,0.0163057,0.00997993,0.0583529,0.0269247,0.0162973,0.024272,0.0144071,0.0141465,0.0106905,0.0153906,0.014656,0.0131272,0.0205174,0.0518632,0.00915119,0.0168747,0.0346315,0.0185107,0.0318565,0.00848224,0.00689181,0.00800074,0,0,0,0,0,0.0136438
30,0.00796855,0.00330375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308566,0.0165905,0.00616593,0.00619761,0,0,0.0146838,0.028796,0.00939271,0.0603434,0.00888226,0.00840915,0,0.0102261,0.0115166,0.00756004,0.00456302,0,0.02536,0.0105368,0.010046,0.00391003,0.0312061,0.0381507,0.0106249,0.0104579,0.0256561,0.0189454,0.0119682,0.0141722,0.00685404,0,0,0.0262814,0,0.0163428,0.0099433,0.0582464,0.0251605,0.0162063,0.025034,0.0149093,0.0137134,0.011378,0.0154086,0.0143761,0.0127589,0.0208747,0.0507881,0.00924473,0.0169102,0.0354997,0.0178771,0.0318752,0.0082742,0.00662542,0.00782125,0,0,0,0,0,0.0135799
31,0.00812761,0.00300544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312326,0.0165841,0.00459274,0.00584424,0,0,0.0145497,0.0285658,0.0093705,0.060213,0.00664661,0.0089742,0.00308122,0.00979251,0.0113386,0.00647465,0.00744358,0,0.0262382,0.00725793,0.00957307,0.0033376,0.0301722,0.0389656,0.010454,0.0103983,0.027056,0.0190681,0.011402,0.0145749,0.0064165,0,0,0.0254712,0,0.0163621,0.00991834,0.058202,0.022743,0.0158549,0.0259078,0.0149424,0.0133419,0.0124069,0.0155979,0.0139543,0.0124123,0.0214486,0.0496296,0.00971566,0.0170846,0.0363883,0.0171325,0.0319532,0.00803597,0.00629802,0.00766937,0,0,0,0,0,0.013581
32,0.00797202,0.00267421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312674,0.0166789,0.00464533,0.00605616,0,0,0.0141774,0.0284342,0.00926072,0.0604664,0.00648014,0.00850938,0.00361702,0.00984488,0.011184,0.00623547,0.00813506,0,0.0262369,0.0066977,0.0100321,0.0033142,0.0296949,0.0392757,0.0103463,0.0105726,0.0283529,0.0191707,0.0116865,0.0151687,0.00583808,0,0,0.0247858,0,0.0163913,0.00987317,0.0582165,0.0213145,0.0158593,0.0265768,0.015361,0.0130974,0.0134641,0.0158541,0.0133744,0.0121248,0.0225129,0.0486678,0.0106846,0.018136,0.0372934,0.0166431,0.031877,0.0076562,0.00570924,0.00730857,0,0,0,0,0,0.0136156
33,0.00767474,0.00237065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302198,0.0167986,0.00463385,0.00609206,0,0,0.0140861,0.0285084,0.009339,0.0607344,0.00652545,0.0086543,0.00389062,0.00935879,0.0110673,0.00599529,0.00851678,0.0195074,0.0259326,0.00611753,0.00944741,0.00332031,0.029399,0.0381867,0.0105069,0.0106821,0.0292488,0.0192837,0.012522,0.0155315,0.00525272,0,0,0.024366,0,0.0164491,0.00979951,0.0583845,0.0202665,0.0160259,0.0271258,0.0153928,0.0130058,0.0145678,0.0162053,0.0125584,0.0118865,0.0237634,0.0479167,0.0118759,0.0194917,0.0378507,0.0164176,0.0311528,0.0070734,0.00508456,0.00704332,0,0,0,0,0,0.0136424
34,0.00773532,0.00203231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029057,0.0167475,0.00518874,0.00518488,0,0,0.014174,0.0287584,0.00942668,0.0599585,0.00744328,0.00952994,0.00485232,0.00884397,0.0112239,0.00478251,0.00927425,0,0.0256221,0.00625795,0.00912737,0.00333971,0.0284805,0.0379469,0.0107824,0.0110305,0.0300235,0.0192136,0.0132353,0.0150468,0.00502443,0,0,0.0229226,0,0.0165393,0.0102029,0.0582111,0.0190776,0.0163118,0.0273362,0.0146373,0.0125439,0.0155361,0.0171326,0.0116339,0.0116266,0.0245703,0.0473853,0.0127621,0.0203885,0.038465,0.0151814,0.0320142,0.00726638,0.00459077,0.00727883,0,0,0,0,0,0.0135726
