Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LASI,LFHD,LWRA,RTHI,LELB,,x76,x77
1197,0.062638,0.0165107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123158,0,0.0276153,0,0,0.0375856,0.0444535,0.0566972,0.0488122,0.0210367,0.0198982,0.0267586,0.0573543,0.0158433,0.025608,0.0337741,0.0352369,0.0775745,0,0.0233621,0.0189914,0.0227459,0.0353785,0,0.00184066,0.0160683,0.0161479,0.030897,0.0714709,0,0,0.0269551,0,0.0133228,0.0129037,0.0431629,0.0201814,0.0247734,0.0238023,0.0207217,0.058578,0.0163478,0.0173475,0.0164781,0.0126058,0.0352118,0.00954667,0.0164637,0.0101279,0.0096424,0.0173126,0.0094255,0.0285341,0.0520661,0,0,0.0287737,0,0.0480458,0.0105642,0.046381,0,0,0
1198,0.0627923,0.016451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129895,0,0.0267427,0,0,0.0375741,0.0447,0.0566822,0.0471669,0.0210135,0.0202741,0.027378,0.057465,0.0163768,0.0267129,0.0340927,0.0350196,0.0775804,0,0.023203,0.0188227,0.0223912,0.0356841,0,0.00212697,0.0162586,0.0157569,0.0310947,0.0717204,0,0,0.0261579,0,0.0132504,0.0125454,0.0425259,0.0195114,0.0247981,0.0242068,0,0.0592862,0.0169689,0.0173717,0.0164063,0.0123557,0.0352069,0.00929847,0.0158455,0.0100613,0.0101314,0.0170758,0.00919908,0.0288265,0.0521135,0,0,0.0284896,0,0.0478535,0,0.0465172,0,0,0
1199,0.0630902,0.0162858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132422,0,0.0253301,0,0,0.0375422,0.0446278,0.0566995,0.0451467,0.0206607,0.0206013,0.0272984,0.0575603,0.0169467,0.0276564,0.0343928,0.0347404,0.0775244,0,0.0228623,0.0188236,0.0219493,0.0356614,0,0.00234168,0.0162308,0.0151771,0.0310773,0.0719719,0,0,0.0257643,0,0.013176,0.0122969,0.0420924,0.0184687,0.0247666,0.0242566,0.0212347,0.0596792,0.0174151,0.0173332,0.0162307,0.0115383,0.0353495,0.00890606,0.014647,0.00918013,0.0105781,0.0171398,0.0091555,0.0287042,0.0523198,0,0,0.0278659,0,0.0478385,0.0110218,0.046436,0,0,0
1200,0.0632375,0.0161674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135666,0,0.0241077,0,0,0.0375509,0.0447451,0.0566982,0.0427821,0.0204642,0.0210697,0.0275835,0.0576892,0.017601,0.0288032,0.0348306,0.0344864,0.0774541,0,0.0224555,0.0187923,0.0213898,0.035874,0,0.00250477,0.0162487,0.0147416,0.0312524,0.0721871,0,0,0.0252593,0,0.0131114,0.0120367,0.0419066,0.0177665,0.0247603,0.0243528,0.0214437,0.0602785,0.0180147,0.0173644,0.0161875,0.0109241,0.0354701,0.00864401,0.0137744,0.00840452,0.0111903,0.0172061,0.00905072,0.0287616,0.0524176,0,0,0.0274463,0,0.047798,0.0113298,0.0465184,0,0,0
1201,0.0635575,0.0160793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136805,0,0.0227914,0,0,0.0376168,0.044809,0.0566135,0.0403819,0.0202504,0.0215637,0.0277174,0.0579798,0.0182339,0.0299395,0.0353345,0.034204,0.0773548,0,0.0218974,0.0187621,0.0207478,0.0359671,0,0.00285527,0.0163541,0.0144596,0.031457,0.0725256,0,0,0.0249857,0,0.0130161,0.0118799,0.0418173,0.0171819,0.0247485,0.0246088,0.0214451,0.0609438,0.0183719,0.0174812,0.0162948,0.0105013,0.0355373,0.00836564,0.0131219,0.00768378,0.0117982,0.0172103,0.00894288,0.0289953,0.0527439,0,0,0.0270308,0,0.0476891,0.011677,0.0464597,0,0,0
1202,0.0638539,0.0159266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135457,0,0.0213441,0,0,0.0377175,0.04483,0.0564587,0.0381115,0.0200227,0.022208,0.0277258,0.0582598,0.0188053,0.0309065,0.0358641,0.0338841,0.077318,0,0.0213094,0.0186632,0.0200034,0.0360333,0,0.00345486,0.0164105,0.0143614,0.0317115,0.0729633,0,0,0.0248142,0,0.0128283,0.011726,0.0417117,0.0166966,0.0247125,0.025013,0.0213224,0.0616944,0.0186181,0.0176564,0.0164952,0.0102902,0.0354643,0.00810741,0.0126654,0.0071053,0.0124222,0.0173051,0.00885602,0.0293672,0.0531735,0,0,0.0265978,0,0.0475788,0.0118524,0.0464126,0,0,0
1203,0.0655993,0.0149762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131484,0,0.0198884,0,0,0.0377205,0.0452393,0.0563012,0.0362277,0.0196753,0.0229326,0.0270534,0.0597421,0.0194342,0.0317264,0.0364205,0.0335871,0.0774895,0,0.0208769,0.0184587,0.0191654,0.0368992,0,0.00434077,0.00721964,0.0144815,0.0318622,0.0759568,0,0,0.023068,0,0,0.0112197,0.0415308,0.0164333,0.024728,0.025744,0.0205721,0.0646283,0.018953,0.0178833,0.0167477,0.0102968,0.0352013,0.00797068,0.0123791,0.00694719,0.0152734,0.0208196,0.0124803,0.0288963,0.0550645,0,0,0.0261496,0,0.047215,0,0.0466736,0,0,0
1204,0.064635,0.0156302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123182,0,0.0188053,0,0,0.0378945,0.0450268,0.0562696,0.0346453,0.0196011,0.0234535,0.027484,0.0590474,0.019822,0.032037,0.0367044,0.0332174,0.0776641,0,0.0204152,0.0182946,0.018273,0.036335,0,0.00517662,0.0165476,0.0144684,0.032194,0.0740995,0,0,0.0247693,0,0.0124623,0.0110796,0.041508,0.0159758,0.0246852,0.0261469,0.0209424,0.0632893,0.0189073,0.017831,0.0169422,0.0102213,0.0350636,0.00797304,0.0120291,0.00659583,0.0137462,0.0165302,0.0088693,0.0302848,0.0542337,0,0,0.025915,0,0.0473825,0.0116455,0.0463822,0,0,0
1205,0.0648038,0.0154979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112136,0,0.018086,0,0,0.0379809,0.0451276,0.0561616,0.033394,0.0194205,0.023903,0.027277,0.0593796,0.0200687,0.0320424,0.0369472,0.0329006,0.0779889,0,0.0200362,0.018101,0.0174102,0.0366143,0,0.00599603,0.0167222,0.0146094,0.0323996,0.0742695,0,0,0.0244504,0,0.0123075,0.0105863,0.0414648,0.0158414,0.0246311,0.0268904,0.0206298,0.0640195,0.0189857,0.0179538,0.0172572,0.010289,0.0348427,0.00793832,0.0117663,0.00665823,0.0142921,0.0161275,0.00916365,0.0304003,0.0544882,0,0,0.0256463,0,0.0472746,0.0115375,0.0464522,0,0,0
1206,0.0649542,0.0153532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010108,0,0.0173257,0,0,0.0380631,0.0453898,0.0560524,0.0324372,0.0193,0.0242497,0.0270565,0.059781,0.020191,0.0318735,0.0370952,0.0326484,0.078298,0,0.0197544,0.0179462,0.0166366,0.0369204,0,0.00673803,0.0169304,0.0147741,0.0325756,0.0745423,0,0,0.0241704,0,0.0120784,0.0100963,0.0414637,0.0158276,0.0246129,0.027793,0.0203468,0.0648766,0.0191004,0.0181355,0.0175673,0.0104052,0.034618,0.00771398,0.0115073,0.00685551,0.0147568,0.0157414,0.00955974,0.0304883,0.0548036,0,0,0.0253675,0,0.0471693,0.011478,0.0465252,0,0,0
1207,0.0650684,0.0151104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928646,0,0.0164185,0,0,0.0381217,0.0456006,0.0559339,0.0316784,0.0192393,0.0246934,0.0268075,0.0601312,0.0203273,0.0316555,0.0372122,0.0324916,0.0785776,0,0.0195917,0.0178643,0.0160147,0.0372189,0,0.00735553,0.0172068,0.01507,0.0327934,0.0748653,0,0,0.0238536,0,0.011907,0.00957346,0.0414766,0.016086,0.0246948,0.0290028,0.0201241,0.0658266,0.0194701,0.0184996,0.0179838,0.0105844,0.0342903,0.00753496,0.0113347,0.00738775,0.0153613,0.0154235,0.0101366,0.030377,0.0551579,0,0,0.0251172,0,0.047034,0,0.0465052,0,0,0
1208,0.0652911,0.0148412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891213,0,0.0155249,0,0,0.0381811,0.0458482,0.0558437,0.0310364,0.0191253,0.0251198,0.0264542,0.0606142,0.0204409,0.0313836,0.0372434,0.0323443,0.0787565,0,0.0194861,0.0178777,0.01562,0.0375813,0,0.00767559,0.0174123,0.0150114,0.0328222,0.0753105,0,0,0.0233595,0,0.0116923,0.00896591,0.0415051,0.0158119,0.0245895,0.0293284,0.0199395,0.0669311,0.0195903,0.0185319,0.0180591,0.0103563,0.034255,0.00743895,0.0108556,0.0072769,0.0162723,0.0149347,0.0106992,0.0302895,0.0556291,0,0,0.0247732,0,0.046902,0.0114639,0.0465271,0,0,0
1209,0.0655378,0.0145046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892098,0,0.0151843,0,0,0.0382377,0.0460647,0.055687,0.0306307,0.0190135,0.0253068,0.026089,0.0610604,0.0205701,0.0310923,0.0372166,0.0322116,0.0788855,0,0.0193749,0.0178923,0.0152359,0.0379619,0,0.00777814,0.017423,0.0149802,0.0329063,0.075838,0,0,0.0225254,0,0.0113199,0.00830492,0.0414851,0.0156901,0.0244785,0.0298276,0.0198334,0.0683843,0.0198395,0.0187059,0.0181642,0.0103272,0.0341884,0.00733791,0.0105039,0.00725332,0.017464,0.0139909,0.0113852,0.0300821,0.0561994,0,0,0.0245001,0,0.0467387,0.0115416,0.0465366,0,0,0
1210,0.0656369,0.0141544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905023,0,0.0152373,0,0,0.038325,0.0462368,0.0555237,0.0305252,0.0189138,0.0252999,0.0257658,0.061375,0.0206932,0.0307863,0.0371399,0.0320555,0.0789711,0,0.0193416,0.0178435,0.0148287,0.0383249,0,0.007876,0.0175361,0.0149526,0.0329814,0.0762894,0,0,0.0216056,0,0.0110781,0.00784663,0.0414595,0.0155986,0.0243203,0.0303931,0.0198562,0.0702263,0.0200653,0.0189306,0.0182664,0.010322,0.0341191,0.00712797,0.0102608,0.00726261,0.0187606,0.0126947,0.0119745,0.0298047,0.0567579,0,0,0.0242625,0,0.0466195,0.0116106,0.0465369,0,0,0
1211,0.0656222,0.0137794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910777,0,0.0154433,0,0,0.0384103,0.0462481,0.0553855,0.0306566,0.0188514,0.0252225,0.0255459,0.0616735,0.020788,0.0305166,0.0370223,0.0318942,0.0791286,0,0.0194636,0.0176636,0.0144502,0.0386354,0,0.00796872,0.0176459,0.0149731,0.0330382,0.0766991,0,0,0.0205173,0,0.0108265,0.00778663,0.0414222,0.0155581,0.0241465,0.0309374,0.019981,0.0719304,0.0202343,0.0191637,0.0183863,0.0103551,0.0340365,0.00697525,0.0101319,0.00733423,0.0202118,0.0118525,0.0124239,0.0295982,0.0572877,0,0,0.0240997,0,0.0465663,0.0116434,0.0465716,0,0,0
1212,0.0653652,0.0133786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911966,0,0.0157762,0,0,0.0385295,0.0462961,0.0552829,0.0310423,0.0188283,0.0251234,0.0253804,0.0618255,0.0208412,0.0303174,0.036861,0.0317407,0.0793906,0,0.0197618,0.0173641,0.0141313,0.0388721,0,0.00805376,0.0175508,0.015038,0.0330759,0.0770656,0,0,0.0195775,0,0.0104811,0.00817758,0.0413129,0.0156361,0.0239582,0.0314718,0.0201525,0.0733461,0.0202486,0.0193731,0.0185411,0.0105151,0.0339605,0.00690987,0.0101898,0.0075181,0.0217361,0.0115352,0.0127362,0.0294851,0.0577627,0,0,0.0240101,0,0.0465849,0.0117414,0.0465355,0,0,0
1213,0.064903,0.0129117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921151,0,0.0161745,0,0,0.0386673,0.0464461,0.0552026,0.0315337,0.0188359,0.0250471,0.0252237,0.0618321,0.0208739,0.0301435,0.0367121,0.0316129,0.0797263,0,0.0200699,0.0169884,0.0138174,0.0390641,0,0.00812146,0.0174362,0.0151136,0.0331424,0.0774633,0,0,0.018775,0,0.0100687,0.00906743,0.0411841,0.0157558,0.023749,0.0321078,0.0203591,0.0747253,0.0201868,0.0195613,0.0187501,0.010789,0.0338923,0.00676476,0.0103573,0.00779356,0.0232944,0.0115894,0.0127925,0.0293871,0.0581935,0,0,0.0239189,0,0.0466558,0.0118914,0.0464482,0,0,0
1214,0.0644045,0.0123984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934272,0,0.0166098,0,0,0.0387898,0.0464761,0.0551402,0.0319798,0.0188017,0.0252664,0.0251422,0.0617042,0.0208772,0.0300337,0.0366053,0.0315721,0.080114,0,0.020336,0.0166192,0.0135675,0.0392543,0,0.00797308,0.0175722,0.015111,0.0332148,0.0779206,0,0,0.0184585,0,0.00965828,0.0101669,0.0410376,0.0158431,0.0235235,0.0325268,0.0205838,0.0762168,0.0201035,0.0197872,0.018886,0.0109755,0.0338756,0.00629528,0.0104821,0.0080391,0.0247176,0.0119157,0.0130019,0.0293792,0.0585489,0,0,0.0238354,0,0.0467451,0.0119684,0.0464189,0,0,0
1215,0.0648722,0.0118319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944658,0,0.0170909,0,0,0.0388969,0.0467259,0.0550107,0.032246,0.0186128,0.0255526,0.0253167,0.0623717,0.0209177,0.0300288,0.0366329,0.0317757,0.0805561,0,0.0206476,0.016248,0.0133514,0.0400484,0,0.00783659,0.0119158,0.0152212,0.0334094,0.0806155,0,0,0.0214564,0,0,0.0142064,0.0410033,0.0161499,0.0232197,0.0330869,0,0.0804197,0.0199922,0.0200469,0.0191511,0.0112988,0.0337469,0.00588802,0.0107237,0.00868606,0.0268072,0.0157923,0.0144044,0.0298495,0.0599597,0,0,0.0240024,0,0.0465885,0.0120352,0.0467127,0,0,0
1216,0.0638731,0.0119181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973486,0,0.0173701,0,0,0.0390126,0.0467769,0.0551485,0.0322501,0.0186556,0.025581,0.0254353,0.0621933,0.0208565,0.0299605,0.0364859,0.031725,0.0806263,0,0.0208388,0.0161807,0.0134717,0.0397942,0,0.00760054,0.0189575,0.0152109,0.033534,0.0786665,0,0,0.0198255,0,0.00934768,0.0117452,0.0412208,0.0163416,0.0230694,0.0335015,0,0.0787064,0.0198958,0.0202686,0.0192769,0.0114675,0.0337027,0.00579744,0.0109063,0.00944992,0.026851,0.0119259,0.0133596,0.0300323,0.059075,0,0,0.0239545,0,0.0467407,0.0120945,0.0466355,0,0,0
1217,0.0646154,0.0115757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978219,0,0.0174886,0,0,0.0390526,0.0467909,0.0554144,0.0323367,0.0186809,0.0254855,0.0242358,0.0625671,0.0209361,0.0299912,0.0364233,0.0316158,0.0805992,0,0.0209496,0.0162856,0.0136539,0.0402074,0,0.00749548,0.0131322,0.0150779,0.0332205,0.0796815,0,0,0.0228634,0,0,0.0160342,0.0415384,0.0162239,0.0230058,0.0335735,0.0202,0.0804434,0.0199144,0.0204455,0.0191941,0.011435,0.0338097,0.0056624,0.0109153,0.0100156,0.0282383,0.0168821,0.0155513,0.0286976,0.0595623,0,0,0.0234965,0,0.0467638,0.0121557,0.0465313,0,0,0
1218,0.0645853,0.011586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994418,0,0.0174524,0,0,0.0391145,0.0468239,0.0555689,0.032177,0.0187293,0.0254208,0.0240442,0.0626509,0.0209512,0.0300558,0.0363988,0.0315801,0.0805413,0,0.0209656,0.0163544,0.0137958,0.0403232,0,0.00752418,0.0136851,0.0148802,0.0332801,0.0795835,0,0,0.0241901,0,0,0.0165373,0.0418165,0.01647,0.0228743,0.0339317,0.0201286,0.0809046,0.0198852,0.0207745,0.0193343,0.0117379,0.0337705,0,0.0113216,0.0108522,0.0285166,0.0168762,0.0156403,0.0285814,0.0594812,0,0,0.0233484,0,0.0468109,0.0122753,0.0465032,0,0,0
1219,0.0634105,0.0116092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100208,0,0.017315,0,0,0.039202,0.0466386,0.0557801,0.0319122,0.0188031,0.0253147,0.0242336,0.0620074,0.0208889,0.0301295,0.0363074,0.0314505,0.0803329,0,0.0209143,0.0164615,0.0139129,0.0398608,0,0.00779847,0.020239,0.0146541,0.0334014,0.0776922,0,0,0.0232301,0,0.00931153,0.0137415,0.0419096,0.0165817,0.0227075,0.0341777,0.0204861,0.0793551,0.0197692,0.0210122,0.0194757,0.0118777,0.0337708,0,0.0114753,0.0119489,0.0278556,0.0121349,0.0145594,0.0288238,0.0584484,0,0,0.0232988,0,0.0470127,0.0123301,0.0462251,0,0,0
1220,0.0627622,0.011658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100543,0,0.0171555,0,0,0.039273,0.0464101,0.055982,0.0316398,0.0188292,0.0252253,0.0242067,0.0614694,0.0208475,0.0302351,0.036206,0.0312987,0.0801161,0,0.020836,0.0165535,0.0139536,0.0396829,0,0.00822819,0.0206866,0.0143354,0.0334211,0.0770552,0,0,0.0238011,0,0.0094817,0.014392,0.0418201,0.0165348,0.0224939,0.0341573,0.0206631,0.0792993,0.0196472,0.0211081,0.0195534,0.0118432,0.0337756,0.00762045,0.0113577,0.0131999,0.0279706,0.012811,0.0152652,0.0287161,0.0580002,0,0,0.0232555,0,0.0471705,0.0123244,0.0459841,0,0,0
1221,0.0623905,0.0118711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100615,0,0.0170114,0,0,0.0393351,0.0461624,0.0561174,0.0314474,0.0188882,0.0251634,0.0242377,0.0610357,0.0207997,0.0303937,0.0360536,0.0311293,0.0800715,0,0.0207838,0.0165913,0.0139798,0.0395899,0,0.00860892,0.0207894,0.0142322,0.033535,0.0767133,0,0,0.0247019,0,0.00964286,0.0149944,0.0417731,0.016721,0.0223515,0.0345044,0.0208328,0.0794528,0.0197656,0.0213547,0.0197883,0.0119572,0.033632,0,0.0113425,0.0141154,0.0283615,0.0129273,0.0155955,0.0284168,0.0576678,0,0,0.023307,0,0.0473171,0.0124229,0.0457569,0,0,0
1222,0.0619932,0.0119815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996943,0,0.0169154,0,0,0.0394126,0.0459136,0.0562655,0.0313107,0.0189545,0.0250413,0.024335,0.0606553,0.0207101,0.0305206,0.0359008,0.030915,0.0800169,0,0.0207353,0.0166085,0.0140147,0.0393948,0,0.00914689,0.0210173,0.0140692,0.0335866,0.0762414,0,0,0.0255773,0,0.00964846,0.0154489,0.0417459,0.0164517,0.0222292,0.0347851,0.0211123,0.0793875,0.0198933,0.0215183,0.0199709,0.0116883,0.0336383,0.00592062,0.0109523,0.014932,0.0284471,0.013094,0.015643,0.0281784,0.0573244,0,0,0.0233865,0,0.0474579,0.0124631,0.0454776,0,0,0
1223,0.0629427,0.0126201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969843,0,0.0168521,0,0,0.0393964,0.0459564,0.0563385,0.0312298,0.0189672,0.0249362,0.0242102,0.0611213,0.02068,0.0306748,0.0359282,0.0307718,0.0799686,0,0.0207264,0.0165772,0.0139737,0.0399946,0,0.00933085,0.0147873,0.0142922,0.0336677,0.0774892,0,0,0.0283192,0,0,0.0193734,0.0417418,0.0164899,0.0221731,0.0354309,0.0211784,0.0809357,0.0199912,0.0218691,0.020236,0.0117258,0.033485,0.00637387,0.0108131,0.0151732,0.0289668,0.0184777,0.016972,0.0272931,0.0578897,0,0,0.0235375,0,0.0473987,0.0126832,0.0456314,0,0,0
1224,0.0631614,0.0126365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974117,0,0.0169262,0,0,0.039366,0.0458891,0.056374,0.0310996,0.0190314,0.0248551,0.0243604,0.0612512,0.0205929,0.0308419,0.0359305,0.0305549,0.0798763,0,0.0207298,0.0165339,0.0140285,0.0400046,0,0.00949392,0.0149662,0.0144135,0.0338545,0.0777194,0,0,0.029241,0,0,0.0191979,0.0417255,0.0166951,0.022176,0.0358085,0.0215015,0.0813178,0.0202118,0.0221554,0.0204558,0.0118118,0.0333105,0.0064052,0.0107775,0.0157587,0.028712,0.0181388,0.0167898,0.0270566,0.0580951,0,0,0.0236868,0,0.0474445,0,0.0455961,0,0,0
1225,0.062762,0.0124609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992334,0,0.0172112,0,0,0.0393099,0.045755,0.0563917,0.0309347,0.0191314,0.0247575,0.0246991,0.061053,0.0204507,0.0309664,0.0357371,0.0302977,0.079847,0,0.0207075,0.0164791,0.014173,0.0397743,0,0.00971525,0.0210677,0.0142651,0.033962,0.0765843,0,0,0.0283828,0,0.0100368,0.0159427,0.0417864,0.0165309,0.0221104,0.0359041,0.0220386,0.0802827,0.0203789,0.0222067,0.020448,0.011607,0.0331974,0.00628011,0.0104514,0.0161185,0.0286871,0.0122795,0.0160027,0.0269366,0.0576618,0,0,0.0237599,0,0.0475428,0,0.0455187,0,0,0
1226,0.0633238,0.0128612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985501,0,0.0174059,0,0,0.0392228,0.0457011,0.0563182,0.0308936,0.0192149,0.0246788,0.0246784,0.0610307,0.0203665,0.0311104,0.0357101,0.0302092,0.0798755,0,0.0207505,0.0164021,0.0142044,0.0402171,0,0.00969886,0.015333,0.0141374,0.0339536,0.0775495,0,0,0.0307336,0,0,0.0199151,0.0418341,0.0162423,0.0219245,0.0359684,0.0222183,0.0816553,0.0204054,0.0221686,0.0203305,0.0113214,0.0331756,0.00620344,0.0100135,0.0159687,0.0289837,0.0181793,0.0169332,0.0264253,0.0580762,0,0,0.0238298,0,0.0475019,0.0129268,0.0457385,0,0,0
1227,0.062995,0.0127623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102268,0,0.0174505,0,0,0.0390925,0.0455843,0.0562736,0.0307427,0.0193135,0.0246153,0.0249442,0.0608323,0.020186,0.0312881,0.0354195,0.0299837,0.0797473,0,0.0207979,0.0162884,0.0144258,0.0400371,0,0.00992677,0.0214183,0.0140961,0.0340492,0.0765544,0,0,0.0297161,0,0.00988323,0.0162069,0.0418847,0.0162123,0.0218638,0.0360449,0.0226339,0.0805408,0.0204508,0.0221634,0.020272,0.0112552,0.03316,0.00623243,0.0098792,0.0163262,0.0285559,0.0123679,0.0160284,0.0264218,0.0577348,0,0,0.0238497,0,0.047547,0.0128948,0.0457902,0,0,0
1228,0.0625437,0.0126487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108654,0,0.0174861,0,0,0.0389495,0.045448,0.0562387,0.0306966,0.019433,0.0246588,0.0250974,0.0603844,0.0200365,0.0315442,0.0351986,0.0298261,0.079801,0,0.0209366,0.016058,0.0148127,0.0398279,0,0.0101326,0.0217718,0.0141223,0.0341587,0.0761315,0,0,0.0299639,0,0.00952546,0.0164638,0.0418506,0.0163237,0.0217813,0.0362249,0.0229115,0.0802767,0.0204027,0.0221894,0.0202829,0.0112553,0.033105,0.0062937,0.00982097,0.0166968,0.0285128,0.0129098,0.016222,0.0265817,0.057476,0,0,0.0239332,0,0.0476442,0.0128748,0.0456005,0,0,0
1229,0.0636761,0.0134938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109586,0,0.0177046,0,0,0.0387534,0.0457369,0.0561324,0.0308891,0.0194895,0.0246893,0.0246516,0.0607876,0.0199278,0.031711,0.0350549,0.0297686,0.07991,0,0.0211097,0.0158718,0.014953,0.040634,0,0.010276,0.0155415,0.014135,0.0341107,0.0779178,0,0,0.0328124,0,0,0.0201567,0.0417696,0.0165963,0.0216128,0.0365562,0.0226505,0.0822393,0.0203311,0.022295,0.020298,0.0112875,0.0330341,0.0063418,0.00978177,0.0169623,0.0292306,0.0184565,0.0173549,0.0259399,0.0582716,0,0,0.024068,0,0.0474457,0.0128897,0.0460248,0,0,0
1230,0.0631554,0.0132765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119618,0,0.018229,0,0,0.0385527,0.0458069,0.0561755,0.0310691,0.0196496,0.0248114,0.0248308,0.0606882,0.0197901,0.0320046,0.034796,0.0295514,0.0799862,0,0.0212848,0.015651,0.015604,0.0404784,0,0.0105123,0.0220431,0.0141266,0.0342181,0.0767485,0,0,0.0321069,0,0.00960176,0.0164777,0.0417252,0.016746,0.0215593,0.036604,0.0229468,0.0808913,0.0202428,0.0224077,0.0203386,0.011262,0.032998,0.0063743,0.00970719,0.0173249,0.0278388,0.0128258,0.0157808,0.0259585,0.0577021,0,0,0.0241804,0,0.0474722,0.0127134,0.0460177,0,0,0
1231,0.0628433,0.0133098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131062,0,0.0188568,0,0,0.0383519,0.0456488,0.0562065,0.031333,0.0197944,0.0249259,0.0249079,0.0604195,0.0196844,0.0322941,0.0345878,0.029423,0.0801586,0,0.0215153,0.0153946,0.0165188,0.0404479,0,0.0107515,0.0222219,0.0141551,0.0343054,0.076278,0,0,0.032081,0,0.00946547,0.0167798,0.041708,0.0168735,0.0214646,0.0364628,0.0230639,0.0805539,0.0201927,0.0225685,0.0204698,0.0112024,0.0329485,0.00642756,0.00959083,0.0177313,0.0280571,0.0135245,0.0163422,0.0259124,0.0572706,0,0,0.0242656,0,0.0475223,0.0124202,0.0460171,0,0,0
1232,0.0627475,0.013386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142674,0,0.0194536,0,0,0.0381988,0.0455025,0.0561512,0.0316003,0.0199504,0.0250212,0.0248807,0.0602327,0.0195934,0.0325435,0.0343965,0.0293643,0.0803284,0,0.0217719,0.0151543,0.0175921,0.0404805,0,0.0111894,0.0223514,0.0142634,0.0343998,0.0760173,0,0,0.0323824,0,0.00938619,0.0170548,0.0417833,0.0171821,0.021404,0.0366533,0.0231044,0.0803193,0.0202893,0.0227941,0.0207281,0.0112581,0.0328287,0.00653759,0.00962994,0.0185493,0.0280922,0.0140602,0.0166744,0.0258162,0.0569365,0,0,0.0242582,0,0.0475262,0,0.0460426,0,0,0
1233,0.0628607,0.0134623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156204,0,0.0201325,0,0,0.0380223,0.0454895,0.0560981,0.031937,0.0200993,0.0251123,0.0248473,0.0601685,0.0194691,0.032726,0.0342006,0.0293714,0.080499,0,0.0220522,0.0149509,0.0186415,0.040627,0,0.0114843,0.022371,0.0142634,0.0344333,0.0759395,0,0,0.0328071,0,0.00934921,0.0173522,0.0419468,0.0173401,0.0213134,0.0366242,0.0231455,0.080292,0.0202809,0.022873,0.0208686,0.0112051,0.0327682,0.00660597,0.00957418,0.0190066,0.0282269,0.0143779,0.0168124,0.0257099,0.0566999,0,0,0.0240552,0,0.0475203,0,0.0461863,0,0,0
