Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LASI,LFHD,LWRA,RTHI,LELB,,x76,x77
All Timesteps RMSE,0.0635571,0.0373041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445886,0.0238464,0.0309221,0,0,0.0438152,0.0419367,0.0535287,0.0352806,0.0220074,0.0314701,0.0388487,0.0760328,0.0298892,0.0308147,0.0402234,0.0327251,0.0568382,0.0289041,0.027166,0.0174669,0.0514736,0.0608921,0.0769256,0.0228994,0.0165563,0.0265903,0.0370283,0.0562161,0,0,0.0707782,0,0.0173284,0.0391366,0.0403119,0.0319606,0.027766,0.0331767,0.0273061,0.0495923,0.0226492,0.0214905,0.021625,0.0205958,0.0298158,0.0178899,0.0210265,0.0275406,0.0516004,0.0256783,0.024347,0.0398037,0.0454818,0,0,0.0328144,0,0.0457632,0.0151085,0.0613189,0,0,0
0,0.0316104,0.0229496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490072,0.0156479,0.0386184,0,0,0.020661,0.0859067,0.048802,0.0358414,0.0229162,0.0201943,0.0283179,0.0914768,0.0153294,0.0241199,0.0362479,0.0370124,0.0264084,0.0218103,0.026732,0.0120421,0.052808,0.120129,0.0330304,0.0156234,0.0142403,0.0272778,0.048516,0.0537953,0,0,0.0702627,0,0.0147034,0.0434553,0.046132,0.0353985,0.0352141,0.0386917,0.0162378,0.043506,0.0461826,0.0317516,0.0415706,0.0288333,0.0244254,0.0249486,0.0307445,0.0204464,0.0379497,0.0317978,0.0164042,0.0421262,0.0440429,0,0,0,0,0,0,0,0,0,0
1,0.031713,0.0232235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539701,0.015869,0.0404518,0,0,0.0206897,0.085261,0.0490907,0.0371066,0.0227239,0.0222499,0.0280769,0.0908399,0.0159245,0.02648,0,0.0377339,0.0267468,0.0228695,0.0278126,0.0126662,0.0581349,0.119594,0.0329543,0.0140648,0.0145216,0.0281945,0.0491189,0.0559749,0,0,0.0596359,0,0.013459,0.0381372,0.0458368,0.0367904,0.0362486,0.0390443,0.0156436,0.0458486,0.0477546,0.0340102,0.0433946,0.0299908,0.0241309,0.0260085,0.0319702,0.017575,0.0331871,0.0347934,0.0136234,0.043003,0.0445931,0,0,0.0332489,0,0,0,0,0,0,0
2,0.0324794,0.0226215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535339,0.0157107,0.0402812,0,0,0.0203069,0.0850733,0.0485351,0.0368616,0.0234681,0.0222993,0.0280715,0.0898511,0.0162274,0.0265771,0.0372083,0.0376246,0.0268507,0.0229761,0.0278963,0.0124288,0.0576111,0.119408,0.0329025,0.0154937,0.0151485,0.0286081,0.0494456,0.0571368,0,0,0.0585458,0,0.0133243,0.037645,0.0464365,0.0373816,0.0363499,0.039448,0.0159498,0.0467571,0.0490962,0.0356726,0.0453184,0.0308514,0.023835,0.0265557,0.0329343,0.0193782,0.0333484,0.0348448,0.0127114,0.0426476,0.0462776,0,0,0,0,0,0,0,0,0,0
3,0.0332915,0.0223947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530705,0.0156046,0.0403767,0,0,0.0201366,0.0849581,0.0491543,0.0372171,0.0231766,0.0222107,0.0275178,0.0894792,0.0162205,0.0263508,0.0378128,0.0376787,0.0267869,0.0226336,0.0278685,0.012598,0.0569927,0.119392,0.0328984,0.0152815,0.0156265,0.028861,0.0495721,0.0577136,0,0,0.057756,0,0.0132727,0.0372987,0.0460031,0.0376517,0.0369937,0.0395751,0.0149416,0.0470922,0.0503258,0.0367366,0.0463913,0.0308482,0.0238069,0.0267219,0.0329002,0.0189414,0.0335489,0.0344083,0.0120031,0.0422479,0.0471745,0,0,0.0334255,0,0,0,0,0,0,0
4,0.0331417,0.0225203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507242,0.0157622,0.0396144,0,0,0.0199242,0.0848276,0.0481912,0.0380987,0.0202426,0.0303186,0.03056,0.0890341,0.0220054,0.0333548,0.0472549,0,0.0316315,0.0234171,0.0303902,0.014241,0.0540078,0.118711,0.0330833,0.015502,0.0160442,0.0309716,0.0523866,0.0579577,0,0,0.0570131,0,0.0128945,0.0369744,0.0448819,0.0399621,0.0357964,0.0426362,0.020436,0.0476871,0.0497176,0.0358224,0.0451711,0.032406,0.0218665,0.0284884,0.0344596,0.0202127,0.0333542,0.0357128,0.0112651,0.0433955,0.0457723,0,0,0,0,0,0,0,0,0,0
5,0.0334222,0.0222608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503934,0.0157309,0.0395682,0,0,0.019967,0.0847954,0.049084,0.0382703,0.0199788,0.029977,0.0300643,0.0892253,0.0219346,0.0330121,0.0478767,0,0.0314581,0.0231084,0.0302154,0.0142772,0.0535003,0.118629,0.0330772,0.014337,0.0162087,0.0310756,0.0524702,0.0578341,0,0,0.0570072,0,0.0125218,0.036928,0.0440095,0.0399521,0.0364856,0.0427815,0.0195144,0.0475107,0.0501437,0.0357399,0.0447228,0.0319641,0.021894,0.0283925,0.0338945,0.0187414,0.0336414,0.0372064,0.0106928,0.0430468,0.0465551,0,0,0.0363078,0,0,0,0,0,0,0
6,0.0333561,0.0220081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501901,0.0157068,0.039558,0,0,0.0199718,0.0847042,0.049386,0.0383806,0.0204093,0.0298364,0.0297572,0.0890066,0.0219778,0.032964,0.0479557,0,0.0314588,0.0230133,0.030201,0.0142998,0.0532578,0.118382,0.0330299,0.013911,0.0166662,0.0310288,0.0524604,0.057477,0,0,0.0569259,0,0.0124185,0.03663,0.0434698,0.0397978,0.0366737,0.0429177,0.019148,0.0472447,0.0501579,0.035528,0.0443153,0.0316357,0.0219012,0.0282232,0.0334836,0.0183034,0.033816,0.0380651,0.0100264,0.0426725,0.0469079,0,0,0.0368438,0,0,0,0,0,0,0
7,0.0312811,0.0218631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503394,0.0108834,0.0397369,0,0,0.034525,0.0757729,0.0491898,0.0385173,0.0209944,0.0302213,0.0289963,0.087344,0.0222125,0.0331927,0.0480823,0,0.0316733,0.0231457,0.0304042,0.0142118,0.0535879,0.114236,0.0344671,0.0132172,0.0173236,0.0310125,0.0527637,0.0560125,0,0,0.0564482,0,0.0122966,0.0362218,0.043447,0.0391212,0.0370427,0.0438851,0.0185708,0.0470105,0.0497647,0.0351722,0.0433323,0.0308791,0.0214902,0.0279415,0.0323076,0.0182151,0.0332976,0.0383379,0.00926974,0.0415175,0.0457335,0,0,0.0363727,0,0.0140434,0.0439018,0,0,0,0
8,0.0332977,0.0221869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509016,0.0161807,0.0397325,0,0,0.0203632,0.0843031,0.0478452,0.0381757,0.0197422,0.0303696,0.0283386,0.0894625,0.0220134,0.0333616,0.0480522,0,0.0316738,0.0234323,0.0304066,0.0139994,0.0545794,0.11792,0.0335443,0.0155791,0.0173236,0.0306474,0.0522031,0.0571757,0,0,0.0573253,0,0.0122131,0.0367622,0.0448517,0.0390802,0.0363133,0.0438144,0.0189451,0.047337,0.0491534,0.0351486,0.0437916,0.031608,0.0214516,0.0279973,0.0333082,0.0213352,0.0343905,0.0386809,0.00935165,0.0424065,0.0478043,0,0,0.0352201,0,0,0.0444235,0,0,0,0
9,0.0332168,0.0211065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533961,0.0159061,0.0403434,0,0,0.0206027,0.0844744,0.0456493,0.0366571,0.0205429,0.022688,0.0230797,0.0887504,0.0161878,0.0271724,0.0402421,0.0385563,0.0274128,0.0235975,0.028224,0.0116967,0.057823,0.118409,0.033522,0.0199455,0.0174037,0.0283947,0.04935,0.0561599,0,0,0.0575726,0,0.012014,0.0371088,0.0492115,0.0370844,0.0372032,0.0409639,0.0131525,0.0460383,0.0491639,0.0366691,0.0470722,0.0319209,0.0231899,0.0268438,0.0341111,0.0257702,0.0347664,0.0388384,0.009243,0.0392572,0.0490275,0,0,0.0571301,0,0,0.0490728,0,0,0,0
10,0.0315568,0.0220967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051735,0.0156557,0.0403507,0,0,0.0203161,0.0842269,0.0472375,0.0376769,0.0239688,0.0233022,0.0265343,0.088579,0.0167015,0.0273931,0,0.0386457,0.0276898,0.0229638,0.0285052,0.0123945,0.0557773,0.11762,0.033354,0.017064,0.0173339,0.0281279,0.049364,0.0549682,0,0,0.0588691,0,0.0122852,0.0376405,0.0468821,0.0365203,0.0360234,0.0408879,0.0157094,0.0455384,0.0486088,0.0352297,0.0449039,0.0305015,0.0235351,0.0262457,0.032405,0.0218001,0.0345447,0.0389112,0.00952212,0.0409682,0.0464332,0,0,0,0,0,0.0488725,0,0,0,0
11,0.02883,0.022803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510879,0.0101165,0.0400605,0,0,0.0343391,0.0753387,0.0485378,0.0376548,0.0230949,0.0224076,0.0253447,0.0877767,0.016162,0.0264846,0.0400255,0.0379122,0.0269593,0.0221085,0.0279488,0.0126409,0.0546918,0.113744,0.0344105,0.0143175,0.0172306,0.0274764,0.0487366,0.0531248,0,0,0.0603673,0,0.0125629,0.0380821,0.0455031,0.035327,0.0366551,0.0406026,0.0138759,0.0450595,0.0480527,0.0341021,0.0431232,0.0287585,0.0240683,0.0252628,0.0302819,0.0183328,0.0344016,0.0392448,0.00978422,0.0403927,0.0444373,0,0,0.031929,0,0.0138747,0.0478903,0,0,0,0
12,0.0278676,0.0238748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508054,0.00953224,0.0400397,0,0,0.0350405,0.0748242,0.049299,0.0378855,0.0236466,0.0222464,0.0256916,0.0887506,0.0161129,0.0262179,0.0390504,0.0378519,0.0267167,0.0218123,0.0277872,0.0129313,0.0541181,0.113547,0.0345974,0.0124927,0.0168664,0.026958,0.0483929,0.0523482,0,0,0.062036,0,0.0128328,0.0386027,0.0444635,0.0345076,0.0365896,0.0404495,0.0140713,0.0446863,0.0471914,0.0326921,0.0414363,0.027605,0.0244466,0.0245599,0.0289103,0.0159779,0.0346033,0.039709,0.0103365,0.041386,0.0435514,0,0,0.0338097,0,0.0142974,0.0461931,0,0,0,0
13,0.0269448,0.0248652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506261,0.00908167,0.0397834,0,0,0.0358496,0.0744967,0.0493624,0.0376642,0.0230666,0.0221284,0.0258708,0.0884867,0.0159469,0.0261113,0.0376364,0.0374817,0.0264923,0.021625,0.0275632,0.0130246,0.0538801,0.113755,0.0348712,0.0117247,0.0165538,0.0263958,0.0480501,0.051469,0,0,0.0636716,0,0.0131285,0.0391322,0.0442516,0.0337845,0.0363258,0.0402393,0.0143524,0.0441359,0.0460699,0.0313295,0.040059,0.0269353,0.0247893,0.023995,0.0281737,0.0150792,0.0347392,0.039057,0.0108828,0.0422956,0.0427674,0,0,0.033376,0,0.0147759,0.0447582,0,0,0,0
14,0.0258796,0.0277305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490791,0.015563,0.0387927,0,0,0.0206611,0.0841286,0.0491916,0.0380257,0.0196656,0.0297678,0.028343,0.0879983,0.0210031,0.0324129,0.0453643,0,0.0307431,0.0219782,0.0294768,0.0144675,0.0517846,0.118378,0.0336769,0.00989986,0.0162286,0.0278012,0.0501842,0.0515712,0,0,0.0654734,0,0.0134583,0.0398174,0.0420913,0.0351548,0.0352152,0.0427586,0.0190391,0.0454725,0.0439005,0.0283231,0.0362182,0.0272457,0.0234132,0.024811,0.0283227,0.01406,0.0345042,0.0381117,0.011504,0.0462445,0.0417454,0,0,0.035197,0,0,0.04153,0,0,0,0
15,0.0240452,0.0277467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508553,0.00964657,0.0395838,0,0,0.0345311,0.0754644,0.0495203,0.0374399,0.0230634,0.021822,0.0249971,0.086315,0.0154818,0.0258239,0.0376754,0.0370769,0.0260266,0.0212594,0.0272189,0.0131737,0.0541303,0.115361,0.0348218,0.0102509,0.0160169,0.0252184,0.0470886,0.0492491,0,0,0.066498,0,0.0137245,0.0399566,0.043597,0.0324308,0.0359503,0.0394998,0.0137954,0.0441384,0.0437984,0.028295,0.0373812,0.0257627,0.0256794,0.0229,0.0269861,0.0129994,0.0340176,0.0373854,0.0118818,0.0441051,0.0408412,0,0,0.0318753,0,0.0138357,0.0435891,0,0,0,0
16,0.0239015,0.0299687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503796,0.0153255,0.0394238,0,0,0.0210072,0.0842902,0.0492064,0.0373098,0.0227191,0.0216596,0.0252402,0.0891073,0.0153217,0.0257276,0.0387382,0.0369857,0.0259267,0.0212048,0.0271193,0.0132317,0.0537625,0.119542,0.0340449,0.00788053,0.0157037,0.0255646,0.0470003,0.048923,0,0,0.0679373,0,0.0142058,0.0405016,0.0436627,0.0333783,0.0358479,0.0392925,0.0140951,0.0449304,0.0424644,0.0274085,0.0368096,0.0263442,0.0258705,0.023315,0.027867,0.00910889,0.0335015,0.0377033,0.0125527,0.045914,0.0407385,0,0,0.0322387,0,0,0.0429625,0,0,0,0
17,0.0229391,0.0308961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498715,0.0152958,0.0393749,0,0,0.0212123,0.0844841,0.0492268,0.0373932,0.0221405,0.0213192,0.0248669,0.0907314,0.0150354,0.0254159,0.0391865,0.0369966,0.0256947,0.0209423,0.026978,0.0134767,0.0533907,0.120019,0.0341343,0.00696238,0.015403,0.0251912,0.0461358,0.047333,0,0,0.0684239,0,0.014479,0.0406981,0.0435824,0.0332001,0.0353611,0.0385755,0.0139443,0.0442747,0.0419367,0.0268257,0.0363608,0.0260128,0.0264586,0.0229307,0.027658,0.00747943,0.032507,0.0379743,0.0130468,0.0462231,0.0390072,0,0,0.0319223,0,0,0,0,0,0,0
18,0.0219258,0.0320339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500024,0.01571,0.0393411,0,0,0.021744,0.0846232,0.0492332,0.0374452,0.0219323,0.0211646,0.02456,0.093202,0.0148477,0.0252665,0.0391463,0.036958,0.0255592,0.0207098,0.0269004,0.0136545,0.0532843,0.120689,0.0341214,0.00647712,0.0151128,0.0249272,0.0458599,0.0463088,0,0,0.0691452,0,0.0147499,0.0410423,0.0436139,0.0327685,0.0352509,0.0383531,0.0137223,0.0445731,0.0412027,0.0261098,0.035535,0.0256171,0.0267734,0.0226632,0.0271898,0.00619819,0.0315325,0.03829,0.0133876,0.0467495,0.0374188,0,0,0.0316471,0,0,0,0,0,0,0
19,0.019845,0.0320612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501409,0.0102433,0.0393555,0,0,0.0352327,0.0755739,0.0492548,0.0374736,0.0218282,0.0211133,0.0243992,0.0945562,0.0147,0.025182,0.039071,0.0368773,0.0254122,0.0206631,0.0268356,0.0137936,0.0532228,0.117162,0.0342162,0.0060042,0.0148016,0.0246988,0.0456334,0.0443888,0,0,0.0703304,0,0.015408,0.0412739,0.0436503,0.0323078,0.0351463,0.0382395,0.0135873,0.0447747,0.0405459,0.0254467,0.0346864,0.0251304,0.026996,0.0223772,0.026624,0.00509072,0.0305377,0.0381267,0.0134831,0.0456103,0.0360978,0,0,0.0315196,0,0.0137192,0,0,0,0,0
20,0.019824,0.0333411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501067,0.0102521,0.0393811,0,0,0.035148,0.0755692,0.0492308,0.0375178,0.0218293,0.0210826,0.0244476,0.0955096,0.0146354,0.0250969,0.0390418,0.0368717,0.025348,0.0206096,0.0267905,0.0138065,0.0531583,0.117753,0.0343795,0.00573316,0.0147576,0.0245273,0.0454387,0.0436849,0,0,0.0706665,0,0.0157602,0.0414324,0.0436771,0.0319283,0.0350193,0.0382276,0.0136708,0.044854,0.039856,0.024576,0.0338346,0.0247403,0.0271242,0.0221396,0.0261638,0.00434333,0.0298903,0.0393148,0.0135889,0.0463338,0.0361625,0,0,0.0314095,0,0.0136799,0,0,0,0,0
21,0.0258561,0.0467015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504203,0.0112327,0.0396385,0,0,0.0315803,0.0623757,0.0491039,0.0378814,0.0212852,0,0.0217835,0.104808,0.0151899,0.0261532,0,0.0372442,0.0259636,0.0208279,0.0272257,0.0140003,0.0536088,0.105913,0.0326293,0.00567473,0.0147673,0.0245788,0.0450822,0.048278,0,0,0.0721763,0,0.0164518,0.0422523,0.043539,0.0315902,0.035673,0.0384046,0.0109808,0.054589,0.038904,0.0235197,0.0326062,0.0242993,0.0271799,0.0220506,0.0255102,0.00323131,0.0274385,0.0397981,0.0136923,0.060154,0.0417216,0,0,0.03079,0,0.0130384,0,0.108597,0,0,0
22,0.0269449,0.0483763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498234,0.0111811,0.039508,0,0,0.0317103,0.0623229,0.0492188,0.0378523,0.0216227,0.0213541,0.0214068,0.107047,0.0151364,0.0256725,0,0.0372032,0.0257219,0.0205998,0.0270451,0.0139041,0.0531693,0.106834,0.0327076,0.00570725,0.014899,0.0243695,0.0447444,0.047803,0,0,0.0721332,0,0.0166757,0.0423594,0.0434424,0.0312509,0.0355539,0.0382677,0.0107151,0.0549927,0.0382994,0.023059,0.031736,0.0239362,0.0273658,0.0217907,0.0251134,0.00298815,0.0267238,0.0404383,0.0136662,0.061347,0.0418935,0,0,0.0303863,0,0.013185,0,0.108164,0,0,0
23,0.0595016,0.0333632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534283,0.017578,0.0404003,0,0,0.0251635,0.0387766,0.0497265,0.0377364,0.0251351,0.0194029,0.035394,0.088044,0.0138904,0.0246833,0.0386934,0.037669,0.0247159,0.0207244,0.0264678,0.01372,0.0570442,0.0690992,0.0200383,0.00445365,0.0134568,0.0238625,0.0463935,0.0477459,0,0,0.0719053,0,0.0188636,0.0423706,0.0438627,0.0312218,0.0323071,0.0383891,0.0254354,0.0230298,0.0383435,0.0230375,0.0317238,0.024153,0.0272282,0.0213278,0.0257116,0.00572482,0.0418194,0.0405988,0.016552,0.0418006,0.048773,0,0,0.0333848,0,0.00972501,0,0.0776983,0,0,0
24,0.0583816,0.0315096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053612,0.017888,0.0403951,0,0,0.0249216,0.0380609,0.049791,0.037792,0.0248026,0.0190539,0.0355947,0.0848136,0.0136464,0.0245974,0.0385969,0.0375516,0.0245896,0.0205775,0.0263855,0.013846,0.0570639,0.0670607,0.0197759,0.0041492,0.0135033,0.0236812,0.0461807,0.0464453,0,0,0.0723059,0,0.0194627,0.0426406,0.0439302,0.0309214,0.0321457,0.0383651,0.0256394,0.0220928,0.0375294,0.0222465,0.0307117,0.0238319,0.0273515,0.02108,0.0253628,0.00555912,0.0429499,0.0418686,0.0170324,0.0389261,0.0464855,0,0,0.0337222,0,0.00949777,0,0.0764839,0,0,0
25,0.0549109,0.0454342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537017,0.0159497,0.0406369,0,0,0.0265317,0.0380604,0.0497423,0.0380278,0.0264102,0.0193635,0.0385632,0.102165,0.0140599,0.0249013,0.0390752,0.0378812,0.0249171,0.0208322,0.0266678,0.0136696,0.0572694,0.0742732,0.0210142,0.00348129,0.0146396,0.0233949,0.0457488,0.0506513,0,0,0.0720059,0,0.0182178,0.0429513,0.0438686,0.0307902,0.029984,0.038368,0.0293855,0.0350485,0.0369443,0.0214342,0.0297599,0.0235878,0.0274539,0.0206517,0.0252626,0.00651319,0.0346347,0.0440632,0.0143626,0.0604921,0.0502417,0,0,0.0350355,0,0.00993834,0,0.0770646,0,0,0
26,0.0348483,0.0317696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525265,0.0175236,0.0398107,0,0,0.0200596,0.0128907,0.0483268,0.0370578,0.0207522,0.019081,0.0271522,0.0567998,0.0137205,0.0249883,0.0386231,0.0368495,0.0247145,0.0208448,0.0263176,0.013658,0.0564421,0.0360969,0.0152247,0.00337411,0.0143205,0.0230519,0.04416,0.0406443,0,0,0.0717009,0,0.0185934,0.0426928,0.0454491,0.0301261,0.0325754,0.0383581,0.0180047,0.0319144,0.0352162,0.0208306,0.0292108,0.0236704,0.0275008,0.0205949,0.0252154,0.00686024,0.0338675,0.0454197,0.0148992,0.043256,0.0412214,0,0,0.0324612,0,0,0,0.0277288,0,0,0
27,0.0353089,0.0307624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552909,0.0168489,0.0399294,0,0,0.0201846,0.0137107,0.0456676,0.0355942,0.0171101,0.0191496,0.024533,0.0572083,0.0134573,0.0260797,0.0388275,0.0368435,0.0247853,0.0220241,0.0262395,0.0128159,0.0598609,0.0374217,0.0157698,0.0064257,0.0144363,0.0223377,0.0437875,0.0408547,0,0,0.0720518,0,0.0188281,0.0432685,0.0488353,0.030051,0.0326672,0.0388372,0.0177137,0.031549,0.0337046,0.021587,0.0309104,0.0255129,0.0270584,0.0207545,0.0274191,0.0124372,0.034763,0.0465768,0.0148321,0.0410474,0.0424667,0,0,0.0627754,0,0,0,0.0284926,0,0,0
28,0.0357306,0.0301673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567397,0.0165977,0.0400944,0,0,0.0204649,0.0141514,0.0442388,0.0349527,0.0152342,0.0196719,0.0233156,0.0582211,0.0133586,0.0266957,0.0388449,0.0370398,0.0248248,0.0225642,0.0262206,0.0124086,0.0617489,0.0383261,0.0160006,0.00881059,0.0145747,0.0218165,0.0436856,0.0409698,0,0,0.0722997,0,0.0190855,0.04371,0.0507586,0.0299029,0.0329034,0.0391059,0.018298,0.0312326,0.0324095,0.0218049,0.0317852,0.026437,0.0269288,0.020717,0.0285321,0.0157131,0.0353205,0.0479273,0.0149306,0.0398023,0.0425402,0,0,0.0786432,0,0,0,0.0290584,0,0,0
29,0.0360544,0.0299665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572081,0.016479,0.040281,0,0,0.0207112,0.0143978,0.0439556,0.0351536,0.0148984,0.0210784,0.0233782,0.0586223,0.0136426,0.0271715,0,0.0375009,0.0251281,0.0226652,0.0264421,0.0124015,0.062027,0.0387649,0.0161006,0.00893903,0.0146199,0.0216378,0.043413,0.040517,0,0,0.0724256,0,0.0194374,0.0438917,0.0509694,0.0298377,0.0323845,0.0391584,0.0191759,0.0306072,0.0312429,0.0212308,0.0313385,0.0263848,0.0269749,0.0205316,0.028502,0.0162008,0.0353417,0.0491541,0.0152068,0.0395314,0.0431305,0,0,0.0783449,0,0,0,0.0293451,0,0,0
30,0.0364122,0.0302571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572337,0.0163788,0.0402589,0,0,0.0208279,0.0146114,0.0442546,0.0352807,0.0150345,0.0207338,0.0236659,0.0585549,0.0134418,0.0269594,0,0.0374398,0.0250274,0.0226164,0.0263485,0.0125476,0.0618789,0.039069,0.0161286,0.00831309,0.0146888,0.0214226,0.0430235,0.0400884,0,0,0.0724799,0,0.0197446,0.0442963,0.0508139,0.0295848,0.0318674,0.0390198,0.0194893,0.0300348,0.0302108,0.0204818,0.0305637,0.0258372,0.0272024,0.0200995,0.0279288,0.0158642,0.0353242,0.0501853,0.0155303,0.0393584,0.0434229,0,0,0.0762563,0,0,0,0.029545,0,0,0
31,0.0367563,0.0304829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568808,0.0161595,0.0400343,0,0,0.0208197,0.0147674,0.0446954,0.0351297,0.0151412,0.0201789,0.0236943,0.0582006,0.0128103,0.0260959,0.0382405,0.0369128,0.0244378,0.0222893,0.0259452,0.0126918,0.0614438,0.0393418,0.0161968,0.00780211,0.0147671,0.0211095,0.0425445,0.0397668,0,0,0.0725336,0,0.0199991,0.0448324,0.0507667,0.0292275,0.0315771,0.0387408,0.0193222,0.0295951,0.0292785,0.0199502,0.0294148,0.0252439,0.0275481,0.019579,0.0273088,0.0155785,0.0353642,0.0511217,0.015859,0.0390924,0.0434319,0,0,0.0759823,0,0,0,0.0296332,0,0,0
32,0.037002,0.030554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569253,0.0158915,0.0401145,0,0,0.020783,0.0147732,0.0448083,0.0352223,0.0150591,0.0191841,0.0237026,0.0579814,0.0127088,0.0259718,0.037067,0.0368828,0.0243065,0.0221655,0.0258929,0.0128102,0.0614777,0.0394885,0.0161702,0.00759607,0.0147896,0.020914,0.042126,0.0393908,0,0,0.0725479,0,0.0202666,0.0453241,0.0508149,0.0290614,0.0312321,0.0386553,0.0194276,0.029116,0.0282992,0.0193532,0.0287402,0.0249204,0.0277464,0.0192293,0.026979,0.0156625,0.035381,0.052051,0.0162,0.03884,0.0433091,0,0,0.0765685,0,0,0,0.0296026,0,0,0
33,0.0370269,0.0303476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569532,0.0158494,0.0402188,0,0,0.0208895,0.0146482,0.0448834,0.0353583,0.01502,0.0186683,0.0237345,0.0576891,0.0126372,0.0259759,0.0355556,0.0369441,0.0242291,0.0219772,0.0258907,0.0129111,0.0616143,0.0394146,0.0161838,0.0073732,0.0148333,0.0207604,0.0417328,0.0389295,0,0,0.0725433,0,0.0205255,0.0455377,0.0507824,0.0289016,0.0309308,0.0386431,0.0195616,0.0286356,0.0275117,0.0189434,0.0284648,0.024634,0.0279014,0.0189242,0.0266574,0.0156825,0.0353922,0.0527015,0.0164436,0.0385617,0.0431575,0,0,0.0768774,0,0,0,0.0293881,0,0,0
34,0.0368447,0.0303767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567129,0.0158741,0.0402456,0,0,0.0210254,0.0144625,0.0449442,0.0354274,0.0150147,0.0184967,0.0237905,0.0570819,0.0124914,0.0259147,0.0371117,0.036946,0.0241156,0.021856,0.0258288,0.0130068,0.0615389,0.0391451,0.0161858,0.00708943,0.0148664,0.0206382,0.0414923,0.0384118,0,0,0.0726149,0,0.0207531,0.0455415,0.050578,0.0287382,0.0306789,0.0386604,0.0196709,0.0282207,0.0268853,0.0188334,0.0279308,0.0243848,0.0280415,0.0186551,0.0263468,0.0156912,0.0353185,0.0529548,0.0165332,0.0382503,0.0429648,0,0,0.0769084,0,0,0,0.028981,0,0,0
35,0.0366041,0.0307565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566077,0.0157791,0.0401853,0,0,0.0210799,0.0141758,0.0449933,0.0354789,0.0149762,0.0185139,0.0238847,0.0561646,0.0123585,0.0259046,0.0381521,0.0369105,0.0239756,0.0217598,0.0257429,0.0131376,0.0613029,0.0386977,0.0162042,0.00687359,0.0148817,0.020541,0.0413448,0.0378944,0,0,0.072735,0,0.0209514,0.045371,0.0503363,0.0285498,0.0304861,0.0387381,0.019777,0.0277111,0.0263152,0.018672,0.0276038,0.0241412,0.0281617,0.0183666,0.0260144,0.0156765,0.0352054,0.0528878,0.0164607,0.0379237,0.0427359,0,0,0.0769847,0,0,0,0.028375,0,0,0
