Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,x76,x81,LBHD,LEAR,RTHI,RWRB,,x77
179,0.00930218,0.00643591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388818,0.0136489,0.0392918,0.013349,0,0,0.0268096,0.0101878,0.0683425,0.0462706,0,0.0129141,0.0124957,0.0210193,0,0.0180936,0,0.0278248,0.0108234,0.0125463,0,0.0149118,0.0348234,0.0217384,0.0112565,0,0.0169817,0,0.0214629,0.0117188,0.00238823,0,0,0.0260753,0,0.00765693,0.0177505,0.0533262,0.0274219,0.0180333,0.0154976,0.00534616,0.0109348,0.0238604,0.012002,0.0105252,0.0218208,0.0547116,0.0193143,0.0246954,0.0125065,0.0156218,0.0118113,0.00587619,0.00472434,0,0,0,0,0,0,0.0122342,0.0193782,0,0
180,0.00876118,0.00629242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361874,0.0133955,0.0367747,0.0136608,0.0193058,0,0.0273486,0.00731717,0.0686519,0.043417,0,0.0122838,0.0130491,0.0187165,0,0.0186297,0.0220591,0.0284007,0.0108857,0.0127898,0,0.0157336,0.0323665,0.0177094,0.0105073,0,0.017159,0,0.0214727,0.011672,0.00240669,0,0,0.0263696,0,0.00767669,0.0177938,0.0537301,0.0275387,0.0178766,0.015372,0,0.0114647,0.0240123,0.0118438,0.0104356,0.0220421,0.0550757,0.0195535,0.0248874,0.0125992,0.0161745,0.0118434,0.00598992,0.00476112,0,0,0,0,0,0,0.0122411,0.019149,0,0
181,0.00886086,0.00644726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342307,0.0131684,0.0349741,0.0141797,0,0,0.0272924,0.0100834,0.0687055,0.0412161,0,0.0118433,0.0137393,0.0207443,0,0.0186387,0.0222636,0.0285917,0.0110759,0.0130995,0,0.0160853,0.0307089,0.0219241,0.0110252,0,0.0171418,0,0.0214428,0.0120384,0.00220016,0,0,0.0263354,0,0.00779722,0.0176651,0.0538016,0.0274123,0.0179206,0.0154988,0.00611421,0.01124,0.0240034,0.0121117,0.0108185,0.0219491,0.0550026,0.0194696,0.0247025,0.0128169,0.0160786,0.011757,0.00594173,0.00434962,0,0,0,0,0,0,0.0123607,0.0189867,0,0
182,0.00832952,0.00638205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322547,0.0130545,0.0331524,0.0141922,0.0187921,0,0.0277957,0.00747775,0.0690422,0.0390871,0,0.0119979,0.0143362,0.0185082,0,0.0182494,0.0223338,0.0288395,0.0116114,0.0134766,0,0.0163932,0.0293942,0.0180401,0.0104516,0,0.0172416,0,0.0216204,0.0119872,0.00202741,0,0,0.0264784,0,0.00786115,0.0175868,0.0539457,0.0274783,0.0176834,0.0153727,0,0.0119563,0.024284,0.0120063,0.0107954,0.0220133,0.0552796,0.0196403,0.0246854,0.0129039,0.0164447,0.0116844,0.00614266,0.00425331,0,0,0,0,0,0,0.0124627,0.0187293,0,0
183,0.00817921,0.00640615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305482,0.0129717,0.0314889,0.0143343,0.0182745,0,0.0279752,0.00729298,0.0692279,0.0371954,0,0.0123893,0.0147527,0.0180872,0,0.0177163,0.022408,0.0291071,0.0119875,0.0136825,0,0.0167908,0.0282214,0.0177128,0.010475,0,0.0175195,0,0.0216483,0.0120112,0.00198581,0,0,0.026412,0,0.00792623,0.017583,0.0539979,0.0273581,0.0176062,0.0152791,0,0.0121655,0.0245003,0.0119917,0.010858,0.0219046,0.0554101,0.019709,0.0244992,0.013237,0.016615,0.0117137,0.00622834,0.0039469,0,0,0,0,0,0,0.0125443,0.0187309,0,0
184,0.006696,0.00387037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279686,0.0119857,0.0278667,0.00841598,0.0202976,0,0.0289738,0.00899772,0.0670748,0.0327263,0.0122449,0.0114278,0.00398849,0.0181981,0,0.0154399,0.0234446,0.0300463,0.0110415,0.0118507,0,0.0195152,0.0281907,0.0198036,0.0102842,0,0.0165335,0,0.0208416,0.00837117,0.000653922,0,0,0.0272919,0,0.00834185,0.0176738,0.0552817,0.0260651,0.0174283,0.0123946,0,0.011652,0.024549,0.0105057,0.00918482,0.0213341,0.0568783,0.0200559,0.0236502,0.0128043,0.0172798,0.0116182,0.00237836,0.00148413,0,0,0,0,0,0,0.013271,0.0181662,0,0
185,0.00688946,0.00383659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273312,0.0116502,0.0271235,0.00847704,0,0,0.0288337,0.012822,0.0668914,0.0318818,0.0124674,0.0114982,0.00376324,0.0210843,0,0.015061,0.0237896,0.0303224,0.0109489,0.0115095,0,0.0202053,0.0277368,0.0254441,0.010601,0,0.0170092,0,0.0207292,0.00832028,0.00114723,0,0,0.0272773,0,0.00838181,0.0176509,0.0552273,0.0257376,0.0174371,0.0121338,0.00261968,0.011539,0.024652,0.0105123,0.00917679,0.0211441,0.0569339,0.0200224,0.0234618,0.0134899,0.0172897,0.0116285,0.00212438,0.00161758,0,0,0,0,0,0,0.0132893,0.0180357,0,0
186,0.00685831,0.00365915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266323,0.0114799,0.0263536,0.00844989,0,0,0.0290039,0.0128519,0.0668011,0.0311349,0.0127336,0.0116015,0.0034854,0.0207562,0,0.0147782,0.0240937,0.0307044,0.0109165,0.0112075,0,0.0208191,0.0272235,0.0253503,0.0106022,0,0.0176274,0,0.020882,0.00814125,0.00131773,0,0,0.0271789,0,0.00846088,0.0176749,0.0552864,0.0257142,0.0173599,0.0119725,0.00283027,0.0117058,0.0249631,0.0104468,0.00904751,0.0212223,0.0571302,0.0201413,0.023562,0.0142114,0.0173285,0.0116156,0.00194918,0.00185658,0,0,0,0,0,0,0.013327,0.0179298,0,0
187,0.00608219,0.00607728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241856,0.0132686,0.0211414,0.015894,0.019863,0,0.0275374,0.00771047,0,0.025653,0.0238415,0.021303,0.00838236,0.0177787,0,0.0245713,0.0246257,0.0338009,0.01707,0.0193396,0,0.0261484,0.0247375,0.0183841,0.0105911,0,0.023671,0,0.0217872,0.00544429,0.00449499,0,0,0.0257612,0,0.00682054,0.0176657,0.050371,0.0249341,0.0167244,0.0109138,0,0.01431,0.0270673,0.0108693,0.00770181,0.02043,0.0577166,0.0204328,0.0225441,0.0218701,0.0167956,0.0121304,0.0046646,0.00442974,0,0,0,0,0,0,0.0125471,0.017435,0,0
188,0.00671226,0.00346429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252338,0.0113274,0.024904,0.0085451,0,0,0.0292383,0.0125784,0.0665341,0.0296466,0.0130589,0.0117466,0.00339273,0.0200428,0,0.0140851,0.0244047,0.0312878,0.0106998,0.0109807,0,0.0216911,0.0259575,0.02478,0.0104732,0,0.0184703,0,0.0209689,0.007936,0.00148105,0,0,0.0270519,0,0.00854115,0.0178077,0.0553089,0.025484,0.0172528,0.0116735,0.00294747,0.0118797,0.0254072,0.0103134,0.00895102,0.0212985,0.0573051,0.0203507,0.0235515,0.0154487,0.0174032,0.0115801,0.00179145,0.00236224,0,0,0,0,0,0,0.0134767,0.0178939,0,0
189,0.00614361,0.00614307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225236,0.0132509,0.0209899,0.0156593,0.0177441,0,0.0276719,0.00682812,0,0.0259485,0.0237524,0.020857,0.00892369,0.0164914,0,0.0232946,0,0.0345538,0.0166487,0.0190629,0,0.0256119,0.0227307,0.0169219,0.0108448,0,0.0243829,0,0.0220467,0.00528431,0.00438911,0,0,0.0253601,0,0.00693925,0.017731,0.0503827,0.0250162,0.0165821,0.0110457,0,0.0142818,0.0275818,0.0111402,0.00774522,0.0205761,0.0577105,0.0206321,0.0226873,0.0227103,0.0165379,0.0121951,0.00473303,0.00442899,0,0,0,0,0,0,0.0129528,0.0173655,0,0
190,0.00661631,0.00347175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240178,0.0114821,0.0247033,0.00838047,0.0204215,0,0.0295297,0.00952805,0.0662258,0.0295874,0.0130426,0.0115235,0.00430195,0.0169536,0,0.0132045,0,0.031784,0.0110769,0.0113751,0,0.0212412,0.0248027,0.0200293,0.0105089,0,0.0188399,0,0.0212194,0.00791527,0.00117576,0,0,0.0268045,0,0.00855009,0.0178661,0.055296,0.0255926,0.0170971,0.0117915,0.00230721,0.0122682,0.0258416,0.0104591,0.00927564,0.0215271,0.057402,0.0205356,0.0237524,0.0158469,0.0171972,0.011742,0.00203015,0.00243424,0,0,0,0,0,0,0.0137987,0.0178947,0,0
191,0.00671827,0.00349165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022983,0.0114797,0.0242037,0.00842864,0.0205643,0,0.0295158,0.00959849,0.0662305,0.0293186,0.0130624,0.0116093,0.00461872,0.0168763,0,0.0128382,0,0.0317191,0.0114987,0.0116331,0,0.0212096,0.0236532,0.0201247,0.0105304,0,0.0191965,0,0.0213582,0.0080246,0.00168932,0,0,0.026529,0,0.00852081,0.0178961,0.0552895,0.0256357,0.0171449,0.0119109,0.00232828,0.0124369,0.0259793,0.0106731,0.00945622,0.0215881,0.0574736,0.020603,0.0238253,0.0162505,0.0169715,0.0118598,0.00210163,0.00249241,0,0,0,0,0,0,0.0139767,0.0180816,0,0
192,0.00690517,0.00355294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219204,0.0115143,0.0237713,0.00849156,0.0207215,0,0.0294584,0.00964698,0.0662992,0.029258,0.013036,0.0117443,0.00513548,0.016847,0,0.0126105,0,0.0318012,0.0117798,0.0118742,0,0.0211846,0.0224168,0.0202004,0.0105642,0,0.0196187,0,0.021536,0.0081167,0.00143397,0,0,0.0261975,0,0.00851897,0.017911,0.0552059,0.0257885,0.0171763,0.0122179,0.00242014,0.0126092,0.0261112,0.0109555,0.00967478,0.0216585,0.0574766,0.0206153,0.0239238,0.0166654,0.0167947,0.0119558,0.00221986,0.0025905,0,0,0,0,0,0,0.0140788,0.0183872,0,0
193,0.00716643,0.00371879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218858,0.0115952,0.0242158,0.00847172,0.020779,0,0.0293427,0.00960716,0.0663902,0.0303598,0.0128955,0.0119664,0.00593001,0.0168335,0,0.0126146,0,0.032101,0.0122102,0.0123043,0,0.020692,0.0222869,0.0201982,0.0106041,0,0.0201917,0,0.0218088,0.00816045,0.00111511,0,0,0.0259197,0,0.0084889,0.0179516,0.0549646,0.0261123,0.0172047,0.0128584,0.0022923,0.0128742,0.0262016,0.0114019,0.00994952,0.0217954,0.0573396,0.0206234,0.0240944,0.0172954,0.0167797,0.0120523,0.00248893,0.00269196,0,0,0,0,0,0,0.0140839,0.0187077,0,0
194,0.00675294,0.00432721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334016,0.0120134,0.0372923,0.00608304,0.0201875,0,0.0288429,0.00895586,0.067786,0.0420943,0.0125678,0.0228695,0.00793252,0.0166018,0,0.0237504,0,0,0.0276122,0.0276284,0,0.0109767,0.0298355,0.0194388,0.0106526,0,0.0199185,0,0.0219503,0.00734304,0.00182605,0,0,0.0253714,0,0.00812271,0.0179942,0.0535417,0.0264245,0.0167051,0.0133139,0,0.0132734,0.0263165,0.0116111,0.0102662,0.0218468,0.0567546,0.0205479,0.0241828,0.0169539,0.0164194,0.01227,0.00308212,0.00269568,0,0,0,0,0,0,0.013317,0.0186083,0,0
195,0.00676025,0.00424684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332395,0.0119931,0.0372321,0.00602044,0.0205213,0,0.0288307,0.00904374,0.0677867,0.0421416,0.0126216,0.0231016,0.00779774,0.0166438,0,0.0240255,0,0,0.0277586,0.0277118,0,0.0110332,0.0295725,0.0195831,0.0106838,0,0.0196737,0,0.021912,0.00733966,0.00202523,0,0,0.0253083,0,0.00817096,0.0182289,0.0535039,0.0264718,0.0165961,0.0132316,0.00456378,0.0134283,0.0261019,0.0115395,0.0101876,0.0218389,0.0567981,0.0205594,0.0241273,0.0167816,0.0163636,0.0124294,0.00298111,0.00267681,0,0,0,0,0,0,0.0132269,0.0196429,0,0
196,0.00782249,0.00498479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024316,0.0119878,0.0273245,0.0131846,0.0207946,0,0.0287982,0.00900022,0.0683815,0.0341028,0,0.0130694,0.0133725,0.016622,0,0.0141369,0,0.031597,0.0132567,0.0140136,0,0.0184837,0.0227862,0.0195204,0.0107401,0,0.0203803,0,0.0216509,0.0102096,0.00122494,0,0,0.0254367,0,0.0082706,0.0182862,0.0539573,0.0259349,0.0168513,0.0130841,0.00605163,0.0138132,0.0253964,0.0115392,0.00999619,0.0214879,0.0569861,0.020381,0.0236093,0.0177804,0.016617,0.0124349,0.00457585,0.00361954,0,0,0,0,0,0,0.0130319,0.0201262,0,0
197,0.0071766,0.00351267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02081,0.0116158,0.0230623,0.00836415,0.0216323,0,0.029181,0.00970528,0.0665931,0.0289076,0.0127078,0.0121999,0.00590378,0.0168324,0,0.0137341,0,0.032291,0.0119978,0.0120328,0,0.0215905,0.0211114,0.0204489,0.0107524,0,0.0196076,0,0.0221536,0.00828312,0.00185589,0,0,0.0254977,0,0.00855359,0.0182751,0.0549631,0.0268221,0.0169771,0.0132932,0.00261996,0.0133926,0.0256044,0.0114126,0.00994256,0.0222511,0.057387,0.0208649,0.0244177,0.0164807,0.0166382,0.0123875,0.00231906,0.00288051,0,0,0,0,0,0,0.0138586,0.0196792,0,0
198,0.00675437,0.00404652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340303,0.0120152,0.0377125,0.00603083,0.0207093,0,0.0287085,0.00914603,0.0682742,0.0425798,0.012535,0.0228763,0.00764795,0.0166246,0,0.024618,0,0,0.0272087,0.027273,0,0.0109935,0.0301407,0.0197841,0.0108055,0,0.0190441,0,0.0222973,0.00749839,0.00231186,0,0,0.0249284,0,0.00825119,0.0183848,0.053528,0.0273006,0.0164908,0.0137473,0.00477788,0.0138144,0.0255595,0.0114603,0.0102629,0.0223578,0.056793,0.0207814,0.0245654,0.0158495,0.0163502,0.012588,0.00282704,0.00288566,0,0,0,0,0,0,0.0128514,0.0204874,0,0
199,0.00719645,0.00334859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199089,0.011613,0.022258,0.0083656,0.0213978,0,0.0290814,0.00988256,0.0669403,0.0280935,0.0126714,0.0124813,0.00575244,0.0168926,0,0.0142301,0,0.0323608,0.0120036,0.0119753,0,0.0217892,0.0201586,0.0207316,0.010804,0,0.0190606,0,0.0223281,0.00828482,0.00177077,0,0,0.0252202,0,0.00863286,0.0184799,0.0550015,0.0272757,0.0169674,0.0135535,0.00250676,0.0136265,0.0252936,0.0113273,0.00999315,0.022556,0.0573336,0.0209386,0.0247361,0.0157922,0.0166915,0.0125964,0.00222613,0.00308771,0,0,0,0,0,0,0.0136456,0.0208488,0,0
200,0.00702402,0.00309281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199184,0.0115622,0.0215731,0.00835226,0.0215263,0,0.0290825,0.00997782,0.0668996,0.0265682,0.0124692,0.0122668,0.00512818,0.0169055,0,0.0144256,0,0.0321378,0.0116544,0.0116458,0,0.0223923,0.020316,0.0208428,0.0108495,0,0.0184898,0,0.0221647,0.00817264,0.00185771,0,0,0.0252862,0,0.00871788,0.018617,0.0551123,0.0270866,0.0168535,0.0130781,0.00234013,0.0135017,0.0250706,0.0110021,0.0098286,0.0225574,0.0574975,0.0209973,0.0246893,0.0151417,0.0167991,0.012685,0.00192017,0.00310683,0,0,0,0,0,0,0.0135571,0.0210966,0,0
201,0.00692999,0.00295424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205363,0.011554,0.0213623,0.00833376,0.021625,0,0.0290606,0.0100179,0.0669429,0.0257945,0.0123762,0.0121282,0.0047882,0.0168962,0,0.0144787,0,0.032047,0.0114494,0.011498,0,0.0227195,0.0212545,0.0208727,0.0109157,0,0.0181,0,0.0220428,0.00807933,0.00197566,0,0,0.0253776,0,0.00874829,0.0187197,0.0551399,0.0269616,0.0167913,0.0128518,0.00247244,0.0134689,0.0249059,0.0108367,0.00973385,0.0225752,0.0575432,0.0210292,0.024638,0.0147598,0.0168656,0.0127766,0.00179836,0.00312556,0,0,0,0,0,0,0.0134608,0.0212908,0,0
202,0.00684709,0.00286973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211146,0.011584,0.0212073,0.00834449,0.0216744,0,0.0290111,0.0100427,0.067004,0.0252504,0.0123326,0.0121562,0.00455518,0.016874,0,0.0145468,0,0.0319359,0.0114478,0.0115648,0,0.0232019,0.0220572,0.0208643,0.0109614,0,0.0178749,0,0.021996,0.00800086,0.00183479,0,0,0.025528,0,0.0087529,0.0187863,0.0551282,0.0269291,0.0167635,0.0127533,0.00274073,0.0134306,0.0247967,0.0107575,0.0096625,0.0226229,0.0575613,0.0210602,0.0246366,0.014576,0.0168872,0.0128615,0.00172621,0.00308772,0,0,0,0,0,0,0.0133462,0.0214025,0,0
203,0.00679449,0.00280622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215455,0.0116276,0.0210153,0.00831531,0.0216616,0,0.0289405,0.0100545,0.0669772,0.0247047,0.0123505,0.0122207,0.00438507,0.0168577,0,0.0146042,0,0.0318238,0.0115301,0.0116695,0,0.0236968,0.0226291,0.0208337,0.0109873,0,0.0178298,0,0.0220043,0.00788584,0.00167693,0,0,0.0257269,0,0.00873815,0.0187791,0.0550512,0.0269576,0.0167228,0.0126597,0.00265926,0.0133993,0.0247168,0.0107009,0.00956807,0.0226525,0.0576509,0.0210824,0.0246525,0.0145884,0.0168557,0.0128929,0.00165951,0.00302307,0,0,0,0,0,0,0.0132018,0.0213809,0,0
204,0.00674475,0.0026961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211083,0.0116549,0.0195247,0.00799527,0.0216715,0,0.0288999,0.0100351,0.0666267,0.0228482,0.0120393,0.0120995,0.00403101,0.0168484,0,0.0142968,0,0.0314438,0.0111048,0.0111696,0,0.0227408,0.0228152,0.0207556,0.0109819,0,0.0178761,0,0.0220095,0.00763234,0.0016981,0,0,0.0259909,0,0.00876352,0.0188088,0.0549392,0.0269885,0.0166289,0.0126924,0,0.0132797,0.024677,0.01073,0.0095165,0.0226786,0.0576757,0.0211244,0.024709,0.0146955,0.0167925,0.012877,0.00153604,0.00292124,0,0,0,0,0,0,0.0131296,0.021283,0,0
205,0.00794489,0.00432618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012659,0.012212,0.00838934,0.0116809,0.0207722,0,0.0283381,0.00917258,0.0682772,0.0126858,0,0.0174558,0.0131797,0.0167155,0,0.0139985,0,0.0284326,0.0154371,0.015307,0,0,0.0163321,0.0196369,0.0109777,0,0.0179972,0,0.022473,0.0102487,0.000885941,0,0,0.0257614,0,0.00859698,0.0186997,0.0539102,0.0282345,0.0161431,0.0151406,0.00678536,0.0136654,0.0247036,0.0118927,0.0111577,0.023236,0.0563167,0.0209373,0.0254462,0.0146111,0.0166821,0.0128272,0.00360752,0.00367029,0,0,0,0,0,0,0.0124186,0.0209189,0,0
206,0.00696149,0.00272078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137377,0.0117295,0.00647018,0.00628556,0.0214958,0,0.0288124,0.00987896,0.0664851,0.0103304,0.0104848,0.0173218,0.0043278,0.0168512,0,0.0122054,0,0.0289654,0.0163081,0.0155014,0,0,0.0180042,0.0205241,0.0109675,0,0.0177542,0,0.0223694,0.00741595,0.00176247,0,0,0.0260433,0,0.00885507,0.0187957,0.0548492,0.0279041,0.0164806,0.0140579,0,0.0131011,0.0248118,0.0113518,0.0103745,0.0233095,0.0571301,0.0212683,0.0253966,0.0140641,0.0167762,0.0127587,0.00131824,0.00262362,0,0,0,0,0,0,0.0131551,0.0209132,0,0
207,0.00697551,0.00267211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135732,0.0117379,0.00612001,0.00610442,0.0214583,0,0.0288,0.00990123,0.0663418,0.00988797,0.0104643,0.0170626,0.00417318,0.0169364,0,0.0120422,0,0.0286383,0.016001,0.015232,0.0105055,0,0.0178689,0.0205395,0.0109866,0,0.0178212,0,0.0224141,0.00730419,0.00175298,0,0,0.0261825,0,0.00889984,0.0187738,0.0547324,0.027932,0.016364,0.0140766,0.00297544,0.0129311,0.024844,0.0114497,0.0103772,0.0233232,0.057136,0.0212735,0.0253866,0.0141236,0.0168534,0.0127016,0.0011612,0.00245355,0,0,0,0,0,0,0.013161,0.020827,0,0
208,0.00676922,0.00279394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139529,0.0117551,0.00612333,0.00598771,0.0214852,0,0.0287829,0.0099242,0.0663003,0.00961704,0.0105338,0.0170293,0.0040082,0.0170968,0,0.0119068,0,0.028585,0.0160272,0.015311,0.0110248,0,0.0182294,0.0205269,0.011001,0,0.0176239,0,0.0224017,0.00722536,0,0,0,0.0261991,0,0.00882403,0.018696,0.0546983,0.0279297,0.0163553,0.0139695,0.00305821,0.0126734,0.0249016,0.0114042,0.0103637,0.0233106,0.057172,0.0213553,0.0254497,0.013935,0.0166993,0.0126495,0.000944412,0.00233401,0,0,0,0,0,0,0.013258,0.0206533,0,0
209,0.00786981,0.00293116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022066,0.0112251,0.0133509,0.00472664,0.0224165,0,0.029312,0.0107162,0.0626653,0.0117838,0.00864854,0.0158915,0.00304608,0.0178503,0,0.00966558,0,0.0258399,0.0159066,0.0161418,0.0097647,0.0273027,0.026716,0.021626,0.0110128,0,0.017235,0,0.0219944,0.00619493,0.00173935,0,0,0.0278974,0,0.0099609,0.0189905,0.0542303,0.02764,0.015023,0.0145415,0.00315943,0.01148,0.0243876,0.0120354,0.0115052,0.0228916,0.0562999,0.0208595,0.0251117,0.0137264,0.0178667,0.0124524,0.00178855,0.00284561,0,0,0,0,0,0,0.0131724,0.0209859,0,0
210,0.00799296,0.00292941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235702,0.0113276,0.0149755,0.00510758,0.0222358,0,0.029194,0.0105593,0.0622508,0.0131979,0.00860076,0.0164375,0.00339087,0.0177917,0,0.00936549,0,0.0259284,0.0167809,0.0169287,0.0113433,0.0282857,0.0278058,0.0214313,0.0110103,0,0.017172,0,0.0221286,0.0060704,0.00200332,0,0,0.0282121,0,0.00988221,0.0191511,0.0542877,0.0278514,0.014981,0.0148231,0,0.0114712,0.0244856,0.0121899,0.0118426,0.0230747,0.0562562,0.0209036,0.0253038,0.0135615,0.018137,0.0125269,0.00149467,0.00298658,0,0,0,0,0,0,0.0132779,0.0209218,0,0
211,0.00799978,0.00300324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232629,0.0113722,0.0148667,0.00498877,0.0221192,0,0.029154,0.0105163,0.0622626,0.0130842,0.00871428,0.016222,0.00319679,0.0178739,0,0.00936053,0,0.0260896,0.0166164,0.0167222,0.0111071,0.0279552,0.0274163,0.0213968,0.0109887,0,0.0174094,0,0.022216,0.00590253,0.00202065,0,0,0.0283073,0,0.00990036,0.0192649,0.0542743,0.0279082,0.0149171,0.0148998,0.00362906,0.0114223,0.0245997,0.0122479,0.0118971,0.0231617,0.0563072,0.0209763,0.0253577,0.0137942,0.0183126,0.0125835,0.00166036,0.00293056,0,0,0,0,0,0,0.0133219,0.0212481,0,0
212,0.00790706,0.00310178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233464,0.0113783,0.0148853,0.00478147,0.0220509,0,0.0291594,0.0104855,0.0622426,0.0131858,0.00862067,0.0159677,0.00265601,0.0179345,0,0.00930953,0,0.0261686,0.0164984,0.0167153,0.0109507,0.0277064,0.0275398,0.0213705,0.0109774,0,0.0173687,0,0.022152,0.00564933,0.00195294,0,0,0.0284345,0,0.0098913,0.0193055,0.0543803,0.0277982,0.0149753,0.0146164,0,0.0112706,0.0246143,0.0121461,0.0117325,0.0230528,0.0564675,0.0210483,0.0252689,0.0137854,0.0184023,0.0125982,0.00195368,0.00283395,0,0,0,0,0,0,0.0133867,0.0212625,0,0
213,0.00777994,0.00328154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234823,0.0113432,0.0149876,0.00452511,0.0221421,0,0.0291791,0.0105084,0.0622715,0.0133971,0.00864747,0.0159096,0.00216936,0.0180642,0,0.00934484,0,0.0261799,0.0164957,0.0167281,0.0109717,0.027638,0.0277665,0.0214012,0.0109557,0,0.017389,0,0.0220631,0.005361,0.00194509,0,0,0.0286322,0,0.00996458,0.0193141,0.0544426,0.0276431,0.0148645,0.0143505,0.0034321,0.0110253,0.0246291,0.0120511,0.0114076,0.0229168,0.0565949,0.0211053,0.0251745,0.0138619,0.0185154,0.0125707,0.00246948,0.00272262,0,0,0,0,0,0,0.0133812,0.0212894,0,0
214,0.00764647,0.00350173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237493,0.0112692,0.01507,0.00413214,0.0223789,0,0.0292611,0.0106098,0.0624693,0.0137243,0.00854557,0.015924,0.0019418,0.0182724,0,0.00934268,0,0.0261052,0.0164388,0.0167708,0.0109626,0.0277719,0.0282148,0.0215657,0.0109322,0,0.0175912,0,0.02204,0.00514162,0.00167738,0,0,0.0285517,0,0.0100767,0.0191371,0.0544758,0.027506,0.0149254,0.0139566,0,0.0108411,0.0245899,0.0119122,0.0111275,0.0227612,0.0568097,0.0211358,0.0250463,0.0141111,0.0184639,0.0124518,0.00311126,0.00258038,0,0,0,0,0,0,0.0133613,0.0212939,0,0
215,0.00667196,0.00284449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142481,0.0118606,0.00556031,0.00489459,0.0213644,0,0.028683,0.00966255,0.0660476,0.00833589,0.01163,0.0167729,0.00181731,0.0175465,0,0.011453,0,0.029158,0.0159802,0.0151483,0.0122284,0,0.0185541,0.020307,0.0109569,0,0.0182672,0,0.0225504,0.0060215,0.000852857,0,0,0.0272447,0,0.0089744,0.0187573,0.0548632,0.0278295,0.0160707,0.0134329,0.0037358,0.0120259,0.025199,0.0113152,0.0100098,0.0232051,0.0577595,0.0217111,0.0254813,0.0146722,0.0176266,0.0125405,0.00178396,0.00154606,0,0,0,0,0,0,0.0134912,0.0208115,0,0
216,0.00761131,0.00371253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244262,0.0112522,0.0157289,0.00408797,0.0221328,0,0.0293101,0.0105101,0.0624462,0.0143341,0.00895909,0.0160012,0.00216499,0.0184392,0,0.00941645,0,0.0263088,0.0165876,0.0169543,0.0112647,0.0276143,0.0288427,0.0215172,0.0109522,0,0.017513,0,0.0220719,0.00492742,0.00169315,0,0,0.0288972,0,0.0101488,0.0190158,0.0544998,0.0276156,0.014759,0.0138663,0.00377177,0.0106999,0.0245881,0.0117777,0.0109852,0.022837,0.056944,0.0212347,0.0252121,0.014077,0.0186991,0.0123376,0.00352965,0.00251248,0,0,0,0,0,0,0.0131814,0.0206082,0,0
