Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,,LBHD,LTHII,LTHI,x80,x90
36,0.158629,0.118352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268149,0.0223195,0.0225618,0.10708,0.0412341,0,0.0255324,0.021047,0,0.0254039,0,0.0279084,0.111398,0.215172,0.0347313,0.0240062,0.0269036,0.0194301,0.0236279,0.0180375,0.0358134,0.0726408,0.0198319,0.0115806,0.00911699,0.0134322,0.0168668,0.0481901,0.106116,0,0,0.0754312,0,0.0191024,0.0412498,0.0470491,0.0141957,0.0145218,0.0415241,0.0883329,0.0265731,0.0181127,0.0209844,0.0263358,0.0298984,0.0131429,0.0292453,0.0100755,0.00920253,0.00848569,0.0464282,0.0233068,0.019679,0.136335,0.0876979,0,0,0,0,0,0,0,0,0,0
37,0.157152,0.113584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137128,0.0206806,0.0253564,0.063732,0.0446247,0,0.0287053,0.0123712,0.0473198,0.0257247,0.0604876,0.0278912,0.0562915,0.214603,0.0188585,0.0310063,0.0295842,0.0229867,0.0238007,0.00726172,0.0167334,0.0823839,0.0223346,0.0118722,0.00939141,0.0145788,0.016079,0.0412146,0.112651,0,0,0.0717196,0,0.0170599,0.0394383,0.0470297,0.0148133,0.0125869,0.0396682,0.0529768,0.0286595,0.0163752,0.0225856,0.0239846,0.0277332,0.0135099,0.0314023,0.00813991,0.0106089,0.0103985,0.0436687,0.0250938,0.0159307,0.123523,0.104407,0,0,0,0,0,0,0,0,0,0
38,0.15681,0.113388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131083,0.0207352,0.0254237,0.0633254,0.0444665,0,0.0287309,0.0122081,0.0474119,0.0266383,0.0600615,0.0280659,0.0557785,0.214028,0.018858,0.0309176,0.0297538,0.0232387,0.0239195,0.00655169,0.0174491,0.0823619,0.022339,0.0118648,0.00959979,0.0146767,0.0161183,0.0411803,0.112481,0,0,0.0711681,0,0.0169505,0.0390943,0.0469943,0.0144824,0.0129399,0.0396067,0.0524722,0.0281923,0.0159374,0.0224302,0.0238954,0.0274064,0.012975,0.0315595,0.0078343,0.009844,0.00984037,0.0433543,0.0252165,0.0159465,0.123071,0.104182,0,0,0,0,0,0,0,0,0,0
39,0.156566,0.113286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132115,0.020745,0.0254588,0.0631709,0.044394,0,0.0287354,0.0120682,0.0474424,0.027065,0.0599206,0.0280636,0.0555771,0.213812,0.018799,0.0309205,0.0297531,0.0232457,0.0239286,0.00647804,0.0183345,0.0824187,0.0223273,0.0118539,0.0096133,0.0147608,0.0159487,0.0411199,0.112209,0,0,0.0709436,0,0.0169626,0.0389058,0.0470165,0.0143765,0.0130255,0.0395908,0.0522902,0.0278074,0.0158384,0.0224787,0.023862,0.0273157,0.0128908,0.0315956,0.0077484,0.0095876,0.0096014,0.043212,0.0252127,0.0160098,0.122917,0.104079,0,0,0,0,0,0,0,0,0,0
40,0.158748,0.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171999,0.0220981,0.0289444,0.0987897,0.0415651,0,0.0259765,0.0196272,0.0515743,0.0306192,0,0.0336814,0.091697,0.216819,0.031121,0.0256651,0.0328302,0.028849,0.0269544,0.012432,0.0176368,0.0748986,0.0201873,0.0115433,0.00955855,0.0136063,0.0188251,0.0470586,0,0,0,0.0746428,0,0.0187401,0.0409233,0.0520517,0.0165329,0.00537324,0.0437102,0.0787222,0.0282202,0.0219145,0.0193722,0.0281091,0.0339345,0.0159854,0.0271964,0.0119896,0.0118369,0.0107779,0.0460985,0.0240611,0.0191383,0.134938,0.0918364,0,0,0,0,0,0,0,0,0,0
41,0.156442,0.11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141252,0.0207576,0.0255873,0.0631264,0.0443299,0,0.0287266,0.0119948,0.0474169,0.0280141,0.0598149,0.0281197,0.0554262,0.21371,0.0187659,0.0308625,0.0298652,0.0233309,0.0240072,0.00631631,0.0205836,0.0825012,0.0223057,0.0118258,0.00954375,0.0147024,0.0159232,0.0410749,0.111993,0,0,0.0709181,0,0.0168622,0.0388407,0.0470424,0.0143238,0.0130421,0.0396668,0.052198,0.0273847,0.0158292,0.0224863,0.0238996,0.0273172,0.0129242,0.0315713,0.00776191,0.00972401,0.00929321,0.0432646,0.0254696,0.016006,0.122837,0.104091,0,0,0,0,0,0,0,0,0,0
42,0.156013,0.112774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249968,0.0206987,0.0287807,0.0565101,0.0445286,0,0.0289282,0.0114705,0,0.031085,0.0603159,0.0221317,0.0587118,0.212974,0.0167427,0.0329851,0.023932,0.0174363,0.0226495,0,0.0307034,0.0828704,0.0224697,0.0118988,0.0124452,0.0145519,0.0142391,0.0399213,0.111805,0,0,0.0713654,0,0.0170602,0.0390846,0.0412399,0.0119933,0.0148802,0.0377286,0.050168,0.0271022,0.0119803,0.0248513,0.022357,0.0232967,0.0108205,0.03385,0.00594915,0.00811842,0.0112902,0.0436716,0.0252473,0.0163172,0.122009,0.104505,0,0,0,0,0,0,0,0,0,0
43,0.156153,0.112901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128639,0.0206871,0.0263846,0.0615736,0.044526,0,0.0289515,0.011353,0.0484297,0.0277992,0.05957,0.0248545,0.0545069,0.213141,0.018751,0.0321846,0.0268407,0.0203717,0.0235941,0,0.0158228,0.0831046,0.0224326,0.0119873,0.00950676,0.0146596,0.0147959,0.040216,0.112235,0,0,0.0708474,0,0.0169443,0.0388996,0.0468027,0.0133556,0.0135454,0.0383925,0.0501235,0.0269346,0.0150295,0.0227423,0.0231665,0.0259754,0.0118758,0.0326043,0.00683223,0.00885443,0.00833359,0.0431677,0.0253216,0.0159821,0.12191,0.104552,0,0,0,0,0,0,0,0,0,0
44,0.1572,0.113075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140675,0.02075,0.0253872,0.0628366,0.0446406,0,0.0288114,0.0115406,0.0474947,0.027924,0.0595456,0.027945,0.0549439,0.215127,0.0186635,0.0305885,0.029615,0.0231291,0.023783,0.0065564,0.020813,0.0835931,0.0223642,0.0122876,0.00929325,0.0142728,0.0153578,0.0410842,0,0,0,0.0719366,0,0.0175047,0.0397263,0.0469234,0.0139831,0.0135251,0.0391916,0.0515272,0.0288747,0.0156732,0.0224118,0.0237242,0.0270276,0.0125506,0.0318061,0.00763961,0.00939625,0.00849626,0.0444448,0.0251132,0.0167645,0.123036,0.105522,0,0,0,0,0,0,0,0,0,0
45,0.156588,0.113338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142349,0.0206798,0.0255584,0.0630764,0.0444895,0,0.0287971,0.0119116,0.0474615,0.0280415,0.0597601,0.0280254,0.0553903,0.214058,0.0187157,0.030739,0.02973,0.0232408,0.0239183,0.00639709,0.0208421,0.0827965,0.0223456,0.0124811,0.00933725,0.014605,0.0155128,0.0410724,0.112481,0,0,0.0712637,0,0.016959,0.0392264,0.0469999,0.0141945,0.0131219,0.0394043,0.0521124,0.027361,0.0157043,0.022462,0.0237588,0.0272019,0.0127461,0.0317015,0.00773962,0.00961054,0.00879993,0.0435065,0.0255164,0.0160583,0.123015,0.104412,0,0,0,0,0,0,0,0,0,0
46,0.156532,0.113267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142651,0.0207348,0.0256434,0.0630975,0.044312,0,0.028732,0.0119461,0.0474402,0.0280915,0.0597822,0.0280574,0.0553646,0.213805,0.0187407,0.0307965,0.0297771,0.0232996,0.0239887,0.00629804,0.0208061,0.0825939,0.0223275,0.0124692,0.00944663,0.0147008,0.0156529,0.0410712,0.112569,0,0,0.0709135,0,0.0169272,0.0390081,0.0470263,0.0143363,0.0130298,0.0395808,0.0521615,0.0270655,0.0157754,0.0225055,0.0238486,0.0273196,0.0128735,0.0316175,0.00775897,0.00970372,0.00913419,0.0433025,0.0254734,0.0159881,0.122791,0.104255,0,0,0,0,0,0,0,0,0,0
47,0.15653,0.113263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142783,0.0207459,0.0256906,0.0630978,0.0442872,0,0.0287278,0.0119304,0.0474372,0.0281216,0.0597808,0.0280643,0.0553503,0.21376,0.0187516,0.0308045,0.0297835,0.0233153,0.0240142,0.00626135,0.0208181,0.0825627,0.0223348,0.0124538,0.00948618,0.0147909,0.0157116,0.0410601,0.112688,0,0,0.0708122,0,0.01701,0.0389526,0.0470447,0.014375,0.0129994,0.0396121,0.0521309,0.0269791,0.0157804,0.0225095,0.0238713,0.0273337,0.0129389,0.0316105,0.00775252,0.00970474,0.00926459,0.0432301,0.0253069,0.0160484,0.122739,0.104217,0,0,0,0,0,0,0,0,0,0
48,0.156515,0.113262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143394,0.0207495,0.0257458,0.0630944,0.0442762,0,0.0287191,0.0118796,0.0474253,0.0281826,0.0597781,0.0280684,0.0553477,0.213757,0.018738,0.0307981,0.0297878,0.023316,0.0240442,0.00620801,0.0208685,0.0825574,0.0223302,0.0124502,0.00948733,0.0148098,0.0158013,0.0410696,0.112704,0,0,0.0707778,0,0.0170285,0.0389522,0.0470668,0.0143969,0.0129976,0.0396515,0.0521793,0.026938,0.0157932,0.0225184,0.0238845,0.0273625,0.0129465,0.0316083,0.00774516,0.00973177,0.00929822,0.0432128,0.025288,0.0160487,0.122713,0.104189,0,0,0,0,0,0,0,0,0,0
49,0.156477,0.113247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144013,0.0207407,0.0258061,0.0630955,0.0442642,0,0.0287096,0.0118544,0.0474184,0.0282573,0.0597843,0.0280681,0.055337,0.213733,0.0187243,0.0307684,0.0298001,0.0232903,0.0240632,0.00616076,0.0209338,0.0825355,0.0223183,0.0124483,0.00948572,0.0147326,0.0159259,0.0410803,0.112644,0,0,0.0708177,0,0.0169338,0.0389725,0.0470756,0.0144129,0.0129959,0.0396992,0.0521657,0.0269213,0.0158036,0.0225427,0.0239054,0.0273983,0.0129455,0.0315808,0.00776665,0.00978109,0.00927717,0.0432163,0.0254048,0.0158202,0.122679,0.104177,0,0,0,0,0,0,0,0,0,0
50,0.156524,0.11325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122427,0.0207097,0.0265102,0.0627653,0.0443314,0,0.0287213,0.0118057,0.0479439,0.0280811,0.0603279,0.0252761,0.0557967,0.213832,0.0190217,0.0324283,0.0272976,0.0206066,0.0238541,0,0.0160321,0.0826204,0.0223237,0.0124575,0.00959512,0.0146815,0.0155995,0.0408199,0.112594,0,0,0.070784,0,0.0168374,0.0389782,0.0470485,0.014123,0.01306,0.0393297,0.0518414,0.0269806,0.0155856,0.0228016,0.0236759,0.0269376,0.0125762,0.0319729,0.00738133,0.00954063,0.00924132,0.0432209,0.0254483,0.0154163,0.122625,0.104357,0,0,0,0,0,0,0,0,0,0
51,0.156409,0.113201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148944,0.0206833,0.0258879,0.0629781,0.0443627,0,0.0287648,0.0117148,0.0474556,0.028666,0.0596922,0.0280039,0.0551235,0.213734,0.018689,0.030676,0.0297356,0.0232444,0.0239744,0.00614013,0.0219257,0.0827038,0.0223324,0.0124923,0.00941358,0.014626,0.015659,0.0409605,0.112241,0,0,0.0709079,0,0.0169284,0.0390419,0.0470443,0.0142914,0.0129841,0.0395251,0.0518326,0.0269482,0.0157463,0.022614,0.0238239,0.027303,0.0127676,0.0316773,0.00772822,0.00975864,0.00917307,0.0433109,0.02535,0.0154782,0.122597,0.104347,0,0,0,0,0,0,0,0,0,0
52,0.156336,0.113232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014969,0.0207042,0.0261087,0.0631632,0.0442757,0,0.0287131,0.0118083,0.0473913,0.0286973,0.0597533,0.0280984,0.0552992,0.213761,0.0187298,0.0308202,0.0298636,0.0233765,0.0241411,0.00599231,0.0217326,0.0825873,0.0222964,0.0124711,0.00941149,0.0147157,0.0157067,0.0411131,0.112173,0,0,0.0708984,0,0.0169587,0.0390142,0.0470712,0.014351,0.0130016,0.0396729,0.0521662,0.0269733,0.0158019,0.0225559,0.0239196,0.0274403,0.0128477,0.0315502,0.00781855,0.00982742,0.00919141,0.0432322,0.025321,0.0154434,0.122715,0.104264,0,0,0,0,0,0,0,0,0,0
53,0.156241,0.113247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015101,0.0207087,0.0262715,0.0632695,0.0442566,0,0.0287022,0.0118168,0.0473533,0.0287958,0.0598263,0.0281525,0.0553737,0.21378,0.018755,0.0308404,0.029914,0.0234411,0.0242518,0.00588284,0.0217808,0.0825831,0.0222725,0.012283,0.00939748,0.014683,0.0157228,0.0411716,0.11218,0,0,0.0708826,0,0.0169042,0.038995,0.0470663,0.0143637,0.0129844,0.0397177,0.05237,0.027011,0.0158126,0.0225729,0.0239373,0.0274799,0.012881,0.0315159,0.00783969,0.00983031,0.00918682,0.043212,0.0254035,0.0153923,0.122808,0.104231,0,0,0,0,0,0,0,0,0,0
54,0.157059,0.113104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216082,0.0206546,0.0246548,0.0582931,0.0447867,0,0.0288567,0.0115308,0,0.0241299,0.0600214,0.024456,0.0587874,0.215212,0.0174704,0.0305486,0.0253422,0.0187475,0.0192707,0.0126803,0.0282653,0.0835723,0.0223725,0.0119259,0.0121128,0.0139545,0.0149495,0.0414839,0,0,0,0.0731574,0,0.0177462,0.0403661,0.0411032,0.0126982,0.0150745,0.0389371,0.0517055,0.0286411,0.0125474,0.0244376,0.0232065,0.0246601,0.0111748,0.032664,0.00697505,0.00834573,0.0109984,0.0454668,0.0250616,0.017049,0.123389,0.105559,0,0,0,0,0,0,0,0,0,0
55,0.156458,0.113177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152605,0.0205638,0.0261883,0.0621712,0.0447748,0,0.0289632,0.0114148,0.0478495,0.0278516,0.0589799,0.0274417,0.0542687,0.213983,0.0183828,0.0305357,0.0291549,0.02272,0.0235797,0.00687157,0.0209785,0.0833546,0.0224149,0.0117942,0.00964088,0.0144687,0.0153409,0.0410792,0.112981,0,0,0.0717318,0,0.0170429,0.0394324,0.0466974,0.013776,0.0137696,0.0393828,0.0510138,0.0270541,0.0153295,0.022567,0.0237631,0.0269494,0.0122229,0.0318115,0.00755601,0.00923417,0.00858337,0.0438492,0.0254265,0.015928,0.122453,0.105122,0,0,0,0,0,0,0,0,0,0
56,0.156269,0.113205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154266,0.0206778,0.0265992,0.0629498,0.0443785,0,0.0287919,0.0117211,0.0474021,0.0286944,0.0595169,0.0279768,0.054761,0.213764,0.0187011,0.0307418,0.0297625,0.0233445,0.0241735,0.00595749,0.0213904,0.0828654,0.0223169,0.0117429,0.00942554,0.0146587,0.0154927,0.0410734,0.112457,0,0,0.0712341,0,0.0170518,0.0391735,0.0469623,0.014146,0.0132339,0.0395267,0.0519376,0.0269056,0.015612,0.0225133,0.0238392,0.0272916,0.0125222,0.0316533,0.00768753,0.00952547,0.00871677,0.0435013,0.0253407,0.0161014,0.122632,0.104646,0,0,0,0,0,0,0,0,0,0
57,0.156328,0.113299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139383,0.0206996,0.0279971,0.063028,0.0442853,0,0.0286875,0.0118567,0.047675,0.0298716,0.0604725,0.0252154,0.0556934,0.213852,0.0190417,0.032291,0.0272985,0.0208245,0.0241277,0,0.017828,0.0826785,0.0222751,0.0117394,0.00948523,0.0147343,0.0153994,0.0409465,0.1126,0,0,0.0708903,0,0.0170034,0.0390089,0.046923,0.0140545,0.0131111,0.0393734,0.0521571,0.02693,0.0155194,0.0227765,0.0237073,0.0270277,0.0124641,0.0318724,0.00745007,0.00944085,0.00890651,0.0432985,0.0252978,0.0160567,0.122778,0.104566,0,0,0,0,0,0,0,0,0,0
58,0.157074,0.113173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144559,0.0207409,0.028368,0.0630199,0.0445094,0,0.0286976,0.0116346,0.0475836,0.0305016,0.0604057,0.0251624,0.0555648,0.215244,0.0189802,0.0321392,0.0272538,0.0208302,0.0241823,0,0.0189901,0.08346,0.0222942,0.0117055,0.00942936,0.0142965,0.0155029,0.0411266,0,0,0,0.0717647,0,0.0174601,0.0396069,0.0468741,0.0139539,0.0134479,0.039384,0.0519454,0.0286445,0.015591,0.022729,0.0237622,0.0270633,0.0124212,0.0318267,0.00752662,0.00933445,0.00890967,0.0443996,0.0250497,0.0166293,0.123099,0.105808,0,0,0,0,0,0,0,0,0,0
59,0.155874,0.113062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242469,0.0207203,0.0263482,0.0583654,0.0441567,0,0.0287309,0.0118272,0,0.0258162,0.0599853,0.0245369,0.0586373,0.21304,0.017468,0.030516,0.0255928,0.0193529,0.0198441,0.0118475,0.0310602,0.0823926,0.0223111,0.0117427,0.0121327,0.0143974,0.0152877,0.0413034,0.112107,0,0,0.0716114,0,0.0171707,0.039261,0.0410647,0.0128226,0.0146679,0.0391542,0.0519168,0.02647,0.0124645,0.0245206,0.0232026,0.0247661,0.0113213,0.0325872,0.00705693,0.00843739,0.0110014,0.0438421,0.0250765,0.0161688,0.122617,0.104087,0,0,0,0,0,0,0,0,0,0
60,0.156154,0.113012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176462,0.0206618,0.0276358,0.0621606,0.0443924,0,0.0288583,0.0114366,0.0477633,0.0294187,0.0588074,0.0275672,0.0539765,0.213307,0.0183896,0.0305325,0.0294174,0.0231499,0.02413,0.00622806,0.0234845,0.0829449,0.0223762,0.011923,0.00966903,0.0145783,0.0157128,0.0410853,0.112504,0,0,0.0710641,0,0.0169953,0.0390152,0.0466232,0.0137629,0.0137114,0.0395664,0.0508088,0.0266904,0.0153047,0.0226253,0.0238098,0.0270977,0.0123865,0.0316597,0.00768432,0.00920146,0.00864183,0.0433093,0.0252685,0.0158314,0.122016,0.104896,0,0,0,0,0,0,0,0,0,0
61,0.156088,0.113137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018037,0.0207181,0.0281947,0.0629745,0.0441862,0,0.0287477,0.0117329,0.0473234,0.0303323,0.0593446,0.0280919,0.0546105,0.213403,0.0186835,0.030744,0.0300149,0.0237902,0.024755,0.00530199,0.0240884,0.0825797,0.0223001,0.0122765,0.00948507,0.0146314,0.0156988,0.0411291,0.111914,0,0,0.0709586,0,0.016946,0.0388726,0.0468782,0.0140671,0.01322,0.0396922,0.0518435,0.0268217,0.0155816,0.0225282,0.0239058,0.0274274,0.012676,0.0315027,0.00785348,0.00952073,0.00872915,0.0432007,0.0253079,0.0159002,0.122434,0.104538,0,0,0,0,0,0,0,0,0,0
62,0.156159,0.113231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018843,0.0207345,0.0287466,0.063305,0.0441493,0,0.0286836,0.0118944,0.0472011,0.0310645,0.0595619,0.0282722,0.0549776,0.213533,0.0187774,0.0308011,0.03023,0.0240873,0.0250859,0.00500526,0.0250549,0.08242,0.0222764,0.0124147,0.0094727,0.0146414,0.0158384,0.0412558,0.111977,0,0,0.0710934,0,0.0169126,0.0388281,0.046916,0.0142417,0.0130863,0.0398815,0.0523573,0.0268277,0.0157301,0.0225107,0.0240521,0.0276291,0.0128426,0.0313457,0.0079815,0.0097087,0.00885131,0.0432579,0.0253285,0.0159493,0.122648,0.104445,0,0,0,0,0,0,0,0,0,0
63,0.156203,0.113294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019747,0.0207446,0.0293281,0.063471,0.0441389,0,0.0286572,0.0119736,0.0471311,0.0317549,0.0595963,0.0283758,0.0551747,0.213615,0.0188267,0.0307876,0.0303932,0.0243385,0.0253762,0.00489309,0.0260755,0.0823268,0.0222605,0.012253,0.00951624,0.0146286,0.0160805,0.0413499,0.112262,0,0,0.0711039,0,0.0168968,0.0388576,0.0469104,0.0143608,0.0130502,0.0400249,0.0526536,0.0268673,0.0158151,0.0225109,0.0241424,0.0277406,0.0128834,0.0312349,0.00805769,0.00981308,0.00896845,0.0433004,0.0253707,0.0159237,0.122764,0.104412,0,0,0,0,0,0,0,0,0,0
64,0.155884,0.113088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02948,0.0207447,0.0296151,0.0584656,0.0441212,0,0.0287126,0.0118878,0,0.0287572,0.0597039,0.0245362,0.0586899,0.212998,0.017382,0.0302318,0.0259479,0.020652,0.0209844,0.0110376,0.0366867,0.0821855,0.0223089,0.011913,0.0123242,0.0143863,0.0153568,0.0415038,0.111578,0,0,0.07194,0,0.0172243,0.0392662,0.0408925,0.0129315,0.0147571,0.0393464,0.0521411,0.0265215,0.0125537,0.0244972,0.0233901,0.0249389,0.0112919,0.0323807,0.00719153,0.00845787,0.0111705,0.0439362,0.0250522,0.0164852,0.122649,0.104038,0,0,0,0,0,0,0,0,0,0
65,0.155888,0.113093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310176,0.0207522,0.0305548,0.0584107,0.0441012,0,0.0287027,0.0119195,0,0.0295898,0.0597064,0.0245004,0.0587176,0.212967,0.0173531,0.0301214,0.0260103,0.0210314,0.0213104,0.0109535,0.0382826,0.0821486,0.0222951,0.0117679,0.0123366,0.0144444,0.0152951,0.0415607,0.111801,0,0,0.0718937,0,0.0172649,0.0392304,0.0407966,0.0129572,0.014812,0.0393926,0.0521423,0.0265299,0.0125453,0.0244854,0.0233922,0.0249645,0.0112502,0.0323714,0.00723003,0.00843582,0.011159,0.0438583,0.024975,0.0164652,0.122637,0.104008,0,0,0,0,0,0,0,0,0,0
66,0.156101,0.113053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240104,0.0206981,0.0313516,0.0620735,0.0443252,0,0.0288145,0.0115603,0.0477269,0.0331092,0.0586253,0.0276747,0.0541641,0.213258,0.0183494,0.0302462,0.0298826,0.0243682,0.025502,0.00651206,0.0300262,0.082719,0.0223498,0.011779,0.0097496,0.0147495,0.0157036,0.0413457,0.112594,0,0,0.0712706,0,0.01715,0.0389124,0.0463299,0.0138681,0.0138533,0.039864,0.0511091,0.0267429,0.0153079,0.0225754,0.0239888,0.0272589,0.0123266,0.0314644,0.0078552,0.00926981,0.00870413,0.0432662,0.0250237,0.0159872,0.122085,0.104783,0,0,0,0,0,0,0,0,0,0
67,0.15624,0.113264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296528,0.0207591,0.0401666,0.0624668,0.0441369,0,0.0286711,0.0119354,0.0470998,0.0437268,0.0599825,0.0255086,0.0557832,0.213528,0.0187761,0.0311949,0.0291294,0.0248202,0.0296358,0,0.0339887,0.0823563,0.0222702,0.0117711,0.00965028,0.0148562,0.0156415,0.0410756,0.112599,0,0,0.071137,0,0.0172013,0.0388755,0.0461178,0.0137788,0.0132972,0.0395594,0.0520349,0.0268387,0.0150624,0.0229308,0.023747,0.026876,0.012233,0.0317939,0.00751626,0.00926957,0.00889991,0.0431865,0.0249866,0.0160929,0.122604,0.104461,0,0,0,0,0,0,0,0,0,0
68,0.156178,0.113329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264173,0.0207869,0.0336492,0.0637722,0.0440297,0,0.028614,0.0120973,0.0468772,0.0364597,0.0587519,0.0289981,0.0550708,0.213459,0.0193271,0.0307081,0.0314414,0.0261327,0.0273692,0.00608218,0.0333366,0.0821372,0.0222364,0.0117572,0.00943007,0.0147563,0.0159742,0.0411103,0.112368,0,0,0.0713709,0,0.0172363,0.039009,0.0467069,0.0144238,0.0126649,0.0400746,0.0528577,0.0267861,0.0156483,0.0226288,0.0240651,0.0277026,0.0129796,0.0312616,0.00807377,0.00988098,0.00913386,0.0433233,0.0249854,0.0162671,0.122852,0.104114,0,0,0,0,0,0,0,0,0,0
69,0.156315,0.113326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113008,0.020758,0.0240904,0.0638242,0.0441302,0,0.0286344,0.012,0.0472476,0.0272484,0.0590962,0.0283454,0.0549226,0.213631,0.0191558,0.0311381,0.0299542,0.023127,0.0239024,0.00815887,0.0187314,0.0823411,0.0222618,0.011751,0.00956954,0.0147844,0.0157058,0.0408198,0.112623,0,0,0.0712312,0,0.0170734,0.0389392,0.0475769,0.0142484,0.0129238,0.0397592,0.0523254,0.0268819,0.0159445,0.0226296,0.0239339,0.0275953,0.0128247,0.0315805,0.00768491,0.00970478,0.00928867,0.0431722,0.0251282,0.0160648,0.12265,0.104472,0,0,0,0,0,0,0,0,0,0
70,0.155723,0.113007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01606,0.0206282,0.0177243,0.0539273,0.044637,0,0.0288771,0.011395,0,0.0173603,0.0623857,0.0212497,0.0591861,0.214144,0.0152773,0.0298322,0.0213711,0.0138301,0.0142336,0.0179581,0.0221732,0.0833273,0.0224093,0.0118046,0.0123291,0.015299,0.0151878,0.0431203,0.11347,0,0,0.0696274,0,0.016229,0.0381727,0.0408851,0.0125303,0.0185973,0.0395096,0.0493456,0.0279651,0.0129356,0.0241249,0.0237272,0.0252984,0.0111847,0.032072,0.00745488,0.00806397,0.0113962,0.0420707,0.0261771,0.01486,0.121848,0.10643,0,0,0,0,0,0,0,0,0,0
71,0.156542,0.113187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200946,0.0204117,0.0138054,0.0448554,0.0462443,0,0.0291482,0.0107794,0,0.0145387,0.080457,0.0152428,0.0621687,0.219557,0.013869,0.0303021,0.01314,0.00719883,0.00376011,0.0267565,0.0260338,0.0863387,0.0225688,0.0118493,0.0132284,0.0173137,0.0168419,0.0496539,0,0,0,0.0652966,0,0.0143044,0.0368553,0.0398096,0.0133865,0.030804,0.0417033,0.0441539,0.0363348,0.0147965,0.0229475,0.0259783,0.027838,0.0117933,0.0297301,0.00979428,0.00793856,0.0127508,0.0408715,0.029564,0.011893,0.121892,0.114221,0,0,0,0,0,0,0,0,0,0
72,0.155427,0.113532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212507,0.0205094,0.0141855,0.0432798,0.0457752,0,0.0289793,0.0112495,0,0.0160224,0.0922054,0.0145814,0.0642255,0.218752,0.0154043,0.0312894,0.0113382,0.00774233,0.00110449,0.0301023,0.0271889,0.0854043,0.0224639,0.0118049,0.0132716,0.0194929,0.0175282,0.0522518,0.119513,0,0,0.0605738,0,0.0129077,0.0348068,0.0398464,0.0139876,0.0352421,0.0425802,0.0429202,0.0372122,0.0156837,0.022497,0.0268807,0.0289035,0.0123018,0.0288263,0.0107593,0.00822776,0.012856,0.0378775,0.0313181,0.00960253,0.121286,0.114522,0,0,0,0,0,0,0,0,0,0
