Timestep,C7,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,LSHO,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,x74,x75,LFHD,LTHIA,T10,LWRA,RTIBP,LBHD,LKNE,LPSI,RTIB,LTHIP,RASI,LHEE,RPSI,CLAV,LFIN,STRN,LTHII,L5HD,x76,LTHI,LTIB,LWRB,LANK,LFRM,LEAR,LTIBP,LTOE,L5FT,LGTR,LTIBA,RFHD,LASI,LILC,,LTIBI,LELB
45,0.0257145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442045,0,0.0136954,0.0142684,0.024957,0.0394223,0,0,0.0509083,0.0184448,0.0241414,0.0408798,0.0445364,0.0245035,0.0396705,0.0264523,0.0120945,0.0201183,0.0246287,0.0279494,0.0239243,0.0191142,0.0214867,0.0375637,0.0197655,0.0180573,0,0,0,0,0.0262663,0.0115797,0.025342,0,0,0.0234191,0.0236111,0,0.0450933,0.01505,0.0311691,0.00815415,0.0171694,0.0142762,0,0,0,0,0,0,0,0,0,0,0.00621764,0.00961093,0.0525776,0.00954232,0,0.0333698,0,0,0,0
46,0.0259149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428525,0,0.0141134,0.0142775,0.0251122,0.0396113,0,0,0.0510798,0.0185059,0.024294,0.0410115,0.0451299,0.0245097,0.0399694,0.0265706,0.0120047,0.0200001,0.0246444,0.0280054,0.0237378,0.0192659,0.0226489,0.0377518,0.0196583,0.0181567,0,0,0,0,0.0261983,0.0110681,0.0255621,0,0,0.0236548,0.023755,0,0.0454185,0.0181949,0.0310993,0.0082484,0.0173157,0.0141769,0,0,0,0,0,0,0,0.0744327,0,0,0.00998994,0.00534097,0.0526702,0.0141657,0,0.0333824,0,0,0,0
47,0.026417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430013,0,0.0145414,0.0142082,0.0251093,0.0399249,0,0,0.0513247,0.0185697,0.0246367,0.0411849,0.0455095,0.0243616,0.0401049,0.026916,0.0117996,0.0199055,0.0245375,0.0279131,0.0237157,0.0192215,0.0237783,0.0380557,0.0196287,0.0182818,0,0,0,0,0.0261431,0.0112243,0.0256538,0,0,0.0243733,0.0237518,0,0.0455675,0.0154136,0.0311482,0.00888736,0.0175754,0.0143979,0,0,0,0,0.0185545,0,0,0.0737693,0,0,0.0181167,0.0100148,0.0521334,0.0151096,0,0.0331293,0,0,0,0
48,0.0227508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490713,0.0780995,0.0139064,0.0144228,0.0240046,0.0373672,0,0,0.0501169,0.0182616,0.023674,0.0408236,0.0441887,0.0285762,0.0386786,0.0241411,0.0108407,0.0201313,0.0235421,0.0264571,0.0249659,0.018033,0.0224533,0.0361378,0.0198272,0.0178528,0,0,0,0,0.0265886,0.010505,0.0237486,0,0.0177376,0.014475,0.0220364,0,0.0438471,0.0139974,0.0201163,0.00889113,0.0279449,0.00709412,0,0.0171532,0,0,0.0150891,0,0,0.069862,0,0,0.0273329,0.0179893,0.0547359,0.0119688,0,0.0242985,0.0135752,0,0,0
49,0.0270665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413395,0,0.0151313,0.0142106,0.0266911,0.039291,0,0,0.0509365,0.0184336,0.0242562,0.0408922,0,0.0269218,0.0396725,0.0277285,0.0108452,0.020781,0.0236862,0.0267269,0.0244945,0.0194767,0.0276667,0.037445,0.0199279,0.0181286,0,0,0,0,0.0261922,0.0112938,0.0272944,0,0.0168663,0.0210381,0.0245189,0,0.0451127,0.0174847,0.0269628,0.0110171,0.018133,0.0117386,0,0,0,0,0.0155151,0,0,0,0,0,0.0345692,0.0248368,0.0549421,0.0128037,0,0.026315,0.0154207,0,0,0
50,0.0176144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679591,0,0.0126268,0.0145099,0.0230286,0.0321064,0,0,0.0494732,0.0180838,0.0225701,0.0407388,0.0450281,0.0309044,0.0337619,0.0199268,0.00958422,0.0187515,0.0215835,0.0242617,0.0262239,0.0191134,0.0231196,0.0343175,0.0197073,0.0175308,0,0,0,0,0.0255137,0.0181536,0,0,0.0165802,0.0044448,0.0225038,0,0.0419576,0.0236462,0.0092225,0.0151764,0.0131364,0.00816692,0,0,0,0,0.0163537,0.139309,0,0,0,0,0.0336717,0.0260953,0.0537131,0.0129197,0,0.0212043,0.0123823,0,0,0
51,0.017114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110548,0.0127692,0.0147888,0.0229474,0.0325992,0,0,0.0479863,0.0178803,0.0215652,0.0415794,0.043287,0.0313311,0.0374813,0.0183222,0.0102181,0.0197033,0.0231134,0.0255516,0.0255677,0.0176976,0.0225295,0.0330263,0.0200232,0.017181,0,0,0,0,0.0264423,0.0217997,0.0222735,0,0.016399,0.00325422,0.020952,0,0.0420969,0.0286199,0.00780967,0.0142812,0.0279306,0.00713789,0,0.0155657,0,0,0.0170813,0.117893,0,0,0,0,0.0371785,0.0310729,0.0541295,0.0134836,0,0.0207188,0.0126768,0,0,0
52,0.0172417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134267,0.0146652,0.0231442,0.0324593,0,0,0.0487617,0.0180246,0.0221652,0.042021,0.0438244,0.03084,0.0377531,0.0191798,0.0102532,0.019698,0.0233357,0.0258746,0.0250603,0.0177799,0.0239994,0.0337372,0.0199496,0.0174351,0,0,0,0,0.0257337,0.0185393,0.0225353,0,0.0161901,0.00434453,0.0212193,0,0.0423733,0.0330205,0.00906109,0.0147357,0.0124772,0.00766136,0,0,0,0,0.0179077,0.142795,0,0,0,0,0.0412664,0.0361434,0.054699,0.0142308,0,0.0210345,0.0130584,0,0,0
53,0.0380993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210574,0.0137291,0.0316796,0.0450469,0,0,0.0525417,0.019248,0.0258653,0.0431128,0.0535074,0.0242455,0.0371824,0.0356071,0.00981124,0.0185754,0.0219085,0.0267383,0.0270269,0.0185109,0.0364485,0.0414688,0.0206991,0.0192437,0,0,0,0,0.0274119,0.0104402,0.0273411,0,0.0162935,0,0.0219933,0,0.0457174,0.0349937,0.0359726,0.0185329,0.0186836,0.0188488,0,0,0,0,0.0180031,0.127971,0,0.166247,0,0,0.05109,0.0464568,0.0570192,0.0155778,0,0.0288713,0.019286,0,0,0
54,0.0263023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872074,0.0146376,0.0289272,0.0368282,0,0,0.0486581,0.0179233,0.0225303,0.0342554,0.0517288,0.0304406,0.0385338,0.0263688,0.0149401,0.0226091,0.0243071,0.0288765,0.0234157,0.0204904,0.0185779,0.035382,0.0203262,0.0173979,0,0,0,0,0.0225083,0.0113291,0,0,0.0315286,0.0279309,0.02188,0,0.0465774,0.0180697,0.0256408,0.0104895,0.0172385,0.0116612,0,0,0,0,0.0259653,0,0,0,0,0,0.033299,0.0295974,0,0.0212005,0,0.0128358,0,0,0,0
55,0.0242136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109816,0.0146318,0.029135,0.0356315,0,0,0.0486104,0.0178737,0.0222147,0.0350821,0.0505505,0.0309025,0.0423007,0.0250838,0.0154945,0.0228856,0.0257647,0.0304389,0.0225797,0.0194529,0.0190104,0.0348591,0.0201459,0.0173384,0,0,0,0,0.0220351,0.0113623,0.0205621,0,0.0323521,0.0260228,0.0214182,0,0.0464656,0.0218854,0.0236845,0.00964227,0.0168561,0.00984215,0,0,0,0,0.0267297,0,0,0,0,0,0.0340984,0.0316035,0,0.0217763,0,0.0119372,0,0,0,0
56,0.0145915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107184,0.0149967,0.0275448,0.0281387,0,0,0.0474125,0.0175603,0.020789,0.0347869,0.0478117,0.0345024,0.0409063,0.017649,0.0149141,0.0218279,0.0255156,0.0298009,0.0233965,0.0183813,0.0163562,0.0321647,0.0197304,0.0167366,0,0,0,0,0.0204441,0.0185028,0.017829,0,0.0329409,0,0.0197094,0,0.0435032,0.0252152,0.00678382,0.0139055,0.0286285,0.0061279,0,0.0156738,0,0,0.0274823,0,0,0.155652,0,0,0.0331925,0.0314664,0,0.0223331,0,0.0101338,0,0,0,0
57,0.0214158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155133,0.0138139,0.0261607,0.0384067,0,0,0.0519956,0.0188706,0.024123,0.0442361,0.0483033,0.0241975,0.0410061,0.0234561,0.0117151,0.0185949,0.0251226,0.0287719,0.0219487,0.019985,0.0317548,0.0370559,0.0194202,0.0186761,0,0,0,0,0.0268264,0.00945489,0.0253052,0,0.0211596,0,0.0246909,0,0.0448694,0.049367,0.0246279,0.00774248,0.0274775,0.00904728,0,0.0175066,0,0,0.0244292,0,0,0,0,0,0.0423797,0.0430866,0.0523378,0.0206696,0,0.0312982,0,0,0,0
58,0.021292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155866,0.0138012,0.0267649,0.0383224,0,0,0.0519207,0.0188771,0.0240996,0.0439893,0.0500209,0.0239494,0.0381235,0.023334,0.0116643,0.0174628,0.023787,0.0283185,0.0216823,0.0213299,0.0328585,0.0366791,0.0193418,0.0186844,0,0,0,0,0.0268995,0.00953426,0,0,0.0206365,0,0.0253703,0,0.0449055,0.0443885,0.0251064,0.00778104,0.0273966,0.00927455,0,0.0172392,0,0,0.0240582,0,0,0,0,0,0.0417161,0.0408646,0.051814,0.020079,0,0.031459,0,0,0,0
59,0.0239936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692153,0.0144596,0.0294674,0.0353159,0,0,0.0488406,0.0180961,0.0223514,0.0353504,0.0516425,0.030272,0.0394441,0.0251649,0.0158035,0.0214258,0.0245925,0.0306109,0.0219119,0.0205044,0.0198456,0.0340114,0.0202432,0.0176469,0,0,0,0,0.0224374,0.0109606,0,0,0.0317586,0.0260404,0.0216657,0,0.0459321,0.00792232,0.0240163,0.0101646,0.0170646,0.00974543,0,0,0,0,0.0263586,0,0,0.0659982,0,0,0.0414595,0.0329011,0,0.0219195,0,0.0105328,0,0,0,0
60,0.0201102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009308,0.0144244,0.0286302,0.0332016,0,0,0.0492833,0.0182172,0.0224127,0.0366135,0.0491879,0.0315001,0.0411893,0.0227081,0.0149154,0.0213994,0.0255696,0.0307308,0.0219962,0.0193372,0.0215933,0.0338122,0.0198724,0.0176907,0,0,0,0,0.023104,0.0080186,0.0198953,0,0,0.0169613,0.0213178,0,0.0444391,0.00772184,0.0159207,0.00992556,0.0267005,0.0042652,0,0.0175845,0,0,0.030605,0,0,0.0483103,0,0,0.0444804,0.0328185,0,0.0256145,0,0.0105391,0.0126401,0,0,0
61,0.023426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874594,0.0136999,0.0138498,0.0271398,0.0378399,0,0,0.0519058,0.0189611,0.0241706,0.0433446,0.049059,0.0268122,0.0382421,0.0248055,0.0117538,0.0182555,0.0241987,0.0287886,0.0212058,0.021126,0.0323367,0.0367773,0.0194793,0.0187142,0,0,0,0,0.027584,0.010805,0,0,0.0167716,0.0142336,0.0239946,0,0.0439706,0.018254,0.0218257,0.00920395,0.0296918,0.00665874,0,0.01709,0,0,0.019547,0,0,0.0729096,0,0,0.0513736,0.042724,0.0555098,0.0169607,0,0.023471,0.015113,0,0,0
62,0.0234441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895155,0.0143477,0.0138038,0.0268606,0.037568,0,0,0.0521891,0.0190419,0.024338,0.0439321,0.047414,0.0266083,0.0409471,0.0249734,0.0122381,0.0191213,0.0254464,0.0300773,0.020703,0.0205168,0.033394,0.0369883,0.0194852,0.0188452,0,0,0,0,0.0275825,0.0109662,0.0227557,0,0.0170994,0.0142714,0.023871,0,0.0438008,0.0122817,0.0219621,0.00942032,0.0296814,0.0068744,0,0.0167843,0,0,0.0194133,0,0,0.0752695,0,0,0.0511427,0.0423514,0.0555949,0.016973,0,0.0233391,0.0154143,0,0,0
63,0.0214477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429075,0,0.00875975,0.0140066,0.0267589,0.0333196,0,0,0.0511453,0.0187727,0.0237529,0.0380539,0.044341,0.0308982,0.0408434,0.0244108,0.0154316,0.0211867,0.0250012,0.0320559,0.0215216,0.0189952,0.0233703,0.035734,0.0196498,0.0184303,0,0,0,0,0.0240256,0.00921616,0.0176878,0,0.0340191,0.0155094,0.0211121,0,0.0431123,0.0422693,0.0149343,0.0113983,0.0274533,0.00501313,0,0.0171809,0,0,0.0220137,0,0.0148394,0.059857,0,0,0.0824758,0.0618969,0,0.0297215,0,0.00917911,0.0134239,0,0,0
64,0.0233101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043958,0,0.0136667,0.0135757,0,0.0367533,0,0,0.0531197,0.0193581,0.0252955,0.04476,0.0452845,0.0263333,0.041285,0.0258511,0.0133786,0.0186056,0.0258681,0.0315946,0.019696,0.020981,0.0349434,0.0377268,0.0193408,0.0192175,0,0,0,0,0.027245,0.010424,0.0217934,0,0.0238491,0.0137684,0.0240424,0,0.0436548,0.0049799,0.0223675,0.0108511,0.0300282,0.00796015,0,0.0164527,0,0,0.0206665,0,0.0165391,0.0556635,0,0,0.0460981,0.0365512,0.0550014,0.0209754,0,0.0235899,0.0156131,0,0,0
65,0.0281461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917711,0.00738952,0.0134364,0.0258173,0.0375912,0,0,0.0535714,0.0195407,0.0259707,0.0397927,0.0413717,0.0280737,0.0416999,0.0293786,0.0171759,0.0211035,0.0262107,0.0340399,0.021142,0.0191591,0.0265232,0.0386733,0.0195054,0.0195681,0,0,0,0,0.0258953,0.0108288,0.0171548,0,0.0360085,0,0.0220958,0,0.0438297,0.0488633,0.0234343,0.0117663,0.0187527,0.0097839,0,0,0,0,0.0211281,0,0.0170299,0.0862087,0,0,0.0768003,0.0552253,0,0.0349043,0,0.0129229,0.0160436,0,0,0
66,0.0234401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461095,0,0.00973709,0.0133997,0.0232227,0.0346113,0,0,0.0536553,0.0195734,0.0257874,0.0401725,0,0.0298171,0.0418608,0.0270491,0.0189703,0.0200408,0.0270724,0.0362117,0.022892,0.0177218,0.0290285,0.0379085,0.0192871,0.0196119,0,0,0,0.06056,0.0249413,0.0230586,0.0144482,0,0.0589079,0.0171884,0.0214358,0,0.0432405,0.0559673,0.01713,0.0116259,0.054541,0.00687096,0,0.0291126,0,0,0.0400858,0,0.019373,0,0,0,0.0852348,0.062565,0,0.0527501,0,0.0107191,0.0144858,0,0.0171906,0
67,0.0255171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483399,0.0832836,0.0013615,0.0139418,0.0225452,0.0341834,0,0,0.050798,0.0188389,0.023971,0.0390807,0.0378657,0.0323195,0.038862,0.0281039,0.0189156,0.0201831,0.026092,0.0353147,0.0216076,0.0190401,0.0238788,0.035555,0.0197344,0.0184614,0,0,0,0.0567027,0.0264041,0.0110335,0.0168342,0,0.0546578,0,0.0223991,0,0.0424065,0.0602373,0.0145845,0.0130572,0.0173839,0.00862798,0,0,0,0,0.033926,0,0.0191353,0.0786779,0,0,0.0808812,0.0581736,0,0.0480671,0,0.00380799,0.0175762,0,0,0
68,0.0226711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422857,0,0.00569747,0.0164641,0.0218801,0.0296525,0,0,0.0415237,0.01623,0.0173573,0.0377474,0,0.0442174,0.0363355,0.0252025,0.0198515,0.0185983,0.0257848,0.0371341,0.0242699,0.0193069,0.0242984,0.0260789,0.02145,0.0151308,0,0,0,0.0630565,0.0294611,0.0104044,0.0206521,0,0.065367,0.0157424,0.023823,0,0.0396085,0.0576423,0.00953023,0.0148239,0.0298732,0.0113253,0,0.0169504,0,0,0.0418399,0,0.0177559,0.0550415,0,0,0.0902756,0.0664091,0,0.0576404,0,0.026426,0.0419679,0,0.00771134,0
69,0.0239342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431897,0,0.00967984,0.0178576,0.0216779,0.0294242,0,0,0.0373718,0.0151524,0.0144157,0.0357178,0.0210423,0.0476085,0.0329005,0.0257118,0.0174434,0.0197299,0.0257474,0.0337678,0.0212433,0.0198276,0.0208481,0.021991,0.0223268,0.0139247,0,0,0,0.0614087,0.0310612,0.00949003,0.0197547,0,0.0603889,0.0178258,0.0229928,0,0.0377174,0.0620735,0.0159656,0.0157125,0.0275072,0.0144056,0,0.0174452,0,0,0.0364169,0,0.0215598,0.0600018,0,0,0.0860135,0.0622888,0,0.0532894,0,0.0354412,0.0547223,0,0,0
70,0.0247861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873616,0.0127213,0.0179661,0.0220743,0.0304046,0,0,0.0372891,0.0152047,0.0142967,0.0350626,0.0223169,0.046949,0.0309016,0.0256209,0.0169219,0.0201691,0.026019,0.0331957,0.0208973,0.0203454,0.0203901,0.0218542,0.0225017,0.0138199,0,0,0,0.0632854,0.0314873,0.0105234,0.021198,0,0.060475,0.0176639,0.0233632,0,0.0364977,0.0628867,0.0153194,0.0144019,0.0288531,0.013409,0,0.0176583,0,0,0.0363912,0,0.0213174,0.0714972,0,0,0.086419,0.0622818,0,0.0532487,0,0.0356892,0.0544094,0,0,0
71,0.0230055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904084,0.013271,0.0136483,0.0218611,0.0324436,0,0,0.0517921,0.0196189,0.0239841,0.0372992,0.020771,0.0296819,0.0315657,0.0245643,0.0170652,0.0204523,0.0270476,0.0337388,0.0202315,0.0204355,0.0239965,0.0356672,0.0197875,0.0186245,0,0,0,0.064679,0.024095,0.0112401,0.0208322,0,0.0584986,0,0.0234873,0,0.0384004,0.0676335,0.0139918,0.0087077,0.0305318,0.00689956,0,0.0160197,0,0,0,0,0.0237662,0.0741589,0,0,0.0743386,0.0525649,0,0.0473848,0,0.00572671,0,0,0,0
72,0.0236905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922246,0.0189359,0.0130017,0.0240644,0.036572,0,0,0.0549252,0.0207065,0.025758,0.0452903,0.0191146,0.0212517,0.0343783,0.0241371,0.0150705,0.0191095,0.0311348,0.0344999,0.018323,0.0219141,0.037621,0.038436,0.0194474,0.0198577,0,0,0,0.03741,0.0278623,0.0116169,0.0183761,0,0.0329381,0,0.0241662,0,0.0381965,0.0250034,0.0223065,0.00584501,0.0292333,0.0109072,0,0.0168307,0,0,0,0,0.0158459,0,0,0,0.0384288,0.0265169,0.050644,0.0276432,0,0.0301303,0,0,0,0
73,0.0258564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889906,0.0194258,0.0130188,0.0247322,0.0369798,0,0,0.0546342,0.0207225,0.0256279,0.0447761,0.0192333,0.0203326,0.0330054,0.0251888,0.0148678,0.0190344,0.031664,0.0342815,0.0181795,0.0224191,0.037164,0.0385668,0.0199613,0.019634,0,0,0,0.0381376,0.0273554,0.0112551,0.0186559,0,0.0358453,0,0.0244131,0,0.0378038,0.0270457,0.0250476,0.00651697,0.0310867,0.0128119,0,0.0156496,0,0.0150581,0,0,0.0177053,0.0739715,0,0,0.0395354,0.0275526,0.0507963,0.0294166,0,0.0310847,0,0,0,0
74,0.0254652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899679,0.0193379,0.0131807,0.026245,0.036468,0,0,0.053959,0.0204808,0.0251494,0.0439661,0.0207494,0.0205586,0.0315906,0.0242265,0.0148719,0.0190427,0.0323341,0.0340585,0.0179045,0.0230879,0.0361738,0.0377646,0.0203327,0.0191623,0,0,0,0.0356581,0.0274973,0.0111727,0.0189011,0,0.0353119,0.017272,0.0246184,0,0.0374404,0.0289012,0.0241771,0.00615325,0.0306438,0.0128083,0,0.0158233,0,0.012968,0,0,0,0.0664978,0,0,0.034904,0.0230732,0.0504475,0.0271522,0,0.0313853,0,0,0,0
75,0.0247909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620986,0.0802405,0.0196505,0.0132277,0.0277586,0.0354843,0,0,0.0537532,0.02048,0.025145,0.0433836,0.0222833,0.0205134,0.0297408,0.0238682,0.0148539,0.0192767,0.0327134,0.03371,0.0179698,0.023446,0.0331854,0.0374995,0.0208047,0.0190835,0,0,0,0.0353005,0.027457,0.010653,0.019005,0,0.0355197,0.0151465,0.0245069,0,0.0362608,0.0290021,0.021343,0.00708358,0.0280143,0.0113827,0,0.0169917,0,0.0106103,0,0,0,0.0559964,0,0,0.0361241,0.0239864,0.0504636,0.0271171,0,0.0306756,0,0,0,0
76,0.0286484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055746,0.0791647,0.0194629,0.0133131,0.0287853,0.037303,0,0,0.0535747,0.0203649,0.0253899,0.0434348,0.0229734,0.0193206,0.0284742,0.0266318,0.0151698,0.0191494,0.0329248,0.0338964,0.0184752,0.0231277,0.0289115,0.037985,0.0212151,0.0189104,0,0,0,0.0412162,0.0272624,0.00965536,0.0185735,0,0.0426995,0.020661,0.0239202,0,0.0366708,0.0335175,0.0265523,0.00914793,0.0165024,0.0152908,0,0,0,0.0144471,0,0,0.0210822,0.0660636,0,0,0.0456811,0.0324565,0.0505915,0.0330631,0,0.0330355,0,0,0,0
77,0.0312187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867065,0.0182714,0.013401,0.029634,0,0,0,0.0531885,0.0202362,0.0254544,0.0432474,0.0235266,0.0186599,0.0268203,0.0277432,0.0154589,0.0188694,0.0330318,0.0338824,0.0190672,0.0230981,0.0245734,0.0379222,0.0216864,0.018772,0,0,0,0,0.0275357,0.0092011,0.0181745,0,0.0442022,0,0.0233078,0,0.0368855,0.0354127,0.028532,0.0100422,0.0180353,0.017415,0,0,0,0.0335585,0,0,0.0217693,0.0721286,0,0,0.0467415,0.0332371,0.0509556,0.0337995,0,0.0342696,0,0,0,0
78,0.0317406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862967,0.0171779,0.0136848,0.0297564,0.0389256,0,0,0.0520995,0.0197711,0.02482,0.0429788,0.0235696,0.0190047,0.0238696,0.0283407,0.0149406,0.0184945,0.0322364,0.0327558,0.0197059,0.0233426,0.0223126,0.0372653,0.0219158,0.018208,0,0,0,0,0.027317,0.00911211,0.016991,0,0.0445617,0.0244283,0.0228884,0,0.0362739,0.0350015,0.0280941,0.0115384,0.0191665,0.0179685,0,0,0,0.0705827,0,0,0.0210229,0.0708582,0,0,0.0480828,0.0344449,0.0516316,0.0337906,0,0.0327914,0,0,0,0
79,0.0311904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855752,0.0125506,0.0141495,0.0284932,0.0365896,0,0,0.0501435,0.0190874,0.0236661,0.0335165,0.0280829,0.0264899,0.0177905,0.0282168,0.0121904,0.0184927,0.0284571,0.0279189,0.0201787,0.0243578,0.0140931,0.0354316,0.0221877,0.0173153,0,0,0,0,0.0248937,0.00912784,0.0188901,0,0.0509013,0.0279801,0.0240998,0,0.0356178,0.0565593,0.0205719,0.0122487,0.0192343,0.0154119,0,0,0,0,0.0333862,0,0.0212533,0.0689325,0,0,0.086561,0.0638404,0,0.0439209,0,0.0145281,0,0,0,0
80,0.0301933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870381,0.0131803,0.0142645,0.0287079,0.0361487,0,0,0.0496738,0.0189426,0.0237381,0.0322779,0.0280297,0.0273727,0.0160135,0.0276526,0.0118274,0.0180459,0.0280154,0.0270729,0.0198909,0.0245079,0.0146652,0.0350898,0.0221173,0.0171294,0,0,0,0.0415632,0.0246154,0.00914154,0.0198815,0,0.0443074,0.0259532,0.0247322,0,0.0355181,0.065796,0.0178747,0.011482,0.0183298,0.0140376,0,0,0,0.0244939,0,0,0,0.0652441,0,0,0.0664914,0.0439122,0,0.0317212,0,0.0141416,0,0,0,0
81,0.0251771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504233,0,0.018895,0.0138625,0.030628,0.0364563,0,0,0.0515674,0.0194797,0.0251154,0.0406931,0.024455,0.0210439,0.0180474,0.0242989,0.0146192,0.01751,0.0316578,0.0308326,0.0191931,0.0241902,0.0244621,0.0361141,0.0213319,0.0178843,0,0,0,0.0403795,0.0273391,0.00831855,0.0162887,0,0.0437218,0.0159801,0.0244976,0,0.0340627,0.0340125,0.017426,0.00736084,0.0267312,0.0117943,0,0.0178924,0,0.014338,0.0377196,0,0.0237807,0.0390799,0,0,0.0520113,0.03863,0.0499069,0.0346733,0,0.0323666,0,0,0,0
82,0.0310063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086204,0.0174096,0.0144112,0.0283202,0.0374549,0,0,0.0490272,0.0187211,0.0239675,0.0310975,0.026115,0.0272841,0.0138649,0.0280657,0.0110919,0.0172836,0.0277378,0.0265495,0.0193207,0.0245577,0.0189135,0.03506,0.0222129,0.0170407,0,0,0,0.0490108,0.0248269,0.00911343,0.0212258,0,0.0529947,0.029024,0.0248794,0,0.0348783,0.0614495,0.0191783,0.0118063,0.0183266,0.0155935,0,0,0,0.0176275,0,0,0.0237703,0.0632809,0,0,0.0820224,0.0598736,0,0.0417042,0,0.0160302,0,0,0,0
83,0.0334214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080956,0.0107962,0.0144179,0.0329849,0.0390279,0,0,0.0491435,0.0186516,0.024081,0.0292674,0.025548,0.0259791,0.013183,0.0297618,0.0130655,0.0190489,0.0276002,0.0261365,0.0185453,0.0237892,0,0.0356116,0.0222202,0.017086,0,0,0,0.0489707,0.0252177,0.00937637,0.0169461,0,0.0521847,0.0334993,0.0218698,0,0.034885,0.0620802,0.0227612,0.0138372,0.020038,0.0181682,0,0,0,0.018833,0,0,0.0246665,0.0637743,0,0,0.0834261,0.0606646,0,0.0408604,0,0.0181577,0,0,0,0
84,0.0289224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532894,0.0680204,0.0199713,0.0145258,0.0278338,0.0364675,0,0,0.0489331,0.0185284,0.0236962,0.0297528,0.0261518,0.0282056,0.0125193,0.0268289,0.0101391,0.0173771,0.0277851,0.0250454,0.0188957,0.0247349,0.0226892,0.0346698,0.0218291,0.0168349,0,0,0,0.0451836,0.0242204,0.0104216,0.0222856,0,0.0481648,0.0266055,0.0243897,0,0.0325221,0.0547991,0.0159229,0.0105823,0.0160592,0.0131193,0,0,0,0.0186219,0.0321312,0,0.0212924,0.0538174,0,0,0.0867695,0.0637073,0,0.0393416,0,0.0145078,0,0,0,0
85,0.0252354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497266,0,0.013547,0.014183,0.036273,0.0375995,0,0,0.0506592,0.0189611,0.0245742,0.0391242,0.0327454,0.0207933,0.0147643,0.0239191,0.0163116,0.0187801,0.0314154,0.0300761,0.0168187,0.0238385,0,0.0356026,0.0211415,0.0172964,0,0,0,0.0481774,0.0274205,0.00784508,0.0166818,0,0.0538967,0.0192599,0.0226788,0,0.0320189,0,0.0185815,0.00719394,0.0259419,0.0124941,0,0.0183843,0,0.0185094,0,0,0.0418666,0.0351072,0,0,0.0530454,0.0401455,0.0527435,0.037467,0,0.0347907,0,0,0,0
