Timestep,C7,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,LSHO,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,x74,x75,LFHD,LTHIA,T10,LWRA,RTIBP,LBHD,LKNE,LPSI,RTIB,LTHIP,RASI,LHEE,RPSI,CLAV,LFIN,STRN,LTHII,L5HD,x76,LTHI,LTIB,LWRB,LANK,LFRM,LEAR,LTIBP,LTOE,L5FT,LGTR,LTIBA,RFHD,LASI,LILC,,LTIBI,LELB
All Timesteps RMSE,0.0294761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033157,0.0554442,0.0236813,0.0170672,0.0227859,0.0330304,0,0,0.0472052,0.0188562,0.0246531,0.0406273,0.0281653,0.029007,0.0310259,0.0261525,0.016235,0.0209071,0.026073,0.0267533,0.0324983,0.0158636,0.026765,0.0338092,0.0271669,0.0242573,0,0,0,0.0294973,0.0259891,0.0310284,0.017969,0,0.0286645,0.0175603,0.0178158,0.037546,0.0321726,0.0331978,0.0163133,0.0139445,0.0338115,0.010643,0.0350378,0.0205199,0,0.0206807,0.0254653,0.035358,0.0263988,0.0409973,0,0.0151168,0.0458485,0.0390686,0.0555534,0.0222801,0,0.0281926,0.0172637,0,0.0208923,0.0652229
0,0.0428457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421893,0.0387239,0.0943534,0.0161735,0.0150042,0.040947,0,0,0.025737,0.0195457,0.00472831,0.0487288,0.0614435,0.0582083,0.0774053,0.0161313,0.0727093,0.0537874,0.058258,0.0909692,0.0595286,0.0450745,0.122556,0.0136026,0.023214,0.0131378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0517771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502118,0.0927293,0.0768995,0.0156459,0.01045,0.0500915,0,0,0.0269248,0.0200597,0.00510479,0.0360825,0.0479486,0.0558927,0.0632182,0.0118943,0.0574659,0.050632,0.0513584,0.069533,0.0525645,0.0347359,0.0982381,0.0124339,0.0253021,0.0145271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0550611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478795,0.0879915,0.0779651,0.0153923,0.0079134,0.0498997,0,0,0.0299865,0.019555,0.00736255,0.0318534,0.0456266,0.0537902,0.0554316,0.0134416,0.0498167,0.0463145,0.0460587,0.0597786,0.0490733,0.0289531,0.100415,0.0148229,0.0257233,0.0143805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.054477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400919,0.0759352,0.0792562,0.0174096,0.0252752,0.0517727,0,0,0.0302449,0.0168936,0.00766883,0.0193112,0.077251,0.045162,0.0467661,0.0188098,0.0354366,0.0278547,0.0348235,0.0532423,0.0489309,0.0353546,0.115334,0.0145699,0.0286395,0.013877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0407691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121448,0.115544,0.0915746,0.0211034,0.0175538,0.0435401,0,0,0.0277967,0.0133124,0.00944843,0.0196152,0.0652091,0.0463419,0.0326447,0.0223499,0.0257313,0.019737,0.0306275,0.0416606,0.043484,0.0209537,0.129075,0.0139009,0.027155,0.0106875,0,0,0,0.372733,0.0627901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.023603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595443,0.122937,0.0829924,0.0195663,0.00867456,0.0305175,0,0,0.0318378,0.0143797,0.0117354,0.0212303,0.0450295,0.0467104,0.031745,0.0213315,0.021132,0.0258073,0.0284831,0.0331141,0.0415379,0.0113405,0.113123,0.0175607,0.0262757,0.0110335,0,0,0,0.292099,0.0385513,0.00829136,0.0487225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0217419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618709,0.122309,0.0584311,0.0143521,0.00900403,0.0321461,0,0,0.0475166,0.0190765,0.0216836,0.0301417,0.0418596,0.0374607,0.019384,0.0221538,0.0129635,0.0225426,0.0198471,0.0202523,0.0440772,0.0094278,0.0813814,0.0312505,0.0231499,0.0160134,0,0,0,0.114969,0.0304281,0.0117861,0.0360977,0,0.0966125,0.0149941,0.0285379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0221314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601223,0.120545,0.0512336,0.0152557,0.00519493,0.0341132,0,0,0.0443229,0.0179143,0.0194724,0.0315765,0.0343329,0.0370683,0.018788,0.0210018,0.0114452,0.0215211,0.0189162,0.0180317,0.0428563,0.00753642,0.0701813,0.0286827,0.0236523,0.0146477,0,0,0,0.106117,0.0296635,0.0098952,0.0298368,0,0,0,0.0232566,0.0273661,0.0233197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0194209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496135,0.0261928,0.0590385,0.0172567,0.00362787,0.0300929,0,0,0.0357576,0.0161849,0.0143607,0.0269004,0.0331291,0.0422005,0.0224253,0.0194741,0.0144419,0.0213102,0.0217496,0.0227766,0.0410626,0.00740841,0.080146,0.0220044,0.0250104,0.012294,0,0,0,0.0705992,0.0277515,0,0.0321852,0,0,0.0183334,0.0259947,0,0.0237132,0.0413284,0.020334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0182776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643794,0.124328,0.0534162,0.0162861,0.00237141,0.0304733,0,0,0.0398112,0.0170516,0.016947,0.0278226,0.0278626,0.0407235,0.0228158,0.0182225,0.0125599,0.0198312,0.0212867,0.0220578,0.0397026,0.00613785,0.0743572,0.0250913,0.0241322,0.0136261,0,0,0,0.0712537,0.0279276,0.0126516,0.0256064,0,0.012866,0.0140306,0.0211412,0,0.0258317,0.0382131,0.0176286,0.008577,0.0180262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.0209456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054567,0.025833,0.0474078,0.0153494,0.00359925,0.0328384,0,0,0.0426848,0.0181035,0.0188322,0.0282664,0.0211941,0.03896,0.0233915,0.0202142,0.0110531,0.0194658,0.0205306,0.0217184,0.0383357,0.00618918,0.0658958,0.0280368,0.0231196,0.0146854,0,0,0,0.0848791,0.028289,0,0.018328,0,0,0.0220069,0.015685,0,0.0307909,0.0255958,0,0.0080297,0,0.00348353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.0224316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538777,0.0256594,0.0451959,0.0151466,0.00511105,0.0342675,0,0,0.0434061,0.0183403,0.0194089,0.0288192,0.018707,0.038236,0.022786,0.0209023,0.0106344,0.01943,0.0200849,0.0219516,0.0372873,0.00575192,0.062399,0.0286154,0.0230926,0.0149608,0,0,0,0.0979152,0.0284192,0,0.014606,0,0,0.0253374,0.0127961,0,0.0325225,0.0197002,0.00424273,0.00725283,0,0.00907048,0.0342061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0321434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480778,0.113073,0.0470224,0.0150525,0.00659376,0.0396476,0,0,0.044011,0.0184647,0.0203427,0.0278857,0.0166189,0.0396833,0.0226006,0.0288275,0.0124747,0.0208257,0.0200566,0.0229356,0.0371683,0.00560013,0.0659234,0.0308596,0.0232886,0.0150486,0,0,0,0.0729353,0.0305459,0,0.013649,0,0,0,0.0121848,0,0.0337854,0.0325201,0,0.0141797,0.0573638,0,0,0.0622298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.0290001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527629,0.114387,0.055478,0.0164759,0.00681218,0.0364108,0,0,0.0391898,0.0170423,0.0169651,0.0279451,0.025687,0.0419307,0.0191414,0.0264706,0.0165357,0.0201529,0.0197715,0.0256242,0.0383154,0.0081871,0.0813525,0.0257809,0.0242162,0.0131965,0,0,0,0.176794,0.030355,0,0.0208412,0,0,0,0.0169736,0,0.0212698,0.273349,0,0.0125299,0,0.0107158,0,0.0274873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0239688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566295,0.0217157,0.0564719,0.0176301,0.00796888,0.0312886,0,0,0.0351898,0.0160364,0.0142918,0.0287089,0.0281893,0.0425054,0.0188537,0.0228923,0.0169135,0.0198362,0.0197414,0.0255872,0.0379308,0.00924355,0.083405,0.0218996,0.025187,0.0119335,0,0,0,0.0470604,0.0266132,0,0.0226351,0,0,0.0216213,0.0183992,0,0.0176092,0.0659841,0.0237461,0.0105178,0,0,0,0,0,0.0463977,0.0372425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.024672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060498,0.0185199,0.0569506,0.0178342,0.00873601,0.0309053,0,0,0.0350461,0.0158714,0.0141977,0.0282418,0.0280893,0.0437704,0.020001,0.0235482,0.0175563,0.0199564,0.0200472,0.0261558,0.0375514,0.00951489,0.0834876,0.0218597,0.0253214,0.0118066,0,0,0,0.0485812,0.0262523,0,0.0238295,0,0,0,0.0195411,0,0.016793,0.0689016,0,0.0113029,0,0.00980237,0,0,0,0.055853,0,0.129441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.0243131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586048,0.0183943,0.0545997,0.0177592,0.00900013,0.030718,0,0,0.0356819,0.0159521,0.0144711,0.0284106,0.0246352,0.0438026,0.0209126,0.0232683,0.0170857,0.0201006,0.0200039,0.0254157,0.0370283,0.0106703,0.0797003,0.0222311,0.025353,0.012258,0,0,0,0.0474145,0.0257481,0,0.0231825,0,0,0.0199564,0.0192127,0,0.0191687,0.0743487,0.0245514,0.0110968,0,0.0094538,0,0,0,0,0,0.125643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.0256276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058529,0.0292636,0.0520829,0.0173598,0.00938961,0.0320099,0,0,0.0366938,0.0161621,0.015508,0.0285478,0.0194992,0.0436301,0.0211016,0.0242892,0.0168691,0.0200875,0.0198463,0.024943,0.0366713,0.0089709,0.0756298,0.0235996,0.0253962,0.0127787,0,0,0,0.053112,0.0265318,0,0.0217759,0,0,0.0174622,0.0188478,0,0.0198958,0.0910966,0.0239773,0.011718,0,0.00926915,0,0.0375067,0,0,0.0328184,0.05755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.0254988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583555,0.0289857,0.0477684,0.0165947,0.00909239,0.032858,0,0,0.0385758,0.0168086,0.0170975,0.0298237,0.0153105,0.0423739,0.0209823,0.0242445,0.0152884,0.0195949,0.0193424,0.0236596,0.0364215,0.00781386,0.0691423,0.025623,0.0248264,0.0135909,0,0,0,0,0.0264821,0,0.0173811,0,0,0.016855,0.0173186,0.022205,0.0209723,0.106636,0.0226264,0.0114203,0,0.00777244,0,0.037369,0,0,0.0290662,0.0560937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.0257209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610994,0.0317418,0.0508029,0.0176008,0.0102183,0.0316873,0,0,0.036559,0.015763,0.0159115,0.0269858,0.0148293,0.0446193,0.0234137,0.0239359,0.0182743,0.019777,0.0209266,0.0278068,0.0354614,0.00840666,0.072689,0.0235178,0.0254592,0.0128028,0,0,0,0,0.024851,0,0.0168074,0,0,0.021963,0.0189983,0,0.0217597,0.126585,0.0244025,0.0111394,0,0.0091452,0,0.0391697,0,0,0,0.0592958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0260066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648754,0.0351939,0.0563382,0.0194623,0.00995538,0.0296152,0,0,0.0303847,0.0145199,0.0121126,0.0258379,0,0.0475752,0.0247371,0.0239418,0.0210756,0.0190139,0.0218971,0.0322538,0.0354098,0.0092064,0.0804736,0.0180504,0.0258485,0.0117122,0,0,0,0,0.024083,0,0.0234353,0,0.0692712,0,0.0223208,0,0.0159893,0.149555,0.0347432,0.0127196,0,0.0132956,0,0.0415299,0,0,0,0.0630661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0222057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579147,0.0159103,0.0572613,0.019786,0.0107331,0.0260621,0,0,0.0287688,0.0142458,0.0113067,0.0255804,0.0183839,0.0478532,0.02528,0.0208403,0.0215145,0.0190347,0.0223508,0.0329307,0.0352229,0.00917457,0.0808604,0.0163321,0.0255113,0.0114969,0,0,0,0,0.0216089,0,0.0235792,0,0.0639149,0.0288439,0.0212493,0,0.0142482,0.159652,0.0388578,0.00991461,0,0.0105257,0,0,0,0,0,0.102055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.0211337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650564,0.0386147,0.0551187,0.0190745,0.0119381,0.0232795,0,0,0.0307468,0.0144511,0.0126822,0.0246272,0.0181179,0.0485869,0.0263097,0.0202272,0.0212046,0.0193151,0.0229074,0.0324737,0.0343251,0.00960104,0.0769332,0.018527,0.0251677,0.0120617,0,0,0,0,0.0193453,0,0.0209235,0,0.0587131,0.0246885,0.019496,0,0.0158254,0.165428,0.0387047,0.0111766,0.0477821,0.00881292,0,0,0,0,0,0.0651882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0199216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649862,0.0386008,0.0507422,0.0176716,0.0124737,0.0237363,0,0,0.0339096,0.0155114,0.0147804,0.0246153,0.0138812,0.0471849,0.0262766,0.0197642,0.0198047,0.0193392,0.0221311,0.0305308,0.0340824,0.00936796,0.07006,0.0219369,0.0240028,0.012864,0,0,0,0,0.019233,0,0.0167679,0,0.0703766,0.0224937,0.0169344,0.0233896,0.0193358,0.157008,0.0342366,0.0108881,0.043558,0.00595847,0,0,0,0,0,0.0628277,0.164803,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0195887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683389,0.0407624,0.0443304,0.0175398,0.01518,0.0239502,0,0,0.0349555,0.0154455,0.0154594,0.0243074,0,0.0461001,0.0242672,0.0195213,0.0194963,0.0196759,0.0218799,0.0285953,0.0338197,0.0111025,0.0613286,0.0226642,0.0238837,0.0128987,0,0,0,0,0.0195469,0,0,0,0.0600617,0.0149847,0.0151316,0.0234087,0.0230622,0.173745,0.0257771,0.0107633,0.0460098,0.00474066,0,0,0,0,0,0.0659877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.020806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729818,0.0401315,0.0420108,0.0168801,0.0143351,0.0245365,0,0,0.0370794,0.0159262,0.0168215,0.0258123,0.01373,0.0450069,0.0260547,0.0211879,0.0183201,0.0209368,0.0213857,0.0272555,0.0338906,0.00893056,0.0567629,0.0251146,0.0236391,0.0136724,0,0,0,0,0.0196278,0,0.0120798,0,0.0601332,0,0.0127038,0.0303122,0.0245117,0.178047,0.0219149,0.0126727,0.0499119,0.00574123,0,0,0,0,0,0.0650777,0.157344,0.0603177,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0192353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633487,0.0187787,0.0365421,0.0164103,0.016243,0.0284974,0,0,0.0393534,0.0162796,0.0180585,0.026896,0,0.0419922,0.0298443,0.0192145,0.016713,0.0224072,0.0223899,0.0262103,0.0322743,0.00924699,0.0461078,0.0265574,0.0231562,0.0140583,0,0,0,0,0.0221029,0,0.00749952,0,0,0.0171719,0.0110133,0.0231464,0.0318464,0.179721,0.00987656,0.00742137,0,0,0,0,0,0,0,0.0925013,0,0.0383937,0,0,0,0,0,0,0,0,0,0,0,0
27,0.0246878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636882,0.0373378,0.0412904,0.0173974,0.0146409,0.0302563,0,0,0.0362684,0.0155122,0.0160872,0.0267825,0,0.044603,0.0279554,0.0231719,0.0190746,0.022725,0.0213539,0.0280711,0.0344195,0.00716,0.0530013,0.0246066,0.0239214,0.0132412,0,0,0,0,0.0245674,0,0.0108041,0,0.0492218,0.0193928,0.0121656,0,0.0258528,0.174205,0.0158099,0.0108785,0,0,0,0.0384842,0,0,0,0.0599774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.0247343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629145,0.0374551,0.0340385,0.0158681,0.0162088,0.0326258,0,0,0.0425423,0.0169195,0.0199344,0.0279992,0.0151424,0.0407159,0.0302754,0.0236111,0.0165528,0.0221167,0.0217687,0.0267887,0.0324434,0.0090796,0.0415147,0.0300391,0.0225778,0.0148902,0,0,0,0,0.023945,0,0.00595106,0,0.0818806,0.0241981,0.0106502,0.0338162,0.03208,0.183232,0.0132282,0.0095702,0,0,0,0.0388218,0,0,0,0.0592907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.0249417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636456,0.0369288,0.0263929,0.0158189,0.0171546,0.0326639,0,0,0.0429322,0.0169745,0.0202234,0.0288792,0.0200313,0.0391649,0.0264716,0.0243031,0.0149394,0.0213837,0.0204353,0.0244049,0.0328794,0.011138,0.0311457,0.0304582,0.0224165,0.0150716,0,0,0,0,0.0243265,0,0,0,0,0.0196859,0.00905196,0,0.0339104,0,0.00582187,0.0109117,0,0.00588968,0,0.038581,0,0,0,0.05835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.02193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594901,0.0143367,0.0219766,0.0142992,0.018094,0.035066,0,0,0.0495042,0.0186297,0.0240599,0.0320671,0.021467,0.0333724,0.0325495,0.0232554,0.0127325,0.0198654,0.0224177,0.0250515,0.0295872,0.012418,0.0232265,0.0353086,0.0205916,0.0173062,0,0,0,0,0.0247978,0,0.00886252,0,0,0.0193298,0.0121731,0.0382562,0.0382304,0.165333,0.0140425,0.00799336,0,0.00722641,0,0,0,0,0,0.0998994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.02572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624246,0.0394533,0.0152837,0.0140742,0.0215168,0.0383515,0,0,0.0508817,0.0188725,0.0250703,0.0318846,0.0289845,0.0310573,0.032289,0.0258698,0.0131239,0.0192323,0.0236239,0.0258379,0.0273279,0.0169794,0.0122603,0.0373495,0.0206746,0.0179326,0,0,0,0,0.025514,0,0,0,0,0.0240521,0.0167119,0,0.044453,0.100544,0.0244618,0.00783168,0,0.0118353,0,0.0372544,0,0,0,0.0581376,0,0,0,0.0280288,0.0928733,0,0,0,0,0,0,0,0,0
32,0.0209169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532567,0.0108387,0.0191588,0.0143486,0.0210933,0.0359639,0,0,0.0497869,0.018616,0.023941,0.0327196,0.0271028,0.0317675,0.0357399,0.0222979,0.0135204,0.0194392,0.024508,0.0268683,0.0270201,0.0153651,0.0157577,0.0355248,0.0204984,0.0175799,0,0,0,0,0.0254005,0,0.0134178,0,0,0.018234,0.0155333,0,0.0430611,0.0755296,0.0179743,0.00715996,0,0.0092304,0,0,0,0,0,0.0871024,0,0,0,0.0283671,0,0,0,0,0,0,0,0,0,0
33,0.0207998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663302,0.040491,0.0197392,0.01471,0.020598,0.0319552,0,0,0.0484214,0.0180862,0.0231588,0.0319854,0.0277274,0.0340491,0.0342778,0.0231757,0.013211,0.0209511,0.0231306,0.0257073,0.0286472,0.0140206,0.0157214,0.0346774,0.0209714,0.0170851,0,0,0,0,0.0225763,0,0.0119731,0,0,0,0.014225,0,0.0394375,0.0874935,0.0108816,0.0125524,0.041538,0.00578183,0,0,0,0,0,0.0593013,0,0.0631509,0,0,0.0814249,0.0760474,0,0,0,0,0,0,0,0
34,0.0200342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655758,0.0432969,0.0184308,0.0141335,0.0217667,0.0339593,0,0,0.0506422,0.0186751,0.0244015,0.0314335,0.0298199,0.033523,0.0360535,0.022887,0.0139996,0.0203592,0.0247656,0.0272038,0.0271017,0.0152087,0.0148696,0.036287,0.0202591,0.0179675,0,0,0,0,0.0242738,0,0.0129841,0,0,0.0140111,0.0153624,0,0.0425123,0.0574246,0.0125014,0.0108361,0.0388579,0.00625395,0,0,0,0,0,0.0682009,0,0,0,0.0250663,0.0739131,0,0,0,0,0,0,0,0,0
35,0.0206078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714631,0.0421267,0.0172293,0.0140389,0.0220234,0.0337463,0,0,0.0511076,0.0187135,0.0247369,0.0315289,0.0312193,0.0330798,0.0362049,0.0239117,0.0139627,0.0208019,0.0249589,0.0272356,0.0271916,0.015319,0.0134082,0.0370002,0.0202597,0.0182521,0,0,0,0,0.0238732,0,0.013765,0,0,0.0148501,0.0155741,0,0.0419733,0.0516797,0.0127624,0.0124871,0.045508,0.00680352,0,0,0,0,0,0.0707627,0,0.06884,0,0.0242072,0.0766299,0,0,0,0,0,0,0,0,0
36,0.0204505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704829,0.0471156,0.0115332,0.0140738,0.0193693,0.035654,0,0,0.0506812,0.0186193,0.0243742,0.0396877,0.0317585,0.0276587,0.0338797,0.0228111,0.011529,0.0189813,0.0229525,0.0246349,0.0278338,0.0151992,0.00999544,0.0363799,0.0200983,0.0180864,0,0,0,0,0.0267061,0,0.0193797,0,0,0,0.0184303,0,0.0395804,0.0595496,0.0143587,0.0105472,0.0362663,0.00706433,0,0,0,0,0,0.0706622,0,0,0,0,0.0261495,0.0268673,0.0494371,0,0,0,0,0,0,0
37,0.0188127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171111,0.0151035,0.0224335,0.0275365,0,0,0.0466895,0.017481,0.0216282,0.0312216,0.0338525,0.0344227,0.0352776,0.0210858,0.0140026,0.022415,0.024057,0.0267475,0.0282159,0.0145071,0.012847,0.0327166,0.0206458,0.0165681,0,0,0,0,0.0199981,0,0.0139005,0,0,0.0144032,0.0148131,0,0.0396307,0.052692,0.00851596,0.0134979,0.0261203,0.00965681,0,0,0,0,0,0.0601056,0,0,0,0,0.0648603,0.0579363,0,0,0,0,0,0,0,0
38,0.0170105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136817,0.0151592,0.0219537,0.0265038,0,0,0.046234,0.0174982,0.0210461,0.0305544,0.0345939,0.0378053,0.0299932,0.0173467,0.013309,0.0202771,0.0227378,0.0249367,0.0293798,0.015693,0.0113236,0.031237,0.0205805,0.0165588,0,0,0,0,0.0216523,0.0760381,0,0,0,0.00745519,0.0143803,0,0.0360281,0.0467598,0.00867304,0.0169959,0.0710267,0.00968499,0,0,0,0,0,0.0131934,0,0,0,0,0.0590119,0.0533384,0,0,0,0,0,0,0,0
39,0.0194912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047493,0,0.016354,0.0151117,0.0228732,0.0313038,0,0,0.0468866,0.0175003,0.0215951,0.0317588,0.0359402,0.0338956,0.035108,0.0212851,0.014568,0.0229076,0.0235826,0.026897,0.02861,0.0143365,0.0129014,0.0324352,0.020482,0.0165881,0,0,0,0,0.0218286,0,0.0136176,0,0,0,0.0145993,0,0.0389871,0.0448607,0.00962121,0.00874691,0.00682542,0.00526981,0,0,0,0,0,0,0,0,0,0,0.0474499,0.0474608,0,0,0,0,0,0,0,0
40,0.0217775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489018,0,0.010964,0.014444,0.0226699,0.0364815,0,0,0.0498026,0.0182444,0.0234848,0.039974,0.0415111,0.0255179,0.0327444,0.023374,0.0109248,0.0191577,0.0224632,0.0253005,0.026663,0.018866,0.0169904,0.0356009,0.0199559,0.0175813,0,0,0,0,0.0259672,0,0,0,0,0,0.0231679,0,0.0415826,0.0177997,0.0235015,0.00711792,0.00883686,0.0103654,0,0,0,0,0,0,0.0112409,0,0,0,0.0124926,0.0175258,0.0490725,0.093345,0,0,0,0,0,0
41,0.023315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513851,0.0906779,0.0116788,0.014333,0.0236506,0.037859,0,0,0.0502082,0.0183819,0.0238705,0.0403887,0.04335,0.0246975,0.0340547,0.0246683,0.0115107,0.0191124,0.0230989,0.0263192,0.0256765,0.0197502,0.0189,0.0364385,0.0199206,0.0177939,0,0,0,0,0.0263275,0.0145091,0,0,0,0.0187424,0.0243919,0,0.0429125,0.0320197,0.0272015,0.00717864,0.0182347,0.0122026,0,0,0,0,0,0,0,0.0918224,0,0,0.0125597,0.021357,0.0507545,0.079706,0,0,0,0,0,0
42,0.0236666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504964,0.0888593,0.0127943,0.0143467,0.0238057,0.0382218,0,0,0.0503203,0.0183772,0.0238062,0.0412264,0.0418294,0.0246976,0.0387322,0.0248986,0.01211,0.0198483,0.0244111,0.0277841,0.0246459,0.018322,0.0188629,0.0366262,0.0199268,0.0178523,0,0,0,0,0.0264587,0.0114962,0.0245769,0,0,0,0.0228542,0,0.0433663,0.0266211,0.0278472,0.00709318,0.0150503,0.012327,0,0,0,0,0,0,0,0.0906002,0,0,0.0106633,0.018714,0.0515449,0.0734427,0,0,0,0,0,0
43,0.0243637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433334,0,0.0132567,0.0143389,0.0241926,0.0385811,0,0,0.0503867,0.0183642,0.0238517,0.0412115,0.0426703,0.0245983,0.0390558,0.0255017,0.0120617,0.0199913,0.0244862,0.0278041,0.0244388,0.0185993,0.0196337,0.0368824,0.0199121,0.0178765,0,0,0,0,0.0266043,0.0109537,0.0247973,0,0,0.0208369,0.0231006,0,0.0438467,0.0192424,0.0288612,0.00759976,0.0169375,0.0130346,0,0,0,0,0,0,0,0.0772125,0,0,0.0061265,0.0153408,0.0511097,0,0,0,0,0,0,0
44,0.0250533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429924,0,0.0135185,0.0142793,0.0245225,0.0390518,0,0,0.050667,0.0184098,0.0240428,0.0411946,0.0435586,0.0245645,0.0393326,0.0259919,0.0120495,0.0200089,0.0245648,0.0278689,0.0241713,0.0188446,0.020643,0.0372658,0.0198329,0.0179266,0,0,0,0,0.0265675,0.0112994,0.0251133,0,0,0.0219387,0.0233739,0,0.0444036,0.015179,0.0298219,0.00789084,0.0175535,0.0134989,0,0,0,0,0,0,0,0.0761213,0,0,0.00444509,0.0122277,0.0514823,0,0,0,0,0,0,0
