Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LHEE,x77,LBHD,RFRM
1093,0,0.0164823,0.0144524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412683,0.0252421,0.0201812,0.00891398,0,0.0293804,0,0.0195262,0.0181399,0.0610987,0.00755661,0.0194899,0.00548445,0.0125118,0.017036,0.0168153,0.0131959,0.0163957,0.0256833,0.0156608,0.0197669,0.02784,0.0443821,0.0217167,0,0.0163178,0.0117807,0.0148218,0.0308694,0.0158157,0.012769,0,0,0.100997,0,0.017106,0.0493311,0.0494589,0.0202795,0.0119061,0.0104653,0.0357566,0.0666305,0.03133,0.00689922,0,0,0.0438281,0.019127,0.0325338,0.00739615,0.065986,0.00870459,0.0275212,0.0125697,0.00918989,0,0,0,0.0149684,0,0,0.0491128
1094,0,0.0164378,0.0147129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382194,0.0197379,0.0184522,0.00954297,0,0.031854,0,0.0253721,0.0203565,0.0611147,0.00801571,0.0178745,0.00554791,0.0124374,0.0169512,0.0162814,0.0127257,0.0169165,0.0243271,0.0148859,0.0189173,0.0280239,0.0408154,0.0218187,0.0136168,0.0123441,0.0104519,0.0147386,0.0307326,0.0164418,0.0129497,0,0,0.100944,0,0.0168937,0.0495054,0.0499085,0.0202957,0.0117842,0.0108114,0.03588,0.0665457,0.0318025,0.006789,0,0,0.04384,0.0194807,0.0334546,0.00776548,0.0661786,0.00878805,0.0274598,0.0128641,0.00924926,0,0,0,0.0130336,0,0,0.0490751
1095,0,0.0162103,0.0148293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336657,0.019705,0.0161501,0.0100931,0,0.0319737,0,0.0253959,0.0207149,0.0610527,0.0085806,0.0160368,0.0059591,0.0128468,0.0164057,0.0153002,0.0123747,0.0173705,0.0226698,0.0138782,0.0178115,0.0281664,0.0357232,0.0218679,0.0135663,0.0123666,0.00937796,0.0148761,0.030649,0.0171918,0.0128382,0,0,0.100721,0,0.0170078,0.049616,0.050778,0.0202192,0.0115388,0.0111862,0.0359234,0.0664374,0.0322561,0.00632516,0,0,0.0438238,0.0198514,0.0344065,0.00900712,0.0660811,0.00881274,0.0275148,0.0129616,0.00918834,0,0,0,0.0109638,0,0,0.0490527
1096,0,0.0161776,0.0149447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277826,0.0196696,0.0134755,0.0103496,0,0.031778,0,0.0254475,0.0206171,0.0610358,0.00900546,0.0143226,0.00608668,0.0131057,0.0154688,0.0138816,0.0122126,0.0176774,0.0208898,0.0126752,0.0164759,0.0281796,0.029396,0.0218139,0.0135211,0.0124062,0.00837081,0.0148418,0.0305404,0.0175664,0.0128118,0,0,0.10072,0,0.0170076,0.0498205,0.0517193,0.0201704,0.0120986,0.0109178,0.0360195,0.0663596,0.0328181,0.00648705,0,0,0.0438212,0.0202358,0.0352979,0.0095923,0.0660212,0.00891322,0.0274565,0.013097,0.00921445,0,0,0,0.009149,0,0,0.049144
1097,0,0.0159531,0.015069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204398,0.0197718,0.0105689,0.0106568,0,0.0322912,0,0.0254192,0.020809,0.0607328,0.00973535,0.0125148,0.00639023,0.0130466,0.0140413,0.0119584,0.0123857,0.01825,0.0186846,0.0111178,0.0145036,0.0282495,0.0216514,0.0221832,0.0134916,0.012662,0.00767496,0.0147807,0.030466,0.0181815,0.0127992,0,0,0.100648,0,0.0168201,0.0499465,0.0527098,0.0200425,0.0122835,0.0109195,0.0358996,0.0663029,0.0332439,0.00626418,0,0,0.0438181,0.0205698,0.0361478,0.0111928,0.0660707,0.00920065,0.0275007,0.0131996,0.00933418,0,0,0,0.0080047,0,0,0.0490472
1098,0,0.0158464,0.0151994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135013,0.0198939,0.00777598,0.0109122,0,0.0324998,0,0.0253566,0.020796,0.0603473,0.0104733,0.011066,0.00651257,0.0130239,0.0123504,0.00978432,0.0130784,0.0191973,0.0163367,0.00912117,0.0124131,0.0282016,0.0137628,0.0223976,0.0134791,0.0128938,0.00703259,0.0148088,0.0304115,0.0185685,0.0128988,0,0,0.100491,0,0.0167652,0.050171,0.0531917,0.0199088,0.0126417,0.0105607,0.0358024,0.0662063,0.03358,0.00623545,0,0,0.0437775,0.0206985,0.0370202,0.0127349,0.0660661,0.00932411,0.0275775,0.0133508,0.00963781,0,0,0,0.00802756,0,0,0.0488668
1099,0,0.0158399,0.0153744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864124,0.0197806,0.00547762,0.0112256,0,0.0321572,0,0.0254416,0.0209109,0.0599639,0.0112983,0.00994091,0.00647804,0.0130031,0.0106064,0.00765626,0.0143043,0.0206074,0.0138347,0.0067407,0.013387,0.0279967,0.00776909,0.0222213,0.0134668,0.0129068,0.00674115,0.0149519,0.0303783,0.018873,0.0129515,0,0,0.10055,0,0.0169796,0.0504794,0.0532793,0.0198291,0.0129323,0.0098819,0.035718,0.0661412,0.0339808,0.00632645,0,0,0.0437009,0.0209596,0.0379415,0.0140567,0.0660006,0.00922936,0.0275258,0.0135548,0.00978536,0,0,0,0.00919487,0,0,0.0489506
1100,0,0.0159813,0.0153644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744144,0.0197046,0.00432633,0.011635,0,0.0315338,0,0.0254234,0.0206965,0.0595499,0.0120679,0.00873948,0.00659885,0.0131979,0.0092378,0.00606056,0.0157794,0.0223794,0.0112538,0.00452628,0,0.0282647,0.00644622,0.0219092,0.0134467,0.0129377,0.00625608,0.0152196,0.0303849,0.0191466,0.0134557,0,0,0.0994033,0,0.0168844,0.050965,0.0539045,0.0196738,0.0133388,0.00941612,0.035949,0.066085,0.0343866,0.0065013,0,0,0.0435269,0.0212511,0.0389463,0.0154023,0.0653923,0.00998442,0.0279994,0.0134062,0.0100919,0,0,0,0.0083408,0,0,0.0483985
1101,0,0.0157473,0.0155861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961481,0.019835,0.00466153,0.0120598,0,0.0320601,0,0.0253819,0.0212151,0.05911,0.0130289,0.00755697,0.00694768,0.0130189,0.00825687,0.00524133,0.0175088,0.0242021,0.00890582,0.00294577,0,0.0287638,0.0102035,0.0222939,0.0134528,0.0131311,0.00708468,0.0150559,0.0302514,0.0194998,0.0130099,0,0,0.100451,0,0.0169977,0.0513544,0.0542975,0.0195116,0.013548,0.00905131,0.035501,0.0660934,0.0346204,0.00637668,0,0,0.043274,0.021424,0.0394624,0.0167394,0.0658172,0.00925902,0.0274949,0.0137155,0.00982665,0,0,0,0.00845584,0,0,0.0489776
1102,0,0.0155631,0.0156349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117189,0.0197764,0.00532529,0.0122763,0,0.0315377,0,0.02545,0.0209454,0.0586179,0.0132352,0.00624872,0.00644743,0.0126359,0.00799897,0.00567894,0.0189141,0.0250845,0.00682717,0.00258949,0,0.0295144,0.0125881,0.0219175,0.013475,0.0131748,0.0151236,0.0149706,0.00538279,0.0190592,0.0126904,0,0,0.100425,0,0.0169171,0.0526462,0.0159728,0.0206786,0.0122549,0.00733789,0.0353123,0.0718932,0.033628,0.00660855,0,0,0.0466363,0.00398243,0.00604463,0.0189995,0.0657623,0.00924696,0.0274961,0.0139109,0.00940208,0,0,0,0.00867716,0,0,0.0489227
1103,0,0.0154734,0.0156574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146533,0.0196795,0.00612383,0.0127427,0,0.0313982,0,0.0255113,0.0209262,0.0584486,0.0140461,0.00474849,0.00678473,0.0126144,0.00866196,0.00640152,0.0200445,0.0262437,0.00474721,0.0037077,0,0.0301537,0.0162225,0.0218543,0.0134958,0.0131434,0.0154665,0.0151012,0.00533034,0.0192227,0.0126118,0,0,0.10036,0,0.0170816,0.0530036,0.0161958,0.0204531,0.012474,0.00699494,0.0351816,0.0719539,0.0337446,0.00667644,0,0,0.0464271,0.00360684,0.00587174,0.019615,0.0656764,0.00906936,0.0275414,0.0141426,0.00941787,0,0,0,0.00774496,0,0,0.0489061
1104,0,0.015493,0.0156662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169708,0.0196117,0.00721603,0.0130927,0,0.0310389,0,0.025583,0.0208586,0.058423,0.0147243,0.00441206,0.00719137,0.0126185,0.00992432,0.0075144,0.0208335,0.0271422,0.00379383,0.00489492,0,0.030444,0.0191408,0.0217803,0.0135028,0.0132209,0.0154526,0.0150315,0.00510753,0.0194318,0.0125429,0,0,0.100268,0,0.0170631,0.0533592,0.0160123,0.0203821,0.0126269,0.00693883,0.035041,0.0720737,0.0340041,0.00671698,0,0,0.0460816,0.00359768,0.00549716,0.0196627,0.0656516,0.00895027,0.0275316,0.0144038,0.00938551,0,0,0,0.00756327,0,0,0.0489273
1105,0,0.0155445,0.0155938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187899,0.0195865,0.00917747,0.0133228,0,0.0306353,0,0.0256022,0.0207435,0.058357,0.0152408,0.00634819,0.0075433,0.0126629,0.0113069,0.00850886,0.0210074,0.0276075,0.0049301,0.00588063,0,0.0303461,0.0212173,0.0216091,0.0134992,0.0133306,0.0154554,0.0149092,0.00499521,0.019707,0.0125437,0,0,0.100326,0,0.016947,0.0537679,0.0161477,0.0201585,0.012805,0.00718534,0.0349154,0.0720793,0.0342213,0.00672214,0,0,0.045653,0.00405599,0.00563544,0.0197442,0.0656455,0.00897069,0.0275025,0.0145801,0.00930021,0,0,0,0.0095956,0,0,0.04898
1106,0,0.0155627,0.0154699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204572,0.0195802,0.0114107,0.0135034,0,0.0301675,0,0.0255759,0.0205816,0.058205,0.0155296,0.00781162,0.00764397,0.0126977,0.0123006,0.0088638,0.0206963,0.0277354,0.00628271,0.00620393,0,0.0299277,0.0223451,0.0213469,0.0135342,0.013455,0.0154642,0.0148136,0.00494561,0.0199669,0.012612,0,0,0.100362,0,0.0168305,0.0541979,0.0163841,0.0198614,0.0130012,0.00763467,0.0348599,0.0722738,0.0344094,0.00683486,0,0,0.0451022,0.00454137,0.00657458,0.0199012,0.0655609,0.0089327,0.0275226,0.0146376,0.0091552,0,0,0,0.0133733,0,0,0.0489583
1107,0,0.0155192,0.0153588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222781,0.019588,0.0130618,0.0136489,0,0.0296334,0,0.0256203,0.0203539,0.0579773,0.0156174,0.00740653,0.00749405,0.0126733,0.0127688,0.00825473,0.020016,0.0276294,0.00631743,0.00571096,0,0.0296371,0.0229431,0.0210079,0.01352,0.0134397,0.015299,0.0149889,0.00461888,0.0201771,0.0125647,0,0,0.10035,0,0.0170133,0.0546323,0.0168829,0.0195264,0.0131323,0.00810472,0.0347908,0.0725393,0.0346817,0.00688663,0,0,0.0443789,0.00500625,0.00693604,0.0198572,0.0655003,0.00882775,0.0276299,0.0146709,0.00895696,0,0,0,0.0173189,0,0,0.0489101
1108,0,0.0155003,0.015252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237925,0.0196448,0.0133632,0.0136537,0,0.0289746,0,0.0257161,0.0200907,0.0577551,0.015533,0.00591214,0.00718535,0.0126897,0.0129308,0.00694431,0.0189837,0.02727,0.00546742,0.00467926,0,0.0296398,0.0232418,0.0206192,0.0135591,0.0134933,0.0151405,0.0149506,0.00442696,0.0203724,0.0124346,0,0,0.100245,0,0.0169779,0.0549278,0.0178957,0.0191222,0.0132465,0.00868456,0.0348219,0.0728553,0.0347414,0.00683455,0,0,0.0436528,0.00515019,0.00705431,0.0199032,0.0654839,0.00877562,0.0276716,0.0146506,0.00877531,0,0,0,0.019304,0,0,0.0489059
1109,0,0.0151777,0.0149326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242272,0.0247484,0.0124868,0.013445,0,0.0264592,0,0.0200086,0.0183509,0.0576414,0.0153439,0.00450121,0.00689749,0.012396,0.0130145,0.00539962,0.0176122,0.0265656,0.00498199,0.00369445,0,0.0299065,0.0238133,0.020451,0,0.0171817,0.0150367,0.0148365,0.00469104,0.0204799,0.0122132,0,0,0.10012,0,0.0169641,0.055034,0.0191314,0.0185972,0.0133327,0.00960509,0.0348258,0.0731421,0.034719,0.00664641,0,0,0.0427154,0.00551345,0.00735379,0.0201571,0.0654123,0.00880458,0.0277034,0.0144684,0.00842742,0,0,0,0.0185183,0,0,0.0489566
1110,0,0.0155029,0.0149305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259377,0.0197358,0.0111953,0.0130032,0,0.0272775,0,0.0258263,0.0193732,0.0578092,0.0148127,0.00309031,0.00667138,0.0126738,0.0124972,0.00349508,0.0170138,0.0261537,0.0060364,0.00322732,0,0.0296613,0.0265766,0.0195258,0.0136656,0.0135716,0.0145507,0.0148518,0.00540275,0.0202939,0.0123971,0,0,0.100193,0,0.0169197,0.054961,0.020568,0.0181857,0.0133284,0.0100818,0.0350627,0.0733683,0.034571,0.00643458,0,0,0.0418892,0.00626863,0.0081747,0.0197665,0.0655623,0.00882758,0.0276564,0.0145037,0.00833373,0,0,0,0.0137911,0,0,0.0489311
1111,0,0.0152286,0.0145736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266691,0.0246264,0.00976891,0.0125902,0,0.0246698,0,0.0200258,0.0174571,0.0580751,0.0144909,0.00437703,0.00730392,0.012219,0.0124125,0.00209576,0.016115,0.0254129,0.00764097,0.00356418,0,0.0295385,0.0292155,0.0193857,0,0.0171157,0.0138902,0.0147517,0.00648124,0.02,0.0121352,0,0,0.100276,0,0.0169101,0.0547887,0.0221644,0.0178895,0.0135088,0.0106512,0.0351872,0.0735502,0.0344999,0.00608547,0,0,0.0409481,0.00704504,0.00935054,0.0192296,0.0654115,0.00873395,0.0276563,0.0143255,0.00796616,0,0,0,0.00812487,0,0,0.0489582
1112,0,0.015443,0.0147849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271576,0.0199828,0.00891927,0.0119595,0,0.0251695,0,0.025746,0.0184631,0.0582833,0.0141716,0.00570305,0.00837316,0.0125678,0.0123747,0.00113268,0.0152774,0.0244517,0.00880556,0.00399897,0,0.0295358,0.0315482,0.0182853,0.013631,0.0138654,0.0131901,0.0146927,0.00774224,0.0194853,0.0124907,0,0,0.100362,0,0.0167696,0.0545042,0.0233202,0.0176963,0.0137677,0.0106557,0.0353831,0.073592,0.0345137,0.00605992,0,0,0.0396321,0.0079037,0.0101572,0.0183903,0.0653414,0.00882689,0.0276016,0.0144899,0.00775963,0,0,0,0.00587771,0,0,0.0490091
1113,0,0.0148596,0.014499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276413,0.0246165,0.00969347,0.0111237,0,0.0229834,0,0.0202335,0.0166649,0.0584889,0.0141233,0.00681965,0.00723182,0.012007,0.012009,0.00104585,0.0149978,0.0235845,0.00939359,0.00463387,0,0.0296434,0.0333462,0.0184924,0,0.0173314,0.0122073,0.0146045,0.00923609,0.0190067,0.0120845,0,0,0.100272,0,0.0167665,0.0542253,0.0244233,0.0174668,0.0136213,0.0107427,0.035557,0.0736004,0.0346741,0.00643393,0,0,0.0383564,0.00933932,0.0111534,0.0168848,0.0652317,0.00886007,0.0275916,0.0141954,0.00722663,0,0,0,0.00974143,0,0,0.0489808
1114,0,0.0147383,0.0145292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271421,0.0245193,0.0112413,0.0101323,0,0.0219424,0,0.0202684,0.0161006,0.0587017,0.0142757,0.00797125,0.00658234,0.0120029,0.0113124,0.00275359,0.0159263,0.023438,0.00924019,0.00545354,0,0.0294417,0.0340527,0.0179426,0,0.017262,0.0111519,0.0146659,0.0109337,0.0183746,0.012126,0,0,0.100007,0,0.0169191,0.0539257,0.0253416,0.0174578,0.0133856,0.0102634,0.0357147,0.0737202,0.0349647,0.00663938,0,0,0.0367775,0.0111455,0.0124602,0.01512,0.0651836,0.00867999,0.0275858,0.0141569,0.00687739,0,0,0,0.0146751,0,0,0.0489727
1115,0,0.0148628,0.0144534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256426,0.0243495,0.011552,0.00919802,0,0.0204044,0,0.0202264,0.0152498,0.0588691,0.0144483,0.00915792,0.00675282,0.0121813,0.0105026,0.00602989,0.0184952,0.0245054,0.00840354,0.00690823,0,0.0290362,0.0339432,0.0171928,0,0.0170259,0.010277,0.0145983,0.0126158,0.0178045,0.0124017,0,0,0.0998653,0,0.0169122,0.0535442,0.0260829,0.0173383,0.0129066,0.00965098,0.0360818,0.0736132,0.0351317,0.00683975,0,0,0.0350386,0.0130191,0.0141876,0.0135462,0.0651458,0.00845934,0.0275744,0.0139964,0.00659873,0,0,0,0.0186227,0,0,0.0488393
1116,0,0.0159625,0.0144561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235969,0.0194252,0.0105511,0.00856154,0,0.0170565,0,0.0258298,0.0138423,0.058803,0.0143763,0.00971487,0.00718349,0.0139589,0.0100489,0.00976529,0.0217324,0.0261913,0.0074488,0.00895702,0,0.0291455,0.0331499,0.014158,0.0133197,0.0126214,0.00977781,0.0144506,0.0144644,0.0172814,0.0137761,0,0,0.0998256,0,0.0166945,0.0529945,0.0266038,0.0172899,0.0121547,0.0086411,0.0371389,0.0735292,0.0351614,0.00706889,0,0,0.0331544,0.015263,0.0162229,0.0124777,0.0653035,0.00839379,0.0274202,0.0138482,0.00682405,0,0,0,0.0212994,0,0,0.0486249
1117,0,0.00734931,0.0115798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236463,0.0145576,0.0104349,0.00955453,0,0.128432,0,0.0309905,0.0671809,0.0590877,0.0159191,0.0120471,0.00822193,0.0737482,0.011185,0.0134961,0.0245387,0.028198,0.0081545,0.0126447,0,0.0302045,0.0346665,0.096723,0.00894979,0.0308485,0.00992973,0.0135546,0.0156629,0.0173579,0.00596589,0,0,0.100066,0,0.0175542,0.0527911,0.0264438,0.0172434,0.0107378,0.0126803,0.0352033,0.073139,0.0360479,0.00793301,0,0,0.0317082,0.0169268,0.0177432,0.0130943,0.0638424,0.00780079,0.0276568,0.0111946,0.005174,0,0,0,0.0239166,0,0,0.0488048
1118,0,0.0161457,0.0145982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207965,0.0195649,0.00995906,0.00892243,0,0.0170338,0,0.0259566,0.0143247,0.0583091,0.0131613,0.0146351,0.00737582,0.0140041,0.0107624,0.0145909,0.0252613,0.027852,0.00923412,0.0132076,0,0.0297494,0.0328229,0.01456,0.0131951,0.0128189,0.0111231,0.0143842,0.0183738,0.0158374,0.0139149,0,0,0.100148,0,0.0168675,0.0515478,0.0267768,0.0166448,0.0099934,0.00761787,0.0377588,0.0728865,0.0352562,0.00746442,0,0,0.0287549,0.0198796,0.020741,0.0122317,0.0656561,0.00923802,0.0272159,0.0136912,0.00607652,0,0,0,0.0245858,0,0,0.0486773
1119,0,0.015389,0.0143272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198603,0.0238785,0.010528,0.00841609,0,0.0181072,0,0.0202781,0.0141122,0.058361,0.0122282,0.0180856,0.00719228,0.0130796,0.0113266,0.0154864,0.0246197,0.026753,0.0110431,0.0142995,0,0.0293502,0.0319902,0.0168686,0,0.0164627,0.0133965,0.0143167,0.020876,0.014657,0.0136742,0,0,0.10036,0,0.0169943,0.0508501,0.0276703,0.0162555,0.00901533,0.00754172,0.0379049,0.0723143,0.0355772,0.00786151,0,0,0.0264033,0.0219188,0.0236219,0.0116566,0.0657329,0.00907688,0.0271212,0.0133376,0.00611335,0,0,0,0.025375,0,0,0.0489216
1120,0,0.00799168,0.0114751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211159,0.0136644,0.011882,0.00831885,0,0.130592,0,0.0318393,0.0680113,0.0591514,0.0132673,0.0223142,0.00795613,0.0782688,0.0131531,0.0178912,0.0238513,0.0255846,0.0137775,0.0164728,0,0.0288364,0.0328243,0.0993515,0.00942615,0.0305105,0.0156174,0.0135143,0.0233009,0.0141997,0.00703079,0,0,0.10057,0,0.0177641,0.0506836,0.0293811,0.0163124,0.00843157,0.0114156,0.0365852,0.07101,0.0364623,0.00899146,0,0,0.0243757,0.0236668,0.0262394,0.0112306,0.0644197,0.00749865,0.0274082,0.011161,0.00577636,0,0,0,0.0268482,0,0,0.049253
1121,0,0.00866291,0.0114753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200067,0.014348,0.0119999,0.00980906,0,0.131759,0,0.0316821,0.0685136,0.0594099,0.0108088,0.0248627,0.0102538,0.0799207,0.0148117,0.0199021,0.0228105,0.0238762,0.0157758,0.017327,0,0.0279575,0.0310383,0.100074,0.00962796,0.0305209,0.0287255,0.013632,0.0400386,0.0125695,0.00744958,0,0,0.101258,0,0.0175932,0.0489694,0.0507194,0.0141838,0.0112954,0.0128292,0.0366426,0.0680013,0.0369883,0.00999087,0,0,0.017769,0.0320385,0.0378947,0.0206352,0.0645529,0.00781565,0.0272749,0.0113427,0.00658222,0,0,0,0.0274285,0,0,0.0494124
1122,0,0.0157462,0.0138869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180696,0.0246494,0.0111286,0.00915138,0,0.0162782,0,0.0189918,0.0136297,0.059431,0.00784942,0.0257247,0.00827442,0.0147852,0.0151496,0.0206343,0.0219009,0.0223906,0.0169111,0.0171816,0,0.0266233,0.0287047,0.0171804,0,0.0162743,0.0334155,0.0145403,0.0426784,0.0105899,0.0151597,0,0,0.102413,0,0.0168419,0.0480424,0.0522693,0.0128209,0.0123081,0.00799191,0.0383177,0.06783,0.0354521,0.0102026,0,0,0.0153892,0.0354666,0.0397844,0.0255216,0.0665282,0.00879713,0.0268642,0.0130494,0.00902225,0,0,0,0.0266962,0,0,0.0498149
1123,0,0.0157213,0.0138188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187116,0.0250092,0.0103404,0.00847121,0,0.0163243,0,0.0186803,0.0137273,0.0595415,0.00760436,0.0266739,0.00768636,0.0145846,0.0155774,0.0216268,0.021862,0.0222929,0.0176566,0.0181939,0,0.0259454,0.0293458,0.0175646,0,0.0164682,0.0367422,0.0146589,0.0437882,0.00939269,0.015034,0,0,0.102775,0,0.016731,0.0476801,0.0515601,0.0123905,0.0133737,0.00770713,0.0378685,0.0678754,0.0345062,0.00980176,0,0,0.0139317,0.037301,0.0409998,0.0287498,0.0665152,0.00929565,0.0269709,0.013313,0.0100042,0,0,0,0.0262473,0,0,0.0500269
1124,0,0.0157592,0.0135945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200596,0.0253054,0.00961606,0.00765489,0,0.0160061,0,0.0183172,0.013465,0.0595094,0.00755087,0.0273402,0.00706087,0.0153268,0.0155374,0.0219309,0.0221768,0.0227818,0.0179744,0.0188916,0,0.0255142,0.0309793,0.0176922,0,0.0166769,0.0385421,0.0147198,0.0436595,0.00850888,0.0149095,0,0,0.103593,0,0.016652,0.0474648,0.0497947,0.0121929,0.0143199,0.00738871,0.0372983,0.0683766,0.0333992,0.00935183,0,0,0.0128302,0.0383535,0.0416553,0.0310877,0.066532,0.009605,0.027022,0.0135008,0.0111654,0,0,0,0.0257295,0,0,0.0502765
1125,0,0.0159219,0.0133037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216099,0.0255331,0.00890502,0.00703345,0,0.0162628,0,0.0179876,0.0133348,0.0594007,0.00751417,0.0273697,0.00683748,0.0151064,0.0152982,0.021693,0.022342,0.023422,0.0178706,0.019045,0,0.0252783,0.0327148,0.0179429,0,0.0169024,0.0398645,0.0147256,0.0431037,0.00805382,0.0146578,0,0,0.104172,0,0.0165479,0.0475199,0.0473151,0.0119068,0.014992,0.00736941,0.0368145,0.0688766,0.0323854,0.00977964,0,0,0.0120803,0.039071,0.0417632,0.0348335,0.0663698,0.00964808,0.0271065,0.0134455,0.0120748,0,0,0,0.0250341,0,0,0.0505114
1126,0,0.0162488,0.0126376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235245,0.0253627,0.0084569,0.00638808,0,0.0169091,0,0.0176533,0.0129214,0.0593282,0.0075874,0.0271826,0.00676141,0.015208,0.0151365,0.0214649,0.0222898,0.0239072,0.0177437,0.0190489,0,0.0249691,0.034892,0.018251,0,0.0169068,0.0410711,0.0147849,0.0429352,0.00763556,0.014703,0,0,0.104717,0,0.0166691,0.0478768,0.0450531,0.0118543,0.0159281,0.00735874,0.0367184,0.0691948,0.031477,0.00997304,0,0,0.0119725,0.0395523,0.0418043,0.0408486,0.0663082,0.00926758,0.0270713,0.01283,0.0127575,0,0,0,0.0242383,0,0,0.050812
1127,0,0.0160871,0.0122215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258617,0.0251476,0.00807202,0.00505034,0,0.0182138,0,0.0176676,0.0130786,0.0592588,0.00831958,0.0270635,0.00610572,0.015018,0.0151518,0.0216453,0.0219847,0.0241424,0.0177181,0.0192802,0,0.0246155,0.0373718,0.0186211,0,0.0169526,0.0420007,0.0147465,0.0433501,0.00703621,0.0143022,0,0,0.104726,0,0.0167087,0.0485188,0.0438337,0.0123539,0.0174719,0.00709331,0.0362666,0.0693087,0.030569,0.00938221,0,0,0.0120802,0.0399647,0.0420325,0.0464463,0.0658973,0.00881204,0.027116,0.0124227,0.0128785,0,0,0,0.023211,0,0,0.0508828
1128,0,0.0155912,0.011836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284545,0.0246347,0.00780067,0.00315894,0,0.0193335,0,0.0179239,0.0130857,0.0591323,0.0103777,0.0273121,0.0044983,0.0149585,0.0153078,0.0224525,0.021715,0.024341,0.0178398,0.0199405,0,0.0241926,0.040222,0.0187432,0,0.0168408,0.0424643,0.0145787,0.0437957,0.00660896,0.0137625,0,0,0.104465,0,0.0167051,0.0492303,0.0451329,0.0134245,0.0189396,0.00651387,0.0359266,0.0693025,0.0296701,0.0084945,0,0,0.0121293,0.0400956,0.0423225,0.0487099,0.0652776,0.00852881,0.0270954,0.0120142,0.012415,0,0,0,0.0222813,0,0,0.0508575
1129,0,0.0148988,0.0114023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029759,0.0242151,0.00733281,0.00349668,0,0.0202314,0,0.018148,0.0131141,0.0592438,0.0119464,0.0274009,0.00453398,0.0157801,0.0153197,0.0228418,0.02135,0.0243308,0.0179543,0.020355,0,0.0238154,0.0414703,0.0188262,0,0.0167957,0.0423158,0.014553,0.0443972,0.00667875,0.013031,0,0,0.104077,0,0.016737,0.0496579,0.0477521,0.0141795,0.0197028,0,0.0359777,0.0692765,0.0288135,0.00787681,0,0,0.0121084,0.0399181,0.0422954,0.0477645,0.0647786,0.00860627,0.027062,0.0111988,0.0117746,0,0,0,0.0208742,0,0,0.0507164
