Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LHEE,x77,LBHD,RFRM
All Timesteps RMSE,0,0.0147867,0.0121456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292521,0.0256203,0.0184853,0.0136608,0,0.0482071,0,0.0352191,0.0650663,0.0607117,0.0145122,0.0278117,0.0224235,0.0334242,0.0236297,0.0220647,0.0392739,0.0253862,0.0284173,0.0233617,0.0438619,0.0290465,0.0436102,0.0389686,0.0370912,0.0456826,0.0261577,0.0218839,0.0228235,0.0133423,0.015254,0,0,0.0889341,0,0.023356,0.0533674,0.0339752,0.018938,0.0193139,0.0193574,0.0317413,0.054104,0.0310297,0.0118914,0.0185126,0.0274507,0.0465238,0.0214565,0.0258842,0.0323458,0.0545864,0.0472356,0.0682919,0.0129001,0.0134101,0,0,0,0.0272896,0,0,0.0420528
0,0,0.00810252,0.00647157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184058,0.0112501,0.013315,0.00747371,0,0.0333193,0,0.0311839,0.0160278,0.0605813,0.0107194,0.0144967,0.0048154,0.0145244,0.0219529,0.0141054,0.0133013,0.0265099,0.00931283,0.00782815,0.006091,0.030507,0.0146172,0.0132089,0.00523669,0.0107337,0.0266429,0.02569,0.0285503,0.0061663,0.019699,0,0,0.150419,0,0.0302843,0.051825,0.0246179,0.0159087,0.0109386,0.00769258,0.0193534,0.0196952,0.0318418,0.00902291,0.00231185,0.028643,0.0204979,0.0279197,0.029143,0.026416,0.0947008,0.0525513,0.0755499,0.00941195,0.011217,0,0,0,0,0,0,0
1,0,0.00486335,0.00596424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143868,0.0220993,0.0117035,0.0141574,0,0.0371384,0,0.0297516,0.0301757,0.0585098,0.013724,0.0141318,0.0127821,0.0177822,0.0203271,0.0120017,0.0139924,0.0273491,0.0107017,0.00826881,0.00479335,0.0281625,0.0108267,0.0312705,0.0136626,0.019147,0.0958783,0.0238217,0.104684,0.011493,0.0219772,0,0,0.16055,0,0.0318948,0.049805,0.113598,0.0157132,0.0103204,0.0142906,0.0210406,0.0265543,0.0377504,0.0146558,0.013127,0.0329297,0.0496186,0.0527427,0.0500256,0.0965896,0.100245,0.0504715,0.0808123,0.00895932,0.00925535,0,0,0,0,0,0,0
2,0,0.00628321,0.00810783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201242,0.0129662,0.0133781,0.00688036,0,0.0232025,0,0.027564,0.0108635,0.0602287,0.0111307,0.0152865,0,0.0151982,0,0.0135768,0.0142903,0.0264192,0.0110845,0.00918795,0.00586239,0.0291365,0.0165021,0.0169885,0.008511,0.0144704,0.021926,0.014986,0.0279866,0.00512056,0.0242775,0,0,0.143946,0,0.0410294,0.0509311,0.0279969,0.0158104,0.0120043,0.0054977,0.0147255,0.0197689,0.0317202,0.010132,0.00356584,0.0310607,0.0197431,0.0298678,0.0313978,0.0214726,0.0889213,0.0457526,0.0828447,0.0069405,0.00821814,0,0,0,0.0360171,0,0,0
3,0,0.00686439,0.0085842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191115,0.0126819,0.014087,0.00632429,0,0.0211077,0,0.0276404,0.0095332,0.0603556,0.0111932,0.0148429,0.00660204,0.0141854,0,0.0135689,0.0137656,0.0260192,0.0106693,0.00845041,0.00719033,0.0291587,0.0163392,0.0158535,0.00889999,0.0138392,0.0200535,0.0143475,0.0281946,0.00465112,0.0244598,0,0,0.144713,0,0.0406742,0.0506572,0.0289074,0.0155474,0.0126654,0.00503976,0.0149495,0.0200903,0.031956,0.0102801,0.00394309,0.0314394,0.0198429,0.0301337,0.0316868,0.0189137,0.0894741,0.0443054,0.0832545,0.0073722,0,0,0,0,0,0,0,0
4,0,0.00765829,0.00871996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019762,0.0123814,0.0136356,0.00678847,0,0.0190912,0,0.027791,0.00832027,0.0601081,0.0114114,0.0150343,0.00629188,0.0130097,0,0.013509,0.0142698,0.0264723,0.0113645,0.00910797,0.00751123,0.0290333,0.0169334,0.0146185,0.00925964,0.0128694,0.0187194,0.0138948,0.0283031,0.00441849,0.0245026,0,0,0.145358,0,0.0403863,0.0507094,0.0295959,0.0155124,0.0127799,0.00532485,0.0151888,0.0199641,0.0319116,0.0103799,0.00391617,0.0316506,0.0199939,0.0304067,0.0316827,0.0165101,0.0900053,0.0427875,0.0835837,0.00738333,0,0,0,0,0.0303724,0,0,0
5,0,0.00764802,0.00854922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194137,0.0121793,0.0136385,0.00682458,0,0.0173073,0,0.0279158,0.00729191,0.0600321,0.0113594,0.0148465,0.00585537,0.011792,0,0.0137156,0.014307,0.0267101,0.0113022,0.00903051,0.00835989,0.0289448,0.0181947,0.0134142,0.00956668,0.012071,0.0141374,0.0134187,0.0271963,0.00426895,0.0246796,0,0,0.146047,0,0.0399816,0.0507028,0.0274419,0.0154788,0.0132723,0.00555732,0.0156489,0.0194233,0.0313973,0.0101634,0.00409386,0.0304305,0.022934,0.0297505,0.0295469,0,0.0906281,0.0409957,0.0839059,0.00718972,0,0,0,0,0,0,0,0
6,0,0.00548602,0.00842143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208328,0.0121813,0.0138451,0.00714022,0,0.0156419,0,0.0279049,0.00634104,0.0599367,0.0116881,0.0149028,0.0058204,0.0106645,0,0.0138351,0.0149303,0.0273576,0.0117382,0.00953823,0.00893341,0.0288931,0.0203542,0.0120013,0.00985326,0.0115049,0.0177574,0.0127905,0.0279768,0.00425672,0.0251494,0,0,0.146629,0,0.0393806,0.0512054,0.0299921,0.0154632,0.012757,0,0.0160367,0.0196594,0.0316433,0.0109142,0.00441194,0.0313543,0.0204334,0.0304675,0.0309456,0.0139949,0.0911533,0.0387834,0.0843457,0.00680034,0,0,0,0,0,0,0,0
7,0,0.00403767,0.0079651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134245,0.0118845,0.00370409,0.00408151,0,0.0136031,0,0.0281378,0.00553177,0.0625588,0.00975657,0.0175782,0.00323823,0.0100773,0,0.0124897,0.0243769,0,0.0186215,0.0143198,0.0132612,0.0312378,0.0194601,0.0101844,0.00993063,0.0112774,0.0173899,0.0122446,0.0273195,0.00387564,0,0,0,0.147015,0,0.0386408,0.0498843,0.0298311,0.0150084,0.0125335,0.00555757,0.0163145,0.0198691,0.0320906,0.0108153,0.0058089,0.0308518,0.0207752,0.0300471,0.0303101,0.0132503,0.0912178,0.0364541,0.0848232,0.00670592,0.00960404,0,0,0,0,0,0,0
8,0,0.00609354,0.00911727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189972,0.0119133,0.0124568,0.0077825,0,0.0126079,0,0.0282063,0.00484916,0.0592977,0.0119939,0.0157439,0.00567868,0.00882847,0,0.0139544,0.0156978,0.0275248,0.0130367,0.0106356,0.00832116,0.02755,0.0193442,0.0100238,0.0104093,0.0106415,0.0170403,0.0118838,0.0276809,0.00411776,0.025944,0,0,0.14742,0,0.0379249,0.0514072,0.03029,0.0151922,0.0121742,0.00582587,0.0165401,0.0200651,0.0315339,0.0113732,0.00496412,0.0308716,0.0206314,0.0305041,0.0299506,0.0131725,0.0918164,0.0345604,0.085316,0.00672302,0,0,0,0,0,0,0,0
9,0,0.00692314,0.00857955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150913,0.0121688,0.0167682,0.0123346,0,0.0111224,0,0.0280353,0.004031,0.0560407,0.0130519,0.0125657,0.00677397,0.00824408,0,0.00957518,0.0136726,0.0261332,0.0122302,0.00726965,0.0111301,0.0273102,0.00945272,0.00887329,0.0106979,0.0102298,0.0459564,0.0115323,0.0731022,0.00468847,0.0270125,0,0,0.147747,0,0.0367895,0.0518758,0.0861743,0.0151706,0.0196035,0,0.017127,0.0242588,0.0335788,0.00852978,0.00648596,0.036975,0.0308704,0.0448652,0.0450012,0.0427921,0.0920947,0.0320146,0.0858859,0.00634724,0.00792874,0,0,0,0.0296836,0,0,0
10,0,0.00694728,0.0091689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166858,0.0119869,0.016936,0.00866468,0,0.0101513,0,0.0282456,0.00361218,0.0580383,0.0123668,0.013543,0.00586957,0.00784624,0,0.0119392,0.0143283,0.0264222,0.0120944,0.00786321,0.0109172,0.0279254,0.0129946,0.00844922,0.0108842,0.0100878,0.0181806,0.0113037,0.0282166,0.00373905,0.0277982,0,0,0.148119,0,0.0355783,0.0521726,0.0316055,0.0154444,0.0120784,0.0059254,0.0168524,0.0201745,0.0317212,0.0116734,0.00536995,0.0305693,0.0211696,0.0307482,0.0291682,0.0146406,0.0922695,0.0294316,0.0865333,0.0068906,0,0,0,0,0.0312308,0,0,0
11,0,0.00628709,0.00870557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492352,0.012305,0.0056426,0.00621851,0,0.00866504,0,0.0279847,0.0027711,0.0609569,0.0104845,0.0183213,0.00377549,0.00832752,0,0.0100355,0.0242956,0,0.0192058,0.0118799,0.0138713,0.0291231,0.0131626,0.00720205,0.0111087,0.00981268,0.0182697,0.0113384,0.0283691,0.00428618,0.0293742,0,0,0.148599,0,0.0339341,0.0503604,0.0326867,0.0155597,0.0120721,0.00584793,0.0172441,0.0202944,0.0320668,0.0113058,0.00646121,0.0304135,0.0216776,0.0305071,0.0288668,0.0140048,0.0924943,0.026121,0.087578,0.00736896,0.0093413,0,0,0,0.0172143,0,0,0
12,0,0.00538912,0.00933126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145394,0.0110594,0.0115775,0.00680052,0,0.00889411,0,0.0290716,0.00406607,0.0587996,0.0110274,0.0158716,0.00476067,0.00963947,0,0.0144754,0.0147185,0.0263946,0.0128928,0.0101327,0.00761201,0.0260934,0.0178973,0.00781143,0.0108456,0.0104806,0.0202885,0.0116964,0.0296223,0.00275534,0,0,0,0.149072,0,0.0324088,0.0525949,0.0346197,0.0151539,0.0128209,0.00428376,0.0169937,0.0215373,0.0323825,0.01153,0.00681367,0.0313424,0.0223794,0.0312769,0.029721,0.0160271,0.0924978,0.0229204,0.0884908,0.00826084,0,0,0,0,0.0272145,0,0,0
13,0,0.00613361,0.00976086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014693,0.0111683,0.0099613,0.00711779,0,0.0085783,0,0.0290816,0.0040138,0.0587749,0.010924,0.0168746,0.00470227,0.00924408,0,0.015155,0.0150202,0.026085,0.0137961,0.0115183,0.00663492,0.0253238,0.0204855,0.00757865,0.0110728,0.0103421,0.0208592,0.0126487,0.030296,0.00303259,0,0,0,0.149153,0,0.0305052,0.052272,0.0360327,0.0155814,0.0128665,0.00462056,0.0170862,0.0215619,0.032093,0.0112668,0.00689729,0.0315034,0.0228858,0.0314618,0.029926,0.0161716,0.0926012,0.0200395,0.0899992,0.00864641,0.00981983,0,0,0,0.025972,0,0,0
14,0,0.00647587,0.0098259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150323,0.0113239,0.00884751,0.00767519,0,0.00801662,0,0.0289975,0.00401366,0.0587583,0.0110441,0.0175702,0.00466007,0.00968374,0,0.0157095,0.0152376,0.0257966,0.0145164,0.0125583,0.00615728,0.0247809,0.0225324,0.00719648,0.0112604,0.0101858,0.0214965,0.0137817,0.0308471,0.00377818,0,0,0,0.148362,0,0.0285707,0.0521125,0.0372331,0.0158749,0.013473,0,0.0171327,0.0217051,0.031962,0.0110961,0.00707283,0.0316615,0.0236618,0.0315961,0.0301951,0.0164453,0.0920736,0.0200021,0.0922975,0.00875835,0.00991213,0,0,0,0.0248857,0,0,0
15,0,0.00669719,0.010017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157837,0.011347,0.00801085,0.0079232,0,0.00781709,0,0.0290379,0.00418453,0.0588683,0.0110902,0.0181315,0.00478861,0.0100718,0,0.016285,0.015428,0.0258308,0.0150469,0.0134465,0.00622935,0.0243735,0.0244348,0.00718379,0.0114104,0.0101208,0.0220087,0.0150064,0.0312664,0.00415787,0,0,0,0.147503,0,0.0266987,0.0520505,0.0382607,0.0161021,0.0142762,0,0.0171562,0.0217331,0.0317082,0.0108646,0.00733957,0.0318241,0.0245872,0.0316486,0.030507,0.0166373,0.0917333,0.0204189,0.0944497,0.00902711,0.0100841,0,0,0,0.0237259,0,0,0
16,0,0.00694784,0.0102237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016387,0.011387,0.00745938,0.00813537,0,0.00775921,0,0.0290797,0.00436964,0.0589688,0.0110294,0.0185803,0.00468638,0.0103657,0,0.0167081,0.0155828,0.0257249,0.0155114,0.0141989,0.00629539,0.0240848,0.0259149,0.00744817,0.0115778,0.0100758,0.0223846,0.0162531,0.0316728,0.00463591,0,0,0,0.146461,0,0.0248751,0.0521226,0.0392938,0.0161148,0.0150457,0,0.017198,0.0218273,0.0314335,0.0104489,0.00772029,0.0321528,0.0256024,0.0315426,0.0310638,0.01669,0.0912501,0.021377,0.0963394,0.00929329,0.0103316,0,0,0,0.0229552,0,0,0
17,0,0.0071953,0.0104525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167841,0.0114703,0.0071774,0.00832061,0,0.00771472,0,0.0290898,0.00454688,0.0590147,0.0108991,0.0189187,0.00450068,0.0106373,0,0.0169447,0.0156676,0.0254915,0.0159531,0.0148586,0.00629378,0.0238894,0.0269931,0.0078672,0.0117548,0.00999433,0.0227855,0.017299,0.032144,0.00517424,0,0,0,0.144763,0,0.0231505,0.0522355,0.0404146,0.0159448,0.0157696,0,0.0172216,0.0218606,0.0313168,0.00996008,0.00813026,0.0326544,0.0266388,0.0316415,0.0317653,0.0165493,0.090271,0.0233976,0.0981248,0.00960636,0.0105525,0,0,0,0.0226406,0,0,0
18,0,0.00738703,0.01063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174309,0.011512,0.00699769,0.00837687,0,0.00775956,0,0.0291263,0.00475842,0.0590474,0.0108265,0.0191505,0.00450857,0.010894,0,0.0170656,0.0156532,0.025432,0.0163034,0.0153693,0.00625664,0.0237527,0.0280068,0.00797222,0.0118804,0.00996038,0.0226344,0.0180334,0.032493,0.00522892,0,0,0,0.144039,0,0.0216899,0.0522206,0.0414054,0.0159237,0.0165898,0,0.0171719,0.021924,0.0311014,0.00920899,0.00845469,0.0331813,0.027711,0.031786,0.0321833,0.0161667,0.0898056,0.0246716,0.099655,0.00989743,0.0108009,0,0,0,0.022613,0,0,0
19,0,0.00767413,0.0105191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168128,0.0117254,0.00691586,0.01048,0,0.00760665,0,0.0289853,0.00480156,0.0576586,0.0108935,0.0189942,0.00417291,0.0114098,0,0.0158658,0.0150648,0.0253086,0.0169039,0.0156801,0.00690286,0.0229404,0.0278839,0.0076885,0.0120009,0.00986101,0.0272072,0.0185666,0.0490125,0.00216652,0,0,0,0.142058,0,0.0204923,0.0530382,0.0602752,0.0148737,0.0218369,0,0.0172992,0.0263023,0.0332319,0.00566429,0.0104583,0.039415,0.0255174,0.0385328,0.0420168,0.0154729,0.0885151,0.0269186,0.101158,0.0101882,0.0111903,0,0,0,0.0218181,0,0,0
20,0,0.00789782,0.0106556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170806,0.0117991,0.00690017,0.0104208,0,0.0078861,0,0.028987,0.00497403,0.0576486,0.0107767,0.0190324,0.00407046,0.011628,0,0.0159525,0.0149943,0.0251327,0.0169345,0.0157776,0.00683511,0.0230524,0.0281982,0.0077473,0.0120476,0.00993696,0.0269852,0.0190471,0.0481389,0.00192228,0,0,0,0.140251,0,0.0195233,0.0530605,0.0590714,0.0149584,0.0222857,0,0.0171382,0.0264638,0.0330619,0.00530107,0.0107386,0.0392855,0.0266647,0.0380282,0.0416175,0.0156487,0.0873853,0.0284303,0.102467,0.0104054,0.011271,0,0,0,0.0219989,0,0,0
21,0,0.00793213,0.0108024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174208,0.011846,0.00683794,0.0102772,0,0.00827439,0,0.0290455,0.00512604,0.0576397,0.0106647,0.0190547,0.00393114,0.0116813,0,0.0160984,0.015022,0.0249468,0.0168813,0.0158266,0.00658088,0.0231236,0.0284433,0.00798554,0.0121828,0.0100048,0.026479,0.0196311,0.0468645,0.00199814,0,0,0,0.139113,0,0.0183471,0.0528677,0.057382,0.0151035,0.0225767,0,0.0170375,0.0266182,0.0328347,0.00487854,0.0110399,0.0386819,0.0277718,0.0371595,0.0410098,0.0153558,0.0867413,0.029269,0.103938,0.0105542,0.0109246,0,0,0,0.0220056,0,0,0
22,0,0.0077068,0.0108401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176254,0.0117031,0.00673767,0.0101332,0,0.00855387,0,0.02942,0.00538426,0.0576418,0.0106264,0.0191376,0.00384242,0.0117509,0,0.0162447,0.0150332,0.0249518,0.0168857,0.0160187,0.00638049,0.0231837,0.0286483,0.00828762,0.0126839,0.00982252,0.025595,0.0204689,0.0452117,0.00199833,0,0,0,0.138311,0,0.016767,0.0527337,0.0555712,0.0153481,0.0228781,0,0.0169677,0.0267349,0.032504,0.00446882,0.0113705,0.0380393,0.0288593,0.036204,0.0403211,0.0145873,0.0863616,0.0296583,0.105752,0.0105868,0.0107909,0,0,0,0.0220511,0,0,0
23,0,0.00770382,0.0107545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176449,0.0115599,0.00663159,0.00999591,0,0.00872098,0,0.0299972,0.00581308,0.0576707,0.0105296,0.0192011,0.0037479,0.0120315,0,0.0163658,0.0151029,0.0249775,0.016949,0.0161436,0.0064316,0.0232009,0.0287157,0.00862422,0.0134397,0.00956397,0.0246435,0.0215409,0.0435268,0.00226674,0,0,0,0.137506,0,0.0149771,0.0530209,0.0536347,0.0152124,0.0232527,0,0.0169174,0.0267285,0.0320089,0.00423949,0.0117478,0.0374673,0.0298708,0.0352719,0.0396121,0.0134916,0.0859378,0.0293579,0.107907,0.0105898,0.0109095,0,0,0,0.0219019,0,0,0
24,0,0.00739944,0.0104869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174891,0.0115858,0.00654787,0.00964855,0,0.0086111,0,0.0297049,0.0063494,0.0578392,0.0103866,0.0192438,0.00348708,0.0132394,0,0.0165617,0.0151528,0.0251726,0.0169584,0.0161624,0.00638475,0.023294,0.0287465,0.0090374,0.0127186,0.00991339,0.023473,0.0225403,0.0418758,0.00241483,0,0,0,0.136697,0,0.0132901,0.0535408,0.0517276,0.0148192,0.0237244,0,0.0168942,0.0265037,0.0316685,0.00444606,0.0123861,0.0367445,0.0309283,0.0342315,0.03892,0.0120571,0.0853403,0.0283508,0.110062,0.0107148,0,0,0,0,0.0216556,0,0,0
25,0,0.00772583,0.0104266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173198,0.0118875,0.00660381,0.0100288,0,0.00849441,0,0.0293887,0.00617119,0.0577331,0.010374,0.0193361,0.00354438,0.0122329,0,0.0164941,0.0152222,0.0251921,0.0171715,0.0162383,0.00655146,0.0230725,0.0288164,0.0087628,0.0124427,0.00997937,0.0223017,0.023509,0.0399908,0.00283809,0,0,0,0.136805,0,0.0119826,0.0534764,0.0491398,0.0151173,0.0233864,0,0.0165669,0.025671,0.0307538,0.00413352,0.0122425,0.035299,0.0317549,0.0329657,0.0375319,0.0105738,0.0855362,0.0269665,0.112072,0.0103345,0.0108374,0,0,0,0.0213887,0,0,0
26,0,0.00755386,0.0102567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016997,0.0118868,0.00671109,0.0100541,0,0.0086892,0,0.0294497,0.00625515,0.0578303,0.0103411,0.0193962,0.00343107,0.012102,0,0.0165662,0.0152758,0.0254485,0.0172703,0.0163061,0.00656417,0.0229803,0.0287864,0.00888657,0.0124942,0.0099716,0.0210979,0.0240859,0.037957,0.00319074,0,0,0,0.137434,0,0.0111947,0.0536148,0.0466225,0.0152331,0.0232631,0,0.0165874,0.0252079,0.0300619,0.0043197,0.0124905,0.0341837,0.0326853,0.0316308,0.0360561,0.0089481,0.0860051,0.0258148,0.113378,0.0101605,0.0107234,0,0,0,0.0213961,0,0,0
27,0,0.00731077,0.0101633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166557,0.0118674,0.00680617,0.00994213,0,0.0088902,0,0.0293693,0.00632677,0.0579564,0.0102832,0.0194238,0.00320407,0.0122264,0,0.0166702,0.015355,0.0256028,0.0173387,0.0164031,0.00671817,0.0228832,0.0284717,0.00909469,0.0123099,0.0101604,0.0200357,0.0244459,0.0358584,0.00356096,0,0,0,0.138346,0,0.0107243,0.0536778,0.0441804,0.0153485,0.0231718,0,0.0167994,0.0248744,0.0294245,0.00469785,0.0128305,0.033269,0.0336162,0.0302087,0.0346232,0.00744504,0.0867259,0.0247562,0.114008,0.0101188,0.0107412,0,0,0,0.0214628,0,0,0
28,0,0.00697965,0.0101199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162173,0.011594,0.00687085,0.00976566,0,0.00945629,0,0.0296968,0.00645626,0.0581195,0.0101782,0.0193882,0.0030273,0.0127415,0,0.0168005,0.0154281,0.0256055,0.0173053,0.01643,0.00672836,0.0228699,0.0279284,0.00955783,0.0125473,0.0102173,0.0190997,0.0249013,0.0338352,0.0039615,0,0,0,0.139498,0,0.0102335,0.0533948,0.0414787,0.0154036,0.0230147,0,0.0173606,0.0247308,0.0289473,0.00518523,0.0132253,0.032383,0.0346003,0.0286852,0.033172,0.00603022,0.0877678,0.0242473,0.114256,0.0103373,0.0108911,0,0,0,0.0213622,0,0,0
29,0,0.00648951,0.0100347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156152,0.0111681,0.0069297,0.00932778,0,0.00996025,0,0.0306934,0.00726681,0.0585076,0.0100587,0.0193345,0.00288772,0.0143713,0,0.0170686,0.015487,0.0257907,0.0171656,0.0162906,0.00653414,0.0230603,0.027409,0.0104255,0.0135893,0.00997171,0.0183071,0.0253361,0.0317967,0.00425175,0,0,0,0.139705,0,0.00955898,0.053438,0.0386899,0.0151009,0.0231599,0,0.01793,0.0248458,0.0288283,0.00599046,0.0140015,0.0312623,0.0357891,0.0270708,0.0318828,0.00533346,0.0881796,0.0250335,0.114214,0.0108657,0,0,0,0,0.0212983,0,0,0
30,0,0.00631211,0.00989285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148471,0.0112376,0.00697867,0.00921033,0,0.00993423,0,0.030811,0.00780145,0.0587673,0.00995487,0.019279,0.00282717,0.0149177,0,0.0171374,0.015474,0.0258152,0.0170893,0.016193,0.0064174,0.0231316,0.02673,0.0107223,0.0137064,0.00996906,0.0176285,0.0260548,0.0295131,0.00451115,0,0,0,0.139641,0,0.00855324,0.0533175,0.0356819,0.0151653,0.0229904,0,0.0183238,0.0245983,0.0284359,0.00646533,0.0143748,0.0300043,0.0368059,0.0254276,0.0303796,0.00517357,0.0882431,0.0247524,0.114508,0.0109819,0,0,0,0,0.0212862,0,0,0
31,0,0.0060846,0.00968728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139792,0.0114829,0.00701013,0.00900511,0,0.00978059,0,0.0300811,0.00795073,0.058986,0.00976537,0.0191723,0.00287714,0.0151581,0,0.0171653,0.0153948,0.0258618,0.0169676,0.016033,0.00620614,0.0232763,0.0258978,0.0108272,0.0125873,0.0103303,0.0171388,0.0269444,0.0267095,0.00464978,0,0,0,0.13841,0,0.00722765,0.0531762,0.0321538,0.0154652,0.0225805,0,0.0186357,0.0243031,0.0279934,0.0068574,0.0145666,0.0285947,0.0378744,0.0236267,0.0286029,0.00561648,0.0875242,0.0237841,0.115368,0.0110332,0,0,0,0,0.0212207,0,0,0
32,0,0.00575668,0.00960693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136144,0.0117275,0.00696434,0.00862617,0,0.00950512,0,0.0296888,0.00788456,0.05925,0.00954884,0.0190715,0.0033078,0.0148183,0,0.0172585,0.0154074,0.0257954,0.0168123,0.0159455,0.00601516,0.0234554,0.0253849,0.0107638,0.0121263,0.0104483,0.0158804,0.027999,0.0211216,0.00512972,0,0,0,0.135681,0,0.0060943,0.0528666,0.0255909,0.0159738,0.0214734,0,0.0187874,0.0237936,0.0273456,0.00718351,0.0142331,0.0259488,0.0393601,0.0204158,0.024878,0.00654468,0.085887,0.0228673,0.117148,0.0109779,0,0,0,0,0.0210424,0,0,0
33,0,0.00547462,0.0091836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147744,0.0120868,0.00726856,0.00781824,0,0.00893305,0,0.029374,0.00755305,0.0596758,0.00929262,0.0182984,0.00360925,0.0140616,0,0.0172624,0.015125,0.0257497,0.0158038,0.014885,0.00510776,0.0247104,0.0245775,0.0105153,0.0120422,0.0103638,0.0165378,0.0289573,0.0177049,0.00580851,0,0,0,0.131362,0,0.00547192,0.0526796,0.0228624,0.0164348,0.0213252,0,0.0185543,0.0226424,0.0265215,0.00761806,0.0140434,0.0247302,0.0403576,0.0182405,0.0227012,0.00958515,0.083182,0.0221041,0.119109,0.0104184,0,0,0,0,0.0211491,0,0,0
34,0,0.0065531,0.0116203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134609,0.0131158,0.00697669,0.00851535,0,0.00755772,0,0.028661,0.00691071,0.0594817,0.00984471,0.0191269,0.00425313,0.0145337,0,0.0173291,0.015266,0.0253354,0.0167095,0.0157348,0.00596593,0.0237684,0.0242062,0.00864616,0.0126603,0.00972592,0.0141409,0,0.0154089,0.00565215,0,0,0,0.0835322,0,0.0241856,0.0517634,0.0223093,0.0160398,0.0187758,0,0.0404945,0.020944,0.0258803,0.00690448,0.0127234,0.0218667,0.0415622,0.0159877,0.0196692,0.0104661,0.050912,0.0391746,0.097749,0.0129814,0,0,0,0,0.0200782,0,0,0
35,0,0.00496735,0.00970783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192762,0.0132193,0.0141088,0.00726761,0,0.00767772,0,0.0284936,0.00698362,0.0614544,0.00878313,0.0165396,0.00092499,0.01496,0,0.0167693,0,0,0.0161545,0.0150149,0.0114934,0.0300684,0.0193612,0.00950029,0.0127342,0.0096007,0.0145652,0,0.0143003,0.00605175,0,0,0,0.0878559,0,0.0227447,0.0504462,0.0205107,0.0162717,0.019278,0,0.0402679,0.0205329,0.0262361,0.00736408,0.0134288,0.0213923,0.0424078,0.0148507,0.0191219,0.0113381,0.0538422,0.0363124,0.102349,0.0116217,0,0,0,0,0.0207226,0,0,0
