Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,RTHI,RTHIP,LWRA,RWRB,x76,RFHD,,x108,x97,x89,x90,x98,x106,x87,x100,x99,x94,x95,x82,x101,x103,x96,x107,x109,x112,x105,x77
29,0.0313487,0.0280097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308873,0.0270382,0.0105738,0.00564638,0,0,0.026221,0,0.0216419,0.0237761,0.0596139,0.0152804,0.00679836,0.00915413,0.00642539,0.0401188,0.00917752,0.00960209,0.0181045,0.0229245,0.0149648,0.0125201,0.0144867,0.0306459,0.0372919,0.031483,0.0133623,0.00463495,0.0313404,0.0117636,0.00801535,0.0265984,0,0,0.120755,0.0450481,0.0810516,0.0517069,0.0198923,0.0128411,0.00774824,0.00336025,0.0289125,0.0233269,0.00823991,0.00880659,0.0518068,0,0.010535,0.0111394,0.0752617,0.0492234,0.0199757,0.0180733,0,0,0.0102423,0.00826326,0.0167805,0.0286601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.0319366,0.0288274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304586,0.02713,0.00995107,0.00566358,0,0,0.0271221,0,0.021596,0.0244005,0.059661,0.0152938,0.00696411,0.00922789,0.00655581,0.0410365,0.00992255,0.0105963,0.0176731,0.0226093,0.0160675,0.0126022,0.015051,0.0303254,0.0372117,0.0321405,0.0136268,0.00335854,0.0303556,0.0108903,0.00808571,0.0264074,0,0,0.121397,0.0448915,0.0803264,0.0516576,0.0181155,0.0128278,0.00778853,0.00339144,0.0298037,0.0227735,0.0081023,0.00869113,0.0517074,0.00845982,0.00962887,0.0101063,0.0756175,0.0483628,0.0209158,0.018357,0,0,0.0100588,0.00835978,0.0169121,0.0280063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0323176,0.0295561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302861,0.0272863,0.00934571,0.00581418,0,0,0.0279509,0,0.0216358,0.0250059,0.059805,0.0154062,0.0070869,0.00966733,0.00681411,0.0418695,0.0109184,0.0119603,0.0172658,0.0223744,0.0173188,0.0129625,0.0156823,0.0300695,0.037455,0.0326929,0.013958,0.00251939,0.0293732,0.0107034,0.00798318,0.0262614,0,0,0.121784,0.0447198,0.0794496,0.0516483,0.0173482,0.0127955,0.00780714,0.00346543,0.0306141,0.0224882,0.00808116,0.00866364,0.0516536,0.00823252,0.00935126,0.00951043,0.0754215,0.047204,0.0216794,0.0186297,0,0,0.00996319,0.0084108,0.0170533,0.0270699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0327965,0.0304064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302849,0.0275078,0.00876253,0.00601465,0,0,0.0295256,0,0.02176,0.0261042,0.0600733,0.0154524,0.00720114,0.0103253,0.00718491,0.0431772,0.012003,0.0134729,0.0169311,0.0222267,0.0186252,0.013586,0.0164238,0.0299506,0.0380163,0.033782,0.0144575,0.00233219,0.0286986,0.0104479,0.00773156,0.0262482,0,0,0.122303,0.0446355,0.0788399,0.0515743,0.0164497,0.012734,0.00788706,0.00353431,0.0315571,0.0222564,0.00801361,0.00874939,0.0516587,0.00803701,0.00900612,0.00943839,0.0749995,0.0460032,0.0224624,0.01887,0,0,0.00989836,0.00832983,0.0172021,0.0263667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.0333042,0.0308289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305703,0.0277589,0.00825736,0.00623254,0,0,0.031506,0,0.0219279,0.0274988,0.0605689,0.0157298,0.00730277,0.0109878,0.00797019,0.0444455,0.0131377,0.014924,0.0166679,0.0221473,0.0198638,0.0143302,0.0171683,0.029971,0.0389586,0.0350065,0.0150829,0.00341956,0.026838,0.0101301,0.00737408,0.0264555,0,0,0.12219,0.0440867,0.0771396,0.0515067,0.0154429,0.0126425,0.00816518,0.00391931,0.0325373,0.0220291,0.00798314,0.00895275,0.0516505,0.0078029,0.00862992,0.0103211,0.0740217,0.0440654,0.0229993,0.0190335,0,0,0.00981367,0.00824118,0.0174906,0.0247444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0142692,0.0183144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289436,0.0224221,0.00781013,0.00611473,0,0,0.0174749,0,0.0252676,0.0171245,0.061442,0.0169018,0.00878922,0.0118874,0.00802348,0.0266652,0.0140092,0.0163435,0.0167999,0.0227863,0.0210944,0.0147736,0.0179312,0.0297997,0.0370853,0.0184346,0.0108977,0.00135426,0.0320287,0.011218,0.00628161,0.0129273,0,0,0.0377645,0.0387268,0.0351686,0.0515501,0.0163509,0.0109621,0.00680635,0.00349857,0.0404979,0.0232917,0.00717724,0.00931478,0.0524403,0.00900401,0.0101205,0.00586928,0.0339804,0.0266123,0.0165686,0,0,0,0,0.00738274,0.0157105,0.0149617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.0170307,0.0173912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297208,0.0234988,0.00804857,0.00683233,0,0,0.0119113,0,0.0228517,0.0135898,0.0613548,0.018207,0.00897358,0.013382,0.00893514,0.0234179,0.0138671,0.0168353,0.0175268,0.0234476,0.0227367,0.0159183,0.0190352,0.0294934,0.038104,0.0148995,0.0107212,0.00116797,0.0166025,0.009969,0.00640394,0.0146087,0,0,0.021928,0.0188926,0.019146,0.050797,0.0147515,0.0114879,0.00732596,0.00306859,0.0394424,0.0231245,0.00795074,0.0092147,0.051983,0.00849021,0.00997267,0.00518295,0.0264515,0.0132559,0.0142479,0.00968359,0,0,0.0106208,0.00742036,0.0180354,0.0141917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0153209,0.0197478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283643,0.0222591,0.00750181,0.00693635,0,0,0.0159828,0,0.0252194,0.0161307,0.061988,0.0175243,0.00859519,0.0132434,0.00963563,0.0269198,0.0154388,0.0183282,0.0167302,0.0230839,0.0228972,0.01569,0.019021,0.0297308,0.0364028,0.0177219,0.0105027,0.00192731,0.033258,0.0113786,0.00598957,0.0139904,0,0,0.0347296,0.0427396,0.0340502,0.0512664,0.016095,0.0109292,0.0067738,0.00400665,0.0408729,0.0229663,0.00740304,0.00908557,0.0522887,0,0.0101595,0.00533927,0.0325074,0.0283824,0.0182766,0.00638269,0,0,0.00988566,0.00747423,0.0155629,0.0159833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0174361,0.0178066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287129,0.0231581,0.00804974,0.00771812,0,0,0.00632535,0,0.0225665,0.0102318,0.0615218,0.0187542,0.00866058,0.0143505,0.0107996,0.0222792,0.0149098,0.0182057,0.0174934,0.0235871,0.0239834,0.016422,0.019843,0.029429,0.0371047,0.0120971,0.0105428,0.00173351,0.0173278,0.0098187,0.00625678,0.014721,0,0,0.0169744,0.0200752,0.0154522,0.0504017,0.0141394,0.0116346,0.00749608,0.00439294,0.0391167,0.0228828,0.00843768,0.00875465,0.0515621,0,0.00971761,0.00475775,0.023313,0.0123261,0.0151223,0.00960812,0,0,0.0105019,0.00761997,0.0187677,0.0144937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0201517,0.0197616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281296,0.0238002,0.00831841,0.00834759,0,0,0.00568154,0,0.0221235,0.0104032,0.0612206,0.0194063,0.00899899,0.0147957,0.0122497,0.0240092,0.0152378,0.019009,0.0180585,0.0236164,0.0242497,0.0161769,0.0199508,0.028752,0.0363579,0.0129188,0.0110469,0.00190908,0.0176827,0.00898509,0.00673496,0.0169245,0,0,0.0161399,0.0203772,0.0131619,0.0498479,0.0129794,0.0117342,0.00814471,0.00564014,0.0401387,0.0225577,0.00921036,0.00808608,0.0506764,0,0.00905367,0.00511949,0.0215462,0.0106753,0.016552,0,0,0,0.0106223,0.00818009,0.0195158,0.0144247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.0183635,0.017581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261774,0.0237795,0.00764131,0.00803013,0,0,0.014643,0,0.0227083,0.0152284,0.0619964,0.0191286,0.00931649,0.0148737,0.0103919,0.0248679,0.0155709,0.019301,0.0172166,0.0233098,0.0245123,0.0158024,0.0198515,0.028958,0.0339108,0.0166826,0.0111272,0.00338934,0.0170161,0.00928238,0.00624683,0.0151528,0,0,0.0150345,0.0198947,0.0140627,0.0500273,0.0128469,0.011127,0.00727774,0.00347731,0.0395122,0.023342,0.00852829,0.00859383,0.051239,0.00792939,0.00963428,0.00544288,0.0228342,0.0115008,0.014498,0.00990644,0,0,0.0109872,0,0.0175377,0.0159513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0174377,0.0169402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429,0.023504,0.0074711,0.00813497,0,0,0.0143381,0,0.0228766,0.0148793,0.0621857,0.0186623,0.0095268,0.01497,0.0102336,0.0240486,0.0158337,0.0197165,0.0169536,0.0228254,0.024636,0.0155077,0.0197813,0.0289049,0.0324505,0.0161313,0.0109663,0.00342669,0.0167402,0.00862756,0.00610538,0.0142471,0,0,0.0138299,0.0198775,0.0136868,0.0499913,0.0118471,0.0109923,0.00734322,0.00317497,0.0390196,0.0228529,0.00828129,0.00903321,0.0514024,0.00791054,0.00973666,0.00537953,0.0227178,0.0118385,0.0141012,0.00948671,0,0,0.0106509,0.00737923,0.0176217,0.0166376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0175624,0.017339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024339,0.0235936,0.00761242,0.00821829,0,0,0.0137853,0,0.0228505,0.0145424,0.062329,0.0183838,0.00986502,0.0152,0.0108731,0.0241765,0.0159541,0.0200782,0.0169601,0.0224448,0.0248285,0.0154121,0.0198608,0.0288152,0.0311342,0.0159176,0.0110026,0.00438337,0.0165086,0.00948998,0.00598487,0.0143296,0,0,0.0122106,0.0200323,0.0125285,0.0498527,0.0134128,0.0108317,0.00717271,0.00377679,0.0390238,0.0233987,0.00857819,0.00845773,0.0512175,0,0.00994204,0.0063226,0.0218905,0.0116373,0.0146317,0.00935831,0,0,0.0110118,0,0.017537,0.0170906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0169211,0.017188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233888,0.0234697,0.00764044,0.00819303,0,0,0.0117645,0,0.0229714,0.0132761,0.0623566,0.0182009,0.00996979,0.0153196,0.0110617,0.0234568,0.016161,0.0206396,0.0169975,0.0219178,0.0247945,0.0150595,0.0197466,0.0285422,0.0296533,0.0144458,0.0108587,0.00496078,0.0162862,0.00817855,0.00621229,0.0139595,0,0,0.0109963,0.020016,0.0120605,0.0496021,0.0118919,0.0109959,0.00743591,0.00383202,0.0385503,0.0230545,0.00861101,0.00854116,0.0509082,0.00752126,0.00953707,0.00724835,0.0214077,0.011758,0.0145187,0.0090886,0,0,0.0111024,0,0.017769,0.0175414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.014244,0.0185515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217117,0.0223055,0.00699592,0.00782706,0,0,0.0185653,0,0.0253824,0.0171917,0.0629311,0.0166677,0.00962278,0.0149525,0.0105832,0.0270815,0.0170954,0.0216187,0.0160249,0.0208652,0.0244505,0.0146599,0.0193269,0.0289422,0.0271105,0.0189277,0.0108968,0.00606105,0.0302531,0.00928143,0.00584828,0.0133516,0,0,0.0231606,0.0425643,0.0263587,0.0503776,0.0122869,0.010233,0.00708368,0.00420576,0.0401986,0.0224722,0.00751478,0.00914467,0.0516922,0,0.00950509,0.00763075,0.0277921,0.0242559,0.0178655,0.00572667,0,0,0.00993548,0.00765466,0.0152733,0.0137443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.0147428,0.0190618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207169,0.0223807,0.00704307,0.00772005,0,0,0.0188194,0,0.0253744,0.0174079,0.0629552,0.0162572,0.0098323,0.015012,0.0107666,0.0276196,0.0171738,0.0221206,0.0160953,0.0203489,0.0243805,0.0144346,0.0192262,0.0287186,0.0257816,0.0192612,0.0110447,0.00653142,0.0283227,0.0089681,0.00616894,0.0139097,0,0,0.0204557,0.0412799,0.0241216,0.0500996,0.0115029,0.0101946,0.0074097,0.00466395,0.0404857,0.0223372,0.00763473,0.00925462,0.051477,0,0.00930039,0.00827729,0.0265584,0.0228662,0.0184973,0.00576291,0,0,0.00973734,0.00784859,0.0153098,0.0130636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.0137109,0.0181724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193385,0.0220841,0.00676017,0.00773542,0,0,0.0185422,0,0.0254694,0.0171453,0.0630467,0.0157717,0.0098341,0.0152719,0.0101368,0.0268265,0.0172476,0.022576,0.0158703,0.0198251,0.0242605,0.0141732,0.0189608,0.0286811,0.0239519,0.018634,0.0109575,0.00720384,0.0266488,0.00814417,0.00640844,0.0131046,0,0,0.0180718,0.0396369,0.0222239,0.0498533,0.01011,0.0102505,0.00803359,0,0.0398866,0.0220804,0.00763824,0.00987567,0.0514209,0.00764849,0.00951044,0.00899442,0.0255715,0.0213263,0.0178818,0.00534303,0,0,0.00955887,0.00804656,0.0153794,0.011979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0140577,0.0187095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187287,0.0220918,0.00683889,0.00742991,0,0,0.0186045,0,0.0255166,0.0172902,0.0631014,0.0156478,0.010135,0.0155451,0.0103731,0.0270384,0.0172914,0.0228795,0.0160575,0.0193466,0.0242522,0.0140598,0.0188912,0.0285375,0.023035,0.0187572,0.0110196,0.0071137,0.02464,0.00788879,0.00645254,0.0135096,0,0,0.0156269,0.0380613,0.020028,0.0496203,0.0097831,0.0100465,0.00818772,0.00513753,0.0399414,0.0219309,0.00775887,0.00982189,0.0512635,0.00752218,0.00938184,0.00888814,0.0242778,0.0198873,0.0182544,0.00542834,0,0,0.00942352,0.00800557,0.0156329,0.0118662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.0132961,0.0180175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176073,0.0218932,0.00659494,0.00738466,0,0,0.0180932,0,0.0256179,0.0168866,0.0631897,0.0153288,0.0101697,0.0157409,0.0099504,0.0264278,0.017368,0.0232328,0.0159119,0.0189071,0.024183,0.0139011,0.0187125,0.02857,0.0216769,0.0181558,0.0109395,0.00756653,0.0238186,0.0077836,0.00653651,0.0129217,0,0,0.014215,0.0372041,0.0189983,0.0498541,0.00963525,0.00984621,0.00820083,0,0.0395331,0.0219792,0.00766012,0.00996744,0.0512745,0.00747002,0.0094763,0.00926,0.0236267,0.0189577,0.0178218,0.00509653,0,0,0.00937249,0.00796443,0.0155205,0.0113515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.013656,0.0185026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170169,0.021957,0.00664634,0.00707291,0,0,0.0178668,0,0.0257495,0.0168059,0.0632872,0.0153141,0.0104671,0.0158838,0.0103772,0.0267339,0.0173979,0.0233971,0.0161057,0.0185263,0.0241866,0.0138285,0.0186683,0.0284778,0.0209821,0.0181599,0.0110032,0.00738175,0.0222004,0.00761367,0.00661831,0.0133696,0,0,0.0121011,0.0358522,0.0170606,0.0500541,0.00948693,0.00963618,0.00815641,0.00316503,0.0396403,0.0220345,0.00772949,0.00994701,0.0511581,0.00738905,0.00938959,0.00906052,0.0224252,0.0176191,0.0182857,0.00511036,0,0,0.00933804,0.00795551,0.0155609,0.0111262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0138137,0.0225148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163411,0.021586,0.00663253,0.006967,0,0,0.0156816,0,0.0257345,0.0152506,0.0635831,0.0151018,0.0103638,0.0166121,0.0101003,0.0292633,0.0176526,0.0240868,0.0161555,0.0181913,0.0244078,0.0137839,0.0185077,0.0282363,0.0202266,0.0180808,0.0104853,0.00766849,0.0189838,0.00725093,0.00662893,0.0173818,0,0,0.00610097,0.0280154,0.00391543,0.0502187,0.00862264,0.00974323,0.0083937,0.00255849,0.0429575,0.0220388,0.00774807,0.0102952,0.0511106,0.00727487,0.0093875,0.00937884,0.0156115,0.00595822,0.0236405,0.00430438,0,0,0.00928354,0.00797442,0.0149764,0.01216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0133359,0.0207348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154966,0.0216055,0.00663869,0.00681992,0,0,0.0157502,0,0.0256036,0.0152823,0.0637227,0.0149949,0.0105041,0.0169076,0.010279,0.0279128,0.0176634,0.0243054,0.0162513,0.0180093,0.0244217,0.0137442,0.0184481,0.028123,0.0192744,0.0176022,0.0105881,0.00733302,0.0192312,0.00802941,0.00661604,0.0156426,0,0,0.0043463,0.0296683,0.00782365,0.050339,0.010086,0.00959099,0.00768464,0.00274452,0.04132,0.0225879,0.00771817,0.00960014,0.051086,0,0.00931132,0.00916843,0.0173204,0.00633464,0.0215389,0.0042231,0,0,0,0.00770033,0.0149521,0.0118027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0133128,0.0200025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145165,0.0216694,0.00665799,0.00678172,0,0,0.0161764,0,0.0255515,0.015641,0.0637509,0.0148396,0.0104465,0.0172331,0.0102386,0.0274054,0.0176574,0.024585,0.0164326,0.0179464,0.0244143,0.0136858,0.0183727,0.0279532,0.0180785,0.0176987,0.0108057,0.0074617,0.0189706,0.00702748,0.00693318,0.0147697,0,0,0.00476366,0.0303019,0.00950873,0.0503262,0.00873403,0.00957859,0.00832685,0.00293915,0.0405683,0.0222186,0.00780278,0.0100586,0.0508915,0.00718542,0.00939731,0.00937949,0.018027,0.00878195,0.0204839,0.00438905,0,0,0.00919671,0.00806309,0.0152127,0.0117768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.0139117,0.0197346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127309,0.0219527,0.00633339,0.00676591,0,0,0.0164421,0,0.0256696,0.0160877,0.063505,0.0150332,0.0104874,0.0164214,0.0104176,0.0276045,0.0173507,0.0239859,0.0163284,0.0179611,0.0238366,0.0134017,0.0182531,0.0281947,0.0159916,0.0181476,0.011047,0.00770981,0.017949,0.00688653,0.0072435,0.0143122,0,0,0.0049633,0.0310963,0.0102906,0.0504551,0.00881662,0.00946255,0.00844804,0.00326835,0.0402525,0.0223336,0.00788257,0.00995664,0.0506558,0.00701277,0.00942898,0.00975403,0.0179481,0.0127024,0.020098,0.00464002,0,0,0.00921973,0.00821077,0.0156328,0.0116757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.014404,0.0203923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115512,0.0220404,0.00618871,0.00682469,0,0,0.0160929,0,0.0257015,0.0160237,0.063323,0.0150286,0.0107323,0.0159718,0.0104806,0.0283054,0.0171479,0.023657,0.0162829,0.0180067,0.0234012,0.0131159,0.018092,0.0282675,0.0148795,0.0184554,0.0110782,0.00786364,0.0171035,0.00683889,0.00748576,0.0149342,0,0,0.00438713,0.0294315,0.00782233,0.0506213,0.00896656,0.00948825,0.00853927,0.00332954,0.0407907,0.0223771,0.00797838,0.00985791,0.0504546,0.00693774,0.00948336,0.00999187,0.0163649,0.0110789,0.0210797,0.00457508,0,0,0.00926817,0.0082939,0.0157632,0.0120859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0149282,0.0211829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103844,0.0221099,0.00610654,0.00699828,0,0,0.0157767,0,0.0255845,0.0159206,0.0629518,0.0150601,0.0109697,0.014698,0.0105839,0.0291626,0.0168569,0.0228454,0.0160065,0.0180795,0.0224275,0.0125133,0.0177922,0.0284868,0.0136662,0.0188562,0.0110991,0.00798144,0.016759,0.00690703,0.00771305,0.0156147,0,0,0.00687173,0.0273978,0.00541573,0.050795,0.00930818,0.00953924,0.00865062,0.0033277,0.0414125,0.022346,0.00813213,0.00974429,0.0502268,0.0068587,0.00958009,0.0101472,0.0147182,0.00951969,0.0219187,0.00449365,0,0,0.00944598,0.00840249,0.0157807,0.0124399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0157423,0.0226195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552743,0.0222387,0.00783249,0.00737767,0,0,0.0154805,0,0.0255712,0.0158727,0.0624747,0.0171919,0.010956,0.0118833,0.0109927,0.0303255,0.0184947,0.0237964,0.0157125,0.0169257,0.0190829,0.00996365,0.0164639,0.0282604,0.00917131,0.0193885,0.0111841,0.00803617,0.0166372,0.00730265,0.00790774,0.0166569,0,0,0.011384,0.0256603,0.00460396,0.0511719,0.010158,0.00963065,0.00881136,0.0033409,0.0422607,0.0223195,0.00831632,0.00959669,0.0500322,0.0068963,0.00968379,0.0101869,0.0136776,0.00837188,0.0231031,0.00455099,0,0,0.00965367,0.0085973,0.0158032,0.0132736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.0172138,0.0248115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523823,0.0225586,0.00919961,0.00759061,0,0,0.0156952,0,0.0254499,0.0162088,0.0620607,0.0188254,0.0110627,0.0106745,0.0117745,0.032115,0.0184574,0.0231115,0.0157145,0.0170173,0.0174767,0.0087468,0.0159929,0.0283047,0.0082454,0.0205367,0.0113935,0.00822938,0.0166686,0.00826755,0.00815891,0.0182807,0,0,0.0175241,0.0237502,0.00676478,0.0512848,0.011778,0.00958369,0.00930834,0.00354016,0.043749,0.022805,0.00899761,0.00873191,0.0496079,0.00689054,0.00957589,0.0104183,0.0140693,0.00753398,0.0249385,0.00487999,0,0,0.0101249,0,0.0159229,0.0151831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.018116,0.0260735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530314,0.0228266,0.0100558,0.00762109,0,0,0.0159079,0,0.0252932,0.0165319,0.0618572,0.019742,0.0111764,0.0103009,0.0124407,0.0332035,0.0184994,0.0227372,0.0158295,0.017228,0.0164175,0.00790286,0.0156045,0.028129,0.00804803,0.0213531,0.0116022,0.00816864,0.017104,0.00876295,0.00814234,0.0194467,0,0,0.0222446,0.0224952,0.00981183,0.0514991,0.0123251,0.00954166,0.00960025,0.00369748,0.0448406,0.0230269,0.0092702,0.00808359,0.0495105,0,0.0094599,0.0101484,0.0153194,0.00766299,0.026135,0.00511392,0,0,0.0100454,0,0.0160041,0.0164928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.016541,0.0240328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538653,0.0225701,0.0100844,0.00753814,0,0,0.0147846,0,0.0254705,0.0158747,0.0618944,0.0199957,0.011076,0.00986681,0.0119467,0.0314416,0.0182584,0.0221504,0.015486,0.0174526,0.0158638,0.00750574,0.0153403,0.028244,0.00801164,0.0200611,0.0114732,0.00817875,0.0164799,0.00637331,0.00801381,0.0180226,0,0,0.0184017,0.023909,0.00814356,0.0517541,0.00898193,0.00975396,0.00925785,0.00324654,0.0432013,0.0221955,0.0083642,0.0092553,0.0497808,0.00661734,0.00983815,0.0106026,0.0135478,0.00858353,0.0244119,0.00471083,0,0,0.00965707,0.00907063,0.0159158,0.0141633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0167918,0.0235877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150718,0.0226976,0.0144593,0.0081148,0,0,0.014919,0,0.0254691,0.0160615,0.0600532,0.0273106,0.0120219,0.0121364,0.0126904,0.0315292,0.0160825,0.0167525,0.016093,0.0175241,0.0107635,0.00487218,0.0143877,0.0313631,0.0127783,0.0202926,0.0117126,0.00823233,0.016318,0.00627859,0.00844895,0.0178415,0,0,0.0203153,0.0236315,0.00963711,0.0521288,0.00939198,0.00954169,0.00970562,0.00394726,0.0425878,0.0220902,0.00877764,0.00910409,0.0494486,0.00645799,0.0101633,0.0110988,0.013307,0.0100777,0.0236168,0.00490412,0,0,0.00987786,0.00950498,0.0160558,0.0141816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0168035,0.0236037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170778,0.0226721,0.0156499,0.00837347,0,0,0.0146758,0,0.0254226,0.0159421,0.0597706,0.0287073,0.0121614,0.0138393,0.0127622,0.031703,0.0156543,0.0161355,0.0165102,0.0177385,0.0100709,0.00533456,0.0139866,0.0316547,0.0141863,0.0203439,0.0117676,0.00847205,0.0164726,0.00736007,0.00888823,0.0180301,0,0,0.0227014,0.0228693,0.0114463,0.0523334,0.0111949,0.00947739,0.0100222,0.00429331,0.0426875,0.0227623,0.00955284,0.0082888,0.049064,0.00643683,0.010047,0.0115892,0.0133942,0.0109248,0.0236616,0.00494444,0,0,0.0103787,0,0.0161025,0.0142891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0162484,0.0232557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180601,0.0226132,0.0161413,0.00820426,0,0,0.0141543,0,0.0255451,0.0156327,0.0594806,0.0294733,0.0122194,0.0148606,0.0126638,0.0311327,0.0153934,0.0158258,0.0167081,0.0178503,0.00969215,0.00568598,0.0133906,0.031775,0.0147964,0.0198683,0.011755,0.00837651,0.016821,0.00718261,0.00907117,0.0178253,0,0,0.0234453,0.0222525,0.0125479,0.0525525,0.0111607,0.00944021,0.0101104,0.00446593,0.0423722,0.0229243,0.00956646,0.00844823,0.0490384,0.00642263,0.00992718,0.011499,0.0129031,0.0120004,0.0231533,0.00487591,0,0,0.0102123,0,0.0161071,0.013694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
