Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LFHD,LTHII,LASI,,x76,x83
1009,0.00913163,0.0117682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137924,0.0142572,0.0138412,0,0,0.060209,0.0289175,0.0357251,0.0622976,0.030547,0.0115673,0.00956123,0.0135562,0.0151525,0.0957399,0,0.0268489,0.0172585,0.0102254,0.0179509,0.0322877,0.019689,0.0406576,0.0234156,0,0.0252168,0.0414786,0.0119743,0.0131402,0.00975444,0,0,0.0597159,0,0.039568,0.0533464,0.0306349,0.0103807,0.017807,0.0059272,0.0357617,0,0.0364482,0.0107283,0.019137,0.0205236,0.0433891,0.0131123,0.022379,0.0329134,0.0464177,0.025566,0.0266709,0.00883178,0.00875851,0,0,0,0.0815217,0.0112301,0,0,0
1010,0.00884352,0.0114154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148398,0.014146,0.0149249,0,0,0.0602727,0.0289546,0.0356928,0.0622266,0.0312201,0.0117093,0.00909206,0.0134629,0.0150537,0.0955298,0,0.0269283,0.0167467,0.0102241,0.0178161,0.0326389,0.0208597,0.0407248,0.0234701,0,0.0249976,0.037337,0.0131325,0.0129945,0.00949474,0,0,0.0645878,0,0.039653,0.0533996,0.0318145,0.0102663,0.0181791,0.00605288,0.0355928,0,0.036787,0,0.0196666,0.0215089,0.0432341,0.0137432,0.0234696,0.0320751,0.0481866,0.0221339,0.0256939,0.00819099,0.00846026,0,0,0,0.0816637,0.0110367,0,0,0
1011,0.00872216,0.0112597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156888,0.0139913,0.0152361,0,0,0.0604074,0.0290784,0.0356817,0.0620364,0.0319334,0.0118661,0.00861783,0.013314,0.0150135,0.0954876,0,0.0268856,0.0162588,0.0101091,0.0176582,0.0329455,0.0218129,0.0408421,0.0234305,0,0.0250954,0.0325075,0.0143781,0.0133417,0.00950123,0,0,0.0694806,0,0.0394741,0.0535388,0.0331149,0.0103986,0.0188892,0.00607936,0.0354285,0,0.0364838,0.0110194,0.0200598,0.0227625,0.0426778,0.0144369,0.0248021,0.0318988,0.0499916,0.0201275,0.0252694,0.00789538,0.00838236,0,0,0,0.0817052,0.0112073,0,0,0
1012,0.00852772,0.011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016371,0.0137863,0.0149274,0,0,0.0604765,0.0292238,0.0355935,0.0619553,0.0329182,0.0120822,0.00819156,0.0132365,0.0148844,0.0955012,0,0.0268972,0.0157051,0.0099407,0.0175122,0.0334146,0.0225546,0.0408534,0.0234727,0,0.0251405,0.0276468,0.0155625,0.0136282,0.00953398,0,0,0.0743457,0,0.0390858,0.0536137,0.0343619,0.0103956,0.0196489,0.00621666,0.0351408,0.0278331,0.0361311,0.0110349,0.0203922,0.0236012,0.0420924,0.0150612,0.0260395,0.0313836,0.0518898,0.020179,0.0254464,0.007639,0.0082153,0,0,0,0.0817598,0.0112555,0,0,0
1013,0.00836353,0.0111261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172538,0.0136065,0.0149981,0,0,0.0604741,0.0293242,0.0354298,0.0617771,0.0336874,0.0122205,0.00777045,0.0134024,0.0146464,0.0956215,0,0.0268839,0.0151411,0.0098583,0.0174175,0.033962,0.0234899,0.0406732,0.0236126,0,0.0248528,0.0238933,0.0170809,0.0134437,0.00967711,0,0,0.0810651,0,0.0400158,0.0538862,0.0360353,0.0102669,0.0199923,0.00631127,0.0349396,0,0.0362594,0.0113649,0.0209826,0.0246559,0.0417131,0.0156983,0.0275072,0.0306033,0.0545735,0.0214789,0.0256846,0.0075933,0.00797584,0,0,0,0.0818452,0.0111238,0,0,0
1014,0.00816003,0.0111424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186372,0.0131181,0.0153233,0,0,0.0608608,0.0296915,0.0353641,0.0616266,0.0340571,0.0126019,0.00730763,0.0134965,0.0146263,0.0957166,0,0.0267354,0.0143085,0.00975986,0.0175425,0.0345743,0.0248416,0.0404309,0.0238042,0,0.0253023,0.0223581,0.0195035,0.0135873,0.00982107,0,0,0.0824132,0,0.0372665,0.0541489,0.0382508,0.010243,0.0212389,0.00660718,0.0339371,0.0276845,0.036004,0.0114666,0.0214367,0.026462,0.0410366,0.0165576,0.0294694,0.0300542,0.0540767,0.025831,0.0274891,0.00753417,0.007724,0,0,0,0.0820991,0.0113497,0,0,0
1015,0.00806042,0.0114551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196935,0.0127306,0.0154412,0,0,0.0611993,0.029934,0.0352551,0.0616415,0.0337255,0.0127763,0.00716479,0.0137255,0.0144315,0.0959251,0,0.0266093,0.0135507,0.00963486,0.017851,0.0350066,0.0256877,0.0402608,0.0240472,0,0.0252464,0.0224952,0.0224727,0.0134953,0.00999923,0,0,0.0813319,0,0.0357263,0.0544142,0.040072,0.0101907,0.0219854,0.00664906,0.031967,0.0279034,0.0360114,0.0115676,0.02175,0.0277125,0.0405395,0.0175457,0.0309018,0.0289476,0.05234,0.024828,0.0251716,0.0075672,0.00762862,0,0,0,0.0820152,0.0114218,0,0,0
1016,0.00799295,0.0118081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206188,0.012346,0.0155082,0,0,0.0615316,0.0302738,0.0350702,0.0616513,0.0326721,0.0129356,0.00714338,0.0140471,0.0143094,0.0962208,0,0.0265484,0.0127824,0.00953719,0.0178142,0.0353278,0.0262257,0.0399357,0.0243318,0,0.0252337,0.0226449,0.0248316,0.0133706,0.0102719,0,0,0.0766807,0,0.0329788,0.0546785,0.0418323,0.0101331,0.022638,0.00661918,0.0294399,0.0277177,0.036061,0.0116209,0.0219587,0.028835,0.0400123,0.0187933,0.032159,0.0274821,0.0486166,0.0234656,0.0226094,0.00769498,0.00753981,0,0,0,0.0817595,0.0114597,0,0,0
1017,0.00787305,0.0120967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020222,0.0113969,0.0150599,0,0,0.0619808,0.0310816,0.0345397,0.0616735,0.0308839,0.0130336,0.00690737,0.0143326,0.0146456,0.0966954,0,0.026609,0.0124146,0.00934382,0.0177987,0.035848,0.0257792,0.0388935,0.0249104,0,0.025231,0.0223171,0.0266426,0.0131689,0.0107677,0,0,0.071992,0,0.0282064,0.0548152,0.0434837,0.0100233,0.0231509,0.00659708,0.0279463,0.0277776,0.0361561,0.0116904,0.0220779,0.029836,0.0394439,0.0199577,0.0332166,0.0257549,0.0454084,0.0410321,0.0133501,0.00806045,0.00742938,0,0,0,0.0812969,0.0114617,0,0,0
1018,0.00749001,0.0122471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182911,0.0110987,0.0140933,0,0,0.0619989,0.0312929,0.0342111,0.0617167,0.0286675,0.013038,0.00640785,0.0144798,0.0146978,0.0973445,0,0.0268769,0.0126311,0.00909049,0.0180408,0.0363909,0.0244343,0.0382486,0.0251158,0,0.0254522,0.0222517,0.0283486,0.012999,0.0117227,0,0,0.0496069,0,0.0177206,0.0548146,0.0448254,0.00993194,0.0235096,0.0065912,0.0228704,0.0282116,0.0363101,0.0117854,0.0220681,0.0306083,0.0388343,0.020875,0.0340382,0.0237554,0.0317137,0.0365937,0.013267,0.00854933,0.00741463,0,0,0,0.080481,0.0113833,0,0,0
1019,0.00739549,0.0115956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199802,0.0112706,0.0110651,0,0,0.0618487,0.0313304,0.0338953,0.061343,0.0255882,0.011684,0.00562881,0.0184364,0.0138905,0.0979581,0,0.0247778,0.0132439,0.00978676,0.0183015,0.0373278,0.0272193,0.0379839,0.0254392,0,0.0487865,0.0200883,0.0633463,0.00815829,0.00927984,0,0,0.0936902,0,0.042313,0.0574835,0.0864396,0.0120197,0.0615653,0.00540588,0.0284998,0.0306818,0.0356667,0.0318645,0.037012,0.0665886,0.0392709,0.0454656,0.0696124,0.0209254,0.0563654,0.039916,0.00265028,0.00819909,0.00531823,0,0,0,0.0799902,0.00922996,0,0,0
1020,0.00694569,0.0110226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159776,0.0111744,0.0093033,0,0,0.0617059,0.0313893,0.033655,0.0612594,0.0240692,0.0123232,0.00551947,0.0170744,0.0134893,0.0984115,0,0.0248211,0.0137414,0.00929576,0.0178149,0.0371426,0.0229341,0.0378276,0.0253671,0,0.0263443,0.0179076,0.0707475,0.00954915,0.00906688,0,0,0.0968898,0,0.0463429,0.0585637,0.0988512,0.011896,0.0670109,0.0051964,0.0273903,0.0306024,0.0362788,0.0326869,0.0387783,0.0772058,0.0544348,0.0595192,0.0835549,0.0161505,0.0575263,0.038242,0.00756671,0.00748528,0.00489974,0,0,0,0.0786258,0.0105773,0,0,0
1021,0.0073445,0.0127481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958212,0.010651,0.0097796,0,0,0.0618206,0.0315467,0.0333896,0.0629858,0.0232161,0.0127814,0.0087973,0.0154405,0.0139716,0.0994386,0,0.0270843,0.0155629,0.0095752,0.0173954,0.0358405,0.0175603,0.0373846,0.025058,0,0.0283156,0.0217128,0.0249523,0.0124882,0.0122402,0,0,0.0279676,0,0.00993581,0.0540831,0.0350111,0.00972347,0.0214949,0.0067953,0.016344,0.0261728,0.0364782,0.0118484,0.0186443,0.0255357,0.0370353,0.0166563,0.0262505,0.0210998,0.0151693,0.0308946,0.0084819,0.00877718,0.0068144,0,0,0,0.0757452,0.0110073,0,0,0
1022,0.00762036,0.0127612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634759,0.0105281,0.00924153,0,0,0.0613908,0.0315576,0.0330303,0.0639618,0.020927,0.0121749,0.0130025,0.0160383,0.0135364,0.100401,0,0.0277921,0.017479,0.0105629,0.0170869,0.0346763,0.0160721,0.0372015,0.0247519,0,0.0350374,0.0214094,0.0235909,0.0117449,0.0124101,0,0,0.0235402,0,0.00977531,0.0539166,0.029005,0.00994022,0.0199363,0.00664871,0.0156666,0.0242989,0.0362494,0.0120757,0.0160589,0.0211702,0.0387549,0.0145786,0.0191807,0.0242126,0.0131191,0.0270934,0.0097286,0.00871528,0.00691858,0,0,0,0.0732514,0.0103849,0,0,0
1023,0.00695607,0.0117471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650233,0.0106139,0.00857267,0,0,0.0607941,0.0315367,0.0324304,0.0647331,0.0187781,0.0108831,0.0159843,0.018467,0.0129084,0.100782,0,0.0275287,0.0189103,0.0117425,0.0170468,0.0341703,0.0163845,0.0366538,0.0247228,0,0.0510911,0.0195861,0.043729,0.00858337,0.0121612,0,0,0.023753,0,0.00922946,0.0548861,0.0547691,0.0110661,0.0425056,0.00717565,0.0146424,0.0279112,0.0348983,0.0230263,0.0287131,0.0453202,0.0362072,0.0291248,0.043476,0.0272143,0.0130272,0.0278614,0.00598353,0.00805068,0.0057573,0,0,0,0.0718995,0.00854791,0,0,0
1024,0.00563872,0.00894409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800331,0.0108206,0.0116586,0,0,0.059453,0.030848,0.032446,0.066281,0.0163741,0.0111053,0.0222352,0.0142442,0.0112725,0.101104,0,0.0297384,0.0222943,0.0157165,0.0170662,0.0324076,0.0173651,0.0380097,0.0235932,0,0.0401613,0.0098635,0.0266177,0.0111303,0.0108868,0,0,0.0514031,0,0.0284915,0.0537619,0.0319639,0.00985322,0.0197268,0.00649783,0.0120381,0.0252181,0.0369589,0.0128333,0.0163295,0.0228131,0.0371455,0.0166358,0.0213841,0.0235861,0.0281708,0.0229486,0.0113375,0.00449744,0.00615246,0,0,0,0.0698937,0.0094689,0,0,0
1025,0.00539971,0.00824564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102092,0.0108808,0.0123303,0,0,0.0586427,0.0307242,0.0320916,0.0668159,0.0148196,0.0106643,0.025372,0.0135465,0.0106594,0.101128,0,0.0296743,0.0242433,0.0182271,0.0170566,0.0314746,0.0184271,0.0383355,0.0233817,0,0.042976,0.0080421,0.0287353,0.0105307,0.0106645,0,0,0.045758,0,0.026531,0.0537889,0.0341938,0.009791,0.0198056,0.0063163,0.0101678,0.025643,0.0372795,0.0131742,0.0163636,0.0241327,0.035992,0.0180194,0.023075,0.0232314,0.0245397,0.0235791,0.0138129,0.00382695,0.00560597,0,0,0,0.0698046,0.00874666,0,0,0
1026,0.00526881,0.00804584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112177,0.0110529,0.0125785,0,0,0.0576815,0.0306365,0.0315602,0.0670686,0.0137433,0.0103657,0.0277183,0.0132574,0.010158,0.101115,0,0.0290987,0.0257645,0.020129,0.0171302,0.0306706,0.0191558,0.0381785,0.0230932,0,0.0449485,0.00729667,0.0310593,0.00969647,0.010953,0,0,0.0472032,0,0.0278308,0.0538082,0.0367123,0.00958695,0.0198161,0.00619723,0.00972043,0.0259478,0.0375379,0.0134885,0.0164317,0.0255784,0.0345341,0.0195939,0.024971,0.0226153,0.0254733,0.0253404,0.0171084,0.00375247,0.00574761,0,0,0,0.0703932,0.00809648,0,0,0
1027,0.00518168,0.00801433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115843,0.0111999,0.0126739,0,0,0.0562339,0.0304512,0.03069,0.0673459,0.012962,0.0102119,0.0294048,0.012885,0.00971388,0.100796,0,0.0284803,0.0268029,0.0211251,0.0172935,0.0300792,0.0196362,0.0375082,0.0226952,0,0.0461234,0.00670394,0.0330355,0.00883631,0.0111246,0,0,0.0482958,0,0.0287348,0.0537738,0.0385293,0.00935232,0.019356,0.00618667,0.00929351,0.0261537,0.0377331,0.0137181,0.0161873,0.026732,0.0328874,0.0211706,0.0266303,0.0213341,0.0263917,0.0270948,0.0201274,0.0036211,0.00586865,0,0,0,0.0713246,0.00757642,0,0,0
1028,0.00517478,0.00789639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118912,0.0113663,0.0125582,0,0,0.0543851,0.0300409,0.0296062,0.0676908,0.012072,0.0101651,0.0308638,0.0126894,0.00931716,0.100446,0,0.0280801,0.0275234,0.0217606,0.0174506,0.0295733,0.0199721,0.0365225,0.0222291,0,0.0467588,0.00642788,0.0352425,0.00784925,0.01125,0,0,0.0489338,0,0.0292772,0.0537159,0.0409148,0.00916755,0.019162,0.00618149,0.00895081,0.0263743,0.0378891,0.014023,0.0160354,0.0283857,0.0310769,0.0231069,0.0287578,0.0203529,0.0266525,0.0286022,0.022291,0.00373359,0.00582606,0,0,0,0.072063,0.00711179,0,0,0
1029,0.00522571,0.00771425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120282,0.0115789,0.0123146,0,0,0.0522477,0.0297141,0.028294,0.0679534,0.0111526,0.0103038,0.0317049,0.0125967,0.00901512,0.100123,0,0.0280382,0.0278013,0.0222163,0.0174855,0.0292497,0.0198961,0.0353234,0.0217638,0,0.0468414,0.00636147,0.0368219,0.00693174,0.0113328,0,0,0.0498845,0,0.0300892,0.0535952,0.0430467,0.00895301,0.0187225,0.00627452,0.0087406,0.0265317,0.0381682,0.0144524,0.015766,0.0299033,0.0293289,0.0249604,0.0307437,0.0188823,0.0268395,0.0298583,0.0236815,0.00394454,0.00586438,0,0,0,0.0724566,0.00662269,0,0,0
1030,0.00527229,0.00759953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122518,0.0119159,0.0120647,0,0,0.0496986,0.0293925,0.0267526,0.0681601,0.0102386,0.0105193,0.0319101,0.0126844,0.00878547,0.100312,0,0.0282725,0.0278426,0.0225942,0.0173842,0.0291322,0.0199291,0.0338581,0.0211785,0,0.0461658,0.00645902,0.0375024,0.00600115,0.0114562,0,0,0.0511187,0,0.0310204,0.0534318,0.0444869,0.00867701,0.0179329,0.00640062,0.00861012,0.0266042,0.0383809,0.014931,0.0153588,0.0311915,0.0277582,0.0265967,0.0324045,0.0168174,0.0273476,0.0308677,0.0244892,0.00388534,0.00602242,0,0,0,0.0725471,0.00597503,0,0,0
1031,0.00525675,0.00745755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127302,0.0124901,0.0118175,0,0,0.0459084,0.0287673,0.0245012,0.0683793,0.00917637,0.0106632,0.0316688,0.0128877,0.00855942,0.10035,0,0.0285299,0.0276916,0.0228017,0.017187,0.02911,0.0203336,0.031514,0.0204045,0,0.0450648,0.00674209,0.0381453,0.00492281,0.0116232,0,0,0.0521234,0,0.0316291,0.0532338,0.0462894,0.00849842,0.0173383,0.00650394,0.00864995,0.0265899,0.0384253,0.0153308,0.0150588,0.0327835,0.0263614,0.0284365,0.0342776,0.0148567,0.0281168,0.0318289,0.0249873,0.00377354,0.00619184,0,0,0,0.0724955,0.00520387,0,0,0
1032,0.00523572,0.00699992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137974,0.013079,0.0115173,0,0,0.0409333,0.0281261,0.0214412,0.0687061,0.00807961,0.0108795,0.0313983,0.0130443,0.00827596,0.100084,0,0.0287536,0.0275042,0.0229576,0.0169452,0.0290641,0.0208689,0.0281269,0.0194684,0,0.0439866,0.00708345,0.0380277,0.00390508,0.0117286,0,0,0.0537292,0,0.0323942,0.0530014,0.0467758,0.00815809,0.0166135,0.00671257,0.00894522,0.0264999,0.0385289,0.0157543,0.0144879,0.0339026,0.0252363,0.0299455,0.0357164,0.0120077,0.0293381,0.0328316,0.0253667,0.00356376,0.00632571,0,0,0,0.0724599,0.00435154,0,0,0
1033,0.00515328,0.00611274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151207,0.0142485,0.0113996,0,0,0.0325731,0.0271122,0.016295,0.0690798,0.0071545,0.0112719,0.031234,0.0130191,0.00805613,0.0998023,0,0.0289475,0.0273798,0.0231633,0.0167257,0.0290515,0.021881,0.0220556,0.0177874,0,0.0453257,0.00746864,0.0401901,0.00257218,0.0119815,0,0,0.0551775,0,0.0331238,0.0530092,0.049001,0.00835789,0.0194918,0.00680633,0.00988923,0.0267312,0.0381457,0.0157695,0.0155403,0.0383101,0.023443,0.0337169,0.0401821,0.01365,0.0305167,0.0336829,0.0257115,0.00280275,0.00617843,0,0,0,0.0725739,0.00333695,0,0,0
1034,0.00496795,0.00525754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017151,0.0159724,0.0114395,0,0,0.0185226,0.026636,0.00669643,0.0689249,0.00647851,0.0119597,0.0310578,0.0121738,0.00844694,0.0996296,0,0.0292193,0.0271866,0.0236295,0.0164855,0.0288422,0.0233498,0.0105364,0.0168749,0,0.0401473,0.00784148,0.0364071,0.0019935,0.0114376,0,0,0.0565899,0,0.0342391,0.0526509,0.0464556,0.0079381,0.0156887,0.00700895,0.0102878,0.0262714,0.0391925,0.0166106,0.0133992,0.0364848,0.0231283,0.0329755,0.038758,0.0133273,0.0316356,0.0315245,0.0259083,0.00244406,0.0061686,0,0,0,0.0725943,0.00265953,0,0,0
1035,0.00492226,0.00464682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194659,0.0169571,0.011424,0,0,0.0135244,0.026315,0.0034411,0.0681725,0.00632172,0.0122747,0.0314387,0.011799,0.00957286,0.0996794,0,0.0294377,0.0270677,0.0242125,0.0161283,0.0285284,0.0257623,0.00650313,0.0169258,0,0.0375915,0.00854612,0.0326481,0.00121005,0.0107979,0,0,0.0571616,0,0.0351131,0.0522759,0.0369435,0.00772715,0.0166149,0.00699761,0.0104999,0.02656,0.0386718,0.0156867,0.0128362,0.0376924,0.0191431,0.0338186,0.0387599,0.0211785,0.0320585,0.0298883,0.0260608,0.00270796,0.00536984,0,0,0,0.0726798,0.00264666,0,0,0
1036,0.00496458,0.00430629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214172,0.0172528,0.0113829,0,0,0.0122306,0.0261064,0.00277677,0.0672918,0.00646575,0.0123845,0.0315242,0.0116297,0.0101472,0.0997633,0,0.0296432,0.0267893,0.0245872,0.0157372,0.0282713,0.0278562,0.0054542,0.0171021,0,0.0367127,0.00901122,0.0333926,0.000919743,0.0101383,0,0,0.057038,0,0.0356874,0.0518117,0.0328643,0.00771939,0.018501,0.00686145,0.0108697,0.0270318,0.0379031,0.0144879,0.0129873,0.0401341,0.0177714,0.036368,0.0407016,0.0314985,0.0320419,0.0277447,0.0262046,0.00287288,0.0050085,0,0,0,0.07272,0.00264032,0,0,0
1037,0.00467156,0.0037552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024219,0.0176207,0.0116771,0,0,0.00962457,0.0258995,0.00160401,0.0660882,0.00670914,0.0126832,0.0314282,0.0106626,0.0110644,0.0998061,0,0.029988,0.0264079,0.0252022,0.0152732,0.0277455,0.0310849,0.00351596,0.0170248,0,0.044569,0.00936676,0.0416178,0.00158856,0.00933881,0,0,0.0568673,0,0.0362486,0.0512576,0.0336902,0.00707843,0.0169531,0.0074778,0.0115022,0.0288199,0.0392953,0.0145555,0.0146836,0.0387987,0.0187691,0.0374804,0.0400313,0.0473682,0.0322608,0.0260202,0.0263124,0.0027455,0.00528616,0,0,0,0.0726993,0.004095,0,0,0
1038,0.00432713,0.00360977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260638,0.0178797,0.0119006,0,0,0.00711288,0.0258333,0.00156629,0.0655414,0.00665843,0.0128975,0.0309428,0.0100479,0.0119544,0.0997709,0,0.0302131,0.0259843,0.0253777,0.0150127,0.0273969,0.033543,0.00177739,0.0168308,0,0.0435482,0.00958637,0.0420826,0.0013119,0.00859328,0,0,0.0571317,0,0.0368275,0.0504802,0.0325118,0.00685552,0.0157799,0.00737119,0.0119672,0.0294848,0.0400504,0.0155306,0.015286,0.0380493,0.0187582,0.0374481,0.0391648,0.0494915,0.0325698,0.0250339,0.0263925,0.00249556,0.00563492,0,0,0,0.0726475,0.0045621,0,0,0
1039,0.00407777,0.00367498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276453,0.0181088,0.0119741,0,0,0.00509939,0.0257983,0.00250109,0.065157,0.00650692,0.0130166,0.0306263,0.00946068,0.0126684,0.099778,0,0.0303173,0.0255002,0.0254115,0.014782,0.0270707,0.0356939,0.000808738,0.0167436,0,0.0409134,0.00983527,0.04162,0.00112296,0.0078714,0,0,0.0569863,0,0.0371728,0.0496737,0.0330776,0.00705658,0.0154907,0.00717544,0.0123758,0.0301907,0.0404558,0.016483,0.0157888,0.038268,0.0178993,0.0377868,0.0391927,0.0478649,0.0325869,0.0241924,0.0263316,0.00224138,0.00577647,0,0,0,0.0726887,0.0047956,0,0,0
1040,0.00410888,0.00384372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285864,0.0181651,0.0120325,0,0,0.00423486,0.026034,0.00300254,0.0655928,0.00635133,0.0129919,0.030323,0.00902042,0.0128651,0.099506,0,0.0304621,0.0252864,0.0253199,0.0148335,0.0269459,0.0367547,0.000924941,0.0166507,0,0.0198913,0.00991244,0.0298729,0.00289304,0.00734844,0,0,0.0566965,0,0.0372257,0.0487304,0.0316288,0.00804658,0.013389,0.0063831,0.0123983,0.0293123,0.0406875,0.0196289,0.0141678,0.037972,0.015576,0.0364146,0.0380778,0.0289891,0.0322844,0.0233561,0.0261593,0.00165401,0.00593039,0,0,0,0.0727606,0.00347714,0,0,0
1041,0.00417104,0.00393637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299903,0.0183719,0.0124128,0,0,0.00239735,0.0261705,0.00426281,0.0655581,0.00658622,0.0130568,0.0301498,0.00835843,0.0133825,0.0993591,0,0.0305384,0.0251207,0.0255514,0.0147554,0.0266917,0.0383099,0.00210153,0.0164218,0,0.0168611,0.0100412,0.0330464,0.00422519,0.00693376,0,0,0.057088,0,0.037602,0.0479388,0.0406027,0.00897918,0.0133372,0.00605043,0.0126472,0.0289105,0.0410637,0.021102,0.0138669,0.0384369,0.0185849,0.0375583,0.0387595,0.0215074,0.0324951,0.0227129,0.0260016,0.00144209,0.00606735,0,0,0,0.0728774,0.00336217,0,0,0
1042,0.00420897,0.00408235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317887,0.0184546,0.012793,0,0,0.00185109,0.0261829,0.00507872,0.0650438,0.0070487,0.0130007,0.0300218,0.00754836,0.013543,0.0993533,0,0.0306003,0.0249296,0.0255737,0.0146048,0.0263935,0.040629,0.00291566,0.0163952,0,0.0177916,0.0102667,0.0329036,0.00440901,0.00644375,0,0,0.0572068,0,0.0378894,0.0471437,0.0392571,0.00939996,0.0134141,0.00564767,0.0130052,0.0291206,0.0412065,0.021407,0.0141492,0.0383306,0.0183821,0.0375431,0.0383098,0.0202542,0.0327857,0.0221158,0.0257687,0.00158037,0.00607335,0,0,0,0.0729973,0.00374417,0,0,0
1043,0.00430273,0.00420144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333734,0.018461,0.0130499,0,0,0.00212879,0.0262099,0.00555926,0.0645962,0.00724852,0.0128968,0.0297024,0.00690456,0.0133383,0.0993464,0,0.0306883,0.0246443,0.0255034,0.0144432,0.0261706,0.0429696,0.00331076,0.0164605,0,0.0193176,0.0104486,0.033096,0.00455197,0.00602179,0,0,0.0565588,0,0.037177,0.0468389,0.0380222,0.00974733,0.0140134,0.0052964,0.0131653,0.0291603,0.0408649,0.0213471,0.0142766,0.0384541,0.0181905,0.0378861,0.038169,0.0194455,0.0325957,0.0275703,0.0262083,0.00169257,0.00609356,0,0,0,0.0730676,0.00391961,0,0,0
1044,0.00430916,0.0042939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352325,0.0185273,0.0133711,0,0,0.00222919,0.0263582,0.00574346,0.0642451,0.00787103,0.0128136,0.0296215,0.00632277,0.0129977,0.0994162,0,0.0309181,0.0244807,0.0257365,0.0141592,0.025839,0.0453198,0.0033973,0.0163939,0,0.0196095,0.0106592,0.0330918,0.00477816,0.00583551,0,0,0.0567864,0,0.03747,0.0470552,0.03714,0.010021,0.0147489,0.00506931,0.0134625,0.0291557,0.0404278,0.0211276,0.0142992,0.0383405,0.0179333,0.0380257,0.0378152,0.0182082,0.0328929,0.0271329,0.0258352,0.00195496,0.00610207,0,0,0,0.0729533,0.00410504,0,0,0
1045,0.00426535,0.00433435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372054,0.018543,0.0137628,0,0,0.00229387,0.026545,0.00585918,0.0639232,0.00831097,0.0127444,0.0295064,0.00584894,0.0126896,0.0994729,0,0.031277,0.0242858,0.0259425,0.0138404,0.0254928,0.0478286,0.0034127,0.0163056,0,0.0194398,0.0107994,0.0329437,0.00485992,0.00571948,0,0,0.0570207,0,0.0377258,0.0476236,0.036637,0.0101661,0.0151416,0.0049491,0.0136832,0.0292475,0.0400512,0.0208475,0.014338,0.0381606,0.0175151,0.0379525,0.0374802,0.0172752,0.0332545,0.0266225,0.0254464,0.00224133,0.00612447,0,0,0,0.0726723,0.00434994,0,0,0
