Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LFHD,LTHII,LASI,,x76,x83
354,0.00672174,0.00881138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281655,0.0132267,0.0193916,0,0,0.0190332,0.0317973,0.00808604,0.0611121,0.0330972,0.014706,0.0133845,0.0108252,0.00926342,0.0289972,0,0.026912,0.00818798,0.00806363,0,0.0218384,0.0192596,0.0145797,0.0155731,0.011323,0.0328039,0.0129072,0.0219744,0.0060555,0.0156544,0,0,0.0756428,0,0.0360894,0.0527802,0.0312145,0.0163964,0.0130161,0.00940358,0.00942869,0.0271139,0.038536,0.0150505,0.0196041,0.0170535,0.0322702,0.0169328,0.0183815,0.0544633,0.0421396,0.0412932,0.0280692,0.0116942,0.00770543,0,0,0,0.0831084,0.00760125,0,0,0
355,0.00682963,0.00915207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187236,0.0131471,0.0107599,0,0,0.0197072,0.0318882,0.00843926,0.0607391,0.0277858,0.0151117,0.0146239,0.0112279,0.00899823,0.0218598,0,0.0256756,0.00940687,0.00812487,0,0.0317073,0.0138897,0.0151438,0.0155454,0.0114079,0.0312807,0.0133973,0.0225093,0.006479,0.015457,0,0,0.0756547,0,0.035839,0.0524148,0.0301994,0.0166208,0.0128397,0.00979077,0.00933876,0.0265125,0.0379737,0.0144791,0.019062,0.0182086,0.0312205,0.0179694,0.0189333,0.0511458,0.0424697,0.0430161,0.0275589,0.0110589,0.00770481,0,0,0,0.0835114,0.00776952,0,0,0
356,0.00689517,0.00929528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181985,0.0131135,0.0104317,0,0,0.0199,0.0318875,0.00857441,0.0610264,0.0275762,0.0153513,0.0131048,0.0112935,0.00878098,0,0,0.0263614,0.00885737,0.00681994,0.00663172,0.0310677,0.0132659,0.0152911,0.0155774,0.0113645,0.0301105,0.0138566,0.0229674,0.00692566,0.0158234,0,0,0.0755016,0,0.0356328,0.0520348,0.0286452,0.0167042,0.0124601,0.00980328,0.00957377,0.0263661,0.0377133,0.014316,0.018831,0.0193883,0.0304145,0.018879,0.0195036,0.0474493,0.0426279,0.0442043,0.0272378,0.0109754,0.00773918,0,0,0,0.0828016,0.00763918,0,0,0
357,0.00696954,0.00942494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217186,0.0130686,0.0127345,0,0,0.0199403,0.0318228,0.00866291,0.0610867,0.0292507,0.0153657,0.0145617,0.0113105,0.008647,0,0,0.0260849,0.00904769,0.00729568,0.00661932,0.0298712,0.0160943,0.0152797,0.015562,0.0114476,0.0292263,0.0143342,0.0233192,0.00721671,0.0162633,0,0,0.0754086,0,0.035577,0.0519465,0.0273207,0.0168784,0.0123249,0.00973295,0.00989491,0.0263386,0.0375897,0.0142262,0.0185564,0.0202841,0.0295516,0.0199298,0.0201465,0.0439938,0.0427795,0.0451778,0.0270432,0.0109644,0.00761599,0,0,0,0.0836617,0.00748581,0,0,0
358,0.00687773,0.00894733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469426,0.0129643,0.0316349,0,0,0.0200064,0.031411,0.00863493,0.0634346,0.0454886,0.0135237,0.018906,0.00918731,0.00866467,0.0799135,0,0.0274532,0.00716087,0.0109214,0.0140308,0,0.0368314,0.0152239,0.0153837,0.0113572,0.028747,0.0147025,0.0235821,0.00774627,0.0192915,0,0,0.0752989,0,0.0357164,0.0526927,0.026795,0.0174894,0.0127998,0.00762199,0.0121473,0.0277749,0.0384279,0.015346,0.0196891,0.0214483,0.0291615,0.021041,0.0213001,0.0410517,0.0430217,0.0457417,0.0267866,0.0130082,0.00841132,0,0,0,0.0878655,0.00681463,0,0,0
359,0.00704497,0.00914324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476838,0.0128832,0.0347164,0,0,0.020487,0.0314383,0.00882715,0.0629555,0.0482801,0.0139202,0.0146667,0.00973104,0.00848953,0,0,0.0280855,0.00770179,0.0105693,0.0293647,0,0.0355795,0.0155548,0.015441,0.0114778,0.0266767,0.0151375,0.023295,0.00740133,0.0192494,0,0,0.0754926,0,0.0357764,0.0518784,0.0250733,0.0173077,0.0126785,0.00809452,0.0122019,0.0275176,0.0380243,0.0150804,0.0193043,0.0221692,0.0282265,0.0219256,0.0217199,0.0371289,0.0432954,0.0465704,0.0266749,0.0126927,0.00795925,0,0,0,0.0854108,0.00630133,0,0,0
360,0.00740782,0.0092032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458938,0.0129275,0.0337157,0,0,0.0207018,0.0315254,0.00887161,0.06267,0.0474424,0.013933,0.0151734,0.00940979,0.00832707,0,0,0.0275139,0.0072467,0.0098876,0.0635979,0,0.0339951,0.015772,0.0157139,0.0115003,0.024518,0.0155186,0.023036,0.00736365,0.0194417,0,0,0.0758838,0,0.0356524,0.0514886,0.0235091,0.0173403,0.0125876,0.00793178,0.0125983,0.0274217,0.0380277,0.0150228,0.0190601,0.0231092,0.0275617,0.0228774,0.0227118,0.0328834,0.0435693,0.0469502,0.0265129,0.0126462,0.00771861,0,0,0,0.0856488,0.00588762,0,0,0
361,0.00761524,0.00922163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452995,0.0129563,0.033891,0,0,0.0207576,0.031546,0.00890317,0.0624873,0.0470949,0.013925,0.0162588,0.00950949,0.00827173,0.0229993,0,0.0268145,0.00692925,0.00972506,0.0784927,0,0.0338323,0.0158873,0.0158891,0.0115461,0.0221874,0.0158995,0.022617,0.00766052,0.0197575,0,0,0.0764144,0,0.0355806,0.051524,0.0220546,0.0173769,0.0122878,0.00772772,0.0128086,0.0274859,0.0381978,0.0148468,0.0188068,0.0238217,0.0270213,0.0235867,0.0234516,0.0280203,0.0439421,0.0472387,0.0263497,0.0125174,0.00755401,0,0,0,0.0864647,0.00555084,0,0,0
362,0.00730981,0.00909107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045415,0.0129462,0.0348529,0,0,0.0207218,0.0314696,0.00890532,0.0624294,0.0473082,0.0140403,0.0147524,0,0.00827255,0.0303363,0,0.0272046,0.00759623,0.010211,0.0719903,0,0.0338706,0.0158728,0.0159194,0.0115795,0.0202993,0.0162142,0.0222187,0.00824453,0.0203379,0,0,0.076958,0,0.0353137,0.0516245,0.0210169,0.0174209,0.0120607,0.00754346,0.0130561,0.0274868,0.0382912,0.0146421,0.0184947,0.0244028,0.0265026,0.0241775,0.0238902,0.0229592,0.0443756,0.0475851,0.0262128,0.012472,0.00767481,0,0,0,0.0861644,0.005505,0,0,0
363,0.00714291,0.00891696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492914,0.0129356,0.0382353,0,0,0.0206993,0.0313715,0.00891004,0.0626535,0.0492886,0.0141551,0.0141582,0.0115752,0.0083132,0.028834,0,0.028282,0.00964663,0.0125891,0,0,0.0373834,0.0158768,0.0159261,0.0115913,0.0189629,0.0164634,0.0218785,0.00831405,0.0207437,0,0,0.0772567,0,0.035127,0.0516563,0.0198997,0.0173182,0.0118785,0.00733095,0.013403,0.0274307,0.0384887,0.0146629,0.0182867,0.0248111,0.0261355,0.0246161,0.0242644,0.0179174,0.0446645,0.0478824,0.0260456,0.0126093,0.00808279,0,0,0,0.0854886,0.00556467,0,0,0
364,0.00702658,0.00837148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488119,0.0130729,0.0381066,0,0,0.020559,0.0313937,0.00885927,0.0624956,0.0488725,0.0142038,0.0146224,0,0.00830715,0.027374,0,0.0279904,0.00942194,0.0119844,0.0248214,0,0.0370658,0.0158349,0.0161382,0.0116046,0.0178661,0.016664,0.0217668,0.00805312,0.020774,0,0,0.0772995,0,0.0350571,0.0516746,0.0183414,0.017283,0.0115405,0.00727955,0.0136948,0.027073,0.0385294,0.0144679,0.0177345,0.025128,0.025713,0.0249956,0.0245411,0.0140704,0.0447632,0.0480118,0.0258495,0.0124916,0.00873062,0,0,0,0.0856587,0.00567413,0,0,0
365,0.00721551,0.00834412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220651,0.0128457,0.0152563,0,0,0.0213741,0.0316282,0.00932924,0.0603748,0.0286724,0.0153866,0.0150362,0.0122743,0.00841759,0.0231713,0,0.0257696,0.00987907,0.00725158,0.00758769,0.0290539,0.018149,0.016878,0.0160993,0.0118234,0.0160202,0.0169,0.0218223,0.00779609,0.0192592,0,0,0.0776057,0,0.0351128,0.0515058,0.0166142,0.0174396,0.0107453,0.00803981,0.0124211,0.0257272,0.0378215,0.0134344,0.0162127,0.0254173,0.0249024,0.0254433,0.024614,0.0118684,0.0448249,0.0483801,0.025872,0.0110462,0.00931766,0,0,0,0.0848754,0.00818559,0,0,0
366,0.00688224,0.00817193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486152,0.0130845,0.0378903,0,0,0.0208903,0.0313492,0.00892787,0.0625695,0.0484125,0.0141545,0.0127217,0.0113071,0.00806373,0.0276467,0,0.0287741,0.010815,0.0126292,0,0,0.0369207,0.0168441,0.0162136,0.0116802,0.0157428,0.0170606,0.0226668,0.00770301,0.021089,0,0,0.0777779,0,0.0351467,0.0519951,0.0164559,0.0170182,0.0115095,0.0069264,0.0142724,0.026897,0.0386808,0.0145523,0.0173689,0.0266995,0.0245014,0.0265546,0.0260308,0.0130594,0.0449933,0.0480805,0.0256383,0.0125073,0,0,0,0,0.0849605,0.00537281,0,0,0
367,0.00761495,0.00901376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206169,0.0130415,0.0139737,0,0,0.0212582,0.0315496,0.00916069,0.0602351,0.0284104,0.0153103,0.0135834,0,0.00819316,0.023173,0,0.0261613,0.0101334,0.0061755,0.00835212,0.0285211,0.0162247,0.0175495,0.0162429,0.0118479,0.0135749,0.0173564,0.0227422,0.00748365,0.01942,0,0,0.0782898,0,0.0352685,0.0516449,0.0161321,0.0173887,0.0106164,0.0079076,0.013138,0.0253716,0.0379017,0.0137853,0.0156702,0.0268656,0.0236206,0.0268703,0.0259284,0.0118614,0.0450486,0.04805,0.0254996,0.0109824,0,0,0,0,0.0839254,0.00855704,0,0,0
368,0.00729422,0.00924083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205883,0.012968,0.0137519,0,0,0.021343,0.0315909,0.00920923,0.0602439,0.028318,0.0151899,0.0143922,0,0.00826644,0.0233171,0,0.0261025,0.0104075,0.00648568,0,0.028241,0.0161739,0.0177705,0.0162993,0.011802,0.0123435,0.0175016,0.0232199,0.00751837,0.0193588,0,0,0.0786454,0,0.0351746,0.0514527,0.0174163,0.01739,0.0105058,0.00791888,0.0135413,0.0252686,0.0380201,0.0139229,0.0154993,0.0271265,0.0233286,0.0271205,0.0261101,0.0111611,0.0452379,0.0481258,0.0256382,0.0109306,0,0,0,0,0.0842228,0.00871874,0,0,0
369,0.00717861,0.00920707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192857,0.0129281,0.0138069,0,0,0.0215012,0.0316277,0.00931594,0.0601325,0.0278766,0.0150158,0.0130946,0,0.00823388,0,0,0.0264297,0.0103664,0.00568043,0.00867656,0.0281082,0.0142768,0.0179709,0.016285,0.0118003,0.00883727,0.0177283,0.0233524,0.0074875,0.0193889,0,0,0.078958,0,0.0352245,0.0510243,0.0180132,0.0173708,0.011004,0.00780114,0.0140706,0.0252237,0.0378816,0.0137682,0.0153281,0.0263045,0.0244934,0.0264992,0.024804,0,0.0455648,0.0478548,0.0257352,0.0110817,0,0,0,0,0.0835928,0.00895954,0,0,0
370,0.00734927,0.00905772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200427,0.0128558,0.0145987,0,0,0.0216745,0.031677,0.00941554,0.059953,0.02827,0.0149315,0.0140111,0,0.00814745,0.0232508,0,0.0263132,0.010848,0.00651062,0.00880543,0.0279402,0.0150939,0.0181002,0.0162426,0.0118378,0.00986834,0.0179195,0.0234398,0.00755127,0.0193961,0,0,0.0793126,0,0.0352088,0.0505925,0.0193192,0.0172802,0.0112287,0.00771805,0.0144374,0.0253175,0.0378339,0.0138571,0.0154172,0.0265432,0.024538,0.026744,0.024966,0,0.0459262,0.0476198,0.025897,0.0111093,0,0,0,0,0.083835,0.0093571,0,0,0
371,0.00755487,0.00921957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02027,0.0127841,0.014986,0,0,0.0217157,0.031646,0.00944837,0.0601069,0.0282681,0.0147757,0.0147906,0,0.00804918,0.023734,0,0.0264056,0.0111573,0.00714628,0,0.027896,0.0153084,0.018035,0.0161553,0.0118526,0.0141488,0.0180735,0.0234893,0.00742763,0.0195486,0,0,0.0797323,0,0.035126,0.0503485,0.0207039,0.0171672,0.0111152,0.00762484,0.01492,0.0256057,0.0379407,0.014205,0.0157184,0.0273569,0.0235409,0.0273437,0.0260266,0.0139854,0.0463184,0.0473898,0.0259035,0.0112294,0,0,0,0,0.0843194,0.00932213,0,0,0
372,0.00783562,0.00957931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202152,0.0126732,0.0153671,0,0,0.021761,0.0316599,0.00952115,0.060114,0.0282869,0.0148233,0.0151494,0.0102169,0.00797192,0.0238544,0,0.0264015,0.0114541,0.00753467,0.00875252,0.0277867,0.0151288,0.0179616,0.0160253,0.0119102,0.0155701,0.0182198,0.0239555,0.00706531,0.0196134,0,0,0.0801108,0,0.0352928,0.0501513,0.0219811,0.0170248,0.0112063,0.00741615,0.0153125,0.025805,0.0379011,0.0142997,0.0159618,0.0271973,0.0237433,0.0272796,0.0257798,0.0159421,0.046707,0.0472187,0.0259386,0.0113449,0,0,0,0,0.0845874,0.00929842,0,0,0
373,0.00813025,0.00975796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200526,0.0125952,0.0156754,0,0,0.0218007,0.031753,0.00956616,0.0602909,0.0281127,0.0147337,0.0156765,0.00961465,0.00783104,0.024064,0,0.0264235,0.0116983,0.00796511,0.00865254,0.0276242,0.0151084,0.0178967,0.0160072,0.0119346,0.0166001,0.0183994,0.0244518,0.0067893,0.0196818,0,0,0.0804578,0,0.0355255,0.0501428,0.0233476,0.0170825,0.0111793,0.00730608,0.0158176,0.0259638,0.0378503,0.014356,0.0161478,0.0270819,0.0238503,0.0272974,0.0254713,0.0177861,0.0471276,0.0470282,0.0259559,0.0114969,0,0,0,0,0.0849515,0.00945102,0,0,0
374,0.00834561,0.00982719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190236,0.012536,0.0157246,0,0,0.0217859,0.0317746,0.00954178,0.0607389,0.0277675,0.0144108,0.0150371,0,0.00763254,0,0,0.026731,0.0116193,0.00763384,0.00875991,0.0275696,0.0138826,0.0177765,0.0159552,0.0118983,0.0170278,0.018584,0.0247437,0.00676109,0.0198537,0,0,0.0807407,0,0.0357379,0.050246,0.0248695,0.01735,0.0110462,0.00732298,0.0164958,0.0260831,0.0378634,0.0144691,0.0161276,0.0270196,0.0239253,0.027371,0.0251761,0.0191068,0.0475694,0.0467451,0.0259709,0.0117758,0,0,0,0,0.0848143,0.00966916,0,0,0
375,0.00860291,0.0100443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198116,0.0124769,0.0161711,0,0,0.0218881,0.0318214,0.00956629,0.060914,0.0281845,0.0144676,0.0157593,0,0.00746124,0.0243794,0,0.0266241,0.0121474,0.00844585,0.00893744,0.0273599,0.0148066,0.017721,0.0158697,0.0119098,0.0172095,0.0188068,0.0250534,0.00684456,0.0198889,0,0,0.0812094,0,0.0359729,0.0503389,0.0260158,0.0173989,0.0108459,0.00743532,0.0168515,0.0262004,0.0378508,0.0145525,0.0161382,0.027108,0.0239462,0.0276536,0.0251825,0.0199449,0.0481308,0.0465384,0.0259942,0.0119175,0,0,0,0,0.0850978,0.0102808,0,0,0
376,0.00884102,0.0102916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199825,0.012417,0.0168485,0,0,0.0219644,0.0318476,0.00952505,0.0610236,0.0285178,0.0144949,0.0159156,0,0.00726837,0.0245217,0,0.0266828,0.0123915,0.00866254,0.00924563,0.0272869,0.0148231,0.0176711,0.0157745,0.0119223,0.0173796,0.0189984,0.0256031,0.0066472,0.0199844,0,0,0.081618,0,0.036075,0.0505581,0.0269753,0.0172805,0.0105399,0.00749027,0.0172345,0.0264091,0.0379581,0.0147682,0.0162375,0.0272303,0.0239167,0.0278761,0.0252107,0.0201886,0.0486764,0.0464643,0.0260534,0.0121009,0,0,0,0,0.085218,0.0106067,0,0,0
377,0.00914011,0.0105368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202389,0.0123544,0.0173525,0,0,0.0221566,0.0319209,0.00951518,0.0611292,0.0287628,0.0148209,0.0160342,0.00561312,0.00710943,0.0245241,0,0.0266678,0.0126399,0.00888045,0.00964696,0.0272454,0.015245,0.0176959,0.015676,0.0119649,0.0176654,0.0191809,0.0261915,0.00632908,0.0200318,0,0,0.082171,0,0.0361482,0.050857,0.0281618,0.0169033,0.0104697,0.00749795,0.0174448,0.0266928,0.0381753,0.0150774,0.0163788,0.0274706,0.0238929,0.0281578,0.0253823,0.0199676,0.0492601,0.0464976,0.0261478,0.0121566,0,0,0,0,0.0852545,0.0108378,0,0,0
378,0.00945972,0.0106619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203141,0.0123175,0.0174923,0,0,0.0221948,0.0319384,0.00946948,0.0612875,0.0288941,0.0150708,0.0160129,0.0054959,0.00693996,0.0245557,0,0.026643,0.0128078,0.00900628,0.00989533,0.0271748,0.0156335,0.0177336,0.0155787,0.0119489,0.0179815,0.0193564,0.0267785,0.00661615,0.02015,0,0,0.0827462,0,0.0362278,0.051104,0.0294495,0.0167616,0.0106073,0.0077219,0.0177476,0.0270831,0.0383072,0.0153912,0.0165158,0.0277889,0.0239825,0.0284505,0.0256724,0.0194919,0.0498306,0.0462373,0.0261978,0.0122824,0,0,0,0,0.0853783,0.0110526,0,0,0
379,0.00977467,0.0106754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208742,0.0123215,0.0175756,0,0,0.0221296,0.0319006,0.00941722,0.0614788,0.0289617,0.0160526,0.016022,0.00629887,0.00678809,0.0244229,0,0.0264017,0.0130403,0.00928378,0.0103487,0.0271176,0.016912,0.0177919,0.0154915,0.0119145,0.018539,0.0195104,0.02754,0.00786475,0.0202222,0,0,0.0833756,0,0.0363466,0.0512863,0.0308465,0.0168581,0.010964,0,0.0179979,0.0273845,0.0383344,0.0157139,0.0166879,0.0282781,0.024135,0.0290209,0.026213,0.0189709,0.0503674,0.0458563,0.0262234,0.0123174,0,0,0,0,0.0854883,0.0117431,0,0,0
380,0.00992689,0.0107611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211732,0.0122638,0.0176623,0,0,0.0222383,0.0319339,0.00945517,0.0615722,0.0290501,0.0163527,0.0159034,0.00650877,0.00668729,0.0243937,0,0.0264093,0.0131675,0.00937994,0.0106401,0.027103,0.0174974,0.0179182,0.0153701,0.0119383,0.0188935,0.0196208,0.0281744,0.00770631,0.020312,0,0,0.0838955,0,0.0364538,0.0513099,0.0321804,0.0169585,0.0114067,0,0.0182514,0.0277761,0.0384041,0.0160163,0.0169079,0.0286531,0.0244876,0.029304,0.0267317,0.018594,0.0509248,0.0456911,0.0262658,0.0126436,0,0,0,0,0.0856099,0.0119984,0,0,0
381,0.0099963,0.0108568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213488,0.0121973,0.0177496,0,0,0.0223426,0.0320195,0.0095134,0.0616244,0.0290785,0.0164208,0.0158576,0.00653764,0.00665187,0.0244369,0,0.026506,0.0132562,0.00943016,0.0108874,0.0270945,0.0179061,0.0179653,0.0152656,0.0119638,0.0193911,0.0197493,0.028711,0.00722051,0.0203504,0,0,0.0843767,0,0.0365488,0.0513209,0.0334422,0.0171343,0.0119702,0,0.0183022,0.0281988,0.0384903,0.0162403,0.0171206,0.029068,0.0249525,0.0295488,0.0273334,0.0184043,0.0514834,0.0458011,0.0263107,0.0127298,0,0,0,0,0.0857611,0.0121462,0,0,0
382,0.00987315,0.0109881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211814,0.011982,0.0176187,0,0,0.0228273,0.0321885,0.00985494,0.0617087,0.0290034,0.0163954,0.0156418,0.00651493,0.00692977,0.0244913,0,0.0267551,0.0132656,0.00930969,0.0111286,0.0270982,0.0181215,0.0182003,0.0151049,0.0120768,0.0207751,0.0198741,0.0292728,0.00719342,0.020291,0,0,0.0851672,0,0.0367764,0.0514125,0.0344085,0.0173102,0.0127337,0,0.0185339,0.0286491,0.0385411,0.0163304,0.0173678,0.0296723,0.0254838,0.0299515,0.02809,0.0183067,0.052232,0.0461802,0.0263215,0.0129324,0,0,0,0,0.0857705,0.0121808,0,0,0
383,0.00970898,0.0110324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216209,0.0119277,0.0179693,0,0,0.0227279,0.0322882,0.00992951,0.0615514,0.0291854,0.0163886,0.0153248,0.00653801,0.00717746,0.0247058,0,0.0268831,0.0133318,0.00943013,0.0113675,0.0272295,0.018583,0.0179427,0.0150048,0.0121724,0.02048,0.0199615,0.0296841,0.00716878,0.0201528,0,0,0.085275,0,0.0368773,0.0514629,0.0356405,0.0173968,0.0135289,0,0.0187819,0.0290221,0.038472,0.0163013,0.0176469,0.0302361,0.0262512,0.0302283,0.0286822,0.0184415,0.0526094,0.0462918,0.0264061,0.0130316,0,0,0,0,0.0859619,0.0122241,0,0,0
384,0.00862619,0.0113499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213722,0.0114501,0.017875,0,0,0.0231181,0.0327478,0.0106678,0.0615733,0.0293903,0.0155509,0.0145285,0.00608017,0.00846125,0.0253915,0,0.0273589,0.0127841,0.00888718,0.0112469,0.0277567,0.0184506,0.0179496,0.0147069,0.0126706,0.0209974,0.0199804,0.0299774,0.00662758,0,0,0,0.0858125,0,0.0370993,0.0517815,0.036661,0.0173213,0.0145989,0,0.0197038,0.0298262,0.0388064,0.0165755,0.0186511,0.0308148,0.0271709,0.0302599,0.0292872,0.0187653,0.0528875,0.0459832,0.0266127,0.0139446,0,0,0,0,0.0863676,0.0109777,0,0,0
385,0.0103342,0.0115083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218911,0.0118142,0.0181076,0,0,0.0234499,0.0323032,0.0102292,0.0612369,0.0292541,0.0161246,0.0149092,0.00666361,0.00696323,0.02497,0,0.0271455,0.013452,0.00949063,0.0117932,0.0272696,0.019481,0.0189114,0.014838,0.0122292,0.0208255,0.0201702,0.0303162,0.00694142,0.0216129,0,0,0.0867066,0,0.0373933,0.051408,0.0375812,0.0179617,0.0148104,0,0.0190869,0.0294179,0.0381269,0.0160835,0.0183967,0.0308223,0.0276003,0.0303483,0.0294708,0.0181176,0.0534273,0.0458227,0.0267298,0.0131629,0,0,0,0,0.0860054,0.0120485,0,0,0
386,0.0106659,0.011497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222981,0.0120153,0.0182003,0,0,0.0231398,0.0321629,0.0099443,0.0612261,0.0294738,0.0160708,0.0148786,0.00665106,0.00665204,0.0250292,0,0.0271186,0.013595,0.009666,0.0119839,0.0272114,0.020126,0.0188228,0.0149095,0.0120804,0.0204198,0.0203479,0.0304194,0.00714164,0.0216711,0,0,0.0884959,0,0.0380508,0.051479,0.0382164,0.0181243,0.0152545,0,0.0188694,0.0295066,0.0378667,0.015972,0.0186725,0.0307935,0.028283,0.0303889,0.0295995,0.0174413,0.0535302,0.0458565,0.0266744,0.012897,0,0,0,0,0.0861003,0.0122766,0,0,0
387,0.0102591,0.0117065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022641,0.0120244,0.0180771,0,0,0.0226837,0.0321894,0.00981907,0.0610219,0.0297611,0.0159264,0.0148259,0.00659237,0.00677991,0.025186,0,0.0272069,0.0135997,0.00969188,0.0121284,0.0273413,0.0206886,0.0182211,0.0149102,0.0120819,0.0198527,0.0204318,0.0303669,0.0072014,0.0220884,0,0,0.0882474,0,0.0379021,0.0515819,0.0386391,0.0182229,0.0155989,0,0.0190473,0.0297119,0.0377018,0.0159521,0.0191199,0.0308066,0.0289938,0.0302464,0.0295976,0.0165039,0.0531345,0.04554,0.0268951,0.01318,0,0,0,0,0.0863392,0.0121876,0,0,0
388,0.00784176,0.0115584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217013,0.0115329,0.0178851,0,0,0.0223497,0.0325166,0.0103012,0.0597032,0.0293383,0.0154763,0.0143194,0.00590382,0.00860192,0.0252634,0,0.0273406,0.0132465,0.00902609,0.0117321,0.0273043,0.0190508,0.0171384,0.014688,0.0124537,0.0245576,0.0204593,0.0487969,0.0035769,0,0,0,0.0887131,0,0.0381642,0.0529101,0.0615209,0.0162348,0.0204463,0,0.0203427,0.0335333,0.0393289,0.0138319,0.0211016,0.0364388,0.0254966,0.0368795,0.0404856,0.0120077,0.053437,0.0448812,0.0268397,0.0144867,0,0,0,0,0.0864337,0.0128466,0,0,0
389,0.00958524,0.0118906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236199,0.0118323,0.0184855,0,0,0.0223243,0.0322533,0.00987515,0.0608709,0.0304098,0.0156944,0.0148073,0.00655827,0.00725989,0.0253931,0,0.0272679,0.0135737,0.00983658,0.0123445,0.0276383,0.022093,0.0175524,0.0148344,0.0121739,0.018276,0.020585,0.0302356,0.00735287,0.0228371,0,0,0.0891214,0,0.0382869,0.0517077,0.0394006,0.0188205,0.0172061,0,0.0192178,0.0302459,0.0371759,0.0155924,0.0200151,0.0309882,0.0302914,0.0299574,0.0297365,0.0143898,0.0542366,0.0443402,0.026742,0.0136852,0,0,0,0,0.0867265,0.0121101,0,0,0
390,0.00856086,0.0119826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023399,0.0114307,0.0184819,0,0,0.0221902,0.0326577,0.0103763,0.0611626,0.0306623,0.0148862,0.0142876,0.00610898,0.00880188,0.025926,0,0.0276428,0.0129999,0.0092677,0.0122437,0.0281791,0.0219908,0.0168855,0.0146618,0.0125805,0.0184524,0.0205411,0.0299084,0.00737378,0,0,0,0.0892834,0,0.0384239,0.0520789,0.0391783,0.0188774,0.0180912,0,0.0197821,0.0312167,0.0373285,0.0158923,0.0210002,0.0311094,0.0312065,0.0297122,0.029806,0.0138549,0.0542309,0.0437593,0.0268532,0.0145568,0,0,0,0,0.0869221,0.0110428,0,0,0
391,0.0102579,0.0120664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024057,0.0119271,0.0187429,0,0,0.0218873,0.0321449,0.00961842,0.0607218,0.0304807,0.0155293,0.0146136,0.00671239,0.00706188,0.0253316,0,0.0273821,0.0136561,0.00988136,0.0127986,0.0277723,0.0230236,0.0172752,0.0149177,0.0120643,0.0182189,0.0206731,0.0293117,0.00810652,0.0232319,0,0,0.0894266,0,0.0385222,0.0515287,0.0385003,0.0196666,0.0178516,0,0.0189279,0.0306117,0.0364679,0.0152468,0.0205192,0.0306475,0.0317194,0.0291901,0.0292985,0.0130631,0.0549114,0.0431358,0.0267338,0.0136977,0,0,0,0,0.0864948,0.0122209,0,0,0
