Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79
All Timesteps RMSE,0.0306395,0,0,0,0,0.0235129,0,0,0,0,0,0,0.0142557,0.0320349,0.0121842,0.0220128,0,0,0.028221,0,0.0345426,0.0225063,0.0462224,0.0150717,0.00995883,0.0112504,0.0278687,0.0388674,0.0128794,0.0143027,0.0135399,0.0111008,0.013139,0.00879821,0.026642,0.0201414,0.0291896,0.0278165,0.0188246,0.0249775,0.039211,0.0301231,0.0437184,0.0376127,0,0,0.0418448,0,0.0447849,0.028935,0.0484805,0.0385134,0.0352409,0.0259892,0.027296,0.0472384,0.0228761,0.0289213,0.0432112,0.0260987,0.0247515,0.03379,0.0184752,0.0344613,0.0261068,0.0324445,0.0200157,0.0201733,0.0250784,0.0291135,0,0,0,0,0,0
0,0.0301163,0,0,0,0,0.0265374,0,0,0,0,0,0,0.00536638,0.0199757,0.0135499,0.0127412,0,0,0.045556,0,0.0377681,0.0271633,0.0427339,0.0160343,0.00691186,0.00845588,0.0227296,0.0638704,0.0133852,0.013003,0.0121902,0.0142054,0.0144805,0.013588,0.0349589,0.0121119,0.0526372,0.00890704,0.00959108,0.0100355,0.030403,0.0134414,0.0423045,0.0303606,0,0,0.0173426,0,0.0335694,0.0181121,0.0441173,0.0156874,0.0474267,0.0184683,0.0278234,0.0410463,0.00502698,0.0121195,0.00765714,0.0132231,0.0153729,0.041499,0.0107521,0.013689,0.0182897,0.0197827,0.0267218,0.00621805,0.0212712,0.0235832,0,0,0,0,0,0
1,0.0280012,0,0,0,0,0.024649,0,0,0,0,0,0,0.00518136,0.0196782,0.0134414,0.0132216,0,0,0.0464485,0,0.0369073,0.0279304,0.043183,0.0159049,0.00625741,0.00827624,0.0218656,0.0635545,0.0131859,0.0129128,0.0120147,0.0139002,0.0142582,0.0133003,0.0346361,0.0116408,0.053257,0.00937024,0.00813598,0.0101533,0.0303682,0.0135123,0.0426427,0.0282067,0,0,0.0134476,0,0.0334039,0.0171307,0.0442254,0.0161364,0.0460811,0.0185492,0.0271922,0.0382065,0.00489893,0.0121103,0.00728998,0.0133767,0.0157776,0.0415538,0.0109131,0.0143539,0.018844,0.0164287,0.028994,0.00664399,0.0197409,0.0220667,0,0,0,0,0,0
2,0.0279247,0,0,0,0,0.0249094,0,0,0,0,0,0,0.0246344,0.0195607,0.0154645,0.0129567,0,0,0.0456524,0,0.0367491,0.027594,0.0439788,0.0112427,0.0060847,0.0142741,0.0230074,0.0629141,0.0138791,0.0160946,0.0187988,0.0138718,0.0184309,0.00864874,0.0295454,0.034514,0.0522923,0.00926127,0.00773337,0.00973847,0.0307971,0.013654,0.0424462,0.0283842,0,0,0.0146653,0,0.0333274,0.0184681,0.0443035,0.0160276,0.0460681,0.0183611,0.0280505,0.0388426,0.00490026,0.012085,0.00735992,0.0132302,0.0156298,0.041493,0.0110367,0.0141689,0.0181627,0.0176329,0.031264,0.00799837,0.020138,0.0219868,0,0,0,0,0,0
3,0.0281566,0,0,0,0,0.0252178,0,0,0,0,0,0,0.0245037,0.0193536,0.0155276,0.0130346,0,0,0.0451961,0,0.0367744,0.0274966,0.0439318,0.0114175,0.00634171,0.0139393,0.0232591,0.0623125,0.0137718,0.015916,0.0185541,0.0138345,0.0183542,0.00885496,0.0296651,0.034272,0.0514916,0.00919464,0.00761931,0.00973929,0.0310117,0.0137279,0.0425606,0.0287828,0,0,0.0153114,0,0.0333413,0.0193063,0.0442293,0.0160383,0.0463154,0.0184357,0.0282944,0.0392567,0.00498472,0.0120294,0.00746891,0.0132613,0.0156453,0.0414727,0.0110792,0.0141746,0.0180979,0.0182173,0.0332357,0.00925333,0.0204973,0.0223393,0,0,0,0,0,0
4,0.0284631,0,0,0,0,0.025705,0,0,0,0,0,0,0.0238135,0.0192004,0.0154675,0.0130205,0,0,0.0446312,0,0.0366938,0.0274479,0.043825,0.0115268,0.00663064,0.0131957,0.023514,0.0614994,0.0135252,0.0152933,0.0179323,0.0136729,0.0180651,0.00914697,0.0299062,0.0334771,0.0506181,0.00911082,0.00754184,0.00969021,0.0313364,0.0137289,0.0426169,0.0292564,0,0,0.0160607,0,0.0333515,0.0200468,0.0441049,0.0159587,0.0466758,0.0183733,0.0285449,0.0396028,0.00505219,0.0119891,0.00747001,0.0132046,0.0155977,0.0414834,0.0110994,0.0141459,0.0180108,0.0187967,0.0352009,0.010362,0.0210633,0.0227265,0,0,0,0,0,0
5,0.0288091,0,0,0,0,0.0263382,0,0,0,0,0,0,0.0229121,0.0190968,0.0153263,0.0130402,0,0,0.0439352,0,0.0367649,0.027435,0.0437459,0.0116426,0.00697562,0.0123423,0.0237375,0.0606006,0.0133032,0.0146806,0.0172385,0.0134791,0.0176918,0.00941851,0.030159,0.0325103,0.0497434,0.00911215,0.00745043,0.00967497,0.031832,0.0137055,0.0426669,0.0298174,0,0,0.0168477,0,0.0334733,0.0207073,0.0439694,0.01584,0.0471283,0.0182576,0.0288011,0.0398998,0.00520743,0.011999,0.00741462,0.0131526,0.0155426,0.0415496,0.0111375,0.0141225,0.0179512,0.0192978,0.0370712,0.0114182,0.0218202,0.0231619,0,0,0,0,0,0
6,0.0288892,0,0,0,0,0.0262342,0,0,0,0,0,0,0.0219272,0.019055,0.0152097,0.0131109,0,0,0.0430663,0,0.0367747,0.0274357,0.0436425,0.0118536,0.00705411,0.0115169,0.023881,0.0592633,0.0131413,0.0141473,0.0165929,0.0133271,0.0173267,0.00974994,0.0304581,0.0314237,0.0487741,0.00912303,0.00734484,0.00974301,0.0322796,0.0136687,0.0426829,0.0300194,0,0,0.0169518,0,0.0337476,0.0209629,0.0439376,0.0157747,0.0472508,0.0181964,0.0289441,0.0400722,0.00537543,0.0120037,0.00737683,0.0131621,0.0155586,0.0416452,0.0111646,0.0140917,0.0179926,0.0192361,0.0385497,0.0122551,0.0218285,0.0234168,0,0,0,0,0,0
7,0.0290742,0,0,0,0,0.0263574,0,0,0,0,0,0,0.0207421,0.0189922,0.0150651,0.0131642,0,0,0.0421955,0,0.0367335,0.0275109,0.0435033,0.0121244,0.00710265,0.0106329,0.0241172,0.0578551,0.0129699,0.0135722,0.0158591,0.0131621,0.0169725,0.0101069,0.0307799,0.0301597,0.0478332,0.00913785,0.00727925,0.00979269,0.0325851,0.0136229,0.042808,0.0303477,0,0,0.0172047,0,0.0338971,0.0211243,0.0439985,0.0157133,0.047259,0.0181757,0.0291671,0.0401841,0.00521883,0.0120157,0.00735339,0.0131712,0.0155593,0.0417196,0.0111462,0.0140398,0.018094,0.0191882,0.0398323,0.0127338,0.0220278,0.0237483,0,0,0,0,0,0
8,0.0293863,0,0,0,0,0.0265548,0,0,0,0,0,0,0.0194665,0.0188636,0.0149179,0.013192,0,0,0.0414643,0,0.0366263,0.0275546,0.0433323,0.0123832,0.00716628,0.00979564,0.0243317,0.0563156,0.012756,0.0130289,0.0151391,0.0130453,0.0165981,0.0104496,0.0311187,0.0287625,0.0469016,0.00917135,0.00725994,0.00969701,0.032676,0.0137229,0.0428818,0.0307904,0,0,0.0176193,0,0.0338297,0.0211193,0.0439361,0.0157766,0.0473488,0.0181356,0.02938,0.0403462,0.00509794,0.0120955,0.00732733,0.0131675,0.0155707,0.041674,0.0112113,0.0141055,0.017975,0.0191757,0.0408084,0.0127621,0.0222433,0.0241984,0,0,0,0,0,0
9,0.0298266,0,0,0,0,0.0267369,0,0,0,0,0,0,0.0182561,0.0187174,0.0147699,0.0131645,0,0,0.0409418,0,0.0364181,0.0275362,0.0430919,0.0126502,0.00720442,0.00916716,0.0245483,0.0548894,0.0126271,0.0126331,0.0145665,0.0130279,0.0162711,0.0107809,0.0314543,0.027416,0.0460769,0.00916376,0.00725141,0.00966058,0.032568,0.0138386,0.04291,0.0313629,0,0,0.0181785,0,0.0338032,0.0210552,0.0432556,0.0158681,0.0475531,0.0181443,0.0296532,0.0405556,0.00505633,0.0121972,0.00719133,0.013168,0.0156089,0.0417926,0.0112885,0.0141467,0.017912,0.01928,0.0414078,0.0126239,0.0223948,0.0247823,0,0,0,0,0,0
10,0.0304389,0,0,0,0,0.0270337,0,0,0,0,0,0,0.0170804,0.0186844,0.0146457,0.013084,0,0,0.0402841,0,0.0362805,0.0274062,0.0427874,0.0130263,0.00721652,0.00862744,0.0248268,0.0534715,0.0125639,0.0123569,0.0140158,0.0130835,0.0159985,0.0111508,0.0318115,0.026054,0.0453496,0.00913182,0.00726746,0.00973061,0.0324254,0.0139639,0.0429256,0.0320663,0,0,0.0187754,0,0.0337502,0.0209246,0.042014,0.0159896,0.0478242,0.0181562,0.0300367,0.0408303,0.00509463,0.0123515,0.00707858,0.0132021,0.0156283,0.0420585,0.0113438,0.0141204,0.0179635,0.0194849,0.0414366,0.0122758,0.0226006,0.025457,0,0,0,0,0,0
11,0.0309994,0,0,0,0,0.0272709,0,0,0,0,0,0,0.0160723,0.018798,0.0145785,0.0130482,0,0,0.0394709,0,0.0362672,0.0272536,0.0426128,0.0133834,0.00718888,0.00819837,0.0250316,0.0519136,0.0124946,0.0121093,0.0135592,0.0131265,0.015798,0.0114513,0.0321274,0.0248928,0.0444488,0.00912507,0.00728354,0.00978878,0.0321735,0.0139829,0.0430943,0.0326947,0,0,0.019014,0,0.0337643,0.0204956,0.0411073,0.0159265,0.0480237,0.0181402,0.0303968,0.0408271,0.00509161,0.0124343,0.00745989,0.0131716,0.0155748,0.042098,0.0113522,0.0140193,0.0179602,0.019436,0.0410455,0.0116071,0.0227735,0.026076,0,0,0,0,0,0
12,0.0313579,0,0,0,0,0.0276381,0,0,0,0,0,0,0.0151976,0.0187606,0.0145043,0.0130294,0,0,0.0387884,0,0.0362743,0.0271353,0.0424771,0.013671,0.00710863,0.00789073,0.0252593,0.0507847,0.0123883,0.0119755,0.0131929,0.0131927,0.0156364,0.0116962,0.0324021,0.0239071,0.0438581,0.00915205,0.00742922,0.0098691,0.0319854,0.0138866,0.0433094,0.0331129,0,0,0.0193646,0,0.03382,0.0199763,0.0407241,0.0157615,0.0481056,0.0181444,0.0307457,0.0408942,0.00507561,0.0124709,0.00764175,0.0130662,0.0154379,0.042063,0.0112661,0.0138427,0.0179081,0.0193383,0.0402234,0.0108272,0.0230338,0.0263627,0,0,0,0,0,0
13,0.031601,0,0,0,0,0.0279493,0,0,0,0,0,0,0.0145272,0.0186443,0.0144411,0.0130903,0,0,0.0380167,0,0.0362864,0.0269836,0.0423966,0.0138636,0.00709668,0.00769051,0.0255786,0.0494244,0.0123716,0.0119208,0.0129105,0.0132717,0.0155209,0.0119282,0.0326136,0.0231903,0.042963,0.00929145,0.00760531,0.010009,0.0317923,0.0137241,0.043667,0.0333845,0,0,0.0197157,0,0.0338666,0.0194123,0.0405943,0.0155523,0.0481202,0.0181417,0.0311245,0.0409168,0.00509743,0.0125902,0.00751695,0.0129347,0.0153179,0.042103,0.0110773,0.0136086,0.0179448,0.019234,0.0391724,0.00995174,0.0233024,0.0265719,0,0,0,0,0,0
14,0.0317349,0,0,0,0,0.0282598,0,0,0,0,0,0,0.0139458,0.0185993,0.0143514,0.0132428,0,0,0.037065,0,0.0361838,0.0266796,0.0423745,0.0139654,0.00721095,0.00748631,0.0259113,0.0477447,0.0123487,0.0118644,0.0126289,0.0133037,0.0153996,0.0120747,0.0327455,0.022609,0.0419684,0.00939253,0.00776713,0.0101563,0.0315895,0.0135683,0.0439965,0.0335944,0,0,0.0201609,0,0.0338733,0.0188572,0.0406325,0.0153292,0.0481979,0.0181281,0.031511,0.0409841,0.00489502,0.0125787,0.00725125,0.0128289,0.0151811,0.0420921,0.0109098,0.0133936,0.0179228,0.0191481,0.0379849,0.00896585,0.0236717,0.0267075,0,0,0,0,0,0
15,0.0318264,0,0,0,0,0.0284908,0,0,0,0,0,0,0.0135614,0.0185899,0.0142729,0.0135925,0,0,0.0359633,0,0.0360247,0.0262451,0.0424574,0.0140229,0.00730842,0.00729704,0.0262365,0.0463234,0.0122325,0.0117801,0.0123833,0.0132767,0.0152744,0.0121232,0.0328076,0.0222363,0.0408042,0.00948916,0.00788571,0.0102979,0.0313707,0.0134694,0.0442653,0.0337103,0,0,0.0205024,0,0.0339256,0.0181965,0.0408691,0.0152542,0.0479765,0.0181462,0.0319237,0.0408997,0.00479716,0.0125703,0.00709743,0.0128031,0.0151439,0.0419444,0.0108052,0.0133687,0.018104,0.0190231,0.0367062,0.00786857,0.0240665,0.0268239,0,0,0,0,0,0
16,0.0313067,0,0,0,0,0.0287966,0,0,0,0,0,0,0.0131901,0.0185138,0.0142161,0.0137167,0,0,0.0354548,0,0.0359231,0.0258353,0.0425411,0.0141179,0.00715381,0.00716721,0.0261279,0.0460042,0.0121173,0.0117148,0.0121772,0.0132631,0.015195,0.0122057,0.0328808,0.0218631,0.0402742,0.00949627,0.00813446,0.0104045,0.0309116,0.0134144,0.0440081,0.0332661,0,0,0.0207549,0,0.034258,0.0174219,0.0413969,0.0152802,0.0476803,0.0180942,0.0317848,0.0406655,0.00473325,0.0125402,0.00699776,0.0127511,0.0151451,0.0417547,0.0107495,0.0134248,0.0183443,0.0188123,0.0352806,0.0068177,0.0244375,0.0260093,0,0,0,0,0,0
17,0.0308298,0,0,0,0,0.0294796,0,0,0,0,0,0,0.0128526,0.0185226,0.0141732,0.0137062,0,0,0.0351745,0,0.0358577,0.0253972,0.0425883,0.0142438,0.00705718,0.00712707,0.0260385,0.0455375,0.012033,0.0116825,0.0120284,0.013281,0.0151407,0.0123075,0.0329798,0.0215038,0.0398321,0.00940504,0.00831911,0.0103007,0.0304653,0.0134531,0.0437759,0.0329183,0,0,0.0210732,0,0.0345881,0.0168144,0.0418929,0.0153985,0.0474919,0.0180917,0.031633,0.0404021,0.004623,0.0125912,0.00697633,0.012679,0.0151995,0.0416871,0.0107571,0.0135654,0.0182947,0.0188415,0.0342139,0.00589127,0.0251754,0.0251438,0,0,0,0,0,0
18,0.0304522,0,0,0,0,0.0302114,0,0,0,0,0,0,0.0125817,0.0184784,0.0141358,0.0136343,0,0,0.0349198,0,0.0358381,0.024919,0.0426315,0.0143175,0.00700196,0.00711628,0.0259994,0.0451029,0.01196,0.011662,0.0118922,0.0133131,0.0150799,0.0123775,0.0330515,0.0212425,0.0393697,0.00941477,0.00843374,0.0102109,0.0300475,0.0134461,0.0436733,0.0326155,0,0,0.021331,0,0.0348131,0.0163193,0.0424067,0.0154687,0.0473041,0.0180653,0.0315319,0.0402305,0.00457623,0.0126494,0.00689829,0.0125802,0.0152303,0.041555,0.0107312,0.0136993,0.0182545,0.0190406,0.0334815,0.00520916,0.0259575,0.0243779,0,0,0,0,0,0
19,0.0303006,0,0,0,0,0.0308991,0,0,0,0,0,0,0.0124173,0.0184827,0.0141126,0.01358,0,0,0.0347148,0,0.0357205,0.0244749,0.042633,0.0143525,0.00693721,0.0070821,0.025942,0.0450594,0.0118913,0.0116522,0.0117646,0.0133268,0.0150215,0.0124106,0.0330792,0.0211336,0.0389763,0.00936681,0.00851922,0.0100742,0.0296634,0.0135399,0.0435735,0.0324648,0,0,0.0215333,0,0.0349505,0.01594,0.0430243,0.0155749,0.047268,0.0180474,0.031371,0.0402075,0.00475784,0.0126111,0.00690991,0.0125337,0.0152646,0.0414059,0.0107847,0.0138089,0.0181288,0.0192933,0.0328252,0.00476199,0.0266311,0.0238664,0,0,0,0,0,0
20,0.030169,0,0,0,0,0.0315352,0,0,0,0,0,0,0.0123399,0.0184818,0.0141165,0.0135943,0,0,0.0344078,0,0.0355985,0.0239224,0.0426299,0.0143117,0.00688812,0.00702853,0.0259473,0.0452667,0.0118383,0.0116542,0.0116295,0.0133358,0.0150046,0.0124555,0.0331168,0.021078,0.0386888,0.00927624,0.00852391,0.00987941,0.0293436,0.0136693,0.0435526,0.0322906,0,0,0.0217804,0,0.0350588,0.0156466,0.0435878,0.0157095,0.0471839,0.0179742,0.0312543,0.0402636,0.0047593,0.0126067,0.00694462,0.0124762,0.0152979,0.0411716,0.0108774,0.0139378,0.017937,0.0196353,0.0322882,0.0044569,0.027271,0.0234244,0,0,0,0,0,0
21,0.0300426,0,0,0,0,0.0320852,0,0,0,0,0,0,0.0122655,0.0184422,0.0140856,0.0136345,0,0,0.0341522,0,0.0355037,0.0234054,0.0426451,0.0142494,0.00687866,0.00700517,0.0259782,0.0454792,0.0117823,0.0116355,0.0115005,0.0133529,0.0150113,0.0125155,0.0331796,0.0209874,0.0385765,0.00916245,0.00851706,0.00978886,0.0290923,0.0137176,0.0434753,0.0321135,0,0,0.0220748,0,0.0351422,0.0154591,0.0439593,0.0157453,0.0471644,0.0179083,0.0312114,0.0404085,0.00448178,0.0126437,0.00689021,0.012438,0.015277,0.0411193,0.0108681,0.013972,0.0178037,0.0199257,0.0318178,0.00424137,0.0277941,0.0230256,0,0,0,0,0,0
22,0.0277208,0,0,0,0,0.0293014,0,0,0,0,0,0,0.00676074,0.0172499,0.0150436,0.0117409,0,0,0.0384735,0,0.0369565,0.0250461,0.0376928,0.0161437,0.00535762,0.00968743,0.0309883,0.0448606,0.013786,0.0132218,0.0140553,0.0155515,0.0164469,0.0145083,0.0354044,0.0125178,0.0412715,0.00825892,0.0105122,0.0150963,0.0282087,0.0145087,0.0475377,0.0292394,0,0,0.0202042,0,0.035687,0.0140333,0,0.0137515,0.0522117,0.023097,0.0378019,0.0383762,0.00968875,0.0150587,0.00865023,0.0141032,0.0138365,0.0433221,0.00902828,0.0090865,0.0176032,0.0178382,0.0312399,0.00445732,0.0237588,0.0195538,0,0,0,0,0,0
23,0.0297201,0,0,0,0,0.032854,0,0,0,0,0,0,0.0121443,0.0183256,0.0141901,0.0134633,0,0,0.0343789,0,0.0353056,0.0226901,0.04264,0.0146356,0.00681656,0.00712154,0.0255116,0.0456729,0.0118537,0.0117264,0.01155,0.0134617,0.0150665,0.0126593,0.0333182,0.020799,0.038924,0.00883321,0.00856029,0.00992829,0.028598,0.0138329,0.0428967,0.0316193,0,0,0.0223273,0,0.0352776,0.0151013,0.0441602,0.0157094,0.0476292,0.01815,0.0306329,0.0405596,0.00452385,0.0125094,0.00706223,0.0127114,0.0152592,0.041412,0.0107745,0.0138011,0.0177828,0.0202674,0.0308935,0.00411953,0.0283571,0.0222404,0,0,0,0,0,0
24,0.0297132,0,0,0,0,0.0330696,0,0,0,0,0,0,0.0120272,0.0184484,0.0141809,0.0134023,0,0,0.0343714,0,0.0351073,0.0223926,0.0426403,0.014738,0.00682277,0.00711918,0.0253858,0.0462256,0.0118203,0.0117146,0.0114581,0.0135073,0.0150255,0.0127139,0.0333716,0.0206881,0.0391189,0.00871698,0.00861904,0.0097153,0.0285075,0.0137341,0.0427428,0.0314237,0,0,0.0225396,0,0.0353418,0.0151318,0.0440352,0.0155503,0.0479125,0.017961,0.0304489,0.0408146,0.00453287,0.0124636,0.00699641,0.0126865,0.0152311,0.0412406,0.0108605,0.0137788,0.0175421,0.0204834,0.0305205,0.0040184,0.0284728,0.0220237,0,0,0,0,0,0
25,0.0296727,0,0,0,0,0.0331895,0,0,0,0,0,0,0.0119102,0.0185712,0.014186,0.0133363,0,0,0.0344439,0,0.0349837,0.0221799,0.0425852,0.0147531,0.00673076,0.0071452,0.0252537,0.0469494,0.0118516,0.0117037,0.0114026,0.0136065,0.0150286,0.0127939,0.0334368,0.0205717,0.0393254,0.0086752,0.00867526,0.00956606,0.0284651,0.0136647,0.042678,0.0311828,0,0,0.0227149,0,0.0354185,0.0151656,0.0438121,0.0154249,0.048033,0.017815,0.0302722,0.0410216,0.00447134,0.0124014,0.00692418,0.0126245,0.0151471,0.0412331,0.0108567,0.013714,0.017438,0.020756,0.030283,0.00394861,0.0285024,0.021754,0,0,0,0,0,0
26,0.0295752,0,0,0,0,0.0332627,0,0,0,0,0,0,0.0117033,0.0186341,0.0141866,0.0131383,0,0,0.0345202,0,0.0348856,0.0219691,0.0425118,0.0147477,0.00651868,0.00716705,0.0251023,0.0474931,0.0118439,0.0117385,0.0113389,0.0136824,0.0150335,0.0128699,0.0335079,0.0203732,0.0394845,0.00867345,0.00870549,0.00944863,0.0284846,0.0136683,0.0426716,0.0308947,0,0,0.0229006,0,0.0354862,0.015201,0.0435509,0.0153892,0.0480417,0.0176695,0.0301061,0.0412275,0.00448633,0.0123416,0.00680585,0.012545,0.0150476,0.0413693,0.0108344,0.0136279,0.0174195,0.0210738,0.0300644,0.00391117,0.0285096,0.0214446,0,0,0,0,0,0
27,0.0294958,0,0,0,0,0.033397,0,0,0,0,0,0,0.011587,0.0187007,0.0141802,0.0129926,0,0,0.0346592,0,0.034815,0.0218963,0.0424948,0.0147227,0.00637707,0.00717428,0.0249392,0.0479064,0.0117643,0.011784,0.0112692,0.0136977,0.0150291,0.0129028,0.0335495,0.0202428,0.0396699,0.0087095,0.00870786,0.00940986,0.0285322,0.0136541,0.042616,0.0306516,0,0,0.0231175,0,0.0355839,0.0152296,0.0434506,0.0153537,0.0480018,0.0175791,0.0299641,0.0414599,0.00461473,0.0123056,0.0067221,0.0124555,0.0149976,0.0413321,0.0108395,0.0135422,0.0173505,0.0213132,0.0297577,0.00384021,0.0285361,0.0211555,0,0,0,0,0,0
28,0.0294025,0,0,0,0,0.0335,0,0,0,0,0,0,0.0115666,0.0187292,0.0141738,0.0129221,0,0,0.0348132,0,0.034754,0.021844,0.0425657,0.0147423,0.00626831,0.00716767,0.0247923,0.0482408,0.0116593,0.0117518,0.0111931,0.0136728,0.0150153,0.0129264,0.0335275,0.0202009,0.0398738,0.00876864,0.00870605,0.00925465,0.0284904,0.0135526,0.042599,0.0303888,0,0,0.0231317,0,0.03562,0.0151897,0.0436007,0.015167,0.0480067,0.0175487,0.0298761,0.0416252,0.00450643,0.0123916,0.00666884,0.0123589,0.014955,0.0411854,0.0108275,0.0134593,0.0171358,0.0214748,0.0293145,0.00382061,0.02855,0.0208528,0,0,0,0,0,0
29,0.02929,0,0,0,0,0.0335235,0,0,0,0,0,0,0.0113275,0.0186906,0.0141592,0.0129512,0,0,0.0350088,0,0.0347082,0.0217617,0.042547,0.0147707,0.00609164,0.00717273,0.0246732,0.0485892,0.0116244,0.0117277,0.0111354,0.013653,0.0149744,0.012943,0.0335376,0.0198661,0.0401275,0.00888897,0.00867395,0.00921136,0.0284793,0.0134068,0.0426771,0.0300845,0,0,0.0229713,0,0.0356723,0.0150832,0.0438535,0.0148837,0.0481258,0.0175048,0.029815,0.0417195,0.0043949,0.0126338,0.00666235,0.0121982,0.0148301,0.0410759,0.0106964,0.0132889,0.0169678,0.0216235,0.0288649,0.00388827,0.0285172,0.0205759,0,0,0,0,0,0
30,0.0291891,0,0,0,0,0.0335361,0,0,0,0,0,0,0.0110105,0.0187086,0.0141532,0.0128628,0,0,0.0350732,0,0.0346745,0.0217056,0.0424062,0.0148027,0.00586177,0.0072181,0.0245325,0.0489205,0.0116382,0.0116849,0.0111057,0.0136652,0.0149248,0.0129779,0.0335879,0.019461,0.0402719,0.00905618,0.00862024,0.00930868,0.0284752,0.0134721,0.0425818,0.0298399,0,0,0.0228291,0,0.0356507,0.0149979,0.043929,0.0149798,0.0480023,0.0175166,0.02963,0.0417961,0.00420408,0.0125986,0.00666535,0.0122253,0.01484,0.0411916,0.010654,0.0133126,0.0170666,0.0217216,0.0284826,0.00388282,0.0284935,0.0203736,0,0,0,0,0,0
31,0.0291605,0,0,0,0,0.033609,0,0,0,0,0,0,0.0107192,0.0187461,0.0141465,0.012787,0,0,0.0351057,0,0.0346253,0.0216946,0.0422453,0.0148208,0.00573111,0.00724377,0.0244097,0.0492644,0.0116483,0.0116553,0.0110657,0.0136767,0.0148867,0.0130029,0.0336394,0.0191504,0.0404443,0.00924347,0.00861625,0.00928851,0.0284208,0.0135976,0.0424082,0.0297006,0,0,0.0227396,0,0.0355935,0.014939,0.0438911,0.0152133,0.0477749,0.0175287,0.0294022,0.0419277,0.00415889,0.0124079,0.00663843,0.0123586,0.0149439,0.0412221,0.0107454,0.0135296,0.0172118,0.0218208,0.0281697,0.0037671,0.0285022,0.0202491,0,0,0,0,0,0
32,0.0290987,0,0,0,0,0.0336262,0,0,0,0,0,0,0.0104892,0.0187346,0.0141324,0.0127678,0,0,0.0351631,0,0.0345766,0.0216465,0.0421533,0.0148722,0.0056826,0.0072543,0.0243209,0.0496354,0.0116156,0.011623,0.0109888,0.0136836,0.0148646,0.0130205,0.0336778,0.0189326,0.0406317,0.00937434,0.00866199,0.00924173,0.0283805,0.0136295,0.0422945,0.0294855,0,0,0.0225842,0,0.0355711,0.0148852,0.0437989,0.0153313,0.0476096,0.0174794,0.0292426,0.0420238,0.00419536,0.0122226,0.00661732,0.0124262,0.015048,0.0411779,0.0108388,0.0137057,0.0172703,0.0219161,0.0278877,0.00367841,0.0284897,0.0201016,0,0,0,0,0,0
33,0.02901,0,0,0,0,0.0336132,0,0,0,0,0,0,0.0104104,0.0187317,0.0141072,0.0127252,0,0,0.0351939,0,0.0345466,0.0216094,0.0422083,0.0149102,0.00565761,0.00726338,0.0242772,0.0500558,0.0115478,0.011629,0.0109093,0.0137126,0.0148451,0.0130353,0.0336948,0.0188686,0.0408229,0.009481,0.00872551,0.00916584,0.0283503,0.0136627,0.042242,0.0292053,0,0,0.0224138,0,0.0355502,0.0148666,0.0436971,0.0154103,0.0475473,0.0174004,0.0291881,0.0420624,0.00421071,0.0121624,0.00656577,0.0124067,0.0150669,0.0413176,0.0108692,0.0137416,0.0172855,0.0220148,0.0276655,0.0036626,0.0284752,0.0199242,0,0,0,0,0,0
34,0.0289333,0,0,0,0,0.0336164,0,0,0,0,0,0,0.0105083,0.0188025,0.0141399,0.0126361,0,0,0.0352329,0,0.0345063,0.0216776,0.0423905,0.0149035,0.00561712,0.00727658,0.0242327,0.0504177,0.0114766,0.0116285,0.0108738,0.013781,0.0148878,0.0130841,0.0337213,0.0189724,0.0409732,0.0095289,0.00876627,0.009082,0.0283503,0.0136958,0.0421998,0.0289612,0,0,0.0222524,0,0.0355516,0.0148825,0.0436591,0.0154212,0.0475458,0.0173433,0.0291806,0.0421278,0.0041499,0.012176,0.0065023,0.012351,0.0150295,0.0414005,0.0108628,0.0137128,0.0172268,0.022143,0.0275551,0.00373511,0.0284758,0.0197582,0,0,0,0,0,0
35,0.0289626,0,0,0,0,0.0336739,0,0,0,0,0,0,0.0105893,0.0188357,0.0141781,0.012575,0,0,0.035389,0,0.0344764,0.0218732,0.0424665,0.0148792,0.00554465,0.00730188,0.0242046,0.0507179,0.0114487,0.0116367,0.0108881,0.0138258,0.0149325,0.0131318,0.0337599,0.0190173,0.0411485,0.00956243,0.00882921,0.00905365,0.0282805,0.0136982,0.0421616,0.0288683,0,0,0.0221478,0,0.0354977,0.0149188,0.0436509,0.0153795,0.0475699,0.017317,0.0291412,0.0422521,0.00406402,0.0121869,0.00647101,0.0122896,0.0149822,0.0413886,0.0108638,0.0136568,0.0171775,0.0222484,0.0276058,0.00386954,0.0285326,0.0197079,0,0,0,0,0,0
