Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79
1030,0.0262574,0,0,0,0,0.0294545,0,0,0,0,0,0,0.00858915,0.0228995,0.00747989,0.0228327,0,0,0.0154936,0,0.0303239,0.0121488,0.0595389,0.0103633,0.011567,0.0105181,0.0285132,0.0398311,0,0.0123765,0.0104083,0.00814234,0.00702534,0.00644597,0.0189522,0.00682476,0.0279396,0.0134658,0.00641361,0.0491306,0.0386431,0.036153,0.0412371,0.0250258,0,0,0.0605549,0,0.045566,0.0453206,0.0440402,0.0533218,0.0303949,0.0138,0.0241627,0.0269307,0.00616761,0.0152477,0.00795729,0.00817591,0.022819,0.0241713,0.0179399,0.0311452,0.0359824,0.0272363,0.0253326,0.0208805,0,0.0257129,0,0,0,0,0,0
1031,0.023974,0,0,0,0,0.0281291,0,0,0,0,0,0,0.00817128,0.0228454,0.0072276,0.0228113,0,0,0.0128234,0,0.0306373,0.0108109,0.0594969,0.0103351,0.011364,0.0105641,0.0279738,0.0420516,0,0.0121124,0.0104467,0.00808374,0.00698086,0.00641679,0.0189905,0.00673066,0.0273842,0.0142478,0.00640094,0.0492106,0.0386826,0.0357498,0.0411319,0.0240193,0,0,0.0606581,0,0.0456212,0.045223,0.0440173,0.052447,0.0305276,0.0138654,0.0235302,0.0271182,0.00641965,0.0154645,0.0079659,0.00828887,0.0226082,0.0238588,0.017745,0.0307538,0.0361802,0.0274493,0.0249426,0.0206214,0,0.023813,0,0,0,0,0,0
1032,0.0235037,0,0,0,0,0,0,0,0,0,0,0,0.00795288,0.0230834,0.00713333,0.0204825,0,0,0.0110706,0,0.0301579,0.0106883,0.0591446,0.0103051,0.0102358,0.010484,0.0261613,0.036823,0,0.0120928,0.0102744,0.00807611,0.00802646,0.00643981,0.0189022,0.00654618,0.0252211,0.0148065,0.00641656,0.0490195,0.0387177,0.0349848,0.0401149,0.0227976,0,0,0.0618188,0,0.046069,0.0459925,0.0438569,0.0511069,0.0321257,0.0126271,0.0227548,0.0326345,0.00580279,0.0161674,0.0083295,0.00719322,0.0220867,0.023047,0.0175329,0.0300101,0.0357734,0.0286566,0.0242902,0.0205734,0,0.0237307,0,0,0,0,0,0
1033,0.0215021,0,0,0,0,0.0277944,0,0,0,0,0,0,0.00761933,0.0228246,0.00703615,0.0224455,0,0,0.00874446,0,0.0307203,0.00929332,0.0593983,0.0101857,0.0108695,0.0107568,0.0270204,0.0457144,0,0.0119691,0.0106045,0.00809117,0.00799285,0.00632099,0.0189917,0.00633596,0.0265555,0.0155107,0.00663554,0.0493549,0.0386607,0.0346603,0.0408971,0.0242698,0,0,0.0614888,0,0.0458168,0.0457293,0.0441158,0.0502239,0.0307511,0.0139545,0.0226463,0.0281484,0.00664224,0.0158218,0.00857583,0.0083136,0.0219637,0.0232883,0.0171422,0.0296366,0.0362007,0.0289819,0.0244409,0.0198341,0,0.0215088,0,0,0,0,0,0
1034,0.0210586,0,0,0,0,0.0284263,0,0,0,0,0,0,0.00740384,0.0229195,0.00706296,0.0223613,0,0,0.00725241,0,0.030638,0.00907481,0.059419,0.0101483,0.0107702,0.0107188,0.0268949,0.045973,0,0.011954,0.010544,0.00791435,0.00848482,0.00632629,0.0189384,0.00618163,0.0260219,0.0160442,0.00679104,0.0490289,0.0386434,0.0339985,0.040855,0.0254676,0,0,0.0623211,0,0.0458809,0.0461798,0.0441173,0.0490118,0.0307805,0.0140171,0.0224559,0.0292924,0.00681757,0.0159097,0.00876373,0.00818579,0.0216072,0.0229906,0.0168513,0.0292057,0.0359564,0.0300146,0.0242109,0.0195846,0,0.0212329,0,0,0,0,0,0
1035,0.0209665,0,0,0,0,0.0293383,0,0,0,0,0,0,0.00691846,0.0230192,0.00709319,0.0221556,0,0,0.00588324,0,0.030715,0.00891167,0.0592799,0.0100725,0.0107537,0.0107085,0.02683,0.0470262,0,0.0113176,0.0105397,0.0076297,0.00853686,0.0063003,0.0189331,0.00597082,0.0255614,0.0166458,0.00702438,0.0476616,0.0385774,0.031522,0.0405654,0.0273723,0,0,0.063414,0,0.0460076,0.0468219,0.0442391,0.0449828,0.030561,0.0140872,0.0221563,0.0304659,0.00707118,0.0160879,0.00849021,0.00807582,0.020163,0.0226232,0.0155946,0.0268654,0.0348651,0.0314009,0.0240819,0.0193806,0,0.0211553,0,0,0,0,0,0
1036,0.0286472,0,0,0,0,0,0,0,0,0,0,0,0.0072574,0.0238266,0.00739417,0.0220634,0,0,0.00634041,0,0.0298701,0.0104306,0.0588876,0.00995976,0.0117615,0.0103206,0.0288571,0.0299751,0,0.0106474,0.0101311,0.00766205,0.00817456,0.00646556,0.0189183,0.00589242,0.0203964,0.0174407,0.0060186,0.0451825,0.0387101,0.0284782,0.0396039,0.0306805,0,0,0.0652263,0,0.0468877,0.0476556,0.0445934,0.0402149,0.0297821,0.0127872,0.0241475,0.0374282,0.00676855,0.0170779,0.00853902,0.00691241,0.018335,0.0217169,0.0146586,0.0240377,0.0325457,0.0322404,0.0227067,0.0196421,0,0.0278981,0,0,0,0,0,0
1037,0.0205109,0,0,0,0,0.0317051,0,0,0,0,0,0,0.0068974,0.0222424,0.00799067,0.0219032,0,0,0.00598792,0,0.0311256,0.00975062,0.0591201,0.00975442,0.0107845,0.0104146,0.0264228,0.0486736,0,0.0101406,0.010237,0.00777376,0.00801824,0.00629659,0.0189478,0.00549342,0.0226404,0.0170819,0.00924275,0.0441996,0.038365,0.0274813,0.0401516,0.0326039,0,0,0.0663122,0,0.046444,0.0483953,0.0443393,0.0386402,0.0303478,0.0140918,0.0220524,0.0337293,0.00735517,0.01664,0.00857986,0.00822182,0.0179259,0.0219958,0.0143898,0.02323,0.0320116,0.0351123,0.0240019,0.0189342,0,0.0208538,0,0,0,0,0,0
1038,0.0207187,0,0,0,0,0.0323016,0,0,0,0,0,0,0.00677924,0.0222563,0.00751469,0.0220933,0,0,0.00661816,0,0.0311462,0.0103349,0.0590593,0.00966633,0.011003,0.010431,0.0264652,0.0482651,0,0.00981588,0.0102078,0.00777115,0.00782448,0.00630106,0.0187941,0.00544398,0.0216878,0.0175135,0.00936709,0.0433092,0.0384192,0.0268661,0.0400649,0.0344193,0,0,0.0671614,0,0.0465543,0.0488925,0.044312,0.0375963,0.0300715,0.0139193,0.0222991,0.0350274,0.00768826,0.0169353,0.0089671,0.00827824,0.01769,0.0218077,0.0142987,0.0228828,0.0315519,0.0361563,0.0239054,0.0188782,0,0.0212794,0,0,0,0,0,0
1039,0.0206231,0,0,0,0,0.0338403,0,0,0,0,0,0,0.00640435,0.0217368,0.00712957,0.0220897,0,0,0.00990019,0,0.0313865,0.0122006,0.0590963,0.00970087,0.0109829,0.0103955,0.0262664,0.048389,0,0.00953356,0.0101907,0.00776461,0.00777254,0.0065081,0.0187476,0.00527804,0.019818,0.0175675,0.0109199,0.0431379,0.0383296,0.0266926,0.0400733,0.0369175,0,0,0.0682127,0,0.0467845,0.0495931,0.0443529,0.0368309,0.0300447,0.0140557,0.0220382,0.0371166,0.00795132,0.0170947,0.00892593,0.00832534,0.0178267,0.0218297,0.0141625,0.0227359,0.0314698,0.0380112,0.0239884,0.0189643,0,0.0214414,0,0,0,0,0,0
1040,0.0206672,0,0,0,0,0.0349318,0,0,0,0,0,0,0.00605783,0.0212571,0.00709062,0.0221747,0,0,0.0123232,0,0.0313841,0.0136597,0.0590831,0.00969883,0.0110461,0.010228,0.026526,0.0481347,0,0.00925465,0.0102207,0.00782702,0.00778,0.00644213,0.0187037,0.00521903,0.0183558,0.0176853,0.0119729,0.0426862,0.0382879,0.0263874,0.040151,0.0388071,0,0,0.0689579,0,0.046931,0.0501232,0.0444166,0.0362866,0.0298254,0.0141465,0.022005,0.0387604,0.00812903,0.0173418,0.0090591,0.00837392,0.0179857,0.0216288,0.0141538,0.0226557,0.0311616,0.0393906,0.0240161,0.0191174,0,0.0217662,0,0,0,0,0,0
1041,0.0208009,0,0,0,0,0.0355551,0,0,0,0,0,0,0.00544929,0.0209325,0.00720584,0.0223999,0,0,0.0136273,0,0.0314821,0.014476,0.0591086,0.00975312,0.0111638,0.00978862,0.0267795,0.0476273,0,0.00899771,0.0101064,0.00794807,0.00780805,0.00682599,0.0187553,0.00524502,0.0174569,0.0180263,0.0125251,0.0417399,0.0382742,0.0256646,0.0402192,0.0403798,0,0,0.0695116,0,0.0470106,0.0505411,0.0445711,0.0353264,0.0296159,0.014204,0.0220486,0.0401777,0.00817213,0.0175261,0.00930641,0.00849093,0.0180124,0.0213295,0.0143582,0.0223547,0.0304613,0.0404118,0.0239472,0.0193863,0,0.0222475,0,0,0,0,0,0
1042,0.0149573,0,0,0,0,0.043047,0,0,0,0,0,0,0.0046614,0.0169778,0.00734152,0.0212541,0,0,0.0275212,0,0.0348297,0.0250902,0.0595227,0.00975604,0.00981032,0.00968577,0.0231199,0.0617594,0,0.00861185,0.00997404,0.00785671,0.00793526,0.00770194,0.0187588,0.00513472,0.0169236,0.0152117,0.0212994,0.0414183,0.0380665,0.0252506,0.0407278,0.0365643,0,0,0.0684882,0,0.0461549,0.0500869,0.0441093,0.034626,0.031151,0.0153035,0.0190684,0.0355986,0.00848142,0.0170371,0.00925373,0.00957222,0.0180957,0.021653,0.0142676,0.0223107,0.0303163,0.0406897,0.02502,0.0188693,0.0429393,0.0167736,0,0,0,0,0,0
1043,0.0144102,0,0,0,0,0.0435037,0,0,0,0,0,0,0.00434816,0.0169516,0.00742809,0.0214828,0,0,0.0284783,0,0.0349162,0.025879,0.0594189,0.00963257,0.0100052,0.00981458,0.0234289,0.0613509,0,0.00836044,0.0100081,0.00772088,0.00789142,0.00702865,0.0188057,0.0054044,0.0165474,0.0155397,0.0216818,0.0410018,0.0381265,0.0249343,0.0407217,0.0376252,0,0,0.0689666,0,0.0462731,0.0503603,0.0441142,0.0339935,0.0308701,0.0153279,0.0190806,0.0367009,0.00859988,0.0172977,0.00922381,0.00963628,0.018113,0.0214856,0.0144365,0.0222435,0.0301493,0.0413335,0.0248375,0.0190013,0.0436511,0.0169315,0,0,0,0,0,0
1044,0.0139617,0,0,0,0,0.0440313,0,0,0,0,0,0,0.00409537,0.016852,0.00737082,0.0217434,0,0,0.0295581,0,0.0348491,0.0269081,0.0592558,0.00953608,0.0101502,0.00994889,0.0238206,0.0608694,0,0.00814744,0.00949875,0.0077098,0.00779839,0.0066447,0.0188262,0.00566335,0.0161279,0.0157976,0.0220696,0.0406119,0.0381896,0.0245555,0.0407405,0.0387314,0,0,0.0694019,0,0.0464445,0.0505767,0.044123,0.0332872,0.0305988,0.0154239,0.019307,0.0378032,0.0089917,0.0175169,0.00903639,0.00967022,0.0181735,0.021335,0.0145676,0.0221545,0.0299529,0.0419704,0.0246238,0.0189436,0.0442119,0.0171481,0,0,0,0,0,0
1045,0.0135312,0,0,0,0,0.0445009,0,0,0,0,0,0,0.00394452,0.0167955,0.00724675,0.0220487,0,0,0.0306071,0,0.0349963,0.0279163,0.0592165,0.0095207,0.0102526,0.0100812,0.0240998,0.0603142,0,0.00799009,0.0093685,0.00777586,0.00777794,0.00640977,0.0187207,0.00574814,0.0157708,0.0160279,0.0226232,0.0403026,0.0382092,0.0242615,0.0407931,0.0397985,0,0,0.0697134,0,0.046548,0.0507691,0.044305,0.0326655,0.0303511,0.0154533,0.0195386,0.0388689,0.00910154,0.0177053,0.0090948,0.00969531,0.0180866,0.0211341,0.0147373,0.021995,0.0297619,0.0425694,0.0244102,0.018849,0.0446118,0.0174593,0,0,0,0,0,0
1046,0.0130742,0,0,0,0,0.0448563,0,0,0,0,0,0,0.00363171,0.0167714,0.00716652,0.0224421,0,0,0.0315795,0,0.0353414,0.0286709,0.059152,0.00951847,0.010357,0.0102018,0.0243623,0.0596764,0,0.00786351,0.00947705,0.0078943,0.00780365,0.00634744,0.0185481,0.00581275,0.0154911,0.0162415,0.0233231,0.0399544,0.0381908,0.0239192,0.0408876,0.0407891,0,0,0.069918,0,0.0465998,0.0510304,0.0444078,0.0320061,0.0301091,0.0154073,0.0197805,0.0399213,0.00908646,0.0179001,0.00918029,0.00982609,0.0179777,0.0209706,0.0149021,0.021702,0.0295332,0.0431245,0.0242091,0.0189652,0.0449976,0.0178575,0,0,0,0,0,0
1047,0.0126353,0,0,0,0,0.0451837,0,0,0,0,0,0,0.00318064,0.0167148,0.00727035,0.0228115,0,0,0.0327121,0,0.0355018,0.0295398,0.059056,0.00950867,0.010491,0.0100651,0.0246752,0.0587703,0,0.00784629,0.00969835,0.00793232,0.00778753,0.00637486,0.0186616,0.00619236,0.0150184,0.0163847,0.0239531,0.0401297,0.0382002,0.0239206,0.0409829,0.0416801,0,0,0.0701764,0,0.0466934,0.051166,0.0443308,0.0319458,0.0298966,0.0153755,0.0200515,0.0408822,0.00930752,0.0180116,0.00930315,0.00992527,0.0180177,0.0207262,0.0152828,0.0216793,0.0298489,0.0435209,0.0239998,0.0191258,0.0454145,0.0182115,0,0,0,0,0,0
1048,0.0122786,0,0,0,0,0.0453882,0,0,0,0,0,0,0.0028885,0.0166235,0.00735669,0.0232196,0,0,0.0337398,0,0.0354339,0.0304393,0.0589542,0.00947579,0.0106581,0.0099436,0.0252559,0.0576937,0,0.00789206,0.0101756,0.00793009,0.0078301,0.00638605,0.0187639,0.00656943,0.0145535,0.01649,0.0245165,0.0405679,0.038229,0.024036,0.0411015,0.0424215,0,0,0.0703425,0,0.046839,0.0512375,0.0441877,0.0320158,0.0297057,0.0153391,0.020374,0.0417023,0.00954295,0.0180833,0.0095058,0.0100228,0.0180635,0.0204709,0.01563,0.0217427,0.0304166,0.0437515,0.023775,0.019288,0.0457391,0.0185142,0,0,0,0,0,0
1049,0.0118903,0,0,0,0,0.0454384,0,0,0,0,0,0,0.00267284,0.016668,0.00740462,0.0235738,0,0,0.0346373,0,0.0355669,0.0312367,0.0588878,0.00941984,0.0108883,0.0101264,0.0257087,0.0565544,0,0.00807873,0.0104087,0.00793908,0.00811162,0.0063889,0.0187449,0.00688697,0.0143399,0.0166284,0.0251126,0.0411536,0.0382726,0.0241979,0.041198,0.0432369,0,0,0.0701746,0,0.0469925,0.0511354,0.0442104,0.0320075,0.0295419,0.0152763,0.0206531,0.0425874,0.00964313,0.0181942,0.00966423,0.0101125,0.0181884,0.020184,0.015942,0.021714,0.0311712,0.0438757,0.0235131,0.0194608,0.0459709,0.0188283,0,0,0,0,0,0
1050,0.0115977,0,0,0,0,0.0454028,0,0,0,0,0,0,0.00252396,0.0167096,0.00744847,0.0238754,0,0,0.0353845,0,0.0355799,0.0318739,0.0587277,0.00933572,0.0111281,0.0103437,0.026149,0.0553648,0,0.00831725,0.0105316,0.00793429,0.00832632,0.00634628,0.0187506,0.00732032,0.0141656,0.0168606,0.0255184,0.0417715,0.038279,0.0243503,0.0413585,0.044084,0,0,0.0700005,0,0.0470935,0.0510872,0.04423,0.0319698,0.0293222,0.0152932,0.0210437,0.0434937,0.00972172,0.0182765,0.00976035,0.0101333,0.0185161,0.0199118,0.0162884,0.0216396,0.0319494,0.0439756,0.0232609,0.019771,0.0461501,0.0190805,0,0,0,0,0,0
1051,0.0114841,0,0,0,0,0.0453527,0,0,0,0,0,0,0.00250001,0.0167688,0.00743959,0.0242198,0,0,0.0359245,0,0.035846,0.0323249,0.0585489,0.009226,0.011307,0.0104017,0.0265855,0.0542338,0,0.00814552,0.0105144,0.00793136,0.0075904,0.00627362,0.0188129,0.00784284,0.0140605,0.0171189,0.0258492,0.0423773,0.0382947,0.024607,0.0415571,0.0450819,0,0,0.0699631,0,0.0472348,0.051017,0.0442018,0.0321079,0.0291431,0.0153422,0.0214654,0.0444759,0.00968206,0.0184157,0.00986247,0.0101576,0.0187583,0.019668,0.0166411,0.0216488,0.0327475,0.0441379,0.0229915,0.0200674,0.046252,0.0193317,0,0,0,0,0,0
1052,0.0116709,0,0,0,0,0.0452706,0,0,0,0,0,0,0.00264153,0.0168363,0.00745553,0.0246235,0,0,0.0363094,0,0.0359311,0.0326634,0.0583799,0.00915475,0.011469,0.0104743,0.0271845,0.0528968,0,0.00765289,0.0104952,0.00793994,0.00752288,0.00624114,0.0188871,0.0084089,0.0138757,0.0172606,0.0260562,0.0430177,0.0383515,0.0247283,0.0417335,0.0460493,0,0,0.0698395,0,0.0474146,0.0509605,0.0441929,0.032155,0.0289693,0.0153207,0.0218256,0.0453889,0.00942792,0.018533,0.00998725,0.0101837,0.0187913,0.0195038,0.0168857,0.0216018,0.0335702,0.0443076,0.0227492,0.0201484,0.0462559,0.0198269,0,0,0,0,0,0
1053,0.0120261,0,0,0,0,0.045074,0,0,0,0,0,0,0.00284806,0.0168756,0.00764954,0.0248869,0,0,0.0365283,0,0.0357424,0.0329368,0.0581903,0.0091216,0.01164,0.0105697,0.0275104,0.0513512,0,0.00735874,0.010681,0.00805458,0.00779534,0.00627334,0.0189154,0.00898519,0.0135141,0.0173378,0.0260639,0.0436828,0.0384189,0.0248528,0.0418068,0.0469391,0,0,0.0697472,0,0.0475968,0.0508039,0.0441948,0.0323075,0.0287904,0.015308,0.0220328,0.0462695,0.00930289,0.0185513,0.0101151,0.0101905,0.0187273,0.0193359,0.0171861,0.0214779,0.0344075,0.0444862,0.0224976,0.0202938,0.046185,0.0205823,0,0,0,0,0,0
1054,0.0124485,0,0,0,0,0.0446561,0,0,0,0,0,0,0.00315345,0.0169441,0.00774761,0.0252788,0,0,0.0367302,0,0.0354865,0.0331237,0.0579755,0.00903904,0.0116407,0.0107344,0.0277454,0.0495982,0,0.00722666,0.0108524,0.00809476,0.00747094,0.00630011,0.0189303,0.00952726,0.0131014,0.0173529,0.0259172,0.0441079,0.0384928,0.0249441,0.0419456,0.0478131,0,0,0.0694933,0,0.0477798,0.0505355,0.0441613,0.0324765,0.0287417,0.0153561,0.0223282,0.0470655,0.00936849,0.0185301,0.0102959,0.0102432,0.0187357,0.0191467,0.0174805,0.0214424,0.0350423,0.044621,0.0222046,0.0205099,0.0459431,0.0215463,0,0,0,0,0,0
1055,0.0130814,0,0,0,0,0.0440994,0,0,0,0,0,0,0.00354501,0.017118,0.00775275,0.0256687,0,0,0.0368527,0,0.0353635,0.0331768,0.057781,0.00890542,0.0116393,0.0109861,0.0278812,0.0477643,0,0.00706056,0.0109705,0.00777678,0.00738456,0.00631181,0.0189052,0.00998886,0.0127125,0.0173148,0.0257469,0.0445381,0.0385797,0.0251094,0.0420797,0.0484017,0,0,0.0690588,0,0.0479399,0.0502228,0.044249,0.0327655,0.0286877,0.015438,0.0226391,0.0477092,0.00948037,0.0185605,0.0104158,0.0102841,0.018883,0.018904,0.0178003,0.0214862,0.03568,0.0447137,0.0218914,0.0207477,0.0455757,0.0225437,0,0,0,0,0,0
1056,0.0137109,0,0,0,0,0.043513,0,0,0,0,0,0,0.00392765,0.0173119,0.00776826,0.0260279,0,0,0.0368697,0,0.0352148,0.0330904,0.0576836,0.00881298,0.0116642,0.0111182,0.028296,0.046048,0,0.00692598,0.0110456,0.0078413,0.00739838,0.00625533,0.0188658,0.0104343,0.0124179,0.017286,0.0255501,0.0449417,0.0386372,0.0252637,0.042156,0.0490267,0,0,0.0686655,0,0.0480408,0.0499208,0.0441977,0.0329748,0.0286717,0.015478,0.0228409,0.0484031,0.00957538,0.0186427,0.0105421,0.0103238,0.0188837,0.0187089,0.0180931,0.0215558,0.0362925,0.0448199,0.0215575,0.0208974,0.0451537,0.0232675,0,0,0,0,0,0
1057,0.0142674,0,0,0,0,0.0428052,0,0,0,0,0,0,0.00442963,0.0174711,0.00783102,0.0263643,0,0,0.0366198,0,0.0349462,0.0327563,0.057547,0.00873608,0.0117316,0.0112545,0.0287596,0.0444539,0,0.00706418,0.0111673,0.00761288,0.00744941,0.00623307,0.0188747,0.0109739,0.0121937,0.017334,0.0252158,0.0454995,0.0387289,0.0254584,0.0423052,0.0494538,0,0,0.068232,0,0.0481527,0.0496109,0.0441886,0.033129,0.0284473,0.0155529,0.023183,0.0489678,0.00970687,0.0187624,0.0107161,0.0103746,0.0189787,0.018441,0.0184001,0.0217086,0.0370083,0.0449031,0.0212104,0.0209887,0.0446255,0.0238229,0,0,0,0,0,0
1058,0.0146882,0,0,0,0,0.0420907,0,0,0,0,0,0,0.00499586,0.0175927,0.00804142,0.0266604,0,0,0.0363657,0,0.0347766,0.0324921,0.0573744,0.0086822,0.01174,0.0113492,0.0289446,0.04297,0,0.0073758,0.0112678,0.00767259,0.00753326,0.00620148,0.0188458,0.0116391,0.0119697,0.0174332,0.0247869,0.046035,0.0388366,0.0257122,0.0423908,0.04983,0,0,0.0676797,0,0.0483078,0.0492438,0.0441357,0.0332448,0.0282913,0.0155878,0.0233611,0.0494793,0.00982922,0.0189,0.0109178,0.01044,0.0191113,0.0181889,0.0186443,0.0218943,0.0378,0.0449891,0.0208811,0.0209045,0.0440874,0.0243705,0,0,0,0,0,0
1059,0.0152697,0,0,0,0,0.0413578,0,0,0,0,0,0,0.00556659,0.0178132,0.0081866,0.0268486,0,0,0.036002,0,0.034703,0.032145,0.0571817,0.00866086,0.0116834,0.0113989,0.0288285,0.0416516,0,0.00741922,0.0114026,0.00775773,0.00750702,0.00610766,0.0188592,0.012295,0.0117727,0.0174954,0.0244419,0.0463574,0.0389336,0.0259201,0.042455,0.0501406,0,0,0.0669227,0,0.0484576,0.0487935,0.0442017,0.0332931,0.0282341,0.0156365,0.0231936,0.0499995,0.00997806,0.0190273,0.0110807,0.0105262,0.019327,0.0179111,0.0189572,0.0220236,0.0385218,0.0451515,0.0205628,0.0208405,0.0436181,0.0249463,0,0,0,0,0,0
1060,0.0157146,0,0,0,0,0.0404675,0,0,0,0,0,0,0.00608326,0.0180007,0.00831821,0.0269936,0,0,0.0356318,0,0.0345544,0.031801,0.0569723,0.008674,0.0116255,0.0114279,0.0288481,0.0404274,0,0.0073064,0.0114943,0.00767877,0.00740306,0.0060453,0.0189516,0.0128428,0.0115106,0.0175118,0.0241556,0.0462126,0.0389848,0.0262713,0.042507,0.050264,0,0,0.0660988,0,0.0485232,0.0482947,0.0441355,0.0335616,0.0282339,0.0156859,0.0232069,0.0504277,0.0101315,0.0191312,0.011275,0.0105455,0.0194467,0.0175733,0.0192515,0.0220893,0.0388537,0.0452434,0.020239,0.0208301,0.0430182,0.0255,0,0,0,0,0,0
1061,0.0162443,0,0,0,0,0.0394652,0,0,0,0,0,0,0.00650692,0.0181733,0.00840616,0.0270694,0,0,0.0351986,0,0.0343748,0.0314155,0.0566659,0.00878955,0.0115582,0.0118572,0.0289465,0.0392933,0,0.00733214,0.0117187,0.00769744,0.00737436,0.00600997,0.0190022,0.0134135,0.0112027,0.0175312,0.0238354,0.0455541,0.0390772,0.0266159,0.0425676,0.0501511,0,0,0.0653941,0,0.0486134,0.0477131,0.0441797,0.0342413,0.0281525,0.0157778,0.0232673,0.0507222,0.0102257,0.0192424,0.0115214,0.0105553,0.0196213,0.0171348,0.0196856,0.0221818,0.0384544,0.0452228,0.0199138,0.0207376,0.0423669,0.0260494,0,0,0,0,0,0
1062,0.0165874,0,0,0,0,0.0383516,0,0,0,0,0,0,0.00693375,0.0183212,0.00837744,0.0272336,0,0,0.0347895,0,0.0341496,0.031064,0.0563403,0.00872662,0.0114791,0.0126086,0.0290079,0.0380648,0,0.00745585,0.0120421,0.00789894,0.00751861,0.00602434,0.0188803,0.0140348,0.0109649,0.0175075,0.0234344,0.0444029,0.0392047,0.0269607,0.0426361,0.0499843,0,0,0.0645701,0,0.0487413,0.0470622,0.0441087,0.0350908,0.0281585,0.0158594,0.0232901,0.0509369,0.0102815,0.0193166,0.0117846,0.0105949,0.0197981,0.0167422,0.0201341,0.0224113,0.0374639,0.0450632,0.0195606,0.0206083,0.0416358,0.0263744,0,0,0,0,0,0
1063,0.0165569,0,0,0,0,0.0370502,0,0,0,0,0,0,0.00646511,0.0184071,0.00832749,0.0277083,0,0,0.0347704,0,0.0340046,0.0307554,0.056669,0.00852299,0.0115259,0.011922,0.030424,0.035731,0,0.00653217,0.0113904,0.00766009,0.00709954,0.00622728,0.0186833,0.0135014,0.0112226,0.0172933,0.0230875,0.0383873,0.0393019,0.0194599,0.0438228,0.0493631,0,0,0.0631227,0,0.0487562,0.0460561,0.0457192,0.0263702,0.030393,0.0123246,0.0255265,0.050521,0.0152131,0,0.0194968,0.0141621,0.00965023,0.0201368,0.0131953,0.013639,0.0350154,0.0441769,0.0191223,0.0205378,0.040581,0.0260379,0,0,0,0,0,0
1064,0.0166983,0,0,0,0,0.0356785,0,0,0,0,0,0,0.00700898,0.0186226,0.00849477,0.0276663,0,0,0.0344006,0,0.033833,0.0304684,0.0564018,0.00841688,0.0112526,0.0118261,0.0301039,0.0343325,0,0.00654971,0.0115446,0.0075725,0.00701596,0.00615278,0.0187639,0.0139763,0.0108722,0.0172924,0.022761,0.0370654,0.0394097,0.0204387,0.0439336,0.04861,0,0,0.0622705,0,0.0488415,0.04548,0.0456096,0.0282386,0.0306924,0.0124469,0.0252751,0.0504123,0.0151309,0,0.0195386,0.0140655,0.0102813,0.0198205,0.0138431,0.0146438,0.0339089,0.0437745,0.0187743,0.0205884,0.0396123,0.0262483,0,0,0,0,0,0
1065,0.0172359,0,0,0,0,0.0340869,0,0,0,0,0,0,0.00853678,0.0189348,0.00883019,0.0271437,0,0,0.0336914,0,0.0335483,0.0301461,0.0555053,0.00848205,0.0106146,0.0124539,0.0281031,0.0338598,0,0.00764022,0.0126144,0.00790354,0.00751815,0.00592947,0.0189674,0.0156638,0.0100942,0.0174467,0.0223991,0.0407341,0.0395296,0.0289588,0.0428037,0.0477567,0,0,0.0619406,0,0.0489276,0.0454085,0.0436844,0.0392182,0.0289826,0.0162717,0.0227399,0.0505462,0.0102875,0.0195169,0.0120401,0.0105355,0.020909,0.0155755,0.021643,0.0243949,0.0345678,0.0438421,0.0185054,0.020598,0.0385077,0.0270492,0,0,0,0,0,0
1066,0.0168292,0,0,0,0,0.0323855,0,0,0,0,0,0,0.00818955,0.0190554,0.00882291,0.0274021,0,0,0.0339518,0,0.0335815,0.0300392,0.0557394,0.00822636,0.0106526,0.011909,0.0291926,0.0311843,0,0.00681364,0.0120731,0.00770845,0.00703581,0.00610208,0.0188364,0.0151251,0.0105109,0.0172746,0.0223856,0.0348242,0.0396581,0.0223461,0.0437047,0.0461917,0,0,0.0604925,0,0.0489053,0.0445048,0.0459119,0.0317007,0.03105,0.0130084,0.0249421,0.0492628,0.0151132,0,0,0.0140347,0.0107319,0.0196693,0.0142308,0.0162088,0.0319648,0.0425014,0.0180177,0.020399,0.0368061,0.0264814,0,0,0,0,0,0
