Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x78,,x80,x79
35,0.00847404,0,0,0,0,0.022103,0,0,0,0,0,0,0.0309328,0.0220279,0.0295432,0.0140031,0,0,0.0208484,0,0.0345724,0.00908847,0.0386392,0.0280892,0.00700948,0.00412325,0.0209183,0.0575224,0.0144565,0.0121725,0.0102628,0.0110741,0.0163115,0.01492,0.0214821,0.0347205,0.0299416,0.00691438,0.00437153,0.010552,0.0267872,0.0149592,0.0127885,0.0107622,0,0,0.0190805,0,0.0315606,0.0250691,0.039119,0.0192713,0.0142196,0.0218524,0.0201871,0.0178849,0.00969188,0.0149788,0.010971,0.0109983,0.0167341,0.0325867,0.0131045,0.0155617,0.00711046,0.0121926,0.0382235,0.0125885,0.0195537,0.00604116,0,0,0,0,0,0,0,0
36,0.00853078,0,0,0,0,0.0221486,0,0,0,0,0,0,0.0309616,0.0220556,0.029549,0.0139397,0,0,0.0208106,0,0.0345436,0.0091276,0.0386429,0.0281018,0.00700234,0.00410999,0.0208952,0.0575331,0.0144822,0.0122369,0.0103253,0.0110234,0.0162511,0.0148826,0.0214628,0.03474,0.0299031,0.0069135,0.00434997,0.0105222,0.0267819,0.0148717,0.0127892,0.0108024,0,0,0.0191194,0,0.031566,0.0249908,0.039112,0.0192019,0.0142488,0.0217912,0.0201706,0.0178792,0.0096949,0.0149558,0.0109559,0.010974,0.0167019,0.0325993,0.0130292,0.0155077,0.00704251,0.0121236,0.0382415,0.0125715,0.019605,0.00603426,0,0,0,0,0,0,0,0
37,0.00859741,0,0,0,0,0.0222029,0,0,0,0,0,0,0.0308771,0.0220108,0.0295199,0.0138609,0,0,0.0207764,0,0.0345623,0.00910745,0.0386536,0.0281368,0.00698978,0.00398635,0.0208697,0.0575142,0.0143931,0.0121828,0.0102077,0.0110425,0.016251,0.0148778,0.0214991,0.0348072,0.0298984,0.00692811,0.0043481,0.0105561,0.0267881,0.0148705,0.0127872,0.0107712,0,0,0.0192045,0,0.0315703,0.0250189,0.0391444,0.019191,0.0142358,0.0217875,0.0201442,0.0178736,0.00972771,0.0149636,0.0109686,0.0110252,0.0167158,0.0326013,0.0130411,0.0155343,0.0069643,0.012062,0.0382746,0.0125826,0.0196458,0.00602561,0,0,0,0,0,0,0,0
38,0.00867649,0,0,0,0,0.0222775,0,0,0,0,0,0,0.0308119,0.0219199,0.0294919,0.013859,0,0,0.0207528,0,0.0346395,0.00904157,0.0386683,0.0281553,0.00697905,0.00401448,0.0208672,0.0575072,0.0143163,0.0121439,0.0101732,0.0110633,0.0162611,0.0148449,0.021507,0.0346716,0.0299166,0.00698804,0.00434328,0.0107284,0.0267975,0.0151071,0.0127692,0.0106933,0,0,0.0192782,0,0.0315765,0.0250905,0.0392409,0.0193977,0.0141733,0.021868,0.0201526,0.0178934,0.00981646,0.0150036,0.0110444,0.011145,0.0168274,0.0325755,0.0132015,0.0156963,0.007166,0.0119668,0.0383123,0.0125907,0.0196965,0.0060191,0,0,0,0,0,0,0,0
39,0.00873106,0,0,0,0,0.0223321,0,0,0,0,0,0,0.0306207,0.0218944,0.0294331,0.0139594,0,0,0.0207534,0,0.034679,0.00899927,0.0386921,0.0281071,0.00698349,0.00400344,0.0208095,0.0576044,0.0142673,0.0120854,0.0101716,0.0110533,0.0162352,0.0148256,0.0215045,0.0345628,0.0299611,0.00702325,0.00434537,0.0107974,0.026806,0.0152243,0.0127692,0.0107145,0,0,0.0193725,0,0.031584,0.0251057,0.0392778,0.0195002,0.0141492,0.0219186,0.0201398,0.0179024,0.0098754,0.0150265,0.0110634,0.0112139,0.0168586,0.0325434,0.0132884,0.0157875,0.00725427,0.0118943,0.0383987,0.0125835,0.0197231,0.00602489,0,0,0,0,0,0,0,0
40,0.00878279,0,0,0,0,0.0223612,0,0,0,0,0,0,0.0304391,0.0219097,0.0294538,0.0140103,0,0,0.0207132,0,0.0346778,0.00905169,0.0387091,0.0280609,0.00698203,0.00397767,0.0207536,0.0576294,0.0142925,0.0120872,0.0101667,0.0110415,0.0162421,0.0148448,0.0214986,0.0346233,0.0299296,0.00703518,0.00429079,0.0108968,0.026794,0.0152608,0.0127471,0.0110675,0,0,0.0195158,0,0.0315936,0.0250647,0.039273,0.0195375,0.0142135,0.0219203,0.0201044,0.0178952,0.00989768,0.0150321,0.0110773,0.0112046,0.0168491,0.0325438,0.0132924,0.0157973,0.00724276,0.0117942,0.0384678,0.0125766,0.0197498,0.00599251,0,0,0,0,0,0,0,0
41,0.00886834,0,0,0,0,0.0223514,0,0,0,0,0,0,0.0304244,0.0219468,0.0294218,0.0139642,0,0,0.0206559,0,0.0346608,0.00922627,0.0387321,0.0280328,0.00698992,0.00396988,0.0206718,0.0577362,0.0143694,0.0121024,0.0101366,0.0109916,0.0162083,0.0148676,0.0214993,0.034494,0.0299589,0.00698834,0.00422518,0.0109397,0.0267619,0.0152507,0.0126919,0.0115685,0,0,0.0197013,0,0.0316119,0.0249914,0.0392674,0.0195512,0.0143875,0.0219132,0.0200283,0.0178916,0.00990204,0.0150249,0.0111119,0.0111851,0.0168501,0.0325499,0.0132788,0.0157817,0.00727178,0.0116718,0.0384361,0.0125836,0.0197539,0.00593889,0,0,0,0,0,0,0,0
42,0.00895734,0,0,0,0,0.0223704,0,0,0,0,0,0,0.0304996,0.0220132,0.0293764,0.0139539,0,0,0.0206073,0,0.0346063,0.00946854,0.0387476,0.0280247,0.00699649,0.00395423,0.020612,0.0577667,0.0144028,0.0120748,0.0101237,0.0109608,0.0161873,0.0148453,0.021489,0.0344491,0.0300078,0.00691119,0.00415524,0.0108349,0.0267312,0.0151543,0.0126295,0.0117198,0,0,0.0198848,0,0.0316142,0.0248276,0.0392726,0.0194635,0.0144777,0.0218972,0.0199535,0.0178609,0.0098783,0.0149884,0.0110668,0.0111133,0.0168142,0.0325688,0.0132349,0.0157128,0.00725798,0.0114888,0.0384448,0.0125797,0.0197724,0.00590995,0,0,0,0,0,0,0,0
43,0.00904632,0,0,0,0,0.0223897,0,0,0,0,0,0,0.0302537,0.0220286,0.0293508,0.0139562,0,0,0.0205869,0,0.0345799,0.00952672,0.0387833,0.0280113,0.00699115,0.00392692,0.0205262,0.0578322,0.0144064,0.0120221,0.0101192,0.010939,0.0161375,0.0148054,0.0214762,0.0344428,0.0300208,0.00687373,0.00408584,0.0106215,0.0267133,0.0149362,0.0126111,0.011672,0,0,0.0200687,0,0.0316026,0.0247266,0.0392315,0.0192392,0.0144782,0.0218304,0.0198657,0.0178303,0.00983817,0.0149289,0.0109278,0.0110173,0.0167103,0.0325958,0.0131109,0.0155788,0.00707557,0.0112968,0.0385429,0.0125598,0.0197662,0.00591317,0,0,0,0,0,0,0,0
44,0.00915402,0,0,0,0,0.0224075,0,0,0,0,0,0,0.0301341,0.0220056,0.0293275,0.013906,0,0,0.0206239,0,0.0346119,0.00939904,0.0388006,0.0280039,0.00697286,0.00397868,0.0205035,0.0579749,0.0143843,0.012061,0.0101683,0.010951,0.0161071,0.0148019,0.021448,0.0343009,0.030031,0.00687897,0.00405972,0.0105106,0.0267094,0.0148273,0.0126375,0.0116224,0,0,0.0202133,0,0.0316061,0.0246712,0.0391755,0.0191385,0.0144208,0.0217753,0.0198137,0.0178014,0.00977794,0.0149202,0.0108713,0.0109332,0.0166552,0.0325914,0.0130273,0.0155073,0.00691695,0.0110498,0.0386374,0.0125254,0.0197464,0.00590752,0,0,0,0,0,0,0,0
45,0.00927405,0,0,0,0,0.0224617,0,0,0,0,0,0,0.0300818,0.0219388,0.0292824,0.013955,0,0,0.0206271,0,0.0346625,0.00928591,0.038821,0.0279879,0.00694152,0.00396655,0.0205275,0.0581284,0.0143289,0.0121087,0.0102118,0.0109266,0.016046,0.0147494,0.0214324,0.0341993,0.0300662,0.00693361,0.00402054,0.0104944,0.0267204,0.0147846,0.0126765,0.0116296,0,0,0.0203938,0,0.0316231,0.0246062,0.0392006,0.0191072,0.0142821,0.0217734,0.0198056,0.0177586,0.00972634,0.0149054,0.0109004,0.0109242,0.0166319,0.0325528,0.0129794,0.0154796,0.0068459,0.0107571,0.038539,0.0125075,0.0197735,0.00592244,0,0,0,0,0,0,0,0
46,0.00943193,0,0,0,0,0.0224572,0,0,0,0,0,0,0.0301521,0.0219293,0.0292277,0.0142221,0,0,0.0206701,0,0.0346889,0.00927772,0.0388558,0.0279511,0.00695219,0.00396554,0.0205244,0.0582959,0.0143739,0.0121163,0.0102646,0.010852,0.0159809,0.0146892,0.0214108,0.0342192,0.03014,0.00696692,0.00393212,0.0104604,0.0267488,0.0147523,0.0127057,0.0115997,0,0,0.0206075,0,0.0316518,0.0244552,0.0391512,0.0190417,0.0142533,0.0217738,0.0197956,0.0177373,0.00969819,0.0148824,0.0108922,0.0109353,0.0166065,0.0325023,0.0129432,0.0154521,0.00681548,0.0103975,0.0382082,0.0124981,0.0197402,0.00598065,0,0,0,0,0,0,0,0
47,0.00960059,0,0,0,0,0.0224333,0,0,0,0,0,0,0.0300559,0.0219616,0.0291742,0.0143305,0,0,0.0207703,0,0.0346837,0.00925654,0.0389021,0.0279443,0.00695239,0.00395196,0.0204782,0.0584604,0.0144599,0.0121831,0.0102983,0.0107503,0.0159213,0.0146454,0.0213919,0.0341934,0.0302451,0.00699762,0.00383049,0.0104781,0.0267616,0.0147221,0.0127215,0.0115668,0,0,0.0209168,0,0.0316606,0.0243332,0.0391074,0.0189752,0.0142744,0.0217711,0.0197418,0.0176847,0.0097052,0.014884,0.0108901,0.0109533,0.016584,0.032452,0.0129271,0.0154497,0.00678402,0.0100862,0.0380464,0.0125095,0.0197006,0.00607259,0,0,0,0,0,0,0,0
48,0.00977781,0,0,0,0,0.0224239,0,0,0,0,0,0,0.0300579,0.0219591,0.0291166,0.0143496,0,0,0.0209744,0,0.0346339,0.00931059,0.0389523,0.0279366,0.00694397,0.00399258,0.0204156,0.0586743,0.0145641,0.0123335,0.010366,0.0107002,0.0158686,0.0146158,0.0213656,0.0342448,0.0304217,0.00709019,0.00365079,0.0105151,0.0267452,0.0147776,0.0126965,0.0115554,0,0,0.0213415,0,0.0316653,0.0242732,0.0390963,0.0189961,0.0142837,0.0218046,0.0196923,0.0176401,0.00972575,0.0149118,0.0109279,0.010969,0.0166224,0.0324329,0.0129796,0.0155048,0.00683553,0.00977254,0.0380829,0.0125045,0.0196539,0.00616584,0,0,0,0,0,0,0,0
49,0.0099648,0,0,0,0,0.0223739,0,0,0,0,0,0,0.029943,0.0219115,0.0290947,0.0143363,0,0,0.0212822,0,0.0345585,0.00946429,0.038993,0.0278985,0.00694216,0.00406793,0.0203655,0.058978,0.0147639,0.0124933,0.010492,0.010632,0.0158142,0.014569,0.0213094,0.0340283,0.0307279,0.00732013,0.00339876,0.010589,0.0267556,0.0148967,0.0126496,0.011553,0,0,0.02179,0,0.0316986,0.02421,0.0390942,0.0190995,0.0142564,0.021902,0.019631,0.0176448,0.00976906,0.0149719,0.0109884,0.0110034,0.0166896,0.0324563,0.0130918,0.0155699,0.0069847,0.0093727,0.0380391,0.012505,0.0195557,0.00623774,0,0,0,0,0,0,0,0
50,0.0101421,0,0,0,0,0.0223498,0,0,0,0,0,0,0.0298987,0.0218555,0.0290442,0.0143152,0,0,0.021659,0,0.0344902,0.00967943,0.039012,0.0278586,0.00694133,0.00412485,0.020315,0.0592897,0.0150528,0.012651,0.0106118,0.0105571,0.0156957,0.014501,0.0212565,0.0338987,0.0310743,0.0077158,0.00317187,0.0106511,0.026769,0.0149503,0.0126319,0.011595,0,0,0.0222777,0,0.0317182,0.024139,0.0390964,0.0192237,0.0142272,0.0219498,0.0196002,0.0176439,0.00978781,0.0149916,0.0110081,0.0110409,0.0167082,0.0324313,0.0131385,0.0155855,0.00702918,0.00888035,0.0379839,0.0125675,0.0194691,0.00632363,0,0,0,0,0,0,0,0
51,0.0103186,0,0,0,0,0.0222951,0,0,0,0,0,0,0.0298418,0.0218574,0.0289233,0.014315,0,0,0.0220939,0,0.0343809,0.00994993,0.0390456,0.0277857,0.00694163,0.00408017,0.0202174,0.0595796,0.015211,0.0127809,0.0106943,0.0104262,0.0155143,0.0144183,0.0212138,0.0338273,0.0314647,0.00819366,0.0030645,0.010593,0.0267349,0.0149442,0.0126951,0.0115949,0,0,0.0227912,0,0.0316303,0.0240129,0.0390912,0.0193478,0.0141947,0.0219352,0.0195298,0.0173889,0.00977365,0.0149829,0.0110167,0.0111441,0.0166841,0.0323746,0.0131431,0.0155719,0.00696708,0.00832659,0.0379431,0.0125978,0.0193604,0.00643654,0,0,0,0,0,0,0,0
52,0.0105216,0,0,0,0,0.0222223,0,0,0,0,0,0,0.0295814,0.0218233,0.0287987,0.0143146,0,0,0.0226007,0,0.0341885,0.0102987,0.0391109,0.0276886,0.00694071,0.00401827,0.0200827,0.0597999,0.015255,0.0128796,0.0107794,0.0102447,0.0153425,0.0143438,0.0211778,0.0335864,0.0318488,0.00866539,0.00306772,0.0105224,0.0267261,0.0149205,0.012742,0.0115221,0,0,0.0234148,0,0.0315626,0.0238298,0.0390918,0.0191965,0.01418,0.0219027,0.0194473,0.0170948,0.00975608,0.0149879,0.0110413,0.0111891,0.016663,0.0322946,0.0131395,0.0155693,0.00683418,0.0077689,0.0375136,0.0126441,0.0192399,0.00656268,0,0,0,0,0,0,0,0
53,0.0107151,0,0,0,0,0.0221067,0,0,0,0,0,0,0.029458,0.0215578,0.0286347,0.0143321,0,0,0.0231787,0,0.0340347,0.0105995,0.0392009,0.0275987,0.00695218,0.00395745,0.0199941,0.0599531,0.0154044,0.0130016,0.0108615,0.0100888,0.0151597,0.0142547,0.0211266,0.0330956,0.0321269,0.00928524,0.00299264,0.0104072,0.0267564,0.0148043,0.0127628,0.0113903,0,0,0.0241897,0,0.031566,0.0236624,0.0390848,0.0190029,0.0141423,0.0218634,0.0193484,0.0168014,0.00971145,0.0149551,0.0110408,0.0110671,0.0166043,0.0321891,0.0130549,0.0155327,0.0066058,0.00731577,0.0369743,0.0127108,0.0190963,0.00667126,0,0,0,0,0,0,0,0
54,0.0108936,0,0,0,0,0.0219114,0,0,0,0,0,0,0.0293164,0.0213086,0.028496,0.0143714,0,0,0.0239028,0,0.0341562,0.0109136,0.0392735,0.0275398,0.00695625,0.00393787,0.0198955,0.0601159,0.0156366,0.0130671,0.0109489,0.00991344,0.0149627,0.0141474,0.0210625,0.0327495,0.0324641,0.0100043,0.00291126,0.0101779,0.0267853,0.0145518,0.0127842,0.0114106,0,0,0.0249061,0,0.0315524,0.0234195,0.0390768,0.0187415,0.0140797,0.0217248,0.0192451,0.0165448,0.00966602,0.0148634,0.0109642,0.0109584,0.0164631,0.0320748,0.0128998,0.015415,0.00623038,0.00693881,0.0363576,0.0127739,0.0188533,0.00675692,0,0,0,0,0,0,0,0
55,0.0110249,0,0,0,0,0.0217332,0,0,0,0,0,0,0.0290632,0.0212564,0.028343,0.0144214,0,0,0.0246981,0,0.0343257,0.0112654,0.0393395,0.0274542,0.00693544,0.00393884,0.019706,0.0602537,0.0156837,0.0131195,0.0110088,0.00970557,0.0147247,0.0140093,0.0209744,0.0325709,0.0328503,0.0105355,0.00295147,0.0100045,0.026743,0.0144084,0.0127988,0.0113793,0,0,0.0255549,0,0.0313459,0.0230659,0.039089,0.018595,0.0140606,0.0216463,0.0190625,0.0161534,0.00966171,0.0148298,0.0109743,0.0109901,0.0163885,0.032005,0.0128454,0.0153666,0.00599455,0.00668096,0.0356153,0.0128024,0.0186248,0.00678498,0,0,0,0,0,0,0,0
56,0.0111785,0,0,0,0,0.0215469,0,0,0,0,0,0,0.0286727,0.0213558,0.0281912,0.0144302,0,0,0.0254127,0,0.0345934,0.0116588,0.0394286,0.0273469,0.00688965,0.00399265,0.0194123,0.0602343,0.0157501,0.0132394,0.0110959,0.00948266,0.0144635,0.0138753,0.0208617,0.032449,0.0332547,0.0108616,0.00305521,0.0100398,0.0267285,0.0144419,0.0127968,0.0114291,0,0,0.0260777,0,0.0310878,0.0226048,0.0390698,0.018597,0.014058,0.0216122,0.0188146,0.0157532,0.00968722,0.014843,0.0110826,0.0110957,0.0163784,0.0319184,0.0128843,0.0153941,0.00591178,0.0065891,0.0346412,0.0128341,0.0183862,0.00679903,0,0,0,0,0,0,0,0
57,0.0113366,0,0,0,0,0.0213376,0,0,0,0,0,0,0.0284508,0.0215832,0.0280991,0.0144179,0,0,0.026059,0,0.0349177,0.0121135,0.0395362,0.0272449,0.00684086,0.00410628,0.0190755,0.0601184,0.0158969,0.0133714,0.0112338,0.00927287,0.0142363,0.0137235,0.0207197,0.0321505,0.0336812,0.0111,0.00324152,0.010191,0.0267816,0.014604,0.0127644,0.011474,0,0,0.0264402,0,0.0308542,0.0221835,0.0390209,0.0187452,0.014053,0.0216646,0.0185264,0.0153732,0.00973853,0.0149595,0.0110764,0.0111829,0.0164114,0.0317719,0.0129815,0.0154917,0.00592293,0.00660882,0.0334934,0.0128926,0.0181516,0.00704453,0,0,0,0,0,0,0,0
58,0.0114755,0,0,0,0,0.0211076,0,0,0,0,0,0,0.0283565,0.0215175,0.0280011,0.0144622,0,0,0.0268325,0,0.0348956,0.0125632,0.0396337,0.02723,0.00680622,0.00428246,0.0187563,0.0598274,0.0160697,0.0134431,0.0113912,0.00908638,0.0140311,0.0135596,0.0205648,0.0319163,0.0341323,0.0113586,0.00357702,0.0102598,0.0268327,0.0146312,0.0126897,0.0114698,0,0,0.0267039,0,0.0306041,0.0217985,0.0390248,0.0187759,0.0140664,0.0216722,0.0181897,0.0151198,0.00975455,0.0150694,0.0109927,0.01119,0.0164057,0.0316644,0.0129756,0.0155063,0.00587369,0.00687962,0.0325053,0.012999,0.0179157,0.00730635,0,0,0,0,0,0,0,0
59,0.0118327,0,0,0,0,0.0208047,0,0,0,0,0,0,0.028358,0.0215879,0.027934,0.0144702,0,0,0.027724,0,0.0348153,0.0131126,0.0397293,0.0272532,0.00675474,0.00447953,0.0183765,0.0594596,0.0162453,0.0135676,0.011549,0.00886584,0.0138211,0.0134441,0.0203841,0.0318404,0.0344106,0.0116925,0.004005,0.0102534,0.0268891,0.0145643,0.0125736,0.0114849,0,0,0.0264478,0,0.0302503,0.0212278,0.0389895,0.0187054,0.0141168,0.0216593,0.0177679,0.0152763,0.00973743,0.014944,0.0109422,0.0111915,0.0163713,0.0315552,0.0129599,0.015464,0.00582053,0.00723444,0.0309686,0.013303,0.0175605,0.00768342,0,0,0,0,0,0,0,0
60,0.0121996,0,0,0,0,0.0205938,0,0,0,0,0,0,0.028415,0.0219547,0.0278735,0.0144007,0,0,0.0287766,0,0.0346264,0.0138823,0.0398306,0.0272078,0.00670875,0.00461189,0.0179168,0.0589507,0.016412,0.0136926,0.0117191,0.00867624,0.0136059,0.0133592,0.0202082,0.0317953,0.0346705,0.0121174,0.00461767,0.0102061,0.0269198,0.0145028,0.0124792,0.0116316,0,0,0.026119,0,0.0297701,0.0205394,0.0389588,0.0186479,0.0141762,0.0216346,0.0173045,0.0154973,0.00978465,0.0148068,0.0109093,0.0112136,0.0163662,0.0314508,0.0129886,0.0155296,0.00567179,0.00775511,0.029063,0.014009,0.0173067,0.00805514,0,0,0,0,0,0,0,0
61,0.0127248,0,0,0,0,0.020376,0,0,0,0,0,0,0.0285276,0.0224613,0.0278396,0.0142786,0,0,0.029754,0,0.0343551,0.0147832,0.0399299,0.0271802,0.00665852,0.00478998,0.0174275,0.0582248,0.0165773,0.0138297,0.0119076,0.00848671,0.0133882,0.0132814,0.0200076,0.0318103,0.0347723,0.0125842,0.00537153,0.0101191,0.0270742,0.0144547,0.0124085,0.0118775,0,0,0.0253551,0,0.0293744,0.0196171,0.0389871,0.0186049,0.0142142,0.0215539,0.0168317,0.0161385,0.00992473,0.0147202,0.0108491,0.0112356,0.0163273,0.0313584,0.013007,0.015715,0.00546297,0.00830559,0.0259854,0.0150897,0.0169887,0.00855446,0,0,0,0,0,0,0,0
62,0.0132173,0,0,0,0,0.0202393,0,0,0,0,0,0,0.0283588,0.0229251,0.0277304,0.014144,0,0,0.0306576,0,0.0340461,0.0155921,0.0400822,0.0271444,0.00662108,0.00500845,0.0169512,0.0573911,0.0166584,0.0139126,0.0120523,0.00830355,0.0131914,0.0131675,0.0198003,0.0317916,0.0348432,0.0132785,0.00620817,0.0100204,0.0273012,0.0144639,0.0123205,0.0121621,0,0,0.0246604,0,0.0290431,0.0186502,0.0390179,0.0185415,0.0142954,0.0214639,0.0163,0.0168119,0.0100173,0.0146414,0.0107871,0.0112998,0.016281,0.031256,0.0130385,0.0158171,0.00526698,0.00903637,0.0226502,0.0165756,0.0167404,0.00904066,0,0,0,0,0,0,0,0
63,0.0141393,0,0,0,0,0.0198622,0,0,0,0,0,0,0.0283059,0.0233522,0.0276195,0.0140307,0,0,0.0313889,0,0.0336826,0.0162853,0.0403125,0.0270189,0.00661737,0.00526918,0.0164602,0.0563523,0.0167014,0.0139453,0.0122042,0.00820314,0.0130394,0.0130137,0.0196054,0.0315959,0.0349232,0.014138,0.00722507,0.0099362,0.0273548,0.0144972,0.0121605,0.0127158,0,0,0.0239689,0,0.0285126,0.0175473,0.0388526,0.0185086,0.0143661,0.0213559,0.0157253,0.0180061,0.00997836,0.0145299,0.0107136,0.0113198,0.0162417,0.0311832,0.0130639,0.0158553,0.0050737,0.00973989,0.0196005,0.0181214,0.0161361,0.0098937,0,0,0,0,0,0,0,0
64,0.0152367,0,0,0,0,0.01953,0,0,0,0,0,0,0.0284391,0.0237366,0.0275459,0.0139431,0,0,0.0318669,0,0.0332982,0.0169304,0.0403697,0.0269075,0.00662859,0.00550378,0.0160236,0.055185,0.0167379,0.013993,0.0123613,0.00812904,0.0129108,0.0128737,0.0194497,0.0314183,0.0346956,0.0150529,0.00847564,0.00984078,0.0273843,0.0145043,0.0120514,0.013541,0,0,0.0229963,0,0.0279767,0.016245,0.0386604,0.0184846,0.0144683,0.0213227,0.0152025,0.0193937,0.00987443,0.0144447,0.0106619,0.0113493,0.0162363,0.0311694,0.0130885,0.0159279,0.00485131,0.0104352,0.0164011,0.019925,0.0155332,0.0109131,0,0,0,0,0,0,0,0
65,0.0165037,0,0,0,0,0.019252,0,0,0,0,0,0,0.0284959,0.0239495,0.0274816,0.013853,0,0,0.0318256,0,0.0329411,0.0174127,0.0404605,0.0268436,0.00665212,0.00564051,0.0156192,0.0537688,0.0167345,0.0140834,0.0124621,0.00801281,0.0127978,0.012789,0.0192855,0.0313235,0.0340357,0.0160422,0.00993522,0.00966819,0.0274032,0.0143981,0.0120461,0.014629,0,0,0.0218096,0,0.0274931,0.0148322,0.0388223,0.0183381,0.0146394,0.0213384,0.0147762,0.0208839,0.00983995,0.0144664,0.0106883,0.0113688,0.0162105,0.0312337,0.0130869,0.0159615,0.00461317,0.011105,0.0131399,0.022072,0.0149911,0.0120922,0,0,0,0,0,0,0,0
66,0.0178175,0,0,0,0,0.0190068,0,0,0,0,0,0,0.0284134,0.0240745,0.0274754,0.0137497,0,0,0.0312518,0,0.0327128,0.0177101,0.040594,0.0269023,0.00667752,0.00572425,0.0152387,0.0522796,0.0167357,0.0141256,0.0125482,0.00787859,0.0126662,0.0127103,0.0191375,0.0312452,0.0330956,0.0171119,0.0115264,0.00955091,0.0274311,0.0143346,0.0120549,0.0158878,0,0,0.0204961,0,0.0270249,0.0133597,0.0389697,0.0182175,0.0148115,0.0213063,0.0143765,0.0223485,0.00982167,0.0144814,0.010689,0.0113852,0.016181,0.0312161,0.0130797,0.0159619,0.0044585,0.0116949,0.0102343,0.024441,0.0144519,0.0133118,0,0,0,0,0,0,0,0
67,0.020254,0,0,0,0,0.0185688,0,0,0,0,0,0,0.0283254,0.0241521,0.0275228,0.0137093,0,0,0.030258,0,0.0325567,0.0178048,0.0407465,0.0269939,0.00676461,0.00581674,0.0149022,0.0506233,0.0167488,0.0140492,0.0126192,0.00772229,0.0125201,0.0126595,0.0189842,0.0312554,0.0320068,0.0180796,0.0130934,0.00948927,0.0274444,0.0143127,0.0121284,0.0185055,0,0,0.0188797,0,0.0265605,0.0117441,0.0390295,0.0181487,0.0149446,0.0212351,0.0139475,0.0249082,0.00978737,0.0144751,0.0106614,0.0113927,0.0161206,0.0310884,0.0130473,0.0159407,0.0043747,0.0115601,0.00790959,0.0267688,0.0133678,0.0154864,0,0,0,0,0,0,0,0
68,0.022823,0,0,0,0,0.0184328,0,0,0,0,0,0,0.0284622,0.024252,0.0275606,0.0138372,0,0,0.0290285,0,0.0323543,0.0177899,0.0408352,0.0271146,0.00689114,0.0059221,0.0146436,0.0488793,0.0167552,0.0139711,0.0127056,0.00758646,0.0123769,0.0126118,0.0188979,0.0312669,0.0308449,0.0189362,0.01467,0.00949923,0.027424,0.0143794,0.0121728,0.0215198,0,0,0.0172407,0,0.0261539,0.0104018,0.0389941,0.0182116,0.0150538,0.0211723,0.0135562,0.0275887,0.00977224,0.0144354,0.0106029,0.0114093,0.0160988,0.0309186,0.0130539,0.0160073,0.00432239,0.0111926,0.00704805,0.0289951,0.0125696,0.0177486,0,0,0,0,0,0,0,0
69,0.0254632,0,0,0,0,0.018545,0,0,0,0,0,0,0.0285246,0.0243658,0.0276009,0.0142466,0,0,0.0275189,0,0.0321879,0.0176515,0.0409224,0.027194,0.00706547,0.00601594,0.0144653,0.0470546,0.0167784,0.0140312,0.012789,0.00748887,0.0122687,0.0125377,0.018812,0.0313215,0.0295286,0.0197829,0.0161729,0.00948673,0.0274569,0.0144386,0.0122535,0.0247571,0,0,0.0156273,0,0.0259071,0.00951772,0.0389376,0.0182528,0.0151516,0.0211927,0.0133117,0.0303705,0.00975428,0.0144004,0.0106103,0.0114656,0.016088,0.0308211,0.0130753,0.0160892,0.00423773,0.0107052,0.00742026,0.0311056,0.0121657,0.0200562,0,0,0,0,0,0,0,0
70,0.0280442,0,0,0,0,0.0189275,0,0,0,0,0,0,0.0283871,0.024586,0.0276199,0.0145691,0,0,0.0257948,0,0.0321169,0.0173527,0.0410356,0.0272008,0.00717796,0.00606504,0.0142908,0.0451861,0.0168257,0.0140606,0.0128471,0.00742654,0.0122042,0.0124465,0.018719,0.0313476,0.028151,0.0206335,0.0175632,0.00947824,0.0275135,0.0144921,0.0122493,0.0279968,0,0,0.0139712,0,0.0257818,0.00909864,0.0388991,0.0182795,0.0152646,0.0212304,0.0131553,0.0331623,0.00976598,0.0143815,0.0106132,0.0115208,0.0160973,0.0307852,0.013096,0.0161442,0.00419831,0.0101968,0.00831816,0.0328653,0.0121681,0.0223321,0,0,0,0,0,0,0,0
