Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,LWRA
163,0.0147119,0,0,0,0,0.0162811,0,0,0,0,0,0,0.0182997,0.0285656,0.0250429,0.0147002,0,0,0.0288606,0,0.0255763,0.0310233,0.041502,0.0298704,0.0130917,0.00688294,0.0218168,0.0251451,0.00783899,0.00638088,0.00564872,0.0113835,0.0154702,0.0155399,0.0189372,0.0251642,0.0234358,0.0374636,0.00798694,0.0384458,0.00908908,0.0160384,0.0148326,0,0,0.045859,0,0.0373347,0.0295996,0.0361448,0.0096786,0.01633,0.017058,0.021311,0.0280507,0.0100065,0.0128619,0.00731591,0.0111713,0.0137351,0.0336601,0.0113631,0.0122385,0.00848124,0.0239043,0.00509251,0.0182433,0.0118707,0.0132412,0,0,0
164,0.0147981,0,0,0,0,0.0162595,0,0,0,0,0,0,0.0184335,0.0285309,0.0251296,0.0146582,0,0,0.028417,0,0.0255574,0.0308049,0.0415035,0.0298807,0.0131048,0.00684297,0.0218265,0.0252686,0.00781331,0.0062987,0.00560112,0.0113515,0.0154356,0.0155336,0.0189932,0.0252403,0.0233577,0.0373899,0.00770616,0.038478,0.00899384,0.0160048,0.0148528,0,0,0.0459992,0,0.0373765,0.0296831,0.0361454,0.00964102,0.0163157,0.0170944,0.0213402,0.0280938,0.0100375,0.0129304,0.0073118,0.0112482,0.0136941,0.0335043,0.0113038,0.0122177,0.00826046,0.023987,0.0049151,0.0181973,0.0117825,0.0132994,0,0,0
165,0.0149078,0,0,0,0,0.0162556,0,0,0,0,0,0,0.0186344,0.0284962,0.0251972,0.0146172,0,0,0.0279948,0,0.0255377,0.0306171,0.0414896,0.0298406,0.0131196,0.00680614,0.0218538,0.0254087,0.00777302,0.00627023,0.00554286,0.011332,0.0154548,0.0154935,0.0190438,0.0253031,0.0229806,0.0373654,0.00753779,0.0385067,0.00890614,0.0160002,0.0148614,0,0,0.0461967,0,0.0374193,0.0298269,0.0361778,0.00958111,0.0163396,0.0171409,0.0213361,0.0281322,0.0100764,0.0128907,0.00733755,0.0113143,0.0136313,0.0333716,0.0112438,0.012162,0.00812152,0.0242011,0.00509986,0.0181381,0.0116788,0.0133162,0,0,0
166,0.0150332,0,0,0,0,0.0162789,0,0,0,0,0,0,0.0186565,0.0284857,0.0252722,0.0145802,0,0,0.0275835,0,0.0255399,0.0304267,0.0414723,0.0297834,0.0131387,0.00675753,0.0218763,0.0255615,0.00771437,0.00630063,0.00549574,0.0113066,0.0155148,0.0154713,0.0191096,0.0254129,0.0226371,0.0373676,0.00749285,0.0385298,0.00886315,0.0160557,0.0148573,0,0,0.0464225,0,0.0374546,0.0299725,0.0361641,0.00955468,0.0163354,0.0171843,0.0213407,0.028151,0.0100841,0.0129039,0.00738548,0.0113387,0.0136383,0.03327,0.0112022,0.0121019,0.00802269,0.0244733,0.00548493,0.0180859,0.011578,0.0133033,0,0,0
167,0.0151534,0,0,0,0,0.0163062,0,0,0,0,0,0,0.0187526,0.0284977,0.0253134,0.0145403,0,0,0.0272154,0,0.0255477,0.0302096,0.0414352,0.0297466,0.0131588,0.00666655,0.0218487,0.0258086,0.00765432,0.00630601,0.00544955,0.011258,0.0154936,0.0154445,0.0191998,0.0255014,0.0223908,0.0373552,0.0074592,0.0385568,0.00885884,0.0161775,0.0148239,0,0,0.0466923,0,0.0375004,0.0301048,0.036138,0.00956874,0.0163025,0.0172093,0.0213506,0.0281167,0.0100758,0.0130534,0.0074073,0.0113512,0.0136611,0.0332781,0.0111851,0.0120699,0.00793315,0.0247552,0.00554681,0.018047,0.0114745,0.0132845,0,0,0
168,0.0152865,0,0,0,0,0.0163358,0,0,0,0,0,0,0.0189735,0.0285041,0.0253692,0.0145599,0,0,0.0270731,0,0.0255169,0.0300599,0.0414277,0.0296667,0.0131364,0.00655566,0.0218017,0.0260764,0.00761959,0.00600829,0.00541152,0.0112222,0.0154032,0.0154461,0.0192602,0.0255641,0.0221682,0.0373124,0.00742131,0.0385756,0.00886324,0.0160779,0.0147671,0,0,0.0469566,0,0.037559,0.0302334,0.0360974,0.00948433,0.0162845,0.017324,0.0213347,0.0280333,0.0101186,0.0131653,0.00743316,0.0114236,0.0136626,0.0333831,0.0112297,0.0120325,0.0079576,0.0249521,0.00520332,0.0180713,0.0113734,0.0132132,0,0,0
169,0.0154464,0,0,0,0,0.0163878,0,0,0,0,0,0,0.0190858,0.028517,0.0254536,0.0146039,0,0,0.0269431,0,0.0254768,0.0299488,0.0414455,0.029661,0.0131215,0.00645772,0.021752,0.02639,0.00764889,0.00577477,0.00536324,0.0111697,0.0152747,0.0154818,0.019275,0.0256425,0.0219866,0.0372606,0.00744037,0.0385842,0.0088649,0.016064,0.0146875,0,0,0.0472486,0,0.0375984,0.030394,0.0360675,0.00935248,0.0162823,0.0174321,0.0212929,0.0279795,0.01015,0.013149,0.00744657,0.0114383,0.0135944,0.0333908,0.0112814,0.0119867,0.0080618,0.0250409,0.00467061,0.0181793,0.011306,0.0131489,0,0,0
170,0.0155753,0,0,0,0,0.0164639,0,0,0,0,0,0,0.0192524,0.0285481,0.0254795,0.0146572,0,0,0.0267856,0,0.0254457,0.0298796,0.0414833,0.0296685,0.013111,0.00640515,0.021731,0.0266912,0.00770298,0.00567348,0.00531353,0.0111771,0.0151682,0.0154936,0.0192713,0.0256678,0.0219851,0.037258,0.00750861,0.0385974,0.00883643,0.016096,0.0145763,0,0,0.0475477,0,0.0376508,0.0305953,0.03606,0.00927179,0.0163339,0.0174069,0.0212502,0.027903,0.0101398,0.013079,0.00741473,0.0113628,0.0135047,0.0333704,0.0112738,0.0119133,0.0081354,0.0250924,0.00466398,0.0183265,0.01124,0.0130874,0,0,0
171,0.0157274,0,0,0,0,0.0165342,0,0,0,0,0,0,0.019269,0.0285881,0.0255064,0.014701,0,0,0.0265526,0,0.0254262,0.0298607,0.041513,0.0296888,0.0131017,0.00639241,0.0217184,0.0270499,0.00776286,0.00560362,0.00525386,0.0111982,0.0151334,0.0154931,0.0192711,0.025695,0.0219996,0.0373603,0.00760242,0.0385824,0.0088061,0.0161207,0.0144672,0,0,0.0477742,0,0.0376771,0.0307643,0.0360924,0.00922322,0.0164578,0.0172729,0.0212211,0.0278564,0.0100592,0.0130037,0.00724413,0.011225,0.01339,0.0333921,0.0112134,0.0118091,0.00819869,0.0252308,0.00515346,0.0184688,0.0111753,0.0130231,0,0,0
172,0.0159563,0,0,0,0,0.0166179,0,0,0,0,0,0,0.0192048,0.0286464,0.0255953,0.0147098,0,0,0.0262559,0,0.0254335,0.0298205,0.0415362,0.0297983,0.0130593,0.00635306,0.0216742,0.0274958,0.00777653,0.00547463,0.00520431,0.0111942,0.0152313,0.0155131,0.0192637,0.0257099,0.0220116,0.0375053,0.00761952,0.0385773,0.00872519,0.0161513,0.014392,0,0,0.0480409,0,0.0376885,0.0309366,0.0361604,0.00915536,0.0165636,0.0171588,0.0211534,0.0279189,0.0099872,0.0129727,0.00692834,0.0111261,0.0132784,0.033424,0.0110743,0.011702,0.00822286,0.0255085,0.00519613,0.0186406,0.0111354,0.0129811,0,0,0
173,0.0162409,0,0,0,0,0.0166637,0,0,0,0,0,0,0.0190637,0.0286549,0.0257196,0.0146863,0,0,0.0260556,0,0.0253941,0.029838,0.0415735,0.0299465,0.0130935,0.00629367,0.0216139,0.0278478,0.00772624,0.00544619,0.0051237,0.0111732,0.0152923,0.0155504,0.0192966,0.025791,0.0221465,0.0376712,0.00772536,0.0386256,0.00876207,0.0160194,0.0143673,0,0,0.0482883,0,0.0377509,0.0310924,0.0361747,0.00917101,0.0166087,0.0171104,0.0210884,0.0280473,0.00992292,0.0129784,0.00678687,0.0110624,0.013272,0.033258,0.011003,0.011668,0.00835432,0.0258719,0.00473084,0.0187822,0.0110891,0.0129868,0,0,0
174,0.0165188,0,0,0,0,0.0166781,0,0,0,0,0,0,0.0191578,0.0287081,0.0258817,0.0146783,0,0,0.0259722,0,0.0254111,0.029969,0.0416308,0.0300498,0.0130951,0.00623946,0.0215366,0.0280661,0.00761112,0.00550924,0.00504528,0.0111203,0.0152725,0.0155834,0.0193784,0.0259097,0.0222954,0.0378755,0.00774507,0.0386562,0.00880509,0.0160045,0.0143733,0,0,0.0483994,0,0.037798,0.0312146,0.0361719,0.00925567,0.0165052,0.0170334,0.0210099,0.028169,0.00982402,0.0129749,0.00671192,0.0109661,0.0132165,0.0329792,0.0109752,0.0116142,0.00832741,0.0260624,0.0043627,0.0187786,0.0110298,0.0130183,0,0,0
175,0.0167839,0,0,0,0,0.0166594,0,0,0,0,0,0,0.0195104,0.0287379,0.0260222,0.0146937,0,0,0.0260307,0,0.0254199,0.0302019,0.0416569,0.030137,0.0130493,0.00621467,0.021458,0.0282208,0.00750516,0.00531965,0.00501382,0.0110682,0.0152443,0.0155912,0.0194502,0.0260033,0.022471,0.0381422,0.00777944,0.0386472,0.00888762,0.0160818,0.0144086,0,0,0.0483634,0,0.0378018,0.0312209,0.0361756,0.00920115,0.0163275,0.0170075,0.020929,0.0282837,0.00979081,0.0130319,0.00673007,0.0109679,0.0131058,0.0327675,0.0110375,0.0115561,0.00836512,0.0261206,0.00441801,0.0187081,0.0109601,0.0130452,0,0,0
176,0.0170839,0,0,0,0,0.0166241,0,0,0,0,0,0,0.0197683,0.0287611,0.0261212,0.0146939,0,0,0.0262115,0,0.0254378,0.0304855,0.0416629,0.0301675,0.0130043,0.00620369,0.0213844,0.0283379,0.00744227,0.00531365,0.00498011,0.0110578,0.0152578,0.0155811,0.0195041,0.0260927,0.0227353,0.038455,0.0078002,0.0386455,0.00893059,0.0161381,0.0144972,0,0,0.0482034,0,0.037819,0.031138,0.0361875,0.00913248,0.0162878,0.0169756,0.0207799,0.0283998,0.00977579,0.0130491,0.00670749,0.0109734,0.0130401,0.0326548,0.0110503,0.0115184,0.00842748,0.0261021,0.00478907,0.0186631,0.0108904,0.013079,0,0,0
177,0.0174528,0,0,0,0,0.0166028,0,0,0,0,0,0,0.0198727,0.0287874,0.0261649,0.0146876,0,0,0.026512,0,0.0254755,0.0307767,0.041665,0.0301293,0.0129653,0.00618246,0.0213135,0.0284052,0.00742459,0.00553362,0.00494052,0.011121,0.015288,0.0155597,0.0195324,0.0261585,0.0231866,0.0386649,0.00784977,0.0386428,0.00892808,0.0160074,0.0146639,0,0,0.0478947,0,0.0378311,0.0309904,0.0361874,0.00908888,0.0163656,0.0169522,0.0205397,0.0284911,0.00975478,0.0130332,0.00670014,0.0109524,0.0130425,0.0326317,0.0110405,0.0114827,0.00850804,0.0259911,0.00484608,0.0185877,0.0108272,0.0132166,0,0,0
178,0.0178504,0,0,0,0,0.0166307,0,0,0,0,0,0,0.0198345,0.0288032,0.0262015,0.0146783,0,0,0.0268506,0,0.0255241,0.0309969,0.0416631,0.0300515,0.0129731,0.0061523,0.021242,0.028393,0.00743468,0.00559136,0.00493192,0.011162,0.015296,0.0155225,0.019572,0.0262283,0.0237674,0.0387221,0.00782727,0.0386355,0.00893858,0.0160237,0.0148862,0,0,0.0474249,0,0.0378143,0.0307242,0.0361713,0.00903729,0.0163673,0.0170068,0.0204334,0.028537,0.0097387,0.0130654,0.00686216,0.0109687,0.0130448,0.0326915,0.0109922,0.0114145,0.00855961,0.0257283,0.00512006,0.0184227,0.010833,0.0134635,0,0,0
179,0.0182486,0,0,0,0,0.0167451,0,0,0,0,0,0,0.0197356,0.0287888,0.026242,0.0146559,0,0,0.0271225,0,0.0255591,0.0311158,0.0416296,0.0299653,0.0129736,0.00598639,0.0212021,0.028406,0.0074628,0.00552841,0.00495939,0.0111715,0.0153005,0.0154742,0.0196222,0.0263004,0.0243297,0.0387025,0.00771417,0.0386432,0.00897103,0.0161425,0.0151403,0,0,0.0468797,0,0.0377993,0.0304082,0.0361458,0.00900432,0.0163002,0.0171262,0.020325,0.0285002,0.00980524,0.0131572,0.00720577,0.0110556,0.0130514,0.0328484,0.0109629,0.0113746,0.00852251,0.0253631,0.00515191,0.0181801,0.0109559,0.0137406,0,0,0
180,0.0186263,0,0,0,0,0.0169206,0,0,0,0,0,0,0.0199434,0.028722,0.0262853,0.0146005,0,0,0.0273167,0,0.0255452,0.0311493,0.0416077,0.0298065,0.0130023,0.00557219,0.0211192,0.0285781,0.00749579,0.00536663,0.00499363,0.0111807,0.0152706,0.0154735,0.0196903,0.0264679,0.0247708,0.0386138,0.0075515,0.0386602,0.0089575,0.0162617,0.0153964,0,0,0.046374,0,0.037803,0.0301518,0.0360871,0.00905762,0.0162725,0.0171697,0.0202965,0.0284,0.00984604,0.0131801,0.0073154,0.0110493,0.0130727,0.0328082,0.0109408,0.0113571,0.00832828,0.0250597,0.00494223,0.0178963,0.0111568,0.0140813,0,0,0
181,0.0190187,0,0,0,0,0.0170753,0,0,0,0,0,0,0.0204224,0.0286907,0.0263356,0.0145286,0,0,0.0275655,0,0.0255615,0.0311056,0.0415966,0.0295768,0.0130833,0.00540904,0.0210362,0.0287267,0.00748769,0.00515675,0.0049899,0.0111279,0.0151982,0.015459,0.0197882,0.0266468,0.0249858,0.0384731,0.00732419,0.0387112,0.00891758,0.0163228,0.015741,0,0,0.0459079,0,0.0378342,0.0299146,0.0359825,0.00911904,0.016231,0.0171249,0.0202195,0.0283261,0.00977189,0.0131254,0.00724847,0.0109393,0.0131007,0.0325715,0.0109519,0.0113452,0.00806912,0.0247494,0.00505704,0.0176282,0.0114239,0.0144977,0,0,0
182,0.0194102,0,0,0,0,0.0171875,0,0,0,0,0,0,0.0207355,0.0286806,0.0263735,0.0144675,0,0,0.0278021,0,0.0256128,0.0310828,0.0415913,0.0293168,0.0130831,0.00539592,0.0209567,0.0286932,0.00742071,0.0050721,0.00499605,0.0110773,0.015099,0.0154189,0.0198595,0.0268176,0.0250262,0.0384278,0.00712011,0.0387854,0.00891585,0.0163451,0.0161833,0,0,0.045447,0,0.0378656,0.0296568,0.0358828,0.00916551,0.016173,0.017113,0.0200592,0.0283582,0.00971508,0.0130924,0.00725006,0.0108871,0.0131292,0.0324359,0.0109762,0.0113503,0.00785177,0.0243562,0.00545076,0.0174048,0.0117586,0.0149311,0,0,0
183,0.0197997,0,0,0,0,0.0172491,0,0,0,0,0,0,0.020923,0.0287127,0.0263749,0.0144168,0,0,0.0280427,0,0.0257193,0.0311518,0.0416131,0.029068,0.0130422,0.00539603,0.02089,0.0284694,0.00739313,0.00477489,0.00503486,0.0110363,0.0149857,0.0153468,0.0198896,0.0269372,0.0250751,0.0384918,0.00688292,0.0389093,0.00889706,0.0163332,0.0166922,0,0,0.045013,0,0.0379193,0.0293882,0.0357773,0.00919808,0.0160648,0.0171176,0.0199833,0.0284716,0.00973761,0.0130919,0.00728781,0.0108886,0.0131283,0.0323992,0.0109923,0.0113246,0.00764721,0.0239866,0.00604247,0.0172263,0.0120925,0.015404,0,0,0
184,0.0202191,0,0,0,0,0.0172889,0,0,0,0,0,0,0.0213936,0.0287587,0.0263959,0.0143123,0,0,0.0282706,0,0.0258449,0.0312288,0.0416506,0.028821,0.0131086,0.00531204,0.0208661,0.0282601,0.00740942,0.00450091,0.00508309,0.0110203,0.0149001,0.0153011,0.0199456,0.0271403,0.0251978,0.0385597,0.00669371,0.039046,0.00893951,0.0163498,0.0172665,0,0,0.0445949,0,0.0379615,0.0290998,0.0356496,0.00924421,0.0159955,0.017095,0.0199284,0.0285898,0.00975924,0.0131292,0.00717883,0.0109381,0.0131322,0.0324026,0.0109693,0.0113334,0.00752569,0.0236875,0.00673641,0.0171206,0.0123454,0.0159584,0,0,0
185,0.0205905,0,0,0,0,0.0172818,0,0,0,0,0,0,0.0218073,0.0287471,0.0264558,0.0142164,0,0,0.0283712,0,0.0259151,0.0313543,0.0417027,0.0285823,0.0130993,0.00527557,0.0208645,0.0281268,0.00746114,0.00445787,0.00516106,0.011067,0.0148987,0.0153282,0.0199991,0.0274556,0.0253429,0.0385828,0.00653497,0.0391521,0.00900305,0.0163704,0.0178257,0,0,0.0441928,0,0.0379653,0.0288414,0.035601,0.0093327,0.0159414,0.0170461,0.0198262,0.0286551,0.00978871,0.0131906,0.0069708,0.0109916,0.0131189,0.0323902,0.0109356,0.0113628,0.00743716,0.0232954,0.00711226,0.0170204,0.0124865,0.0164989,0,0,0
186,0.0209562,0,0,0,0,0.0172462,0,0,0,0,0,0,0.0220253,0.0287077,0.026462,0.0141067,0,0,0.0284663,0,0.0259441,0.0314933,0.041735,0.0283814,0.0130573,0.00530031,0.020867,0.0279788,0.00753374,0.00451382,0.00522007,0.0111081,0.0149136,0.015346,0.0200267,0.0276672,0.0254692,0.0385963,0.00642741,0.03926,0.00907316,0.0163792,0.0183745,0,0,0.0438418,0,0.0379887,0.0286852,0.035649,0.00945446,0.0158729,0.0169993,0.0197396,0.0287033,0.0097774,0.0132703,0.00702658,0.011029,0.0130754,0.0323589,0.0109124,0.0113856,0.00739843,0.0229454,0.00713336,0.0170111,0.0125513,0.0170595,0,0,0
187,0.0212753,0,0,0,0,0.0172578,0,0,0,0,0,0,0.0222366,0.0286455,0.0264778,0.0139878,0,0,0.0285541,0,0.0259533,0.0315363,0.0417496,0.0281585,0.0130804,0.0053758,0.0208393,0.0278188,0.00760045,0.00447554,0.0052637,0.0111372,0.0148895,0.0153636,0.020054,0.0278086,0.0255802,0.0384331,0.00634781,0.0393747,0.00915123,0.0163666,0.0188373,0,0,0.043622,0,0.0380553,0.0286716,0.0356195,0.00960686,0.0158391,0.0169426,0.0196625,0.0286602,0.00972468,0.0132971,0.00728619,0.0110365,0.013047,0.0323628,0.0109069,0.011396,0.00740895,0.0225659,0.00708107,0.0170761,0.0125266,0.0175405,0,0,0
188,0.0215856,0,0,0,0,0.0172771,0,0,0,0,0,0,0.0225828,0.0286171,0.0264833,0.0138362,0,0,0.0285491,0,0.0259868,0.0314467,0.0417906,0.0279047,0.0131171,0.00542119,0.0208213,0.0278001,0.00765887,0.00441112,0.00532804,0.0111377,0.0148647,0.0153444,0.0200544,0.0279687,0.0256241,0.0381919,0.00625434,0.039488,0.00923616,0.0163308,0.0192172,0,0,0.0435486,0,0.0381456,0.0287324,0.0354804,0.00985451,0.0159024,0.0168676,0.0195941,0.0285279,0.00969244,0.0132646,0.00734119,0.0110068,0.0130733,0.032401,0.0109181,0.0114227,0.0073617,0.0223146,0.00732825,0.0171446,0.0124546,0.0179427,0,0,0
189,0.0218916,0,0,0,0,0.017296,0,0,0,0,0,0,0.02293,0.0286251,0.0264726,0.0136644,0,0,0.0284782,0,0.0260432,0.0312944,0.0418293,0.0276531,0.0131302,0.00539121,0.0207949,0.0280905,0.00771508,0.004373,0.00540601,0.011146,0.0148406,0.015296,0.0200448,0.0282498,0.0256025,0.0379408,0.00606623,0.0395785,0.00931806,0.0163078,0.0195542,0,0,0.0435753,0,0.0382483,0.0288236,0.0353379,0.0101325,0.0159337,0.0167889,0.0195199,0.0284389,0.00971591,0.0132017,0.00725994,0.0109577,0.0131054,0.0323686,0.0109408,0.0114596,0.00725765,0.0222934,0.00756159,0.0171493,0.0124174,0.0182908,0,0,0
190,0.0221541,0,0,0,0,0.0173053,0,0,0,0,0,0,0.0231846,0.0286333,0.0264933,0.013491,0,0,0.0283101,0,0.0260974,0.0310832,0.0418543,0.0274167,0.0131299,0.00539737,0.0207579,0.0282551,0.0077458,0.0043496,0.00549722,0.0111142,0.0148538,0.0152247,0.0200434,0.0285477,0.0254925,0.0376615,0.00594596,0.0396767,0.00941899,0.0163271,0.0198273,0,0,0.0437101,0,0.0383549,0.0289513,0.0352672,0.0103931,0.0159558,0.0166959,0.0194703,0.0284642,0.00967206,0.013173,0.00716996,0.0108349,0.0131204,0.0323865,0.0109679,0.011496,0.00727164,0.022333,0.00771289,0.0171436,0.0123856,0.018563,0,0,0
191,0.0223871,0,0,0,0,0.0173076,0,0,0,0,0,0,0.0234499,0.0286359,0.0265888,0.0133476,0,0,0.0280395,0,0.0261313,0.0308118,0.041889,0.027071,0.0131115,0.00543897,0.0207172,0.0285008,0.00773672,0.00435273,0.00556625,0.0110669,0.0149059,0.0151827,0.0200428,0.0288962,0.025252,0.0373704,0.00598473,0.0397654,0.00954041,0.0163737,0.0200152,0,0,0.0439484,0,0.0384635,0.0291698,0.0352372,0.0106164,0.0159933,0.0165668,0.0194639,0.0285552,0.00953588,0.0131491,0.00708745,0.0106629,0.0131337,0.0324138,0.011023,0.0115343,0.00742323,0.0225492,0.00777272,0.017147,0.0123495,0.0187755,0,0,0
192,0.0225944,0,0,0,0,0.0173293,0,0,0,0,0,0,0.0240573,0.028634,0.0267655,0.0132195,0,0,0.0277291,0,0.0261404,0.0305443,0.0419567,0.0265722,0.0131228,0.00547652,0.0206741,0.028773,0.00779936,0.00438926,0.00563386,0.011078,0.0149808,0.0152018,0.0200352,0.0293339,0.0249467,0.0370429,0.00609469,0.0398464,0.00967738,0.0164285,0.0201182,0,0,0.0442645,0,0.0385473,0.0294492,0.0351604,0.0108503,0.0160011,0.0164489,0.0194414,0.0286464,0.00943985,0.0130853,0.00700112,0.0104872,0.0131153,0.0324411,0.0110645,0.0115887,0.00767582,0.0227448,0.00778465,0.0171728,0.0122744,0.0189049,0,0,0
193,0.0227711,0,0,0,0,0.017332,0,0,0,0,0,0,0.0245853,0.028635,0.0269362,0.0130374,0,0,0.0273935,0,0.0261261,0.0303094,0.0420549,0.0264673,0.0131099,0.00550788,0.0206169,0.0291522,0.00779284,0.00447793,0.00572769,0.0111344,0.015079,0.0152624,0.0200371,0.0296998,0.024613,0.0367049,0.00619532,0.0398866,0.00987238,0.0164167,0.0201831,0,0,0.044605,0,0.0385934,0.0297451,0.0350907,0.0111349,0.0160231,0.0163762,0.0193778,0.0287108,0.00940588,0.0130264,0.00691826,0.0103988,0.0131181,0.0325282,0.0110659,0.0116554,0.00795522,0.022996,0.00783037,0.0172469,0.0121529,0.0189668,0,0,0
194,0.0229303,0,0,0,0,0.0172854,0,0,0,0,0,0,0.0250036,0.0286607,0.027028,0.0128422,0,0,0.0270763,0,0.0261226,0.0300711,0.042193,0.0267346,0.0131383,0.00556145,0.020543,0.02968,0.00785697,0.00462043,0.00583599,0.01117,0.015212,0.0152966,0.0200525,0.0300037,0.0243243,0.0363565,0.00638639,0.0399199,0.0101037,0.0164272,0.0202426,0,0,0.0449151,0,0.0386251,0.0299943,0.0350626,0.0114286,0.0160761,0.0163043,0.0192898,0.0287917,0.00934985,0.012987,0.00691957,0.0102816,0.0131524,0.0326583,0.0111197,0.0117145,0.00832086,0.0234015,0.00799501,0.0173651,0.0119911,0.0190291,0,0,0
195,0.0230593,0,0,0,0,0.017234,0,0,0,0,0,0,0.0253433,0.0287062,0.0271174,0.0126714,0,0,0.0267613,0,0.0261382,0.0298042,0.0423322,0.0268638,0.0131645,0.00563971,0.0204558,0.0300794,0.00798265,0.00478566,0.00596635,0.0112568,0.0153479,0.0153354,0.020048,0.0303212,0.0240763,0.036008,0.00660693,0.039939,0.0103704,0.0164423,0.0202578,0,0,0.045151,0,0.0386424,0.0301727,0.0351276,0.0116978,0.0161006,0.016215,0.0191989,0.0288821,0.00928951,0.01302,0.00697001,0.0101416,0.0131859,0.0327738,0.0112349,0.0117997,0.00872248,0.0238367,0.00821524,0.0174935,0.0118186,0.0190796,0,0,0
196,0.0231648,0,0,0,0,0.0172024,0,0,0,0,0,0,0.0255547,0.0287743,0.0272043,0.012531,0,0,0.0264286,0,0.0261707,0.029496,0.0423951,0.0269094,0.0131632,0.00565952,0.0203282,0.0305582,0.00808756,0.00494132,0.00610855,0.0113714,0.0154473,0.0153941,0.0200357,0.0305725,0.0237717,0.0356776,0.00651818,0.0399327,0.0105721,0.0164146,0.020231,0,0,0.0453716,0,0.0386596,0.0303064,0.0351851,0.0120106,0.0161367,0.0161334,0.019122,0.0289438,0.00933814,0.0130376,0.00690383,0.0101201,0.0131467,0.0328574,0.01126,0.0118589,0.00881328,0.0241095,0.00808437,0.0176512,0.0116483,0.0191104,0,0,0
197,0.0232305,0,0,0,0,0.0171572,0,0,0,0,0,0,0.0257403,0.0288113,0.0272966,0.0124106,0,0,0.0261342,0,0.0261676,0.0292244,0.0424205,0.0269578,0.0131599,0.00565549,0.020166,0.0312381,0.00823255,0.00508905,0.00619791,0.0114622,0.0155297,0.0154675,0.0200405,0.0307794,0.0234659,0.0354037,0.00639159,0.0398971,0.0107202,0.0163408,0.0201353,0,0,0.0456358,0,0.0386987,0.0304684,0.0351747,0.0123237,0.016192,0.0160514,0.0190151,0.0289587,0.0093461,0.013021,0.00683271,0.0101402,0.0131172,0.0329444,0.0112825,0.0119137,0.00885432,0.0242458,0.00799293,0.0178636,0.0114835,0.0190781,0,0,0
198,0.023313,0,0,0,0,0.0171295,0,0,0,0,0,0,0.0259109,0.0288559,0.0273966,0.0122796,0,0,0.0258819,0,0.0261585,0.0290504,0.0424175,0.026966,0.0131769,0.00561598,0.0200116,0.032083,0.0083741,0.00519326,0.00626425,0.0114883,0.01562,0.0154992,0.0200867,0.0309338,0.0232643,0.0351863,0.00632919,0.0398333,0.0108592,0.0162648,0.0200183,0,0,0.0458485,0,0.0387136,0.0306806,0.0350926,0.0126256,0.0163091,0.0160384,0.0189718,0.028978,0.00923679,0.0129773,0.00698597,0.0100963,0.013142,0.0330557,0.0113338,0.011987,0.0089028,0.0244968,0.00759521,0.0180583,0.0113254,0.0190301,0,0,0
199,0.0233806,0,0,0,0,0.017186,0,0,0,0,0,0,0.0260462,0.0288755,0.0275286,0.0121659,0,0,0.0256133,0,0.0261167,0.0289247,0.0423767,0.0269072,0.0131893,0.00556034,0.0198494,0.0326753,0.0083809,0.00529591,0.00632779,0.0114808,0.0156711,0.0154706,0.0201377,0.0310498,0.023149,0.0350188,0.00631429,0.039742,0.0110293,0.0161437,0.0198799,0,0,0.0460024,0,0.0387093,0.0308699,0.0350048,0.0129225,0.0164899,0.0159947,0.018907,0.0289791,0.00919205,0.0129878,0.00730569,0.0100507,0.0132253,0.0332323,0.0114029,0.0120725,0.00891812,0.0247691,0.00727599,0.0182496,0.0111896,0.0189731,0,0,0
200,0.0233823,0,0,0,0,0.0172178,0,0,0,0,0,0,0.0261807,0.0288892,0.0276709,0.012024,0,0,0.0253093,0,0.0260797,0.0288156,0.0423523,0.0268187,0.0131952,0.00551291,0.0197335,0.033196,0.00841241,0.00540162,0.00637253,0.0114708,0.0157268,0.0154338,0.0201923,0.0311699,0.0231064,0.0349336,0.00642372,0.039606,0.0112234,0.0159335,0.0196513,0,0,0.046031,0,0.0386534,0.030914,0.0349774,0.0131731,0.0167172,0.015912,0.0188303,0.0290018,0.00920553,0.0130075,0.0070958,0.00998992,0.013361,0.0333871,0.0115003,0.012192,0.009008,0.0249462,0.00720331,0.0184351,0.0110969,0.0188508,0,0,0
