Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,LWRA
87,0.00892125,0,0,0,0,0.0137295,0,0,0,0,0,0,0.0237973,0.0301805,0.020994,0.0125857,0,0,0.0304135,0,0.032995,0.0229452,0.0432692,0.0208348,0.0136647,0.0125687,0.0244286,0.0200312,0.0108598,0.0142984,0.0106261,0.013727,0.015908,0.0145661,0.0169997,0.0265115,0.0205415,0.0238986,0.00447614,0.0350753,0.0128609,0.0176873,0.0119235,0,0,0.0356414,0,0.0356346,0.0201106,0.0347836,0.0180882,0.0144804,0.0158332,0.0231321,0.0252009,0,0.0143376,0.00714558,0.00880178,0.0108057,0.0311115,0.010238,0.0104072,0.011945,0.0211774,0.0174555,0.00972238,0.00889108,0.00931013,0,0,0.0312667
88,0.00932025,0,0,0,0,0.0138584,0,0,0,0,0,0,0.0239956,0.0303404,0.0215003,0.0125876,0,0,0.0310446,0,0.0330349,0.0232701,0.0432495,0.020593,0.0137479,0.012339,0.0244144,0.020095,0.0110844,0.0143633,0.0105946,0.0135499,0.0157048,0.0145064,0.0172213,0.0268458,0.0209298,0.0242134,0.00458682,0.0355506,0.0127786,0.0175699,0.0121967,0,0,0.036009,0,0.03604,0.0203665,0.0347561,0.0178781,0.0143553,0.0156749,0.023122,0.0253662,0.00610159,0.014312,0.00716734,0.00872406,0.0107499,0.031138,0.010255,0.0103413,0.0121157,0.0216224,0.0166821,0.00888654,0.00898302,0.00947726,0,0,0.0314913
89,0.00979354,0,0,0,0,0.0139839,0,0,0,0,0,0,0.0241378,0.0305009,0.021686,0.0126093,0,0,0.0317475,0,0.0331095,0.023628,0.0432219,0.0203574,0.0138031,0.0120789,0.0243457,0.0200814,0.0113175,0.0141916,0.0105696,0.0133009,0.0155973,0.0145328,0.0173665,0.0271609,0.0213089,0.0244517,0.00472005,0.036086,0.0127573,0.0174167,0.0125787,0,0,0.0368728,0,0.0365074,0.0208415,0.0347015,0.0177522,0.0142218,0.0155421,0.0231391,0.0258013,0.00640935,0.0142863,0.00716677,0.00888526,0.0107235,0.0311779,0.0104204,0.0103873,0.0123784,0.0222601,0.0161584,0.00789205,0.00906673,0.00974907,0,0,0.0317903
90,0.0105407,0,0,0,0,0.014335,0,0,0,0,0,0,0.0241996,0.0307437,0.0217051,0.0127005,0,0,0.0325648,0,0.0331786,0.0240238,0.0432261,0.0201456,0.0138378,0.0117757,0.0240374,0.019833,0.0115331,0.0137748,0.0104817,0.0131321,0.0155241,0.0145079,0.0174749,0.0273627,0.0216309,0.0246302,0.00486329,0.0365961,0.012738,0.0172013,0.0131341,0,0,0.0382205,0,0.0369734,0.0214359,0.0346661,0.0176529,0.0140375,0.015469,0.0230137,0.0265828,0.00605395,0.0143461,0.00727437,0.0089926,0.0107321,0.0312193,0.0105251,0.0105097,0.0126642,0.0232702,0.0159105,0.00690752,0.00925205,0.0101173,0,0,0.0321603
91,0.0114466,0,0,0,0,0.0147032,0,0,0,0,0,0,0.0245059,0.0309844,0.0219515,0.0128372,0,0,0.0336184,0,0.0332755,0.0245718,0.0431601,0.0201486,0.0139022,0.011447,0.0239347,0.0197771,0.0117285,0.0132635,0.0103469,0.0130278,0.0154853,0.0145332,0.0176258,0.0277884,0.022116,0.0248185,0.00498324,0.0371031,0.0126544,0.0170323,0.0138989,0,0,0.0397169,0,0.0374521,0.0220566,0.0347807,0.0174733,0.0138375,0.0155007,0.0230975,0.0276203,0.00590036,0.0144643,0.00734556,0.0089751,0.0108054,0.0312475,0.0105228,0.0105873,0.0128379,0.0242824,0.0159882,0.00605353,0.00939771,0.0106825,0,0,0.0325206
92,0.0123828,0,0,0,0,0.0151441,0,0,0,0,0,0,0.0248449,0.0311299,0.0220977,0.0130196,0,0,0.034835,0,0.0334604,0.0252422,0.0430967,0.0201715,0.0140027,0.0110999,0.0238436,0.0197065,0.0117412,0.0126829,0.0101289,0.0128681,0.0153773,0.0145903,0.0177122,0.0283245,0.0226808,0.0252763,0.00491806,0.0375548,0.0123867,0.0170802,0.014704,0,0,0.0412314,0,0.0378396,0.0226832,0.0348272,0.0170164,0.0137032,0.0156651,0.0232174,0.028649,0.00578287,0.0143974,0.00743053,0.00904275,0.0108972,0.031235,0.0104739,0.0106024,0.0127338,0.025328,0.016328,0.00531623,0.00954719,0.0112994,0,0,0.0328808
93,0.0131888,0,0,0,0,0.0155552,0,0,0,0,0,0,0.0251732,0.0312356,0.0222141,0.0131502,0,0,0.0358988,0,0.0336684,0.0258194,0.0429889,0.0201515,0.0141208,0.0108054,0.0237717,0.0195563,0.0116769,0.0122607,0.0098637,0.0127369,0.0152768,0.0146137,0.0177254,0.0289141,0.0233394,0.025886,0.0048353,0.0378684,0.0121524,0.0173794,0.0154508,0,0,0.042504,0,0.0380879,0.0231841,0.0348549,0.0166091,0.0136084,0.0158409,0.0233403,0.0294828,0.00582014,0.0143336,0.0074968,0.00916473,0.0110052,0.0312235,0.0104634,0.0106672,0.0125827,0.0261772,0.0168701,0.00468596,0.00966102,0.0118696,0,0,0.0332063
94,0.0137897,0,0,0,0,0.0158469,0,0,0,0,0,0,0.0254888,0.0312739,0.0222851,0.013194,0,0,0.0367086,0,0.033893,0.0262535,0.0429074,0.0201748,0.0142188,0.0106155,0.0237291,0.0193741,0.0115712,0.0120312,0.00962274,0.0126637,0.0152855,0.0146307,0.0176917,0.0294889,0.0240085,0.0263114,0.00495532,0.0380096,0.0120414,0.0174923,0.0160474,0,0,0.0435087,0,0.03817,0.0235517,0.0349631,0.0164064,0.013554,0.0159579,0.0233679,0.0300794,0,0.0142742,0.00752846,0.00929727,0.0111088,0.031228,0.0104783,0.0108236,0.0126928,0.0268149,0.0175644,0.00422041,0.00971066,0.0122849,0,0,0.0334688
95,0.0142526,0,0,0,0,0.0160241,0,0,0,0,0,0,0.0256722,0.0313272,0.0223372,0.0133161,0,0,0.0374641,0,0.0341741,0.0266992,0.0428559,0.0202083,0.0143396,0.0104714,0.0237721,0.0192327,0.0114796,0.0119791,0.00943244,0.0126084,0.0154055,0.0146633,0.0176623,0.0298435,0.0246643,0.0269415,0.00502747,0.0379636,0.0119173,0.0174569,0.0164946,0,0,0.0443,0,0.0380823,0.0238078,0.0350682,0.0161689,0.0134701,0.016122,0.0234423,0.030498,0,0.0143017,0.00755751,0.00940077,0.0112535,0.0312594,0.010533,0.0109816,0.0126765,0.0272564,0.0185625,0.00395024,0.00975901,0.0125787,0,0,0.033793
96,0.0145052,0,0,0,0,0.0161457,0,0,0,0,0,0,0.0257306,0.0315942,0.0223458,0.0134213,0,0,0.0381908,0,0.0343921,0.0272165,0.0428529,0.0202073,0.0144583,0.0103719,0.023855,0.0192319,0.0114573,0.0119686,0.00929089,0.0126114,0.0155344,0.014724,0.0176401,0.0299107,0.025301,0.0275838,0.0050441,0.0377953,0.0117405,0.0173916,0.0167457,0,0,0.0448443,0,0.0378658,0.0239328,0.035092,0.0158265,0.0133804,0.0163188,0.0235756,0.0307607,0.00654698,0.0143724,0.00752285,0.009486,0.0114016,0.0312942,0.0105716,0.0110732,0.0124343,0.0274575,0.019769,0.00372604,0.00985807,0.0127576,0,0,0.0343152
97,0.0144811,0,0,0,0,0.0162265,0,0,0,0,0,0,0.0255431,0.0321104,0.0223329,0.0135184,0,0,0.0389132,0,0.0344744,0.027788,0.0428307,0.0202443,0.0144549,0.0103129,0.0239401,0.0194643,0.0114835,0.0119275,0.00920521,0.0126802,0.0156243,0.0147525,0.0176368,0.0298782,0.0259611,0.028117,0.00495587,0.0374633,0.011652,0.0173286,0.0167276,0,0,0.0453183,0,0.0375096,0.0240248,0.0352115,0.0155752,0.0133492,0.0164934,0.0237049,0.0308174,0.00647347,0.0144103,0.00735744,0.00962756,0.0114609,0.0313437,0.0105506,0.0111151,0.0122169,0.0275109,0.0210387,0.00348903,0.0100318,0.0127149,0,0,0.0349749
98,0.0142185,0,0,0,0,0.0162351,0,0,0,0,0,0,0.0253157,0.0326844,0.0223956,0.0135926,0,0,0.0396269,0,0.034437,0.0284171,0.0427569,0.0203584,0.0144229,0.0102575,0.0240951,0.0198134,0.0115156,0.0119718,0.0091362,0.0127816,0.015702,0.0148221,0.017694,0.029793,0.0268016,0.0286393,0.00490387,0.0369417,0.0115365,0.0173088,0.0164947,0,0,0.0459941,0,0.037139,0.0245442,0.0353574,0.0153114,0.013287,0.01665,0.0238992,0.0307896,0.00651305,0.0145049,0.00769572,0.00967283,0.0115251,0.0314273,0.0105109,0.0111399,0.0120177,0.0273854,0.0222332,0.00351275,0.0102494,0.0125022,0,0,0.0355854
99,0.0112941,0,0,0,0,0.0127776,0,0,0,0,0,0,0.0246169,0.0279217,0.022411,0.0124487,0,0,0.0321439,0,0.0264336,0.0315994,0.0425806,0.0207279,0.0130116,0.0101259,0.0208446,0.0179054,0.0114215,0.0117862,0.0090742,0.012681,0.0155158,0.0148485,0.0178029,0.0288995,0.0248877,0.0383849,0.00519265,0.0369995,0.0117241,0.0164008,0.0149852,0,0,0.0468066,0,0.0372095,0.0255661,0.0357066,0.0155973,0.0143845,0.0166211,0.0202365,0.0289614,0.00660063,0.0147763,0.00797454,0.00990918,0.01139,0.031292,0.0104251,0.0112538,0.0125221,0.0268652,0.0213771,0.00433406,0.00746909,0.0105111,0,0,0
100,0.011184,0,0,0,0,0.0125771,0,0,0,0,0,0,0.0246846,0.0279503,0.02256,0.0125471,0,0,0.0323384,0,0.0265597,0.032072,0.0424844,0.0210016,0.0129879,0.0100437,0.0208175,0.0176667,0.011531,0.0119066,0.00905208,0.012584,0.0155318,0.0149122,0.0178844,0.0287951,0.0251573,0.0389834,0.00511294,0.0373221,0.0116231,0.0163329,0.0150991,0,0,0.0473204,0,0.0374829,0.0266721,0.0357079,0.0152525,0.0143496,0.0166779,0.0202399,0.0290494,0.00653492,0.0147114,0.00790996,0.0100512,0.0114446,0.0312834,0.0104774,0.01127,0.0123031,0.0267394,0.0190107,0.00639103,0.00752479,0.0104465,0,0,0
101,0.0114182,0,0,0,0,0.0127545,0,0,0,0,0,0,0.02489,0.0279695,0.022731,0.0127224,0,0,0.0327746,0,0.0266346,0.0326712,0.0423963,0.0213195,0.0130743,0.00991278,0.0208218,0.01774,0.0116864,0.011988,0.00907343,0.0124575,0.0155282,0.0149471,0.017904,0.0287467,0.0255357,0.0396102,0.00506799,0.0376661,0.011482,0.0163355,0.0154818,0,0,0.0471316,0,0.03758,0.0272965,0.0356954,0.0148228,0.0143295,0.01675,0.0203092,0.0293203,0.00645481,0.0146558,0.00774483,0.0101489,0.0114867,0.0312669,0.0105062,0.0113494,0.0120341,0.0267165,0.0163305,0.0083091,0.00786423,0.0106259,0,0,0
102,0.0116167,0,0,0,0,0.0128807,0,0,0,0,0,0,0.0245513,0.0280015,0.0228315,0.0128594,0,0,0.0333469,0,0.0266942,0.0331656,0.0423068,0.0215213,0.0131243,0.00973665,0.0208271,0.0176145,0.0118124,0.0120184,0.00904075,0.0123528,0.0155194,0.0149848,0.0179641,0.0284683,0.0259582,0.0400417,0.00502945,0.0379653,0.011317,0.0163203,0.0157505,0,0,0.0466249,0,0.0376234,0.0273692,0.0357266,0.0143948,0.014312,0.0168337,0.0203113,0.0294144,0.006551,0.014637,0.00794051,0.0102223,0.0115574,0.0313389,0.0105134,0.0114829,0.0116758,0.0266382,0.0139556,0.00908681,0.00815524,0.0107769,0,0,0
103,0.0117691,0,0,0,0,0.0129747,0,0,0,0,0,0,0.0242722,0.028033,0.0229425,0.0129753,0,0,0.0338913,0,0.0267416,0.0335325,0.0422005,0.0218277,0.0131422,0.00951009,0.0208594,0.0175765,0.0119193,0.0120137,0.00893692,0.0122761,0.0155103,0.0150426,0.0180454,0.0282126,0.0264226,0.040375,0.00498339,0.0382096,0.0111954,0.0163184,0.0159179,0,0,0.0461762,0,0.0377411,0.0273083,0.0357917,0.0140359,0.0143275,0.016932,0.0202803,0.0293737,0,0.0145788,0.00806318,0.0103715,0.0116302,0.0313974,0.0105194,0.0115737,0.0112973,0.0264672,0.012339,0.0090625,0.00849165,0.0108745,0,0,0
104,0.0117333,0,0,0,0,0.0129753,0,0,0,0,0,0,0.0240763,0.0281248,0.022955,0.0131423,0,0,0.0342392,0,0.0268603,0.0337516,0.0421181,0.0220685,0.013109,0.00923829,0.0209124,0.017546,0.0119536,0.0119101,0.00874319,0.0122396,0.0155068,0.0150456,0.0181741,0.0279397,0.0267419,0.0404991,0.00483567,0.038314,0.0110265,0.0163183,0.0158751,0,0,0.0458896,0,0.0378632,0.0273276,0.0358623,0.0136317,0.0143164,0.0170461,0.0202472,0.0291545,0,0.0145288,0.0081202,0.0104914,0.0117716,0.0314559,0.0105643,0.0116002,0.0107393,0.0261338,0.0118107,0.00917741,0.00875041,0.0108867,0,0,0
105,0.0117389,0,0,0,0,0.0131141,0,0,0,0,0,0,0.0237166,0.0281886,0.0230093,0.0133384,0,0,0.0345208,0,0.0269679,0.0339618,0.042067,0.0223744,0.0131244,0.00898664,0.020982,0.0176067,0.0120176,0.0118498,0.00856579,0.0122194,0.0155014,0.0150082,0.018241,0.0277416,0.0270586,0.0404178,0.00470387,0.0384477,0.0107409,0.0163493,0.0158394,0,0,0.0460539,0,0.038015,0.0275604,0.0359281,0.0131143,0.014325,0.0171257,0.0202791,0.0290701,0,0.0144934,0.0081558,0.0105805,0.0119079,0.0315633,0.0105612,0.0115448,0.0102394,0.0259247,0.0118423,0.00941558,0.00910186,0.0110721,0,0,0
106,0.0117917,0,0,0,0,0.0133541,0,0,0,0,0,0,0.0235558,0.0281783,0.0230474,0.0135412,0,0,0.0348205,0,0.0270029,0.0341454,0.0419324,0.0226144,0.0131985,0.00871681,0.0210405,0.0177272,0.0120607,0.0117535,0.00837461,0.0121421,0.0154839,0.014979,0.0182642,0.0275065,0.0273771,0.0404007,0.00447797,0.0385824,0.0105506,0.0163102,0.0158263,0,0,0.04644,0,0.0380946,0.0276804,0.0359977,0.012731,0.0143855,0.0173298,0.0203538,0.0290401,0,0.0145327,0.00827174,0.0107884,0.0120729,0.0319344,0.0106325,0.0115624,0.00965466,0.025839,0.0119276,0.00949224,0.00947895,0.0112135,0,0,0
107,0.011976,0,0,0,0,0.0136958,0,0,0,0,0,0,0.0235132,0.0281843,0.0232062,0.0136435,0,0,0.0352139,0,0.0270282,0.03431,0.0416849,0.0230511,0.0132949,0.0083982,0.0211035,0.0179512,0.0120701,0.0115991,0.00818858,0.0119947,0.015458,0.0149866,0.0182414,0.027378,0.0276904,0.0404383,0.00411961,0.0387338,0.0104184,0.016118,0.0158862,0,0,0.0468668,0,0.038098,0.0277546,0.0360372,0.0124478,0.0144093,0.0175598,0.0204108,0.0290528,0.0088285,0.0146535,0.00847882,0.0108845,0.0123088,0.0322506,0.0107647,0.0116514,0.00886335,0.0258093,0.0118091,0.00949663,0.00989751,0.0113572,0,0,0
108,0.0120989,0,0,0,0,0.0138734,0,0,0,0,0,0,0.0233188,0.0282095,0.0232885,0.0137742,0,0,0.0354396,0,0.0270678,0.0343565,0.0415096,0.0233725,0.0133516,0.00808626,0.0211741,0.018057,0.0120082,0.0112843,0.00796149,0.0118783,0.0154189,0.0149791,0.0182194,0.027244,0.0278479,0.0404187,0.0041459,0.0388679,0.0101716,0.0160742,0.0159028,0,0,0.0471455,0,0.0380976,0.0279317,0.0360886,0.0120138,0.0144328,0.0176134,0.0204603,0.0289979,0.0083032,0.0146569,0.00860434,0.0109228,0.01237,0.0323299,0.0107235,0.0116184,0.00845857,0.025665,0.0116413,0.00951307,0.0102303,0.0114812,0,0,0
109,0.0121732,0,0,0,0,0.0139223,0,0,0,0,0,0,0.0231707,0.0282323,0.0234065,0.0139092,0,0,0.0354801,0,0.0271008,0.0342966,0.0414705,0.023754,0.0133742,0.00785331,0.0212424,0.0180825,0.0119431,0.0108484,0.00774564,0.011894,0.0153681,0.0149968,0.018223,0.0271909,0.02808,0.0403151,0.00442186,0.0389732,0.00986002,0.016087,0.0159319,0,0,0.0472883,0,0.038107,0.0281008,0.0361627,0.0114773,0.0143877,0.0175137,0.0205626,0.0289642,0.0089131,0.0145791,0.0085853,0.0108372,0.0123827,0.0322194,0.0105903,0.0115081,0.00832149,0.0253696,0.0115527,0.00954575,0.0104606,0.0115853,0,0,0
110,0.012226,0,0,0,0,0.0138971,0,0,0,0,0,0,0.0230769,0.028263,0.023566,0.0140223,0,0,0.0353909,0,0.027151,0.0341589,0.0414841,0.0241514,0.0133522,0.00767525,0.0213301,0.0180154,0.0117537,0.0105536,0.00752629,0.011891,0.015326,0.0150444,0.0182471,0.0271697,0.0284812,0.0401474,0.00450407,0.0390538,0.00980235,0.0160022,0.0160454,0,0,0.0473835,0,0.0381193,0.0281734,0.0362562,0.0112472,0.0143085,0.0174597,0.0207062,0.0289478,0.00930092,0.0145395,0.00856016,0.0108303,0.0124741,0.0319525,0.0105903,0.0115161,0.00802092,0.0250763,0.0115575,0.00957489,0.010552,0.0116956,0,0,0
111,0.0122755,0,0,0,0,0.0138483,0,0,0,0,0,0,0.0229444,0.0282289,0.0236891,0.0141423,0,0,0.0353295,0,0.0271653,0.03399,0.0414834,0.0244461,0.0132917,0.00750006,0.0214392,0.0179342,0.0113991,0.0104796,0.00734146,0.0117893,0.0152614,0.0150726,0.0182617,0.0271213,0.0284254,0.0399268,0.00466763,0.0391142,0.00977557,0.0159763,0.0161974,0,0,0.0474695,0,0.0381302,0.0281847,0.036339,0.0110296,0.0142713,0.0174281,0.0208492,0.0289272,0.00933531,0.0144827,0.00852682,0.0108325,0.0125183,0.0318463,0.0106407,0.0115553,0.00780212,0.0249003,0.0115537,0.00961937,0.0105281,0.0118267,0,0,0
112,0.0123208,0,0,0,0,0.0137769,0,0,0,0,0,0,0.022822,0.0281617,0.0237806,0.0142981,0,0,0.0352758,0,0.0271564,0.0338332,0.0414776,0.0246495,0.0132548,0.00733794,0.0215204,0.0178864,0.0111443,0.0104649,0.0071817,0.011647,0.0151731,0.0150772,0.0182854,0.0270438,0.0281451,0.0397331,0.00489984,0.0391587,0.00961113,0.0160096,0.0163688,0,0,0.0474863,0,0.0381477,0.028161,0.0363976,0.0106832,0.0143045,0.0174291,0.0210074,0.0289608,0.00931265,0.0143778,0.00845901,0.0108435,0.012525,0.0318793,0.0106432,0.0115407,0.00769587,0.0248495,0.0115232,0.00967203,0.0104251,0.0119211,0,0,0
113,0.0123703,0,0,0,0,0.0136855,0,0,0,0,0,0,0.0227208,0.0281283,0.0238502,0.0144268,0,0,0.0351132,0,0.0271711,0.033687,0.041458,0.0247959,0.0132759,0.00722729,0.0215958,0.0178311,0.0109582,0.010305,0.00704599,0.0115561,0.0151349,0.0151049,0.0183084,0.0269863,0.027988,0.0396213,0.005042,0.0392131,0.00938972,0.0160676,0.0165143,0,0,0.0474928,0,0.038179,0.0281443,0.036443,0.0103206,0.0143529,0.0174425,0.0211652,0.0290554,0.00935511,0.0142639,0.00841636,0.0108712,0.0125753,0.0319667,0.0106213,0.0115238,0.00759757,0.0250172,0.0114651,0.00976372,0.0103319,0.0120009,0,0,0
114,0.0124251,0,0,0,0,0.0136147,0,0,0,0,0,0,0.0226114,0.0281143,0.0238576,0.0145259,0,0,0.0347899,0,0.0271813,0.0335516,0.0413989,0.0248742,0.0133078,0.00715676,0.0216333,0.0178001,0.0107838,0.0101561,0.00696445,0.0115536,0.0151641,0.0151366,0.0183267,0.0269415,0.0278799,0.0395845,0.00502774,0.039264,0.00939599,0.0160836,0.016616,0,0,0.0475646,0,0.0382225,0.0281606,0.036461,0.0102544,0.0143889,0.0175989,0.0212831,0.0291566,0.00952437,0.0142451,0.00846459,0.0110642,0.0128449,0.0321464,0.0106975,0.0116397,0.00738186,0.0252213,0.0114282,0.00980277,0.0102928,0.0120675,0,0,0
115,0.0124992,0,0,0,0,0.0135828,0,0,0,0,0,0,0.0225291,0.0281169,0.0238906,0.0146116,0,0,0.0343888,0,0.0271977,0.0334108,0.041353,0.0249268,0.0133307,0.00709871,0.0216539,0.0177452,0.0106938,0.0100792,0.0069772,0.0115852,0.0151956,0.0152033,0.0183523,0.0269247,0.027693,0.0396335,0.00501974,0.0393054,0.00944555,0.0160993,0.0166601,0,0,0.0477322,0,0.0382684,0.0281991,0.0364902,0.0102561,0.0144501,0.0177943,0.0213454,0.0292307,0.00972366,0.0142512,0.00858059,0.0112978,0.0130875,0.0324622,0.0107918,0.0117905,0.00721424,0.0252986,0.0114401,0.0097994,0.0102998,0.0121769,0,0,0
116,0.0126522,0,0,0,0,0.0135989,0,0,0,0,0,0,0.0225136,0.0281398,0.0239863,0.0146379,0,0,0.0339738,0,0.0272286,0.0331577,0.0413291,0.024977,0.0133843,0.00701183,0.0216588,0.0176872,0.0107146,0.0100363,0.00700502,0.0116453,0.0152356,0.0153023,0.0183929,0.0269246,0.0273354,0.039475,0.00499364,0.0393515,0.00943194,0.0161267,0.0165938,0,0,0.0479195,0,0.038317,0.028276,0.0364909,0.0102134,0.014522,0.0179334,0.0213971,0.0292806,0.00986011,0.0142111,0.00865166,0.0114351,0.0132642,0.0325945,0.0108501,0.0119373,0.00708307,0.0252026,0.011414,0.00981781,0.0102699,0.0124209,0,0,0
117,0.0128403,0,0,0,0,0.013673,0,0,0,0,0,0,0.0225001,0.0281371,0.0241026,0.0146193,0,0,0.0336048,0,0.0272241,0.0328667,0.0413311,0.0250473,0.0134113,0.0069149,0.0216847,0.0176834,0.0107766,0.00992591,0.00702215,0.0116778,0.0153458,0.0153807,0.0184289,0.0269557,0.0269032,0.0393696,0.00500964,0.0394006,0.00937484,0.0161555,0.0163708,0,0,0.0480785,0,0.0383752,0.0284339,0.036472,0.0101479,0.0145688,0.0179777,0.0214549,0.0292862,0.00992151,0.0140921,0.00865118,0.0114981,0.0133306,0.0325356,0.0108593,0.0120327,0.0070121,0.0252014,0.0112597,0.00991568,0.0102621,0.0126369,0,0,0
118,0.0130308,0,0,0,0,0.0137414,0,0,0,0,0,0,0.0225716,0.0280975,0.0242423,0.0145952,0,0,0.0333065,0,0.027171,0.0325791,0.0413238,0.0251524,0.0134285,0.00679461,0.0217051,0.0177613,0.0108019,0.00972777,0.00701629,0.0116785,0.0155452,0.0153804,0.0184774,0.0271299,0.0265643,0.0391919,0.00506969,0.039437,0.00932087,0.0161641,0.0162219,0,0,0.0482313,0,0.0384199,0.028671,0.0364277,0.0100886,0.0145852,0.017928,0.0215096,0.029242,0.00990549,0.0139486,0.00862519,0.0114877,0.013297,0.0323118,0.0108318,0.0120502,0.00702422,0.0252371,0.011058,0.0101021,0.0102872,0.0127227,0,0,0
119,0.0132068,0,0,0,0,0.01386,0,0,0,0,0,0,0.0227942,0.0280042,0.0243828,0.0145965,0,0,0.0330826,0,0.0270551,0.0323303,0.0412894,0.0253147,0.0134416,0.00669812,0.0217381,0.0179438,0.0107815,0.00951887,0.00693633,0.0116659,0.015464,0.0153834,0.0185297,0.027332,0.0263303,0.0389201,0.00513769,0.0394491,0.00931058,0.0161629,0.0161742,0,0,0.0483496,0,0.0384454,0.0288733,0.0364317,0.0100413,0.0145736,0.0178904,0.0215653,0.0291516,0.00987047,0.014008,0.00863936,0.0114006,0.013272,0.032297,0.0107977,0.0120786,0.00711611,0.0252707,0.0108608,0.0103725,0.0103396,0.0127329,0,0,0
120,0.0132779,0,0,0,0,0.0139891,0,0,0,0,0,0,0.0230856,0.027949,0.0244925,0.0146378,0,0,0.03297,0,0.0269632,0.0321637,0.0412479,0.0254042,0.01343,0.00662618,0.0217974,0.0181777,0.0106957,0.00933797,0.00683244,0.0116152,0.0153434,0.0153676,0.0185839,0.0274749,0.0262092,0.038623,0.00525503,0.0394304,0.00932056,0.0161827,0.0160696,0,0,0.0484343,0,0.0384551,0.0290708,0.0364223,0.00996987,0.0145874,0.0178629,0.021604,0.0290189,0.00986642,0.0141045,0.00865231,0.0113548,0.013213,0.0324774,0.0107541,0.0120984,0.00727441,0.0252097,0.0106848,0.0106957,0.0103914,0.0127351,0,0,0
121,0.0133239,0,0,0,0,0.0140956,0,0,0,0,0,0,0.0231647,0.0279919,0.0245602,0.0147037,0,0,0.032987,0,0.0269631,0.0320952,0.0412319,0.0253696,0.0134205,0.00658049,0.0218451,0.0182348,0.0105696,0.00921746,0.0067789,0.0115999,0.0152941,0.0153604,0.0186419,0.0275786,0.0261622,0.0383689,0.00538633,0.0394101,0.00954112,0.0161388,0.0159756,0,0,0.0484767,0,0.0384808,0.029268,0.0363456,0.0100624,0.0146308,0.0179548,0.021719,0.0289163,0.00988256,0.0142162,0.00869255,0.0114452,0.0132294,0.032735,0.0108538,0.0122452,0.00738913,0.0250625,0.0105121,0.0110471,0.0104541,0.012602,0,0,0
122,0.0134042,0,0,0,0,0.0141964,0,0,0,0,0,0,0.0229509,0.0280108,0.0245729,0.0147667,0,0,0.0331409,0,0.0269355,0.03216,0.0412576,0.0252866,0.0134475,0.0065448,0.0219291,0.0184302,0.0104474,0.00917185,0.00674313,0.0116165,0.0153103,0.0153762,0.0186911,0.0276382,0.0261859,0.0383227,0.00552386,0.0394037,0.00967324,0.016091,0.0159388,0,0,0.0484517,0,0.0385345,0.0293971,0.036186,0.0100853,0.0146686,0.0179931,0.021889,0.0288787,0.0098015,0.0142513,0.00871345,0.0114467,0.0132544,0.0328975,0.0109271,0.012332,0.0074616,0.0250367,0.0103604,0.0113682,0.0105275,0.0125062,0,0,0
123,0.0134912,0,0,0,0,0.0142971,0,0,0,0,0,0,0.0227735,0.0280447,0.0246001,0.0147928,0,0,0.0333227,0,0.0269343,0.0322636,0.0412998,0.025293,0.0134743,0.00651667,0.0220415,0.0187684,0.0103738,0.00914674,0.00676234,0.0116539,0.015536,0.0153991,0.0187083,0.0276252,0.0261701,0.0384593,0.00554212,0.0393811,0.00965017,0.0161281,0.0159281,0,0,0.0483991,0,0.0385388,0.0294086,0.0361226,0.00998629,0.0147442,0.0179619,0.0220353,0.0288678,0.00976973,0.0142552,0.00872291,0.011408,0.0132376,0.0331223,0.010902,0.0123185,0.00741465,0.0251838,0.0102625,0.0115261,0.0105852,0.0124209,0,0,0
124,0.0135591,0,0,0,0,0.0143987,0,0,0,0,0,0,0.0226287,0.0280513,0.024626,0.0148025,0,0,0.0334844,0,0.0268997,0.03241,0.0413322,0.0253509,0.0134835,0.00646387,0.0221435,0.0191741,0.0102736,0.00906561,0.00680676,0.0116776,0.0159784,0.0154295,0.018693,0.0276972,0.0262695,0.038658,0.005474,0.0393403,0.00954297,0.0162199,0.0159072,0,0,0.048318,0,0.0385258,0.0293139,0.0360874,0.00985147,0.0148264,0.0179111,0.0221319,0.028873,0.00980984,0.014278,0.00874749,0.0113712,0.0132304,0.0334178,0.0108433,0.0122728,0.00731035,0.0253794,0.0102994,0.0114784,0.0106458,0.012318,0,0,0
