Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,,x79
36,0.0254946,0,0,0,0,0.0353566,0,0,0,0,0,0.00375481,0.0317723,0.00920082,0.0291792,0,0,0.0332156,0,0.0325251,0.01375,0.0484646,0.0103951,0.0115068,0.00683571,0.0421506,0.05128,0.0104384,0.00987914,0.011604,0.0100156,0.0106177,0.00913148,0.0308829,0.00940924,0.0436397,0.0272083,0.00469817,0.0143059,0.0297141,0.0175271,0.0508852,0.0207468,0,0,0.00813861,0,0.032593,0.017906,0.052104,0.0239876,0.0370722,0.0284717,0.0426637,0.0364563,0.00624292,0.0124293,0.00991753,0.0167975,0.0207713,0.0409735,0.0106529,0.0190204,0.0255681,0.0138096,0.0281913,0.0350447,0.0339225,0.0197945,0,0,0,0,0,0,0
37,0.025475,0,0,0,0,0.0344258,0,0,0,0,0,0.00378453,0.0321113,0.00906856,0.0291007,0,0,0.0318961,0,0.0327872,0.0130189,0.0485743,0.0102513,0.0115696,0.00675801,0.0422094,0.0504482,0.0103519,0.00975029,0.0115374,0.00985338,0.0104505,0.00900573,0.0307518,0.0094936,0.0426455,0.028015,0.00462833,0.0143185,0.0296698,0.0175345,0.0509305,0.0204606,0,0,0.00808255,0,0.0326078,0.0184155,0.0520925,0.0240001,0.037071,0.0284555,0.0427074,0.0360117,0.00636994,0.0124324,0.00992608,0.0168185,0.0208117,0.0409611,0.0106655,0.0190187,0.0255276,0.0132301,0.0288842,0.0350912,0.0332277,0.0202945,0,0,0,0,0,0,0
38,0.0254438,0,0,0,0,0.0335354,0,0,0,0,0,0.00376887,0.0324242,0.00899543,0.0291265,0,0,0.0306899,0,0.0328966,0.0123509,0.0486485,0.0101487,0.0116293,0.00668763,0.0422538,0.0495229,0.0102996,0.00958565,0.0114844,0.00975095,0.0103619,0.00886918,0.0306598,0.00952544,0.0415537,0.0287051,0.00439074,0.0144473,0.0295819,0.0175216,0.0508851,0.0203306,0,0,0.00807027,0,0.0325734,0.0189013,0.0520918,0.0239865,0.0370989,0.0284967,0.0427404,0.0356024,0.00643726,0.0124244,0.00993925,0.0168219,0.020848,0.0409487,0.0106724,0.0189955,0.0255175,0.0124275,0.029451,0.0351251,0.0324928,0.0207362,0,0,0,0,0,0,0
39,0.0253675,0,0,0,0,0.0326501,0,0,0,0,0,0.00375302,0.0328274,0.00891685,0.0292426,0,0,0.0295068,0,0.0329873,0.0116871,0.0487253,0.0100563,0.0117094,0.00663056,0.0423023,0.0483877,0.0102657,0.00947945,0.0114142,0.00967913,0.0103356,0.00877495,0.0305775,0.00957148,0.0403603,0.0294464,0.00414372,0.0143351,0.0294589,0.0176023,0.0508336,0.020303,0,0,0.0080313,0,0.0325187,0.0192838,0.0520922,0.024016,0.0370869,0.0285173,0.0427411,0.0351247,0.0064478,0.0124514,0.0099272,0.0167906,0.0208728,0.040872,0.0107587,0.0190453,0.025347,0.0116438,0.0300663,0.0352019,0.031719,0.0211185,0,0,0,0,0,0,0
40,0.0252022,0,0,0,0,0.0317161,0,0,0,0,0,0.00377853,0.0333983,0.00884271,0.0292533,0,0,0.0282905,0,0.0330699,0.0109784,0.0488369,0.00999363,0.0118082,0.00656331,0.0423329,0.0470183,0.0102038,0.00942163,0.0113496,0.00960191,0.0102934,0.00870245,0.0305072,0.00964866,0.0390748,0.0302822,0.0040377,0.0141791,0.0294056,0.0176378,0.0508458,0.0202746,0,0,0.0079152,0,0.0325817,0.0195524,0.0521126,0.0239939,0.0370203,0.0285181,0.0427272,0.0345299,0.00645172,0.012483,0.0098836,0.0167422,0.0208647,0.0408109,0.0107622,0.0190832,0.0252144,0.0108734,0.0309924,0.0353019,0.0308522,0.0214211,0,0,0,0,0,0,0
41,0.0249411,0,0,0,0,0.030658,0,0,0,0,0,0.00380719,0.0339294,0.00878252,0.0291858,0,0,0.0269782,0,0.0331683,0.0101697,0.0489247,0.00993833,0.0118886,0.00650051,0.0423625,0.0455513,0.0101268,0.00938357,0.0112898,0.0095466,0.0102427,0.00864267,0.0304246,0.00969918,0.0377891,0.0311706,0.00396112,0.0142298,0.0294534,0.0176029,0.0508142,0.0202309,0,0,0.00779397,0,0.0327738,0.0198419,0.0521508,0.0239101,0.0369585,0.0285295,0.0427149,0.0338906,0.00643027,0.0124817,0.0098433,0.0166916,0.0208349,0.0408179,0.0106845,0.0190498,0.0251947,0.0101195,0.0315379,0.0353453,0.0299695,0.0215276,0,0,0,0,0,0,0
42,0.0245667,0,0,0,0,0.0294671,0,0,0,0,0,0.00380671,0.0341305,0.00875709,0.0291833,0,0,0.0256005,0,0.0333088,0.00925295,0.0489472,0.00989235,0.0119218,0.00642129,0.0424172,0.0439582,0.0100495,0.00933122,0.0112394,0.00947152,0.0101675,0.00858515,0.030366,0.00976329,0.0364579,0.0319437,0.00388503,0.0144313,0.0295144,0.0174887,0.0507315,0.0201652,0,0,0.00784329,0,0.0329595,0.0201769,0.0521833,0.0237946,0.0369387,0.0285755,0.0427584,0.0332477,0.00638771,0.0124346,0.0098255,0.0167023,0.0207833,0.0409048,0.0105673,0.0189746,0.0253353,0.00928293,0.0317189,0.0354417,0.0290351,0.0215823,0,0,0,0,0,0,0
43,0.0241236,0,0,0,0,0.0282037,0,0,0,0,0,0.00391844,0.0341662,0.00873763,0.0292143,0,0,0.024171,0,0.0334329,0.00829781,0.0490289,0.00984404,0.0119683,0.00634298,0.0425086,0.042316,0.00998725,0.00922525,0.0112167,0.00942248,0.0101354,0.00852937,0.03033,0.00992616,0.0348916,0.032586,0.00387133,0.0145103,0.0295373,0.017429,0.0505245,0.0201087,0,0,0.00795536,0,0.0330994,0.0204398,0.0522045,0.0237224,0.0369367,0.0286131,0.0428292,0.0326003,0.00634567,0.0124053,0.0098592,0.0167488,0.0207716,0.040953,0.0105214,0.0189586,0.0253684,0.00840156,0.0320057,0.0355211,0.0280328,0.021572,0,0,0,0,0,0,0
44,0.0236006,0,0,0,0,0.0269384,0,0,0,0,0,0.00406378,0.0341219,0.00874298,0.029248,0,0,0.0228562,0,0.0335106,0.00733673,0.0491082,0.00981719,0.0120584,0.0062625,0.0425964,0.0405063,0.00992743,0.00914167,0.0112035,0.00937547,0.0101246,0.00848605,0.0303071,0.0101364,0.0334874,0.0331193,0.0039569,0.0144411,0.0295052,0.017432,0.0505834,0.0200727,0,0,0.00814935,0,0.0331738,0.0205639,0.0521682,0.0236604,0.0368865,0.0285721,0.0428866,0.0319484,0.00632236,0.0124192,0.00990548,0.0168034,0.0207811,0.0409047,0.0105539,0.0189785,0.025261,0.00750378,0.0322558,0.0355086,0.026998,0.0215276,0,0,0,0,0,0,0
45,0.0229679,0,0,0,0,0.0256867,0,0,0,0,0,0.00419938,0.0340458,0.00876966,0.0293171,0,0,0.0217256,0,0.0336303,0.00642341,0.0491579,0.00979342,0.0121745,0.00619295,0.0426626,0.0386059,0.009857,0.00910036,0.0111607,0.00931324,0.0100833,0.00845753,0.0302836,0.0103312,0.0323487,0.0336394,0.00406612,0.0142696,0.0294719,0.0174755,0.0508544,0.0200165,0,0,0.00839447,0,0.0332233,0.0205649,0.0520706,0.0236306,0.0368068,0.0284952,0.0428943,0.0312319,0.0063177,0.0124604,0.00990025,0.0168359,0.0207626,0.0407932,0.0106719,0.0190096,0.025087,0.0066293,0.0324048,0.0352988,0.0260028,0.0212808,0,0,0,0,0,0,0
46,0.0223221,0,0,0,0,0.0244075,0,0,0,0,0,0.00427708,0.0341008,0.00877108,0.0294026,0,0,0.0208119,0,0.0338664,0.00562424,0.0492124,0.00978347,0.0122747,0.00612951,0.0427504,0.0365878,0.00976422,0.0090881,0.0111137,0.00925518,0.0100213,0.00841816,0.0302602,0.010465,0.0310897,0.0343445,0.00428532,0.0142748,0.0295289,0.0174838,0.0509258,0.0200355,0,0,0.00863047,0,0.0333492,0.020442,0.0519707,0.0236254,0.0368274,0.0285098,0.0429174,0.0305152,0.00632021,0.0124759,0.00988097,0.0168425,0.0207559,0.0408568,0.010722,0.0190342,0.0250274,0.00581902,0.0324708,0.0349386,0.0250052,0.0210524,0,0,0,0,0,0,0
47,0.0216852,0,0,0,0,0.0231542,0,0,0,0,0,0.0043659,0.0343076,0.00872437,0.02953,0,0,0.0200586,0,0.0341362,0.00504808,0.0492634,0.0097335,0.0123551,0.00609918,0.0428668,0.0345958,0.009673,0.00908216,0.0110905,0.00922609,0.00999343,0.00836804,0.0302101,0.0106072,0.0296447,0.0351711,0.00451829,0.0143775,0.0296572,0.0175492,0.0509144,0.0200251,0,0,0.0088023,0,0.0335367,0.020229,0.0519187,0.0237054,0.0367709,0.0285912,0.0429996,0.0298009,0.006291,0.0124919,0.0098669,0.0168555,0.0207772,0.0410855,0.0106862,0.0190632,0.0250628,0.0051469,0.0323737,0.0343672,0.0240497,0.0208061,0,0,0,0,0,0,0
48,0.0209,0,0,0,0,0.0219962,0,0,0,0,0,0.00450002,0.0346029,0.00866266,0.0296286,0,0,0.0193624,0,0.0343862,0.00460861,0.0492692,0.00966078,0.0124217,0.00609576,0.0429169,0.032638,0.00966217,0.00896715,0.0111052,0.00920408,0.0100007,0.00830518,0.0301587,0.0108084,0.0282533,0.0360832,0.00477057,0.0143639,0.0297856,0.0176069,0.0511481,0.0198136,0,0,0.00897259,0,0.0337288,0.0199939,0.0518951,0.0237384,0.036605,0.0286306,0.0430662,0.0289592,0.00624805,0.0125113,0.00983544,0.0169153,0.0208056,0.0411936,0.0106783,0.0190923,0.0250577,0.00453251,0.032108,0.0336566,0.0231559,0.0203538,0,0,0,0,0,0,0
49,0.0201756,0,0,0,0,0.0208737,0,0,0,0,0,0.00469517,0.0349449,0.00859947,0.0296978,0,0,0.0187851,0,0.0346556,0.00429703,0.0492817,0.00952452,0.0124791,0.00611427,0.0429132,0.0306645,0.0096277,0.00888862,0.0111334,0.00917582,0.0100119,0.00821509,0.0300937,0.011059,0.0270067,0.0370661,0.00497566,0.014319,0.0298,0.0175943,0.0512359,0.0196301,0,0,0.00913475,0,0.0337931,0.019823,0.0518927,0.0236595,0.0364912,0.0286448,0.0431005,0.0281721,0.00622923,0.0125344,0.00977085,0.0169602,0.0208279,0.0411557,0.0106821,0.0191064,0.0250449,0.00417738,0.0316538,0.0328991,0.0223372,0.0199664,0,0,0,0,0,0,0
50,0.0194738,0,0,0,0,0.0197703,0,0,0,0,0,0.00490609,0.0352915,0.0085684,0.0298419,0,0,0.0183502,0,0.0349663,0.00411217,0.0493233,0.0093696,0.0125268,0.00612587,0.0429321,0.0287117,0.00959389,0.00888393,0.0111817,0.00914371,0.0100084,0.00811825,0.0300123,0.0113646,0.0257902,0.0380253,0.00508276,0.0142905,0.0297882,0.0175205,0.0511933,0.0194777,0,0,0.00940129,0,0.0338538,0.0195398,0.0518792,0.0235237,0.0364263,0.0286681,0.0431163,0.0274285,0.00625123,0.0125464,0.00976941,0.0170212,0.0208541,0.0410182,0.0107264,0.0191206,0.0250589,0.00392582,0.0310951,0.0321558,0.0216189,0.0196413,0,0,0,0,0,0,0
51,0.0188355,0,0,0,0,0.0188584,0,0,0,0,0,0.00509862,0.0356506,0.00852214,0.0300173,0,0,0.0180947,0,0.0353091,0.00410764,0.0493747,0.00919915,0.0125673,0.00611335,0.0430017,0.0269759,0.00952103,0.0088864,0.0112124,0.00907052,0.0100135,0.00802542,0.0299283,0.0116071,0.0246303,0.0388727,0.00522391,0.01427,0.0297821,0.0174893,0.0511081,0.0193751,0,0,0.00983321,0,0.033941,0.0191419,0.0518506,0.0234639,0.0363833,0.0286623,0.0431473,0.0267827,0.00626922,0.0125436,0.00982199,0.017062,0.0208535,0.0409738,0.0107583,0.0191275,0.025056,0.00374614,0.030559,0.0314834,0.0210139,0.0193294,0,0,0,0,0,0,0
52,0.0182805,0,0,0,0,0.0180793,0,0,0,0,0,0.00531327,0.0358623,0.00846293,0.0301732,0,0,0.017908,0,0.0356246,0.00422149,0.0494451,0.00901066,0.0126322,0.00612765,0.0431004,0.0253378,0.0094595,0.00880913,0.0112437,0.00900198,0.0100104,0.00792688,0.0298293,0.0118631,0.0240022,0.0394893,0.00547239,0.0142222,0.0298053,0.0174355,0.051238,0.0193421,0,0,0.0103645,0,0.0340683,0.0187289,0.0518164,0.0234025,0.0363133,0.0286271,0.0432107,0.0262654,0.00625435,0.0125046,0.00985239,0.0170716,0.0208484,0.0410047,0.0107759,0.0191373,0.0250598,0.00384811,0.0300892,0.0308765,0.020434,0.0190681,0,0,0,0,0,0,0
53,0.0177366,0,0,0,0,0.0172919,0,0,0,0,0,0.00558094,0.0358533,0.00844249,0.0302809,0,0,0.0176178,0,0.0359076,0.00440041,0.0495121,0.00882242,0.0127,0.00619024,0.0431843,0.0237905,0.00938766,0.0087493,0.0113197,0.00896934,0.0100141,0.00784158,0.0297493,0.0121661,0.0232336,0.0398247,0.00578608,0.0141763,0.029867,0.017402,0.0513481,0.0192917,0,0,0.010809,0,0.034225,0.0184664,0.0517882,0.0233856,0.0362268,0.028604,0.0433011,0.0257696,0.00623383,0.0124719,0.00988227,0.0170949,0.0208481,0.0410323,0.0107916,0.0191728,0.0249914,0.00420179,0.0297084,0.0302891,0.0198884,0.0188474,0,0,0,0,0,0,0
54,0.0170166,0,0,0,0,0.0166425,0,0,0,0,0,0.00588207,0.0357921,0.00846135,0.030394,0,0,0.0172987,0,0.0360989,0.00459363,0.0495507,0.00866214,0.0127544,0.00626624,0.0432459,0.0224752,0.00932265,0.0087838,0.0114237,0.00894588,0.0100305,0.00777539,0.0296945,0.0124571,0.0223922,0.0400383,0.00611638,0.0142033,0.0299443,0.0173767,0.0513849,0.018903,0,0,0.0111591,0,0.0343757,0.0183289,0.0517571,0.0233666,0.0361862,0.0285533,0.0433547,0.0250235,0.00623753,0.0124404,0.00991242,0.017123,0.020845,0.0410255,0.0108077,0.0191322,0.0248631,0.00452636,0.029374,0.0296244,0.0194488,0.0184175,0,0,0,0,0,0,0
55,0.0164526,0,0,0,0,0.0162224,0,0,0,0,0,0.00610833,0.0362065,0.00841693,0.0303998,0,0,0.0173364,0,0.0358716,0.00472858,0.0495879,0.00851436,0.0128013,0.00631423,0.0433677,0.021378,0.00923484,0.00873308,0.0114925,0.00891183,0.0100229,0.00768525,0.0296391,0.0127115,0.021855,0.0404291,0.00649822,0.0142883,0.0300674,0.0172882,0.051395,0.0186568,0,0,0.0113485,0,0.0345473,0.0180636,0.0517135,0.0232556,0.0361709,0.0284893,0.0434079,0.0244569,0.006243,0.0124043,0.00995521,0.0171203,0.0207853,0.0410715,0.010768,0.0190697,0.0248425,0.00474317,0.0289298,0.0287974,0.0191817,0.0179939,0,0,0,0,0,0,0
56,0.0158246,0,0,0,0,0.0158237,0,0,0,0,0,0.0064576,0.03648,0.00833624,0.0302806,0,0,0.0171058,0,0.0358101,0.00471675,0.0497368,0.00830656,0.012834,0.00643015,0.0435003,0.0203541,0.00918184,0.00868012,0.0115908,0.00887201,0.0100362,0.00756374,0.0295155,0.0131069,0.0213737,0.0407261,0.00688696,0.0144387,0.0302261,0.0171149,0.0514164,0.0183509,0,0,0.011507,0,0.0347926,0.017449,0.0516825,0.0230562,0.0361758,0.0284519,0.0434711,0.0237949,0.00614821,0.0123438,0.0100072,0.0171563,0.0206797,0.0412076,0.010642,0.0189046,0.024976,0.00512739,0.0282828,0.0278898,0.0189801,0.0175804,0,0,0,0,0,0,0
57,0.0150218,0,0,0,0,0.0153341,0,0,0,0,0,0.00692032,0.0363515,0.00829011,0.0302829,0,0,0.0164426,0,0.0361261,0.00474862,0.0499399,0.00805023,0.0128401,0.00664649,0.043548,0.019311,0.00916737,0.0086936,0.0117953,0.0088581,0.0100935,0.00740962,0.0293604,0.0136277,0.0205497,0.0408682,0.00740126,0.0144098,0.0303734,0.017036,0.0514343,0.0177952,0,0,0.0116677,0,0.0350492,0.0166998,0.0516829,0.0229213,0.0361262,0.028458,0.0434947,0.0228918,0.00587838,0.0122896,0.010031,0.0172278,0.0206623,0.041273,0.0106044,0.0188228,0.0249941,0.00547876,0.0274741,0.0268913,0.0187513,0.017042,0,0,0,0,0,0,0
58,0.0144713,0,0,0,0,0.0149412,0,0,0,0,0,0.00733735,0.0363293,0.00825686,0.030347,0,0,0.0158975,0,0.0362728,0.00477657,0.0500981,0.0077887,0.0128352,0.00691079,0.0435679,0.0185914,0.00916706,0.00873318,0.0120662,0.00886255,0.010185,0.00723103,0.0292275,0.0141376,0.0199786,0.0410466,0.00795711,0.0142905,0.0306025,0.0170696,0.051392,0.0173898,0,0,0.0119049,0,0.0353802,0.0159126,0.0516816,0.0228702,0.0360719,0.0284803,0.0434977,0.0222555,0.00574251,0.0123052,0.0100642,0.0172771,0.0207126,0.0412572,0.0106879,0.0188355,0.0248679,0.00584418,0.0265291,0.0257416,0.0185531,0.0165242,0,0,0,0,0,0,0
59,0.0140668,0,0,0,0,0.0146264,0,0,0,0,0,0.00775046,0.0365618,0.00829232,0.0304524,0,0,0.0154432,0,0.0363383,0.00473221,0.0501752,0.00755326,0.0128183,0.00718576,0.0436228,0.0179945,0.00917372,0.0088513,0.0123242,0.0088885,0.010309,0.00708143,0.0291123,0.0146406,0.0194691,0.0413088,0.00845872,0.0141343,0.0307632,0.017179,0.0512491,0.0170763,0,0,0.0120733,0,0.0356286,0.0151839,0.0516593,0.0229252,0.0360605,0.028464,0.043478,0.0217348,0.00606023,0.0124401,0.010078,0.0172745,0.0207572,0.0411901,0.0108414,0.0188995,0.0246893,0.00608249,0.0256686,0.0246378,0.0183824,0.0161394,0,0,0,0,0,0,0
60,0.0137228,0,0,0,0,0.0144086,0,0,0,0,0,0.00825972,0.0369488,0.0083284,0.0305652,0,0,0.0150148,0,0.0364222,0.00464716,0.0502413,0.00731928,0.0127929,0.00749029,0.0436862,0.0175448,0.0091978,0.00903929,0.0125866,0.00891625,0.0104477,0.00694611,0.028983,0.0151579,0.0191381,0.0416076,0.00887381,0.0140455,0.0308979,0.0172321,0.0512097,0.0168068,0,0,0.0121987,0,0.0358225,0.0145843,0.0516206,0.0229934,0.036037,0.0284764,0.0434815,0.0213119,0.00623971,0.0126594,0.0100889,0.0173474,0.0208038,0.041205,0.010918,0.0189461,0.024617,0.00619508,0.0249653,0.0236672,0.0182357,0.015902,0,0,0,0,0,0,0
61,0.0133,0,0,0,0,0.0142195,0,0,0,0,0,0.00867948,0.037346,0.00829829,0.0306986,0,0,0.0145498,0,0.0364816,0.00451549,0.0502905,0.0071243,0.0127732,0.00779966,0.0436878,0.0172675,0.00921212,0.00924391,0.0128152,0.00896307,0.0105691,0.00680554,0.0288476,0.0156093,0.0187981,0.0418114,0.00928514,0.0139932,0.0310348,0.0172035,0.0512403,0.0163167,0,0,0.012294,0,0.0360024,0.014014,0.0516003,0.0229475,0.0360484,0.0284347,0.0435334,0.0206716,0.00617486,0.0126686,0.0100765,0.0174207,0.0207954,0.0412309,0.0109382,0.0189277,0.0245699,0.00622953,0.0244003,0.0227927,0.0181024,0.0155951,0,0,0,0,0,0,0
62,0.0129869,0,0,0,0,0.0140671,0,0,0,0,0,0.00905176,0.0376951,0.00824538,0.0308032,0,0,0.0140534,0,0.036522,0.00443256,0.050323,0.00701996,0.0127827,0.00808903,0.043625,0.0172638,0.00922375,0.00936297,0.0129886,0.00899394,0.0106388,0.00665861,0.0287143,0.0160111,0.018525,0.0418624,0.00978895,0.013942,0.0312052,0.0171037,0.0513205,0.0158607,0,0,0.0123411,0,0.0362056,0.013407,0.0515707,0.0228075,0.036055,0.0283198,0.0435654,0.0200572,0.00602984,0.0124852,0.0100555,0.0173928,0.0207217,0.0412341,0.010893,0.0188426,0.024515,0.00618964,0.0237994,0.0218728,0.0179932,0.0153401,0,0,0,0,0,0,0
63,0.0122869,0,0,0,0,0.0138088,0,0,0,0,0,0.00946642,0.0380442,0.00827172,0.0308328,0,0,0.0135523,0,0.0363952,0.00423503,0.0503319,0.00690299,0.0127839,0.00839051,0.0435003,0.0169428,0.00928707,0.00938625,0.0132149,0.00903514,0.0107007,0.00653283,0.0285939,0.0164149,0.0182989,0.0417116,0.0104047,0.0139702,0.0313869,0.0169435,0.0513747,0.0149893,0,0,0.0122986,0,0.0363997,0.0127206,0.0515126,0.022625,0.0361026,0.0282469,0.0435213,0.0191259,0.0061045,0.0123692,0.0100411,0.0173934,0.0206664,0.041277,0.0108126,0.0187418,0.0245161,0.00591908,0.0230486,0.02088,0.0178131,0.014682,0,0,0,0,0,0,0
64,0.0117513,0,0,0,0,0.0136218,0,0,0,0,0,0.00986459,0.0384399,0.00828975,0.0308509,0,0,0.0130755,0,0.0360377,0.00406073,0.0503837,0.00676811,0.0127406,0.00868043,0.0434244,0.0168157,0.00939302,0.00946368,0.0134744,0.00908036,0.0107668,0.00643382,0.0284898,0.0168216,0.0183711,0.0413586,0.0112411,0.0139766,0.0315731,0.0168992,0.0512146,0.0142029,0,0,0.0121355,0,0.03662,0.0118252,0.0514988,0.0225592,0.0361562,0.0282074,0.0435394,0.0183825,0.00609348,0.0123489,0.0100522,0.0173958,0.0206429,0.0413016,0.0107906,0.0187071,0.0244487,0.00567244,0.0220147,0.0197665,0.0176571,0.0141049,0,0,0,0,0,0,0
65,0.0113962,0,0,0,0,0.0135711,0,0,0,0,0,0.0102571,0.0389025,0.00829738,0.0308463,0,0,0.0126806,0,0.0356566,0.00397108,0.0504367,0.00665957,0.0126957,0.00897751,0.0433707,0.0168105,0.00946086,0.00963256,0.0137347,0.00912639,0.0108526,0.00629586,0.0284069,0.0172129,0.0187936,0.0409024,0.0123095,0.0139371,0.031828,0.0168944,0.0510893,0.013527,0,0,0.0119577,0,0.0369464,0.0108399,0.0514765,0.0225375,0.0362265,0.0281393,0.0435325,0.0178069,0.00599973,0.0123669,0.0100654,0.0173975,0.0205928,0.0412953,0.0107849,0.0186673,0.0243513,0.00548887,0.020709,0.0184641,0.0175814,0.0136571,0,0,0,0,0,0,0
66,0.0111753,0,0,0,0,0.0136108,0,0,0,0,0,0.0106439,0.0395182,0.00830969,0.030878,0,0,0.0123968,0,0.0354791,0.00400863,0.050483,0.006626,0.0126709,0.00928123,0.0432637,0.017309,0.00949522,0.00986449,0.0139603,0.00920426,0.0109582,0.00615618,0.0283026,0.0175967,0.0192876,0.0404187,0.0134687,0.0138983,0.032177,0.016896,0.0510317,0.0129385,0,0,0.0117858,0,0.0373802,0.00980723,0.0513968,0.0225195,0.0363048,0.0280682,0.043412,0.0173714,0.00606638,0.0123967,0.0100556,0.017361,0.020512,0.0412654,0.0107807,0.0186162,0.0242366,0.00527134,0.0193248,0.0170396,0.0175633,0.01329,0,0,0,0,0,0,0
67,0.0110375,0,0,0,0,0.0137354,0,0,0,0,0,0.0110191,0.0402039,0.00834443,0.0309204,0,0,0.0122625,0,0.0355089,0.00430748,0.0505623,0.00650152,0.0126382,0.00953633,0.0431509,0.017912,0.00949116,0.010129,0.0141286,0.00925681,0.0110534,0.0059837,0.0282024,0.0179323,0.0196567,0.0399859,0.0146191,0.0138515,0.0326007,0.0168706,0.0508828,0.0124936,0,0,0.0116968,0,0.037923,0.00878761,0.051284,0.0224826,0.036441,0.0280121,0.0432893,0.0170491,0.00605078,0.0124255,0.0100135,0.0173066,0.0204406,0.0412416,0.0107567,0.0185535,0.0241114,0.00511528,0.0179217,0.0156187,0.0176167,0.0130096,0,0,0,0,0,0,0
68,0.0110372,0,0,0,0,0.013945,0,0,0,0,0,0.0113418,0.04083,0.00835468,0.0309972,0,0,0.0122229,0,0.0355185,0.0047223,0.0506546,0.00641138,0.0125711,0.00980005,0.0430121,0.0186072,0.00948465,0.0103684,0.0142726,0.0092939,0.0111455,0.00579664,0.0280837,0.018292,0.0201188,0.0395943,0.0156038,0.0138268,0.0330909,0.016825,0.0507443,0.012192,0,0,0.01166,0,0.0385142,0.00783235,0.0511963,0.0224251,0.0365928,0.0279548,0.0432001,0.0168878,0.00594426,0.0124677,0.00998963,0.0172769,0.0203555,0.0412163,0.0107367,0.0184633,0.0239993,0.00487672,0.0164737,0.0142634,0.0177309,0.0128326,0,0,0,0,0,0,0
69,0.0111403,0,0,0,0,0.0141546,0,0,0,0,0,0.0116251,0.0414292,0.0083609,0.0309912,0,0,0.0123177,0,0.0354138,0.00504423,0.0506918,0.00642307,0.0124666,0.0100808,0.0427878,0.0192921,0.00953692,0.0105106,0.0144733,0.00934322,0.0112471,0.00562631,0.0279806,0.0186684,0.0205802,0.0392718,0.0162491,0.0137703,0.0336639,0.0168079,0.0507499,0.0119594,0,0,0.0116252,0,0.0391481,0.00702907,0.0511848,0.0224184,0.0366468,0.0279023,0.0430426,0.0168622,0.00602008,0.0125444,0.00998753,0.0171863,0.0203086,0.0411783,0.0107415,0.0184194,0.0238739,0.00460248,0.015041,0.0130147,0.0177549,0.0127161,0,0,0,0,0,0,0
70,0.0192842,0,0,0,0,0.0231172,0,0,0,0,0,0.0115959,0.0420965,0.00816264,0.031253,0,0,0.0132181,0,0.0358983,0.00595622,0.0507629,0.00634873,0.0128367,0.0101594,0.0437727,0.037973,0.00941069,0.0105117,0.0144783,0.00922294,0.0111337,0.00536498,0.0277705,0.0186098,0.0272191,0.0394494,0.0176867,0.0135175,0.03447,0.0167072,0.0510141,0.0123,0,0,0.0109737,0,0.0400522,0.00611825,0.0512807,0.0223609,0.0362723,0.0274456,0.0440158,0.0196288,0.00578922,0.0128523,0.00962148,0.0167453,0.0201541,0.0409302,0.0107018,0.0183924,0.0236653,0.00319429,0.0140335,0.0116064,0.0254098,0.019709,0,0,0,0,0,0,0
71,0.0190123,0,0,0,0,0.0222958,0,0,0,0,0,0.0116832,0.0426501,0.00808593,0.031275,0,0,0.0129264,0,0.0359914,0.00616005,0.0507725,0.00635129,0.0128317,0.0103305,0.0437424,0.036677,0.00944402,0.0106791,0.0146214,0.00924842,0.011193,0.00528949,0.027705,0.0187161,0.0266925,0.0393685,0.0180249,0.013422,0.0352409,0.016731,0.0511166,0.0126895,0,0,0.011185,0,0.0408914,0.00570409,0.0512423,0.0223617,0.0361623,0.0273707,0.0439917,0.0196655,0.00582714,0.0128483,0.0095305,0.0167191,0.0201447,0.0409529,0.0107231,0.0184002,0.0235176,0.00338193,0.014114,0.0106125,0.0246046,0.0194829,0,0,0,0,0,0,0
72,0.0186632,0,0,0,0,0.0210605,0,0,0,0,0,0.0118587,0.0431653,0.00807059,0.0314235,0,0,0.0125043,0,0.0361088,0.00636698,0.0508448,0.00639487,0.0128321,0.0104916,0.043776,0.0348262,0.00942837,0.010831,0.0147221,0.00928391,0.0112267,0.00516911,0.0276151,0.0188867,0.0259913,0.0394081,0.0181457,0.0133891,0.036155,0.0167555,0.051082,0.0133208,0,0,0.0114699,0,0.0419784,0.0054216,0.0512165,0.0223752,0.0360812,0.027323,0.0440086,0.0197046,0.00585754,0.0128511,0.00946904,0.0167045,0.0201584,0.0410269,0.0107191,0.0183697,0.0233945,0.00383292,0.0150354,0.00968454,0.0234852,0.0192293,0,0,0,0,0,0,0
