Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x76
36,0.00764119,0,0,0,0,0.00758226,0,0,0,0.0373757,0.0231774,0.0299511,0.0196447,0,0,0.0188182,0,0.0300177,0.0149178,0.0415364,0.0265037,0.00408612,0.0127195,0.0276522,0.026929,0.0172524,0.0171683,0.0154365,0.00907782,0.0151427,0.012365,0.0172658,0.0405687,0.0177494,0.0113054,0.00856939,0.0113118,0.0300483,0.0110976,0.0142822,0.00420516,0,0,0.021535,0,0.029318,0.0273672,0.0377952,0.00901217,0.01357,0.0117139,0.0250244,0.0287967,0.0104083,0.015439,0.00862056,0.0118487,0.0092405,0.0330711,0.0100747,0.00921414,0.0120877,0.0224266,0.0386649,0.014689,0.00714253,0.00759508,0,0,0,0,0
37,0.00778502,0,0,0,0,0.00764821,0,0,0,0.0371016,0.0232,0.0298543,0.0196734,0,0,0.0187922,0,0.029975,0.0149351,0.0413197,0.0266075,0.00400452,0.0125599,0.0278178,0.0269474,0.0172227,0.0169893,0.0153119,0.0090117,0.0150773,0.0123833,0.0173107,0.0404414,0.0178077,0.0112503,0.00865411,0.0111391,0.0300788,0.0109327,0.0144695,0.00430821,0,0,0.0217944,0,0.0293611,0.0273351,0.0377307,0.00893135,0.0135228,0.0118798,0.0251273,0.0290135,0.0104576,0.015492,0.00863705,0.0118999,0.00926592,0.032975,0.0100205,0.00920005,0.0118266,0.0224629,0.0384505,0.0147737,0.00720284,0.00772368,0,0,0,0,0
38,0.00788213,0,0,0,0,0.00767935,0,0,0,0.0369834,0.0232326,0.029759,0.019692,0,0,0.0187247,0,0.0299587,0.0149472,0.0408831,0.0269008,0.00386448,0.0123449,0.0279315,0.0269887,0.0171938,0.0168139,0.0151745,0.00890674,0.0149121,0.0123384,0.0173888,0.0401414,0.0176244,0.0112386,0.00865604,0.0109756,0.0300815,0.0108071,0.0147023,0.00441361,0,0,0.0219939,0,0.0293684,0.0272964,0.0375649,0.00885981,0.0135169,0.0120105,0.0251478,0.0291615,0.0105,0.015532,0.0086671,0.0119341,0.00926378,0.0329244,0.00998106,0.00917107,0.0116419,0.0224704,0.0382273,0.014831,0.00720996,0.00778753,0,0,0,0,0
39,0.00793098,0,0,0,0,0.00769161,0,0,0,0.0370521,0.0232697,0.0296749,0.0197337,0,0,0.0186984,0,0.0299816,0.0149802,0.0410156,0.0267372,0.0039077,0.0123028,0.0279641,0.0269895,0.0171772,0.0168302,0.0151526,0.00892861,0.0149243,0.0123591,0.0173728,0.0400923,0.0175215,0.0112367,0.00866162,0.0109389,0.0300543,0.0107427,0.0146789,0.00446647,0,0,0.0220954,0,0.02933,0.0272311,0.0376115,0.00879471,0.0134995,0.012049,0.025238,0.0293329,0.0104822,0.015492,0.00863921,0.0119229,0.00927668,0.0328823,0.00998374,0.0092169,0.0115637,0.0225101,0.0380035,0.0148508,0.00720918,0.0078152,0,0,0,0,0
40,0.00799427,0,0,0,0,0.00769963,0,0,0,0.0369976,0.0233106,0.029643,0.0197393,0,0,0.0186237,0,0.0300064,0.0149657,0.0408463,0.0268096,0.00387084,0.0122669,0.0280169,0.0269803,0.0171749,0.016871,0.0151336,0.00885846,0.0148636,0.0123567,0.0174026,0.0399785,0.0175249,0.0112311,0.00871006,0.0108954,0.0299735,0.0107322,0.0147318,0.00453234,0,0,0.0222072,0,0.0292368,0.027083,0.0375036,0.00879744,0.0134816,0.012102,0.0253137,0.0294864,0.0104896,0.0154752,0.00866448,0.0118848,0.00930017,0.0328162,0.0100099,0.00926319,0.0114993,0.022515,0.0377853,0.0148419,0.00718088,0.00786232,0,0,0,0,0
41,0.00800632,0,0,0,0,0.00768705,0,0,0,0.0371537,0.0233259,0.029637,0.0197768,0,0,0.0186362,0,0.030027,0.0149735,0.0412446,0.0263928,0.00404143,0.0123903,0.0280425,0.0269617,0.0172273,0.0170896,0.015194,0.00896436,0.0150176,0.0124396,0.0173409,0.0402619,0.0176414,0.0112082,0.00879076,0.0109159,0.029933,0.0107208,0.0146006,0.00455077,0,0,0.0223851,0,0.0292045,0.0270059,0.0376307,0.00877489,0.0134411,0.0120501,0.0254051,0.0296558,0.0104672,0.0154167,0.00869468,0.0118398,0.00928033,0.0327798,0.00999886,0.00924577,0.0115002,0.022557,0.0375747,0.0148509,0.00715177,0.00785883,0,0,0,0,0
42,0.00799689,0,0,0,0,0.00765488,0,0,0,0.0373266,0.0233484,0.0296478,0.0198068,0,0,0.0187033,0,0.0300506,0.015011,0.041501,0.026164,0.0041974,0.0124765,0.0280813,0.026997,0.0172697,0.0172264,0.0152359,0.00902187,0.0151437,0.0125124,0.0172888,0.0404721,0.0175941,0.0111959,0.00873499,0.0109537,0.0299248,0.0107313,0.0144974,0.00457435,0,0,0.0226202,0,0.0292193,0.0270109,0.0377,0.0087529,0.0134095,0.0119754,0.0254586,0.0297792,0.0104661,0.015398,0.00868459,0.0118207,0.00922964,0.0327624,0.00998487,0.00919432,0.011512,0.0226128,0.0374007,0.0148836,0.00709834,0.00784723,0,0,0,0,0
43,0.00801343,0,0,0,0,0.00766241,0,0,0,0.0373044,0.0233511,0.0296216,0.0197514,0,0,0.018734,0,0.0300595,0.0149968,0.04152,0.0261795,0.00413408,0.0125013,0.028036,0.0270368,0.0172441,0.017218,0.0152599,0.00902822,0.0151617,0.0124773,0.0172559,0.0404405,0.0175829,0.0111868,0.00869886,0.0110131,0.0299331,0.0107698,0.0144483,0.00462662,0,0,0.0228655,0,0.0292419,0.0269998,0.0377608,0.00874357,0.0134034,0.0118938,0.0254772,0.0298828,0.0104116,0.0153731,0.00866264,0.0118199,0.00918126,0.0327221,0.00995535,0.00916412,0.0115535,0.0226837,0.0372389,0.0149343,0.00709579,0.00788369,0,0,0,0,0
44,0.00804572,0,0,0,0,0.00768678,0,0,0,0.037268,0.0233105,0.029597,0.0197198,0,0,0.0187468,0,0.0300731,0.0149784,0.041513,0.0261826,0.00407407,0.0125028,0.0280061,0.0270654,0.0172176,0.0171818,0.0152613,0.00901821,0.0151419,0.0124203,0.0172292,0.0403947,0.0177426,0.0112227,0.0086897,0.0110534,0.0299535,0.0107847,0.014432,0.00466315,0,0,0.0231093,0,0.0292852,0.0270303,0.037783,0.00876354,0.0133955,0.0118482,0.0254934,0.0299864,0.0103577,0.0153537,0.00865517,0.0118366,0.0091313,0.0327305,0.00990542,0.00917112,0.0115921,0.0227599,0.0371251,0.0149995,0.00713228,0.00791857,0,0,0,0,0
45,0.00767236,0,0,0,0,0.00747454,0,0,0,0.0373665,0.0232393,0.0297509,0.0194661,0,0,0.0187085,0,0.0300808,0.0149407,0.0414825,0.0263358,0.00403725,0.0126904,0.0275613,0.0268654,0.0172386,0.0172676,0.0153932,0.0090118,0.0151077,0.0124034,0.0171843,0.0404727,0.0177798,0.0112846,0.00852221,0.0114977,0.0300126,0.0112055,0.0141996,0.0042681,0,0,0.0216288,0,0.0293105,0.0273902,0.0377515,0.00898177,0.0134365,0.0114237,0.024987,0.0284846,0.0102827,0.0153296,0.00873512,0.0117865,0.00877836,0.03282,0.00986464,0.00893707,0.012286,0.0222523,0.038488,0.0147948,0.00701049,0.00758047,0,0,0,0,0
46,0.00775838,0,0,0,0,0.00751133,0,0,0,0.0373122,0.0232156,0.0296614,0.0195128,0,0,0.0187582,0,0.030034,0.0150036,0.0414791,0.0262524,0.00405863,0.0125913,0.027677,0.0268755,0.0172066,0.0171628,0.0153206,0.00897902,0.0151033,0.0124508,0.0171939,0.0405009,0.0176561,0.0112688,0.0086067,0.0113597,0.0299706,0.0110683,0.0142337,0.00430878,0,0,0.0218375,0,0.0292674,0.0272456,0.0377792,0.0088988,0.0133942,0.0115144,0.0250653,0.0287492,0.0102461,0.0153371,0.00874019,0.0117807,0.00884308,0.0327194,0.00984855,0.00897783,0.0120515,0.0223109,0.0383539,0.0148065,0.00706428,0.00767413,0,0,0,0,0
47,0.00781954,0,0,0,0,0.00753628,0,0,0,0.0373021,0.0231801,0.0296091,0.0195376,0,0,0.0187624,0,0.0300153,0.0150062,0.0414525,0.0261907,0.00405396,0.0125566,0.0277583,0.0269028,0.0172217,0.0170275,0.0152872,0.0089778,0.0151395,0.0124324,0.0171863,0.0404605,0.0175639,0.0112779,0.0086443,0.0112689,0.0299304,0.0109797,0.01423,0.00435534,0,0,0.0220536,0,0.029236,0.0271773,0.0377977,0.00884743,0.0133591,0.0115711,0.0251425,0.0289654,0.0102727,0.015348,0.00870375,0.0117776,0.00887113,0.0326344,0.00986583,0.00898055,0.0119531,0.0223569,0.038193,0.014815,0.00707788,0.00773947,0,0,0,0,0
48,0.00787673,0,0,0,0,0.00755204,0,0,0,0.03728,0.0231163,0.0295814,0.0195858,0,0,0.0187209,0,0.0300474,0.0149134,0.0414325,0.0261622,0.00403136,0.0125479,0.0278145,0.0269195,0.0172724,0.0168431,0.015271,0.00894772,0.0151743,0.0124255,0.0171792,0.0404532,0.0175552,0.0113379,0.00861771,0.0111949,0.0299166,0.0109408,0.0142551,0.00439981,0,0,0.0222842,0,0.0292371,0.0271786,0.0378122,0.00881225,0.0133432,0.0116393,0.0252442,0.0291324,0.0103629,0.0153655,0.00868255,0.0117848,0.00887992,0.0326216,0.00990484,0.00897559,0.0119343,0.0223878,0.0380174,0.0148375,0.00708064,0.00778577,0,0,0,0,0
49,0.00792851,0,0,0,0,0.00756903,0,0,0,0.037248,0.0231072,0.0295599,0.0195968,0,0,0.018708,0,0.0300676,0.0148593,0.0414314,0.0261187,0.00401048,0.0125236,0.0278742,0.0268908,0.0172909,0.0168154,0.0152496,0.00892038,0.0151685,0.0124531,0.0171749,0.0404662,0.0176453,0.0113594,0.00861216,0.0112003,0.0299081,0.0109261,0.0142866,0.00445659,0,0,0.02252,0,0.0292404,0.0271923,0.0378338,0.00878849,0.0133356,0.0116521,0.0253213,0.0292726,0.0103699,0.0153561,0.00869416,0.011777,0.00888287,0.0325946,0.00991627,0.00899083,0.0119087,0.0223862,0.0378848,0.0148653,0.00708338,0.00783986,0,0,0,0,0
50,0.00796552,0,0,0,0,0.00759157,0,0,0,0.0372193,0.0231028,0.0295436,0.0195899,0,0,0.0187133,0,0.0300696,0.0148794,0.0414416,0.026121,0.00400189,0.0124822,0.0279175,0.0268487,0.0172905,0.0169761,0.0152155,0.00891216,0.0151547,0.0124555,0.017171,0.0404306,0.0176703,0.0113601,0.00866543,0.0112415,0.029907,0.0109201,0.0142758,0.00449988,0,0,0.0227461,0,0.0292502,0.0272099,0.0378578,0.00877639,0.0133366,0.0116214,0.02537,0.0293894,0.0103348,0.0153663,0.00874033,0.0117559,0.00886605,0.0325901,0.00990224,0.00898826,0.0119213,0.0223776,0.0377542,0.0149019,0.00708639,0.00789209,0,0,0,0,0
51,0.00801045,0,0,0,0,0.00761021,0,0,0,0.0372535,0.0230099,0.0295237,0.0196042,0,0,0.0187189,0,0.0299961,0.0148765,0.0414318,0.0262308,0.00401498,0.0124492,0.0279575,0.026875,0.0172763,0.0169692,0.015193,0.00894422,0.015148,0.0124419,0.0171695,0.0403866,0.017518,0.0113526,0.00873747,0.0112671,0.0298929,0.01091,0.0142598,0.00454377,0,0,0.0229847,0,0.0292553,0.0272458,0.0378521,0.00878012,0.0133191,0.0116323,0.0253801,0.0294409,0.0103107,0.015351,0.00872219,0.011747,0.00883266,0.0325663,0.00987067,0.00896651,0.0119293,0.0223675,0.0376034,0.0149577,0.00707829,0.00790231,0,0,0,0,0
52,0.00804626,0,0,0,0,0.00762198,0,0,0,0.0372702,0.0228581,0.0294486,0.0196501,0,0,0.0187115,0,0.0298797,0.0148457,0.0414313,0.0264244,0.00405462,0.0124227,0.0279957,0.0269089,0.0172741,0.0170037,0.0151686,0.0089499,0.0151637,0.0123956,0.0171738,0.0404232,0.0174525,0.0113387,0.00864161,0.0112481,0.0298828,0.0109205,0.0142301,0.00459354,0,0,0.0232382,0,0.0292655,0.0272539,0.0378556,0.00881128,0.0132939,0.011641,0.0254327,0.0294438,0.0103036,0.015366,0.00870187,0.011761,0.00881519,0.0325871,0.00984618,0.00892942,0.0119297,0.0223903,0.0374697,0.0150294,0.007051,0.00790904,0,0,0,0,0
53,0.0080803,0,0,0,0,0.0076363,0,0,0,0.0372482,0.022964,0.0293951,0.0196667,0,0,0.0187106,0,0.0299624,0.0148381,0.04145,0.0263395,0.00406673,0.0124267,0.0279961,0.02696,0.0172771,0.0169356,0.0151858,0.0089359,0.0151772,0.0124345,0.0171626,0.0405063,0.0176145,0.0113351,0.00859478,0.0112037,0.0298733,0.0109269,0.0142241,0.00466255,0,0,0.0234767,0,0.0292673,0.0272468,0.0378753,0.00882622,0.0132735,0.0116508,0.0254752,0.0294117,0.0102972,0.0153873,0.00868176,0.0117678,0.00882729,0.0326068,0.00983054,0.00892064,0.011903,0.0224318,0.0373491,0.0150859,0.00704384,0.00792956,0,0,0,0,0
54,0.0077005,0,0,0,0,0.00740457,0,0,0,0.0373037,0.0230347,0.0295261,0.0194479,0,0,0.0186475,0,0.0300342,0.0147576,0.0414457,0.0267786,0.00402883,0.012615,0.0275912,0.0267225,0.0172969,0.0169661,0.015299,0.00896216,0.0151875,0.0124288,0.0171332,0.0405651,0.0178027,0.0113733,0.00842872,0.0115361,0.029873,0.0112501,0.0140528,0.0042594,0,0,0.0219956,0,0.0292343,0.0275954,0.0378656,0.00897671,0.0133267,0.0113393,0.0250288,0.0279216,0.0102943,0.015342,0.00874149,0.0117274,0.0085819,0.032675,0.00984902,0.00876937,0.0124204,0.0218967,0.0385451,0.0148491,0.00689626,0.0075795,0,0,0,0,0
55,0.00779935,0,0,0,0,0.00746695,0,0,0,0.0371993,0.0230742,0.0294356,0.01954,0,0,0.0187515,0,0.030003,0.0148289,0.0414979,0.0266247,0.00405258,0.0125575,0.0277211,0.0267198,0.0172597,0.0170125,0.0152114,0.00897089,0.0152238,0.0124185,0.0171239,0.0405049,0.0178453,0.0113246,0.00852773,0.0113829,0.0298673,0.0110828,0.0140989,0.00435391,0,0,0.0223091,0,0.0292362,0.0275519,0.0379184,0.00888247,0.0133252,0.011468,0.0251462,0.0281412,0.0103147,0.0153265,0.00872844,0.0117414,0.00871655,0.0326289,0.00984967,0.00889275,0.0121594,0.0219526,0.0383535,0.0148992,0.00695385,0.00768202,0,0,0,0,0
56,0.0078811,0,0,0,0,0.00750392,0,0,0,0.0371587,0.0230711,0.0294075,0.01958,0,0,0.01875,0,0.0299966,0.014873,0.0414405,0.0263199,0.00404066,0.0125484,0.0278137,0.0267655,0.0172712,0.0170044,0.0151751,0.00894821,0.015215,0.0124505,0.0171108,0.0404258,0.0177843,0.0113069,0.00854887,0.0112534,0.0298602,0.0109613,0.0141382,0.00444071,0,0,0.0225846,0,0.029243,0.0275139,0.0379228,0.00883659,0.0133241,0.0115533,0.0252223,0.0282702,0.0103065,0.0153387,0.00870108,0.0117633,0.00880567,0.0325841,0.00983852,0.00894217,0.011987,0.0219724,0.0381432,0.0149771,0.00699962,0.00776961,0,0,0,0,0
57,0.00794234,0,0,0,0,0.00752679,0,0,0,0.0370688,0.023127,0.0293596,0.01955,0,0,0.0187314,0,0.029967,0.0149721,0.0411001,0.0264458,0.00393847,0.0124733,0.0278962,0.026838,0.0172812,0.0167727,0.0151491,0.00886056,0.0151183,0.0124659,0.0171535,0.0402474,0.0177904,0.0112637,0.00856376,0.0111284,0.0298481,0.0108829,0.0142518,0.00451554,0,0,0.0228489,0,0.0292408,0.027472,0.0377775,0.00879506,0.013317,0.0116667,0.0252781,0.028334,0.0103361,0.015385,0.00868816,0.0117856,0.00882037,0.032556,0.00982309,0.00893134,0.0118602,0.021937,0.0379121,0.015071,0.00699723,0.00784296,0,0,0,0,0
58,0.008011,0,0,0,0,0.00755103,0,0,0,0.036903,0.0231673,0.0293846,0.0195369,0,0,0.0186693,0,0.0299499,0.0149226,0.04066,0.0264481,0.00380658,0.0123508,0.0279773,0.0269042,0.0172741,0.016592,0.0150963,0.00873915,0.0149571,0.0124331,0.0171995,0.0400009,0.0178028,0.0112474,0.00857761,0.0110369,0.0298416,0.0108535,0.0144231,0.00458624,0,0,0.0230892,0,0.0292389,0.0274069,0.0375769,0.00878081,0.0133052,0.0117501,0.0253296,0.0283714,0.0103554,0.0154288,0.00872871,0.0117983,0.0088125,0.032512,0.00982489,0.00892889,0.0117949,0.0219349,0.037703,0.0151472,0.00697421,0.00790579,0,0,0,0,0
59,0.0080452,0,0,0,0,0.00757389,0,0,0,0.0368622,0.0231706,0.0293354,0.0195819,0,0,0.0186931,0,0.0299613,0.0148727,0.0409295,0.0264812,0.0038713,0.0123388,0.0279786,0.02693,0.0172737,0.016761,0.0150675,0.00878946,0.0150058,0.0124326,0.0171656,0.0400404,0.0177552,0.0112487,0.00857579,0.0110603,0.0298464,0.0108388,0.0143385,0.00462418,0,0,0.0232469,0,0.029242,0.0273592,0.0376785,0.00873624,0.0132783,0.0117155,0.0253983,0.0284629,0.0103556,0.0154012,0.0087187,0.0118035,0.00880364,0.0324967,0.00983702,0.00893302,0.0118053,0.0219579,0.0374848,0.0151994,0.00699959,0.00790959,0,0,0,0,0
60,0.00811979,0,0,0,0,0.00761129,0,0,0,0.0366296,0.0231945,0.0294258,0.0195726,0,0,0.0186315,0,0.029972,0.0147581,0.04059,0.0265155,0.00376477,0.0122802,0.0280175,0.026977,0.0172851,0.0166199,0.0150385,0.00872834,0.0148998,0.0124721,0.0172124,0.0399145,0.0177953,0.0112496,0.00856223,0.0110274,0.0298528,0.0108187,0.0144713,0.00471758,0,0,0.0234236,0,0.0292547,0.027323,0.0375699,0.00873439,0.0133005,0.0117393,0.0253666,0.0285249,0.0103625,0.0154276,0.0087497,0.0118048,0.0087796,0.0324659,0.00982834,0.00891374,0.0117782,0.0219824,0.0372463,0.01525,0.00701263,0.00796875,0,0,0,0,0
61,0.00819141,0,0,0,0,0.00762606,0,0,0,0.0365731,0.0232218,0.0294314,0.0195704,0,0,0.0185583,0,0.0299647,0.0147656,0.0401336,0.0266716,0.0036632,0.0121749,0.0280964,0.0270627,0.0172544,0.0163954,0.0149807,0.00858791,0.0147706,0.0124526,0.0172734,0.0396946,0.0178334,0.011243,0.00855649,0.0109664,0.0298503,0.0107861,0.0146507,0.00480898,0,0,0.0236248,0,0.0292666,0.0272925,0.0373882,0.00875559,0.0133346,0.0118091,0.0253463,0.0285853,0.0103857,0.0154508,0.00876084,0.0118071,0.00877497,0.0324574,0.00981671,0.00888258,0.011734,0.0220336,0.0370643,0.0152796,0.00697568,0.00805368,0,0,0,0,0
62,0.00822361,0,0,0,0,0.00762986,0,0,0,0.0365456,0.0232481,0.029391,0.0195717,0,0,0.0185379,0,0.0299617,0.0148802,0.0399705,0.0263639,0.00364088,0.012133,0.0281579,0.0271331,0.0172528,0.0163504,0.0149518,0.00852637,0.0147101,0.0124212,0.0172589,0.0395566,0.0178507,0.0112359,0.00855981,0.0109369,0.0298317,0.0107539,0.0147343,0.00487164,0,0,0.0237912,0,0.0292586,0.0272778,0.0373221,0.00875231,0.0133447,0.0118623,0.02537,0.028662,0.0104212,0.0154666,0.00874712,0.0118023,0.0087787,0.0324603,0.00980048,0.00887982,0.0116918,0.0220771,0.0369426,0.0152976,0.00692625,0.00811312,0,0,0,0,0
63,0.00786033,0,0,0,0,0.00740155,0,0,0,0.0365563,0.0232485,0.0294943,0.0193985,0,0,0.0184643,0,0.0299776,0.0147459,0.0399344,0.026507,0.00360754,0.012314,0.0277917,0.0269915,0.0172976,0.0164639,0.0150787,0.00855592,0.014681,0.0124042,0.0172096,0.0395987,0.0177078,0.0112595,0.00839857,0.0112585,0.0298578,0.0110685,0.0146068,0.00451563,0,0,0.0223165,0,0.0292413,0.0275956,0.0373016,0.00889198,0.0133824,0.0115489,0.0249867,0.0273228,0.0104255,0.0154809,0.00876461,0.0117553,0.00852559,0.0325454,0.00978356,0.0087022,0.0122183,0.0215593,0.0382158,0.0150611,0.00675554,0.0077844,0,0,0,0,0
64,0.00795515,0,0,0,0,0.00744193,0,0,0,0.0363836,0.0232253,0.0293379,0.0194849,0,0,0.0184585,0,0.029958,0.0148651,0.0399414,0.0267998,0.00361164,0.0122129,0.0279245,0.026982,0.0172652,0.016261,0.0149759,0.00854334,0.0146835,0.0123619,0.0172356,0.0395387,0.0176422,0.0112473,0.00846962,0.0111497,0.0298729,0.0109539,0.0146532,0.00457154,0,0,0.0225634,0,0.029266,0.0275389,0.0373287,0.00881007,0.0133384,0.0116364,0.0251544,0.0276495,0.0103753,0.0154927,0.00874823,0.0117707,0.00860537,0.0324998,0.00974815,0.00871559,0.0120233,0.0217294,0.0380431,0.0150909,0.00681053,0.00785926,0,0,0,0,0
65,0.00799978,0,0,0,0,0.00744663,0,0,0,0.0363455,0.0230949,0.0292791,0.0195123,0,0,0.0184169,0,0.029937,0.0148071,0.0399204,0.026936,0.00360725,0.0121539,0.0280527,0.0269643,0.017249,0.0161305,0.0149399,0.00852924,0.0146772,0.0123465,0.0172525,0.0394951,0.0176015,0.0112819,0.00849075,0.0110693,0.0298793,0.010872,0.0146932,0.00456765,0,0,0.0228047,0,0.0292895,0.0275049,0.0373324,0.00878379,0.0132995,0.0116871,0.0252621,0.0279325,0.0103732,0.0154936,0.00873627,0.0117769,0.00865947,0.0324483,0.0097347,0.00872675,0.011902,0.0218561,0.0379161,0.0151298,0.0068331,0.00788391,0,0,0,0,0
66,0.00804371,0,0,0,0,0.00744864,0,0,0,0.0363844,0.0230333,0.0292574,0.0195253,0,0,0.0183698,0,0.0299869,0.0146594,0.0398965,0.0267263,0.00361508,0.0121336,0.0281393,0.0270251,0.0172716,0.0161003,0.0149742,0.00852746,0.0146601,0.0123908,0.017245,0.0394686,0.0175101,0.0113346,0.00852216,0.0109988,0.02987,0.0107866,0.0147518,0.00459247,0,0,0.0230401,0,0.0293011,0.0274772,0.0373424,0.00875522,0.0132858,0.0117293,0.0253159,0.0281128,0.0103664,0.0154968,0.008752,0.0117918,0.00869565,0.0324211,0.00973216,0.0087627,0.0117946,0.021913,0.0378078,0.0151763,0.0068487,0.00791315,0,0,0,0,0
67,0.00809392,0,0,0,0,0.00745946,0,0,0,0.0363995,0.0231078,0.0292861,0.0195786,0,0,0.0183907,0,0.030051,0.0146353,0.0398561,0.0262928,0.00361581,0.0121389,0.0281787,0.0271355,0.0173232,0.0161536,0.0150126,0.00853809,0.0146408,0.0124341,0.0172141,0.0394798,0.0174293,0.0113334,0.00861375,0.0109539,0.0298627,0.0107309,0.0147779,0.0046755,0,0,0.023248,0,0.0293071,0.0274495,0.0373524,0.00872505,0.0132883,0.0117889,0.0253616,0.0282214,0.0103636,0.0154989,0.00875492,0.0118075,0.00873731,0.0324177,0.00973072,0.00882245,0.0117038,0.0219774,0.037673,0.0152076,0.0068583,0.00796626,0,0,0,0,0
68,0.00811387,0,0,0,0,0.00748028,0,0,0,0.0363328,0.0231542,0.0292738,0.0196109,0,0,0.0184153,0,0.0300662,0.0146549,0.0398081,0.0262577,0.0036149,0.012132,0.0282113,0.0272054,0.0173608,0.0162583,0.014998,0.00855907,0.0146146,0.01244,0.017198,0.0394204,0.0174424,0.0113142,0.00871744,0.0109134,0.0298434,0.0107021,0.0147902,0.00475036,0,0,0.0234648,0,0.0293013,0.027428,0.0373387,0.00869931,0.0132894,0.0118415,0.0254103,0.028324,0.0103681,0.0155101,0.00874375,0.0118269,0.00877118,0.0324048,0.0097578,0.00884817,0.0116468,0.0220106,0.0375274,0.0152279,0.00685885,0.00799945,0,0,0,0,0
69,0.00810648,0,0,0,0,0.00748101,0,0,0,0.0362418,0.0231836,0.0291982,0.0196306,0,0,0.0184833,0,0.0300452,0.0147576,0.0397735,0.026675,0.00361823,0.0120626,0.0282309,0.0272234,0.0173555,0.016364,0.0149241,0.00853518,0.0145769,0.0124405,0.0172149,0.0393311,0.0175508,0.0112845,0.00864189,0.0108738,0.0298305,0.0106713,0.0148228,0.00478661,0,0,0.0236747,0,0.0292999,0.0274311,0.0373383,0.00866564,0.0132798,0.0118182,0.0254432,0.0284253,0.0103694,0.0155318,0.0087685,0.0118357,0.00878125,0.0323784,0.00977966,0.00886403,0.0116114,0.0219786,0.0373331,0.01526,0.00683954,0.00799384,0,0,0,0,0
70,0.0081211,0,0,0,0,0.00748895,0,0,0,0.036147,0.0232498,0.0291005,0.0196505,0,0,0.0185608,0,0.0300223,0.0148315,0.0397319,0.026802,0.00361765,0.0120074,0.0282455,0.0272305,0.0173664,0.0163563,0.0148757,0.00848145,0.0145538,0.0124197,0.0172128,0.0392737,0.017601,0.0112413,0.00859135,0.0108515,0.0298314,0.0106507,0.0148414,0.00481902,0,0,0.02387,0,0.0293046,0.0274239,0.0373564,0.00863891,0.0132729,0.0118022,0.0254428,0.028512,0.0103916,0.0155644,0.00878869,0.0118285,0.00877775,0.032359,0.00978118,0.00886308,0.0115862,0.0219423,0.0371344,0.0153053,0.00680951,0.00800009,0,0,0,0,0
71,0.00814195,0,0,0,0,0.00750994,0,0,0,0.0360569,0.0232739,0.0290738,0.0196538,0,0,0.0185872,0,0.0300223,0.0148552,0.0396743,0.0266014,0.00360288,0.0119954,0.0282818,0.0272284,0.017403,0.0164207,0.0148826,0.0084564,0.0145668,0.0124062,0.0172001,0.0392656,0.0175903,0.0112333,0.00858489,0.0108381,0.0298299,0.0106516,0.0148353,0.00485316,0,0,0.0241002,0,0.0293084,0.0274211,0.0373533,0.00863808,0.0132452,0.0118633,0.025486,0.0286039,0.0104062,0.0155884,0.00878727,0.0118195,0.00874063,0.032341,0.00976899,0.00881722,0.0115609,0.021789,0.0369879,0.0153553,0.00679061,0.00800422,0,0,0,0,0
72,0.00774531,0,0,0,0,0.00727059,0,0,0,0.0361298,0.0232222,0.0293334,0.0194264,0,0,0.018509,0,0.0300571,0.0147921,0.0396126,0.0263965,0.00356092,0.0122148,0.02789,0.0270234,0.0174761,0.0165826,0.0150637,0.00846921,0.0145635,0.0124162,0.0171361,0.0393534,0.0174536,0.0112846,0.00844614,0.0111938,0.0298518,0.0110033,0.0146583,0.00442098,0,0,0.0225294,0,0.0292786,0.0277582,0.0372912,0.00883841,0.0132995,0.0115819,0.0250536,0.0271093,0.0103751,0.0155678,0.00880682,0.0117792,0.00846387,0.0324253,0.00975832,0.00861682,0.0121293,0.0209561,0.0383905,0.0151147,0.0066361,0.00762918,0,0,0,0,0
73,0.00783479,0,0,0,0,0.00731709,0,0,0,0.0361626,0.0231934,0.0292533,0.019511,0,0,0.0185466,0,0.0300877,0.0148412,0.0396366,0.026294,0.00356931,0.0121267,0.0280661,0.0270442,0.0174488,0.016447,0.0150185,0.00848608,0.0145625,0.012448,0.0171433,0.0392399,0.0173621,0.0113093,0.00853396,0.0111174,0.0298514,0.0108805,0.014743,0.00447778,0,0,0.0227565,0,0.0292853,0.0276836,0.0373323,0.00875939,0.0132876,0.0117107,0.0252127,0.0273944,0.0103279,0.0155661,0.00879735,0.0118081,0.00853505,0.0324106,0.0097217,0.00867867,0.0119456,0.0211274,0.0382326,0.0151506,0.00669817,0.00773334,0,0,0,0,0
