Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,x73,x77,x76,x78,x68
556,0,0.0327877,0,0,0,0,0.0162045,0,0,0,0.0151589,0.0394042,0.0083691,0.0203506,0,0,0.0256125,0,0.0388167,0.0259024,0.0414212,0.00680469,0.00997795,0.00853573,0.0260418,0.030318,0.00723719,0.00648923,0.00832097,0.00890228,0.0103559,0.00871561,0.0243529,0.0237636,0.0271639,0,0.0177986,0.0103432,0.0410255,0.010335,0.0218049,0.0359458,0,0,0.0322407,0,0.0482263,0.0188979,0.0384618,0.0147554,0.0189783,0.0183889,0.0250881,0.0438974,0.0133388,0.01665,0.0115067,0.0138943,0.0109626,0.030523,0.00668045,0.00974224,0.00790204,0.0358225,0.0152843,0.00755444,0.0148483,0.0256767,0,0,0,0,0,0,0,0,0
557,0,0.033312,0,0,0,0,0.0164319,0,0,0,0.0154552,0.0393906,0.00839051,0.0202402,0,0,0.0258665,0,0.0387588,0.0259552,0.0414906,0.00673629,0.00983762,0.00855839,0.0258112,0.0307217,0.0072157,0.00642004,0.0083154,0.0089666,0.0103991,0.00876005,0.0244106,0.0237718,0.0275213,0,0.0177791,0.0102335,0.0410656,0.01026,0.0218047,0.0365383,0,0,0.0324515,0,0.0482349,0.0190058,0.0384944,0.0146414,0.019163,0.0185383,0.0248557,0.0445257,0.0134871,0.0166447,0.0115249,0.01396,0.0109697,0.0305596,0.00674271,0.00974954,0.00776004,0.0361598,0.0155007,0.007595,0.0148297,0.0261901,0,0,0,0,0,0,0,0,0
558,0,0.0339892,0,0,0,0,0.0167942,0,0,0,0.015136,0.0393676,0.00837481,0.0201284,0,0,0.026039,0,0.038731,0.0259261,0.0415369,0.00664362,0.00973516,0.00857332,0.0256222,0.0311698,0.0072147,0.0063704,0.00828775,0.00903735,0.0104492,0.00878269,0.0244406,0.0238624,0.0278486,0,0.0177234,0.0101501,0.0411361,0.0102048,0.0217746,0.0372232,0,0,0.0327263,0,0.0483022,0.0191516,0.0385542,0.0145709,0.019288,0.0187135,0.0246683,0.0452345,0.0131074,0.0166845,0.0115804,0.0140868,0.0110012,0.0305626,0.00679318,0.00980424,0.00764085,0.036691,0.0156826,0.00759074,0.0148916,0.0268432,0,0,0,0,0,0,0,0,0
559,0,0.034226,0,0,0,0,0.0168731,0,0,0,0.0150139,0.0392863,0.00830186,0.0201062,0,0,0.0261397,0,0.0387654,0.0257961,0.0415333,0.00673136,0.00972788,0.00852957,0.0256811,0.0312499,0.00720686,0.00630754,0.0082441,0.00909922,0.0104417,0.00877774,0.0244655,0.0238784,0.0279496,0,0.0175867,0.0100885,0.0412345,0.0102095,0.0217646,0.0377443,0,0,0.0329289,0,0.048341,0.019212,0.0385387,0.0145736,0.0192422,0.0187863,0.0247935,0.0458737,0.0128463,0.0167358,0.0116296,0.014072,0.0110317,0.0306169,0.00688263,0.00987651,0.00754183,0.0369941,0.0158528,0.00769249,0.0150328,0.0271422,0,0,0,0,0,0,0,0,0
560,0,0.0344433,0,0,0,0,0.016786,0,0,0,0.0152264,0.0392213,0.00819979,0.0202051,0,0,0.0262131,0,0.0387534,0.0257687,0.0415813,0.00674862,0.00984221,0.00857915,0.0258179,0.0310514,0.00720488,0.00626668,0.00829253,0.00915215,0.010411,0.00877214,0.0244666,0.0238647,0.0279921,0,0.0174762,0.0101864,0.0411745,0.0103718,0.021819,0.0383925,0,0,0.0326643,0,0.0484239,0.018917,0.0384979,0.0147761,0.0192149,0.0190619,0.0249748,0.0466664,0.0127776,0.0168969,0.0117648,0.0140546,0.0111516,0.0306612,0.00697262,0.0100397,0.00754651,0.0373595,0,0.00755132,0.0153975,0.027542,0,0,0,0,0,0,0,0,0
561,0,0.0355894,0,0,0,0,0.0175367,0,0,0,0.0153744,0.0392559,0.0081817,0.0202043,0,0,0.0264023,0,0.0387138,0.0258637,0.0416138,0.00673023,0.00986808,0.00866128,0.0257651,0.0316843,0.00716526,0.00628047,0.00832676,0.00912502,0.01047,0.00880101,0.0244848,0.0239723,0.0284824,0,0.0174685,0.0100936,0.041367,0.0103753,0.0218065,0.0397697,0,0,0.0335118,0,0.0484469,0.0195121,0.038465,0.0146353,0.0193371,0.0191228,0.0249157,0.0482023,0.0128095,0.0170725,0.0118621,0.0140366,0.0110664,0.0307731,0.00702269,0.0100089,0.00740687,0.0382994,0.0162519,0.00767619,0.0158323,0.028244,0,0,0,0,0,0,0,0,0
562,0,0.0366214,0,0,0,0,0.018497,0,0,0,0.0144385,0.0392739,0.00824215,0.0202039,0,0,0.0262953,0,0.0387305,0.0256933,0.0416396,0.00666109,0.00990892,0.00878929,0.0256605,0.0321002,0.00707099,0.0063506,0.00841159,0.00906703,0.0105574,0.00886185,0.0244768,0.024158,0.0287475,0,0.01734,0.0100563,0.0414323,0.0104452,0.0217849,0.0413657,0,0,0.0340005,0,0.048543,0.0198305,0.0384268,0.014531,0.0193369,0.0192447,0.0248212,0.0498226,0.0127547,0.017236,0.0119748,0.013998,0.0110208,0.0308681,0.00708405,0.0100114,0.00731322,0.0394045,0.016472,0.00767197,0.0164844,0.0289233,0,0,0,0,0,0,0,0,0
563,0,0.037376,0,0,0,0,0.0192021,0,0,0,0.014603,0.0391953,0.0082432,0.0202292,0,0,0.0260045,0,0.0387513,0.025363,0.0416883,0.00659446,0.0100572,0.00884638,0.0256817,0.0321127,0.0071376,0.00637156,0.00849237,0.00907414,0.0105742,0.00886511,0.0244733,0.0241935,0.0286471,0,0.0171141,0.0100434,0.0414972,0.0104603,0.0218119,0.0428853,0,0,0.0342739,0,0.0485826,0.0200251,0.0383801,0.0144417,0.0193264,0.0193399,0.0248435,0.0513656,0.0126694,0.0173576,0.0120587,0.0140439,0.0110128,0.0309772,0.00714923,0.0100543,0.0072295,0.0402208,0.0167751,0.00772174,0.0171456,0.0295497,0,0,0,0,0,0,0,0,0
564,0,0.0384035,0,0,0,0,0.0199949,0,0,0,0.0151791,0.0390999,0.00811008,0.0203331,0,0,0.0256681,0,0.0387257,0.0249788,0.0417628,0.00654096,0.01024,0.00890149,0.0257493,0.0320257,0.00733305,0.00639098,0.00857959,0.00912084,0.0105133,0.00884789,0.0244301,0.0240309,0.0284806,0,0.0168186,0.010094,0.0415401,0.0105003,0.021888,0.0441691,0,0,0.0346347,0,0.0485782,0.0202886,0.038342,0.0143477,0.0192885,0.0194081,0.0249958,0.0533106,0.0126445,0.0174306,0.0121048,0.0143117,0.0110008,0.031026,0.00719228,0.0100764,0.00720018,0.0411326,0.0171498,0.0076369,0.01798,0.0302758,0,0,0,0,0,0,0,0,0
565,0,0.0428218,0,0,0,0,0.023653,0,0,0,0.0143034,0.0390825,0.00786057,0.0203649,0,0,0.0252223,0,0.0387457,0.0244553,0.0419364,0.00642142,0.0102487,0.00912559,0.0249523,0.0330836,0.00749322,0.00651561,0.00880372,0.00921347,0.010416,0.00880258,0.0243152,0.0237466,0.0287835,0,0.0163988,0.010194,0.0417049,0.0105407,0.0217282,0.0492312,0,0,0.0361981,0,0.0485565,0.0213889,0.0382824,0.0142528,0.0192643,0.0195923,0.0242439,0.0594166,0.0126793,0.0175072,0.0121961,0.0146843,0.010983,0.0309838,0.00720263,0.0100688,0.00726145,0.0447215,0.0174538,0.00737096,0.0208392,0.0336717,0,0,0,0,0,0,0,0,0
566,0,0.0476474,0,0,0,0,0.0277968,0,0,0,0.0134009,0.03898,0.00762302,0.0201798,0,0,0.0244275,0,0.0388703,0.0236522,0.0421309,0.00625471,0.0102401,0.00940659,0.0238354,0.0338023,0.00757278,0.00662317,0.00906206,0.00915186,0.010329,0.00873642,0.0242162,0.0232742,0.028803,0,0.0158304,0.0102988,0.0418681,0.0105749,0.0214851,0.0554001,0,0,0.0375453,0,0.0486495,0.0221097,0.0382539,0.0141263,0.0191432,0.0197107,0.0229463,0.0663599,0.0127095,0.0175472,0.0122375,0.0146101,0.0109607,0.0310233,0.00726391,0.010053,0.00734732,0.0486411,0,0,0.0244128,0.0376377,0,0,0,0,0,0,0,0,0
567,0,0.0435891,0,0,0,0,0.023817,0,0,0,0.0135027,0.0387081,0.00767789,0.0205037,0,0,0.0254914,0,0.0383924,0.0242207,0.0420069,0.00632617,0.0103297,0.00936799,0.0253002,0.03338,0.00751505,0.00661126,0.00898718,0.00920727,0.01043,0.00879177,0.0243509,0.0234571,0.0291468,0,0.0161596,0.0101281,0.0416133,0.0104981,0.0219138,0.0510667,0,0,0.0372054,0,0.0489953,0.0217272,0.0383397,0.0140281,0.0193366,0.0196971,0.0244558,0.0614752,0.012578,0.0175001,0.0121788,0.0145519,0.0109223,0.0311744,0.00734408,0.00999172,0.00711945,0.0457744,0.0181575,0.00799709,0.0214216,0.0350056,0,0,0,0,0,0,0,0,0
568,0,0.0380973,0,0,0,0,0.0192737,0,0,0,0.00962198,0.0383838,0.00609785,0.0227574,0,0,0.0266644,0,0.0377244,0.025042,0.0378404,0.00767909,0.013326,0.0107742,0.0274786,0.0323591,0.00959425,0.00854353,0.0101719,0.00985631,0.0102073,0.00866059,0.0242136,0.0191151,0.0295388,0,0.0166012,0.0144394,0.0416962,0.0140491,0.0186954,0.0443107,0,0,0.0373083,0,0.0489311,0.0217143,0,0.0185197,0.0190677,0.0222936,0.0280944,0.0543247,0.0154958,0.0130478,0.0106824,0.0167675,0.0132065,0.0307991,0.00876304,0.0144209,0.0125868,0.0422338,0.0176669,0.00857561,0.0186176,0.0301869,0,0,0,0,0,0,0,0,0
569,0,0.0382288,0,0,0,0,0.018986,0,0,0,0.0137601,0.0378303,0.00763166,0.021158,0,0,0.02526,0,0.0370589,0.024282,0.0419487,0.00624326,0.0105918,0.00969621,0.0270472,0.0329118,0.00758293,0.00673773,0.00921046,0.00958961,0.0105115,0.00891177,0.0244865,0.0234853,0.0287218,0,0.0165554,0.0103154,0.041874,0.0106619,0.0224401,0.0443718,0,0,0.0366126,0,0.0490922,0.0212994,0.038373,0.0139799,0.0194146,0.0198803,0.0263255,0.0536151,0.0125839,0.0175169,0.0122233,0.0148159,0.01106,0.0310501,0.0074802,0.0101303,0.00726997,0.0409944,0,0.00916064,0.0168561,0.0310682,0,0,0,0,0,0,0,0,0
570,0,0.0377516,0,0,0,0,0.0184688,0,0,0,0.014032,0.0371545,0.00779298,0.0209226,0,0,0.0250367,0,0.0361067,0.0243828,0.0419275,0.00610885,0.0105646,0.00958997,0.0267767,0.0332249,0.00760646,0.00675188,0.00908742,0.00959145,0.0106035,0.00894595,0.0245722,0.02359,0.0288298,0,0.0168896,0.0104571,0.0420713,0.0109526,0.0220984,0.0434515,0,0,0.036556,0,0.0492469,0.0215803,0.0379096,0.0142235,0.0194265,0.0196809,0.0261211,0.0526534,0.0127,0.0173729,0.0120607,0.0144032,0.0112064,0.0310241,0.00768785,0.0103677,0.00730064,0.0402279,0,0.00919954,0.0159514,0.0307789,0,0,0,0,0,0,0,0,0
571,0,0.0320033,0,0,0,0,0.0179939,0,0,0,0.0148095,0.0486201,0.00803419,0.0227902,0,0,0.0186741,0,0.0335697,0.0127181,0.0420917,0.0059669,0.0123535,0.00957084,0.0320645,0.0298224,0.00770168,0.00676301,0.00908719,0.00964482,0.0109011,0.00906612,0.0246209,0.0249495,0.022891,0.0479894,0.00428654,0.0105202,0.0421335,0.0112665,0.0235746,0.0378235,0,0,0.0359341,0,0.0490929,0.0213623,0.0374742,0.0148118,0.018863,0.0197627,0.0321376,0.047484,0.0129204,0.0172058,0.0119015,0.014085,0.0116357,0.0314186,0.00797025,0.0107033,0.00721548,0.0373676,0,0.00911078,0.017399,0.0259978,0,0,0,0,0,0,0,0,0
572,0,0.0327082,0,0,0,0,0.0124575,0,0,0,0.0137271,0.0359639,0.0076917,0.0221458,0,0,0.0263933,0,0.0341185,0.0262927,0.0420654,0.00590463,0.0114603,0.0100196,0.0294949,0.03304,0.00774802,0.00684048,0.00943406,0.00963192,0.0107201,0.00904139,0.024533,0.0240754,0.0285309,0,0.0186232,0.0106212,0.0423183,0.0112368,0.0230559,0.038017,0,0,0.0356896,0,0.0490883,0.0215616,0.0377666,0.0145329,0.0193649,0.0199638,0.029242,0.0460477,0.012871,0.0174546,0.0121712,0.0144019,0.0113742,0.0310836,0.00780051,0.0104885,0.0073458,0.0361313,0.0152694,0.0090677,0.0128588,0.0285237,0,0,0,0,0,0,0,0,0
573,0,0.030697,0,0,0,0,0.0180627,0,0,0,0.0143708,0.0472607,0.00790323,0.0226151,0,0,0.0171566,0,0.0351419,0.012142,0.0420884,0.00597531,0.0120555,0.00977009,0.0313852,0.0310685,0.00763156,0.00667231,0.00922513,0.00955386,0.010821,0.0091091,0.0246474,0.0247747,0.0224135,0.0489447,0.00313745,0.0105279,0.0422236,0.0112907,0.023415,0.0340391,0,0,0.0360381,0,0.0489091,0.021968,0.0375434,0.0146588,0.0189333,0.0195832,0.0315166,0.043343,0.0125856,0.0171947,0.0117931,0.0141298,0.0115179,0.0313518,0.00803118,0.0106382,0.00719534,0.0347898,0.0147851,0.00922241,0.0155379,0.023985,0,0,0,0,0,0,0,0,0
574,0,0.0330684,0,0,0,0,0.0238551,0,0,0,0.013988,0.0464491,0.00783312,0.0222217,0,0,0.0140354,0,0.0364208,0.0101797,0.0420642,0.00592263,0.0116424,0.00994507,0.0302464,0.0368818,0.00759536,0.00660728,0.00933187,0.00962887,0.0107747,0.00906935,0.0247074,0.0244962,0.0229936,0.049456,0.0038595,0.0105365,0.0422847,0.0112902,0.0230189,0.0326452,0,0,0.0372399,0,0.0487872,0.023035,0.0375243,0.0146184,0.0189194,0.0195706,0.0301201,0.0426548,0.0128002,0.0172194,0.0117522,0.0140844,0.0115164,0.0313241,0.00807086,0.0106486,0.0071594,0.0346942,0.01444,0.00955319,0.0186931,0.0233992,0,0,0,0,0,0,0,0,0
575,0,0.0308368,0,0,0,0,0.0217127,0,0,0,0.0140344,0.0452083,0.00785417,0.0225063,0,0,0.0141485,0,0.0371852,0.0104906,0.0421237,0.00588732,0.0119447,0.0100212,0.030788,0.0351546,0.00763616,0.0065304,0.00939837,0.00969969,0.0107837,0.00905844,0.0247146,0.0247026,0.0223147,0.0495564,0.00341078,0.01054,0.0421404,0.0113095,0.0231751,0.0310156,0,0,0.0373178,0,0.0483471,0.0230204,0.0373936,0.0146506,0.0188408,0.019604,0.0307334,0.0406824,0.0125301,0.0172408,0.0117015,0.0140021,0.0116164,0.0313951,0.00812729,0.0107318,0.00713791,0.0333645,0.0141378,0.00978973,0.0170461,0.0219994,0,0,0,0,0,0,0,0,0
576,0,0.0289925,0,0,0,0,0.0188697,0,0,0,0.0141495,0.0438393,0.00781562,0.0229091,0,0,0.0151045,0,0.0378336,0.0115099,0.0422427,0.00584179,0.0123797,0.0102258,0.0315095,0.0332595,0.00770148,0.00648284,0.0095421,0.00967925,0.0107695,0.00908533,0.0247172,0.024799,0.021988,0.0497137,0.00345299,0.0105411,0.0419568,0.0113312,0.0234622,0.0302177,0,0,0.0383051,0,0.047791,0.0234862,0.0372482,0.0147124,0.0187877,0.0197097,0.0316016,0.0394486,0.0123415,0.0172963,0.011685,0.0139559,0.0117194,0.0314308,0.00817914,0.0108259,0.00709912,0.0326054,0.0133452,0.00961371,0.0149035,0.0216995,0,0,0,0,0,0,0,0,0
577,0,0.0302201,0,0,0,0,0.0210074,0,0,0,0.0140901,0.0427233,0.00776472,0.0226756,0,0,0.0149097,0,0.0387359,0.0119295,0.0422934,0.00584589,0.012095,0.0104415,0.0306585,0.0362393,0.00770762,0.00643977,0.0096826,0.00971683,0.0107315,0.00909281,0.0247599,0.0245812,0.022835,0.0502231,0.00438495,0.0105869,0.041644,0.0113866,0.0231948,0.0301658,0,0,0.0402181,0,0.0471806,0.0244876,0.0371999,0.0147141,0.0188081,0.0197687,0.0306712,0.0401604,0.0123065,0.0173876,0.0116712,0.0138669,0.0117793,0.0314186,0.0082283,0.0109132,0.00712029,0.0331204,0.0133913,0.00908485,0.0161504,0.0218738,0,0,0,0,0,0,0,0,0
578,0,0.0314597,0,0,0,0,0.0242513,0,0,0,0.0137699,0.0416345,0.00771591,0.0224666,0,0,0.0144511,0,0.0401829,0.0122453,0.0423215,0.00583547,0.0119013,0.0105592,0.0299868,0.0403506,0.00770606,0.00641135,0.0097758,0.00976985,0.0106905,0.00909003,0.0247997,0.0243986,0.0237184,0.0513486,0.00588009,0.0105266,0.0412716,0.0113998,0.0229833,0.0295469,0,0,0.0421412,0,0.0463081,0.0252642,0.037176,0.0146714,0.0186829,0.0197182,0.0299642,0.0407282,0.0122621,0.017411,0.011628,0.0137407,0.0117836,0.0314186,0.00827111,0.0109427,0.00702844,0.0335573,0.014292,0.00873508,0.0186828,0.0218336,0,0,0,0,0,0,0,0,0
579,0,0.033608,0,0,0,0,0.0234521,0,0,0,0.0127572,0.031458,0.0074654,0.0210935,0,0,0.0229913,0,0.0303657,0.0283538,0.0422748,0.00578539,0.0106276,0.0109134,0.0257744,0.0423418,0.0076757,0.00646576,0.00997525,0.00983854,0.0105473,0.00903573,0.0248534,0.0232569,0.0287492,0,0.0253451,0.0104145,0.0408392,0.011313,0.0217797,0.0317295,0,0,0.0433319,0,0.0452839,0.0255337,0.0373375,0.0143281,0.0191317,0.0196117,0.0251728,0.0425505,0.0123575,0.0174629,0.0117904,0.0138926,0.011423,0.0311884,0.00810749,0.0106871,0.00694749,0.0338067,0.0159081,0.00872937,0.0162362,0.024987,0,0,0,0,0,0,0,0,0
580,0,0.0326196,0,0,0,0,0.0216115,0,0,0,0.0130752,0.0309854,0.00754782,0.0211469,0,0,0.0243532,0,0.0300398,0.0307521,0.0423521,0.00574647,0.0108404,0.0108542,0.0259911,0.0416532,0.0076195,0.00641944,0.0099262,0.00978227,0.0105577,0.00904463,0.0248763,0.0234353,0.0285873,0,0.0281915,0.010169,0.0402681,0.0112187,0.0218439,0.0312192,0,0,0.0441483,0,0.0440402,0.0256539,0.0371466,0.0142242,0.0190729,0.0194045,0.0253898,0.0417152,0.012313,0.01719,0.0117346,0.0138107,0.0112732,0.0313165,0.00811615,0.0105511,0.00666006,0.0333316,0.0172386,0.00907899,0.0143911,0.0247521,0,0,0,0,0,0,0,0,0
581,0,0.0333588,0,0,0,0,0.023197,0,0,0,0.0131661,0.0307259,0.00755264,0.0209199,0,0,0.0256343,0,0.0298758,0.0333727,0.0423041,0.0057731,0.0105751,0.0109502,0.0254972,0.0440463,0.00742179,0.00643349,0.0100032,0.00983241,0.0105622,0.00906463,0.0249441,0.0233386,0.0291762,0,0.0309257,0.0103617,0.0397931,0.0113618,0.0215496,0.0313074,0,0,0.0453073,0,0.0431592,0.0261493,0.0371734,0.0144798,0.0190525,0.0196046,0.0246951,0.0423304,0.0121709,0.0174087,0.0117075,0.0137574,0.0114891,0.0314141,0.00822707,0.0108178,0.00682125,0.0337997,0.019088,0.00951122,0.0157554,0.0247647,0,0,0,0,0,0,0,0,0
582,0,0.0341746,0,0,0,0,0.0254982,0,0,0,0.012916,0.0303334,0.00756851,0.0206721,0,0,0.0271026,0,0.0296506,0.036034,0.0422963,0.00577688,0.0103454,0.0110235,0.024878,0.0471079,0.00731621,0.00647617,0.0100765,0.00986941,0.0105532,0.00906963,0.0249742,0.0233048,0.0298475,0,0.0334888,0.010415,0.0394452,0.0113703,0.0212873,0.0312248,0,0,0.0465378,0,0.0423503,0.026584,0.0371897,0.0145119,0.0190187,0.0197098,0.0240114,0.043008,0.0120527,0.0175487,0.0116646,0.0136981,0.0116408,0.0314437,0.00829304,0.0109832,0.00690129,0.0342539,0.021336,0.0102665,0.0178677,0.0247161,0,0,0,0,0,0,0,0,0
583,0,0.0344578,0,0,0,0,0.0281182,0,0,0,0.0132768,0.0300828,0.0095089,0.0162443,0,0,0.028005,0,0.0296306,0.0381854,0.0407754,0.00741239,0.00926486,0.0087534,0.0211697,0.0500028,0.00585732,0.00542609,0.00724599,0.0101241,0.0114489,0.00993931,0.0266754,0.0233509,0.0299144,0,0.0357907,0.0197316,0.0391789,0.0215589,0.0175639,0.0312831,0,0,0.0473532,0,0.0414272,0.0265972,0.0375012,0.0255016,0.0156142,0.0119708,0.0219395,0.0434437,0.0101564,0.0134686,0.00793031,0.0109342,0.0160147,0,0.0155182,0.0177831,0.0145564,0.034185,0.0240104,0.01142,0.0210435,0.025281,0,0,0,0,0,0,0,0,0
584,0,0.0353574,0,0,0,0,0.028865,0,0,0,0.0131517,0.0299097,0.00766379,0.0201329,0,0,0.0312515,0,0.0297039,0.0413259,0.0423318,0.00592017,0.0100435,0.0108977,0.0238133,0.0527694,0.00727469,0.00647688,0.00993509,0.00980948,0.0105113,0.00906972,0.0250111,0.0233462,0.0321191,0,0.0384581,0.00964118,0.0389618,0.0108082,0.0207538,0.0313039,0,0,0.0518078,0,0.0405521,0.0286752,0.0371234,0.0140982,0.0189913,0.0194807,0.0228947,0.0447873,0.0117523,0.0174658,0.0114718,0.0133681,0.0117195,0.0313897,0.0082862,0.0110094,0.00636829,0.0354975,0,0.0135259,0.0209712,0.025507,0,0,0,0,0,0,0,0,0
585,0,0.0359708,0,0,0,0,0.0310017,0,0,0,0.0134619,0.029784,0.00941763,0.0161431,0,0,0.0320471,0,0.0298128,0.0427946,0.0408214,0.00750679,0.00920082,0.00902763,0.0208608,0.055321,0.00589015,0.00550303,0.00743613,0.0102027,0.0113796,0.00995267,0.0267216,0.0231659,0.0322651,0,0.0400634,0.0197633,0.0385674,0.0216684,0.0174802,0.0320447,0,0,0.0528911,0,0.0394863,0.028961,0.0374965,0.025654,0.0154707,0.0118947,0.0216207,0.0460084,0.0103894,0.0135689,0.00794245,0.010969,0.0162048,0,0.0156992,0.0179694,0.014497,0.0359904,0,0.0152357,0.0236162,0.0260427,0,0,0,0,0,0,0,0,0
586,0,0.0357647,0,0,0,0,0.0305074,0,0,0,0.0128227,0.0296611,0.00754628,0.0200506,0,0,0.0344922,0,0.0299194,0.0448536,0.0423604,0.00588732,0.0100119,0.0112428,0.0233931,0.0568989,0.00741866,0.00662182,0.0102692,0.00992982,0.0104878,0.00909381,0.0250392,0.0231423,0.0340269,0,0.0417168,0.00980721,0.0383889,0.0110083,0.0206819,0.0313283,0,0,0.0534782,0,0.0383493,0.0289809,0.0371342,0.0142952,0.018708,0.0194876,0.0224882,0.0457629,0.0122664,0.0175809,0.0114493,0.0132958,0.0117834,0.0314709,0.00837395,0.0111744,0.00652337,0.0360708,0,0,0.0224624,0.0254711,0,0,0,0,0,0,0,0,0
587,0,0.0361724,0,0,0,0,0.0311431,0,0,0,0.0126225,0.0294461,0.0074807,0.020224,0,0,0.0356499,0,0.0299112,0.0459443,0.0424679,0.00578892,0.0101977,0.0115231,0.0236183,0.0586509,0.00742718,0.00668987,0.0105047,0.0100971,0.010573,0.00914088,0.0250474,0.0231472,0.0349965,0,0.0427745,0.0101425,0.0381605,0.0111803,0.020809,0.0318261,0,0,0.0542141,0,0.0373929,0.0291051,0.0371134,0.014352,0.0187308,0.0197288,0.0227441,0.0464136,0.0121053,0.0177064,0.0115302,0.0134288,0.0118415,0.0314166,0.00837517,0.0112594,0.00677345,0.0366564,0,0,0.0229814,0.0256514,0,0,0,0,0,0,0,0,0
588,0,0.0369328,0,0,0,0,0.0317811,0,0,0,0.0125374,0.0291569,0.00740618,0.020245,0,0,0.0371106,0,0.029752,0.046929,0.0424586,0.0058556,0.0101571,0.0117583,0.0237509,0.0604833,0.00738172,0.00673168,0.0104454,0.0103179,0.0107086,0.00915955,0.0251002,0.0230812,0.0366164,0,0.0436616,0.0104538,0.0374343,0.011532,0.0207686,0.0325027,0,0,0.0501608,0,0.0363553,0.0271371,0.0371661,0.0146104,0.0186647,0.0197996,0.0228771,0.0465876,0.0119292,0.0177878,0.0115814,0.013511,0.0118803,0.0314698,0.00850276,0.01136,0.00695359,0.0366517,0.0372446,0.0213133,0.0234007,0.0262036,0,0,0,0,0,0,0,0,0
589,0,0.0372178,0,0,0,0,0.0320928,0,0,0,0.0124706,0.0290236,0.00734004,0.0203433,0,0,0.0379368,0,0.0297544,0.0473016,0.0423959,0.00590247,0.0101089,0.0120222,0.0238629,0.0618048,0.00740088,0.00681252,0.0102225,0.0104391,0.0107776,0.00921594,0.0251406,0.0229964,0.037895,0,0.0440724,0.0108366,0.0371453,0.0120349,0.0207885,0.0328574,0,0,0.0497521,0,0.035494,0.0277426,0.0372557,0.0150877,0.0185472,0.0198257,0.023095,0.0471863,0.0119802,0.0178904,0.0116549,0.0134617,0.011923,0.0316211,0.00865219,0.0115187,0.00714696,0.0369493,0.0398441,0.0250159,0.0235486,0.0265536,0,0,0,0,0,0,0,0,0
590,0,0.0359689,0,0,0,0,0.0307557,0,0,0,0.0123188,0.0291031,0.00728423,0.0202109,0,0,0.0378585,0,0.0299148,0.0469175,0.0424922,0.00584959,0.0101513,0.0123241,0.0231249,0.0613523,0.00737808,0.00690531,0.0109204,0.0105814,0.010722,0.00926217,0.0251758,0.0227017,0.0382028,0,0.0436531,0.0110252,0.0363979,0.0122431,0.0205992,0.0320725,0,0,0.044309,0,0.0349299,0.0270179,0.0372232,0.0152693,0.0184346,0.019875,0.0224289,0.0453544,0.0121758,0.0179441,0.0116935,0.0134794,0.012032,0.0317155,0.0087502,0.0116847,0.00729595,0.0348089,0.0461534,0,0.0223915,0.0260843,0,0,0,0,0,0,0,0,0
591,0,0.0218735,0,0,0,0,0.0216065,0,0,0,0.00871125,0.031923,0.00585678,0.0169853,0,0,0.0148798,0,0.031479,0.029382,0.044453,0.00455077,0.0119687,0.013876,0.0116901,0.0291962,0.00820988,0.00831251,0.0154501,0.0103089,0.00966527,0.00839564,0.0241852,0.0180253,0.0119882,0,0.0312021,0.0111587,0.0314225,0.011942,0.0175326,0.0271754,0,0,0.0612644,0,0.0296215,0.0591298,0.0366268,0.0145714,0.0187919,0.0195203,0.00931582,0.0563106,0.0126613,0.0182962,0.0118324,0.013915,0.0118838,0.0317508,0.00884593,0.0120751,0.00847299,0.042049,0.0695921,0,0.0195453,0.0166693,0,0,0,0,0,0,0,0,0
592,0,0.0216964,0,0,0,0,0.0222453,0,0,0,0.00864739,0.0318136,0.00569493,0.0170668,0,0,0.0139866,0,0.0313228,0.0280179,0.0446297,0.00446685,0.0121467,0.0142274,0.0117315,0.0283428,0.00837595,0.00851116,0.0161239,0.0104353,0.00970974,0.00840539,0.024111,0.0179254,0.0126539,0,0.0300167,0.0110407,0,0.011813,0.0174587,0.0271192,0,0,0.0665827,0,0.00457635,0.0616309,0.0365094,0.0144738,0.0188545,0.0196165,0.00912031,0.0598377,0.0126107,0.0183999,0.0118636,0.014246,0.0118649,0.0318239,0.00880226,0.0120811,0.00849835,0.048757,0.0986974,0,0.0203485,0.0166479,0,0,0,0,0,0,0,0,0
