Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79,x81
36,0.0263287,0,0,0,0,0.0417918,0,0,0,0,0,0,0.0375799,0.0192899,0.0308386,0.0171791,0,0,0.0358557,0,0.0348967,0.0212123,0.0382324,0.026701,0.0110906,0.00998189,0.0357638,0.0659025,0.0153145,0.0156849,0.0117669,0.013563,0.0198207,0.0165179,0.0201047,0.0418719,0.0436566,0.00939803,0.0101928,0.0142364,0.0278727,0.016496,0.0184062,0.0318325,0,0,0.0342551,0,0.0347488,0.0183594,0.0391821,0.024616,0.0196246,0.0197885,0.0309574,0.0369823,0.00820682,0.0155631,0.00868097,0.00954247,0.0159333,0.0319669,0.00775655,0.0171604,0.0135008,0.02851,0.0362268,0.00443832,0.0365349,0.0151548,0,0,0,0,0,0,0
37,0.0263629,0,0,0,0,0.0418226,0,0,0,0,0,0,0.0374338,0.0194582,0.0306983,0.0172221,0,0,0.0359167,0,0.0348677,0.0212402,0.0382057,0.0270561,0.0110651,0.00985048,0.0357407,0.0658758,0.0152473,0.0154871,0.011619,0.0135344,0.0197588,0.0164849,0.0201636,0.0417084,0.0437299,0.00922736,0.0102468,0.0142941,0.0278937,0.0165357,0.0183935,0.0318601,0,0,0.0342214,0,0.0347298,0.0183739,0.0391923,0.0246454,0.0196251,0.0197531,0.0309293,0.0370588,0.00799208,0.0155619,0.00881308,0.00948985,0.0159081,0.0319279,0.00776506,0.0171532,0.0135649,0.0285443,0.0362549,0.00438849,0.0365526,0.0151677,0,0,0,0,0,0,0
38,0.0263944,0,0,0,0,0.0418428,0,0,0,0,0,0,0.0373355,0.0195278,0.0305546,0.0172669,0,0,0.0360007,0,0.0348445,0.0212527,0.0381879,0.0275996,0.0110571,0.00970394,0.0357686,0.0658964,0.0151621,0.0153494,0.0114575,0.0135216,0.0197111,0.0164332,0.0202282,0.0415273,0.0437415,0.00914398,0.0102479,0.0142916,0.0279085,0.0164525,0.0184187,0.0318657,0,0,0.0341871,0,0.0347179,0.018398,0.0392085,0.024532,0.0196521,0.0196558,0.0309131,0.0371578,0,0.0155475,0.00917545,0.00950297,0.0157946,0.0318947,0.0076769,0.0170386,0.0135362,0.0285986,0.0362936,0.00434839,0.0365677,0.0151931,0,0,0,0,0,0,0
39,0.026426,0,0,0,0,0.0418566,0,0,0,0,0,0,0.0371577,0.0193484,0.0305864,0.017224,0,0,0.0360561,0,0.0347858,0.0212931,0.0382041,0.0270054,0.0110443,0.00962415,0.0357684,0.0658975,0.0150722,0.0152605,0.0113532,0.0135469,0.0197147,0.0164969,0.0202563,0.0414171,0.0437593,0.00918887,0.0102353,0.014425,0.0279337,0.0165563,0.0183777,0.0318593,0,0,0.0341685,0,0.0347081,0.0184326,0.0391902,0.0246658,0.0195925,0.0197282,0.0309289,0.0372419,0.0077654,0.0155115,0.00924454,0.00951325,0.0159689,0.0319452,0.00780525,0.0172185,0.0135537,0.0286793,0.0362904,0.00428285,0.0365929,0.0152201,0,0,0,0,0,0,0
40,0.0264777,0,0,0,0,0.0418768,0,0,0,0,0,0,0.0370413,0.019245,0.0306075,0.0172179,0,0,0.0360778,0,0.0347705,0.0213429,0.0382417,0.0266133,0.0110383,0.00956513,0.035782,0.0658853,0.0149537,0.0151851,0.0112745,0.0135472,0.0197201,0.0165348,0.0202635,0.0413411,0.0437601,0.00921495,0.0102177,0.0143991,0.0279571,0.0165261,0.0183386,0.031849,0,0,0.03416,0,0.0347125,0.0184722,0.0391165,0.0245688,0.0195246,0.0197037,0.0309314,0.0372743,0.00791522,0.015434,0.0088412,0.00948228,0.0158823,0.0319538,0.00778232,0.0171322,0.0135394,0.0286689,0.0362473,0.00419377,0.03663,0.0152566,0,0,0,0,0,0,0
41,0.0265144,0,0,0,0,0.0418826,0,0,0,0,0,0,0.0369907,0.0192394,0.030572,0.0173921,0,0,0.036089,0,0.0347692,0.0213411,0.0382396,0.0265726,0.0110226,0.00950343,0.0357914,0.0659417,0.0148488,0.0150976,0.0112018,0.0135378,0.0197124,0.0165542,0.0202702,0.0412807,0.0437787,0.00918513,0.0102129,0.0143811,0.0279871,0.0165115,0.0183358,0.0318228,0,0,0.0341198,0,0.0347115,0.0184893,0.0391104,0.0245256,0.0194657,0.0196724,0.0309198,0.0372391,0.0080957,0.0154075,0.00876179,0.00945957,0.0158185,0.0319523,0.00775401,0.0170701,0.0135383,0.0286425,0.0361711,0.0041333,0.0366256,0.0152821,0,0,0,0,0,0,0
42,0.0265525,0,0,0,0,0.0418671,0,0,0,0,0,0,0.0369475,0.0192676,0.0305185,0.0174811,0,0,0.0361429,0,0.0347588,0.0213762,0.0382305,0.0266064,0.0109982,0.0094769,0.0357932,0.0659507,0.014798,0.0150329,0.0111382,0.013535,0.0196964,0.0165437,0.0202789,0.0412963,0.0438474,0.00913757,0.0102251,0.0143852,0.0280023,0.0165203,0.0183517,0.0317983,0,0,0.0340783,0,0.0346906,0.018495,0.0391177,0.024558,0.0194428,0.0196749,0.0309163,0.0372539,0.00787798,0.0153927,0.00893213,0.00945266,0.0158081,0.0319593,0.00776219,0.0170569,0.0135504,0.0286167,0.0360625,0.00411496,0.0365814,0.0153023,0,0,0,0,0,0,0
43,0.0265876,0,0,0,0,0.0418308,0,0,0,0,0,0,0.0369246,0.0193123,0.0304743,0.0174919,0,0,0.0362037,0,0.0347732,0.0214272,0.0382341,0.0265916,0.0109837,0.00944165,0.0357814,0.0659279,0.0147635,0.0149144,0.0110837,0.0135124,0.0196566,0.0165109,0.020285,0.0412556,0.0438956,0.00909865,0.0102552,0.0143636,0.0280274,0.0165171,0.0183348,0.0317438,0,0,0.0340198,0,0.0346612,0.0185097,0.0391152,0.0245861,0.0194331,0.0196725,0.0308909,0.037298,0.00766532,0.0153935,0.00889734,0.00946867,0.0158196,0.0319568,0.0077669,0.0170721,0.0135629,0.0286388,0.0359342,0.00409391,0.0365204,0.015326,0,0,0,0,0,0,0
44,0.026635,0,0,0,0,0.0418171,0,0,0,0,0,0,0.0368703,0.0193103,0.0304492,0.0174737,0,0,0.0362536,0,0.0348308,0.0214387,0.0382519,0.0265394,0.0109694,0.00941039,0.035765,0.0659507,0.0147221,0.0148098,0.0110261,0.0134875,0.0196232,0.0165003,0.0202962,0.0411958,0.0439344,0.00912221,0.010253,0.0143697,0.0280494,0.0164976,0.0182571,0.0316977,0,0,0.0340178,0,0.0346386,0.0185557,0.0390863,0.0245702,0.0194275,0.0196317,0.0308861,0.0372881,0.00763436,0.0153369,0.00909179,0.00945776,0.0157977,0.0319612,0.00773232,0.0170503,0.0135921,0.028581,0.0357902,0.00405221,0.0364716,0.0153635,0,0,0,0,0,0,0
45,0.0266757,0,0,0,0,0.0417456,0,0,0,0,0,0,0.0371373,0.019185,0.0304368,0.0174656,0,0,0.0362937,0,0.0348819,0.0214534,0.0383036,0.0265402,0.0109588,0.00938164,0.0357329,0.065971,0.0146539,0.0147552,0.010975,0.0134665,0.0196156,0.0165217,0.0203121,0.0411476,0.0439632,0.00922063,0.0102224,0.0143895,0.0280762,0.016463,0.0182811,0.0316021,0,0,0.0339669,0,0.0346162,0.0185839,0.039053,0.0245281,0.0194301,0.0196036,0.0308967,0.0372547,0.00757186,0.01527,0.00908129,0.00946367,0.0157729,0.0319414,0.00771624,0.0170221,0.013582,0.02856,0.0356578,0.00400392,0.0364166,0.0153802,0,0,0,0,0,0,0
46,0.0267336,0,0,0,0,0.0416582,0,0,0,0,0,0,0.0372355,0.0192103,0.0304059,0.0175132,0,0,0.0363725,0,0.0348582,0.0215299,0.0383475,0.0265865,0.010967,0.00936806,0.0357142,0.0659855,0.0146212,0.0147073,0.0109452,0.0134936,0.0196399,0.0165123,0.0203154,0.0411986,0.0440328,0.00913197,0.0102425,0.0144965,0.0281088,0.0164863,0.0183203,0.0314882,0,0,0.0339225,0,0.0345972,0.0186034,0.0390517,0.0245623,0.0194036,0.0196437,0.0308905,0.0372612,0.00745229,0.0153088,0.00877678,0.00946657,0.015805,0.0319318,0.00774713,0.0170395,0.0135786,0.0285576,0.0356032,0.0039604,0.0363265,0.0153994,0,0,0,0,0,0,0
47,0.0268284,0,0,0,0,0.0415911,0,0,0,0,0,0,0.0372248,0.019258,0.03038,0.0174747,0,0,0.0364359,0,0.0348547,0.0215822,0.0383774,0.0266159,0.0109601,0.00935657,0.0356969,0.0660376,0.0146249,0.0146473,0.0109259,0.013546,0.0196831,0.0165181,0.0203114,0.0412603,0.0441181,0.00905516,0.0102886,0.0146337,0.028155,0.0165411,0.0183392,0.031357,0,0,0.0338992,0,0.0345861,0.0186032,0.0390092,0.0246454,0.0194339,0.0196629,0.0308654,0.0373045,0.00725279,0.0153459,0.00864498,0.00944736,0.0158483,0.0319208,0.00777369,0.0170814,0.0135982,0.0285786,0.0355702,0.00388642,0.0362155,0.0154378,0,0,0,0,0,0,0
48,0.0269356,0,0,0,0,0.0415012,0,0,0,0,0,0,0.0373178,0.0192595,0.030389,0.0174411,0,0,0.0364443,0,0.0348993,0.021587,0.0384367,0.0265311,0.0109396,0.00936786,0.0356359,0.0661091,0.0146198,0.0146167,0.0109229,0.0135763,0.0196784,0.016546,0.0203037,0.0413442,0.0441489,0.00903259,0.0103005,0.0145806,0.0281943,0.0166009,0.0182819,0.0312313,0,0,0.0338265,0,0.0345789,0.0185848,0.0389705,0.0247335,0.0195837,0.0196807,0.0308083,0.0373445,0.007319,0.0153474,0.00862781,0.00942339,0.0158943,0.031919,0.00780689,0.0171429,0.0136416,0.028572,0.0355437,0.00383094,0.0361166,0.0154979,0,0,0,0,0,0,0
49,0.0270147,0,0,0,0,0.0413856,0,0,0,0,0,0,0.0373013,0.0192248,0.0303975,0.0174576,0,0,0.0364532,0,0.0349294,0.0215839,0.0384764,0.0265132,0.0109341,0.00940147,0.0355883,0.0661519,0.0146305,0.0146084,0.0109471,0.013574,0.0196547,0.0165753,0.0202875,0.0413068,0.0442023,0.00900619,0.0102943,0.0145813,0.0282063,0.0166432,0.0182159,0.0311067,0,0,0.0337267,0,0.0345338,0.0185905,0.0389828,0.024785,0.0196473,0.0197545,0.0307674,0.0374017,0.00701961,0.0153549,0.00861907,0.00943142,0.0159407,0.0319188,0.00785782,0.0171938,0.013684,0.0285064,0.035499,0.00379243,0.0359957,0.0155426,0,0,0,0,0,0,0
50,0.027097,0,0,0,0,0.0412764,0,0,0,0,0,0,0.037156,0.019203,0.0303555,0.0174823,0,0,0.0364717,0,0.03494,0.0215869,0.0385055,0.0265264,0.0109367,0.00941178,0.0355341,0.0661848,0.0146737,0.0146127,0.0109809,0.0135661,0.0196742,0.0165725,0.0202441,0.0412865,0.0442201,0.00896381,0.0103141,0.014651,0.0282191,0.016654,0.0181979,0.0309754,0,0,0.033667,0,0.0344716,0.0186345,0.0389991,0.0247966,0.0196367,0.0198156,0.0307743,0.0374606,0.00683318,0.0153538,0.00862679,0.00945119,0.0159635,0.0319241,0.00787144,0.0172032,0.013723,0.0283963,0.0354103,0.00374491,0.035845,0.0155778,0,0,0,0,0,0,0
51,0.0272057,0,0,0,0,0.041137,0,0,0,0,0,0,0.0371615,0.0192415,0.0302928,0.0174929,0,0,0.0364748,0,0.0349985,0.0215821,0.0385317,0.0265126,0.0109322,0.0094382,0.035478,0.0662402,0.0147176,0.0147208,0.0110141,0.0135912,0.0197088,0.0165617,0.0201948,0.0412893,0.0442547,0.00890619,0.010372,0.0147865,0.028264,0.0166467,0.0181618,0.0308031,0,0,0.0336071,0,0.0344283,0.0186655,0.0390184,0.0248004,0.0195967,0.0198353,0.0307752,0.0375277,0.00677805,0.0153622,0.00861764,0.00943781,0.0159489,0.0319187,0.00785145,0.0171729,0.0137367,0.028294,0.0352716,0.00367202,0.0356449,0.0156145,0,0,0,0,0,0,0
52,0.027353,0,0,0,0,0.0409631,0,0,0,0,0,0,0.0373093,0.0193496,0.0302631,0.0174841,0,0,0.0364472,0,0.0351004,0.0215899,0.0385546,0.0264488,0.0108995,0.00947804,0.0354441,0.0663423,0.0147689,0.0147045,0.0110602,0.0136144,0.0197306,0.0165477,0.0201594,0.0413522,0.0443118,0.00882199,0.0104318,0.0148248,0.0283239,0.0166323,0.0181378,0.030625,0,0,0.0335256,0,0.0343968,0.018686,0.0390402,0.024815,0.019574,0.0198004,0.0307508,0.0375987,0.00681088,0.0153601,0.00860598,0.00941205,0.0159156,0.0319147,0.00783558,0.0171514,0.0137379,0.0282148,0.0350889,0.00362203,0.0354014,0.0156735,0,0,0,0,0,0,0
53,0.0274733,0,0,0,0,0.0407336,0,0,0,0,0,0,0.0373987,0.0193763,0.0302716,0.0174794,0,0,0.0364048,0,0.0351733,0.0215783,0.0386053,0.0264186,0.0108802,0.00949744,0.0354312,0.0664387,0.014859,0.014772,0.0111023,0.0136153,0.0197367,0.0165152,0.0201394,0.0414532,0.0443512,0.00875246,0.0104704,0.0147363,0.0283706,0.0165999,0.0181589,0.0304303,0,0,0.0334638,0,0.0343311,0.0186892,0.0390353,0.0247841,0.0195326,0.0197483,0.0307217,0.0376633,0.00689377,0.015367,0.00862002,0.00940237,0.0159014,0.0319219,0.00783213,0.0171425,0.0137275,0.0281334,0.0348566,0.00359945,0.0351282,0.0157061,0,0,0,0,0,0,0
54,0.0275651,0,0,0,0,0.040481,0,0,0,0,0,0,0.0373456,0.0192566,0.0302882,0.0175232,0,0,0.0364008,0,0.0351821,0.0215985,0.0386676,0.0264197,0.010883,0.00950226,0.0354153,0.0665348,0.0149638,0.0148497,0.0111391,0.0135997,0.0197066,0.0165331,0.0200995,0.0414456,0.0443431,0.00873748,0.0104603,0.0147454,0.0284414,0.0165683,0.0181898,0.0302431,0,0,0.0334162,0,0.0342907,0.0186293,0.0390518,0.0247392,0.0194827,0.0197391,0.0307292,0.037713,0.0069036,0.0153761,0.00861074,0.00938932,0.0158961,0.03192,0.007832,0.0171381,0.0137104,0.0280433,0.034571,0.00357685,0.0348474,0.0156791,0,0,0,0,0,0,0
55,0.0276559,0,0,0,0,0.0402391,0,0,0,0,0,0,0.0371666,0.0191648,0.0302734,0.0175967,0,0,0.0364064,0,0.035203,0.0216419,0.0387094,0.0264102,0.010895,0.00950974,0.035384,0.0666293,0.0150508,0.0149685,0.0111758,0.0136031,0.0196907,0.0165734,0.020053,0.04145,0.0442975,0.00871705,0.0104693,0.0147572,0.0285271,0.0165674,0.018159,0.0300961,0,0,0.0333046,0,0.034252,0.0185056,0.0390276,0.0247215,0.0194272,0.0197291,0.030753,0.0377932,0.00689478,0.0153568,0.00858054,0.00937402,0.0158862,0.031895,0.00784257,0.0171328,0.0137,0.0279226,0.0341372,0.00356286,0.034587,0.015617,0,0,0,0,0,0,0
56,0.0277464,0,0,0,0,0.0399858,0,0,0,0,0,0,0.0370728,0.0191062,0.0302366,0.0176248,0,0,0.0364019,0,0.0352858,0.021732,0.0387479,0.026377,0.0109111,0.00951873,0.0353836,0.0666955,0.015136,0.0150758,0.0112123,0.01359,0.0196892,0.016577,0.0200146,0.0414298,0.0442113,0.00870559,0.0105375,0.0148139,0.0286054,0.0165646,0.0181234,0.0299487,0,0,0.0331377,0,0.0342036,0.0182712,0.0390386,0.0247049,0.0193287,0.0196928,0.0308104,0.0378479,0.00693765,0.0153661,0.00858685,0.00937728,0.0158804,0.0318593,0.00783051,0.0171169,0.0136783,0.0277452,0.0335336,0.00368332,0.0342938,0.0155179,0,0,0,0,0,0,0
57,0.0277897,0,0,0,0,0.039631,0,0,0,0,0,0,0.0370359,0.0190308,0.0302,0.0176723,0,0,0.0364157,0,0.0354103,0.0219205,0.0387914,0.026317,0.010934,0.00953908,0.0354355,0.0667165,0.0152667,0.0150659,0.0112472,0.0135756,0.0196623,0.0165556,0.0199548,0.0414248,0.0441056,0.00869612,0.0106599,0.014685,0.0287075,0.0164302,0.0182215,0.0297246,0,0,0.0329446,0,0.034149,0.0179031,0.0390502,0.0245163,0.0191636,0.0196125,0.0308695,0.0378476,0,0.015385,0.00855908,0.00940566,0.0157001,0.0318051,0.00768372,0.0169273,0.0136026,0.0275619,0.0326305,0.00401841,0.0338718,0.0153923,0,0,0,0,0,0,0
58,0.0277537,0,0,0,0,0.0392155,0,0,0,0,0,0,0.0371004,0.0189079,0.0301658,0.0177289,0,0,0.0364525,0,0.0355586,0.0222344,0.0388587,0.0262897,0.0109039,0.00954729,0.0354194,0.0666791,0.0154408,0.0151739,0.0112951,0.0135866,0.0196373,0.0165264,0.019913,0.0414543,0.044009,0.00873818,0.0107959,0.0146642,0.0289386,0.016371,0.018278,0.0294394,0,0,0.0327302,0,0.0341655,0.0173181,0.0390501,0.0244345,0.0190398,0.0196046,0.0308864,0.0376986,0,0.0154078,0.00854259,0.00939833,0.0156528,0.0317981,0.00763127,0.0168656,0.0135604,0.0272984,0.0314553,0.00466054,0.0334145,0.0152816,0,0,0,0,0,0,0
59,0.0276645,0,0,0,0,0.0386962,0,0,0,0,0,0,0.0370413,0.0187403,0.0300801,0.0177854,0,0,0.0365448,0,0.0356891,0.0226667,0.0389754,0.0262422,0.0108441,0.00952713,0.0353524,0.0665819,0.0155677,0.0152751,0.0113195,0.0135468,0.0196045,0.0164747,0.0198667,0.0414711,0.0438788,0.00880415,0.0110242,0.0145582,0.0292626,0.0162919,0.018358,0.0290592,0,0,0.0324496,0,0.0342508,0.0166183,0.0390135,0.0243254,0.018963,0.0196321,0.0308718,0.0374819,0,0.0154266,0.00856674,0.00940036,0.0156465,0.0318076,0.00763171,0.0168444,0.0134875,0.0268799,0.029849,0.00563899,0.0328128,0.0152293,0,0,0,0,0,0,0
60,0.0274882,0,0,0,0,0.038205,0,0,0,0,0,0,0.036901,0.018609,0.0299742,0.0177969,0,0,0.0367153,0,0.0357949,0.0230917,0.0391007,0.026146,0.010748,0.00949926,0.0351879,0.0663625,0.0156396,0.015355,0.0113239,0.013467,0.0195545,0.0164192,0.0198107,0.0413299,0.0437226,0.0088899,0.0113509,0.0145183,0.0295247,0.0162161,0.0184018,0.028624,0,0,0.0321426,0,0.0342287,0.0158196,0.0389812,0.0241896,0.0188983,0.01964,0.0307279,0.0371091,0,0.0154438,0.00858771,0.00942697,0.0156417,0.031844,0.00763321,0.0168167,0.013384,0.0262807,0.0278493,0.0069556,0.0322215,0.0151243,0,0,0,0,0,0,0
61,0.0273027,0,0,0,0,0.0375989,0,0,0,0,0,0,0.0369502,0.0185694,0.0298807,0.0177204,0,0,0.0369338,0,0.0358812,0.0234273,0.0391829,0.0260713,0.0106113,0.00946391,0.0348886,0.0660022,0.0156948,0.0155123,0.0113361,0.0134395,0.0194827,0.0163831,0.0197616,0.0410858,0.0434926,0.00897405,0.0117273,0.0147564,0.0297016,0.0163694,0.0183926,0.0281347,0,0,0.0318316,0,0.0340911,0.0150818,0.0389794,0.0243784,0.018779,0.0197551,0.0304809,0.0367669,0.00767638,0.0154779,0.00865144,0.00946794,0.0157422,0.0318218,0.00769697,0.0169272,0.0134945,0.025684,0.0253668,0.00852093,0.0315512,0.0149897,0,0,0,0,0,0,0
62,0.0271184,0,0,0,0,0.0369302,0,0,0,0,0,0,0.0368385,0.0185523,0.0297575,0.0174816,0,0,0.0372429,0,0.03592,0.0236636,0.0392937,0.025983,0.010447,0.00945889,0.0345086,0.0655254,0.0157532,0.015581,0.0113452,0.0134343,0.0194339,0.0163635,0.019675,0.0409863,0.0432917,0.00908944,0.0120571,0.0146962,0.0297957,0.0162705,0.0183817,0.0276505,0,0,0.0315361,0,0.0338437,0.014416,0.0388984,0.0241679,0.0187019,0.019603,0.0301483,0.0364125,0,0.0154835,0.00854263,0.00943932,0.0154543,0.0317413,0.00751643,0.0166329,0.0134757,0.0251209,0.0226586,0.0102668,0.0308553,0.0148417,0,0,0,0,0,0,0
63,0.0269625,0,0,0,0,0.0362319,0,0,0,0,0,0,0.0365522,0.0186136,0.0296328,0.0170877,0,0,0.0376261,0,0.0359057,0.0238728,0.0394201,0.0258756,0.0102439,0.00948763,0.0340377,0.0650099,0.0158234,0.0156649,0.0113748,0.0134483,0.0194039,0.0163313,0.0195925,0.0409619,0.0431355,0.00920764,0.0123682,0.0146829,0.0298016,0.0162545,0.0182903,0.027205,0,0,0.0313888,0,0.0334938,0.0138738,0.0388547,0.0240937,0.0186165,0.0195182,0.0297071,0.0360991,0,0.0155135,0.00853417,0.00939163,0.0153986,0.0317265,0.00750592,0.0165627,0.0134377,0.0245765,0.0200383,0.0122005,0.0301146,0.0147341,0,0,0,0,0,0,0
64,0.0269348,0,0,0,0,0.0354423,0,0,0,0,0,0,0.0364474,0.0186288,0.0295922,0.0167878,0,0,0.0379407,0,0.0357743,0.0240204,0.0395326,0.0258568,0.0100313,0.00952321,0.0334296,0.0641789,0.0158906,0.0157162,0.011465,0.0134394,0.0193544,0.0162998,0.0195223,0.0407994,0.0428847,0.00934988,0.0127019,0.0147131,0.029719,0.0162379,0.0181402,0.0267173,0,0,0.0313235,0,0.033143,0.013654,0.0388271,0.0239886,0.018537,0.0194313,0.029134,0.0360202,0,0.0155369,0.00852946,0.00932835,0.015337,0.0317416,0.00750645,0.0164898,0.0133998,0.0241455,0.0172223,0.0143735,0.0291963,0.0147367,0,0,0,0,0,0,0
65,0.0268361,0,0,0,0,0.0347215,0,0,0,0,0,0,0.0364214,0.0186059,0.0295124,0.0168945,0,0,0.0383135,0,0.035633,0.0242722,0.0396517,0.0258203,0.00977651,0.00954961,0.0327299,0.0632638,0.0159589,0.0158648,0.0115294,0.0133912,0.0192676,0.016273,0.0194288,0.0405909,0.0425904,0.00961136,0.0131488,0.0146963,0.0296652,0.0161781,0.0179883,0.026238,0,0,0.0313298,0,0.0327209,0.0137453,0.0387949,0.0238577,0.0184702,0.0193797,0.0284642,0.0358379,0,0.0155463,0.00855435,0.00930305,0.0152416,0.0317401,0.00746449,0.0163688,0.0133425,0.0238374,0.0147604,0.0169437,0.0283612,0.0147136,0,0,0,0,0,0,0
66,0.0267668,0,0,0,0,0.0340035,0,0,0,0,0,0,0.0364975,0.0185616,0.0293962,0.0168776,0,0,0.0385903,0,0.0355491,0.024531,0.0398314,0.025774,0.00946941,0.00963107,0.031903,0.0621021,0.0160605,0.0160177,0.011578,0.0133711,0.0192008,0.0162268,0.0193138,0.0404701,0.0421958,0.0100435,0.0137224,0.0148398,0.0296301,0.0162978,0.0177439,0.025774,0,0,0.0314384,0,0.0322555,0.014279,0.0388083,0.0239959,0.0183762,0.019502,0.0276973,0.0357146,0.00766257,0.0155915,0.00868061,0.00927953,0.0153659,0.0317683,0.00753331,0.0164754,0.0134191,0.0237042,0.0128191,0.0199269,0.027533,0.0147448,0,0,0,0,0,0,0
67,0.0271514,0,0,0,0,0.0329486,0,0,0,0,0,0,0.0365593,0.0185777,0.0292997,0.0167921,0,0,0.0387434,0,0.0353978,0.0247668,0.0402938,0.0256421,0.00916387,0.00980516,0.0310212,0.0605895,0.016159,0.0161293,0.0116743,0.0133684,0.0192127,0.0161765,0.0190987,0.0406011,0.0416367,0.0104845,0.0143546,0.0147333,0.0296206,0.0160906,0.0175005,0.025355,0,0,0.0316739,0,0.0317441,0.0153306,0.0388204,0.0236455,0.0182988,0.0193103,0.0268098,0.0361112,0,0.0155922,0.00859858,0.00924715,0.0150423,0.0317159,0.00731871,0.0161391,0.0132972,0.0236385,0.0116752,0.0228833,0.0262521,0.0152432,0,0,0,0,0,0,0
68,0.0278592,0,0,0,0,0.031856,0,0,0,0,0,0,0.036806,0.0187673,0.0292896,0.01675,0,0,0.0387466,0,0.035143,0.0249892,0.0409478,0.0254764,0.00888063,0.010211,0.0301718,0.0589311,0.0163191,0.0164568,0.0119522,0.013456,0.0193634,0.01617,0.0188286,0.0409363,0.0410342,0.0107961,0.0150355,0.0147255,0.0295821,0.0159904,0.0171438,0.0252689,0,0,0.0319471,0,0.0312522,0.0166639,0.0389333,0.0234978,0.0182356,0.0192082,0.0259346,0.0369441,0,0.0155809,0.00854831,0.00924622,0.0149274,0.0317004,0.00727025,0.0160349,0.013193,0.0237542,0.0114198,0.0255803,0.0248441,0.0160628,0,0,0,0,0,0,0
69,0.0286853,0,0,0,0,0.0309104,0,0,0,0,0,0,0.0368244,0.01901,0.0292196,0.0166906,0,0,0.0388203,0,0.0348127,0.0251983,0.0411227,0.0254116,0.0085753,0.0103971,0.0293422,0.0573806,0.0163814,0.0165651,0.0121119,0.0134635,0.0193749,0.0161326,0.0186663,0.0408682,0.0405369,0.0109915,0.0157625,0.014953,0.0295085,0.0160971,0.0167312,0.0255229,0,0,0.0323989,0,0.030745,0.0181132,0.0389678,0.0235966,0.0182237,0.0193215,0.0250222,0.0378318,0.00771862,0.0156222,0.00864032,0.00925399,0.0150456,0.0316924,0.00736191,0.0161355,0.0132385,0.0239887,0.0119238,0.0282634,0.0236084,0.0170329,0,0,0,0,0,0,0
70,0.0296888,0,0,0,0,0.0300897,0,0,0,0,0,0,0.0365454,0.0192172,0.0291221,0.0163876,0,0,0.0388423,0,0.0344005,0.0253004,0.0410599,0.0253802,0.00829544,0.0104016,0.0286569,0.055918,0.0163391,0.0165075,0.0121212,0.0134179,0.0192793,0.0160885,0.0185642,0.0405958,0.0400363,0.0111276,0.0164346,0.01478,0.0293982,0.0158415,0.0165149,0.0261294,0,0,0.0325094,0,0.0302801,0.0192292,0.0388403,0.0231346,0.0183395,0.0190804,0.0241693,0.0390232,0,0.0156465,0.00856476,0.00917533,0.0146765,0.0316325,0.00712141,0.0157347,0.0130465,0.0243716,0.0127427,0.0307412,0.0224954,0.0181755,0,0,0,0,0,0,0
71,0.0308749,0,0,0,0,0.0294237,0,0,0,0,0,0,0.0363626,0.0193133,0.0290288,0.0161514,0,0,0.0387263,0,0.0338968,0.0253564,0.0410668,0.0253267,0.00802725,0.010391,0.0277927,0.0544083,0.0162747,0.016504,0.0121034,0.0133789,0.0191926,0.0160815,0.0184894,0.0404063,0.0395707,0.0113769,0.0170412,0.0147476,0.0292628,0.015748,0.0163389,0.027101,0,0,0.0326798,0,0.0298046,0.0205031,0.0387012,0.0229485,0.0184322,0.0190067,0.0234185,0.0404473,0,0.0156702,0.0085956,0.00917081,0.0145268,0.0315846,0.00700526,0.0155711,0.0129627,0.0249032,0.013901,0.0330602,0.0214825,0.0195003,0,0,0,0,0,0,0
72,0.0323624,0,0,0,0,0.0288926,0,0,0,0,0,0,0.0362049,0.0195183,0.0289901,0.0160258,0,0,0.0383663,0,0.0334833,0.0252427,0.0411359,0.0252824,0.00778956,0.010415,0.0271309,0.0527891,0.0162413,0.0165202,0.0120923,0.0133202,0.0191106,0.0160595,0.0184178,0.0404212,0.0391364,0.0117747,0.0176933,0.014676,0.0291552,0.015678,0.0162308,0.0285422,0,0,0.0327849,0,0.029367,0.0219691,0.0385798,0.0228064,0.0185047,0.0189569,0.022837,0.0422351,0,0.0156438,0.00860588,0.00917703,0.0143873,0.0315644,0.00692047,0.0154195,0.0129237,0.0256121,0.0152959,0.0351733,0.020588,0.0211009,0,0,0,0,0,0,0
