Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,RTHI,,LWRA
103,0.0129695,0,0,0,0,0.0138185,0,0,0,0,0,0,0.0402,0.0225189,0.0365986,0.0129059,0,0,0.0201863,0,0.0298961,0.0142154,0.0383731,0.0363356,0.0130209,0.0206692,0.0362236,0.038664,0.0211671,0.0232625,0.0215735,0.0105781,0.01499,0.0119556,0.0173675,0.0420542,0.0260353,0.00499716,0.0192856,0.0303291,0.0204695,0.0169952,0.0129141,0,0,0.0273145,0,0.0298883,0.0180285,0.039086,0.0269234,0.0177312,0.0422687,0.0319529,0.0208381,0,0.0259511,0.0188479,0.0304094,0.0318554,0.0177024,0.0272852,0.0139771,0.0143047,0.0101008,0.0245733,0.0124249,0.0135925,0,0,0.0976157,0,0.0123893
104,0.0130372,0,0,0,0,0.0134326,0,0,0,0,0,0,0.040392,0.0226531,0.0365798,0.0129861,0,0,0.0204258,0,0.0297094,0.0143272,0.038465,0.0365558,0.0129479,0.0206662,0.0360662,0.0388643,0.0211797,0.0232365,0.0215508,0.010626,0.0150162,0.0119104,0.0174212,0.0420014,0.0258073,0.00520842,0.0191518,0.0305193,0.020362,0.0164796,0.0124434,0,0,0.0292775,0,0.0301405,0.0193236,0.0391508,0.0267758,0.0178657,0.0421654,0.0318809,0.022682,0,0.0257001,0.0186998,0.0304281,0.0318686,0.0178001,0.0272757,0.0140297,0.0160289,0.0135694,0.0234819,0.0120323,0.0135877,0,0,0.0974815,0,0.0122822
105,0.0130981,0,0,0,0,0.0131746,0,0,0,0,0,0,0.0404477,0.0229181,0.0365482,0.0131664,0,0,0.0205564,0,0.0295112,0.0144369,0.0385314,0.037057,0.0129407,0.0205953,0.0360069,0.0390365,0.0211669,0.0232031,0.0215405,0.0106403,0.0150061,0.0119049,0.0174977,0.0419259,0.0256734,0.00538851,0.0190586,0.0306171,0.0202035,0.0162691,0.0120486,0,0,0.030861,0,0.0302965,0.020635,0.0391785,0.0265776,0.0179535,0.0421058,0.0318473,0.0242502,0,0.0255425,0.0186018,0.0304605,0.0318885,0.0179167,0.0272804,0.0140108,0.017592,0.017016,0.0223211,0.0117785,0.0135907,0,0,0.0973841,0,0.0121075
106,0.0131787,0,0,0,0,0.0130348,0,0,0,0,0,0,0.0403806,0.0234746,0.0365652,0.0132538,0,0,0.0208408,0,0.0293562,0.0146465,0.0382865,0.0373213,0.012989,0.0204838,0.0359315,0.0391407,0.0211124,0.023094,0.0215007,0.0105813,0.0149416,0.0118843,0.0175627,0.0418544,0.0254714,0.00558415,0.018948,0.0305434,0.0200161,0.0162729,0.0117419,0,0,0.0320356,0,0.0302697,0.0217629,0.0390678,0.0263827,0.0179618,0.0420691,0.0317291,0.0254729,0,0.0254245,0.0185453,0.0304968,0.0318839,0.0179922,0.0272735,0.0138096,0.0189093,0.0204133,0.0209385,0.0116156,0.0136099,0,0,0.0972733,0,0.0118356
107,0.0133136,0,0,0,0,0.0129205,0,0,0,0,0,0,0.0402717,0.0240185,0.0365469,0.0132745,0,0,0.0212179,0,0.029284,0.0149299,0.0381177,0.0373364,0.0131838,0.0203818,0.0358142,0.0392117,0.0210869,0.0229753,0.0214375,0.0105239,0.0149067,0.0118661,0.0175827,0.041806,0.0254381,0.00567032,0.0187538,0.0304903,0.0198599,0.0162653,0.0114758,0,0,0.0331127,0,0.0302412,0.0226754,0.0389343,0.0261564,0.0179246,0.0420167,0.0315914,0.0266481,0,0.0253011,0.0185012,0.030552,0.0319273,0.0180712,0.0273043,0.0135317,0.0200857,0.0235426,0.0195854,0.0115013,0.0136697,0,0,0.0973128,0,0.0116982
108,0.0134444,0,0,0,0,0.0129227,0,0,0,0,0,0,0.0401519,0.0243207,0.036492,0.0132838,0,0,0.0214272,0,0.0291879,0.0151827,0.0381203,0.037278,0.0131531,0.0203581,0.0358503,0.0392866,0.0210335,0.0229382,0.0214304,0.0105086,0.0149379,0.0118354,0.0175651,0.0417272,0.0252587,0.00565203,0.0185515,0.0305467,0.0197207,0.0162598,0.0112346,0,0,0.0339231,0,0.0303049,0.0233886,0.038967,0.0259194,0.0179244,0.0419619,0.0315879,0.0278714,0,0.0252114,0.0184546,0.0305704,0.0319446,0.0180979,0.0272937,0.0134208,0.0213265,0.0264811,0.0183816,0.0116323,0.0137972,0,0,0.0972794,0,0.0116134
109,0.0135955,0,0,0,0,0.012994,0,0,0,0,0,0,0.0400883,0.0245016,0.0364955,0.0132902,0,0,0.0214783,0,0.0291659,0.0153747,0.0383199,0.0373094,0.0130618,0.0203574,0.0359847,0.0393415,0.0209838,0.0229449,0.0214159,0.0105171,0.014973,0.0118476,0.0175574,0.0417413,0.024985,0.00553011,0.0183989,0.0304996,0.0195801,0.0162762,0.0109984,0,0,0.0342057,0,0.0302569,0.0239607,0.0390987,0.0256974,0.0179895,0.0419364,0.0316768,0.0290121,0,0.0251242,0.018407,0.0305485,0.0319596,0.0180966,0.0272336,0.0134718,0.022488,0.029217,0.0171937,0.0118838,0.0139698,0,0,0.097166,0,0.0115775
110,0.0138001,0,0,0,0,0.0131386,0,0,0,0,0,0,0.0399551,0.0246407,0.036494,0.0133487,0,0,0.0215044,0,0.029173,0.0157446,0.0384312,0.0373535,0.0130279,0.0203227,0.0360738,0.0393446,0.0208813,0.0228814,0.0213344,0.0105172,0.0149578,0.0118632,0.0175456,0.041746,0.0250358,0.00540731,0.0183898,0.0305001,0.0194629,0.0163141,0.0107693,0,0,0.0345827,0,0.0302956,0.0247054,0.0392798,0.0255387,0.0180706,0.0419181,0.0317702,0.0302471,0,0.0250485,0.0184084,0.0305344,0.0319725,0.0181005,0.027178,0.0135221,0.0237324,0.0319917,0.0160543,0.0121796,0.014192,0,0,0.0970767,0,0.0113879
111,0.0140508,0,0,0,0,0.0133643,0,0,0,0,0,0,0.0400951,0.0247614,0.0365047,0.0134173,0,0,0.0213064,0,0.0291714,0.0160668,0.0384391,0.0374132,0.0130596,0.0202953,0.036257,0.0392392,0.0207698,0.0227952,0.0212663,0.0105303,0.0149828,0.0118759,0.0175585,0.0417788,0.0247589,0.00506608,0.0183854,0.030492,0.0193862,0.0164367,0.0105833,0,0,0.0347856,0,0.0303143,0.0254259,0.0394471,0.0254379,0.0180658,0.0418768,0.0319469,0.0313617,0,0.0249929,0.0184158,0.0305297,0.0319557,0.0181026,0.0271346,0.0136446,0.024795,0.0342558,0.0149256,0.0125632,0.0144694,0,0,0.0970371,0,0.0113105
112,0.0144604,0,0,0,0,0.0137147,0,0,0,0,0,0,0.0401269,0.0248459,0.0364758,0.0134945,0,0,0.0210284,0,0.0291464,0.0164477,0.0383593,0.0374654,0.0131094,0.0202125,0.0364562,0.0390363,0.0206407,0.0226783,0.0211842,0.0105157,0.0149561,0.0118755,0.0175737,0.0417694,0.0243552,0.00462658,0.0182197,0.0304787,0.0193156,0.0164709,0.0105458,0,0,0.0348198,0,0.0302893,0.0261012,0.0393234,0.0252935,0.0179778,0.0418624,0.032133,0.0322842,0,0.024862,0.0183048,0.0305335,0.0319575,0.0181352,0.0271488,0.0135446,0.0256555,0.0361329,0.0138572,0.0130364,0.0148823,0,0,0.0968434,0,0.0114468
113,0.0145765,0,0,0,0,0.0138431,0,0,0,0,0,0,0.0399637,0.0250693,0.0364608,0.013543,0,0,0.0210111,0,0.0292278,0.0169342,0.0383345,0.0374988,0.0131227,0.0201344,0.0365836,0.0392961,0.0204839,0.0225528,0.0210897,0.0105029,0.0149173,0.0118678,0.0175697,0.0417172,0.0245494,0.0042577,0.0181536,0.0304944,0.0192861,0.0164551,0.0104641,0,0,0.0347684,0,0.030292,0.0267116,0.0392363,0.025209,0.0179883,0.0418974,0.0321947,0.0329407,0,0.0247596,0.0182107,0.0305326,0.0319361,0.0181385,0.02714,0.0134249,0.0262447,0.0378755,0.0128922,0.0132312,0.0150398,0,0,0.0967422,0,0.011585
114,0.0148164,0,0,0,0,0.014068,0,0,0,0,0,0,0.0398888,0.0253985,0.036509,0.0135403,0,0,0.0210514,0,0.0294669,0.0173834,0.0383852,0.0375869,0.0131532,0.0200957,0.0366838,0.0395974,0.0202778,0.0224118,0.0210092,0.0105338,0.0149627,0.0118587,0.0175763,0.0417588,0.0248824,0.00405173,0.0182985,0.0305099,0.0193159,0.0165057,0.010464,0,0,0.0347692,0,0.030309,0.0273416,0.0393173,0.0252803,0.0180605,0.0419123,0.0322187,0.0334851,0,0.0247858,0.0182368,0.0305486,0.0319033,0.0180997,0.027119,0.0136078,0.0267534,0.0394529,0.0120502,0.0134442,0.0152578,0,0,0.0968347,0,0.01155
115,0.0152023,0,0,0,0,0.0143757,0,0,0,0,0,0,0.040286,0.0255322,0.036577,0.0134568,0,0,0.020972,0,0.0296134,0.0176711,0.038453,0.037702,0.0131956,0.0201335,0.0366476,0.03959,0.0200208,0.0222733,0.0209642,0.0105801,0.015007,0.0118194,0.0176117,0.0419025,0.0249869,0.00388418,0.0186415,0.0305524,0.0194026,0.0166041,0.0105779,0,0,0.0348757,0,0.0303683,0.0279395,0.03958,0.0255112,0.0182071,0.0419355,0.0320963,0.0339593,0,0.0249832,0.0184236,0.0306044,0.0319068,0.0180202,0.0271151,0.0141832,0.0272764,0.040929,0.0113478,0.0137111,0.0155877,0,0,0.0971614,0,0.0116384
116,0.0157553,0,0,0,0,0.0148019,0,0,0,0,0,0,0.0405913,0.0254916,0.0366538,0.0133667,0,0,0.0207429,0,0.02966,0.0178394,0.038591,0.037704,0.0132832,0.0202328,0.0365324,0.0394806,0.0196918,0.022196,0.020951,0.0106882,0.0151136,0.0118121,0.0176008,0.0421335,0.0250387,0.00378692,0.0188651,0.0306097,0.0194922,0.0165732,0.0108304,0,0,0.0350452,0,0.0304337,0.028455,0.0398089,0.0256741,0.018341,0.0419803,0.0319407,0.0343654,0,0.0251996,0.0186365,0.0306576,0.0319646,0.0179655,0.0271429,0.0146818,0.0277286,0.0423733,0.0106644,0.0141126,0.0160638,0,0,0.0974866,0,0.0118581
117,0.0155598,0,0,0,0,0.0145339,0,0,0,0,0,0,0.0408157,0.0254693,0.036725,0.0132558,0,0,0.0206427,0,0.0297253,0.0178808,0.0386295,0.0376497,0.0133088,0.0203872,0.036315,0.0399117,0.0193812,0.02219,0.0209754,0.0108734,0.0153226,0.0118225,0.0175913,0.0423394,0.0254376,0.00381079,0.0189118,0.030723,0.0195505,0.0163056,0.0105705,0,0,0.0351358,0,0.0305367,0.028371,0.0399193,0.0257458,0.0183753,0.0419519,0.0317136,0.0348944,0,0.0252632,0.018649,0.0307141,0.0320699,0.018025,0.0272432,0.0147538,0.0279234,0.0435081,0.0098204,0.01397,0.0158298,0,0,0.0975242,0,0.0120351
118,0.0155827,0,0,0,0,0.0143627,0,0,0,0,0,0,0.0410073,0.0254462,0.036803,0.0131385,0,0,0.020481,0,0.0297495,0.0178795,0.0386506,0.037633,0.013292,0.0205254,0.0360274,0.0403111,0.0190717,0.0222391,0.0209494,0.0110285,0.0154614,0.0117795,0.0175687,0.0425205,0.0254692,0.00392199,0.0189406,0.0308148,0.019522,0.016181,0.0104446,0,0,0.0352788,0,0.0305047,0.0281082,0.0399217,0.0257517,0.0183538,0.0419072,0.0314077,0.0351837,0,0.0252809,0.0185459,0.0307592,0.0321709,0.0181361,0.0273295,0.0145793,0.0281434,0.0442303,0.00892052,0.0138415,0.0157545,0,0,0.097526,0,0.012136
