Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x72,x73
All Timesteps RMSE,0.00727012,0,0,0,0,0.00946641,0,0,0,0.0365942,0.023673,0.0296517,0.0182198,0,0,0.0226442,0,0.0301009,0.0158161,0.0406881,0.0267894,0.00382836,0.0125046,0.0274312,0.0333567,0.0175549,0.0165228,0.0152617,0.00857517,0.0141649,0.0123262,0.0172607,0.0400475,0.024032,0.0110019,0.00718444,0.0106064,0.0292097,0.0104695,0.0147089,0.00456357,0,0,0.0257456,0,0.0290337,0.0279446,0.037861,0.00786276,0.0130144,0.0126994,0.024907,0.0270087,0.0110061,0.016059,0.00920051,0.012847,0.00875854,0.0321596,0.00962347,0.00866714,0.0110791,0.0241615,0.0357882,0.0159588,0.00753901,0.0059894,0,0,0,0,0
0,0.00724635,0,0,0,0,0.0094445,0,0,0,0.0366062,0.0237117,0.0297319,0.0186491,0,0,0.0225719,0,0.0300521,0.0158037,0.0406439,0.0268739,0.0038142,0.0125361,0.0273682,0.0333726,0.0175745,0.0165728,0.0152766,0.00858542,0.0141656,0.01232,0.0172618,0.0400493,0.023995,0.0110724,0.00709389,0.0105829,0.029207,0.010507,0.014646,0.00455716,0,0,0.0256593,0,0.0290287,0.0279118,0.0378641,0.00801505,0.0130114,0.0126696,0.0248002,0.0268643,0.0104046,0.0159934,0.00917261,0.0127578,0.00884446,0.0320782,0.00963743,0.00878535,0.0110758,0.0240846,0.0359696,0.0159318,0.00747202,0.00593087,0,0,0,0,0
1,0.00722016,0,0,0,0,0.00943191,0,0,0,0.0365938,0.0237215,0.0296894,0.0184378,0,0,0.022686,0,0.0300451,0.0158268,0.0406244,0.0268185,0.00379449,0.0125439,0.0273851,0.0333534,0.0175561,0.0165104,0.0152713,0.00858903,0.0141456,0.0123502,0.0172554,0.0400442,0.0240334,0.0109119,0.00718769,0.0106967,0.0292248,0.0106448,0.014729,0.00454188,0,0,0.0255614,0,0.0290417,0.0279228,0.0378517,0.00809761,0.0129455,0.0126291,0.0248192,0.0268575,0.0101935,0.0161612,0.00912846,0.0127748,0.00880068,0.0322431,0.00969187,0.00876026,0.0111821,0.0241349,0.0359764,0.015934,0.00750823,0.00595146,0,0,0,0,0
2,0.00721861,0,0,0,0,0.00944102,0,0,0,0.0366106,0.0236958,0.0297133,0.0179661,0,0,0.0226982,0,0.0300853,0.0158207,0.0406849,0.0268367,0.00378783,0.0125659,0.0273627,0.0333886,0.0175561,0.0166253,0.015297,0.00857667,0.0141656,0.0123192,0.017263,0.0400878,0.024079,0.0109237,0.00716735,0.0105817,0.0292109,0.0105403,0.0147228,0.00461806,0,0,0.0258516,0,0.0290375,0.0279702,0.0377974,0.007935,0.012896,0.0125957,0.0247868,0.0269865,0.0122978,0.0160741,0.0091368,0.0127864,0.00873786,0.0321607,0.00963076,0.00865652,0.0111333,0.0241806,0.0357052,0.0159862,0.00748787,0.005952,0,0,0,0,0
3,0.0073133,0,0,0,0,0.00950387,0,0,0,0.0365584,0.0236361,0.0295849,0.0179491,0,0,0.0226504,0,0.0301421,0.0158277,0.0407668,0.0267111,0.00385812,0.0124789,0.0274834,0.0333262,0.0175407,0.0165573,0.0152456,0.00856091,0.0141759,0.0123086,0.0172659,0.0400492,0.024042,0.0110171,0.00722169,0.0104826,0.0292092,0.0103412,0.0147266,0.00454927,0,0,0.0258236,0,0.0290351,0.0279635,0.0378771,0.00763851,0.0130548,0.0127394,0.0250002,0.0271596,0,0.0160178,0.00925712,0.01296,0.00865856,0.0320693,0.00954667,0.00850757,0.0109955,0.0242161,0.0356717,0.0159686,0.00761298,0.00603475,0,0,0,0,0
4,0.00735119,0,0,0,0,0.00951046,0,0,0,0.036602,0.0235998,0.0295384,0.0180864,0,0,0.0226143,0,0.0301797,0.0158016,0.0407203,0.0267065,0.00388621,0.0123975,0.0275563,0.0333426,0.0175471,0.0163469,0.0152177,0.00856379,0.0141715,0.0123332,0.0172577,0.0400071,0.0240108,0.0110833,0.00725059,0.0106865,0.0291968,0.0103101,0.01472,0.00455108,0,0,0.0258309,0,0.0290255,0.0279548,0.0379144,0.00761525,0.0131624,0.0128616,0.0251269,0.0271737,0,0.016048,0.00930627,0.0129544,0.00875004,0.0322465,0.00961007,0.00862312,0.0110076,0.0241912,0.0356163,0.0159736,0.0076127,0.00607658,0,0,0,0,0
