Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x76,RTHI
211,0.0157938,0,0,0,0,0.0153694,0,0,0,0.0386362,0.0249037,0.0290301,0.0243097,0,0,0.0183639,0,0.0307513,0.0136774,0.0398173,0.025542,0.00865358,0.012359,0.0448244,0.0453455,0.0187732,0.0173679,0.0154049,0.00929344,0.0162734,0.0127257,0.0171111,0.0429631,0.0247301,0.0106972,0.013963,0.0097536,0.0296002,0.00788201,0.0202496,0.0166043,0,0,0.0276416,0,0.032842,0.0148952,0.0387289,0.00736706,0.0125551,0.0156669,0.0431014,0.0316346,0.0154826,0.00836059,0.0129921,0.0108916,0.0305382,0.00948976,0.0112543,0.010388,0.0171197,0.0385249,0.0089837,0.0131442,0.0152775,0,0,0,0,0,0.0114528
212,0.0155305,0,0,0,0,0.0154256,0,0,0,0.0386013,0.02517,0.0289697,0.0241536,0,0,0.0182137,0,0.030652,0.0133776,0.039801,0.0260057,0.00864421,0.0123126,0.0448441,0.04566,0.0187673,0.0176088,0.0153669,0.00929745,0.0163066,0.0127224,0.0171663,0.0429671,0.0245358,0.0104485,0.0134202,0.00973632,0.0295734,0.00787187,0.0202665,0.0164033,0,0,0.0271253,0,0.0328846,0.0150116,0.0387442,0.00730112,0.0125927,0.0156577,0.0430919,0.0313081,0.0155061,0.00836294,0.013014,0.0108413,0.0305524,0.00947516,0.0112159,0.0103946,0.016512,0.0394534,0.0085481,0.0132953,0.0150039,0,0,0,0,0,0.0106516
213,0.015249,0,0,0,0,0.015478,0,0,0,0.0386138,0.0252545,0.0289461,0.024051,0,0,0.0180008,0,0.0305456,0.0131178,0.0397741,0.0262377,0.00861574,0.0122878,0.0448188,0.045991,0.0187819,0.0175977,0.0153475,0.00934856,0.0163327,0.0127149,0.0171923,0.0429342,0.0243943,0.0102631,0.0126774,0.00976376,0.0295104,0.00788132,0.02024,0.0162197,0,0,0.0266078,0,0.0328567,0.0152608,0.0387386,0.00733406,0.0126121,0.0156151,0.0429999,0.0309959,0.015506,0.00836759,0.0129988,0.0108014,0.0305343,0.00947696,0.011178,0.010398,0.0159789,0.0402937,0.00806595,0.0134414,0.0147372,0,0,0,0,0,0.0102351
214,0.0149768,0,0,0,0,0.0155629,0,0,0,0.0386155,0.0252912,0.0289538,0.0240134,0,0,0.0178075,0,0.0304392,0.0129544,0.0397522,0.0262411,0.00859665,0.012255,0.0447088,0.0463223,0.0187779,0.0175295,0.0153274,0.00939585,0.0163643,0.0127155,0.0171922,0.0428952,0.0242292,0.00998887,0.0119308,0.00979133,0.0294197,0.00791863,0.0201884,0.0161057,0,0,0.0260811,0,0.0327983,0.0156451,0.0387332,0.00732123,0.0126613,0.0155561,0.0428611,0.0307111,0.0154978,0.0083419,0.0129684,0.0107794,0.0305221,0.00949642,0.0111222,0.0103855,0.0155601,0.0410204,0.00757366,0.0135956,0.0145195,0,0,0,0,0,0.0104744
215,0.0147599,0,0,0,0,0.0156495,0,0,0,0.0385882,0.0254724,0.0289741,0.0239643,0,0,0.0177343,0,0.0302723,0.0129177,0.0397534,0.0260268,0.00855079,0.0122647,0.0444909,0.0466658,0.0187788,0.017582,0.0153339,0.00939856,0.0163858,0.012732,0.0171698,0.0428844,0.0241557,0.00985599,0.0112284,0.00981857,0.0293812,0.00797857,0.0201009,0.0161129,0,0,0.0256348,0,0.0327516,0.0157871,0.0387642,0.00722569,0.0127483,0.0155092,0.0426523,0.0305688,0.0155087,0.0083294,0.0129254,0.0107591,0.0305599,0.00951741,0.011082,0.0104159,0.0154539,0.0416488,0.00716931,0.0137381,0.0143459,0,0,0,0,0,0.0109403
216,0.0145962,0,0,0,0,0.0157329,0,0,0,0.0385121,0.0256867,0.0289724,0.0239074,0,0,0.0178112,0,0.0301777,0.0129326,0.0398423,0.0256115,0.00848134,0.0122865,0.0441811,0.0470697,0.018785,0.0177202,0.0153473,0.00939502,0.0164198,0.0127501,0.0171177,0.0428394,0.0242661,0.00985586,0.0105085,0.00983576,0.0295082,0.00806031,0.0199832,0.0162456,0,0,0.025387,0,0.0327947,0.0158121,0.0388104,0.00714393,0.0127877,0.0154773,0.0423882,0.0305637,0.0155846,0.00833411,0.0129387,0.010704,0.0306938,0.0095232,0.0110186,0.0104468,0.0155851,0.0421887,0.00693742,0.0138813,0.0142613,0,0,0,0,0,0.0109444
217,0.0144539,0,0,0,0,0.0158089,0,0,0,0.0383552,0.0258884,0.0289324,0.0238577,0,0,0.0179474,0,0.0301603,0.0129491,0.0399286,0.0255837,0.00838692,0.012227,0.0438115,0.0474044,0.0187184,0.0179282,0.0153176,0.00938849,0.0164109,0.0127597,0.0171038,0.0426661,0.0244607,0.0098947,0.00983166,0.00980625,0.0296871,0.00811337,0.0199224,0.0164439,0,0,0.0252246,0,0.0328766,0.0161081,0.0388098,0.00711479,0.0128727,0.0155256,0.0419965,0.0305434,0.0157599,0.00834499,0.0129893,0.0106511,0.0310195,0.00954123,0.0109256,0.0104122,0.0158889,0.0424756,0.00673249,0.0140188,0.0142048,0,0,0,0,0,0.0104856
218,0.0143418,0,0,0,0,0.0159315,0,0,0,0.0380537,0.0261651,0.0288965,0.0237451,0,0,0.0180262,0,0.0301648,0.0130253,0.0397,0.0256263,0.00824364,0.0120663,0.043379,0.0477425,0.0185963,0.0178869,0.0152132,0.0093119,0.016281,0.0127356,0.0171242,0.0423112,0.0246994,0.00994386,0.00919212,0.00974335,0.0297862,0.00808545,0.0199415,0.0166774,0,0,0.0249187,0,0.0328845,0.016473,0.0387204,0.00712892,0.0129816,0.0155672,0.0414539,0.0305084,0.0157972,0.00844372,0.0129692,0.0106129,0.0310856,0.00952991,0.0108521,0.010299,0.0161643,0.042554,0.00665144,0.0141822,0.0141612,0,0,0,0,0,0.0101931
219,0.0142899,0,0,0,0,0.0161062,0,0,0,0.0379191,0.026353,0.0289816,0.0235451,0,0,0.0182951,0,0.0302576,0.0131381,0.0395749,0.0252237,0.0080889,0.0120458,0.0428498,0.0482476,0.0185149,0.0176406,0.0151869,0.00924952,0.0162334,0.0127257,0.0170989,0.0421132,0.0250582,0.0101174,0.00840644,0.00977388,0.0298318,0.00811262,0.0198463,0.0170035,0,0,0.024404,0,0.032854,0.0168393,0.0388396,0.00716341,0.0130555,0.0154487,0.0408499,0.0304815,0.0158161,0.00848468,0.0128808,0.010524,0.0309775,0.0094869,0.0107892,0.01027,0.0165858,0.042456,0.00671742,0.0143863,0.0141836,0,0,0,0,0,0.0100816
220,0.0143054,0,0,0,0,0.0163301,0,0,0,0.0378055,0.0264242,0.0289364,0.023391,0,0,0.0187469,0,0.0303772,0.0134117,0.03955,0.0258942,0.00793311,0.0120055,0.0424034,0.0489563,0.0184226,0.0171922,0.0151328,0.00920623,0.0161941,0.0126933,0.017125,0.042,0.0255665,0.0102749,0.00758672,0.00976062,0.0298874,0.0081554,0.0196985,0.0174087,0,0,0.0237452,0,0.0328193,0.0172248,0.0389004,0.00714491,0.0130556,0.015303,0.0403932,0.030478,0.0158006,0.00844554,0.0127932,0.0104286,0.030882,0.00943754,0.0107234,0.0102441,0.0170144,0.0422388,0.00693716,0.0146172,0.0143215,0,0,0,0,0,0.0100202
221,0.0143729,0,0,0,0,0.0164431,0,0,0,0.0376356,0.0264432,0.0288877,0.0232502,0,0,0.0191218,0,0.0304803,0.0137175,0.0394805,0.026416,0.00776958,0.0118979,0.0419872,0.0495097,0.0183434,0.0169332,0.0150589,0.0091557,0.0160827,0.0127026,0.0171515,0.0418038,0.0259934,0.0103925,0.00690715,0.00971568,0.029931,0.0082389,0.0195448,0.0177764,0,0,0.0230792,0,0.0327863,0.0176051,0.0386415,0.00699791,0.0130433,0.0152868,0.0399987,0.0305508,0.0157695,0.00841442,0.0127946,0.0103354,0.0310548,0.0094597,0.010582,0.0102161,0.0174744,0.0419474,0.0073734,0.0147502,0.0144719,0,0,0,0,0,0.010055
222,0.0144248,0,0,0,0,0.0165237,0,0,0,0.0373904,0.0264848,0.0289087,0.0230365,0,0,0.0193392,0,0.0306035,0.0140026,0.0393616,0.0263678,0.00758848,0.0118,0.0415383,0.049942,0.0183141,0.0169056,0.0149898,0.00906033,0.0159329,0.0126813,0.01716,0.0415388,0.0263502,0.010476,0.00633344,0.00965822,0.0299709,0.00832835,0.019391,0.0180807,0,0,0.022412,0,0.0327472,0.0179328,0.0384576,0.00698117,0.0130807,0.0152416,0.0395541,0.0305932,0.0158178,0.00839893,0.0127812,0.0102502,0.0310713,0.00947906,0.010449,0.0101451,0.0178945,0.0415231,0.00790413,0.0148441,0.0145895,0,0,0,0,0,0.010065
223,0.0144074,0,0,0,0,0.0165495,0,0,0,0.0372866,0.0265198,0.0289819,0.0229916,0,0,0.0195078,0,0.0306868,0.0143294,0.0393082,0.0256295,0.00744665,0.0117892,0.0410364,0.0502152,0.0183113,0.0171289,0.0149674,0.00899832,0.0158707,0.0126862,0.017098,0.0414297,0.0266776,0.0105963,0.0058466,0.00960685,0.0300101,0.00835387,0.0192394,0.0182616,0,0,0.0216803,0,0.0326935,0.0181744,0.0384117,0.00704929,0.0131846,0.0151671,0.0390309,0.0305962,0.015733,0.00840616,0.012741,0.0102,0.030957,0.00946626,0.0103753,0.0100768,0.0181268,0.0410859,0.00846782,0.0149061,0.0146328,0,0,0,0,0,0.0100087
224,0.0143367,0,0,0,0,0.0165121,0,0,0,0.0371743,0.0265785,0.0290731,0.0230789,0,0,0.0196599,0,0.030814,0.0146266,0.0393382,0.0249715,0.00733671,0.0117691,0.0405963,0.0503528,0.0183291,0.0171851,0.0149934,0.00894119,0.0157851,0.0127231,0.0170587,0.041234,0.0268665,0.0107573,0.005452,0.00962359,0.030042,0.0083991,0.0191567,0.0183784,0,0,0.0208021,0,0.0326155,0.0184653,0.0383627,0.00700414,0.0132822,0.015125,0.0385177,0.030658,0.0157131,0.00845443,0.0127238,0.0101326,0.0310955,0.00945569,0.0102936,0.0101068,0.0183334,0.0406615,0.00898719,0.014922,0.0146433,0,0,0,0,0,0.0100082
225,0.0142134,0,0,0,0,0.0164091,0,0,0,0.0369442,0.0265948,0.0290265,0.023155,0,0,0.019775,0,0.0310049,0.01496,0.0393945,0.0252781,0.00723505,0.0116931,0.0401347,0.0503875,0.0182837,0.0170522,0.0149642,0.00889894,0.0157124,0.0126958,0.0170754,0.0409832,0.0269634,0.0109682,0.00513321,0.00966853,0.030114,0.00847607,0.0190698,0.0184151,0,0,0.0199608,0,0.0325591,0.018601,0.0383029,0.00702566,0.0133259,0.01504,0.0380219,0.0307615,0.0157146,0.0084939,0.0127074,0.0100263,0.0311551,0.00944821,0.0101887,0.0101609,0.0185758,0.0401761,0.00945693,0.0148794,0.014635,0,0,0,0,0,0.00999153
226,0.0141343,0,0,0,0,0.0163558,0,0,0,0.036609,0.026551,0.0288343,0.0231487,0,0,0.0198478,0,0.0311023,0.0152855,0.0394228,0.02629,0.00712481,0.0115394,0.0396642,0.0502836,0.0181557,0.0167944,0.014846,0.00886485,0.0156656,0.0125929,0.0171044,0.0406818,0.026955,0.01114,0.00486705,0.00972314,0.0302123,0.00854319,0.0189344,0.018458,0,0,0.0192174,0,0.0325423,0.0187641,0.0382468,0.00700859,0.0133536,0.01494,0.0375509,0.0308073,0.0156978,0.00853975,0.0126922,0.00992085,0.0311623,0.00943424,0.0100806,0.0102216,0.0186495,0.0396306,0.00980866,0.0148233,0.0146369,0,0,0,0,0,0.00997977
227,0.0140975,0,0,0,0,0.0163851,0,0,0,0.0363772,0.026504,0.028761,0.0230819,0,0,0.0199358,0,0.0310807,0.0155631,0.0394076,0.0265797,0.00698639,0.0114701,0.0392719,0.0500826,0.0180924,0.0165076,0.0147777,0.00884788,0.0156077,0.0125798,0.0170966,0.0404684,0.0270063,0.0112873,0.00465583,0.00981618,0.030235,0.00860196,0.0188071,0.0185528,0,0,0.0185407,0,0.0324494,0.0187771,0.0383097,0.00698518,0.013436,0.0148606,0.0371097,0.0307166,0.0157063,0.0085277,0.0126733,0.00985991,0.0311822,0.00942413,0.0100381,0.0103036,0.0187196,0.0388862,0.00995718,0.0147916,0.0146573,0,0,0,0,0,0.00998402
228,0.014014,0,0,0,0,0.016367,0,0,0,0.0363002,0.0264233,0.0288099,0.0229814,0,0,0.0200107,0,0.0310848,0.0157968,0.0394048,0.02598,0.00687536,0.0114791,0.0388613,0.0497627,0.0180876,0.0165019,0.0147645,0.00880746,0.0155085,0.0126126,0.0170398,0.0403158,0.0270046,0.011404,0.00452429,0.0100512,0.030316,0.00873873,0.0187485,0.0185787,0,0,0.0180641,0,0.0324272,0.0186594,0.0386259,0.00700597,0.0136068,0.0146604,0.0366236,0.0307059,0.0158247,0.00859282,0.0126478,0.00969178,0.031134,0.00937409,0.00996423,0.0105096,0.0189093,0.0381658,0.01003,0.0147261,0.0146633,0,0,0,0,0,0
229,0.0139329,0,0,0,0,0.0162981,0,0,0,0.0362548,0.0263185,0.028981,0.0226797,0,0,0.0200374,0,0.0311111,0.0160067,0.0394047,0.0253741,0.00678449,0.011581,0.0382726,0.0493986,0.0180508,0.0166778,0.0147998,0.00876103,0.0154657,0.0126474,0.0170141,0.0401887,0.0270647,0.0114882,0.00444613,0.0103739,0.0304222,0.00887595,0.0185565,0.0186096,0,0,0.0177796,0,0.032464,0.0185188,0.0390426,0.00719168,0.0137978,0.0142998,0.0359716,0.0306894,0.0161094,0.00860354,0.0123542,0.00972512,0.0311708,0.00938923,0.0102006,0.010763,0.0189591,0.0375381,0.0100521,0.0146263,0.0146369,0,0,0,0,0,0.00964467
230,0.0139221,0,0,0,0,0.0162794,0,0,0,0.0361606,0.0261373,0.0290839,0.0223566,0,0,0.0200245,0,0.0311008,0.0161437,0.0394401,0.0254807,0.00671104,0.0116571,0.037699,0.0489973,0.0179848,0.0165796,0.0148202,0.00875173,0.0154213,0.0126381,0.017013,0.040013,0.027186,0.0115141,0.00448051,0.01082,0.0304919,0.0090969,0.0184409,0.018709,0,0,0.0176549,0,0.0324922,0.0184589,0.0395492,0.0074047,0.0140194,0.0138305,0.03535,0.0306155,0.0164046,0.00866347,0.0121204,0.00957696,0.0311106,0.00933523,0.0103162,0.0111322,0.018935,0.0370306,0.00999324,0.0145624,0.0146714,0,0,0,0,0,0.00936578
231,0.0140692,0,0,0,0,0.0164175,0,0,0,0.0359489,0.0259774,0.0290336,0.0222201,0,0,0.0199287,0,0.0310549,0.0162511,0.0394623,0.0261363,0.0065993,0.0116566,0.0373522,0.0486309,0.0179205,0.0163324,0.0147975,0.00871046,0.0153565,0.0126079,0.0170097,0.0397802,0.0271518,0.0115391,0.00459404,0.0111782,0.0305679,0.00932613,0.0184233,0.0189758,0,0,0.0175802,0,0.0325342,0.0185782,0.0397975,0.00743444,0.0141283,0.0136093,0.0349976,0.0304896,0.0164957,0.00874332,0.0121225,0.00931125,0.0312225,0.00928301,0.0101722,0.0115,0.0188625,0.0366827,0.00978258,0.0145986,0.0148229,0,0,0,0,0,0
232,0.0143745,0,0,0,0,0.0166039,0,0,0,0.0358417,0.0258605,0.0289775,0.0222649,0,0,0.0196371,0,0.0309317,0.01627,0.0393791,0.0264341,0.00641731,0.0116535,0.0372328,0.048228,0.0179396,0.0163482,0.0147867,0.00869105,0.0153315,0.0126121,0.0169969,0.0396442,0.0268815,0.0115623,0.00480408,0.0111405,0.030707,0.0094294,0.0182671,0.0193545,0,0,0.0176398,0,0.0325616,0.0186183,0.0394206,0.0073185,0.0139194,0.0136139,0.0349706,0.0304099,0.0161405,0.00864294,0.0122269,0.00914812,0.0313451,0.00930416,0.00986635,0.0115428,0.0188048,0.0365105,0.00957604,0.0146782,0.0150695,0,0,0,0,0,0
233,0.014594,0,0,0,0,0.0167265,0,0,0,0.0357272,0.0257121,0.0289353,0.0222868,0,0,0.0192461,0,0.0308283,0.0161914,0.0393607,0.0265815,0.00633821,0.0115813,0.0371285,0.0478244,0.0179115,0.0162885,0.0147293,0.00865026,0.0152948,0.0125989,0.0169937,0.0395295,0.0266089,0.011515,0.00502468,0.0109446,0.030813,0.00940006,0.0181744,0.0196204,0,0,0.0177702,0,0.0325833,0.0186105,0.0391572,0.0072998,0.0137558,0.0136681,0.0348951,0.0303273,0.0159587,0.00854848,0.0121922,0.00924508,0.0314095,0.00937244,0.00985213,0.0114039,0.0188465,0.0364453,0.00942839,0.0147586,0.0152554,0,0,0,0,0,0.009535
234,0.0147472,0,0,0,0,0.0167879,0,0,0,0.035541,0.0255083,0.0287801,0.0223676,0,0,0.0188905,0,0.0307363,0.0161198,0.0394361,0.0269095,0.00641202,0.0114427,0.0370649,0.0473862,0.0178759,0.0163564,0.0146258,0.00860543,0.0152262,0.0126008,0.016999,0.0393883,0.0263075,0.01147,0.00532288,0.010916,0.0308359,0.00942484,0.0182259,0.0197856,0,0,0.0179316,0,0.032576,0.0186643,0.0391406,0.00729022,0.0137181,0.0136924,0.0347504,0.0302789,0.0159347,0.00864162,0.0122737,0.0091387,0.0313516,0.00933889,0.0097504,0.0113784,0.0187515,0.0364492,0.00928397,0.0148146,0.0154019,0,0,0,0,0,0
235,0.0149024,0,0,0,0,0.0168713,0,0,0,0.035373,0.0253825,0.0286997,0.0223656,0,0,0.0186311,0,0.0306001,0.0161094,0.039472,0.027088,0.00643054,0.0113785,0.0369365,0.0469072,0.0178844,0.0163322,0.0145547,0.00858637,0.0151806,0.0125831,0.0170131,0.0392371,0.0259828,0.0114277,0.00571112,0.0109176,0.0308349,0.00940787,0.0182163,0.0199404,0,0,0.0181384,0,0.0325423,0.0186508,0.039147,0.00737348,0.0136544,0.0137101,0.0345757,0.0302393,0.0159732,0.00868741,0.0122714,0.00913416,0.0313302,0.00933407,0.009763,0.0113642,0.0185463,0.0365273,0.00912783,0.0148878,0.0155471,0,0,0,0,0,0
236,0.0150531,0,0,0,0,0.016996,0,0,0,0.0352511,0.0253083,0.0286419,0.0223685,0,0,0.0183216,0,0.0304966,0.0160276,0.0395175,0.027126,0.00640532,0.0113318,0.0368376,0.0464577,0.0178903,0.0164466,0.0144914,0.0085465,0.0151244,0.0125755,0.0170022,0.0390789,0.0254758,0.0114207,0.00598422,0.0109724,0.0307903,0.00942273,0.0182382,0.0200795,0,0,0.0182333,0,0.0324475,0.0186028,0.0391249,0.0073749,0.0136548,0.0136705,0.0344538,0.030104,0.015997,0.00867282,0.0122515,0.00907061,0.0313249,0.00930677,0.00969615,0.011393,0.0184413,0.036517,0.00894067,0.0150273,0.0156856,0,0,0,0,0,0
237,0.0152412,0,0,0,0,0.0171194,0,0,0,0.0351249,0.0251896,0.0286077,0.0223617,0,0,0.0179439,0,0.0303826,0.0158591,0.0395406,0.0271397,0.00637214,0.0113041,0.0368006,0.0460057,0.0178831,0.016388,0.0144742,0.00852555,0.0150836,0.0125268,0.0169842,0.0389606,0.0248937,0.0114094,0.006165,0.0110023,0.0308067,0.00944363,0.0182391,0.0201784,0,0,0.0183689,0,0.0324359,0.0185748,0.0390971,0.00733672,0.0136505,0.0136201,0.0344111,0.0299977,0.0159935,0.00868656,0.0122334,0.00903121,0.0312951,0.00929808,0.00967051,0.011411,0.0183445,0.0365939,0.00877603,0.0151309,0.0158284,0,0,0,0,0,0
238,0.015379,0,0,0,0,0.0172376,0,0,0,0.0350626,0.0251657,0.0286021,0.022311,0,0,0.0175989,0,0.0302373,0.0156173,0.0395319,0.0272108,0.00632512,0.0113104,0.0367413,0.0455355,0.0178933,0.0161337,0.0145174,0.00852238,0.0150416,0.0124878,0.0169867,0.0388782,0.0243187,0.0112916,0.00634878,0.010946,0.030825,0.00942358,0.0182383,0.0202338,0,0,0.0184982,0,0.0324347,0.0185268,0.0390391,0.00741947,0.0136002,0.0136006,0.0343469,0.0298749,0.0159965,0.00866685,0.0121276,0.00915373,0.0313415,0.00933362,0.00978767,0.0113721,0.0181188,0.0367775,0.00861756,0.0151989,0.0159279,0,0,0,0,0,0.00956825
239,0.0155483,0,0,0,0,0.0173849,0,0,0,0.0349691,0.0252058,0.0285771,0.0223103,0,0,0.0173798,0,0.0301282,0.0154025,0.0395524,0.0272224,0.00631428,0.0112986,0.0367309,0.045088,0.0179207,0.0161006,0.0145244,0.00850382,0.015015,0.0124911,0.0169575,0.0387839,0.0238997,0.0112034,0.00650815,0.0109794,0.0308424,0.00944533,0.0183273,0.020348,0,0,0.0186305,0,0.0324219,0.018462,0.0390587,0.00732296,0.0136358,0.0135837,0.0343031,0.0297237,0.0159822,0.00874625,0.0122121,0.009025,0.0312917,0.00926454,0.00967014,0.0114305,0.0177069,0.0370561,0.00846556,0.0152892,0.0160332,0,0,0,0,0,0
240,0.0157332,0,0,0,0,0.0175324,0,0,0,0.0349176,0.025269,0.0285418,0.0222816,0,0,0.0172034,0,0.0300478,0.0151768,0.0395654,0.0270325,0.00628929,0.0113047,0.0366799,0.0446744,0.0179358,0.0162353,0.0145257,0.00850234,0.0150076,0.0125111,0.0169325,0.0386882,0.0235394,0.0111944,0.00657938,0.0109877,0.030853,0.00941687,0.0183529,0.0204711,0,0,0.0187441,0,0.0324004,0.0184533,0.0390386,0.0073001,0.0136393,0.0135889,0.0342219,0.0295506,0.0159826,0.00873329,0.0122316,0.00898578,0.0313319,0.00923546,0.00963408,0.0114557,0.017464,0.0373646,0.00834386,0.0154015,0.0161284,0,0,0,0,0,0
241,0.0159213,0,0,0,0,0.0176443,0,0,0,0.0349333,0.025302,0.02854,0.0222702,0,0,0.0169587,0,0.0300198,0.0149714,0.0395811,0.0265499,0.0062732,0.0113647,0.0366108,0.044128,0.0179671,0.0162527,0.0145531,0.00851639,0.0149927,0.0125318,0.0168886,0.0386377,0.0231689,0.0112318,0.00660341,0.0109801,0.0308546,0.00938581,0.0183396,0.0205636,0,0,0.0188273,0,0.0323742,0.0184868,0.0390463,0.00732414,0.0136318,0.0136123,0.0341326,0.0293689,0.015978,0.00869429,0.0122402,0.00897646,0.0313286,0.00923016,0.00962785,0.0114813,0.017428,0.0377303,0.00825776,0.0154954,0.0162027,0,0,0,0,0,0
242,0.0160648,0,0,0,0,0.0176989,0,0,0,0.0349281,0.0253286,0.0285525,0.0222572,0,0,0.0167208,0,0.0299955,0.0147842,0.0396118,0.0263661,0.00625064,0.011391,0.0365342,0.0434054,0.017982,0.0161585,0.0145716,0.00850946,0.0149946,0.0125596,0.0168632,0.0386241,0.0227794,0.0111806,0.00673608,0.010962,0.0308817,0.00939353,0.0183152,0.0206297,0,0,0.0188443,0,0.0323754,0.0186211,0.0390572,0.00728757,0.013606,0.013618,0.0340369,0.0291674,0.0159693,0.00865006,0.0122507,0.0089884,0.0313071,0.00924184,0.00962624,0.0114713,0.0173289,0.0381576,0.0082765,0.0155629,0.0162478,0,0,0,0,0,0
243,0.0162133,0,0,0,0,0.0177488,0,0,0,0.0349232,0.0253294,0.0285859,0.0221385,0,0,0.0163956,0,0.0300166,0.0145266,0.0396158,0.026424,0.00620969,0.0113903,0.0364323,0.0427171,0.017998,0.0163058,0.0145821,0.00851312,0.014995,0.0125865,0.016881,0.0386249,0.0221348,0.0111568,0.00691436,0.0108862,0.0308726,0.0093598,0.0182406,0.020732,0,0,0.0187963,0,0.0323382,0.0187657,0.0390128,0.00740103,0.013545,0.0135684,0.0339185,0.0289102,0.0159684,0.00856469,0.0121259,0.00909557,0.0312461,0.0092755,0.00972175,0.0113521,0.0169695,0.0385759,0.00834435,0.0156331,0.0163176,0,0,0,0,0,0.00965901
244,0.0163603,0,0,0,0,0.0177861,0,0,0,0.0349138,0.0253871,0.0285946,0.0220644,0,0,0.0160945,0,0.0299867,0.0143288,0.0396131,0.026468,0.00618662,0.0113838,0.0363618,0.0423931,0.0180163,0.0166869,0.0145792,0.00852963,0.0149849,0.0125818,0.0168901,0.0386328,0.0214473,0.011102,0.00716273,0.010844,0.0308015,0.00936789,0.0182204,0.0208232,0,0,0.0188485,0,0.0322223,0.0188466,0.0389935,0.00743967,0.0135216,0.0135186,0.0338023,0.0287202,0.0159554,0.00856416,0.0120978,0.00904912,0.0310941,0.00925248,0.00966074,0.0112875,0.0165891,0.0389754,0.00840793,0.0156596,0.0164133,0,0,0,0,0,0.00964551
245,0.0163828,0,0,0,0,0.0177571,0,0,0,0.0348916,0.0254904,0.0285635,0.022066,0,0,0.0157454,0,0.0299138,0.0142371,0.0396332,0.0264244,0.00618625,0.0113919,0.036317,0.0419141,0.018034,0.0171205,0.0145839,0.00852572,0.0149529,0.0125471,0.0168727,0.0385679,0.0208037,0.0110064,0.00736045,0.0108808,0.0307824,0.00942351,0.0182436,0.0208115,0,0,0.018892,0,0.0322005,0.0189519,0.0389733,0.00744394,0.0135509,0.0135339,0.0337408,0.0285292,0.015986,0.00860145,0.0121223,0.00903793,0.0312511,0.00928061,0.00962264,0.0113355,0.0164184,0.0392819,0.00847016,0.0156146,0.0164394,0,0,0,0,0,0.0096876
246,0.0163771,0,0,0,0,0.017727,0,0,0,0.0347836,0.0255658,0.0285014,0.0220732,0,0,0.015389,0,0.0298746,0.0141249,0.0396657,0.0265778,0.00616551,0.0113513,0.0362753,0.0414447,0.0180495,0.0172388,0.0145763,0.00850023,0.0149038,0.0124991,0.0168632,0.0384465,0.0202268,0.0109519,0.00750625,0.0108929,0.0307682,0.00945653,0.0182686,0.0207981,0,0,0.0189648,0,0.0321792,0.0190295,0.0389481,0.00743436,0.0135392,0.0135637,0.0337348,0.028358,0.0160059,0.0086042,0.0121355,0.00902137,0.0313466,0.0092947,0.00959218,0.0113604,0.0162495,0.039485,0.00850875,0.0155654,0.0164428,0,0,0,0,0,0.009663
247,0.0163797,0,0,0,0,0.0176712,0,0,0,0.0346195,0.0255267,0.0284131,0.0220673,0,0,0.0150376,0,0.0299039,0.0138803,0.0396705,0.0271189,0.00610918,0.0112837,0.0362793,0.0409507,0.0180897,0.0172224,0.0145543,0.00847209,0.0148645,0.0124422,0.0168907,0.0383381,0.0195497,0.0109338,0.00761122,0.0108782,0.0307446,0.00946085,0.018291,0.0207944,0,0,0.0190129,0,0.0321409,0.0189683,0.0389422,0.00741424,0.013486,0.0135847,0.0337396,0.0282605,0.0160317,0.00859341,0.0121324,0.00897695,0.0313431,0.00927804,0.00953398,0.0113748,0.0159957,0.0395166,0.00852141,0.0155302,0.0164569,0,0,0,0,0,0.00960653
248,0.0163616,0,0,0,0,0.0175773,0,0,0,0.0345882,0.0254363,0.0283743,0.0220444,0,0,0.014685,0,0.030022,0.0135345,0.0396577,0.0272869,0.00610927,0.0112303,0.0363487,0.0404675,0.018164,0.0172451,0.0145477,0.00846852,0.0148601,0.0124671,0.0169118,0.0383231,0.0187063,0.0109307,0.00766008,0.0108746,0.0307056,0.00946054,0.0183066,0.020741,0,0,0.0190687,0,0.0320973,0.0187497,0.0389555,0.00741257,0.0134363,0.0136091,0.033792,0.0281722,0.0160554,0.00859121,0.012133,0.00894683,0.0313163,0.0092691,0.00951238,0.0113748,0.0158979,0.039341,0.00856035,0.0154705,0.0164598,0,0,0,0,0,0.00955826
