Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LWRA
118,0.0185929,0,0,0,0,0.0487523,0,0,0,0,0,0,0.018425,0.0291385,0.0183891,0.0300284,0,0,0.023238,0,0.0259979,0.0335479,0.0410414,0.0150729,0.00210952,0.00980445,0.0363288,0.0369394,0.0118349,0.0100765,0.00726911,0.0122962,0.0153245,0.0141572,0.0177481,0.0250933,0.0209796,0.0395257,0.00391073,0.0385589,0.00409053,0.0189489,0.0465504,0,0,0.0126226,0,0.0373179,0.022813,0.0414496,0.00973763,0.0119777,0.0220029,0.0346787,0.0641327,0.0115521,0.0131168,0.0100057,0.0136896,0.0144557,0.0206115,0.00931997,0.0106782,0.00509078,0.0286043,0.0260638,0.0326814,0.0519047,0.01978,0,0,0,0
119,0.0182187,0,0,0,0,0.0481037,0,0,0,0,0,0,0.0185267,0.0291232,0.0182286,0.0299629,0,0,0.0229611,0,0.0260054,0.0333882,0.04106,0.0150329,0.00209258,0.00987416,0.0365002,0.0367526,0.0118832,0.0100848,0.00732261,0.012354,0.0153755,0.0141817,0.0177927,0.0250895,0.0208137,0.0391692,0.00433524,0.038568,0.00408172,0.0188799,0.0458046,0,0,0.0123327,0,0.0372359,0.0228839,0.0414321,0.00958721,0.0120087,0.0224654,0.0348306,0.0630722,0.0118117,0.013219,0.00997348,0.0137405,0.01464,0.020991,0.00918606,0.0108709,0.00449148,0.0278688,0.0262919,0.0328693,0.0512913,0.0195596,0,0,0,0
120,0.0178437,0,0,0,0,0.0474549,0,0,0,0,0,0,0.018519,0.0291306,0.0180077,0.0298924,0,0,0.022642,0,0.0260338,0.0331624,0.0410862,0.0150109,0.00204327,0.00993282,0.0366498,0.0365978,0.0119908,0.0100351,0.00735621,0.0124188,0.0154781,0.0142081,0.0178191,0.0250747,0.0205957,0.0387705,0.00482043,0.0386023,0.00405966,0.0190058,0.0451118,0,0,0.0121503,0,0.0371974,0.0229711,0.0413488,0.00934982,0.012045,0.0229345,0.0350289,0.0620736,0.0120388,0.0133376,0.00997009,0.0139228,0.0148096,0.0214574,0.00909372,0.0111307,0.00414471,0.0272,0.0264776,0.0329898,0.0506787,0.0193448,0,0,0,0
121,0.0174572,0,0,0,0,0.0468418,0,0,0,0,0,0,0.0185725,0.0291372,0.0177862,0.0299577,0,0,0.0223308,0,0.0260587,0.0328533,0.0411462,0.0149974,0.00197843,0.00996445,0.0367145,0.0364423,0.0121115,0.00997293,0.00736034,0.0125397,0.0156409,0.0143631,0.0178806,0.0252045,0.020243,0.0383686,0.0052675,0.0386576,0.00403885,0.0191083,0.0444784,0,0,0.0120215,0,0.0372121,0.0230016,0.0412711,0.00916217,0.0120707,0.0234313,0.0352287,0.0611469,0.0121659,0.0134975,0.00997969,0.0141784,0.0149921,0.0219267,0.00901169,0.011379,0.00398345,0.0266141,0.0266023,0.0330947,0.0500635,0.0191165,0,0,0,0
122,0.017084,0,0,0,0,0.0463178,0,0,0,0,0,0,0.018619,0.0291535,0.0177334,0.0299817,0,0,0.0220558,0,0.0260986,0.0325236,0.0411849,0.0149692,0.00195345,0.00996536,0.036729,0.0362553,0.0121587,0.00990725,0.00740949,0.012642,0.0158081,0.0144476,0.0179344,0.0253979,0.0198063,0.0379644,0.00559763,0.0386817,0.00395375,0.0192417,0.0438277,0,0,0.0118615,0,0.0372311,0.0228818,0.0412348,0.00891152,0.0120843,0.023934,0.0354067,0.0602958,0.0122797,0.013699,0.00999508,0.0144094,0.0151958,0.0223326,0.00890119,0.0115326,0.003899,0.0260636,0.0265615,0.0330802,0.0495269,0.0188604,0,0,0,0
123,0.016736,0,0,0,0,0.0458809,0,0,0,0,0,0,0.0186485,0.0291634,0.0178372,0.0299994,0,0,0.0218084,0,0.0261463,0.0322153,0.0411957,0.0149648,0.00195741,0.00997978,0.0367228,0.036021,0.0121622,0.00983112,0.00755378,0.0127035,0.0159411,0.0144095,0.0179628,0.0256275,0.0194049,0.0375731,0.00570089,0.0386532,0.00377757,0.0194014,0.0431539,0,0,0.0117328,0,0.0372191,0.0226432,0.0412262,0.00832294,0.0120613,0.0243614,0.035662,0.0595222,0.0122714,0.0139222,0.0100752,0.0146321,0.0152703,0.022681,0.00873713,0.011537,0.00387076,0.0255121,0.0264372,0.0329964,0.0490788,0.0185981,0,0,0,0
124,0.0163884,0,0,0,0,0.0454689,0,0,0,0,0,0,0.0189331,0.0291735,0.0179872,0.0300227,0,0,0.021537,0,0.0261913,0.0319324,0.0411949,0.0150293,0.00195705,0.00999634,0.0367331,0.0357266,0.0121566,0.00972921,0.0076769,0.0127532,0.016007,0.0143674,0.0180001,0.025852,0.0192366,0.0372003,0.00544032,0.0386282,0.00354727,0.0195762,0.0425388,0,0,0.0115915,0,0.0372008,0.0224287,0.0412409,0.00746784,0.012033,0.0246419,0.0358546,0.0588206,0.0124167,0.0141452,0.0102878,0.0149646,0.0152014,0.0229775,0.00864415,0.0115574,0.00377438,0.0250958,0.0263736,0.0329802,0.0486562,0.0183122,0,0,0,0
125,0.0160656,0,0,0,0,0.0450288,0,0,0,0,0,0,0.0191891,0.0291763,0.0181527,0.0301137,0,0,0.0212182,0,0.0262235,0.0316738,0.041238,0.0151459,0.0019502,0.010029,0.0368114,0.0353917,0.0121695,0.00955006,0.00773027,0.0127764,0.0159996,0.0143768,0.0180233,0.0261446,0.0191553,0.0367535,0.00500286,0.0386298,0.00323035,0.0197781,0.041979,0,0,0.011489,0,0.0371793,0.0223586,0.0412791,0.00680875,0.0120187,0.0248299,0.0360005,0.0581798,0.0124811,0.014357,0.0105522,0.0153853,0.0148273,0.023289,0.008589,0.0115927,0.0035145,0.024752,0.0264352,0.0330761,0.0482666,0.0180497,0,0,0,0
126,0.0157579,0,0,0,0,0.0446175,0,0,0,0,0,0,0.0193944,0.0291631,0.0183352,0.0303362,0,0,0.020897,0,0.0262368,0.0314133,0.0413488,0.0152846,0.0019415,0.0100772,0.0368922,0.0350589,0.0121992,0.00934502,0.00778208,0.0127645,0.015961,0.0143855,0.0180285,0.0264873,0.0188807,0.0363328,0.00432085,0.0386425,0.00295736,0.0199305,0.0414657,0,0,0.0114221,0,0.0371491,0.0224145,0.0413899,0.00666218,0.0120163,0.0249806,0.0361802,0.0576188,0.0126147,0.0145625,0.0107678,0.0157348,0.0146189,0.0235579,0.00854524,0.0116042,0.00319759,0.0244153,0.026605,0.0332273,0.0479276,0.0177854,0,0,0,0
127,0.015481,0,0,0,0,0.0442378,0,0,0,0,0,0,0.0197871,0.02916,0.0184823,0.0306279,0,0,0.0206524,0,0.0262642,0.0311716,0.0414567,0.0154605,0.00193336,0.0101109,0.0368875,0.034722,0.0122563,0.00911979,0.00783132,0.0127461,0.0159661,0.014364,0.0180308,0.0268051,0.0188291,0.0359524,0.00358224,0.0386602,0.00278527,0.020115,0.0409895,0,0,0.0113871,0,0.0371074,0.0224894,0.0415454,0.00678631,0.0120173,0.0251652,0.03636,0.0571138,0.012887,0.0147584,0.0109987,0.0160496,0.014649,0.0238067,0.00852107,0.011644,0.00297014,0.0240158,0.026836,0.0333892,0.0476019,0.017534,0,0,0,0
128,0.0152382,0,0,0,0,0.0439663,0,0,0,0,0,0,0.0201649,0.0291454,0.0186415,0.0307131,0,0,0.0205575,0,0.0262913,0.0309962,0.0415031,0.0156606,0.00191236,0.0101158,0.0368802,0.0343552,0.0123417,0.00896849,0.00788169,0.0127717,0.0160309,0.014452,0.0180391,0.0271699,0.0188386,0.0356216,0.00277742,0.0386633,0.00262725,0.0204594,0.0405362,0,0,0.011294,0,0.0370457,0.0224696,0.0416981,0.00677221,0.0119731,0.0253206,0.0365401,0.0567126,0.0131719,0.0148616,0.0112038,0.0163366,0.0147678,0.0240681,0.008545,0.0117551,0.00308279,0.0236749,0.0270633,0.033572,0.0473346,0.0172462,0,0,0,0
129,0.0149919,0,0,0,0,0.0437758,0,0,0,0,0,0,0.0203129,0.0290945,0.0187755,0.0307732,0,0,0.0204917,0,0.0263007,0.0308265,0.0415524,0.0158283,0.00182927,0.0101832,0.0371653,0.034044,0.0124437,0.0089154,0.00796291,0.0128366,0.0161162,0.0145432,0.0180469,0.0274198,0.0184906,0.0353498,0.00204786,0.0386815,0.00263247,0.0206716,0.0400744,0,0,0.0111799,0,0.0370008,0.0224668,0.0417921,0.0068528,0.0118568,0.0254934,0.036713,0.0563294,0.013259,0.0148511,0.011369,0.0165845,0.0148486,0.0241955,0.00845624,0.011823,0.00374671,0.0235985,0.0272209,0.03374,0.0471224,0.0169194,0,0,0,0
130,0.0147829,0,0,0,0,0.0436534,0,0,0,0,0,0,0.0203221,0.0290366,0.0188657,0.0308723,0,0,0.0203744,0,0.0263013,0.0305946,0.0416088,0.0159256,0.00177552,0.0102298,0.0373885,0.0337672,0.0125144,0.0089713,0.00802567,0.0129017,0.0162262,0.0146148,0.018056,0.027564,0.0179689,0.0350705,0.00168124,0.0387194,0.00255618,0.0207937,0.0396248,0,0,0.0110895,0,0.0369903,0.0224997,0.0418555,0.00696237,0.0117637,0.0255006,0.0368465,0.0559937,0.0133018,0.0147998,0.0114922,0.0166768,0.0148326,0.0243275,0.00836441,0.0118209,0.00453594,0.0236094,0.0272844,0.0338272,0.0469949,0.0165961,0,0,0,0
131,0.0146241,0,0,0,0,0.0435004,0,0,0,0,0,0,0.020475,0.0289789,0.0189519,0.0309942,0,0,0.0202221,0,0.0263211,0.0303859,0.0416591,0.0160783,0.00174966,0.010296,0.0375191,0.0335014,0.0125447,0.00906013,0.00806624,0.0130069,0.0163477,0.0146086,0.0180889,0.0276424,0.0175959,0.0348686,0.00188572,0.0387458,0.00261429,0.0209028,0.0392465,0,0,0.0110732,0,0.0369784,0.0225494,0.0418801,0.0074989,0.0117388,0.0254171,0.0368247,0.0557313,0.0134202,0.014735,0.01152,0.0166303,0.0148205,0.024453,0.00832686,0.0118847,0.00530007,0.0232363,0.0272832,0.0338387,0.0469554,0.0162988,0,0,0,0
132,0.0145077,0,0,0,0,0.0433661,0,0,0,0,0,0,0.0205572,0.0288983,0.0190323,0.0311537,0,0,0.0199933,0,0.0263109,0.0301285,0.0416656,0.0162467,0.00172129,0.0103916,0.037514,0.033238,0.012496,0.00914966,0.0081113,0.0130188,0.0164112,0.0145605,0.0181297,0.027735,0.0175035,0.0346681,0.00212764,0.0387605,0.00300809,0.0210263,0.0389468,0,0,0.0110663,0,0.0369574,0.0225203,0.0418314,0.00843247,0.0117359,0.0253929,0.0367466,0.0554891,0.0136692,0.0146193,0.0114298,0.0165278,0.0149446,0.0245106,0.00835277,0.0120722,0.0059106,0.0226003,0.0272104,0.0337967,0.0469347,0.0160737,0,0,0,0
133,0.0143683,0,0,0,0,0.0432969,0,0,0,0,0,0,0.0205767,0.0288486,0.0190492,0.0313073,0,0,0.0197934,0,0.0263095,0.0298535,0.0416343,0.0163079,0.00169156,0.0104809,0.0374497,0.0330143,0.0124199,0.0092645,0.0081989,0.0129621,0.016401,0.014561,0.0181441,0.0277236,0.0175795,0.0344413,0.00237185,0.0387943,0.00353954,0.021079,0.0386527,0,0,0.0109892,0,0.0369773,0.022387,0.0417864,0.00936033,0.0117508,0.0256024,0.0366817,0.0552397,0.0138705,0.0144984,0.0112809,0.0164717,0.0152198,0.0246304,0.00844012,0.0123801,0.00647117,0.0225023,0.0270603,0.0337096,0.0469648,0.0158467,0,0,0,0
134,0.0142408,0,0,0,0,0.0432823,0,0,0,0,0,0,0.0204073,0.0288457,0.0190662,0.0312869,0,0,0.0197135,0,0.0263365,0.029644,0.0416027,0.0163239,0.00167854,0.0105306,0.0375938,0.0328195,0.0123859,0.00935559,0.00829581,0.0129431,0.0163343,0.01454,0.0181259,0.0276141,0.0176438,0.034228,0.00264673,0.0388196,0.00402738,0.0211421,0.0383691,0,0,0.0108756,0,0.0369889,0.0221904,0.0417209,0.0101651,0.0117452,0.0259121,0.0366307,0.0550497,0.0140734,0.0144259,0.0112341,0.0164139,0.0155122,0.0247767,0.00853181,0.0126918,0.00689429,0.0224213,0.0268475,0.0335615,0.0470161,0.0156417,0,0,0,0
135,0.0140776,0,0,0,0,0.0432939,0,0,0,0,0,0,0.0205302,0.0288516,0.0190804,0.0312831,0,0,0.0197558,0,0.0263742,0.0294678,0.0416048,0.0163793,0.00164164,0.0106196,0.0376852,0.0326853,0.012332,0.00938453,0.00837411,0.0128936,0.0161937,0.014504,0.0180895,0.0273191,0.0174162,0.0340169,0.00284045,0.0388362,0.00437858,0.0212371,0.0380555,0,0,0.0107273,0,0.0369813,0.0219997,0.0416758,0.0107831,0.0117296,0.0260568,0.0366521,0.0549345,0.0142795,0.0144825,0.0112503,0.0163392,0.0157042,0.0249342,0.0085989,0.0129105,0.00707612,0.0223158,0.0266339,0.0333819,0.0470806,0.015452,0,0,0,0
136,0.013906,0,0,0,0,0.0433771,0,0,0,0,0,0,0.0210164,0.0287352,0.0190979,0.0312914,0,0,0.0197828,0,0.0263355,0.0291678,0.0416187,0.0164704,0.00162958,0.0107719,0.0378892,0.0325178,0.0122865,0.0093198,0.00844641,0.0128049,0.0160018,0.0144285,0.0180953,0.0270609,0.0172681,0.0336397,0.00292831,0.0388516,0.00464085,0.0212363,0.0377593,0,0,0.010465,0,0.0369635,0.0218154,0.041703,0.0112801,0.0117277,0.0260857,0.0367119,0.0548776,0.014405,0.0146585,0.0113108,0.0163079,0.0158147,0.0250407,0.0086487,0.0130649,0.0069331,0.0224556,0.0264388,0.0332112,0.0472005,0.0152237,0,0,0,0
137,0.0137652,0,0,0,0,0.0434934,0,0,0,0,0,0,0.0211759,0.0286259,0.0190974,0.0312611,0,0,0.0198693,0,0.0262973,0.0290598,0.0416114,0.0165255,0.0016217,0.010943,0.0379958,0.0324251,0.0123404,0.00917105,0.00852569,0.0127207,0.0158379,0.014343,0.018078,0.0269379,0.0173547,0.0332533,0.00295265,0.0388581,0.00487249,0.0211725,0.0375195,0,0,0.010158,0,0.0369332,0.0216202,0.041742,0.011665,0.0117399,0.0261582,0.0367236,0.0548264,0.0143706,0.0146825,0.011456,0.0163168,0.0158522,0.0250311,0.00869953,0.0131894,0.00687803,0.0225904,0.0262403,0.0330623,0.0473347,0.0150168,0,0,0,0
138,0.0136479,0,0,0,0,0.043583,0,0,0,0,0,0,0.0210853,0.0285753,0.0191658,0.0311788,0,0,0.0200423,0,0.0263197,0.0289496,0.0415936,0.0165676,0.00159522,0.0110518,0.0380535,0.0324369,0.0123342,0.00907259,0.00858841,0.0126738,0.0157174,0.0142884,0.0180453,0.0269345,0.0173043,0.0328979,0.00300246,0.0388468,0.00497196,0.0211066,0.0373567,0,0,0.00985675,0,0.0368969,0.0213391,0.0417423,0.0118474,0.0117449,0.0262193,0.036753,0.0547755,0.0142818,0.0147959,0.0116062,0.0163489,0.0158087,0.024988,0.00876116,0.0132384,0.00665225,0.022691,0.0259858,0.0328903,0.0474943,0.0148261,0,0,0,0
139,0.013523,0,0,0,0,0.0436425,0,0,0,0,0,0,0.0210249,0.0285927,0.0192975,0.0311358,0,0,0.0203318,0,0.0263875,0.028906,0.0415431,0.0166104,0.00160658,0.0110781,0.0381315,0.0325135,0.0122706,0.00904287,0.00865086,0.0126665,0.015677,0.014317,0.0180496,0.0270251,0.0174185,0.0326322,0.00296443,0.0388413,0.00498317,0.0210622,0.0372132,0,0,0.00954758,0,0.0368873,0.0209968,0.0416898,0.0119161,0.0117583,0.0262169,0.0368456,0.0546921,0.0141554,0.0150338,0.0117298,0.0163388,0.0158093,0.0249352,0.00880559,0.0132444,0.00613212,0.0227098,0.0257222,0.0326875,0.0475927,0.0146558,0,0,0,0
140,0.0133776,0,0,0,0,0.0436678,0,0,0,0,0,0,0.0211393,0.0286317,0.0193728,0.0310895,0,0,0.0206672,0,0.0264456,0.028956,0.0415082,0.0166005,0.00165091,0.0111044,0.0381972,0.0326285,0.0121913,0.0090836,0.00873256,0.0126768,0.0156427,0.014327,0.0180565,0.0270887,0.0175619,0.0324681,0.00306338,0.0388532,0.00494237,0.0210308,0.0370432,0,0,0.0092952,0,0.0369094,0.020653,0.0416058,0.0118277,0.0117884,0.0261714,0.0370102,0.0546108,0.014051,0.0152884,0.0118156,0.0163643,0.0158555,0.0249158,0.00884151,0.0132122,0.00565015,0.0226421,0.025481,0.0325227,0.0476349,0.0144927,0,0,0,0
141,0.0132477,0,0,0,0,0.0435936,0,0,0,0,0,0,0.0211619,0.0287117,0.0194501,0.0310603,0,0,0.0209184,0,0.0265007,0.0290746,0.0415514,0.016546,0.00166007,0.0111385,0.0382817,0.0327584,0.0120951,0.00906747,0.00879969,0.0126845,0.0156076,0.0142688,0.0180582,0.0271265,0.0180099,0.0324301,0.00317006,0.0388859,0.00496638,0.0209968,0.0368735,0,0,0.009025,0,0.036967,0.020347,0.0415184,0.0116674,0.0117994,0.0261516,0.03717,0.0544694,0.0139703,0.0154855,0.0118747,0.0163827,0.0159029,0.0249037,0.00888633,0.0131704,0.00524349,0.0227385,0.0253243,0.0323809,0.0476233,0.0143719,0,0,0,0
142,0.0131627,0,0,0,0,0.0435251,0,0,0,0,0,0,0.0212753,0.0287018,0.0195346,0.031056,0,0,0.0209503,0,0.026488,0.0290805,0.0416362,0.0164498,0.00164677,0.0111721,0.0383703,0.0328543,0.0120062,0.00892807,0.00884466,0.0126561,0.0155453,0.0142135,0.0180313,0.0270678,0.0182466,0.0323952,0.00322686,0.0388936,0.00507016,0.0209279,0.0367405,0,0,0.00874394,0,0.0369941,0.0201365,0.0414716,0.0114497,0.0118109,0.0262196,0.0373074,0.054295,0.0138861,0.0156127,0.0119204,0.0163957,0.0158896,0.0248521,0.0089449,0.0130895,0.00492996,0.0229241,0.0252167,0.0322486,0.0475784,0.0142631,0,0,0,0
143,0.0131308,0,0,0,0,0.0434331,0,0,0,0,0,0,0.0213027,0.0286055,0.0195966,0.0310399,0,0,0.0207803,0,0.0264268,0.0288873,0.0417534,0.0163682,0.0016239,0.0112293,0.0384408,0.0328888,0.0119372,0.00884805,0.00888919,0.0126044,0.0154479,0.0142307,0.0180174,0.0272138,0.0183098,0.032234,0.00333852,0.0388925,0.00509877,0.0209326,0.0366218,0,0,0.00852028,0,0.0369958,0.0199702,0.0414601,0.0113462,0.0118547,0.0263406,0.0374037,0.0541798,0.0136699,0.0157421,0.0119858,0.0163748,0.0158385,0.0247923,0.00896783,0.0130216,0.00467824,0.0228812,0.0250932,0.032157,0.0474706,0.0142037,0,0,0,0
144,0.0131272,0,0,0,0,0.0433701,0,0,0,0,0,0,0.021513,0.028572,0.0196071,0.0311241,0,0,0.0207033,0,0.0264104,0.0287364,0.0419077,0.0163022,0.00159926,0.0112793,0.0384658,0.032926,0.0119053,0.00875485,0.00893205,0.0125751,0.0153401,0.0141816,0.0180263,0.0274035,0.0180544,0.0321489,0.00343059,0.0388939,0.00500555,0.0210366,0.0365634,0,0,0.0083636,0,0.036974,0.0198435,0.041464,0.0112701,0.0119097,0.0264461,0.0373958,0.0540987,0.0134252,0.0158848,0.0120459,0.0163474,0.0157528,0.024771,0.00895718,0.0129383,0.00446178,0.0224807,0.0250037,0.0321071,0.0473599,0.0141904,0,0,0,0
145,0.0131235,0,0,0,0,0.0433102,0,0,0,0,0,0,0.0215961,0.0285931,0.0196291,0.0311858,0,0,0.0207652,0,0.0264266,0.0286714,0.0420537,0.0162282,0.0015788,0.0113161,0.0384821,0.0329626,0.0118842,0.00861639,0.00899276,0.0126025,0.0152955,0.0141332,0.0180342,0.0276187,0.0179572,0.0321421,0.00342144,0.0389173,0.00486332,0.02109,0.036522,0,0,0.00828124,0,0.0369789,0.0198438,0.041471,0.0111537,0.0119497,0.0265448,0.037331,0.0539902,0.013343,0.0160291,0.0120819,0.0163613,0.0157149,0.0247965,0.00895732,0.0128886,0.00426627,0.0222868,0.0250833,0.0321371,0.0472472,0.0141966,0,0,0,0
146,0.0131214,0,0,0,0,0.0433002,0,0,0,0,0,0,0.0215431,0.0286178,0.0197044,0.0312267,0,0,0.0209324,0,0.02645,0.0286344,0.0422,0.0161577,0.00159925,0.0113532,0.0384608,0.0329648,0.0118954,0.00850081,0.00906663,0.0126551,0.015334,0.0142263,0.0180332,0.0278694,0.0180472,0.0321416,0.00332483,0.0389568,0.00473259,0.0210895,0.0365049,0,0,0.00819231,0,0.0369929,0.0199317,0.0414641,0.0110279,0.0120086,0.0266316,0.0372658,0.0539553,0.0133805,0.0161566,0.0120732,0.0163948,0.0158326,0.0248154,0.00895552,0.0128577,0.00415543,0.0220487,0.025275,0.0322496,0.0471737,0.014172,0,0,0,0
147,0.0131254,0,0,0,0,0.0432591,0,0,0,0,0,0,0.0217721,0.0286401,0.0197918,0.0312747,0,0,0.0212103,0,0.0264775,0.0286179,0.0422996,0.0160538,0.00164339,0.011386,0.0384181,0.0329959,0.0119426,0.00839329,0.00910935,0.0126851,0.0153998,0.0143211,0.0180498,0.0280643,0.0180705,0.0321336,0.00322082,0.0389612,0.00462806,0.0212263,0.0365287,0,0,0.00809601,0,0.0369723,0.0200628,0.0414434,0.0109583,0.0120432,0.0266999,0.037206,0.0538391,0.0134872,0.0162844,0.0120239,0.0163699,0.0160811,0.0248029,0.00893695,0.0128609,0.00409637,0.0221712,0.0254385,0.032367,0.047066,0.0141631,0,0,0,0
148,0.0131559,0,0,0,0,0.0431386,0,0,0,0,0,0,0.0220988,0.0286607,0.0197976,0.0311576,0,0,0.0214041,0,0.0265024,0.028567,0.0423451,0.0159493,0.00157755,0.0114315,0.0383064,0.0330888,0.0120115,0.00826382,0.00913947,0.0126944,0.015416,0.0143281,0.0180401,0.0280851,0.0180971,0.0320576,0.003119,0.0389546,0.0045468,0.0214763,0.0365559,0,0,0.00808898,0,0.0369613,0.0200083,0.0414336,0.0109399,0.0120468,0.0267845,0.0371018,0.0537811,0.0136835,0.0163451,0.0119468,0.0163212,0.0161361,0.0247845,0.00891235,0.0128537,0.00415935,0.0221248,0.0255358,0.0324543,0.04699,0.0142007,0,0,0,0
149,0.0132032,0,0,0,0,0.0429857,0,0,0,0,0,0,0.0221243,0.0286782,0.019812,0.0311142,0,0,0.0215284,0,0.0265121,0.0284842,0.042432,0.0158805,0.00150968,0.0114735,0.0382074,0.0331637,0.0120669,0.00820697,0.00916388,0.0126884,0.0154085,0.0143418,0.0180319,0.0281328,0.0182916,0.0319313,0.0031673,0.0389545,0.00452293,0.0215416,0.0366455,0,0,0.00819345,0,0.0369453,0.0200304,0.0413328,0.0110949,0.0120808,0.0269603,0.0369607,0.0537908,0.0138718,0.016167,0.0119583,0.0163006,0.0160633,0.0247552,0.00892841,0.0129243,0.00452691,0.0218789,0.0256424,0.032503,0.0468992,0.0143061,0,0,0,0
150,0.0130762,0,0,0,0,0.0426841,0,0,0,0,0,0,0.021967,0.0286852,0.0197861,0.0311063,0,0,0.0215798,0,0.0264988,0.0283942,0.042508,0.0159108,0.0014446,0.0115081,0.038215,0.0332587,0.0120912,0.0082455,0.00918376,0.012714,0.0153916,0.0143579,0.0180205,0.0281623,0.0183176,0.0318667,0.00338202,0.0389679,0.00449446,0.0214913,0.0364758,0,0,0.00835771,0,0.0369475,0.020145,0.0412488,0.0112749,0.0121469,0.0271819,0.0368693,0.0534683,0.0138671,0.0160243,0.0119518,0.0164052,0.0160686,0.0248381,0.00896998,0.0130146,0.00505282,0.0219192,0.0257964,0.0325678,0.0466248,0.0143015,0,0,0,0
151,0.0129379,0,0,0,0,0.0424527,0,0,0,0,0,0,0.0220374,0.028638,0.0196437,0.0310794,0,0,0.0215824,0,0.0264406,0.0283095,0.0425608,0.0159875,0.00136472,0.0115587,0.0382828,0.0333803,0.0120075,0.00833769,0.00921607,0.0127384,0.0153621,0.0143132,0.0180118,0.0280121,0.0176644,0.0318963,0.00362529,0.0389825,0.00444146,0.0214417,0.0363172,0,0,0.00849387,0,0.0369555,0.0202573,0.0412246,0.0114363,0.012173,0.0273653,0.0368125,0.0531145,0.0139065,0.0159589,0.011885,0.0165157,0.0161271,0.0249357,0.00898297,0.0130685,0.00560168,0.0217936,0.0259429,0.0326849,0.0463723,0.0142806,0,0,0,0
152,0.012836,0,0,0,0,0.0422991,0,0,0,0,0,0,0.0220224,0.0285629,0.0194432,0.0310286,0,0,0.021545,0,0.0263452,0.0282291,0.0426153,0.0160975,0.00129285,0.0115931,0.0384139,0.0335005,0.0118614,0.00832254,0.0092565,0.0127088,0.0153838,0.0142669,0.0180054,0.027787,0.0172115,0.0320352,0.00386229,0.0390038,0.0044731,0.0214795,0.0361949,0,0,0.00859959,0,0.0369888,0.0202596,0.041221,0.0116523,0.0121625,0.0274218,0.0368375,0.0528394,0.0140501,0.0158608,0.0118034,0.0165113,0.0162389,0.0248577,0.00893483,0.013102,0.00610354,0.0213299,0.0260915,0.0327749,0.0461222,0.0142979,0,0,0,0
153,0.012755,0,0,0,0,0.0421549,0,0,0,0,0,0,0.0218623,0.0285141,0.0194435,0.0309914,0,0,0.0214712,0,0.0262691,0.0281702,0.0426507,0.0161635,0.00120904,0.011598,0.0385392,0.0335778,0.0117376,0.00828624,0.00930357,0.0126146,0.0153779,0.0142036,0.01798,0.0275423,0.0173395,0.0321421,0.00409958,0.0390462,0.00448476,0.0216787,0.0361223,0,0,0.00872922,0,0.037048,0.0203056,0.0412318,0.0118803,0.0121907,0.0274782,0.0369462,0.0525948,0.0141748,0.0158035,0.0118181,0.0165014,0.0161808,0.0248833,0.00893636,0.0131571,0.00663989,0.0209874,0.0263141,0.0328861,0.0458663,0.0143345,0,0,0,0
154,0.0127045,0,0,0,0,0.0420098,0,0,0,0,0,0,0.021552,0.0284923,0.0194776,0.0309987,0,0,0.0214588,0,0.0262243,0.0281504,0.042632,0.0162872,0.00112292,0.0116494,0.0387178,0.0335964,0.0116515,0.00828773,0.00935579,0.0125196,0.0153271,0.0141882,0.0179428,0.0273158,0.017646,0.0322816,0.00433932,0.0390946,0.0044697,0.0216965,0.0360685,0,0,0.00886491,0,0.037097,0.0204266,0.0412622,0.01206,0.012193,0.0275079,0.03712,0.0523564,0.0142369,0.0157834,0.0118627,0.0165136,0.0161437,0.0249201,0.00895513,0.0131932,0.00719919,0.0208446,0.0264655,0.0329762,0.0456402,0.0143642,0,0,0,0
155,0.0126334,0,0,0,0,0.0419053,0,0,0,0,0,0,0.0211837,0.0284742,0.0194685,0.0310243,0,0,0.0215278,0,0.026187,0.0282256,0.0425985,0.0163938,0.00104868,0.0117336,0.0389258,0.0336333,0.01157,0.00837441,0.00945756,0.0124512,0.0152659,0.0141471,0.0179084,0.0270607,0.0176977,0.0325125,0.00454257,0.0391266,0.00449917,0.0214629,0.0359897,0,0,0.00891439,0,0.037121,0.0204869,0.041277,0.0122589,0.0121759,0.0274738,0.0373222,0.0520968,0.0141903,0.0157202,0.0118135,0.0165701,0.0161311,0.024927,0.00891898,0.0132374,0.00768488,0.0208934,0.0265052,0.0329529,0.0454905,0.0143414,0,0,0,0
