Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,
341,0.0346693,0,0,0,0,0.0289902,0,0,0,0,0,0,0.0122259,0.0367205,0.0116045,0.0158814,0,0,0.0298078,0,0.0377296,0.0293484,0.0394497,0.0194141,0.0113243,0.0183346,0.0258655,0.0469073,0.016339,0.0269691,0.0146437,0.0138012,0.0188778,0.00398913,0.0211511,0.0214416,0.0356619,0,0.0217897,0.0409198,0.0474053,0.0315947,0.0197652,0.0259095,0,0,0.0614112,0,0.0537993,0.0362913,0.0430756,0.0413423,0.0199319,0.00811668,0.0190403,0.0469813,0.00474803,0.0132421,0.00662552,0.00648196,0.0203336,0.0192696,0.0237879,0.0259931,0.0396995,0.0302029,0.0742408,0.0518928,0.0206139,0.0252858,0,0,0,0,0,0,0
342,0.0345503,0,0,0,0,0.0296411,0,0,0,0,0,0,0.0127593,0.0367046,0.0113334,0.0163782,0,0,0.0300135,0,0.0376804,0.0294912,0.0393712,0.0199645,0.0115611,0.0190965,0.0263471,0.0474964,0.0163484,0.0271058,0.0152746,0.0142611,0.0195976,0.0042954,0.0207909,0.0221903,0.0360325,0,0.0218374,0.0430283,0.0472946,0.0330603,0.019827,0.0259193,0,0,0.0609236,0,0.0536999,0.0361164,0.0429337,0.0433905,0.0191405,0.00669261,0.0194531,0.0472756,0.00455901,0.014157,0.00806629,0.00540898,0.0210323,0.0180387,0.0248273,0.0268099,0.0415014,0.0299487,0.074571,0.051736,0.0216174,0.0252319,0,0,0,0,0,0,0
343,0.0345302,0,0,0,0,0.0302004,0,0,0,0,0,0,0.0130047,0.0367056,0.0113367,0.0166637,0,0,0.0299974,0,0.0376623,0.0295302,0.0393557,0.0200803,0.0117802,0.0194986,0.026529,0.0479287,0.0161469,0.0268981,0.015684,0.0146668,0.0200012,0.00446751,0.0204623,0.0226059,0.0361596,0,0.0218936,0.0451768,0.0472389,0.0347895,0.0199079,0.0260686,0,0,0.0604504,0,0.0536927,0.0359778,0.0427875,0.0453741,0.0183566,0.00532411,0.0196112,0.0476607,0.00450905,0.0152351,0.00980282,0.00437611,0.0218436,0.0169422,0.0260036,0.0275295,0.0433077,0.0296968,0.0745606,0.0516252,0.0225538,0.0252503,0,0,0,0,0,0,0
344,0.0345439,0,0,0,0,0.0306778,0,0,0,0,0,0,0.0129921,0.0367403,0.0114705,0.0171047,0,0,0.0299807,0,0.037651,0.0294795,0.0393784,0.0206428,0.0120292,0.0195985,0.0267509,0.0482897,0.0159357,0.0265806,0.015903,0.0149378,0.0200287,0.00436057,0.0201011,0.0230981,0.0361778,0,0.0218997,0.0469774,0.0472199,0.0363471,0.019995,0.0263214,0,0,0.0600038,0,0.0537253,0.0356924,0.0426217,0.0471252,0.0174833,0.00432075,0.0198108,0.0480411,0.00435825,0.0164596,0.0115635,0.00343995,0.0224953,0.0159842,0.0271638,0.0280222,0.0454436,0.0295506,0.0746351,0.0516524,0.0235644,0.0253432,0,0,0,0,0,0,0
345,0.0346381,0,0,0,0,0.0311425,0,0,0,0,0,0,0.0132603,0.0368073,0.0116631,0.017756,0,0,0.0299609,0,0.0376286,0.0294614,0.039467,0.0215908,0.01229,0.0196726,0.0269808,0.0485886,0.0158872,0.0264282,0.0160854,0.0147663,0.0199137,0.00419094,0.0198834,0.0238572,0.036095,0,0.0219361,0.0484276,0.0471837,0.037486,0.0200918,0.0266664,0,0,0.0595171,0,0.0537128,0.0353555,0.0424164,0.0484665,0.0165624,0.00389172,0.0200153,0.048421,0.00428618,0.0177822,0.0134512,0.00260577,0.0228189,0.0151024,0.0281758,0.0283238,0.0472916,0.0294741,0.0746567,0.051582,0.0246017,0.0255549,0,0,0,0,0,0,0
346,0.0348558,0,0,0,0,0.0315457,0,0,0,0,0,0,0.0142049,0.0368441,0.0119977,0.017882,0,0,0.0298761,0,0.0375682,0.0295955,0.0395311,0.0225917,0.0125638,0.0198879,0.0270465,0.0487972,0.0160764,0.0262464,0.0163443,0.0146513,0.0198758,0.00441881,0.0201211,0.0250647,0.0359414,0,0.0219934,0.0495023,0.0471737,0.0382055,0.0202568,0.0270998,0,0,0.0589954,0,0.0537348,0.0350928,0.0422156,0.0494038,0.0156088,0.00422851,0.0201192,0.0488329,0.0043499,0.019093,0.0156012,0.00228069,0.0229671,0.0142623,0.0289607,0.0282122,0.0490217,0.0294095,0.0747615,0.0516127,0.0253793,0.0258805,0,0,0,0,0,0,0
347,0.0351557,0,0,0,0,0.0318381,0,0,0,0,0,0,0.015275,0.0368894,0.0123582,0.0178028,0,0,0.0297187,0,0.0374947,0.0296607,0.0393847,0.0230362,0.01279,0.0200002,0.0269384,0.0488935,0.0162991,0.025911,0.0165145,0.01471,0.0198323,0.00474057,0.0204084,0.0260267,0.0357546,0,0.0221157,0.0503442,0.0471144,0.0388607,0.0204792,0.0276047,0,0,0.0585547,0,0.0537051,0.0349435,0.0420927,0.0501166,0.0146947,0.00526296,0.0200942,0.0492898,0.00484415,0.0203275,0.0180393,0.00286548,0.0232863,0.0135563,0.0297383,0.0282338,0.0501567,0.0294985,0.0747154,0.0515828,0.0258301,0.0262899,0,0,0,0,0,0,0
348,0.0355913,0,0,0,0,0.0320623,0,0,0,0,0,0,0.0160886,0.0369139,0.0125664,0.0178285,0,0,0.0295926,0,0.0374149,0.0297719,0.0391492,0.0232169,0.0128968,0.0198086,0.0267806,0.0489686,0.0162361,0.0256452,0.0164309,0.0147471,0.0195945,0.00487518,0.0204749,0.026915,0.0355778,0,0.0221958,0.0510954,0.0470562,0.0394965,0.0206559,0.0281907,0,0,0.0581177,0,0.0536811,0.0346598,0.0419604,0.0503579,0.0139941,0.00660098,0.0200212,0.0497053,0.00518908,0.0215233,0.0200822,0.00387848,0.023929,0.0129697,0.0305151,0.0284836,0.0504224,0.0295992,0.0748173,0.0515028,0.0261319,0.0268014,0,0,0,0,0,0,0
349,0.0361248,0,0,0,0,0.0321247,0,0,0,0,0,0,0.016616,0.0369329,0.0124163,0.0177499,0,0,0.0297439,0,0.0373432,0.0299921,0.0390075,0.0235654,0.0128568,0.0193663,0.0266852,0.0490887,0.0159152,0.0252841,0.0160354,0.0143808,0.0192607,0.00475212,0.0203102,0.0278801,0.0356999,0,0.0223194,0.0514881,0.0470586,0.0402951,0.0206059,0.0287863,0,0,0.0575517,0,0.0537253,0.0341745,0.0418952,0.0512471,0.0141724,0.00791088,0.0202675,0.0498624,0.00572254,0.0235116,0,0.00549206,0.0236876,0.0123687,0.0304818,0.0281834,0.0496768,0.0295193,0.0750089,0.0515123,0.0260978,0.0273776,0,0,0,0,0,0,0
350,0.0366295,0,0,0,0,0.0322322,0,0,0,0,0,0,0.0172158,0.0369364,0.012127,0.0177636,0,0,0.029735,0,0.0372967,0.0299586,0.038667,0.0233351,0.012911,0.0190886,0.0264421,0.0491368,0.0157077,0.0251186,0.0156723,0.0143506,0.0191257,0.00430653,0.0201823,0.0290191,0.0356942,0,0.0222939,0.0517631,0.0470306,0.0408891,0.0206588,0.0294416,0,0,0.0571535,0,0.0537361,0.033819,0.0418159,0.0512787,0.0137673,0.00959396,0.0202884,0.050197,0.00614866,0.0243389,0,0.00631682,0.023888,0.0121683,0.0309332,0.0282688,0.0486755,0.0296203,0.0750319,0.0514607,0.0260666,0.0279836,0,0,0,0,0,0,0
351,0.0371351,0,0,0,0,0.0324545,0,0,0,0,0,0,0.0180825,0.0369209,0.011927,0.0179136,0,0,0.0295312,0,0.0372647,0.0297545,0.0382187,0.0228619,0.0130318,0.0189434,0.0260737,0.0491714,0.0156442,0.0250499,0.0155159,0.0142662,0.0192263,0.00417242,0.0203382,0.0301914,0.0355742,0,0.0221444,0.0515254,0.0469513,0.04103,0.0209156,0.030167,0,0,0.0567659,0,0.0536908,0.0335865,0.0416183,0.0499746,0.0125928,0.0114965,0.0200166,0.0506123,0.00615285,0.0238854,0.0224042,0.00620082,0.0247924,0.0124693,0.0317833,0.0286401,0.0481346,0.0298128,0.0751743,0.0513358,0.0261855,0.0286136,0,0,0,0,0,0,0
352,0.0377289,0,0,0,0,0.0325027,0,0,0,0,0,0,0.0190335,0.0369202,0.0118952,0.0178633,0,0,0.0296526,0,0.0372371,0.0297297,0.0380711,0.0222917,0.0130264,0.0186935,0.0257625,0.0493267,0.0154465,0.0248184,0.015285,0.0138995,0.0193133,0.0046015,0.0207007,0.031207,0.0357255,0,0.0220886,0.0510209,0.0468978,0.0410427,0.0211864,0.0308365,0,0,0.0562093,0,0.053657,0.0332622,0.0414931,0.0499709,0.0124204,0.0130609,0.0201103,0.0507782,0.00652345,0.0241764,0.0222644,0.00650031,0.0247744,0.0125711,0.0318623,0.0285912,0.047779,0.0298048,0.075067,0.0514405,0.0260123,0.0292317,0,0,0,0,0,0,0
353,0.0440231,0,0,0,0,0.0320134,0,0,0,0,0,0,0.0191635,0.0369425,0.0114665,0.0182464,0,0,0.0297901,0,0.0373107,0.0296931,0.0383808,0.0214285,0.0135113,0.0179414,0.0264038,0.0491289,0.0148086,0.0239363,0.0146286,0.01336,0.0188733,0.0048447,0.0206164,0.0315034,0.0358115,0,0.0221001,0.0505316,0.0467934,0.0414777,0.0220755,0.0393305,0,0,0.0572078,0,0.0538331,0.0342108,0.0413065,0.0507862,0.0120606,0.0145696,0.0211316,0.054287,0.00680101,0.0242545,0.0215992,0.00662081,0.0248089,0.012451,0.0319615,0.0286164,0.0469184,0.0333696,0.0747054,0.0514894,0.0245111,0.0357854,0,0,0,0,0,0,0
354,0.050761,0,0,0,0,0.0328426,0,0,0,0,0,0,0.0190955,0.037019,0.0109104,0.0184911,0,0,0.02969,0,0.0374151,0.0296249,0.038638,0.0206564,0.0138606,0.0171614,0.0271537,0.0484957,0.0142396,0.0230006,0.0139858,0.0129016,0.0180654,0.00498645,0.0204491,0.0317318,0.0355994,0,0.0220722,0.049886,0.0466668,0.0421349,0.0228493,0.0492889,0,0,0.0583052,0,0.0540674,0.0352488,0.0411547,0.0514189,0.0118123,0.0158643,0.0221777,0.0604538,0.00708606,0.024444,0.0218062,0.00683812,0.0249752,0.0122054,0.032081,0.0284988,0.0462904,0.0384975,0.0744307,0.0516822,0.0248081,0.0426235,0,0,0,0,0,0,0
355,0.037835,0,0,0,0,0.0328557,0,0,0,0,0,0,0.0199198,0.0370109,0.0107588,0.0177147,0,0,0.0301695,0,0.0372123,0.0299991,0.0379665,0.0208286,0.0124823,0.0171516,0.0251857,0.0498415,0.0143554,0.0229278,0.0140584,0.0127185,0.0180398,0.00495927,0.0207825,0.0327361,0.0360995,0,0.0223154,0.0492716,0.0468387,0.0425639,0.0225411,0.0308578,0,0,0.054464,0,0.0536353,0.0321553,0.0412422,0.0515881,0.012311,0.0169862,0.0206072,0.0505069,0.00740982,0.024489,0.0233219,0.00733741,0.0249873,0.011982,0.0321201,0.0280632,0.0458329,0.0291428,0.075129,0.0514331,0.0259644,0.0294512,0,0,0,0,0,0,0
356,0.0410389,0,0,0,0,0.0325697,0,0,0,0,0,0,0.0203499,0.037013,0.0104475,0.0176524,0,0,0.0301115,0,0.0373282,0.0299827,0.0381672,0.0206725,0.0125724,0.0166291,0.0251926,0.0498474,0.0140005,0.0221996,0.0136388,0.0123107,0.0177636,0.00469193,0.0208094,0.0332531,0.0359903,0,0.022378,0.0485768,0.0468137,0.043089,0.0229541,0.0349003,0,0,0.0549786,0,0.0536364,0.0328318,0.0410366,0.0520821,0.0120968,0.0180933,0.0209431,0.0520645,0.00750663,0.0245351,0.0237594,0.0077627,0.0248192,0.011811,0.0321263,0.0276941,0.0456975,0.0309479,0.0753998,0.051472,0.0251093,0.032706,0,0,0,0,0,0,0
357,0.0449139,0,0,0,0,0.0323732,0,0,0,0,0,0,0.0206806,0.0370855,0.0103663,0.0175596,0,0,0.0301333,0,0.0373532,0.0300505,0.0383268,0.0201943,0.0127512,0.0160075,0.0252933,0.049613,0.0136219,0.0212631,0.0131695,0.0118869,0.0173314,0.00425406,0.020935,0.0336955,0.0358613,0,0.0224752,0.0479583,0.0467521,0.043495,0.0234379,0.0403002,0,0,0.0558283,0,0.0537743,0.0336348,0.0409264,0.0526649,0.0118242,0.0190182,0.021336,0.0547955,0.0080401,0.0246153,0.0229915,0.00819635,0.024821,0.0116774,0.0320803,0.0274344,0.0451782,0.0336375,0.0752816,0.0516427,0.0244528,0.0366311,0,0,0,0,0,0,0
358,0.04901,0,0,0,0,0.0326612,0,0,0,0,0,0,0.0210401,0.0371156,0.0103553,0.0174935,0,0,0.0300505,0,0.0373233,0.0300827,0.0383968,0.0202099,0.0129214,0.0153428,0.0254047,0.0491913,0.0132868,0.020301,0.0127063,0.0115499,0.0168711,0.00417066,0.0210985,0.0341411,0.0356672,0,0.0225522,0.0471485,0.0466711,0.0439376,0.0236761,0.0463426,0,0,0.0567393,0,0.0539202,0.0345606,0.0409474,0.0533939,0.0115786,0.0195643,0.0216572,0.0585512,0.00857965,0.0247082,0.0228324,0.00866599,0.0249235,0.0115415,0.0321682,0.0271371,0.0443308,0.0369474,0.0751052,0.0518514,0.0244747,0.040749,0,0,0,0,0,0,0
359,0.0377433,0,0,0,0,0.03278,0,0,0,0,0,0,0.0222404,0.0371057,0.0107154,0.0168977,0,0,0.0303734,0,0.0370819,0.0303772,0.0374739,0.0202374,0.0115833,0.0153709,0.0237854,0.0501993,0.013577,0.020145,0.0128948,0.0116336,0.0170229,0.00407883,0.0216686,0.0354189,0.0359291,0,0.0227767,0.0467207,0.0467546,0.0442341,0.0230024,0.0304865,0,0,0.0532844,0,0.0535353,0.0318122,0.0412331,0.0542205,0.0119329,0.0198495,0.0201665,0.0509867,0.00930357,0.0245526,0.0231896,0.00915772,0.0248412,0.0113312,0.0322352,0.0266537,0.0432799,0.0296663,0.0755604,0.0516786,0.0258016,0.0290904,0,0,0,0,0,0,0
360,0.0407816,0,0,0,0,0.0324246,0,0,0,0,0,0,0.0228817,0.0370517,0.0106204,0.0167055,0,0,0.0303741,0,0.0371536,0.0303513,0.0374569,0.0196303,0.0116694,0.0149285,0.0237808,0.0501608,0.0133235,0.0193917,0.0126213,0.0113074,0.0168537,0.00407685,0.0217775,0.0361072,0.0358774,0,0.0228503,0.0459699,0.0467246,0.0448416,0.0231843,0.0342863,0,0,0.0539074,0,0.0535097,0.0324468,0.0411738,0.0554777,0.011668,0.0201223,0.0204578,0.0524465,0.00997415,0.0244801,0.0235903,0.00956577,0.0246884,0.0111303,0.032266,0.0262745,0.0420866,0.0315088,0.0756179,0.0516823,0.0249682,0.0321721,0,0,0,0,0,0,0
361,0.0447135,0,0,0,0,0.0322203,0,0,0,0,0,0,0.0231733,0.0370997,0.0103691,0.0164035,0,0,0.0304547,0,0.0372134,0.0304044,0.037611,0.0192773,0.0118387,0.0143343,0.0239271,0.0498862,0.0130355,0.018443,0.0122265,0.0108454,0.0163938,0.00408034,0.0219176,0.0365296,0.0358725,0,0.0229684,0.0450509,0.0466098,0.0451981,0.0235992,0.0396793,0,0,0.055062,0,0.0535929,0.0332837,0.04116,0.0566046,0.0113771,0.0203328,0.0209348,0.0550351,0.0106089,0.024544,0.0237712,0.00997519,0.024737,0.010929,0.0324395,0.0261442,0.040467,0.0341784,0.0755375,0.0516852,0.0243119,0.0361628,0,0,0,0,0,0,0
362,0.0492615,0,0,0,0,0.0325585,0,0,0,0,0,0,0.0231698,0.0371553,0.0100677,0.0162487,0,0,0.030551,0,0.0372111,0.0304389,0.0378744,0.0191056,0.0120175,0.0136325,0.0243258,0.0494203,0.0126801,0.0173799,0.0117764,0.010326,0.0157795,0.0041303,0.0220841,0.0367748,0.0358531,0,0.0229993,0.0439095,0.046443,0.0455943,0.0239717,0.0463406,0,0,0.0563929,0,0.053756,0.0343676,0.0412721,0.0572669,0.0110906,0.02049,0.021595,0.05901,0.0112807,0.0246415,0.0238265,0.0104308,0.0248974,0.0107254,0.0325546,0.026177,0.0385419,0.0377489,0.0752585,0.0517493,0.0244262,0.0407772,0,0,0,0,0,0,0
363,0.0379325,0,0,0,0,0.032322,0,0,0,0,0,0,0.0242201,0.0371626,0.0104537,0.0154303,0,0,0.0305115,0,0.0370659,0.0304349,0.0369862,0.0190656,0.0104442,0.0138233,0.0229585,0.0500384,0.0131345,0.0175235,0.012167,0.0104928,0.0160245,0.00416864,0.0227469,0.037832,0.0358698,0,0.023111,0.0427278,0.0465548,0.0456286,0.0231493,0.0303683,0,0,0.0529678,0,0.0533871,0.031535,0.0418943,0.0571126,0.0116199,0.0204767,0.0203033,0.051556,0.0120668,0.024577,0.0238125,0.0110739,0.0249581,0.0105889,0.0324509,0.0260902,0.0365261,0.0307213,0.0755992,0.0515521,0.0252785,0.0290478,0,0,0,0,0,0,0
364,0.0399161,0,0,0,0,0.032078,0,0,0,0,0,0,0.0248404,0.0371042,0.0104661,0.0150755,0,0,0.0303975,0,0.0371212,0.0303434,0.037083,0.0182431,0.0104151,0.0134904,0.0228555,0.0499187,0.0130016,0.0171082,0.012017,0.0102835,0.0158294,0.00391748,0.0229229,0.0382924,0.0357269,0,0.0231402,0.0409116,0.0466242,0.0453719,0.0231706,0.0327311,0,0,0.0535293,0,0.0534209,0.0320571,0.0421945,0.0572635,0.0114819,0.020496,0.0206211,0.0523798,0.0126248,0.0243761,0.0236758,0.0115241,0.0248009,0.0104861,0.032231,0.0260221,0.0345724,0.0319088,0.0755517,0.0516735,0.0246795,0.0310518,0,0,0,0,0,0,0
365,0.0427038,0,0,0,0,0.0317377,0,0,0,0,0,0,0.0247447,0.0370954,0.0102818,0.0148544,0,0,0.0304307,0,0.0370918,0.0303285,0.0372297,0.0173676,0.010443,0.0128894,0.0229013,0.0495175,0.0126765,0.0163944,0.0116364,0.00991796,0.0154981,0.00392316,0.0231425,0.0383212,0.0355559,0,0.0231598,0.0391562,0.0465466,0.0448499,0.0232022,0.0364088,0,0,0.0545811,0,0.0535268,0.0329235,0.0424553,0.0573289,0.0114345,0.0203765,0.0209806,0.0538595,0.0128588,0.0241209,0.0233923,0.0119308,0.0243213,0.0103505,0.0320341,0.0259695,0.032213,0.0336892,0.0754999,0.0518276,0.0238691,0.0339441,0,0,0,0,0,0,0
366,0.0458853,0,0,0,0,0.0316944,0,0,0,0,0,0,0.0244935,0.0371072,0.010101,0.0148054,0,0,0.030412,0,0.0370974,0.0303121,0.0373839,0.0169803,0.0104962,0.0123416,0.0231255,0.0490237,0.0124457,0.0158307,0.0112969,0.00955228,0.015279,0.00398446,0.0232991,0.0381906,0.0353129,0,0.0231822,0.0373971,0.0464546,0.0442443,0.0232797,0.0409373,0,0,0.0558184,0,0.0536132,0.0339708,0.0427181,0.0572459,0.0113233,0.020147,0.0214235,0.0561558,0.01263,0.0238117,0.0228306,0.0121963,0.0240929,0.0101817,0.031939,0.0264435,0.0297085,0.0360205,0.0753358,0.0518701,0.0235152,0.0372794,0,0,0,0,0,0,0
367,0.0381344,0,0,0,0,0.0313848,0,0,0,0,0,0,0.0249571,0.0371541,0.0103804,0.0144165,0,0,0.0299952,0,0.0370084,0.0300861,0.0366473,0.0171906,0.00946889,0.0122895,0.0224374,0.0487249,0.0127347,0.0159554,0.0113719,0.00973374,0.0156502,0.00427829,0.0238254,0.0387841,0.0347517,0,0.0231191,0.0360095,0.0464321,0.0437532,0.0226616,0.0304656,0,0,0.0535809,0,0.053342,0.0319178,0.043217,0.0568655,0.0117462,0.0197861,0.0209174,0.0515877,0.0125829,0.0233443,0.0220186,0.0124447,0.0243299,0.0100085,0.0319084,0.0272323,0.0270959,0.0314311,0.0756502,0.0517726,0.0240954,0.0293343,0,0,0,0,0,0,0
368,0.0399348,0,0,0,0,0.0313274,0,0,0,0,0,0,0.0251358,0.0370825,0.0103494,0.0143997,0,0,0.0299153,0,0.0370503,0.0300111,0.0366408,0.0166193,0.00956075,0.0119032,0.0227173,0.0486,0.0125354,0.0156845,0.0110982,0.00957198,0.0153909,0.00431883,0.0239594,0.0389228,0.0345897,0,0.0231314,0.0337396,0.0464979,0.0434699,0.0228743,0.032565,0,0,0.0543195,0,0.0533438,0.0325418,0.0435557,0.0571622,0.0113854,0.0194553,0.0213245,0.0523254,0.0126979,0.0228527,0.0211077,0.0124549,0.024782,0.00988521,0.0318561,0.0278258,0.0245338,0.0324824,0.0755897,0.051791,0.0239113,0.0311327,0,0,0,0,0,0,0
369,0.0424506,0,0,0,0,0.0311688,0,0,0,0,0,0,0.0248553,0.0371095,0.00999552,0.0144376,0,0,0.0299444,0,0.0370582,0.0300301,0.0366664,0.0152667,0.00980776,0.011174,0.0229918,0.0482577,0.0120687,0.0150455,0.0105245,0.00922489,0.0148659,0.00433839,0.0241592,0.0385374,0.0344169,0,0.0232095,0.0315837,0.0465317,0.0430001,0.0230322,0.0358604,0,0,0.0553787,0,0.0535244,0.0332811,0.0438408,0.0576201,0.0111798,0.0188872,0.0217388,0.053605,0.0128398,0.0223355,0.0201691,0.0124185,0.0249603,0.00978144,0.0314749,0.0282008,0.0214972,0.0340672,0.0753874,0.0517567,0.0237626,0.0337216,0,0,0,0,0,0,0
370,0.0453536,0,0,0,0,0.0313229,0,0,0,0,0,0,0.0244864,0.0371997,0.00967832,0.0144437,0,0,0.0299288,0,0.0371276,0.0301291,0.0367401,0.0147129,0.0101157,0.0105917,0.0232661,0.0478889,0.0116074,0.0144232,0.0100926,0.00888171,0.0144059,0.00435791,0.0242806,0.0380319,0.0341699,0,0.0233858,0.0292984,0.0465262,0.0424329,0.0232573,0.0398604,0,0,0.0566737,0,0.0536557,0.0341564,0.0440758,0.0577827,0.0109426,0.0181905,0.0222287,0.05553,0.0128836,0.0216932,0.0191407,0.0122953,0.0248311,0.0097095,0.0311519,0.0285167,0.0180853,0.0360803,0.0751879,0.0517885,0.0240885,0.0367067,0,0,0,0,0,0,0
371,0.0389156,0,0,0,0,0.0312186,0,0,0,0,0,0,0.0245593,0.0372346,0.00980214,0.0142596,0,0,0.0297426,0,0.0370067,0.0301139,0.0361689,0.0149538,0.00955099,0.0103778,0.023002,0.047803,0.0116062,0.0142497,0.00993084,0.00897058,0.0143805,0.00462578,0.0247016,0.0380005,0.0337926,0,0.0234573,0.0271666,0.046468,0.0414452,0.0229762,0.0310898,0,0,0.0545977,0,0.0533998,0.0321234,0.0444778,0.0572396,0.0112492,0.0173651,0.022113,0.0517277,0.0129015,0.0209265,0.017963,0.0120954,0.0245329,0.00975665,0.0307254,0.0283531,0.014478,0.0320596,0.0757896,0.0516421,0.0249227,0.0302349,0,0,0,0,0,0,0
372,0.0419447,0,0,0,0,0.0316002,0,0,0,0,0,0,0.0242562,0.0370934,0.00954662,0.0143402,0,0,0.0300312,0,0.0370197,0.0302232,0.0363606,0.0148568,0.00996812,0.00990843,0.0233786,0.0480923,0.0112245,0.0137205,0.00945128,0.00867811,0.0140866,0.00455558,0.0247271,0.0377979,0.0339983,0,0.0235386,0.0243633,0.0465468,0.0402866,0.0234457,0.0349442,0,0,0.0555784,0,0.053424,0.0329481,0.0445369,0.0567011,0.0109268,0.0165356,0.0228007,0.053148,0.0125114,0.0199666,0.0164911,0.0114314,0.024246,0.0100214,0.0301403,0.0281081,0.0113344,0.0334735,0.0757083,0.051733,0.0254729,0.0334008,0,0,0,0,0,0,0
373,0.0460166,0,0,0,0,0.0319341,0,0,0,0,0,0,0.0235495,0.03709,0.00903215,0.014559,0,0,0.0303981,0,0.037077,0.0302692,0.0365152,0.0141806,0.0106407,0.00912734,0.0242066,0.0479387,0.0106926,0.0128823,0.00870234,0.0082296,0.0135516,0.00449506,0.024799,0.0371634,0.0342269,0,0.0235429,0.0221519,0.0465583,0.0392004,0.0241545,0.0406957,0,0,0.0569841,0,0.0536586,0.0341364,0.0445601,0.0558948,0.0104503,0.0155543,0.0238208,0.0556881,0.0118556,0.0188992,0.0148124,0.0104082,0.0240186,0.0105634,0.0294331,0.0280641,0.00881415,0.0358338,0.075364,0.0518395,0.0260095,0.0376996,0,0,0,0,0,0,0
374,0.0505681,0,0,0,0,0.0327699,0,0,0,0,0,0,0.0229867,0.0372002,0.00875003,0.0148038,0,0,0.0306444,0,0.0372132,0.0303342,0.0366391,0.0139805,0.0114349,0.00842249,0.0252143,0.0475408,0.0101724,0.0119597,0.00803223,0.00780569,0.0129352,0.00450217,0.0247447,0.036259,0.0343915,0,0.0235826,0.0206001,0.0465031,0.0379183,0.0249652,0.047558,0,0,0.0585705,0,0.0538975,0.035403,0.0445874,0.0546627,0.0099353,0.0145535,0.0249344,0.0595326,0.0109906,0.0177366,0.0128887,0.00921346,0.0240625,0.0114227,0.0285317,0.0283346,0.00722081,0.0391078,0.0749068,0.0520524,0.0270429,0.042487,0,0,0,0,0,0,0
375,0.0402016,0,0,0,0,0.0320337,0,0,0,0,0,0,0.0236107,0.0372775,0.00914262,0.0145752,0,0,0.0306764,0,0.0371567,0.0303941,0.0356568,0.014253,0.0105287,0.00860342,0.0245652,0.0480953,0.0104876,0.0121572,0.00811722,0.00818542,0.0132561,0.00489013,0.0251667,0.0366758,0.0345445,0,0.0236442,0.0190096,0.0465598,0.0360099,0.0246681,0.0326784,0,0,0.054999,0,0.0535016,0.0322333,0.0449716,0.0526854,0.0104644,0.0137045,0.0242536,0.0523028,0.0102584,0.0164267,0.010743,0.00816468,0.0237443,0.0126678,0.0272941,0.0282559,0.00655906,0.0319209,0.075446,0.0517904,0.0269884,0.0320029,0,0,0,0,0,0,0
376,0.0433661,0,0,0,0,0.0323501,0,0,0,0,0,0,0.0231903,0.0372184,0.00867476,0.014793,0,0,0.0307121,0,0.0372794,0.0304304,0.0358136,0.0139649,0.0112761,0.00809819,0.0252558,0.0481649,0.0100158,0.0114773,0.00756758,0.00785318,0.012867,0.00469659,0.0250377,0.0362032,0.0347132,0,0.0236971,0.0165827,0.0466322,0.0336093,0.0254177,0.0367269,0,0,0.0559792,0,0.0535102,0.0331835,0.0449992,0.0503297,0.00997212,0.01316,0.0250831,0.053851,0.0093722,0.0151602,0.00867167,0.00707297,0.0230772,0.0140718,0.0259284,0.0277574,0.00604006,0.0335189,0.0753417,0.0519087,0.0271198,0.0353198,0,0,0,0,0,0,0
377,0.0474056,0,0,0,0,0.0327468,0,0,0,0,0,0,0.0223326,0.0371845,0.00802568,0.0151206,0,0,0.0308199,0,0.037297,0.0304614,0.035978,0.0135526,0.012233,0.00741092,0.0263153,0.0478275,0.00951661,0.0106414,0.00691964,0.00749488,0.0124006,0.00456195,0.0249813,0.0354742,0.0347577,0,0.0237163,0.0139843,0.0466124,0.0307476,0.0263155,0.0424752,0,0,0.057376,0,0.0537607,0.0343323,0.0450298,0.0473012,0.00951366,0.0127429,0.0262554,0.0564075,0.00859266,0.0140812,0.00694935,0.00631986,0.0219454,0.0156216,0.0241274,0.0265502,0.00574974,0.035849,0.0749362,0.0520382,0.0273132,0.0395554,0,0,0,0,0,0,0
