Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,,x72,x73,x79,x80,x78,x74,x75
All Timesteps RMSE,0.057338,0,0,0,0,0.0689181,0,0,0,0,0,0,0.0222796,0.0316998,0.0121838,0.0172668,0,0,0.0360216,0,0.0345566,0.0273492,0.0451017,0.0130851,0.00890483,0.0138171,0.020717,0.0787918,0.0136819,0.0188348,0.014003,0.012573,0.0162346,0.00987223,0.0206423,0.0321689,0.0335149,0.0281224,0.019774,0.0682512,0.0428746,0.0181113,0.0181837,0.0515026,0,0,0.0836476,0,0.0283764,0.0589508,0.0349246,0.0250533,0.0182732,0.017031,0.0181317,0.0850417,0.0107468,0.0167284,0.0132106,0.0151198,0.0137617,0.0278923,0.0125926,0.0150816,0.0207522,0.0659175,0.0288188,0.0299136,0.0643384,0.0458438,0,0,0,0,0,0,0,0,0,0
0,0.0105866,0,0,0,0,0.0317507,0,0,0,0,0,0,0.0229048,0.0234386,0.0120925,0.0188907,0,0,0.0277453,0,0.0339988,0.0143806,0.0397738,0.0101917,0.0127962,0.00728398,0.0382041,0.0650217,0.00660693,0.00775608,0.0059516,0.0118474,0.0140498,0.0102502,0.0284305,0.0349273,0.0366802,0.00971056,0.00433697,0.0097118,0.0355653,0.0125445,0.0210661,0.0109937,0,0,0.0119002,0,0.0278016,0.0238441,0.0382476,0.0153516,0.0175518,0.0208158,0.0359745,0.0159846,0.0103376,0.0170805,0.0120557,0.0144837,0.0129421,0.031779,0.0100316,0.0113456,0.00638021,0.00957123,0.0392641,0.00889819,0.0309414,0.00375019,0,0,0,0,0,0,0,0,0,0
1,0.00928311,0,0,0,0,0.0316373,0,0,0,0,0,0,0.0221906,0.0233182,0.0120845,0.0182035,0,0,0.0323933,0,0.0334227,0.0175757,0.0397369,0.0101572,0.011649,0.00750438,0.0356023,0.0662122,0.00660817,0.00769237,0.00611482,0.0119315,0.0139781,0.0102979,0.0284008,0.0340497,0.0403883,0.0106992,0.00353215,0.0104459,0.0351945,0.0128073,0.0199274,0.0121404,0,0,0.0123927,0,0.0280147,0.0240606,0.038911,0.0159235,0.0181082,0.0209128,0.0332728,0.0143536,0.0101161,0.0173214,0.0121567,0.0142205,0.0129578,0.0318227,0.00976918,0.0113087,0.00752011,0.00937012,0.0395746,0.00894139,0.0307936,0.00447961,0,0,0,0,0,0,0,0,0,0
2,0.00958356,0,0,0,0,0.0314682,0,0,0,0,0,0,0.0220948,0.0233785,0.0120129,0.018227,0,0,0.0318487,0,0.033484,0.0173264,0.0397974,0.0101568,0.0118301,0.00745201,0.0357545,0.0662318,0.00652501,0.00758917,0.00602842,0.0118906,0.0139384,0.0102958,0.0284725,0.0339172,0.040028,0.010324,0.00396584,0.0103677,0.0353689,0.0128119,0.0200525,0.0117869,0,0,0.0122723,0,0.0279279,0.0241547,0.03916,0.015926,0.0181618,0.0208494,0.0334558,0.0149791,0.0100184,0.0174273,0.0121758,0.0141493,0.0129813,0.0319,0.00976988,0.0112903,0.00754774,0.010208,0.0398137,0.00911299,0.0306269,0.0044407,0,0,0,0,0,0,0,0,0,0
3,0.00970345,0,0,0,0,0.0314419,0,0,0,0,0,0,0.0216895,0.0233476,0.0119139,0.0181886,0,0,0.0314009,0,0.0335019,0.0172133,0.0399552,0.0102358,0.0119408,0.00744787,0.035857,0.0662407,0.00633161,0.00727463,0.00596744,0.0118223,0.0137472,0.0102802,0.0285805,0.0333758,0.0398524,0.010168,0.00425859,0.0104274,0.0354189,0.0128579,0.020311,0.0116733,0,0,0.0121308,0,0.0277352,0.0243678,0.0390178,0.0158872,0.0178443,0.0208659,0.03353,0.0154311,0.00999523,0.0174255,0.0121627,0.0142149,0.0130903,0.0319634,0.00983487,0.0114264,0.00733077,0.0108183,0.0400671,0.00919772,0.030651,0.00441046,0,0,0,0,0,0,0,0,0,0
4,0.00970388,0,0,0,0,0.0314403,0,0,0,0,0,0,0.0207876,0.0234035,0.0116054,0.0181278,0,0,0.0309557,0,0.0335813,0.0170966,0.0400529,0.0102795,0.0119947,0.00743814,0.0359482,0.066181,0.00613783,0.00680498,0.00589778,0.0116858,0.0133564,0.0101983,0.0287539,0.0323789,0.0397031,0.0101215,0.00446012,0.0104767,0.0354888,0.0128711,0.0203754,0.0116861,0,0,0.012047,0,0.0275557,0.0246041,0.0389353,0.0159432,0.0177488,0.0208744,0.0335914,0.0158523,0.00992796,0.0174589,0.0121222,0.0142577,0.0131208,0.0319961,0.00985861,0.0114935,0.0072097,0.0113092,0.0404076,0.00921176,0.0306791,0.00430252,0,0,0,0,0,0,0,0,0,0
5,0.0116537,0,0,0,0,0.0300017,0,0,0,0,0,0,0.0192137,0.0237122,0.0109934,0.0180469,0,0,0.0299522,0,0.0335874,0.0165806,0.0401761,0.0102616,0.0118722,0.00757758,0.0354822,0.0657967,0.00586578,0.00617199,0.00602206,0.0114618,0.0126661,0.0100561,0.0289566,0.0305716,0.0390234,0.0101927,0.00485839,0.0104446,0.0356192,0.0128682,0.0201027,0.00834987,0,0,0.0133378,0,0.0273169,0.0248283,0.0387627,0.0159325,0.0177131,0.0209175,0.033102,0.0179246,0.00997966,0.017477,0.0121078,0.0143225,0.0131371,0.0319398,0.00987774,0.0115574,0.00712068,0.0127866,0.0405481,0.00931594,0.028965,0.00474881,0,0,0,0,0,0,0,0,0,0
6,0.0111956,0,0,0,0,0.029973,0,0,0,0,0,0,0.0175836,0.0233891,0.0103155,0.0181364,0,0,0.0297431,0,0.0335567,0.0166671,0.0402749,0.0101288,0.0119522,0.00745555,0.035606,0.0652897,0.00572659,0.00543322,0.00599266,0.0111374,0.0119456,0.00986239,0.0291767,0.0287281,0.0389448,0.0101602,0.00469936,0.0103352,0.0356225,0.0128814,0.0201946,0.00897028,0,0,0.0129911,0,0.0272634,0.0249552,0.0386064,0.0158958,0.0177248,0.0209392,0.0332647,0.0181313,0.010257,0.0174777,0.0121049,0.0143311,0.0131452,0.0319038,0.00989681,0.0115648,0.00709247,0.0129243,0.0406523,0.00944751,0.0289372,0.00392162,0,0,0,0,0,0,0,0,0,0
7,0.0105547,0,0,0,0,0.0302598,0,0,0,0,0,0,0.0157653,0.023082,0.00947779,0.0184214,0,0,0.0296317,0,0.0335118,0.0167266,0.040499,0.00987112,0.0119781,0.00743463,0.0356944,0.0650601,0.00567114,0.00462186,0.00614984,0.0107464,0.01111,0.00960022,0.0293026,0.0266904,0.0390578,0.0102164,0.00442288,0.0103073,0.0355133,0.0128289,0.0205288,0.0100223,0,0,0.0126569,0,0.0271599,0.0251912,0.0384884,0.0157994,0.017709,0.021022,0.0334554,0.0178743,0.0106743,0.0175143,0.0121453,0.0143887,0.0131079,0.0318262,0.0098514,0.0115235,0.00706657,0.0129698,0.0407381,0.00953385,0.0293464,0.00311524,0,0,0,0,0,0,0,0,0,0
8,0.00992769,0,0,0,0,0.0307458,0,0,0,0,0,0,0.0141523,0.0228652,0.00862012,0.0189257,0,0,0.0295378,0,0.0335585,0.0168414,0.0407916,0.00946958,0.011971,0.00733844,0.0358439,0.0649065,0.00587487,0.00398504,0.00641229,0.0102431,0.0102892,0.00924019,0.0292591,0.0249354,0.0390749,0.0103695,0.00413702,0.0103452,0.0354206,0.0126847,0.0209997,0.0112578,0,0,0.0123584,0,0.0270724,0.0254509,0.0383781,0.0156289,0.0176578,0.0211326,0.0337156,0.0175078,0.0107936,0.0175141,0.0121511,0.0144833,0.013004,0.0317385,0.00970343,0.0114037,0.00699099,0.0129961,0.0407975,0.00961239,0.0299655,0.00244535,0,0,0,0,0,0,0,0,0,0
9,0.0109284,0,0,0,0,0.0298145,0,0,0,0,0,0,0.0129383,0.0229102,0.00785344,0.019397,0,0,0.029093,0,0.0333606,0.0167357,0.0410717,0.00893221,0.0117709,0.00717151,0.0355248,0.0643968,0.00628636,0.00361086,0.00673661,0.00965346,0.00955205,0.00879261,0.028988,0.0236116,0.0387871,0.0104755,0.00408868,0.0103036,0.0353831,0.0123664,0.0212857,0.0093565,0,0,0.0135163,0,0.0268607,0.0257181,0.0383176,0.0153518,0.0176183,0.0212303,0.0334922,0.0188337,0.0107693,0.017492,0.0122053,0.0145891,0.0128112,0.0316518,0.00943315,0.0111933,0.00686943,0.0140702,0.0407489,0.00965929,0.0288707,0.00248197,0,0,0,0,0,0,0,0,0,0
10,0.0100269,0,0,0,0,0.030475,0,0,0,0,0,0,0.0309554,0.0228291,0.0126395,0.0201887,0,0,0.0288815,0,0.0332523,0.0167261,0.0412005,0.00416906,0.0114652,0.00755165,0.0364991,0.0641163,0.0122509,0.0155693,0.00983293,0.00991203,0.0166819,0.00650237,0.0244542,0.0439068,0.0388619,0.0103449,0.00352346,0.0102625,0.0354398,0.0122222,0.021555,0.0112917,0,0,0.0125069,0,0.0267231,0.0256877,0.039091,0.015296,0.017639,0.0211758,0.0346758,0.0184859,0.0109568,0.0175685,0.0122374,0.014454,0.0125533,0.0315928,0.00921535,0.0107868,0.00713514,0.0138018,0.0407984,0.00965937,0.0296265,0.00169684,0,0,0,0,0,0,0,0,0,0
11,0.00915644,0,0,0,0,0.0313595,0,0,0,0,0,0,0.0321473,0.0224823,0.0127432,0.020216,0,0,0.0293233,0,0.0333672,0.0169965,0.0416736,0.00391706,0.01179,0.00754525,0.0364243,0.0637564,0.011996,0.0159506,0.00959415,0.0101549,0.0171727,0.00672953,0.0243049,0.0454169,0.0393056,0.0104957,0.00294589,0.0101741,0.0352923,0.0121105,0.0217708,0.0136685,0,0,0.0118479,0,0.0267099,0.0258797,0.0400226,0.0152356,0.0178886,0.020928,0.0346995,0.0176232,0.0111589,0.0181714,0.0122975,0.01423,0.0123613,0.0316141,0.0090751,0.0105227,0.00735151,0.0134419,0.0409904,0.0096997,0.0306523,0.00214365,0,0,0,0,0,0,0,0,0,0
12,0.0114603,0,0,0,0,0.0288422,0,0,0,0,0,0,0.0351864,0.0225663,0.0130001,0.0201547,0,0,0.0279851,0,0.0332393,0.0161603,0.0428417,0.00343838,0.0122843,0.00818607,0.0354651,0.062881,0.0120772,0.0176299,0.00957461,0.0109256,0.018654,0.00705482,0.023877,0.0493603,0.038218,0.0110312,0.00302024,0.0101446,0.0353051,0.0122038,0.0214201,0.00880872,0,0,0.0137997,0,0.0263844,0.0259762,0.0405982,0.0152993,0.017827,0.0206493,0.0340088,0.0207712,0.0111087,0.0182638,0.0121454,0.0140306,0.0122016,0.0316248,0.00905058,0.0103739,0.00742175,0.0154644,0.0407117,0.00997363,0.0277481,0.00178808,0,0,0,0,0,0,0,0,0,0
13,0.0100233,0,0,0,0,0.0297651,0,0,0,0,0,0,0.0364423,0.0221666,0.013122,0.0203226,0,0,0.0282353,0,0.0332878,0.0164469,0.0433461,0.0034605,0.0126576,0.00833176,0.035833,0.0619294,0.0121432,0.0182759,0.00947769,0.0112616,0.0192575,0.00727211,0.0237688,0.0510033,0.038358,0.0111801,0.00249814,0.0102488,0.0352619,0.0123103,0.0214532,0.0120889,0,0,0.0124282,0,0.0264977,0.0260715,0.0404238,0.0154232,0.0177451,0.0205804,0.034502,0.0191459,0.0109035,0.0178913,0.012018,0.0139832,0.0121733,0.0316617,0.00911375,0.0103794,0.00735821,0.0145212,0.0409449,0.0101641,0.028868,0.00135308,0,0,0,0,0,0,0,0,0,0
14,0.0101378,0,0,0,0,0.030012,0,0,0,0,0,0,0.0361799,0.0219915,0.0129946,0.0203905,0,0,0.0284806,0,0.0332259,0.0166003,0.043559,0.00347208,0.0126894,0.00808765,0.0354666,0.0616985,0.0119962,0.0179779,0.00935249,0.0110648,0.0190167,0.00726751,0.0237105,0.0507249,0.0385307,0.0112445,0.00227913,0.0102682,0.035268,0.0124211,0.0214009,0.01265,0,0,0.0125225,0,0.0267298,0.0264322,0.0398901,0.0154677,0.0174215,0.0206487,0.0341526,0.0188851,0,0.0176335,0.0120296,0.0141571,0.0120875,0.0316345,0.00923007,0.0104198,0.00716018,0.0145392,0.041414,0.0105796,0.0290799,0.00174774,0,0,0,0,0,0,0,0,0,0
15,0.0125742,0,0,0,0,0.0275114,0,0,0,0,0,0,0.0351515,0.0222363,0.0127379,0.0202197,0,0,0.0270984,0,0.0330011,0.0158336,0.0436119,0.0034886,0.0126101,0.00751475,0.0347955,0.0608327,0.0116561,0.0171897,0.00896328,0.0108306,0.0184842,0.0073072,0.0238926,0.0495396,0.0373007,0.0115499,0.00225223,0.0102689,0.0352918,0.0125605,0.0211222,0.00830502,0,0,0.0143462,0,0.0265266,0.0264368,0.0395254,0.0156275,0.0172111,0.0206326,0.0334674,0.0228937,0,0.0174153,0.0119431,0.0142217,0.011951,0.0316536,0.00929897,0.0105765,0.00700075,0.0169369,0.041181,0.0109851,0.0260895,0.00251818,0,0,0,0,0,0,0,0,0,0
16,0.0100649,0,0,0,0,0.0323006,0,0,0,0,0,0,0.0346167,0.0214896,0.0125364,0.020507,0,0,0.0289672,0,0.0331371,0.0170446,0.04372,0.00354292,0.0129455,0.00703126,0.0355656,0.0616663,0.0113663,0.0165808,0.00864396,0.0106808,0.0181216,0.00739828,0.0240733,0.0489305,0.0392166,0.0114435,0.00210599,0.0102728,0.0349229,0.0127009,0.0213094,0.0167088,0,0,0.0112174,0,0.0267281,0.0265473,0.0391721,0.015837,0.0169152,0.020686,0.0343629,0.0173338,0,0.017198,0.0118421,0.0142331,0.0119981,0.0316892,0.00939009,0.0107237,0.00708076,0.0134392,0.0419561,0.010902,0.0315605,0.00432857,0,0,0,0,0,0,0,0,0,0
17,0.0103362,0,0,0,0,0.0326598,0,0,0,0,0,0,0.0331769,0.0213161,0.0122235,0.0205421,0,0,0.0288502,0,0.0331274,0.0169924,0.0436362,0.00374865,0.0128556,0.00646644,0.0353868,0.0616148,0.0109968,0.0155518,0.00838153,0.0103042,0.0173332,0.00734601,0.0242386,0.0472222,0.0393733,0.0117178,0.00214919,0.0103772,0.0347123,0.0127929,0.0213442,0.0169875,0,0,0.0112011,0,0.0265601,0.0266361,0.0387037,0.0159016,0.0165873,0.0207725,0.0342183,0.017153,0,0.0170114,0.0118153,0.0143095,0.0121051,0.0316948,0.00949243,0.0108371,0.00712179,0.0132468,0.0421176,0.011158,0.0319242,0.00449306,0,0,0,0,0,0,0,0,0,0
18,0.0107095,0,0,0,0,0.0329621,0,0,0,0,0,0,0.0292315,0.0212904,0.0114709,0.0205624,0,0,0.0285529,0,0.0332539,0.0168482,0.0430289,0.00454659,0.0125662,0.00539479,0.0352575,0.0616336,0.0101259,0.0129275,0.00779899,0.00952754,0.0153794,0.00731337,0.0248328,0.0424614,0.0392298,0.0120017,0.00230196,0.0105571,0.0344759,0.0128275,0.0214046,0.0170935,0,0,0.0110465,0,0.026414,0.0265883,0.0381264,0.0160202,0.0162249,0.0210323,0.0340861,0.017019,0.0101043,0.0170614,0.011831,0.0143617,0.0124072,0.031695,0.00955644,0.0111426,0.00725274,0.0129334,0.0420921,0.0113242,0.0321996,0.00455981,0,0,0,0,0,0,0,0,0,0
19,0.0111513,0,0,0,0,0.0325391,0,0,0,0,0,0,0.0254305,0.0213715,0.0106727,0.0205517,0,0,0.0285394,0,0.0334239,0.0168844,0.0425927,0.00540397,0.0124463,0.00511499,0.0346406,0.0617403,0.00927897,0.0105217,0.00750613,0.00896928,0.0136026,0.0073124,0.0253412,0.0379007,0.0392106,0.0121403,0.00245888,0.0106091,0.0343177,0.012702,0.021561,0.0158451,0,0,0.0113794,0,0.0265089,0.0267223,0.0376173,0.0159071,0.0160918,0.0211955,0.0334447,0.0169821,0.00997314,0.0171566,0.0118557,0.0144749,0.012519,0.0317226,0.00949768,0.0112927,0.00719815,0.0126904,0.0421599,0.0116497,0.0316724,0.003963,0,0,0,0,0,0,0,0,0,0
20,0.0114355,0,0,0,0,0.032229,0,0,0,0,0,0,0.0238942,0.021485,0.0103405,0.0205063,0,0,0.0281516,0,0.0333664,0.0167287,0.042184,0.00598162,0.0123963,0.00524205,0.0349076,0.0616274,0.00885348,0.00956433,0.00730012,0.00899329,0.0130292,0.00748483,0.0257374,0.0361221,0.0390918,0.0121079,0.00244912,0.0106548,0.0344066,0.012663,0.0216953,0.0152574,0,0,0.0114414,0,0.0264459,0.0268033,0.0375157,0.0159135,0.0164676,0.0212718,0.0335546,0.0174079,0.00988156,0.0171865,0.0118344,0.0145024,0.0124773,0.0316474,0.00944478,0.0112573,0.00715735,0.0127053,0.0423821,0.0118832,0.0312598,0.0037399,0,0,0,0,0,0,0,0,0,0
21,0.0117094,0,0,0,0,0.0319739,0,0,0,0,0,0,0.0230866,0.0216038,0.0101201,0.0205011,0,0,0.0278404,0,0.0332287,0.0166175,0.0419295,0.00633571,0.0123179,0.0054668,0.0350646,0.0616157,0.00859556,0.00911553,0.00724686,0.00911151,0.0127639,0.00758221,0.0259626,0.0351885,0.0387925,0.0119615,0.00240078,0.0107497,0.0343872,0.0127806,0.0217592,0.0146327,0,0,0.0115003,0,0.0263336,0.0267976,0.0374891,0.0161238,0.0167251,0.0213684,0.033593,0.01773,0.0100229,0.0171995,0.011856,0.0145334,0.0124551,0.0315018,0.00944876,0.0112167,0.00717378,0.0126352,0.042527,0.011943,0.0309321,0.00346673,0,0,0,0,0,0,0,0,0,0
22,0.0120148,0,0,0,0,0.0317209,0,0,0,0,0,0,0.0223599,0.0217838,0.00995486,0.0205236,0,0,0.0275913,0,0.033108,0.016549,0.041735,0.00661835,0.0122406,0.00568775,0.0351915,0.0616409,0.00839627,0.00873235,0.00726265,0.00920291,0.0125247,0.00766252,0.0261164,0.0343419,0.0383803,0.0117969,0.00229792,0.0107235,0.0343283,0.0128727,0.0218532,0.0139064,0,0,0.0115841,0,0.0262494,0.0267541,0.0374739,0.0162179,0.0169607,0.0213881,0.0336243,0.0180214,0,0.0172205,0.011934,0.0146529,0.0123473,0.0314128,0.00945012,0.0111147,0.00712755,0.0125641,0.0426284,0.0119227,0.0306111,0.00315038,0,0,0,0,0,0,0,0,0,0
23,0.0123794,0,0,0,0,0.0314612,0,0,0,0,0,0,0.0216661,0.0218719,0.00981449,0.020552,0,0,0.0273011,0,0.0331204,0.0163897,0.0415835,0.00690961,0.0121935,0.00590733,0.0353136,0.0616315,0.00818894,0.00823356,0.00727889,0.00924805,0.0123016,0.00775444,0.0262547,0.0334954,0.0380395,0.0118302,0.00220398,0.0106371,0.0343676,0.0128285,0.0218361,0.0131544,0,0,0.0117216,0,0.026282,0.0266359,0.037466,0.016198,0.0171846,0.0213741,0.0336808,0.0183485,0,0.0172178,0.0119449,0.01468,0.0122776,0.0313516,0.00938614,0.0110076,0.00709326,0.0124969,0.0425825,0.011897,0.0302855,0.00291873,0,0,0,0,0,0,0,0,0,0
24,0.0127623,0,0,0,0,0.0311728,0,0,0,0,0,0,0.0211008,0.0219145,0.00971992,0.0204363,0,0,0.0269081,0,0.03311,0.0160975,0.0415904,0.00721646,0.0121383,0.00617645,0.0353225,0.061673,0.00801093,0.00766963,0.00727614,0.00932548,0.0121413,0.00787157,0.0263876,0.0328892,0.0376841,0.0118904,0.00212579,0.0107465,0.0342984,0.012776,0.0218084,0.0123875,0,0,0.0117218,0,0.026165,0.0263552,0.0374893,0.0162188,0.0173636,0.0213826,0.0336889,0.0186321,0.0123197,0.0171984,0.0119221,0.0146088,0.0123322,0.0313466,0.00934372,0.0110059,0.00721806,0.0123132,0.0421355,0.0117745,0.0299691,0.0028367,0,0,0,0,0,0,0,0,0,0
25,0.0130802,0,0,0,0,0.0308855,0,0,0,0,0,0,0.0207937,0.0219956,0.00965173,0.0202046,0,0,0.0266106,0,0.0330334,0.015865,0.0417879,0.00743532,0.0120691,0.00643444,0.0352143,0.0617515,0.00788428,0.00748138,0.00724603,0.00944439,0.012092,0.00796383,0.0264979,0.0326394,0.0374002,0.0118268,0.00209788,0.0108573,0.0341253,0.0128319,0.0216118,0.0116457,0,0,0.0115618,0,0.0258641,0.0257304,0.0375887,0.016337,0.0176015,0.0213711,0.0336027,0.0187765,0.0124868,0.0171542,0.0119185,0.0145968,0.0123542,0.0313431,0.00935184,0.010992,0.0072885,0.0119083,0.0407867,0.0114632,0.0296525,0.00285346,0,0,0,0,0,0,0,0,0,0
26,0.0132914,0,0,0,0,0.0305738,0,0,0,0,0,0,0.0205706,0.0221211,0.00958511,0.0199669,0,0,0.0263192,0,0.0329396,0.0156769,0.0418407,0.00759175,0.0118649,0.00657204,0.0351027,0.0617258,0.0077882,0.00738288,0.00721802,0.00950085,0.012068,0.00803717,0.0266215,0.0324242,0.0371362,0.0117198,0.00202588,0.0109032,0.0339612,0.0128857,0.0215064,0.0109573,0,0,0.0112539,0,0.0256078,0.0250142,0.0376857,0.0164498,0.0176243,0.0213552,0.0334384,0.0188676,0.0124218,0.0171345,0.0119131,0.0145608,0.012342,0.0313108,0.0093285,0.0109613,0.00727877,0.0115699,0.0394703,0.0111464,0.0292748,0.00291152,0,0,0,0,0,0,0,0,0,0
27,0.0136047,0,0,0,0,0.0302494,0,0,0,0,0,0,0.0203543,0.0222287,0.0095603,0.0199127,0,0,0.026087,0,0.0329026,0.0154623,0.0418199,0.00770233,0.0117612,0.00669965,0.0349868,0.0615358,0.00773923,0.00722663,0.00724311,0.00955089,0.012055,0.00808607,0.0266929,0.0321954,0.0369578,0.0117507,0.00190502,0.0108619,0.0339467,0.0128636,0.0214392,0.0103653,0,0,0.0111491,0,0.025608,0.0246249,0.037866,0.0164784,0.0176666,0.0213136,0.033204,0.0190998,0.0118377,0.0171771,0.0118561,0.0145194,0.0122679,0.0312552,0.00923907,0.0108757,0.00723234,0.0114561,0.0386424,0.0110204,0.0288183,0.00318585,0,0,0,0,0,0,0,0,0,0
28,0.0140034,0,0,0,0,0.0298108,0,0,0,0,0,0,0.0202553,0.022299,0.00954295,0.0196896,0,0,0.0259601,0,0.0328095,0.015282,0.0418203,0.00781664,0.0117127,0.00683023,0.0348251,0.0611833,0.00771912,0.00702812,0.00733328,0.00959369,0.0119988,0.00810678,0.0267113,0.0319999,0.0366971,0.0117573,0.00176175,0.0107362,0.034038,0.0127159,0.0214858,0.00982215,0,0,0.0112588,0,0.0257924,0.0245504,0.038182,0.0163689,0.0177763,0.021229,0.0329313,0.019483,0.0106462,0.0172512,0.0118666,0.0144576,0.0121491,0.0312246,0.00910642,0.010735,0.00721013,0.0115169,0.0382084,0.0110096,0.0282508,0.00363724,0,0,0,0,0,0,0,0,0,0
29,0.0143302,0,0,0,0,0.0293997,0,0,0,0,0,0,0.0202242,0.0222762,0.00951317,0.0195507,0,0,0.0257805,0,0.0327686,0.0151002,0.0418007,0.00793807,0.0116857,0.00695378,0.0346636,0.060892,0.00768787,0.00688559,0.00739952,0.00963892,0.0119208,0.00813892,0.0266968,0.0318662,0.0362704,0.0118454,0.00160437,0.0107758,0.0341663,0.0126383,0.0214294,0.00941859,0,0,0.0115303,0,0.0259789,0.0245142,0.0383393,0.0163497,0.0178552,0.0211908,0.0327191,0.0197828,0.0101524,0.0172943,0.0118846,0.0144176,0.0121098,0.0312521,0.00909004,0.0106671,0.00721047,0.0115861,0.0379504,0.0110026,0.0277588,0.00402635,0,0,0,0,0,0,0,0,0,0
30,0.0144473,0,0,0,0,0.0291936,0,0,0,0,0,0,0.0200635,0.0223275,0.0094678,0.0195157,0,0,0.0256552,0,0.0326513,0.0149748,0.0417559,0.0080448,0.0115999,0.00705337,0.0344475,0.0608467,0.00764422,0.00680605,0.00745615,0.00964938,0.0118339,0.00814283,0.0266525,0.0317105,0.0361126,0.0117429,0.00148057,0.0107083,0.0340602,0.0125115,0.0212889,0.0090389,0,0,0.0115077,0,0.0258217,0.0241614,0.0383137,0.0162403,0.0179051,0.0212004,0.0324601,0.0196717,0.0101291,0.0172993,0.0118456,0.0144387,0.0121347,0.0313891,0.00909017,0.0106545,0.00712478,0.0112957,0.0372388,0.0108521,0.0275469,0.00419903,0,0,0,0,0,0,0,0,0,0
31,0.0146225,0,0,0,0,0.0289849,0,0,0,0,0,0,0.0200069,0.0223623,0.0094741,0.0194196,0,0,0.0255793,0,0.0325834,0.0147954,0.0417409,0.00813328,0.0115131,0.00713202,0.0342546,0.0607361,0.00761489,0.00676113,0.00751964,0.00968143,0.0118237,0.0081226,0.0266244,0.0316489,0.0360388,0.0117552,0.00136678,0.010568,0.0339755,0.0124966,0.0212308,0.008658,0,0,0.0114069,0,0.0257309,0.0239342,0.0382183,0.016149,0.0179376,0.0211404,0.0321776,0.0196394,0,0.0172616,0.0117925,0.0145162,0.012087,0.031437,0.00913046,0.0106418,0.00702372,0.0110843,0.0365873,0.0107786,0.0272945,0.00444765,0,0,0,0,0,0,0,0,0,0
32,0.0148557,0,0,0,0,0.0287916,0,0,0,0,0,0,0.0201639,0.022348,0.00952979,0.0191936,0,0,0.0254808,0,0.0325679,0.0145764,0.0418923,0.00820896,0.0114529,0.00722476,0.0340921,0.0605421,0.00759041,0.00679009,0.00760072,0.00980096,0.0119624,0.00814545,0.0265962,0.0318592,0.0358256,0.0118147,0.0012235,0.0104952,0.0340239,0.0125421,0.0211145,0.00834897,0,0,0.0114031,0,0.0258345,0.0238407,0.0382104,0.0162029,0.0179382,0.0210915,0.0320176,0.0197604,0,0.017207,0.0117405,0.014476,0.0120738,0.0314589,0.00914711,0.0106666,0.00701189,0.0111045,0.0364128,0.0108181,0.0270312,0.00474564,0,0,0,0,0,0,0,0,0,0
33,0.0151696,0,0,0,0,0.0285525,0,0,0,0,0,0,0.02062,0.0223616,0.00961371,0.0189011,0,0,0.0254494,0,0.03253,0.014497,0.0423714,0.00820814,0.011422,0.00730537,0.0339228,0.0602458,0.0075872,0.00701323,0.0076822,0.00989506,0.012185,0.00818582,0.026519,0.0324641,0.0357198,0.011784,0.00110457,0.0105086,0.0341623,0.0125028,0.0210269,0.00810348,0,0,0.011511,0,0.0260653,0.02401,0.0383171,0.0161677,0.0179299,0.021014,0.0319287,0.0200361,0,0.0171227,0.011686,0.014433,0.0120543,0.0314644,0.00911136,0.0106341,0.00690537,0.0112953,0.0365859,0.0109451,0.0267133,0.00509612,0,0,0,0,0,0,0,0,0,0
34,0.0154232,0,0,0,0,0.0284032,0,0,0,0,0,0,0.0208463,0.0222974,0.00963956,0.0186149,0,0,0.0254631,0,0.0325173,0.014501,0.0425072,0.00817292,0.0113457,0.00732449,0.0337142,0.0601342,0.00761341,0.00721349,0.0076813,0.00984087,0.0122662,0.00819292,0.0264829,0.0327838,0.0356271,0.0118428,0.000977331,0.0106063,0.0341692,0.0125346,0.0209266,0.00787226,0,0,0.0114241,0,0.0260868,0.0240521,0.0383359,0.0162015,0.017958,0.0209804,0.0317576,0.0201175,0,0.0171087,0.0116906,0.0144129,0.0120549,0.031485,0.00908408,0.0106269,0.00672345,0.011247,0.0364072,0.0110125,0.0265184,0.00537351,0,0,0,0,0,0,0,0,0,0
