Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,,x72,x73,x79,x80,x78,x74,x75
821,0.0356488,0,0,0,0,0.0491804,0,0,0,0,0,0,0.0223876,0.023257,0.00787447,0.0144758,0,0,0.0128285,0,0.0295941,0.00818399,0.0448911,0.00875745,0.0104441,0.0122927,0.0172131,0.0311672,0.0114894,0.0156414,0.0118743,0.0110419,0.0155295,0.00653726,0.0197483,0.0348215,0.015591,0.0197779,0.00137191,0.00997219,0.0392819,0.0115157,0.0148474,0.0726266,0,0,0.0731272,0,0.0229566,0.0565361,0.0354808,0.0161937,0.0216161,0.0204887,0.0129697,0.0934908,0.0123279,0.0182666,0.0123768,0.0139308,0.0122271,0.0308083,0.00829231,0.0126962,0.00802596,0.0698458,0.0154865,0,0.0596178,0.0438234,0,0,0,0,0,0,0,0,0,0
822,0.0374441,0,0,0,0,0.0484703,0,0,0,0,0,0,0.0219784,0.0228988,0.00782973,0.0144427,0,0,0.0124009,0,0.0297501,0.00755048,0.0449358,0.00861296,0.010404,0.0122754,0.0172109,0.0256703,0.0119166,0.0157427,0.0119218,0.0109471,0.0154682,0.00642402,0.019735,0.0344539,0.0140029,0.0195182,0.00211973,0.0100232,0.0394779,0.0114284,0.0148173,0.0732803,0,0,0.0749744,0,0.0226524,0.0567235,0.0354118,0.0161753,0.0215855,0.0204988,0.0130322,0.0950219,0.0122385,0.0182158,0.012321,0.013803,0.0123996,0.0308185,0.00829222,0.0128599,0.00846993,0.071289,0.0139509,0,0.0582295,0.0443663,0,0,0,0,0,0,0,0,0,0
823,0.0397355,0,0,0,0,0.047769,0,0,0,0,0,0,0.0217762,0.022472,0.00781136,0.0142444,0,0,0.01211,0,0.0299301,0.00699836,0.0450245,0.00844677,0.010279,0.0122719,0.0169481,0.0197982,0.0121794,0.0158286,0.0120154,0.010941,0.0153454,0.00633301,0.0197285,0.0341185,0.0125113,0.0191628,0.00274186,0.0102254,0.0396116,0.0114179,0.0148369,0.074593,0,0,0.0769746,0,0.0223533,0.0569834,0.0352703,0.016189,0.0215187,0.0204596,0.0129624,0.0967264,0.0121404,0.018112,0.0122288,0.0136516,0.0125602,0.0308679,0.008345,0.0129763,0.00911893,0.0728665,0.0125215,0,0.0567504,0.0448803,0,0,0,0,0,0,0,0,0,0
824,0.0420081,0,0,0,0,0.0471623,0,0,0,0,0,0,0.0214738,0.0220649,0.00782136,0.0141211,0,0,0.0120191,0,0.03013,0.00666865,0.0450712,0.00829254,0.0101619,0.0123318,0.0167449,0.0144362,0.0122128,0.0158973,0.0121048,0.0109071,0.0152752,0.00629017,0.0197649,0.0338016,0.0111574,0.018764,0.0032868,0.0105824,0.0397535,0.0114696,0.0147934,0.0758674,0,0,0.0791751,0,0.0221261,0.057346,0.0351771,0.0162225,0.0215405,0.0203626,0.0128042,0.0985576,0.0121094,0.017977,0.012101,0.0135968,0.012714,0.030992,0.00840951,0.0130684,0.0100044,0.0744893,0.0114893,0,0.0553616,0.045604,0,0,0,0,0,0,0,0,0,0
825,0.0440085,0,0,0,0,0.0467578,0,0,0,0,0,0,0.0212291,0.0216375,0.00786453,0.0141813,0,0,0.0120582,0,0.0302977,0.00665344,0.0451437,0.00822622,0.00997803,0.0124092,0.0167055,0.00995709,0.0121432,0.0158166,0.0121472,0.0108475,0.0152625,0.00625867,0.0198026,0.0335227,0.0101592,0.0183418,0.00368986,0.0108133,0.0399618,0.0113298,0.0146726,0.0769746,0,0,0.0815684,0,0.0219961,0.0578889,0.035075,0.0160561,0.0215868,0.0202871,0.0126549,0.10052,0.0121112,0.0178353,0.0119838,0.0135767,0.0128472,0.0311202,0.0083664,0.0131763,0.0108575,0.076176,0.010844,0,0.0542735,0.0465909,0,0,0,0,0,0,0,0,0,0
826,0.0456644,0,0,0,0,0.0467632,0,0,0,0,0,0,0.0211788,0.0212843,0.00790703,0.0141935,0,0,0.0123091,0,0.0303504,0.00683231,0.0452682,0.00811662,0.00977,0.0124714,0.0164983,0.00646505,0.0120605,0.0156525,0.0122094,0.0107547,0.0153362,0.00627697,0.019793,0.0333588,0.0095292,0.0178787,0.00419141,0.0110479,0.0402613,0.0111687,0.0146691,0.078569,0,0,0.0840116,0,0.0219214,0.0585085,0.0349666,0.0158259,0.0216018,0.0201709,0.012474,0.10267,0.0120622,0.0177016,0.0118681,0.0135079,0.0129634,0.0313636,0.00833034,0.0132907,0.0117234,0.0779653,0.0105673,0,0.0536175,0.047705,0,0,0,0,0,0,0,0,0,0
827,0.0474523,0,0,0,0,0.0470236,0,0,0,0,0,0,0.0212796,0.0210097,0.00790235,0.0141815,0,0,0.0128613,0,0.0303415,0.00694422,0.0454397,0.0080325,0.00959183,0.0126122,0.0163163,0.00418351,0.0120126,0.0158318,0.0123011,0.0108009,0.0154271,0.00632143,0.0197328,0.0332703,0.00923224,0.017432,0.00475996,0.0117607,0.0406299,0.0113182,0.0147902,0.0802812,0,0,0.0865142,0,0.0218573,0.0591827,0.0348751,0.0157666,0.0217064,0.020048,0.0122131,0.104952,0,0.0175955,0.0117874,0.0135024,0.0130225,0.0317818,0.00848036,0.0134091,0.0130537,0.079804,0.0107014,0,0.0532157,0.0489798,0,0,0,0,0,0,0,0,0,0
828,0.0493033,0,0,0,0,0.0474356,0,0,0,0,0,0,0.0211949,0.0207962,0.0078353,0.0141629,0,0,0.0136139,0,0.0301819,0.0072609,0.0455386,0.00798614,0.00945301,0.0128215,0.0162563,0.00382761,0.0119445,0.0160437,0.0124212,0.0110046,0.0155485,0.00638412,0.0196638,0.0330915,0.00925264,0.0169624,0.00520705,0.0123998,0.0410362,0.0114483,0.0148624,0.0818682,0,0,0.0888503,0,0.0218575,0.0597359,0.0348294,0.0158371,0.0216335,0.0198506,0.0119335,0.107316,0.0118166,0.017389,0.011545,0.0132283,0.0131631,0.0320943,0.00858766,0.0135689,0.0143179,0.0816212,0.0113653,0,0.0530205,0.0501479,0,0,0,0,0,0,0,0,0,0
829,0.0507586,0,0,0,0,0.0477278,0,0,0,0,0,0,0.0210534,0.0206304,0.00775403,0.0140547,0,0,0.0144959,0,0.0301268,0.00772639,0.045705,0.00805494,0.00926151,0.0129835,0.0161721,0.00505685,0.011819,0.0162236,0.0124924,0.0112012,0.0156807,0.00647466,0.0195598,0.0328945,0.00948831,0.0165987,0.00582293,0.0128121,0.0413047,0.0112763,0.0149763,0.0829304,0,0,0.0898467,0,0.0224018,0.0592719,0.0347541,0.0156492,0.0215493,0.0196255,0.0116918,0.108936,0.0113365,0.0171463,0.0112862,0.0130069,0.0131916,0.0321687,0.00851147,0.0135645,0.0152928,0.0829074,0.0125922,0.0266714,0.0527729,0.050879,0,0,0,0,0,0,0,0,0,0
830,0.0526422,0,0,0,0,0.0484161,0,0,0,0,0,0,0.0209062,0.0204213,0.00769439,0.0138239,0,0,0.0155206,0,0.0303976,0.00822543,0.0459458,0.00815643,0.00904535,0.0130866,0.0161869,0.00694839,0.0116971,0.016399,0.0124592,0.0113023,0.0158258,0.00659625,0.0194223,0.0327588,0.00973618,0.016467,0.00664449,0.0132527,0.0420084,0.0111578,0,0.0845446,0,0,0.0922704,0,0.0227447,0.0600888,0.0345541,0.0154825,0.0214943,0.0195717,0.01141,0.111459,0.0112312,0.0169832,0.0111479,0.0129108,0.0132324,0.0323274,0.00844314,0.0135929,0.016314,0.084999,0.0138487,0.0245409,0.0529581,0.0516941,0,0,0,0,0,0,0,0,0,0
831,0.0538278,0,0,0,0,0.0490953,0,0,0,0,0,0,0.0204587,0.0201553,0.00756825,0.0136936,0,0,0.0163261,0,0.030827,0.00860822,0.0459796,0.0082606,0.00885144,0.0132759,0.0162064,0.00878341,0.0116402,0.016684,0.0124655,0.011363,0.0158618,0.00666,0.0193271,0.0323215,0.00995899,0.0164098,0.00733502,0.0139506,0.0427072,0.0111539,0.0152963,0.0860399,0,0,0.0945853,0,0.0231443,0.0610267,0.0345762,0.0154997,0.0213762,0.0193466,0.011271,0.113913,0.0112538,0.0167507,0.0108936,0.0126315,0.0133514,0.0325787,0.00858017,0.0137327,0.0176342,0.086972,0.0150433,0.0235412,0.0532367,0.0525507,0,0,0,0,0,0,0,0,0,0
832,0.054459,0,0,0,0,0.050055,0,0,0,0,0,0,0.0199981,0.0198385,0.00743986,0.0140814,0,0,0.0168448,0,0.0308649,0.00896312,0.0461504,0.00835501,0.00867419,0.0134529,0.0160997,0.0102698,0.0115683,0.0170177,0.0123982,0.0113205,0.0158798,0.00671784,0.019187,0.0318926,0.0101802,0.016076,0.00768765,0.0144281,0.0437508,0.0110921,0.0152877,0.0875212,0,0,0.0940903,0,0.0234435,0.060612,0.0345346,0.0155198,0.0213521,0.0191605,0.0111123,0.11634,0.0111549,0.0166134,0.010637,0.0123934,0.0134851,0.0327207,0.00867084,0.0138664,0.0186399,0.0886201,0,0.0221038,0.0539599,0.0537545,0,0,0,0,0,0,0,0,0,0
833,0.0546387,0,0,0,0,0.05042,0,0,0,0,0,0,0.0198038,0.0195059,0.00738272,0.0142726,0,0,0.0173011,0,0.0307633,0.00930716,0.046371,0.00847205,0.0083954,0.013699,0.0160539,0.011637,0.0114947,0.0174676,0.012264,0.0113845,0.0160125,0.00684868,0.0190559,0.031615,0.0105108,0.015587,0.00803047,0.0148644,0.0436979,0.010952,0.0150761,0.0880477,0,0,0.09866,0,0.0238012,0.0627309,0.0344988,0.0154801,0.02136,0.0189446,0.0111135,0.1185,0.0109707,0.0164615,0.010282,0.0121099,0.0136573,0.0328933,0.00868935,0.0140255,0.019676,0.0905562,0.0164252,0.0219561,0.0541946,0.0544519,0,0,0,0,0,0,0,0,0,0
834,0.0554308,0,0,0,0,0.0511577,0,0,0,0,0,0,0.0195101,0.0192726,0.00730361,0.014318,0,0,0.0177288,0,0.0308607,0.00955275,0.0466543,0.00853936,0.00815219,0.0138888,0.0160223,0.0129693,0.0115505,0.0178681,0.0121999,0.0115847,0.0161789,0.00703613,0.0189411,0.0313284,0.0108385,0.0153141,0.00849625,0.0151775,0.0446128,0.0107171,0.0151803,0.0892932,0,0,0.0975594,0,0.0240504,0.0619949,0.0345851,0.0153964,0.0214372,0.0187354,0.0111503,0.120488,0.0107848,0.0163042,0.00989873,0.0118506,0.0137835,0.0330817,0.00870996,0.0141738,0.0206355,0.091711,0,0.0210696,0.0548797,0.0553922,0,0,0,0,0,0,0,0,0,0
835,0.0555895,0,0,0,0,0.0514478,0,0,0,0,0,0,0.0192977,0.0191301,0.00714395,0.0142765,0,0,0.0182677,0,0.0306422,0.00993992,0.0469668,0.0088136,0.0079426,0.0140522,0.0160624,0.0140842,0.0116266,0.0182009,0.0121807,0.0119143,0.0162736,0.00709149,0.0187717,0.0309518,0.0111374,0.01489,0.00876659,0.015539,0.0449069,0.0106721,0.0158386,0.0900148,0,0,0.0984937,0,0.0244335,0.0623468,0.0347311,0.0154344,0.0215185,0.0185621,0.0111209,0.121939,0.0107492,0.0161317,0.00969659,0.0116164,0.0139309,0.0333244,0.00881427,0.0143638,0.021546,0.0927886,0,0.0208563,0.0551814,0.0558456,0,0,0,0,0,0,0,0,0,0
836,0.0553456,0,0,0,0,0.0513179,0,0,0,0,0,0,0.019082,0.0190582,0.00700347,0.0141569,0,0,0.0188176,0,0.0304283,0.0104692,0.0473108,0.00905333,0.0077326,0.0142183,0.0161598,0.0150827,0.0115474,0.0184602,0.0121926,0.0121178,0.0163358,0.00716496,0.0186246,0.0305866,0.0113689,0.0145084,0.00905068,0.0157761,0.0444339,0.0107221,0.0162434,0.0901609,0,0,0.101836,0,0.0246026,0.0640334,0.0348706,0.0155528,0.0215559,0.0184599,0.0111088,0.122885,0.0107828,0.0159112,0.00948593,0.0114302,0.0141325,0.03341,0.00889856,0.0145395,0.0222568,0.0938497,0.0170557,0.0213236,0.055104,0.0557934,0,0,0,0,0,0,0,0,0,0
837,0.0551863,0,0,0,0,0.0513581,0,0,0,0,0,0,0.0188331,0.0190134,0.00686891,0.0139291,0,0,0.0192393,0,0.0304836,0.0108697,0.0476013,0.00919808,0.00759648,0.014382,0.0162877,0.0159089,0.0114009,0.0186548,0.0121744,0.0122769,0.0164476,0.0072527,0.0184984,0.0302606,0.0115929,0.0143562,0.00943454,0.0159836,0.0443114,0.010835,0.0164175,0.0903799,0,0,0.102111,0,0.0244324,0.0641289,0.0349638,0.0156783,0.0216071,0.0184078,0.0112019,0.123508,0.010587,0.0156899,0.00928561,0.0112779,0.0142677,0.0334675,0.00895267,0.0146736,0.0229214,0.0942373,0.016996,0.0215056,0.0552877,0.0558569,0,0,0,0,0,0,0,0,0,0
838,0.0550163,0,0,0,0,0.0513893,0,0,0,0,0,0,0.0184345,0.0190173,0.00670867,0.013521,0,0,0.0195923,0,0.0307884,0.0110229,0.0478369,0.00938423,0.00747425,0.0145101,0.0164393,0.0167022,0.0112759,0.0187965,0.0121092,0.0124357,0.016613,0.00731913,0.018358,0.0299509,0.0118226,0.0143922,0.00985908,0.015983,0.0441233,0.0109258,0.0165322,0.0904681,0,0,0.101988,0,0.0243115,0.0640203,0.0349516,0.015681,0.021634,0.0183984,0.0113608,0.123895,0.0104489,0.0153997,0.00907788,0.0111115,0.0142921,0.0335048,0.00892907,0.0147301,0.023483,0.0943157,0.0172775,0.0217612,0.0555343,0.0558546,0,0,0,0,0,0,0,0,0,0
839,0.0552027,0,0,0,0,0.0516689,0,0,0,0,0,0,0.0180709,0.0189995,0.00663175,0.0133004,0,0,0.01995,0,0.031151,0.0109473,0.0480489,0.00975948,0.00731964,0.0147268,0.016584,0.0174808,0.0112228,0.0190733,0.0121213,0.0126577,0.0168307,0.00742166,0.0181544,0.0298109,0.012049,0.0144735,0.0103091,0.0158645,0.0444683,0.011013,0.0166783,0.0908249,0,0,0.0993083,0,0.0241504,0.062611,0.0349541,0.0156694,0.0216831,0.0183936,0.0115616,0.124246,0.0103704,0.0151428,0.00891054,0.0109701,0.0142364,0.0334116,0.0088299,0.0146777,0.024085,0.0940059,0,0.0214771,0.0560463,0.0559358,0,0,0,0,0,0,0,0,0,0
840,0.0549906,0,0,0,0,0.0517067,0,0,0,0,0,0,0.0176505,0.0189381,0.0064835,0.0131956,0,0,0.0199214,0,0.030878,0.0106987,0.048238,0.00990279,0.00724699,0.0147567,0.0166404,0.0180908,0.0111306,0.0191483,0.0120473,0.0126976,0.0168093,0.00748541,0.0180403,0.0293159,0.0120421,0.0141577,0.0106246,0.0159008,0.044327,0.0110178,0.0168169,0.0906944,0,0,0.0987714,0,0.0242547,0.0623741,0.0353838,0.0157742,0.0218076,0.0181565,0.0116546,0.124335,0.010094,0.0152504,0.00884729,0.010632,0.0141473,0.033364,0.0086864,0.0145192,0.0249353,0.0938376,0,0.0214556,0.0563562,0.0558314,0,0,0,0,0,0,0,0,0,0
841,0.05472,0,0,0,0,0.0508943,0,0,0,0,0,0,0.0173844,0.0189175,0.00641421,0.0133862,0,0,0.0193519,0,0.0308974,0.0104501,0.0485326,0.0100911,0.00705825,0.014885,0.0166126,0.0195999,0.0110979,0.0193035,0.0120257,0.0127417,0.0167542,0.00756525,0.017897,0.0288332,0.0116439,0.0139448,0.0110758,0.0158058,0.0436946,0.0109543,0.0170946,0.0899846,0,0,0.100717,0,0.0245223,0.063353,0.0362866,0.0159413,0.021903,0.0175886,0.0117218,0.123941,0.00960151,0.015789,0.00888747,0.0101861,0.0139963,0.0334446,0.00850588,0.0143122,0.025449,0.0936807,0.018371,0.0218883,0.0557054,0.0558725,0,0,0,0,0,0,0,0,0,0
842,0.0553279,0,0,0,0,0.0500711,0,0,0,0,0,0,0.0171693,0.0188388,0.0063704,0,0,0,0.0186745,0,0.0308614,0.0100306,0.0487689,0.0102501,0.00698725,0.0150132,0.0168551,0.0214675,0.011154,0.0195347,0.0120259,0.0128116,0.0168131,0.00765532,0.0177618,0.0285767,0.0111886,0.0135656,0.0113793,0.0147188,0.0435417,0.0109364,0.0173123,0.0897004,0,0,0.101284,0,0.0245567,0.0635954,0.036239,0.0156024,0.0219447,0.0172417,0.0120708,0.123823,0.00943342,0.0158337,0.00880319,0.0102436,0.0138821,0.0334852,0.00842739,0.01412,0.0239824,0.0937179,0.0188047,0.0219219,0.0549591,0.0565237,0,0,0,0,0,0,0,0,0,0
843,0.0559187,0,0,0,0,0.049092,0,0,0,0,0,0,0.016935,0.0187823,0.00634699,0.0141403,0,0,0.0178972,0,0.0309549,0.00949721,0.0490169,0.0103759,0.00701626,0.0151383,0.0169697,0.0235633,0.0112537,0.0197864,0.0120521,0.0128984,0.0168745,0.00774506,0.0176139,0.0282028,0.0108633,0.0131436,0.0117452,0.0131156,0.043398,0.0109746,0.0172969,0.0896089,0,0,0.101443,0,0.0247083,0.0635847,0.0354453,0.0149432,0.021816,0.0170958,0.0123556,0.123472,0.00946409,0.0154617,0.00857452,0.0102626,0.0137285,0.0334086,0.00837799,0.0138948,0.0212152,0.093593,0.0191556,0.0218435,0.0540209,0.0571685,0,0,0,0,0,0,0,0,0,0
844,0.0565281,0,0,0,0,0.0480317,0,0,0,0,0,0,0.0166273,0.0188123,0.00633744,0.0144872,0,0,0.0171446,0,0.0308468,0.00902876,0.0493332,0.0104298,0.00706967,0.0150673,0.0172025,0.0254105,0.0112272,0.0198918,0.0119993,0.0129414,0.0169047,0.00781935,0.0174957,0.0278183,0.0107875,0.0126646,0.0121022,0.0117299,0.0432964,0.0110125,0.017408,0.0896887,0,0,0.101603,0,0.0249065,0.0634588,0.0351926,0.0144179,0.0218533,0.0169629,0.0126602,0.122951,0.00922941,0.0156318,0.00854935,0.00993398,0.0133792,0.0331331,0.0081131,0.0135184,0.0189353,0.0934112,0.0193491,0.0217526,0.0529746,0.0576798,0,0,0,0,0,0,0,0,0,0
845,0.0572913,0,0,0,0,0.046947,0,0,0,0,0,0,0.0167308,0.018968,0.00636004,0.0144768,0,0,0.0162523,0,0.0309014,0.00851948,0.0496108,0.0106295,0.00703272,0.0149013,0.0175395,0.0271514,0.0110928,0.0200248,0.0119744,0.0130453,0.0170152,0.00788399,0.0173636,0.0278063,0.0109167,0.0122849,0.0124532,0.0103205,0.0432631,0.0110524,0.0174613,0.089699,0,0,0.101775,0,0.0251143,0.0633254,0.0347774,0.0136689,0.0216344,0.0168374,0.0129918,0.122388,0.00912846,0.0151904,0.00826924,0.00988445,0.0130169,0.0329534,0.00797081,0.0132156,0.01615,0.0932101,0.0195207,0.0215912,0.0519382,0.0581009,0,0,0,0,0,0,0,0,0,0
846,0.0580063,0,0,0,0,0.0459457,0,0,0,0,0,0,0.0166374,0.0191408,0.00634946,0.014541,0,0,0.0156756,0,0.0305828,0.00815475,0.0498973,0.0108286,0.00695858,0.0147024,0.0178303,0.0287308,0.010912,0.020109,0.011912,0.013122,0.0170599,0.00792943,0.0172099,0.027738,0.0113834,0.0117309,0.0128912,0.00945037,0.0433315,0.0109615,0.017697,0.0895253,0,0,0.101767,0,0.0254066,0.063152,0.0349944,0.0130712,0.0215227,0.016627,0.0132243,0.121756,0.00878645,0.0153493,0.00825012,0.00969289,0.0125156,0.0326447,0.00753332,0.0127204,0.0140329,0.0929307,0.0196879,0.0213597,0.0510052,0.058293,0,0,0,0,0,0,0,0,0,0
847,0.0584807,0,0,0,0,0.0452282,0,0,0,0,0,0,0.0161806,0.0193469,0.00633018,0.0147469,0,0,0.0155032,0,0.030371,0.008067,0.0501519,0.0109511,0.00693176,0.0145849,0.0179713,0.0300167,0.0107955,0.0201172,0.01183,0.0131241,0.0170553,0.0079721,0.0170737,0.0274736,0.0120454,0.0112456,0.0135279,0.00872154,0.0434934,0.0106441,0.0179632,0.089278,0,0,0.101902,0,0.0257549,0.0630155,0.0354796,0.0123199,0.0215504,0.0163009,0.0134362,0.121207,0.00845888,0.0160254,0.00851184,0.00928758,0.011879,0.032168,0.00675964,0.0119693,0.0124556,0.0927703,0.0198559,0.0210511,0.050491,0.0587383,0,0,0,0,0,0,0,0,0,0
848,0.0571317,0,0,0,0,0.0442747,0,0,0,0,0,0,0.0156613,0.0195131,0.0064265,0,0,0,0.0158703,0,0.0304441,0.00835036,0.0507986,0.0112609,0.00769283,0.0142607,0.0172729,0.0293502,0.0109922,0.0200752,0.0116863,0.013114,0.0170266,0.00831293,0.0166138,0.0271804,0.0122938,0.0112343,0.014203,0.00782911,0.0437302,0.0101286,0,0.0872548,0,0,0.101815,0,0.0262162,0.0626446,0.0342549,0.0111777,0.021537,0.0163799,0.012674,0.119062,0.00881785,0.0159574,0.0087115,0.00944534,0.0113313,0.0314663,0.00623266,0.0113911,0.00985988,0.0922376,0.0197447,0.0204948,0,0.057452,0,0,0,0,0,0,0,0,0,0
849,0.0575867,0,0,0,0,0.0436737,0,0,0,0,0,0,0.0155003,0.0197034,0.00641647,0.0158013,0,0,0.0158445,0,0.0306016,0.00832446,0.050761,0.0114343,0.00783992,0.0143292,0.016991,0.0304968,0.0110508,0.0201508,0.0116895,0.0131584,0.0170254,0.00832909,0.016531,0.0266313,0.0131155,0.0112793,0.0147885,0.00756008,0.0438352,0.00971464,0.0177403,0.0868474,0,0,0.101815,0,0.02661,0.0622849,0.0336477,0.0105177,0.0212344,0.0159988,0.0126582,0.118512,0.00851235,0.0155986,0.00851561,0.00927206,0.010998,0.0312427,0.00626738,0.011205,0.00838893,0.092264,0.0199545,0.0199658,0,0.0578324,0,0,0,0,0,0,0,0,0,0
850,0.0580197,0,0,0,0,0.0431975,0,0,0,0,0,0,0.0156402,0.0198869,0.00647721,0.0156238,0,0,0.0158379,0,0.0307486,0.00833717,0.0508744,0.0115732,0.00786423,0.014379,0.0170923,0.0318872,0.0110836,0.0202805,0.0116965,0.0132596,0.0171566,0.00839703,0.016409,0.026557,0.0140176,0.0112086,0.0153934,0.00734904,0.0438942,0.00914583,0,0.0868127,0,0,0.10191,0,0.0269006,0.0619658,0.0332314,0.0101432,0.0211054,0.0157773,0.0128022,0.11817,0.00833229,0.0156,0.00856429,0.00929442,0.0105379,0.0308973,0.00598776,0.0108564,0.00729979,0.0923311,0.0204093,0.019455,0,0.0581597,0,0,0,0,0,0,0,0,0,0
851,0.0603052,0,0,0,0,0.0432333,0,0,0,0,0,0,0.0164441,0.0200376,0.00657365,0.0155071,0,0,0.0156112,0,0.0309744,0.00836657,0.050229,0.0116514,0.00726619,0.0151039,0.0186843,0.0356188,0.0111623,0.0209455,0.0120997,0.0136351,0.01766,0.00828042,0.01671,0.0270785,0.015631,0.0111699,0.0159027,0.00686485,0.0438927,0.00853811,0.0180939,0.0887925,0,0,0.102331,0,0.0269759,0.0618274,0.0333214,0.0100826,0.0207376,0.0151214,0.0146967,0.119628,0.00804767,0.0153761,0.00822066,0.00888391,0.00995739,0.0306063,0.00571582,0.0103033,0.00624388,0.092633,0.0217367,0.019114,0.0485376,0.0603461,0,0,0,0,0,0,0,0,0,0
852,0.0590902,0,0,0,0,0.0421349,0,0,0,0,0,0,0.0155947,0.0201781,0.00673631,0.0157105,0,0,0.0160257,0,0.0314022,0.00894415,0.0509306,0.0114602,0.00806818,0.0145776,0.0173499,0.0354507,0.0112398,0.0205602,0.0118721,0.0135003,0.0173555,0.00861037,0.0164768,0.0260915,0.0162203,0.0114007,0.0161626,0.00714958,0.0440123,0.00860224,0.0178232,0.0869484,0,0,0.10224,0,0.0273222,0.0614597,0.03295,0.0103787,0.0205603,0.0152885,0.0134188,0.11748,0.0082714,0.0154339,0.00838413,0.00892022,0.00975409,0.029996,0.00550413,0.0101673,0.00592284,0.0921026,0.0223151,0.0183907,0,0.0587555,0,0,0,0,0,0,0,0,0,0
853,0.0615176,0,0,0,0,0.042657,0,0,0,0,0,0,0.0160647,0.0202606,0.00678057,0.0159289,0,0,0.0159256,0,0.0312356,0.00884812,0.0503422,0.0113991,0.00751535,0.0151782,0.0190826,0.0389968,0.0110254,0.020937,0.0121776,0.0137021,0.0177348,0.00839801,0.0168277,0.026541,0.0178795,0.0111343,0.0164367,0.00674775,0.0440371,0.00847788,0.0181209,0.0889032,0,0,0.102285,0,0.0274774,0.0612371,0.0329682,0.0104941,0.0202433,0.014679,0.0152927,0.119081,0.00810444,0.0151165,0.00802145,0.00851137,0.00935598,0.0297536,0.00544137,0.00978424,0.00536655,0.0924277,0.0233387,0.0180336,0.0483272,0.0609525,0,0,0,0,0,0,0,0,0,0
854,0.0620826,0,0,0,0,0.0426407,0,0,0,0,0,0,0.0156449,0.0203711,0.00674535,0.0162695,0,0,0.0162034,0,0.0312315,0.00904906,0.0504134,0.0112882,0.00759219,0.0150811,0.0192457,0.0403622,0.0107638,0.0206997,0.0120876,0.0136064,0.0175941,0.00832821,0.0168288,0.0261767,0.0188032,0.0108829,0.0169719,0.00667582,0.0441862,0.00859989,0.0182301,0.0890577,0,0,0.102479,0,0.0276816,0.0610664,0.0329603,0.0107618,0.0200177,0.014622,0.0153964,0.119132,0.00786542,0.0149732,0.00797129,0.00841683,0.0091781,0.0292988,0.0054612,0.00962278,0.00515872,0.0924181,0.0238467,0.0176605,0.0480877,0.0613699,0,0,0,0,0,0,0,0,0,0
855,0.060499,0,0,0,0,0.040867,0,0,0,0,0,0,0.0145803,0.0205858,0.00684844,0.0165249,0,0,0.016611,0,0.031467,0.0096249,0.0512464,0.0112596,0.00845115,0.0144355,0.0173491,0.0404792,0.0106611,0.020117,0.0117276,0.0133427,0.0171262,0.00855878,0.0164956,0.0249717,0.0196007,0.0111979,0.0173495,0.00630696,0.0443507,0.00845821,0.0177411,0.0866925,0,0,0.10189,0,0.0282316,0.0603983,0.0327248,0.0109194,0.0198812,0.014514,0.0133802,0.116058,0.0075961,0.0149354,0.00798714,0.00847487,0.00895682,0.0286599,0.00551569,0.00947545,0.00469485,0.0914246,0.0237326,0.0169346,0,0.0596608,0,0,0,0,0,0,0,0,0,0
856,0.0607822,0,0,0,0,0.0404917,0,0,0,0,0,0,0.0142219,0.0207286,0.00683751,0.0168363,0,0,0.0168572,0,0.0319089,0.00990481,0.0513967,0.0112425,0.00850725,0.0143992,0.0171872,0.0421555,0.0104118,0.019981,0.0116657,0.013256,0.0169939,0.00845776,0.0165217,0.0244544,0.0207,0.011344,0.0179415,0.00606277,0.0444653,0.00844805,0.0175834,0.0865809,0,0,0.101461,0,0.0286088,0.0599433,0.0327012,0.0115902,0.0196417,0.0144032,0.0133393,0.115217,0.00727839,0.0147288,0.00788608,0.00829665,0.00891283,0.028205,0.00558596,0.0094909,0.00423857,0.0911642,0.0240478,0.0164669,0,0.0598287,0,0,0,0,0,0,0,0,0,0
