Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x76,,x75,LTHIP
183,0.024274,0,0,0,0,0.0139573,0,0,0,0,0,0,0.0258185,0.0524179,0.00748858,0.0151787,0,0,0.0589649,0,0.044421,0.0415633,0.0440342,0.00821986,0.0078141,0.0136243,0.0244292,0.0366168,0.0148309,0.0226662,0.0124687,0.0132783,0.0197956,0.00681754,0.0212732,0.0384201,0.0416544,0.0335869,0.04099,0.0123735,0.0409965,0.0156575,0.0161919,0.022359,0,0,0.0310825,0,0.0454404,0.0158758,0.0351702,0.0194453,0.012151,0.0161972,0.0231751,0.0276288,0.00803303,0.0136184,0.0067626,0.0092394,0.0120757,0.0341499,0.0111566,0.0116868,0.00735233,0.0206451,0.00978179,0.00620425,0.00938193,0.0201743,0,0,0,0,0,0,0,0
184,0.0246934,0,0,0,0,0.0146761,0,0,0,0,0,0,0.0256049,0.0526693,0.00749856,0.0151755,0,0,0.0594806,0,0.0442702,0.0416035,0.044036,0.00815937,0.00778185,0.0136143,0.0242247,0.0372543,0.0148421,0.0224769,0.0124844,0.0133131,0.0197879,0.00682188,0.0212512,0.0382199,0.042142,0.0342661,0.0400808,0.012182,0.0410735,0.015378,0.0160337,0.0227144,0,0,0.0317556,0,0.0456571,0.0162203,0.0351205,0.0191257,0.0122013,0.0162334,0.0229653,0.0282288,0.00812275,0.0135904,0.00664993,0.00926057,0.012153,0.0342928,0.0109634,0.011622,0.00713597,0.0210253,0.00979809,0.00619767,0.0100607,0.0203283,0,0,0,0,0,0,0,0
185,0.0251584,0,0,0,0,0.0155183,0,0,0,0,0,0,0.0254166,0.0530585,0.00731883,0.0152279,0,0,0.0600529,0,0.0441482,0.041543,0.0440063,0.00838787,0.00775849,0.0136094,0.0240179,0.0380615,0.0147923,0.0224381,0.0124643,0.0133277,0.0198076,0.00681188,0.0212654,0.0380296,0.0426929,0.0352394,0.0392575,0.0121604,0.0411088,0.0152286,0.0160205,0.0231011,0,0,0.0322963,0,0.0458323,0.0165227,0.0350946,0.0189843,0.0121995,0.016309,0.0228033,0.0288962,0.00817922,0.0135985,0.00662137,0.00925467,0.0122561,0.0344966,0.0108663,0.0116138,0.00710224,0.0213429,0.00940126,0.00593962,0.010903,0.0205082,0,0,0,0,0,0,0,0
186,0.0256376,0,0,0,0,0.0164601,0,0,0,0,0,0,0.0252955,0.0535391,0.00715103,0.0151882,0,0,0.0606987,0,0.0439839,0.0414698,0.0439619,0.00859304,0.00775202,0.0135898,0.0238506,0.0389392,0.0147593,0.0222468,0.0124521,0.0133433,0.0198629,0.00682155,0.0213111,0.0378613,0.0432795,0.0363788,0.0384795,0.0123066,0.0410891,0.0153402,0.0163303,0.0235033,0,0,0.0326152,0,0.0459246,0.0168003,0.0350912,0.019085,0.0120605,0.016326,0.0227581,0.0295677,0.00817201,0.0136064,0.00665896,0.00922453,0.0123769,0.0343488,0.0109315,0.011745,0.00734157,0.0215762,0.00847965,0.00544534,0.0118123,0.0206808,0,0,0,0,0,0,0,0
187,0.0259561,0,0,0,0,0.0172294,0,0,0,0,0,0,0.0252918,0.0539713,0.00706347,0.0151459,0,0,0.061411,0,0.043774,0.0413779,0.0438777,0.00860773,0.00774815,0.013595,0.0237361,0.0395493,0.0146956,0.0220934,0.0124273,0.0133762,0.0199117,0.00682657,0.0213397,0.0377244,0.043694,0.0375057,0.037706,0.0124332,0.0410121,0.0155187,0.016465,0.0237627,0,0,0.0326613,0,0.0459794,0.0169843,0.0350856,0.01926,0.011889,0.0163696,0.0228125,0.0300161,0.0081229,0.0136795,0.00678272,0.0091224,0.0125067,0.0342609,0.0110604,0.0119345,0.00767505,0.0217331,0.0075915,0.00477336,0.0125348,0.0207156,0,0,0,0,0,0,0,0
188,0.0262928,0,0,0,0,0.0181959,0,0,0,0,0,0,0.0250006,0.0543791,0.00698932,0.0151136,0,0,0.0622362,0,0.0435573,0.0414006,0.0438137,0.00855347,0.00771257,0.0135949,0.0235999,0.0401894,0.0146398,0.0220438,0.0123581,0.0134078,0.0199304,0.00684447,0.0213406,0.0375711,0.044126,0.0385394,0.0371544,0.0123968,0.0409393,0.0155099,0.0163344,0.0240877,0,0,0.0323783,0,0.0461504,0.0170557,0.0350756,0.0192879,0.0117173,0.0163826,0.0227688,0.0305152,0.00799783,0.0137336,0.00663333,0.00901148,0.0125797,0.0343602,0.0110219,0.0120292,0.00777605,0.022025,0.00685902,0.00394571,0.013509,0.0206762,0,0,0,0,0,0,0,0
189,0.0265633,0,0,0,0,0.0190473,0,0,0,0,0,0,0.0246648,0.0547924,0.0068985,0.0150439,0,0,0.0629403,0,0.0433588,0.0414779,0.0437419,0.00853478,0.00767921,0.0135169,0.0235118,0.0406785,0.0145596,0.022085,0.0122638,0.0134537,0.0199506,0.00685938,0.0213335,0.0373382,0.0446793,0.0393937,0.0367928,0.012447,0.0409819,0.0155202,0.0162214,0.0244003,0,0,0.0321067,0,0.0463181,0.0172036,0.035046,0.0192517,0.011606,0.0163501,0.0226893,0.0309933,0.00793969,0.0138036,0.00634659,0.00902674,0.0125913,0.0342893,0.0110276,0.011995,0.0078336,0.022258,0.00636976,0.00306248,0.0143313,0.0206906,0,0,0,0,0,0,0,0
190,0.0267077,0,0,0,0,0.0198178,0,0,0,0,0,0,0.0243407,0.055224,0.0067911,0.0150859,0,0,0.0635697,0,0.0431571,0.0415476,0.0437124,0.00842332,0.00766181,0.013402,0.0233926,0.0410138,0.0144867,0.022182,0.0121556,0.0134722,0.0199783,0.00685778,0.0213251,0.0371043,0.045293,0.0400343,0.0365882,0.0124154,0.0410191,0.0153224,0.0161731,0.0246345,0,0,0.0318437,0,0.046455,0.0173893,0.0349794,0.0189389,0.0116039,0.0161265,0.0225623,0.0314527,0.00796162,0.0136111,0.00638132,0.00904358,0.0123558,0.0341674,0.0109161,0.011731,0.00783683,0.0223435,0.00608135,0.00223738,0.0151157,0.0206303,0,0,0,0,0,0,0,0
191,0.0266392,0,0,0,0,0.0203426,0,0,0,0,0,0,0.0241856,0.0556374,0.00669846,0.0153223,0,0,0.0640697,0,0.0429886,0.0415593,0.043707,0.00812589,0.00766795,0.0133194,0.0232999,0.0410329,0.0144205,0.0222832,0.0120536,0.0134644,0.0199715,0.00683833,0.0213167,0.0368845,0.0457003,0.0404691,0.0364612,0.0121144,0.0410342,0.0149237,0.0162557,0.0246459,0,0,0.0316045,0,0.0465766,0.0175454,0.034821,0.0183607,0.0116374,0.015694,0.0224692,0.0316943,0.00803262,0.0131631,0.00677704,0.0090773,0.0118461,0.0341423,0.0107267,0.0112459,0.0078489,0.0223022,0.00602888,0.00158023,0.0156913,0.0204309,0,0,0,0,0,0,0,0
192,0.0265228,0,0,0,0,0.0207881,0,0,0,0,0,0,0.024089,0.0559089,0.00666941,0.0154475,0,0,0.0644904,0,0.0428793,0.041659,0.0435758,0.00775444,0.00766388,0.0132433,0.0231154,0.0409591,0.0143405,0.02206,0.0119257,0.0134415,0.0199704,0.00685284,0.0213027,0.0366147,0.0459414,0.0406389,0.0364217,0.0116935,0.0410489,0.014654,0.0164887,0.0246257,0,0,0.0313933,0,0.04669,0.0176247,0.0347788,0.0179558,0.0115579,0.0154653,0.0222969,0.0318851,0.00796098,0.0131591,0.00688731,0.00904249,0.0116249,0.0342144,0.0105682,0.0110886,0.00750243,0.0222626,0.00610819,0.00117447,0.0162217,0.0202229,0,0,0,0,0,0,0,0
193,0.0263105,0,0,0,0,0.0212015,0,0,0,0,0,0,0.0237546,0.0560722,0.00671322,0.0153549,0,0,0.0648868,0,0.0426795,0.0418485,0.0433246,0.0078083,0.00759768,0.013152,0.0228704,0.0408195,0.0142494,0.0220296,0.0117927,0.0134676,0.0199988,0.00689595,0.0213828,0.0363638,0.0460501,0.0406034,0.0365661,0.0114989,0.0410709,0.0147953,0.0163929,0.024544,0,0,0.0311555,0,0.04682,0.017583,0.0348932,0.0181425,0.0113242,0.0156662,0.022045,0.0319924,0.00768954,0.0137836,0.00679212,0.00892852,0.0119403,0.0341113,0.0106623,0.0114377,0.00709588,0.0221993,0.00619226,0.00104585,0.0167081,0.0199252,0,0,0,0,0,0,0,0
194,0.026004,0,0,0,0,0.021562,0,0,0,0,0,0,0.0234545,0.0562784,0.00654572,0.015254,0,0,0.0652817,0,0.0423372,0.0421113,0.0431384,0.00777894,0.00750934,0.013007,0.0226254,0.0406371,0.01421,0.0221721,0.0116665,0.0135082,0.0200311,0.00692888,0.0214353,0.0361674,0.0461226,0.0405517,0.036875,0.0114096,0.0410956,0.0148461,0.0162319,0.0244048,0,0,0.0309259,0,0.0469777,0.0174227,0.0349438,0.0181733,0.0111712,0.0158537,0.0217365,0.0320691,0.00745257,0.014276,0.00660911,0.00884087,0.0121938,0.0341173,0.0106955,0.0117514,0.00688327,0.0221501,0.00617491,0.00111083,0.0172078,0.0194805,0,0,0,0,0,0,0,0
195,0.025846,0,0,0,0,0.0219304,0,0,0,0,0,0,0.0232549,0.0563025,0.00638116,0.01524,0,0,0.0656719,0,0.0422272,0.0423531,0.0429675,0.00756603,0.00745716,0.0128373,0.0224049,0.0405962,0.0141318,0.0220425,0.0115263,0.0134975,0.0200491,0.00703215,0.0214188,0.0359895,0.0464281,0.0404525,0.036972,0.0112118,0.0410778,0.0146353,0.0161525,0.0243642,0,0,0.0308077,0,0.0471121,0.0172394,0.0348844,0.0178742,0.0112106,0.0159823,0.0214445,0.032241,0.00750437,0.01427,0.00673753,0.00878207,0.0121861,0.0344041,0.0105223,0.0117726,0.00678045,0.0221761,0.0060483,0.00129577,0.0177266,0.0191858,0,0,0,0,0,0,0,0
196,0.0258714,0,0,0,0,0.0224146,0,0,0,0,0,0,0.0231412,0.0562871,0.00629892,0.0152713,0,0,0.0662071,0,0.0422379,0.0425675,0.0427714,0.00732358,0.00746081,0.0127399,0.0221877,0.0407565,0.0140345,0.021864,0.0113801,0.0134678,0.0200395,0.00713678,0.0214453,0.035847,0.0468522,0.0404092,0.0368394,0.0109262,0.0410352,0.0142473,0.0161427,0.0245108,0,0,0.0307443,0,0.0472189,0.0170085,0.0348391,0.0175126,0.0112499,0.0160026,0.0211803,0.0325364,0.00754375,0.0141961,0.00671598,0.00876423,0.0120479,0.0346545,0.0102539,0.0116667,0.00656353,0.0223757,0.0057935,0.00148318,0.0182684,0.0190349,0,0,0,0,0,0,0,0
197,0.0259972,0,0,0,0,0.0229574,0,0,0,0,0,0,0.0230922,0.0564211,0.0062586,0.0152732,0,0,0.0667844,0,0.0422481,0.0427362,0.0425834,0.00710058,0.00745643,0.012648,0.0219855,0.0410733,0.0139662,0.0217825,0.0112253,0.0134403,0.0200282,0.00716002,0.0214934,0.035753,0.0473982,0.0405556,0.0365924,0.0107856,0.0409778,0.0139361,0.0160988,0.0247961,0,0,0.0306888,0,0.0472973,0.0167287,0.0348675,0.0171288,0.011133,0.0159869,0.0209584,0.0328726,0.00745066,0.0141628,0.00683537,0.00877621,0.0119718,0.0345551,0.0101247,0.0116613,0.00646234,0.0225341,0.00553341,0.00167453,0.0188428,0.0189802,0,0,0,0,0,0,0,0
198,0.0262526,0,0,0,0,0.0235591,0,0,0,0,0,0,0.0231681,0.0565937,0.00628148,0.0152616,0,0,0.0673295,0,0.0422659,0.0428916,0.0424852,0.00679775,0.00747369,0.012446,0.0217837,0.0414958,0.0139132,0.0216375,0.0110611,0.0133629,0.0200284,0.00718145,0.021515,0.0356802,0.0479318,0.040828,0.0363551,0.0107475,0.0408897,0.0137256,0.0159737,0.0251383,0,0,0.0306165,0,0.0473145,0.0164403,0.0348814,0.0167089,0.0109813,0.016062,0.020754,0.0332677,0.00737443,0.0140666,0.00688033,0.0087713,0.011909,0.0341791,0.0100833,0.0116034,0.00652746,0.0226876,0.00529771,0.00176587,0.0194594,0.0190463,0,0,0,0,0,0,0,0
199,0.0263288,0,0,0,0,0.0241648,0,0,0,0,0,0,0.0232659,0.056747,0.0063226,0.0153115,0,0,0.0677709,0,0.0423304,0.0429313,0.0424522,0.00645241,0.00751631,0.0121076,0.0215291,0.0416721,0.0138147,0.0213238,0.0108384,0.0132934,0.0200154,0.00725145,0.0215271,0.0355954,0.0482811,0.041178,0.0362138,0.0105663,0.0407979,0.013383,0.0158389,0.025188,0,0,0.0304301,0,0.0473382,0.0161371,0.0348386,0.0162062,0.010926,0.0160813,0.0204705,0.0336789,0.00754922,0.0138164,0.00672304,0.00872553,0.011696,0.0338362,0.00986937,0.0113643,0.00653931,0.0228093,0.00518622,0.00182447,0.0201088,0.0189738,0,0,0,0,0,0,0,0
200,0.0263035,0,0,0,0,0.0246754,0,0,0,0,0,0,0.0231453,0.0570298,0.00638015,0.0153399,0,0,0.0682484,0,0.0422924,0.042993,0.0423595,0.00616212,0.0075238,0.0119007,0.0213207,0.0417294,0.0137037,0.021086,0.010573,0.0132717,0.0200469,0.00735697,0.0215226,0.0355398,0.0485414,0.0415525,0.0361284,0.0103426,0.0407307,0.0131011,0.0157133,0.0253193,0,0,0.0301631,0,0.0473267,0.0159328,0.0348619,0.0157807,0.0108083,0.016074,0.0202237,0.0339673,0.00770426,0.0137071,0.00662607,0.00862923,0.0115079,0.0335512,0.00966357,0.0112112,0.00648813,0.0229256,0.00528048,0.00195859,0.0207032,0.0188651,0,0,0,0,0,0,0,0
201,0.0260862,0,0,0,0,0.0250921,0,0,0,0,0,0,0.0231219,0.0574877,0.00649745,0.015289,0,0,0.0688734,0,0.0419292,0.0430956,0.0421766,0.00583458,0.00753697,0.0119627,0.0210674,0.0415687,0.0136042,0.0208847,0.0103191,0.0132305,0.0201063,0.00745152,0.0215186,0.0354872,0.0488766,0.0418921,0.0357862,0.0100634,0.0406639,0.0129357,0.0155465,0.0254568,0,0,0.0297987,0,0.0472849,0.0157492,0.0348859,0.015431,0.0106447,0.0160753,0.0199211,0.0341084,0.00772521,0.0137619,0.00633173,0.00852289,0.0113928,0.0331617,0.00946255,0.0111928,0.00642454,0.0229153,0.00565496,0.00225014,0.021237,0.0185188,0,0,0,0,0,0,0,0
202,0.0265656,0,0,0,0,0.0254372,0,0,0,0,0,0,0.0233173,0.0578795,0.00668433,0.0152189,0,0,0.0696907,0,0.0416215,0.0434254,0.0419708,0.00555322,0.00753876,0.012337,0.02077,0.0420652,0.01353,0.0206745,0.0101078,0.0131786,0.0202099,0.00750059,0.0215156,0.0355188,0.0495171,0.0422179,0.0356788,0.00985931,0.0405518,0.0126884,0.0153938,0.0260721,0,0,0.0295577,0,0.0472212,0.0157064,0.0348404,0.0148966,0.0105663,0.0161661,0.0195786,0.0343665,0.00763887,0.0137174,0.00619415,0.00840628,0.0112367,0.0327877,0.00926499,0.011159,0.0064049,0.0230083,0.00618548,0.00289131,0.0215729,0.0188668,0,0,0,0,0,0,0,0
203,0.0263356,0,0,0,0,0.0260839,0,0,0,0,0,0,0.0232972,0.0581231,0.00693529,0.0151122,0,0,0.069999,0,0.0414326,0.0433549,0.041769,0.00528077,0.00760031,0.0122875,0.0204372,0.0417977,0.0133998,0.0203067,0.00980367,0.0130968,0.0202346,0.00759326,0.0215726,0.0353718,0.049754,0.0425966,0.0355893,0.00928012,0.040428,0.0120899,0.015252,0.0261894,0,0,0.0291628,0,0.0472211,0.0155332,0.0347234,0.0140025,0.0104567,0.0160322,0.0193267,0.0346723,0.00765033,0.0135255,0.00585454,0.00831964,0.0109112,0.0324393,0.0090322,0.0109265,0.00604107,0.0230671,0.00668981,0.00345494,0.0223305,0.0185611,0,0,0,0,0,0,0,0
204,0.0261912,0,0,0,0,0.0268156,0,0,0,0,0,0,0.0232445,0.0583489,0.00723761,0.0149922,0,0,0.0701712,0,0.0413103,0.0432613,0.04155,0.00519553,0.00761074,0.0119991,0.0201182,0.0416423,0.0133481,0.0199977,0.00954692,0.0130604,0.0202737,0.00769709,0.0216005,0.0352561,0.0498276,0.0429405,0.0355901,0.0089969,0.0403367,0.0116668,0.0151236,0.0263201,0,0,0.0289463,0,0.0472127,0.0154011,0.0345619,0.0132959,0.0103421,0.0159926,0.0190868,0.0350885,0.00779394,0.0132927,0.00564336,0.00821771,0.0107965,0.0318898,0.0088426,0.0109016,0.00597886,0.0231945,0.00695259,0.00385843,0.0231218,0.0183983,0,0,0,0,0,0,0,0
205,0.026183,0,0,0,0,0.0276012,0,0,0,0,0,0,0.0231017,0.0585207,0.00752552,0.0147775,0,0,0.070413,0,0.041135,0.0432182,0.0413469,0.00511495,0.00755468,0.0117027,0.0197994,0.0416087,0.0132443,0.0196876,0.0093003,0.0130115,0.0202389,0.00779004,0.0216016,0.0350249,0.0498651,0.0432292,0.0354713,0.00878903,0.0402891,0.0112645,0.0149813,0.0267663,0,0,0.0287541,0,0.047272,0.0152146,0.0343097,0.0126043,0.010228,0.0158829,0.0187949,0.035609,0.00790975,0.0130781,0.00539194,0.00807645,0.0107505,0.0312499,0.0087011,0.0110263,0.00602861,0.0233759,0.00692663,0.00424071,0.0238595,0.0182437,0,0,0,0,0,0,0,0
206,0.0268429,0,0,0,0,0.0281713,0,0,0,0,0,0,0.0229468,0.0587006,0.00787075,0.014648,0,0,0.0709102,0,0.0409566,0.0435001,0.0411425,0.00483072,0.00747573,0.011414,0.0194705,0.0422101,0.0131385,0.0194071,0.00906811,0.0129272,0.0201899,0.00787069,0.0216204,0.0347317,0.0502471,0.0434593,0.0354814,0.00873712,0.040252,0.011108,0.0148501,0.0275899,0,0,0.0287301,0,0.047343,0.0151339,0.0341384,0.0122374,0.0101233,0.0156742,0.0185282,0.0360612,0.00799815,0.0128869,0.00521697,0.00796606,0.0108607,0.0304248,0.00876383,0.0115059,0.00648206,0.0235877,0.00674532,0.00471349,0.0242705,0.0187518,0,0,0,0,0,0,0,0
207,0.026882,0,0,0,0,0.0287406,0,0,0,0,0,0,0.0228022,0.058892,0.00824824,0.0147494,0,0,0.0711893,0,0.0408006,0.0435029,0.0409625,0.00459058,0.00741069,0.0111768,0.0191402,0.0422044,0.0129925,0.0190448,0.00877644,0.0127992,0.0201127,0.00793013,0.0216705,0.0343851,0.0502926,0.0437244,0.0353551,0.00851714,0.0402124,0.0111382,0.01477,0.0278621,0,0,0.0285636,0,0.0473893,0.014908,0.0341477,0.0121804,0.0100115,0.0152518,0.0182476,0.0362971,0.00821002,0.0127114,0.00481393,0.0078384,0.0110804,0.0295589,0.00899819,0.012261,0.00685984,0.0236497,0.0065349,0.00502935,0.0248252,0.0186655,0,0,0,0,0,0,0,0
208,0.0269079,0,0,0,0,0.0293792,0,0,0,0,0,0,0.0228414,0.0591717,0.00857968,0.0147928,0,0,0.0713909,0,0.0406411,0.0434444,0.0408237,0.00532746,0.00733274,0.0109403,0.0188073,0.0421417,0.0127607,0.0186577,0.00847258,0.012716,0.0200142,0.00797157,0.0217416,0.0341062,0.0500932,0.0440201,0.0352017,0.00861446,0.0401416,0.011757,0.0147791,0.028157,0,0,0.0284173,0,0.0474048,0.0146536,0.0341964,0.0130529,0.00996824,0.0146965,0.0178699,0.0365878,0.00836479,0.0123414,0.00470251,0.0075998,0.0115337,0.0284516,0.00958247,0.0133439,0.00732569,0.0237113,0.00634308,0.0052261,0.025465,0.0185302,0,0,0,0,0,0,0,0
209,0.027042,0,0,0,0,0.0300518,0,0,0,0,0,0,0.0228513,0.0594324,0.00886139,0.0147883,0,0,0.0714034,0,0.0405173,0.0434087,0.0406391,0.00598572,0.00726613,0.0106231,0.0184953,0.0421513,0.0125035,0.0182169,0.00822737,0.0126294,0.019918,0.00799669,0.0217985,0.0339346,0.0498723,0.0443146,0.0350834,0.00883501,0.040045,0.0126109,0.0147628,0.028531,0,0,0.0282364,0,0.0473721,0.014383,0.034192,0.0148324,0.00995964,0.0137964,0.0174838,0.0369271,0.00830364,0.0120731,0.00486963,0.00720909,0.0120381,0.0273887,0.0103151,0.0145164,0.0076761,0.0237229,0.00630127,0.00546498,0.0261364,0.0184801,0,0,0,0,0,0,0,0
210,0.0278278,0,0,0,0,0.0307482,0,0,0,0,0,0,0.02283,0.059663,0.00904917,0.0148935,0,0,0.071402,0,0.0404317,0.0436597,0.0404949,0.00633835,0.00719046,0.0104287,0.0182959,0.0428136,0.012304,0.0178666,0.00803463,0.0125231,0.0198579,0.00804451,0.0218453,0.0337848,0.0500749,0.0445331,0.0351781,0.00925913,0.039934,0.0137107,0.0147181,0.0293725,0,0,0.0281329,0,0.0472931,0.0142065,0.034139,0.0171179,0.0099649,0.0126884,0.017156,0.0373722,0.00793816,0.0120448,0.00529992,0.00663561,0.0125423,0.026405,0.0110682,0.0157097,0.00816955,0.0237561,0.00636627,0.00582299,0.0267983,0.0190924,0,0,0,0,0,0,0,0
211,0.027952,0,0,0,0,0.0313411,0,0,0,0,0,0,0.0227552,0.0598894,0.00925769,0.0148368,0,0,0.0713019,0,0.0403053,0.0435992,0.0404433,0.00656112,0.00713984,0.0102521,0.0180624,0.0427831,0.0120965,0.0176986,0.00783014,0.0123518,0.0198157,0.0080976,0.021942,0.0335902,0.0503999,0.0447377,0.0351369,0.00957701,0.0398526,0.0151768,0.0147745,0.0297103,0,0,0.0278805,0,0.0472393,0.013977,0.0339753,0.020091,0.00992176,0.0113662,0.0167367,0.0376265,0.00758313,0.0120733,0.00568467,0.00624532,0.0133554,0.0253078,0.012178,0.0172842,0.00905235,0.0236513,0.00651718,0.00616059,0.027535,0.0191243,0,0,0,0,0,0,0,0
212,0.0280547,0,0,0,0,0.0319527,0,0,0,0,0,0,0.0227273,0.0600617,0.00945778,0.0147724,0,0,0.0713064,0,0.0401941,0.0434959,0.040475,0.00676843,0.00712028,0.0100242,0.0178751,0.0426612,0.0118942,0.0175633,0.00759752,0.0121281,0.0197901,0.00812632,0.022017,0.0335478,0.0504925,0.0448781,0.0350994,0.00992719,0.0398021,0.0168798,0.0148215,0.0301597,0,0,0.0276851,0,0.0472101,0.0138905,0.0337568,0.0236674,0.00991378,0.0102221,0.0163331,0.0379192,0.00738029,0.012262,0.00644046,0.00597662,0.0144889,0.0241988,0.013486,0.0191284,0.0105069,0.0235822,0.00666312,0.00645058,0.0283253,0.0191872,0,0,0,0,0,0,0,0
213,0.0282473,0,0,0,0,0.0326025,0,0,0,0,0,0,0.0228445,0.0601391,0.00965867,0.0148298,0,0,0.0712754,0,0.0401236,0.0434662,0.0405677,0.00697776,0.00712629,0.00975666,0.0177589,0.0425479,0.0116306,0.0171462,0.00727843,0.0119552,0.0198582,0.00814367,0.0220484,0.0337015,0.0503885,0.0449556,0.0351469,0.0106162,0.0397591,0.0187388,0.0147319,0.0307171,0,0,0.0275376,0,0.0472013,0.0139095,0.0336084,0.0275099,0.00991892,0.0092821,0.0159543,0.0383074,0.00746154,0.0126639,0.00754149,0.00596667,0.0158023,0.0230637,0.0147607,0.021087,0.011902,0.0235727,0.00681545,0.00675007,0.0291704,0.0193496,0,0,0,0,0,0,0,0
214,0.0289078,0,0,0,0,0.0333724,0,0,0,0,0,0,0.0230254,0.0603133,0.00980398,0.0149747,0,0,0.0714164,0,0.0399993,0.0436482,0.0406766,0.00713518,0.00712078,0.00952371,0.0178745,0.0428419,0.0114146,0.0167904,0.00698321,0.0119121,0.0197265,0.00816387,0.0220098,0.0339532,0.0504482,0.0450543,0.0352252,0.0118622,0.0397032,0.0206907,0.0145524,0.0315054,0,0,0.0275334,0,0.0471604,0.0139474,0.0334263,0.0313054,0.00985048,0.00848682,0.0157557,0.0388568,0.00766921,0.0133002,0.00867709,0.00616749,0.0170784,0.0219482,0.0159492,0.0230512,0.0131539,0.0236557,0.00691895,0.00701071,0.0300573,0.0199398,0,0,0,0,0,0,0,0
215,0.0293537,0,0,0,0,0.0341229,0,0,0,0,0,0,0.0233717,0.0604744,0.00988852,0.0151045,0,0,0.0715285,0,0.0399069,0.0437399,0.0407876,0.00721744,0.00712491,0.00931538,0.0180686,0.0429493,0.0111697,0.0162691,0.00666383,0.0118052,0.0194213,0.00830111,0.0219647,0.0342641,0.0504533,0.0451942,0.0352223,0.0132214,0.0395683,0.0226694,0.0143453,0.0321547,0,0,0.0274046,0,0.0470433,0.0138066,0.033166,0.0350659,0.0098525,0.00773639,0.015596,0.0393296,0.00797134,0.0140226,0.00984895,0.00650843,0.0183075,0.020846,0.0171354,0.0249175,0.0143268,0.023687,0.0069022,0.0072369,0.0309785,0.0203019,0,0,0,0,0,0,0,0
216,0.0298061,0,0,0,0,0.0350142,0,0,0,0,0,0,0.0237643,0.0605634,0.00987447,0.0152234,0,0,0.0716369,0,0.0398367,0.0438093,0.0408379,0.00720158,0.00707107,0.00923332,0.0182647,0.0431365,0.0109337,0.0158441,0.00631032,0.0116275,0.0191026,0.00847384,0.0219701,0.0345713,0.0504736,0.0453221,0.0352678,0.0142277,0.0394794,0.024647,0.0142624,0.0328584,0,0,0.0272809,0,0.0469988,0.0136693,0.0330278,0.0387505,0.00995094,0.0071215,0.0154216,0.039843,0.00817889,0.0147543,0.0110241,0.00667522,0.0193998,0.0197965,0.0182609,0.0265134,0.0156727,0.0237264,0.00683233,0.00747955,0.0320366,0.0206221,0,0,0,0,0,0,0,0
217,0.0303359,0,0,0,0,0.0359253,0,0,0,0,0,0,0.0241783,0.0606135,0.00982827,0.0153716,0,0,0.0718085,0,0.0397383,0.0438905,0.0410273,0.00713751,0.00698713,0.00908075,0.0184141,0.0433495,0.0106852,0.0154157,0.00595199,0.0114679,0.0188061,0.00844264,0.0219843,0.0348666,0.0507271,0.0454072,0.0353392,0.0150996,0.0394234,0.0264717,0.014447,0.0335821,0,0,0.0271899,0,0.0469781,0.0135773,0.0330772,0.042038,0.0101171,0.00658352,0.0151858,0.0402898,0.00822428,0.0154574,0.0121197,0.00644376,0.0201329,0.0188457,0.01918,0.027633,0.0170721,0.0237245,0.00691753,0.00773714,0.0331249,0.020929,0,0,0,0,0,0,0,0
218,0.0309301,0,0,0,0,0.0368831,0,0,0,0,0,0,0.0244576,0.060682,0.00977431,0.0154773,0,0,0.0720176,0,0.0396476,0.0439642,0.0412545,0.0070083,0.00692842,0.00880084,0.0185158,0.0435987,0.0103568,0.0146659,0.00558554,0.011314,0.0184615,0.00843877,0.021947,0.0353049,0.0508868,0.0454696,0.0353858,0.0160026,0.0393598,0.0281488,0.0146551,0.034311,0,0,0.0270141,0,0.046946,0.0135048,0.0332749,0.04483,0.0103268,0.0060937,0.0149032,0.0406294,0.00814619,0.0160695,0.0132658,0.00604787,0.0205759,0.0179535,0.0199957,0.0283961,0.0182364,0.023513,0.00700688,0.00798165,0.0342933,0.0213014,0,0,0,0,0,0,0,0
