Timestep,C7,CBL,CBR,CFL,CFR,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RFHD,RFIN,RGTR,RHEE,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RWRA,RWRB,STRN,T10,x71,x72,x73,RKNE,RTHI,RUPA,,RTIBI,RFRM,REAR,CLAV,LTHIA,RTHIA,RTHII,LASI,RASI
433,0.0278012,0,0,0,0,0,0,0,0,0,0,0.0310886,0.0207467,0.0307286,0,0,0.043885,0,0.033298,0.0291803,0.0446996,0.0309457,0.011632,0.00804292,0.00914221,0.0432484,0.0122712,0.0124843,0.00870677,0.0136413,0.0136677,0.0190152,0.0344423,0.0444152,0.0133361,0.00642718,0.00972005,0.0397759,0.0170368,0.036015,0,0,0.0217787,0.0370622,0.0190547,0.0189004,0.00919368,0,0.0100333,0.012773,0.0342781,0.0143996,0.0174168,0.0509714,0.0277681,0.00975446,0.0265972,0,0,0,0.0140644,0.00683554,0.0692843,0,0.0123775,0.0717367,0,0.0111161,0.0109646,0.0129506,0.00590443,0.0058733,0.0177698
434,0.0280401,0,0,0,0,0,0,0,0,0,0,0.0311546,0.0206337,0.0307825,0,0,0.0435752,0,0.0331424,0.0290696,0.04446,0.0308306,0.0116133,0.00812627,0.00932169,0.0426172,0.0123591,0.0125467,0.00873944,0.0136341,0.0136541,0.0190714,0.0344532,0.0441586,0.0132769,0.00635532,0.00982537,0.0396919,0.0171237,0.0362902,0,0,0.0216184,0.0359491,0.0191455,0.0188728,0.00934436,0,0.00983897,0.012744,0.0345108,0.0143742,0.0174993,0.0509516,0.027653,0.00977577,0.0267602,0,0,0,0.0138967,0.00661524,0.0694546,0,0.0123889,0.0713167,0,0.0111112,0.011016,0.0131339,0.0058098,0.00570426,0.0176104
435,0.0282228,0,0,0,0,0,0,0,0,0,0,0.0312535,0.0206652,0.0308931,0,0,0.0430614,0,0.0331758,0.0288963,0.0443103,0.030849,0.011548,0.00819431,0.00949957,0.0417743,0.0124605,0.0126203,0.00876048,0.0136595,0.0136729,0.0191324,0.0345062,0.0437008,0.0132239,0.00635442,0.00989176,0.0395877,0.0170615,0.0365233,0,0,0.0215109,0.0352242,0.0189851,0.0188606,0.00951228,0,0.00956965,0.0126073,0.0345331,0.0142005,0.0174769,0.0504667,0.0276945,0.0097564,0.0268655,0,0,0,0.0136619,0.00634015,0.0694514,0,0.012318,0.0707725,0,0.0111514,0.010973,0.0132326,0.00534897,0.00551351,0.0175788
436,0.0283153,0,0,0,0,0,0,0,0,0,0,0.0313372,0.0205645,0.0309687,0,0,0.0424321,0,0.0332277,0.0287231,0.0441969,0.0309531,0.0114529,0.00824928,0.00964346,0.0407521,0.012465,0.0127012,0.00880148,0.013688,0.0136701,0.0191866,0.0345584,0.0431481,0.0132593,0.00643405,0.00997615,0.0394985,0.0168789,0.0367489,0,0,0.0214918,0.0349976,0.0186885,0.018775,0.00964693,0,0.00928352,0.0123733,0.0345285,0.0138942,0.0173685,0.0495349,0.0277325,0.00969918,0.0268683,0,0,0,0.0134397,0.00608304,0.0694557,0,0.012186,0.0701435,0,0.011161,0.0109898,0.013275,0.00517792,0.00536596,0.017686
437,0.0283157,0,0,0,0,0,0,0,0,0,0,0.0314337,0.0203103,0.0310131,0,0,0.0417455,0,0.0333363,0.0285363,0.044125,0.0310174,0.0113332,0.00832889,0.00973476,0.0393904,0.0125515,0.0127899,0.00885518,0.0137368,0.0136576,0.0192241,0.0346291,0.0422542,0.0133715,0.00661303,0.0100597,0.0393771,0.0166319,0.0369797,0,0,0.0214916,0.03504,0.0183421,0.0185607,0.00972555,0,0.00902735,0.0120874,0.0346246,0.013524,0.0173261,0.0483624,0.0278346,0.00961596,0.0268008,0,0,0,0.0132187,0.00589162,0.069386,0,0.0119594,0.0694079,0,0.0111526,0.0110762,0.0134151,0.0051973,0.00531992,0.0178606
438,0.028302,0,0,0,0,0,0,0,0,0,0,0.0314969,0.0200489,0.0310257,0,0,0.0409753,0,0.0333788,0.0282693,0.0441022,0.0309755,0.01124,0.00837219,0.00970232,0.0376694,0.0126695,0.012871,0.00888658,0.0137756,0.0136442,0.0192283,0.0346945,0.0412614,0.0134118,0.00687055,0.0101713,0.0392083,0.0164321,0.0370857,0,0,0.0214773,0.0351924,0.0180419,0.0184557,0.00968821,0,0.00889515,0.0118602,0.0346803,0.0132263,0.0172564,0.0470468,0.0281099,0.009486,0.0267443,0,0,0,0.0130881,0.00578412,0.069224,0,0.0118149,0.0685244,0,0.0111483,0.0111389,0.0134049,0.00541449,0.00535218,0.0180504
439,0.0283201,0,0,0,0,0,0,0,0,0,0,0.0315451,0.0198035,0.0310391,0,0,0.0401612,0,0.03339,0.0279231,0.0441575,0.0309242,0.0111718,0.00837336,0.00959552,0.036309,0.0126486,0.0129188,0.00888076,0.0138026,0.0136548,0.0192177,0.0347387,0.0401873,0.0134892,0.00707164,0.0103046,0.0390712,0.0163713,0.0371303,0,0,0.0215099,0.0354248,0.0180089,0.0182187,0.00953847,0,0.00891335,0.0117718,0.0345677,0.013154,0.0174538,0.0456209,0.0285183,0.00925606,0.0267087,0,0,0,0.0130592,0.00577201,0.0688714,0,0.0117226,0.0676463,0,0.0110708,0.0111941,0.013384,0.00548467,0.0054952,0.0183203
440,0.0283663,0,0,0,0,0,0,0,0,0,0,0.0316285,0.0196192,0.0310901,0,0,0.0394482,0,0.0333692,0.0274879,0.0442139,0.0309541,0.0111445,0.00837944,0.00946431,0.035022,0.0126427,0.0129693,0.00890081,0.0139064,0.0137151,0.0192273,0.0348305,0.0390876,0.0135842,0.00718761,0.0104278,0.0389061,0.0163723,0.0371414,0,0,0.0215499,0.0358106,0.0180738,0.0181093,0.00935202,0,0.00899227,0.0117531,0.034425,0.0131835,0.0177252,0.0441353,0.0290151,0.00904852,0.0267304,0,0,0,0.0130801,0.00583649,0.068444,0,0.0116763,0.066681,0,0.0110291,0.0112419,0.0133085,0.00542136,0.00563095,0.0183039
441,0.028452,0,0,0,0,0,0,0,0,0,0,0.0317308,0.0195728,0.0311179,0,0,0.038948,0,0.0333077,0.0270801,0.0442527,0.0309976,0.0111077,0.00840326,0.00931748,0.0335908,0.0126226,0.0130153,0.00893073,0.0139877,0.0137388,0.019246,0.0349046,0.0380661,0.0135729,0.00723991,0.0103771,0.038719,0.0164887,0.0371426,0,0,0.0216289,0.0362136,0.0182685,0.0180003,0.00920674,0,0.0091376,0.011864,0.0343874,0.0133657,0.0177208,0.0427961,0.029546,0.0088821,0.0267935,0,0,0,0.0132584,0.00594151,0.0679976,0,0.0117477,0.0657171,0,0.0110471,0.0112873,0.0133287,0.00548244,0.0056845,0.0183269
442,0.028114,0,0,0,0,0,0,0,0,0,0,0.03236,0.0197343,0.0314705,0,0,0.0377005,0,0.0331303,0.0261478,0.043702,0.0311966,0.010844,0.00885408,0.00891135,0.0314207,0.0130118,0.0134812,0.009363,0.0144521,0.0139149,0.0195419,0.0355179,0.0363375,0.0137819,0.00692333,0.0101579,0.0364275,0.016458,0.036356,0,0,0.0219725,0.0368693,0.0182159,0.0182721,0.00840566,0,0.00910182,0.0118528,0.0342239,0.0133709,0.0173422,0.032484,0.0342043,0.00811309,0.0261908,0,0,0,0.013419,0.00597363,0.0745549,0,0.0117591,0.0567865,0,0.0104061,0.0117703,0.0133511,0.00556491,0.00565408,0.0184697
443,0.028117,0,0,0,0,0,0,0,0,0,0,0.032412,0.0197268,0.031512,0,0,0.0373241,0,0.0329603,0.025777,0.04368,0.0311557,0.0108394,0.00893766,0.00884985,0.0306851,0.0130426,0.0135147,0.00942338,0.0144854,0.0139884,0.0195447,0.0355992,0.035575,0.0137949,0.00669782,0.0101353,0.0369683,0.0166443,0.0362339,0,0,0.0210331,0.0373792,0.0184308,0.018515,0.00824178,0,0.00919692,0.0119827,0.0340897,0.0135218,0.0172994,0.0293834,0.036456,0.00792027,0.0262685,0,0,0,0.0135518,0.00605654,0.0745763,0,0.0118765,0.0573604,0,0.0103209,0.01184,0.0132653,0.0055962,0.0057511,0.018441
444,0.0281888,0,0,0,0,0,0,0,0,0,0,0.0324821,0.0197342,0.0315624,0,0,0.0369342,0,0.0327962,0.025366,0.0436803,0.0312794,0.0108293,0.00895023,0.00882056,0.0302823,0.013038,0.013516,0.00941697,0.0145397,0.0140145,0.0195525,0.035666,0.035026,0.0137934,0.00640713,0.0101037,0.0368958,0.0169012,0.0361848,0,0,0.0209843,0.0378362,0.0187292,0.0186344,0.0081141,0,0.00935546,0.0121753,0.0338591,0.0137566,0.0172451,0.0279861,0.037024,0.00783777,0.0264344,0,0,0,0.0137564,0.00619295,0.0741421,0,0.0120727,0.0572974,0,0.010315,0.011839,0.0132174,0.00569933,0.00585268,0.0184026
445,0.0282496,0,0,0,0,0,0,0,0,0,0,0.0325526,0.0197486,0.0315399,0,0,0.0365587,0,0.0326807,0.0249245,0.0437119,0.0315505,0.0108599,0.00893152,0.00881413,0.0297632,0.0130115,0.0135072,0.00942045,0.0146147,0.0139844,0.0195769,0.0357051,0.0346338,0.0137956,0.00615878,0.0101157,0.0368413,0.0170189,0.0361211,0,0,0.0209481,0.0381361,0.018836,0.0186923,0.00804394,0,0.00951817,0.0122764,0.033827,0.013882,0.0172008,0.0267727,0.0374336,0.00780693,0.0266043,0,0,0,0.0138956,0.00636686,0.0737406,0,0.0121649,0.0571908,0,0.0103324,0.0118325,0.0132261,0.00575201,0.0059501,0.0183761
446,0.0274123,0,0,0,0,0,0,0,0,0,0,0.0307286,0.0193509,0.0305012,0,0,0.0374256,0,0.0330394,0.0248946,0.0396294,0.0312475,0.0131379,0.00956141,0.0122854,0.0283096,0.0136734,0.0139944,0.00937134,0.0138078,0.0134744,0.0197622,0.0334479,0.0347639,0.0134981,0.00642022,0.00889816,0.037257,0.0200779,0.0347136,0,0,0.020475,0,0.0242365,0.018654,0.0118423,0,0.00873798,0.0138706,0.0348611,0.0169443,0.0184539,0.0252379,0.0380011,0.00885836,0.0252479,0,0,0,0.013254,0.00745735,0.0733542,0,0.0133982,0.0569719,0,0.0100276,0.0119105,0.0102974,0.00292742,0.00615697,0.0149183
447,0.0283465,0,0,0,0,0,0,0,0,0,0,0.0324999,0.0198465,0.0315001,0,0,0.0363204,0,0.0323899,0.0241682,0.0437486,0.0312667,0.0111186,0.0088162,0.0088009,0.0283239,0.0130095,0.013426,0.0094186,0.0145928,0.014021,0.019652,0.0356707,0.0342494,0.0136938,0.00573978,0.00974652,0.036852,0.0168866,0.0360091,0,0,0.020611,0.038281,0.0185746,0.0195136,0.00798444,0,0.009641,0.0124271,0.0341459,0.0139983,0.0167487,0.0238853,0.0382557,0.00794897,0.0269862,0,0,0,0.0140329,0.00648056,0.072826,0,0.0122665,0.0568001,0,0.010354,0.0118289,0.0131483,0.00577778,0.0060487,0.018072
448,0.0282924,0,0,0,0,0,0,0,0,0,0,0.0326805,0.0200643,0.0315875,0,0,0.0360741,0,0.0321926,0.0237818,0.0437848,0.0311566,0.0112619,0.00892146,0.00879865,0.028196,0.0130328,0.0135142,0.00944753,0.0146107,0.0140433,0.0196364,0.0358168,0.0341251,0.0136029,0.00560179,0.00982039,0.0369194,0.0167593,0.0357746,0,0,0.0205434,0.0381501,0.0183286,0.0197613,0.00799502,0,0.0096028,0.0122763,0.0339711,0.0137431,0.0166501,0.0234148,0.0385268,0.00804493,0.0270872,0,0,0,0.013915,0.00650988,0.0725439,0,0.0121763,0.0567304,0,0.0103474,0.0118659,0.0130937,0.0057495,0.00603661,0.0179555
449,0.0282568,0,0,0,0,0,0,0,0,0,0,0.0327537,0.0202809,0.0316289,0,0,0.0359329,0,0.0320695,0.0234875,0.043764,0.0312214,0.011323,0.00895757,0.00882264,0.0283354,0.0130793,0.013568,0.00950789,0.0146221,0.0140083,0.0196526,0.0358748,0.0340585,0.0135749,0.00546011,0.00975416,0.0370171,0.0166916,0.0355222,0,0,0.0204963,0.0379319,0.018172,0.019826,0.00808248,0,0.00956894,0.0122256,0.0339878,0.0136342,0.0165967,0.0230012,0.038774,0.00816541,0.0271526,0,0,0,0.013853,0.00652254,0.0721869,0,0.0121528,0.0566809,0,0.0102903,0.0118623,0.0130147,0.00572557,0.0060143,0.0178879
450,0.028238,0,0,0,0,0,0,0,0,0,0,0.0327493,0.0204396,0.0316484,0,0,0.035836,0,0.0319658,0.023229,0.0437188,0.031351,0.0112715,0.00896337,0.00881357,0.0283391,0.0130978,0.0135964,0.00955011,0.014618,0.0139809,0.019677,0.0358817,0.0339865,0.013575,0.00535378,0.00969178,0.0371677,0.0167244,0.0352967,0,0,0.0204465,0.037666,0.0181445,0.0198379,0.00815788,0,0.0095355,0.0122064,0.034135,0.0135818,0.0166428,0.0225418,0.0390156,0.00826913,0.0271652,0,0,0,0.0138163,0.00648935,0.0718095,0,0.0121846,0.0565779,0,0.0102065,0.0118557,0.012939,0.00568362,0.00589198,0.0178224
451,0.0282298,0,0,0,0,0,0,0,0,0,0,0.0327404,0.0205945,0.0316366,0,0,0.0357565,0,0.0318911,0.0230899,0.0437204,0.03151,0.0112754,0.00900493,0.00882157,0.0282272,0.0130579,0.0136249,0.00957037,0.0146201,0.0140115,0.0196844,0.0358609,0.0339091,0.0135841,0.00528851,0.00970395,0.0373133,0.0167082,0.0351238,0,0,0.0204298,0.0375337,0.0180913,0.0198355,0.00823146,0,0.00945302,0.0121841,0.0341026,0.0135317,0.016609,0.0220571,0.0392805,0.00835868,0.0271541,0,0,0,0.01378,0.00644226,0.0715294,0,0.0121936,0.0564991,0,0.0101427,0.0118062,0.0128895,0.00564072,0.00582115,0.0177434
452,0.0282369,0,0,0,0,0,0,0,0,0,0,0.0327605,0.0206933,0.031621,0,0,0.0357042,0,0.0318324,0.022978,0.0438001,0.0313844,0.0112872,0.00903079,0.00885985,0.0281057,0.0129854,0.0136125,0.00956635,0.0146373,0.0140556,0.0196353,0.0358641,0.033877,0.0136009,0.00524556,0.00956365,0.0373319,0.0165638,0.03497,0,0,0.0203723,0.0377002,0.0178285,0.0199207,0.00833441,0,0.00937281,0.0120995,0.0339885,0.0133977,0.0163677,0.0214959,0.0395737,0.00841284,0.0271163,0,0,0,0.0137484,0.00639031,0.0712842,0,0.0121325,0.0565221,0,0.0100629,0.0117785,0.0129729,0.00567821,0.00578828,0.0177356
453,0.0282065,0,0,0,0,0,0,0,0,0,0,0.0327186,0.020703,0.0316392,0,0,0.0356769,0,0.0317879,0.0228274,0.0437833,0.0314133,0.01123,0.00901549,0.00886397,0.028107,0.0129709,0.0135748,0.00951486,0.014604,0.0140317,0.0196122,0.0357856,0.0339066,0.0136457,0.00519006,0.00955437,0.0373597,0.0163766,0.0348174,0,0,0.0203651,0.0380392,0.0174391,0.0201489,0.00842488,0,0.00928909,0.0119191,0.0339157,0.0131402,0.0161563,0.0208943,0.0398491,0.00843336,0.0270693,0,0,0,0.0137175,0.00631526,0.071001,0,0.012021,0.0565429,0,0.00997309,0.0118065,0.0132262,0.00584096,0.00579622,0.0178453
454,0.0281281,0,0,0,0,0,0,0,0,0,0,0.032621,0.0207495,0.0316698,0,0,0.0355821,0,0.0317571,0.0227404,0.0436497,0.0315206,0.011175,0.00900417,0.00884543,0.0281797,0.0129942,0.0135473,0.00946593,0.0145312,0.0140038,0.0196352,0.0356758,0.0338937,0.0137499,0.00515114,0.00967801,0.037363,0.0165073,0.0346485,0,0,0.0203482,0.0379795,0.0175964,0.0201997,0.00844495,0,0.00945605,0.0119883,0.0340254,0.0132444,0.0162748,0.0203685,0.0401248,0.00842666,0.0270123,0,0,0,0.0138489,0.0064825,0.0707743,0,0.0120639,0.0565424,0,0.00986991,0.0118067,0.0131947,0.00584347,0.00580644,0.0178014
455,0.0280632,0,0,0,0,0,0,0,0,0,0,0.032524,0.0208051,0.0317016,0,0,0.0354176,0,0.0317098,0.0226638,0.0434992,0.0316166,0.0111783,0.00897484,0.00889524,0.0282637,0.0130083,0.0135342,0.00941361,0.014473,0.0139849,0.019668,0.0356034,0.0338786,0.0138743,0.00516868,0.00960836,0.0372833,0.0166878,0.0344631,0,0,0.0203274,0.0377245,0.0179288,0.0201284,0.0084695,0,0.00967765,0.0122014,0.0340308,0.0135563,0.0164406,0.0200275,0.0403859,0.00843866,0.0269777,0,0,0,0.0140168,0.00670421,0.0705869,0,0.0121719,0.0565866,0,0.00976644,0.0117709,0.0129951,0.00575543,0.00587511,0.0176865
456,0.0280118,0,0,0,0,0,0,0,0,0,0,0.0324457,0.0207976,0.031706,0,0,0.0353165,0,0.031675,0.0225647,0.0434156,0.0316783,0.0112104,0.0089223,0.0089739,0.0284113,0.0129721,0.0134965,0.00936847,0.0144364,0.0139547,0.0196919,0.0355583,0.0339151,0.013941,0.00524603,0.00948361,0.0372145,0.0167168,0.0342622,0,0,0.0203571,0.0374783,0.0180848,0.0200512,0.00852229,0,0.00980982,0.0123645,0.0339744,0.0137865,0.0164804,0.0197268,0.0406554,0.00844438,0.0269547,0,0,0,0.0140926,0.00683069,0.0703709,0,0.0122239,0.0566375,0,0.00966208,0.0117314,0.0127958,0.00566894,0.00593564,0.0176192
457,0.0279506,0,0,0,0,0,0,0,0,0,0,0.0324316,0.0207786,0.0316866,0,0,0.0352253,0,0.0316708,0.0224857,0.0434869,0.0316884,0.0112509,0.00888205,0.00903457,0.0286208,0.0129118,0.0134526,0.00939948,0.0144264,0.0139522,0.0196933,0.0355554,0.0339838,0.0139925,0.00533114,0.00937688,0.0371516,0.0167426,0.0341017,0,0,0.0204245,0.0373204,0.0181637,0.0200488,0.0086163,0,0.00985053,0.012426,0.0341142,0.0138695,0.0164951,0.0194882,0.0409073,0.00840379,0.0269153,0,0,0,0.0141339,0.0068727,0.0702051,0,0.0122643,0.0566801,0,0.00956642,0.0116406,0.0127299,0.00564096,0.00593301,0.0175861
458,0.0279027,0,0,0,0,0,0,0,0,0,0,0.032508,0.0208446,0.0316933,0,0,0.035145,0,0.0316422,0.0225052,0.0436923,0.0316222,0.0112801,0.00886838,0.00907899,0.0288014,0.0128272,0.0134139,0.00948791,0.0144951,0.0139542,0.0197083,0.0356057,0.0340151,0.0139938,0.00537822,0.00929536,0.0371078,0.0167664,0.0340114,0,0,0.020537,0.0372872,0.0181603,0.0201075,0.00871837,0,0.00983634,0.0124274,0.0342004,0.0138604,0.0164388,0.0193246,0.0411177,0.00834277,0.0268629,0,0,0,0.0141449,0.00685339,0.0700833,0,0.0122836,0.0567168,0,0.00949873,0.0116084,0.0127396,0.00562995,0.00588168,0.0175483
459,0.0278688,0,0,0,0,0,0,0,0,0,0,0.0326117,0.0208968,0.0316974,0,0,0.035083,0,0.0316067,0.0225871,0.0437789,0.0315741,0.0112905,0.00891182,0.0091495,0.0289203,0.0128061,0.0134347,0.00952973,0.0145477,0.0139523,0.0197385,0.0356633,0.033995,0.0139727,0.00540089,0.00927678,0.0369638,0.0167618,0.0339297,0,0,0.0206373,0.0372878,0.0180969,0.0202029,0.008818,0,0.0097664,0.0123823,0.0341939,0.0138083,0.0163836,0.0193245,0.0412389,0.0082802,0.0268377,0,0,0,0.0141244,0.00681335,0.0700206,0,0.0122956,0.0567841,0,0.00943565,0.0116189,0.0127473,0.00560424,0.00584007,0.0175128
460,0.0278729,0,0,0,0,0,0,0,0,0,0,0.0326519,0.0208658,0.0317242,0,0,0.0350774,0,0.0315431,0.0226755,0.0437816,0.0315348,0.0112837,0.00897527,0.00919302,0.0289737,0.0128366,0.0134989,0.00953318,0.0145707,0.0139772,0.0197556,0.0356847,0.0339985,0.0139728,0.00543839,0.00927285,0.036821,0.0166454,0.0338309,0,0,0.0207348,0.0372815,0.0179482,0.0202711,0.00886943,0,0.00969693,0.0122714,0.0342619,0.0136793,0.0163765,0.0193338,0.041323,0.00823494,0.0268426,0,0,0,0.01406,0.00677622,0.0699507,0,0.0121994,0.0569074,0,0.00934505,0.0116486,0.0127159,0.0055356,0.00579363,0.0174754
461,0.0278598,0,0,0,0,0,0,0,0,0,0,0.03268,0.0208651,0.0317756,0,0,0.0350687,0,0.0314824,0.0227233,0.0437837,0.0315644,0.0112707,0.0089902,0.00920456,0.0290621,0.0128794,0.0135321,0.00955615,0.0145941,0.0140103,0.0197771,0.0357269,0.0339827,0.0139533,0.00547102,0.00931244,0.0367157,0.0164079,0.0337324,0,0,0.0208739,0.037272,0.0177258,0.0203001,0.0088911,0,0.00966198,0.0121192,0.0344332,0.0134771,0.0164556,0.0192878,0.0414696,0.00822913,0.0268413,0,0,0,0.0139526,0.00676973,0.0698917,0,0.0120038,0.0570631,0,0.00928638,0.0116921,0.0126569,0.00543371,0.00581417,0.0174749
462,0.0278297,0,0,0,0,0,0,0,0,0,0,0.0326925,0.0209263,0.0318176,0,0,0.0350453,0,0.0314515,0.0227368,0.0437953,0.0315294,0.0112687,0.00899566,0.00922911,0.0291858,0.0129081,0.0135457,0.00955544,0.0146273,0.013998,0.019785,0.035755,0.0338913,0.0139415,0.0054282,0.00933442,0.0366244,0.0163938,0.0336579,0,0,0.0210011,0.0372586,0.0177752,0.0203095,0.00892075,0,0.00972071,0.0121217,0.0345759,0.013499,0.016511,0.0192683,0.0415945,0.00826667,0.0268096,0,0,0,0.0139949,0.00680559,0.0698525,0,0.0119749,0.0571952,0,0.00919655,0.0116947,0.0126366,0.00542879,0.00582133,0.0174822
463,0.0278151,0,0,0,0,0,0,0,0,0,0,0.0327373,0.0209778,0.0318146,0,0,0.0349403,0,0.031427,0.0226843,0.0438503,0.0314893,0.0112761,0.00902722,0.0092536,0.0292221,0.0129286,0.0135639,0.00960579,0.0146739,0.0139643,0.0197929,0.0358014,0.0338102,0.0139408,0.00537349,0.00927832,0.0365213,0.0165802,0.0336487,0,0,0.0210225,0.0372555,0.0180138,0.0203092,0.008951,0,0.00978403,0.0122487,0.0345435,0.013679,0.0165379,0.0191417,0.0416965,0.00834606,0.0267897,0,0,0,0.0140948,0.00685081,0.0697196,0,0.0120949,0.0572822,0,0.00909751,0.0116626,0.0126208,0.00546785,0.0058233,0.0174784
464,0.0277924,0,0,0,0,0,0,0,0,0,0,0.0328503,0.0210097,0.0318203,0,0,0.0348363,0,0.0313542,0.0226049,0.0439854,0.0314726,0.0112926,0.00909014,0.00929455,0.0292879,0.0129277,0.0136029,0.00973006,0.0147311,0.0139906,0.0198127,0.0358867,0.0338188,0.0139515,0.00532245,0.00927073,0.0364527,0.0168438,0.0336125,0,0,0.0210028,0.0372705,0.018326,0.020268,0.00900047,0,0.00981295,0.0124103,0.0343291,0.013905,0.0165652,0.0190026,0.0417724,0.00842157,0.0267897,0,0,0,0.0141947,0.00687617,0.0695847,0,0.0122639,0.0573049,0,0.00900676,0.0116779,0.0126349,0.00552372,0.00572634,0.0174447
465,0.0277656,0,0,0,0,0,0,0,0,0,0,0.0329333,0.0210584,0.0318234,0,0,0.034772,0,0.0313059,0.0225011,0.0440798,0.0314294,0.0112974,0.0091408,0.00934671,0.0293405,0.0128909,0.0136375,0.00979715,0.014782,0.0140306,0.0198072,0.0359699,0.0338182,0.0139761,0.00531632,0.00923638,0.0364279,0.0168737,0.0335121,0,0,0.0210026,0.0372597,0.0183924,0.0202757,0.00907751,0,0.00982561,0.0124354,0.0343198,0.0139481,0.0165891,0.0188738,0.0418246,0.00847314,0.026792,0,0,0,0.0141948,0.00689566,0.0694922,0,0.0122746,0.0573393,0,0.00895478,0.0117268,0.0126684,0.00554441,0.00558021,0.0174343
466,0.0277687,0,0,0,0,0,0,0,0,0,0,0.0330006,0.021173,0.031806,0,0,0.0347396,0,0.0313043,0.0224118,0.0440925,0.0313406,0.0112918,0.00917108,0.00939215,0.0293729,0.0128515,0.0136533,0.00978143,0.0148153,0.0140524,0.0197858,0.0359944,0.0337583,0.0139561,0.00530658,0.00925686,0.0364842,0.0166991,0.0334243,0,0,0.0210132,0.0372391,0.0182379,0.0203413,0.00918211,0,0.0097772,0.0123288,0.0344931,0.0138349,0.0166254,0.0188365,0.0419069,0.00849358,0.0268156,0,0,0,0.0141229,0.00687158,0.0694075,0,0.012134,0.0573984,0,0.00892751,0.0117281,0.0126988,0.00554777,0.00545236,0.0174794
467,0.0277763,0,0,0,0,0,0,0,0,0,0,0.033043,0.0212103,0.0317989,0,0,0.0346519,0,0.031264,0.0222604,0.0440682,0.0312631,0.0112819,0.00918689,0.00945796,0.0294294,0.0128663,0.0136672,0.00975054,0.0147968,0.0140395,0.0197656,0.0359984,0.0336516,0.0139414,0.00526036,0.00927969,0.0365834,0.0165995,0.0333645,0,0,0.0210389,0.0372196,0.0181652,0.0203684,0.00927622,0,0.00967522,0.0122526,0.0345318,0.0137674,0.0166755,0.0188422,0.041972,0.00851506,0.0268258,0,0,0,0.0140656,0.00680613,0.0693141,0,0.0120598,0.0574061,0,0.00888934,0.0117304,0.0127243,0.00556159,0.00533685,0.0176554
468,0.0277732,0,0,0,0,0,0,0,0,0,0,0.0330158,0.0212395,0.0317823,0,0,0.034535,0,0.0312424,0.0221578,0.0440531,0.0312373,0.0112603,0.00919493,0.00952839,0.0294655,0.0129079,0.0136667,0.00976096,0.0147789,0.0140142,0.0197511,0.0359862,0.0335966,0.0139722,0.00522144,0.00926283,0.0365455,0.0166854,0.0332792,0,0,0.0210028,0.037203,0.0183067,0.02034,0.00935812,0,0.009661,0.0123018,0.0344308,0.0138448,0.0166968,0.0188365,0.0419851,0.00853651,0.0268327,0,0,0,0.0140969,0.00676586,0.0691574,0,0.0121375,0.0573281,0,0.00884082,0.0117168,0.0127705,0.00560733,0.00518311,0.0180352
469,0.0277438,0,0,0,0,0,0,0,0,0,0,0.0329679,0.0212903,0.0317309,0,0,0.0344161,0,0.0312256,0.0221105,0.0440312,0.0311679,0.0112389,0.00919155,0.00958248,0.0294809,0.0129224,0.0136546,0.00974947,0.0147722,0.0139957,0.0197514,0.0359545,0.0335492,0.014036,0.00520971,0.0092081,0.0363454,0.016866,0.0332434,0,0,0.0209414,0.0371603,0.0185585,0.0203226,0.00942807,0,0.00968625,0.0124252,0.0343309,0.0140116,0.0166949,0.0188393,0.0419404,0.00854123,0.0268077,0,0,0,0.0141839,0.00676968,0.0689541,0,0.0122818,0.0571862,0,0.00879843,0.0117502,0.0128014,0.00564474,0.00504043,0.0181839
470,0.0277045,0,0,0,0,0,0,0,0,0,0,0.0329705,0.0213075,0.031717,0,0,0.0343481,0,0.031226,0.0221234,0.0440386,0.0311129,0.0112466,0.00918941,0.00959838,0.0295209,0.0128947,0.0136495,0.00975922,0.0148046,0.0140094,0.0197662,0.0359496,0.0335304,0.0140691,0.00517541,0.0091523,0.0362545,0.0168476,0.033335,0,0,0.0209267,0.0371254,0.0185899,0.0203451,0.00946176,0,0.00967481,0.012432,0.0344839,0.0140189,0.0166921,0.0188865,0.0418907,0.0085228,0.0267746,0,0,0,0.0141963,0.00677723,0.0688033,0,0.0122483,0.0570963,0,0.00874337,0.0118176,0.0127818,0.00562541,0.00490741,0.018172
