Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LWRA
36,0.00788953,0,0,0,0,0.0321594,0,0,0,0,0,0,0.0340601,0.0367959,0.0285585,0.0221812,0,0,0.0188553,0,0.0334188,0.019983,0.041713,0.0271208,0.00485749,0.00962542,0.0338918,0.0310021,0.0168922,0.0152656,0.0134695,0.00747361,0.0136245,0.012231,0.0174191,0.0369362,0.0171882,0.0198111,0.0146811,0.0322133,0.00965088,0.0172083,0.0299006,0,0,0.00984585,0,0.031442,0.018443,0.0368321,0.00955966,0.0129422,0.0124371,0.0326038,0.0308594,0.011936,0.0127569,0.00694152,0.0112917,0.00939386,0.0311548,0.00910781,0.0104959,0.0160126,0.0150872,0.0289662,0.0348718,0.0366455,0.00956898,0,0,0,0.040883
37,0.00785597,0,0,0,0,0.0318148,0,0,0,0,0,0,0.034185,0.0367258,0.0284338,0.0223175,0,0,0.0189652,0,0.0332656,0.0199636,0.0417486,0.027013,0.00488523,0.00954829,0.0341734,0.0305957,0.0168568,0.0149861,0.0133727,0.0074612,0.0136353,0.0122331,0.0174418,0.0368157,0.0170032,0.0197588,0.0145398,0.0321703,0.00957008,0.0174074,0.0295179,0,0,0.00978083,0,0.0315419,0.0182208,0.0368913,0.00955273,0.0129794,0.0126667,0.0329457,0.0303423,0.0119615,0.012822,0.00665675,0.0113171,0.00953646,0.0313624,0.00915423,0.0106508,0.0158046,0.0148973,0.0286578,0.0348024,0.0362997,0.0094826,0,0,0,0.0406124
38,0.00778085,0,0,0,0,0.0313607,0,0,0,0,0,0,0.0343069,0.036557,0.0283996,0.0224121,0,0,0.0189062,0,0.0332092,0.0198264,0.0417611,0.0268927,0.00489039,0.00957596,0.034337,0.0300612,0.0168495,0.0149743,0.0133223,0.00744868,0.0136833,0.0122141,0.0174822,0.0368148,0.0167755,0.0196889,0.0144139,0.0321465,0.00958845,0.0175624,0.0290412,0,0,0.00969868,0,0.0316147,0.0179978,0.0369341,0.00975965,0.0130432,0.0127949,0.0330233,0.0297494,0.0119655,0.0127723,0.00660812,0.0113102,0.00965177,0.0314787,0.00916626,0.0108508,0.0155558,0.0147072,0.0283595,0.0347537,0.0358234,0.00927518,0,0,0,0.0403697
39,0.007702,0,0,0,0,0.030875,0,0,0,0,0,0,0.0344118,0.0363332,0.0284235,0.022451,0,0,0.0187182,0,0.0331811,0.0196167,0.0417225,0.0268563,0.00487389,0.00966445,0.0344236,0.0295117,0.0168243,0.015193,0.0133458,0.00750307,0.0137402,0.0122303,0.0175467,0.0368806,0.0164592,0.0195887,0.0144027,0.0321391,0.00959392,0.0175766,0.0285405,0,0,0.00955941,0,0.0316688,0.0178032,0.0369868,0.00965194,0.0130486,0.0128433,0.0331837,0.0291282,0.011936,0.012839,0.00668189,0.0112705,0.00966701,0.0314283,0.00916842,0.0108398,0.0155208,0.0146039,0.0280485,0.0346821,0.0352738,0.0090558,0,0,0,0.0401288
40,0.00762994,0,0,0,0,0.0303466,0,0,0,0,0,0,0.0344786,0.036088,0.0283968,0.0224718,0,0,0.0184967,0,0.0331858,0.0194187,0.0416767,0.0268773,0.00486965,0.00975804,0.0344924,0.0287992,0.0167596,0.0151956,0.0133842,0.0075689,0.0137754,0.0122336,0.0175681,0.0369359,0.0161693,0.0194221,0.0143464,0.0321192,0.00954301,0.0175915,0.0280746,0,0,0.00943141,0,0.0316905,0.0176353,0.0370067,0.00951622,0.0130892,0.012927,0.0333794,0.0285211,0.0119031,0.0128669,0.00657531,0.0112791,0.00964223,0.0314433,0.00915365,0.0107836,0.0154576,0.0144333,0.0277219,0.0346013,0.0346957,0.00882301,0,0,0,0.0398866
41,0.00755972,0,0,0,0,0.0297646,0,0,0,0,0,0,0.0345071,0.0359046,0.0284279,0.0224724,0,0,0.0182911,0,0.0331736,0.0192293,0.0416375,0.0269487,0.00487126,0.00984904,0.034514,0.0280268,0.0167673,0.0150181,0.0134327,0.00763368,0.0138029,0.0122469,0.0175867,0.0370106,0.0159188,0.019252,0.0143033,0.0320888,0.00941888,0.0175955,0.0276034,0,0,0.00933952,0,0.0316927,0.0174858,0.0370202,0.00912448,0.0131001,0.0130007,0.0334264,0.0278623,0.011887,0.0128694,0.00653889,0.0112952,0.00953482,0.0312767,0.00914308,0.0106321,0.0154715,0.0142087,0.0273988,0.0344982,0.0340734,0.00857883,0,0,0,0.0396749
42,0.00748263,0,0,0,0,0.0291776,0,0,0,0,0,0,0.034389,0.0357393,0.0285602,0.0224795,0,0,0.0181571,0,0.033132,0.0190325,0.0416256,0.0270173,0.00486239,0.00995382,0.0345135,0.0272696,0.0167844,0.0149952,0.0135127,0.00766592,0.0138375,0.0122621,0.0176046,0.0370722,0.0156293,0.0190833,0.0140848,0.0320452,0.00937209,0.0176072,0.0270931,0,0,0.00925084,0,0.0316818,0.0173323,0.0370453,0.00896221,0.0131036,0.0129846,0.0333586,0.0271968,0.0119228,0.0129144,0.00652551,0.0113119,0.00950286,0.0311664,0.00911753,0.0105938,0.0152353,0.0139856,0.0271324,0.0344504,0.033442,0.00836131,0,0,0,0.0394645
43,0.00739859,0,0,0,0,0.0285842,0,0,0,0,0,0,0.034334,0.0355269,0.0286853,0.0224937,0,0,0.0180467,0,0.0330983,0.0188399,0.0416526,0.0270086,0.00485176,0.0100852,0.0345338,0.0265193,0.0168341,0.0150911,0.0136264,0.00768613,0.0138745,0.0122224,0.0176009,0.037095,0.0153603,0.0188251,0.0137883,0.0319966,0.00936091,0.0176752,0.0265587,0,0,0.00916751,0,0.0316782,0.0171848,0.0370272,0.00940294,0.0131872,0.0129644,0.0333374,0.0265155,0.0119486,0.0127388,0.00662632,0.0113368,0.009611,0.0311276,0.00908834,0.0107645,0.0149104,0.0137253,0.0268987,0.0345285,0.0327705,0.00816843,0,0,0,0.0392759
44,0.00734611,0,0,0,0,0.028028,0,0,0,0,0,0,0.0344681,0.0353458,0.0285893,0.0225152,0,0,0.0179748,0,0.0331078,0.0186611,0.0416649,0.0269718,0.00484711,0.0101927,0.0345799,0.0256706,0.0169342,0.0151959,0.0137342,0.00771573,0.0138907,0.0122047,0.0175826,0.0371135,0.0150884,0.0184622,0.0137041,0.0319347,0.00930558,0.0177217,0.0261097,0,0,0.00916138,0,0.0316998,0.0171115,0.0370277,0.00956158,0.0133029,0.0130534,0.0333319,0.0259234,0.0119612,0.0126749,0.00670119,0.0113884,0.00968228,0.0312191,0.0091236,0.010811,0.0148452,0.01351,0.026521,0.0347998,0.0320807,0.00795868,0,0,0,0.0392213
45,0.00736719,0,0,0,0,0.0274466,0,0,0,0,0,0,0.0344909,0.035207,0.0284974,0.0224879,0,0,0.0179011,0,0.0331118,0.0185254,0.0416208,0.0269506,0.00483993,0.010334,0.0346117,0.024813,0.0170487,0.0153236,0.0138542,0.00776736,0.013941,0.0122018,0.0175826,0.0370354,0.0147816,0.0179904,0.0136891,0.0318395,0.00915963,0.0176554,0.0257681,0,0,0.0092182,0,0.0317292,0.0171207,0.0370667,0.00920127,0.0133145,0.0131127,0.0333729,0.0254139,0.0119499,0.012759,0.00677101,0.0113912,0.00960395,0.0311051,0.00913062,0.010638,0.0149249,0.0133183,0.0260895,0.0352413,0.0314098,0.00780021,0,0,0,0.0393279
46,0.00743076,0,0,0,0,0.0268236,0,0,0,0,0,0,0.0344471,0.0350766,0.0285141,0.0224132,0,0,0.0177393,0,0.0331515,0.0184402,0.0415557,0.0269794,0.00483288,0.010446,0.0346237,0.0241657,0.0171224,0.015419,0.013944,0.00778559,0.0140091,0.0122204,0.017582,0.0370261,0.0143762,0.0174375,0.0136327,0.0316688,0.00910611,0.0175804,0.0254784,0,0,0.0093053,0,0.0316699,0.0172225,0.0370996,0.00888431,0.0132759,0.0131074,0.0333786,0.0248842,0.0119372,0.0129065,0.00683235,0.0113859,0.00946741,0.0310015,0.00910271,0.0104808,0.0148352,0.0130689,0.025951,0.035798,0.0307383,0.00776678,0,0,0,0.0396417
47,0.00752164,0,0,0,0,0.0261993,0,0,0,0,0,0,0.0345724,0.0348525,0.0285056,0.0223478,0,0,0.0173734,0,0.0332769,0.018314,0.0415029,0.0269657,0.00482683,0.0104902,0.0346158,0.0237713,0.0171521,0.0155589,0.0139885,0.00779396,0.0140566,0.0122518,0.0175708,0.0370491,0.0139691,0.0166066,0.0135765,0.0314851,0.00913636,0.0175208,0.0252412,0,0,0.00947602,0,0.0315908,0.0174807,0.0371243,0.00876387,0.0132655,0.0130516,0.0332935,0.0243917,0.0119231,0.0129646,0.00692562,0.0113773,0.00936212,0.0309689,0.00907535,0.010444,0.0146732,0.0128169,0.0262084,0.0365432,0.0300508,0.00782501,0,0,0,0.0401589
48,0.00769857,0,0,0,0,0.0255504,0,0,0,0,0,0,0.0346493,0.0345786,0.0284998,0.0222809,0,0,0.0166938,0,0.0335353,0.0180034,0.0414784,0.026947,0.00483999,0.0105352,0.0345903,0.0235307,0.0171465,0.0158768,0.0139851,0.00784854,0.0140952,0.0122598,0.0175686,0.0370983,0.0136365,0.0154235,0.0135215,0.0313438,0.00917668,0.017485,0.0250618,0,0,0.00978253,0,0.031561,0.0180044,0.0371483,0.00872267,0.0132834,0.0129609,0.0332789,0.023931,0.0119125,0.012979,0.00697055,0.0113496,0.00926975,0.0309262,0.00906752,0.0104069,0.0145278,0.0127005,0.0269176,0.0375479,0.0293162,0.00806898,0,0,0,0.0409137
49,0.00801196,0,0,0,0,0.0247372,0,0,0,0,0,0,0.0346566,0.0346197,0.0285288,0.0222382,0,0,0.015803,0,0.0340338,0.0176322,0.0414609,0.0269803,0.00485376,0.0106148,0.0346013,0.0233356,0.0171471,0.0160567,0.0139951,0.00792258,0.0140978,0.0122367,0.017566,0.0371753,0.0132098,0.0141033,0.0135033,0.0312126,0.00921379,0.0174353,0.0249326,0,0,0.010301,0,0.0315566,0.018842,0.0371565,0.0086699,0.0133034,0.0128095,0.033302,0.0234833,0.0118912,0.0129434,0.00705579,0.0113239,0.00914086,0.0307943,0.00902471,0.0103426,0.0144541,0.0126049,0.0280566,0.0388672,0.0284337,0.00858244,0,0,0,0.0419721
50,0.00846374,0,0,0,0,0.0238286,0,0,0,0,0,0,0.0346883,0.03479,0.028601,0.0221803,0,0,0.0147727,0,0.0347546,0.0172536,0.0414453,0.0270845,0.00485573,0.0107155,0.0345615,0.0232573,0.0171719,0.0160214,0.0140388,0.00795838,0.0140949,0.0122441,0.0175844,0.0372869,0.0130176,0.0130029,0.0135036,0.0310973,0.00924475,0.017368,0.0249675,0,0,0.0110603,0,0.0316028,0.0200964,0.0371494,0.00853832,0.0133357,0.0126229,0.0332613,0.0232216,0.0118636,0.0128343,0.00710446,0.0113121,0.00896104,0.030506,0.00892406,0.0102396,0.0144494,0.0127607,0.0296823,0.0404439,0.027526,0.00898738,0,0,0,0.0429711
51,0.00903017,0,0,0,0,0.0229797,0,0,0,0,0,0,0.0349312,0.0347624,0.0286774,0.0221235,0,0,0.0135073,0,0.0356981,0.0167792,0.0414043,0.0272135,0.0048423,0.0107881,0.0344813,0.0233621,0.0171966,0.0158711,0.0140842,0.00795121,0.0141003,0.0122744,0.0176274,0.0374066,0.012774,0.0124177,0.0134932,0.031028,0.00930505,0.0173355,0.0251338,0,0,0.0120223,0,0.0317259,0.0218632,0.0371442,0.00853232,0.0133796,0.0124986,0.033178,0.0231685,0.0118368,0.0127885,0.00705869,0.0113041,0.00878733,0.0303561,0.00886925,0.0101425,0.0144198,0.0130152,0.0318126,0.0420768,0.0267267,0.0094331,0,0,0,0.0438129
52,0.00955357,0,0,0,0,0.0222468,0,0,0,0,0,0,0.0351203,0.0344933,0.0287611,0.0220598,0,0,0.0119723,0,0.0367822,0.0162237,0.0413368,0.0272939,0.00483669,0.0108368,0.0344429,0.023347,0.0172398,0.0158789,0.0141337,0.00801445,0.0141336,0.0122841,0.0176672,0.0375208,0.012608,0.0124887,0.0134458,0.0310745,0.00942422,0.0173172,0.0251984,0,0,0.0130179,0,0.0319568,0.023959,0.0371757,0.00858983,0.0134111,0.0123989,0.0331196,0.0231738,0.0118238,0.0128276,0.00689085,0.011288,0.00870096,0.0303716,0.00883762,0.0100671,0.0142825,0.0132723,0.0343396,0.0434991,0.0260374,0.0102094,0,0,0,0.0447291
53,0.00994168,0,0,0,0,0.0215706,0,0,0,0,0,0,0.0351593,0.0339392,0.0287829,0.0220185,0,0,0.0105461,0,0.0380617,0.0156841,0.0412858,0.0273161,0.00482895,0.0108466,0.0344354,0.0231222,0.0172521,0.0159858,0.014169,0.00809798,0.0141718,0.0123199,0.017677,0.0375718,0.0124776,0.013022,0.0133733,0.0313149,0.00952105,0.0173138,0.0250851,0,0,0.0138299,0,0.03234,0.0260627,0.037227,0.00876098,0.0134759,0.0123504,0.0330846,0.023208,0.0118105,0.0129171,0.00664833,0.0112895,0.0087804,0.0305086,0.00883103,0.0101117,0.014086,0.0134656,0.0369271,0.0446548,0.0253748,0.010738,0,0,0,0.0458615
54,0.0101846,0,0,0,0,0.0209177,0,0,0,0,0,0,0.0351461,0.033283,0.0287856,0.0219826,0,0,0.0105123,0,0.0395087,0.0158363,0.0412448,0.0272986,0.00481815,0.0108585,0.034384,0.022909,0.0172444,0.0160114,0.0141789,0.00811851,0.0141704,0.0123399,0.0176814,0.0375845,0.0127964,0.0139567,0.0133852,0.0317135,0.00951451,0.0172918,0.0248255,0,0,0.0144156,0,0.032811,0.027959,0.0372631,0.00869233,0.013547,0.0123662,0.033016,0.0233483,0.0118054,0.0129655,0.006756,0.0112923,0.00876772,0.0304903,0.00884272,0.0100821,0.014088,0.0134332,0.0391835,0.0457649,0.0247351,0.0110157,0,0,0,0.0471694
55,0.0104509,0,0,0,0,0.0199925,0,0,0,0,0,0,0.0351162,0.0327693,0.0287798,0.0219699,0,0,0.01214,0,0.0409259,0.0168066,0.0412187,0.0272963,0.00478363,0.0108265,0.0342573,0.0225469,0.0172139,0.0158885,0.0141349,0.00805445,0.0141263,0.0123458,0.0176836,0.0375637,0.0136135,0.0152012,0.0133206,0.0320138,0.00954392,0.0172996,0.0244805,0,0,0.014863,0,0.0330776,0.0293976,0.0372754,0.00892244,0.013688,0.0124235,0.0328536,0.0235397,0.0118249,0.0129024,0.00682086,0.0113167,0.00880323,0.0304972,0.00883454,0.0102262,0.0140098,0.0132825,0.041037,0.0467918,0.02386,0.0112583,0,0,0,0.0485185
56,0.0107175,0,0,0,0,0.018813,0,0,0,0,0,0,0.0350417,0.0324214,0.0287828,0.0219405,0,0,0.0148106,0,0.0422681,0.0180722,0.0411794,0.0273267,0.00470309,0.0107753,0.0340667,0.0218484,0.017203,0.0156724,0.0140928,0.00801991,0.0140733,0.0123213,0.0176895,0.0374625,0.0146904,0.0165697,0.0133333,0.0321377,0.00955342,0.0172713,0.0240833,0,0,0.0151718,0,0.0331218,0.030361,0.0372912,0.00902754,0.0138055,0.0124414,0.0325586,0.0237878,0.0118503,0.0128019,0.0068259,0.01134,0.00882871,0.0304485,0.00883092,0.0103067,0.0140552,0.0131189,0.0422468,0.0476253,0.0227495,0.0114899,0,0,0,0.0498519
57,0.0109188,0,0,0,0,0.0175145,0,0,0,0,0,0,0.0349694,0.0322312,0.0287837,0.0219242,0,0,0.0177561,0,0.0436804,0.0194857,0.0411586,0.0274026,0.00462261,0.0107288,0.0338449,0.0208154,0.0172223,0.0155729,0.0140685,0.00798677,0.0139992,0.0122818,0.0177061,0.0373576,0.0156721,0.0179372,0.0134452,0.032141,0.0094904,0.017224,0.0236074,0,0,0.0153622,0,0.0330249,0.0310397,0.0373143,0.00894032,0.0139064,0.012452,0.0322468,0.0240827,0.01186,0.0126812,0.00684308,0.0113637,0.0088376,0.0303498,0.00882194,0.0103154,0.0142406,0.0129016,0.0428409,0.0483289,0.0215343,0.0116175,0,0,0,0.0514994
58,0.0104131,0,0,0,0,0.0161681,0,0,0,0,0,0,0.0341848,0.0257675,0.02878,0.0209464,0,0,0.0220001,0,0.0248736,0.0351992,0.0407764,0.0277907,0.00369777,0.0106366,0.0302647,0.0163257,0.0169509,0.0152769,0.0139161,0.00787139,0.013631,0.012181,0.017853,0.0363575,0.0161464,0.0405937,0.0135988,0.0320815,0.00968801,0.016002,0.0230858,0,0,0.0150132,0,0.0328749,0.0321741,0.0376516,0.00814813,0.0156871,0.0121594,0.0281192,0.0244605,0.01183,0.0125172,0.00702406,0.0114243,0.00798091,0.0300683,0.00861485,0.00941033,0.0142017,0.0116654,0.0434515,0.0493989,0.0204487,0.0107762,0,0,0,0
59,0.0102841,0,0,0,0,0.0149927,0,0,0,0,0,0,0.0343367,0.0254716,0.02898,0.0208397,0,0,0.0233871,0,0.0248552,0.0367997,0.0407371,0.028107,0.00358828,0.0108018,0.0298609,0.0140605,0.0169897,0.0154099,0.014032,0.00783427,0.0135708,0.0121686,0.0178573,0.0364371,0.0157893,0.0421601,0.0138285,0.0320253,0.0100098,0.0157932,0.0223027,0,0,0.0148296,0,0.0326669,0.0326642,0.0377097,0.00851747,0.0158091,0.0119303,0.0276305,0.024834,0.0118245,0.012464,0.00711003,0.0114296,0.00795007,0.0301814,0.00864695,0.00956615,0.0143938,0.0116725,0.0433296,0.0499111,0.0191407,0.0104511,0,0,0,0
60,0.0101784,0,0,0,0,0.0137171,0,0,0,0,0,0,0.0343897,0.025364,0.0290386,0.020823,0,0,0.0241428,0,0.0249062,0.0379445,0.0406931,0.0282699,0.00348465,0.0108212,0.0296543,0.0119357,0.017032,0.0154018,0.0140185,0.00778637,0.0134988,0.0121624,0.0178575,0.0364392,0.015049,0.0433318,0.0139661,0.0319549,0.0101822,0.0157227,0.0214715,0,0,0.014463,0,0.0324392,0.0329005,0.0377731,0.00870103,0.0159096,0.0118752,0.0273301,0.0253518,0.0118358,0.012502,0.00717186,0.0114486,0.00797187,0.0303905,0.00868219,0.00968303,0.0145346,0.0117685,0.0428641,0.0501861,0.017665,0.0101631,0,0,0,0
61,0.0100591,0,0,0,0,0.0123374,0,0,0,0,0,0,0.0343762,0.0254357,0.0290647,0.0207944,0,0,0.0242869,0,0.025025,0.0385109,0.0406305,0.028328,0.00339149,0.0107967,0.0294963,0.0102666,0.016998,0.0153517,0.0139768,0.0077546,0.0134357,0.01214,0.01785,0.0364071,0.0137291,0.043912,0.0141554,0.0318949,0.010255,0.0157119,0.0206195,0,0,0.0139129,0,0.0322222,0.0329379,0.0378222,0.00856597,0.015989,0.01192,0.0270689,0.0259429,0.0118384,0.0126598,0.00722983,0.0114748,0.00792803,0.030673,0.00875644,0.0096286,0.0147587,0.011892,0.042194,0.0503161,0.0160233,0.00993927,0,0,0,0
62,0.0099043,0,0,0,0,0.0109474,0,0,0,0,0,0,0.0343897,0.0255209,0.0290824,0.0207197,0,0,0.0239855,0,0.025118,0.0385017,0.0405625,0.0283704,0.00332386,0.0107926,0.0293336,0.00965562,0.0169904,0.015314,0.0139761,0.00775683,0.0134167,0.0121399,0.0178565,0.0364016,0.0121707,0.0440033,0.0142719,0.0318665,0.010201,0.0156435,0.0197014,0,0,0.0132382,0,0.0320553,0.0328459,0.0378562,0.00816831,0.0159828,0.0119497,0.0268213,0.026618,0.0118142,0.0127515,0.00726297,0.0114672,0.00776598,0.0305884,0.00875595,0.00939017,0.0149509,0.0119758,0.0414493,0.0503001,0.0142848,0.00972508,0,0,0,0
63,0.00970573,0,0,0,0,0.00962784,0,0,0,0,0,0,0.0343829,0.0255415,0.0291078,0.0206433,0,0,0.0233646,0,0.0251509,0.0380276,0.040504,0.028422,0.00325991,0.0108324,0.0291653,0.0103013,0.0170203,0.0153085,0.014021,0.00779157,0.0134261,0.0121394,0.0178653,0.0364225,0.0105968,0.0438197,0.0142394,0.0318592,0.0101766,0.0155529,0.0187824,0,0,0.0125111,0,0.031937,0.032626,0.037874,0.00787339,0.0159442,0.0119519,0.0265964,0.027427,0.0117831,0.0127844,0.00724687,0.0114433,0.00765074,0.0304057,0.00871004,0.00916502,0.0149144,0.012115,0.0407311,0.0501636,0.0125947,0.00929466,0,0,0,0
64,0.00941695,0,0,0,0,0.0083047,0,0,0,0,0,0,0.0343652,0.0255616,0.0291099,0.0206027,0,0,0.0223796,0,0.0251944,0.0372487,0.0404785,0.028393,0.00320752,0.0108573,0.0290107,0.011888,0.0170364,0.0152824,0.014047,0.007813,0.0134293,0.0121651,0.0178498,0.0364399,0.00906717,0.0434389,0.0141845,0.0317169,0.0102285,0.0155017,0.0177901,0,0,0.0117899,0,0.0316412,0.0322554,0.0378609,0.00762649,0.0159941,0.0120272,0.0263982,0.0281487,0.0117698,0.0128363,0.00723951,0.0114352,0.00763274,0.0304649,0.00873001,0.00905155,0.0148192,0.0127079,0.0399335,0.0497593,0.0109394,0.00883492,0,0,0,0
65,0.00905323,0,0,0,0,0.00703681,0,0,0,0,0,0,0.0344483,0.0255443,0.0290977,0.0205727,0,0,0.0210754,0,0.0251746,0.036054,0.0404909,0.0283809,0.00315541,0.0108694,0.0288391,0.0141391,0.0170193,0.0152457,0.0140554,0.00780605,0.0134083,0.0121651,0.0178389,0.0364498,0.0076515,0.0427304,0.0140426,0.0316048,0.0102251,0.0154368,0.0166852,0,0,0.0111886,0,0.0313854,0.0317029,0.0378776,0.0074377,0.0160456,0.0121088,0.0262028,0.0286334,0.0117167,0.012854,0.00723248,0.0113994,0.00765968,0.0304508,0.00874005,0.00900276,0.0146687,0.0134944,0.0389782,0.0492936,0.00932884,0.00837656,0,0,0,0
66,0.00864869,0,0,0,0,0.00594544,0,0,0,0,0,0,0.0345388,0.0254984,0.0291064,0.0205473,0,0,0.0194843,0,0.0251138,0.0343316,0.0405183,0.0283767,0.00311259,0.0108701,0.0286704,0.0165218,0.016982,0.0151879,0.0140555,0.00779816,0.0133798,0.0121406,0.0178385,0.0365028,0.00656514,0.0415226,0.0138964,0.0315612,0.0101992,0.0154404,0.0155569,0,0,0.0108909,0,0.0311999,0.0311464,0.0379252,0.00707053,0.0161046,0.0122489,0.0260056,0.0289054,0.0116852,0.0129196,0.00727532,0.0113924,0.00775091,0.0305041,0.0087871,0.00896778,0.0145361,0.0139677,0.0378333,0.0489682,0.00769837,0.00783901,0,0,0,0
67,0.00825094,0,0,0,0,0.00505939,0,0,0,0,0,0,0.0346697,0.02547,0.0292009,0.0205034,0,0,0.0174651,0,0.0250693,0.0320253,0.0405279,0.0284382,0.00308456,0.0108804,0.0285287,0.0187892,0.0169579,0.015099,0.0140584,0.00781001,0.0133945,0.0121263,0.0178623,0.0366446,0.00640618,0.039768,0.0135859,0.0315824,0.0100811,0.015458,0.0144042,0,0,0.0109905,0,0.0310607,0.0305539,0.0379646,0.0069724,0.0161206,0.0123487,0.0258705,0.0289338,0.0116495,0.0129334,0.0072528,0.0113711,0.00786934,0.030397,0.00874664,0.00895844,0.0141685,0.0141656,0.0366536,0.0487273,0.00630714,0.00729405,0,0,0,0
68,0.00782562,0,0,0,0,0.00440949,0,0,0,0,0,0,0.0347848,0.0254877,0.029263,0.020471,0,0,0.0149977,0,0.0250667,0.0292426,0.0405499,0.0284235,0.00307925,0.010916,0.0284306,0.0208711,0.0169622,0.0150503,0.0140728,0.00784328,0.0134428,0.0121268,0.0178665,0.0368335,0.0074644,0.0374772,0.0132605,0.0316882,0.00998693,0.0154829,0.0131783,0,0,0.0115282,0,0.0310502,0.029884,0.0379943,0.00698379,0.0161322,0.0124767,0.0258385,0.028732,0.0116021,0.0129594,0.00717034,0.0113475,0.0079979,0.0303882,0.00871799,0.00903758,0.0137907,0.0142452,0.0352088,0.0485134,0.00519064,0.00671992,0,0,0,0
69,0.00751089,0,0,0,0,0.00420258,0,0,0,0,0,0,0.0348927,0.0255426,0.0292778,0.0204784,0,0,0.0122369,0,0.0251342,0.0261884,0.0405448,0.0283837,0.00307714,0.0109197,0.0283917,0.0227519,0.0169827,0.0150304,0.0140828,0.00786542,0.0134925,0.0121352,0.01786,0.0370048,0.00956001,0.0346772,0.0130633,0.0316578,0.00986441,0.0154687,0.0119169,0,0,0.0123478,0,0.030927,0.0288845,0.038041,0.00659814,0.0160893,0.0126487,0.0258347,0.0283829,0.011565,0.0130785,0.0071354,0.0113132,0.00800033,0.0303319,0.00873396,0.00890628,0.0136745,0.0142578,0.0334843,0.0477115,0.00443831,0.00618155,0,0,0,0
70,0.00849306,0,0,0,0,0.00133556,0,0,0,0,0,0,0.0357969,0.0280356,0.029325,0.0215459,0,0,0.00895596,0,0.0389678,0.012948,0.040806,0.0280485,0.00376313,0.011046,0.0315606,0.0236042,0.0172571,0.0153894,0.0142431,0.00798562,0.0138345,0.0122352,0.0177729,0.0380668,0.0108852,0.0153994,0.012875,0.0314434,0.0094219,0.0165683,0.0110992,0,0,0.0131166,0,0.0306097,0.0272336,0.0378492,0.00662018,0.0144819,0.0131615,0.029393,0.0283626,0.0115317,0.0132734,0.00703069,0.0112504,0.00881558,0.0305357,0.00895636,0.00966545,0.0136824,0.0146387,0.0310859,0.0462001,0.00198367,0.00756045,0,0,0,0.0426782
71,0.00928325,0,0,0,0,0.00293914,0,0,0,0,0,0,0.0359499,0.0272456,0.0292026,0.0222022,0,0,0.00665293,0,0.0370771,0.0110446,0.0408198,0.0277832,0.00383625,0.0108659,0.0319885,0.0251897,0.0172375,0.0152953,0.0140967,0.0079854,0.0138798,0.0122814,0.0177735,0.0382532,0.0125374,0.0137423,0.0126722,0.0312852,0.0092032,0.0168268,0.0106963,0,0,0.0143192,0,0.0305064,0.0259383,0.0379535,0.00621945,0.0145143,0.0136157,0.0298326,0.0278767,0.0115103,0.0133933,0.00706011,0.0112977,0.00901685,0.0306043,0.00900573,0.00979436,0.0134803,0.0149243,0.0289763,0.0445907,0.000698637,0.00795351,0,0,0,0.0391865
72,0.0103948,0,0,0,0,0.00512006,0,0,0,0,0,0,0.0360175,0.0263858,0.0291718,0.0223901,0,0,0.00728153,0,0.0351356,0.0100221,0.040771,0.0276393,0.00382972,0.0107224,0.0320762,0.0269852,0.0172357,0.0151683,0.0140114,0.00803452,0.0139599,0.0123188,0.0178415,0.0384248,0.0152944,0.012166,0.012394,0.0313524,0.00900675,0.0168733,0.0106586,0,0,0.0161684,0,0.0305742,0.0247224,0.0380344,0.00576856,0.0145971,0.0139001,0.0299212,0.0264683,0.0114183,0.0134238,0.00704959,0.0112974,0.00910531,0.0305668,0.00897018,0.00982331,0.0132037,0.0149074,0.0267941,0.0428516,0.00177692,0.0085722,0,0,0,0.0350225
73,0.0117345,0,0,0,0,0.00751646,0,0,0,0,0,0,0.0361276,0.0253709,0.029254,0.022541,0,0,0.0103042,0,0.0335742,0.00990934,0.0407172,0.0276171,0.00386357,0.0107825,0.0321849,0.0288707,0.0173204,0.0153113,0.0140983,0.00812305,0.0140745,0.0123347,0.0179007,0.0387538,0.0183858,0.010516,0.0122281,0.0315691,0.00893761,0.0168816,0.0112723,0,0,0.0183235,0,0.0306944,0.0232845,0.0380711,0.00545353,0.0146286,0.0140332,0.030017,0.0247386,0.0113135,0.0134249,0.00704481,0.0112855,0.00908975,0.0303904,0.00894548,0.00975831,0.0130317,0.014841,0.0240366,0.0407194,0.00398838,0.00942808,0,0,0,0.0307967
