Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,,x81,x79
665,0.0142553,0,0,0,0,0.0191913,0,0,0,0,0,0,0.0045902,0.0218247,0.00744809,0.0147361,0,0,0.0203708,0,0.036727,0.0133015,0.0413835,0.00880276,0.0249102,0.00632698,0.0185683,0.0429016,0.00310698,0.00453159,0.00338694,0.00827835,0.00844379,0.00853341,0.030165,0.00836715,0.0267178,0.0191098,0.00689287,0.00674141,0.0311219,0.0110568,0.0156676,0.0173279,0,0,0.0177148,0,0.0322641,0.0226328,0.0385834,0.017197,0.0133211,0.00636715,0.0194491,0.00522354,0.00448568,0.0136887,0.00436711,0.00496321,0.0118299,0.03648,0.00951624,0.0122562,0.00420935,0.0108494,0,0.0617301,0.0186662,0.0137487,0,0,0,0,0,0,0,0,0
666,0.0120846,0,0,0,0,0.017478,0,0,0,0,0,0,0.00472575,0.0218642,0.00748221,0.0153239,0,0,0.017785,0,0.0364903,0.011557,0.0413234,0.00884923,0.0252074,0.00638267,0.019987,0.0425581,0.00316105,0.00443272,0.00345394,0.00833217,0.00857433,0.00858763,0.0301546,0.00890203,0.0243584,0.0171981,0.00578774,0.00674367,0.0312042,0.0111772,0.0158636,0.0156004,0,0,0.0150754,0,0.0325649,0.0210079,0.0385707,0.0174849,0.0132175,0.00653256,0.0208156,0.00420225,0.00451251,0.0137147,0.00436962,0.00504377,0.0119896,0.0364901,0.00959157,0.0125067,0.00420565,0.00992994,0,0.0618677,0.0176126,0.01497,0,0,0,0,0,0,0,0,0
667,0.011127,0,0,0,0,0.0166385,0,0,0,0,0,0,0.00497927,0.0218249,0.007472,0.0160103,0,0,0.0151694,0,0.0362628,0.00968749,0.0412673,0.00926644,0.0254872,0.00639508,0.0215651,0.0422309,0.00325325,0.0043167,0.0034056,0.00837557,0.00861153,0.00860915,0.0301458,0.00940021,0.0219535,0.0155066,0.00496192,0.00680821,0.0307186,0.0112755,0.0162305,0.0149976,0,0,0.0135159,0,0.0324376,0.0197887,0.0385803,0.01765,0.0132644,0.00669653,0.0225146,0.00429048,0.0045279,0.0137202,0.00437758,0.00506049,0.0120327,0.036493,0.00968058,0.0127098,0.00415646,0.010018,0,0.0619615,0.0172806,0.0125259,0,0,0,0,0,0,0,0,0
668,0.0110967,0,0,0,0,0.0168545,0,0,0,0,0,0,0.00538041,0.0218461,0.00737222,0.016989,0,0,0.0126696,0,0.0359634,0.00802879,0.0412077,0.010545,0.0257639,0.0064735,0.0235617,0.0422966,0.00332856,0.00418672,0.00337924,0.0083948,0.00850446,0.00856653,0.0301002,0.00999076,0.0197502,0.0138986,0.00402825,0.00682975,0.030092,0.0113678,0.0169665,0.0153663,0,0,0.0123038,0,0.0323097,0.018639,0.0385705,0.0177911,0.0132258,0.00684005,0.0246806,0.004669,0.0045072,0.0137329,0.00436819,0.00497037,0.0121136,0.0364759,0.00975858,0.0129017,0.0041607,0.0102233,0,0.0614015,0.0178955,0.0100842,0,0,0,0,0,0,0,0,0
669,0.0109406,0,0,0,0,0.0175342,0,0,0,0,0,0,0.00579858,0.0219057,0.00737704,0.0178838,0,0,0.0106531,0,0.0357286,0.00698062,0.0411617,0.0106216,0.0260081,0.0066061,0.0254932,0.0429488,0.00341985,0.00410132,0.00347313,0.00845249,0.00849736,0.00856074,0.0300941,0.0106209,0.0180687,0.0124336,0.00366259,0.00699068,0.0294034,0.0114604,0.0177338,0.0155855,0,0,0.0113663,0,0.0321841,0.0175497,0.0385111,0.0179132,0.0129405,0.00706878,0.0267291,0.00558761,0.00452295,0.0137888,0.00438073,0.00481459,0.0123287,0.0364306,0.00975565,0.0130466,0.00424123,0.00995021,0,0.0602835,0.0188509,0.0115213,0,0,0,0,0,0,0,0,0
670,0.0105603,0,0,0,0,0.0178522,0,0,0,0,0,0,0.00601337,0.0220109,0.00762162,0.0181431,0,0,0.00925657,0,0.0356679,0.00659791,0.041066,0.00950017,0.0263885,0.00663091,0.0267416,0.0435654,0.00353612,0.00413518,0.00352308,0.00863194,0.00870963,0.00873416,0.0302263,0.0111175,0.0168765,0.0110897,0.00387519,0.00689659,0.028856,0.0117126,0.0174869,0.0151181,0,0,0.0109056,0,0.0322732,0.0167989,0.0384293,0.0184439,0.0132889,0.00750883,0.0278934,0.00680146,0.00460858,0.013875,0.00441555,0.00483108,0.0127252,0.0363684,0.00976293,0.013506,0.00428485,0.00935349,0,0.0594691,0.0192666,0.0164924,0,0,0,0,0,0,0,0,0
671,0.0083629,0,0,0,0,0.0160945,0,0,0,0,0,0,0.00591482,0.0223302,0.00771825,0.0178973,0,0,0.00778784,0,0.0355452,0.00658185,0.0410358,0.00905746,0.0270757,0.00648885,0.0266177,0.0438782,0.00359077,0.00405162,0.00339826,0.00864947,0.0088139,0.00880552,0.0302634,0.0113336,0.0154982,0.0100219,0.0045792,0.00644196,0.0284689,0.0121031,0.0159165,0.011459,0,0,0.0103504,0,0.0326141,0.0167276,0.038479,0.0193757,0.0157438,0.00789477,0.0278263,0.0102158,0.00471562,0.0138379,0.0043287,0.00491526,0.0133078,0.0364825,0.00988672,0.0142967,0.00404137,0.0085293,0,0.0591727,0.0176029,0.0156253,0,0,0,0,0,0,0,0,0
672,0.00669728,0,0,0,0,0.0168352,0,0,0,0,0,0,0.00658871,0.0229926,0.0072179,0.0205787,0,0,0.006094,0,0.0352123,0.00693627,0.0416345,0.00878108,0.0235247,0.00697646,0.0308441,0.0443319,0.0035727,0.00392603,0.00399534,0.00828861,0.00832388,0.0083757,0.0297986,0.0122476,0.0137082,0.00949695,0.00572135,0.00841887,0.0285787,0.00896439,0.0260998,0.00942176,0,0,0.00859592,0,0.0326433,0.0143937,0.0384425,0.0135099,0,0.00722597,0.0327118,0.0143632,0.0055026,0.0148124,0.00565433,0.00551125,0.00909069,0.0351068,0.00742268,0.00933648,0.00823077,0.00780312,0,0.0587455,0.0186442,0.0118296,0,0,0,0,0,0,0,0,0
673,0.00791341,0,0,0,0,0.016276,0,0,0,0,0,0,0.00620937,0.0230251,0.00773504,0.0188366,0,0,0.00607222,0,0.0353609,0.00769214,0.04041,0.00917422,0.026944,0.00670196,0.0282809,0.0439777,0.00364062,0.00395855,0.00330415,0.00875354,0.00889505,0.00895139,0.0303918,0.0113844,0.0135474,0.00873109,0.00657495,0.00645796,0.0280051,0.0118539,0.0163801,0.0104751,0,0,0.00960843,0,0.0334493,0.0151558,0.0391534,0.0191054,0.0152275,0.00842501,0.0295702,0.0125686,0.00499084,0.0138486,0.00434157,0.00533528,0.0132137,0.0361359,0.00987899,0.0142394,0.00409926,0.00835723,0,0.05856,0.0177455,0.00879137,0,0,0,0,0,0,0,0,0
674,0.00767451,0,0,0,0,0.01644,0,0,0,0,0,0,0.00636259,0.0234123,0.00776049,0.0189478,0,0,0.00569084,0,0.0353963,0.00839377,0.0404068,0.00924484,0.0269541,0.00674045,0.0288085,0.0443183,0.00372738,0.00398931,0.00333018,0.00881236,0.00891111,0.00897066,0.0304087,0.0116562,0.0131953,0.00843162,0.00764647,0.00644354,0.0276669,0.011868,0.0168323,0.009375,0,0,0.00895242,0,0.0338182,0.0139184,0.0391029,0.018944,0.0146979,0.00836306,0.0300751,0.0142048,0.00495248,0.0138734,0.00433642,0.00527199,0.013171,0.0361506,0.00992474,0.0141539,0.00406173,0.00805148,0,0.0584352,0.0177882,0.0107036,0,0,0,0,0,0,0,0,0
675,0.00801642,0,0,0,0,0.0167712,0,0,0,0,0,0,0.0067642,0.0237475,0.00778428,0.018869,0,0,0.00555496,0,0.0355251,0.0090799,0.0405056,0.00934949,0.0274891,0.00682939,0.0291611,0.0446367,0.0038093,0.00404117,0.00348941,0.00887801,0.00892681,0.0089993,0.030361,0.0122652,0.0133188,0.00825649,0.00853198,0.00651102,0.0273754,0.0120658,0.0171628,0.00890642,0,0,0.0084466,0,0.034323,0.0128141,0.0388577,0.0190768,0.0147372,0.00829023,0.0304504,0.0152658,0.00482786,0.013932,0.0043338,0.00511305,0.0132467,0.0361848,0.0101004,0.0142576,0.00412031,0.00778971,0,0.0588465,0.0180045,0.0125023,0,0,0,0,0,0,0,0,0
676,0.00863005,0,0,0,0,0.0172398,0,0,0,0,0,0,0.00709583,0.0239733,0.00782512,0.0189539,0,0,0.00557123,0,0.035697,0.00976513,0.0405093,0.00941655,0.0277783,0.00686074,0.029647,0.0447752,0.00389196,0.00406375,0.00355711,0.00892668,0.00900052,0.00899242,0.0303592,0.0127555,0.0136793,0.00808198,0.0092939,0.0065633,0.0271017,0.0120899,0.0174489,0.0092761,0,0,0.00793141,0,0.0349152,0.0121201,0.0387241,0.0191268,0.0149431,0.00824691,0.0309294,0.0157015,0.0047736,0.0139668,0.00436377,0.0050511,0.0132411,0.0362047,0.0101855,0.0143418,0.00414069,0.00752231,0,0.0595599,0.0184022,0.0113951,0,0,0,0,0,0,0,0,0
677,0.00915693,0,0,0,0,0.01772,0,0,0,0,0,0,0.0072811,0.0240811,0.00788881,0.0190779,0,0,0.00577696,0,0.03587,0.0104164,0.0404105,0.00948486,0.0278078,0.00683065,0.0300899,0.044865,0.003975,0.00405483,0.00354629,0.00896024,0.00906977,0.00900411,0.0303984,0.0130393,0.0141408,0.0079584,0.00983268,0.00661155,0.0268899,0.011995,0.0176656,0.00998968,0,0,0.00750634,0,0.035534,0.011909,0.0387054,0.0190518,0.015076,0.0081703,0.0314069,0.0159582,0.00476316,0.0139667,0.00439096,0.00505969,0.0131895,0.0362359,0.0101472,0.0142776,0.00408824,0.00736775,0,0.0604823,0.0188085,0.00976751,0,0,0,0,0,0,0,0,0
678,0.00958018,0,0,0,0,0.0180488,0,0,0,0,0,0,0.00737353,0.0240769,0.00794075,0.0190626,0,0,0.0061408,0,0.0360401,0.0109862,0.0402692,0.00958921,0.027759,0.00678788,0.0302643,0.0450432,0.00404281,0.0040454,0.00357976,0.00901391,0.00914113,0.00906957,0.0304129,0.0131501,0.0147994,0.00787647,0.0101712,0.00654247,0.0267468,0.0119065,0.0177929,0.0105719,0,0,0.00727768,0,0.036048,0.0121956,0.0387497,0.0189162,0.0151232,0.00802961,0.0316721,0.0163218,0.00474693,0.0139942,0.00442566,0.00504526,0.0130989,0.0363567,0.0101162,0.0141769,0.00390963,0.00735481,0,0.0616126,0.0190798,0.0100004,0,0,0,0,0,0,0,0,0
679,0.00996138,0,0,0,0,0.0182969,0,0,0,0,0,0,0.00740985,0.0240122,0.00803467,0.0189341,0,0,0.0066449,0,0.0361971,0.011492,0.0401181,0.00968486,0.0276949,0.0067335,0.0301732,0.0451483,0.00408213,0.00405103,0.00359838,0.00906008,0.00923876,0.00915433,0.0304507,0.0131664,0.0153627,0.00772389,0.0103406,0.00627407,0.0265057,0.0119603,0.017985,0.0113912,0,0,0.00730259,0,0.0363354,0.0128139,0.0389279,0.0190326,0.0153239,0.00782357,0.0316395,0.0163564,0.00449804,0.0141977,0.00449176,0.00493319,0.0131461,0.0364491,0.0101782,0.0142972,0.00365008,0.00759415,0,0.0629621,0.019344,0.00948983,0,0,0,0,0,0,0,0,0
680,0.0102728,0,0,0,0,0.0185853,0,0,0,0,0,0,0.00744569,0.0239133,0.00815985,0.0186905,0,0,0.00732657,0,0.0363123,0.0119094,0.0399825,0.0097825,0.0275959,0.00670062,0.0298806,0.0454345,0.00411299,0.00409696,0.00358211,0.00913129,0.00935783,0.00919989,0.0305617,0.0131659,0.0161181,0.00761901,0.0103642,0.00608058,0.0261818,0.0122021,0.0182018,0.0119893,0,0,0.00748723,0,0.0363729,0.0136888,0.0392351,0.0194923,0.0156078,0.00766004,0.0313887,0.0166239,0.00405875,0.0145909,0.0045808,0.00474647,0.0133987,0.0365109,0.0103612,0.0146742,0.00350477,0.00783945,0,0.0642277,0.0196439,0.0113708,0,0,0,0,0,0,0,0,0
681,0.0106152,0,0,0,0,0.0188152,0,0,0,0,0,0,0.0074913,0.0237138,0.0082345,0.0184803,0,0,0.00807057,0,0.036368,0.0123235,0.0398731,0.00983761,0.0274803,0.00666964,0.0297194,0.0454491,0.00414173,0.00411044,0.00357077,0.00914888,0.00939194,0.00922299,0.0306928,0.0131644,0.0169166,0.00747322,0.0103016,0.00594615,0.0262021,0.0123801,0.0182463,0.0127962,0,0,0.00787125,0,0.0364614,0.0145808,0.0394869,0.0198373,0.0157285,0.00761685,0.0311164,0.0167312,0.00384472,0.0147831,0.00458395,0.00463309,0.0135554,0.036564,0.0105213,0.0149299,0.00354884,0.00827555,0,0.0653048,0.0198769,0.012103,0,0,0,0,0,0,0,0,0
682,0.0112954,0,0,0,0,0.01918,0,0,0,0,0,0,0.00750444,0.0235302,0.00829906,0.0182944,0,0,0.00892119,0,0.0363284,0.0127476,0.0397652,0.00986963,0.0273255,0.00666697,0.0296073,0.0453689,0.00417111,0.00410337,0.00359048,0.00917567,0.00941751,0.00931296,0.0307624,0.0132278,0.017625,0.00743751,0.0101162,0.00607001,0.0264586,0.0123132,0.0181213,0.0140374,0,0,0.00833431,0,0.0365469,0.0154653,0.0395199,0.0196163,0.0154325,0.00756348,0.0309515,0.0166837,0.00404858,0.0144243,0.0043878,0.0046867,0.0135146,0.036683,0.0105458,0.0147511,0.00360441,0.00882098,0,0.0661067,0.0201889,0.0130784,0,0,0,0,0,0,0,0,0
683,0.0124252,0,0,0,0,0.019666,0,0,0,0,0,0,0.00736509,0.0233453,0.00834408,0.018161,0,0,0.00983216,0,0.0362815,0.0131034,0.039671,0.00990892,0.0271843,0.00668995,0.0294229,0.0449744,0.0041615,0.00409907,0.00360545,0.00920243,0.00944754,0.00934221,0.0308034,0.0132109,0.0183693,0.00740652,0.00978535,0.00613883,0.0268935,0.0122426,0.0180311,0.0157131,0,0,0.00896317,0,0.0367759,0.0163275,0.0395474,0.0194229,0.0153485,0.00755521,0.0306991,0.016337,0.00419087,0.0141935,0.00428085,0.00475724,0.0134228,0.0367315,0.0104916,0.0145785,0.0036782,0.00965452,0,0.066671,0.0206036,0.0117217,0,0,0,0,0,0,0,0,0
684,0.0134782,0,0,0,0,0.0200837,0,0,0,0,0,0,0.0072558,0.0231923,0.0083917,0.0180075,0,0,0.0107619,0,0.0362806,0.0133407,0.0396037,0.00996622,0.0270831,0.00674806,0.0291558,0.0446231,0.00410993,0.00413616,0.0036851,0.00923606,0.00946879,0.00938828,0.0308337,0.0130993,0.0191779,0.00744603,0.00937235,0.00631173,0.0273116,0.01224,0.0178965,0.0170022,0,0,0.00953482,0,0.0369513,0.0171018,0.0394249,0.0193008,0.0153877,0.00757581,0.0304608,0.016283,0.00426401,0.0140799,0.00422966,0.00483723,0.0133967,0.0367632,0.0104788,0.0145035,0.00376203,0.0102498,0,0.0668901,0.0208882,0.0115843,0,0,0,0,0,0,0,0,0
685,0.014321,0,0,0,0,0.020427,0,0,0,0,0,0,0.00734314,0.0231271,0.00839555,0.0178811,0,0,0.0116889,0,0.0362364,0.0135167,0.0395082,0.0100208,0.0269781,0.00684098,0.0288816,0.0444164,0.00405285,0.00420592,0.00380948,0.00929185,0.00949088,0.00941056,0.0308407,0.0128532,0.0198723,0.00759026,0.00883389,0.00663555,0.027704,0.0123104,0.017658,0.0178867,0,0,0.00967889,0,0.037018,0.0175822,0.0388864,0.0192439,0.0152155,0.00761628,0.0302238,0.0164048,0.00433875,0.0138402,0.00408974,0.00487753,0.0133989,0.0368413,0.0105661,0.0144388,0.00400018,0.0105896,0,0.0668927,0.0210645,0.0129378,0,0,0,0,0,0,0,0,0
