Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,
278,0.0115831,0,0,0,0,0.013702,0,0,0,0,0,0,0.0101226,0.0415794,0.0253121,0.00828035,0,0,0.0404967,0,0.0435843,0.0189178,0.0495776,0.0430223,0.0158993,0.0180443,0.00498965,0.0219622,0.0179993,0.0280758,0.0168155,0.015143,0.0153269,0.0160729,0.0142084,0.00804569,0.0305076,0,0.0125563,0.0112072,0.0461394,0.00461991,0.019802,0.0197759,0,0,0.00675811,0,0.0483225,0.0130761,0.0371824,0.00203844,0.0176721,0.0124387,0.00738028,0.0240032,0.00751556,0.00851986,0.0114703,0.0141709,0.007351,0.0314451,0.00293436,0.00757002,0.0138565,0.0118496,0.033716,0.0144478,0.0126791,0.00922222,0,0,0,0,0,0,0
279,0.0121854,0,0,0,0,0.0143891,0,0,0,0,0,0,0.0100842,0.0414166,0.0242894,0.00831092,0,0,0.0402859,0,0.0434586,0.0187666,0.0496339,0.0413664,0.0156228,0.0177352,0.00461382,0.0220735,0.0183454,0.0274879,0.0169861,0.0152982,0.0154006,0.0158299,0.0140895,0.00771552,0.0302539,0,0.0125777,0.0104932,0.0461729,0.00458214,0.0195526,0.0204089,0,0,0.00703465,0,0.048331,0.0130024,0.0369889,0.00192271,0.0176377,0.0120522,0.00683336,0.0246616,0.00750968,0.00857164,0,0.0141752,0.00668235,0.0316959,0.00253984,0.00708999,0.012435,0.0121914,0.0336704,0.0144442,0.0133452,0.00980355,0,0,0,0,0,0,0
280,0.0129704,0,0,0,0,0.0151212,0,0,0,0,0,0,0.0101345,0.0413578,0.0230729,0.0084499,0,0,0.0400459,0,0.0434381,0.0186369,0.0497036,0.03946,0.0153081,0.0171943,0.00428802,0.0221025,0.0187372,0.0268222,0.0171446,0.0154319,0.0154598,0.0156703,0.0139539,0.0074523,0.0301223,0,0.0126969,0.0100968,0.0461297,0.00504353,0.0192833,0.021197,0,0,0.00726313,0,0.048228,0.0130186,0.0367204,0.00294095,0.0177882,0.0119135,0.00638546,0.0255134,0.00792683,0.00819676,0.0115135,0.0143854,0.00634853,0.0317826,0.00231158,0.00694594,0.0117068,0.012696,0.0335963,0.0144754,0.014022,0.0101976,0,0,0,0,0,0,0
281,0.0138392,0,0,0,0,0.01593,0,0,0,0,0,0,0.0101595,0.0414441,0.0215991,0.00866791,0,0,0.039848,0,0.0435589,0.0185681,0.0495879,0.0371831,0.0149794,0.0164616,0.00392991,0.0222513,0.0191266,0.0260079,0.0172614,0.0154564,0.0154226,0.015306,0.01384,0.00731854,0.0300368,0,0.0129333,0.00980611,0.045982,0.0059327,0.0190228,0.0220226,0,0,0.00745957,0,0.0479793,0.0130701,0.0364451,0.00458184,0.0177896,0.0118166,0.00588464,0.0264296,0.00818584,0.00768754,0.0119319,0.014526,0.00593613,0.0315511,0.00205653,0.00695336,0.0108743,0.0132592,0.0335372,0.0145364,0.0147954,0.010157,0,0,0,0,0,0,0
282,0.0146486,0,0,0,0,0.0167102,0,0,0,0,0,0,0.0106102,0.0415525,0.0199474,0.00900076,0,0,0.0397015,0,0.0436847,0.0185891,0.0493961,0.0345905,0.0146571,0.0156213,0.00356465,0.0225261,0.0196662,0.0250808,0.0173387,0.015437,0.0153468,0.0147401,0.0137744,0.00763273,0.0298815,0,0.0131821,0.0101464,0.0459271,0.00704136,0.0187713,0.0227478,0,0,0.0076112,0,0.0478573,0.0130864,0.0362773,0.00658263,0.0176979,0.0110506,0.00537915,0.0271648,0.00818494,0.00751196,0.0118024,0.014473,0.00524299,0.0310764,0.00178457,0.00671357,0.0105807,0.0136393,0.0334123,0.0145614,0.0155439,0.0105171,0,0,0,0,0,0,0
283,0.0153801,0,0,0,0,0.0173857,0,0,0,0,0,0,0.0116282,0.0415101,0.0182089,0.00933057,0,0,0.0395625,0,0.0436322,0.0187034,0.0492396,0.0320172,0.0143779,0.0145716,0.00335188,0.02283,0.0202553,0.0240931,0.0174261,0.0153895,0.0152643,0.0140946,0.013769,0.00868558,0.0296849,0,0.0133918,0.0100688,0.0459392,0.0073847,0.0184918,0.023364,0,0,0.00778693,0,0.0478282,0.0130192,0.0361504,0.00782226,0.0176181,0.0101665,0.00498743,0.0277122,0.00815805,0.00781919,0.0113411,0.0143825,0.00468082,0.0311246,0.00163907,0.00633489,0.00995245,0.013852,0.0333922,0.0144919,0.0162177,0.0115484,0,0,0,0,0,0,0
284,0.016106,0,0,0,0,0.0180506,0,0,0,0,0,0,0.0134988,0.0414235,0.016562,0.0096214,0,0,0.0394506,0,0.0435431,0.018789,0.0491103,0.0299486,0.0140903,0.0134552,0.0032821,0.0231506,0.0207394,0.02316,0.0175118,0.0152888,0.0151704,0.0136454,0.0138318,0.0103733,0.0296559,0,0.013628,0.00956859,0.0459025,0.0073512,0.0181996,0.0239284,0,0,0.0080196,0,0.0477222,0.0129679,0.0360408,0.00860848,0.0175174,0.00974766,0.00471636,0.028172,0.00808635,0.00819016,0,0.0142708,0.00434623,0.0313597,0.00148158,0.0061076,0.00874342,0.0140902,0.0334081,0.01451,0.0168318,0.0124962,0,0,0,0,0,0,0
285,0.0169132,0,0,0,0,0.018669,0,0,0,0,0,0,0.0155527,0.0413733,0.0153098,0.00990217,0,0,0.0393383,0,0.0435165,0.0188184,0.0489624,0.0284712,0.0138142,0.012366,0.00328383,0.0234175,0.0210995,0.0223398,0.0176015,0.0151717,0.0150291,0.0133373,0.0139591,0.0121754,0.0296026,0,0.0138702,0.00928548,0.045866,0.00738917,0.0179526,0.0244826,0,0,0.00822387,0,0.0476117,0.0129304,0.0358618,0.00926942,0.0175055,0.00971031,0.00454707,0.0286416,0.00809847,0.00816313,0,0.0142656,0.00433101,0.0314535,0.00143998,0.00624079,0.00781656,0.0143841,0.0333897,0.0145316,0.0173165,0.0132973,0,0,0,0,0,0,0
286,0.0179427,0,0,0,0,0.019451,0,0,0,0,0,0,0.0172419,0.0414227,0.0146786,0.010332,0,0,0.0391297,0,0.0435774,0.0187848,0.0489095,0.027622,0.0135418,0.0114518,0.00352211,0.0235825,0.021267,0.0215765,0.0175736,0.0151798,0.0149197,0.0131793,0.0140601,0.0143615,0.0293676,0,0.0139967,0.00951937,0.0458222,0.00776914,0.017817,0.0253151,0,0,0.00840321,0,0.0475397,0.0129131,0.0356104,0.0102505,0.0176008,0.00983637,0.00462155,0.0294233,0.00812936,0.00787178,0.0105086,0.0143205,0.00448323,0.0314308,0.00167032,0.00667789,0.00738112,0.0148096,0.0333866,0.014508,0.0178891,0.0130964,0,0,0,0,0,0,0
287,0.019038,0,0,0,0,0.0201475,0,0,0,0,0,0,0.0192326,0.041507,0.0141065,0.0106137,0,0,0.0390092,0,0.0436982,0.0187627,0.0488514,0.0266783,0.013277,0.0107687,0.00375405,0.0238197,0.0212129,0.0208705,0.0174014,0.0152107,0.0149175,0.0130613,0.0141957,0.0167044,0.0291654,0,0.0139423,0.00953479,0.0457742,0.00807198,0.0175593,0.026034,0,0,0.00863078,0,0.0474714,0.0128576,0.0354317,0.0109887,0.0175471,0.00954176,0.00464439,0.0299662,0.00805382,0.00804068,0.010453,0.0141788,0.00433556,0.0315005,0.00181371,0.00674995,0.00711765,0.0150986,0.0333531,0.0144583,0.0183605,0.012648,0,0,0,0,0,0,0
288,0.019917,0,0,0,0,0.0206548,0,0,0,0,0,0,0.0215468,0.0415836,0.0134675,0.0106776,0,0,0.0389429,0,0.043826,0.0187032,0.0488405,0.0254965,0.0130221,0.0102646,0.00405341,0.0240638,0.0210275,0.0202922,0.0172083,0.0152292,0.015053,0.0128947,0.0144042,0.0191586,0.0290239,0,0.0138982,0.00964038,0.0457027,0.00817012,0.0172506,0.0264556,0,0,0.00884126,0,0.0473843,0.0127693,0.0353236,0.011485,0.0174297,0.00903465,0.00468266,0.0301195,0.00799604,0.00854019,0.0106346,0.0139484,0.00416395,0.0316008,0.00191313,0.00655528,0.00698836,0.0152002,0.0332358,0.0143546,0.018664,0.012868,0,0,0,0,0,0,0
289,0.0205761,0,0,0,0,0.0209178,0,0,0,0,0,0,0.0235083,0.0416687,0.0126814,0.0105749,0,0,0.0388752,0,0.043975,0.0186084,0.0488515,0.024223,0.0128222,0.00994139,0.00430774,0.0243495,0.0207238,0.0197256,0.0170415,0.015233,0.0153186,0.0126983,0.0147362,0.0213199,0.0289391,0,0.0138988,0.00957526,0.0456896,0.00818077,0.0169385,0.0265494,0,0,0.00901471,0,0.0473713,0.0126818,0.035175,0.012067,0.0173575,0.00869973,0.00460072,0.0297981,0.00792145,0.00878606,0.0106376,0.0137203,0.00422647,0.0315627,0.00200039,0.00658157,0.00657533,0.0150729,0.033127,0.0142682,0.018785,0.0140424,0,0,0,0,0,0,0
290,0.0211163,0,0,0,0,0.0210245,0,0,0,0,0,0,0.0247872,0.041616,0.0118617,0.0104131,0,0,0.0388547,0,0.0439667,0.0185448,0.048838,0.0230473,0.0126866,0.00968546,0.00438747,0.0247404,0.0204981,0.0191891,0.0167954,0.0151709,0.0155622,0.0124928,0.015216,0.0231306,0.02887,0,0.0139847,0.00911613,0.045692,0.00813713,0.0165851,0.0263548,0,0,0.00923515,0,0.0473676,0.0126081,0.0349781,0.0128871,0.0172712,0.00862488,0.00443507,0.0290626,0.00777914,0.00876232,0,0.0134502,0.00442014,0.0314183,0.00199403,0.00685308,0.00553478,0.0147278,0.0331857,0.0143251,0.0187443,0.0158255,0,0,0,0,0,0,0
291,0.0217992,0,0,0,0,0.0197842,0,0,0,0,0,0,0.0261813,0.0415665,0.0109046,0.00945691,0,0,0.039347,0,0.0440757,0.0186747,0.0486921,0.0217649,0.0128098,0.00943466,0.00365729,0.0253652,0.0204212,0.0188882,0.0166981,0.0148469,0.0156295,0.0120216,0.0158445,0.0245473,0.0290048,0,0.0138492,0.0085621,0.0459181,0.00821204,0.0158663,0.0244434,0,0,0.00918527,0,0.0470397,0.0124658,0.0346742,0.0141336,0.0172763,0.0075085,0.00377338,0.0254587,0.00748482,0.00887896,0,0.0126616,0.00437887,0.0311624,0.00213868,0.00701904,0.00455473,0.012945,0.0330186,0.0142363,0.0171288,0.0157728,0,0,0,0,0,0,0
292,0.00999489,0,0,0,0,0.0124219,0,0,0,0,0,0,0.0269299,0.0415104,0.0101006,0.00837867,0,0,0.0380364,0,0.0437555,0.0183308,0.0481786,0.0214138,0.0134682,0.00866914,0.00124529,0.0262768,0.020117,0.0181714,0.0161246,0.0142737,0.0152107,0.0116211,0.0165757,0.0256222,0.0292259,0,0.0147344,0.00851697,0.0457886,0.00870477,0.0155469,0.0111506,0,0,0.00808533,0,0.0465458,0.0130073,0.034502,0.0152106,0.0169258,0.00708509,0.00308556,0.00930041,0.00757774,0.0089452,0,0.0123755,0.00456282,0.0313591,0.0025028,0.00741159,0.00405445,0.00386139,0.0329753,0.0153477,0.0113735,0.0042249,0,0,0,0,0,0,0
293,0.00924382,0,0,0,0,0.0120078,0,0,0,0,0,0,0.0277881,0.041528,0.00982544,0.00835781,0,0,0.0372022,0,0.0435469,0.0182251,0.0481033,0.0214819,0.0135337,0.00842473,0.00110369,0.028443,0.0199874,0.0176446,0.0156805,0.0140701,0.0149704,0.011408,0.0170426,0.0264883,0.0294403,0,0.0152996,0.00864474,0.0455779,0.00896753,0.0155328,0.0085804,0,0,0.00879315,0,0.0464181,0.0137684,0.0345061,0.0153192,0.0167049,0.0068702,0.00321544,0.00286291,0.00769784,0.00948165,0,0.0122919,0.00460235,0.0316063,0.00274695,0.00754263,0.00432154,0.00434085,0.0331526,0.0161141,0.0103844,0.00619421,0,0,0,0,0,0,0
294,0.00933698,0,0,0,0,0.0114374,0,0,0,0,0,0,0.0283106,0.0415564,0.00958015,0.00846878,0,0,0.0369716,0,0.0436634,0.0181803,0.0481146,0.0208483,0.013476,0.00878478,0.00123111,0.0277709,0.0198467,0.0173638,0.0153828,0.0140147,0.0147759,0.0111209,0.0172812,0.0272089,0.0291301,0,0.0153861,0.00920129,0.0456003,0.00888712,0.015389,0.00875876,0,0,0.00900643,0,0.0464247,0.0136641,0.0346733,0.0150911,0.0166917,0.00541041,0.00306981,0.00225215,0.00745085,0.0107634,0,0.0115905,0.00454748,0.0319498,0.0029884,0.00721804,0.00476854,0.00453023,0.033071,0.0159529,0.00973601,0.00586898,0,0,0,0,0,0,0
295,0.00954307,0,0,0,0,0.0112415,0,0,0,0,0,0,0.0282638,0.0416109,0.00915236,0.00842067,0,0,0.0367037,0,0.0438035,0.0180854,0.0481509,0.0201122,0.0134324,0.00933345,0.00134819,0.0274339,0.0195285,0.0169995,0.0151263,0.0139164,0.0144394,0.0108101,0.0174632,0.0274586,0.0288452,0,0.0153826,0.00934464,0.0456206,0.00911237,0.0151587,0.00897634,0,0,0.00909177,0,0.0464568,0.0135166,0.0347133,0.0154119,0.0166342,0.00469763,0.00300292,0.00193658,0.00723771,0.0113727,0,0.0110483,0.00471672,0.0321095,0.00325485,0.00737289,0.00484402,0.00492146,0.0328896,0.0157541,0.00945872,0.00614363,0,0,0,0,0,0,0
296,0.00974994,0,0,0,0,0.0111501,0,0,0,0,0,0,0.0279364,0.0415789,0.00862646,0.00839778,0,0,0.0365122,0,0.0438172,0.0180354,0.0481851,0.0193754,0.0133327,0.00969213,0.00146985,0.027098,0.0189931,0.0166909,0.0148921,0.0136668,0.0139456,0.0103992,0.0177619,0.026948,0.0286113,0,0.0154542,0.0092169,0.0456962,0.00930385,0.01498,0.00917685,0,0,0.00912367,0,0.0465968,0.0133054,0.0347091,0.0158429,0.0165378,0.00462441,0.00289878,0.00181906,0.00711707,0.0114154,0,0.010776,0.00496102,0.0321001,0.00375538,0.00763061,0.0044395,0.00476717,0.0327834,0.0155329,0.00938574,0.00633589,0,0,0,0,0,0,0
297,0.0118923,0,0,0,0,0.0131854,0,0,0,0,0,0,0.00485366,0.0416195,0.0195721,0.0100929,0,0,0.0372664,0,0.0438772,0.018143,0.0542182,0.0308937,0.00962105,0.0318122,0.00780705,0.0292596,0.0348366,0.0473415,0.0264528,0.0290959,0.0317443,0.0220065,0.0101253,0.0119752,0.0298592,0,0.0151599,0.00954781,0.0456899,0.0108067,0.0146415,0.0100933,0,0,0.0100792,0,0.0467275,0.0127066,0.0336408,0.0188261,0.0164791,0.00380157,0.00918772,0.00458059,0.00741565,0.0118866,0,0.00969555,0.00672687,0.0318689,0.00538289,0.00959621,0.00371213,0.00661989,0.0318438,0.0148224,0.0117195,0.00911371,0,0,0,0,0,0,0
298,0.0117852,0,0,0,0,0.0128351,0,0,0,0,0,0,0.00341443,0.041661,0.0193735,0.0102749,0,0,0.0369852,0,0.0439562,0.0180362,0.0544414,0.0305443,0.00950278,0.0314992,0.00754596,0.0287058,0.0339706,0.0467815,0.025673,0.0300676,0.0319696,0.0218657,0.0102684,0.0149507,0.0294495,0,0.0151986,0.00910764,0.0456392,0.010769,0.0145185,0.0100763,0,0,0.0102232,0,0.046688,0.0126252,0.0336503,0.0189996,0.0164577,0.00413637,0.00878976,0.00452208,0.00749133,0.011844,0,0.00971466,0.00681394,0.0319103,0.00555058,0.00982819,0.0033146,0.00677399,0.0317153,0.0146817,0.0114325,0.00887904,0,0,0,0,0,0,0
299,0.0117015,0,0,0,0,0.0126738,0,0,0,0,0,0,0.0041918,0.0416115,0.0190635,0.0103809,0,0,0.0368762,0,0.0439428,0.0179959,0.0545785,0.0303288,0.00959119,0.0311733,0.007376,0.028241,0.0328613,0.0460766,0.0249087,0.0302179,0.0323365,0.0216558,0.0104954,0.0187016,0.0291689,0,0.0152632,0.00882226,0.045653,0.010506,0.0144641,0.0100466,0,0,0.0103175,0,0.0467628,0.0125618,0.0335923,0.0188602,0.0165549,0.00461578,0.00854525,0.00452375,0.00769001,0.0118308,0.00533323,0.00982195,0.00672657,0.0319564,0.00524192,0.00980012,0.00319616,0.00650319,0.0316826,0.0145368,0.0113944,0.00856967,0,0,0,0,0,0,0
300,0.0116814,0,0,0,0,0.0124311,0,0,0,0,0,0,0.00710808,0.0415351,0.0184792,0.0103642,0,0,0.0369102,0,0.0439721,0.0179741,0.054574,0.0301852,0.00954431,0.0305577,0.0069481,0.0277036,0.0313958,0.044873,0.0238748,0.0297624,0.0325155,0.0212501,0.0107146,0.0230686,0.0290117,0,0.0152817,0.00692597,0.0456811,0.0101466,0.0142085,0.00996521,0,0,0.0104708,0,0.0468287,0.0124501,0.0336417,0.0191252,0.0163385,0.00481874,0.00829736,0.0045981,0.00760913,0.0119353,0,0.00957771,0.0068204,0.0321858,0.00482424,0.0099803,0.00553227,0.00638746,0.0316421,0.0144081,0.0112956,0.00822882,0,0,0,0,0,0,0
301,0.0116158,0,0,0,0,0.0125502,0,0,0,0,0,0,0.0112372,0.0415601,0.0180278,0.0102319,0,0,0.0368929,0,0.0440325,0.017918,0.0545848,0.0300329,0.00951802,0.0299634,0.00658435,0.027422,0.0297829,0.0436837,0.0227402,0.0288787,0.0328522,0.0208258,0.0107577,0.0278913,0.0288518,0,0.0152745,0.00739878,0.0456704,0.0098629,0.0141839,0.00984151,0,0,0.0106524,0,0.0468568,0.0123513,0.0335473,0.0190949,0.0164836,0.00530987,0.008015,0.00482417,0.00781449,0.0113668,0.00580352,0.00969087,0.00668215,0.0321174,0.00443558,0.0101263,0.00499359,0.00617872,0.0314257,0.0142247,0.0115448,0.00779988,0,0,0,0,0,0,0
302,0.0116666,0,0,0,0,0.0127916,0,0,0,0,0,0,0.0159447,0.0416366,0.0176287,0.0101359,0,0,0.0369571,0,0.0441714,0.0178954,0.0544969,0.0294371,0.00959002,0.0292841,0.00640611,0.0271397,0.0279972,0.0423965,0.0216284,0.0280087,0.0330873,0.0204179,0.011,0.0327843,0.0286874,0,0.0152221,0.00723865,0.0456846,0.00970472,0.0141624,0.0098911,0,0,0.0108738,0,0.0469483,0.01227,0.0334565,0.0194421,0.016548,0.00585119,0.00761151,0.00526656,0.00796863,0.0103755,0.006388,0.0098274,0.00658409,0.0318301,0.00440577,0.010568,0.00569677,0.00608014,0.0312846,0.0140109,0.0118778,0.00746918,0,0,0,0,0,0,0
303,0.012005,0,0,0,0,0.0134065,0,0,0,0,0,0,0.0200458,0.0416659,0.0174715,0.0100031,0,0,0.0370733,0,0.0442624,0.0179248,0.0543491,0.0281493,0.0097072,0.028587,0.00604817,0.0268592,0.0260781,0.0408388,0.0206673,0.0273335,0.0331168,0.0199806,0.0114321,0.0372012,0.028635,0,0.0151977,0.00702503,0.0456403,0.00961833,0.0140613,0.0104246,0,0,0.0111362,0,0.0470036,0.0121976,0.0335367,0.0197299,0.0165647,0.00628402,0.00703524,0.00638918,0.00802738,0.0099947,0.00648127,0.00981311,0.00663735,0.0316562,0.00484727,0.0109395,0.00645975,0.00626451,0.0312239,0.0137808,0.012509,0.00703471,0,0,0,0,0,0,0
304,0.0127265,0,0,0,0,0.0143744,0,0,0,0,0,0,0.0235514,0.0417398,0.0175621,0.00987735,0,0,0.0371595,0,0.0444114,0.0179035,0.0542018,0.0269785,0.00980967,0.0279365,0.00557496,0.0265896,0.0240275,0.0391531,0.0199108,0.0267062,0.0327982,0.0194075,0.0119707,0.0409506,0.0286047,0,0.0151426,0.00669516,0.0456435,0.00951263,0.0139406,0.0116353,0,0,0.0114106,0,0.0471437,0.0120615,0.0336723,0.0198558,0.0165903,0.00651999,0.00628133,0.00823692,0.00800491,0.0100168,0.0059628,0.00962619,0.00670254,0.0316032,0.00479461,0.0110577,0.00681788,0.00679823,0.0312383,0.0135505,0.0133875,0.00711909,0,0,0,0,0,0,0
305,0.0139588,0,0,0,0,0.0157437,0,0,0,0,0,0,0.0266376,0.0417397,0.0178932,0.00979114,0,0,0.0373472,0,0.0444681,0.0178973,0.0540028,0.0256783,0.00992469,0.0274013,0.00514867,0.0264169,0.0220764,0.0376621,0.0193332,0.0259509,0.032114,0.0186077,0.0126352,0.043764,0.0285936,0,0.0151445,0.0064811,0.045582,0.00918975,0.0138569,0.0136173,0,0,0.0118344,0,0.047247,0.0119445,0.0337314,0.0198141,0.0166922,0.00667231,0.00540665,0.0107667,0.00796351,0.0101899,0.00518842,0.00943782,0.00661017,0.0316374,0.00432724,0.0109275,0.00716157,0.00756784,0.0310928,0.0133294,0.0145994,0.00736699,0,0,0,0,0,0,0
306,0.0154329,0,0,0,0,0.0182898,0,0,0,0,0,0,0.0290287,0.0418472,0.0181604,0.00950799,0,0,0.037237,0,0.0444554,0.0177794,0.0536336,0.0235642,0.010185,0.0265127,0.0047686,0.0270474,0.0200319,0.0356088,0.0185673,0.0247335,0.0307237,0.0175943,0.0135015,0.0447657,0.0285558,0,0.0152016,0.00619956,0.0453813,0.00857098,0.013749,0.0168027,0,0,0.012377,0,0.0474967,0.0119923,0.0338633,0.0194799,0.0167763,0.00691246,0.00467793,0.0148362,0.00797855,0.010399,0.00509207,0.00930853,0.00626316,0.0318077,0.00365078,0.0105207,0.00785531,0.00919076,0.0307619,0.0131583,0.0169865,0.00819697,0,0,0,0,0,0,0
307,0.017855,0,0,0,0,0.0192537,0,0,0,0,0,0,0.0106192,0.0418497,0.0089181,0.00782085,0,0,0.0366805,0,0.0444766,0.0176493,0.0501081,0.0179478,0.0145458,0.0043468,0.00565201,0.025354,0.00946419,0.00793337,0.00462517,0.00337922,0.00324497,0.00334799,0.0210659,0.00965662,0.0274424,0,0.0154687,0.00593787,0.0454474,0.00731575,0.0139187,0.0209714,0,0,0.011225,0,0.0477533,0.0118473,0.0343632,0.0175834,0.0173411,0.00754537,0.00294477,0.0188404,0.00777128,0.0103293,0.0057678,0.00975328,0.00497813,0.0323407,0.00251534,0.00878994,0.00657968,0.00981684,0.0311286,0.0133321,0.017163,0.0108297,0,0,0,0,0,0,0
308,0.0194866,0,0,0,0,0.019997,0,0,0,0,0,0,0.0108631,0.0419435,0.0102515,0.00803557,0,0,0.0369487,0,0.0446821,0.0177658,0.0504677,0.0185891,0.0145157,0.00332733,0.00636011,0.0250271,0.00796656,0.00563381,0.0023253,0.00258574,0.0023917,0.00343571,0.0214408,0.0113095,0.0272747,0,0.0153982,0.00607327,0.0456168,0.00729272,0.0138723,0.0226059,0,0,0.0111404,0,0.0478685,0.0117869,0.0343406,0.0174893,0.0175367,0.00783346,0.00363709,0.0201871,0.00779064,0.0104663,0.00583315,0.00961579,0.00480959,0.03233,0.00226135,0.00855745,0.00654388,0.0106048,0.0309173,0.01304,0.0176239,0.0119713,0,0,0,0,0,0,0
309,0.0212027,0,0,0,0,0.021321,0,0,0,0,0,0,0.0118245,0.0419751,0.011536,0.00810859,0,0,0.0372022,0,0.0447491,0.0179344,0.0507165,0.0190703,0.0145478,0.00359548,0.00703273,0.0251277,0.00670575,0.00481622,0.00185764,0.00265626,0.00234038,0.00311531,0.0220666,0.0128257,0.0272386,0,0.0153681,0.0057839,0.0455224,0.00740107,0.0138625,0.024741,0,0,0.0114938,0,0.0479253,0.0117187,0.0343202,0.0174285,0.0177038,0.00801237,0.0042658,0.0222933,0.00782575,0.0105903,0.00563619,0.00950261,0.00468278,0.0321528,0.00210509,0.00838739,0.00648041,0.0118658,0.0307137,0.0128256,0.0187196,0.0132551,0,0,0,0,0,0,0
310,0.0227588,0,0,0,0,0.0225791,0,0,0,0,0,0,0.0126874,0.042023,0.0128502,0.00807512,0,0,0.0374046,0,0.0448296,0.0180522,0.0509261,0.019539,0.014647,0.00505432,0.0075943,0.0252744,0.00568665,0.00557564,0.00380317,0.00364042,0.0032412,0.00303286,0.0227154,0.0143188,0.0275083,0,0.0153491,0.00549706,0.0453408,0.00733651,0.013903,0.0266849,0,0,0.0117669,0,0.0479286,0.0116944,0.0342983,0.0174832,0.0178523,0.00811993,0.0048505,0.0242493,0.00792983,0.0107518,0.00543017,0.00947441,0.00454614,0.0320398,0.00190837,0.00821685,0.0064015,0.0129974,0.0304848,0.0127007,0.0197702,0.0146307,0,0,0,0,0,0,0
311,0.0241826,0,0,0,0,0.0237433,0,0,0,0,0,0,0.013264,0.0421079,0.0140182,0.00800869,0,0,0.0375754,0,0.0449382,0.0181544,0.0511358,0.0201483,0.0148267,0.00672053,0.00807893,0.025436,0.00526348,0.00684838,0.00611262,0.00490331,0.00449995,0.00367652,0.0232612,0.0155865,0.0276653,0,0.0153065,0.00521266,0.0452533,0.0073152,0.0139907,0.0284232,0,0,0.0118838,0,0.0480618,0.0116452,0.0342637,0.0175668,0.0179846,0.00827883,0.00542357,0.0259218,0.0080411,0.0109272,0.00532819,0.00951131,0.00435627,0.031963,0.00162531,0.00791236,0.00638674,0.0139491,0.0301419,0.0124995,0.0207255,0.0159328,0,0,0,0,0,0,0
312,0.0119899,0,0,0,0,0.0114955,0,0,0,0,0,0,0.0139226,0.0420669,0.0152454,0.00631584,0,0,0.0369818,0,0.044719,0.0180948,0.0504966,0.0207682,0.0160827,0.00792012,0.00480533,0.0237508,0.00499001,0.00781707,0.00788593,0.00640347,0.00658391,0.00444047,0.0241045,0.0165922,0.0279737,0,0.0157573,0.00480605,0.0455959,0.00766425,0.0145178,0.0116403,0,0,0.00929216,0,0.04736,0.0111602,0.0342532,0.0183504,0.0175945,0.00829929,0.00299661,0.00642385,0.00810467,0.0108577,0.00514579,0.00922616,0.00456224,0.0313701,0.00166785,0.00814977,0.00724469,0.00352455,0.0299894,0.0129134,0.00998049,0.00550802,0,0,0,0,0,0,0
313,0.00939733,0,0,0,0,0.00877398,0,0,0,0,0,0,0.0142038,0.0421973,0.0165999,0.00596527,0,0,0.0366049,0,0.0445829,0.0181787,0.0501564,0.0226257,0.0167301,0.00962754,0.00371378,0.0265301,0.00620939,0.00938783,0.00994233,0.00774426,0.00817682,0.00504309,0.0244873,0.0176457,0.02855,0,0.0161764,0.00460006,0.0451117,0.00773805,0.0148222,0.00805145,0,0,0.00894907,0,0.0472737,0.0118363,0.0343105,0.0186732,0.0174403,0.00836089,0.0030275,0.00414338,0.00826259,0.0106089,0.00502597,0.0092549,0.0045911,0.0311143,0.0015984,0.00817157,0.00745141,0.00546171,0.0301698,0.014004,0.00686465,0.00583369,0,0,0,0,0,0,0
314,0.00874949,0,0,0,0,0.00853205,0,0,0,0,0,0,0.0144269,0.0422111,0.017338,0.00605282,0,0,0.0366064,0,0.0445941,0.0183907,0.0501094,0.0238793,0.0169205,0.0103258,0.00424102,0.0251367,0.0075814,0.0102875,0.01101,0.00821771,0.00884198,0.0052176,0.0245401,0.0181407,0.0282381,0,0.0163783,0.00426103,0.0451157,0.00780447,0.0147577,0.00751314,0,0,0.00922395,0,0.0471983,0.0114175,0.0343345,0.0190418,0.0174364,0.00830164,0.00337799,0.00331361,0.00828521,0.0104883,0.00480295,0.0091383,0.00453214,0.0308871,0.00160364,0.00816731,0.00755305,0.00413686,0.0298793,0.013488,0.0070006,0.00424869,0,0,0,0,0,0,0
