Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,
All Timesteps RMSE,0.0230795,0,0,0,0,0.020967,0,0,0,0,0,0,0.0134354,0.0341344,0.00985907,0.00800301,0,0,0.0399404,0,0.0362901,0.0244981,0.0459441,0.0164206,0.020028,0.0106518,0.0104893,0.0325159,0.00885774,0.012452,0.00913643,0.0100545,0.0109485,0.00794688,0.0254834,0.0155195,0.0322122,0.0274074,0.0210079,0.0214503,0.0387156,0.0181774,0.016376,0.0231196,0,0,0.018539,0,0.0421017,0.0180603,0.0386886,0.0269388,0.0141696,0.0230235,0.0107626,0.0192236,0.0163547,0.022489,0.0155123,0.0110062,0.0209261,0.0317965,0.0196011,0.0225419,0.0241281,0.0142083,0.0284287,0.0203483,0.0194232,0.0195185,0,0,0,0,0,0,0
0,0.0152587,0,0,0,0,0.0224488,0,0,0,0,0,0,0.00987895,0.0210102,0.00915575,0.0126126,0,0,0.0141683,0,0.0354591,0.0102891,0.0409026,0.0083697,0.023885,0.00866299,0.0263824,0.0368269,0.0088847,0.0094264,0.00985602,0.00979262,0.0120311,0.00601525,0.0295982,0.0153659,0.0211308,0.00730863,0.00348475,0.00644982,0.0254699,0.0130421,0.0165785,0.0189821,0,0,0.0193251,0,0.0386255,0.00748441,0.0394677,0.0202589,0.0131095,0.00466142,0.0259528,0.0156248,0.00464344,0.0134494,0.00398814,0.00595812,0.0129185,0.0378744,0.0104619,0.0146852,0.00227086,0.00556862,0.0346651,0.00928719,0.0211032,0.0139498,0,0,0,0,0,0,0
1,0.0153062,0,0,0,0,0.0224944,0,0,0,0,0,0,0.00962396,0.0209499,0.00922637,0.0125404,0,0,0.0141987,0,0.0355661,0.0103433,0.0409298,0.00847819,0.0238132,0.00865558,0.026315,0.0368184,0.00884254,0.00941319,0.00988094,0.00980721,0.0120709,0.00607521,0.0295849,0.0154027,0.0210185,0.00749337,0.00356573,0.00644464,0.0254378,0.0129499,0.0164181,0.0190593,0,0,0.0195162,0,0.0385938,0.00732295,0.0395235,0.0202043,0.0130741,0.00470359,0.0259058,0.0156593,0.00459867,0.0134668,0.0039568,0.00593642,0.012878,0.0378364,0.0104531,0.0146477,0.00233314,0.00556541,0.0346781,0.00935518,0.0211347,0.0139927,0,0,0,0,0,0,0
2,0.0152321,0,0,0,0,0.0225218,0,0,0,0,0,0,0.00950908,0.0209434,0.00926541,0.0124855,0,0,0.0143168,0,0.0355033,0.0103177,0.0409652,0.00864518,0.0237868,0.0086795,0.0261445,0.036944,0.00875954,0.0094057,0.00990983,0.00980634,0.0120943,0.00604835,0.0295973,0.0154335,0.0209903,0.0074687,0.00360598,0.0064482,0.0254015,0.012924,0.0162031,0.0190015,0,0,0.0197119,0,0.0386202,0.0070844,0.0395782,0.0200786,0.0131072,0.00471656,0.0257692,0.0155897,0.00456293,0.0134944,0.00393073,0.00589181,0.012843,0.0378103,0.010423,0.0146058,0.00240814,0.00545497,0.0346613,0.00942217,0.0211391,0.0138842,0,0,0,0,0,0,0
3,0.0151459,0,0,0,0,0.022512,0,0,0,0,0,0,0.00954917,0.0208967,0.00929922,0.0124388,0,0,0.0144345,0,0.035336,0.0103029,0.0409886,0.00878158,0.0237675,0.00872438,0.0260048,0.0370338,0.00866688,0.00936898,0.00992667,0.00980708,0.0120966,0.00600301,0.0296003,0.0154671,0.0209625,0.00738566,0.00359627,0.0064732,0.0253702,0.0129255,0.0161474,0.0188981,0,0,0.0199216,0,0.0386517,0.00697487,0.0396133,0.019839,0.0131514,0.00473704,0.0256761,0.0155549,0.00450348,0.0135469,0.00397544,0.00584546,0.0128399,0.0377934,0.0104192,0.0146065,0.00230076,0.00534249,0.0346434,0.00947111,0.0211476,0.0137656,0,0,0,0,0,0,0
4,0.0150276,0,0,0,0,0.0224491,0,0,0,0,0,0,0.00971113,0.0208552,0.00934995,0.0124257,0,0,0.0144739,0,0.0353127,0.0103268,0.0410225,0.00885003,0.023743,0.00873859,0.0259138,0.0371142,0.00866908,0.00936215,0.00994573,0.00981704,0.0121193,0.00598283,0.0295962,0.015513,0.0208511,0.00736514,0.00352297,0.00650532,0.0253411,0.0129454,0.0162322,0.0187734,0,0,0.0200419,0,0.0386711,0.00692901,0.0396277,0.0197449,0.0131769,0.00477084,0.0256146,0.0155049,0.00445373,0.013599,0.00402246,0.00577935,0.0128892,0.0378085,0.0104774,0.0146487,0.00219379,0.00523198,0.0346951,0.00952423,0.0211427,0.0136498,0,0,0,0,0,0,0
5,0.0149169,0,0,0,0,0.0223877,0,0,0,0,0,0,0.00976189,0.0207722,0.00940427,0.0123962,0,0,0.0144771,0,0.0353037,0.0103544,0.0410536,0.00892845,0.0237115,0.00873331,0.0258357,0.0371636,0.00872621,0.00944243,0.00992816,0.00984519,0.0121575,0.0059594,0.029605,0.0155262,0.0208745,0.00739647,0.00343947,0.00652827,0.0252871,0.0129667,0.016229,0.0186625,0,0,0.0201667,0,0.0386415,0.00683378,0.0396191,0.0197332,0.013186,0.00479065,0.0255422,0.0154909,0.0044302,0.0136278,0.00404236,0.00574998,0.0129298,0.0378474,0.0105246,0.0146774,0.00217262,0.00509704,0.0348746,0.00957678,0.0211381,0.0135148,0,0,0,0,0,0,0
6,0.0148411,0,0,0,0,0.0223668,0,0,0,0,0,0,0.00941194,0.0208147,0.0094689,0.0123191,0,0,0.0144316,0,0.0353523,0.0103021,0.0410693,0.00902254,0.0236655,0.00870761,0.0257519,0.0371748,0.0087106,0.00968735,0.00993072,0.00985806,0.0121975,0.00596742,0.0296154,0.015545,0.0209875,0.00744422,0.00344813,0.00653293,0.0252393,0.0129587,0.016179,0.0185613,0,0,0.0202665,0,0.0385751,0.00677125,0.0395976,0.0197439,0.013166,0.00479923,0.0254575,0.0154578,0.00440021,0.0136641,0.0040156,0.00573949,0.0129452,0.0378805,0.0105403,0.0146791,0.00215331,0.0050017,0.0349703,0.00961128,0.0211448,0.0134142,0,0,0,0,0,0,0
7,0.0147888,0,0,0,0,0.0224054,0,0,0,0,0,0,0.00938247,0.0208139,0.00949693,0.0122488,0,0,0.0144889,0,0.0353829,0.0102892,0.0410604,0.00907375,0.0236372,0.00871727,0.0256904,0.0372561,0.00867844,0.00981577,0.009954,0.0098732,0.0122162,0.00601416,0.0296061,0.0155752,0.0210492,0.00753369,0.00349561,0.00656558,0.0252793,0.0129474,0.0161386,0.0184749,0,0,0.0203316,0,0.0386176,0.00680857,0.0395762,0.0197389,0.0131668,0.00480896,0.0253924,0.0154327,0.00438103,0.0136896,0.00399132,0.00574534,0.0129937,0.0379028,0.0105658,0.0146964,0.00222319,0.00497604,0.0349243,0.00962054,0.0211728,0.0133275,0,0,0,0,0,0,0
8,0.0147534,0,0,0,0,0.0224341,0,0,0,0,0,0,0.00975696,0.020756,0.00952105,0.012214,0,0,0.0145481,0,0.0354082,0.0103142,0.0410293,0.00909475,0.0236425,0.0087469,0.0256854,0.0373656,0.0087109,0.00982719,0.00996214,0.00988185,0.0122358,0.00599215,0.0295831,0.0156094,0.0209805,0.00768362,0.00354105,0.00656923,0.0253044,0.0129697,0.0161165,0.0183947,0,0,0.0203833,0,0.038635,0.00687603,0.0395558,0.0197694,0.0131842,0.00483299,0.0253428,0.0154244,0.00436101,0.01369,0.0040085,0.00572962,0.0130505,0.0379483,0.0105916,0.0147507,0.00223169,0.00498173,0.034891,0.00962126,0.0212051,0.0132531,0,0,0,0,0,0,0
9,0.0146929,0,0,0,0,0.022434,0,0,0,0,0,0,0.00998301,0.0207467,0.00952791,0.0121952,0,0,0.0145813,0,0.0354088,0.0103343,0.0410012,0.00912361,0.0236361,0.00876017,0.0257208,0.0374586,0.00882398,0.00974306,0.00997766,0.00990495,0.0122334,0.00596237,0.0295585,0.0155982,0.0209892,0.00776523,0.00357975,0.00654946,0.0253095,0.0130079,0.0161268,0.0183022,0,0,0.0204226,0,0.0386072,0.0069476,0.0395363,0.0198069,0.0131835,0.00485436,0.02533,0.0154328,0.00439394,0.0136757,0.00405727,0.00571303,0.0130903,0.0379846,0.0106334,0.0148109,0.00223193,0.00495565,0.034887,0.00961102,0.021241,0.013157,0,0,0,0,0,0,0
10,0.0146251,0,0,0,0,0.022421,0,0,0,0,0,0,0.00970881,0.0208052,0.00956158,0.0121631,0,0,0.0146052,0,0.0353928,0.0103414,0.0409605,0.00922132,0.0236136,0.00875244,0.0257777,0.0375206,0.00884911,0.00947707,0.0100218,0.00990162,0.0121866,0.00600292,0.0296104,0.0154128,0.0209643,0.00777809,0.0035489,0.00655307,0.0253229,0.0130499,0.0160782,0.0182112,0,0,0.0204308,0,0.0385733,0.00696274,0.0394923,0.0198623,0.0132003,0.00486505,0.0253699,0.0154999,0.00444815,0.0136523,0.0040436,0.00574279,0.0131325,0.0380034,0.0106957,0.0148444,0.00236388,0.00494022,0.0348708,0.00958791,0.0212654,0.0130397,0,0,0,0,0,0,0
11,0.0145778,0,0,0,0,0.0224253,0,0,0,0,0,0,0.00925022,0.0208671,0.00959777,0.0120776,0,0,0.0146637,0,0.0353534,0.0103681,0.0409153,0.00938335,0.0235765,0.00881227,0.0258237,0.0375318,0.00887825,0.0092901,0.0101155,0.00992662,0.0121196,0.00612117,0.0297212,0.0149776,0.02101,0.00771611,0.00345733,0.00657181,0.0253354,0.0131046,0.0159673,0.0181442,0,0,0.0204338,0,0.0385308,0.00694136,0.0394339,0.0199393,0.0132316,0.00487105,0.0253921,0.0155789,0.00452644,0.0136508,0.00403658,0.00578629,0.013176,0.0380333,0.0107522,0.0148664,0.00243721,0.00492124,0.034857,0.00957768,0.0212637,0.0129449,0,0,0,0,0,0,0
12,0.0145451,0,0,0,0,0.0223895,0,0,0,0,0,0,0.00921097,0.0208764,0.00961114,0.0119852,0,0,0.0146665,0,0.035396,0.0103424,0.0409443,0.00940276,0.0235495,0.00887188,0.0257283,0.037517,0.00895416,0.0092486,0.0101486,0.00997258,0.012121,0.0061715,0.0297456,0.0149342,0.0209978,0.00771383,0.00346006,0.00657889,0.0252805,0.0131798,0.0159285,0.0180737,0,0,0.0204493,0,0.0385554,0.00685214,0.0394116,0.0200674,0.0132404,0.00488143,0.0252931,0.0155563,0.0045486,0.0136446,0.00406258,0.00581819,0.013242,0.0380423,0.0107941,0.0149353,0.0024756,0.00486027,0.0348633,0.00963874,0.0212116,0.0128827,0,0,0,0,0,0,0
13,0.0145856,0,0,0,0,0.0223661,0,0,0,0,0,0,0.00922699,0.020843,0.00964325,0.0119324,0,0,0.0146528,0,0.0354581,0.0103293,0.0410274,0.00937041,0.023556,0.00887657,0.0256332,0.0374886,0.00899128,0.00928966,0.0101382,0.00998839,0.0121631,0.0061845,0.0297117,0.0151482,0.0210047,0.00784977,0.00350426,0.00657766,0.0252413,0.0132531,0.0159901,0.0180657,0,0,0.0204884,0,0.0385762,0.00681398,0.0393995,0.0202042,0.0132445,0.00489204,0.025215,0.015521,0.00459338,0.0135872,0.00408771,0.00584528,0.0133309,0.0380499,0.0108404,0.0150521,0.00256913,0.00480837,0.0348751,0.0096643,0.0211821,0.0128931,0,0,0,0,0,0,0
14,0.0146553,0,0,0,0,0.0223416,0,0,0,0,0,0,0.00905091,0.0208544,0.00966942,0.0118682,0,0,0.0146019,0,0.0354534,0.0103384,0.041003,0.00946411,0.0235034,0.00887334,0.0255859,0.0374176,0.00907013,0.00923171,0.0101588,0.0100259,0.012123,0.00622705,0.0297503,0.0149396,0.0210639,0.00793753,0.00350737,0.00653062,0.0252344,0.0133119,0.0160357,0.018116,0,0,0.0204881,0,0.0386067,0.00678426,0.0393174,0.0203551,0.0132622,0.00491309,0.0251609,0.015489,0.0046421,0.0134701,0.00413609,0.00585384,0.0134092,0.0380818,0.0108828,0.0151588,0.00270441,0.00477036,0.0348586,0.00968565,0.021146,0.0129239,0,0,0,0,0,0,0
15,0.0146606,0,0,0,0,0.0222907,0,0,0,0,0,0,0.00890614,0.0209092,0.00968661,0.0118428,0,0,0.0145655,0,0.0354097,0.0103409,0.0409769,0.00953357,0.0234726,0.00891617,0.0255379,0.0373438,0.00908209,0.00913437,0.0101893,0.010032,0.012071,0.00626,0.0297857,0.0147527,0.0211525,0.00789714,0.00348515,0.00646394,0.0252291,0.0133472,0.016039,0.0181358,0,0,0.0205099,0,0.0386283,0.00671183,0.0392619,0.0205394,0.0133175,0.00495639,0.0250819,0.0154694,0.0046626,0.0133685,0.00418469,0.00587164,0.0134708,0.0380973,0.0109038,0.0152345,0.00280396,0.00475987,0.034822,0.00969894,0.0210871,0.0129027,0,0,0,0,0,0,0
16,0.0146312,0,0,0,0,0.0222325,0,0,0,0,0,0,0.00906399,0.0209779,0.00967491,0.0118552,0,0,0.0145493,0,0.0353346,0.0103279,0.0409907,0.00955356,0.0234735,0.0089117,0.0254503,0.0372491,0.00903931,0.00903738,0.0101785,0.010048,0.0120524,0.00626342,0.0298047,0.0146516,0.020969,0.00778477,0.00346601,0.00645924,0.0252011,0.0134036,0.0160398,0.01811,0,0,0.0205363,0,0.0386074,0.0066578,0.0392285,0.0207483,0.0133655,0.0050233,0.0249535,0.0154696,0.00466968,0.0133334,0.00419197,0.00589807,0.0135256,0.0381268,0.0109337,0.0153016,0.00279742,0.00478433,0.0348082,0.00971767,0.0210248,0.0128617,0,0,0,0,0,0,0
17,0.0146182,0,0,0,0,0.0221979,0,0,0,0,0,0,0.00916396,0.0210275,0.00965142,0.0118735,0,0,0.0145007,0,0.0353038,0.0102961,0.0410116,0.00953392,0.0234735,0.0089082,0.0253579,0.0371214,0.00900073,0.00900007,0.0101787,0.0100692,0.0120527,0.00625185,0.0298064,0.0145588,0.0208445,0.00772902,0.00343619,0.00646976,0.025169,0.0134445,0.0160578,0.0180787,0,0,0.0205328,0,0.0385598,0.00658604,0.0392268,0.02079,0.0133692,0.00506882,0.0248764,0.0154962,0.00470119,0.0133266,0.00419758,0.00590787,0.0135585,0.0381623,0.0109596,0.0153289,0.00289028,0.00480154,0.0348221,0.00974581,0.0209726,0.0128484,0,0,0,0,0,0,0
18,0.0146639,0,0,0,0,0.0221938,0,0,0,0,0,0,0.00910634,0.0210536,0.00961174,0.0118998,0,0,0.0144253,0,0.0352895,0.0102555,0.0410198,0.00950534,0.0234346,0.00889752,0.0253352,0.0370138,0.00895959,0.00897393,0.0101795,0.0100659,0.012013,0.00627828,0.0297901,0.0144271,0.020824,0.0077483,0.00341624,0.00646854,0.0252118,0.0134651,0.0160589,0.0180967,0,0,0.020483,0,0.0386032,0.00656641,0.0392318,0.0208223,0.0133471,0.00508211,0.0248945,0.0155472,0.00473539,0.0132983,0.00419065,0.00589808,0.0135858,0.0381587,0.0109797,0.015348,0.00306853,0.00482512,0.0347841,0.00975922,0.0209715,0.0128515,0,0,0,0,0,0,0
19,0.0147365,0,0,0,0,0.022188,0,0,0,0,0,0,0.00897664,0.0210838,0.00956029,0.0119716,0,0,0.0143078,0,0.0352654,0.0102309,0.041008,0.00947403,0.023351,0.00888263,0.0253488,0.0368903,0.00893018,0.00890064,0.0101499,0.0100384,0.0119415,0.00629017,0.0297658,0.0142703,0.0207064,0.00775952,0.00338125,0.00637993,0.0252469,0.0134784,0.0160193,0.0181252,0,0,0.0204539,0,0.0386268,0.00662626,0.0392402,0.0208973,0.0133684,0.00505906,0.0249104,0.0155944,0.00468333,0.0132638,0.00417156,0.00587534,0.0136118,0.0381449,0.0109912,0.0153764,0.00324552,0.00485038,0.0347895,0.00973799,0.0209872,0.0128775,0,0,0,0,0,0,0
20,0.0148602,0,0,0,0,0.0221692,0,0,0,0,0,0,0.00890838,0.0211072,0.00956872,0.0120268,0,0,0.0141714,0,0.0352499,0.0102094,0.0409986,0.00945961,0.0233087,0.00884343,0.0253469,0.0367176,0.00891949,0.00886321,0.0101281,0.0100206,0.0119164,0.00628169,0.0297682,0.014194,0.0206222,0.00776477,0.00335015,0.00627637,0.0252409,0.0135124,0.0159128,0.0181951,0,0,0.0204435,0,0.0386065,0.00670346,0.0392277,0.0209326,0.0134756,0.00500783,0.0249107,0.0156104,0.00464226,0.0132331,0.00413825,0.00583419,0.0136276,0.0381866,0.0110225,0.0154119,0.0032247,0.00490153,0.0348669,0.00973027,0.0209775,0.0129748,0,0,0,0,0,0,0
21,0.0150147,0,0,0,0,0.0222651,0,0,0,0,0,0,0.00881943,0.0210875,0.00957676,0.0120147,0,0,0.0141784,0,0.0352786,0.010229,0.0410168,0.00943943,0.0232854,0.00884181,0.0252951,0.0367025,0.00891873,0.00872832,0.0101179,0.0100317,0.0119217,0.00625438,0.029777,0.014143,0.0205958,0.00781212,0.00338844,0.00634869,0.0252417,0.0135059,0.0158776,0.0183477,0,0,0.0204742,0,0.038567,0.00680037,0.0391839,0.021013,0.0134722,0.00499539,0.0248629,0.0156282,0.00463862,0.0132429,0.00413675,0.0058094,0.0136028,0.0382297,0.0110256,0.0154094,0.00299712,0.00502612,0.0349416,0.00970972,0.0210498,0.0130679,0,0,0,0,0,0,0
22,0.0150006,0,0,0,0,0.0223581,0,0,0,0,0,0,0.00873592,0.0210637,0.00959719,0.0119988,0,0,0.0141956,0,0.0353186,0.010244,0.0410192,0.00942059,0.0232269,0.00883027,0.0252228,0.0368454,0.00890016,0.00867039,0.010079,0.0100348,0.0119088,0.00624017,0.0297904,0.0140538,0.020735,0.00790233,0.00342883,0.0064229,0.025261,0.0134858,0.0159242,0.018427,0,0,0.0203794,0,0.0385368,0.00689712,0.0391408,0.0210023,0.0133977,0.00499819,0.0247784,0.0156133,0.0046402,0.0132731,0.00416675,0.00579968,0.0135563,0.0382294,0.0110027,0.015358,0.00288627,0.00513634,0.0349522,0.00963963,0.0211395,0.013008,0,0,0,0,0,0,0
23,0.0149565,0,0,0,0,0.0224372,0,0,0,0,0,0,0.00864386,0.0210995,0.00959034,0.0120513,0,0,0.0142457,0,0.0352929,0.0102478,0.0409907,0.00942086,0.0231787,0.00880824,0.025197,0.0369964,0.00888969,0.00871564,0.0100324,0.0100215,0.0118703,0.0062148,0.0297924,0.0139396,0.0208612,0.00782503,0.00338953,0.00647137,0.0252865,0.0134737,0.0159376,0.0184755,0,0,0.0202801,0,0.0385196,0.00696308,0.0391133,0.0209555,0.0134245,0.00499346,0.0247345,0.015601,0.00464346,0.0132919,0.00418845,0.00577724,0.0135389,0.0382261,0.011011,0.0153253,0.0030203,0.00521463,0.0349608,0.00957125,0.0212019,0.0129087,0,0,0,0,0,0,0
24,0.0148788,0,0,0,0,0.0224758,0,0,0,0,0,0,0.00881223,0.0211419,0.0095434,0.0121004,0,0,0.0142708,0,0.0353107,0.0102118,0.0409954,0.00942781,0.0231305,0.00878265,0.0252009,0.0371023,0.00890487,0.00864892,0.00999968,0.0100635,0.0118427,0.00620818,0.029796,0.013795,0.0208947,0.00773092,0.00337206,0.00652048,0.0253083,0.0134797,0.0159788,0.0184817,0,0,0.020198,0,0.0384792,0.0070111,0.0390951,0.0208944,0.0134228,0.00499275,0.0247234,0.0156053,0.00461849,0.013315,0.00422026,0.00575173,0.0135378,0.0382261,0.0110217,0.0153192,0.00306636,0.0053638,0.0350001,0.00951035,0.021259,0.0128137,0,0,0,0,0,0,0
25,0.0148138,0,0,0,0,0.0225102,0,0,0,0,0,0,0.00875986,0.0211942,0.00952428,0.0120999,0,0,0.0142012,0,0.0353669,0.0101718,0.0410034,0.00942238,0.023115,0.00876574,0.0252203,0.0371669,0.00891037,0.00863889,0.00998788,0.0100791,0.0118377,0.00624138,0.0298032,0.013717,0.020819,0.00762882,0.00337005,0.00656568,0.0252851,0.0135621,0.0159505,0.0185079,0,0,0.0201533,0,0.038366,0.00707398,0.0390992,0.021018,0.0135027,0.00502588,0.024719,0.0156097,0.0045557,0.0133439,0.00420281,0.00569535,0.0136152,0.0382554,0.0110597,0.0153693,0.00309071,0.00553811,0.0350632,0.0094665,0.0212925,0.0127478,0,0,0,0,0,0,0
26,0.0147782,0,0,0,0,0.0225694,0,0,0,0,0,0,0.00861003,0.0212565,0.00955424,0.012083,0,0,0.0141255,0,0.0354388,0.0101483,0.0409935,0.00941928,0.0230867,0.00876982,0.0252522,0.0372514,0.00890951,0.00872765,0.00999155,0.0100887,0.0118394,0.00631074,0.0298074,0.0137064,0.0206864,0.00756854,0.00335764,0.00660199,0.025302,0.0136255,0.0159402,0.0185664,0,0,0.020095,0,0.0383062,0.0071283,0.0390736,0.0211445,0.0134952,0.00508015,0.0247337,0.0156184,0.00455811,0.0133564,0.00417339,0.00566239,0.0136857,0.0382551,0.0110675,0.0154057,0.00306477,0.00555404,0.0350451,0.00939292,0.0213585,0.012695,0,0,0,0,0,0,0
27,0.0147504,0,0,0,0,0.0226244,0,0,0,0,0,0,0.0084788,0.0213225,0.0096057,0.012084,0,0,0.0140808,0,0.0355166,0.0101407,0.0409734,0.0094422,0.0230528,0.00875596,0.0252727,0.0373062,0.00888086,0.00879547,0.0100037,0.0100772,0.0118711,0.00632219,0.0298146,0.013711,0.0205183,0.00754062,0.003314,0.00662619,0.0253555,0.0136609,0.0160146,0.0186189,0,0,0.0200231,0,0.0383214,0.00708832,0.0390228,0.0212343,0.0133761,0.00512927,0.0247484,0.0156145,0.00462667,0.0133873,0.00418345,0.00567836,0.0137202,0.0382469,0.0110813,0.0154213,0.00298851,0.00558159,0.0349777,0.00934025,0.0214159,0.0126615,0,0,0,0,0,0,0
28,0.0147376,0,0,0,0,0.0226533,0,0,0,0,0,0,0.00869627,0.0213816,0.00960511,0.0121137,0,0,0.0140631,0,0.0355841,0.0101814,0.0409615,0.00943398,0.0230315,0.00872847,0.0252646,0.0373124,0.0088349,0.0088649,0.00999451,0.0100669,0.0118532,0.00630884,0.0298598,0.013711,0.0204326,0.00757877,0.00326173,0.006623,0.025382,0.0136648,0.0160609,0.0186737,0,0,0.0199945,0,0.0384162,0.00705231,0.03899,0.0212645,0.0133114,0.00513978,0.0247353,0.0155769,0.0047125,0.0133904,0.00420501,0.00569519,0.0137247,0.0382546,0.0111092,0.0154116,0.00309387,0.00561419,0.0348813,0.00936418,0.0214279,0.0126667,0,0,0,0,0,0,0
29,0.014797,0,0,0,0,0.0226976,0,0,0,0,0,0,0.00873488,0.021394,0.00959406,0.0121559,0,0,0.0140226,0,0.0356581,0.0102096,0.0409566,0.00942249,0.0230123,0.0087226,0.0252593,0.0372554,0.0088289,0.00915846,0.00996593,0.0100589,0.0118283,0.00632373,0.0298852,0.0137215,0.020515,0.00771444,0.00326326,0.00663247,0.0253698,0.0136732,0.0160755,0.0187794,0,0,0.0200041,0,0.0384372,0.00709653,0.038986,0.0212787,0.0133043,0.00514497,0.0247153,0.0155209,0.00470448,0.0133826,0.00420446,0.00571386,0.0137171,0.0382826,0.0111246,0.0154053,0.00313175,0.00566054,0.0348827,0.00938324,0.021441,0.0127299,0,0,0,0,0,0,0
30,0.0148823,0,0,0,0,0.0227512,0,0,0,0,0,0,0.0084206,0.0214124,0.00960841,0.0121518,0,0,0.0139975,0,0.0357085,0.0102438,0.0409635,0.00942662,0.0230116,0.00874377,0.0252442,0.0371603,0.00887882,0.00917648,0.00997751,0.0100649,0.0118156,0.00635507,0.0298984,0.0137671,0.0208802,0.00782488,0.00325671,0.00662255,0.0253896,0.0136733,0.0160864,0.0189342,0,0,0.0199779,0,0.0384881,0.00714988,0.0389747,0.0213231,0.0132923,0.00512991,0.0247065,0.015487,0.00469999,0.0133582,0.00423562,0.0057233,0.0137196,0.0383006,0.0111508,0.0153975,0.00308063,0.00573064,0.0348736,0.00939234,0.021479,0.0128119,0,0,0,0,0,0,0
31,0.0149732,0,0,0,0,0.0229032,0,0,0,0,0,0,0.0084347,0.0214184,0.00959622,0.0121552,0,0,0.0141148,0,0.0357355,0.0102777,0.0409675,0.0094119,0.0229478,0.00871134,0.0251279,0.0372453,0.00888047,0.00917019,0.00998271,0.010048,0.0117825,0.00637361,0.0299304,0.0137436,0.0211078,0.0077661,0.00326999,0.00661298,0.0253947,0.0136735,0.0161283,0.0191153,0,0,0.0200062,0,0.0384678,0.0070768,0.0389693,0.0213262,0.0132719,0.00510742,0.0246297,0.0154472,0.00477948,0.0133538,0.00424508,0.00572398,0.0137181,0.0383034,0.011179,0.0153933,0.00291958,0.00585399,0.0349216,0.0093804,0.0215996,0.0128584,0,0,0,0,0,0,0
32,0.015032,0,0,0,0,0.023085,0,0,0,0,0,0,0.00868795,0.0214047,0.0095738,0.0121366,0,0,0.0141938,0,0.0357132,0.0102624,0.0409451,0.00939254,0.0229189,0.00869653,0.0250076,0.0373123,0.00886126,0.00925147,0.00996457,0.0100492,0.0117612,0.00638414,0.0299458,0.0136782,0.0209338,0.00762951,0.00324606,0.0065987,0.0253658,0.013659,0.0161685,0.0193001,0,0,0.0200221,0,0.0384041,0.00704603,0.0389648,0.0212462,0.0132464,0.00508174,0.0245132,0.0153909,0.00483661,0.0133822,0.00423511,0.00573564,0.0136966,0.0383398,0.0111915,0.0153819,0.00284133,0.00603121,0.0350444,0.00938639,0.0217499,0.0128819,0,0,0,0,0,0,0
33,0.0151684,0,0,0,0,0.0233812,0,0,0,0,0,0,0.00857632,0.0213393,0.00955776,0.0121544,0,0,0.0142735,0,0.0357578,0.0102909,0.0409119,0.00939302,0.0228445,0.00870869,0.0249368,0.0374405,0.0088809,0.00920952,0.00996129,0.0100367,0.0117518,0.00637357,0.0299329,0.0136598,0.020813,0.00764064,0.00328292,0.00655225,0.0254018,0.013638,0.0161393,0.0195774,0,0,0.0201088,0,0.0384053,0.00713162,0.0389582,0.021182,0.0132123,0.00504712,0.0244391,0.0153325,0.00487216,0.0133615,0.00423293,0.00576754,0.0136798,0.0383681,0.0112101,0.0153594,0.0029117,0.00627876,0.0351479,0.00936699,0.0219951,0.0129749,0,0,0,0,0,0,0
34,0.0152705,0,0,0,0,0.0233915,0,0,0,0,0,0,0.00851011,0.0212989,0.00953248,0.0121727,0,0,0.0142958,0,0.0357522,0.0103162,0.040905,0.00938207,0.0228118,0.00866946,0.0248772,0.0373405,0.00885265,0.00929258,0.00992434,0.00998506,0.0117018,0.00638781,0.029923,0.0136325,0.0208873,0.00769546,0.00328131,0.00658398,0.0253861,0.0136618,0.0161227,0.0196081,0,0,0.0200711,0,0.0384128,0.00713795,0.0389453,0.0211824,0.0132135,0.00505506,0.024377,0.0153463,0.00488222,0.0133559,0.00421979,0.00577225,0.013692,0.0383753,0.0112156,0.0153586,0.00303205,0.00641084,0.0351017,0.00935234,0.0219703,0.0130446,0,0,0,0,0,0,0
