Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,RFIN
1853,0,0.0141038,0,0,0,0,0.0339342,0,0,0,0,0,0,0.0593791,0.0119534,0.00628065,0,0,0,0.0172734,0,0,0.0111389,0.0543795,0.0126519,0.0158616,0.00999194,0.0353247,0.0385293,0.0148657,0.0136506,0.0103785,0.00804016,0.015166,0.00713039,0.0306254,0.115851,0.0109516,0.0120415,0.0149932,0.0235744,0.0441976,0.00999446,0.0252022,0.0317148,0,0,0.0300423,0,0.0276663,0,0,0.0271964,0.00626985,0.0366081,0.0243321,0.006559,0,0,0.128132,0.0137774,0.038242,0.012492,0,0.0307662,0.0305553,0.00861065,0.0175425,0.0449086,0.0150901,0,0,0,0,0,0,0.0513085
1854,0,0.0140743,0,0,0,0,0.0341132,0,0,0,0,0,0,0.05877,0.01196,0.00655708,0,0,0,0.0171293,0,0,0.0110349,0.0543505,0.0136208,0.015911,0.0102018,0.0355215,0.0386284,0.0152047,0.0139457,0.0105558,0.00859589,0.0155817,0.00773528,0.0310292,0.116588,0.0110468,0.0120594,0.0150503,0.0233429,0.044176,0.00996361,0.0248586,0.0317403,0,0,0.03004,0,0.0276165,0,0,0.0270608,0.0063599,0.0367795,0.0243982,0.00643081,0,0,0.12767,0.0137913,0.0382059,0.0125377,0,0.0310637,0.0304156,0.00871762,0.0176016,0.0451219,0.0151266,0,0,0,0,0,0,0.0512879
1855,0,0.0138757,0,0,0,0,0.0325226,0,0,0,0,0,0,0.0593703,0.0119885,0.00718481,0.0279545,0,0,0.0168937,0,0,0.0112129,0.052751,0.0142772,0.0177816,0.00955588,0.0303009,0.0385018,0.0144096,0,0.00994229,0.00892142,0.015012,0.00781246,0.0313559,0.115621,0.0111449,0.0119777,0.0150308,0.0277327,0.0442668,0.018241,0.0215046,0.0317914,0,0,0.03189,0,0.0291321,0,0,0.0249004,0.0198973,0.0302507,0.0247825,0.0126611,0,0,0,0.0222999,0.0378994,0,0,0.0393045,0.0317424,0.00974733,0,0.0433726,0.0145164,0,0,0,0,0,0,0.0511275
1856,0,0.0126422,0,0,0,0,0.0327771,0,0,0,0,0,0,0.0576288,0.0120931,0.00817379,0,0,0,0.0167466,0,0,0.0115528,0.0522409,0,0.0173973,0.00976614,0.0304593,0.0387473,0.013905,0.0128239,0.00967284,0.010089,0.016187,0.00836204,0.0322261,0.118923,0.0110601,0.0120428,0.0151032,0.0250047,0.0441717,0.00919111,0.0215762,0.0310787,0,0,0.0304424,0,0.0282179,0,0,0.0237905,0.00752366,0.0306514,0.0239015,0.00707937,0.0120184,0,0,0.013124,0.0392141,0.0126216,0,0.0321662,0.0305927,0.00989823,0.0179044,0.0435575,0.013864,0,0,0,0,0,0,0.0512227
1857,0,0.0130264,0,0,0,0,0.0327776,0,0,0,0,0,0,0.0567011,0.0121256,0.00813575,0.0276204,0,0,0.016566,0,0,0.0112816,0.0520234,0,0.0176335,0.00971951,0.0302457,0.0388749,0.0132852,0,0.00952431,0.00937768,0.0153322,0.00798156,0.0317902,0.119739,0.0110494,0.012067,0.0150405,0.0293883,0.0442082,0.0216816,0,0.0309402,0,0,0.0300051,0,0.0278516,0,0,0.023984,0.0241615,0.0300837,0.0239533,0.0147694,0,0,0,0,0.0377516,0,0,0.0408943,0.0302969,0.010272,0.0181324,0.0435079,0.0139105,0,0,0,0,0,0,0.0512629
1858,0,0.0129818,0,0,0,0,0.0326225,0,0,0,0,0,0,0.0548899,0.012155,0.00876553,0.0272478,0,0,0.0163805,0,0,0.0111074,0.0516853,0,0.0185294,0.0100991,0.0295726,0.0390035,0.0125787,0.0122926,0.00932761,0.00961464,0.0157466,0.00830859,0.03206,0.121694,0.0109516,0.0120898,0.015032,0.0292214,0.0441823,0.0216551,0.0205827,0.0308122,0,0,0.0301386,0,0.0276717,0,0,0.0244771,0.0237938,0.0295908,0.0239389,0.0136218,0,0,0,0.0245675,0.0373637,0,0,0.0395994,0.0303895,0.0102251,0.0181882,0.0435274,0.0136508,0,0,0,0,0,0,0.0512375
1859,0,0.0128113,0,0,0,0,0.0328163,0,0,0,0,0,0,0.0541756,0.0122056,0.00939509,0,0,0,0.0163725,0,0,0.0112078,0.0522654,0.0184248,0.0181499,0.00993548,0.0305773,0.0385939,0.0120753,0.0119818,0.00889051,0.0102943,0.0164604,0.00880342,0.0325704,0.123253,0.0107796,0.012156,0.0150596,0.0263799,0.0441303,0.00971286,0.0218555,0.0308344,0,0,0.0297532,0,0.0273966,0,0,0.0237046,0.00733253,0.030996,0.0239641,0.00677281,0.0126489,0,0,0.0132091,0.0388445,0,0,0.0329209,0.030143,0.00991056,0.0180965,0.0435887,0.0138386,0,0,0,0,0,0,0.0511912
1860,0,0.0132229,0,0,0,0,0.0325599,0,0,0,0,0,0,0.0533993,0.0122893,0.00925206,0.0270147,0,0,0.0162492,0,0,0.0109956,0.0519711,0.0186778,0.0191623,0.0105708,0.0294224,0.0387458,0.0120322,0.0123055,0.00960777,0.0103301,0.0167693,0.00854467,0.0323693,0.124669,0.0109285,0.0122176,0.0149338,0.0292081,0.0440832,0.0208188,0.0206724,0.0305815,0,0,0.0297737,0,0.0273931,0,0,0.0242498,0.0230973,0.0295333,0.0237924,0.0131768,0,0,0,0.0239657,0.0367429,0,0,0.0394016,0.0301294,0.0101142,0.018184,0.0431161,0.0137188,0,0,0,0,0,0,0.0511389
1861,0,0.0129073,0,0,0,0,0.0326723,0,0,0,0,0,0,0.0528429,0.0123476,0.00939976,0,0,0,0.0161853,0,0,0.0110288,0.0523644,0.0201153,0.0186637,0.0103135,0.030721,0.0384929,0.0120066,0.0123251,0.0092143,0.0110101,0.0174624,0.00907437,0.0329532,0.125658,0.0108536,0.0122599,0.0149207,0,0.0440681,0.0107747,0.0217829,0.0305575,0,0,0.029418,0,0.0271016,0,0,0.0234039,0.0083119,0.0311388,0.0239195,0.00671844,0.0120775,0,0,0.0128233,0.0375716,0.0120079,0,0.0353117,0.0298937,0.0099028,0.0181924,0.0432547,0.0138429,0,0,0,0,0,0,0.0511275
1862,0,0.0130164,0,0,0,0,0.032726,0,0,0,0,0,0,0.0523783,0.0123458,0.00910616,0,0,0,0.0160888,0,0,0.0108284,0.0524187,0.0208341,0.0186513,0.0102556,0.0309828,0.0385437,0.0121009,0.0123804,0.00908518,0.0109835,0.0177396,0.00910377,0.0329875,0.1258,0.0108474,0.0122509,0.0149034,0.0268426,0.0440227,0.010973,0.0219694,0.0305099,0,0,0.0290843,0,0.0270685,0,0,0.0234639,0.0079509,0.0315398,0.0241098,0.00677938,0.0125481,0,0,0.0134962,0.0382333,0,0,0.0336235,0.0296971,0.0099857,0.0180866,0.0433111,0.0139573,0,0,0,0,0,0,0.0511165
1863,0,0.013013,0,0,0,0,0.0320525,0,0,0,0,0,0,0.0526053,0.0123208,0.00956453,0.0266339,0,0,0.0158705,0,0,0.0108159,0.0516316,0.0210012,0.0193564,0.010216,0.0285766,0.0386548,0.0117776,0.0119192,0.00900421,0.010617,0.0171215,0.00887451,0.0327553,0.125053,0.0109241,0.0121876,0.0149063,0.0266292,0.0440321,0.0108734,0.0206726,0.030246,0,0,0.0291655,0,0.0272427,0,0,0.0229827,0.00723182,0.0285459,0.0240977,0.0063732,0.0124731,0,0,0.0130303,0.0379303,0,0,0.0340368,0.0297418,0.0101008,0.0180628,0.0424259,0.0136333,0,0,0,0,0,0,0.0511231
1864,0,0.0136015,0,0,0,0,0.0328285,0,0,0,0,0,0,0.0509299,0.012276,0.0100008,0,0,0,0.0160184,0,0,0.0103651,0.0519034,0,0.0191071,0.0108609,0.0319204,0.0382162,0.0123268,0.0128501,0.00963811,0.0108168,0.0176722,0.00895846,0.0328986,0.127731,0.010928,0.0122473,0.0148815,0.0288433,0.043955,0.0201312,0.0220547,0.0302717,0,0,0.0284123,0,0.0268033,0,0,0.0246505,0.0225587,0.0326462,0.0241908,0.0132203,0,0,0,0.0234249,0.0368298,0.0163724,0,0.0391058,0.0292303,0.00981096,0.0179065,0.0434056,0.01431,0,0,0,0,0,0,0.0510858
1865,0,0.0131194,0,0,0,0,0.0315344,0,0,0,0,0,0,0.0520691,0.012358,0.0100442,0.0256082,0,0,0.0156955,0,0,0.0107364,0.0511115,0,0.0199848,0.0101247,0.0277267,0.0383115,0.0115937,0,0.00885234,0.0101618,0.0165541,0.00895344,0.0327722,0.125288,0.0108505,0.0122294,0.0148696,0.0260898,0.0438987,0,0.0197106,0.0298009,0,0,0.0287294,0,0.0270259,0,0,0.0229609,0.00736872,0.0274209,0.023997,0.00653671,0.0124168,0,0,0.012882,0.0372989,0.0117392,0,0.033828,0.029447,0.0100183,0.0179642,0.0417692,0.0135705,0,0,0,0,0,0,0.0510364
1866,0,0.0131873,0,0,0,0,0.0314442,0,0,0,0,0,0,0.0515194,0.0124057,0.0101999,0.0253448,0,0,0.0156374,0,0,0.0106303,0.0508625,0,0.0199875,0.0100745,0.0277932,0.0383068,0.0114629,0.0117072,0.00889782,0.0100859,0.0166929,0.00907773,0.0329497,0.125393,0.0108664,0.012276,0.014822,0.0252249,0.0438986,0.0103888,0.0195701,0.0295841,0,0,0.0284046,0,0.0268167,0,0,0.022959,0.00704706,0.0274557,0.0240273,0.00642942,0.0124773,0,0,0.012498,0.0371689,0.0114606,0,0.0335347,0.0291904,0.00993831,0.0179108,0.0416868,0.0136302,0,0,0,0,0,0,0.051058
1867,0,0.0134077,0,0,0,0,0.0312019,0,0,0,0,0,0,0.0515935,0.0124119,0.0101232,0.0252175,0,0,0.0155721,0,0,0.0104979,0.0510132,0.0218228,0.0202471,0.00953749,0.0278732,0.0380561,0.0113615,0.0113941,0.00842261,0.0102231,0.0164052,0.00896039,0.0328734,0.125324,0.0109312,0.0122966,0.0148306,0.0248851,0.0437502,0.0104424,0.0192916,0.0294668,0,0,0.0280958,0,0.0268054,0,0,0.0229768,0.00711776,0.0274965,0.0241505,0.00619938,0.012626,0,0,0.0123658,0.0370221,0.011344,0,0.0338054,0.0290439,0.0101437,0.017917,0.0414812,0.0138077,0,0,0,0,0,0,0.0509435
1868,0,0.0136133,0,0,0,0,0.0313696,0,0,0,0,0,0,0.0509496,0.0124088,0.0105259,0,0,0,0.0156861,0,0,0.0102926,0.0516032,0.0220816,0.0198185,0.00916718,0.0300951,0.0374673,0.0115553,0.0114299,0.00799241,0.0105082,0.0164166,0.00913469,0.0330976,0.126717,0.0108379,0.0123276,0.0148086,0.0252312,0.0435634,0.0114748,0.020424,0.0294713,0,0,0.0275508,0,0.026517,0,0,0.0232202,0.00791638,0.0301686,0.0243591,0.00646963,0.0125446,0,0,0.0129106,0.0373064,0,0,0.0343938,0.028759,0.0103066,0.0178957,0.0417887,0.0142553,0,0,0,0,0,0,0.0507842
1869,0,0.013805,0,0,0,0,0.0307018,0,0,0,0,0,0,0.0509606,0.0124224,0.0104588,0.025818,0,0,0.0155821,0,0,0.010086,0.0514842,0.0219406,0.0201827,0.00929008,0.0290816,0.0373881,0,0,0.00825558,0.0101625,0.0157827,0.00886339,0.0327086,0.12631,0.0108398,0.012278,0.0146899,0.0254024,0.0436505,0.0118372,0.0196401,0.0291968,0,0,0.0273887,0,0.0262995,0,0,0.0228143,0.00784548,0.0286926,0.0244048,0.00627164,0.0122908,0,0,0.0123038,0.0367243,0.0111344,0,0.0347852,0.0286574,0.0101559,0.0178631,0.0410901,0.0142698,0,0,0,0,0,0,0.0508498
1870,0,0.0138189,0,0,0,0,0.0301375,0,0,0,0,0,0,0.0509984,0.0124442,0.0105811,0.02489,0,0,0.0155386,0,0,0.00997104,0.0510049,0.0221077,0.0201982,0.00871351,0.0281466,0.0371912,0.0112828,0.0107027,0.00750628,0.0100653,0.0154026,0.0090455,0.0327794,0.125686,0.0107413,0.0122113,0.0145809,0.0252832,0.0437303,0.0117083,0.0191586,0.0289458,0,0,0.0275217,0,0.0264469,0,0,0.0226759,0.00757253,0.0277332,0.0245648,0.00605237,0.012304,0,0,0.0120501,0.0363232,0.010871,0,0.0347039,0.0287814,0.0101019,0.0177902,0.0406653,0.0142257,0,0,0,0,0,0,0.0509575
1871,0,0.0143603,0,0,0,0,0.0302208,0,0,0,0,0,0,0.0500906,0.0124259,0.0103952,0.0249417,0,0,0.0158003,0,0,0.00969705,0.0508741,0,0.0206446,0.00886603,0.0288743,0.0369433,0.0115342,0,0.00787666,0.00962239,0.01485,0.00880741,0.0327181,0.126309,0.0108474,0.012232,0.0144493,0.0265151,0.0437301,0.0193843,0.0193381,0.0287573,0,0,0.0274726,0,0.0264787,0,0,0.023659,0.0226111,0.0287109,0.0247383,0.0109838,0,0,0,0.0220671,0.0353988,0,0,0.0381655,0.0288134,0.0104289,0.0177318,0.0407612,0.0145978,0,0,0,0,0,0,0.0509807
1872,0,0.0140014,0,0,0,0,0.0294886,0,0,0,0,0,0,0.0507042,0.0124415,0.0104724,0.0243036,0,0,0.0158327,0,0,0.0101523,0.0505974,0,0.020692,0.00827919,0.0271731,0.0365291,0.011125,0,0.00738132,0.0097328,0.0144464,0.00858931,0.0328936,0.125505,0.0106576,0.0122805,0.0146597,0.0266517,0.0436022,0.0124623,0.0187592,0.0284737,0,0,0.0275482,0,0.0266227,0,0,0.0224192,0.00779949,0.0267982,0.0247461,0.0061559,0.0125825,0,0,0.0127414,0.0359711,0,0,0.0343975,0.0289297,0.0105716,0.0177314,0.039789,0.0143337,0,0,0,0,0,0,0.0508613
1873,0,0.0143838,0,0,0,0,0.0301151,0,0,0,0,0,0,0.0501552,0.0124074,0.0104761,0,0,0,0.0161949,0,0,0.0100513,0.0513917,0.0220264,0.0202277,0.00797666,0.0303186,0.0360648,0,0,0.0071435,0.00938884,0.0148036,0.00793192,0.0328258,0.127228,0.0106948,0.0123586,0.0147031,0.0262238,0.0434986,0.0127552,0.0204742,0.0285874,0,0,0.0269154,0,0.0262246,0,0,0.0227153,0.00827948,0.0304976,0.0250834,0.00651344,0.0124475,0,0,0.012868,0.0359046,0.0110851,0,0.0340999,0.0285142,0.0104655,0.017566,0.0404642,0.014968,0,0,0,0,0,0,0.0507826
1874,0,0.0142198,0,0,0,0,0.0294713,0,0,0,0,0,0,0.0502921,0.0123953,0.0103198,0.0253133,0,0,0.0161572,0,0,0.0101697,0.0507217,0.0213193,0.0203541,0.00712032,0.028859,0.036042,0.0106988,0,0.00626993,0.00893806,0.0141765,0,0.0327034,0.126511,0.0107993,0.0123173,0.014692,0.0255887,0.043573,0.0132139,0.0197429,0.0281409,0,0,0.0270273,0,0.0263447,0,0,0.0222057,0.00859416,0.0286102,0.0248845,0.0066282,0.0120909,0,0,0.0127277,0.0352329,0,0,0.0344444,0.0284972,0.010552,0.0175213,0.0397266,0.014606,0,0,0,0,0,0,0.050829
1875,0,0.0142056,0,0,0,0,0.0291496,0,0,0,0,0,0,0.0510276,0.0123721,0.00985682,0.024893,0,0,0.0162289,0,0,0.0102593,0.0504737,0.0214941,0.0205633,0.00639842,0.0285126,0.0358876,0.010358,0,0.00571515,0.00846842,0.0129776,0.00822579,0.0323611,0.125555,0.0108881,0.0122975,0.0146991,0.0257549,0.0436817,0.013565,0.0196104,0.0278326,0,0,0.0271066,0,0.026385,0,0,0.0219632,0.00871651,0.0281092,0.0248227,0.00659552,0.0123027,0,0,0.0127894,0.0346894,0,0,0.0343793,0.0285164,0.010869,0.0174827,0.0393318,0.0144855,0,0,0,0,0,0,0.0509103
1876,0,0.0140917,0,0,0,0,0.0289106,0,0,0,0,0,0,0.0505771,0.0124083,0.0100022,0.0249088,0,0,0.0162547,0,0,0.0103558,0.0501771,0,0.0206877,0.00630778,0.0282337,0.0358162,0.0102365,0,0.00574851,0.00834717,0.0123092,0.00851099,0.0325626,0.125368,0.0109684,0.0123299,0.0147489,0.0267457,0.0436416,0.0136854,0.0194147,0.027609,0,0,0.0270209,0,0.0263832,0,0,0.0217413,0.00896628,0.0278365,0.0247698,0.006596,0.0129156,0,0,0.0127467,0.0342876,0.0107688,0,0.0345535,0.0285218,0.0110244,0.0175413,0.0390407,0.0143541,0,0,0,0,0,0,0.0508768
1877,0,0.0141347,0,0,0,0,0.0285778,0,0,0,0,0,0,0.0502837,0.012505,0.0101041,0.0250496,0,0,0.0163557,0,0,0.0103532,0.0500226,0,0.0208447,0.00610791,0.0283091,0.0355482,0.0100826,0,0.00565422,0.00833211,0.0119672,0.00844213,0.0325687,0.125307,0.0110024,0.0124208,0.0148217,0.0267354,0.0435706,0.0143614,0.0192459,0.0274714,0,0,0.0267946,0,0.0263807,0,0,0.0214907,0.00938667,0.027937,0.0248247,0.00677617,0.0129079,0,0,0.013388,0.0342811,0,0,0.0342859,0.0285163,0.0107336,0.0175407,0.0387698,0.0144306,0,0,0,0,0,0,0.0508203
1878,0,0.0143163,0,0,0,0,0.0283425,0,0,0,0,0,0,0.0507263,0.0125511,0.00978867,0.024973,0,0,0.0164453,0,0,0.0103279,0.0500483,0.0217878,0.0209854,0.00543248,0.0285283,0.0352318,0.00969999,0,0.00502727,0.00848268,0.0116689,0.00815924,0.0321502,0.124464,0.0110792,0.0124984,0.0149234,0.0259332,0.0435797,0.0146458,0.0192942,0.0273416,0,0,0.0267275,0,0.026291,0,0,0.0213876,0.00922001,0.0282241,0.0249156,0.00679432,0.0124894,0,0,0.0130742,0.0340851,0.0105407,0,0.0334663,0.0284719,0.0107433,0.0174434,0.0385345,0.0146056,0,0,0,0,0,0,0.0508254
1879,0,0.0149535,0,0,0,0,0.0286054,0,0,0,0,0,0,0.0499572,0.0125357,0.00952293,0.0257212,0,0,0.0165724,0,0,0.00991243,0.0499365,0.0213219,0.0213183,0.00562617,0.0301113,0.0349251,0.00985138,0,0.00525095,0.00823713,0.011549,0.00789353,0.0318533,0.125381,0.0113705,0.0125778,0.0149831,0.0220278,0.0435738,0.019366,0.0198323,0.0272966,0,0,0.0265968,0,0.0261413,0,0,0.0228017,0.0188716,0.0301451,0.0250759,0.0074611,0,0,0,0.0200669,0.0337828,0,0,0.0286471,0.0284152,0.0108598,0.0173157,0.0389524,0.0149241,0,0,0,0,0,0,0.0508569
1880,0,0.0143163,0,0,0,0,0.0274588,0,0,0,0,0,0,0.0508842,0.012596,0.00979647,0.0255175,0,0,0.0162656,0,0,0.0102551,0.0495288,0.0214317,0.0210725,0.00510119,0.0280136,0.034345,0.00933385,0,0.00460056,0.00844515,0.011533,0.00818753,0.0321753,0.124283,0.0110187,0.0125998,0.0151649,0.0260951,0.0435592,0.0162478,0.0195922,0.0270989,0,0,0.0267547,0,0.026279,0,0,0.0209144,0.00916722,0.0276289,0.0250946,0.0073573,0.0127725,0,0,0.0134696,0.0324532,0.0109521,0,0.0328134,0.0286514,0.0106542,0.0173239,0.0377214,0.0143669,0,0,0,0,0,0,0.0508614
1881,0,0.0144103,0,0,0,0,0.0270934,0,0,0,0,0,0,0.0509196,0.0126796,0.00985568,0.025541,0,0,0.0162229,0,0,0.0100695,0.0494112,0.021249,0.0211513,0.00490884,0.0283456,0.0339553,0.00916202,0,0.00452554,0.00862899,0.0112275,0.008171,0.0321449,0.123787,0.0110883,0.0127112,0.0152199,0.0263712,0.0435656,0.0172125,0.0196718,0.0269932,0,0,0.0265034,0,0.0261128,0,0,0.0209582,0.00974089,0.0280674,0.0252296,0.00787592,0.012824,0,0,0.0138406,0.0325483,0.0112239,0,0.0328592,0.028599,0.0106194,0.0173299,0.0374629,0.014452,0,0,0,0,0,0,0.0508762
1882,0,0.0153027,0,0,0,0,0.0266897,0,0,0,0,0,0,0.050132,0.0127336,0.0103255,0.0252057,0,0,0.0163796,0,0,0.00978804,0.0490689,0,0.0211895,0.00540252,0.0283587,0.0331673,0.00915874,0,0.00495066,0.00903381,0.0111079,0.00847253,0.0325169,0.124115,0.0112051,0.0127827,0.0151515,0.0276188,0.043679,0.018829,0.0200337,0.0280634,0,0,0.027444,0,0.0269123,0,0,0.0206197,0.01043,0.0281071,0.02671,0.00844394,0.0132514,0,0,0.0145369,0.0318736,0,0,0.033294,0,0.0111643,0.0176069,0.0370095,0.0153441,0,0,0,0,0,0,0.050872
1883,0,0.0148929,0,0,0,0,0.0273611,0,0,0,0,0,0,0.0489118,0.0129096,0.0101621,0.0255629,0,0,0.0163741,0,0,0.00924223,0.0488103,0,0.0217225,0.00619802,0.0305814,0.0336272,0.00951095,0,0.00572118,0.00851885,0.0111171,0.00810473,0.0322523,0.126461,0.0115271,0.0129904,0.0151893,0.0263207,0.0435303,0.0208175,0.0204792,0.0267233,0,0,0.0256081,0,0.0256479,0,0,0.0224238,0.0178274,0.0307009,0.0254855,0.00851082,0,0,0,0.0183428,0.0325365,0.0138211,0,0,0.0280817,0.0107291,0.0171128,0.0375533,0.0148678,0,0,0,0,0,0,0.0508736
1884,0,0.0141521,0,0,0,0,0.0261703,0,0,0,0,0,0,0.0512492,0.01303,0.0098971,0.0248639,0,0,0.0159154,0,0,0.00980049,0.0487837,0.0208749,0.0212893,0.00494104,0.0286159,0.032904,0.00882073,0,0.00421604,0.00882469,0.0112911,0.00824528,0.032304,0.124086,0.0109569,0.0130383,0.0154531,0.0288189,0.0435411,0.0214352,0.0206079,0.0265952,0,0,0.0254911,0,0.0256258,0,0,0.0199101,0.0103648,0.0282826,0.0255985,0.00883519,0.0140383,0,0,0.0154591,0.0301733,0,0,0.0330539,0.0280591,0.0107435,0.0171184,0.0360098,0.0144239,0,0,0,0,0,0,0.0509018
1885,0,0.0149128,0,0,0,0,0.0266109,0,0,0,0,0,0,0.0499078,0.0130201,0.00994463,0.0256911,0,0,0.0163348,0,0,0.00916426,0.0484081,0.0208471,0.0216377,0.0059085,0.031061,0.0327537,0.00938794,0.00866623,0.00490035,0.00821163,0.0114576,0.00804337,0.0321335,0.125894,0.0116249,0.0131186,0.0154922,0.0221173,0.0436308,0.0277294,0.0209877,0.026538,0,0,0.0248397,0,0.0251136,0,0,0.0218876,0.0131426,0.0312482,0.0257109,0.0120992,0,0,0,0.0209385,0.0318085,0,0,0.0176426,0.0276713,0.0109384,0.0170714,0.0366549,0.0149383,0,0,0,0,0,0,0.0509962
1886,0,0.0149017,0,0,0,0,0.0262007,0,0,0,0,0,0,0.0502574,0.0130849,0.00993071,0.0258256,0,0,0.016398,0,0,0.00918174,0.0481609,0.0208628,0.0213225,0.00598529,0.031493,0.0322966,0.00893229,0.00856502,0.004693,0.00821422,0.0113463,0.00805299,0.0321377,0.12473,0.0116651,0.0131653,0.0156503,0.022742,0.0436758,0.0301029,0,0.0264305,0,0,0.0244329,0,0.0247325,0,0,0.0212812,0.0131543,0.0315557,0.0258829,0.0133331,0,0,0,0.0217971,0.0309416,0,0,0.0173759,0.0274945,0.0113092,0.0170232,0.0361214,0.0149912,0,0,0,0,0,0,0.0510372
1887,0,0.0149404,0,0,0,0,0.0258022,0,0,0,0,0,0,0.0495042,0.0130496,0.0103395,0.0259118,0,0,0.016395,0,0,0.00918691,0.047783,0,0.0217886,0.00656667,0.0312801,0.0320922,0.00882746,0.00880202,0.00520792,0.00818263,0.0108741,0.00825238,0.0324525,0.124174,0.0117471,0.013163,0.015843,0.0235821,0.0437161,0.0320402,0.0217008,0.0262224,0,0,0.0243597,0,0.0247664,0,0,0.0215269,0.0116549,0.0314416,0.0260026,0.0149347,0,0,0,0.0217644,0.0306031,0.0172628,0,0.0168624,0.0275015,0.0112947,0.0169625,0.0355396,0.0149216,0,0,0,0,0,0,0.0511085
1888,0,0.014894,0,0,0,0,0.0256111,0,0,0,0,0,0,0.0496301,0.0129384,0.0103679,0.0261151,0,0,0.0162915,0,0,0.00931267,0.0475535,0,0.0219804,0.00664578,0.0314755,0.031791,0.00866482,0.00875631,0.00538157,0.00823392,0.0106725,0.00827367,0.0324708,0.124068,0.0117179,0.0131587,0.0161829,0.0258761,0.043693,0.0363441,0.0218112,0.0261122,0,0,0.0240423,0,0.0246682,0,0,0.0213494,0.0103163,0.031578,0.0261813,0.0168988,0,0,0,0.0232506,0.0302322,0,0,0.0171556,0.027427,0.011282,0.016862,0.0350374,0.0148994,0,0,0,0,0,0,0.0511207
1889,0,0.0149792,0,0,0,0,0.0251473,0,0,0,0,0,0,0.050949,0.0131058,0.00963934,0.0262168,0,0,0.0162987,0,0,0.00917666,0.0475919,0.0207776,0.0219999,0.00594172,0.0317142,0.0312997,0.00833644,0.00816887,0.00470597,0.00827616,0.010562,0.00798075,0.0320909,0.123303,0.0116386,0.0133243,0.0161152,0.0281081,0.0436125,0.0396088,0.0218934,0.0260575,0,0,0.023694,0,0.0245856,0,0,0.0211594,0.00917264,0.0317603,0.0263581,0.0185278,0,0,0,0.023842,0.0296882,0,0,0.0178468,0.0274256,0.0108893,0.0168251,0.034495,0.0149951,0,0,0,0,0,0,0.051069
1890,0,0.0150408,0,0,0,0,0.0245517,0,0,0,0,0,0,0.0513521,0.0132446,0.00947071,0.0263065,0,0,0.0163711,0,0,0.00902236,0.0474122,0.0201757,0.0219182,0.00580071,0.0318562,0.0308812,0.00843442,0.00799839,0.00456182,0.00844532,0.0104184,0.00795126,0.0320961,0.122503,0.0115943,0.0134485,0.0160419,0.0298448,0.0435779,0.0418931,0.0220935,0.026013,0,0,0.0236662,0,0.0245088,0,0,0.02104,0.00760204,0.0319391,0.0265172,0.0201543,0,0,0,0.0235611,0.0291343,0.0199506,0,0.0184672,0.0274498,0.0107442,0.0167699,0.0339507,0.0150634,0,0,0,0,0,0,0.0510476
1891,0,0.0149808,0,0,0,0,0.0240069,0,0,0,0,0,0,0.0516028,0.0132209,0.00950312,0.0266054,0,0,0.0163346,0,0,0.00901216,0.0471132,0.0194183,0.0218792,0.00563949,0.0319139,0.030594,0.00852368,0.00817128,0.00445217,0.00876489,0.01031,0.007888,0.0321236,0.121739,0.0115535,0.0134445,0.0161633,0.0323738,0.0435578,0.0452682,0.0222873,0.025943,0,0,0.0235229,0,0.0244039,0,0,0.020876,0.0065751,0.0320454,0.0266474,0.0217302,0,0,0,0.0238652,0.0285612,0.0209369,0,0.0196431,0.027365,0.0112484,0.0167259,0.0334996,0.0150517,0,0,0,0,0,0,0.0510315
1892,0,0.0138052,0,0,0,0,0.0225885,0,0,0,0,0,0,0.052539,0.0132089,0.0107812,0.0262618,0,0,0.0155955,0,0,0.00983155,0.0463928,0,0.0213815,0.00562072,0.0287999,0.0300838,0.00802276,0.00795233,0.00440405,0.00950095,0.0102734,0.00839806,0.0329954,0.119459,0.0107531,0.0133123,0.0164244,0.0450228,0.0435944,0.0366846,0.0221852,0.0258006,0,0,0.0237604,0,0.0245582,0,0,0.017413,0.00771489,0.0283622,0.0266617,0.0108947,0.0193659,0.0129301,0,0.0207581,0.0232774,0,0,0.0452165,0.0275245,0.0118676,0.016737,0.031738,0.0144484,0,0,0,0,0,0,0.0510607
