Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,x73,,x77
1176,0.0344861,0,0,0,0,0.0218526,0,0,0,0.0138977,0,0.00724175,0.00964814,0,0,0.0484401,0,0.0252315,0.0294151,0.0441723,0.0113605,0.0166377,0.00662657,0.00907403,0.0627153,0.00261245,0.00566741,0.00746086,0.00557471,0.00509434,0.00404393,0.025027,0.00868897,0.0377107,0.0267071,0.0156812,0.0598983,0.0438228,0.0433334,0,0.026022,0,0,0.0181123,0,0.0447551,0.0187481,0.0388595,0.0538176,0.0128124,0.0230331,0.00939204,0.0281342,0.0151688,0.023132,0.0272404,0.021545,0.0271307,0.00553659,0.0309611,0.0279882,0.0467669,0.0247368,0.00797141,0.0122509,0.0229047,0.0309304,0,0,0,0,0,0,0,0
1177,0.0348565,0,0,0,0,0.0220727,0,0,0,0.0146048,0,0.00727566,0.00979032,0,0,0.0493571,0,0.0249903,0.0299768,0.0441169,0.0116257,0.0167353,0.0064499,0.00917319,0.0632265,0.00253646,0.0054561,0.00704515,0.00548452,0.0051463,0.0040222,0.0251554,0.00962711,0.0383724,0.02636,0.0158112,0.0634398,0.043922,0.0424912,0,0.0262707,0,0,0.018104,0,0.0448158,0.01881,0.0389136,0.0516456,0.0128141,0.0227486,0.0092216,0.0282015,0.0146869,0.023192,0.0272364,0.02081,0.027038,0.00545126,0.0306854,0.0270168,0.0512224,0.0246717,0.00798997,0.0123908,0.0231191,0.0313743,0,0,0,0,0,0,0,0
1178,0.0352319,0,0,0,0,0.022329,0,0,0,0.0152356,0,0.00732178,0.00996393,0,0,0.0502515,0,0.0248148,0.030512,0.0440352,0.0119646,0.0167951,0.00628756,0.00929076,0.0637206,0.00240479,0.00540887,0.00689971,0.00542376,0.00520462,0.00399727,0.0252564,0.0105908,0.0390539,0.026084,0.0157819,0.0662499,0.0440049,0.041517,0,0.0266085,0,0,0.0180979,0,0.0448663,0.0188427,0.0389872,0.0491788,0.0128206,0.0223967,0.00903949,0.0281348,0.0141143,0.0231397,0.0271063,0.0200246,0.0269108,0.00540683,0.0302077,0.0263015,0.0549028,0.0246084,0.00806196,0.0125084,0.0233541,0.0316224,0,0,0,0,0,0,0,0
1179,0.0354767,0,0,0,0,0.022455,0,0,0,0.015703,0,0.00733542,0.0101794,0,0,0.0508473,0,0.0247579,0.0308666,0.0439522,0.0123356,0.0168017,0.00602686,0.00941568,0.064035,0.00216759,0.00554552,0.00666233,0.00529409,0.00529953,0.00399064,0.025435,0.0115587,0.0395294,0.0259147,0.0157621,0.0686049,0.0440035,0.0406374,0,0.0270019,0,0,0.0180738,0,0.0448707,0.0188008,0.0389713,0.0469489,0.0127933,0.0218548,0.00889198,0.0279269,0.013517,0.0229329,0.0266944,0.0190824,0.0267751,0.00547847,0.0298554,0.0257863,0.0579362,0.0246201,0.00808237,0.0125203,0.0235455,0.0316942,0,0,0,0,0,0,0,0
1180,0.0356058,0,0,0,0,0.0225001,0,0,0,0.0163208,0,0.00740386,0.0104056,0,0,0.0512896,0,0.0247984,0.0311173,0.0439231,0.012717,0.016784,0.00575849,0.00950562,0.0642703,0.00195337,0.0055679,0.00634265,0.00517739,0.0053534,0.00401409,0.0255922,0.0126404,0.0399423,0.0258399,0.01563,0.0703824,0.0439895,0.0396528,0,0.0272196,0,0,0.0180135,0,0.0449032,0.01874,0.0388012,0.0449474,0.0127528,0.0211655,0.00872447,0.027751,0.0128814,0.0225849,0.0260603,0.0179744,0.0265415,0.00566811,0.0295476,0.0253497,0.0602231,0.0246497,0.00805452,0.012479,0.0237267,0.0318588,0,0,0,0,0,0,0,0
1181,0.0356302,0,0,0,0,0.0225207,0,0,0,0.0169325,0,0.00744097,0.0105982,0,0,0.0517912,0,0.0248942,0.031229,0.0439662,0.0130694,0.0167888,0.00554546,0.00963428,0.0644535,0.00179785,0.00548551,0.00601208,0.00509271,0.00518814,0.00406424,0.0257649,0.01366,0.0403509,0.0258405,0.0155613,0.0714965,0.0440279,0.0388262,0,0.0272709,0,0,0.0179526,0,0.0449845,0.0187228,0.0384904,0.043347,0.0127124,0.0202348,0.00859421,0.0276189,0.0120931,0.022142,0.0252215,0.0166716,0.0262225,0.00596162,0.0290819,0.025088,0.0616575,0.0246332,0.00803912,0.0124939,0.0239153,0.032077,0,0,0,0,0,0,0,0
1182,0.0356234,0,0,0,0,0.0226472,0,0,0,0.0174766,0,0.00741054,0.0107217,0,0,0.0524883,0,0.0250204,0.0314183,0.0439622,0.0133771,0.016801,0.00529038,0.00979468,0.0646214,0.00169871,0.00532788,0.00571904,0.00496685,0.00509483,0.00402815,0.0259094,0.0146294,0.040869,0.0258986,0.0153858,0.0716549,0.0440471,0.0382539,0,0.027281,0,0,0.0179375,0,0.0450389,0.0187147,0.0380509,0.0422743,0.012731,0.0191529,0.00847226,0.0275294,0.0112582,0.0216002,0.0242504,0.0152434,0.0258337,0.00630602,0.0286413,0.0250049,0.0622025,0.0245364,0.00798014,0.0125811,0.0241874,0.0322748,0,0,0,0,0,0,0,0
1183,0.035717,0,0,0,0,0.0228674,0,0,0,0.0180312,0,0.00738253,0.0108425,0,0,0.0531236,0,0.025,0.0317905,0.0439271,0.0137316,0.0167659,0.00495813,0.00993531,0.0648939,0.00169068,0.00516275,0.00542334,0.0047446,0.00589821,0.00395598,0.0258819,0.0155281,0.0413778,0.0257757,0.015442,0.0704187,0.044031,0.0378375,0,0.0273461,0,0,0.0179517,0,0.04504,0.0186882,0.0376096,0.0418352,0.012815,0.0179182,0.00835894,0.0274916,0.0103635,0.0209381,0.0231372,0.0138686,0.0254903,0.00664796,0.0283187,0.025176,0.0618533,0.0244,0.00792489,0.0126914,0.0245646,0.0324052,0,0,0,0,0,0,0,0
1184,0.0358929,0,0,0,0,0.023053,0,0,0,0.0186529,0,0.00747296,0.0109888,0,0,0.0537025,0,0.0248618,0.0323056,0.0440633,0.0141239,0.0166663,0.00457168,0.0100239,0.0652021,0.0016665,0.00508208,0.00509243,0.004563,0.00656761,0.00392746,0.0258993,0.0164796,0.0418419,0.0255175,0.0155562,0.0679553,0.0440071,0.0373515,0,0.0274489,0,0,0.0180615,0,0.0450264,0.0186566,0.0372836,0.0420503,0.0129361,0.0167161,0.0082357,0.0275376,0.00942123,0.0202139,0.0218998,0.0125906,0.0251841,0.00702225,0.0280507,0.0256095,0.060254,0.0243597,0.00783477,0.0126821,0.0249567,0.0325372,0,0,0,0,0,0,0,0
1185,0.0359285,0,0,0,0,0.0230925,0,0,0,0.0193526,0,0.00765374,0.011103,0,0,0.0544028,0,0.0248663,0.0327643,0.0441905,0.0146513,0.0165704,0.00429147,0.0101066,0.0653688,0.00169542,0.00491748,0.00483872,0.00452699,0.00666446,0.00394385,0.0259293,0.0175811,0.042447,0.0254273,0.0155842,0.0645572,0.0440317,0.0367688,0,0.0274923,0,0,0.0182185,0,0.0450749,0.0186169,0.0371145,0.0423601,0.0131078,0.0154627,0.00809672,0.0275984,0.00847754,0.0194618,0.0205728,0.0109931,0.0248909,0.00754375,0.0277127,0.0262243,0.057881,0.0243684,0.00772607,0.0126523,0.0253046,0.0325545,0,0,0,0,0,0,0,0
1186,0.0358781,0,0,0,0,0.0231207,0,0,0,0.0199348,0,0.00784669,0.0111602,0,0,0.0552231,0,0.0249707,0.0331883,0.0442837,0.0153254,0.0165032,0.00401984,0.0102124,0.0654686,0.00173295,0.00465671,0.00450051,0.00448693,0.00647833,0.00399333,0.0260176,0.0186573,0.0431626,0.0254589,0.0154686,0.0605537,0.04402,0.035919,0,0.0274754,0,0,0.018361,0,0.0450915,0.0185531,0.0370044,0.0422435,0.0133134,0.0142361,0.00794552,0.0277321,0.00760733,0.0185508,0.0191438,0.00946356,0.0245757,0.00830392,0.0272061,0.0268586,0.0556763,0.0243783,0.00758114,0.0126035,0.0255941,0.0324803,0,0,0,0,0,0,0,0
1187,0.0359127,0,0,0,0,0.0231618,0,0,0,0.0206414,0,0.00802424,0.0111733,0,0,0.0561219,0,0.0248998,0.033696,0.0443853,0.0160212,0.0164603,0.00377992,0.0103465,0.0656516,0.00176743,0.00444807,0.00401994,0.00447067,0.00638745,0.00409066,0.026025,0.0197458,0.0438894,0.0253006,0.0155901,0.0564409,0.0440189,0.0348039,0,0.0274758,0,0,0.0185052,0,0.0450891,0.0185517,0.0368573,0.0416627,0.0135494,0.013234,0.00780757,0.0279839,0.00679823,0.017434,0.0174722,0.0081494,0.0242456,0.00932943,0.0264319,0.0274191,0.0541146,0.0244065,0.00753481,0.0125957,0.0258583,0.0323291,0,0,0,0,0,0,0,0
1188,0.0359168,0,0,0,0,0.0232256,0,0,0,0.0213356,0,0.00817231,0.0111947,0,0,0.0568123,0,0.0248153,0.0341819,0.0445244,0.0166202,0.0163939,0.00345971,0.0104879,0.0658668,0.00174561,0.00415616,0.00362927,0.00441508,0.00655396,0.00416202,0.0260386,0.020802,0.0445569,0.0251623,0.0156585,0.0519381,0.0440419,0.0336204,0,0.0274616,0,0,0.0187063,0,0.0450757,0.0186353,0.0367071,0.0407695,0.0138399,0.0126623,0.00763725,0.0282283,0.00594163,0.0161601,0.0153965,0.00693625,0.0240858,0.0104591,0.02541,0.0278197,0.0523462,0.0244432,0.00757429,0.0126593,0.0261077,0.0321761,0,0,0,0,0,0,0,0
1189,0.0354826,0,0,0,0,0.0224044,0,0,0,0.0223218,0,0.00839654,0.0110346,0,0,0.0574231,0,0.0247808,0.034477,0.0446919,0.0172533,0.0163373,0.00334489,0.0104347,0.0646498,0.0017468,0.00390127,0.00350112,0.0044822,0.00667303,0.00427761,0.0260628,0.0215589,0.0449347,0.0250348,0.0156767,0.0473468,0.0441295,0.0324613,0,0.0272525,0,0,0.0189652,0,0.0449977,0.0187088,0.0367843,0.0392741,0.0141511,0.0124368,0.00721222,0.0293499,0.00520481,0.0148297,0.0130201,0.00572756,0.0239654,0.011324,0.0243057,0.0279764,0.0485672,0.0248468,0.00763772,0.0127686,0.025084,0.0315253,0,0,0,0,0,0,0,0
1190,0.0351713,0,0,0,0,0.0224069,0,0,0,0.02283,0,0.00853212,0.0111565,0,0,0.0580553,0,0.0248827,0.0348497,0.0448798,0.0179171,0.0162772,0.00301165,0.0105615,0.0645599,0.00161687,0.00333471,0.00310777,0.00448031,0.00689657,0.004369,0.0260715,0.0224929,0.0454655,0.0250708,0.0155375,0.0412692,0.0442016,0.0301614,0,0.0269253,0,0,0.0191014,0,0.0450094,0.0187795,0.0370449,0.0368558,0.0143818,0.012233,0.00702263,0.0294307,0.00480871,0.0135225,0.010671,0.00500604,0.0234813,0.0119187,0.0232309,0.0272826,0.0432307,0.024788,0.00766203,0.0127979,0.0251659,0.0311632,0,0,0,0,0,0,0,0
1191,0.0347571,0,0,0,0,0.0224226,0,0,0,0.0231293,0,0.00857671,0.0113187,0,0,0.0584866,0,0.025006,0.0351291,0.0450634,0.0185054,0.0162195,0.00259163,0.0106033,0.0644588,0.00152792,0.00284756,0.00250104,0.00447276,0.00699622,0.00447783,0.0261012,0.0232016,0.045953,0.0251667,0.0154319,0.0346084,0.0443096,0.0263615,0,0.0265318,0,0,0.0192283,0,0.0450605,0.0188496,0.037123,0.0329046,0.0145245,0.0113917,0.00689628,0.0295305,0.00485493,0.0124166,0.00893736,0.00495215,0.0223548,0.0124164,0.0221369,0.0254689,0.0373802,0.0247654,0.00769305,0.0127456,0.0252527,0.0306401,0,0,0,0,0,0,0,0
1192,0.0343801,0,0,0,0,0.0224123,0,0,0,0.0230548,0,0.00856735,0.0114438,0,0,0.0588842,0,0.0250045,0.0354006,0.0452513,0.0190685,0.0161635,0.00215524,0.0106357,0.064399,0.00156509,0.00249847,0.00225469,0.00448838,0.00690461,0.00452405,0.0261873,0.0235644,0.0464081,0.0251317,0.0155132,0.0286727,0.0443724,0.022713,0,0.0261592,0,0,0.0193804,0,0.0450676,0.018836,0.0368372,0.0293447,0.0146716,0.0104972,0.00681322,0.0298073,0.00527979,0.0113716,0.00773927,0.00537329,0.0206414,0.0133037,0.0206396,0.0230278,0.0319493,0.0248987,0.0077487,0.0128235,0.0254174,0.0301245,0,0,0,0,0,0,0,0
1193,0.0339254,0,0,0,0,0.02239,0,0,0,0.0222514,0,0.00851424,0.0113702,0,0,0.0592811,0,0.0250643,0.0356536,0.0454951,0.019699,0.0161577,0.00182108,0.0105661,0.0642938,0.00172847,0.00229173,0.00219578,0.00450296,0.00674161,0.00457205,0.0262775,0.0234537,0.0468527,0.0251746,0.015541,0.0238222,0.0443712,0.0203278,0,0.0256458,0,0,0.0194676,0,0.0450078,0.0187698,0.0364759,0.0272188,0.0150562,0.0101499,0.00676735,0.029994,0.00592752,0.0102797,0.00646706,0.00631535,0.018938,0.0146568,0.0187964,0.0209868,0.0275456,0.0250201,0.00783229,0.0129086,0.0257796,0.0295854,0,0,0,0,0,0,0,0
1194,0.0335073,0,0,0,0,0.0223948,0,0,0,0.0210346,0,0.00837938,0.0111701,0,0,0.0597481,0,0.0250495,0.0359502,0.0457859,0.0204965,0.0162018,0.00169468,0.0103388,0.0641901,0.00201641,0.00223885,0.00222297,0.00453915,0.00665188,0.00461926,0.0262808,0.0229506,0.0473299,0.0251518,0.015614,0.0198543,0.0444209,0.0183369,0,0.0252155,0,0,0.0195293,0,0.0449705,0.0187754,0.0360737,0.0259318,0.0156011,0.009912,0.00667517,0.0301438,0.00666458,0.00940752,0.00543184,0.00747562,0.0175833,0.015942,0.0172167,0.0196461,0.0237056,0.0252077,0.00791794,0.013062,0.0262259,0.0291416,0,0,0,0,0,0,0,0
1195,0.0331409,0,0,0,0,0.0223559,0,0,0,0.0195729,0,0.00815159,0.010987,0,0,0.0602317,0,0.025159,0.0361259,0.0461395,0.0211635,0.016119,0.00172256,0.0100389,0.0640684,0.00235403,0.0023861,0.00234199,0.00460147,0.00676707,0.00471315,0.0262761,0.022043,0.0479027,0.0252993,0.0154567,0.016622,0.0445463,0.0165359,0,0.0249541,0,0,0.0196358,0,0.0449983,0.0188083,0.0359541,0.0248106,0.0161513,0.00944098,0.00649405,0.0302319,0.00717972,0.00905108,0.00485675,0.00835472,0.0164029,0.0168218,0.0160869,0.0185887,0.0204105,0.0253813,0.00804992,0.0131653,0.0267192,0.0286125,0,0,0,0,0,0,0,0
1196,0.0329002,0,0,0,0,0.0224038,0,0,0,0.0180246,0,0.00792823,0.0110346,0,0,0.0606591,0,0.0251484,0.036313,0.0464544,0.021724,0.0160156,0.00171565,0.00980921,0.0641018,0.00264524,0.00283174,0.00248273,0.00472645,0.00693335,0.00487187,0.0264281,0.0207818,0.0484797,0.0253115,0.0153468,0.0140506,0.0446984,0.0151406,0,0.0249368,0,0,0.019854,0,0.0450641,0.0188959,0.0361822,0.0241517,0.016563,0.00925226,0.00624533,0.0304332,0.00743031,0.00911521,0.00448411,0.00897205,0.0155091,0.0174496,0.0152547,0.0175584,0.017808,0.0256823,0.00822718,0.0132232,0.0272504,0.028091,0,0,0,0,0,0,0,0
1197,0.0327864,0,0,0,0,0.0224485,0,0,0,0.0165123,0,0.00784508,0.011061,0,0,0.0609603,0,0.0250361,0.0365101,0.0467682,0.0223298,0.0159552,0.00185002,0.00975517,0.0642259,0.00292602,0.00314464,0.00256706,0.0048807,0.00717817,0.00504825,0.0266756,0.0190567,0.0488103,0.0251927,0.0154347,0.0121306,0.0447826,0.0141352,0,0.024658,0,0,0.0200751,0,0.0450921,0.0190051,0.0360357,0.0237097,0.0168064,0.00962275,0.0059557,0.0306988,0.00759792,0.00929229,0.00434249,0.0094636,0.0146867,0.0183046,0.0144799,0.0166766,0.0159073,0.0260807,0.00835538,0.0132355,0.0275718,0.0278578,0,0,0,0,0,0,0,0
1198,0.0326239,0,0,0,0,0.0224581,0,0,0,0.0145978,0,0.00795325,0.0110912,0,0,0.061152,0,0.025072,0.0366219,0.0470995,0.0230371,0.0158865,0.00209516,0.00974499,0.0643613,0.00319955,0.00319488,0.00264579,0.00508167,0.00759851,0.00521328,0.0269651,0.017052,0.048982,0.0252385,0.0153685,0.0105685,0.0448199,0.0131985,0,0.0243913,0,0,0.0201338,0,0.0451019,0.0190731,0.0358196,0.0231374,0.0170155,0.0102982,0.00561428,0.031003,0.00768503,0.00941483,0.00441888,0.00978098,0.0138987,0.0192978,0.0135752,0.0159237,0.0143214,0.0263092,0.0084101,0.0132984,0.0277756,0.027697,0,0,0,0,0,0,0,0
1199,0.032442,0,0,0,0,0.0224646,0,0,0,0.0125418,0,0.00824006,0.0110988,0,0,0.0611698,0,0.0250678,0.0366644,0.0473149,0.0236041,0.0158656,0.00234731,0.00968282,0.0645681,0.00350858,0.00317767,0.00272421,0.0052799,0.00800307,0.00539924,0.0272292,0.0152468,0.0490051,0.0252327,0.0154651,0.00887692,0.0448987,0.0123186,0,0.0242508,0,0,0.0200807,0,0.045147,0.0191774,0.0354731,0.0225614,0.0170761,0.0108146,0.00531927,0.0312164,0.00778276,0.00931587,0.0046546,0.00996623,0.0131935,0.0201064,0.0126338,0.0152636,0.0125625,0.0263873,0.00852464,0.0134583,0.0279079,0.0275868,0,0,0,0,0,0,0,0
1200,0.0322411,0,0,0,0,0.022454,0,0,0,0.0106462,0,0.00875508,0.0109929,0,0,0.061038,0,0.0251326,0.0366171,0.0474773,0.0238585,0.0158607,0.00249008,0.009551,0.0647344,0.00380009,0.00326635,0.00278566,0.00542393,0.00844743,0.00562364,0.0274927,0.0139289,0.0489746,0.0253174,0.0154242,0.00709578,0.0450255,0.0113602,0,0.0241036,0,0,0.0199889,0,0.0452321,0.0192941,0.0350748,0.0217137,0.0170377,0.0108062,0.00506918,0.0313957,0.00796322,0.00904419,0.00494214,0.0101404,0.0124933,0.0207606,0.0118847,0.0146302,0.0107461,0.0263682,0.00870272,0.0136409,0.0279962,0.0275067,0,0,0,0,0,0,0,0
1201,0.032172,0,0,0,0,0.0225005,0,0,0,0.00954638,0,0.00930116,0.0108597,0,0,0.060913,0,0.025066,0.0366352,0.0475968,0.0237476,0.015904,0.00246471,0.00942631,0.0649471,0.00405821,0.00327397,0.00285958,0.00551822,0.00881204,0.00601058,0.0276537,0.0133003,0.0488987,0.0252568,0.0154399,0.00586575,0.045091,0.0104861,0,0.0240633,0,0,0.0199667,0,0.0452624,0.019446,0.0346313,0.020882,0.0169843,0.01072,0.00500297,0.0315812,0.0079961,0.0088211,0.00545641,0.0104293,0.011917,0.0214237,0.0113373,0.0140947,0.00951985,0.0264108,0.0088374,0.0137804,0.0281378,0.0275241,0,0,0,0,0,0,0,0
1202,0.0320329,0,0,0,0,0.0224987,0,0,0,0.00938283,0,0.00978792,0.0104799,0,0,0.0607234,0,0.0250826,0.0366331,0.0477586,0.0236381,0.015892,0.00229139,0.00936986,0.0650779,0.00433849,0.00324954,0.00301078,0.00556181,0.00898728,0.00646529,0.0277769,0.0132149,0.0487621,0.0252852,0.0153859,0.00517352,0.0450626,0.00968545,0,0.023987,0,0,0.0199987,0,0.0452264,0.0195586,0.0343191,0.0202903,0.0169951,0.0106751,0.00515987,0.031521,0.00784242,0.0087654,0.00590673,0.0106511,0.0114233,0.022061,0.0106546,0.0135356,0.00855041,0.0264667,0.0088975,0.0137716,0.0282806,0.0274117,0,0,0,0,0,0,0,0
1203,0.0318608,0,0,0,0,0.0224869,0,0,0,0.0095707,0,0.0102517,0.0100518,0,0,0.060512,0,0.0252187,0.0366143,0.0479905,0.0238322,0.0159228,0.00208461,0.00936417,0.0651913,0.00469556,0.00314435,0.0031922,0.00567523,0.00895782,0.00685399,0.0278511,0.0135529,0.0485868,0.0254565,0.0151839,0.00467499,0.0450647,0.00892123,0,0.0238433,0,0,0.0200352,0,0.0452368,0.0195469,0.034382,0.0199399,0.0171373,0.0107033,0.00549271,0.0313957,0.00771146,0.00896256,0.00603524,0.010755,0.0109388,0.0227199,0.0101114,0.0129475,0.00755715,0.0264945,0.00892418,0.0137593,0.0284393,0.0272226,0,0,0,0,0,0,0,0
1204,0.0316552,0,0,0,0,0.0226601,0,0,0,0.00934728,0,0.0106963,0.0100335,0,0,0.0604119,0,0.0251946,0.0366118,0.0482808,0.0241109,0.015889,0.00174044,0.00981427,0.065468,0.00512996,0.00325025,0.00345132,0.00573026,0.00885018,0.00722488,0.0278665,0.0143768,0.048486,0.0254335,0.0152729,0.00467191,0.0451099,0.00848302,0,0.0237076,0,0,0.0200673,0,0.0453035,0.0194888,0.0345589,0.0197304,0.0173501,0.0112483,0.00635707,0.0309828,0.00777563,0.00920379,0.00631365,0.0110793,0.0107393,0.0234174,0.00971551,0.0127166,0.00658605,0.0263246,0.009001,0.0136844,0.02886,0.0272923,0,0,0,0,0,0,0,0
1205,0.0314535,0,0,0,0,0.0225311,0,0,0,0.00968755,0,0.0109566,0.00979742,0,0,0.0601166,0,0.0252224,0.0365283,0.0484148,0.0243147,0.0159475,0.00139322,0.00988244,0.0654673,0.00558372,0.00344175,0.00375045,0.00569932,0.00880023,0.00747476,0.0277053,0.0150344,0.0482737,0.0255187,0.0153177,0.00414164,0.0451844,0.00765467,0,0.0237212,0,0,0.0201453,0,0.0453659,0.0195244,0.0342923,0.0188065,0.0175779,0.0112149,0.0067256,0.0310827,0.00776614,0.00945876,0.00646843,0.011103,0.0101191,0.0241891,0.00901087,0.011981,0.00536246,0.026395,0.00912166,0.0135373,0.0287809,0.02733,0,0,0,0,0,0,0,0
1206,0.0313254,0,0,0,0,0.0223631,0,0,0,0.0106043,0,0.0106708,0.00965495,0,0,0.0599026,0,0.0251517,0.0364205,0.0483886,0.0245635,0.0158939,0.00138731,0.0100372,0.0654799,0.00588915,0.00356853,0.0038417,0.00559889,0.00877144,0.00753202,0.0274146,0.0158534,0.0480535,0.0254984,0.0153584,0.00405223,0.0451803,0.0070033,0,0.023771,0,0,0.0202713,0,0.0453609,0.0196438,0.0338401,0.0178941,0.017753,0.0112387,0.00694955,0.0310241,0.00789138,0.00963494,0.00672872,0.0111886,0.00965769,0.0248258,0.00840943,0.011424,0.00399188,0.0264947,0.00916262,0.0135373,0.0286415,0.0274079,0,0,0,0,0,0,0,0
1207,0.0313033,0,0,0,0,0.0222155,0,0,0,0.0118198,0,0.0101773,0.00947458,0,0,0.0597612,0,0.0252307,0.0362928,0.0482677,0.024262,0.015922,0.00159985,0.0100202,0.0655352,0.00613413,0.0038284,0.00393517,0.00529924,0.00857395,0.00735999,0.0270953,0.0168605,0.0478461,0.0256791,0.0152322,0.0041162,0.045188,0.00615383,0,0.0238334,0,0,0.0203668,0,0.045359,0.0197293,0.0334442,0.0164372,0.0179734,0.0110582,0.00690343,0.0309183,0.00807733,0.00976021,0.00678674,0.0111701,0.00904358,0.025433,0.00765327,0.0107095,0.00295497,0.0265049,0.00917096,0.0135228,0.028456,0.0275256,0,0,0,0,0,0,0,0
1208,0.0309004,0,0,0,0,0.0220399,0,0,0,0.0128122,0,0.00937022,0.0092994,0,0,0.059685,0,0.0253019,0.0361504,0.0480921,0.0234708,0.015928,0.00229906,0.00996378,0.0652688,0.0063387,0.00442475,0.00414078,0.00486614,0.00830225,0.00707911,0.0269061,0.0176586,0.0476643,0.0257337,0.0151527,0.00450171,0.0451988,0.00554577,0,0.0235913,0,0,0.0204174,0,0.0453685,0.019672,0.0331486,0.015035,0.0182024,0.0110643,0.00681061,0.0305643,0.00816696,0.00988946,0.00690455,0.0112485,0.0086731,0.0260118,0.00706707,0.0101912,0.00307873,0.0263068,0.00918338,0.0135542,0.0283333,0.0273,0,0,0,0,0,0,0,0
1209,0.0304903,0,0,0,0,0.0218742,0,0,0,0.0138667,0,0.0084684,0.00915796,0,0,0.0594981,0,0.0252801,0.0359865,0.0479923,0.0218691,0.0159232,0.00308175,0.00970447,0.0649988,0.00665083,0.00539958,0.00458071,0.00428524,0.00783631,0.00666256,0.0268175,0.0181629,0.0474306,0.025672,0.0152031,0.00496561,0.0452174,0.00513159,0,0.0233425,0,0,0.0204525,0,0.0453845,0.0195727,0.0329644,0.0137149,0.0183464,0.0108592,0.00655599,0.0303315,0.00832977,0.0100361,0.00694824,0.011281,0.00835049,0.0264769,0.00657225,0.00973347,0.00390983,0.0261488,0.00929254,0.0135102,0.0281843,0.027096,0,0,0,0,0,0,0,0
1210,0.0300947,0,0,0,0,0.0217604,0,0,0,0.0148226,0,0.00727859,0.00900307,0,0,0.0592414,0,0.0252142,0.0359457,0.0479681,0.0195317,0.0158911,0.00395738,0.00925037,0.0647917,0.00714964,0.00654387,0.00524449,0.00370668,0.00750739,0.00602839,0.026508,0.0183664,0.0471082,0.0255609,0.0152848,0.00516836,0.0451649,0.00473597,0,0.0231312,0,0,0.0204069,0,0.0453367,0.0195173,0.032821,0.0125836,0.0183979,0.0105534,0.00606317,0.030126,0.00835476,0.01022,0.00705986,0.0112019,0.00804647,0.0269112,0.00621366,0.00928742,0.00447055,0.0259542,0.00930956,0.0133816,0.0281088,0.0269113,0,0,0,0,0,0,0,0
1211,0.0295868,0,0,0,0,0.0216455,0,0,0,0.0154163,0,0.00601776,0.00883133,0,0,0.0589173,0,0.0253147,0.0358661,0.0480138,0.0175777,0.015819,0.00495898,0.00882056,0.0644347,0.00778286,0.00781913,0.00618494,0.0032718,0.007279,0.00535501,0.0259974,0.0183499,0.0467209,0.0256466,0.0152231,0.00523975,0.045128,0.00445998,0,0.0228154,0,0,0.0202742,0,0.0453023,0.019493,0.0327811,0.0118546,0.0182693,0.010323,0.00556337,0.0296168,0.00823256,0.0103812,0.00703929,0.0110119,0.00782511,0.0272044,0.00596388,0.00898953,0.00484569,0.0256703,0.00934809,0.0132796,0.0280526,0.0266239,0,0,0,0,0,0,0,0
1212,0.0291799,0,0,0,0,0.0215743,0,0,0,0.0157368,0,0.00508554,0.00870611,0,0,0.0585916,0,0.0253204,0.0357447,0.0481486,0.016346,0.015756,0.00588126,0.00851342,0.0640556,0.00843195,0.00888197,0.00719333,0.0029525,0.00691903,0.00464062,0.025422,0.0181276,0.0463785,0.0256373,0.0152037,0.00528834,0.0451359,0.00433483,0,0.0225114,0,0,0.0201943,0,0.0453141,0.0194558,0.0328443,0.0112366,0.0179848,0.0100694,0.00508519,0.0291941,0.00796203,0.0104602,0.006362,0.0106782,0.007685,0.0273189,0.00582614,0.0088325,0.0051029,0.0254405,0.00943359,0.0132236,0.0279961,0.0263921,0,0,0,0,0,0,0,0
1213,0.0287711,0,0,0,0,0.0214232,0,0,0,0.0164848,0,0.0046167,0.00874167,0,0,0.0582029,0,0.025364,0.03565,0.0483339,0.0155489,0.0156786,0.00683801,0.00831109,0.0636218,0.00910403,0.00983937,0.00828196,0.00290929,0.00652193,0.00396648,0.0248628,0.0176625,0.0460045,0.0256861,0.015086,0.00529347,0.0450868,0.00424404,0,0.0222435,0,0,0.0201984,0,0.0452831,0.0194127,0.0329749,0.0105171,0.0175989,0.0099509,0.00465634,0.0288326,0.00765571,0.010504,0.00591739,0.010335,0.00762242,0.0274063,0.00577977,0.00872442,0.00539475,0.0251734,0.00943255,0.0132072,0.0279137,0.0261785,0,0,0,0,0,0,0,0
