Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,x73,,x77
All Timesteps RMSE,0.0207921,0,0,0,0,0.0172657,0,0,0,0.0179973,0.0402923,0.0108091,0.010208,0,0,0.0347468,0,0.0313609,0.0221897,0.046594,0.017387,0.0185081,0.0114594,0.0126346,0.0322972,0.00951776,0.0146509,0.00991854,0.010557,0.0112699,0.00825533,0.0258606,0.0207049,0.0270817,0.0275122,0.0175014,0.01617,0.0403393,0.0184715,0.0623021,0.0191602,0,0,0.0186202,0,0.044908,0.0131858,0.0386369,0.0218835,0.0143977,0.0095139,0.0130418,0.0183859,0.00848977,0.0231747,0.013211,0.0131841,0.0168525,0.0339036,0.0148251,0.0174703,0.0171089,0.0152676,0.0172106,0.0127842,0.0178094,0.0189129,0,0,0,0,0,0,0,0
0,0.0122462,0,0,0,0,0.0223852,0,0,0,0.00270916,0.0195468,0.00911684,0.0120851,0,0,0.0126654,0,0.0354416,0.00858896,0.0400001,0.011769,0.0235571,0.00352204,0.0260076,0.0371339,0.00427007,0.00126012,0.0027169,0.00950129,0.00966992,0.00905965,0.031526,0.00904105,0.0194495,0.00698827,0.0050059,0.00879828,0.0242272,0.0133833,0.0157401,0.015497,0,0,0.0203085,0,0.0378316,0.0100248,0.0376895,0.0187346,0.0123539,0.00484051,0.0255948,0.0178116,0.00314203,0.0141141,0.00397406,0.00495313,0.0132731,0.0390159,0.0110378,0.0138841,0.0054718,0.00658118,0.0396926,0.0101231,0.023186,0.0125516,0,0,0,0,0,0,0,0
1,0.01232,0,0,0,0,0.0224085,0,0,0,0.00268355,0.0194764,0.00911369,0.012183,0,0,0.0126283,0,0.0354757,0.00852543,0.0400408,0.0117368,0.0235397,0.00350025,0.0261305,0.0371439,0.00421671,0.00114174,0.00267523,0.00952955,0.00968705,0.00907394,0.0315181,0.00891337,0.0191518,0.00707464,0.00503161,0.00875235,0.024258,0.0134022,0.015686,0.0155765,0,0,0.0201872,0,0.0378352,0.0101077,0.0376798,0.0187431,0.012366,0.00485433,0.0256885,0.0178413,0.00322735,0.0140926,0.00394852,0.00496854,0.013271,0.0390683,0.0110518,0.0139113,0.00545261,0.00661602,0.0396161,0.0100301,0.023205,0.0126193,0,0,0,0,0,0,0,0
2,0.012348,0,0,0,0,0.022406,0,0,0,0.00266422,0.0194704,0.00911403,0.0122177,0,0,0.0126117,0,0.0354628,0.00850882,0.0400383,0.0117011,0.0235724,0.00348361,0.0262351,0.0370815,0.00420566,0.00121171,0.00268365,0.00952251,0.00968908,0.00907467,0.0315021,0.00887248,0.0190529,0.00703806,0.00497723,0.00873412,0.0242497,0.0134049,0.0156775,0.0156032,0,0,0.0201727,0,0.0378265,0.0101398,0.0376571,0.0187651,0.0124042,0.00485805,0.0257876,0.0178915,0.00327252,0.0140756,0.00395336,0.00497769,0.0132921,0.0390833,0.011085,0.0139472,0.00542021,0.00667576,0.0395756,0.00991761,0.0232067,0.0126398,0,0,0,0,0,0,0,0
3,0.0123758,0,0,0,0,0.0224041,0,0,0,0.00265764,0.0194978,0.00907556,0.0122422,0,0,0.0126179,0,0.0354273,0.00850862,0.0400035,0.0116559,0.0236192,0.00343816,0.0263382,0.0369851,0.00422573,0.00138242,0.00270843,0.00948848,0.00968143,0.00906256,0.031502,0.00884019,0.0190151,0.00695995,0.0049167,0.00877671,0.0242396,0.0134411,0.0156834,0.0156192,0,0,0.0201431,0,0.0377974,0.0102048,0.0375789,0.0188098,0.0124087,0.00485036,0.0259022,0.0178935,0.00330724,0.0140531,0.00395976,0.0049856,0.0133413,0.0391003,0.0111175,0.0139847,0.00542986,0.00673542,0.0395792,0.00986479,0.0232063,0.0126429,0,0,0,0,0,0,0,0
4,0.0124075,0,0,0,0,0.0224042,0,0,0,0.00271525,0.0194625,0.00906199,0.0122538,0,0,0.012572,0,0.0354479,0.00847071,0.0400554,0.0116475,0.0236864,0.00341468,0.0264448,0.036867,0.00422472,0.00131047,0.002685,0.009451,0.00966008,0.00903024,0.0315129,0.00887284,0.0189377,0.00697238,0.00486761,0.00879663,0.0242301,0.0134872,0.0156333,0.0156196,0,0,0.0201307,0,0.0377698,0.01026,0.0375222,0.0188532,0.0123885,0.00483778,0.0260408,0.0178909,0.00335087,0.0140174,0.00399503,0.00499123,0.013393,0.0390751,0.0111418,0.014015,0.00539725,0.00678124,0.0396028,0.00989912,0.0231797,0.0126662,0,0,0,0,0,0,0,0
5,0.012445,0,0,0,0,0.0224096,0,0,0,0.00295564,0.0194547,0.00903629,0.0123595,0,0,0.0124744,0,0.0354887,0.00841494,0.0404634,0.0117482,0.023759,0.00336663,0.0265606,0.0367249,0.00413868,0.00107425,0.00261322,0.00941559,0.00963706,0.00899119,0.0314693,0.00926105,0.0188213,0.00694581,0.0048196,0.00871264,0.0242263,0.0135313,0.015571,0.0156511,0,0,0.0200353,0,0.0377363,0.0103577,0.0375583,0.0188748,0.012351,0.00484521,0.0261777,0.0179249,0.00340283,0.0139665,0.00400143,0.00498791,0.0134493,0.0390777,0.0111812,0.0140763,0.00523797,0.00687545,0.0395983,0.00991265,0.0231776,0.0127055,0,0,0,0,0,0,0,0
6,0.012504,0,0,0,0,0.0224064,0,0,0,0.00333886,0.0194146,0.00901732,0.0125143,0,0,0.0123582,0,0.0355395,0.00834791,0.0411495,0.0120747,0.0238424,0.00334197,0.0266425,0.0366256,0.00394048,0.000786315,0.00253223,0.00939391,0.0096332,0.00895124,0.0313755,0.00982712,0.0187569,0.00692872,0.00481511,0.00858735,0.0242283,0.0135607,0.0154863,0.0157169,0,0,0.020012,0,0.0376982,0.0104521,0.0376561,0.0189341,0.0122855,0.00488007,0.0263138,0.0180122,0.00345323,0.013917,0.00397555,0.00499223,0.0135258,0.0390999,0.0112422,0.0141671,0.00503056,0.0069965,0.0395941,0.00988413,0.0231832,0.0127584,0,0,0,0,0,0,0,0
7,0.0125904,0,0,0,0,0.0224232,0,0,0,0.00321626,0.0193973,0.0090404,0.0125386,0,0,0.0122303,0,0.0355442,0.00825885,0.0409593,0.01223,0.0238527,0.00336443,0.0267992,0.03654,0.00397998,0.000837821,0.00259539,0.00939088,0.0096328,0.00896032,0.0313837,0.00964265,0.0187197,0.00681532,0.00487127,0.00858104,0.0242432,0.0135984,0.0155733,0.0158034,0,0,0.0199827,0,0.0376765,0.0105347,0.0375632,0.0189873,0.0122968,0.00494112,0.0264453,0.0180701,0.0034484,0.0139433,0.00399786,0.00498683,0.013578,0.0391818,0.0112797,0.0142382,0.00500238,0.00710758,0.0396229,0.00988741,0.0232336,0.0128454,0,0,0,0,0,0,0,0
8,0.0127325,0,0,0,0,0.0224773,0,0,0,0.00338677,0.0194509,0.00902244,0.0126259,0,0,0.0122366,0,0.0355256,0.00832369,0.0412535,0.0120723,0.0239136,0.0033614,0.0269205,0.0364376,0.00386944,0.000703223,0.00257454,0.0093885,0.00967291,0.00896809,0.0313893,0.00988056,0.0185746,0.0068745,0.00489409,0.00852534,0.0243166,0.0136228,0.0155414,0.0159499,0,0,0.0199519,0,0.0376775,0.0106483,0.0375912,0.0190766,0.0122991,0.00497438,0.0265847,0.0181141,0.00341639,0.0139214,0.00398246,0.00497295,0.0136427,0.0392877,0.0112976,0.0143155,0.00486468,0.00727547,0.0396796,0.00988446,0.0232919,0.0129638,0,0,0,0,0,0,0,0
9,0.0129182,0,0,0,0,0.0225718,0,0,0,0.00335697,0.019503,0.00902362,0.0126387,0,0,0.0121929,0,0.0355466,0.00837677,0.0411657,0.0117429,0.0239437,0.00336753,0.0270556,0.0362497,0.0038678,0.000729938,0.00258335,0.00944705,0.00969347,0.00900915,0.0314542,0.00986978,0.018438,0.00694472,0.00480277,0.00856247,0.0243972,0.013643,0.0155664,0.0161585,0,0,0.0198411,0,0.0376763,0.0107769,0.03752,0.0191573,0.0123212,0.00497774,0.02669,0.0180985,0.00340521,0.013912,0.00396927,0.00496216,0.0137104,0.0393623,0.0113467,0.014364,0.00487226,0.00747072,0.0396979,0.00983596,0.0233647,0.0131285,0,0,0,0,0,0,0,0
10,0.0127718,0,0,0,0,0.0225204,0,0,0,0.00371942,0.0195131,0.00896877,0.0127527,0,0,0.012201,0,0.0355607,0.00836224,0.0417417,0.0116635,0.0239868,0.00333012,0.0269839,0.036232,0.00372651,0.000532887,0.00251172,0.00942936,0.00967335,0.00898389,0.0313953,0.0104096,0.0183869,0.00693702,0.00481722,0.00848179,0.0243687,0.0136625,0.0154685,0.0160895,0,0,0.0197837,0,0.0375523,0.0108361,0.0376218,0.0192439,0.0122883,0.00500251,0.0266493,0.0181478,0.00347295,0.0138732,0.00390857,0.00502056,0.0137736,0.0393926,0.0113801,0.0144252,0.00473411,0.00754288,0.0397764,0.00979162,0.0233118,0.0129733,0,0,0,0,0,0,0,0
11,0.0125995,0,0,0,0,0.0224045,0,0,0,0.00391818,0.0194725,0.00891192,0.0128248,0,0,0.012105,0,0.0356125,0.00825402,0.0421275,0.0118765,0.0240084,0.00331152,0.0269058,0.036159,0.00367945,0.000474896,0.00248423,0.00938903,0.00967035,0.00894613,0.0313299,0.010715,0.0182874,0.00697678,0.00486826,0.0084074,0.0243071,0.0137062,0.0153833,0.0159819,0,0,0.0197248,0,0.0375331,0.0108107,0.0376957,0.0192922,0.0122613,0.00505986,0.0266035,0.0181324,0.00355178,0.0138405,0.00388671,0.00504634,0.0138371,0.0394107,0.0114341,0.0144913,0.0045538,0.00752407,0.0398632,0.00979598,0.0232011,0.0128269,0,0,0,0,0,0,0,0
12,0.0124739,0,0,0,0,0.0223466,0,0,0,0.00381696,0.0194395,0.00890037,0.0128116,0,0,0.0120972,0,0.0356189,0.00823325,0.0421601,0.0119013,0.0239965,0.00332605,0.0268377,0.0361296,0.0036787,0.000421474,0.00249404,0.00939842,0.00967268,0.00895007,0.0313377,0.0106448,0.0183188,0.00702344,0.0049079,0.00841001,0.0242839,0.0137472,0.0153644,0.0158967,0,0,0.0196548,0,0.0375524,0.0107816,0.0377261,0.019345,0.0122939,0.00515336,0.0265275,0.0180555,0.00358824,0.0138423,0.0038873,0.0050419,0.0139072,0.0394162,0.0114944,0.0145609,0.00450189,0.00751414,0.0398656,0.00981229,0.0231326,0.0127111,0,0,0,0,0,0,0,0
13,0.012364,0,0,0,0,0.0222939,0,0,0,0.00351024,0.0194399,0.00893972,0.0127313,0,0,0.0120907,0,0.0355688,0.00825374,0.0418133,0.0117676,0.0239693,0.00335554,0.0268043,0.0361068,0.00376403,0.000410506,0.00252966,0.00948093,0.0096884,0.00902543,0.0314183,0.0102749,0.0183663,0.0070057,0.00492435,0.00849802,0.0242823,0.0138126,0.0154444,0.0158159,0,0,0.0195869,0,0.0375834,0.0107568,0.0376267,0.0194606,0.0123345,0.00525956,0.0264509,0.0179746,0.00362739,0.0138651,0.00391925,0.00502299,0.0139941,0.039446,0.0115678,0.0146164,0.00461661,0.00751736,0.0398299,0.00984317,0.0230825,0.0125973,0,0,0,0,0,0,0,0
14,0.012265,0,0,0,0,0.0222516,0,0,0,0.003269,0.0195026,0.00897759,0.0126532,0,0,0.0120782,0,0.0354968,0.00825788,0.0413469,0.0118439,0.0239221,0.00339059,0.0267904,0.0361122,0.00390461,0.00052748,0.00255998,0.0095437,0.00968328,0.00910401,0.0315057,0.00980876,0.0183862,0.00693471,0.00489062,0.00856505,0.0242733,0.0138643,0.0155749,0.0157545,0,0,0.0195382,0,0.0375945,0.0107375,0.0375109,0.0195819,0.012353,0.00534519,0.0264025,0.017967,0.00367855,0.0139329,0.00396366,0.00502445,0.014069,0.0394784,0.0116271,0.0146596,0.00474454,0.00752286,0.039759,0.00986599,0.0230476,0.0124942,0,0,0,0,0,0,0,0
15,0.0121408,0,0,0,0,0.0221601,0,0,0,0.00350151,0.0195136,0.00891927,0.0127723,0,0,0.0120527,0,0.0355089,0.0082172,0.0418563,0.0117437,0.0239871,0.00335931,0.0267292,0.0361272,0.00376991,0.000394445,0.0024939,0.00954155,0.00966181,0.00907689,0.0314712,0.0103425,0.0183547,0.00693806,0.0048571,0.00853543,0.0242641,0.0139173,0.0154914,0.0157203,0,0,0.0194929,0,0.0375896,0.0107533,0.0376198,0.0196499,0.0123025,0.00536293,0.0264267,0.0179812,0.0037206,0.013988,0.00390256,0.00504883,0.0141696,0.0395445,0.011695,0.0147404,0.00470946,0.00755077,0.0396939,0.00988307,0.0229858,0.0123907,0,0,0,0,0,0,0,0
16,0.0120933,0,0,0,0,0.0221192,0,0,0,0.00365304,0.0194674,0.00886034,0.0128675,0,0,0.012023,0,0.0355479,0.00813819,0.0422024,0.0118935,0.0240345,0.00329476,0.02672,0.0361479,0.00368441,0.000411647,0.00245467,0.00956405,0.009686,0.00907576,0.0314453,0.0107227,0.0182974,0.00702185,0.00484252,0.00857777,0.0242652,0.0139477,0.0154018,0.0157149,0,0,0.0194706,0,0.0375895,0.0107642,0.0377291,0.0196613,0.0122713,0.00534825,0.0264666,0.0179849,0.00371644,0.0141257,0.00382386,0.00508285,0.014238,0.0395755,0.0117507,0.0147942,0.00472673,0.00760604,0.0396313,0.00989737,0.0229489,0.0123505,0,0,0,0,0,0,0,0
17,0.0120668,0,0,0,0,0.0221136,0,0,0,0.00359375,0.0194858,0.00883984,0.0129437,0,0,0.0119959,0,0.0355732,0.00810842,0.0422862,0.0119697,0.0240483,0.00326117,0.0267596,0.0361693,0.00366689,0.000443673,0.00243455,0.00959429,0.00971119,0.0091038,0.0314457,0.0108231,0.0182697,0.00705627,0.00483684,0.00858538,0.0242824,0.0139201,0.0154261,0.0157278,0,0,0.0194032,0,0.0375946,0.010764,0.037759,0.0196515,0.0122937,0.0053801,0.0265051,0.0179624,0.00372649,0.0141408,0.00384189,0.00511149,0.0142349,0.0396359,0.0117554,0.0148124,0.00469366,0.0076369,0.0395929,0.009885,0.0229549,0.0123104,0,0,0,0,0,0,0,0
18,0.0120414,0,0,0,0,0.0221139,0,0,0,0.00370553,0.0195128,0.00882985,0.0130156,0,0,0.0120032,0,0.0355632,0.00814159,0.0422371,0.0119599,0.024031,0.00323969,0.0268188,0.0361356,0.00364738,0.000478798,0.00244153,0.00958404,0.00971733,0.00912583,0.0314639,0.0107563,0.0182655,0.00706497,0.00482189,0.0085422,0.0242753,0.0139,0.0155231,0.0157373,0,0,0.0193569,0,0.0375857,0.010741,0.0376814,0.0196409,0.0123001,0.00546364,0.0265506,0.0179399,0.00375378,0.0140827,0.00387905,0.00513755,0.0142195,0.0397651,0.0117185,0.0147856,0.00465598,0.00765035,0.0395857,0.00986666,0.0229654,0.0122954,0,0,0,0,0,0,0,0
19,0.0120628,0,0,0,0,0.0221357,0,0,0,0.0035625,0.019537,0.00887633,0.0130098,0,0,0.0119745,0,0.0355625,0.00814835,0.0419308,0.0119933,0.0239833,0.00324883,0.0268942,0.0361194,0.00371987,0.000407382,0.00245906,0.00958683,0.00970182,0.00917054,0.0315243,0.0104037,0.0182574,0.00705183,0.0048222,0.00848963,0.024264,0.0139336,0.0156021,0.0157776,0,0,0.0193466,0,0.0375614,0.0107756,0.0375837,0.0196585,0.0123184,0.00551062,0.0266253,0.0178884,0.00375944,0.0142002,0.00389259,0.00515252,0.0142044,0.0399573,0.0117034,0.0147491,0.00474652,0.00769095,0.0395704,0.00984392,0.0229714,0.0123438,0,0,0,0,0,0,0,0
20,0.0121184,0,0,0,0,0.0221621,0,0,0,0.00324213,0.0195724,0.00894949,0.0129169,0,0,0.0119311,0,0.0355431,0.0081423,0.0414551,0.0120408,0.0239374,0.00327228,0.0269528,0.0361579,0.0038591,0.000588974,0.00248202,0.0096309,0.00969827,0.00924121,0.0315968,0.0099588,0.0182326,0.00706766,0.00479767,0.00844693,0.0242779,0.013986,0.0156979,0.0158278,0,0,0.0193514,0,0.0376208,0.0107477,0.0374526,0.0196854,0.0123548,0.00546456,0.0266377,0.0178285,0.00374597,0.0142176,0.00391445,0.00513076,0.0142173,0.0398516,0.0117381,0.0147572,0.00488819,0.00770061,0.0395108,0.00985717,0.0229631,0.0124002,0,0,0,0,0,0,0,0
21,0.0121372,0,0,0,0,0.0221837,0,0,0,0.00314069,0.0195922,0.00894546,0.0129383,0,0,0.0119384,0,0.0355047,0.00814453,0.0416027,0.0120751,0.0239539,0.00327037,0.0269607,0.0361488,0.00382799,0.00049105,0.00246393,0.00963923,0.00969597,0.00924208,0.0315663,0.0100694,0.0182313,0.00705744,0.00476444,0.00849602,0.0243417,0.0139785,0.0157307,0.0158699,0,0,0.0193074,0,0.0377371,0.0107395,0.0374743,0.0196799,0.0123628,0.00543147,0.026635,0.0177979,0.00375425,0.0141182,0.00391433,0.00512328,0.0142172,0.0397472,0.0117613,0.0147836,0.00482195,0.00768024,0.0393807,0.0098395,0.0229508,0.0124285,0,0,0,0,0,0,0,0
22,0.0121779,0,0,0,0,0.0222112,0,0,0,0.00295333,0.0196088,0.00898323,0.0128542,0,0,0.0119765,0,0.0354278,0.0081678,0.0411038,0.0121267,0.0239068,0.00329167,0.0269943,0.0361026,0.00397197,0.00078789,0.00251319,0.00967726,0.00971231,0.00927613,0.0316381,0.00956677,0.0182393,0.00700611,0.00469826,0.00866425,0.0243387,0.0139532,0.0158212,0.0159415,0,0,0.0193545,0,0.0377475,0.0107367,0.0373631,0.0196273,0.0123801,0.00537611,0.0266108,0.0177545,0.00374373,0.0142147,0.00394092,0.00512395,0.0141762,0.0397143,0.0117877,0.0147352,0.00497754,0.00764678,0.0392623,0.00984465,0.0229835,0.0124518,0,0,0,0,0,0,0,0
23,0.0121836,0,0,0,0,0.0221863,0,0,0,0.00303944,0.0196058,0.00895744,0.0129146,0,0,0.0119517,0,0.0353718,0.00814314,0.0411051,0.0120615,0.0238893,0.00326663,0.0270112,0.0360061,0.00396765,0.000663245,0.00251541,0.00964531,0.00971881,0.00926244,0.0316545,0.00958328,0.018169,0.00697907,0.00469382,0.00864006,0.0242788,0.0139098,0.0158627,0.015969,0,0,0.0194527,0,0.03766,0.0106929,0.0373651,0.0196051,0.0123553,0.00534006,0.0266429,0.01773,0.00371763,0.0142247,0.00395734,0.00512983,0.0141242,0.0397114,0.0117497,0.0146868,0.00496007,0.00762101,0.0391697,0.00990578,0.0230069,0.0124894,0,0,0,0,0,0,0,0
24,0.0121659,0,0,0,0,0.0221353,0,0,0,0.00348772,0.0195955,0.0088862,0.0131045,0,0,0.0119223,0,0.0353653,0.00810041,0.0418325,0.011947,0.0239215,0.00322,0.0270058,0.0358964,0.00374772,0.000332382,0.00243546,0.00960291,0.00971142,0.00921443,0.0315579,0.0102772,0.0180768,0.00694779,0.00470015,0.00841403,0.0242433,0.0138531,0.0157919,0.0159766,0,0,0.0195142,0,0.0376075,0.0106604,0.037542,0.0196114,0.0122927,0.00532998,0.0267148,0.0177465,0.00369108,0.0140416,0.00395439,0.00513548,0.014088,0.0396619,0.0116715,0.0146672,0.00470411,0.007618,0.039046,0.00996104,0.0230043,0.0125265,0,0,0,0,0,0,0,0
25,0.0122217,0,0,0,0,0.0220993,0,0,0,0.00366865,0.0196217,0.00885925,0.0131645,0,0,0.0118762,0,0.0353687,0.0080687,0.0421599,0.0119087,0.0239651,0.00319203,0.0270138,0.0358079,0.00368217,0.000372453,0.00240711,0.00958256,0.00972588,0.00919313,0.0315073,0.0105793,0.0179896,0.00696496,0.00475417,0.00835945,0.0242299,0.0138463,0.0157931,0.016044,0,0,0.0195836,0,0.0376138,0.0106108,0.0376451,0.019629,0.0122626,0.00533405,0.0267362,0.0177458,0.00367364,0.0139742,0.00394354,0.00512133,0.0140775,0.0396223,0.0116355,0.0146697,0.00465286,0.00756782,0.0389174,0.00998049,0.0229768,0.0126302,0,0,0,0,0,0,0,0
26,0.0123492,0,0,0,0,0.0221045,0,0,0,0.00361459,0.0196285,0.00884955,0.0131735,0,0,0.0117884,0,0.035372,0.00805737,0.0421568,0.0119206,0.0240184,0.00317231,0.0270291,0.0357017,0.00369916,0.000374578,0.00240489,0.00955184,0.00973423,0.0091746,0.0315018,0.0106231,0.0179078,0.00702128,0.00483145,0.00838522,0.0242399,0.0138446,0.0158919,0.0161594,0,0,0.0196738,0,0.0376311,0.0105346,0.0376822,0.01962,0.0122767,0.00531057,0.0267605,0.0177001,0.00368809,0.0139941,0.00395208,0.00510965,0.0140689,0.0396145,0.011648,0.0146781,0.0046843,0.0075088,0.0387261,0.01002,0.022934,0.0127829,0,0,0,0,0,0,0,0
27,0.0125328,0,0,0,0,0.0221535,0,0,0,0.0034676,0.0196396,0.00884216,0.0131843,0,0,0.011687,0,0.0353707,0.00804323,0.0421128,0.0119321,0.0240911,0.00315828,0.0270672,0.0355375,0.00372302,0.000366036,0.00240855,0.00954824,0.00969413,0.00914581,0.031493,0.0106699,0.0178236,0.00709754,0.00475679,0.0084517,0.0242463,0.0138346,0.0158336,0.0163003,0,0,0.01977,0,0.0376368,0.010487,0.0376661,0.0196339,0.0123675,0.00525756,0.0268076,0.0176588,0.00366073,0.0139701,0.00393354,0.00509232,0.0140634,0.0396552,0.0116591,0.0146819,0.00467246,0.00748219,0.0385252,0.0100381,0.022887,0.0129674,0,0,0,0,0,0,0,0
28,0.0127133,0,0,0,0,0.0222093,0,0,0,0.00365667,0.0197067,0.00883732,0.0132301,0,0,0.0115938,0,0.035312,0.00807965,0.0421419,0.0119263,0.0241665,0.00315239,0.0271052,0.0354001,0.00369973,0.0003919,0.00238786,0.00956547,0.00966703,0.00911985,0.0314819,0.0107519,0.0177485,0.00707039,0.00466577,0.00855045,0.0242638,0.0138345,0.0156578,0.0164298,0,0,0.0198647,0,0.0376722,0.0104298,0.0377047,0.0196681,0.012526,0.00520082,0.026885,0.0176406,0.00358245,0.0139283,0.00390756,0.00506794,0.0140834,0.0396509,0.0116712,0.0146943,0.00453867,0.0074458,0.0383137,0.0100526,0.0228709,0.0131321,0,0,0,0,0,0,0,0
29,0.012688,0,0,0,0,0.0222698,0,0,0,0.00369131,0.0197017,0.00885955,0.0131979,0,0,0.0116059,0,0.0353071,0.0080636,0.0421538,0.0119342,0.0241191,0.0031533,0.0270939,0.0355867,0.00367939,0.000453533,0.0023613,0.009568,0.00969573,0.00911954,0.0314861,0.0107776,0.0178026,0.00699429,0.00472946,0.00848409,0.0243375,0.0137833,0.0157581,0.0164368,0,0,0.019891,0,0.0377657,0.0103827,0.0377357,0.0195954,0.0124535,0.00516417,0.026845,0.0176164,0.00360225,0.0139713,0.00394783,0.00507033,0.0140177,0.0395706,0.0116145,0.0145959,0.0045536,0.00738869,0.0379822,0.010048,0.0229285,0.0130864,0,0,0,0,0,0,0,0
30,0.0127256,0,0,0,0,0.022402,0,0,0,0.00340154,0.0196761,0.00888398,0.0130872,0,0,0.0117653,0,0.0352901,0.00810476,0.041875,0.0118456,0.0240144,0.0031685,0.027047,0.0357684,0.00374524,0.00037406,0.00235714,0.00958501,0.00972087,0.00914753,0.0315356,0.0105413,0.0180312,0.00695888,0.00477242,0.00847255,0.0243939,0.0137187,0.0159494,0.0165354,0,0,0.0199199,0,0.0377941,0.0103769,0.0377052,0.0195029,0.0124093,0.00513486,0.0267232,0.0175146,0.00363436,0.0140057,0.00398571,0.00504943,0.0139296,0.0395169,0.0115518,0.0145039,0.0046983,0.00738642,0.037555,0.0100224,0.0230701,0.0130726,0,0,0,0,0,0,0,0
31,0.0127337,0,0,0,0,0.0225057,0,0,0,0.00319813,0.0196717,0.00892957,0.0129131,0,0,0.0118841,0,0.0352867,0.00818021,0.041357,0.0117121,0.0238957,0.00322046,0.0269669,0.0358961,0.00387532,0.000434804,0.00238835,0.00962979,0.00969815,0.00921184,0.0316144,0.00999418,0.0180333,0.00696411,0.00479051,0.00853954,0.0243753,0.0136718,0.0160689,0.0166281,0,0,0.0200486,0,0.0378418,0.0103521,0.0376019,0.0194224,0.0124273,0.00511875,0.0265535,0.0174099,0.00363114,0.0140197,0.00401601,0.00503256,0.0138429,0.0394954,0.0115068,0.014426,0.0048679,0.00733987,0.0370819,0.0100613,0.0231703,0.0130268,0,0,0,0,0,0,0,0
32,0.01272,0,0,0,0,0.0225806,0,0,0,0.00334022,0.0196812,0.008933,0.0129052,0,0,0.0119957,0,0.0353193,0.0082545,0.0415018,0.0117628,0.0238752,0.00322935,0.0268473,0.0359712,0.003839,0.000426671,0.00238565,0.00962842,0.00967772,0.00921496,0.0315806,0.0100709,0.0180579,0.00697398,0.00479759,0.00852432,0.0243383,0.0136436,0.0160144,0.0167045,0,0,0.0202413,0,0.0378343,0.0103355,0.0376374,0.0193528,0.0124165,0.00509439,0.0264605,0.0173689,0.00362515,0.0139835,0.00398793,0.00504112,0.0137994,0.0394681,0.0114825,0.0143852,0.00484227,0.00731883,0.0365127,0.010102,0.0232306,0.0129811,0,0,0,0,0,0,0,0
33,0.0127427,0,0,0,0,0.0226506,0,0,0,0.00322664,0.0197033,0.00895992,0.0128435,0,0,0.0120391,0,0.0353475,0.00828685,0.0413144,0.0117499,0.0238317,0.00323518,0.0267747,0.0360058,0.00387979,0.000474862,0.00240757,0.0096319,0.00967437,0.00922914,0.031609,0.00984723,0.0181423,0.00697809,0.0048352,0.00856896,0.0242672,0.01365,0.0160337,0.016817,0,0,0.0204516,0,0.037763,0.0102849,0.0375575,0.0193071,0.0124224,0.00512094,0.0264046,0.0173208,0.00365769,0.0139631,0.00400555,0.00505467,0.0137637,0.0394068,0.0114806,0.0143606,0.00491684,0.00731817,0.035814,0.0101344,0.023299,0.0129879,0,0,0,0,0,0,0,0
34,0.012558,0,0,0,0,0.0223634,0,0,0,0.00357474,0.0197086,0.00892821,0.0128406,0,0,0.0120853,0,0.0353708,0.00829722,0.041783,0.0118846,0.0239213,0.00316569,0.0266201,0.0359896,0.00380422,0.000479743,0.00237543,0.00958586,0.00968126,0.00914081,0.0315305,0.0103498,0.018253,0.00695776,0.00492789,0.00848296,0.0242003,0.0135998,0.0159844,0.01646,0,0,0.0197255,0,0.0376117,0.0104326,0.0376356,0.0192359,0.0123979,0.00501094,0.0263156,0.0172299,0.00367933,0.0139183,0.0040399,0.00506895,0.0137067,0.0393762,0.0114495,0.0143237,0.00487285,0.00754429,0.038982,0.0102184,0.0229796,0.0127728,0,0,0,0,0,0,0,0
35,0.0125102,0,0,0,0,0.0223566,0,0,0,0.00378986,0.019735,0.00891866,0.0128408,0,0,0.0121333,0,0.0353936,0.00827553,0.0420725,0.0119948,0.0240601,0.00316689,0.0265779,0.0360568,0.00376293,0.000535374,0.0023601,0.00952997,0.00968822,0.00910474,0.0314744,0.0106904,0.0181971,0.00694132,0.00490143,0.00848699,0.0241931,0.0135967,0.0159573,0.0164542,0,0,0.0196823,0,0.0376282,0.0104197,0.0376802,0.0192075,0.0123907,0.00496927,0.0263073,0.0171797,0.00369791,0.0139111,0.00403158,0.00506968,0.0136864,0.0393442,0.0114073,0.0142975,0.00488587,0.00750853,0.0389399,0.0102057,0.0229586,0.0127303,0,0,0,0,0,0,0,0
