Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x72,x73
19,0.0115235,0,0,0,0,0.0360877,0,0,0,0.0388911,0.0334372,0.0334119,0.0116206,0,0,0.0278973,0,0.0298093,0.0410883,0.042787,0.0306188,0.0107157,0.0126467,0.0222309,0.0248174,0.0079827,0.00966173,0.010973,0.0188392,0.0222072,0.0215167,0.0245035,0.0449693,0.0255726,0,0.0418334,0.00382026,0.0384501,0.011095,0.0150325,0.0269365,0,0,0.0241148,0,0.0450829,0.0122091,0.0365046,0.0159782,0.0141398,0.0172671,0.0187094,0.04837,0.00987385,0.0148861,0.0087318,0.0113329,0.0135676,0.0331296,0.0116279,0.0119079,0.00849467,0.0292298,0.0107257,0.0019885,0.0378126,0.00790319,0,0,0,0,0
20,0.0114919,0,0,0,0,0.035986,0,0,0,0.0396586,0.0334001,0.0334397,0.0119763,0,0,0.0279835,0,0.0298127,0.0410491,0.0429305,0.030496,0.0108046,0.0127091,0.0227237,0.0246768,0.00797183,0.00964248,0.0110154,0.0189014,0.022212,0.0214837,0.0243762,0.0454733,0.0256746,0,0.0418768,0.00352843,0.0384553,0.01066,0.0153821,0.0267437,0,0,0.0242086,0,0.0450565,0.0123579,0.0363833,0.0155845,0.0143133,0.0178301,0.0190778,0.0482392,0.0101531,0.0150655,0.00917287,0.0116614,0.0135687,0.0327295,0.011431,0.011851,0.00835411,0.0290869,0.0108068,0.00211026,0.0377353,0.00781904,0,0,0,0,0
21,0.0114449,0,0,0,0,0.0359079,0,0,0,0.0399953,0.0333602,0.0334376,0.0122054,0,0,0.0281044,0,0.0298175,0.0410275,0.0429507,0.0304452,0.010901,0.012786,0.0230762,0.0245349,0.00800454,0.00962848,0.0110915,0.0189512,0.0222498,0.0215135,0.0243373,0.045812,0.0257677,0,0.0418906,0.00339475,0.0384677,0.010466,0.0154452,0.0265831,0,0,0.0243443,0,0.0450495,0.0124296,0.0363873,0.0154166,0.0143279,0.0181245,0.0194234,0.048203,0.0102709,0.0150939,0.00937125,0.0117707,0.0136132,0.0325637,0.0113267,0.011897,0.00818221,0.0289353,0.0108427,0.00228741,0.0376199,0.00772576,0,0,0,0,0
22,0.0113764,0,0,0,0,0.0358198,0,0,0,0.0400975,0.0333462,0.0334464,0.0124431,0,0,0.0282471,0,0.0298363,0.0410705,0.0429376,0.0302927,0.0109575,0.0128313,0.0233625,0.0244029,0.00802522,0.00966776,0.0111686,0.0189951,0.0223642,0.0216,0.0243182,0.0461475,0.0258668,0,0.0419006,0.00344092,0.0384835,0.0103224,0.0151749,0.0264332,0,0,0.0244493,0,0.0450525,0.012421,0.0364109,0.0152269,0.0143319,0.0183373,0.0197103,0.0482439,0.0104185,0.0151833,0.00950046,0.0118454,0.0136544,0.0324026,0.011237,0.011938,0.0080996,0.0289264,0.0108143,0.00247715,0.0374531,0.00758263,0,0,0,0,0
23,0.0112951,0,0,0,0,0.0357349,0,0,0,0.040373,0.0333226,0.0334592,0.0126346,0,0,0.028306,0,0.0298232,0.0411346,0.0429217,0.0301622,0.0109737,0.0128951,0.0236082,0.0243474,0.00805069,0.00973297,0.0111906,0.0190826,0.0225071,0.0216981,0.0242914,0.0464189,0.025957,0,0.0419379,0.00336034,0.0384811,0.0101974,0.014694,0.0262697,0,0,0.0244797,0,0.0450303,0.0123467,0.036417,0.0150494,0.0143325,0.0185358,0.0199515,0.0483194,0.0104508,0.01534,0.00959207,0.0119286,0.013698,0.0322763,0.01117,0.0119752,0.0081207,0.0289574,0.0105606,0.00264027,0.0372804,0.0074551,0,0,0,0,0
24,0.0112364,0,0,0,0,0.0356688,0,0,0,0.0403075,0.0332728,0.0334958,0.0127328,0,0,0.0283128,0,0.0297758,0.0411339,0.0428873,0.0301503,0.011042,0.0129677,0.0237547,0.0243911,0.00808889,0.00982007,0.0112079,0.0191847,0.0226022,0.0217621,0.0242726,0.0465972,0.0260265,0,0.0419255,0.00340365,0.0384847,0.0101328,0.0152517,0.0261266,0,0,0.0244835,0,0.0450162,0.0122669,0.0364473,0.0150935,0.0142825,0.0186805,0.0201193,0.0483961,0.0104749,0.0154939,0.00964655,0.012021,0.0137323,0.0321909,0.0111297,0.0120073,0.00817234,0.0289164,0.0105654,0.00272236,0.0371421,0.00737255,0,0,0,0,0
25,0.0112034,0,0,0,0,0.0356003,0,0,0,0.0403387,0.0332256,0.0335421,0.012741,0,0,0.028246,0,0.0297406,0.0410442,0.0429005,0.0301159,0.0110996,0.0130032,0.0238795,0.0244427,0.00813227,0.00985762,0.0112265,0.0192194,0.0226394,0.0217585,0.0242673,0.0467614,0.0260379,0,0.0418186,0.00333342,0.0385099,0.0100459,0.015711,0.0259719,0,0,0.0244457,0,0.0450354,0.0121997,0.0364447,0.0150183,0.0142323,0.0188181,0.0202286,0.0484032,0.0105105,0.0154422,0.00977458,0.0120995,0.0137783,0.0320576,0.0110937,0.012008,0.00811945,0.0290657,0.0109922,0.00271426,0.0370301,0.00729631,0,0,0,0,0
26,0.0112001,0,0,0,0,0.0355418,0,0,0,0.0406278,0.0331933,0.0335615,0.0127474,0,0,0.028092,0,0.0297471,0.0408579,0.0429057,0.0300625,0.0111446,0.0129985,0.0240145,0.0244626,0.00817548,0.0098515,0.0112146,0.0191597,0.0226306,0.021714,0.0242616,0.0469134,0.0259796,0,0.041643,0.00338111,0.0385494,0.00993993,0.0157966,0.0257721,0,0,0.0243401,0,0.0450833,0.0121393,0.0364404,0.0150933,0.0142346,0.0189528,0.0203535,0.0483293,0.0105514,0.0154125,0.0099125,0.0121504,0.0138276,0.0319859,0.0110637,0.012011,0.00802549,0.0293505,0.0117183,0.00267535,0.036944,0.00723096,0,0,0,0,0
27,0.01122,0,0,0,0,0.035497,0,0,0,0.0410158,0.0331633,0.0336036,0.0127798,0,0,0.0279395,0,0.0297856,0.0405565,0.042859,0.0299898,0.0111985,0.0129756,0.0241622,0.0243336,0.00816044,0.0098093,0.0111682,0.0191121,0.0226027,0.021691,0.0242589,0.0471081,0.0259129,0,0.0414671,0.0034394,0.0385551,0.00986094,0.0157985,0.0256082,0,0,0.024138,0,0.0450622,0.0120563,0.0364612,0.0151375,0.0142627,0.0190613,0.020494,0.0482172,0.0105929,0.0154537,0.00992649,0.0121513,0.0138597,0.0319591,0.011066,0.0120169,0.00802567,0.0293969,0.0115326,0.00268532,0.0368736,0.00717183,0,0,0,0,0
28,0.0112597,0,0,0,0,0.0354643,0,0,0,0.0410305,0.0331426,0.0336806,0.0128185,0,0,0.0278303,0,0.0298442,0.0402612,0.0428463,0.0299485,0.0112416,0.0129463,0.0242882,0.0240746,0.00812494,0.00975377,0.0111362,0.0190888,0.0226239,0.0217024,0.0242682,0.0473922,0.0258301,0,0.0412691,0.0034665,0.0385609,0.00979754,0.0158799,0.0254862,0,0,0.0239052,0,0.0450254,0.0119944,0.0364979,0.0151222,0.0142458,0.0191394,0.0205939,0.0481097,0.0106018,0.0155169,0.00999202,0.0121098,0.013848,0.0319282,0.0110522,0.0119916,0.00812864,0.0291331,0.0110751,0.00277444,0.0368521,0.00714373,0,0,0,0,0
29,0.0113171,0,0,0,0,0.0354311,0,0,0,0.0409882,0.0331133,0.0336993,0.012809,0,0,0.0276908,0,0.0298881,0.0399941,0.0428578,0.030062,0.0112868,0.0129639,0.0243836,0.0237995,0.00810948,0.00967269,0.0111163,0.0190671,0.0226583,0.0216937,0.0242971,0.0475556,0.0256894,0,0.0410554,0.00354687,0.0385573,0.0097638,0.0159499,0.0253836,0,0,0.0236886,0,0.0449937,0.0118972,0.0365278,0.0150888,0.0142406,0.0191746,0.0207046,0.0480425,0.0105696,0.0155792,0.0100838,0.0120816,0.0138109,0.0318718,0.0109991,0.0119652,0.00829028,0.0287559,0.0110231,0.00295105,0.0368915,0.00717213,0,0,0,0,0
30,0.0113762,0,0,0,0,0.035388,0,0,0,0.0409607,0.0330671,0.0336313,0.012812,0,0,0.0275276,0,0.0299204,0.0397264,0.0428774,0.0304891,0.0113406,0.012974,0.0245329,0.0236154,0.00812367,0.00956906,0.0111084,0.0190694,0.0227285,0.0216753,0.0243485,0.0475719,0.0255541,0,0.0408123,0.00370439,0.0385555,0.00975157,0.0159923,0.025279,0,0,0.0234987,0,0.0449647,0.0117913,0.0365195,0.0150242,0.0142447,0.0191898,0.0208248,0.0479623,0.0105396,0.0156376,0.0101784,0.0120686,0.0137728,0.0318645,0.0109389,0.0119446,0.00845648,0.0285051,0.0109484,0.00318912,0.0369418,0.00721056,0,0,0,0,0
31,0.0114778,0,0,0,0,0.0353741,0,0,0,0.0411176,0.0330201,0.0335981,0.0128233,0,0,0.0274034,0,0.0299627,0.0394306,0.0428752,0.0306825,0.0114066,0.0129664,0.0247061,0.0235979,0.0081404,0.00948667,0.0111082,0.019122,0.0228228,0.0216909,0.0243587,0.0476406,0.0254038,0,0.0405838,0.00370319,0.0385835,0.00975033,0.0160223,0.0251892,0,0,0.023315,0,0.0449591,0.0116578,0.0365016,0.0149459,0.014215,0.019179,0.0209235,0.047824,0.0105619,0.0156785,0.0102595,0.0121157,0.0137141,0.0318655,0.010899,0.0119284,0.00858672,0.0284035,0.0109945,0.00342507,0.0369429,0.00724738,0,0,0,0,0
32,0.0115645,0,0,0,0,0.0353325,0,0,0,0.0414979,0.0329649,0.0336516,0.0128515,0,0,0.0272227,0,0.0299909,0.0390649,0.0428574,0.030509,0.011468,0.012926,0.0248092,0.0234772,0.00811631,0.00942638,0.0110993,0.0191327,0.0228256,0.0217138,0.0243478,0.0478322,0.0253202,0,0.0404005,0.00350653,0.0386101,0.00973225,0.0160578,0.0250985,0,0,0.0231853,0,0.0449538,0.0115058,0.0365148,0.0150252,0.0141915,0.0191808,0.0210232,0.0477132,0.0106722,0.0157138,0.0103109,0.0121553,0.0136765,0.0318588,0.0108988,0.0119168,0.00854501,0.0282322,0.0113051,0.00359099,0.0369256,0.0073051,0,0,0,0,0
33,0.0116391,0,0,0,0,0.0352707,0,0,0,0.0415364,0.032915,0.033805,0.012883,0,0,0.0268381,0,0.0300107,0.0387346,0.0428538,0.0302364,0.0115199,0.012898,0.0248692,0.0233291,0.00807805,0.00940525,0.0110823,0.0191303,0.0227985,0.0217706,0.0243506,0.0481213,0.0253756,0,0.040289,0.00341636,0.0386014,0.00974019,0.0160788,0.0250215,0,0,0.0230616,0,0.0449079,0.0113556,0.0365405,0.0150364,0.0141638,0.0191995,0.021161,0.0475973,0.0106991,0.015811,0.0102992,0.0121548,0.0136819,0.0318438,0.0108928,0.0119271,0.00850653,0.0279672,0.0113357,0.00370129,0.0368576,0.00736471,0,0,0,0,0
34,0.0117403,0,0,0,0,0.0351841,0,0,0,0.0416221,0.0328767,0.0338737,0.0128834,0,0,0.0267599,0,0.0300173,0.0385126,0.0428432,0.0305942,0.0115558,0.0128956,0.0249144,0.0231739,0.00805871,0.00940405,0.0110152,0.0191129,0.0227246,0.0218012,0.0243935,0.0483197,0.0255463,0,0.0402206,0.00345089,0.0385987,0.00981428,0.0160903,0.0250136,0,0,0.0229238,0,0.0448463,0.01126,0.03659,0.0151367,0.0141197,0.0192177,0.0212923,0.0474671,0.010577,0.0159929,0.0102021,0.0121251,0.0137456,0.0318289,0.0108958,0.0119811,0.00854036,0.0276851,0.0112671,0.00380793,0.0367508,0.00743387,0,0,0,0,0
35,0.0118651,0,0,0,0,0.0350788,0,0,0,0.0417379,0.0328413,0.0339174,0.012882,0,0,0.026934,0,0.0300224,0.0384401,0.042833,0.0309023,0.0115869,0.0128675,0.0249725,0.0230198,0.00806927,0.00925326,0.010965,0.0190726,0.0226947,0.0218099,0.0244152,0.0484916,0.0255459,0,0.0401792,0.00346109,0.0385887,0.00985503,0.0161522,0.025033,0,0,0.0227592,0,0.0447671,0.0112182,0.0366096,0.0152709,0.0140806,0.0192961,0.0213959,0.0473579,0.0106115,0.016037,0.0101767,0.0121518,0.0138351,0.0318083,0.010919,0.0120408,0.00850969,0.027578,0.011429,0.00391121,0.0366215,0.00748856,0,0,0,0,0
36,0.0119668,0,0,0,0,0.0349881,0,0,0,0.0419651,0.0328307,0.0340112,0.0128765,0,0,0.0271419,0,0.0300468,0.0384369,0.0428114,0.0311043,0.0116112,0.0128092,0.0250395,0.0228565,0.00798202,0.00915789,0.0109429,0.0190348,0.0227385,0.0217653,0.0244273,0.0487622,0.0255829,0,0.0401294,0.00347216,0.038613,0.00985749,0.0162139,0.0250354,0,0,0.0226343,0,0.0447373,0.0112557,0.0365999,0.0153583,0.0140598,0.0194394,0.0214786,0.0472573,0.0108104,0.0159983,0.0101967,0.0121769,0.013924,0.0318247,0.0109537,0.012096,0.00845154,0.0276124,0.0113703,0.00402826,0.0364582,0.00751152,0,0,0,0,0
37,0.0120424,0,0,0,0,0.0349161,0,0,0,0.0422065,0.0328274,0.0341751,0.0128754,0,0,0.0273714,0,0.0300705,0.0383845,0.0427723,0.0309773,0.0116416,0.0127605,0.0251291,0.0226958,0.00792901,0.00913695,0.0109258,0.0190468,0.0227899,0.0217341,0.0244391,0.0490587,0.0254669,0,0.0400895,0.00341877,0.0386505,0.00985316,0.0162651,0.0250177,0,0,0.0225325,0,0.0447384,0.0112625,0.0365849,0.0154054,0.0140367,0.0195618,0.0215479,0.0471822,0.0108604,0.0159767,0.0101818,0.0121917,0.0139754,0.0318331,0.0109648,0.012145,0.00851816,0.0277298,0.0115813,0.00418529,0.0362974,0.00750829,0,0,0,0,0
38,0.0120863,0,0,0,0,0.0348456,0,0,0,0.0426205,0.0328236,0.0343383,0.0128882,0,0,0.0275136,0,0.0300961,0.0383179,0.0427631,0.0308987,0.011674,0.0127071,0.0252201,0.0226187,0.00791182,0.00916227,0.0108687,0.0190493,0.0227572,0.02169,0.0244734,0.0492909,0.0251619,0,0.0400783,0.00331715,0.0386914,0.0098534,0.0163202,0.0249755,0,0,0.0224674,0,0.044748,0.0112325,0.0365924,0.0154828,0.0139971,0.0196125,0.0216068,0.0471459,0.0106846,0.0160046,0.010182,0.0121896,0.013968,0.031804,0.0109628,0.0121286,0.00878816,0.027881,0.0116064,0.00438087,0.0361589,0.00747342,0,0,0,0,0
39,0.0121107,0,0,0,0,0.0347888,0,0,0,0.0431387,0.0327969,0.0344272,0.0128989,0,0,0.0274524,0,0.0300851,0.0381485,0.0427477,0.0309633,0.0116943,0.0126813,0.0252804,0.0226267,0.00784897,0.00909929,0.0108287,0.01904,0.0227246,0.0216283,0.0244911,0.0494202,0.0252585,0,0.0400364,0.00328538,0.0387471,0.00985652,0.0163318,0.0249485,0,0,0.0224256,0,0.0447804,0.0113871,0.0365984,0.0155279,0.0139619,0.0195972,0.0216503,0.0471507,0.0104742,0.0160232,0.0102092,0.0121771,0.0139406,0.0317851,0.0109438,0.0120729,0.00901115,0.0279258,0.011793,0.00461699,0.0360326,0.00743631,0,0,0,0,0
40,0.0121156,0,0,0,0,0.034741,0,0,0,0.0433174,0.0327557,0.0344526,0.012938,0,0,0.0272958,0,0.03006,0.0379312,0.0427513,0.0310771,0.011721,0.0126685,0.025317,0.0226734,0.00782321,0.00908052,0.0108272,0.019034,0.0227235,0.021618,0.0245065,0.0494767,0.0249613,0,0.0399,0.00323395,0.0388,0.00985879,0.0163236,0.0249777,0,0,0.0224049,0,0.0448089,0.0115664,0.036562,0.0155083,0.0139964,0.0195938,0.0216836,0.0471602,0.0101002,0.0159874,0.0102608,0.0121778,0.0138936,0.0318202,0.0109103,0.012019,0.00907322,0.0278874,0.011998,0.00486561,0.0359223,0.00739092,0,0,0,0,0
41,0.0121248,0,0,0,0,0.0346624,0,0,0,0.0433549,0.0327371,0.0344022,0.0129565,0,0,0.0271606,0,0.0300529,0.0376878,0.0427532,0.0309385,0.0117494,0.0126868,0.0253229,0.0227049,0.00782049,0.00912258,0.0108237,0.0190204,0.0227309,0.0215889,0.0244868,0.0495264,0.0248076,0,0.0397435,0.00317028,0.038817,0.0098344,0.0163521,0.0250033,0,0,0.0223012,0,0.0447797,0.0116266,0.0364937,0.0154461,0.0140647,0.0196228,0.0216986,0.0471717,0.00943407,0.0158554,0.0103975,0.0121857,0.0138268,0.0317997,0.0108649,0.011967,0.00907058,0.0278515,0.0123851,0.00507404,0.0358223,0.0073632,0,0,0,0,0
42,0.0121362,0,0,0,0,0.0345639,0,0,0,0.0433698,0.0327395,0.0340786,0.0129529,0,0,0.0270057,0,0.0300661,0.0374346,0.0427892,0.0308876,0.0117674,0.012699,0.0253403,0.0227361,0.00778746,0.0091621,0.010844,0.0189959,0.0227002,0.0215614,0.0244574,0.0495074,0.0248558,0,0.0395289,0.00315867,0.0388434,0.00984833,0.0163718,0.0250211,0,0,0.0221473,0,0.0447591,0.0116347,0.036448,0.0154496,0.0141025,0.0195974,0.0217277,0.0471495,0.00887316,0.0158449,0.010485,0.0121777,0.0137674,0.0317815,0.0108293,0.0119231,0.00914411,0.0277286,0.0126895,0.00527936,0.0357118,0.0073643,0,0,0,0,0
43,0.0121848,0,0,0,0,0.0344928,0,0,0,0.0433555,0.0327132,0.0338677,0.0129312,0,0,0.0268952,0,0.0300619,0.0371552,0.0428154,0.0309123,0.0117692,0.0127153,0.0253442,0.0227929,0.0076513,0.00919495,0.0108679,0.019001,0.0226636,0.0215271,0.0244372,0.0494836,0.024758,0,0.0393428,0.00314538,0.0388954,0.0099046,0.0163403,0.0250268,0,0,0.0219568,0,0.0447644,0.0116477,0.0364159,0.0155243,0.0140939,0.0195401,0.021795,0.0471058,0.00921638,0.0159612,0.0104701,0.0121415,0.0137289,0.0317999,0.0108188,0.0119034,0.0092564,0.0277248,0.0123598,0.0054289,0.0356307,0.00741036,0,0,0,0,0
44,0.0122888,0,0,0,0,0.0344328,0,0,0,0.0432053,0.0326669,0.0338932,0.0128933,0,0,0.0267759,0,0.0300374,0.0368544,0.0428126,0.0307758,0.0117701,0.0127275,0.0253672,0.0228432,0.00756556,0.00922237,0.0108862,0.0190037,0.022663,0.0215069,0.0244037,0.0494802,0.0248877,0,0.039165,0.00314695,0.0389568,0.0100117,0.0163249,0.0250515,0,0,0.0217562,0,0.0447882,0.0116977,0.0364096,0.0156436,0.0141129,0.0194579,0.0218531,0.0470502,0,0.0161321,0.0103746,0.0121555,0.0136135,0.0317697,0.0108262,0.0118422,0.00954544,0.0278269,0.0119826,0.00550412,0.035578,0.00748159,0,0,0,0,0
45,0.0123831,0,0,0,0,0.0343795,0,0,0,0.0427846,0.0326203,0.0339993,0.0128694,0,0,0.0266984,0,0.0300119,0.0366006,0.0428107,0.0303077,0.0117572,0.0127144,0.0253881,0.0228452,0.00758335,0.00918982,0.0108977,0.0189817,0.0226843,0.0215539,0.0243668,0.0494608,0.0248543,0,0.0389949,0.00310816,0.0389365,0.0100513,0.016302,0.0251022,0,0,0.0215291,0,0.0447414,0.0116921,0.0363508,0.015579,0.0141253,0.0194664,0.0218978,0.0470113,0,0.0160888,0.0103212,0.0121358,0.013584,0.031733,0.0108687,0.0118483,0.00960361,0.027722,0.0119636,0.00544482,0.0355282,0.0075661,0,0,0,0,0
46,0.0124685,0,0,0,0,0.0343304,0,0,0,0.0425027,0.0325806,0.0339907,0.012833,0,0,0.0267383,0,0.0299918,0.0364141,0.042803,0.0300129,0.0117327,0.0126997,0.0253726,0.0228761,0.00760444,0.00911774,0.0109094,0.0189403,0.0226867,0.0216229,0.0243404,0.0493509,0.0246703,0,0.0387898,0.00299559,0.0389478,0.00997812,0.0162866,0.025196,0,0,0.0213314,0,0.0447145,0.011685,0.0362717,0.0153339,0.0141289,0.0195373,0.0219466,0.0469811,0.0109424,0.0158772,0.0103598,0.0120583,0.0136498,0.0317489,0.0109027,0.0119201,0.00933196,0.0274183,0.0123776,0.00537196,0.0354882,0.00764477,0,0,0,0,0
47,0.0125437,0,0,0,0,0.0342947,0,0,0,0.0423506,0.0325657,0.0338875,0.01285,0,0,0.0268593,0,0.0299738,0.0362591,0.0428169,0.0299959,0.0117136,0.0127161,0.0254067,0.0229485,0.00753116,0.00907147,0.0109125,0.0189138,0.0226794,0.021654,0.0243058,0.0491359,0.0248084,0,0.0385742,0.00289806,0.039035,0.00998061,0.0162714,0.0253029,0,0,0.0212098,0,0.0447597,0.0117473,0.0362854,0.0151877,0.0141819,0.0195578,0.0219674,0.0469579,0.0109816,0.0157726,0.0106118,0.0120869,0.0136548,0.0317857,0.010899,0.0119717,0.00912876,0.0272747,0.0125572,0.00541486,0.035459,0.00770046,0,0,0,0,0
48,0.0125921,0,0,0,0,0.0342709,0,0,0,0.0423143,0.0325863,0.0337965,0.0129111,0,0,0.0268349,0,0.0299785,0.0361694,0.0428187,0.0300311,0.0116983,0.0127589,0.0254458,0.0230101,0.00746423,0.00911876,0.0109137,0.018973,0.0226654,0.021654,0.0242557,0.0488806,0.0250208,0,0.0383416,0.00287384,0.0390855,0.00999734,0.0162405,0.025391,0,0,0.0211731,0,0.0447711,0.0118326,0.0363286,0.0151072,0.014202,0.0195447,0.0219813,0.0469265,0.0109226,0.0157432,0.0108864,0.0121253,0.01367,0.0318206,0.0108929,0.0120239,0.00898527,0.0271316,0.0117999,0.0054913,0.0354232,0.00773314,0,0,0,0,0
49,0.0126526,0,0,0,0,0.034236,0,0,0,0.0421777,0.0325997,0.0336878,0.0129871,0,0,0.0266816,0,0.029972,0.0360886,0.0428518,0.0300387,0.0116853,0.0127984,0.0254562,0.0230474,0.007536,0.00918222,0.010902,0.0190053,0.0227065,0.021681,0.0242085,0.0485527,0.0251184,0,0.0380756,0.00286906,0.0390683,0.0100458,0.0162392,0.0254459,0,0,0.0212272,0,0.0447398,0.0119303,0.0363843,0.0150194,0.0142461,0.0195491,0.0219844,0.04685,0.0108689,0.0157423,0.0106118,0.0122202,0.0137075,0.0318484,0.0109117,0.012053,0.00879448,0.027085,0.0113508,0.00551912,0.0353818,0.00778475,0,0,0,0,0
50,0.0127219,0,0,0,0,0.0342048,0,0,0,0.0415874,0.0325989,0.0335626,0.013044,0,0,0.0265054,0,0.0299462,0.0358392,0.0429071,0.0300442,0.0116661,0.0128233,0.0254127,0.0231,0.00783061,0.00925079,0.0108864,0.019013,0.0227594,0.0217378,0.0241619,0.0481728,0.025098,0,0.0377633,0.00285949,0.0390359,0.0101394,0.016225,0.0254648,0,0,0.0213234,0,0.0447011,0.0120382,0.0364285,0.0149325,0.0143117,0.0195874,0.0219724,0.0467781,0.0108535,0.0157423,0.0103981,0.0123421,0.0137647,0.0318898,0.0109734,0.0120665,0.0085178,0.0272033,0.0114197,0.00547551,0.0353347,0.0078332,0,0,0,0,0
51,0.0127986,0,0,0,0,0.034209,0,0,0,0.0411204,0.03261,0.0334283,0.0130795,0,0,0.0262375,0,0.0299179,0.0354731,0.0429597,0.0301155,0.0116389,0.012868,0.0253515,0.0231549,0.00803748,0.00935699,0.0108973,0.0189461,0.0226145,0.0217591,0.0240973,0.0477725,0.025018,0,0.0373408,0.00282725,0.0391168,0.0102957,0.0161716,0.0254745,0,0,0.0214983,0,0.044748,0.0122902,0.0364431,0.014905,0.0144149,0.0196358,0.0219925,0.0467376,0.0108835,0.015742,0.0103823,0.0124306,0.0138198,0.0320349,0.0110681,0.0121097,0.00814956,0.027136,0.0115879,0.00550373,0.0353192,0.00784395,0,0,0,0,0
52,0.0128332,0,0,0,0,0.0342066,0,0,0,0.0409392,0.0326173,0.0332542,0.0131647,0,0,0.0258749,0,0.0298771,0.0350175,0.0430383,0.0303462,0.0116223,0.0128943,0.0253044,0.0231931,0.00812732,0.00953282,0.0109423,0.0188649,0.0224668,0.0217057,0.0240475,0.0474291,0.0248929,0,0.0368869,0.00288834,0.0392078,0.0103908,0.016112,0.0255163,0,0,0.0216505,0,0.0447892,0.0125524,0.0364363,0.0148263,0.0145076,0.01965,0.0220319,0.0467125,0.0108925,0.0157042,0.0104202,0.0124514,0.0138535,0.0321705,0.0111199,0.0121785,0.00795107,0.0269936,0.0114553,0.00551782,0.0353077,0.00781835,0,0,0,0,0
53,0.0127992,0,0,0,0,0.0341679,0,0,0,0.0405719,0.032619,0.0330988,0.0132817,0,0,0.0254228,0,0.0298242,0.0345291,0.043109,0.0307858,0.0115876,0.0129422,0.0252635,0.0231661,0.00818932,0.00976184,0.0109993,0.0187825,0.0224404,0.0216409,0.023997,0.0470786,0.024529,0,0.0364424,0.00310732,0.0392442,0.0103336,0.0160671,0.0255937,0,0,0.0218217,0,0.044781,0.0128451,0.0364181,0.014642,0.0145741,0.0195834,0.0220403,0.0466258,0.0108278,0.015609,0.0104219,0.0123962,0.0138264,0.0321965,0.0110653,0.012222,0.00800504,0.0266972,0.0114454,0.00548565,0.0352888,0.00775705,0,0,0,0,0
54,0.0127164,0,0,0,0,0.034146,0,0,0,0.0402245,0.0326154,0.0329745,0.0133932,0,0,0.0249994,0,0.0297672,0.034038,0.0431321,0.030872,0.0115629,0.0130015,0.025217,0.0231559,0.00827543,0.009931,0.0110379,0.0187857,0.0224909,0.021616,0.0239337,0.0466271,0.0237871,0,0.0360409,0.00331199,0.0392623,0.0103385,0.0160371,0.0256553,0,0,0.0220112,0,0.0447557,0.0131433,0.0363916,0.0146654,0.0146274,0.0195092,0.0221035,0.0465304,0.0108169,0.0155362,0.0103902,0.0123769,0.0137733,0.0321951,0.0110123,0.0122398,0.00799111,0.0263971,0.0113055,0.00540974,0.035302,0.00763832,0,0,0,0,0
55,0.0126411,0,0,0,0,0.0341462,0,0,0,0.0396311,0.0325945,0.0329443,0.0134576,0,0,0.0246452,0,0.0297358,0.0334953,0.0431649,0.0306814,0.0115579,0.0130863,0.0251619,0.0230743,0.00838637,0.0101322,0.0110811,0.0188403,0.0225825,0.0216259,0.0238439,0.0462205,0.0231272,0,0.0355177,0.0034367,0.0392932,0.010454,0.0159962,0.0257498,0,0,0.0221879,0,0.0447485,0.0133755,0.0363718,0.0146193,0.0146922,0.0194864,0.0221751,0.0464384,0.0108413,0.0155031,0.0103864,0.0124036,0.0137869,0.0322285,0.0110225,0.0123142,0.0077798,0.0260989,0.010815,0.00529616,0.0352833,0.00753655,0,0,0,0,0
56,0.0125651,0,0,0,0,0.0341247,0,0,0,0.0391043,0.0325913,0.0328487,0.0135045,0,0,0.0244885,0,0.0297642,0.0329093,0.0431919,0.0306395,0.0115612,0.0131366,0.0251635,0.0229161,0.00845441,0.0102959,0.0111286,0.0188175,0.0226236,0.0216426,0.0237693,0.0457567,0.0226933,0,0.0348215,0.00355547,0.0393397,0.0106632,0.0159811,0.0258505,0,0,0.0223908,0,0.0447616,0.0135591,0.0363882,0.0144564,0.0147632,0.0195307,0.0222719,0.0463301,0.0108833,0.0155061,0.0103924,0.0124477,0.0139001,0.0322862,0.0110887,0.0124578,0.00739686,0.0258904,0.0103997,0.00516597,0.0352182,0.00746123,0,0,0,0,0
