Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x72,x73
57,0.012482,0,0,0,0,0.0341186,0,0,0,0.038874,0.0325691,0.0327717,0.0134782,0,0,0.0244366,0,0.0297895,0.0323332,0.043176,0.0307613,0.0115609,0.0131812,0.0252831,0.0228543,0.0084722,0.0103665,0.0111769,0.0187539,0.0226119,0.0216624,0.023711,0.0453661,0.0223979,0,0.0340707,0.00368623,0.0393331,0.0107021,0.0159439,0.0259736,0,0,0.0228558,0,0.0447709,0.0139241,0.036394,0.0141792,0.0148337,0.0195122,0.0224231,0.0462792,0.0108572,0.0154795,0.0103221,0.0124547,0.0140245,0.0323145,0.0111122,0.012566,0.00716485,0.0258093,0,0.00521837,0.0351182,0.00740779,0,0,0,0,0
58,0.0124666,0,0,0,0,0.0341372,0,0,0,0.0387946,0.0325336,0.0327181,0.0134992,0,0,0.0244125,0,0.0297844,0.031802,0.0432033,0.0309363,0.0115249,0.0132471,0.0253432,0.0229809,0.00855435,0.0104636,0.0111861,0.0186907,0.0225811,0.0216651,0.0236508,0.0450593,0.0221588,0,0.0334597,0.00378991,0.0393639,0.0106002,0.0156082,0.0260937,0,0,0.022824,0,0.044763,0.0138883,0.0363759,0.0138169,0.0149057,0.0194647,0.0225229,0.0461435,0.010829,0.0154455,0.0102104,0.0124135,0.0140977,0.0323162,0.0111186,0.0126162,0.00701243,0.0257591,0.00957144,0.00490697,0.0349934,0.00739784,0,0,0,0,0
59,0.0124349,0,0,0,0,0.0341091,0,0,0,0.0383303,0.0325108,0.0326674,0.0135736,0,0,0.0244215,0,0.0297688,0.0314218,0.0432224,0.0313438,0.0114928,0.0132935,0.0254259,0.0231492,0.0086392,0.0105747,0.0112126,0.01863,0.0225707,0.0216499,0.0236047,0.0447925,0.0219473,0,0.0330371,0.00390999,0.0393321,0.0104627,0.0151685,0.0262508,0,0,0.0231182,0,0.0447091,0.0141155,0.0363466,0.0133977,0.0149914,0.0193546,0.0226725,0.0461252,0.0108183,0.0154163,0.0100998,0.0123587,0.0141121,0.0323711,0.0111134,0.0126,0.00683311,0.0254906,0.00926963,0.00481137,0.03488,0.00738732,0,0,0,0,0
60,0.0124441,0,0,0,0,0.0340906,0,0,0,0.037912,0.0324653,0.0325934,0.0136161,0,0,0.0243887,0,0.0297147,0.0311026,0.0432038,0.03196,0.0115192,0.0132963,0.0254724,0.0234306,0.00870694,0.0106604,0.0112403,0.0185708,0.0225165,0.0216271,0.0235696,0.0443601,0.0218379,0,0.0326212,0.00411948,0.0393572,0.0103668,0.0155015,0.0263533,0,0,0.0234096,0,0.0447078,0.0143048,0.0363269,0.0129904,0.0150985,0.0192025,0.0227613,0.0461862,0.010834,0.0152495,0.0099681,0.0123057,0.0140927,0.0324205,0.0111086,0.0125259,0.00666736,0.0254475,0.00857194,0.00478429,0.0348635,0.00739421,0,0,0,0,0
61,0.0124441,0,0,0,0,0.0341028,0,0,0,0.0377296,0.0323855,0.032569,0.0136411,0,0,0.0242247,0,0.029605,0.0308101,0.0431906,0.0321294,0.0115202,0.0133048,0.0254964,0.0237332,0.00872542,0.0106891,0.0112406,0.0185594,0.0224438,0.0216353,0.023551,0.0438682,0.0218329,0,0.0322137,0.00434213,0.0394037,0.010309,0.015747,0.0263955,0,0,0.0236303,0,0.0447344,0.0143885,0.0363307,0.0126477,0.0151433,0.0190272,0.0228292,0.0463023,0.0108426,0.0150784,0.00987714,0.0122717,0.0140195,0.0323997,0.0110623,0.0123975,0.00672367,0.0256399,0.00852825,0.0047878,0.0348968,0.00741749,0,0,0,0,0
62,0.012453,0,0,0,0,0.0341167,0,0,0,0.0372685,0.0323534,0.0325747,0.0136743,0,0,0.0240346,0,0.0295299,0.0306344,0.0432051,0.032141,0.0115359,0.0133123,0.0254859,0.024041,0.00871133,0.0106783,0.0112075,0.0185568,0.022389,0.0216192,0.0235343,0.0435631,0.0218908,0,0.0319441,0.00453685,0.0394333,0.0102558,0.0156751,0.0264864,0,0,0.023828,0,0.0447418,0.0144619,0.0362798,0.0123728,0.0151647,0.0188534,0.022875,0.0463659,0.0108222,0.0149371,0.00983497,0.012267,0.0139259,0.0323734,0.0110359,0.0122734,0.00681043,0.0258997,0.00870569,0.00479139,0.0349008,0.00741781,0,0,0,0,0
63,0.0124686,0,0,0,0,0.0341015,0,0,0,0.0369665,0.032375,0.0326267,0.0136846,0,0,0.0239113,0,0.0294965,0.0305558,0.0431935,0.0321775,0.0116091,0.0133056,0.0254453,0.0242903,0.00867959,0.0106207,0.0111646,0.0184957,0.0223726,0.0216318,0.0235192,0.0434581,0.021954,0,0.0318661,0.00466075,0.0394046,0.0102525,0.0155342,0.0266086,0,0,0.0240202,0,0.0446721,0.0145502,0.0362019,0.0122444,0.0151893,0.0186606,0.0228419,0.0464034,0.0107902,0.0149765,0.00981926,0.0122367,0.0138978,0.032443,0.0110375,0.0122551,0.00677024,0.02597,0.00887725,0.00474956,0.0348712,0.00738686,0,0,0,0,0
64,0.0125094,0,0,0,0,0.0340709,0,0,0,0.0367946,0.0323841,0.0326832,0.0137233,0,0,0.0238355,0,0.0294438,0.0305082,0.0431969,0.032361,0.0116529,0.0133104,0.0253986,0.0245281,0.00877237,0.0105872,0.0111474,0.0184166,0.022338,0.0216502,0.0234741,0.0432508,0.0220151,0,0.0318803,0.00487386,0.0394188,0.0102914,0.0154876,0.0267363,0,0,0.0241926,0,0.0446291,0.0148053,0.0361327,0.0121752,0.0152719,0.0185177,0.0228022,0.0464451,0.0107321,0.0150132,0.0098004,0.0121926,0.0138811,0.0326123,0.011074,0.0122561,0.00659876,0.0259929,0.00856371,0.0047306,0.0348596,0.00730075,0,0,0,0,0
65,0.0125453,0,0,0,0,0.034069,0,0,0,0.0366976,0.0322869,0.0326347,0.0138449,0,0,0.0236265,0,0.0292937,0.030321,0.0432647,0.0329014,0.0116387,0.0133141,0.025329,0.0248005,0.00885709,0.0106441,0.0111797,0.0183568,0.0223066,0.0216506,0.0234202,0.0429016,0.0220374,0,0.031758,0.00503863,0.0394518,0.0102698,0.0154073,0.0268312,0,0,0.0243165,0,0.0446123,0.0150127,0.0360812,0.0118333,0.0154225,0.0184913,0.0227868,0.0464518,0.0107379,0.0149946,0.00980746,0.0122037,0.013856,0.0329107,0.011105,0.0122606,0.00655899,0.0261134,0.00848083,0.00469683,0.0348716,0.0072068,0,0,0,0,0
66,0.0126011,0,0,0,0,0.0340518,0,0,0,0.0365654,0.0321933,0.0326033,0.0139456,0,0,0.0234606,0,0.0291659,0.0301236,0.0433481,0.0331181,0.0115846,0.0133447,0.0252339,0.0251198,0.00889643,0.0106961,0.0112301,0.0183332,0.0222963,0.0216844,0.0233653,0.0425225,0.0219218,0,0.0316678,0.00515161,0.0394873,0.0101663,0.0152694,0.0269244,0,0,0.024495,0,0.0446067,0.0152047,0.0360245,0.0115171,0.0155385,0.0184495,0.0227827,0.0464051,0.0107173,0.0149156,0.00974225,0.0121838,0.0138149,0.0330464,0.0110837,0.0122307,0.00664383,0.0260189,0.00846635,0.00468517,0.0348565,0.0071417,0,0,0,0,0
67,0.0126581,0,0,0,0,0.0340133,0,0,0,0.036058,0.0321398,0.0326193,0.0139993,0,0,0.0233711,0,0.0290847,0.0299476,0.0433915,0.0333008,0.0115676,0.0133916,0.0252238,0.0254547,0.00891714,0.0107242,0.011222,0.0183522,0.0223075,0.0217295,0.0233358,0.0422087,0.0218587,0,0.0315642,0.0052392,0.039534,0.0100999,0.0151761,0.0269869,0,0,0.0246421,0,0.0446136,0.015374,0.0359836,0.0113099,0.0155748,0.0183541,0.022833,0.0462914,0.0106211,0.0148138,0.00941002,0.0121145,0.0137912,0.0329878,0.0110486,0.0122147,0.00674139,0.0259657,0.00837398,0.00468406,0.0348312,0.00712434,0,0,0,0,0
68,0.0126593,0,0,0,0,0.0339858,0,0,0,0.0357651,0.032063,0.0326491,0.0140305,0,0,0.023158,0,0.028984,0.0297824,0.0433973,0.0336605,0.0115681,0.0134082,0.0253034,0.0258348,0.00893077,0.0107488,0.0112141,0.0183503,0.022319,0.0217365,0.0233394,0.0418946,0.0218199,0,0.0314743,0.00531256,0.0395711,0.0100719,0.0152166,0.0270325,0,0,0.0247476,0,0.044601,0.0155043,0.0359802,0.0111679,0.0155312,0.018188,0.0229371,0.0460955,0.0105486,0.0146854,0.0088952,0.012005,0.0137341,0.0327749,0.0110377,0.0121804,0.0067355,0.0259654,0.00841957,0.00473249,0.0348313,0.00714967,0,0,0,0,0
69,0.0126565,0,0,0,0,0.0339859,0,0,0,0.0356624,0.0319809,0.0326882,0.0140703,0,0,0.0228563,0,0.0288811,0.029581,0.0434424,0.0340632,0.0115666,0.013396,0.0253803,0.0261713,0.00892814,0.0107382,0.011184,0.0182717,0.0222707,0.0217472,0.0233504,0.0415989,0.0216807,0,0.031429,0.00542769,0.0396105,0.0100717,0.0152378,0.0270833,0,0,0.0248848,0,0.0445991,0.0156281,0.0360312,0.0110284,0.0155283,0.0180695,0.0230444,0.0458813,0.0105028,0.014577,0.00865324,0.0119434,0.0137063,0.0326902,0.0110387,0.0121432,0.00677399,0.0257929,0.00854389,0.00482638,0.0348317,0.00717102,0,0,0,0,0
70,0.0136092,0,0,0,0,0.0349201,0,0,0,0.036042,0.0410782,0.032952,0.0151585,0,0,0.0171868,0,0.0333114,0.0183119,0.0436192,0.0341552,0.0129288,0.0133703,0.0284466,0.025746,0.00884551,0.010789,0.011094,0.0182508,0.0223918,0.0218612,0.0233071,0.0421694,0.0178542,0.0438921,0.0142464,0.00571036,0.0396405,0.00999798,0.0159816,0.0267948,0,0,0.0248436,0,0.0445073,0.0155945,0.0359099,0.0110688,0.0142223,0.0180329,0.0266228,0.0455341,0.010326,0.0141931,0.0083392,0.0117149,0.0140318,0.033033,0.0112755,0.0123748,0.00659584,0.0251165,0.00829041,0.00488247,0.0351452,0.00634589,0,0,0,0,0
71,0.0136634,0,0,0,0,0.0351293,0,0,0,0.0357859,0.0410159,0.0330214,0.0153329,0,0,0.0173214,0,0.0332195,0.0183521,0.0436908,0.0342565,0.0130253,0.013415,0.0286734,0.0257278,0.00881063,0.0108759,0.0111742,0.0181779,0.0223438,0.0218784,0.0232604,0.0420832,0.0177981,0.0437238,0.0145479,0.00579149,0.0396521,0.00989204,0.0160115,0.0270747,0,0,0.0248119,0,0.0445184,0.0156741,0.0360582,0.0110773,0.0142883,0.0181134,0.0268911,0.0456064,0.0103733,0.0141975,0.0083495,0.0117209,0.0141126,0.0330467,0.0112828,0.0124416,0.00648333,0.0250004,0.00785856,0.00488762,0.0353058,0.00629573,0,0,0,0,0
72,0.0136974,0,0,0,0,0.0351526,0,0,0,0.0356936,0.0410243,0.0330391,0.0153994,0,0,0.0173307,0,0.0331791,0.0183346,0.0436867,0.0345128,0.0130468,0.01341,0.0287756,0.0255801,0.00875401,0.0109206,0.0112383,0.0180335,0.0222796,0.0218684,0.0232434,0.0419337,0.0176652,0.0436103,0.0147062,0.00584451,0.0396425,0.00985654,0.0160645,0.0272182,0,0,0.0247604,0,0.0444839,0.0157586,0.0361252,0.0110006,0.0142921,0.0181307,0.0269923,0.0455458,0.0103748,0.0142121,0.00843513,0.0116815,0.0141418,0.033063,0.0112902,0.0124531,0.00655808,0.0249637,0.00747978,0.00480037,0.0352981,0.00630434,0,0,0,0,0
73,0.0137363,0,0,0,0,0.0350918,0,0,0,0.0355642,0.0409514,0.0330357,0.0154099,0,0,0.0170911,0,0.0330943,0.0181403,0.0436656,0.0348866,0.0130503,0.0134189,0.0287877,0.0254662,0.00874568,0.0109194,0.0112566,0.0179614,0.0222401,0.0218238,0.023247,0.0417471,0.0174387,0.043483,0.0146403,0.0059999,0.0396446,0.00984475,0.0161027,0.0273217,0,0,0.0247925,0,0.0444679,0.0158505,0.0361605,0.0110184,0.0143167,0.0181066,0.0270383,0.0454445,0.0103475,0.0141753,0.00865116,0.0116229,0.0141308,0.0330347,0.0113097,0.0124375,0.00659453,0.0249444,0.00697434,0.00470827,0.0352149,0.00630927,0,0,0,0,0
74,0.0138494,0,0,0,0,0.0350653,0,0,0,0.0354714,0.0407009,0.0330312,0.0154114,0,0,0.0169048,0,0.0330278,0.017981,0.0436973,0.0350073,0.0130655,0.0134515,0.0287502,0.0253813,0.00875308,0.0109613,0.0112582,0.0179659,0.0222263,0.0218179,0.0232413,0.041531,0.0174861,0.0432369,0.0146727,0.00611365,0.0396671,0.00976211,0.0161069,0.0274415,0,0,0.0248515,0,0.0444698,0.015926,0.0361848,0.0108894,0.014366,0.018044,0.0271035,0.0453758,0.0103125,0.0140971,0.00868509,0.0115727,0.0140603,0.0330018,0.0112925,0.0124015,0.00666226,0.024906,0.00700672,0.00463688,0.0351201,0.00637903,0,0,0,0,0
75,0.0140661,0,0,0,0,0.0351007,0,0,0,0.0353191,0.0403998,0.0330319,0.0154028,0,0,0.0169784,0,0.0330729,0.0179933,0.0437668,0.0349055,0.0130889,0.0134433,0.0287693,0.0253163,0.00878912,0.0110071,0.0112437,0.0180098,0.0221782,0.0218432,0.0232199,0.0413197,0.0179171,0.0429775,0.0149246,0.0061474,0.0397016,0.00964292,0.0161186,0.0275853,0,0,0.0249465,0,0.0444746,0.0159479,0.0361997,0.0106176,0.014397,0.0179571,0.0272045,0.0453207,0.0102838,0.0140033,0.00857825,0.0115104,0.0140251,0.0329965,0.0112407,0.0123467,0.00663515,0.0248323,0.00763191,0.00455355,0.0350339,0.00651419,0,0,0,0,0
76,0.0143849,0,0,0,0,0.0351822,0,0,0,0.0351254,0.0400699,0.0329399,0.0154519,0,0,0.0173736,0,0.0332262,0.018229,0.0438129,0.0348824,0.0131091,0.0134143,0.0288302,0.0252887,0.00883265,0.0108883,0.0112219,0.0179995,0.02209,0.0218166,0.0232121,0.0409566,0.017885,0.0427262,0.0151713,0.00623263,0.0397187,0.00971897,0.016127,0.0277555,0,0,0.0251101,0,0.0444603,0.015978,0.0361953,0.0106873,0.0143591,0.0179648,0.0273376,0.0453191,0.0103389,0.0139945,0.00855211,0.0115064,0.0140805,0.0329486,0.0113172,0.0123561,0.00681237,0.024749,0.00778638,0.0044906,0.0349867,0.00664586,0,0,0,0,0
77,0.0146006,0,0,0,0,0.0351934,0,0,0,0.0347793,0.0399144,0.0329231,0.0155034,0,0,0.0177069,0,0.0332314,0.0184135,0.0438574,0.0348992,0.0131118,0.0134277,0.0289143,0.0252865,0.00882236,0.0107953,0.01123,0.0179518,0.0220054,0.0217806,0.0232122,0.0405521,0.0177953,0.0425767,0.0153035,0.00632042,0.0396856,0.00980672,0.0161633,0.0278695,0,0,0.0252652,0,0.0443997,0.0159509,0.0361873,0.0108418,0.0142983,0.017968,0.0275025,0.0452623,0.0103738,0.0140798,0.00851963,0.0114865,0.0141195,0.0329201,0.0113629,0.012356,0.00690143,0.024595,0.0077088,0.00435998,0.0348984,0.0067269,0,0,0,0,0
78,0.01467,0,0,0,0,0.0351507,0,0,0,0.0346945,0.0399126,0.0329123,0.0155195,0,0,0.0178865,0,0.0331519,0.0185205,0.0439254,0.0348808,0.0131397,0.0134317,0.0289884,0.0253236,0.00881229,0.0107957,0.0112598,0.0179436,0.0219702,0.0217404,0.0231965,0.0401862,0.0178039,0.0424964,0.0153986,0.00648942,0.0396662,0.00987493,0.0161866,0.0279592,0,0,0.0254246,0,0.0443516,0.0158925,0.0361936,0.0107263,0.0143226,0.0179421,0.0276319,0.0451538,0.0103066,0.0141879,0.00846935,0.0114213,0.0141192,0.0330392,0.0113424,0.0123319,0.00687549,0.0243916,0.007507,0.00428069,0.0347961,0.0067422,0,0,0,0,0
79,0.0147502,0,0,0,0,0.0351388,0,0,0,0.0345666,0.0398264,0.0328097,0.015545,0,0,0.0179062,0,0.0330839,0.0184872,0.0440195,0.035115,0.013167,0.0134096,0.0290469,0.0253797,0.00883399,0.0108247,0.0112783,0.0179062,0.021948,0.0216596,0.0231711,0.0397647,0.0177548,0.0423794,0.015386,0.00664741,0.0396749,0.00986753,0.0162256,0.0280372,0,0,0.0255684,0,0.0443138,0.0157759,0.0361538,0.0106195,0.0144219,0.0179586,0.0277283,0.0450539,0.0102378,0.0140871,0.0084798,0.011375,0.0140719,0.0331978,0.0113119,0.0122555,0.0070454,0.024217,0.00710053,0.00434501,0.0347349,0.00675892,0,0,0,0,0
80,0.0148677,0,0,0,0,0.0351846,0,0,0,0.0341889,0.0397253,0.0327055,0.01554,0,0,0.017945,0,0.0330726,0.0184881,0.0441243,0.035462,0.0131673,0.0133791,0.0290718,0.0254621,0.00883974,0.0108546,0.0113018,0.0178908,0.0219055,0.0216184,0.0231391,0.0394022,0.0176838,0.0422627,0.0153891,0.00679472,0.0396852,0.00981462,0.0162303,0.0281268,0,0,0.0255938,0,0.0442532,0.0155556,0.0361215,0.0106471,0.0144066,0.0178451,0.0278144,0.0449795,0.0101598,0.0139527,0.00841038,0.0112818,0.0139846,0.0330099,0.0112983,0.0121646,0.00731004,0.0241635,0.00652414,0.00457836,0.0346794,0.00675921,0,0,0,0,0
81,0.0149654,0,0,0,0,0.035207,0,0,0,0.0337118,0.0396535,0.0326495,0.0155325,0,0,0.0180009,0,0.0330745,0.0184864,0.0441798,0.0356039,0.0131449,0.0133792,0.0291038,0.0255781,0.00888562,0.0109857,0.0113194,0.017843,0.0218582,0.0215843,0.0231175,0.039189,0.0176882,0.0421774,0.0155079,0.00693582,0.0396716,0.00980327,0.0162307,0.0282323,0,0,0.0255382,0,0.0441699,0.0153786,0.0361152,0.0105089,0.0144087,0.0177281,0.0279108,0.0448666,0.0101285,0.0138901,0.0083381,0.0112132,0.0139031,0.0328552,0.0112679,0.0120938,0.00748095,0.0241672,0.0057882,0.0048211,0.0345974,0.00677427,0,0,0,0,0
82,0.0148876,0,0,0,0,0.0349775,0,0,0,0.0336532,0.0395881,0.0326283,0.0155411,0,0,0.0179816,0,0.0331156,0.0184827,0.0442178,0.0354473,0.0131605,0.0133671,0.0292412,0.0256135,0.00889917,0.0109583,0.0113155,0.0177594,0.021864,0.0215645,0.0231003,0.0390238,0.0178176,0.0420626,0.0157061,0.00703189,0.0396074,0.0098008,0.0162811,0.0280906,0,0,0.0256499,0,0.0440643,0.0153651,0.0361116,0.0104001,0.0144198,0.0176512,0.028081,0.0444955,0.0101213,0.0138661,0.00830884,0.0111961,0.0138301,0.0328239,0.0112105,0.0119823,0.00775263,0.0238955,0,0.00500533,0.0343585,0.00666051,0,0,0,0,0
83,0.0146794,0,0,0,0,0.0346012,0,0,0,0.0335016,0.0395361,0.032599,0.0155359,0,0,0.017942,0,0.0331015,0.018503,0.0443245,0.0353684,0.0131951,0.0133558,0.0293571,0.0256185,0.00888817,0.0108448,0.0113252,0.017724,0.0218735,0.0215314,0.023078,0.0388319,0.0175538,0.0419239,0.0159087,0.00714595,0.0395956,0.00975415,0.0163608,0.0277488,0,0,0.0256781,0,0.043989,0.015333,0.0360833,0.0103408,0.014421,0.0176161,0.0281908,0.0439058,0.0100913,0.0138148,0.00831652,0.0111522,0.0137783,0.0328179,0.0111468,0.0119004,0.00769173,0.0233245,0,0.00521508,0.033968,0.006455,0,0,0,0,0
84,0.0146251,0,0,0,0,0.0343768,0,0,0,0.0334429,0.0394579,0.0325161,0.0154934,0,0,0.017927,0,0.0330597,0.0184772,0.0444595,0.0354496,0.013211,0.0133312,0.0293705,0.0255809,0.00886334,0.0107584,0.0113154,0.0176498,0.0218074,0.021433,0.0230599,0.0385923,0.0174274,0.0417773,0.0160332,0.00718814,0.0395949,0.00961131,0.0163769,0.0276842,0,0,0.0255926,0,0.0439296,0.0152794,0.0360384,0.010274,0.0144981,0.0175999,0.0282198,0.0435756,0.0100439,0.0137207,0.00829498,0.0110766,0.0137513,0.0327851,0.0111009,0.0118804,0.00776902,0.0229546,0.00363144,0.00536309,0.0336752,0.00643078,0,0,0,0,0
85,0.0146051,0,0,0,0,0.0342252,0,0,0,0.0332305,0.0393907,0.0323837,0.0154524,0,0,0.0178979,0,0.0329835,0.0184297,0.0445107,0.0355764,0.013191,0.0132813,0.0294092,0.0256187,0.00883691,0.0107615,0.0112867,0.0175767,0.0216963,0.021379,0.023042,0.0384144,0.0172953,0.0416256,0.0161296,0.00722031,0.0395862,0.00948236,0.0163885,0.0275896,0,0,0.0254805,0,0.0438618,0.0152702,0.0360166,0.01019,0.0145325,0.0175384,0.028264,0.0432479,0.00999917,0.0136234,0.00820876,0.0109576,0.0137333,0.0327179,0.0110534,0.0118766,0.00780518,0.0226657,0.00378828,0.00543109,0.0334536,0.00642426,0,0,0,0,0
86,0.0146201,0,0,0,0,0.034117,0,0,0,0.033162,0.0393117,0.0322003,0.0154271,0,0,0.0178636,0,0.0329115,0.018373,0.0444789,0.0354538,0.0131905,0.0132493,0.0293915,0.0256959,0.00886837,0.0109049,0.0112563,0.0175519,0.021595,0.0213027,0.0230143,0.0382465,0.0171782,0.0414631,0.0162037,0.00736805,0.0396172,0.00955011,0.016405,0.0274792,0,0,0.025336,0,0.0438328,0.0152659,0.03599,0.010228,0.01452,0.017541,0.0282692,0.0429645,0.0100147,0.0136148,0.00814578,0.0109605,0.0137709,0.0326486,0.0110679,0.0118749,0.00792895,0.0224438,0.00364717,0.00555194,0.0332766,0.00639706,0,0,0,0,0
87,0.0147153,0,0,0,0,0.0340649,0,0,0,0.0329274,0.0391006,0.0320074,0.0153904,0,0,0.0180267,0,0.0329436,0.0184039,0.0443961,0.0353704,0.0132189,0.0132237,0.0293675,0.0257444,0.00892162,0.0110152,0.0112454,0.0175912,0.0215591,0.0212426,0.0229735,0.0381745,0.0173205,0.0412153,0.0164065,0.00754762,0.0396366,0.00955831,0.0164116,0.02744,0,0,0.0252114,0,0.0437932,0.0152712,0.0359637,0.010254,0.0145312,0.017521,0.0282873,0.0427539,0.0100061,0.0135594,0.00791945,0.0109722,0.0137694,0.0325789,0.0110624,0.0118275,0.00804431,0.022399,0,0.00566832,0.0331438,0.00645181,0,0,0,0,0
88,0.0148443,0,0,0,0,0.0339937,0,0,0,0.0325579,0.0389472,0.0319891,0.0153382,0,0,0.0181841,0,0.0329479,0.0184359,0.0445747,0.0351968,0.0131723,0.0131951,0.0293094,0.0257071,0.008962,0.0109372,0.0112617,0.0175619,0.0215089,0.0212823,0.0229182,0.0379684,0.0174738,0.040999,0.0166089,0.00764003,0.0396735,0.00946304,0.0164354,0.0273688,0,0,0.0247836,0,0.0437319,0.0150656,0.0359622,0.0102834,0.0145448,0.0174069,0.0283114,0.0424022,0.0100078,0.0134603,0.00758958,0.0109233,0.0137343,0.0325062,0.0110171,0.0117275,0.00811678,0.0221658,0.00433078,0.00587439,0.0330012,0.00657567,0,0,0,0,0
89,0.0149329,0,0,0,0,0.0339042,0,0,0,0.0323613,0.0388707,0.0321382,0.0153208,0,0,0.0182856,0,0.0329281,0.0184967,0.0446778,0.0350758,0.0131303,0.0131387,0.0292182,0.0256674,0.00901731,0.0108772,0.0113124,0.0174933,0.0214362,0.0212979,0.022862,0.0377251,0.0175651,0.040822,0.0167738,0.00771413,0.0396767,0.00935347,0.0165118,0.0272992,0,0,0.0244793,0,0.0436539,0.0149572,0.035955,0.0103793,0.0145661,0.0172456,0.0283442,0.0420141,0.00999241,0.0133902,0.0075145,0.0108464,0.0136667,0.0324426,0.0109593,0.0116318,0.0081629,0.021926,0.00465672,0.00598116,0.0328994,0.00661541,0,0,0,0,0
90,0.015031,0,0,0,0,0.0338034,0,0,0,0.0322416,0.0388353,0.0319702,0.0153491,0,0,0.0185141,0,0.0329309,0.0186498,0.0446307,0.0347921,0.013153,0.0131063,0.0291146,0.0256229,0.00908494,0.0109272,0.0113576,0.0174097,0.0213894,0.0212584,0.0228001,0.0375513,0.0177834,0.0406867,0.016931,0.00793115,0.0396961,0.00944756,0.0165837,0.0272236,0,0,0.0242478,0,0.0435889,0.0149064,0.0359259,0.0103796,0.0145902,0.017222,0.0283609,0.0416261,0.00998873,0.0134296,0.00731165,0.010877,0.0136236,0.0325004,0.010979,0.0115807,0.00841382,0.0216505,0.00481206,0.00608283,0.0328112,0.0066815,0,0,0,0,0
91,0.0152114,0,0,0,0,0.0337529,0,0,0,0.0321645,0.0387652,0.0314492,0.0153914,0,0,0.0189332,0,0.0329713,0.0189009,0.0445628,0.0345009,0.0132292,0.0131221,0.0290335,0.0255552,0.00910142,0.01108,0.0114115,0.0173321,0.0213184,0.0211562,0.0227217,0.0374539,0.0182328,0.0405581,0.0170755,0.00810709,0.0397403,0.00950085,0.0167246,0.0271363,0,0,0.0240729,0,0.0435448,0.0148866,0.0358915,0.0103684,0.0146332,0.0172611,0.0283554,0.0412863,0.0100216,0.0135005,0.00737948,0.0109462,0.0135813,0.0327931,0.0109876,0.0115475,0.00858204,0.0213102,0.00497354,0.00622613,0.0327303,0.00683972,0,0,0,0,0
92,0.0154061,0,0,0,0,0.0337263,0,0,0,0.0320882,0.0385719,0.0310474,0.0153396,0,0,0.019368,0,0.0330227,0.0190821,0.0446161,0.0339967,0.0132635,0.013149,0.0289926,0.0255242,0.00913376,0.0112343,0.0114783,0.0172667,0.0212132,0.0210359,0.022621,0.0373667,0.0189349,0.0403928,0.0171478,0.00820523,0.0397907,0.0094868,0.0167817,0.0270564,0,0,0.0238898,0,0.0435083,0.0148662,0.0358874,0.0104718,0.0146758,0.0172582,0.028397,0.0409802,0.0100204,0.0135067,0.00769053,0.0109279,0.0135743,0.032958,0.0109954,0.0115094,0.00867197,0.0209739,0.00516399,0.00641074,0.0326803,0.00704315,0,0,0,0,0
93,0.01557,0,0,0,0,0.0336858,0,0,0,0.0321191,0.0384498,0.0306807,0.0152953,0,0,0.0198821,0,0.033046,0.0193019,0.0446861,0.0334079,0.013251,0.0131609,0.0289898,0.0255757,0.0091786,0.0115256,0.0115434,0.0171502,0.0210764,0.0209248,0.0225233,0.0372259,0.0191311,0.0402812,0.0172956,0.00826615,0.0398367,0.00944246,0.0168262,0.0269312,0,0,0.0237319,0,0.043471,0.0148739,0.0358902,0.0106515,0.0146713,0.0172699,0.0284451,0.0406688,0.0100105,0.0135522,0.00770644,0.0108852,0.0135814,0.0329908,0.0110055,0.0115203,0.00871838,0.0205915,0.00534863,0.00657909,0.0326453,0.00720881,0,0,0,0,0
94,0.0157125,0,0,0,0,0.0335984,0,0,0,0.0319143,0.0384021,0.030348,0.0152751,0,0,0.0204162,0,0.0330181,0.0195159,0.044694,0.0327402,0.0132232,0.013164,0.0290291,0.0256256,0.00923219,0.0122849,0.0116662,0.017027,0.0209511,0.020831,0.0224132,0.037114,0.0192603,0.040217,0.0174332,0.00838065,0.0398745,0.00944422,0.0169131,0.0267824,0,0,0.023584,0,0.0434323,0.0148537,0.0358341,0.0108791,0.0146402,0.0173193,0.0285433,0.04033,0.00994898,0.0136055,0.00767537,0.0108828,0.0136322,0.0329906,0.0110074,0.0115497,0.00878637,0.0203154,0.0054966,0.00671221,0.0325994,0.00730815,0,0,0,0,0
