Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LWRA
9,0.0203252,0,0,0,0,0.0411608,0,0,0,0,0,0,0.0190116,0.0319086,0.0210632,0.0207149,0,0,0.0165937,0,0.02916,0.0243876,0.042579,0.0258094,0.0092651,0.00820178,0.0199043,0.053663,0.00840781,0.0146152,0.0104754,0.00959121,0.0108682,0.013359,0.0130395,0.0196849,0.0304448,0.0330822,0.015134,0.0451167,0.0165671,0.0181664,0.0160723,0,0,0.00750952,0,0.0482398,0.0147228,0.0356595,0.0235413,0.0107259,0.031936,0.0238648,0.0321788,0.00799287,0.0189899,0.018332,0.0141541,0.0184044,0.0275157,0.0113523,0.0195595,0.0142069,0.0181507,0.0224949,0.0197482,0.0433043,0.0149876,0,0,0,0
10,0.0202922,0,0,0,0,0.0410585,0,0,0,0,0,0,0.0200027,0.0320462,0.0214732,0.0207196,0,0,0.0166429,0,0.0293357,0.0244753,0.0425189,0.0254852,0.00924598,0.00809543,0.0198659,0.0537781,0.0081334,0.0147643,0.00994351,0.00963228,0.0108391,0.0133232,0.0128796,0.0204652,0.0300186,0.0331297,0.0151021,0.0451145,0.0164714,0.0181968,0.0161235,0,0,0.00742725,0,0.0482042,0.014622,0.0356394,0.0234274,0.0107023,0.0319225,0.0237974,0.0319436,0.00801965,0.0189382,0.0182267,0.0142185,0.0183656,0.0274983,0.0113414,0.0195358,0.0143422,0.017962,0.0222872,0.0195351,0.04322,0.0149929,0,0,0,0
11,0.0202412,0,0,0,0,0.0409422,0,0,0,0,0,0,0.0212095,0.0320477,0.0221323,0.0206283,0,0,0.0165932,0,0.0293829,0.024445,0.0425287,0.0250221,0.00919711,0.00810826,0.0198758,0.0538264,0.00797166,0.0151005,0.00945816,0.00967907,0.0108799,0.0133602,0.012736,0.0215518,0.0299376,0.0330491,0.0149762,0.0451335,0.0163961,0.0181601,0.0161846,0,0,0.00743508,0,0.0482053,0.0146021,0.0356628,0.0233233,0.010682,0.0318931,0.0237821,0.031757,0.00804603,0.0189364,0.0178923,0.01427,0.0183459,0.0274761,0.0113149,0.0195311,0.0143794,0.0179304,0.0222003,0.0194802,0.0431003,0.0150019,0,0,0,0
12,0.0202144,0,0,0,0,0.0408369,0,0,0,0,0,0,0.0224197,0.0319477,0.0228674,0.0204112,0,0,0.0165284,0,0.0293355,0.0242565,0.042623,0.0248004,0.00915217,0.00825262,0.019955,0.0538515,0.00799879,0.0155604,0.00902068,0.00972063,0.0110823,0.0137362,0.0126244,0.0227497,0.0299306,0.0328371,0.0147728,0.0451617,0.0163761,0.018099,0.0162836,0,0,0.00750839,0,0.0482203,0.0146566,0.035715,0.0232114,0.0106805,0.0318524,0.0238158,0.0316051,0.00804455,0.0189674,0.0180107,0.0142859,0.0183293,0.0274418,0.011295,0.0194934,0.0142879,0.017915,0.0222563,0.0194627,0.042929,0.01499,0,0,0,0
13,0.0201735,0,0,0,0,0.0407283,0,0,0,0,0,0,0.0234133,0.0318903,0.0237565,0.0203489,0,0,0.0164625,0,0.0293235,0.0239893,0.0427531,0.0248474,0.00911283,0.00860451,0.0200495,0.0537818,0.00811367,0.0161367,0.00874017,0.0100023,0.0113803,0.0138135,0.0125442,0.0240851,0.0298571,0.0326206,0.0145481,0.0451591,0.0163505,0.018101,0.0163334,0,0,0.00764491,0,0.0481939,0.0147605,0.0357465,0.0229947,0.0106437,0.0318859,0.0238892,0.0314854,0.00804017,0.0189975,0.0182385,0.0142807,0.0183461,0.027409,0.0112662,0.0194372,0.0141379,0.0178222,0.022214,0.0194197,0.042757,0.014959,0,0,0,0
14,0.0200965,0,0,0,0,0.0406065,0,0,0,0,0,0,0.0241467,0.0319381,0.024579,0.0204148,0,0,0.0162598,0,0.0294157,0.0238345,0.0428055,0.0250667,0.00903928,0.00896427,0.0200998,0.05375,0.00825503,0.0165961,0.00862441,0.0107259,0.0116793,0.0138263,0.0124934,0.02569,0.0296721,0.0325146,0.0144358,0.0451761,0.0163037,0.0181349,0.0163328,0,0,0.00768155,0,0.0481697,0.0148482,0.0357476,0.0226901,0.0105756,0.0319841,0.0239128,0.0313983,0.00803325,0.0189903,0.0183988,0.0143259,0.0183214,0.027371,0.0113076,0.0193557,0.0140268,0.0174601,0.0220825,0.0193705,0.0425845,0.0149015,0,0,0,0
15,0.0199891,0,0,0,0,0.0404435,0,0,0,0,0,0,0.0251266,0.0319879,0.0254055,0.0204743,0,0,0.0161039,0,0.0294836,0.0236484,0.0427925,0.025062,0.0090338,0.0090633,0.0200723,0.0537357,0.00843743,0.0167494,0.00852789,0.0106094,0.0118238,0.0138181,0.012547,0.0271098,0.0295247,0.0323737,0.0143095,0.0452114,0.0162241,0.0180716,0.0162861,0,0,0.00773379,0,0.0481571,0.0148334,0.0357539,0.0225111,0.0105322,0.0320863,0.0238773,0.0312712,0.00808134,0.0189883,0.0184527,0.0144001,0.0183013,0.0273568,0.0114196,0.0192647,0.0139335,0.017525,0.0219425,0.0192742,0.0424114,0.0148104,0,0,0,0
16,0.0198475,0,0,0,0,0.0402781,0,0,0,0,0,0,0.0257278,0.0318941,0.0261298,0.0202188,0,0,0.0159075,0,0.0294274,0.0233644,0.0427144,0.0249732,0.00923065,0.00863971,0.0198516,0.0536894,0.00822075,0.01621,0.00810296,0.00986808,0.0116632,0.0138197,0.0129923,0.0279457,0.029367,0.0321056,0.0141427,0.0452568,0.0161264,0.0180706,0.0161665,0,0,0.00766948,0,0.0481495,0.0147574,0.0356942,0.022344,0.0105644,0.0321086,0.0236465,0.031145,0.00815118,0.0189857,0.0184778,0.0144768,0.0182401,0.0273432,0.011381,0.019245,0.0140848,0.0175352,0.0218104,0.0191232,0.0421948,0.0146096,0,0,0,0
17,0.0196267,0,0,0,0,0.0401473,0,0,0,0,0,0,0.0258092,0.0317709,0.0265444,0.0199927,0,0,0.0157633,0,0.0293329,0.0230987,0.0428492,0.0248359,0.00961798,0.00740694,0.0193488,0.0536837,0.00708436,0.0146723,0.0072299,0.00885866,0.0111569,0.0135969,0.0138264,0.027846,0.0293434,0.0318554,0.0139267,0.045252,0.0161076,0.0181181,0.0160077,0,0,0.00769559,0,0.0481219,0.0147085,0.0357431,0.022257,0.0106022,0.0321419,0.0232584,0.0310014,0.00820903,0.0190024,0.0185317,0.0146511,0.018165,0.0272847,0.0113541,0.0192656,0.0142274,0.0174723,0.0216865,0.0190345,0.0419938,0.0142821,0,0,0,0
18,0.0193901,0,0,0,0,0.0400026,0,0,0,0,0,0,0.0253515,0.031786,0.0267334,0.0199684,0,0,0.0157716,0,0.0293711,0.0229788,0.0431075,0.0249804,0.00996311,0.00622635,0.0188825,0.0537043,0.00603981,0.0130733,0.00638233,0.00825462,0.0108552,0.0134136,0.0147243,0.027578,0.0290939,0.0318345,0.0138203,0.0452312,0.0161398,0.0181539,0.0158434,0,0,0.00773855,0,0.0480925,0.0146449,0.035827,0.022228,0.0106043,0.0321968,0.0228535,0.0308524,0.00824075,0.0190022,0.0184615,0.0146901,0.018095,0.0272359,0.0113771,0.0192825,0.0141835,0.0173585,0.0215973,0.0189856,0.0418718,0.0139529,0,0,0,0
19,0.0192452,0,0,0,0,0.0399142,0,0,0,0,0,0,0.0252172,0.0317701,0.026882,0.0199752,0,0,0.0157168,0,0.029396,0.022889,0.043397,0.0250379,0.0101704,0.00552104,0.018551,0.0538114,0.00546098,0.0119596,0.00582751,0.00803243,0.0109047,0.0132585,0.0154252,0.0276746,0.028914,0.031777,0.0138197,0.0452129,0.0161974,0.0182204,0.015738,0,0,0.00771526,0,0.0480716,0.0145718,0.0358776,0.0221924,0.010601,0.032258,0.0225281,0.0306773,0.00823751,0.0189178,0.0183294,0.0145525,0.0180438,0.0271643,0.0113973,0.0192334,0.0139982,0.0173457,0.021521,0.0189021,0.0417378,0.0136941,0,0,0,0
20,0.0191326,0,0,0,0,0.0398552,0,0,0,0,0,0,0.0255175,0.0317521,0.0271319,0.019665,0,0,0.0156801,0,0.0294114,0.0228193,0.0436828,0.0249449,0.0102838,0.0051816,0.0182765,0.0539603,0.00515628,0.0112124,0.00552729,0.00786773,0.0111199,0.0132173,0.0158823,0.0280715,0.0288223,0.0316822,0.0138724,0.045245,0.0162478,0.0181847,0.0156834,0,0,0.00776168,0,0.04809,0.0145185,0.0358402,0.0220317,0.0106511,0.0322604,0.0221788,0.0305345,0.00821574,0.0188052,0.0181864,0.014455,0.0180011,0.0270952,0.0113854,0.0192095,0.0138888,0.0172694,0.021503,0.0187382,0.0415294,0.0134994,0,0,0,0
21,0.0190357,0,0,0,0,0.0397993,0,0,0,0,0,0,0.0259931,0.0317559,0.0273192,0.0194393,0,0,0.0156514,0,0.0294406,0.0228408,0.0439202,0.0244678,0.0104564,0.00494056,0.0180501,0.0541519,0.00492798,0.0106738,0.00538108,0.00765476,0.0112884,0.013068,0.0162429,0.0285107,0.0288321,0.0314773,0.013798,0.0453001,0.0162569,0.0182168,0.0156711,0,0,0.00778543,0,0.0481016,0.0144614,0.0357708,0.0217919,0.0108147,0.0321733,0.0218968,0.0303449,0.008168,0.0186822,0.0177374,0.0143864,0.017997,0.0270644,0.011368,0.0192126,0.0136747,0.0169138,0.0214569,0.0186247,0.0413186,0.0133569,0,0,0,0
22,0.0189167,0,0,0,0,0.0397482,0,0,0,0,0,0,0.0271224,0.0317819,0.0277515,0.0193066,0,0,0.0156305,0,0.0294893,0.0226641,0.0441556,0.0246376,0.0105492,0.00497856,0.0178212,0.0542703,0.00515765,0.0103847,0.00548861,0.00767966,0.0115732,0.0129653,0.0166288,0.0293517,0.0289351,0.0312286,0.0136201,0.045347,0.0162565,0.0182072,0.0156365,0,0,0.00779442,0,0.0481132,0.0144293,0.0357501,0.0215999,0.0108767,0.0320427,0.0215619,0.0301878,0.00811525,0.0185937,0.0175055,0.0143512,0.0179771,0.0270621,0.0113894,0.0192176,0.0134316,0.0165103,0.021441,0.018655,0.0411998,0.0132303,0,0,0,0
23,0.0188481,0,0,0,0,0.039709,0,0,0,0,0,0,0.0279397,0.0318316,0.0283584,0.019001,0,0,0.0155891,0,0.0295279,0.0225149,0.0443417,0.0251891,0.0105907,0.00523387,0.0176062,0.0544837,0.0057375,0.0103792,0.00586141,0.00778564,0.0119781,0.0128392,0.0169921,0.0302488,0.0290718,0.0309677,0.0134167,0.0453467,0.0162477,0.0181162,0.0156286,0,0,0.00776784,0,0.0481119,0.0144027,0.0358558,0.0214776,0.0108931,0.0319737,0.0212849,0.0299851,0.00805333,0.0186222,0.0175191,0.0143067,0.0179523,0.0270941,0.0114496,0.0192373,0.0131866,0.0166853,0.0214489,0.0186859,0.0411174,0.0131851,0,0,0,0
24,0.0188335,0,0,0,0,0.0396678,0,0,0,0,0,0,0.0288587,0.0317634,0.0289804,0.0188632,0,0,0.0154699,0,0.0294677,0.0222849,0.0445611,0.0260254,0.0106567,0.00554419,0.0174236,0.0546939,0.00642714,0.0104579,0.0064299,0.00804748,0.012572,0.0127999,0.0173659,0.0313853,0.0292454,0.0309894,0.0132192,0.045325,0.0162269,0.0180431,0.0156997,0,0,0.00768044,0,0.0480926,0.0143119,0.0359706,0.0213077,0.0109364,0.0319679,0.0210298,0.0298146,0.00803059,0.0186474,0.0175881,0.0142697,0.0179031,0.0271224,0.0115286,0.0192083,0.0129209,0.0167132,0.0213759,0.0186766,0.0410168,0.0131327,0,0,0,0
25,0.0188469,0,0,0,0,0.0396352,0,0,0,0,0,0,0.029915,0.0317231,0.0298309,0.0189098,0,0,0.0154022,0,0.0294294,0.0221159,0.0447543,0.0270552,0.0107323,0.0061243,0.0172944,0.0548847,0.00726423,0.0106817,0.00722318,0.00846836,0.0131427,0.0129474,0.0178228,0.0327307,0.0292881,0.0310131,0.0130611,0.045329,0.0161868,0.0180111,0.01573,0,0,0.00771514,0,0.0480809,0.0141506,0.0360221,0.0210426,0.0109785,0.0319338,0.0208321,0.0297115,0.00798252,0.0186694,0.0175487,0.0142131,0.017882,0.0271573,0.0115687,0.0191792,0.0127346,0.0165777,0.0213109,0.018679,0.0409261,0.0130626,0,0,0,0
26,0.0187917,0,0,0,0,0.0395973,0,0,0,0,0,0,0.0308865,0.0318048,0.0306136,0.0188094,0,0,0.0155164,0,0.0294745,0.0222142,0.0449144,0.0274151,0.0108089,0.00678664,0.0171232,0.055009,0.00819095,0.0109285,0.00812651,0.00876005,0.0132403,0.013066,0.0181791,0.0338212,0.0291566,0.031053,0.0130135,0.0453891,0.0161232,0.0179646,0.01566,0,0,0.00783979,0,0.0481058,0.0141548,0.0360119,0.0208095,0.0111285,0.0320767,0.0206401,0.0296286,0.00790961,0.0189071,0,0.014294,0.0179832,0.0271006,0.0115247,0.0191925,0.0124948,0.0165343,0.0212587,0.0186265,0.0408654,0.0129515,0,0,0,0
27,0.0187499,0,0,0,0,0.0395069,0,0,0,0,0,0,0.0318883,0.0318929,0.0313696,0.0185999,0,0,0.0154924,0,0.0295233,0.0223175,0.0449397,0.0280863,0.0109388,0.00744145,0.0170322,0.0551309,0.00911173,0.0112193,0.00907389,0.00913809,0.0134741,0.0131935,0.0185903,0.0349097,0.029109,0.031143,0.0127231,0.0453896,0.016047,0.0178595,0.0155672,0,0,0.00793696,0,0.0480925,0.014192,0.0360074,0.0206395,0.0111733,0.0317222,0.020534,0.0295325,0.00786693,0.0186808,0.0172344,0.0141308,0.0177721,0.0271464,0.0114499,0.0191608,0.0124433,0.0166285,0.0212376,0.0184466,0.0407752,0.0128839,0,0,0,0
28,0.0187051,0,0,0,0,0.0394944,0,0,0,0,0,0,0.0327878,0.0317572,0.0319804,0.0183783,0,0,0.0153747,0,0.0294057,0.022155,0.0450193,0.0288014,0.0110679,0.00797497,0.0169469,0.0551574,0.0100068,0.0116785,0.00990482,0.0095018,0.0139497,0.013155,0.0189218,0.0358116,0.0290964,0.0311046,0.0124915,0.0454068,0.0159782,0.0179162,0.0154862,0,0,0.00794303,0,0.0480965,0.014075,0.0359027,0.0204083,0.0112079,0.0316302,0.0203551,0.0295452,0.00785019,0.0186628,0.0168944,0.0142275,0.0176597,0.0271797,0.0114161,0.0192184,0.01236,0.0166767,0.0211802,0.0182684,0.0407213,0.0128011,0,0,0,0
29,0.0186734,0,0,0,0,0.039534,0,0,0,0,0,0,0.0334411,0.0315659,0.0323643,0.0181942,0,0,0.0152863,0,0.0292619,0.0218211,0.0451244,0.0293672,0.0111036,0.00814724,0.0168922,0.0552151,0.0107422,0.0121419,0.0104696,0.00962268,0.0143636,0.0131095,0.0191554,0.0363351,0.0289487,0.0310336,0.0122736,0.0454338,0.0159149,0.0179802,0.0154159,0,0,0.00792529,0,0.0481158,0.0139244,0.0357911,0.0201529,0.0111761,0.0315357,0.0202432,0.0295867,0.00781699,0.0185929,0.0167915,0.0141796,0.0176456,0.0272478,0.0114281,0.0193203,0.0122486,0.0165416,0.0211412,0.018228,0.040661,0.0127243,0,0,0,0
30,0.0186471,0,0,0,0,0.0395221,0,0,0,0,0,0,0.0337522,0.0315945,0.0327242,0.0179801,0,0,0.0152445,0,0.0293323,0.0217443,0.0452324,0.0296319,0.0110828,0.0081913,0.016913,0.055265,0.0112765,0.0125751,0.0108088,0.00954969,0.0146241,0.0131206,0.0193291,0.0367174,0.0287206,0.0310261,0.0121105,0.0454233,0.0158062,0.018173,0.0153453,0,0,0.00798867,0,0.0481225,0.0139733,0.0356749,0.0198876,0.0111195,0.0315129,0.0201675,0.0295773,0.00778267,0.0185391,0.0167764,0.0142101,0.0176563,0.0272869,0.0114555,0.019351,0.0121903,0.0163932,0.0211331,0.0182775,0.0406088,0.0126252,0,0,0,0
31,0.0186105,0,0,0,0,0.0394885,0,0,0,0,0,0,0.0339885,0.031633,0.0330851,0.0176884,0,0,0.0153193,0,0.0294126,0.021771,0.0453385,0.0299155,0.0111031,0.00793789,0.0169541,0.055197,0.0115369,0.0125456,0.0108875,0.00939565,0.0147022,0.0131589,0.0194892,0.0369501,0.0284629,0.0309463,0.012048,0.0453966,0.0156971,0.0183429,0.015268,0,0,0.00798688,0,0.0481277,0.0139912,0.0356615,0.0196313,0.0111065,0.0314974,0.0200914,0.0296097,0.00776642,0.0185252,0.0167477,0.0140861,0.017671,0.0272495,0.011452,0.019285,0.0121661,0.0167744,0.021159,0.0183507,0.0405567,0.0125016,0,0,0,0
32,0.018567,0,0,0,0,0.0394601,0,0,0,0,0,0,0.0337348,0.0316435,0.0334486,0.0176026,0,0,0.0154823,0,0.0294325,0.0218003,0.0453759,0.0304216,0.0111248,0.00763862,0.0170393,0.0550443,0.0116895,0.0125839,0.0108363,0.00916673,0.0146344,0.0131749,0.0195795,0.0368513,0.0283992,0.0308572,0.0120113,0.0453638,0.0156012,0.0184025,0.0152036,0,0,0.00806735,0,0.0481305,0.014158,0.0356475,0.0193912,0.0111132,0.0314512,0.0200425,0.02971,0.00771521,0.0184788,0.0167539,0.0139723,0.0176532,0.0272136,0.0114355,0.0192534,0.0120763,0.0170047,0.0211882,0.0183946,0.0405577,0.0124015,0,0,0,0
33,0.0185656,0,0,0,0,0.0394177,0,0,0,0,0,0,0.0331891,0.0317051,0.0334312,0.0173252,0,0,0.0155933,0,0.0294457,0.0219088,0.0453023,0.0312101,0.0111254,0.00728652,0.0171329,0.0549837,0.01176,0.0125555,0.0106105,0.00903307,0.0144848,0.0130817,0.0196043,0.0362535,0.0283909,0.0309041,0.0119904,0.0453912,0.0155038,0.0184205,0.015122,0,0,0.00820813,0,0.0481758,0.0143921,0.0355652,0.0191942,0.0110884,0.0313784,0.0200515,0.0297849,0.00768404,0.0183819,0.0167277,0.0139085,0.017578,0.0271751,0.0113988,0.0192539,0.0119874,0.0170222,0.0212741,0.0184286,0.0405889,0.0123934,0,0,0,0
34,0.0185592,0,0,0,0,0.0394072,0,0,0,0,0,0,0.0324009,0.0317678,0.0331863,0.0171557,0,0,0.0156504,0,0.0294245,0.0219426,0.0452034,0.0318514,0.0110245,0.00693857,0.0171988,0.0549933,0.0114193,0.0121438,0.0102752,0.00882892,0.0142062,0.0131898,0.0195797,0.0355032,0.028451,0.0310079,0.0118915,0.0454456,0.0154371,0.018432,0.0150746,0,0,0.0081528,0,0.0482133,0.0143066,0.035579,0.0190668,0.0110319,0.0313334,0.0201132,0.0297905,0.00768404,0.0183474,0.0167326,0.013877,0.0175097,0.0270949,0.0114425,0.0192507,0.0118503,0.0170002,0.0213069,0.0184818,0.0405839,0.012395,0,0,0,0
35,0.0185938,0,0,0,0,0.0393885,0,0,0,0,0,0,0.0315693,0.0316561,0.0329137,0.017153,0,0,0.0156559,0,0.029288,0.0217378,0.0451273,0.0326564,0.0109542,0.0065935,0.0172956,0.0550575,0.0108877,0.0113636,0.00986128,0.00860176,0.0139425,0.0132337,0.0196267,0.0348405,0.0283079,0.0308798,0.0116427,0.0454881,0.0153218,0.0184879,0.0150678,0,0,0.00816504,0,0.0482292,0.0142535,0.0355746,0.0188529,0.0109504,0.0312584,0.0202081,0.0297933,0.00770248,0.018401,0.0167851,0.0138696,0.017388,0.0269862,0.0114239,0.0192489,0.0119268,0.016961,0.0213382,0.0185269,0.0405641,0.0123955,0,0,0,0
