Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LTHIP,x78,,x79,x80,x75
1410,0.0243159,0,0,0,0,0.0107869,0,0,0,0,0,0,0.0172127,0.0262142,0,0.00829412,0,0,0.0423679,0,0.0280367,0.0322293,0.048135,0,0.0201926,0.0142244,0.00805366,0.0410357,0.00598386,0.0114009,0.00834481,0.00722678,0.00709794,0.0013895,0.025553,0.00700484,0.0430279,0,0.0215346,0,0.0399478,0.133347,0,0.0174422,0,0,0.0128781,0,0.0441321,0.00976368,0.0422926,0,0.0297992,0.0863063,0.0128187,0.025182,0.0188808,0.0425001,0.0498312,0.0427126,0,0.10082,0.0630344,0.0893683,0.0182386,0,0.00376892,0.00490944,0.00788177,0.0176165,0,0,0,0,0,0,0,0,0,0
1411,0.02425,0,0,0,0,0.0109751,0,0,0,0,0,0,0.018392,0.0263576,0,0.00653733,0,0,0.0426964,0,0.0279571,0.0323659,0.0480974,0,0.0196798,0.0121895,0.010516,0.0413078,0.00530348,0.0105894,0.00672449,0.00586349,0.00672061,0,0.0257161,0.0069818,0.0434245,0,0.0215897,0,0.0399078,0.193233,0.0146395,0.0171205,0,0,0.0125269,0,0.0442575,0.00936594,0.0420381,0,0.0298638,0.117096,0.015293,0.0256742,0.0357836,0,0.076225,0.0630898,0,0.0894849,0.0979197,0.117327,0.0657687,0.0174558,0.00387208,0.00518062,0.00822057,0.0172521,0,0,0,0,0,0,0,0,0,0
1412,0.0253589,0,0,0,0,0.0111843,0,0,0,0,0,0,0.00436025,0.0265594,0,0.00992699,0,0,0.04292,0,0.027985,0.0325773,0.0473683,0,0.0211755,0.01529,0.00633576,0.0422598,0.00586041,0.0128201,0.00907458,0.00764976,0.00932518,0.00260655,0.0267584,0,0.0436538,0,0.0217916,0,0.0399105,0.12943,0.0135434,0.0187447,0,0,0.0135286,0,0.044307,0.0101526,0.0429347,0,0.0290985,0.0859212,0.0107648,0.0268405,0.0192188,0.0416731,0.0496724,0.0420828,0,0.100294,0.0608856,0.0870769,0.00496409,0.0184704,0,0.00457801,0.00755131,0.0181617,0,0,0,0,0,0,0,0,0,0
1413,0.026022,0,0,0,0,0.0117534,0,0,0,0,0,0,0.0396442,0.0268533,0,0.00821996,0,0,0.044056,0,0.0280377,0.0334414,0.047764,0,0.0209311,0.0183203,0.0107166,0.0432539,0.00681927,0.0162263,0.0114547,0.00797818,0.0111942,0.0067986,0.0301865,0,0.045159,0,0.0220854,0,0.040126,0.164843,0.0153064,0.0186553,0,0,0.0134256,0,0.0443775,0.00972518,0.0427079,0,0.0303352,0.110881,0.0153751,0.0267562,0.0348746,0,0.0767279,0.0605029,0,0.087962,0.0846672,0.104619,0.0439253,0.0183441,0.00405733,0.00536518,0.00840837,0.0187464,0,0,0,0,0,0,0,0,0,0
1414,0.0269717,0,0,0,0,0.0121591,0,0,0,0,0,0,0.0526827,0.0269928,0,0.00839007,0,0,0.0447997,0,0.0281997,0.0338431,0.0475096,0,0.0207004,0.0227579,0.011111,0.0443063,0.00745752,0.0189905,0.015122,0.00882871,0.0116576,0,0.0329301,0,0.0463409,0,0.0223054,0,0.0399259,0.15654,0,0.0194624,0,0,0.0137243,0,0.0444813,0.0103097,0.0427451,0,0.0308435,0.110937,0.016056,0.0263758,0.039588,0,0,0.0638372,0,0.087222,0.0795193,0.0963583,0.0502694,0.018388,0,0.00478998,0.00931364,0.0197179,0,0,0,0,0,0,0,0,0,0
1415,0.0273792,0,0,0,0,0.0125955,0,0,0,0,0,0,0.0501752,0.0270372,0,0.0084296,0,0,0.0454011,0,0.0281973,0.0341599,0.0481424,0,0.0210671,0.0247318,0.0133753,0.0448192,0.00833715,0.0208732,0.0168181,0.0102929,0.0130777,0.00877458,0.032464,0,0.0474218,0,0.0226301,0,0.039952,0.135154,0.0167349,0.0191678,0,0,0.0134105,0,0.0444262,0.0099076,0.0434723,0,0.0330712,0.104639,0.0189424,0.0263879,0.0383347,0,0.114682,0.0606904,0,0.0896297,0.0681815,0.0872349,0.0301741,0.0178541,0.00393292,0.005369,0.00976321,0.0201007,0,0,0,0,0,0,0,0,0,0
1416,0.0276477,0,0,0,0,0.0128537,0,0,0,0,0,0,0.0480763,0.0269279,0,0.00838241,0,0,0.0450667,0,0.0280253,0.0340399,0.0474268,0,0.0211141,0.0243485,0.0118958,0.0448251,0.00768037,0.0202216,0.0163307,0.0102856,0.0125045,0.00856481,0.032498,0,0.0471791,0,0.0227186,0,0.0399849,0.146083,0,0.019843,0,0,0.0134858,0,0.0444892,0.0100612,0.0426043,0,0.0312285,0.113425,0.016931,0.0265235,0,0,0,0.0657808,0,0.0882142,0.0777579,0.0960874,0.0429159,0.0181162,0.00392038,0.00537692,0.00978687,0.0203317,0,0,0,0,0,0,0,0,0,0
1417,0.0288627,0,0,0,0,0.0127861,0,0,0,0,0,0,0.0486882,0.0267589,0,0.00875507,0,0,0.0452186,0,0.0277705,0.0341561,0.0473536,0,0.0222035,0.0223942,0.0107259,0.0455357,0.00709702,0.0189988,0.0145341,0.00904355,0.0118369,0,0.0328071,0,0.0473894,0,0.022714,0,0.0401471,0.155581,0.0143005,0.0214174,0,0,0.0149298,0,0.0445272,0.0110536,0.04189,0,0.0309791,0.119509,0.0157363,0.0272109,0.0402996,0,0.0850996,0.0674428,0,0.0900606,0,0.106881,0.0515608,0,0.00399313,0.00529229,0.00901927,0.0214809,0,0,0,0,0,0,0,0,0,0
1418,0.0281939,0,0,0,0,0.0132713,0,0,0,0,0,0,0.0448374,0.0268894,0,0.00701162,0,0,0.0460264,0,0.0276758,0.0346487,0.0474377,0,0.0218099,0.0267226,0.0137195,0.0457996,0.00862041,0.0223614,0.0183495,0.0115574,0.0135568,0.0111568,0.0331942,0,0.0479001,0,0.0228519,0,0.0399535,0.159806,0.0141626,0.0202612,0,0,0.0127489,0,0.0446922,0.00960889,0.0426608,0,0.0308403,0.122493,0.0185914,0.0248849,0.037442,0,0.0827704,0.0667946,0,0.092583,0.0915268,0.115558,0.0346076,0.0176432,0.0041908,0.00559372,0.0116126,0.0211448,0,0,0,0,0,0,0,0,0,0
1419,0.0287644,0,0,0,0,0.0140104,0,0,0,0,0,0,0.0409415,0.0269289,0,0.00512007,0,0,0.0462805,0,0.027547,0.0346873,0.0476559,0,0.0215866,0.0296905,0.0157361,0.0463814,0.010075,0.0251533,0.0209947,0.013318,0,0.016622,0.0340515,0,0.0484204,0,0.0229389,0,0.0399553,0.128351,0.0141118,0.0209091,0,0,0.0125134,0,0.0447556,0.00971548,0.0424084,0,0.0294703,0.117267,0.0203249,0.0246646,0.0362256,0,0.0802963,0.0643228,0,0.0876543,0,0.10899,0.0227832,0.017684,0.00426709,0.00555616,0.0124403,0.0218687,0,0,0,0,0,0,0,0,0,0
1420,0.0303923,0,0,0,0,0.014169,0,0,0,0,0,0,0.0428648,0.027132,0,0.00189807,0,0,0.0427109,0,0.0270384,0.0329649,0.0446304,0,0.0201147,0.0249182,0.0122448,0.0467403,0,0.0228224,0.0166048,0.0120831,0,0.0710195,0.0378982,0,0.0442745,0,0.0228849,0,0.0399096,0,0,0.0255087,0,0,0.0139436,0,0.0445332,0.0112103,0.042775,0,0.010789,0.00986635,0.0104078,0.0276202,0.0111922,0,0.013491,0.012855,0,0,0,0.0230971,0.0414788,0.0196025,0,0.00473382,0.00920469,0.024567,0,0,0,0,0,0,0,0,0,0
1421,0.0304597,0,0,0,0,0.0145193,0,0,0,0,0,0,0.0441309,0.0272462,0,0.00227293,0,0,0.0445105,0,0.027106,0.0339633,0.0455808,0,0.0206806,0.0224273,0.0108981,0.0476333,0,0.0207625,0.0142871,0.00992396,0,0.0910614,0.0364971,0,0.0462661,0,0.0228583,0.0100378,0.0400641,0.0129937,0,0.0246613,0,0,0.0134285,0,0.0445982,0.0105725,0.0431688,0,0.0165197,0.00850388,0.0108611,0.0271436,0.0140142,0,0.0116069,0.0152503,0.00800755,0.0278679,0.00942161,0.00758817,0.00985576,0.0186708,0.00410353,0.00525082,0.00993369,0.023983,0,0,0,0,0,0,0,0,0,0
1422,0.0322089,0,0,0,0,0.0144045,0,0,0,0,0,0,0.050119,0.027322,0,0.00154647,0,0,0.0448554,0,0.0269577,0.03423,0.0456702,0.227452,0.0217653,0.0198454,0.0120875,0.0492664,0,0.0183444,0.0122982,0.00751047,0,0.0904028,0.0357336,0,0.0466752,0,0.023044,0.0378978,0.0403941,0.0300776,0.017109,0.0269938,0,0,0.0149838,0,0.0447795,0.0116083,0.0435209,0,0.0118298,0.0197041,0.00987948,0.0272154,0.0167146,0,0.0215504,0.0203735,0.0105187,0,0.00580746,0.0138192,0.0339602,0,0.00488342,0.00526768,0.00952539,0.026472,0,0,0,0,0,0,0,0,0,0
1423,0.0319984,0,0,0,0,0.015041,0,0,0,0,0,0,0.0434362,0.0273804,0,0.000665205,0,0,0.0445043,0,0.0267228,0.0338695,0.0448814,0,0.020223,0.0231495,0.0103798,0.0494273,0,0.0216192,0.0150179,0.0109431,0,0.0878246,0.037614,0,0.0463023,0,0.0229488,0.0365303,0.0403216,0.0263912,0,0.0265751,0,0,0.0135476,0,0.0448131,0.0106345,0.0418414,0.0142957,0.0110019,0.00964324,0.00852474,0.0267325,0.00996165,0.0133503,0.011478,0.0140912,0.0107937,0,0.0141719,0.0115814,0.0376415,0.0179158,0.00469065,0.00543115,0.00997105,0.0261261,0,0,0,0,0,0,0,0,0,0
1424,0.0323446,0,0,0,0,0.0154881,0,0,0,0,0,0,0.0419371,0.0274168,0,0.000696889,0,0,0.0451189,0,0.0266568,0.0340928,0.0449677,0,0.020154,0.0230005,0.0113365,0.0500191,0,0.0217935,0.0150313,0.0109165,0,0.0877056,0.0376884,0,0.0468351,0,0.0227815,0.0373796,0.0402508,0,0,0.0267298,0,0,0.0130699,0,0.0448281,0.0106535,0.0432832,0.0140651,0.011157,0.00999161,0.0095043,0.0263385,0.0132243,0,0.0143245,0.0162163,0.00367614,0,0.00908443,0.00778816,0.0358635,0.0176729,0.00427324,0.00530508,0.0106343,0.0263725,0,0,0,0,0,0,0,0,0,0
1425,0.0323961,0,0,0,0,0.0157953,0,0,0,0,0,0,0.0411993,0.0274656,0,0.00218746,0,0,0.0465712,0,0.0266814,0.03483,0.0457049,0,0.0207073,0.0224559,0.0107944,0.0506794,0,0.0213059,0.0146689,0.0101445,0,0.0901607,0.0367747,0,0.0483767,0,0.0228356,0.0225008,0.0401635,0.137492,0.0147344,0.0261789,0,0,0.0124771,0,0.0448235,0.0105808,0.0435893,0.0131997,0.01577,0.00856775,0.0105648,0.0257551,0.0143126,0,0,0.0167979,0.00773629,0.0224151,0.00934717,0.00670177,0.0240326,0.0171623,0.00402367,0.00519349,0.0114931,0.0259063,0,0,0,0,0,0,0,0,0,0
1426,0.0335759,0,0,0,0,0.0162,0,0,0,0,0,0,0.0413564,0.0275171,0,0.00119221,0,0,0.046664,0,0.0264485,0.0349673,0.0449442,0,0.020268,0.0211516,0.0113537,0.0520831,0,0.020872,0.0135726,0.0102306,0,0.0917087,0.0379355,0,0.0484256,0,0.0229571,0.0410445,0.0400661,0,0.0176518,0.0277213,0,0,0.0127755,0,0.0448453,0.011174,0.0438025,0.0144669,0.011012,0.0105517,0.00957654,0.0254546,0.0137612,0,0.0146268,0.0167225,0.00374641,0,0,0.00782552,0.0391531,0.0174613,0,0.00467411,0.0115595,0.0272871,0,0,0,0,0,0,0,0,0,0
1427,0.0337108,0,0,0,0,0.017125,0,0,0,0,0,0,0.0393389,0.02759,0,0.00104465,0,0,0.0481883,0,0.0265091,0.0357186,0.0457982,0,0.0200622,0.0245815,0.0120892,0.0527826,0,0.0228584,0.0165974,0.0112997,0,0.0699697,0.0370034,0,0.0500596,0,0.0229715,0.0177697,0.0402567,0,0,0.0272579,0,0,0.01216,0,0.0449339,0.0102987,0.0428649,0.0201399,0.0152172,0.000969031,0.0116571,0.0253527,0.0105402,0,0.0232025,0.0110329,0.012034,0.0189764,0,0.01338,0.0188092,0.0170885,0.00398555,0.005086,0.0128376,0.0268122,0,0,0,0,0,0,0,0,0,0
1428,0.0346151,0,0,0,0,0.0179763,0,0,0,0,0,0,0.0379015,0.0277063,0,0.00362427,0,0,0.0488496,0,0.0264431,0.03615,0.0459004,0,0.0195063,0.0277809,0.0142279,0.0538269,0,0.0252082,0.0197437,0.0131669,0,0.020944,0.0376034,0,0.0510199,0,0.0230492,0.0381408,0.0403329,0,0.0198108,0.0281609,0,0,0.0120231,0,0.0449851,0.0101643,0.0437234,0.0171114,0.0139443,0.0062893,0.0134466,0.0255696,0.0109696,0,0.066043,0.0131701,0.00806825,0,0,0.0101116,0.0401673,0.0170818,0.00404738,0.00511095,0.0135557,0.0276116,0,0,0,0,0,0,0,0,0,0
1429,0.0353925,0,0,0,0,0.0183812,0,0,0,0,0,0,0.0426545,0.0278558,0,0.00141643,0,0,0.0496679,0,0.0263656,0.036587,0.0449976,0,0.0198516,0.02234,0.0118606,0.0548983,0,0.020719,0.0149516,0.010418,0.0104623,0.01294,0.0366319,0,0.051975,0,0.0231264,0.0302473,0.0403752,0,0.0168543,0.0288976,0,0,0.0123477,0,0.0449833,0.0103607,0.0421716,0.0387649,0.0139459,0.0127889,0.0111624,0.0258439,0.00760162,0,0,0.00390993,0.0241987,0.0222364,0,0.027065,0.0259067,0.0171533,0.00392808,0.00516258,0.0136424,0.0281505,0,0,0,0,0,0,0,0,0,0
1430,0.03651,0,0,0,0,0.0188218,0,0,0,0,0,0,0.0435944,0.0281652,0,0.00228313,0,0,0.05037,0,0.0263343,0.0370491,0.0445977,0,0.019595,0.0213213,0.0112154,0.0564944,0,0.019984,0.014183,0.0102611,0.0101752,0.0130631,0.0370898,0,0.052301,0,0.0233217,0.0390865,0.0404264,0,0.0178989,0.0300576,0,0,0.0125629,0,0.0450615,0.0105849,0.0436257,0.014091,0.0119273,0.0100901,0.0098243,0.025663,0.01278,0,0.0212048,0.0152695,0.00387027,0,0,0.00777102,0.0399095,0.0170496,0.00375692,0.00528083,0.0138794,0.0295112,0,0,0,0,0,0,0,0,0,0
1431,0.0278109,0,0,0,0,0.0138003,0,0,0,0,0,0,0.04305,0,0,0.00212039,0,0,0.0436081,0,0.00497052,0.0370063,0.0439925,0,0.0195183,0.0209751,0.0106696,0.0468096,0,0.0194923,0.0139541,0.0102104,0.0101636,0.0124269,0.0372778,0,0.045998,0,0.0296659,0.0382826,0.0401501,0,0.0176104,0.0230264,0,0,0.0101515,0,0.0452504,0.00919269,0.0435819,0.0150928,0.011284,0.0108033,0.0089288,0.0203081,0.0129364,0,0.0134336,0.015377,0.0036063,0,0,0.00770193,0.0401259,0.0133625,0.00322134,0.00527976,0.0101023,0.0222248,0,0,0,0,0,0,0,0,0,0
1432,0.0379512,0,0,0,0,0.0210823,0,0,0,0,0,0,0.0387577,0.0284163,0,0.00876954,0,0,0.0536484,0,0.0265209,0.0385263,0.045729,0,0.0181577,0.0199787,0.0197172,0.0587559,0,0.0205239,0.0134591,0.0100334,0.0119629,0.0130149,0.0377064,0,0.0556048,0,0.0231901,0.0628437,0.0404772,0,0,0.0305817,0,0,0.0119268,0,0.0452912,0.0110006,0.0439626,0,0.0150649,0.0423299,0.0187316,0.0255671,0.0244203,0,0.0185996,0.03207,0.0737753,0.02078,0.0585781,0.0924901,0.0246766,0.0166902,0,0.00534182,0.0169609,0.0299125,0,0,0,0,0,0,0,0,0,0
1433,0.0398359,0,0,0,0,0.0213346,0,0,0,0,0,0,0.0458671,0.0286047,0,0.00211821,0,0,0.0532186,0,0.0263515,0.0384227,0.043732,0,0.0194063,0.0175261,0.0096262,0.0605444,0,0.0167831,0.0109476,0.00892671,0.00923939,0,0.0375559,0,0.0548315,0,0.0230122,0.0387709,0.0405388,0.0168798,0.0170945,0.0329262,0,0,0.013389,0,0.0452194,0.012101,0.0417982,0.0108248,0.0104319,0.00816986,0.00735784,0.0268882,0.00969548,0.0128894,0.0102774,0.0120875,0.00995646,0,0,0.0103227,0.0437552,0.0175063,0,0.00580984,0.0149409,0.0321515,0,0,0,0,0,0,0,0,0,0
1434,0.0403634,0,0,0,0,0.0221545,0,0,0,0,0,0,0.0421928,0.0285013,0,0.00260474,0,0,0.0546509,0,0.0263204,0.0389729,0.0438206,0,0.0196099,0.0201996,0.0111591,0.0615536,0,0.0187461,0.0132697,0.00991899,0.0101617,0.0132828,0.0374649,0,0.0563925,0,0.0226103,0.0394401,0.040535,0,0.0175978,0.0330924,0,0,0.0132199,0,0.0451741,0.0121004,0.0427506,0.012132,0.0113334,0.0104135,0.00877946,0.0270006,0.0125161,0,0.0144608,0.014238,0.00760467,0,0,0.0102231,0.0415565,0.0174295,0,0.00620934,0.0159158,0.0324381,0,0,0,0,0,0,0,0,0,0
1435,0.0404739,0,0,0,0,0.022524,0,0,0,0,0,0,0.0415171,0.0285427,0,0.000949092,0,0,0.0567154,0,0.0263176,0.0398082,0.0442932,0,0.0199896,0.0212714,0.00978568,0.0628006,0,0.0188142,0.014015,0.00949844,0.00988587,0.0125694,0.0363089,0,0.058274,0,0.0221858,0.0154078,0.040469,0,0,0.0326335,0,0,0.0132013,0,0.0451115,0.0121524,0.0411476,0.0141137,0.0157359,0.00333121,0.008554,0.0263533,0.00974975,0,0.00818008,0.00991705,0.0067007,0.0245473,0,0.00826366,0.0176418,0.0170707,0,0.00651857,0.0168942,0.032321,0,0,0,0,0,0,0,0,0,0
1436,0.0412196,0,0,0,0,0.0232494,0,0,0,0,0,0,0.0414613,0.0286568,0,0.001734,0,0,0.0584126,0,0.0263519,0.0405439,0.0445739,0,0.0201021,0.0214984,0.0093007,0.0644533,0,0.0187493,0.014055,0.00934961,0.0097007,0.0124107,0.0360005,0,0.0597871,0,0.0216992,0.0227378,0.040465,0,0,0.0329637,0,0,0.0132831,0,0.0450571,0.0122434,0.0410607,0.00968302,0.0171337,0.0118753,0.00835683,0.0260543,0.0127962,0,0,0.0148806,0.00328106,0.0276473,0,0.00482227,0,0.0167705,0,0.00649395,0.0178091,0.0327647,0,0,0,0,0,0,0,0,0,0
1437,0.0421485,0,0,0,0,0.0241151,0,0,0,0,0,0,0.0407357,0.0287556,0,0.00155806,0,0,0.0596301,0,0.0264233,0.0410085,0.0443673,0,0.0204369,0.0215327,0.00925739,0.0658592,0,0.018611,0.0139491,0.00930334,0.00943037,0.0125014,0.0361014,0,0.0610565,0,0.0211404,0.0224163,0.040464,0,0.0132609,0.0336574,0,0,0.0135716,0,0.0449433,0.0125133,0.0412247,0.0123933,0.0168836,0.0121129,0.00811441,0.0262832,0,0,0,0.0144112,0.00411853,0.0283773,0,0.00523926,0,0.0167028,0,0.00624322,0.0185296,0.0333341,0,0,0,0,0,0,0,0,0,0
1438,0.0447372,0,0,0,0,0.0253027,0,0,0,0,0,0,0.0427284,0.0332508,0,0.00300376,0,0,0.0554471,0,0.0326312,0.0315503,0.0420709,0,0.0202725,0.0201528,0.00788434,0.0682105,0,0.0181419,0.013269,0.0105725,0.00891691,0.0142722,0.0384711,0,0.0578387,0.0364324,0.00634768,0.0367151,0.0403305,0.0312608,0.0172288,0.0362781,0,0,0.0142655,0,0.0446825,0.0130587,0.0439785,0.0419592,0.00565982,0.0400945,0.0052677,0.0253055,0.0233462,0.0594872,0,0.0286214,0.0334012,0.0406163,0.0216547,0.0344769,0.031958,0.0162361,0,0.00641055,0.0180462,0.0371233,0,0,0,0,0,0,0,0,0,0
1439,0.0434444,0,0,0,0,0.0256747,0,0,0,0,0,0,0.0410049,0.0338417,0,0.00279144,0,0,0.0586419,0,0.0326033,0.0326908,0.0444151,0,0.0204551,0.0214225,0.00783195,0.0680395,0,0.0186341,0.0140884,0.00941912,0.00920833,0.0124195,0.0362196,0,0.0611087,0.0368023,0.00542447,0.0139337,0.040133,0,0,0.0341376,0,0,0.0137888,0,0.0444605,0.0128128,0.0403301,0.0105587,0.0159837,0.0096669,0.00608792,0.024496,0,0,0,0.0105608,0.00329011,0.0287842,0,0.0031595,0.0141988,0.0152552,0,0.00663229,0.0202915,0.0348777,0,0,0,0,0,0,0,0,0,0
1440,0.0441808,0,0,0,0,0.0267926,0,0,0,0,0,0,0.0402512,0.0338735,0,0.00283408,0,0,0.0596877,0,0.0323324,0.0329831,0.044808,0,0.0204619,0.0213762,0.00840703,0.0689773,0,0.018862,0.0141861,0.00935838,0.00948134,0.0123852,0.0361573,0,0.0622949,0.0365715,0.00481245,0.0161606,0.0399898,0,0.0130418,0.0345005,0,0,0.013965,0,0.044245,0.0131059,0.0406066,0.0182553,0.0168855,0.0112633,0.00686012,0.0245814,0,0,0,0.0108398,0.00498593,0.0300007,0,0.00525804,0.0148865,0.0150082,0,0.00733969,0.0211066,0.0352008,0,0,0,0,0,0,0,0,0,0
1441,0.0445425,0,0,0,0,0.0279195,0,0,0,0,0,0,0.0400969,0.0291913,0,0.00557988,0,0,0.0645063,0,0.0271336,0.0421862,0.0473292,0,0.0198644,0.0225659,0.00939551,0.0699628,0,0.0196661,0.0152381,0.00901726,0.0100235,0.0112921,0.0345986,0,0.0663842,0,0.0187298,0.0247914,0.0400433,0,0,0.0343084,0,0,0.0143811,0,0.0443372,0.0130563,0.0467865,0.0639663,0.0252181,0.0389296,0.0105289,0.0262184,0,0.0364292,0,0.0348421,0.0230892,0.0250815,0.00662549,0.0221215,0.033653,0.0152263,0.0036778,0.00790825,0.0223872,0.0346442,0,0,0,0,0,0,0,0,0,0
1442,0.04572,0,0,0,0,0.0285721,0,0,0,0,0,0,0.0401539,0.0339927,0,0.00345656,0,0,0.0611619,0,0.0319919,0.0336242,0.0453837,0,0.0200154,0.0218431,0.00798889,0.0708951,0,0.0191146,0.0146196,0.00929796,0.00956871,0.0121806,0.0359324,0,0.0637799,0.0357388,0.00422044,0.0209078,0.0396318,0,0,0.0354792,0,0,0.0151407,0,0.0439318,0.0136467,0.0403159,0,0.0173539,0.0171909,0.00648326,0.0251216,0,0,0.0114895,0.0117143,0.0102176,0.0320842,0,0.0108098,0.018683,0.0145072,0.00435757,0.00868988,0.0224657,0.036388,0,0,0,0,0,0,0,0,0,0
1443,0.047142,0,0,0,0,0.0294704,0,0,0,0,0,0,0.0411985,0.0299265,0,0.00264685,0,0,0.0650952,0,0.0273702,0.0422905,0.0455667,0,0.0193931,0.0192617,0.00931362,0.0724492,0,0.0174729,0.0122611,0.007984,0.00924244,0,0.0360095,0,0.0663971,0,0.0181237,0.017434,0.0389065,0.0103381,0,0.0370581,0,0,0.0163354,0,0.043076,0.014962,0.0399133,0.0092572,0.0179372,0.00775247,0.00805391,0.0272373,0.00612511,0.006864,0.00644904,0.0053654,0.00531893,0.0324924,0,0.00527428,0,0.0154243,0,0.0099941,0.022804,0.0370257,0,0,0,0,0,0,0,0,0,0
1444,0.0482796,0,0,0,0,0.030385,0,0,0,0,0,0,0.0390946,0.0303658,0,0.00277738,0,0,0.0654747,0,0.0277699,0.0422717,0.0452694,0,0.0196282,0.0216593,0.00927324,0.0733387,0,0.0192522,0.0144897,0.00926028,0.0100275,0.012372,0.0359784,0,0.0668818,0,0.0177771,0.0210726,0.0381654,0,0,0.03815,0,0,0.017338,0,0.0421974,0.0155431,0.0397129,0.00669205,0.0165419,0.0062905,0.0075081,0.0282348,0,0.0152873,0,0.00399549,0.00825796,0.0350802,0,0.00921627,0,0.0157555,0,0.0104831,0.0231602,0.0379485,0,0,0,0,0,0,0,0,0,0
1445,0.0479527,0,0,0,0,0.0312992,0,0,0,0,0,0,0.0361721,0.0350978,0,0.00422105,0,0,0.0634424,0,0.0318206,0.0346109,0.0457579,0,0.0201609,0.0263759,0.00781094,0.0735585,0,0.0223792,0.0190533,0.0110404,0,0.0114069,0.0360135,0,0.0657421,0.0346804,0.00390764,0.0468374,0.0378094,0,0.0126751,0.0367037,0,0,0.0171324,0,0.0409243,0.014639,0.0408428,0,0.0181349,0.0268653,0.00654242,0.025316,0,0,0,0.0154149,0.0188862,0.033274,0,0.0197847,0,0.0136489,0,0,0.0247639,0.0380777,0,0,0,0,0,0,0,0,0,0
1446,0.0491544,0,0,0,0,0.0314439,0,0,0,0,0,0,0.0357375,0.0355266,0,0.00395519,0,0,0.0641258,0,0.0318291,0.0349126,0.0457901,0,0.0201399,0.0265258,0.00759082,0.0745727,0,0.0225143,0.0192553,0.0111333,0,0.0112113,0.0361094,0,0.0668362,0.0345166,0.0038327,0,0.0368038,0,0.0126212,0.0382634,0,0,0.0196801,0,0.040721,0.0163629,0.0406291,0,0.0181951,0.04098,0.00635105,0.0269165,0,0,0,0.0210525,0.0275887,0.032888,0,0.0295403,0,0.0156241,0,0.0102788,0.0245264,0.0391678,0,0,0,0,0,0,0,0,0,0
1447,0.0514998,0,0,0,0,0.0319547,0,0,0,0,0,0,0.0363728,0.0313303,0,0.00374144,0,0,0.0666355,0,0.0287195,0.042538,0.0450553,0,0.0190239,0.0203403,0.0134165,0.0757644,0,0.0197715,0.014034,0.00997533,0.0108937,0.0130406,0.0376664,0,0.0684226,0,0.0171057,0.220259,0.0364969,0,0.0166134,0.0417848,0,0,0.0222207,0,0.0400793,0.0181947,0.0416675,0.154767,0.0127087,0.0018485,0.0103451,0.0313566,0,0,0,0.00953092,0.0307914,0,0,0.0367328,0,0,0,0.010784,0.0237955,0.0409412,0,0,0,0,0,0,0,0,0,0
1448,0.0516035,0,0,0,0,0.0322674,0,0,0,0,0,0,0.0403157,0.0316493,0,0.00379264,0,0,0.0670623,0,0.0290245,0.0427457,0.0451679,0,0.0198727,0.0192123,0.00726217,0.0758816,0,0.0172247,0.0125984,0.00817603,0.00913753,0,0.036067,0,0.0687856,0,0.0171943,0,0.0358786,0,0.0107217,0.0417635,0,0,0.0234746,0,0.0393618,0.0188341,0.0402069,0,0.0173831,0.0395869,0.00600241,0.0321654,0.0910719,0,0,0.0185705,0.0273493,0.0337756,0.014868,0.0296298,0,0,0.0108721,0.0107933,0.0238143,0.0407156,0,0,0,0,0,0,0,0,0,0
1449,0.0525294,0,0,0,0,0.0339219,0,0,0,0,0,0,0.0387694,0.0372868,0,0.00352586,0,0,0.063672,0,0.0314161,0.0348729,0.0448484,0,0.0188081,0.0179505,0.011839,0.0761326,0,0.017722,0.0119089,0.00927878,0.0103244,0,0.0380241,0,0.0663517,0.0347478,0.0042733,0,0.0351609,0.052836,0,0.0418375,0,0,0.0230793,0,0.0384601,0.0185492,0.0411475,0.0272065,0.0115518,0.00265203,0.00838916,0.0308792,0,0,0,0.0107998,0.0306301,0,0,0.0353039,0,0.0173287,0.0109862,0.0110488,0.0255439,0.0416244,0,0,0,0,0,0,0,0,0,0
