Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x79,x80,x77,x78,
1700,0.0195623,0,0,0,0,0.0138363,0,0,0,0,0,0,0.0149967,0,0.00510731,0.00226772,0,0,0.0204508,0,0.0227966,0.0167061,0.0467731,0,0.0181269,0.00822552,0.00297194,0.00485874,0.00555067,0.00767038,0.00946514,0.00993754,0.0089257,0.004751,0.0288226,0.0217817,0.0168704,0.0218523,0.01263,0.0223131,0.0394961,0.0216164,0.017273,0.0174926,0,0,0.0145689,0,0.0453728,0.00910042,0.0412896,0,0.00948292,0.0219942,0.00557389,0.00570091,0,0,0,0.0839184,0.0146021,0,0.0177463,0.0165599,0.0210735,0.00562444,0,0.014657,0.0158712,0.0139721,0,0,0,0,0,0,0,0,0,0
1701,0.0192966,0,0,0,0,0.0131427,0,0,0,0,0,0,0.0129102,0,0.0057912,0.0042722,0,0,0.0204782,0,0.0227274,0.0168054,0.0479058,0,0.0176273,0.00818339,0.00324234,0.00512435,0.00549867,0.007416,0.00945191,0.0097393,0.00868144,0.00445417,0.028505,0.0192807,0.0165643,0.0218367,0.0124978,0.0428798,0.0393917,0.0487872,0,0.016521,0,0,0.0141973,0,0.0453168,0.00907304,0.0410782,0,0.0113448,0,0.00561735,0.00538582,0,0,0,0.129553,0.0613028,0,0.0345906,0.0623986,0.0319789,0.00526809,0,0.0146948,0.0149767,0.0134922,0,0,0,0,0,0,0,0,0,0
1702,0.0181533,0,0,0,0,0.0121148,0,0,0,0,0,0,0.0112968,0,0.00689193,0.0204417,0,0,0.0203839,0,0.0225729,0.0168549,0.0484823,0,0.0220906,0.00840399,0.014691,0.00481348,0.0086082,0.00951106,0.00995376,0.00582678,0.00435537,0.00345372,0.0246878,0.0135233,0.0166598,0.0218251,0.0121629,0.0161445,0.0392022,0.0192328,0,0.0154671,0,0,0.0149914,0,0.0452084,0.00915106,0.0355838,0,0.0244407,0.128896,0.0116518,0.00743703,0,0,0,0.0925228,0.00691031,0,0.00743277,0.010781,0.0213064,0.00653437,0,0.0144386,0.0124762,0.0138143,0,0,0,0,0,0,0,0,0,0
1703,0.0178575,0,0,0,0,0.0116555,0,0,0,0,0,0,0.011306,0,0.00764134,0.0237838,0,0,0.0202972,0,0.0224928,0.0168847,0.0488631,0,0.0231987,0.00935854,0.0177492,0.00538544,0.00955167,0.0102771,0.0108298,0.0057096,0.00420659,0.00406452,0.0239564,0.0124244,0.0166135,0.0218124,0.0120883,0.0157269,0.0392531,0.0188179,0,0.014695,0,0,0.0151605,0,0.0453006,0.00909007,0.035635,0,0.0271317,0.146118,0.0141899,0.00808665,0,0,0,0.0942268,0.00839944,0,0.00603683,0.0115163,0.0233027,0.00687072,0,0.0142653,0.0116724,0.0137349,0,0,0,0,0,0,0,0,0,0
1704,0.0170993,0,0,0,0,0.010594,0,0,0,0,0,0,0.0127906,0,0.00668435,0.0195218,0,0,0.0204205,0,0.0225923,0.0169037,0.0484982,0,0.0224896,0.00823856,0.0131711,0.00482177,0.0082912,0.00938782,0.00955417,0.00613188,0.00439686,0.00336575,0.0248879,0.0147884,0.0167874,0.0217775,0.0120096,0.0168788,0.0392576,0.0193105,0.0168506,0.0132438,0,0,0.0142972,0,0.0452323,0.00900114,0.0359244,0,0.0241128,0.129206,0.0101782,0.00812199,0,0,0,0.0920903,0.00638293,0,0.00756459,0.0104453,0.0209111,0.00640581,0,0.0146006,0.010545,0.0126459,0,0,0,0,0,0,0,0,0,0
1705,0.01715,0,0,0,0,0.0103439,0,0,0,0,0,0,0,0,0.00521121,0.00406527,0,0,0.0203651,0,0.0226107,0.0168969,0.0479487,0,0.0180975,0.00786024,0.0030785,0.00489454,0.00554073,0.00657423,0.00870494,0.0102394,0.00859454,0.00486671,0.0290399,0.0223904,0.0165227,0.0216758,0.01211,0.0420921,0.0394316,0.047376,0,0.0124569,0,0,0.0131955,0,0.0452639,0.00894519,0.041157,0,0.0115277,0,0.00574434,0.00729941,0,0,0,0.127356,0.0621861,0,0.036127,0.0630692,0.0284443,0.00531925,0,0.0148946,0.0117897,0.011295,0,0,0,0,0,0,0,0,0,0
1706,0.0158763,0,0,0,0,0.00980231,0,0,0,0,0,0,0,0,0.00427666,0.00414956,0,0,0.0207051,0,0.0230306,0.016837,0.0475646,0,0.0190812,0.00746344,0.00309907,0.0029272,0.00549728,0.0067104,0.00793801,0.00983621,0.00771992,0.00463115,0.0286144,0.025526,0.0172644,0.0218571,0.012176,0.00812436,0.0393695,0.00819081,0.0137489,0.0111112,0,0,0.0123423,0,0.0450915,0.00878564,0.040789,0,0.0142452,0.0191154,0.00663067,0.00809024,0,0,0,0.084304,0.00767473,0.0272256,0.00539634,0.00903369,0.0119576,0.00537559,0,0.0152402,0.0108285,0.0102186,0,0,0,0,0,0,0,0,0,0
1707,0.0156336,0,0,0,0,0.00918095,0,0,0,0,0,0,0,0,0.0039733,0.00049291,0,0,0.0204403,0,0.0229883,0.0167759,0.0467265,0,0.0184589,0.00783867,0.00632022,0.00317014,0.0052181,0.00639463,0.00806202,0.0109586,0.00919951,0.00544797,0.0296034,0.0280706,0.0170495,0.0219153,0.0122658,0.00969616,0.039243,0.00890118,0.0180372,0.0103423,0,0,0.0126397,0,0.0449451,0.00841695,0.0437316,0,0.00981171,0,0.00812802,0.0087481,0,0,0,0.0819108,0.00903744,0.0292077,0.00471228,0.00931767,0.0129682,0.00579718,0,0.0151973,0.010608,0.00981782,0,0,0,0,0,0,0,0,0,0
1708,0.0153509,0,0,0,0,0.00904722,0,0,0,0,0,0,0,0,0.00383094,0.00195854,0,0,0.0204543,0,0.0230629,0.0168056,0.0465966,0,0.0180543,0.00804304,0.00809124,0.00336145,0.00528488,0.00647993,0.00841397,0.0113577,0.00983406,0.00571854,0.0298407,0.0290189,0.0170829,0.0219527,0.0120179,0.0111469,0.038984,0.0102487,0.0198143,0.00950615,0,0,0.0125682,0,0.0445847,0.0082468,0.044675,0,0.0088659,0,0.00946923,0.0093996,0,0,0,0.0807544,0.0104621,0.0294145,0.00527548,0.0105251,0.0142237,0.00623725,0,0.0150473,0.0105027,0.00933533,0,0,0,0,0,0,0,0,0,0
1709,0.0147533,0,0,0,0,0.00867074,0,0,0,0,0,0,0,0,0.00386374,0.00275736,0,0,0.0203653,0,0.0229898,0.0168001,0.0465861,0,0.0176431,0.00791277,0.00876838,0.0032321,0.005187,0.00634699,0.00851095,0.0112924,0.00999431,0.0058171,0.0298598,0.0291406,0.0170382,0.0218829,0.0122157,0.0113509,0.0389532,0.0106108,0,0.00872526,0,0,0.0124531,0,0.0445172,0.00835477,0.0449301,0,0.00865819,0,0.00990474,0.0098944,0,0,0,0.0804128,0.0108845,0.0296687,0.00539694,0.0108118,0.0143604,0.00647974,0,0.0150971,0.0103619,0.00876343,0,0,0,0,0,0,0,0,0,0
1710,0.0142743,0,0,0,0,0.00822262,0,0,0,0,0,0,0,0,0.00366755,0.00228637,0,0,0.0203162,0,0.0229815,0.0167704,0.0465719,0,0.017978,0.00785777,0.00845422,0.00285107,0.00509433,0.00629213,0.00849559,0.0109741,0.00992688,0.00578355,0.0297096,0.0292906,0.0170767,0.0218338,0.0124073,0.0111314,0.0390974,0.0105175,0.0201454,0.00825646,0,0,0.0123792,0,0.0446172,0.00851387,0.0448107,0,0.00880204,0,0.00970887,0.0100445,0,0,0,0.0804226,0.0108231,0.0296746,0.00540088,0.0107729,0.0141082,0.00657226,0,0.0151582,0.0100721,0.00839492,0,0,0,0,0,0,0,0,0,0
1711,0.0137951,0,0,0,0,0.00781764,0,0,0,0,0,0,0,0,0.00362057,0.00213451,0,0,0.0202726,0,0.0229823,0.0167367,0.0466358,0,0.0181065,0.00785707,0.00831067,0.00280213,0.00506367,0.00624677,0.00849335,0.0105732,0.00983617,0.00575968,0.0296617,0.0294119,0.017007,0.0218277,0.012416,0.011296,0.0391489,0.0105052,0.0199139,0.007742,0,0,0.0124007,0,0.0446658,0.00834758,0.0445808,0,0.00894089,0,0.00964506,0.0102468,0,0,0,0.0803982,0.0109263,0.0296485,0.00542348,0.0109149,0.014325,0.00677269,0,0.0149087,0.00982054,0.0079512,0,0,0,0,0,0,0,0,0,0
1712,0.0132496,0,0,0,0,0.00751393,0,0,0,0,0,0,0,0,0.00364519,0.00163611,0,0,0.0202056,0,0.0230219,0.0167048,0.0468059,0,0.0182556,0.007837,0.00772687,0.00273436,0.00505098,0.0062355,0.00843477,0.0103863,0.00968858,0.00571008,0.0294434,0.0290767,0.0169556,0.0218544,0.01234,0.011342,0.0391544,0.0101442,0.0191035,0.0072272,0,0,0.0125176,0,0.044695,0.00827593,0.0439522,0,0.00953612,0,0.00936129,0.0104527,0,0,0,0.0806313,0.0106804,0.0293074,0.00538954,0.0108531,0.0143135,0.00698496,0,0.0146162,0.00956988,0.00745845,0,0,0,0,0,0,0,0,0,0
1713,0.0123328,0,0,0,0,0.00680308,0,0,0,0,0,0,0.0182625,0,0.00432967,0.00237046,0,0,0.0201197,0,0.0230655,0.0166944,0.0478367,0,0.0185696,0.00739382,0.00474394,0.00217077,0.00488121,0.00689763,0.00799052,0.00906799,0.00808042,0.00454301,0.0280471,0.024122,0.017004,0.0218866,0.0121882,0.0099134,0.039116,0.00955918,0.0153493,0.00668343,0,0,0.0127781,0,0.0446558,0.00811676,0.0414845,0,0.0130712,0.0153943,0.00768741,0.0105462,0,0,0,0.082232,0.00936263,0.0277769,0.00562677,0.0102787,0.0125594,0.00715979,0,0.0143978,0.0088261,0.00689084,0,0,0,0,0,0,0,0,0,0
1714,0.0118119,0,0,0,0,0.00657875,0,0,0,0,0,0,0,0,0.00402928,0.00267312,0,0,0.0200563,0,0.0230721,0.0167036,0.0476849,0,0.0188342,0.00734223,0.00464286,0.00200615,0.00496026,0.00633969,0.00787146,0.00926139,0.00844799,0.00487794,0.0286691,0.0267156,0.0170429,0.0218559,0.0119624,0.0100158,0.0391451,0.00985341,0.0148628,0.00636079,0,0,0.0129517,0,0.0446389,0.00820707,0.0413546,0,0.0133845,0.0152651,0.00775411,0.0104384,0,0,0,0.0823061,0.00931441,0.0275584,0.00570651,0.010342,0.0126026,0.0071741,0,0.0142136,0.00894157,0.0064565,0,0,0,0,0,0,0,0,0,0
1715,0.0113957,0,0,0,0,0.00622308,0,0,0,0,0,0,0.0179949,0,0.00435486,0.00255212,0,0,0.0200492,0,0.0230787,0.0167361,0.0479466,0,0.0185791,0.00724014,0.00470636,0.00211396,0.00477113,0.00678065,0.00777441,0.00872914,0.00788575,0.00436596,0.0281496,0.0239424,0.0170231,0.0218538,0.0122309,0.0100694,0.0391748,0.0100141,0.0151891,0.00597492,0,0,0.0132289,0,0.0446702,0.00831965,0.0414275,0,0.0132514,0.0156015,0.00774345,0.0106105,0,0,0,0.0822368,0.00947915,0.0277816,0.00573129,0.0104192,0.0125633,0.0075109,0,0.014043,0.00869875,0.00613382,0,0,0,0,0,0,0,0,0,0
1716,0.0110304,0,0,0,0,0.00609283,0,0,0,0,0,0,0,0,0.00377487,0.000734887,0,0,0.0198247,0,0.0230113,0.0167034,0.0470934,0,0.0185316,0.00735461,0.00646708,0.00223056,0.00464994,0.00599218,0.00782143,0.00982764,0.00912859,0.00530603,0.0293517,0.0280339,0.0168654,0.0218337,0.0124688,0.0108015,0.0391617,0.0100888,0.0178406,0.00573964,0,0,0.0136718,0,0.0446166,0.00832103,0.0432595,0,0.0105297,0,0.00846929,0.0101734,0,0,0,0.0812982,0.0100562,0.0291317,0.00519876,0.0104666,0.0135804,0.00768537,0,0.013786,0.009423,0.0058753,0,0,0,0,0,0,0,0,0,0
1717,0.0119928,0,0,0,0,0.00756485,0,0,0,0,0,0,0.0166432,0,0.00500637,0.0039108,0,0,0.0197039,0,0.0229497,0.0166827,0.0490622,0,0.0174353,0.0081553,0.00619416,0.00313561,0.00448394,0.0063988,0.00868624,0.00986091,0.00895073,0.00496597,0.0288618,0.0233799,0.0165886,0.0218101,0.012502,0.0533078,0.039232,0.0536402,0.0198711,0.00757605,0,0,0.0137005,0,0.0444857,0.00842268,0.0427374,0,0.0115794,0.0716114,0.00879087,0.0071382,0,0,0,0.123776,0.0601609,0,0.0343524,0.064195,0.0390018,0.00666278,0,0.0136699,0.0116444,0.00659672,0,0,0,0,0,0,0,0,0,0
1718,0.00995466,0,0,0,0,0.00527556,0,0,0,0,0,0,0.0182745,0,0.00394287,0.0012448,0,0,0.0197603,0,0.023028,0.0166546,0.0472464,0,0.0181915,0.00750762,0.00687523,0.00228979,0.00476756,0.00656465,0.00798338,0.00964313,0.00866586,0.00490665,0.0288639,0.0251593,0.0166999,0.0218426,0.0124526,0.0115816,0.0392523,0.0108711,0.018621,0.00463657,0,0,0.0144727,0,0.0446151,0.00849716,0.0438337,0,0.0100429,0,0.00862996,0.0109551,0,0,0,0.0807619,0.0108139,0.0293328,0.005472,0.0111378,0.0141777,0.0085881,0,0.0133629,0.00902971,0.00491932,0,0,0,0,0,0,0,0,0,0
1719,0.00941036,0,0,0,0,0.0050319,0,0,0,0,0,0,0.0181219,0,0.00390542,0.00117084,0,0,0.0196814,0,0.0230075,0.0166171,0.0472203,0,0.0182821,0.00746775,0.00692393,0.00225085,0.00479595,0.00657678,0.0080088,0.00967114,0.00857356,0.00485628,0.0288019,0.0249614,0.0166318,0.0217889,0.0124631,0.0118351,0.0393411,0.0111826,0.0186206,0.0040561,0,0,0.0147536,0,0.0446209,0.00853516,0.0438547,0,0.0101209,0,0.00869854,0.0113817,0,0,0,0.080822,0.0109567,0.0292543,0.00555848,0.0112671,0.0140011,0.00893628,0,0.0130947,0.00886853,0.00437288,0,0,0,0,0,0,0,0,0,0
1720,0.00876604,0,0,0,0,0.00473171,0,0,0,0,0,0,0.0172738,0,0.00428732,0.00211098,0,0,0.0196855,0,0.0232061,0.0166091,0.0478702,0,0.0188007,0.00702221,0.00511939,0.00219357,0.00491468,0.00670326,0.00782143,0.00895564,0.00768086,0.00432078,0.0281211,0.0235151,0.0166869,0.0218843,0.0123503,0.0114189,0.0393488,0.0115679,0.0158549,0.00370602,0,0,0.014961,0,0.0446212,0.00857673,0.0418403,0,0.0133087,0.0168459,0.0080522,0.0122818,0,0,0,0.0821923,0.0105982,0.0277791,0.00634912,0.011537,0.0131899,0.00937256,0,0.0130016,0.00790568,0.00356548,0,0,0,0,0,0,0,0,0,0
1721,0.0081973,0,0,0,0,0.00447002,0,0,0,0,0,0,0.0216769,0,0.00276421,0.00193797,0,0,0.0195931,0,0.0233237,0.0165519,0.0472108,0,0.0193326,0.00743315,0.00524587,0.00225152,0.00566311,0.00649184,0.00837305,0.00981563,0.00863401,0.00406533,0.0281401,0,0.0166094,0.0219698,0.0123571,0.0112013,0.0393496,0.0114501,0.0162375,0.00350467,0,0,0.0155095,0,0.0445245,0.00857605,0.0419764,0,0.0132916,0.0160089,0.00810606,0.0129503,0,0,0,0.0823878,0.0106541,0.0278889,0.00637007,0.0115387,0.0131761,0.00992006,0,0.012906,0.0076621,0.00296694,0,0,0,0,0,0,0,0,0,0
1722,0.00771496,0,0,0,0,0.00425553,0,0,0,0,0,0,0.0173112,0,0.00406161,0.000913488,0,0,0.0194994,0,0.0232221,0.0165719,0.0469936,0,0.0188465,0.00672313,0.00581527,0.0034145,0.00475593,0.00654082,0.00757325,0.00920418,0.008046,0.00455608,0.0284869,0.0237496,0.0161781,0.0219396,0.0123929,0.0115172,0.0392457,0.0112158,0.0181937,0.00323346,0,0,0.0164208,0,0.0445168,0.00868026,0.0431368,0,0.0108517,0,0.0077905,0.0140453,0,0,0,0.0817077,0.0107237,0.0292256,0.00555487,0.0111828,0.0140419,0.0109711,0,0.0123481,0.00714578,0.00248514,0,0,0,0,0,0,0,0,0,0
1723,0.00716895,0,0,0,0,0.00419807,0,0,0,0,0,0,0.0170042,0,0.0041733,0.00243998,0,0,0.0195786,0,0.0233276,0.0165115,0.0474795,0,0.0191206,0.00671585,0.0045219,0.0033399,0.00491881,0.00662591,0.00741158,0.00862358,0.00737319,0.00409432,0.027918,0.0224298,0.0161236,0.0219627,0.0122208,0.011463,0.0393449,0.0119155,0.015941,0.00358679,0,0,0.0167131,0,0.044547,0.00903614,0.0413909,0,0.0133361,0.0159742,0.00735128,0.014532,0,0,0,0.0823169,0.0107992,0.0281806,0.00642191,0.011819,0.013567,0.0113071,0,0.0121747,0.00663538,0.00181466,0,0,0,0,0,0,0,0,0,0
1724,0.00682006,0,0,0,0,0.00412715,0,0,0,0,0,0,0.0172375,0,0.00397329,0.00243612,0,0,0.0194036,0,0.0233783,0.0163893,0.0477014,0,0.0190228,0.00692107,0.00456058,0.00289404,0.00498066,0.00664261,0.00755116,0.00873734,0.0074504,0.00405398,0.0278436,0.0222955,0.0162063,0.0219734,0.0121535,0.0120137,0.0394316,0.0125971,0.0154381,0.00366117,0,0,0.0172102,0,0.0445394,0.00926825,0.0410317,0,0.0135582,0.0164108,0.0075524,0.014591,0,0,0,0.0820585,0.0111476,0.0282399,0.00662776,0.0122542,0.0136484,0.0115921,0,0.0119261,0.00691498,0.0015874,0,0,0,0,0,0,0,0,0,0
1725,0.00639176,0,0,0,0,0.00402888,0,0,0,0,0,0,0.0174863,0,0.00382623,0.00255745,0,0,0.0192465,0,0.0233629,0.016447,0.0477755,0,0.0189707,0.00683025,0.0043589,0.00298213,0.00497426,0.00656088,0.00757276,0.00885162,0.00752954,0.00411294,0.0278132,0.022543,0.016122,0.0219456,0.0122104,0.0119017,0.0394723,0.0126536,0.015069,0.00394445,0,0,0.017913,0,0.0445708,0.00952349,0.0408821,0,0.0135606,0.0165257,0.00732943,0.0150498,0,0,0,0.0819389,0.0112666,0.0281421,0.00668154,0.0123229,0.0134657,0.0122375,0,0.0115929,0.00673628,0.00128598,0,0,0,0,0,0,0,0,0,0
1726,0.00561709,0,0,0,0,0.00391294,0,0,0,0,0,0,0.0162614,0,0.00415424,0.00250164,0,0,0.0189874,0,0.0232518,0.0165413,0.0486554,0,0.0180096,0.0071316,0.00408133,0.00438471,0.00480317,0.00622994,0.00816446,0.00911852,0.0080253,0.00437864,0.0281799,0.02143,0.0155608,0.0218756,0.0123188,0.0392693,0.0394061,0.0450203,0.0172114,0.0046745,0,0,0.0186803,0,0.0445632,0.00973831,0.055044,0,0.0127593,0.0641837,0.00696022,0.0158124,0,0.0636911,0,0.132434,0.0540897,0.0397796,0.0272449,0.053964,0.0572606,0.0129142,0,0.011155,0.00679211,0.000930548,0,0,0,0,0,0,0,0,0,0
1727,0.00517862,0,0,0,0,0.00390129,0,0,0,0,0,0,0.0164542,0,0.00396542,0.00290083,0,0,0.018708,0,0.0233599,0.0163722,0.0488551,0,0.017852,0.00697943,0.00423964,0.00394663,0.00473993,0.00618404,0.0079933,0.00912215,0.00798473,0.0043975,0.028162,0.0215881,0.015513,0.0219976,0.0123078,0.0387381,0.0395434,0.0450737,0.0163897,0.00504264,0,0,0.019239,0,0.0446266,0.0101041,0.0552596,0,0.0127682,0.0641289,0.00704498,0.0161885,0,0.0639092,0,0.132413,0.0542093,0.0400071,0.0274076,0.0541766,0.0568902,0.0133017,0,0.0108164,0.00693034,0.00115626,0,0,0,0,0,0,0,0,0,0
1728,0.00481915,0,0,0,0,0.00410747,0,0,0,0,0,0,0.0162391,0,0.00397984,0.00353153,0,0,0.0185281,0,0.0234098,0.016236,0.0493658,0,0.0174875,0.00689146,0.00433275,0.00373869,0,0.00605854,0.00767627,0.00908914,0.00777421,0.00430862,0.0281505,0.02128,0.0154738,0.0220616,0.0122915,0.0386407,0.0396804,0.0453205,0,0.0055431,0,0,0.0198256,0,0.0447112,0.0103443,0.0550503,0,0.0128753,0.0643257,0.00709321,0.0165904,0,0.0638703,0,0.13234,0.0543679,0.0401838,0.0274473,0.0543468,0.0567865,0.0137435,0,0.0104088,0.00715658,0.00163371,0,0,0,0,0,0,0,0,0,0
1729,0.00463817,0,0,0,0,0.0043736,0,0,0,0,0,0,0.0163252,0,0.00389657,0.00358688,0,0,0.0183512,0,0.023461,0.0162128,0.0496504,0,0.0174176,0.0069258,0.00431758,0.00355165,0.0046431,0.00600505,0.00755718,0.00913743,0.00771616,0.00424988,0.0282112,0.0214029,0.0154333,0.0221121,0.0123063,0.0387289,0.0397128,0.0454957,0,0.00606934,0,0,0.0204115,0,0.0447115,0.0104791,0.0549735,0,0.0129614,0.0643159,0.00708116,0.0168836,0,0.0638211,0,0.132269,0.0543956,0.0402864,0.0273775,0.0543444,0.057039,0.014266,0,0.00991502,0.00729037,0.0021412,0,0,0,0,0,0,0,0,0,0
1730,0.00457542,0,0,0,0,0.00467783,0,0,0,0,0,0,0.016379,0,0.00404624,0.00341863,0,0,0.0183082,0,0.0234852,0.0162519,0.0496875,0,0.0174222,0.00666376,0.00431975,0.0033565,0.00461661,0.00591862,0.00744535,0.00916314,0.00756545,0.00415514,0.0281939,0.0215717,0.0154045,0.0220976,0.0123917,0.0385837,0.0397798,0.0455137,0,0.00667568,0,0,0.0210405,0,0.0447909,0.0108418,0.0549343,0,0.0131079,0.0643465,0.00706291,0.0172153,0,0.0637653,0,0.13229,0.0545535,0.0403635,0.0274347,0.0544592,0.0570047,0.0147213,0,0.00958076,0.00749725,0.0027677,0,0,0,0,0,0,0,0,0,0
1731,0.00467487,0,0,0,0,0.00510276,0,0,0,0,0,0,0.0165694,0,0.00412174,0.00326542,0,0,0.0183021,0,0.02349,0.0162613,0.0496883,0,0.0174244,0.00657392,0.00432691,0.00307533,0.00446517,0.00581015,0.00742139,0.00913971,0.00741977,0.00409774,0.0281281,0.0219204,0.0154808,0.0220722,0.012387,0.0383224,0.0397297,0.0453917,0,0.00733019,0,0,0.0215988,0,0.0447046,0.0110037,0.0549187,0,0.0132643,0.0647134,0.00701971,0.0176594,0,0.0637437,0,0.132405,0.054822,0.0405496,0.0275614,0.0546987,0.0565964,0.0151181,0,0.00932121,0.00777527,0.00348831,0,0,0,0,0,0,0,0,0,0
1732,0.0049286,0,0,0,0,0.00557029,0,0,0,0,0,0,0.0169053,0,0.00388043,0.00336971,0,0,0.0183335,0,0.0234634,0.016249,0.0497363,0,0.0174323,0.00653048,0.0042688,0.00283631,0.00416651,0.0057485,0.00737154,0.00917502,0.00743213,0.0041218,0.0280824,0.022252,0.0155897,0.0220202,0.012443,0.0381119,0.039667,0.0453964,0,0.0079774,0,0,0.0219794,0,0.0446498,0.0112623,0.0548876,0,0.0133375,0.064873,0.00689595,0.0181502,0,0.0638181,0,0.132328,0.0548807,0.0404708,0.0275103,0.0547503,0.0570989,0.0155469,0,0.00921134,0.00815208,0.00421596,0,0,0,0,0,0,0,0,0,0
1733,0.00548851,0,0,0,0,0.00585619,0,0,0,0,0,0,0.0177438,0,0.00385599,0.00343177,0,0,0.0182697,0,0.0233719,0.0162366,0.0503517,0,0.0174545,0.00628455,0.00395704,0.00261697,0.00437316,0.00560861,0.00727563,0.00926568,0.00752259,0.0042895,0.0280415,0.0230883,0.0157142,0.0219486,0.012508,0.0382243,0.039713,0.0457332,0,0.00823979,0,0,0.0223787,0,0.0446511,0.0116565,0.0547078,0,0.013311,0.06561,0.00646678,0.0180301,0,0.0637481,0,0.132474,0.0553302,0.0400372,0.0276303,0.0550626,0.05791,0.0158597,0,0.00887001,0.00839739,0.00492436,0,0,0,0,0,0,0,0,0,0
1734,0.00640211,0,0,0,0,0.00648681,0,0,0,0,0,0,0,0,0.00347276,0.00289984,0,0,0.0182989,0,0.0233461,0.0162214,0.0511226,0,0.0177988,0.00628778,0.00414833,0.00263994,0.00517114,0.00534035,0.00739261,0.0101612,0.00869518,0.00496337,0.0285978,0.0277898,0.0159453,0.021904,0.0124834,0.0386089,0.0398108,0.045778,0.0170477,0.00883416,0,0,0.0227148,0,0.0446706,0.0119483,0.0549825,0,0.0130894,0.0658024,0.00646179,0.0182173,0,0.0637984,0,0.132448,0.0553688,0.0397623,0.0275529,0.0550389,0.058268,0.0162496,0,0.00852368,0.0088016,0.00582006,0,0,0,0,0,0,0,0,0,0
1735,0.0068948,0,0,0,0,0.00736541,0,0,0,0,0,0,0,0,0.00337244,0.00274013,0,0,0.0186253,0,0.0233457,0.0163669,0.0501432,0,0.0180416,0.00584002,0.00414619,0.00242831,0.00459153,0.00501655,0.00714931,0.0102222,0.00873049,0.00489165,0.0287268,0.0277616,0.0160723,0.0218094,0.0124344,0.0379326,0.039894,0.0459581,0.0176045,0.010282,0,0,0.0232028,0,0.0448446,0.012057,0.054975,0,0.0132403,0.0658493,0.0065283,0.0196443,0,0.0638386,0,0.132417,0.0552969,0.0398475,0.0273476,0.0550491,0.0582989,0.0171488,0,0.00806295,0.00916851,0.00654076,0,0,0,0,0,0,0,0,0,0
1736,0.00740827,0,0,0,0,0.00764113,0,0,0,0,0,0,0.0182993,0,0.00367398,0.00281545,0,0,0.018933,0,0.0235847,0.0163418,0.0497494,0,0.0179668,0.00590708,0.00317807,0.00786078,0.00369535,0.00536466,0.00703159,0.009415,0.00774719,0.00436217,0.0281883,0.0235569,0.0163116,0.0216908,0.0118361,0.0381707,0.0401544,0.0458492,0.0179368,0.00683833,0,0,0.0230276,0,0.0444224,0.0123696,0.0540631,0,0.0135548,0.0653965,0.00572851,0.00369473,0.0483038,0.0646133,0,0.131922,0.0548792,0.0397336,0.0269598,0.0544276,0.0573839,0.0114529,0,0.00770918,0.0124383,0.00412891,0,0,0,0,0,0,0,0,0,0
1737,0.00818509,0,0,0,0,0.00781839,0,0,0,0,0,0,0.0189924,0,0.00366231,0.00280276,0,0,0.0186515,0,0.0233263,0.0164547,0.0501431,0,0.0179541,0.00587366,0.00398572,0.00320263,0.00363317,0.00534984,0.00681512,0.00882978,0.00769191,0.00433952,0.0279658,0.0238798,0.0164218,0.0216888,0.0122303,0.0393465,0.0401377,0.0460494,0.0183104,0.0108773,0,0,0.0240435,0,0.0449374,0.0126392,0.0537898,0,0.0137937,0.0649605,0.00660552,0.0194799,0.048221,0.0645732,0,0.132206,0.0552873,0.0395254,0.0269482,0.0545658,0.0572264,0.0175488,0,0.00727247,0.00958629,0.00766447,0,0,0,0,0,0,0,0,0,0
1738,0.00811404,0,0,0,0,0.007565,0,0,0,0,0,0,0,0,0.00351647,0.00306677,0,0,0.0187329,0,0.0235171,0.0163666,0.0499571,0,0.0177685,0.00604215,0.00415236,0.00324392,0.00418518,0.00493368,0.00698298,0.00956019,0.00873958,0.00477616,0.028262,0.027381,0.0165263,0.0217635,0.0122074,0.0389222,0.0403159,0.0463158,0,0.010354,0,0,0.024214,0,0.0449508,0.0125944,0.0535349,0,0.0139754,0.0650174,0.00682633,0.0184375,0.048091,0.064482,0,0.132233,0.0555969,0.0394122,0.0269787,0.0547809,0.0576548,0.0172487,0,0.00703286,0.0094583,0.0074756,0,0,0,0,0,0,0,0,0,0
