Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x79,x80,x77,x78,
All Timesteps RMSE,0.0186803,0,0,0,0,0.0168082,0,0,0,0,0,0,0.0294603,0.0381111,0.0115271,0.00937897,0,0,0.0289744,0,0.0327524,0.019322,0.0460027,0.0178113,0.0196427,0.0118215,0.0116384,0.0298119,0.00965739,0.0127179,0.00985718,0.0111899,0.0120623,0.009352,0.0261158,0.0177247,0.0231837,0.0278934,0.0179218,0.0162824,0.0398547,0.0154519,0.0189806,0.018904,0,0,0.0181375,0,0.0440148,0.0125038,0.0384802,0.0206556,0.0143283,0.0149999,0.0123119,0.0186623,0.018679,0.0159626,0.00872515,0.0344684,0.0151135,0.0319893,0.0128117,0.0159603,0.0182916,0.0138803,0.0229538,0.0120274,0.016957,0.0160962,0,0,0,0,0,0,0,0,0,0
0,0.0125691,0,0,0,0,0.0248607,0,0,0,0,0,0,0.00615476,0.0205165,0.00731424,0.0149272,0,0,0.0124965,0,0.0348762,0.00645735,0.0410532,0.0123806,0.0227456,0.00524059,0.0233251,0.0414588,0.00619343,0.00445637,0.00179946,0.00852511,0.00797043,0.00798279,0.0304985,0.00291707,0.0194415,0.00862869,0.00549665,0.0112323,0.0244872,0.0134593,0.0165821,0.018024,0,0,0.0110403,0,0.03711,0.0105975,0.0397251,0.0205015,0.0134612,0.00912823,0.0229642,0.0206355,0.00472355,0.0148514,0.00660651,0.00483478,0.0122566,0.0356691,0.00899044,0.0127453,0.00872683,0.00763506,0.0356873,0.0105811,0.0250469,0.0128757,0,0,0,0,0,0,0,0,0,0
1,0.0125472,0,0,0,0,0.0249214,0,0,0,0,0,0,0.00607726,0.0206245,0.00733479,0.0149041,0,0,0.0125211,0,0.0348581,0.00672342,0.0410355,0.0123941,0.0227548,0.00521462,0.0233401,0.0415529,0.00626555,0.0045721,0.00182394,0.00853564,0.00799498,0.00801712,0.0305166,0.00290098,0.0196263,0.00852638,0.00551663,0.0112431,0.0244755,0.013427,0.0165416,0.0179062,0,0,0.0115432,0,0.0371319,0.0102742,0.0397103,0.0204719,0.0135671,0.00911044,0.0229618,0.0206156,0.00467303,0.0148316,0.00662225,0.00486287,0.0122956,0.0356898,0.00898414,0.0127581,0.00872482,0.00712421,0.035608,0.0107545,0.0250314,0.0127419,0,0,0,0,0,0,0,0,0,0
2,0.0126038,0,0,0,0,0.0250062,0,0,0,0,0,0,0.00604923,0.0205501,0.00733996,0.0148825,0,0,0.0126068,0,0.0348434,0.00705984,0.0409957,0.0123945,0.0227155,0.00525926,0.0233405,0.0417353,0.00628802,0.00451109,0.00182222,0.00852424,0.00800098,0.00803883,0.0305351,0.00281717,0.0198762,0.00841982,0.00553281,0.0112688,0.0244458,0.0134085,0.0165349,0.0178641,0,0,0.0120708,0,0.0371374,0.0100248,0.0397057,0.0204444,0.0135758,0.00913429,0.0229605,0.0206461,0.00467545,0.0148199,0.00664799,0.00487825,0.0123008,0.0356966,0.00898789,0.0127727,0.00875724,0.00677999,0.0355874,0.0108959,0.0250806,0.0126782,0,0,0,0,0,0,0,0,0,0
3,0.012712,0,0,0,0,0.0251036,0,0,0,0,0,0,0.00601185,0.0204739,0.0073467,0.0148444,0,0,0.0127581,0,0.0348656,0.00707792,0.0409256,0.0123662,0.0226758,0.00528154,0.0233175,0.0420171,0.00629851,0.00451645,0.00179847,0.00851838,0.00801397,0.00805507,0.030545,0.00269413,0.020125,0.00835319,0.00551822,0.011274,0.0243922,0.0134177,0.016544,0.0178957,0,0,0.0125932,0,0.0370968,0.0097601,0.0397239,0.0204537,0.0135651,0.00917515,0.0229272,0.0206884,0.00468989,0.0148425,0.00666939,0.00485895,0.0123026,0.035703,0.00898777,0.0127788,0.00881352,0.00649951,0.0355724,0.0110564,0.0251359,0.0126627,0,0,0,0,0,0,0,0,0,0
4,0.0129041,0,0,0,0,0.0252361,0,0,0,0,0,0,0.00592355,0.0204038,0.00736382,0.0148035,0,0,0.0129565,0,0.0349317,0.00696167,0.0408797,0.0123711,0.0226399,0.00526771,0.0232811,0.0423029,0.00633204,0.00456973,0.00179866,0.00854061,0.0080169,0.00806115,0.030547,0.00257093,0.0203785,0.00830517,0.00543377,0.0112737,0.0243622,0.0134255,0.0165668,0.0180014,0,0,0.01312,0,0.0370718,0.00947881,0.0397471,0.020478,0.0135919,0.00919403,0.0228971,0.0207578,0.00468283,0.0148667,0.00669052,0.00483646,0.0123133,0.0357154,0.0090025,0.0127718,0.00882423,0.00621905,0.0355738,0.0111896,0.0252057,0.0127288,0,0,0,0,0,0,0,0,0,0
5,0.0131139,0,0,0,0,0.0253426,0,0,0,0,0,0,0.00584921,0.0202639,0.0073896,0.0147383,0,0,0.0131349,0,0.035032,0.00697824,0.0408725,0.012394,0.022607,0.00527735,0.0232532,0.0424969,0.00635878,0.00451433,0.00179969,0.00857726,0.00804984,0.00806362,0.0305521,0.00246793,0.0207312,0.00838435,0.00532207,0.011261,0.0243594,0.0134204,0.0165827,0.0181283,0,0,0.0135164,0,0.0370475,0.00921692,0.0397483,0.0204873,0.0135902,0.00917856,0.022877,0.0208118,0.00467099,0.0148677,0.00673015,0.00486403,0.0123412,0.0357111,0.00901305,0.0128,0.00881594,0.00596102,0.0355411,0.0112953,0.0252733,0.0128534,0,0,0,0,0,0,0,0,0,0
6,0.01342,0,0,0,0,0.0255111,0,0,0,0,0,0,0.00577093,0.020266,0.00739914,0.0146472,0,0,0.0134807,0,0.0350189,0.00724327,0.0408653,0.0124487,0.0225685,0.00527471,0.0231914,0.0426988,0.00637356,0.00450596,0.00179565,0.00858063,0.00806608,0.00806011,0.0305742,0.00240674,0.0212107,0.00847617,0.00510487,0.0112952,0.0243476,0.0134201,0.0165667,0.0183191,0,0,0.0138716,0,0.0369973,0.00897326,0.0397401,0.0204724,0.0135692,0.00916197,0.0228247,0.0208603,0.0046728,0.0148539,0.00674285,0.00490012,0.0123598,0.035752,0.00902531,0.0128236,0.00880148,0.00569935,0.0354591,0.0114229,0.0253997,0.0130362,0,0,0,0,0,0,0,0,0,0
7,0.0137543,0,0,0,0,0.0256663,0,0,0,0,0,0,0.00577695,0.0204766,0.00741995,0.0145365,0,0,0.013879,0,0.0349121,0.0076598,0.0408627,0.0124715,0.0225222,0.00525004,0.0230854,0.0429375,0.00638839,0.00451987,0.00179109,0.00858779,0.00808147,0.00807958,0.0305877,0.00238658,0.0217005,0.00856145,0.00477927,0.0113262,0.0243041,0.0134178,0.0165291,0.0185416,0,0,0.0141844,0,0.0368449,0.00866451,0.0397452,0.0204655,0.0135839,0.00917993,0.0227234,0.0208429,0.0046484,0.0148751,0.00671938,0.00490636,0.012375,0.0357763,0.00904201,0.0128392,0.00881381,0.00537712,0.0352031,0.0116273,0.0255348,0.0132578,0,0,0,0,0,0,0,0,0,0
8,0.0140342,0,0,0,0,0.025754,0,0,0,0,0,0,0.00581663,0.020574,0.00745149,0.0144378,0,0,0.0141869,0,0.034889,0.00804678,0.0408878,0.0124539,0.022492,0.00525495,0.0230042,0.0431716,0.00635347,0.00454373,0.00180654,0.00861212,0.0080855,0.00810383,0.0305703,0.00230792,0.0220993,0.00859146,0.0045348,0.0113213,0.0242284,0.0134209,0.0165103,0.0187369,0,0,0.0144938,0,0.0365925,0.00826851,0.0397732,0.0204664,0.0136145,0.00920557,0.0226296,0.0207798,0.00461425,0.0148815,0.00669993,0.00489802,0.0123926,0.0357897,0.00906086,0.0128614,0.00881784,0.00505179,0.034809,0.0118967,0.025625,0.0134637,0,0,0,0,0,0,0,0,0,0
9,0.0143448,0,0,0,0,0.0259013,0,0,0,0,0,0,0.00581321,0.0206216,0.00744614,0.0144201,0,0,0.0144858,0,0.0349164,0.00835307,0.040981,0.0124196,0.0224959,0.00524972,0.0230373,0.0434286,0.00632225,0.00452619,0.00179805,0.00861962,0.00806323,0.0081054,0.0305553,0.00212893,0.0224488,0.00858768,0.00434121,0.0113016,0.024263,0.0134124,0.0165108,0.0189819,0,0,0.014748,0,0.0365404,0.00816627,0.0398113,0.0204364,0.0136073,0.00920395,0.0226424,0.0208291,0.0046006,0.014854,0.00668385,0.00488138,0.0123767,0.035785,0.00906988,0.012855,0.00881976,0.00484687,0.0348402,0.011825,0.0256836,0.0137089,0,0,0,0,0,0,0,0,0,0
10,0.0146536,0,0,0,0,0.0260243,0,0,0,0,0,0,0.00555057,0.0205744,0.00744173,0.0144029,0,0,0.0147287,0,0.0349754,0.00860716,0.0410569,0.0124072,0.0225232,0.00522798,0.0231115,0.0436774,0.00632186,0.00448316,0.00176699,0.00863469,0.00805759,0.00810552,0.030575,0.0019696,0.022732,0.00863113,0.00414143,0.0112958,0.0243812,0.0134035,0.0164362,0.0192085,0,0,0.0149368,0,0.0366636,0.00830875,0.0398629,0.0204316,0.0136003,0.00918357,0.0227306,0.0209816,0.00459506,0.0148204,0.00665435,0.00486904,0.0123698,0.0357912,0.0090673,0.0128279,0.00881593,0.00465874,0.0351418,0.0115767,0.0257077,0.013942,0,0,0,0,0,0,0,0,0,0
11,0.0149434,0,0,0,0,0.026141,0,0,0,0,0,0,0.00538188,0.0205467,0.00744903,0.014354,0,0,0.0149565,0,0.0348966,0.00883914,0.0411091,0.0123844,0.0225818,0.00520402,0.0231339,0.0438947,0.00630398,0.0044709,0.00173782,0.00862431,0.00808026,0.00812773,0.0305996,0.00191035,0.0229925,0.00859621,0.00395979,0.011312,0.0244467,0.0133954,0.0163246,0.0194177,0,0,0.0151228,0,0.0367026,0.00835065,0.0399108,0.020428,0.0136145,0.00913449,0.0227932,0.0210814,0.00456248,0.0148168,0.00663806,0.0048499,0.0123558,0.0358292,0.00908313,0.0128129,0.00886139,0.00460013,0.0352725,0.0114589,0.0257661,0.0141671,0,0,0,0,0,0,0,0,0,0
12,0.0151882,0,0,0,0,0.0262495,0,0,0,0,0,0,0.00534743,0.0205053,0.00747355,0.0143505,0,0,0.0151881,0,0.0347883,0.00898793,0.0411306,0.0123806,0.0226348,0.00519566,0.0231006,0.0439769,0.00626804,0.00449862,0.00172187,0.00863264,0.00813194,0.00817476,0.0306232,0.00191756,0.02326,0.00856697,0.00384661,0.0113765,0.0244538,0.0134054,0.0164221,0.019607,0,0,0.0153009,0,0.0367225,0.00828102,0.0399117,0.0204114,0.0135991,0.00910084,0.0227859,0.0210801,0.004535,0.0148314,0.00665204,0.004839,0.0123423,0.0358684,0.00909119,0.0128024,0.00895183,0.00452691,0.0353155,0.0114228,0.0258231,0.0143636,0,0,0,0,0,0,0,0,0,0
13,0.0154328,0,0,0,0,0.0264715,0,0,0,0,0,0,0.00547508,0.0204533,0.00748612,0.0143888,0,0,0.0154922,0,0.0349601,0.00911974,0.0411245,0.0123984,0.0226409,0.00518938,0.0229752,0.0442415,0.00622902,0.00455088,0.00171478,0.00865308,0.00814839,0.00819654,0.0306258,0.00193936,0.0235405,0.00859726,0.00383713,0.0114649,0.0244257,0.0134218,0.0165076,0.0198615,0,0,0.0153965,0,0.0367548,0.00820499,0.039901,0.0204013,0.0135863,0.00910481,0.0227077,0.0209741,0.00454293,0.0148575,0.00669478,0.0048501,0.0123141,0.0358721,0.00909666,0.0127762,0.00905097,0.00448097,0.0353759,0.0113924,0.0260008,0.0145426,0,0,0,0,0,0,0,0,0,0
14,0.0156814,0,0,0,0,0.026683,0,0,0,0,0,0,0.00574908,0.020407,0.007475,0.014358,0,0,0.0158026,0,0.0350807,0.0093103,0.0410968,0.0123788,0.0226345,0.00518704,0.0228799,0.0445313,0.00621328,0.00453508,0.00172467,0.00867326,0.00814243,0.00817598,0.0306102,0.00195109,0.0238217,0.00858954,0.0037841,0.0115269,0.0244064,0.0134405,0.0165623,0.0200957,0,0,0.0154861,0,0.036782,0.00816278,0.0398969,0.0204073,0.0135612,0.00908742,0.0226323,0.020947,0.00453491,0.0149063,0.00672825,0.00485388,0.0123044,0.0358674,0.00908931,0.0127542,0.00911614,0.00447271,0.0354604,0.0113307,0.0261783,0.0147186,0,0,0,0,0,0,0,0,0,0
15,0.0159105,0,0,0,0,0.0268638,0,0,0,0,0,0,0.00576911,0.020389,0.00746281,0.0142879,0,0,0.0160876,0,0.0351087,0.00950662,0.0410679,0.0123388,0.0226315,0.00521783,0.0228114,0.0447791,0.00621398,0.00452052,0.00172323,0.00870145,0.00812304,0.00815422,0.0305887,0.00195483,0.0241,0.00848733,0.00374133,0.0115219,0.0244025,0.0134402,0.0165664,0.0203094,0,0,0.0155711,0,0.0368117,0.00814369,0.0398793,0.0204268,0.0135634,0.00908894,0.0225645,0.0209392,0.00451688,0.0149019,0.00669814,0.00484606,0.0123265,0.0358748,0.00908074,0.0127785,0.00910648,0.00451234,0.0355504,0.0112604,0.026321,0.0148632,0,0,0,0,0,0,0,0,0,0
16,0.0161423,0,0,0,0,0.0270206,0,0,0,0,0,0,0.00554905,0.020368,0.00747827,0.0142332,0,0,0.0163082,0,0.0351396,0.00968056,0.0410644,0.0123325,0.0226503,0.00525444,0.0227275,0.0449682,0.00619599,0.00453107,0.00170212,0.00870567,0.0080763,0.00816858,0.0305833,0.00193418,0.0243334,0.0084212,0.00372885,0.0115115,0.0244214,0.0134475,0.0165444,0.0205014,0,0,0.0156548,0,0.036845,0.00812384,0.0398689,0.0204435,0.0135772,0.00910653,0.0225087,0.0209578,0.00454594,0.0148766,0.00668382,0.00484364,0.0123518,0.0358531,0.0090967,0.0128157,0.00910455,0.0044971,0.035658,0.0111846,0.0264151,0.0150135,0,0,0,0,0,0,0,0,0,0
17,0.0163727,0,0,0,0,0.0271741,0,0,0,0,0,0,0.00551619,0.0203781,0.00746063,0.0142223,0,0,0.0165007,0,0.035174,0.00987158,0.041128,0.0123371,0.0226702,0.00526243,0.0226433,0.0451104,0.00619819,0.00453865,0.00166749,0.00868573,0.00805842,0.00815672,0.0305713,0.00189799,0.0244983,0.00842447,0.00372405,0.0114874,0.0244371,0.0134557,0.0165456,0.0207056,0,0,0.0157534,0,0.0368597,0.00807378,0.0398635,0.0204311,0.0135596,0.00914212,0.0224701,0.021,0.00457811,0.0148579,0.00671797,0.0048742,0.0123683,0.035824,0.00910879,0.0128192,0.00910831,0.00451671,0.0357113,0.011115,0.0264978,0.0151798,0,0,0,0,0,0,0,0,0,0
18,0.0165519,0,0,0,0,0.0272853,0,0,0,0,0,0,0.00559813,0.0204044,0.00744747,0.0142291,0,0,0.0166598,0,0.0352187,0.0100603,0.0411664,0.0123225,0.0226713,0.005269,0.0226124,0.0452856,0.00620998,0.00451986,0.00165013,0.00868593,0.00807642,0.00815021,0.0305607,0.0018547,0.0246449,0.00839305,0.0036771,0.0114825,0.0244353,0.0134481,0.0165462,0.0209001,0,0,0.0158144,0,0.0368462,0.00802164,0.0398594,0.0204201,0.0135326,0.0091838,0.0224522,0.0210343,0.00457581,0.0148455,0.00670615,0.00487387,0.0123703,0.0358239,0.00910205,0.0128105,0.00910662,0.00456848,0.0357297,0.0110514,0.026594,0.015315,0,0,0,0,0,0,0,0,0,0
19,0.0166626,0,0,0,0,0.0273572,0,0,0,0,0,0,0.0054705,0.0203548,0.00743206,0.0142614,0,0,0.0167216,0,0.0353026,0.0101413,0.0411735,0.0122805,0.0226656,0.00528488,0.0226336,0.045421,0.00621773,0.0045006,0.00165274,0.00869949,0.0080878,0.00812538,0.0305569,0.00180221,0.024699,0.00837698,0.00365179,0.0114841,0.0244301,0.0134439,0.0165338,0.0210345,0,0,0.0159035,0,0.0368309,0.0079484,0.0398613,0.0204382,0.0135069,0.00921037,0.0224616,0.0210502,0.00458532,0.0148605,0.00670867,0.00487915,0.012383,0.0358336,0.0091065,0.0128068,0.00909742,0.00459176,0.0357005,0.0110171,0.0266471,0.0153999,0,0,0,0,0,0,0,0,0,0
20,0.0167241,0,0,0,0,0.027398,0,0,0,0,0,0,0.00544373,0.0202562,0.00742736,0.0143717,0,0,0.0167345,0,0.0353908,0.0101495,0.0412464,0.0122642,0.0226818,0.00528832,0.0226763,0.0455181,0.00619695,0.00447165,0.001633,0.00866758,0.00804079,0.00809807,0.0305416,0.00172144,0.0246991,0.00838077,0.00367542,0.011496,0.0244686,0.0134445,0.0165081,0.0211021,0,0,0.0160184,0,0.0368531,0.00787696,0.0398691,0.0204399,0.0134919,0.00919455,0.0225127,0.0210958,0.0046386,0.0148784,0.00669434,0.00490021,0.0123822,0.0358558,0.00912023,0.0128014,0.0091016,0.00464228,0.035691,0.0109442,0.0266686,0.0154351,0,0,0,0,0,0,0,0,0,0
21,0.0167879,0,0,0,0,0.0274254,0,0,0,0,0,0,0.00557483,0.0203164,0.00742044,0.0144627,0,0,0.016759,0,0.0353833,0.0101866,0.0413219,0.0122469,0.0226903,0.00529769,0.0227008,0.0455859,0.00616114,0.0044287,0.00164122,0.00867117,0.00802857,0.00809548,0.0305231,0.00162969,0.024727,0.00828628,0.00366819,0.0115505,0.0245283,0.0134695,0.0164982,0.0211432,0,0,0.016092,0,0.0368852,0.00785178,0.0398667,0.0204346,0.0134732,0.009182,0.0226015,0.0212506,0.00466144,0.0148481,0.00665515,0.00488448,0.012381,0.035823,0.00914414,0.0128191,0.00918037,0.00473828,0.0356734,0.0108445,0.0266838,0.0154755,0,0,0,0,0,0,0,0,0,0
22,0.0168652,0,0,0,0,0.0274188,0,0,0,0,0,0,0.0055147,0.0203944,0.00737373,0.0143918,0,0,0.0167447,0,0.0354142,0.0101912,0.0413972,0.0122204,0.0226808,0.00532603,0.0227554,0.0456266,0.00614409,0.00436084,0.00163328,0.0086994,0.00802369,0.00807021,0.0305053,0.00154306,0.0247257,0.00821438,0.00368223,0.0116837,0.0245726,0.0135328,0.0164814,0.021192,0,0,0.0161534,0,0.0369056,0.00785933,0.0398925,0.0204399,0.0134481,0.00919701,0.02271,0.0214637,0.00465696,0.0148127,0.00653392,0.00487468,0.0124162,0.0357951,0.00918195,0.012859,0.00935463,0.00477464,0.0356616,0.010762,0.0267005,0.0155426,0,0,0,0,0,0,0,0,0,0
23,0.0169134,0,0,0,0,0.027414,0,0,0,0,0,0,0.00525139,0.0204492,0.00733842,0.0144289,0,0,0.0166517,0,0.0354961,0.0101742,0.0414264,0.0122151,0.0226894,0.00537382,0.0228546,0.0456738,0.0061324,0.00433609,0.00162526,0.00869907,0.00800528,0.00804078,0.0304895,0.00146436,0.0246748,0.00819939,0.00369675,0.0116465,0.0245776,0.0135107,0.0164455,0.0212476,0,0,0.0162626,0,0.0368859,0.00784972,0.0398951,0.0204343,0.0134109,0.00920258,0.0228107,0.0215744,0.00467323,0.0148585,0.00659258,0.00489346,0.0123833,0.0357966,0.00913987,0.0127971,0.00930645,0.00483516,0.0356658,0.0107671,0.0267083,0.0156006,0,0,0,0,0,0,0,0,0,0
24,0.0169873,0,0,0,0,0.0274618,0,0,0,0,0,0,0.00506538,0.0204406,0.00732184,0.0146323,0,0,0.0166045,0,0.0355032,0.0102198,0.0414822,0.0122051,0.0227235,0.00540903,0.0229921,0.0457382,0.00612833,0.00435364,0.00162799,0.00871068,0.0079814,0.00803394,0.0304759,0.00136672,0.0246789,0.00820727,0.00366678,0.0115358,0.0245746,0.0134306,0.01642,0.0213696,0,0,0.0164245,0,0.0368373,0.00780385,0.0398831,0.0203849,0.0133666,0.00914663,0.0229613,0.0216312,0,0.0149188,0.00670143,0.00493571,0.0122824,0.035783,0.0090437,0.0126706,0.0091491,0.00494725,0.0357263,0.0108796,0.0267606,0.0156711,0,0,0,0,0,0,0,0,0,0
25,0.0170707,0,0,0,0,0.0275393,0,0,0,0,0,0,0.00501759,0.0204676,0.0073231,0.0149332,0,0,0.0165781,0,0.035492,0.0102894,0.0415937,0.0121773,0.0227825,0.00545704,0.0231786,0.045788,0.00611406,0.00437321,0.00163,0.00867904,0.00795491,0.00804154,0.0304485,0.00124062,0.024685,0.00817106,0.00363328,0.0116358,0.0246022,0.0135652,0.0164288,0.0215028,0,0,0.0165669,0,0.0368102,0.00779507,0.039921,0.0205625,0.0133491,0.00940243,0.0231931,0.0216183,0.00463451,0.0149332,0.00666127,0.00489655,0.0124153,0.0357636,0.00908666,0.0127958,0.00926998,0.00503729,0.0358294,0.010887,0.0268333,0.015749,0,0,0,0,0,0,0,0,0,0
26,0.0172056,0,0,0,0,0.0277114,0,0,0,0,0,0,0.00503718,0.0205578,0.00731211,0.0150188,0,0,0.0165131,0,0.0355174,0.0103295,0.0417498,0.0121806,0.0228461,0.0055015,0.0234102,0.0458322,0.00608773,0.00434473,0.00161942,0.00866388,0.00792147,0.00803291,0.0304182,0.00111423,0.0246467,0.00813753,0.00363213,0.0116492,0.0246455,0.0136192,0.016454,0.0217207,0,0,0.0167254,0,0.036791,0.00784339,0.0399515,0.0205806,0.0133287,0.00946812,0.0234854,0.0216059,0.0046122,0.0149294,0.00662952,0.00489654,0.0124805,0.035734,0.00911535,0.0128734,0.00930169,0.00518532,0.0359662,0.0107999,0.0269774,0.0159007,0,0,0,0,0,0,0,0,0,0
27,0.0173951,0,0,0,0,0.0280147,0,0,0,0,0,0,0.00484629,0.0206127,0.00729609,0.0152707,0,0,0.0164446,0,0.0355153,0.010399,0.041968,0.0121687,0.022908,0.00551566,0.0236886,0.045829,0.00607565,0.00431777,0.00157723,0.00864615,0.0078901,0.00799898,0.030389,0.00100225,0.0245982,0.00811839,0.00361438,0.0117073,0.0246758,0.0136836,0.0165065,0.0220571,0,0,0.0169125,0,0.0367424,0.00786997,0.0399724,0.0206887,0.013321,0.00954138,0.0237889,0.0216166,0.00461555,0.0148881,0.00656884,0.00492089,0.0125835,0.0357118,0.00916768,0.0130057,0.00933465,0.00543628,0.0361665,0.0107615,0.0272423,0.016115,0,0,0,0,0,0,0,0,0,0
28,0.0176745,0,0,0,0,0.0284661,0,0,0,0,0,0,0.00477244,0.0206445,0.00730799,0.0155267,0,0,0.0163708,0,0.035531,0.0105111,0.042104,0.0121673,0.0229784,0.00551026,0.0240345,0.0458243,0.00607589,0.00436291,0.00154001,0.0086502,0.00786116,0.00799491,0.0303773,0.000935365,0.0245773,0.00814864,0.00362884,0.0116528,0.0247107,0.0137416,0.0165195,0.0225529,0,0,0.0171208,0,0.0366717,0.00788241,0.040001,0.0207905,0.0133139,0.00955571,0.0241177,0.0215319,0.00463078,0.0148804,0.00656263,0.004951,0.0126249,0.0357293,0.00918553,0.0130574,0.00922375,0.00587149,0.0363926,0.0107655,0.0276716,0.0164334,0,0,0,0,0,0,0,0,0,0
29,0.0180882,0,0,0,0,0.0291663,0,0,0,0,0,0,0.0046054,0.0205747,0.0073489,0.0155267,0,0,0.0161696,0,0.0356754,0.0104911,0.0421404,0.0122436,0.0230518,0.0055098,0.0245115,0.0458125,0.00609336,0.00439938,0.00150174,0.00867332,0.0078958,0.00805127,0.0304045,0.000932426,0.0244546,0.00809305,0.00374893,0.0116392,0.0247922,0.013819,0.0165309,0.0233347,0,0,0.0173272,0,0.0366384,0.00795265,0.0400517,0.0208714,0.0133065,0.00964342,0.0245931,0.0213092,0.00461822,0.0148603,0.006544,0.00497186,0.0127077,0.0357094,0.00924531,0.0131513,0.00916206,0.0065544,0.0365484,0.0107235,0.0284013,0.0169131,0,0,0,0,0,0,0,0,0,0
30,0.0189874,0,0,0,0,0.0306735,0,0,0,0,0,0,0.0043787,0.0204329,0.00740959,0.0157238,0,0,0.0160898,0,0.0358058,0.0104944,0.0422417,0.01228,0.0231391,0.00552759,0.0252281,0.0458269,0.00619647,0.00442749,0.00149094,0.0087102,0.00796413,0.00812165,0.030433,0.00102081,0.0244381,0.00786867,0.00382296,0.0114932,0.0248272,0.0138781,0.016562,0.0250678,0,0,0.0176381,0,0.03664,0.00812463,0.0401176,0.0210258,0.0132885,0.00980898,0.0253637,0.0210948,0.00461718,0.0148711,0.00657823,0.00499841,0.0127828,0.0356693,0.00924251,0.013241,0.008973,0.00783936,0.0362856,0.0105621,0.0299241,0.0178824,0,0,0,0,0,0,0,0,0,0
31,0.0209022,0,0,0,0,0.0330956,0,0,0,0,0,0,0.00390914,0.0202185,0.00752132,0.0159999,0,0,0.0161498,0,0.0360316,0.0105123,0.0422238,0.0123703,0.0231849,0.0055194,0.0261377,0.045791,0.00651944,0.00452175,0.00151469,0.00878571,0.00809483,0.00822802,0.0305134,0.00131399,0.0245266,0.00758645,0.00400629,0.0113067,0.0248292,0.013956,0.0166228,0.0281591,0,0,0.0178672,0,0.0367504,0.00856105,0.0401869,0.0211972,0.0133164,0.00992338,0.0263201,0.0215308,0.00463203,0.0148865,0.00655156,0.00502826,0.0128827,0.0357002,0.009272,0.013339,0.00874118,0.0102082,0.0361389,0.0103393,0.0322841,0.0197594,0,0,0,0,0,0,0,0,0,0
32,0.0231408,0,0,0,0,0.0357739,0,0,0,0,0,0,0.00371073,0.0203073,0.00763146,0.0161559,0,0,0.0166282,0,0.0360888,0.010869,0.0419751,0.0124723,0.0231513,0.00549037,0.0268127,0.0461014,0.00679763,0.00465756,0.00157551,0.00886752,0.00822455,0.00831576,0.0305977,0.00150247,0.0250229,0.00742107,0.0041145,0.0111879,0.024865,0.0139843,0.0166708,0.0315183,0,0,0.0182077,0,0.0368748,0.00906336,0.0401959,0.0213167,0.0133699,0.0100031,0.0269941,0.0228725,0.00464293,0.0148746,0.00652365,0.0050403,0.0129461,0.0357392,0.009294,0.0134036,0.00861138,0.0128041,0.0360039,0.0101717,0.0348253,0.021737,0,0,0,0,0,0,0,0,0,0
33,0.0246852,0,0,0,0,0.0375377,0,0,0,0,0,0,0.00395245,0.0201026,0.00771978,0.0161895,0,0,0.0168903,0,0.0361166,0.0110814,0.0413515,0.0125717,0.0231294,0.00546011,0.0272261,0.0463963,0.00690158,0.00477634,0.00168353,0.00896731,0.00835401,0.00841227,0.0306785,0.00143486,0.0253982,0.00728029,0.00412719,0.0112206,0.024888,0.0139735,0.016809,0.0337552,0,0,0.0184846,0,0.036979,0.00938088,0.0400619,0.0213307,0.0134233,0.0100089,0.0273545,0.0240488,0.00468466,0.014904,0.00657902,0.00502852,0.01295,0.0357604,0.00930693,0.0133965,0.00864662,0.0145326,0.0356098,0.0100937,0.0365032,0.0230656,0,0,0,0,0,0,0,0,0,0
34,0.0267075,0,0,0,0,0.0372368,0,0,0,0,0,0,0.00541523,0.0201816,0.00750027,0.0137652,0,0,0.0156083,0,0.0360816,0.0103463,0.0415889,0.012445,0.0224265,0.00534127,0.0216209,0.0409082,0.00630821,0.00447573,0.00182707,0.00874309,0.00820741,0.00817676,0.0305668,0.0017318,0.0226111,0.00735051,0.00407639,0.0114745,0.00173629,0.013765,0.0155722,0.0374025,0,0,0.0323533,0,0,0.0205501,0.0396486,0.0207612,0.0126248,0.00878765,0.0216871,0.0254891,0.00466845,0.0148836,0.00675966,0.00463106,0.0125959,0.0362764,0.00947993,0.0129501,0.00905748,0.0279037,0.0289082,0.0300707,0.0367595,0.0254569,0,0,0,0,0,0,0,0,0,0
