Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,x78,,x79,x82,x77,IMUR_B
All Timesteps RMSE,0.0210671,0,0,0,0,0.0313275,0,0,0,0,0,0.028068,0.0474739,0.0201487,0.0234221,0,0,0.0756222,0,0.0359557,0.0489316,0.0364043,0.0277606,0.010823,0.0344919,0.0254151,0.0309471,0.0243367,0.0335208,0.0294571,0.0175386,0.0269726,0.0223303,0.0326661,0.0372068,0.0632549,0.0395817,0.040492,0.0298042,0.0421124,0.0205414,0.0116341,0.0217668,0,0,0.0229888,0,0.0425537,0.0192572,0.0435582,0.0262747,0.0146091,0.0192089,0.0282128,0.0324118,0.00812819,0.0146233,0.0182549,0.0415072,0.0206299,0.0318679,0.0145843,0.0177129,0.036112,0.0239622,0.0204722,0.0327914,0.0317473,0.0212523,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0182473,0,0,0,0,0.0471297,0,0,0,0,0,0.0158616,0.0321599,0.00870714,0.023823,0,0,0.0759959,0,0.0392292,0.0485578,0.0324186,0.0108212,0.0115022,0.0107254,0.04003,0.0378585,0.0104293,0.0119913,0.00621469,0.0120434,0.013027,0.00964104,0.0283068,0.0266792,0.0642534,0.0196935,0.0370145,0.0223053,0.030316,0.0216726,0.0106328,0.029855,0,0,0.026818,0,0.0329392,0.0214162,0.0472092,0.0294434,0.0100491,0.026714,0.0424004,0.034114,0.00715378,0.0135156,0.0111728,0.0113023,0.0214761,0.034698,0.0138645,0.0198132,0.0234914,0.0306884,0.0382746,0.000764436,0.0451264,0.0109637,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0149533,0,0,0,0,0.0378423,0,0,0,0,0,0.0152688,0.0245297,0.00928719,0.024522,0,0,0.0137182,0,0.0338835,0.0149482,0.0330278,0.0136026,0.0126151,0.0144505,0.0439927,0.0591693,0.0088003,0.0112594,0.00905988,0.0135449,0.0127103,0.0099444,0.0291189,0.0252787,0.0236379,0.0110357,0.00905004,0.0253687,0.0296763,0.0229869,0.0114637,0.0245745,0,0,0.0175446,0,0.0328527,0.0178693,0.0460806,0.0292784,0.009418,0.0234624,0.0470702,0.0264585,0.00727338,0.0138077,0.0096771,0.010178,0.019278,0.0363566,0.0155158,0.0176275,0.0277362,0.0220411,0.0385278,0.0031887,0.0381724,0.0138835,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0149705,0,0,0,0,0.0378551,0,0,0,0,0,0.0150788,0.0245114,0.00922867,0.024596,0,0,0.0130399,0,0.0339147,0.0145727,0.0330232,0.0134766,0.012648,0.0146215,0.0439938,0.0590802,0.0088015,0.0111695,0.00920351,0.013583,0.0126246,0.00992105,0.0291222,0.0250935,0.0233606,0.0112243,0.00898227,0.0251236,0.0297194,0.0226467,0.0114639,0.0245123,0,0,0.0174901,0,0.0329155,0.0178448,0.0460366,0.0289027,0.0094857,0.0230011,0.0471291,0.0264714,0.00730274,0.0137154,0.00936705,0.0101041,0.0189667,0.0363416,0.0152437,0.0173968,0.0276064,0.0220536,0.0383532,0.00323869,0.0381503,0.0138315,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0150143,0,0,0,0,0.0378495,0,0,0,0,0,0.0149229,0.0244895,0.00914041,0.0246515,0,0,0.0123568,0,0.0339529,0.0141405,0.0330229,0.0130868,0.0127003,0.0147423,0.0439997,0.0589269,0.00879966,0.0111656,0.00929176,0.0135909,0.0125538,0.00990376,0.0290963,0.0250264,0.0230049,0.0116048,0.00894446,0.0248345,0.0297179,0.0221949,0.0114622,0.0244749,0,0,0.017441,0,0.0328942,0.0178294,0.0459896,0.0284367,0.00954463,0.0225048,0.0472158,0.0264981,0.00733033,0.0135983,0.00899545,0.0100241,0.0186632,0.0363225,0.0149473,0.0171742,0.0274324,0.0220408,0.038219,0.00327967,0.0381215,0.0138189,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0150825,0,0,0,0,0.0378365,0,0,0,0,0,0.014846,0.0243886,0.00907729,0.0247044,0,0,0.0114712,0,0.0341356,0.0135617,0.0330264,0.012896,0.0127667,0.014864,0.0440573,0.058781,0.0087804,0.011212,0.0093978,0.0136015,0.0124989,0.00986778,0.0290558,0.0249085,0.0225377,0.0122425,0.00892102,0.0244533,0.0296894,0.0216609,0.0114639,0.0244247,0,0,0.0174119,0,0.032841,0.0178197,0.0459397,0.0278877,0.00961595,0.0218959,0.047318,0.0265231,0.00737187,0.0134531,0.00856341,0.00998686,0.0183083,0.0362994,0.0145984,0.016921,0.0272154,0.0220234,0.0380841,0.00333803,0.0380789,0.0138297,0,0,0,0,0,0,0,0,0,0,0,0
5,0.015125,0,0,0,0,0.0378779,0,0,0,0,0,0.0147507,0.0243505,0.00901147,0.0247801,0,0,0.0105159,0,0.0343382,0.0128764,0.0330292,0.0128626,0.0128326,0.0149578,0.0440788,0.0586583,0.00882119,0.0112754,0.00947787,0.0135918,0.0124527,0.00979744,0.0290222,0.0247335,0.0221265,0.0129187,0.0088179,0.0240109,0.0297049,0.0210944,0.0114722,0.0243347,0,0,0.0173525,0,0.0328379,0.017759,0.0458818,0.027333,0.00967921,0.0212838,0.0473882,0.0265668,0.00745722,0.0133066,0.00812959,0.0100361,0.017917,0.0362721,0.0142021,0.0166529,0.026963,0.0220249,0.0378508,0.00344778,0.0380539,0.0137882,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0151379,0,0,0,0,0.0379145,0,0,0,0,0,0.0146057,0.0243949,0.00894332,0.0248658,0,0,0.00951992,0,0.0345478,0.0121755,0.0330499,0.0128439,0.0128991,0.0150467,0.0440432,0.0585414,0.008855,0.0112619,0.00955845,0.013575,0.012421,0.00970792,0.0290052,0.0245523,0.0217388,0.013498,0.00871227,0.023536,0.0297292,0.0205505,0.011459,0.0242255,0,0,0.0173219,0,0.0328148,0.0176171,0.0458338,0.0268176,0.00970723,0.0207095,0.047404,0.0265847,0.0075625,0.0131767,0.00772158,0.0100249,0.0175802,0.0361919,0.0138272,0.0164357,0.0266263,0.022002,0.0375132,0.00360193,0.0380221,0.0137128,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0151191,0,0,0,0,0.0379251,0,0,0,0,0,0.0144826,0.0243921,0.00886782,0.024943,0,0,0.00857123,0,0.03469,0.0114814,0.0331142,0.0128076,0.0129787,0.0151237,0.0439258,0.0583629,0.00885504,0.011224,0.00964862,0.0135302,0.0123506,0.00962711,0.0289776,0.0243594,0.0213858,0.0139152,0.0085802,0.023102,0.0297039,0.0200737,0.0114556,0.0240564,0,0,0.0172792,0,0.0327938,0.0173724,0.0457851,0.0263735,0.00973489,0.0202331,0.0473714,0.0265492,0.00762232,0.013061,0.007401,0.0100034,0.0173153,0.0361171,0.0135214,0.0162588,0.0262976,0.02193,0.0371012,0.00384011,0.0379912,0.0136163,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0150752,0,0,0,0,0.0379236,0,0,0,0,0,0.0143301,0.0243265,0.00878615,0.0249567,0,0,0.00771102,0,0.034745,0.0107341,0.0331898,0.0127336,0.0130612,0.0152084,0.0437709,0.0581686,0.0089039,0.0112384,0.00974974,0.0134798,0.0122462,0.00955029,0.0289165,0.0241357,0.021043,0.014142,0.00840193,0.0227582,0.0296196,0.0196678,0.0114709,0.0238368,0,0,0.0171682,0,0.0327353,0.0170409,0.0457296,0.0260203,0.00975578,0.019857,0.0472999,0.0264774,0.00770055,0.0129609,0.00715256,0.00999553,0.017099,0.0360707,0.0132896,0.0161238,0.0260137,0.0218872,0.0366185,0.00417653,0.0379593,0.0135084,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0150223,0,0,0,0,0.0379226,0,0,0,0,0,0.0139839,0.024255,0.00869985,0.0249177,0,0,0.00712551,0,0.0347758,0.0100616,0.0332783,0.0126287,0.0131551,0.0153093,0.0435766,0.0578774,0.00895486,0.0112696,0.00986051,0.0134468,0.012156,0.00946414,0.0288316,0.0239452,0.0207137,0.0142491,0.00815319,0.0224509,0.029488,0.0193268,0.0115109,0.0236005,0,0,0.0170402,0,0.0326149,0.0165393,0.0456811,0.0257313,0.00976237,0.0195593,0.0471753,0.026365,0.00777647,0.0128956,0.00694353,0.00994494,0.0169045,0.036027,0.0130853,0.0159911,0.0257431,0.0217392,0.0359925,0.00463097,0.0379241,0.0133834,0,0,0,0,0,0,0,0,0,0,0,0
10,0.0149571,0,0,0,0,0.037956,0,0,0,0,0,0.0137329,0.0240623,0.00859665,0.0248438,0,0,0.0066872,0,0.0348483,0.00933816,0.0333617,0.0125282,0.0132678,0.0153506,0.0433681,0.0575592,0.00902539,0.0112818,0.00992235,0.0133874,0.0120512,0.00936419,0.0287469,0.0237314,0.0203446,0.0145335,0.00776012,0.0221362,0.0293943,0.0190368,0.0114924,0.0233913,0,0,0.0168695,0,0.0325365,0.0158806,0.0456448,0.0254465,0.00971012,0.0192948,0.0470185,0.0262216,0.0077801,0.0128545,0.00678846,0.00986266,0.0167192,0.0359618,0.0128946,0.0158598,0.0254935,0.0214438,0.0349368,0.0052526,0.0379316,0.0132312,0,0,0,0,0,0,0,0,0,0,0,0
11,0.0148716,0,0,0,0,0.0379427,0,0,0,0,0,0.0137333,0.0239666,0.00854693,0.0246689,0,0,0.00648199,0,0.0348403,0.00849856,0.0333058,0.0124792,0.0130723,0.0153693,0.0431636,0.0571389,0.00912027,0.0114085,0.00987597,0.0134132,0.0120809,0.00936982,0.0287895,0.0237164,0.0200024,0.0147181,0.00703079,0.0219829,0.0293094,0.0188519,0.0113401,0.0235822,0,0,0.0166019,0,0.0324163,0.0153355,0.0456564,0.025295,0.00970044,0.0190768,0.0468013,0.0261423,0.0077929,0.0128045,0.00661729,0.00983328,0.0166135,0.0359438,0.0127587,0.0157925,0.0254965,0.021343,0.033659,0.0059348,0.03787,0.0132787,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0147435,0,0,0,0,0.0379954,0,0,0,0,0,0.0137092,0.023843,0.00846703,0.0244757,0,0,0.00668539,0,0.0347632,0.00763516,0.0332592,0.0123832,0.0129043,0.0153786,0.0428199,0.0566966,0.00917561,0.0114941,0.00984391,0.0134364,0.0121327,0.00935603,0.0287759,0.0236759,0.0197968,0.0147723,0.00593034,0.021881,0.0292248,0.0187047,0.0112763,0.0237992,0,0,0.0162637,0,0.0323375,0.0147517,0.0456576,0.0251798,0.00967075,0.018895,0.0464706,0.0260539,0.00778231,0.0127731,0.00649032,0.00981174,0.0165347,0.0359641,0.012663,0.0157352,0.0255151,0.0212824,0.0323401,0.00668957,0.0378604,0.0132871,0,0,0,0,0,0,0,0,0,0,0,0
13,0.014589,0,0,0,0,0.0380244,0,0,0,0,0,0.0137713,0.0234448,0.00835419,0.0243389,0,0,0.0072111,0,0.0346914,0.00681248,0.0332756,0.0123513,0.0127561,0.0153911,0.0424177,0.0562294,0.00920295,0.0115788,0.00983044,0.0134304,0.0121135,0.00934312,0.0287554,0.0235388,0.0196594,0.0151409,0.00463332,0.0217505,0.0291425,0.0185775,0.0111819,0.023957,0,0,0.0158188,0,0.0322332,0.0141692,0.0456465,0.0250805,0.00961889,0.0187352,0.0460797,0.0259434,0.00772275,0.0127545,0.00639067,0.00976441,0.0164747,0.035992,0.0125929,0.015714,0.025382,0.0212308,0.0306013,0.00750273,0.0378383,0.0132783,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0144193,0,0,0,0,0.0380612,0,0,0,0,0,0.0139151,0.0231553,0.00825552,0.0243911,0,0,0.00800945,0,0.0346268,0.00615939,0.0333347,0.0125053,0.0126391,0.0153964,0.0419279,0.0558255,0.00919327,0.0117928,0.00985151,0.0134233,0.0120446,0.0093249,0.0287322,0.0233063,0.0196013,0.0156201,0.00327785,0.0216029,0.0290962,0.0184617,0.0110921,0.0240801,0,0,0.0154367,0,0.0321211,0.0136331,0.0456082,0.0249405,0.00954736,0.0185887,0.0456183,0.0258155,0.0076652,0.0127426,0.00617038,0.00970472,0.0163988,0.0359828,0.0125086,0.0156693,0.025244,0.0211914,0.0291059,0.00824894,0.0378489,0.0132022,0,0,0,0,0,0,0,0,0,0,0,0
15,0.0141997,0,0,0,0,0.038109,0,0,0,0,0,0.0138898,0.0230415,0.0081482,0.0243747,0,0,0.00902358,0,0.0344619,0.00575521,0.0334155,0.0127658,0.0125143,0.0153885,0.0413255,0.0554896,0.00917804,0.0120178,0.00992335,0.0134125,0.0119958,0.00926144,0.02867,0.0230504,0.0197283,0.016069,0.00195552,0.021465,0.0290855,0.0183703,0.0110112,0.0241704,0,0,0.0151525,0,0.0319896,0.0131153,0.0455627,0.0247917,0.00947745,0.0184952,0.0450402,0.0256521,0.00771046,0.0127503,0.00586829,0.00966862,0.0163015,0.0359565,0.0124314,0.0155827,0.0251887,0.0210955,0.0277322,0.0089468,0.0378705,0.0130166,0,0,0,0,0,0,0,0,0,0,0,0
16,0.0139832,0,0,0,0,0.0382119,0,0,0,0,0,0.0136772,0.0229274,0.00805094,0.0242235,0,0,0.0101528,0,0.0342119,0.00562487,0.0334879,0.0124309,0.0123819,0.0153689,0.0406415,0.0552084,0.00919727,0.0121029,0.00998864,0.0133789,0.0119676,0.00917446,0.0285996,0.0228989,0.0200018,0.0163846,0.000821444,0.0213751,0.0290437,0.0183061,0.0108867,0.0242165,0,0,0.0149427,0,0.0318292,0.0123457,0.0455116,0.0247297,0.00942572,0.0184109,0.0443688,0.0254931,0.00774005,0.0127557,0.005793,0.00962135,0.0162468,0.0359432,0.0123902,0.0155134,0.0250953,0.0210055,0.0262564,0.00973959,0.0378891,0.0127729,0,0,0,0,0,0,0,0,0,0,0,0
17,0.0137701,0,0,0,0,0.0383309,0,0,0,0,0,0.0135199,0.0227159,0.00792774,0.0240293,0,0,0.0113761,0,0.0339965,0.00574448,0.0335818,0.0122218,0.0122412,0.0153039,0.039886,0.0549579,0.00924852,0.0121379,0.0100284,0.0133088,0.0119235,0.00907103,0.0284937,0.0227556,0.0203263,0.0168017,0.00140263,0.0213215,0.0289498,0.0182831,0.0107024,0.0242441,0,0,0.0147279,0,0.0316456,0.0115962,0.0454667,0.0247227,0.00937703,0.0183259,0.0436305,0.0253623,0.00772701,0.0127579,0.00593599,0.00954965,0.0162256,0.0359559,0.0123777,0.0154975,0.0249884,0.0209441,0.0245851,0.0107534,0.0379005,0.0125012,0,0,0,0,0,0,0,0,0,0,0,0
18,0.0135416,0,0,0,0,0.0384025,0,0,0,0,0,0.0134568,0.0225092,0.00783221,0.0238514,0,0,0.0126806,0,0.0337929,0.006293,0.0336041,0.0121939,0.0120049,0.0152334,0.0392227,0.0546842,0.00929156,0.0121919,0.0100281,0.0132362,0.0118997,0.00901839,0.0284382,0.0226006,0.0206479,0.0172317,0.00275583,0.0212901,0.0288968,0.0182399,0.0104935,0.0243411,0,0,0.0145069,0,0.0315087,0.0109726,0.0455532,0.0247053,0.00951209,0.0182631,0.0429047,0.0253265,0.00771322,0.012755,0.00601479,0.00952549,0.0161682,0.0359409,0.012327,0.0154717,0.0249795,0.020992,0.022814,0.0119308,0.0378551,0.0122646,0,0,0,0,0,0,0,0,0,0,0,0
19,0.0133523,0,0,0,0,0.0385089,0,0,0,0,0,0.0133554,0.0223606,0.00773548,0.0236744,0,0,0.014154,0,0.0335937,0.00728621,0.0336,0.0121452,0.0117207,0.0151385,0.0385502,0.0544458,0.00937483,0.0123059,0.00993155,0.013161,0.0119516,0.00898082,0.0284329,0.0225695,0.0210625,0.0177242,0.004234,0.0212742,0.0287895,0.0181782,0.0103271,0.0244309,0,0,0.0143028,0,0.0313499,0.0102351,0.0456127,0.0246659,0.00965642,0.0181963,0.0421363,0.0253482,0.00771146,0.012752,0.00597831,0.00950803,0.016084,0.0359013,0.012264,0.0154317,0.0249946,0.0211072,0.0210365,0.0131012,0.037823,0.0120042,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0131862,0,0,0,0,0.0385634,0,0,0,0,0,0.0133536,0.0221861,0.00757956,0.0234861,0,0,0.0155504,0,0.0334879,0.00843882,0.0335537,0.0118487,0.011496,0.0147886,0.0378507,0.0541484,0.00960601,0.0125223,0.00961727,0.0130001,0.0120532,0.00896634,0.0283992,0.0227187,0.021464,0.0183327,0.0057112,0.0212151,0.0286586,0.0182035,0.0101208,0.024307,0,0,0.0141824,0,0.0312034,0.00949633,0.0452953,0.0245911,0.00977073,0.0180254,0.0413284,0.0253896,0.00778935,0.0126538,0.0058062,0.00946315,0.0159614,0.0359012,0.0122426,0.0153072,0.024796,0.0211497,0.0194032,0.0140316,0.0376722,0.0116785,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0129919,0,0,0,0,0.038679,0,0,0,0,0,0.0134508,0.0220503,0.00739072,0.0233206,0,0,0.0170915,0,0.0335105,0.00987983,0.0336776,0.0115563,0.0113228,0.0144689,0.0371165,0.0537759,0.00982917,0.0128321,0.00942205,0.0128452,0.0121895,0.0089352,0.028307,0.0229274,0.0219948,0.0189314,0.00724731,0.0211515,0.0286932,0.0182023,0.00995746,0.0243436,0,0,0.0139682,0,0.0311026,0.00874801,0.0453493,0.024524,0.00984874,0.0179053,0.0404885,0.0254085,0.00780885,0.0127329,0.00573705,0.00945082,0.0158615,0.0358894,0.0121724,0.0152056,0.0247164,0.021129,0.01786,0.0148828,0.0375967,0.0113707,0,0,0,0,0,0,0,0,0,0,0,0
22,0.0127663,0,0,0,0,0.0387884,0,0,0,0,0,0.01355,0.0219065,0.00718202,0.0231071,0,0,0.0186886,0,0.0336246,0.0113718,0.0337088,0.0112305,0.0111729,0.0140619,0.0363034,0.053362,0.0100185,0.0131115,0.00920102,0.01265,0.0122695,0.00882104,0.0281873,0.0231989,0.0225625,0.0197007,0.00894674,0.0210839,0.0287661,0.0181242,0.00981947,0.0243404,0,0,0.0137481,0,0.031022,0.00796066,0.0454062,0.0244673,0.009905,0.0177849,0.0395769,0.0254036,0.00778288,0.0127623,0.00572791,0.00943827,0.0157583,0.0358612,0.0121154,0.0150991,0.0246476,0.0210589,0.0161473,0.0157551,0.0375451,0.0110225,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0126036,0,0,0,0,0.0392758,0,0,0,0,0,0.0134407,0.0217557,0.00704002,0.0228522,0,0,0.020665,0,0.0337482,0.0130905,0.0337344,0.0110837,0.0110033,0.0139301,0.0352843,0.0532186,0.010061,0.0133047,0.0091602,0.0125511,0.0122302,0.00871651,0.0281041,0.0231595,0.0236925,0.0205135,0.0106668,0.0209026,0.0289138,0.0180331,0.00971919,0.0246548,0,0,0.0137946,0,0.0309509,0.00705573,0.0453948,0.0243865,0.0100538,0.0177194,0.0384264,0.0256448,0.00779617,0.0128886,0.00570596,0.00941868,0.015651,0.0358179,0.0120593,0.0149755,0.0242744,0.0211863,0.0144045,0.0167142,0.0378352,0.0105155,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0125797,0,0,0,0,0.0399712,0,0,0,0,0,0.0132194,0.0216553,0.00690897,0.0225857,0,0,0.0227943,0,0.0338189,0.014951,0.0338083,0.0109727,0.0107743,0.013882,0.0342513,0.053312,0.0100233,0.0134899,0.00918053,0.0125095,0.0121669,0.008623,0.0280134,0.0229858,0.0251627,0.0212736,0.0123836,0.0207,0.0289745,0.0179898,0.00959423,0.0251451,0,0,0.0140752,0,0.0308064,0.00616,0.0453158,0.0242756,0.0103473,0.0176743,0.0372172,0.0260876,0.00777807,0.0129861,0.00573769,0.00938887,0.015498,0.0357578,0.0119604,0.0148113,0.0237425,0.0215301,0.0125531,0.0178783,0.0383498,0.00996016,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0127484,0,0,0,0,0.0409959,0,0,0,0,0,0.0129597,0.0216465,0.00674768,0.0223457,0,0,0.0251186,0,0.03385,0.0169411,0.0338978,0.0108058,0.010517,0.0138754,0.0332368,0.0536673,0.00999224,0.0137107,0.00923408,0.0125244,0.0120872,0.00853517,0.0279404,0.0227512,0.0268486,0.021992,0.0141126,0.0204544,0.0289677,0.0179519,0.00939062,0.0258931,0,0,0.014545,0,0.0305863,0.00530364,0.0451956,0.0240909,0.0107159,0.0176399,0.0359668,0.0268517,0.00777084,0.0130225,0.00580144,0.00938187,0.0152761,0.0356648,0.0118356,0.0145788,0.0233518,0.0221112,0.0107037,0.0190816,0.0391452,0.00942477,0,0,0,0,0,0,0,0,0,0,0,0
26,0.0131362,0,0,0,0,0.0423412,0,0,0,0,0,0.012758,0.0216554,0.00660371,0.0221699,0,0,0.0275917,0,0.0339554,0.0189704,0.0338811,0.0106382,0.0103224,0.0137324,0.0321903,0.0542693,0.0100665,0.0139218,0.00918902,0.0124469,0.0120459,0.00844742,0.0278949,0.0226086,0.0286803,0.0227265,0.015762,0.0203194,0.0290231,0.0179542,0.00926476,0.0271284,0,0,0.0150623,0,0.0304234,0.00463605,0.045121,0.0239923,0.010912,0.0176597,0.034702,0.0279759,0.00780827,0.0130085,0.00584028,0.00942758,0.0151187,0.0355497,0.0117483,0.0144111,0.0231153,0.0228826,0.00883113,0.0201747,0.0402513,0.00906363,0,0,0,0,0,0,0,0,0,0,0,0
27,0.0134849,0,0,0,0,0.0431027,0,0,0,0,0,0.0124095,0.0217247,0.00647812,0.0220167,0,0,0.0300751,0,0.0343222,0.0209797,0.0339003,0.0107552,0.0101867,0.0137208,0.0308076,0.054981,0.0101206,0.013992,0.00924141,0.0123608,0.0119484,0.0083424,0.0278115,0.0222422,0.0307265,0.0236432,0.0173695,0.0202292,0.0293407,0.0179501,0.00964306,0.0271982,0,0,0.0153055,0,0.0305392,0.00379204,0.0450348,0.0238984,0.0111318,0.0177094,0.0332023,0.0283636,0.00784957,0.0130044,0.00587781,0.00949782,0.0150303,0.0354244,0.0116772,0.0142866,0.0230239,0.0229431,0.00670706,0.0210878,0.0407367,0.00822351,0,0,0,0,0,0,0,0,0,0,0,0
28,0.014022,0,0,0,0,0.0440073,0,0,0,0,0,0.0120816,0.0217475,0.0063185,0.0218895,0,0,0.0327381,0,0.0346952,0.0230805,0.0339773,0.0111442,0.010089,0.0136985,0.0294412,0.0558607,0.0101922,0.0140166,0.00930428,0.0122908,0.0118429,0.00826526,0.0277061,0.0218316,0.0328821,0.0247908,0.0189935,0.0201364,0.0296022,0.0179238,0.00977064,0.0274022,0,0,0.015643,0,0.0305776,0.00306162,0.0449975,0.0238238,0.0114249,0.0176795,0.0317399,0.0289001,0.0078898,0.0130136,0.00586599,0.00952738,0.0149151,0.0353335,0.0115914,0.0141562,0.022825,0.0232355,0.00434977,0.0217898,0.0413831,0.00751128,0,0,0,0,0,0,0,0,0,0,0,0
29,0.0147661,0,0,0,0,0.0451448,0,0,0,0,0,0.0117622,0.0218737,0.00613572,0.0217545,0,0,0.0355043,0,0.034985,0.0252655,0.0341063,0.0111896,0.00999648,0.0137075,0.0281318,0.0569455,0.0102673,0.0139908,0.0094138,0.0121621,0.0116893,0.00810793,0.0275843,0.0214064,0.03526,0.0260303,0.0206037,0.0200209,0.0297225,0.0178684,0.00991466,0.0278078,0,0,0.0160857,0,0.0304519,0.00293543,0.0449681,0.0237256,0.0117695,0.0176267,0.0303007,0.0296516,0.00793934,0.0130132,0.00588648,0.00952826,0.0147939,0.0352415,0.0115082,0.0140048,0.0225289,0.0237691,0.00193978,0.0223264,0.0422262,0.00691579,0,0,0,0,0,0,0,0,0,0,0,0
30,0.0156225,0,0,0,0,0.0464484,0,0,0,0,0,0.0114439,0.0222613,0.00597076,0.0216566,0,0,0.0383039,0,0.0353065,0.0274002,0.0342735,0.0110682,0.00996902,0.0137388,0.026846,0.058171,0.0103215,0.0137738,0.00953747,0.0120243,0.011546,0.00793017,0.027452,0.0210135,0.0377526,0.0274795,0.0218501,0.0198443,0.0299428,0.0177763,0.00994098,0.0284284,0,0,0.0164674,0,0.0304675,0.00341788,0.0449153,0.0235266,0.0121481,0.0175651,0.0288485,0.0307289,0.0079965,0.0129926,0.0059333,0.00953922,0.0145994,0.0351131,0.011417,0.0137864,0.0223283,0.0245509,0.00131755,0.0226982,0.0432655,0.00645656,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0165873,0,0,0,0,0.0478554,0,0,0,0,0,0.0111726,0.0227707,0.00584107,0.0216235,0,0,0.041013,0,0.0355686,0.0295592,0.0344488,0.0109179,0.00999618,0.0137443,0.0256886,0.0594395,0.0103372,0.0137016,0.00959808,0.0119576,0.0114749,0.00781182,0.0273561,0.0206912,0.0400429,0.0291468,0.0228729,0.0196821,0.0303202,0.0176906,0.00983068,0.0292742,0,0,0.0169155,0,0.0306336,0.00414108,0.0448595,0.0233463,0.0124998,0.0175112,0.0275597,0.0320549,0.00805989,0.0129213,0.00596924,0.00957542,0.0144093,0.0349798,0.0113355,0.0135868,0.0221689,0.0253262,0.00316597,0.0232931,0.0444756,0.00623895,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0175466,0,0,0,0,0.0493424,0,0,0,0,0,0.0109861,0.0232566,0.00574864,0.0214308,0,0,0.0433913,0,0.0360354,0.0314792,0.0345878,0.0106265,0.0100999,0.0137196,0.0248131,0.060658,0.0103307,0.0137169,0.00965325,0.0119063,0.0114477,0.00771604,0.027268,0.0204642,0.0419182,0.031034,0.0236602,0.0195881,0.0306502,0.0175915,0.00956016,0.0302816,0,0,0.0174072,0,0.0308055,0.00496007,0.0447949,0.0232093,0.0127763,0.0175016,0.0265177,0.033556,0.00808215,0.0127879,0.00601647,0.00962205,0.0142669,0.0348778,0.0112437,0.0134235,0.0219947,0.0261952,0.00480611,0.0237371,0.0458003,0.00624978,0,0,0,0,0,0,0,0,0,0,0,0
33,0.01844,0,0,0,0,0.0508994,0,0,0,0,0,0.0108829,0.0235208,0.00568464,0.0212632,0,0,0.0453467,0,0.0368462,0.0329156,0.0346774,0.0101684,0.0102596,0.0137513,0.0242429,0.0617297,0.0103414,0.013746,0.00972352,0.0118381,0.0114013,0.00763137,0.0271837,0.0203433,0.0434705,0.0331434,0.0242139,0.0195556,0.0307308,0.0175144,0.00913137,0.0315392,0,0,0.0179516,0,0.0307831,0.00575481,0.0447442,0.0231316,0.0130033,0.0175065,0.0257961,0.0352589,0.00808224,0.0127644,0.0060801,0.009652,0.0141597,0.0348427,0.0111442,0.0133093,0.0217707,0.0271463,0.00623568,0.0239878,0.0472548,0.00643316,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0194109,0,0,0,0,0.0528443,0,0,0,0,0,0.0107382,0.023927,0.00558898,0.0211632,0,0,0.0470604,0,0.0374865,0.0342066,0.0347136,0.00997393,0.0102276,0.0138048,0.0237866,0.0627941,0.0104203,0.0136976,0.00979948,0.0117582,0.0113411,0.00756855,0.0270983,0.0201885,0.0450028,0.0349045,0.0248956,0.0195202,0.0307621,0.0174344,0.00906508,0.0333803,0,0,0.0185703,0,0.0307345,0.00659296,0.0447545,0.0230166,0.0132059,0.0174832,0.0252785,0.037519,0.00810923,0.0127863,0.00610816,0.00972292,0.014021,0.034801,0.0110552,0.0131738,0.0217241,0.0282663,0.00760986,0.0240901,0.0491279,0.00681227,0,0,0,0,0,0,0,0,0,0,0,0
