Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,x78,,x79,x82,x77,IMUR_B
1730,0.0153314,0,0,0,0,0.0247386,0,0,0,0,0,0.0051299,0,0.0255304,0.0259704,0,0,0.0799824,0,0.0212405,0.0555292,0.0386303,0.0360656,0.0107076,0.065102,0.0214331,0.0154478,0.0441966,0.0597009,0,0,0.0473003,0.0382967,0.0556214,0.0177875,0.0568414,0.0175675,0.038873,0.028804,0.0432458,0.0120818,0.0140513,0.0120743,0,0,0.0182527,0,0.0455277,0.0148305,0.042101,0.0199982,0.0142445,0.0111748,0.0211573,0.0249086,0.00791434,0,0.00874122,0.014062,0.0152382,0.0375783,0.0109239,0.0168769,0.04227,0.021747,0.00329851,0.0091447,0.0239644,0.0137952,0,0,0,0,0,0,0,0,0,0,0,0
1731,0.015379,0,0,0,0,0.024694,0,0,0,0,0,0.00562944,0,0.0257411,0.0261269,0,0,0.0801001,0,0.0210931,0.0556576,0.0386877,0.0364228,0.0106599,0.0652899,0.021538,0.0154524,0.0440514,0.0597206,0,0,0.0473433,0.0383938,0.0555295,0.018143,0.0570763,0.0173988,0.0389115,0.0293797,0.0432042,0.0126703,0.0140854,0.0120093,0,0,0.0184059,0,0.0455496,0.0146648,0.0419826,0.0206212,0.0144043,0.0121376,0.0210631,0.0246136,0.00787141,0,0.00859768,0.0141488,0.0160436,0.0379835,0.0115586,0.0174397,0.042752,0.0216022,0.00323892,0.00914054,0.0239576,0.0137582,0,0,0,0,0,0,0,0,0,0,0,0
1732,0.0153878,0,0,0,0,0.0246233,0,0,0,0,0,0.00589475,0,0.0259778,0.0262636,0,0,0.080227,0,0.0211559,0.0557527,0.0387565,0.0367618,0.0106493,0.0651184,0.0215295,0.0154643,0.0439263,0.0598445,0,0,0.0473306,0.0384572,0.0554926,0.0185052,0.0572901,0.0174589,0.0389147,0.0298706,0.0431848,0.0133085,0.0140805,0.0119194,0,0,0.0186226,0,0.0455416,0.0145367,0.0418726,0.0211912,0.0145897,0.0131141,0.0210019,0.0243619,0.00792887,0,0.00834357,0.0138174,0.0168058,0.0382672,0.0120962,0.0179857,0.043175,0.0214652,0.00343595,0.00940208,0.0239927,0.0137193,0,0,0,0,0,0,0,0,0,0,0,0
1733,0.0153828,0,0,0,0,0.0245819,0,0,0,0,0,0.00622575,0,0.0260977,0.0263192,0,0,0.080329,0,0.021224,0.0558021,0.0388006,0.037064,0.0106034,0.064936,0.0213971,0.0154814,0.0438353,0.0598784,0,0,0.0472287,0.0383792,0.0554276,0.0188886,0.0573607,0.0175085,0.0389517,0.0301399,0.043125,0.0138152,0.0140333,0.011783,0,0,0.0188612,0,0.0454856,0.0145421,0.0417747,0.0216812,0.0147781,0.0140599,0.020997,0.0241497,0.00799154,0,0.00817411,0.0133562,0.0175278,0.038508,0.0126184,0.0185634,0.0433997,0.0213964,0.00324595,0.00969635,0.0240272,0.0136908,0,0,0,0,0,0,0,0,0,0,0,0
1734,0.015348,0,0,0,0,0.0245523,0,0,0,0,0,0.00644878,0,0.0262118,0.0262148,0,0,0.0804151,0,0.0213706,0.0558673,0.0388001,0.0373889,0.0105828,0.0649495,0.0215045,0.0155438,0.0437464,0.0598665,0,0,0.0471599,0.0382673,0.0553437,0.0190057,0.0574175,0.0176407,0.0389271,0.0300341,0.0430422,0.0142103,0.0141588,0.0116169,0,0,0.0190961,0,0.0454356,0.0147604,0.0416786,0.0222631,0.0148757,0.0147499,0.0209295,0.0239283,0.00788606,0,0.00804063,0.0140683,0.0180132,0.0387298,0.0129564,0.0189459,0.04312,0.0213104,0.00276284,0.00981424,0.0240371,0.013636,0,0,0,0,0,0,0,0,0,0,0,0
1735,0.0153335,0,0,0,0,0.0245315,0,0,0,0,0,0.0064569,0,0.0264263,0.0261482,0,0,0.0804922,0,0.0214971,0.0559435,0.0388045,0.0376959,0.010609,0.0650392,0.0215953,0.0156225,0.0435066,0.0598704,0,0,0.0470739,0.0382798,0.055206,0.0190779,0.057471,0.0177303,0.0388762,0.0297076,0.0428807,0.0147373,0.0141741,0.0114428,0,0,0.0193165,0,0.0453055,0.0149779,0.041566,0.0226131,0.0148707,0.0152892,0.0208868,0.0238337,0.00779689,0,0.00797847,0.014633,0.0182855,0.0386041,0.0130956,0.0191669,0.0425131,0.0213556,0.00261162,0.00981488,0.0240487,0.0135416,0,0,0,0,0,0,0,0,0,0,0,0
1736,0.0154033,0,0,0,0,0.0244563,0,0,0,0,0,0.00658293,0,0.026663,0.026158,0,0,0.0806126,0,0.0215497,0.0560077,0.0388277,0.0379914,0.0106336,0.0651758,0.0216319,0.0156386,0.0434837,0.0600055,0,0,0.0468525,0.0382915,0.0551565,0.0193921,0.0576512,0.0177546,0.0387982,0.029507,0.0427484,0.0154388,0.0140966,0.0113482,0,0,0.0195591,0,0.0451888,0.0150905,0.0414863,0.0227389,0.0148666,0.0158568,0.0208897,0.0238136,0.00788091,0,0.00802428,0.0147939,0.018515,0.0385159,0.0131633,0.0193154,0.0419617,0.0215046,0.00276775,0.0100526,0.0240498,0.0134321,0,0,0,0,0,0,0,0,0,0,0,0
1737,0.0154597,0,0,0,0,0.0244331,0,0,0,0,0,0.00686023,0,0.0267892,0.0262286,0,0,0.080765,0,0.0216176,0.0559874,0.0388647,0.0383286,0.0106389,0.065208,0.0217234,0.015601,0.0435529,0.0601734,0,0,0.0466789,0.0381491,0.0551476,0.0197599,0.0577861,0.0177842,0.0387389,0.0295533,0.042742,0.0157234,0.0139257,0.0113249,0,0,0.019868,0,0.0451468,0.0152036,0.0414405,0.0226689,0.0148584,0.0163891,0.0208522,0.0239611,0.00783185,0,0.00803085,0.01485,0.0186603,0.0384237,0.0131031,0.0193627,0.04154,0.021616,0.0029186,0.01022,0.0240511,0.0133776,0,0,0,0,0,0,0,0,0,0,0,0
1738,0.0154231,0,0,0,0,0.0244249,0,0,0,0,0,0.00719278,0,0.0269172,0.0263724,0,0,0.0808525,0,0.021764,0.055902,0.0389248,0.0386987,0.0106283,0.0653413,0.0217813,0.0155691,0.0437155,0.0602681,0,0,0.0466079,0.0379485,0.0551592,0.0201477,0.0578811,0.0178696,0.0387473,0.0294455,0.0428371,0.0157246,0.0136955,0.0113537,0,0,0.0201971,0,0.0451812,0.0153347,0.0414075,0.0227359,0.0147946,0.0167645,0.0208912,0.0242377,0.00775492,0,0.00804748,0.0148525,0.0186567,0.0380804,0.0129992,0.0192714,0.0411989,0.0217321,0.00299905,0.0102635,0.0240753,0.0133874,0,0,0,0,0,0,0,0,0,0,0,0
1739,0.0153262,0,0,0,0,0.0244058,0,0,0,0,0,0.00757257,0,0.0271065,0.0264596,0,0,0.0808676,0,0.0218487,0.0559019,0.0389619,0.0390864,0.0106617,0.0657214,0.0217105,0.0155373,0.0440854,0.0604229,0,0,0.0467132,0.037965,0.0551975,0.0207773,0.0578858,0.0179438,0.0387623,0.0294748,0.0429194,0.0156748,0.0138208,0.0114047,0,0,0.0204766,0,0.0451973,0.0154085,0.041355,0.022711,0.0147516,0.0170773,0.0209909,0.0245606,0.00780743,0,0.00805618,0.0149048,0.0185744,0.0377322,0.0128359,0.0191395,0.0409348,0.0219271,0.003061,0.0102415,0.0240785,0.0134015,0,0,0,0,0,0,0,0,0,0,0,0
1740,0.0152216,0,0,0,0,0.0243505,0,0,0,0,0,0.00811718,0,0.0273037,0.0265247,0,0,0.0808598,0,0.0218412,0.0558697,0.038933,0.0395188,0.0106841,0.0656133,0.0215695,0.0155028,0.0446571,0.0605303,0,0,0.0467742,0.0379414,0.0552215,0.021627,0.0578465,0.0179417,0.0387185,0.0296794,0.0430065,0.0156529,0.0138371,0.011477,0,0,0.0206682,0,0.0452163,0.0154687,0.0413043,0.0226505,0.0146799,0.0173527,0.0210824,0.0248439,0.00786598,0,0.00808927,0.0150446,0.0184494,0.0373787,0.0126686,0.0189784,0.0408361,0.0221551,0.00318476,0.0101768,0.0240415,0.013432,0,0,0,0,0,0,0,0,0,0,0,0
1741,0.0151676,0,0,0,0,0.0242778,0,0,0,0,0,0.008738,0,0.0275456,0.0265254,0,0,0.0808035,0,0.0218104,0.055855,0.0388562,0.0399924,0.0107235,0.0655251,0.0216916,0.0155008,0.0449551,0.0606162,0,0,0.0468034,0.0378774,0.0551929,0.0224035,0.0578636,0.0179107,0.0387229,0.0299821,0.0430749,0.0156699,0.0135966,0.0114591,0,0,0.0207882,0,0.0452401,0.0155815,0.0412912,0.0227325,0.0145836,0.0176335,0.0210455,0.0250236,0.00798337,0,0.00828959,0.0152003,0.0182791,0.0370988,0.0125099,0.0187614,0.0409048,0.0222577,0.00331019,0.0102062,0.0240163,0.0134482,0,0,0,0,0,0,0,0,0,0,0,0
1742,0.0151639,0,0,0,0,0.0242318,0,0,0,0,0,0.00922703,0,0.0277772,0.0265354,0,0,0.0807092,0,0.0218575,0.0558472,0.0389129,0.0404446,0.0107619,0.0655565,0.0218815,0.0155057,0.0448956,0.0607818,0,0,0.0467662,0.0377165,0.0551369,0.0230104,0.0577871,0.0179554,0.0387263,0.0305211,0.0430227,0.0156585,0.0132751,0.0114143,0,0,0.0209335,0,0.0451661,0.0156648,0.0413026,0.022754,0.0145076,0.0179666,0.0210751,0.0251413,0.00814613,0,0.00855897,0.0153524,0.0181905,0.0370104,0.0123389,0.0186563,0.0413074,0.0222383,0.00338071,0.0104431,0.0239907,0.0134826,0,0,0,0,0,0,0,0,0,0,0,0
1743,0.0151653,0,0,0,0,0.0242334,0,0,0,0,0,0.00968059,0,0.028007,0.0265196,0,0,0.0806384,0,0.0219862,0.0557413,0.0389248,0.0409574,0.0108158,0.0656315,0.0219718,0.0155039,0.0447081,0.0608354,0,0,0.046833,0.0375341,0.0551102,0.0237252,0.0576481,0.0180771,0.0386466,0.0310629,0.0430163,0.0157782,0.0133347,0.0113505,0,0,0.0211355,0,0.0451052,0.015622,0.0412871,0.0229464,0.0144564,0.0183501,0.0210693,0.0251886,0.00817857,0,0.00887546,0.0153809,0.0182607,0.0369342,0.0123359,0.0187226,0.0418884,0.0222326,0.00344614,0.0105592,0.0239762,0.0134705,0,0,0,0,0,0,0,0,0,0,0,0
1744,0.0151168,0,0,0,0,0.0242289,0,0,0,0,0,0.0100678,0,0.0283506,0.0265236,0,0,0.0805429,0,0.0221024,0.0555704,0.0389142,0.0416145,0.0108839,0.0657517,0.0220067,0.0154873,0.0449279,0.061013,0,0,0.0469064,0.037439,0.0550838,0.0244005,0.0575922,0.0181753,0.0385739,0.0316708,0.0430741,0.0158987,0.0133953,0.0112493,0,0,0.0212382,0,0.0450889,0.0155662,0.0412679,0.0234697,0.0144689,0.0186594,0.0210856,0.0251559,0.00836211,0,0.00916905,0.0153953,0.0183856,0.0369438,0.0124844,0.018885,0.0426679,0.0222144,0.00345286,0.0106332,0.0239747,0.0134279,0,0,0,0,0,0,0,0,0,0,0,0
1745,0.0150286,0,0,0,0,0.0242178,0,0,0,0,0,0.0103647,0,0.0287924,0.0265107,0,0,0.0803624,0,0.022134,0.0554207,0.0389543,0.0423498,0.0109124,0.0659012,0.0220564,0.0155412,0.0449598,0.0611679,0,0,0.0470045,0.0375427,0.0550174,0.0249716,0.057531,0.0182014,0.0385051,0.0323773,0.0431313,0.01597,0.0133982,0.0111187,0,0,0.0212053,0,0.0450927,0.0155485,0.0412333,0.0240272,0.0145259,0.0187932,0.0211618,0.0251004,0.00850877,0,0.00926416,0.0153472,0.0185524,0.0370223,0.0127045,0.019026,0.0434844,0.0221431,0.00343104,0.0105903,0.0239859,0.0133779,0,0,0,0,0,0,0,0,0,0,0,0
1746,0.0149564,0,0,0,0,0.0242108,0,0,0,0,0,0.0106195,0,0.0292144,0.0264959,0,0,0.0801999,0,0.0221599,0.0552857,0.0390544,0.0430584,0.0109356,0.0660427,0.022188,0.0155926,0.0448488,0.0614054,0,0,0.0470812,0.0376453,0.0550005,0.0254091,0.0574261,0.0182278,0.0384511,0.0330189,0.0431578,0.0161327,0.0134036,0.0109457,0,0,0.021092,0,0.0450902,0.0155912,0.0412118,0.0248106,0.0145882,0.0186681,0.0212769,0.0249464,0.00862944,0,0.0091705,0.0150875,0.0186744,0.0371935,0.0129446,0.0191208,0.044057,0.0220346,0.00355134,0.0105683,0.0240264,0.0133323,0,0,0,0,0,0,0,0,0,0,0,0
1747,0.0149296,0,0,0,0,0.0242095,0,0,0,0,0,0.0108544,0,0.0295575,0.0264431,0,0,0.0800666,0,0.0222781,0.0551688,0.0392387,0.0436664,0.0109169,0.0661565,0.0223541,0.0155503,0.0448932,0.0614977,0,0,0.0470903,0.0376273,0.0549656,0.0257458,0.0572975,0.0183454,0.0383534,0.0331076,0.0432073,0.0164831,0.0133418,0.0108578,0,0,0.020961,0,0.0451273,0.015569,0.0411495,0.0254556,0.0146921,0.0184918,0.0214231,0.0247112,0.00854345,0,0.00889913,0.0145805,0.0188446,0.0373874,0.0132509,0.019284,0.0441443,0.0217643,0.003668,0.0105558,0.0241293,0.0132695,0,0,0,0,0,0,0,0,0,0,0,0
1748,0.0149162,0,0,0,0,0.0242333,0,0,0,0,0,0.0110469,0,0.0298919,0.0263921,0,0,0.0799021,0,0.0223482,0.0550646,0.039382,0.0443422,0.010862,0.0662573,0.0224864,0.0155357,0.0450586,0.0614447,0,0,0.0471119,0.0375774,0.054899,0.0259774,0.0571421,0.0184011,0.0382657,0.0325678,0.0432844,0.0168266,0.0131519,0.0108165,0,0,0.0209026,0,0.0451861,0.0155338,0.0410598,0.0258607,0.0148085,0.0185686,0.0215548,0.0245403,0.00848336,0,0.00862877,0.0141528,0.0190903,0.0376492,0.0134637,0.019456,0.0436,0.0215071,0.00382625,0.0104681,0.0242401,0.0132348,0,0,0,0,0,0,0,0,0,0,0,0
1749,0.014872,0,0,0,0,0.0242495,0,0,0,0,0,0.0110495,0,0.030167,0.0263907,0,0,0.0797446,0,0.0223441,0.0549548,0.0395259,0.0450065,0.010825,0.0661739,0.0226328,0.0155875,0.0451942,0.0613642,0,0,0.0471513,0.0375713,0.0548411,0.0263073,0.0569937,0.018376,0.0383571,0.031743,0.0433413,0.016994,0.0128293,0.0107576,0,0,0.0208336,0,0.0451875,0.0154702,0.040985,0.0258012,0.0149054,0.0186858,0.0217236,0.0243758,0.00847743,0,0.00841843,0.0138502,0.0192511,0.0379543,0.0136875,0.0195489,0.0426759,0.0213501,0.00396511,0.010425,0.0243499,0.0132194,0,0,0,0,0,0,0,0,0,0,0,0
1750,0.0148552,0,0,0,0,0.0242493,0,0,0,0,0,0.0112647,0,0.0303777,0.0263289,0,0,0.0795956,0,0.0224071,0.0548196,0.0396186,0.0456303,0.0108218,0.0660029,0.0227144,0.0156343,0.0453837,0.061313,0,0,0.04715,0.0375284,0.0547426,0.0266134,0.0569885,0.0184156,0.0384446,0.0310392,0.0434003,0.0171926,0.0127033,0.0106818,0,0,0.0207879,0,0.0452198,0.0153289,0.0409634,0.0261242,0.0149386,0.018714,0.0219425,0.0242416,0.00856939,0,0.00827498,0.0136438,0.0193342,0.0380002,0.0139534,0.0196047,0.041848,0.0211613,0.00417663,0.010415,0.0244501,0.0132099,0,0,0,0,0,0,0,0,0,0,0,0
1751,0.0148782,0,0,0,0,0.0242589,0,0,0,0,0,0.0113158,0,0.030714,0.0261973,0,0,0.0794222,0,0.0224264,0.05476,0.0396575,0.0463483,0.0108237,0.0659178,0.0227726,0.0156547,0.0452276,0.0612779,0,0,0.0472055,0.0376097,0.0546018,0.0271039,0.0570927,0.0183931,0.0385146,0.0307531,0.0434565,0.0175212,0.0126824,0.0105301,0,0,0.0206755,0,0.04525,0.0151646,0.040944,0.0264523,0.014982,0.0185557,0.0221418,0.0240937,0.00857624,0,0.00812203,0.013539,0.0193773,0.0380737,0.0141944,0.0196507,0.041555,0.0208918,0.004254,0.0105727,0.0244966,0.0132256,0,0,0,0,0,0,0,0,0,0,0,0
1752,0.0149468,0,0,0,0,0.024214,0,0,0,0,0,0.0113237,0,0.0311507,0.0259974,0,0,0.0791982,0,0.0223205,0.0546805,0.0397688,0.0472031,0.0107833,0.065958,0.022931,0.0156592,0.0450262,0.0613017,0,0,0.0472827,0.0377415,0.0544489,0.0272562,0.0569054,0.0182518,0.0385872,0.0309409,0.0435232,0.0180602,0.0128059,0.0103747,0,0,0.0206228,0,0.0453167,0.0149952,0.0408752,0.0270921,0.0151208,0.0184972,0.0223114,0.0240043,0.00859678,0,0.00812793,0.0135811,0.0195684,0.0382634,0.0145284,0.0198916,0.0417898,0.0206665,0.00427255,0.0107184,0.0244834,0.0133013,0,0,0,0,0,0,0,0,0,0,0,0
1753,0.0150324,0,0,0,0,0.0241461,0,0,0,0,0,0.0111047,0,0.031652,0.0258792,0,0,0.0790181,0,0.0224158,0.0545341,0.0398539,0.0481883,0.010774,0.0659803,0.0230384,0.0156141,0.0448106,0.061339,0,0,0.0473354,0.0378778,0.0543545,0.0271261,0.0566362,0.0183468,0.038538,0.0311613,0.0436222,0.0184549,0.0130626,0.0102091,0,0,0.0205155,0,0.0453742,0.0149885,0.0408094,0.027696,0.015219,0.0181743,0.0224907,0.0238825,0.00871788,0,0.0079582,0.0134766,0.0196923,0.0385997,0.0147714,0.0199952,0.041787,0.020417,0.00456296,0.0108292,0.0244703,0.0133933,0,0,0,0,0,0,0,0,0,0,0,0
1754,0.0151133,0,0,0,0,0.0241402,0,0,0,0,0,0.010895,0,0.0321444,0.0258667,0,0,0.0788196,0,0.022435,0.054389,0.0399368,0.0492653,0.0107308,0.0660879,0.0230344,0.0155698,0.0448341,0.0613935,0,0,0.0474257,0.0380075,0.0541925,0.0268598,0.0563229,0.0183837,0.0386121,0.0311205,0.0436872,0.0187817,0.0132349,0.0101462,0,0,0.020396,0,0.0453927,0.0149569,0.0407658,0.0280938,0.0153398,0.017774,0.0227215,0.0237145,0.00866308,0,0.00758651,0.013045,0.0198579,0.0389502,0.015023,0.0200673,0.0413167,0.0201441,0.00480929,0.0109639,0.0244371,0.0134787,0,0,0,0,0,0,0,0,0,0,0,0
1755,0.0151862,0,0,0,0,0.0241798,0,0,0,0,0,0.010655,0,0.0326459,0.0258753,0,0,0.0786062,0,0.0223391,0.0543023,0.0401875,0.0503426,0.0106061,0.0662945,0.023031,0.015612,0.0451062,0.0615124,0,0,0.0475302,0.0381595,0.054037,0.0263312,0.0562004,0.0182949,0.0387417,0.0306371,0.0437018,0.0189321,0.0132318,0.0101369,0,0,0.0202311,0,0.0453501,0.0148857,0.0406816,0.0289638,0.0155083,0.0172913,0.0229488,0.0235124,0.00853802,0,0.00712969,0.0122586,0.0199055,0.0392647,0.0152173,0.0199571,0.0402471,0.019928,0.0048672,0.0110721,0.0243943,0.0135509,0,0,0,0,0,0,0,0,0,0,0,0
1756,0.0152533,0,0,0,0,0.0242101,0,0,0,0,0,0.0103191,0,0.03316,0.0257907,0,0,0.0783836,0,0.0221409,0.0541708,0.0403772,0.051225,0.0104704,0.0665101,0.0233102,0.0157363,0.0451794,0.0616911,0,0,0.0476517,0.0382721,0.0538287,0.026155,0.0562568,0.0180954,0.0389486,0.029771,0.0437345,0.0189933,0.012953,0.0101242,0,0,0.0201268,0,0.0453369,0.0148017,0.0406121,0.0294031,0.015591,0.0167307,0.0231042,0.0232429,0.00823211,0,0.00655209,0.0113114,0.0198209,0.0393049,0.0153875,0.0197479,0.0389949,0.0196858,0.00496049,0.0111703,0.0243645,0.013648,0,0,0,0,0,0,0,0,0,0,0,0
1757,0.0153141,0,0,0,0,0.0242546,0,0,0,0,0,0.00998106,0,0.0336738,0.0257265,0,0,0.0781599,0,0.0220389,0.054029,0.0405498,0.0519474,0.0104162,0.066492,0.0234866,0.0158009,0.0449016,0.0617619,0,0,0.0477521,0.0383999,0.0536009,0.0261037,0.0561116,0.0180182,0.0391226,0.0292322,0.0438105,0.0189472,0.0128727,0.0100934,0,0,0.0201011,0,0.0453714,0.0149078,0.0404677,0.0293199,0.0157135,0.0162653,0.023243,0.0229967,0.0078711,0,0.00632858,0.0104362,0.0196081,0.0393577,0.0154342,0.0194407,0.0381484,0.0195072,0.00514957,0.0112453,0.0244,0.0137423,0,0,0,0,0,0,0,0,0,0,0,0
1758,0.0153721,0,0,0,0,0.0244462,0,0,0,0,0,0.00978997,0,0.0340753,0.0256899,0,0,0.077934,0,0.0219469,0.0538855,0.0407494,0.052456,0.010289,0.0663071,0.0234516,0.0157918,0.044575,0.0616335,0,0,0.0477436,0.0384792,0.0533748,0.0260771,0.0557289,0.0180156,0.0392867,0.0290769,0.0438925,0.0188348,0.0130336,0.010118,0,0,0.0201476,0,0.0453656,0.0149335,0.0401741,0.0289201,0.015953,0.0159882,0.0233362,0.0227935,0.0076212,0,0.00648107,0.0097163,0.0193455,0.0394379,0.0154599,0.0191573,0.0376622,0.0194034,0.0054497,0.0112575,0.024426,0.0138435,0,0,0,0,0,0,0,0,0,0,0,0
1759,0.0154441,0,0,0,0,0.0246909,0,0,0,0,0,0.0096709,0,0.0345477,0.0256298,0,0,0.0776852,0,0.0219023,0.0537097,0.0408274,0.0530263,0.0101108,0.0661947,0.0233841,0.0158463,0.0444596,0.0614973,0,0,0.0477977,0.0386659,0.0532451,0.0259836,0.0554705,0.0180483,0.0394296,0.0290619,0.0439445,0.0187651,0.0129702,0.0102224,0,0,0.020235,0,0.045319,0.0148824,0.0398273,0.0285068,0.0161339,0.0158282,0.0234367,0.0226338,0.0071911,0,0.00681502,0.00927824,0.0190288,0.039338,0.0153721,0.0188826,0.0373543,0.0193801,0.00575249,0.01114,0.0244443,0.0139197,0,0,0,0,0,0,0,0,0,0,0,0
1760,0.0155462,0,0,0,0,0.0246213,0,0,0,0,0,0.00978476,0,0.0337121,0.0258585,0,0,0.0774348,0,0.0218567,0.0535528,0.0409898,0.0515909,0.0102063,0.0631292,0.0235359,0.015848,0.0429021,0.0591459,0.0568327,0,0.0464149,0.037428,0.0547602,0.0266315,0.0553657,0.018047,0.0395183,0.0290134,0.0439807,0.0187116,0.0130278,0.010275,0,0,0.020214,0,0.0452975,0.0147873,0.0396309,0.0282497,0.0160714,0.0158278,0.0236104,0.0224886,0.00657668,0,0.00723552,0.00920434,0.0186992,0.0390133,0.015107,0.0185947,0.0371265,0.0192758,0.00600272,0.0109788,0.0244605,0.0140386,0,0,0,0,0,0,0,0,0,0,0,0
1761,0.0156511,0,0,0,0,0.0245595,0,0,0,0,0,0.00922762,0,0.0341996,0.0258752,0,0,0.0772093,0,0.0218725,0.0534396,0.0410748,0.0519679,0.0101856,0.0627163,0.0237795,0.0157808,0.0427757,0.0588005,0.0567077,0,0.0462614,0.0375717,0.0546984,0.0260113,0.0554408,0.0180641,0.0395372,0.0291817,0.044018,0.0188626,0.0129935,0.0104874,0,0,0.0201719,0,0.0452811,0.0146355,0.0395005,0.0281198,0.016017,0.015902,0.0237973,0.0226116,0.00579328,0,0.00754613,0.00917852,0.0185255,0.03881,0.0149655,0.0183673,0.0371321,0.0192288,0.00612722,0.0109182,0.0244885,0.0142128,0,0,0,0,0,0,0,0,0,0,0,0
1762,0.0157327,0,0,0,0,0.0245582,0,0,0,0,0,0.00881295,0,0.0348161,0.0257945,0,0,0.0770844,0,0.0220552,0.0533443,0.041119,0.0525525,0.0101115,0.0624403,0.024009,0.015757,0.0426087,0.0585001,0.0563153,0,0.0461767,0.0376978,0.0544559,0.025613,0.0554611,0.0181913,0.0395088,0.0293097,0.0440651,0.0189701,0.0128923,0.0107193,0,0,0.0200971,0,0.0452718,0.0147673,0.0393568,0.0279764,0.0159534,0.0160142,0.0239416,0.0228132,0.00620062,0,0.00783296,0.00917865,0.0183751,0.0386446,0.0148628,0.018128,0.0372079,0.0191535,0.00625986,0.0109711,0.0244636,0.014404,0,0,0,0,0,0,0,0,0,0,0,0
1763,0.0157565,0,0,0,0,0.0245516,0,0,0,0,0,0.00873001,0,0.0355944,0.025589,0,0,0.0769568,0,0.0221788,0.0533107,0.0411132,0.0531733,0.0100044,0.0623207,0.0241463,0.0157603,0.0423829,0.0582727,0.0560257,0,0.0462192,0.0379053,0.0541778,0.0253677,0.0553734,0.0182635,0.0394168,0.0293525,0.0441626,0.0190024,0.0128007,0.0109675,0,0,0.0200975,0,0.0452579,0.0147533,0.0392164,0.0277411,0.0159543,0.0160827,0.0240766,0.0229923,0.00657958,0,0.00795154,0.00911245,0.018209,0.0384894,0.0147725,0.0178964,0.0372006,0.0190812,0.00640868,0.0111168,0.0244463,0.0145977,0,0,0,0,0,0,0,0,0,0,0,0
1764,0.0157765,0,0,0,0,0.0245001,0,0,0,0,0,0.00869477,0,0.0366739,0.0252099,0,0,0.0767856,0,0.0222431,0.0532842,0.0411024,0.0540854,0.00983213,0.0621853,0.0243087,0.0157793,0.0420905,0.0580941,0.055834,0,0.0462742,0.0382448,0.0538677,0.0248835,0.055325,0.0182874,0.0392965,0.0294017,0.0442738,0.0190285,0.0124997,0.0111827,0,0,0.0201645,0,0.0452382,0.0146722,0.0390993,0.0276164,0.0159646,0.0161474,0.0242374,0.0231985,0.00652885,0,0.00793903,0.00898422,0.0180964,0.0382962,0.0147416,0.0177464,0.0371383,0.0191924,0.00665678,0.0111718,0.0244267,0.0148242,0,0,0,0,0,0,0,0,0,0,0,0
1765,0.0157867,0,0,0,0,0.0244443,0,0,0,0,0,0.00880159,0,0.0376774,0.0247735,0,0,0.0765781,0,0.0222685,0.0532066,0.0410556,0.0550843,0.00966832,0.0619016,0.0244848,0.0157807,0.0419672,0.0578955,0.0555371,0,0.0463387,0.0386799,0.0534872,0.0243342,0.0553556,0.0182969,0.0392017,0.0295652,0.0443662,0.0190555,0.0122738,0.0113749,0,0,0.0202137,0,0.045227,0.0146885,0.0390691,0.0275993,0.0159402,0.0162544,0.0243541,0.0233776,0.00639588,0,0.00784045,0.00874032,0.0180218,0.0381475,0.0147825,0.0176338,0.0371681,0.0193429,0.00692115,0.0111783,0.0244016,0.0150108,0,0,0,0,0,0,0,0,0,0,0,0
1766,0.0158544,0,0,0,0,0.0243879,0,0,0,0,0,0.00933249,0,0.0385211,0.0243348,0,0,0.0764248,0,0.0223451,0.0530657,0.0409316,0.0559779,0.00953141,0.0616273,0.024587,0.0157646,0.0419176,0.0575248,0.0551402,0,0.0464173,0.0391247,0.0530975,0.0239263,0.0553424,0.0183706,0.0391813,0.0297919,0.044454,0.0191874,0.0121014,0.011562,0,0,0.020229,0,0.0452166,0.0146407,0.0391232,0.0275544,0.0158254,0.016274,0.0243421,0.0235345,0.0064061,0,0.00769637,0.00844102,0.0179847,0.0380757,0.0148602,0.0175706,0.0373167,0.0193994,0.00710295,0.0112091,0.0243274,0.0152255,0,0,0,0,0,0,0,0,0,0,0,0
