Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72
255,0.0136409,0,0,0,0,0.0105986,0,0,0,0,0,0,0.0343009,0.0229926,0.0300259,0.0183828,0,0,0.0295345,0,0.0305646,0.0201262,0.0404213,0.0291113,0.00456976,0.0103984,0.0265651,0.0420522,0.0157395,0.013902,0.0130853,0.00701347,0.0128545,0.0120924,0.0175473,0.036416,0.0325647,0.0125666,0.0058487,0.0146816,0.0315511,0.0120579,0.0159526,0.0120657,0,0,0.0284779,0,0.0305455,0.0173765,0.0380984,0.0105737,0.0139715,0.0100873,0.0239261,0.034091,0.011703,0.0150261,0.00896883,0.0122429,0.00769916,0.0322434,0.0094828,0.00905244,0.0138691,0.0191744,0.0334444,0.012284,0.005549,0.0083448,0,0
256,0.0136928,0,0,0,0,0.0106302,0,0,0,0,0,0,0.0342476,0.0229595,0.0299639,0.0184476,0,0,0.0296296,0,0.0304635,0.020144,0.0404679,0.0292052,0.00456583,0.0103792,0.0265437,0.0420674,0.0157093,0.0140252,0.0130721,0.00702375,0.012846,0.0121049,0.0175235,0.0363978,0.0327476,0.012599,0.00582314,0.0145785,0.0315633,0.0120174,0.0159322,0.0121195,0,0,0.0285544,0,0.0305829,0.017469,0.0381443,0.0104394,0.0139247,0.0100512,0.023858,0.0340263,0.011683,0.0150831,0.00894364,0.0122572,0.00771986,0.0321977,0.009481,0.0090001,0.0137811,0.0191082,0.0334817,0.0122552,0.00557936,0.00838162,0,0
257,0.0137023,0,0,0,0,0.0106596,0,0,0,0,0,0,0.0341296,0.0229926,0.0299075,0.0183593,0,0,0.0296907,0,0.0305473,0.0201903,0.0405389,0.0294431,0.00456783,0.0103307,0.0264968,0.0421003,0.0156461,0.0143622,0.0130503,0.00701169,0.0128568,0.0120989,0.017519,0.0363352,0.0329428,0.012615,0.00585191,0.0145311,0.0315433,0.0119921,0.0159487,0.0121376,0,0,0.0286566,0,0.0305936,0.017559,0.0382138,0.0103405,0.0138759,0.00999785,0.0237744,0.0339707,0.0116258,0.0151305,0.00897767,0.0122284,0.00772699,0.0321456,0.00945838,0.00900642,0.0137151,0.0190794,0.0335235,0.0122512,0.00560941,0.00839534,0,0
258,0.0137095,0,0,0,0,0.0106928,0,0,0,0,0,0,0.0340399,0.0229856,0.0299252,0.0182839,0,0,0.0297324,0,0.0306098,0.0202237,0.0405897,0.0293896,0.00456948,0.0103301,0.0264224,0.0421732,0.0156338,0.0144815,0.0130788,0.00703563,0.0129196,0.012124,0.0175031,0.0363727,0.0329546,0.0125699,0.00586824,0.0144882,0.0315214,0.0119331,0.015945,0.0121417,0,0,0.028778,0,0.0305962,0.017606,0.0382698,0.0102265,0.0138655,0.00995276,0.0237313,0.0339192,0.0115668,0.0151366,0.00900347,0.0121659,0.00772928,0.0321066,0.00943461,0.00905137,0.0137228,0.0190864,0.0336663,0.0122479,0.00566622,0.0084071,0,0
259,0.0137616,0,0,0,0,0.0107701,0,0,0,0,0,0,0.0339854,0.0230016,0.0299063,0.0182565,0,0,0.029822,0,0.0305805,0.0203221,0.0406055,0.0294201,0.00459626,0.0103487,0.0263416,0.0422574,0.0156267,0.0146528,0.0131023,0.00703873,0.0129886,0.0121379,0.017479,0.0364101,0.0330028,0.0126452,0.0058871,0.014452,0.0315095,0.0118774,0.0158966,0.0121779,0,0,0.0289037,0,0.0306023,0.0176152,0.038324,0.0101231,0.0138915,0.00990849,0.0236991,0.0338265,0.011531,0.0151518,0.00901916,0.0121334,0.00776179,0.0320936,0.00942429,0.00910124,0.0137554,0.0190937,0.0337972,0.0122691,0.0057418,0.00846645,0,0
260,0.0138166,0,0,0,0,0.01086,0,0,0,0,0,0,0.0338407,0.023005,0.0299031,0.0182525,0,0,0.0299359,0,0.0305561,0.0204177,0.040641,0.0291542,0.00462151,0.0103608,0.026286,0.0422854,0.0156365,0.0147296,0.0131013,0.00705155,0.0130508,0.0121782,0.0174076,0.0365036,0.032956,0.0127052,0.0059271,0.0144235,0.0314771,0.0118683,0.0158455,0.0122237,0,0,0.0290294,0,0.0305936,0.0176584,0.0383851,0.0101506,0.0139066,0.00988061,0.0236537,0.033741,0.0115123,0.0151488,0.00901377,0.012125,0.00779859,0.032051,0.0094547,0.00918503,0.0137833,0.0190448,0.0338808,0.0123013,0.00581614,0.00851897,0,0
261,0.0138728,0,0,0,0,0.0108875,0,0,0,0,0,0,0.0340799,0.0230003,0.0299367,0.0182905,0,0,0.0300213,0,0.0305788,0.020393,0.0406969,0.0291948,0.00464095,0.0103369,0.0262333,0.042313,0.0156776,0.014649,0.0130669,0.00703791,0.013128,0.0122391,0.0173777,0.0365607,0.0332371,0.012738,0.00596993,0.0143786,0.0314327,0.0118558,0.0158218,0.0122959,0,0,0.0291851,0,0.0305674,0.0177124,0.0384195,0.010237,0.0138996,0.00984271,0.0236226,0.0337152,0.011463,0.0151557,0.00897113,0.0120941,0.00783841,0.0320372,0.00947437,0.00928576,0.0138134,0.0190472,0.0339061,0.0123428,0.00584319,0.00856782,0,0
262,0.0138938,0,0,0,0,0.0109156,0,0,0,0,0,0,0.0341276,0.0229521,0.0299238,0.0182932,0,0,0.0300438,0,0.0306377,0.0204196,0.0407259,0.029625,0.00463665,0.0102939,0.0261792,0.0423897,0.0156834,0.0144408,0.0130323,0.00703511,0.01317,0.012243,0.0173732,0.0365395,0.0333985,0.0128301,0.00599274,0.0143068,0.0313949,0.0118267,0.0158038,0.0123417,0,0,0.0293175,0,0.0305403,0.0177568,0.0384353,0.0101461,0.0138706,0.00983641,0.0235983,0.0336517,0.0113975,0.0151961,0.00893845,0.0120682,0.00781259,0.0320451,0.00947836,0.00932905,0.0138144,0.0190547,0.0338979,0.0124145,0.00587714,0.00858316,0,0
263,0.0139539,0,0,0,0,0.0109619,0,0,0,0,0,0,0.0339203,0.0228964,0.0299131,0.0182775,0,0,0.0300722,0,0.0307087,0.0204638,0.0407462,0.0298592,0.00461536,0.0102246,0.0260952,0.0424383,0.0156241,0.0143144,0.0129907,0.0069959,0.0131736,0.0121984,0.0173657,0.0365405,0.0333585,0.0129816,0.00600247,0.014256,0.0313751,0.0118102,0.0157796,0.0124111,0,0,0.0293896,0,0.0305187,0.0177757,0.0384701,0.00998997,0.0138557,0.00986226,0.0235714,0.0335822,0.0113481,0.0152312,0.00891105,0.0120209,0.00776925,0.0320194,0.00948324,0.00930278,0.0138275,0.0189829,0.033874,0.0124646,0.00592788,0.00864824,0,0
264,0.0140518,0,0,0,0,0.0110256,0,0,0,0,0,0,0.0337364,0.0228969,0.0299358,0.0182902,0,0,0.0301531,0,0.0306526,0.020489,0.0407688,0.0299941,0.00461473,0.010167,0.0259834,0.0424566,0.0155325,0.0142704,0.0129584,0.0069594,0.0131803,0.0121985,0.017366,0.0366053,0.0333116,0.0129601,0.00604106,0.0142377,0.0313711,0.0118323,0.0157739,0.0125025,0,0,0.0294406,0,0.0305243,0.0178087,0.038518,0.00991361,0.0138707,0.00987978,0.0235522,0.0334507,0.011322,0.015263,0.00888521,0.0119688,0.0077805,0.0319822,0.00948844,0.00929106,0.0138429,0.0189292,0.0338237,0.0124973,0.00595723,0.00875762,0,0
265,0.0141427,0,0,0,0,0.011048,0,0,0,0,0,0,0.0337086,0.0228602,0.0299568,0.0183092,0,0,0.0302584,0,0.030486,0.0205593,0.040781,0.0300401,0.00462554,0.0101132,0.0258819,0.0423929,0.0154295,0.0142057,0.0129179,0.00695447,0.0131854,0.0122348,0.0173603,0.0366356,0.0332478,0.0128436,0.00611628,0.0142586,0.0313651,0.011866,0.0157567,0.0126016,0,0,0.0295203,0,0.030542,0.0178607,0.0385641,0.00965082,0.0139013,0.00988373,0.0235432,0.0333764,0.0112652,0.0153053,0.00892393,0.0119185,0.00780536,0.0319541,0.00950187,0.00932161,0.0138293,0.0189209,0.0337587,0.0125396,0.00597615,0.0088562,0,0
266,0.0141808,0,0,0,0,0.0110276,0,0,0,0,0,0,0.0337916,0.022817,0.0299723,0.0183725,0,0,0.0303319,0,0.0304678,0.0206526,0.0408026,0.0300482,0.0046409,0.0100479,0.0258259,0.0423281,0.0154064,0.0141541,0.0128784,0.00693198,0.0131842,0.0122533,0.0173632,0.0366036,0.0331134,0.0128273,0.00613561,0.0142694,0.0313516,0.0118844,0.0156927,0.0126554,0,0,0.0295846,0,0.0305543,0.0178782,0.0385999,0.00951502,0.0139256,0.009889,0.0235401,0.033335,0.0112161,0.0153524,0.00896572,0.0118696,0.00783672,0.0319602,0.00954117,0.00936282,0.0138357,0.0189095,0.0337884,0.0125702,0.00598512,0.00891333,0,0
267,0.0141999,0,0,0,0,0.0110049,0,0,0,0,0,0,0.0337877,0.0227317,0.0299669,0.0184184,0,0,0.0303641,0,0.0304576,0.0206936,0.0408268,0.0300874,0.00464619,0.00996389,0.0257988,0.042269,0.015439,0.014191,0.0128157,0.00688062,0.0131928,0.0122786,0.0173754,0.0365537,0.033131,0.0128899,0.00618925,0.0142556,0.0313092,0.0119012,0.0156351,0.0126819,0,0,0.0296256,0,0.0305194,0.0178377,0.0386085,0.00950326,0.0139293,0.00990563,0.0235293,0.0333258,0.0111973,0.0153816,0.00897756,0.0118482,0.00788328,0.0319857,0.00956951,0.00939259,0.0138538,0.0189069,0.0339709,0.0125669,0.00599154,0.00896915,0,0
268,0.0142434,0,0,0,0,0.0110232,0,0,0,0,0,0,0.0334175,0.0227747,0.0299758,0.0184081,0,0,0.0303415,0,0.0305042,0.0206408,0.0408423,0.0301201,0.00463683,0.00988073,0.0257755,0.0422155,0.0154065,0.0144109,0.012774,0.00687134,0.0132221,0.0122785,0.0173871,0.0365433,0.033269,0.0129652,0.00617735,0.0142002,0.0312641,0.0118571,0.015602,0.012727,0,0,0.0296904,0,0.0304548,0.0177535,0.038597,0.00949531,0.0139196,0.00992913,0.0235114,0.0333206,0.0111752,0.0154166,0.00894723,0.011845,0.00789584,0.0320014,0.00955725,0.00938871,0.0138933,0.0188754,0.0340713,0.0125511,0.0060092,0.00903661,0,0
269,0.0143144,0,0,0,0,0.0111026,0,0,0,0,0,0,0.0333528,0.0227709,0.0299805,0.0183784,0,0,0.030357,0,0.0305494,0.0205866,0.0408341,0.0299294,0.00463199,0.00984325,0.0257617,0.0422348,0.0153565,0.0145102,0.0127598,0.00689907,0.0132327,0.0122568,0.017382,0.0365438,0.0332931,0.0130571,0.00622494,0.0141561,0.0313031,0.0118339,0.0155782,0.0127896,0,0,0.029752,0,0.0305061,0.0177892,0.0385861,0.00947662,0.0139241,0.00994699,0.0235006,0.0332797,0.0111588,0.0154324,0.0089109,0.0118508,0.00790719,0.0320167,0.00953468,0.00937082,0.0139489,0.0188452,0.0340364,0.0125977,0.00604555,0.0091133,0,0
270,0.01437,0,0,0,0,0.0111573,0,0,0,0,0,0,0.0336627,0.0227035,0.0299952,0.0183486,0,0,0.0303687,0,0.030593,0.0205523,0.0408106,0.0294895,0.00464384,0.00983346,0.0257668,0.042302,0.015356,0.0144881,0.0127401,0.00690903,0.0132243,0.0122829,0.0173628,0.036539,0.0331838,0.0131944,0.00622269,0.0141303,0.0313195,0.011823,0.0155595,0.0128485,0,0,0.0297756,0,0.0305403,0.0178413,0.0385787,0.00943588,0.013941,0.0099715,0.0234794,0.0332237,0.0111458,0.0154246,0.00891784,0.0118498,0.00793952,0.0320643,0.00953172,0.00939976,0.0139053,0.0187779,0.0340095,0.0126213,0.00609247,0.00916767,0,0
271,0.0144187,0,0,0,0,0.011167,0,0,0,0,0,0,0.0338306,0.0226843,0.029967,0.0183011,0,0,0.0303948,0,0.0306053,0.0205644,0.0407961,0.0292569,0.00464087,0.00979915,0.0257827,0.0423465,0.0154047,0.0143621,0.0127123,0.00690716,0.0131762,0.0122678,0.0173411,0.036506,0.0331875,0.0132528,0.00621313,0.0141067,0.0313085,0.0118091,0.0155684,0.012893,0,0,0.029759,0,0.030536,0.0178615,0.0385595,0.00940988,0.0139507,0.0100018,0.0234579,0.0331841,0.011184,0.0154045,0.0089614,0.0118582,0.00797879,0.0321002,0.00954236,0.00944031,0.0138914,0.0187835,0.0339937,0.0126135,0.0061191,0.00921467,0,0
272,0.0144697,0,0,0,0,0.0111719,0,0,0,0,0,0,0.0336756,0.0227367,0.0300178,0.0182752,0,0,0.0304429,0,0.0305927,0.0206095,0.0407571,0.0293481,0.00459647,0.00975874,0.0258401,0.0423547,0.0154015,0.0140712,0.0127263,0.00685503,0.0130813,0.0122619,0.0173714,0.0364836,0.0331364,0.0132371,0.00623652,0.0140985,0.0313011,0.0118196,0.0156285,0.0129436,0,0,0.0297625,0,0.0305292,0.0178626,0.0384932,0.00943597,0.0139595,0.0100225,0.0234949,0.0331894,0.0112405,0.0153947,0.00894284,0.0119026,0.00802363,0.032119,0.00957532,0.00947003,0.0139503,0.0187354,0.0339748,0.0125899,0.00615393,0.00926854,0,0
273,0.0145077,0,0,0,0,0.0112071,0,0,0,0,0,0,0.0334291,0.0227978,0.0301052,0.018304,0,0,0.0304965,0,0.0305593,0.0206683,0.040702,0.0295639,0.00452721,0.00974736,0.0259187,0.0423186,0.0154166,0.0138375,0.0127678,0.00676,0.0129484,0.0122343,0.0174497,0.0363518,0.0331436,0.0131555,0.00627958,0.014064,0.031292,0.0118066,0.0157596,0.0129856,0,0,0.029756,0,0.0305165,0.0178483,0.0384029,0.00945702,0.0139743,0.0100611,0.0235447,0.0332124,0.011328,0.0154109,0.00893513,0.0119416,0.00807026,0.032144,0.00961823,0.00948249,0.0139545,0.0187244,0.0339613,0.0125931,0.00617157,0.00931048,0,0
274,0.0145259,0,0,0,0,0.0112384,0,0,0,0,0,0,0.0333744,0.0228145,0.0301194,0.0182929,0,0,0.0304698,0,0.0306016,0.0206831,0.0407266,0.029573,0.00451907,0.00973746,0.0258963,0.0423137,0.015476,0.0137149,0.0127395,0.00673935,0.0129246,0.0122254,0.0174865,0.0362976,0.0331256,0.0131677,0.00626355,0.0139985,0.0312762,0.0117418,0.0157731,0.0130191,0,0,0.0297449,0,0.0305019,0.0178249,0.0383861,0.00942927,0.0139933,0.0101108,0.0235358,0.0331843,0.0113586,0.0154,0.0089574,0.0119612,0.00814488,0.0321463,0.00964281,0.00948394,0.0138794,0.0187009,0.0339633,0.0126091,0.00617535,0.00935447,0,0
275,0.0145714,0,0,0,0,0.011243,0,0,0,0,0,0,0.0332989,0.0227763,0.0301272,0.0182625,0,0,0.0303948,0,0.0306762,0.0206469,0.0408186,0.0294523,0.00455056,0.00975492,0.0258355,0.0423163,0.015532,0.0137416,0.012722,0.00680227,0.0129734,0.0122251,0.0174728,0.036375,0.0331197,0.0133048,0.00617884,0.0139199,0.031267,0.0116587,0.0156646,0.0130711,0,0,0.0297233,0,0.0304946,0.0178177,0.0384025,0.00940928,0.0140125,0.0101556,0.0235218,0.0331181,0.0113872,0.0153324,0.00895296,0.0119723,0.00825177,0.032158,0.00965125,0.00955745,0.0137793,0.018714,0.0339546,0.0126014,0.00617008,0.00941505,0,0
276,0.0146277,0,0,0,0,0.01125,0,0,0,0,0,0,0.0332422,0.0227882,0.0301739,0.0182799,0,0,0.0303072,0,0.030675,0.0206309,0.0407769,0.0295664,0.00451379,0.00976157,0.0258458,0.0422824,0.0156045,0.0137154,0.0127631,0.00680103,0.0129315,0.012192,0.0174992,0.0363318,0.0331584,0.0133723,0.00611343,0.0139183,0.031289,0.0116199,0.0156706,0.0131255,0,0,0.0296985,0,0.0304986,0.0178057,0.0383109,0.00948488,0.0140316,0.0101975,0.0235226,0.0330794,0.0114242,0.01523,0.00897589,0.0119806,0.00836983,0.0322055,0.00967575,0.00967999,0.0137592,0.0187171,0.0339266,0.012578,0.00617619,0.00948159,0,0
277,0.0146686,0,0,0,0,0.01124,0,0,0,0,0,0,0.0331977,0.0228438,0.0302196,0.0183127,0,0,0.0302951,0,0.0306337,0.0206612,0.0407359,0.0296581,0.00449247,0.00976536,0.0258543,0.0422338,0.0155993,0.0136101,0.0127952,0.00677926,0.0128677,0.012159,0.0175267,0.0362683,0.0332539,0.0133174,0.00615028,0.0139398,0.0313063,0.0115836,0.015712,0.0131583,0,0,0.0296948,0,0.0305,0.0177979,0.0382454,0.0096521,0.0140803,0.010246,0.023472,0.0330643,0.0114429,0.0151352,0.00901804,0.0120136,0.00846869,0.0322283,0.00969613,0.00979579,0.0137861,0.0186663,0.033885,0.0125702,0.00617233,0.00951037,0,0
278,0.0146856,0,0,0,0,0.0112195,0,0,0,0,0,0,0.0333703,0.0229114,0.0302141,0.0183323,0,0,0.0303374,0,0.0305654,0.0207027,0.0407404,0.0296564,0.00449277,0.00973704,0.0257998,0.0421637,0.015545,0.0134813,0.0127815,0.00675708,0.01283,0.0121639,0.0175474,0.0361941,0.0331173,0.0131865,0.00617035,0.0138897,0.0312897,0.0115217,0.0157388,0.0131658,0,0,0.0296988,0,0.0304679,0.0177722,0.0382155,0.00984777,0.0141251,0.0102993,0.0233554,0.0330558,0.0114534,0.0151062,0.0090386,0.0120582,0.00854237,0.0322582,0.00970128,0.00989143,0.0137465,0.0186086,0.0338706,0.0125656,0.00616037,0.00951033,0,0
279,0.0146789,0,0,0,0,0.0112136,0,0,0,0,0,0,0.0334556,0.0229519,0.0301907,0.0183335,0,0,0.030356,0,0.0305485,0.0206823,0.0407553,0.0296256,0.00448074,0.00971314,0.025707,0.0420819,0.015503,0.0134144,0.0127728,0.00675052,0.0128301,0.0121852,0.0175608,0.0361038,0.033048,0.0131287,0.00616975,0.0138471,0.0312586,0.0114839,0.0157341,0.0131611,0,0,0.0296782,0,0.0304181,0.0177329,0.0382186,0.00977785,0.0141451,0.010357,0.0232595,0.0330368,0.0114938,0.0151106,0.00905614,0.0120745,0.00858892,0.0322948,0.00971087,0.00992623,0.0137279,0.018576,0.0338792,0.0125496,0.00613214,0.00949057,0,0
280,0.0146873,0,0,0,0,0.0112305,0,0,0,0,0,0,0.0334189,0.0229616,0.0301754,0.0182924,0,0,0.0303295,0,0.0305523,0.0206123,0.0407553,0.0296005,0.00443438,0.0097088,0.0256336,0.0420283,0.0154643,0.0133884,0.0127703,0.00671968,0.0128045,0.0121471,0.017558,0.036017,0.0330668,0.0131412,0.0061671,0.0138844,0.0313029,0.0115113,0.0157171,0.0131775,0,0,0.0296461,0,0.0304645,0.0177444,0.0382214,0.00977169,0.0141499,0.0103817,0.0232222,0.0330113,0.0115403,0.0150817,0.00905079,0.0120574,0.00862283,0.0322958,0.00973957,0.00992084,0.0137636,0.0185305,0.0338515,0.0125805,0.00615114,0.00949819,0,0
281,0.014693,0,0,0,0,0.0112409,0,0,0,0,0,0,0.0333363,0.0229746,0.0301296,0.0182608,0,0,0.0302486,0,0.0305459,0.0205747,0.0407258,0.029598,0.00436538,0.00970082,0.0255654,0.0419713,0.0154345,0.0133223,0.0127529,0.00666934,0.0127315,0.0120855,0.0175404,0.0359193,0.0329664,0.0131433,0.00619381,0.0139414,0.0313402,0.0115234,0.015666,0.0131897,0,0,0.0296187,0,0.0304928,0.0177338,0.038233,0.00985217,0.0142048,0.0103555,0.0231619,0.0329993,0.0114736,0.0150362,0.00903508,0.0120231,0.0086419,0.0322826,0.00974584,0.0099326,0.0138416,0.0184803,0.0338581,0.0125789,0.00618808,0.00950481,0,0
282,0.0146909,0,0,0,0,0.0112369,0,0,0,0,0,0,0.0332925,0.0229871,0.03015,0.0182592,0,0,0.0301289,0,0.0305408,0.0205346,0.0406988,0.0296004,0.00432669,0.00966524,0.0255194,0.0419039,0.0154296,0.0132834,0.0127365,0.00664328,0.0126938,0.0120821,0.0175378,0.0358808,0.0329125,0.0131501,0.00622278,0.0139986,0.031339,0.0115436,0.0155704,0.0132167,0,0,0.0295932,0,0.0304737,0.0177006,0.0382306,0.00992379,0.0143216,0.0103069,0.0231247,0.0329757,0.0114203,0.0149984,0.00900457,0.0119872,0.00865555,0.0323199,0.00974533,0.009971,0.0138541,0.0184592,0.0339199,0.0125781,0.00620914,0.00951047,0,0
283,0.0146739,0,0,0,0,0.0112517,0,0,0,0,0,0,0.033196,0.0229865,0.0301833,0.0182214,0,0,0.0300142,0,0.0305655,0.0204349,0.0407036,0.0296278,0.00430633,0.00963416,0.0255009,0.0419098,0.0154262,0.0131077,0.012711,0.00666255,0.012683,0.012139,0.0175482,0.0358509,0.0327726,0.0131981,0.00619402,0.0140415,0.0313305,0.0115556,0.0155373,0.0132157,0,0,0.0295365,0,0.0304494,0.017696,0.0381907,0.0100967,0.0143309,0.0103024,0.0231067,0.032946,0.0114232,0.0150069,0.0090133,0.011976,0.00861736,0.032359,0.0097159,0.0099472,0.0137981,0.0184177,0.0339864,0.0125769,0.00624065,0.00950182,0,0
284,0.0146653,0,0,0,0,0.0112632,0,0,0,0,0,0,0.0331229,0.0229749,0.0302219,0.0181641,0,0,0.0298794,0,0.0306107,0.0203426,0.0407012,0.0296303,0.00428656,0.00962485,0.0254874,0.041951,0.0154012,0.013025,0.0126735,0.00667174,0.0126682,0.0121647,0.0175645,0.0357926,0.0327949,0.0132605,0.00612487,0.0140823,0.0313291,0.0115867,0.0155707,0.013196,0,0,0.0294661,0,0.0304373,0.0176914,0.0381396,0.0101786,0.0142544,0.0103087,0.023094,0.0329207,0.011434,0.0150391,0.00905329,0.011983,0.00856475,0.032362,0.00968803,0.00987851,0.0137972,0.0184052,0.0340221,0.0125713,0.00625296,0.00949275,0,0
285,0.0146438,0,0,0,0,0.0112462,0,0,0,0,0,0,0.03306,0.0230246,0.0302208,0.018122,0,0,0.0298318,0,0.0305861,0.020335,0.0406668,0.0296244,0.00426157,0.00961926,0.025485,0.0419568,0.0153887,0.0130719,0.0126408,0.00663225,0.0126356,0.0122066,0.0175687,0.035732,0.0328172,0.0131456,0.00615334,0.0141254,0.0313324,0.0116156,0.0155679,0.013156,0,0,0.0294057,0,0.0304381,0.0176981,0.0381069,0.0101443,0.0142692,0.0103002,0.0230855,0.0329135,0.0114467,0.0150562,0.00907846,0.0119851,0.0085055,0.0323671,0.00968418,0.00981533,0.0138727,0.0184434,0.0340513,0.0125618,0.00620322,0.00947009,0,0
286,0.0145833,0,0,0,0,0.0111821,0,0,0,0,0,0,0.0332512,0.0230739,0.0301721,0.0180976,0,0,0.0297623,0,0.0306126,0.0202813,0.0406707,0.0296232,0.00422869,0.0095948,0.0254787,0.0419061,0.0154048,0.0129834,0.0126191,0.00660838,0.0125829,0.0122151,0.0175742,0.0356236,0.0327386,0.0130553,0.00618087,0.0141749,0.0313231,0.0116801,0.0155872,0.0131048,0,0,0.0293593,0,0.0304244,0.0176928,0.0380892,0.0100913,0.014266,0.0102825,0.023067,0.0329607,0.0114266,0.0150728,0.0091139,0.0119751,0.00848905,0.032373,0.00970642,0.00981117,0.013915,0.0184007,0.0340968,0.0125265,0.00614995,0.00940117,0,0
287,0.0145313,0,0,0,0,0.0111438,0,0,0,0,0,0,0.0332223,0.0231298,0.0301479,0.0180862,0,0,0.0296838,0,0.0306733,0.0202706,0.0406809,0.0296285,0.00421818,0.00956471,0.0254682,0.0418638,0.015407,0.0129672,0.0126028,0.00662625,0.0125644,0.0122123,0.0175828,0.0355635,0.0326348,0.0130234,0.00622321,0.0142026,0.0312681,0.0117507,0.0155408,0.0130721,0,0,0.0293439,0,0.0303386,0.0176393,0.0381039,0.010273,0.014352,0.0102701,0.0230293,0.0330268,0.0113705,0.0150947,0.00909788,0.0119449,0.0085365,0.0324041,0.00974219,0.00984455,0.0139256,0.0183313,0.0341491,0.0124402,0.00611752,0.00935531,0,0
288,0.0144932,0,0,0,0,0.0111387,0,0,0,0,0,0,0.0330692,0.0231885,0.0301722,0.018023,0,0,0.0296092,0,0.0307595,0.0202529,0.040673,0.0296122,0.00420534,0.00956705,0.0254362,0.0418823,0.015393,0.0130672,0.0126147,0.00664008,0.01257,0.0121775,0.0175928,0.0355418,0.0324923,0.0130136,0.00626126,0.0141534,0.0312465,0.0117373,0.0155036,0.0130291,0,0,0.0293559,0,0.0303121,0.0176039,0.038084,0.0103673,0.0143464,0.0102856,0.0229826,0.0330756,0.0113666,0.0151067,0.00906964,0.0119302,0.00857432,0.032414,0.00973189,0.00984301,0.0138846,0.0184082,0.0341355,0.0123989,0.00612247,0.00930148,0,0
289,0.0144728,0,0,0,0,0.0111638,0,0,0,0,0,0,0.0329375,0.0232422,0.0302223,0.0179772,0,0,0.0296314,0,0.0308511,0.0202704,0.0406616,0.0296186,0.00418339,0.00957155,0.0253928,0.0419344,0.0153531,0.0131414,0.0126249,0.00665147,0.0126177,0.0121713,0.0175975,0.0355419,0.0323639,0.013023,0.00630621,0.0140673,0.0312822,0.0116821,0.0155597,0.0129781,0,0,0.0293644,0,0.0303455,0.0175885,0.0380344,0.0103555,0.0142608,0.0103309,0.0229366,0.0330179,0.0114392,0.0151351,0.00908406,0.0119712,0.00857266,0.0324078,0.00970446,0.00979055,0.0138072,0.0183778,0.0340772,0.0124126,0.0061562,0.00924627,0,0
290,0.014465,0,0,0,0,0.0111968,0,0,0,0,0,0,0.0331617,0.023278,0.0302533,0.0179733,0,0,0.0297003,0,0.0309315,0.0203159,0.0406557,0.0296541,0.00416864,0.00956097,0.0253599,0.0420208,0.0153076,0.0132185,0.0126189,0.00664323,0.012617,0.012181,0.017635,0.0355652,0.0323613,0.0130687,0.00633391,0.0140253,0.0313382,0.0116675,0.0156151,0.012963,0,0,0.0293615,0,0.0304081,0.017643,0.0380032,0.0103387,0.0142257,0.0103779,0.022895,0.0329339,0.011531,0.0151346,0.00909997,0.012016,0.00857713,0.0324106,0.00970258,0.00973746,0.0137942,0.0183132,0.0339728,0.0124655,0.00616994,0.00922809,0,0
291,0.0144507,0,0,0,0,0.0111998,0,0,0,0,0,0,0.0331886,0.023272,0.0302422,0.0179818,0,0,0.029707,0,0.0310129,0.020312,0.0406508,0.0296597,0.00416555,0.00952317,0.0253438,0.0420702,0.0152952,0.0135131,0.0125878,0.00659189,0.0125816,0.0121835,0.0176626,0.0355745,0.0325064,0.0131926,0.00630337,0.014003,0.0313491,0.0116687,0.0156464,0.0129765,0,0,0.0293751,0,0.0304026,0.017654,0.0380029,0.0103626,0.0142357,0.0104167,0.0228738,0.0328837,0.0115175,0.015128,0.00908896,0.0120498,0.00858813,0.0324337,0.00969998,0.00971192,0.0137388,0.0183049,0.0339599,0.0124583,0.00613803,0.00922968,0,0
292,0.0144422,0,0,0,0,0.0111598,0,0,0,0,0,0,0.0329113,0.0232811,0.0302712,0.0179921,0,0,0.0297108,0,0.0310645,0.0203338,0.0406602,0.0296589,0.0041637,0.00953515,0.025369,0.0420911,0.0153367,0.0135081,0.0125933,0.00655567,0.012551,0.0121764,0.0176745,0.0356253,0.0329063,0.0132605,0.00625233,0.0140013,0.0313939,0.0116548,0.0156636,0.0130108,0,0,0.0293714,0,0.030431,0.0176643,0.0379881,0.0103908,0.0142408,0.0104425,0.0228952,0.0328784,0.0115109,0.0151075,0.00911826,0.0120665,0.00859676,0.0324408,0.00970744,0.00968688,0.0136928,0.0183229,0.0339324,0.0124632,0.00611852,0.00924249,0,0
