Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72
80,0.0362753,0,0,0,0,0.023126,0,0,0,0,0,0,0.0338336,0.0396708,0.0297782,0.0133995,0,0,0.0274776,0,0.0358555,0.0116739,0.0413932,0.0275707,0.00692482,0.0124242,0.0156601,0.0629271,0.0160067,0.0150427,0.0144938,0.00734056,0.012106,0.0118349,0.017055,0.0363664,0.0234277,0.0197936,0.0254727,0.0192801,0.0424706,0.0167974,0.0123985,0.0468747,0,0,0.0266457,0,0.0473044,0.0220755,0.0365302,0.0148199,0.0179562,0.0109217,0.0134241,0.0447607,0.0124577,0.0146205,0.0101711,0.0137492,0.0039071,0.0316492,0.00743692,0.00492745,0.0204741,0.0379192,0.0161015,0.0131291,0.0331169,0.0423293,0,0
81,0.0357052,0,0,0,0,0.0207127,0,0,0,0,0,0,0.0336659,0.0391171,0.0296698,0.0134232,0,0,0.0277477,0,0.0351408,0.0119973,0.0413697,0.027455,0.00708926,0.0121019,0.0156936,0.0580596,0.0161438,0.0150101,0.0144157,0.00734742,0.0119578,0.01194,0.0170404,0.0360719,0.0226769,0.0199501,0.0246727,0.0192726,0.0425481,0.016681,0.0119973,0.0469841,0,0,0.0269679,0,0.047452,0.0226396,0.0366889,0.0145937,0.0184213,0.0108238,0.0135787,0.0447255,0.0124712,0.0145859,0.0104391,0.0137682,0.00373649,0.0316546,0.00744274,0.00475427,0.0202836,0.0382641,0.0160409,0.0134564,0.0308887,0.0414212,0,0
82,0.034883,0,0,0,0,0.0178834,0,0,0,0,0,0,0.0333523,0.0385482,0.0294866,0.0132893,0,0,0.0275913,0,0.0345472,0.012071,0.0416619,0.027527,0.00721515,0.0118719,0.0156114,0.0522248,0.0159511,0.0148211,0.0142953,0.00719155,0.0118218,0.0119594,0.0169939,0.0357827,0.0220206,0.0200356,0.0242629,0.0193548,0.0426672,0.0167355,0.0121174,0.0465749,0,0,0.0274197,0,0.0475707,0.0232723,0.0366813,0.0147089,0.0184266,0.0109395,0.0134452,0.0442827,0.0125187,0.0146658,0.0106915,0.0139081,0.00378223,0.0315,0.00740218,0.00488979,0.0203687,0.0385333,0.016035,0.0137586,0.0280119,0.0401152,0,0
83,0.0341267,0,0,0,0,0.0153093,0,0,0,0,0,0,0.0329821,0.0381168,0.0295211,0.0131882,0,0,0.0274833,0,0.0341332,0.0121013,0.041743,0.027603,0.00730883,0.0118789,0.0154328,0.046119,0.015682,0.0144863,0.0140998,0.00694204,0.0116762,0.0118723,0.0169706,0.0353975,0.0220578,0.0201236,0.0238248,0.0193985,0.0427798,0.0167642,0.0121825,0.0458598,0,0,0.0279235,0,0.0476558,0.0238861,0.0367081,0.0147856,0.0184966,0.0110288,0.0134341,0.043888,0.0125887,0.0147697,0.010803,0.013983,0.00383371,0.0313382,0.00738217,0.00498022,0.0204302,0.0387932,0.0159612,0.0140764,0.0250354,0.0388304,0,0
84,0.0333846,0,0,0,0,0.0137196,0,0,0,0,0,0,0.0325527,0.0374794,0.0295772,0.0131497,0,0,0.0273394,0,0.0339297,0.0120708,0.0417908,0.0276125,0.00741695,0.0120138,0.0152163,0.0401363,0.0155226,0.0143426,0.0139788,0.00696774,0.0115724,0.0118206,0.016933,0.0351352,0.0225722,0.0203773,0.0233077,0.0194409,0.0428735,0.0167579,0.0122253,0.0448325,0,0,0.028349,0,0.0477015,0.0243456,0.0367637,0.0147725,0.0186608,0.0110372,0.0135939,0.043632,0.0126274,0.0147895,0.0107138,0.0140089,0.00380642,0.031268,0.00736215,0.00498345,0.0204333,0.0389525,0.0158003,0.0142891,0.0225036,0.0375479,0,0
85,0.0327378,0,0,0,0,0.0134741,0,0,0,0,0,0,0.0324052,0.0367081,0.0296159,0.0131233,0,0,0.0273154,0,0.0338874,0.0122688,0.0417973,0.0276689,0.00749194,0.0119459,0.0155119,0.0348864,0.0154424,0.0143086,0.0139481,0.00699246,0.0114943,0.0117473,0.0169164,0.0349535,0.0235985,0.0206618,0.0225626,0.0195121,0.0429612,0.0167687,0.0121623,0.0438959,0,0,0.0286695,0,0.0477283,0.0246836,0.0367815,0.0147657,0.0187805,0.0110062,0.0137374,0.0432782,0.012641,0.0147527,0.0105161,0.0140257,0.00374959,0.0312337,0.00735539,0.00495316,0.020405,0.0390616,0.015559,0.0143875,0.0206462,0.0363502,0,0
86,0.032397,0,0,0,0,0.0144039,0,0,0,0,0,0,0.032546,0.035962,0.0296238,0.0131452,0,0,0.0276167,0,0.0338397,0.0126113,0.0417449,0.0278209,0.00752771,0.0118003,0.0157719,0.0311643,0.0154214,0.0142449,0.013942,0.0068155,0.0114372,0.0117265,0.0169474,0.0348418,0.0250663,0.0208311,0.0215069,0.0195977,0.043035,0.0167973,0.0120696,0.043137,0,0,0.028973,0,0.0477349,0.02492,0.0367496,0.0147917,0.0188158,0.0109867,0.0138466,0.0428952,0.01264,0.0147061,0.0104808,0.0140611,0.00369197,0.031217,0.00735565,0.00494209,0.0204634,0.0390499,0.0153138,0.0143886,0.0195736,0.0354473,0,0
87,0.0322363,0,0,0,0,0.0160326,0,0,0,0,0,0,0.0326021,0.0351075,0.0296693,0.0131471,0,0,0.0280919,0,0.0336154,0.0129511,0.0416926,0.0280018,0.00753655,0.0117366,0.0158341,0.0290841,0.0154385,0.0141341,0.0139163,0.0067161,0.0113858,0.0116971,0.0169791,0.0347951,0.0266245,0.0209348,0.0204403,0.0196569,0.043062,0.0168158,0.0120443,0.0424522,0,0,0.0291079,0,0.0477009,0.0249769,0.0366836,0.0148108,0.0187889,0.0109772,0.0138758,0.0425881,0.012662,0.0146732,0.0105071,0.0140962,0.00364898,0.0312299,0.00734448,0.00491708,0.0204596,0.0389187,0.0152672,0.0142071,0.0193172,0.0347687,0,0
88,0.0322267,0,0,0,0,0.0177801,0,0,0,0,0,0,0.0325946,0.0341836,0.029744,0.0129316,0,0,0.0287082,0,0.0335135,0.0132678,0.0416792,0.0280984,0.00749281,0.0117864,0.0158095,0.0282637,0.0154954,0.0140675,0.0139332,0.00672855,0.0113951,0.0116573,0.0169915,0.0348187,0.028103,0.021167,0.0192644,0.019734,0.0430567,0.0168344,0.0121028,0.0419482,0,0,0.0290677,0,0.0476634,0.024907,0.0365888,0.0148214,0.018698,0.0109411,0.0138561,0.0424841,0.0126779,0.0146025,0.0105219,0.0140958,0.00356574,0.0312476,0.00732715,0.00486991,0.0203952,0.0388132,0.0151974,0.0138363,0.0196299,0.0343467,0,0
89,0.0323524,0,0,0,0,0.0193013,0,0,0,0,0,0,0.0326685,0.0337016,0.0297928,0.0127352,0,0,0.0296884,0,0.0336009,0.0138353,0.0417408,0.0281139,0.00739842,0.0118452,0.0157193,0.0283558,0.0155312,0.0142279,0.013967,0.00677212,0.0114705,0.0116473,0.0169944,0.0348491,0.029607,0.0214375,0.0177064,0.0198337,0.0430691,0.0168831,0.0121198,0.0415645,0,0,0.0290122,0,0.0476267,0.0248152,0.0365339,0.0148453,0.0185154,0.010876,0.0137515,0.0424011,0.0126704,0.0145112,0.0105079,0.0140764,0.00347635,0.0312759,0.00732173,0.00483528,0.0204194,0.0387133,0.0150222,0.0135916,0.0201372,0.0340893,0,0
90,0.0325225,0,0,0,0,0.0202183,0,0,0,0,0,0,0.0326495,0.0334162,0.0298162,0.0126198,0,0,0.0309759,0,0.0333788,0.0146785,0.041809,0.028103,0.00725455,0.0118547,0.0155609,0.0288202,0.015547,0.0145545,0.013985,0.00678376,0.0114766,0.0116677,0.0169892,0.0348829,0.0309191,0.0217424,0.0159447,0.0199452,0.0430776,0.0169397,0.0121326,0.0414296,0,0,0.0289684,0,0.0475877,0.0247381,0.0364739,0.0148505,0.0182509,0.0108021,0.0135749,0.0425327,0.0126369,0.0144204,0.0105088,0.0140552,0.0033724,0.0313308,0.00734492,0.00479019,0.0204548,0.0386772,0.0147648,0.0134213,0.0205615,0.033962,0,0
91,0.0324951,0,0,0,0,0.0202498,0,0,0,0,0,0,0.0326948,0.0329949,0.0298546,0.0126932,0,0,0.0326747,0,0.0328796,0.0158268,0.0418904,0.0281305,0.00717661,0.0118763,0.0154784,0.0290761,0.0156409,0.014677,0.0140229,0.0068143,0.0113595,0.0117303,0.0170004,0.0350244,0.0318855,0.0219965,0.0139724,0.0199409,0.0430498,0.0169214,0.0122432,0.0417808,0,0,0.0288634,0,0.0475672,0.0246266,0.0363196,0.014786,0.0179705,0.0107369,0.0134396,0.0430213,0.012619,0.0143431,0.0104552,0.014038,0.00331927,0.0313986,0.007394,0.00471586,0.0204337,0.038829,0.0146241,0.0132167,0.0208161,0.0339438,0,0
92,0.032237,0,0,0,0,0.0196214,0,0,0,0,0,0,0.0328214,0.0322292,0.029922,0.0128113,0,0,0.0348178,0,0.0321148,0.0173494,0.0419934,0.0282939,0.0071611,0.0119555,0.0154631,0.0291493,0.0157206,0.014674,0.0141028,0.00688216,0.0113381,0.0117839,0.0170297,0.0352494,0.032725,0.0219343,0.0118584,0.0198404,0.0429949,0.0168125,0.0124779,0.0425833,0,0,0.0286457,0,0.0475806,0.024466,0.0360943,0.014672,0.0176885,0.0106705,0.0133441,0.0439836,0.0126103,0.0142797,0.0103356,0.0140213,0.00330198,0.0314858,0.00745653,0.00458529,0.0203068,0.039216,0.0146126,0.0129991,0.0210074,0.0340181,0,0
93,0.0318392,0,0,0,0,0.0186742,0,0,0,0,0,0,0.0331055,0.0312775,0.0299503,0.0126014,0,0,0.0374692,0,0.0314458,0.0191642,0.0420357,0.0284719,0.0071126,0.0120276,0.0154447,0.0294889,0.0157633,0.0146725,0.014173,0.00693172,0.0115145,0.0117704,0.0170663,0.0354233,0.0337677,0.0214815,0.00961448,0.0197734,0.0429323,0.0167492,0.0127135,0.0436543,0,0,0.0283665,0,0.0476139,0.024235,0.0359494,0.0145959,0.0173757,0.0106032,0.0132454,0.0453538,0.0125919,0.0142413,0.0102192,0.014002,0.00325285,0.0315772,0.00748613,0.00448648,0.0202324,0.039739,0.0145455,0.0127696,0.0213343,0.0341416,0,0
94,0.0313998,0,0,0,0,0.017923,0,0,0,0,0,0,0.0335118,0.030246,0.0300356,0.0124183,0,0,0.0404366,0,0.0309366,0.0211416,0.0420128,0.0282693,0.00702237,0.0120945,0.0154173,0.0303861,0.0158346,0.0146989,0.014244,0.00694945,0.0116728,0.0118002,0.017074,0.0356178,0.0348831,0.020584,0.00754137,0.0197738,0.0428808,0.0167436,0.0128785,0.0448198,0,0,0.0280699,0,0.047654,0.0239229,0.0359111,0.0145992,0.017064,0.0105298,0.0131661,0.0468799,0.0125786,0.0141916,0.0101833,0.0139722,0.00320299,0.0316388,0.00748187,0.00443519,0.0201858,0.0402243,0.0144214,0.0124863,0.022061,0.0343283,0,0
95,0.0309299,0,0,0,0,0.0177891,0,0,0,0,0,0,0.0335507,0.0292582,0.0301602,0.0127995,0,0,0.0437532,0,0.0308353,0.0234485,0.0420334,0.0281411,0.00693947,0.0121847,0.0154234,0.0319503,0.0159171,0.014783,0.0143326,0.00699058,0.0117848,0.0118876,0.0170729,0.0358916,0.0361728,0.0193591,0.00608604,0.019711,0.0427894,0.0167194,0.013025,0.0460781,0,0,0.0276962,0,0.0476472,0.0235174,0.0358506,0.0145604,0.0167696,0.0104641,0.0131478,0.0485795,0.0125246,0.014146,0.0101581,0.0139416,0.00319279,0.0317155,0.00748905,0.00438963,0.020135,0.0406526,0.0142385,0.012117,0.0234265,0.0345855,0,0
96,0.0303775,0,0,0,0,0.0185344,0,0,0,0,0,0,0.0335432,0.02834,0.0302521,0.0131751,0,0,0.0469196,0,0.0306779,0.0256913,0.0420573,0.028123,0.00687184,0.0122553,0.0154598,0.0337894,0.015968,0.0148563,0.0144024,0.00703111,0.011886,0.0118916,0.017076,0.036174,0.0374256,0.0177778,0.00545718,0.0196119,0.0426674,0.016662,0.0131623,0.047242,0,0,0.0272042,0,0.0475939,0.0230042,0.0357882,0.0144633,0.0165003,0.01042,0.0131801,0.0504262,0.0124821,0.0141233,0.0100707,0.0139165,0.00320505,0.0317897,0.00751573,0.00434064,0.0200686,0.0410908,0.0139942,0.0116309,0.025399,0.0347928,0,0
97,0.029777,0,0,0,0,0.020082,0,0,0,0,0,0,0.0339322,0.0275963,0.0303136,0.0133048,0,0,0.0496471,0,0.0305248,0.0275249,0.0420607,0.0280797,0.00682449,0.0122984,0.0155327,0.0357262,0.0160243,0.0148961,0.0144324,0.00704342,0.0119592,0.0118601,0.0171036,0.036363,0.0384859,0.0161323,0.0052469,0.0195012,0.0425257,0.0165909,0.013261,0.0483917,0,0,0.0266114,0,0.047522,0.0223613,0.035739,0.0143616,0.0162677,0.0103518,0.0132571,0.0525431,0.0124669,0.0141048,0.00996413,0.0138921,0.00320732,0.0318624,0.0075397,0.00430168,0.0199992,0.041578,0.0137572,0.0110859,0.0278166,0.0349629,0,0
98,0.0292095,0,0,0,0,0.0220715,0,0,0,0,0,0,0.0344977,0.0273548,0.0303254,0.0133223,0,0,0.051701,0,0.0305969,0.0286413,0.0420532,0.0280331,0.00678248,0.0123383,0.0156027,0.0375562,0.0161073,0.0149676,0.0144682,0.00708531,0.0120186,0.0118468,0.0171463,0.0365484,0.0392426,0.0145446,0.00513447,0.0194204,0.0423965,0.0165762,0.013325,0.0495715,0,0,0.0260164,0,0.0474536,0.0216998,0.0356762,0.0143545,0.0160607,0.0102746,0.013407,0.0547914,0.0124279,0.0140562,0.00985865,0.013851,0.00322251,0.0319265,0.00758183,0.00428883,0.0198938,0.0421111,0.0135223,0.0105323,0.0303553,0.0351802,0,0
99,0.0288488,0,0,0,0,0.0241659,0,0,0,0,0,0,0.034641,0.0274478,0.0303469,0.013354,0,0,0.0528069,0,0.0306495,0.0289667,0.0420779,0.0280217,0.00673299,0.0124184,0.0156962,0.0390474,0.0161929,0.0150981,0.0145554,0.00715774,0.0120935,0.0118359,0.017166,0.0367927,0.0396145,0.0132002,0.00511925,0.0193337,0.0422879,0.0165805,0.0134041,0.0508703,0,0,0.025529,0,0.0473981,0.0211366,0.0356178,0.0143685,0.0158648,0.0102408,0.0135807,0.0570123,0.0123827,0.014015,0.0098076,0.0137808,0.00324081,0.0320167,0.00762277,0.00428398,0.0198545,0.0427823,0.0133163,0.00999726,0.0328358,0.035543,0,0
100,0.0288337,0,0,0,0,0.0239684,0,0,0,0,0,0,0.0344727,0.0279263,0.0303741,0.0133445,0,0,0.0531751,0,0.0305722,0.0283758,0.042126,0.0280502,0.0066981,0.0124251,0.0157104,0.0396224,0.0161737,0.0151149,0.0145704,0.0071556,0.0120928,0.0118335,0.0171644,0.0368909,0.0404238,0.0126624,0.00560845,0.0192782,0.0422875,0.0165567,0.0134256,0.0506316,0,0,0.0254077,0,0.0473585,0.0209825,0.0356604,0.0143646,0.0158913,0.0102874,0.0135979,0.0567692,0.0123708,0.0140258,0.0099252,0.0137343,0.00326749,0.0319871,0.00763192,0.00432277,0.0198724,0.0426017,0.0130929,0.00967191,0.0326612,0.0354524,0,0
101,0.0290635,0,0,0,0,0.0237597,0,0,0,0,0,0,0.0345081,0.0284101,0.0304003,0.013384,0,0,0.0532372,0,0.0302813,0.0277541,0.0421662,0.0280505,0.00667611,0.0124089,0.015674,0.0400202,0.0161298,0.0150452,0.0145705,0.00712695,0.0120274,0.0118369,0.0171718,0.0369172,0.0410049,0.0122269,0.0062901,0.0192988,0.0422572,0.0165168,0.0134527,0.0506351,0,0,0.025258,0,0.0472954,0.020777,0.035688,0.0143504,0.0159261,0.0103175,0.0136066,0.0567877,0.0123521,0.014057,0.0101944,0.0137217,0.00326092,0.0319686,0.00763872,0.00435379,0.0199268,0.042616,0.0128053,0.00934336,0.03256,0.0356353,0,0
102,0.0294538,0,0,0,0,0.0235892,0,0,0,0,0,0,0.0347199,0.0286986,0.0304266,0.0136795,0,0,0.0530178,0,0.0298196,0.0272437,0.0421787,0.0280627,0.0067331,0.0123979,0.0157207,0.0401508,0.0161053,0.0149486,0.0145704,0.00713516,0.0119364,0.0118187,0.0171918,0.0369462,0.0411788,0.0119587,0.00696083,0.0193484,0.0421849,0.0165226,0.0135143,0.0508662,0,0,0.0251698,0,0.0471869,0.020564,0.0356388,0.0143775,0.0159533,0.0103128,0.0136447,0.0568746,0.0123019,0.0140767,0.0102759,0.0136963,0.00324718,0.0319437,0.00763291,0.00439499,0.0199634,0.0427371,0.0123851,0.00900861,0.0325012,0.0359907,0,0
103,0.0298478,0,0,0,0,0.0235388,0,0,0,0,0,0,0.0346322,0.02903,0.0304465,0.0141206,0,0,0.0526901,0,0.0296784,0.0269918,0.042159,0.0281086,0.00675957,0.012396,0.0157472,0.0402153,0.0161295,0.0149046,0.0145735,0.00711376,0.0118734,0.0118214,0.0172023,0.0369773,0.041016,0.0118604,0.00739952,0.0194338,0.0420977,0.0165676,0.013546,0.0511975,0,0,0.0250648,0,0.0470264,0.0202971,0.0356043,0.0144329,0.0159852,0.010312,0.0136725,0.0570938,0.0122528,0.0140448,0.0102535,0.0136658,0.00325326,0.0319086,0.00761649,0.00443151,0.0198895,0.0428589,0.0119501,0.00856472,0.0325387,0.0363862,0,0
104,0.0302044,0,0,0,0,0.0235565,0,0,0,0,0,0,0.0345027,0.0292599,0.030429,0.0139325,0,0,0.052432,0,0.0295584,0.0269244,0.0421582,0.0281723,0.00675847,0.0123673,0.0157196,0.0402031,0.016104,0.0148882,0.014561,0.00706038,0.0120797,0.0118128,0.0171879,0.0369784,0.0405945,0.0119312,0.00744157,0.0193924,0.0420087,0.0165745,0.0135898,0.0515133,0,0,0.0249477,0,0.0467998,0.0200308,0.0355934,0.0144464,0.0159766,0.0103397,0.0136803,0.0573575,0.0122503,0.014032,0.0102015,0.0136312,0.00324379,0.0318921,0.0076036,0.00442937,0.0198872,0.0429918,0.0116552,0.00800771,0.0326316,0.0367494,0,0
105,0.030514,0,0,0,0,0.0237306,0,0,0,0,0,0,0.034451,0.02933,0.0304077,0.0138249,0,0,0.0519841,0,0.0294874,0.0268461,0.0421571,0.0281696,0.00676329,0.0122814,0.0157317,0.0399839,0.0160655,0.0148644,0.014528,0.00702046,0.0122559,0.0118217,0.0171866,0.0369883,0.0399199,0.0121714,0.00720313,0.0193123,0.0419412,0.0165636,0.0136054,0.0519902,0,0,0.0247652,0,0.0466256,0.0197144,0.0355932,0.0144565,0.015973,0.0103423,0.0136718,0.0578294,0.0122568,0.0140307,0.0101413,0.0136182,0.00321309,0.0319002,0.00760818,0.00442981,0.0199535,0.0431558,0.01141,0.00735007,0.0329298,0.0370941,0,0
106,0.0307963,0,0,0,0,0.0240538,0,0,0,0,0,0,0.0345337,0.0291632,0.0304154,0.013704,0,0,0.0512255,0,0.029364,0.0267086,0.042169,0.0281976,0.0067784,0.0122408,0.0157044,0.0395949,0.0160417,0.0148446,0.0145127,0.00699724,0.0123069,0.0118608,0.0172096,0.0369758,0.0389915,0.0125582,0.00681914,0.0192656,0.0419128,0.0165407,0.0136033,0.0525992,0,0,0.0245331,0,0.0465158,0.0193693,0.035574,0.0144582,0.0159346,0.0103194,0.0136307,0.058525,0.0122623,0.0140256,0.0100286,0.013615,0.00318869,0.0318752,0.00761965,0.00443473,0.0199324,0.0434457,0.0109139,0.00671425,0.033385,0.0374091,0,0
107,0.0311264,0,0,0,0,0.0245105,0,0,0,0,0,0,0.0346629,0.0291475,0.0304255,0.0136792,0,0,0.0502203,0,0.0293361,0.0264246,0.0422236,0.0282642,0.00678672,0.0122468,0.0156694,0.039132,0.0160324,0.0147979,0.0144957,0.00695956,0.0121733,0.0118594,0.0172301,0.0369069,0.0379844,0.0129491,0.00636515,0.0192397,0.0418337,0.0164943,0.0135467,0.0533267,0,0,0.0242627,0,0.0463427,0.0190115,0.0355424,0.0143963,0.0158979,0.0102678,0.0135786,0.0594356,0.0122653,0.0139946,0.00989192,0.0136098,0.00317071,0.0318483,0.00762538,0.0043818,0.0197839,0.0438198,0.010132,0.00616919,0.0339412,0.0377769,0,0
108,0.0314539,0,0,0,0,0.025106,0,0,0,0,0,0,0.0345367,0.0291731,0.030463,0.0136923,0,0,0.0490291,0,0.0293854,0.0260788,0.0422814,0.0283251,0.00680626,0.0121605,0.015673,0.0385234,0.0160571,0.0147499,0.0144711,0.0069197,0.0119438,0.0118734,0.0172362,0.0368948,0.0368271,0.0132046,0.00591012,0.0192134,0.0417036,0.0164385,0.0135041,0.0541615,0,0,0.0239207,0,0.0461007,0.0186548,0.0355112,0.0143211,0.0158753,0.0101857,0.0135552,0.0605351,0.0122747,0.0139511,0.0100244,0.0136113,0.00314318,0.0318618,0.0076614,0.00432965,0.0196717,0.0442006,0.00942707,0.0057035,0.0345917,0.0381848,0,0
109,0.0317265,0,0,0,0,0.0258927,0,0,0,0,0,0,0.03445,0.0290262,0.0304526,0.0136485,0,0,0.0475287,0,0.0294852,0.0257407,0.042307,0.0283843,0.00685214,0.0121072,0.0157626,0.0376189,0.016042,0.0146922,0.0144185,0.00689659,0.0119086,0.0119352,0.0172485,0.0368709,0.0355755,0.0134386,0.00550029,0.019212,0.0415775,0.0164096,0.01348,0.0551038,0,0,0.0235157,0,0.0458622,0.0183093,0.0354691,0.0142928,0.0158632,0.0101364,0.0136009,0.0617991,0.0122973,0.0139105,0.0100681,0.0136459,0.00312552,0.0318876,0.00770575,0.00431531,0.0196505,0.0445856,0.00890521,0.00530668,0.0353483,0.0385572,0,0
110,0.031642,0,0,0,0,0.0257453,0,0,0,0,0,0,0.0345445,0.0288294,0.0304925,0.0132248,0,0,0.0457858,0,0.0295478,0.0251773,0.0421499,0.028575,0.00671971,0.0121697,0.0161954,0.036534,0.0160008,0.014708,0.0144369,0.00690456,0.0119188,0.0118875,0.0172912,0.0367918,0.0342858,0.0136139,0.00525567,0.019409,0.0414558,0.0165617,0.0134675,0.0549155,0,0,0.0231414,0,0.0457777,0.0181098,0.0354932,0.0144459,0.01582,0.0101352,0.0135725,0.0616187,0.0123105,0.0138668,0.0100077,0.0137093,0.00305907,0.0318824,0.00773386,0.00439551,0.0198225,0.0442753,0.00879474,0.00505962,0.0351625,0.0383401,0,0
111,0.0314323,0,0,0,0,0.0252663,0,0,0,0,0,0,0.0345913,0.0288948,0.0305078,0.0129038,0,0,0.0432968,0,0.0295393,0.023939,0.0420383,0.0286809,0.00659745,0.0121911,0.0170088,0.0345217,0.0159894,0.0146988,0.0144274,0.00689734,0.0119415,0.011867,0.0172725,0.0367791,0.0326534,0.0137698,0.0052195,0.019711,0.0413639,0.016738,0.013493,0.0543967,0,0,0.0228636,0,0.0456605,0.0180292,0.035504,0.0145835,0.0158099,0.0101284,0.0135648,0.0610912,0.0123769,0.0138805,0.00984495,0.0137663,0.00298976,0.0319805,0.00779305,0.00450288,0.019944,0.0440149,0.00874191,0.0048506,0.034436,0.0378473,0,0
112,0.0311186,0,0,0,0,0.0246113,0,0,0,0,0,0,0.0345634,0.0291116,0.030458,0.0128556,0,0,0.040687,0,0.0296433,0.0224442,0.0421794,0.0286032,0.0065214,0.0122074,0.0165546,0.032329,0.0159467,0.0147473,0.0143959,0.00693052,0.0120266,0.0118947,0.0172239,0.0368347,0.0309363,0.0140689,0.00522887,0.0197021,0.0412811,0.0165527,0.0134278,0.0536526,0,0,0.022725,0,0.0454647,0.0179945,0.0356326,0.014306,0.0157338,0.0100819,0.0135853,0.0602046,0.0123931,0.0139456,0.00983388,0.013773,0.00290756,0.0320337,0.007758,0.0044351,0.0197665,0.0436409,0.00853588,0.00470308,0.0334614,0.0371398,0,0
113,0.030731,0,0,0,0,0.0240691,0,0,0,0,0,0,0.0345361,0.0291667,0.0304276,0.0129678,0,0,0.0386595,0,0.0298942,0.0212257,0.0422752,0.0285811,0.00640865,0.0121996,0.0160528,0.0307528,0.0158883,0.0147996,0.0143553,0.00687691,0.012024,0.011904,0.017192,0.0367819,0.0296313,0.0146462,0.00519997,0.0195171,0.0411854,0.0163884,0.0133657,0.0529546,0,0,0.0225871,0,0.0451962,0.017887,0.0357635,0.0140693,0.0156577,0.0100201,0.0136513,0.0593607,0.0124078,0.0139753,0.00990135,0.0137634,0.00284779,0.0320016,0.00774283,0.00437227,0.0195941,0.043135,0.00839815,0.00467037,0.0327532,0.0364618,0,0
114,0.0303169,0,0,0,0,0.0237018,0,0,0,0,0,0,0.0343121,0.0292655,0.030505,0.0130341,0,0,0.0367497,0,0.0298579,0.0201574,0.0422817,0.0286994,0.00627256,0.0121633,0.0159999,0.0290282,0.0157937,0.0148023,0.014316,0.00679302,0.0119468,0.0119275,0.017209,0.0367428,0.0283373,0.0148791,0.00535805,0.0194124,0.0411058,0.0162841,0.0133595,0.0522939,0,0,0.0224138,0,0.0449679,0.0177183,0.0358496,0.0139205,0.0155821,0.00995338,0.0138233,0.0587301,0.0124537,0.0139671,0.0099558,0.0137747,0.00281958,0.0319415,0.0077597,0.00435733,0.0193977,0.0427438,0.00827794,0.00474488,0.0321572,0.035766,0,0
115,0.0298756,0,0,0,0,0.0234962,0,0,0,0,0,0,0.0341992,0.0290453,0.0305519,0.0131064,0,0,0.0346892,0,0.0297221,0.0189395,0.0423094,0.0288244,0.00620346,0.0121008,0.0162168,0.0271719,0.0157751,0.01477,0.0142842,0.00677843,0.0118694,0.0119148,0.0172372,0.0367154,0.0269972,0.015193,0.00557144,0.0194279,0.0410278,0.0162201,0.0133787,0.0516807,0,0,0.0221752,0,0.0447709,0.0174855,0.0359024,0.0138414,0.0155349,0.00984418,0.013996,0.0582734,0.0124794,0.0139666,0.00993854,0.0137583,0.00282476,0.0319134,0.00782165,0.00442431,0.0192101,0.0424621,0.00826923,0.00458965,0.0316633,0.0350454,0,0
116,0.029492,0,0,0,0,0.0233477,0,0,0,0,0,0,0.0341128,0.028817,0.0305425,0.0131955,0,0,0.0329939,0,0.0296233,0.0181199,0.042361,0.0288493,0.00621668,0.0120437,0.0164364,0.02576,0.0157992,0.0147146,0.014252,0.00675019,0.0118061,0.0119177,0.0172224,0.0366817,0.0259763,0.0154644,0.00571017,0.0195594,0.0408938,0.0162569,0.0134227,0.0511513,0,0,0.0218729,0,0.0445131,0.0172027,0.0359323,0.0139047,0.0155377,0.00974552,0.0141374,0.0579011,0.0124927,0.0139914,0.00986515,0.0137339,0.00292171,0.0320146,0.00795306,0.00461469,0.0192406,0.0422934,0.00829961,0.00422066,0.0312703,0.0344368,0,0
117,0.0292269,0,0,0,0,0.023277,0,0,0,0,0,0,0.0339253,0.0287948,0.0304633,0.0133299,0,0,0.0311464,0,0.0297326,0.017153,0.0422938,0.0288118,0.00615139,0.0119407,0.0165064,0.024407,0.01577,0.0146316,0.0141676,0.00665921,0.0117605,0.0118498,0.0171773,0.0364686,0.0248892,0.0158792,0.00570028,0.0195292,0.0407847,0.0162046,0.0134902,0.0508321,0,0,0.0215902,0,0.044283,0.0168992,0.0359455,0.0138159,0.0155473,0.00969393,0.0142998,0.0577426,0.012535,0.0140134,0.00978878,0.0137094,0.00306942,0.0320617,0.0080412,0.0047434,0.0191945,0.0420805,0.00814838,0.00438557,0.0309241,0.0339413,0,0
